Orthogroup	DVIR.longest_only	DGUA.longest_only
OG0001126	LOC6624022|XP_032291223.1|DVIR	LOC117579616|XP_034121442.1|DGUA
OG0001127	LOC6624155|XP_002048332.1|DVIR	LOC117587496|XP_034134159.1|DGUA
OG0001128	LOC6625028|XP_002050451.2|DVIR	LOC117589957|XP_034138150.1|DGUA
OG0001129	LOC6629023|XP_015028172.1|DVIR	LOC117588177|XP_034135183.1|DGUA
OG0001130	LOC6629156|XP_002052450.2|DVIR	LOC117588107|XP_034135069.1|DGUA
OG0001131	LOC6636213|XP_032290165.1|DVIR	LOC117590669|XP_034139428.1|DGUA
OG0001133	LOC6627314|XP_032294185.1|DVIR	LOC117584379|XP_034129117.1|DGUA
OG0001134	LOC6625778|XP_002049128.3|DVIR	LOC117592358|XP_034141949.1|DGUA
OG0001135	LOC6635184|XP_002058383.1|DVIR	LOC117589683|XP_034137728.1|DGUA
OG0001136	LOC6632681|XP_032289553.1|DVIR	LOC117590034|XP_034138220.1|DGUA
OG0001137	LOC6631276|XP_032295423.1|DVIR	LOC117585363|XP_034130701.1|DGUA
OG0001138	LOC6622762|XP_032290633.1|DVIR	LOC117586873|XP_034133062.1|DGUA
OG0001140	LOC6633041|XP_015026078.1|DVIR, LOC6633044|XP_015026081.2|DVIR	LOC117583209|XP_034127314.1|DGUA
OG0001141	LOC6629737|XP_032295216.1|DVIR, LOC6629738|XP_002054142.2|DVIR	LOC117589856|XP_034138012.1|DGUA
OG0001142	LOC6629963|XP_002054165.2|DVIR	LOC117589800|XP_034137899.1|DGUA
OG0001143	LOC116651443|XP_032293694.1|DVIR, LOC6634390|XP_002057583.1|DVIR, LOC116651639|XP_032294324.1|DVIR, LOC6633890|XP_002057584.1|DVIR	LOC117590927|XP_034139855.1|DGUA, LOC117582800|XP_034126719.1|DGUA, LOC117580619|XP_034123092.1|DGUA
OG0001144	LOC6625496|XP_032293046.1|DVIR	LOC117581405|XP_034124451.1|DGUA
OG0001146	LOC6634467|XP_002058238.1|DVIR	LOC117588060|XP_034135010.1|DGUA, LOC117581378|XP_034124407.1|DGUA
OG0001147	LOC6627092|XP_002048807.1|DVIR	LOC117591912|XP_034141193.1|DGUA
OG0001148	LOC6629181|XP_002051586.1|DVIR	LOC117582618|XP_034126383.1|DGUA, LOC117582619|XP_034126384.1|DGUA
OG0001148	LOC26530768|XP_015028856.1|DVIR, LOC116651640|XP_032294318.1|DVIR	LOC117581875|XP_034125232.1|DGUA
OG0001149	LOC6622858|XP_002046669.1|DVIR	LOC117579563|XP_034121376.1|DGUA
OG0001150	LOC6625361|XP_002050233.1|DVIR, LOC6625359|XP_002050231.2|DVIR	LOC117592098|XP_034141506.1|DGUA
OG0001151	LOC6630217|XP_002054582.1|DVIR	LOC117586133|XP_034131915.1|DGUA
OG0001152	LOC6635114|XP_002058566.2|DVIR	LOC117583248|XP_034127365.1|DGUA, LOC117583249|XP_034127366.1|DGUA
OG0001153	LOC6625013|XP_032292794.1|DVIR, LOC116649722|XP_032289012.1|DVIR	LOC117586737|XP_034132930.1|DGUA
OG0001154	LOC6634283|XP_032293417.1|DVIR	LOC117588194|XP_034135211.1|DGUA
OG0001155	LOC6633497|XP_015025565.1|DVIR	LOC117581453|XP_034124557.1|DGUA
OG0001157	LOC6632468|XP_002056169.1|DVIR	LOC117589511|XP_034137386.1|DGUA
OG0001158	LOC6628183|XP_002052917.1|DVIR	LOC117584486|XP_034129301.1|DGUA
OG0001159	LOC6635034|XP_032295322.1|DVIR	LOC117585563|XP_034130977.1|DGUA
OG0001160	LOC6634888|XP_002058507.2|DVIR, LOC6634889|XP_002058508.1|DVIR	LOC117582898|XP_034126882.1|DGUA
OG0001161	LOC6635185|XP_032295119.1|DVIR	LOC117589904|XP_034138064.1|DGUA
OG0001162	LOC6633095|XP_002056278.3|DVIR	LOC117586687|XP_034132835.1|DGUA
OG0001162	LOC116649781|XP_032288723.1|DVIR	LOC117590147|XP_034138418.1|DGUA
OG0001163	LOC6630587|XP_015027550.1|DVIR	LOC117589617|XP_034137587.1|DGUA
OG0001164	LOC6630965|XP_002053799.2|DVIR	LOC117583142|XP_034127223.1|DGUA, LOC117583049|XP_034127102.1|DGUA
OG0001165	LOC6626035|XP_002050802.2|DVIR	LOC117579637|XP_034121508.1|DGUA
OG0001166	LOC6636811|XP_032291485.1|DVIR	LOC117588911|XP_034136359.1|DGUA
OG0001167	LOC6625750|XP_032292349.1|DVIR	LOC117592466|XP_034142189.1|DGUA
OG0001168	LOC6626351|XP_032292402.1|DVIR	LOC117592173|XP_034141662.1|DGUA
OG0001169	LOC6636152|XP_002059659.1|DVIR	LOC117581354|XP_034124377.1|DGUA
OG0001170	LOC6631179|XP_002054309.1|DVIR	LOC117583060|XP_034127123.1|DGUA
OG0001171	LOC6623527|XP_015031175.1|DVIR	LOC117579868|XP_034121873.1|DGUA
OG0001172	LOC6625595|XP_032291958.1|DVIR, LOC6625596|XP_002048834.2|DVIR	LOC117578736|XP_034120291.1|DGUA
OG0001173	LOC6629461|XP_002053878.1|DVIR	LOC117582766|XP_034126621.1|DGUA
OG0001174	LOC6623463|XP_002047307.1|DVIR	LOC117587110|XP_034133494.1|DGUA
OG0001175	LOC6625277|XP_002049862.1|DVIR	LOC117591823|XP_034141051.1|DGUA
OG0001176	LOC6626930|XP_002050881.2|DVIR	LOC117592125|XP_034141560.1|DGUA
OG0001177	LOC26531015|XP_015024560.1|DVIR	LOC117582391|XP_034125961.1|DGUA
OG0001178	LOC6635894|XP_015024224.1|DVIR	LOC117579987|XP_034122072.1|DGUA
OG0001179	LOC6625391|XP_015029276.1|DVIR	LOC117592256|XP_034141788.1|DGUA
OG0001180	LOC6636188|XP_002059734.1|DVIR	LOC117590584|XP_034139231.1|DGUA
OG0001181	LOC6622988|XP_002048219.1|DVIR	LOC117582346|XP_034125889.1|DGUA, LOC117582345|XP_034125888.1|DGUA, LOC117580557|XP_034123049.1|DGUA
OG0001182	LOC6629550|XP_015027075.1|DVIR	LOC117582983|XP_034126998.1|DGUA
OG0001183	LOC6634428|XP_002057940.1|DVIR, LOC6624730|XP_002047628.2|DVIR	LOC117590181|XP_034138472.1|DGUA
OG0001184	LOC6629399|XP_032292257.1|DVIR	LOC117585158|XP_034130382.1|DGUA
OG0001185	LOC6630099|XP_032293859.1|DVIR	LOC117586309|XP_034132159.1|DGUA
OG0001186	LOC6633820|XP_032296603.1|DVIR	LOC117584030|XP_034128657.1|DGUA
OG0001186	LOC6626013|XP_002050237.1|DVIR	LOC117586518|XP_034132541.1|DGUA
OG0001187	LOC6625011|XP_002049761.1|DVIR	LOC117584372|XP_034129146.1|DGUA
OG0001188	LOC6625522|XP_032293332.1|DVIR	LOC117592664|XP_034142504.1|DGUA
OG0001189	LOC6626894|XP_002049428.2|DVIR	LOC117589987|XP_034138168.1|DGUA
OG0001190	LOC6633349|XP_015025540.1|DVIR	LOC117591183|XP_034140202.1|DGUA
OG0001191	LOC6627637|XP_002051111.2|DVIR	LOC117587786|XP_034134621.1|DGUA
OG0001192	LOC6627688|XP_002052507.2|DVIR	LOC117584764|XP_034129757.1|DGUA
OG0001193	LOC6629742|XP_002054146.2|DVIR	LOC117589568|XP_034137510.1|DGUA
OG0001194	LOC6634400|XP_032296299.1|DVIR	LOC117590830|XP_034139697.1|DGUA
OG0001195	LOC6626150|XP_002049631.1|DVIR	LOC117590800|XP_034139659.1|DGUA
OG0001196	LOC6630658|XP_002053437.2|DVIR, LOC6636648|XP_002060126.1|DVIR	LOC117592519|XP_034142260.1|DGUA, LOC117588286|XP_034135353.1|DGUA
OG0001197	LOC6632574|XP_032289857.1|DVIR	LOC117583451|XP_034127642.1|DGUA
OG0001198	LOC116651420|XP_032293619.1|DVIR	LOC117585471|XP_034130852.1|DGUA
OG0001200	LOC6622503|XP_002048533.1|DVIR	LOC117585799|XP_034131395.1|DGUA
OG0001201	LOC6630485|XP_002053192.1|DVIR	LOC117586124|XP_034131879.1|DGUA
OG0001202	LOC6631858|XP_032295558.1|DVIR	LOC117581447|XP_034124549.1|DGUA
OG0001204	LOC6634342|XP_002057470.1|DVIR	LOC117584062|XP_034128694.1|DGUA
OG0001205	LOC6630761|XP_002054620.1|DVIR	LOC117586654|XP_034132783.1|DGUA
OG0001206	LOC6629898|XP_032292908.1|DVIR	LOC117585319|XP_034130642.1|DGUA
OG0001207	LOC6628561|XP_002051958.1|DVIR, LOC6631744|XP_032296092.1|DVIR	LOC117587117|XP_034133503.1|DGUA, LOC117590977|XP_034139941.1|DGUA
OG0001208	LOC6631460|XP_032295580.1|DVIR	LOC117581275|XP_034124177.1|DGUA
OG0001209	LOC6632604|XP_002056216.1|DVIR	LOC117589603|XP_034137569.1|DGUA
OG0001210	LOC6631920|XP_002055747.1|DVIR	LOC117590291|XP_034138669.1|DGUA
OG0001212	LOC6632024|XP_002055239.1|DVIR	LOC117590879|XP_034139798.1|DGUA
OG0001213	LOC6632942|XP_002056765.2|DVIR	LOC117590390|XP_034138867.1|DGUA
OG0001214	LOC6632382|XP_002056005.1|DVIR	LOC117589496|XP_034137352.1|DGUA
OG0001215	LOC6630803|XP_002054271.1|DVIR	LOC117583790|XP_034128262.1|DGUA
OG0001216	LOC6630802|XP_002054270.2|DVIR	LOC117583808|XP_034128279.1|DGUA
OG0001218	LOC6630922|XP_002054311.2|DVIR, LOC6630921|XP_002054310.1|DVIR	LOC117583061|XP_034127124.1|DGUA
OG0001220	LOC6625556|XP_002048892.1|DVIR	LOC117591897|XP_034141173.1|DGUA
OG0001221	LOC6635837|XP_002059449.1|DVIR	LOC117592318|XP_034141890.1|DGUA
OG0001222	LOC6630173|XP_002054793.2|DVIR	LOC117589691|XP_034137741.1|DGUA
OG0001223	LOC6626270|XP_015029300.1|DVIR, LOC6626271|XP_002050037.1|DVIR	LOC117587677|XP_034134463.1|DGUA, LOC117578647|XP_034120154.1|DGUA
OG0001224	LOC6625555|XP_002049005.1|DVIR	LOC117592231|XP_034141755.1|DGUA
OG0001225	LOC6635790|XP_032291901.1|DVIR	LOC117578603|XP_034120085.1|DGUA
OG0001226	LOC6636477|XP_002059798.1|DVIR	LOC117584598|XP_034129495.1|DGUA
OG0001227	LOC6628365|XP_032294482.1|DVIR	LOC117583937|XP_034128510.1|DGUA
OG0001229	LOC6626404|XP_032292506.1|DVIR	LOC117591328|XP_034140433.1|DGUA
OG0001230	LOC6635833|XP_002059468.1|DVIR	LOC117592485|XP_034142215.1|DGUA
OG0001231	LOC6629012|XP_002051281.1|DVIR	LOC117587586|XP_034134317.1|DGUA
OG0001232	LOC26531524|XP_015028947.1|DVIR, LOC6628667|XP_002051823.1|DVIR	LOC117581715|XP_034124984.1|DGUA
OG0001233	LOC6635630|XP_032294722.1|DVIR	LOC117581691|XP_034124959.1|DGUA
OG0001234	LOC6627060|XP_002050516.1|DVIR, LOC6626532|XP_002050656.1|DVIR	LOC117592585|XP_034142363.1|DGUA
OG0001235	LOC6627851|XP_002052846.1|DVIR	LOC117582281|XP_034125804.1|DGUA
OG0001236	LOC6622545|XP_002048141.1|DVIR	LOC117586952|XP_034133212.1|DGUA
OG0001237	LOC6632514|XP_015025814.1|DVIR	LOC117586484|XP_034132472.1|DGUA
OG0001238	LOC6630930|XP_032293104.1|DVIR	LOC117591117|XP_034140108.1|DGUA
OG0001239	LOC6630422|XP_032294222.1|DVIR	LOC117583583|XP_034127855.1|DGUA
OG0001240	LOC6630994|XP_002053496.1|DVIR	LOC117591106|XP_034140099.1|DGUA
OG0001241	LOC6626712|XP_002050765.2|DVIR	LOC117591993|XP_034141329.1|DGUA
OG0001241	LOC26531173|XP_015024802.1|DVIR, LOC26531198|XP_015024803.1|DVIR	LOC117590154|XP_034138431.1|DGUA
OG0001242	LOC6634480|XP_002058157.2|DVIR	LOC117581577|XP_034124819.1|DGUA
OG0001243	LOC6622872|XP_032290930.1|DVIR	LOC117580332|XP_034122720.1|DGUA, LOC117590386|XP_034138851.1|DGUA
OG0001244	LOC6630399|XP_032294922.1|DVIR	LOC117580868|XP_034123508.1|DGUA, LOC117590444|XP_034138954.1|DGUA, LOC117583775|XP_034128220.1|DGUA
OG0001245	LOC6630383|XP_002054009.1|DVIR	LOC117585360|XP_034130698.1|DGUA
OG0001246	LOC6625545|XP_002049980.1|DVIR	LOC117578720|XP_034120267.1|DGUA
OG0001247	LOC26531806|XP_015030372.1|DVIR	LOC117591301|XP_034140396.1|DGUA
OG0001248	LOC6623670|XP_002046796.1|DVIR	LOC117580199|XP_034122471.1|DGUA
OG0001249	LOC6633450|XP_032289047.1|DVIR	LOC117581410|XP_034124454.1|DGUA
OG0001252	LOC6629429|XP_002054361.1|DVIR	LOC117589857|XP_034138013.1|DGUA
OG0001253	LOC6625672|XP_002049371.1|DVIR	LOC117580511|XP_034122997.1|DGUA
OG0001254	LOC6635817|XP_032291640.1|DVIR	LOC117592498|XP_034142234.1|DGUA
OG0001255	LOC6626220|XP_002049796.1|DVIR	LOC117578677|XP_034120194.1|DGUA, LOC117580750|XP_034123332.1|DGUA, LOC117590476|XP_034139023.1|DGUA
OG0001256	LOC6622455|XP_002046982.2|DVIR	LOC117579708|XP_034121592.1|DGUA
OG0001257	LOC6636237|XP_015024077.1|DVIR	LOC117590640|XP_034139361.1|DGUA
OG0001258	LOC6629881|XP_002054541.1|DVIR	LOC117585337|XP_034130667.1|DGUA
OG0001259	LOC6633328|XP_002057162.3|DVIR, LOC6633326|XP_002057160.3|DVIR	LOC117581371|XP_034124397.1|DGUA
OG0001260	LOC6632708|XP_002056039.2|DVIR	LOC117583261|XP_034127377.1|DGUA
OG0001261	LOC6632159|XP_002055768.1|DVIR	LOC117581297|XP_034124228.1|DGUA
OG0001262	LOC6622653|XP_002048535.3|DVIR	LOC117579260|XP_034120938.1|DGUA
OG0001263	LOC6630711|XP_002054204.1|DVIR	LOC117583490|XP_034127719.1|DGUA
OG0001264	LOC6627719|XP_032294248.1|DVIR	LOC117582240|XP_034125742.1|DGUA
OG0001265	LOC6631734|XP_032295875.1|DVIR	LOC117580927|XP_034123598.1|DGUA
OG0001266	LOC6636362|XP_002059891.1|DVIR	LOC117592312|XP_034141879.1|DGUA
OG0001267	LOC6630727|XP_002053787.1|DVIR	LOC117583314|XP_034127461.1|DGUA
OG0001268	LOC6632807|XP_002056234.1|DVIR	LOC117589628|XP_034137607.1|DGUA
OG0001269	LOC6625858|XP_002049216.1|DVIR	LOC117580978|XP_034123667.1|DGUA
OG0001270	LOC6633054|XP_032289794.1|DVIR	LOC117586651|XP_034132777.1|DGUA
OG0001271	LOC6625913|XP_002050428.1|DVIR	LOC117586411|XP_034132342.1|DGUA
OG0001272	LOC6624348|XP_002047148.2|DVIR	LOC117587013|XP_034133314.1|DGUA
OG0001273	LOC6630687|XP_032295022.1|DVIR	LOC117583001|XP_034127042.1|DGUA
OG0001274	LOC6624520|XP_002048497.1|DVIR	LOC117580461|XP_034122925.1|DGUA
OG0001275	LOC6631754|XP_002054922.1|DVIR	LOC117590210|XP_034138556.1|DGUA
OG0001276	LOC6624011|XP_002047407.1|DVIR	LOC117587261|XP_034133726.1|DGUA
OG0001277	LOC6622890|XP_032290651.1|DVIR	LOC117580363|XP_034122784.1|DGUA
OG0001278	LOC6623208|XP_032290554.1|DVIR	LOC117580025|XP_034122140.1|DGUA
OG0001279	LOC6623217|XP_002047264.2|DVIR	LOC117580037|XP_034122156.1|DGUA
OG0001280	LOC6623138|XP_002046122.2|DVIR	LOC117588999|XP_034136501.1|DGUA
OG0001281	LOC6622525|XP_002046549.1|DVIR	LOC117587032|XP_034133349.1|DGUA
OG0001282	LOC6634104|XP_015025191.1|DVIR	LOC117584580|XP_034129447.1|DGUA
OG0001283	LOC6626719|XP_002050669.2|DVIR	LOC117592411|XP_034142043.1|DGUA
OG0001284	LOC26530754|XP_015028852.1|DVIR	LOC117587863|XP_034134719.1|DGUA
OG0001285	LOC6624488|XP_015030749.1|DVIR	LOC117588897|XP_034136337.1|DGUA
OG0001286	LOC6628815|XP_002052065.1|DVIR	LOC117581803|XP_034125135.1|DGUA
OG0001287	LOC6629798|XP_032294256.1|DVIR	LOC117586378|XP_034132297.1|DGUA
OG0001288	LOC6628367|XP_002052867.1|DVIR	LOC117582352|XP_034125896.1|DGUA
OG0001289	LOC6628409|XP_002052052.2|DVIR	LOC117583869|XP_034128406.1|DGUA
OG0001290	LOC6628152|XP_032294408.1|DVIR	LOC117584232|XP_034128905.1|DGUA
OG0001291	LOC6625308|XP_002049972.1|DVIR	LOC117592619|XP_034142400.1|DGUA
OG0001292	LOC6625660|XP_015029661.1|DVIR	LOC117578815|XP_034120457.1|DGUA
OG0001293	LOC6633377|XP_002057330.1|DVIR	LOC117580693|XP_034123210.1|DGUA
OG0001294	LOC6632763|XP_032289429.1|DVIR	LOC117586273|XP_034132112.1|DGUA
OG0001295	LOC6636069|XP_002059600.1|DVIR	LOC117591490|XP_034140669.1|DGUA
OG0001295	LOC6624972|XP_002049480.1|DVIR	LOC117585981|XP_034131689.1|DGUA
OG0001296	LOC6622540|XP_015031458.1|DVIR	LOC117591929|XP_034141223.1|DGUA
OG0001297	LOC6629321|XP_002053054.1|DVIR	LOC117583811|XP_034128284.1|DGUA
OG0001298	LOC6635074|XP_002058467.3|DVIR	LOC117589782|XP_034137870.1|DGUA
OG0001299	LOC6636561|XP_002060065.1|DVIR	LOC117579541|XP_034121350.1|DGUA
OG0001300	LOC6632619|XP_002056319.1|DVIR, LOC6625390|XP_002050135.1|DVIR	LOC117585087|XP_034130246.1|DGUA
OG0001301	LOC6627652|XP_002052503.1|DVIR	LOC117584762|XP_034129755.1|DGUA
OG0001302	LOC6625608|XP_032293362.1|DVIR, LOC6625607|XP_032293363.1|DVIR	LOC117587183|XP_034133597.1|DGUA
OG0001303	LOC6632233|XP_002055817.1|DVIR	LOC117584926|XP_034129969.1|DGUA
OG0001304	LOC6626496|XP_002049321.2|DVIR	LOC117578623|XP_034120118.1|DGUA
OG0001305	LOC6625237|XP_002049483.1|DVIR, LOC6624974|XP_002049482.1|DVIR, LOC6633055|XP_032289800.1|DVIR	LOC117586656|XP_034132787.1|DGUA
OG0001306	LOC6631130|XP_002053506.1|DVIR	LOC117585444|XP_034130811.1|DGUA
OG0001307	LOC6624678|XP_002047188.1|DVIR	LOC117580307|XP_034122690.1|DGUA, LOC117580388|XP_034122818.1|DGUA
OG0001308	LOC6633429|XP_032296255.1|DVIR	LOC117580744|XP_034123320.1|DGUA
OG0001308	LOC6627428|XP_002052154.2|DVIR	LOC117580003|XP_034122095.1|DGUA
OG0001309	LOC6629853|XP_015027389.1|DVIR	LOC117586724|XP_034132910.1|DGUA
OG0001310	LOC6632189|XP_032295778.1|DVIR	LOC117581438|XP_034124528.1|DGUA
OG0001311	LOC6635486|XP_032296157.1|DVIR	LOC117581653|XP_034124920.1|DGUA
OG0001312	LOC6623655|XP_032290762.1|DVIR	LOC117587055|XP_034133384.1|DGUA
OG0001313	LOC6626939|XP_002050077.1|DVIR	LOC117578735|XP_034120290.1|DGUA
OG0001314	LOC6634343|XP_002057471.1|DVIR	LOC117584063|XP_034128696.1|DGUA
OG0001315	LOC6633533|XP_002057361.1|DVIR	LOC117581155|XP_034123979.1|DGUA
OG0001316	LOC6626394|XP_002048733.2|DVIR	LOC117592183|XP_034141674.1|DGUA
OG0001317	LOC6627396|XP_002052148.2|DVIR	LOC117584382|XP_034129123.1|DGUA
OG0001318	LOC6635827|XP_032292539.1|DVIR	LOC117584903|XP_034129936.1|DGUA
OG0001319	LOC6634093|XP_002057513.1|DVIR	LOC117584289|XP_034128998.1|DGUA
OG0001320	LOC6626069|XP_015029747.1|DVIR	LOC117580885|XP_034123528.1|DGUA, LOC117581513|XP_034124696.1|DGUA
OG0001321	LOC6626988|XP_002050175.1|DVIR	LOC117590373|XP_034138812.1|DGUA
OG0001322	LOC6632899|XP_032289859.1|DVIR	LOC117586745|XP_034132939.1|DGUA, LOC117585730|XP_034131265.1|DGUA
OG0001324	LOC116652154|XP_032296007.1|DVIR, LOC6635716|XP_002059153.1|DVIR	LOC117584169|XP_034128825.1|DGUA
OG0001325	LOC6631243|XP_002053644.2|DVIR	LOC117586434|XP_034132361.1|DGUA
OG0001326	LOC6632801|XP_032289419.1|DVIR	LOC117582750|XP_034126580.1|DGUA
OG0001328	LOC6636515|XP_002060005.2|DVIR	LOC117588526|XP_034135773.1|DGUA
OG0001329	LOC6631936|XP_002055483.2|DVIR	LOC117580979|XP_034123664.1|DGUA
OG0001330	LOC6630895|XP_032294540.1|DVIR, LOC6631662|XP_015026580.1|DVIR	LOC117590417|XP_034138915.1|DGUA, LOC117590416|XP_034138907.1|DGUA
OG0001331	LOC6634725|XP_002058324.2|DVIR	LOC117588306|XP_034135384.1|DGUA
OG0001332	LOC6632105|XP_002055628.2|DVIR	LOC117590427|XP_034138936.1|DGUA
OG0001333	LOC6636899|XP_002060355.3|DVIR	LOC117584444|XP_034129247.1|DGUA
OG0001334	LOC6629503|XP_002054523.1|DVIR	LOC117583203|XP_034127298.1|DGUA
OG0001335	LOC6629975|XP_002053084.1|DVIR	LOC117586637|XP_034132757.1|DGUA
OG0001336	LOC26530661|XP_015031634.1|DVIR	LOC117582782|XP_034126646.1|DGUA, LOC117591488|XP_034140667.1|DGUA, LOC117586170|XP_034131971.1|DGUA
OG0001337	LOC6632007|XP_032296152.1|DVIR	LOC117581407|XP_034124448.1|DGUA
OG0001338	LOC6625115|XP_015029438.1|DVIR	LOC117586287|XP_034132135.1|DGUA
OG0001339	LOC6636496|XP_002059802.1|DVIR	LOC117584604|XP_034129508.1|DGUA
OG0001340	LOC6622511|XP_002047704.1|DVIR	LOC117590025|XP_034138212.1|DGUA
OG0001341	LOC6630603|XP_002053022.1|DVIR	LOC117583338|XP_034127492.1|DGUA
OG0001342	LOC6635087|XP_002058417.1|DVIR	LOC117583120|XP_034127201.1|DGUA
OG0001343	LOC6634901|XP_002058553.2|DVIR	LOC117583134|XP_034127215.1|DGUA
OG0001344	LOC6632883|XP_015025994.1|DVIR	LOC117583255|XP_034127370.1|DGUA
OG0001345	LOC6632728|XP_002056051.1|DVIR	LOC117583186|XP_034127278.1|DGUA
OG0001346	LOC6629281|XP_002054689.2|DVIR	LOC117583492|XP_034127722.1|DGUA
OG0001347	LOC6631534|XP_032294977.1|DVIR	LOC117578473|XP_034119897.1|DGUA, LOC117592311|XP_034141877.1|DGUA, LOC117581593|XP_034124840.1|DGUA
OG0001348	LOC6631411|XP_002055420.1|DVIR	LOC117590301|XP_034138679.1|DGUA
OG0001349	LOC6623366|XP_002046361.2|DVIR, LOC6624450|XP_002046598.1|DVIR, LOC6624412|XP_015031121.1|DVIR	LOC117586923|XP_034133169.1|DGUA
OG0001350	LOC6623335|XP_002048570.1|DVIR	LOC117579776|XP_034121724.1|DGUA
OG0001351	LOC6627000|XP_002048742.1|DVIR	LOC117586432|XP_034132363.1|DGUA
OG0001352	LOC6635862|XP_032291692.1|DVIR	LOC117588489|XP_034135686.1|DGUA
OG0001353	LOC6623502|XP_002048239.1|DVIR	LOC117591231|XP_034140296.1|DGUA
OG0001354	LOC6626668|XP_032291629.1|DVIR	LOC117591979|XP_034141310.1|DGUA
OG0001355	LOC6625488|XP_002048825.1|DVIR	LOC117592081|XP_034141484.1|DGUA
OG0001356	LOC6630663|XP_032290428.1|DVIR	LOC117585160|XP_034130387.1|DGUA
OG0001357	LOC6637008|XP_002060435.1|DVIR	LOC117586861|XP_034133047.1|DGUA
OG0001358	LOC6622903|XP_002048031.3|DVIR	LOC117579307|XP_034121007.1|DGUA
OG0001359	LOC6627451|XP_002052473.2|DVIR	LOC117584301|XP_034129018.1|DGUA
OG0001360	LOC6626063|XP_002048853.1|DVIR	LOC117585270|XP_034130584.1|DGUA
OG0001361	LOC6623320|XP_002047272.3|DVIR	LOC117580021|XP_034122134.1|DGUA
OG0001362	LOC6623255|XP_002047266.1|DVIR	LOC117580036|XP_034122155.1|DGUA
OG0001363	LOC6630237|XP_002054577.1|DVIR	LOC117586369|XP_034132286.1|DGUA
OG0001364	LOC6635915|XP_032291768.1|DVIR	LOC117581078|XP_034123856.1|DGUA
OG0001365	LOC6624010|XP_015031190.1|DVIR	LOC117580943|XP_034123617.1|DGUA, LOC117589217|XP_034136853.1|DGUA
OG0001366	LOC6624452|XP_002046923.1|DVIR	LOC117589305|XP_034136989.1|DGUA
OG0001367	LOC6625493|XP_032292399.1|DVIR	LOC117578793|XP_034120410.1|DGUA
OG0001368	LOC6636337|XP_032292017.1|DVIR	LOC117583754|XP_034128170.1|DGUA
OG0001369	LOC6631786|XP_002055713.2|DVIR	LOC117588517|XP_034135738.1|DGUA
OG0001370	LOC6626898|XP_015029070.1|DVIR	LOC117579596|XP_034121424.1|DGUA
OG0001371	LOC6629056|XP_015028700.1|DVIR	LOC117584747|XP_034129726.1|DGUA
OG0001372	LOC6625481|XP_032291542.1|DVIR	LOC117588028|XP_034134965.1|DGUA
OG0001373	LOC6627947|XP_002051420.2|DVIR	LOC117587814|XP_034134661.1|DGUA
OG0001374	LOC6626926|XP_002050877.1|DVIR	LOC117592129|XP_034141565.1|DGUA
OG0001375	LOC6632389|XP_002056625.1|DVIR	LOC117586235|XP_034132062.1|DGUA
OG0001376	LOC6625395|XP_002050140.1|DVIR	LOC117589073|XP_034136602.1|DGUA
OG0001377	LOC6628677|XP_002051869.2|DVIR	LOC117582593|XP_034126342.1|DGUA
OG0001378	LOC6628176|XP_015028017.1|DVIR	LOC117583897|XP_034128458.1|DGUA, LOC117587865|XP_034134721.1|DGUA
OG0001379	LOC6627960|XP_015028646.1|DVIR	LOC117582119|XP_034125586.1|DGUA
OG0001380	LOC6635876|XP_032292199.1|DVIR	LOC117586560|XP_034132615.1|DGUA
OG0001381	LOC6627219|XP_002050216.1|DVIR	LOC117588346|XP_034135451.1|DGUA
OG0001382	LOC6628126|XP_032294542.1|DVIR, LOC26531553|XP_032294394.1|DVIR	LOC117584740|XP_034129705.1|DGUA
OG0001383	LOC6626611|XP_002048705.1|DVIR	LOC117588182|XP_034135192.1|DGUA, LOC117578415|XP_034119768.1|DGUA
OG0001384	LOC6634249|XP_015025309.1|DVIR	LOC117587866|XP_034134723.1|DGUA
OG0001385	LOC6634186|XP_002057779.2|DVIR	LOC117587709|XP_034134504.1|DGUA
OG0001386	LOC6629077|XP_032294333.1|DVIR	LOC117584603|XP_034129500.1|DGUA
OG0001387	LOC6628475|XP_002052558.1|DVIR	LOC117584388|XP_034129133.1|DGUA
OG0001388	LOC6627383|XP_015028686.2|DVIR	LOC117584735|XP_034129696.1|DGUA
OG0001389	LOC6630174|XP_002053844.2|DVIR	LOC117583401|XP_034127575.1|DGUA
OG0001390	LOC6628936|XP_032294303.1|DVIR	LOC117582316|XP_034125852.1|DGUA
OG0001391	LOC6634256|XP_002057642.1|DVIR	LOC117588000|XP_034134911.1|DGUA
OG0001392	LOC6635585|XP_002058998.2|DVIR	LOC117588580|XP_034135871.1|DGUA
OG0001393	LOC6636692|XP_002060170.1|DVIR	LOC117591429|XP_034140582.1|DGUA
OG0001394	LOC26530964|XP_015024157.2|DVIR	LOC117584605|XP_034129505.1|DGUA
OG0001395	LOC6630208|XP_015027115.1|DVIR	LOC117586668|XP_034132807.1|DGUA
OG0001396	LOC6624725|XP_002047179.1|DVIR, LOC6631869|XP_002055730.1|DVIR	LOC117584170|XP_034128826.1|DGUA, LOC117588645|XP_034135969.1|DGUA
OG0001397	LOC6632291|XP_002056733.1|DVIR	LOC117590007|XP_034138184.1|DGUA
OG0001398	LOC6636122|XP_002059623.1|DVIR	LOC117581302|XP_034124234.1|DGUA
OG0001399	LOC6625737|XP_015029306.1|DVIR	LOC117591308|XP_034140403.1|DGUA
