Orthogroup	DVIR.longest_only	DHYD.longest_only
OG0000474	LOC6624562|XP_002048563.2|DVIR	LOC111593118|XP_023161487.1|DHYD
OG0000475	LOC6629941|XP_002054369.2|DVIR	LOC111603597|XP_023177023.1|DHYD
OG0000475	LOC26531386|XP_032295277.1|DVIR	LOC111603622|XP_023177060.1|DHYD
OG0000476	LOC6629949|XP_002053007.2|DVIR	LOC111593686|XP_023162350.2|DHYD
OG0000476	LOC6629950|XP_015027269.1|DVIR	LOC111593679|XP_023162339.2|DHYD
OG0000477	LOC6630953|XP_002053943.1|DVIR	LOC111605451|XP_023179735.2|DHYD
OG0000477	LOC6630954|XP_002053944.1|DVIR	LOC111605452|XP_023179737.2|DHYD
OG0000478	LOC6631782|XP_002055709.1|DVIR	LOC111597454|XP_023167974.2|DHYD
OG0000478	LOC6630997|XP_002053499.1|DVIR	LOC111595621|XP_023165200.1|DHYD
OG0000479	LOC6629776|XP_002052990.1|DVIR	LOC111595696|XP_023165309.2|DHYD
OG0000480	LOC6629122|XP_002052114.1|DVIR	LOC111596053|XP_023165869.2|DHYD
OG0000480	LOC6629120|XP_002052112.1|DVIR	LOC111596048|XP_023165854.2|DHYD
OG0000482	LOC6632349|XP_002056711.1|DVIR	LOC111604576|XP_023178447.2|DHYD
OG0000482	LOC6632502|XP_002056520.1|DVIR	LOC111596695|XP_023166779.2|DHYD
OG0000483	LOC6630656|XP_002053312.1|DVIR	LOC111593381|XP_023161868.2|DHYD
OG0000483	LOC6630657|XP_002053313.2|DVIR	LOC111593380|XP_023161867.1|DHYD
OG0000484	LOC6630348|XP_002054597.1|DVIR	LOC111596206|XP_023166087.2|DHYD
OG0000484	LOC6630349|XP_002054598.1|DVIR	LOC111596207|XP_023166088.2|DHYD
OG0000485	LOC6622212|XP_015030467.1|DVIR	LOC111599248|XP_023170617.1|DHYD
OG0000485	LOC6624170|XP_002048365.1|DVIR	LOC111599245|XP_023170613.2|DHYD
OG0000486	LOC116650930|XP_032292028.1|DVIR	LOC111603844|XP_023177385.1|DHYD
OG0000487	LOC26531076|XP_015030278.1|DVIR	LOC111593296|XP_023161744.1|DHYD
OG0000487	LOC26531897|XP_015030376.2|DVIR	LOC111593298|XP_023161748.2|DHYD
OG0000487	LOC26530933|XP_015030265.1|DVIR	LOC111593297|XP_023161746.1|DHYD
OG0000488	LOC6628858|XP_002052077.2|DVIR	LOC111596121|XP_023165958.1|DHYD
OG0000488	LOC6628833|XP_002052074.2|DVIR	LOC111596119|XP_023165956.2|DHYD
OG0000488	LOC6628835|XP_015028350.2|DVIR, LOC6628834|XP_002052075.2|DVIR	LOC111596120|XP_023165957.2|DHYD
OG0000489	LOC6629365|XP_002054443.1|DVIR	LOC111601480|XP_023173837.2|DHYD
OG0000489	LOC6631808|XP_032295745.1|DVIR	LOC111600206|XP_023171991.2|DHYD
OG0000490	LOC6635583|XP_002058996.3|DVIR	LOC111601842|XP_023174444.1|DHYD
OG0000490	LOC6634698|XP_032296379.1|DVIR	LOC111594278|XP_030078911.1|DHYD
OG0000491	LOC6635812|XP_002059321.1|DVIR	LOC111603099|XP_023176331.1|DHYD
OG0000492	LOC6626120|XP_032292939.1|DVIR	LOC111600144|XP_023171889.1|DHYD
OG0000492	LOC6634260|XP_002057542.1|DVIR	LOC111593668|XP_023162325.1|DHYD
OG0000493	LOC6636766|XP_002060230.1|DVIR	LOC115482941|XP_030079169.1|DHYD
OG0000493	LOC6625196|XP_002048749.1|DVIR	LOC111603176|XP_023176429.1|DHYD
OG0000494	LOC6634515|XP_032296435.1|DVIR, LOC116652283|XP_032296480.1|DVIR	LOC111598110|XP_030078907.1|DHYD
OG0000494	LOC6630857|XP_015027275.1|DVIR	LOC111600816|XP_023172885.2|DHYD
OG0000494	LOC6628513|XP_002051499.1|DVIR	LOC115482733|XP_030078968.1|DHYD, LOC111599006|XP_023170287.1|DHYD
OG0000495	LOC6633236|XP_032288949.1|DVIR	LOC111592988|XP_023161258.2|DHYD
OG0000495	LOC6635917|XP_002059286.1|DVIR	LOC111593176|XP_023161550.1|DHYD
OG0000496	LOC6634241|XP_002057792.1|DVIR	LOC111602239|XP_023174993.2|DHYD
OG0000496	LOC6628882|XP_002051662.1|DVIR	LOC111592915|XP_023161134.2|DHYD
OG0000497	LOC6635648|XP_002059194.2|DVIR	LOC111591953|XP_023159655.2|DHYD
OG0000497	LOC6635649|XP_002059195.2|DVIR	LOC111591960|XP_023159668.2|DHYD
OG0000498	LOC6629342|XP_002053319.3|DVIR	LOC111593377|XP_023161864.2|DHYD
OG0000499	LOC6625342|XP_002050424.2|DVIR	LOC111600628|XP_023172599.1|DHYD
OG0000499	LOC6633407|XP_032288799.1|DVIR	LOC111605300|XP_023179522.1|DHYD
OG0000500	LOC6624707|XP_002048373.1|DVIR	LOC111603333|XP_023176637.2|DHYD
OG0000500	LOC6623877|XP_002048370.2|DVIR	LOC111599229|XP_023170595.2|DHYD
OG0000501	LOC6624804|XP_002049654.2|DVIR	LOC111596380|XP_023166354.2|DHYD
OG0000502	LOC6626559|XP_002049809.1|DVIR	LOC111597052|XP_023167338.1|DHYD
OG0000503	LOC6625668|XP_002049368.1|DVIR, LOC6624935|XP_032293300.1|DVIR	LOC111593060|XP_023161406.2|DHYD
OG0000504	LOC6622641|XP_002047019.1|DVIR	LOC111605654|XP_023180083.2|DHYD
OG0000505	LOC6635516|XP_015024619.1|DVIR	LOC111601616|XP_023174050.2|DHYD
OG0000505	LOC6635573|XP_002058928.1|DVIR	LOC111601617|XP_030079936.1|DHYD
OG0000506	LOC6632313|XP_002055790.1|DVIR	LOC111601316|XP_030081592.1|DHYD
OG0000506	LOC6633108|XP_002055791.2|DVIR	LOC111601344|XP_023173644.2|DHYD
OG0000507	LOC6634405|XP_032289263.1|DVIR	LOC111593499|XP_030079940.1|DHYD
OG0000507	LOC6634406|XP_002057927.1|DVIR	LOC111593500|XP_023162035.1|DHYD
OG0000508	LOC6622632|XP_032291372.1|DVIR	LOC111596887|XP_023167105.2|DHYD
OG0000508	LOC6624655|XP_032291375.1|DVIR	LOC111597412|XP_030079482.1|DHYD
OG0000509	LOC6624850|XP_032292418.1|DVIR	LOC111596627|XP_030081319.1|DHYD
OG0000509	LOC6627103|XP_032292417.1|DVIR	LOC111594118|XP_023163046.1|DHYD
OG0000510	LOC6626757|XP_002050708.1|DVIR	LOC111592519|XP_023160538.2|DHYD
OG0000511	LOC6627928|XP_002051994.1|DVIR	LOC111602504|XP_023175347.2|DHYD
OG0000511	LOC6627929|XP_002051995.1|DVIR	LOC111602452|XP_023175279.2|DHYD
OG0000513	LOC6626707|XP_002050469.1|DVIR	LOC111597638|XP_023168211.2|DHYD
OG0000513	LOC6628067|XP_002051536.1|DVIR	LOC111598968|XP_023170230.2|DHYD
OG0000514	LOC6635747|XP_002059218.3|DVIR	LOC111595808|XP_023165467.2|DHYD
OG0000514	LOC6635746|XP_032294678.1|DVIR	LOC111595862|XP_030079227.1|DHYD
OG0000515	LOC6636204|XP_002059694.1|DVIR	LOC111597674|XP_023168272.1|DHYD
OG0000515	LOC6622056|XP_032290853.1|DVIR	LOC111595057|XP_023164379.1|DHYD
OG0000516	LOC6633766|XP_032296526.1|DVIR, LOC6633765|XP_002056951.3|DVIR	LOC111602030|XP_030079551.1|DHYD
OG0000517	LOC6622665|XP_002047694.1|DVIR	LOC111598097|XP_023168915.1|DHYD
OG0000517	LOC26531561|XP_015031760.1|DVIR	LOC111598096|XP_023168914.1|DHYD
OG0000521	LOC6631329|XP_032295927.1|DVIR	LOC111595958|XP_030080031.1|DHYD
OG0000521	LOC6631324|XP_032295977.1|DVIR	LOC111596169|XP_030080029.1|DHYD
OG0000522	LOC6628112|XP_002052017.3|DVIR	LOC111602233|XP_023174988.2|DHYD
OG0000522	LOC6636666|XP_002060144.1|DVIR	LOC111598827|XP_023170027.2|DHYD
OG0000523	LOC6629702|XP_002052960.1|DVIR	LOC111600814|XP_023172881.1|DHYD
OG0000523	LOC6631562|XP_002055439.1|DVIR	LOC111594079|XP_023162989.1|DHYD
OG0000524	LOC6629407|XP_002053064.1|DVIR	LOC111601791|XP_023174330.2|DHYD
OG0000525	LOC116650891|XP_032291760.1|DVIR, LOC6635978|XP_002059407.1|DVIR	LOC111602095|XP_023174797.2|DHYD
OG0000526	LOC6628331|XP_002051203.2|DVIR	LOC111594352|XP_023163380.2|DHYD
OG0000526	LOC6625070|XP_032293348.1|DVIR	LOC111593598|XP_023162226.1|DHYD
OG0000527	LOC6629171|XP_032294634.1|DVIR	LOC111602174|XP_023174903.1|DHYD
OG0000527	LOC6627405|XP_032294080.1|DVIR	LOC111602152|XP_023174872.2|DHYD
OG0000528	LOC6628001|XP_002051790.2|DVIR	LOC111596125|XP_023165963.2|DHYD
OG0000529	LOC6627522|XP_002051969.1|DVIR	LOC111599312|XP_023170690.2|DHYD
OG0000529	LOC6628865|XP_002052084.1|DVIR	LOC111596088|XP_023165916.2|DHYD
OG0000530	LOC26531513|XP_015031752.2|DVIR	LOC111597573|XP_023168140.2|DHYD
OG0000530	LOC6624333|XP_002047446.1|DVIR	LOC111603062|XP_023176287.1|DHYD
OG0000531	LOC6627505|XP_002052788.1|DVIR	LOC111600560|XP_023172479.1|DHYD
OG0000532	LOC6631259|XP_002053247.1|DVIR	LOC111601426|XP_023173770.2|DHYD
OG0000532	LOC6631258|XP_002053246.2|DVIR	LOC111601494|XP_023173849.1|DHYD
OG0000533	LOC6631740|XP_032295653.1|DVIR	LOC111598396|XP_023169390.1|DHYD
OG0000533	LOC6633158|XP_002056607.1|DVIR	LOC111604888|XP_023178896.1|DHYD
OG0000534	LOC6633330|XP_032296545.1|DVIR	LOC111597222|XP_030080076.1|DHYD
OG0000534	LOC6635455|XP_032295852.1|DVIR	LOC111603140|XP_023176383.2|DHYD
OG0000534	LOC6622765|XP_002046472.1|DVIR	LOC111601121|XP_023173344.2|DHYD
OG0000535	LOC6625541|XP_002050543.2|DVIR	LOC111599263|XP_023170633.1|DHYD
OG0000535	LOC6627010|XP_015029414.1|DVIR	LOC111595592|XP_023165170.1|DHYD
OG0000536	LOC6623961|XP_032290753.1|DVIR	LOC111593098|XP_023161464.2|DHYD
OG0000537	LOC6624865|XP_002048884.1|DVIR	LOC111593799|XP_023162588.2|DHYD
OG0000538	LOC6627243|XP_032293171.1|DVIR	LOC111604354|XP_023178187.1|DHYD
OG0000538	LOC6626442|XP_002048910.1|DVIR	LOC111598006|XP_023168766.1|DHYD
OG0000539	LOC6630431|XP_002053472.1|DVIR	LOC111595172|XP_023164520.1|DHYD
OG0000539	LOC6630432|XP_002053473.1|DVIR	LOC111595165|XP_023164513.1|DHYD
OG0000540	LOC6628813|XP_002052063.2|DVIR	LOC111596102|XP_023165932.1|DHYD
OG0000540	LOC6628812|XP_002052062.1|DVIR	LOC111596106|XP_023165935.1|DHYD
OG0000541	LOC116651104|XP_032292843.1|DVIR, LOC6625444|XP_002050994.1|DVIR	LOC111597696|XP_023168300.1|DHYD
OG0000542	LOC6629822|XP_002053190.2|DVIR	LOC111604801|XP_023178789.2|DHYD
OG0000542	LOC6636224|XP_002059704.1|DVIR	LOC111593703|XP_023162419.1|DHYD
OG0000543	LOC116650893|XP_032291762.1|DVIR	LOC111594828|XP_023164060.1|DHYD
OG0000543	LOC6625811|XP_032292234.1|DVIR	LOC111595610|XP_023165184.2|DHYD
OG0000544	LOC6623918|XP_002046849.1|DVIR	LOC111601045|XP_023173227.1|DHYD
OG0000544	LOC6629813|XP_015027787.2|DVIR	LOC111595332|XP_023164764.1|DHYD
OG0000545	LOC6630498|XP_002054392.2|DVIR	LOC111601520|XP_023173894.2|DHYD
OG0000545	LOC6630500|XP_032295041.1|DVIR	LOC111601443|XP_030078652.1|DHYD
OG0000546	LOC6630668|XP_002054626.1|DVIR	LOC111603558|XP_023176966.2|DHYD
OG0000546	LOC6631674|XP_002055000.2|DVIR	LOC111596748|XP_023166847.1|DHYD
OG0000547	LOC6632744|XP_002056459.1|DVIR	LOC111602796|XP_023175848.1|DHYD
OG0000548	LOC6623890|XP_002048282.1|DVIR	LOC111594371|XP_023163404.2|DHYD
OG0000548	LOC6623834|XP_002048281.1|DVIR	LOC111594370|XP_023163403.2|DHYD
OG0000549	LOC6625577|XP_032292703.1|DVIR	LOC111593805|XP_023162598.1|DHYD
OG0000550	LOC6628699|XP_002052564.2|DVIR	LOC111601730|XP_023174224.2|DHYD
OG0000550	LOC6627337|XP_015028733.1|DVIR	LOC111596321|XP_023166255.1|DHYD
OG0000551	LOC6626650|XP_032292310.1|DVIR	LOC111598806|XP_030081348.1|DHYD
OG0000552	LOC26530496|XP_015026246.1|DVIR	LOC111594479|XP_023163552.2|DHYD
OG0000552	LOC6633175|XP_002056157.2|DVIR	LOC111594594|XP_023163725.2|DHYD
OG0000552	LOC6633174|XP_002056156.3|DVIR	LOC111594576|XP_023163702.2|DHYD
OG0000553	LOC6628600|XP_002051215.1|DVIR	LOC111594723|XP_023163922.2|DHYD, LOC111594692|XP_023163880.2|DHYD
OG0000553	LOC6628598|XP_002051213.1|DVIR	LOC111594722|XP_023163920.2|DHYD
OG0000554	LOC6630179|XP_002053848.1|DVIR	LOC111605581|XP_023179953.2|DHYD
OG0000554	LOC6635181|XP_015024948.1|DVIR	LOC111594453|XP_023163515.2|DHYD
OG0000555	LOC6622820|XP_002046479.1|DVIR	LOC111601060|XP_023173247.1|DHYD
OG0000555	LOC6636572|XP_002060075.1|DVIR	LOC111604484|XP_023178339.1|DHYD
OG0000556	LOC6632107|XP_002055630.1|DVIR	LOC111598310|XP_023169272.1|DHYD
OG0000556	LOC116650351|XP_032289692.1|DVIR, LOC6632769|XP_002056374.1|DVIR	LOC111603437|XP_023176789.1|DHYD
OG0000557	LOC6632354|XP_002056716.1|DVIR	LOC111604581|XP_023178452.2|DHYD
OG0000557	LOC6632351|XP_002056713.1|DVIR	LOC111604564|XP_023178431.2|DHYD
OG0000558	LOC6630981|XP_032293824.1|DVIR	LOC111603017|XP_023176204.1|DHYD
OG0000558	LOC6634655|XP_002058108.1|DVIR	LOC111598667|XP_023169787.2|DHYD
OG0000559	LOC6629320|XP_015027363.2|DVIR	LOC111601778|XP_023174299.2|DHYD
OG0000559	LOC6623453|XP_002048228.1|DVIR	LOC111595083|XP_023164406.2|DHYD
OG0000560	LOC6626207|XP_002049793.1|DVIR	LOC111597007|XP_023167279.1|DHYD
OG0000560	LOC6626206|XP_002049792.2|DVIR	LOC111597006|XP_023167278.1|DHYD
OG0000561	LOC6624584|XP_032290574.1|DVIR	LOC111598714|XP_023169871.2|DHYD
OG0000561	LOC6624695|XP_002047138.1|DVIR	LOC111598750|XP_023169918.2|DHYD
OG0000562	LOC6623156|XP_002048554.2|DVIR	LOC111593112|XP_023161480.2|DHYD
OG0000562	LOC6623351|XP_032289947.1|DVIR	LOC115483767|XP_030081869.1|DHYD, LOC111592803|XP_023160979.1|DHYD
OG0000563	LOC26530531|XP_015031607.1|DVIR	LOC111597261|XP_023167639.2|DHYD
OG0000563	LOC6622670|XP_002048450.3|DVIR	LOC111597229|XP_023167590.2|DHYD
OG0000563	LOC6624654|XP_032290017.1|DVIR	LOC111604480|XP_023178332.1|DHYD
OG0000564	LOC6624240|XP_002047163.1|DVIR	LOC111601717|XP_023174206.1|DHYD
OG0000564	LOC6624554|XP_002047164.1|DVIR	LOC111601679|XP_023174146.1|DHYD
OG0000566	LOC6632256|XP_032288773.1|DVIR	LOC111602385|XP_023175176.1|DHYD
OG0000566	LOC6623669|XP_002047352.1|DVIR	LOC111604753|XP_023178707.1|DHYD
OG0000567	LOC6636176|XP_002059562.1|DVIR	LOC111597252|XP_023167623.1|DHYD
OG0000567	LOC6636174|XP_002059560.1|DVIR	LOC111597331|XP_023167742.2|DHYD
OG0000568	LOC6631928|XP_002055476.1|DVIR	LOC111598233|XP_023169167.2|DHYD
OG0000568	LOC6631030|XP_002054121.1|DVIR, LOC116651837|XP_032294829.1|DVIR	LOC111601981|XP_023174631.2|DHYD
OG0000569	LOC6630046|XP_002054565.1|DVIR	LOC111602724|XP_023175738.1|DHYD
OG0000569	LOC6635240|XP_002058768.2|DVIR	LOC111600813|XP_023172874.1|DHYD
OG0000570	LOC6630032|XP_002054023.1|DVIR	LOC111596953|XP_023167181.2|DHYD
OG0000570	LOC6630033|XP_002054024.1|DVIR	LOC111596961|XP_023167195.2|DHYD
OG0000571	LOC6631151|XP_032294888.1|DVIR	LOC111594258|XP_023163247.2|DHYD
OG0000571	LOC6631153|XP_032294980.1|DVIR	LOC111594260|XP_030078679.1|DHYD
OG0000572	LOC6632601|XP_002056213.1|DVIR	LOC111596609|XP_023166661.1|DHYD
OG0000572	LOC6632603|XP_015026062.1|DVIR	LOC111596591|XP_023166642.1|DHYD
OG0000573	LOC6636818|XP_032291501.1|DVIR	LOC111597783|XP_023168417.2|DHYD
OG0000573	LOC6635992|XP_002059310.1|DVIR	LOC111599905|XP_023171495.1|DHYD
OG0000574	LOC6622763|XP_002048466.1|DVIR, LOC116650414|XP_032289942.1|DVIR	LOC111597298|XP_023167689.2|DHYD
OG0000574	LOC6630188|XP_002053257.1|DVIR, LOC6630191|XP_002053260.1|DVIR	LOC111601545|XP_023173949.1|DHYD
OG0000575	LOC6622916|XP_002048160.1|DVIR	LOC111595126|XP_023164466.2|DHYD
OG0000575	LOC6622282|XP_032290785.1|DVIR	LOC111595051|XP_023164346.2|DHYD
OG0000576	LOC6632334|XP_002056402.1|DVIR	LOC111603412|XP_023176762.2|DHYD
OG0000577	LOC6628777|XP_002052768.2|DVIR, LOC6628776|XP_002052767.1|DVIR	LOC111605564|XP_023179904.1|DHYD
OG0000577	LOC6635695|XP_002059268.1|DVIR	LOC111605561|XP_023179902.1|DHYD
OG0000578	LOC6628435|XP_002052043.2|DVIR	LOC111601242|XP_023173511.2|DHYD
OG0000578	LOC6627138|XP_015029764.1|DVIR	LOC111599661|XP_023171129.2|DHYD
OG0000579	LOC6629669|XP_002054763.1|DVIR	LOC111593268|XP_023161705.1|DHYD
OG0000579	LOC116650465|XP_032290021.1|DVIR, LOC6622618|XP_002048443.2|DVIR	LOC111597243|XP_023167607.1|DHYD
OG0000580	LOC6630134|XP_032292974.1|DVIR	LOC111603021|XP_023176219.2|DHYD
OG0000580	LOC6630133|XP_002053685.1|DVIR	LOC111602980|XP_023176142.2|DHYD
OG0000581	LOC6632870|XP_015026169.1|DVIR	LOC111596434|XP_023166418.2|DHYD
OG0000581	LOC6631413|XP_002055422.1|DVIR	LOC111594057|XP_023162943.1|DHYD
OG0000582	LOC6625273|XP_015029744.1|DVIR	LOC111595070|XP_023164398.1|DHYD
OG0000583	LOC6625576|XP_002048837.2|DVIR	LOC111593932|XP_023162778.1|DHYD
OG0000583	LOC6626034|XP_002050801.1|DVIR	LOC111603806|XP_023177325.1|DHYD
OG0000584	LOC6627628|XP_002051094.1|DVIR	LOC111593777|XP_023162563.1|DHYD
OG0000584	LOC6627627|XP_002051093.1|DVIR	LOC111593774|XP_023162561.1|DHYD, LOC111593775|XP_023162562.2|DHYD
OG0000585	LOC116650607|XP_032290606.1|DVIR, LOC116650610|XP_032290624.1|DVIR	LOC111592847|XP_023161053.2|DHYD, LOC111592827|XP_023161020.2|DHYD
OG0000586	LOC6625149|XP_002048923.2|DVIR, LOC116651292|XP_032293337.1|DVIR, LOC6624991|XP_002048922.2|DVIR	LOC111597975|XP_023168718.2|DHYD
OG0000589	LOC6631894|XP_002055034.2|DVIR	LOC111592357|XP_030080157.1|DHYD
OG0000590	LOC6630308|XP_002053725.1|DVIR	LOC111595919|XP_023165638.1|DHYD
OG0000590	LOC6634718|XP_002058317.1|DVIR	LOC111605431|XP_023179712.1|DHYD
OG0000592	LOC6626982|XP_002048799.1|DVIR	LOC111593899|XP_023162736.2|DHYD
OG0000592	LOC6624800|XP_002050194.1|DVIR	LOC111600679|XP_023172697.2|DHYD
OG0000593	LOC6624835|XP_002049543.1|DVIR	LOC111595398|XP_023164873.1|DHYD
OG0000594	LOC6634953|XP_002058587.1|DVIR	LOC111594451|XP_023163512.1|DHYD
OG0000594	LOC6632355|XP_002056717.1|DVIR	LOC111604560|XP_023178428.1|DHYD
OG0000595	LOC6630586|XP_032289864.1|DVIR	LOC111605572|XP_023179922.1|DHYD
OG0000595	LOC6630296|XP_015026982.1|DVIR	LOC111598220|XP_023169146.1|DHYD
OG0000596	LOC6635560|XP_002059034.1|DVIR	LOC111601915|XP_023174530.2|DHYD
OG0000596	LOC6629732|XP_002053608.1|DVIR	LOC111601319|XP_023173617.2|DHYD
OG0000597	LOC6630718|XP_002054211.2|DVIR	LOC111596407|XP_023166384.2|DHYD
OG0000597	LOC6630717|XP_002054210.2|DVIR	LOC111596409|XP_023166385.2|DHYD
OG0000598	LOC116650343|XP_032289640.1|DVIR, LOC116650342|XP_032289639.1|DVIR, LOC6637006|XP_002060432.1|DVIR, LOC116650341|XP_032289638.1|DVIR, LOC6632412|XP_002056208.1|DVIR, LOC116650340|XP_032289637.1|DVIR, LOC116650344|XP_032289641.1|DVIR, LOC6637005|XP_002060433.1|DVIR	LOC111594455|XP_023163518.2|DHYD, LOC111594456|XP_023163520.2|DHYD
OG0000599	LOC6623393|XP_032290822.1|DVIR	LOC111597568|XP_023168134.2|DHYD
OG0000599	LOC6623420|XP_032290825.1|DVIR	LOC111597569|XP_023168135.2|DHYD
OG0000600	LOC6626195|XP_015029588.1|DVIR	LOC111595722|XP_023165340.1|DHYD
OG0000600	LOC6626193|XP_032292616.1|DVIR	LOC111595725|XP_023165344.1|DHYD
OG0000601	LOC6627739|XP_032293387.1|DVIR	LOC111593157|XP_023161528.2|DHYD
OG0000601	LOC6629244|XP_002051268.1|DVIR	LOC111593163|XP_023161533.1|DHYD
OG0000602	LOC6634357|XP_002057698.1|DVIR	LOC111603941|XP_023177537.2|DHYD
OG0000602	LOC6634356|XP_002057697.1|DVIR	LOC111603928|XP_023177523.2|DHYD, LOC111603976|XP_023177590.2|DHYD
OG0000603	LOC6627674|XP_015028287.1|DVIR	LOC111601936|XP_023174558.2|DHYD
OG0000604	LOC6635771|XP_002059167.1|DVIR	LOC111603542|XP_023176944.1|DHYD
OG0000604	LOC6628990|XP_002052121.1|DVIR	LOC111596067|XP_023165885.1|DHYD
OG0000605	LOC6628405|XP_002052048.1|DVIR	LOC111601154|XP_023173401.2|DHYD
OG0000606	LOC6635162|XP_002058364.2|DVIR	LOC111603499|XP_023176873.2|DHYD
OG0000607	LOC6630520|XP_002054019.1|DVIR	LOC111596833|XP_023166979.1|DHYD
OG0000607	LOC6631064|XP_002054908.1|DVIR	LOC111595484|XP_023165048.1|DHYD
OG0000608	LOC6630256|XP_002053415.1|DVIR	LOC111600241|XP_023172044.1|DHYD
OG0000608	LOC6630016|XP_032289990.1|DVIR	LOC111600252|XP_023172065.1|DHYD
OG0000609	LOC6627620|XP_032294277.1|DVIR	LOC111595828|XP_030079203.1|DHYD, LOC111595827|XP_023165501.1|DHYD
OG0000610	LOC6622538|XP_002047597.2|DVIR	LOC111592275|XP_023160142.1|DHYD
OG0000610	LOC6626883|XP_002049720.1|DVIR	LOC111601249|XP_023173516.1|DHYD
OG0000611	LOC6626382|XP_002050056.2|DVIR	LOC111600146|XP_023171891.1|DHYD
OG0000611	LOC6626840|XP_002050842.1|DVIR	LOC111594124|XP_023163051.2|DHYD
OG0000612	LOC6622223|XP_032290290.1|DVIR	LOC111603340|XP_030079167.1|DHYD
OG0000614	LOC6632126|XP_015026494.1|DVIR	LOC111593076|XP_023161423.2|DHYD
OG0000615	LOC6635437|XP_002059073.1|DVIR	LOC111603150|XP_023176394.1|DHYD
OG0000615	LOC6630045|XP_002054564.1|DVIR	LOC111602718|XP_023175732.2|DHYD
OG0000616	LOC6635429|XP_032295867.1|DVIR	LOC111603109|XP_023176343.2|DHYD
OG0000617	LOC6632303|XP_002055992.2|DVIR	LOC111603495|XP_023176870.2|DHYD
OG0000617	LOC6630252|XP_002053766.1|DVIR	LOC111598297|XP_023169253.2|DHYD
OG0000618	LOC6630412|XP_032295330.1|DVIR	LOC111599431|XP_023170852.2|DHYD
OG0000618	LOC6624340|XP_002047461.1|DVIR	LOC111594908|XP_023164162.1|DHYD
OG0000619	LOC6626912|XP_002050287.1|DVIR	LOC111604249|XP_023178008.1|DHYD
OG0000620	LOC6631382|XP_002055654.1|DVIR	LOC111602819|XP_023175891.1|DHYD
OG0000620	LOC6623141|XP_032290550.1|DVIR	LOC111603737|XP_023177221.2|DHYD
OG0000621	LOC6630395|XP_002054003.1|DVIR	LOC111595025|XP_030080700.1|DHYD
OG0000621	LOC6634637|XP_002058036.1|DVIR	LOC111604520|XP_023178415.1|DHYD
OG0000622	LOC6623617|XP_002047341.2|DVIR	LOC111604778|XP_023178753.2|DHYD
OG0000622	LOC6623494|XP_002046161.3|DVIR	LOC111600479|XP_023172358.2|DHYD
OG0000623	LOC6622165|XP_002047042.1|DVIR	LOC111595393|XP_023164863.1|DHYD
OG0000623	LOC6622534|XP_002046659.1|DVIR	LOC111602902|XP_023176008.1|DHYD
OG0000624	LOC6625310|XP_002048753.1|DVIR	LOC111603217|XP_030080968.1|DHYD
OG0000625	LOC6624701|XP_032291163.1|DVIR	LOC111594856|XP_023164103.2|DHYD
OG0000625	LOC6624688|XP_002047191.1|DVIR	LOC111594850|XP_023164090.1|DHYD
OG0000626	LOC6625417|XP_002049293.1|DVIR	LOC111592181|XP_023160015.2|DHYD
OG0000626	LOC6636359|XP_032292058.1|DVIR	LOC111605285|XP_023179497.2|DHYD
OG0000627	LOC6623882|XP_032290691.1|DVIR	LOC111604761|XP_023178721.1|DHYD
OG0000627	LOC6633255|XP_002056879.1|DVIR	LOC111605598|XP_023179977.1|DHYD
OG0000628	LOC6628589|XP_002051482.1|DVIR	LOC111596303|XP_023166229.1|DHYD
OG0000628	LOC6636641|XP_032289186.1|DVIR	LOC111596646|XP_023166711.1|DHYD
OG0000629	LOC6630322|XP_002053432.1|DVIR	LOC111600276|XP_023172092.2|DHYD
OG0000629	LOC6627470|XP_002052901.1|DVIR	LOC111599207|XP_023170571.1|DHYD
OG0000630	LOC6633920|XP_002057654.2|DVIR	LOC111600321|XP_023172152.1|DHYD
OG0000630	LOC6633915|XP_002057649.3|DVIR	LOC111600410|XP_023172262.2|DHYD
OG0000631	LOC26531502|XP_015028941.1|DVIR	LOC111599386|XP_023170791.2|DHYD
OG0000631	LOC6628492|XP_002051487.1|DVIR	LOC111596318|XP_023166252.2|DHYD
OG0000632	LOC6627477|XP_002052127.1|DVIR	LOC111596100|XP_023165928.1|DHYD
OG0000632	LOC6628210|XP_032294373.1|DVIR	LOC111599127|XP_023170457.2|DHYD
OG0000633	LOC6623694|XP_002048327.2|DVIR	LOC111599227|XP_023170593.2|DHYD
OG0000634	LOC6626570|XP_015029853.1|DVIR	LOC111597011|XP_023167283.2|DHYD
OG0000635	LOC6625322|XP_002049088.1|DVIR	LOC111594670|XP_023163849.2|DHYD
OG0000635	LOC6634716|XP_002058273.1|DVIR	LOC111598171|XP_023169033.1|DHYD
OG0000636	LOC6633917|XP_002057651.1|DVIR	LOC111600582|XP_023172541.1|DHYD
OG0000636	LOC6633918|XP_002057652.1|DVIR	LOC111600597|XP_023172561.1|DHYD
OG0000637	LOC6633434|XP_032296646.1|DVIR	LOC111596742|XP_030079889.1|DHYD
OG0000637	LOC6633438|XP_032296647.1|DVIR	LOC111596743|XP_023166843.2|DHYD
OG0000638	LOC6634774|XP_002058200.1|DVIR	LOC111593458|XP_023161987.1|DHYD
OG0000639	LOC6623349|XP_015030605.1|DVIR	LOC111597500|XP_023168029.2|DHYD
