Orthogroup	DVIR.longest_only	DMAU.longest_only
OG0002435	LOC6636008|XP_032296080.1|DVIR	LOC117146372|XP_033168419.1|DMAU
OG0002436	LOC6624962|XP_002049323.2|DVIR	LOC117135825|XP_033152224.1|DMAU
OG0002437	LOC6626920|XP_032292897.1|DVIR	LOC117136420|XP_033153222.1|DMAU
OG0002438	LOC6631555|XP_032295851.1|DVIR	LOC117146990|XP_033169552.1|DMAU
OG0002439	LOC6628179|XP_002051449.1|DVIR	LOC117135150|XP_033151099.1|DMAU
OG0002440	LOC6624642|XP_002048396.2|DVIR	LOC117140022|XP_033158643.1|DMAU
OG0002441	LOC6625414|XP_002049291.2|DVIR	LOC117137564|XP_033154960.1|DMAU, LOC117137563|XP_033154958.1|DMAU
OG0002442	LOC6627246|XP_002049167.1|DVIR	LOC117137180|XP_033154393.1|DMAU
OG0002443	LOC6626684|XP_032292742.1|DVIR	LOC117135552|XP_033151742.1|DMAU
OG0002444	LOC6627272|XP_002049914.1|DVIR	LOC117135452|XP_033151527.1|DMAU
OG0002445	LOC6625142|XP_002049551.1|DVIR	LOC117135496|XP_033151609.1|DMAU
OG0002446	LOC6625012|XP_002049762.1|DVIR	LOC117137944|XP_033155597.1|DMAU
OG0002447	LOC6622696|XP_002048457.2|DVIR	LOC117139419|XP_033157589.1|DMAU
OG0002448	LOC6626251|XP_002048935.1|DVIR	LOC117136219|XP_033152885.1|DMAU
OG0002449	LOC6625377|XP_002048993.3|DVIR, LOC6625375|XP_032293333.1|DVIR	LOC117137906|XP_033155542.1|DMAU
OG0002450	LOC6629957|XP_002053615.1|DVIR	LOC117144611|XP_033165794.1|DMAU
OG0002451	LOC6626514|XP_015029625.2|DVIR	LOC117137394|XP_033154705.1|DMAU
OG0002452	LOC6626149|XP_002050904.1|DVIR	LOC117135980|XP_033152485.1|DMAU
OG0002453	LOC6626148|XP_032291746.1|DVIR	LOC117135969|XP_033152466.1|DMAU
OG0002454	LOC6622957|XP_002047083.1|DVIR	LOC117139638|XP_033157989.1|DMAU
OG0002455	LOC6622966|XP_015031237.1|DVIR	LOC117139637|XP_033157988.1|DMAU
OG0002456	LOC6627135|XP_032292976.1|DVIR	LOC117136876|XP_033153870.1|DMAU
OG0002457	LOC6626186|XP_015029983.1|DVIR	LOC117136650|XP_033153536.1|DMAU
OG0002458	LOC6628696|XP_032293495.1|DVIR	LOC117150446|XP_033173223.1|DMAU
OG0002459	LOC6635347|XP_002058874.2|DVIR	LOC117135942|XP_033152413.1|DMAU
OG0002460	LOC6627195|XP_002049440.1|DVIR	LOC117137521|XP_033154896.1|DMAU
OG0002461	LOC6625381|XP_002049491.1|DVIR	LOC117138571|XP_033156634.1|DMAU
OG0002462	LOC6635370|XP_032293054.1|DVIR	LOC117136162|XP_033152775.1|DMAU
OG0002463	LOC6625976|XP_002049991.1|DVIR	LOC117136232|XP_033152905.1|DMAU
OG0002464	LOC6627244|XP_002049165.1|DVIR	LOC117137182|XP_033154395.1|DMAU
OG0002465	LOC6625051|XP_002049172.1|DVIR	LOC117137215|XP_033154462.1|DMAU
OG0002466	LOC6636225|XP_015024116.1|DVIR	LOC117146344|XP_033168372.1|DMAU
OG0002467	LOC6623886|XP_002047380.1|DVIR	LOC117141462|XP_033160810.1|DMAU
OG0002468	LOC6624432|XP_002047474.3|DVIR	LOC117140006|XP_033158611.1|DMAU
OG0002469	LOC6634899|XP_002058487.1|DVIR, LOC116651855|XP_032294940.1|DVIR	LOC117144065|XP_033164965.1|DMAU
OG0002470	LOC116651652|XP_032294342.1|DVIR, LOC6624988|XP_002048919.1|DVIR	LOC117138201|XP_033156022.1|DMAU
OG0002471	LOC6625519|XP_002048995.1|DVIR	LOC117137386|XP_033154691.1|DMAU
OG0002472	LOC116649771|XP_032292967.1|DVIR, LOC6626226|XP_032293125.1|DVIR	LOC117137522|XP_033154897.1|DMAU
OG0002473	LOC6626281|XP_002049219.1|DVIR	LOC117137044|XP_033154144.1|DMAU
OG0002474	LOC6622527|XP_032290032.1|DVIR	LOC117141904|XP_033161501.1|DMAU
OG0002475	LOC6632621|XP_032289526.1|DVIR	LOC117142295|XP_033162073.1|DMAU
OG0002476	LOC6627046|XP_002050076.1|DVIR	LOC117136008|XP_033152515.1|DMAU
OG0002477	LOC6625326|XP_002049092.1|DVIR	LOC117138100|XP_033155848.1|DMAU
OG0002478	LOC6635355|XP_032293341.1|DVIR	LOC117136687|XP_033153591.1|DMAU
OG0002479	LOC6626954|XP_002049406.2|DVIR	LOC117136375|XP_033153156.1|DMAU
OG0002480	LOC6635312|XP_002058847.2|DVIR	LOC117138285|XP_033156147.1|DMAU
OG0002481	LOC6633495|XP_002057354.1|DVIR	LOC117146626|XP_033168850.1|DMAU
OG0002482	LOC6626319|XP_002049526.1|DVIR	LOC117137010|XP_033154090.1|DMAU
OG0002483	LOC6624975|XP_002049956.2|DVIR, LOC116649724|XP_032288816.1|DVIR	LOC117137162|XP_033154364.1|DMAU
OG0002484	LOC6626776|XP_002050089.1|DVIR	LOC117137474|XP_033154839.1|DMAU
OG0002485	LOC6635360|XP_002058906.1|DVIR	LOC117135898|XP_033152335.1|DMAU
OG0002486	LOC6622819|XP_002048016.2|DVIR	LOC117140703|XP_033159659.1|DMAU
OG0002487	LOC6627307|XP_032293529.1|DVIR	LOC117136694|XP_033153605.1|DMAU
OG0002488	LOC6626699|XP_002049899.1|DVIR	LOC117135675|XP_033151963.1|DMAU
OG0002489	LOC6622383|XP_002047495.2|DVIR	LOC117140763|XP_033159735.1|DMAU
OG0002490	LOC6625324|XP_032293089.1|DVIR	LOC117136682|XP_033153583.1|DMAU
OG0002491	LOC6624330|XP_032290019.1|DVIR, LOC6623227|XP_002048668.1|DVIR	LOC117139150|XP_033157199.1|DMAU
OG0002492	LOC6625213|XP_002049579.1|DVIR	LOC117135667|XP_033151950.1|DMAU
OG0002493	LOC6625936|XP_002048904.3|DVIR	LOC117138544|XP_033156593.1|DMAU
OG0002494	LOC6632765|XP_032289688.1|DVIR	LOC117144785|XP_033166044.1|DMAU
OG0002495	LOC6626491|XP_002049690.1|DVIR	LOC117137702|XP_033155162.1|DMAU
OG0002496	LOC6630434|XP_002053475.1|DVIR	LOC117144039|XP_033164898.1|DMAU
OG0002497	LOC6623667|XP_002046197.1|DVIR	LOC117141109|XP_033160322.1|DMAU
OG0002498	LOC6624599|XP_032291197.1|DVIR	LOC117141619|XP_033161030.1|DMAU
OG0002499	LOC6623060|XP_002047097.1|DVIR	LOC117139918|XP_033158491.1|DMAU
OG0002500	LOC6633007|XP_002056129.2|DVIR	LOC117146655|XP_033168881.1|DMAU, LOC117145530|XP_033167115.1|DMAU
OG0002501	LOC6632477|XP_002056290.1|DVIR, LOC6633230|XP_002056288.2|DVIR, LOC6635710|XP_002059259.1|DVIR	LOC117150732|XP_033173655.1|DMAU
OG0002502	LOC6625394|XP_002050139.1|DVIR	LOC117137717|XP_033155181.1|DMAU, LOC117137719|XP_033155182.1|DMAU
OG0002504	LOC6622635|XP_002048446.1|DVIR	LOC117139974|XP_033158566.1|DMAU, LOC117139973|XP_033158564.1|DMAU
OG0002505	LOC6625642|XP_002050312.1|DVIR	LOC117137203|XP_033154447.1|DMAU, LOC117137204|XP_033154449.1|DMAU
OG0002508	LOC6632167|XP_015026462.1|DVIR	LOC117148800|XP_033172304.1|DMAU
OG0002509	LOC6625947|XP_002050344.1|DVIR	LOC117137082|XP_033154201.1|DMAU
OG0002510	LOC116651813|XP_032294774.1|DVIR, LOC6631778|XP_002055186.1|DVIR	LOC117147785|XP_033170719.1|DMAU
OG0002511	LOC6630584|XP_002053856.1|DVIR	LOC117142906|XP_033163079.1|DMAU
OG0002512	LOC6636244|XP_032290094.1|DVIR	LOC117146258|XP_033168103.1|DMAU
OG0002513	LOC6630047|XP_032295129.1|DVIR	LOC117143813|XP_033164550.1|DMAU
OG0002514	LOC6622802|XP_002047051.1|DVIR	LOC117140149|XP_033158809.1|DMAU
OG0002516	LOC6632985|XP_002056488.1|DVIR	LOC117145119|XP_033166530.1|DMAU
OG0002517	LOC6631993|XP_015026584.1|DVIR	LOC117148730|XP_033172178.1|DMAU
OG0002518	LOC6632911|XP_002056256.2|DVIR	LOC117145681|XP_033167314.1|DMAU
OG0002519	LOC6626381|XP_002050055.1|DVIR	LOC117138618|XP_033156718.1|DMAU
OG0002520	LOC6634752|XP_032296415.1|DVIR	LOC117148192|XP_033171353.1|DMAU
OG0002521	LOC6635427|XP_002059063.1|DVIR	LOC117148320|XP_033171543.1|DMAU
OG0002522	LOC6632851|XP_002056249.2|DVIR	LOC117143356|XP_033163920.1|DMAU
OG0002523	LOC6629771|XP_032296730.1|DVIR	LOC117142923|XP_033163111.1|DMAU
OG0002524	LOC6631436|XP_002054960.2|DVIR	LOC117146915|XP_033169431.1|DMAU
OG0002525	LOC6623603|XP_002046943.1|DVIR	LOC117140716|XP_033159673.1|DMAU
OG0002526	LOC6634883|XP_002058502.1|DVIR	LOC117143274|XP_033163744.1|DMAU
OG0002528	LOC6633576|XP_032296548.1|DVIR	LOC117147925|XP_033170938.1|DMAU
OG0002529	LOC6632842|XP_002055815.2|DVIR	LOC117143292|XP_033163778.1|DMAU
OG0002530	LOC6633928|XP_002057617.1|DVIR	LOC117147264|XP_033169983.1|DMAU
OG0002531	LOC6628243|XP_002051454.1|DVIR	LOC117135154|XP_033151105.1|DMAU
OG0002532	LOC6636757|XP_002060215.1|DVIR	LOC117141097|XP_033160304.1|DMAU
OG0002533	LOC6631944|XP_032295595.1|DVIR	LOC117146493|XP_033168628.1|DMAU
OG0002534	LOC116650963|XP_032292198.1|DVIR, LOC6627209|XP_002050127.1|DVIR	LOC117138362|XP_033156320.1|DMAU
OG0002535	LOC6623057|XP_002047571.1|DVIR	LOC117139978|XP_033158572.1|DMAU
OG0002536	LOC6632465|XP_002055851.1|DVIR	LOC117144812|XP_033166079.1|DMAU
OG0002537	LOC6625980|XP_002049995.1|DVIR	LOC117136230|XP_033152901.1|DMAU
OG0002539	LOC6626336|XP_002048866.1|DVIR	LOC117138058|XP_033155771.1|DMAU
OG0002540	LOC6633086|XP_002055964.1|DVIR	LOC117143276|XP_033163746.1|DMAU
OG0002541	LOC6631520|XP_002055317.2|DVIR	LOC117147259|XP_033169971.1|DMAU
OG0002542	LOC116652257|XP_032296378.1|DVIR, LOC116650157|XP_032289359.1|DVIR	LOC117147399|XP_033170161.1|DMAU
OG0002543	LOC6633651|XP_002056845.1|DVIR	LOC117148128|XP_033171244.1|DMAU
OG0002544	LOC6630918|XP_002053777.3|DVIR	LOC117143836|XP_033164578.1|DMAU
OG0002545	LOC116650021|XP_032289246.1|DVIR, LOC6634734|XP_002058333.1|DVIR	LOC117146517|XP_033168675.1|DMAU
OG0002547	LOC6633661|XP_002056855.1|DVIR	LOC117148546|XP_033171871.1|DMAU
OG0002548	LOC6631430|XP_015026689.1|DVIR	LOC117147594|XP_033170434.1|DMAU
OG0002549	LOC6631708|XP_002055356.2|DVIR	LOC117146650|XP_033168874.1|DMAU
OG0002550	LOC6636663|XP_032295784.1|DVIR	LOC117146752|XP_033169123.1|DMAU
OG0002551	LOC6629368|XP_002054446.1|DVIR	LOC117145784|XP_033167454.1|DMAU
OG0002552	LOC6628593|XP_002051208.1|DVIR	LOC117135706|XP_033152019.1|DMAU
OG0002553	LOC6631304|XP_002055047.2|DVIR	LOC117146492|XP_033168621.1|DMAU
OG0002554	LOC6636074|XP_002059605.1|DVIR	LOC117148646|XP_033172038.1|DMAU
OG0002555	LOC6633257|XP_002056881.1|DVIR	LOC117148950|XP_033172582.1|DMAU
OG0002556	LOC6628241|XP_002051452.1|DVIR	LOC117135158|XP_033151109.1|DMAU
OG0002557	LOC6636139|XP_002059533.1|DVIR	LOC117147485|XP_033170274.1|DMAU
OG0002558	LOC6630784|XP_002054818.1|DVIR	LOC117145076|XP_033166484.1|DMAU
OG0002559	LOC6622331|XP_002046689.1|DVIR	LOC117139092|XP_033157103.1|DMAU
OG0002560	LOC6635140|XP_002058377.1|DVIR	LOC117145238|XP_033166705.1|DMAU
OG0002561	LOC6629714|XP_015027367.1|DVIR	LOC117142391|XP_033162224.1|DMAU
OG0002562	LOC6631727|XP_002055574.1|DVIR	LOC117148202|XP_033171376.1|DMAU
OG0002563	LOC6632110|XP_002055633.2|DVIR	LOC117148496|XP_033171769.1|DMAU
OG0002564	LOC6629500|XP_002054520.1|DVIR	LOC117145641|XP_033167252.1|DMAU
OG0002565	LOC6630710|XP_015027608.1|DVIR	LOC117143906|XP_033164705.1|DMAU
OG0002566	LOC6632909|XP_032289505.1|DVIR	LOC117143443|XP_033164042.1|DMAU
OG0002567	LOC6634754|XP_002058047.1|DVIR	LOC117148193|XP_033171354.1|DMAU
OG0002568	LOC116650007|XP_032289212.1|DVIR, LOC6636925|XP_002060381.1|DVIR	LOC117145113|XP_033166524.1|DMAU
OG0002569	LOC6624697|XP_002048134.1|DVIR	LOC117140318|XP_033159057.1|DMAU
OG0002570	LOC6632585|XP_032289521.1|DVIR	LOC117143089|XP_033163457.1|DMAU
OG0002571	LOC6632587|XP_032289414.1|DVIR	LOC117143097|XP_033163467.1|DMAU
OG0002572	LOC6624918|XP_002049113.2|DVIR	LOC117137131|XP_033154321.1|DMAU
OG0002573	LOC6632812|XP_002056239.1|DVIR	LOC117143176|XP_033163581.1|DMAU
OG0002574	LOC6632906|XP_002056251.1|DVIR	LOC117143354|XP_033163918.1|DMAU
OG0002575	LOC6630886|XP_002053132.1|DVIR	LOC117143304|XP_033163802.1|DMAU
OG0002576	LOC6633341|XP_015025541.1|DVIR	LOC117148907|XP_033172508.1|DMAU, LOC117148908|XP_033172509.1|DMAU
OG0002577	LOC6623064|XP_002046706.1|DVIR	LOC117141446|XP_033160791.1|DMAU
OG0002578	LOC6628939|XP_002052754.1|DVIR	LOC117142691|XP_033162742.1|DMAU
OG0002579	LOC6628949|XP_002052352.1|DVIR	LOC117146520|XP_033168680.1|DMAU
OG0002580	LOC6636415|XP_002059871.1|DVIR	LOC117137559|XP_033154953.1|DMAU
OG0002581	LOC6629936|XP_032295268.1|DVIR	LOC117142211|XP_033161933.1|DMAU
OG0002582	LOC6635257|XP_002058740.2|DVIR	LOC117145775|XP_033167442.1|DMAU
OG0002583	LOC6631198|XP_015027260.2|DVIR	LOC117145928|XP_033167682.1|DMAU
OG0002584	LOC6622428|XP_002047498.1|DVIR	LOC117139783|XP_033158288.1|DMAU
OG0002585	LOC26531275|XP_015031718.1|DVIR	LOC117139785|XP_033158290.1|DMAU
OG0002586	LOC6631195|XP_015026832.1|DVIR	LOC117143300|XP_033163796.1|DMAU
OG0002587	LOC6631010|XP_002053954.2|DVIR	LOC117142868|XP_033163027.1|DMAU
OG0002588	LOC6630043|XP_002054562.1|DVIR	LOC117142480|XP_033162389.1|DMAU
OG0002589	LOC116650263|XP_032289392.1|DVIR, LOC6631036|XP_002054127.1|DVIR	LOC117143057|XP_033163397.1|DMAU
OG0002590	LOC6631877|XP_002054950.3|DVIR	LOC117147015|XP_033169590.1|DMAU
OG0002591	LOC6629475|XP_002054090.2|DVIR	LOC117142669|XP_033162693.1|DMAU
OG0002592	LOC6633217|XP_032289571.1|DVIR	LOC117144121|XP_033165034.1|DMAU
OG0002593	LOC6632299|XP_032289426.1|DVIR	LOC117144704|XP_033165924.1|DMAU
OG0002594	LOC6635144|XP_032294877.1|DVIR	LOC117143338|XP_033163891.1|DMAU
OG0002595	LOC6631149|XP_032294836.1|DVIR	LOC117143102|XP_033163473.1|DMAU
OG0002596	LOC6633125|XP_032289559.1|DVIR	LOC117143494|XP_033164099.1|DMAU
OG0002597	LOC6633090|XP_002056273.1|DVIR	LOC117143019|XP_033163288.1|DMAU
OG0002598	LOC6635161|XP_032289352.1|DVIR	LOC117144462|XP_033165513.1|DMAU
OG0002599	LOC6635268|XP_032289863.1|DVIR	LOC117144927|XP_033166270.1|DMAU
OG0002600	LOC6625917|XP_032292514.1|DVIR	LOC117137375|XP_033154677.1|DMAU
OG0002601	LOC6635018|XP_032295288.1|DVIR	LOC117143425|XP_033164022.1|DMAU
OG0002602	LOC6629687|XP_002053985.1|DVIR	LOC117143623|XP_033164280.1|DMAU
OG0002603	LOC6633172|XP_002056154.2|DVIR	LOC117143554|XP_033164187.1|DMAU
OG0002604	LOC6633169|XP_002056151.1|DVIR	LOC117143555|XP_033164188.1|DMAU
OG0002605	LOC6635076|XP_002058722.2|DVIR	LOC117145288|XP_033166768.1|DMAU
OG0002606	LOC6634999|XP_032294889.1|DVIR	LOC117142745|XP_033162806.1|DMAU
OG0002607	LOC6634997|XP_002058510.1|DVIR	LOC117145794|XP_033167471.1|DMAU
OG0002608	LOC6629862|XP_002053339.2|DVIR	LOC117145974|XP_033167770.1|DMAU
OG0002609	LOC6635811|XP_002059320.1|DVIR	LOC117135768|XP_033152125.1|DMAU
OG0002610	LOC6634891|XP_002058479.1|DVIR	LOC117145699|XP_033167331.1|DMAU
OG0002611	LOC6629943|XP_002053001.1|DVIR	LOC117142438|XP_033162292.1|DMAU
OG0002612	LOC6630384|XP_002054010.3|DVIR	LOC117144722|XP_033165953.1|DMAU
OG0002613	LOC6634856|XP_032295367.1|DVIR	LOC117142346|XP_033162153.1|DMAU
OG0002614	LOC6630904|XP_032295023.1|DVIR	LOC117145960|XP_033167747.1|DMAU
OG0002615	LOC6636754|XP_015023757.1|DVIR	LOC117139161|XP_033157210.1|DMAU
OG0002616	LOC6629666|XP_002054760.1|DVIR	LOC117142533|XP_033162470.1|DMAU, LOC117142536|XP_033162473.1|DMAU
OG0002617	LOC6636758|XP_002060216.2|DVIR	LOC117143492|XP_033164096.1|DMAU
OG0002618	LOC6633030|XP_002056057.1|DVIR	LOC117143042|XP_033163376.1|DMAU
OG0002619	LOC6632599|XP_015025908.1|DVIR	LOC117145057|XP_033166458.1|DMAU
OG0002620	LOC6630337|XP_032296716.1|DVIR	LOC117142282|XP_033162056.1|DMAU
OG0002621	LOC6632383|XP_002056006.1|DVIR	LOC117144431|XP_033165468.1|DMAU
OG0002622	LOC6623661|XP_002046182.1|DVIR	LOC117140519|XP_033159388.1|DMAU
OG0002623	LOC6631265|XP_002053817.1|DVIR	LOC117144577|XP_033165727.1|DMAU
OG0002624	LOC6631089|XP_015027546.1|DVIR	LOC117144265|XP_033165258.1|DMAU
OG0002625	LOC6631086|XP_032293614.1|DVIR	LOC117142742|XP_033162804.1|DMAU
OG0002626	LOC6634576|XP_015025027.1|DVIR	LOC117146415|XP_033168506.1|DMAU
OG0002627	LOC6635190|XP_032295110.1|DVIR	LOC117143254|XP_033163705.1|DMAU
OG0002628	LOC6629424|XP_002054356.1|DVIR	LOC117143023|XP_033163294.1|DMAU
OG0002629	LOC6630593|XP_032289968.1|DVIR	LOC117145954|XP_033167730.1|DMAU
OG0002630	LOC116649744|XP_032296074.1|DVIR, LOC6633139|XP_002056378.1|DVIR	LOC117145226|XP_033166690.1|DMAU
OG0002631	LOC6632593|XP_002056020.1|DVIR	LOC117143743|XP_033164445.1|DMAU
OG0002632	LOC6630007|XP_002054769.1|DVIR	LOC117144621|XP_033165806.1|DMAU
OG0002633	LOC6632845|XP_002056243.1|DVIR	LOC117146074|XP_033167908.1|DMAU
OG0002634	LOC6634924|XP_015024863.1|DVIR	LOC117143339|XP_033163893.1|DMAU
OG0002635	LOC6630829|XP_002054115.1|DVIR, LOC116650260|XP_032289390.1|DVIR	LOC117142585|XP_033162546.1|DMAU
OG0002636	LOC6634970|XP_002058717.1|DVIR	LOC117144064|XP_033164964.1|DMAU
OG0002637	LOC6627882|XP_002052006.1|DVIR	LOC117150671|XP_033173562.1|DMAU
OG0002638	LOC6635219|XP_002058407.1|DVIR	LOC117142543|XP_033162482.1|DMAU
OG0002639	LOC6632841|XP_032289476.1|DVIR	LOC117142795|XP_033162885.1|DMAU
OG0002640	LOC6634847|XP_032295195.1|DVIR	LOC117144793|XP_033166060.1|DMAU
OG0002641	LOC6634941|XP_002058530.1|DVIR	LOC117145088|XP_033166497.1|DMAU
OG0002642	LOC6634942|XP_002058531.2|DVIR	LOC117143731|XP_033164432.1|DMAU
OG0002643	LOC6634943|XP_032295196.1|DVIR	LOC117143730|XP_033164429.1|DMAU
OG0002644	LOC6634907|XP_002058559.2|DVIR	LOC117145251|XP_033166723.1|DMAU
OG0002645	LOC6635113|XP_002058565.3|DVIR	LOC117145442|XP_033166990.1|DMAU
OG0002646	LOC6629525|XP_002053327.1|DVIR	LOC117144881|XP_033166184.1|DMAU
OG0002647	LOC6631002|XP_002053948.1|DVIR	LOC117143952|XP_033164777.1|DMAU
OG0002648	LOC6630976|XP_015027552.1|DVIR	LOC117144569|XP_033165714.1|DMAU
OG0002649	LOC6630304|XP_002054189.2|DVIR	LOC117143909|XP_033164714.1|DMAU
OG0002650	LOC6631001|XP_002053947.1|DVIR	LOC117143951|XP_033164775.1|DMAU
OG0002651	LOC6630890|XP_002053136.2|DVIR	LOC117142913|XP_033163089.1|DMAU
OG0002652	LOC6632380|XP_002056003.1|DVIR	LOC117143728|XP_033164423.1|DMAU
OG0002653	LOC6634933|XP_002058703.2|DVIR	LOC117142662|XP_033162681.1|DMAU
OG0002654	LOC6634866|XP_002058701.2|DVIR	LOC117142661|XP_033162680.1|DMAU
OG0002655	LOC6630088|XP_015027628.1|DVIR	LOC117145984|XP_033167784.1|DMAU
OG0002656	LOC6632238|XP_002056086.1|DVIR	LOC117143847|XP_033164595.1|DMAU
OG0002657	LOC116651819|XP_032294781.1|DVIR, LOC6630830|XP_015027010.1|DVIR, LOC116652017|XP_032295552.1|DVIR	LOC117142583|XP_033162545.1|DMAU
OG0002658	LOC6632826|XP_002055912.1|DVIR	LOC117145806|XP_033167498.1|DMAU
OG0002659	LOC6629697|XP_002053978.2|DVIR	LOC117143988|XP_033164822.1|DMAU
OG0002660	LOC116651871|XP_032295006.1|DVIR, LOC6631788|XP_002054917.2|DVIR, LOC6631814|XP_002054916.3|DVIR	LOC117147587|XP_033170424.1|DMAU
OG0002661	LOC6630909|XP_002054503.2|DVIR	LOC117145492|XP_033167060.1|DMAU
OG0002662	LOC6626782|XP_002048868.2|DVIR	LOC117138060|XP_033155773.1|DMAU
OG0002663	LOC6632224|XP_032288783.1|DVIR	LOC117142682|XP_033162717.1|DMAU
OG0002664	LOC6635690|XP_032294736.1|DVIR	LOC117135814|XP_033152215.1|DMAU
OG0002665	LOC6626435|XP_002050408.1|DVIR	LOC117137503|XP_033154875.1|DMAU
OG0002666	LOC6626433|XP_032291562.1|DVIR	LOC117138649|XP_033156759.1|DMAU
OG0002667	LOC6625345|XP_002050427.1|DVIR	LOC117137484|XP_033154854.1|DMAU
OG0002668	LOC6623090|XP_002046391.1|DVIR	LOC117140460|XP_033159291.1|DMAU
OG0002669	LOC6634373|XP_002057567.2|DVIR	LOC117147397|XP_033170162.1|DMAU
OG0002670	LOC6624002|XP_002048292.1|DVIR	LOC117140545|XP_033159429.1|DMAU
OG0002671	LOC6624557|XP_032291186.1|DVIR	LOC117140955|XP_033160065.1|DMAU
OG0002672	LOC6625388|XP_032291864.1|DVIR	LOC117135480|XP_033151587.1|DMAU
OG0002673	LOC6625549|XP_002049984.1|DVIR	LOC117136237|XP_033152913.1|DMAU
OG0002674	LOC6625587|XP_032292247.1|DVIR	LOC117135828|XP_033152229.1|DMAU
OG0002675	LOC116650698|XP_032291023.1|DVIR, LOC6624033|XP_002046400.1|DVIR	LOC117141073|XP_033160261.1|DMAU
OG0002676	LOC6626232|XP_015029601.1|DVIR	LOC117135721|XP_033152049.1|DMAU
OG0002677	LOC6624864|XP_002048883.2|DVIR	LOC117136268|XP_033152981.1|DMAU
OG0002678	LOC6636494|XP_002059856.2|DVIR, LOC116651242|XP_032293119.1|DVIR	LOC117138325|XP_033156254.1|DMAU
OG0002679	LOC6635320|XP_015024709.1|DVIR	LOC117136146|XP_033152745.1|DMAU
OG0002680	LOC6636012|XP_002059512.2|DVIR	LOC117148884|XP_033172477.1|DMAU
OG0002681	LOC6626444|XP_015029361.1|DVIR	LOC117135681|XP_033151970.1|DMAU
OG0002682	LOC6636600|XP_002060037.1|DVIR	LOC117139003|XP_033156987.1|DMAU
OG0002683	LOC6630638|XP_002053636.1|DVIR	LOC117144848|XP_033166141.1|DMAU
OG0002684	LOC6636728|XP_002060123.1|DVIR	LOC117147190|XP_033169883.1|DMAU
OG0002685	LOC6623295|XP_032291406.1|DVIR	LOC117140004|XP_033158606.1|DMAU
OG0002686	LOC6624133|XP_002047420.2|DVIR	LOC117141995|XP_033161734.1|DMAU
OG0002687	LOC6622458|XP_015030656.1|DVIR	LOC117140450|XP_033159268.1|DMAU
OG0002688	LOC6624633|XP_002046613.2|DVIR	LOC117141419|XP_033160738.1|DMAU
OG0002689	LOC6636656|XP_002060134.3|DVIR	LOC117147520|XP_033170327.1|DMAU
OG0002690	LOC6623211|XP_002048545.2|DVIR	LOC117141147|XP_033160371.1|DMAU
OG0002691	LOC6627023|XP_032292559.1|DVIR	LOC117136056|XP_033152594.1|DMAU
OG0002692	LOC6625794|XP_002049990.2|DVIR	LOC117138454|XP_033156471.1|DMAU
OG0002693	LOC6622257|XP_002046376.1|DVIR	LOC117142119|XP_033161905.1|DMAU
OG0002694	LOC6625751|XP_002050525.1|DVIR	LOC117137787|XP_033155332.1|DMAU
OG0002695	LOC6624301|XP_002046357.1|DVIR	LOC117140929|XP_033160015.1|DMAU
OG0002696	LOC6624018|XP_002046263.1|DVIR	LOC117139791|XP_033158295.1|DMAU
OG0002697	LOC6623630|XP_002048297.2|DVIR	LOC117140262|XP_033158974.1|DMAU
OG0002698	LOC6623148|XP_002046097.1|DVIR	LOC117139213|XP_033157281.1|DMAU
OG0002699	LOC6624128|XP_032290421.1|DVIR	LOC117141079|XP_033160268.1|DMAU
OG0002700	LOC6624275|XP_015031261.1|DVIR	LOC117141957|XP_033161607.1|DMAU
OG0002701	LOC6626896|XP_032292027.1|DVIR	LOC117138555|XP_033156605.1|DMAU
OG0002702	LOC6635990|XP_032291822.1|DVIR	LOC117136181|XP_033152816.1|DMAU
OG0002703	LOC6635870|XP_032292207.1|DVIR	LOC117138432|XP_033156431.1|DMAU
OG0002704	LOC6636474|XP_002059923.1|DVIR	LOC117138655|XP_033156776.1|DMAU
OG0002705	LOC6623654|XP_032290414.1|DVIR	LOC117141971|XP_033161661.1|DMAU
OG0002706	LOC6636403|XP_002059860.2|DVIR, LOC116650969|XP_032292216.1|DVIR	LOC117138327|XP_033156255.1|DMAU
OG0002707	LOC116649739|XP_032289273.1|DVIR, LOC6622609|XP_032291371.1|DVIR	LOC117141188|XP_033160417.1|DMAU
OG0002708	LOC6623578|XP_002046204.1|DVIR	LOC117141427|XP_033160756.1|DMAU
OG0002709	LOC6635980|XP_002059409.1|DVIR, LOC116650853|XP_032291624.1|DVIR	LOC117137829|XP_033155407.1|DMAU
OG0002710	LOC6635886|XP_002059411.1|DVIR, LOC116650883|XP_032291737.1|DVIR	LOC117137233|XP_033154483.1|DMAU
OG0002711	LOC116650916|XP_032291959.1|DVIR, LOC6635885|XP_002059410.2|DVIR	LOC117137729|XP_033155196.1|DMAU
OG0002712	LOC6626473|XP_015030010.1|DVIR	LOC117136508|XP_033153343.1|DMAU
OG0002713	LOC6625183|XP_032291966.1|DVIR	LOC117136529|XP_033153364.1|DMAU
OG0002714	LOC6627083|XP_002048787.3|DVIR	LOC117136045|XP_033152575.1|DMAU
OG0002715	LOC6631705|XP_032295599.1|DVIR	LOC117146751|XP_033169122.1|DMAU
OG0002716	LOC6635853|XP_032292106.1|DVIR	LOC117137677|XP_033155137.1|DMAU
OG0002717	LOC6631242|XP_002053643.1|DVIR	LOC117144356|XP_033165363.1|DMAU
