Orthogroup	DVIR.longest_only	DBUS.longest_only
OG0001421	LOC6629136|XP_002051578.1|DVIR, LOC6629135|XP_002051577.2|DVIR	LOC108600667|XP_017843855.2|DBUS
OG0001422	LOC6622799|XP_002047050.1|DVIR	LOC108600965|XP_017844309.1|DBUS
OG0001423	LOC6626003|XP_002049446.2|DVIR	LOC108595872|XP_017836653.1|DBUS
OG0001423	LOC26530707|XP_015026256.1|DVIR, LOC6633221|XP_015026088.1|DVIR	LOC108602144|XP_017845666.1|DBUS
OG0001426	LOC6628505|XP_002051840.1|DVIR	LOC108608426|XP_017855283.1|DBUS
OG0001427	LOC6625842|XP_002049639.2|DVIR, LOC116651152|XP_032292944.1|DVIR	LOC108596209|XP_017837222.1|DBUS
OG0001429	LOC6629670|XP_002054764.2|DVIR	LOC108604066|XP_017848819.1|DBUS
OG0001430	LOC6630583|XP_032289886.1|DVIR	LOC108603079|XP_017847056.1|DBUS
OG0001431	LOC6632108|XP_002055631.2|DVIR	LOC108606357|XP_017851894.1|DBUS
OG0001432	LOC6633311|XP_032296591.1|DVIR	LOC108607127|XP_017853254.1|DBUS
OG0001433	LOC6630809|XP_002054277.1|DVIR	LOC108602309|XP_017845881.1|DBUS
OG0001434	LOC6631649|XP_002055368.2|DVIR	LOC108605749|XP_017851037.1|DBUS
OG0001435	LOC6627247|XP_002050398.2|DVIR	LOC108597036|XP_017838818.1|DBUS
OG0001436	LOC6633598|XP_002056810.2|DVIR	LOC108605711|XP_017850992.1|DBUS
OG0001437	LOC6628904|XP_002051548.1|DVIR	LOC108607997|XP_017854647.1|DBUS
OG0001438	LOC6629695|XP_002053976.1|DVIR	LOC108601828|XP_017845258.1|DBUS
OG0001439	LOC6629735|XP_002054139.1|DVIR	LOC108602275|XP_017845821.1|DBUS
OG0001440	LOC6636102|XP_002059644.2|DVIR	LOC108606032|XP_017851349.1|DBUS
OG0001442	LOC6627447|XP_002052469.1|DVIR	LOC108602126|XP_017845645.1|DBUS
OG0001442	LOC6636690|XP_002060168.1|DVIR	LOC108605991|XP_017851301.1|DBUS
OG0001443	LOC6632428|XP_002056100.1|DVIR	LOC108603880|XP_017848541.1|DBUS
OG0001444	LOC6630854|XP_002053936.2|DVIR	LOC108604586|XP_017849606.1|DBUS
OG0001445	LOC6634918|XP_002058678.1|DVIR	LOC108604055|XP_017848806.1|DBUS
OG0001446	LOC6635157|XP_032289357.1|DVIR	LOC108602389|XP_017845990.1|DBUS
OG0001447	LOC6632962|XP_032289458.1|DVIR	LOC108603217|XP_017847303.1|DBUS
OG0001447	LOC6632961|XP_002056351.2|DVIR	LOC108603658|XP_017848124.1|DBUS
OG0001448	LOC6632800|XP_015025888.1|DVIR	LOC108602767|XP_017846428.1|DBUS
OG0001449	LOC6627186|XP_002049928.2|DVIR	LOC108595985|XP_017836762.1|DBUS
OG0001449	LOC6622057|XP_002047515.2|DVIR, LOC6624254|XP_002047514.2|DVIR	LOC108595986|XP_017836763.1|DBUS, LOC108599017|XP_017841286.1|DBUS
OG0001450	LOC6630067|XP_002054373.2|DVIR	LOC108603908|XP_017848581.1|DBUS
OG0001450	LOC6627491|XP_032293600.1|DVIR, LOC6629022|XP_002051368.1|DVIR	LOC108608538|XP_033150726.1|DBUS
OG0001451	LOC6636418|XP_032292154.1|DVIR	LOC108597063|XP_017838876.1|DBUS
OG0001452	LOC6625664|XP_032292281.1|DVIR	LOC108595903|XP_033149142.1|DBUS
OG0001453	LOC6623388|XP_002046152.1|DVIR	LOC108600341|XP_017843353.2|DBUS
OG0001454	LOC6632733|XP_002055808.1|DVIR	LOC108604341|XP_017849257.1|DBUS
OG0001455	LOC6622658|XP_032290460.1|DVIR	LOC108600449|XP_017843525.2|DBUS, LOC108598054|XP_033149295.1|DBUS
OG0001456	LOC6625753|XP_032291770.1|DVIR	LOC108596118|XP_017837051.2|DBUS
OG0001457	LOC6626642|XP_002048778.1|DVIR	LOC108596084|XP_017836991.1|DBUS
OG0001458	LOC6624799|XP_032292295.1|DVIR	LOC108595459|XP_017836189.1|DBUS
OG0001459	LOC6623855|XP_032290329.1|DVIR	LOC108598886|XP_017841136.1|DBUS
OG0001460	LOC6625478|XP_002050334.1|DVIR	LOC108596263|XP_017837308.1|DBUS
OG0001462	LOC6622415|XP_002046978.1|DVIR	LOC108599471|XP_017841799.2|DBUS
OG0001463	LOC6632755|XP_002056477.2|DVIR	LOC108602703|XP_017846344.1|DBUS
OG0001464	LOC6633517|XP_002057235.1|DVIR	LOC108599562|XP_017841947.1|DBUS
OG0001465	LOC6626800|XP_032292567.1|DVIR	LOC108597304|XP_017839272.1|DBUS
OG0001466	LOC6635759|XP_002059225.3|DVIR	LOC108608363|XP_017855201.2|DBUS
OG0001467	LOC6629226|XP_002051252.1|DVIR	LOC108608001|XP_017854655.1|DBUS
OG0001468	LOC6623123|XP_015031289.1|DVIR	LOC108598570|XP_017840744.2|DBUS
OG0001469	LOC6626756|XP_002050707.1|DVIR	LOC108596337|XP_017837480.1|DBUS
OG0001470	LOC6622971|XP_032290604.1|DVIR	LOC108598839|XP_017841082.2|DBUS
OG0001471	LOC6623201|XP_032291106.1|DVIR	LOC108598023|XP_033149452.1|DBUS
OG0001472	LOC6622973|XP_002046502.1|DVIR	LOC108598977|XP_017841240.1|DBUS
OG0001473	LOC6634992|XP_002058494.2|DVIR	LOC108602693|XP_017846321.1|DBUS
OG0001474	LOC6634511|XP_032296365.1|DVIR	LOC108604911|XP_017849970.1|DBUS
OG0001474	LOC6626275|XP_002050041.1|DVIR	LOC108595261|XP_017835961.1|DBUS
OG0001475	LOC6625986|XP_002050064.1|DVIR	LOC108597723|XP_017839903.1|DBUS
OG0001476	LOC6625997|XP_032291595.1|DVIR	LOC117135033|XP_033150751.1|DBUS
OG0001477	LOC6632261|XP_002055896.1|DVIR	LOC108604328|XP_017849243.1|DBUS
OG0001478	LOC6627773|XP_002052835.1|DVIR	LOC108607716|XP_017854207.1|DBUS
OG0001479	LOC6634407|XP_002057928.1|DVIR	LOC108606226|XP_017851613.1|DBUS, LOC117134795|XP_033149577.1|DBUS
OG0001480	LOC6627597|XP_002052828.2|DVIR	LOC108594429|XP_017835092.1|DBUS
OG0001481	LOC6628319|XP_032293983.1|DVIR	LOC108607495|XP_017853830.1|DBUS, LOC108607492|XP_017853828.1|DBUS
OG0001482	LOC6627216|XP_032292693.1|DVIR	LOC108594933|XP_017835556.1|DBUS
OG0001483	LOC6627304|XP_002051285.2|DVIR	LOC108608142|XP_017854873.1|DBUS
OG0001484	LOC6628237|XP_002051807.1|DVIR	LOC108598984|XP_033149607.1|DBUS
OG0001485	LOC6623646|XP_032291095.1|DVIR	LOC108598086|XP_017840188.1|DBUS
OG0001486	LOC6628345|XP_015028510.1|DVIR	LOC108594491|XP_017835173.1|DBUS
OG0001487	LOC26530854|XP_015028867.1|DVIR	LOC108603795|XP_017848385.2|DBUS
OG0001488	LOC6627147|XP_002048716.1|DVIR	LOC108595450|XP_017836179.1|DBUS
OG0001489	LOC6628302|XP_032293705.1|DVIR	LOC108595698|XP_017836473.1|DBUS
OG0001490	LOC6628805|XP_002051228.2|DVIR	LOC108602378|XP_017845976.1|DBUS
OG0001491	LOC6628875|XP_002052341.2|DVIR	LOC108595425|XP_017836146.1|DBUS
OG0001491	LOC6628874|XP_002052340.1|DVIR	LOC108600546|XP_017843695.1|DBUS
OG0001491	LOC6628876|XP_002052342.1|DVIR	LOC108607223|XP_017853389.1|DBUS
OG0001492	LOC26530471|XP_002059192.2|DVIR	LOC108606108|XP_017851448.1|DBUS
OG0001493	LOC6634276|XP_002057693.2|DVIR	LOC108595160|XP_017835821.2|DBUS
OG0001493	LOC6634813|XP_002058139.1|DVIR	LOC108605234|XP_017850336.1|DBUS
OG0001494	LOC6631633|XP_002055136.1|DVIR	LOC108606052|XP_017851389.1|DBUS
OG0001495	LOC6627251|XP_002050402.1|DVIR	LOC108597506|XP_017839583.1|DBUS
OG0001496	LOC6634496|XP_002058234.1|DVIR	LOC108605591|XP_017850853.1|DBUS
OG0001497	LOC6625685|XP_002050318.1|DVIR	LOC108596990|XP_017838748.1|DBUS
OG0001498	LOC6632276|XP_002056414.3|DVIR	LOC108604026|XP_033149874.1|DBUS
OG0001500	LOC6635366|XP_002058890.1|DVIR	LOC108595141|XP_017835795.1|DBUS
OG0001501	LOC116651718|XP_032294565.1|DVIR, LOC6630896|XP_002053125.2|DVIR	LOC108598980|XP_017841244.2|DBUS
OG0001502	LOC6626454|XP_015029404.1|DVIR	LOC108597221|XP_017839153.1|DBUS
OG0001503	LOC6625422|XP_032292789.1|DVIR	LOC108594685|XP_017835315.1|DBUS
OG0001504	LOC6633630|XP_032295937.1|DVIR	LOC108606484|XP_017852112.1|DBUS
OG0001505	LOC6626095|XP_015029787.2|DVIR	LOC108596015|XP_033149200.1|DBUS
OG0001506	LOC6625521|XP_002048997.1|DVIR	LOC108597639|XP_017839775.1|DBUS
OG0001507	LOC6624736|XP_002049739.1|DVIR	LOC108595005|XP_017835629.1|DBUS
OG0001508	LOC6625073|XP_002049086.1|DVIR	LOC108595466|XP_017836200.1|DBUS
OG0001509	LOC6626252|XP_032293162.1|DVIR	LOC108594921|XP_017835545.1|DBUS
OG0001510	LOC6628916|XP_002051384.1|DVIR	LOC108608138|XP_017854864.1|DBUS
OG0001511	LOC6627116|XP_015029652.1|DVIR	LOC108597145|XP_017839028.1|DBUS
OG0001512	LOC6622570|XP_002046662.1|DVIR	LOC108600835|XP_017844119.1|DBUS
OG0001513	LOC6624512|XP_032291000.1|DVIR	LOC108598229|XP_033149754.1|DBUS
OG0001515	LOC6635503|XP_002059043.1|DVIR	LOC108606768|XP_017852669.1|DBUS
OG0001517	LOC6633220|XP_002055985.1|DVIR	LOC108601751|XP_017845164.1|DBUS
OG0001518	LOC6631991|XP_032296168.1|DVIR	LOC108605740|XP_017851027.1|DBUS
OG0001519	LOC6632496|XP_032289569.1|DVIR	LOC108601678|XP_017845076.1|DBUS
OG0001520	LOC6630307|XP_002054192.1|DVIR	LOC108602350|XP_017845939.1|DBUS
OG0001521	LOC6633942|XP_002057612.1|DVIR	LOC108607650|XP_033150801.1|DBUS
OG0001522	LOC26530739|XP_015028845.1|DVIR	LOC108608415|XP_017855263.2|DBUS
OG0001524	LOC6625065|XP_032293034.1|DVIR	LOC108594660|XP_017835291.1|DBUS
OG0001524	LOC6625064|XP_002049211.1|DVIR	LOC108594661|XP_017835292.1|DBUS
OG0001525	LOC6629655|XP_002053594.2|DVIR	LOC108603586|XP_017848016.1|DBUS
OG0001526	LOC6636726|XP_002060121.1|DVIR	LOC108606055|XP_017851390.1|DBUS
OG0001527	LOC6631625|XP_015026695.1|DVIR	LOC108607266|XP_033150240.1|DBUS
OG0001528	LOC6636973|XP_032291157.1|DVIR	LOC108604346|XP_017849263.1|DBUS
OG0001529	LOC6633802|XP_002057322.1|DVIR	LOC108605745|XP_017851031.1|DBUS
OG0001530	LOC6627636|XP_002051110.1|DVIR	LOC108604692|XP_017849742.1|DBUS
OG0001531	LOC6626670|XP_002050929.1|DVIR	LOC108595523|XP_017836267.1|DBUS
OG0001534	LOC6633419|XP_002056818.2|DVIR, LOC6633420|XP_015025564.2|DVIR	LOC108605294|XP_017850433.1|DBUS
OG0001535	LOC6632158|XP_002055767.1|DVIR	LOC108606925|XP_017852961.1|DBUS
OG0001536	LOC6633483|XP_002056992.1|DVIR	LOC108605736|XP_017851020.1|DBUS
OG0001537	LOC6627849|XP_002052844.1|DVIR	LOC108600395|XP_017843437.1|DBUS
OG0001538	LOC6636137|XP_002059531.1|DVIR	LOC108606341|XP_017851874.1|DBUS
OG0001539	LOC6626037|XP_002050804.1|DVIR	LOC108597052|XP_017838860.1|DBUS
OG0001540	LOC6628382|XP_002052634.2|DVIR	LOC108594259|XP_017834873.1|DBUS
OG0001541	LOC6622387|XP_002047931.1|DVIR	LOC108599413|XP_017841713.1|DBUS
OG0001542	LOC6632523|XP_015025960.1|DVIR	LOC108604323|XP_017849237.1|DBUS
OG0001543	LOC6631988|XP_032296213.1|DVIR	LOC108605541|XP_017850782.1|DBUS
OG0001544	LOC6633701|XP_032295821.1|DVIR	LOC108604973|XP_017850032.2|DBUS
OG0001545	LOC6633675|XP_002057280.2|DVIR	LOC108605664|XP_017850940.1|DBUS
OG0001546	LOC6633293|XP_032296587.1|DVIR	LOC108607110|XP_017853228.1|DBUS
OG0001548	LOC6632140|XP_015026672.1|DVIR	LOC108607175|XP_017853318.1|DBUS
OG0001549	LOC6627927|XP_032294527.1|DVIR	LOC108606567|XP_017852509.1|DBUS
OG0001550	LOC6631201|XP_002053043.1|DVIR	LOC108601741|XP_017845150.1|DBUS
OG0001551	LOC6635098|XP_002058360.2|DVIR	LOC108603464|XP_017847791.1|DBUS
OG0001552	LOC6632817|XP_002055904.2|DVIR	LOC108603924|XP_017848607.1|DBUS
OG0001552	LOC6636395|XP_002059964.1|DVIR	LOC108594732|XP_017835358.1|DBUS
OG0001553	LOC6631643|XP_002055362.1|DVIR	LOC108605093|XP_033150208.1|DBUS
OG0001554	LOC6629711|XP_015027366.2|DVIR	LOC108603527|XP_017847910.1|DBUS
OG0001554	LOC26531409|XP_015027896.1|DVIR	LOC108601588|XP_017844977.1|DBUS
OG0001556	LOC6626809|XP_002050926.1|DVIR	LOC108595646|XP_017836410.1|DBUS
OG0001557	LOC6634812|XP_032296285.1|DVIR	LOC108605208|XP_017850300.1|DBUS
OG0001558	LOC6636517|XP_002060007.1|DVIR	LOC108606946|XP_017852991.1|DBUS
OG0001559	LOC6630035|XP_002054026.1|DVIR	LOC108601659|XP_017845048.1|DBUS
OG0001560	LOC6633147|XP_032289549.1|DVIR	LOC108603381|XP_017847641.1|DBUS
OG0001561	LOC6630692|XP_002054399.1|DVIR	LOC108601657|XP_017845045.1|DBUS
OG0001562	LOC6627453|XP_002052475.1|DVIR	LOC108607833|XP_017854382.1|DBUS
OG0001563	LOC6635263|XP_002058739.1|DVIR	LOC108603397|XP_017847669.1|DBUS
OG0001564	LOC6634940|XP_032294819.1|DVIR	LOC108603070|XP_017847022.1|DBUS
OG0001565	LOC6631006|XP_032291625.1|DVIR	LOC108601975|XP_017845457.1|DBUS
OG0001566	LOC6631194|XP_002054839.1|DVIR	LOC108603322|XP_017847527.1|DBUS
OG0001567	LOC6626729|XP_032293014.1|DVIR	LOC108597624|XP_017839756.1|DBUS
OG0001568	LOC6630739|XP_032294785.1|DVIR	LOC108603213|XP_017847294.1|DBUS
OG0001569	LOC6635004|XP_002058517.1|DVIR	LOC108604661|XP_017849702.1|DBUS
OG0001570	LOC6632235|XP_002056084.1|DVIR	LOC108603209|XP_017847285.1|DBUS
OG0001571	LOC6627384|XP_002052404.2|DVIR	LOC117134991|XP_033150591.1|DBUS
OG0001572	LOC6631909|XP_002055590.1|DVIR	LOC108605519|XP_017850757.1|DBUS
OG0001573	LOC6636548|XP_032291461.1|DVIR	LOC108600374|XP_017843401.1|DBUS
OG0001574	LOC6631446|XP_032295885.1|DVIR	LOC108606973|XP_017853030.1|DBUS
OG0001575	LOC6635055|XP_002058622.1|DVIR	LOC108601867|XP_017845314.1|DBUS
OG0001576	LOC6629579|XP_002054871.1|DVIR	LOC108604658|XP_017849697.1|DBUS
OG0001577	LOC6635038|XP_015024840.1|DVIR	LOC108602988|XP_017846867.1|DBUS
OG0001578	LOC6624886|XP_002050976.2|DVIR	LOC108597751|XP_017839948.1|DBUS
OG0001579	LOC6634558|XP_032296467.1|DVIR	LOC108606802|XP_017852760.1|DBUS
OG0001580	LOC6626554|XP_015029140.1|DVIR	LOC108597463|XP_017839524.1|DBUS
OG0001581	LOC6631895|XP_032295271.1|DVIR	LOC108605040|XP_033150281.1|DBUS
OG0001582	LOC6635942|XP_002059294.2|DVIR	LOC108596584|XP_017837998.1|DBUS
OG0001583	LOC6635884|XP_032292196.1|DVIR	LOC108596789|XP_017838381.1|DBUS
OG0001584	LOC6623401|XP_002047781.1|DVIR	LOC108598370|XP_017840481.1|DBUS
OG0001585	LOC6634799|XP_002058134.3|DVIR	LOC108605203|XP_017850292.1|DBUS
OG0001586	LOC6624641|XP_002046648.1|DVIR	LOC108599942|XP_017842655.1|DBUS
OG0001587	LOC6626124|XP_002050031.1|DVIR	LOC108596516|XP_017837847.1|DBUS
OG0001588	LOC6626346|XP_002050347.1|DVIR	LOC108595400|XP_017836115.1|DBUS
OG0001589	LOC6629177|XP_002052372.1|DVIR	LOC108608342|XP_017855175.1|DBUS
OG0001590	LOC6625510|XP_032292927.1|DVIR	LOC108596608|XP_017838028.1|DBUS
OG0001591	LOC6635029|XP_015024843.1|DVIR	LOC108604407|XP_017849362.1|DBUS
OG0001592	LOC6635672|XP_015024410.2|DVIR	LOC108607582|XP_033149779.1|DBUS
OG0001593	LOC6635669|XP_032294680.1|DVIR	LOC108608052|XP_033149776.1|DBUS
OG0001594	LOC6627370|XP_032294134.1|DVIR	LOC108598529|XP_033149934.1|DBUS
OG0001595	LOC6625393|XP_002050138.2|DVIR	LOC108597084|XP_017838919.1|DBUS
OG0001596	LOC6633940|XP_002057610.1|DVIR	LOC108594341|XP_033150519.1|DBUS
OG0001598	LOC6634131|XP_002057519.1|DVIR	LOC108608123|XP_033150862.1|DBUS
OG0001599	LOC6628073|XP_002051438.1|DVIR	LOC108608452|XP_017855321.1|DBUS
OG0001600	LOC6628579|XP_032293419.1|DVIR	LOC108607930|XP_033150043.1|DBUS
OG0001601	LOC6628167|XP_002051463.1|DVIR	LOC108608443|XP_017855308.1|DBUS
OG0001602	LOC6634071|XP_002057873.1|DVIR	LOC108598647|XP_017840847.2|DBUS
OG0001603	LOC6634034|XP_002057771.3|DVIR	LOC108595529|XP_033150151.1|DBUS
OG0001604	LOC6633240|XP_002057410.1|DVIR	LOC108605171|XP_033150421.1|DBUS
OG0001604	LOC6629656|XP_002053595.1|DVIR	LOC108603587|XP_017848017.1|DBUS
OG0001605	LOC6626807|XP_002050924.1|DVIR	LOC108595155|XP_017835814.1|DBUS
OG0001606	LOC6626144|XP_032292508.1|DVIR	LOC117135005|XP_033150673.1|DBUS
OG0001607	LOC6627701|XP_002051985.1|DVIR	LOC108607841|XP_017854395.2|DBUS
OG0001608	LOC6633945|XP_002057832.1|DVIR	LOC108594459|XP_017835126.1|DBUS
OG0001609	LOC6636380|XP_002059909.1|DVIR	LOC108594756|XP_033149083.1|DBUS
OG0001610	LOC6634354|XP_002057818.2|DVIR	LOC108601882|XP_017845349.2|DBUS
OG0001611	LOC6634650|XP_002058301.3|DVIR	LOC108605343|XP_017850502.1|DBUS
OG0001611	LOC6627980|XP_002052692.2|DVIR	LOC108607884|XP_017854477.1|DBUS
OG0001612	LOC6628384|XP_002052636.1|DVIR	LOC108607975|XP_017854617.1|DBUS
OG0001613	LOC6628091|XP_002051151.1|DVIR	LOC108599269|XP_017841558.1|DBUS
OG0001614	LOC6625998|XP_032292709.1|DVIR	LOC108595403|XP_017836118.1|DBUS
OG0001615	LOC6627742|XP_015028037.1|DVIR	LOC108607651|XP_033150804.1|DBUS
OG0001616	LOC6628926|XP_002052349.1|DVIR	LOC108594444|XP_017835108.1|DBUS
OG0001617	LOC6628393|XP_015028130.1|DVIR	LOC108608231|XP_033150433.1|DBUS
OG0001618	LOC6636275|XP_002059688.3|DVIR	LOC108607318|XP_017853478.1|DBUS
OG0001619	LOC6627417|XP_002051090.1|DVIR	LOC108608075|XP_017854760.1|DBUS
OG0001620	LOC6633678|XP_002057283.2|DVIR, LOC6633679|XP_002057284.1|DVIR	LOC108607217|XP_017853374.1|DBUS, LOC108594373|XP_017835024.1|DBUS, LOC108600646|XP_017843832.1|DBUS
OG0001621	LOC6624982|XP_032292122.1|DVIR	LOC108594737|XP_017835364.1|DBUS
OG0001622	LOC6636031|XP_002059636.1|DVIR	LOC108606468|XP_017852080.1|DBUS
OG0001623	LOC6627777|XP_032294236.1|DVIR	LOC108607926|XP_017854529.1|DBUS
OG0001624	LOC6634215|XP_002057808.1|DVIR	LOC108601953|XP_017845431.2|DBUS
OG0001625	LOC6624951|XP_002049175.2|DVIR	LOC108594705|XP_033150989.1|DBUS
OG0001625	LOC6628782|XP_002051065.1|DVIR	LOC108608224|XP_017854990.1|DBUS
OG0001626	LOC6627793|XP_002052681.2|DVIR	LOC108598881|XP_017841133.1|DBUS
OG0001627	LOC6630269|XP_002053698.1|DVIR	LOC108602377|XP_017845971.1|DBUS
OG0001628	LOC6630020|XP_032292713.1|DVIR	LOC108601297|XP_017844686.1|DBUS, LOC108601298|XP_017844687.1|DBUS
OG0001629	LOC6635260|XP_032296678.1|DVIR	LOC108604795|XP_033150695.1|DBUS
OG0001630	LOC6635057|XP_002058624.1|DVIR	LOC108601721|XP_017845127.1|DBUS
OG0001631	LOC6629460|XP_002054707.1|DVIR	LOC108603976|XP_017848689.1|DBUS
OG0001632	LOC6629097|XP_002052442.1|DVIR	LOC108599423|XP_017841727.1|DBUS
OG0001633	LOC6632294|XP_002056736.1|DVIR	LOC108601663|XP_017845053.1|DBUS
OG0001634	LOC6635246|XP_032296667.1|DVIR	LOC108604042|XP_017848794.1|DBUS
OG0001635	LOC6630863|XP_002053465.1|DVIR	LOC108601833|XP_017845263.1|DBUS
OG0001636	LOC6630794|XP_002054652.1|DVIR	LOC108602479|XP_017846091.1|DBUS
OG0001637	LOC6629588|XP_002052995.1|DVIR	LOC108603171|XP_017847217.1|DBUS
OG0001638	LOC6633428|XP_002057221.2|DVIR	LOC108605427|XP_017850592.1|DBUS
OG0001639	LOC6635865|XP_002059339.2|DVIR	LOC108597589|XP_017839697.1|DBUS
OG0001640	LOC6630700|XP_015027746.1|DVIR	LOC108601889|XP_017845353.1|DBUS
OG0001641	LOC6630119|XP_002053390.1|DVIR	LOC108604603|XP_017849629.1|DBUS
OG0001642	LOC6631893|XP_002055494.1|DVIR	LOC108607280|XP_017853464.1|DBUS
OG0001643	LOC6628428|XP_032294349.1|DVIR	LOC108608257|XP_033150818.1|DBUS
OG0001644	LOC6623223|XP_002047631.2|DVIR	LOC108598986|XP_017841242.1|DBUS
OG0001645	LOC6626701|XP_032292740.1|DVIR	LOC108597279|XP_017839739.2|DBUS
OG0001646	LOC6625117|XP_002049497.1|DVIR	LOC108596763|XP_017838338.1|DBUS
OG0001647	LOC6625419|XP_032292754.1|DVIR	LOC108595225|XP_017835902.2|DBUS
OG0001648	LOC6624082|XP_032294396.1|DVIR, LOC116650710|XP_032291056.1|DVIR	LOC108598225|XP_033149650.1|DBUS
OG0001649	LOC6626679|XP_002050874.1|DVIR	LOC108597011|XP_017838778.1|DBUS
OG0001650	LOC6626085|XP_032293018.1|DVIR	LOC108597465|XP_033149113.1|DBUS
OG0001652	LOC6624475|XP_002048399.1|DVIR	LOC108598856|XP_017841103.1|DBUS
OG0001653	LOC6624244|XP_002048656.1|DVIR	LOC108600712|XP_017843934.2|DBUS
OG0001654	LOC6625050|XP_002049171.1|DVIR	LOC108597043|XP_017838829.1|DBUS
OG0001655	LOC6625107|XP_002049281.2|DVIR	LOC108594607|XP_017835238.1|DBUS, LOC108596531|XP_017837906.1|DBUS
OG0001656	LOC6628735|XP_002051072.2|DVIR	LOC108594268|XP_017834887.1|DBUS
OG0001657	LOC6623640|XP_002048241.1|DVIR	LOC108598776|XP_017841006.1|DBUS
OG0001658	LOC6624681|XP_002047644.1|DVIR	LOC108600377|XP_017843406.1|DBUS
OG0001659	LOC6622043|XP_002047961.1|DVIR	LOC108601095|XP_017844495.1|DBUS
OG0001660	LOC6624689|XP_002046642.1|DVIR	LOC108599525|XP_017841888.1|DBUS
OG0001661	LOC6629172|XP_002051911.1|DVIR	LOC108604548|XP_017849567.1|DBUS
OG0001661	LOC6632467|XP_002055803.1|DVIR	LOC108602519|XP_017846142.1|DBUS
OG0001662	LOC6622471|XP_002046420.2|DVIR	LOC108600452|XP_017843528.2|DBUS
OG0001663	LOC6632890|XP_002056190.2|DVIR	LOC108601669|XP_017845060.1|DBUS
OG0001664	LOC6625272|XP_002049363.1|DVIR	LOC108597237|XP_017839175.1|DBUS
OG0001666	LOC6627997|XP_002051786.1|DVIR	LOC108607616|XP_017854018.1|DBUS
OG0001667	LOC6625155|XP_002050616.2|DVIR	LOC108595170|XP_017835830.1|DBUS
OG0001668	LOC6624478|XP_002046534.1|DVIR	LOC108600255|XP_017843182.1|DBUS
OG0001669	LOC6623370|XP_002047775.3|DVIR	LOC108598366|XP_017840476.1|DBUS
OG0001670	LOC6625804|XP_002049188.1|DVIR	LOC108596238|XP_017837269.1|DBUS
OG0001671	LOC116651820|XP_032294783.1|DVIR, LOC6631777|XP_002055185.1|DVIR, LOC6627957|XP_002052533.1|DVIR	LOC108605443|XP_017850618.1|DBUS
OG0001672	LOC6626750|XP_002050253.1|DVIR	LOC108596307|XP_017837399.1|DBUS
OG0001673	LOC26531419|XP_015030328.1|DVIR	LOC108595861|XP_017836641.1|DBUS, LOC108594724|XP_017835352.1|DBUS, LOC108594725|XP_017835353.1|DBUS
OG0001674	LOC6632955|XP_002056572.1|DVIR	LOC108604259|XP_017849142.1|DBUS
OG0001675	LOC6632995|XP_002056496.1|DVIR	LOC108604265|XP_017849148.1|DBUS
OG0001676	LOC6635909|XP_002059434.1|DVIR	LOC117134719|XP_033149193.1|DBUS
OG0001678	LOC6631416|XP_032295640.1|DVIR	LOC108605382|XP_017850540.2|DBUS
OG0001679	LOC6636177|XP_002059563.1|DVIR	LOC108607235|XP_017853402.1|DBUS
OG0001680	LOC6629747|XP_002053889.1|DVIR, LOC6634612|XP_002058097.3|DVIR	LOC108603549|XP_017847957.2|DBUS
OG0001681	LOC6632197|XP_032295509.1|DVIR	LOC108605564|XP_017850820.1|DBUS
OG0001682	LOC6633484|XP_002056993.1|DVIR	LOC108605792|XP_017851083.1|DBUS
OG0001683	LOC6634310|XP_002057560.1|DVIR	LOC108608492|XP_033150739.1|DBUS
OG0001684	LOC6636231|XP_002059711.1|DVIR	LOC108607402|XP_017853671.1|DBUS
OG0001685	LOC6627830|XP_002051754.1|DVIR	LOC108598394|XP_017840507.1|DBUS
OG0001686	LOC6636719|XP_002060192.1|DVIR	LOC108606446|XP_017852049.1|DBUS
OG0001687	LOC6634595|XP_002058250.1|DVIR	LOC108606192|XP_017851540.1|DBUS
OG0001688	LOC6636043|XP_002059570.1|DVIR	LOC108605961|XP_017851269.1|DBUS
OG0001689	LOC6636165|XP_032295804.1|DVIR	LOC108606882|XP_017852896.1|DBUS
OG0001690	LOC6622427|XP_002047201.1|DVIR	LOC108598701|XP_017840914.1|DBUS
OG0001691	LOC6628425|XP_002051864.1|DVIR	LOC108604832|XP_017849395.1|DBUS
OG0001692	LOC6635101|XP_002058661.3|DVIR	LOC108602339|XP_017845917.1|DBUS
OG0001693	LOC6634552|XP_002057969.1|DVIR	LOC108605236|XP_017850338.1|DBUS
OG0001694	LOC6632586|XP_015025869.2|DVIR	LOC108601403|XP_017844791.1|DBUS
OG0001695	LOC6629748|XP_002053890.1|DVIR, LOC6636636|XP_002060103.1|DVIR	LOC108596366|XP_017837524.1|DBUS
OG0001696	LOC6631252|XP_032288902.1|DVIR	LOC108603568|XP_017847974.1|DBUS
OG0001697	LOC6635230|XP_032296693.1|DVIR	LOC108601702|XP_017845104.1|DBUS
OG0001698	LOC6634422|XP_032289268.1|DVIR	LOC108606782|XP_017852695.1|DBUS
OG0001699	LOC6629707|XP_015027257.1|DVIR	LOC108601587|XP_033149883.1|DBUS
OG0001700	LOC6631235|XP_002054664.2|DVIR	LOC108602583|XP_017846208.1|DBUS
OG0001701	LOC6635179|XP_032294978.1|DVIR	LOC108603787|XP_017848372.1|DBUS
OG0001702	LOC6633956|XP_002057759.1|DVIR	LOC108599142|XP_017841422.1|DBUS
