Orthogroup	DVIR.longest_only	SLEB.longest_only
OG0002492	LOC6625213|XP_002049579.1|DVIR	LOC115620547|XP_030369693.1|SLEB
OG0002493	LOC6625936|XP_002048904.3|DVIR	LOC115626982|XP_030378361.1|SLEB
OG0002494	LOC6632765|XP_032289688.1|DVIR	LOC115623923|XP_030374340.1|SLEB
OG0002495	LOC6626491|XP_002049690.1|DVIR	LOC115622644|XP_030372550.1|SLEB
OG0002496	LOC6630434|XP_002053475.1|DVIR	LOC115625351|XP_030376245.1|SLEB
OG0002497	LOC6623667|XP_002046197.1|DVIR	LOC115633163|XP_030386434.1|SLEB
OG0002498	LOC6624599|XP_032291197.1|DVIR	LOC115622424|XP_030372219.1|SLEB
OG0002499	LOC6623060|XP_002047097.1|DVIR	LOC115622805|XP_030372733.1|SLEB
OG0002500	LOC6633007|XP_002056129.2|DVIR	LOC115621795|XP_030371429.1|SLEB
OG0002501	LOC6632477|XP_002056290.1|DVIR, LOC6633230|XP_002056288.2|DVIR, LOC6635710|XP_002059259.1|DVIR	LOC115630701|XP_030383213.1|SLEB
OG0002502	LOC6625394|XP_002050139.1|DVIR	LOC115633537|XP_030386857.1|SLEB
OG0002503	LOC116650455|XP_032290000.1|DVIR, LOC116652284|XP_032296481.1|DVIR	LOC115628194|XP_030380047.1|SLEB
OG0002504	LOC6622635|XP_002048446.1|DVIR	LOC115622209|XP_030371965.1|SLEB
OG0002505	LOC6625642|XP_002050312.1|DVIR	LOC115627972|XP_030379727.1|SLEB
OG0002508	LOC6632167|XP_015026462.1|DVIR	LOC115627542|XP_030379110.1|SLEB
OG0002509	LOC6625947|XP_002050344.1|DVIR	LOC115634623|XP_030388340.1|SLEB
OG0002510	LOC116651813|XP_032294774.1|DVIR, LOC6631778|XP_002055186.1|DVIR	LOC115628855|XP_030380965.1|SLEB
OG0002511	LOC6630584|XP_002053856.1|DVIR	LOC115620916|XP_030370273.1|SLEB
OG0002512	LOC6636244|XP_032290094.1|DVIR	LOC115627982|XP_030379738.1|SLEB
OG0002513	LOC6630047|XP_032295129.1|DVIR	LOC115620419|XP_030369503.1|SLEB
OG0002514	LOC6622802|XP_002047051.1|DVIR	LOC115624603|XP_030375208.1|SLEB
OG0002516	LOC6632985|XP_002056488.1|DVIR	LOC115624027|XP_030374464.1|SLEB
OG0002517	LOC6631993|XP_015026584.1|DVIR	LOC115627606|XP_030379190.1|SLEB
OG0002518	LOC6632911|XP_002056256.2|DVIR	LOC115620283|XP_030369317.1|SLEB
OG0002519	LOC6626381|XP_002050055.1|DVIR	LOC115629619|XP_030381981.1|SLEB
OG0002520	LOC6634752|XP_032296415.1|DVIR	LOC115627509|XP_030379063.1|SLEB
OG0002521	LOC6635427|XP_002059063.1|DVIR	LOC115627690|XP_030379293.1|SLEB
OG0002522	LOC6632851|XP_002056249.2|DVIR	LOC115621160|XP_030370580.1|SLEB
OG0002523	LOC6629771|XP_032296730.1|DVIR	LOC115625099|XP_030375863.1|SLEB
OG0002524	LOC6631436|XP_002054960.2|DVIR	LOC115629804|XP_030382226.1|SLEB
OG0002525	LOC6623603|XP_002046943.1|DVIR	LOC115622214|XP_030371969.1|SLEB
OG0002526	LOC6634883|XP_002058502.1|DVIR	LOC115620424|XP_030369511.1|SLEB
OG0002527	LOC6629914|XP_032295005.1|DVIR	LOC115620188|XP_030369178.1|SLEB
OG0002528	LOC6633576|XP_032296548.1|DVIR	LOC115628806|XP_030380879.1|SLEB
OG0002529	LOC6632842|XP_002055815.2|DVIR	LOC115621185|XP_030370619.1|SLEB
OG0002530	LOC6633928|XP_002057617.1|DVIR	LOC115625808|XP_030376850.1|SLEB
OG0002531	LOC6628243|XP_002051454.1|DVIR	LOC115626428|XP_030377661.1|SLEB
OG0002532	LOC6636757|XP_002060215.1|DVIR	LOC115628075|XP_030379909.1|SLEB
OG0002533	LOC6631944|XP_032295595.1|DVIR	LOC115626735|XP_030378042.1|SLEB
OG0002534	LOC116650963|XP_032292198.1|DVIR, LOC6627209|XP_002050127.1|DVIR	LOC115629335|XP_030381645.1|SLEB
OG0002535	LOC6623057|XP_002047571.1|DVIR	LOC115633953|XP_030387333.1|SLEB
OG0002536	LOC6632465|XP_002055851.1|DVIR	LOC115621066|XP_030370451.1|SLEB
OG0002537	LOC6625980|XP_002049995.1|DVIR	LOC115634580|XP_030388273.1|SLEB
OG0002539	LOC6626336|XP_002048866.1|DVIR	LOC115634715|XP_030388458.1|SLEB
OG0002540	LOC6633086|XP_002055964.1|DVIR	LOC115621578|XP_030371128.1|SLEB
OG0002541	LOC6631520|XP_002055317.2|DVIR	LOC115627779|XP_030379448.1|SLEB
OG0002542	LOC116652257|XP_032296378.1|DVIR, LOC116650157|XP_032289359.1|DVIR	LOC115626647|XP_030377912.1|SLEB
OG0002543	LOC6633651|XP_002056845.1|DVIR	LOC115627179|XP_030378640.1|SLEB
OG0002544	LOC6630918|XP_002053777.3|DVIR	LOC115620223|XP_030369224.1|SLEB
OG0002545	LOC116650021|XP_032289246.1|DVIR, LOC6634734|XP_002058333.1|DVIR	LOC115626710|XP_030378005.1|SLEB
OG0002547	LOC6633661|XP_002056855.1|DVIR	LOC115628877|XP_030380993.1|SLEB
OG0002548	LOC6631430|XP_015026689.1|DVIR	LOC115627864|XP_030379601.1|SLEB
OG0002549	LOC6631708|XP_002055356.2|DVIR	LOC115627127|XP_030378558.1|SLEB
OG0002550	LOC6636663|XP_032295784.1|DVIR	LOC115628695|XP_030380733.1|SLEB
OG0002551	LOC6629368|XP_002054446.1|DVIR	LOC115621138|XP_030370551.1|SLEB
OG0002552	LOC6628593|XP_002051208.1|DVIR	LOC115625730|XP_030376741.1|SLEB
OG0002553	LOC6631304|XP_002055047.2|DVIR	LOC115627499|XP_030379046.1|SLEB
OG0002554	LOC6636074|XP_002059605.1|DVIR	LOC115626783|XP_030378108.1|SLEB
OG0002555	LOC6633257|XP_002056881.1|DVIR	LOC115627263|XP_030378751.1|SLEB
OG0002556	LOC6628241|XP_002051452.1|DVIR	LOC115626336|XP_030377541.1|SLEB
OG0002557	LOC6636139|XP_002059533.1|DVIR	LOC115633035|XP_030386239.1|SLEB
OG0002558	LOC6630784|XP_002054818.1|DVIR	LOC115620595|XP_030369765.1|SLEB
OG0002559	LOC6622331|XP_002046689.1|DVIR	LOC115628077|XP_030379910.1|SLEB
OG0002560	LOC6635140|XP_002058377.1|DVIR	LOC115620522|XP_030369648.1|SLEB
OG0002561	LOC6629714|XP_015027367.1|DVIR	LOC115620350|XP_030369411.1|SLEB
OG0002562	LOC6631727|XP_002055574.1|DVIR	LOC115627250|XP_030378736.1|SLEB
OG0002563	LOC6632110|XP_002055633.2|DVIR	LOC115627248|XP_030378733.1|SLEB
OG0002564	LOC6629500|XP_002054520.1|DVIR	LOC115620254|XP_030369264.1|SLEB
OG0002565	LOC6630710|XP_015027608.1|DVIR	LOC115621236|XP_030370687.1|SLEB
OG0002566	LOC6632909|XP_032289505.1|DVIR	LOC115620364|XP_030369429.1|SLEB
OG0002567	LOC6634754|XP_002058047.1|DVIR	LOC115629877|XP_030382335.1|SLEB
OG0002568	LOC116650007|XP_032289212.1|DVIR, LOC6636925|XP_002060381.1|DVIR	LOC115626895|XP_030378265.1|SLEB
OG0002569	LOC6624697|XP_002048134.1|DVIR	LOC115625221|XP_030376064.1|SLEB
OG0002570	LOC6632585|XP_032289521.1|DVIR	LOC115621653|XP_030371216.1|SLEB
OG0002571	LOC6632587|XP_032289414.1|DVIR	LOC115621675|XP_030371246.1|SLEB
OG0002572	LOC6624918|XP_002049113.2|DVIR	LOC115634285|XP_030387798.1|SLEB
OG0002573	LOC6632812|XP_002056239.1|DVIR	LOC115621416|XP_030370925.1|SLEB
OG0002574	LOC6632906|XP_002056251.1|DVIR	LOC115620657|XP_030369867.1|SLEB
OG0002575	LOC6630886|XP_002053132.1|DVIR	LOC115623620|XP_030373902.1|SLEB
OG0002576	LOC6633341|XP_015025541.1|DVIR	LOC115627182|XP_030378643.1|SLEB
OG0002577	LOC6623064|XP_002046706.1|DVIR	LOC115632339|XP_030385303.1|SLEB
OG0002578	LOC6628939|XP_002052754.1|DVIR	LOC115630596|XP_030383075.1|SLEB
OG0002579	LOC6628949|XP_002052352.1|DVIR	LOC115631872|XP_030384580.1|SLEB
OG0002580	LOC6636415|XP_002059871.1|DVIR	LOC115633807|XP_030387151.1|SLEB
OG0002581	LOC6629936|XP_032295268.1|DVIR	LOC115621016|XP_030370396.1|SLEB
OG0002582	LOC6635257|XP_002058740.2|DVIR	LOC115628093|XP_030379930.1|SLEB
OG0002583	LOC6631198|XP_015027260.2|DVIR	LOC115621615|XP_030371170.1|SLEB
OG0002584	LOC6622428|XP_002047498.1|DVIR	LOC115633037|XP_030386245.1|SLEB
OG0002585	LOC26531275|XP_015031718.1|DVIR	LOC115634021|XP_030387413.1|SLEB
OG0002586	LOC6631195|XP_015026832.1|DVIR	LOC115620328|XP_030369382.1|SLEB
OG0002587	LOC6631010|XP_002053954.2|DVIR	LOC115620684|XP_030369913.1|SLEB
OG0002588	LOC6630043|XP_002054562.1|DVIR	LOC115620442|XP_030369530.1|SLEB
OG0002589	LOC116650263|XP_032289392.1|DVIR, LOC6631036|XP_002054127.1|DVIR	LOC115620623|XP_030369810.1|SLEB
OG0002590	LOC6631877|XP_002054950.3|DVIR	LOC115627630|XP_030379226.1|SLEB
OG0002591	LOC6629475|XP_002054090.2|DVIR	LOC115620668|XP_030369884.1|SLEB
OG0002592	LOC6633217|XP_032289571.1|DVIR	LOC115621610|XP_030371163.1|SLEB
OG0002593	LOC6632299|XP_032289426.1|DVIR	LOC115621178|XP_030370602.1|SLEB
OG0002594	LOC6635144|XP_032294877.1|DVIR	LOC115620759|XP_030370016.1|SLEB
OG0002595	LOC6631149|XP_032294836.1|DVIR	LOC115620212|XP_030369209.1|SLEB
OG0002596	LOC6633125|XP_032289559.1|DVIR	LOC115621124|XP_030370530.1|SLEB
OG0002597	LOC6633090|XP_002056273.1|DVIR	LOC115620726|XP_030369966.1|SLEB
OG0002598	LOC6635161|XP_032289352.1|DVIR	LOC115620194|XP_030369185.1|SLEB
OG0002599	LOC6635268|XP_032289863.1|DVIR	LOC115628083|XP_030379920.1|SLEB
OG0002600	LOC6625917|XP_032292514.1|DVIR	LOC115620345|XP_030369409.1|SLEB
OG0002601	LOC6635018|XP_032295288.1|DVIR	LOC115623876|XP_030374284.1|SLEB
OG0002602	LOC6629687|XP_002053985.1|DVIR	LOC115621853|XP_030371525.1|SLEB
OG0002603	LOC6633172|XP_002056154.2|DVIR	LOC115621625|XP_030371181.1|SLEB
OG0002604	LOC6633169|XP_002056151.1|DVIR	LOC115621781|XP_030371396.1|SLEB
OG0002605	LOC6635076|XP_002058722.2|DVIR	LOC115620690|XP_030369919.1|SLEB
OG0002606	LOC6634999|XP_032294889.1|DVIR	LOC115621484|XP_030371005.1|SLEB
OG0002607	LOC6634997|XP_002058510.1|DVIR	LOC115621488|XP_030371014.1|SLEB
OG0002608	LOC6629862|XP_002053339.2|DVIR	LOC115625145|XP_030375926.1|SLEB
OG0002609	LOC6635811|XP_002059320.1|DVIR	LOC115632020|XP_030384827.1|SLEB
OG0002610	LOC6634891|XP_002058479.1|DVIR	LOC115623660|XP_030373978.1|SLEB
OG0002611	LOC6629943|XP_002053001.1|DVIR	LOC115625517|XP_030376441.1|SLEB
OG0002612	LOC6630384|XP_002054010.3|DVIR	LOC115629635|XP_030381996.1|SLEB, LOC115620887|XP_030370229.1|SLEB
OG0002613	LOC6634856|XP_032295367.1|DVIR	LOC115620505|XP_030369620.1|SLEB
OG0002614	LOC6630904|XP_032295023.1|DVIR	LOC115621173|XP_030370597.1|SLEB
OG0002615	LOC6636754|XP_015023757.1|DVIR	LOC115633443|XP_030386756.1|SLEB
OG0002616	LOC6629666|XP_002054760.1|DVIR	LOC115620844|XP_030370143.1|SLEB
OG0002617	LOC6636758|XP_002060216.2|DVIR	LOC115628078|XP_030379912.1|SLEB
OG0002618	LOC6633030|XP_002056057.1|DVIR	LOC115621963|XP_030371671.1|SLEB
OG0002619	LOC6632599|XP_015025908.1|DVIR	LOC115625432|XP_030376334.1|SLEB
OG0002620	LOC6630337|XP_032296716.1|DVIR	LOC115625616|XP_030376613.1|SLEB
OG0002621	LOC6632383|XP_002056006.1|DVIR	LOC115620703|XP_030369936.1|SLEB
OG0002622	LOC6623661|XP_002046182.1|DVIR	LOC115632182|XP_030385076.1|SLEB
OG0002623	LOC6631265|XP_002053817.1|DVIR	LOC115620823|XP_030370113.1|SLEB
OG0002624	LOC6631089|XP_015027546.1|DVIR	LOC115621141|XP_030370558.1|SLEB
OG0002625	LOC6631086|XP_032293614.1|DVIR	LOC115620732|XP_030369978.1|SLEB
OG0002626	LOC6634576|XP_015025027.1|DVIR	LOC115626689|XP_030377977.1|SLEB
OG0002627	LOC6635190|XP_032295110.1|DVIR	LOC115620261|XP_030369272.1|SLEB
OG0002628	LOC6629424|XP_002054356.1|DVIR	LOC115621433|XP_030370945.1|SLEB
OG0002629	LOC6630593|XP_032289968.1|DVIR	LOC115625375|XP_030376273.1|SLEB
OG0002630	LOC116649744|XP_032296074.1|DVIR, LOC6633139|XP_002056378.1|DVIR	LOC115623637|XP_030373939.1|SLEB
OG0002631	LOC6632593|XP_002056020.1|DVIR	LOC115621075|XP_030370464.1|SLEB
OG0002632	LOC6630007|XP_002054769.1|DVIR	LOC115621754|XP_030371348.1|SLEB
OG0002633	LOC6632845|XP_002056243.1|DVIR	LOC115620221|XP_030369221.1|SLEB
OG0002634	LOC6634924|XP_015024863.1|DVIR	LOC115629457|XP_030381783.1|SLEB
OG0002635	LOC6630829|XP_002054115.1|DVIR, LOC116650260|XP_032289390.1|DVIR	LOC115621387|XP_030370881.1|SLEB
OG0002636	LOC6634970|XP_002058717.1|DVIR	LOC115620698|XP_030369929.1|SLEB
OG0002637	LOC6627882|XP_002052006.1|DVIR	LOC115631430|XP_030384022.1|SLEB
OG0002638	LOC6635219|XP_002058407.1|DVIR	LOC115622023|XP_030371742.1|SLEB
OG0002639	LOC6632841|XP_032289476.1|DVIR	LOC115623360|XP_030373505.1|SLEB
OG0002640	LOC6634847|XP_032295195.1|DVIR	LOC115622008|XP_030371723.1|SLEB
OG0002641	LOC6634941|XP_002058530.1|DVIR	LOC115621212|XP_030370654.1|SLEB
OG0002642	LOC6634942|XP_002058531.2|DVIR	LOC115621372|XP_030370859.1|SLEB
OG0002643	LOC6634943|XP_032295196.1|DVIR	LOC115620654|XP_030369864.1|SLEB
OG0002644	LOC6634907|XP_002058559.2|DVIR	LOC115621706|XP_030371273.1|SLEB, LOC115625645|XP_030376632.1|SLEB
OG0002645	LOC6635113|XP_002058565.3|DVIR	LOC115620851|XP_030370155.1|SLEB
OG0002646	LOC6629525|XP_002053327.1|DVIR	LOC115625255|XP_030376110.1|SLEB
OG0002647	LOC6631002|XP_002053948.1|DVIR	LOC115621276|XP_030370739.1|SLEB
OG0002648	LOC6630976|XP_015027552.1|DVIR	LOC115625164|XP_030375956.1|SLEB
OG0002649	LOC6630304|XP_002054189.2|DVIR	LOC115622809|XP_030372737.1|SLEB
OG0002650	LOC6631001|XP_002053947.1|DVIR	LOC115629503|XP_030381842.1|SLEB, LOC115620797|XP_030370076.1|SLEB, LOC115633410|XP_030386714.1|SLEB
OG0002651	LOC6630890|XP_002053136.2|DVIR	LOC115623690|XP_030374021.1|SLEB
OG0002652	LOC6632380|XP_002056003.1|DVIR	LOC115621707|XP_030371274.1|SLEB
OG0002653	LOC6634933|XP_002058703.2|DVIR	LOC115620270|XP_030369292.1|SLEB
OG0002654	LOC6634866|XP_002058701.2|DVIR	LOC115622037|XP_030371764.1|SLEB
OG0002655	LOC6630088|XP_015027628.1|DVIR	LOC115620640|XP_030369840.1|SLEB
OG0002656	LOC6632238|XP_002056086.1|DVIR	LOC115620490|XP_030369590.1|SLEB
OG0002657	LOC116651819|XP_032294781.1|DVIR, LOC6630830|XP_015027010.1|DVIR, LOC116652017|XP_032295552.1|DVIR	LOC115621418|XP_030370927.1|SLEB
OG0002658	LOC6632826|XP_002055912.1|DVIR	LOC115620761|XP_030370021.1|SLEB
OG0002659	LOC6629697|XP_002053978.2|DVIR	LOC115620541|XP_030369684.1|SLEB
OG0002660	LOC116651871|XP_032295006.1|DVIR, LOC6631788|XP_002054917.2|DVIR, LOC6631814|XP_002054916.3|DVIR	LOC115627484|XP_030379023.1|SLEB
OG0002661	LOC6630909|XP_002054503.2|DVIR	LOC115621606|XP_030371158.1|SLEB
OG0002662	LOC6626782|XP_002048868.2|DVIR	LOC115634716|XP_030388459.1|SLEB
OG0002663	LOC6632224|XP_032288783.1|DVIR	LOC115625051|XP_030375764.1|SLEB
OG0002664	LOC6635690|XP_032294736.1|DVIR	LOC115631578|XP_030384232.1|SLEB
OG0002665	LOC6626435|XP_002050408.1|DVIR	LOC115632028|XP_030384839.1|SLEB
OG0002666	LOC6626433|XP_032291562.1|DVIR	LOC115634560|XP_030388236.1|SLEB
OG0002667	LOC6625345|XP_002050427.1|DVIR	LOC115628039|XP_030379846.1|SLEB
OG0002668	LOC6623090|XP_002046391.1|DVIR	LOC115628285|XP_030380182.1|SLEB
OG0002669	LOC6634373|XP_002057567.2|DVIR	LOC115628488|XP_030380476.1|SLEB
OG0002670	LOC6624002|XP_002048292.1|DVIR	LOC115632128|XP_030384994.1|SLEB
OG0002671	LOC6624557|XP_032291186.1|DVIR	LOC115632211|XP_030385126.1|SLEB
OG0002672	LOC6625388|XP_032291864.1|DVIR	LOC115634166|XP_030387607.1|SLEB
OG0002673	LOC6625549|XP_002049984.1|DVIR	LOC115631702|XP_030384392.1|SLEB
OG0002674	LOC6625587|XP_032292247.1|DVIR	LOC115628019|XP_030379810.1|SLEB
OG0002675	LOC116650698|XP_032291023.1|DVIR, LOC6624033|XP_002046400.1|DVIR	LOC115622346|XP_030372118.1|SLEB
OG0002676	LOC6626232|XP_015029601.1|DVIR	LOC115628778|XP_030380852.1|SLEB
OG0002677	LOC6624864|XP_002048883.2|DVIR	LOC115633609|XP_030386907.1|SLEB
OG0002678	LOC6636494|XP_002059856.2|DVIR, LOC116651242|XP_032293119.1|DVIR	LOC115630475|XP_030382913.1|SLEB
OG0002679	LOC6635320|XP_015024709.1|DVIR	LOC115634105|XP_030387522.1|SLEB
OG0002680	LOC6636012|XP_002059512.2|DVIR	LOC115629670|XP_030382048.1|SLEB
OG0002681	LOC6626444|XP_015029361.1|DVIR	LOC115624631|XP_030375247.1|SLEB
OG0002682	LOC6636600|XP_002060037.1|DVIR	LOC115623289|XP_030373433.1|SLEB
OG0002683	LOC6630638|XP_002053636.1|DVIR	LOC115625319|XP_030376201.1|SLEB
OG0002684	LOC6636728|XP_002060123.1|DVIR	LOC115627859|XP_030379580.1|SLEB
OG0002685	LOC6623295|XP_032291406.1|DVIR	LOC115632638|XP_030385728.1|SLEB
OG0002686	LOC6624133|XP_002047420.2|DVIR	LOC115632803|XP_030385914.1|SLEB
OG0002687	LOC6622458|XP_015030656.1|DVIR	LOC115630263|XP_030382660.1|SLEB
OG0002688	LOC6624633|XP_002046613.2|DVIR	LOC115623148|XP_030373217.1|SLEB
OG0002689	LOC6636656|XP_002060134.3|DVIR	LOC115633271|XP_030386539.1|SLEB
OG0002690	LOC6623211|XP_002048545.2|DVIR	LOC115628255|XP_030380137.1|SLEB
OG0002691	LOC6627023|XP_032292559.1|DVIR	LOC115634307|XP_030387823.1|SLEB
OG0002692	LOC6625794|XP_002049990.2|DVIR	LOC115626768|XP_030378089.1|SLEB
OG0002693	LOC6622257|XP_002046376.1|DVIR	LOC115628385|XP_030380329.1|SLEB, LOC115628335|XP_030380259.1|SLEB
OG0002694	LOC6625751|XP_002050525.1|DVIR	LOC115620081|XP_030369123.1|SLEB
OG0002695	LOC6624301|XP_002046357.1|DVIR	LOC115624977|XP_030375692.1|SLEB
OG0002696	LOC6624018|XP_002046263.1|DVIR	LOC115628238|XP_030380111.1|SLEB
OG0002697	LOC6623630|XP_002048297.2|DVIR	LOC115632381|XP_030385370.1|SLEB
OG0002698	LOC6623148|XP_002046097.1|DVIR	LOC115632252|XP_030385178.1|SLEB
OG0002699	LOC6624128|XP_032290421.1|DVIR	LOC115622904|XP_030372887.1|SLEB
OG0002700	LOC6624275|XP_015031261.1|DVIR	LOC115623063|XP_030373102.1|SLEB
OG0002701	LOC6626896|XP_032292027.1|DVIR	LOC115626011|XP_030377122.1|SLEB
OG0002702	LOC6635990|XP_032291822.1|DVIR	LOC115630170|XP_030382613.1|SLEB
OG0002703	LOC6635870|XP_032292207.1|DVIR	LOC115625894|XP_030376985.1|SLEB
OG0002704	LOC6636474|XP_002059923.1|DVIR	LOC115620077|XP_030369102.1|SLEB
OG0002705	LOC6623654|XP_032290414.1|DVIR	LOC115622911|XP_030372894.1|SLEB
OG0002706	LOC6636403|XP_002059860.2|DVIR, LOC116650969|XP_032292216.1|DVIR	LOC115627011|XP_030378395.1|SLEB
OG0002707	LOC116649739|XP_032289273.1|DVIR, LOC6622609|XP_032291371.1|DVIR	LOC115624553|XP_030375138.1|SLEB
OG0002708	LOC6623578|XP_002046204.1|DVIR	LOC115632729|XP_030385834.1|SLEB
OG0002709	LOC6635980|XP_002059409.1|DVIR, LOC116650853|XP_032291624.1|DVIR	LOC115624634|XP_030375256.1|SLEB
OG0002710	LOC6635886|XP_002059411.1|DVIR, LOC116650883|XP_032291737.1|DVIR	LOC115624649|XP_030375290.1|SLEB
OG0002711	LOC116650916|XP_032291959.1|DVIR, LOC6635885|XP_002059410.2|DVIR	LOC115634671|XP_030388390.1|SLEB
OG0002712	LOC6626473|XP_015030010.1|DVIR	LOC115621305|XP_030370782.1|SLEB
OG0002713	LOC6625183|XP_032291966.1|DVIR	LOC115633673|XP_030386980.1|SLEB
OG0002714	LOC6627083|XP_002048787.3|DVIR	LOC115620055|XP_030369048.1|SLEB
OG0002715	LOC6631705|XP_032295599.1|DVIR	LOC115627225|XP_030378708.1|SLEB
OG0002716	LOC6635853|XP_032292106.1|DVIR	LOC115634323|XP_030387841.1|SLEB
OG0002717	LOC6631242|XP_002053643.1|DVIR	LOC115625205|XP_030376032.1|SLEB
OG0002718	LOC6623902|XP_002046864.2|DVIR	LOC115622368|XP_030372145.1|SLEB
OG0002719	LOC6629673|XP_002053656.1|DVIR	LOC115624025|XP_030374461.1|SLEB
OG0002720	LOC6624282|XP_002046933.3|DVIR	LOC115622341|XP_030372113.1|SLEB
OG0002721	LOC6634257|XP_002057643.1|DVIR	LOC115626153|XP_030377278.1|SLEB
OG0002722	LOC6635983|XP_002059301.1|DVIR	LOC115633779|XP_030387116.1|SLEB
OG0002723	LOC6625042|XP_002048813.1|DVIR	LOC115628698|XP_030380741.1|SLEB
OG0002724	LOC6630336|XP_002053011.1|DVIR	LOC115625615|XP_030376612.1|SLEB
OG0002725	LOC6622854|XP_002047549.1|DVIR	LOC115631325|XP_030383909.1|SLEB
OG0002726	LOC6624184|XP_002047426.1|DVIR	LOC115622540|XP_030372364.1|SLEB
OG0002727	LOC6622691|XP_002047242.1|DVIR	LOC115632848|XP_030385966.1|SLEB
OG0002728	LOC6625156|XP_002050617.2|DVIR	LOC115634600|XP_030388309.1|SLEB
OG0002729	LOC6623602|XP_015031378.1|DVIR	LOC115623176|XP_030373254.1|SLEB
OG0002730	LOC6624832|XP_032292847.1|DVIR	LOC115620620|XP_030369808.1|SLEB
OG0002731	LOC6622810|XP_002046481.1|DVIR	LOC115628244|XP_030380120.1|SLEB
OG0002732	LOC6626917|XP_002050971.1|DVIR	LOC115625841|XP_030376907.1|SLEB
OG0002733	LOC6628364|XP_002052553.1|DVIR	LOC115633829|XP_030387177.1|SLEB
OG0002734	LOC6625793|XP_032292636.1|DVIR	LOC115634579|XP_030388271.1|SLEB
OG0002735	LOC6626998|XP_032292404.1|DVIR	LOC115628509|XP_030380519.1|SLEB
OG0002736	LOC6626356|XP_015029564.1|DVIR	LOC115634547|XP_030388220.1|SLEB
OG0002737	LOC6622704|XP_002047726.1|DVIR	LOC115622914|XP_030372898.1|SLEB
OG0002738	LOC6636917|XP_002060373.1|DVIR	LOC115628309|XP_030380223.1|SLEB
OG0002739	LOC6622761|XP_002048009.1|DVIR	LOC115624718|XP_030375401.1|SLEB
OG0002740	LOC6622780|XP_015030543.1|DVIR	LOC115624717|XP_030375400.1|SLEB
OG0002741	LOC6626820|XP_002050172.2|DVIR	LOC115623499|XP_030373740.1|SLEB
OG0002742	LOC116649723|XP_032291832.1|DVIR, LOC6625018|XP_032288944.1|DVIR	LOC115624237|XP_030374720.1|SLEB
OG0002743	LOC6624454|XP_002046626.1|DVIR	LOC115622360|XP_030372135.1|SLEB, LOC115622361|XP_030372136.1|SLEB
OG0002744	LOC6623930|XP_015031503.1|DVIR	LOC115623242|XP_030373360.1|SLEB
OG0002745	LOC6622122|XP_002046554.1|DVIR	LOC115632581|XP_030385662.1|SLEB
OG0002746	LOC6626536|XP_002050660.2|DVIR	LOC115632894|XP_030386049.1|SLEB
OG0002747	LOC6630543|XP_015026933.1|DVIR	LOC115620764|XP_030370024.1|SLEB
OG0002748	LOC6625319|XP_002050414.1|DVIR	LOC115620023|XP_030368987.1|SLEB
OG0002749	LOC6625424|XP_032292005.1|DVIR	LOC115633116|XP_030386405.1|SLEB
OG0002750	LOC6626681|XP_032292395.1|DVIR	LOC115633641|XP_030386941.1|SLEB
OG0002751	LOC6626824|XP_015029215.1|DVIR	LOC115620014|XP_030368975.1|SLEB
OG0002752	LOC6625709|XP_002050330.1|DVIR	LOC115628625|XP_030380672.1|SLEB
OG0002753	LOC6636371|XP_032292061.1|DVIR	LOC115634719|XP_030388463.1|SLEB
OG0002754	LOC6623627|XP_032290833.1|DVIR	LOC115623155|XP_030373224.1|SLEB
OG0002755	LOC6626983|XP_032291767.1|DVIR	LOC115629006|XP_030381158.1|SLEB
OG0002756	LOC6622643|XP_032291086.1|DVIR	LOC115633049|XP_030386254.1|SLEB
OG0002757	LOC6623304|XP_015031281.1|DVIR	LOC115632891|XP_030386033.1|SLEB, LOC115632754|XP_030385861.1|SLEB
OG0002758	LOC6624814|XP_032291552.1|DVIR	LOC115631234|XP_030383806.1|SLEB
OG0002759	LOC6635807|XP_015024248.1|DVIR	LOC115631035|XP_030383522.1|SLEB
OG0002760	LOC6625268|XP_002050631.1|DVIR	LOC115629252|XP_030381533.1|SLEB
OG0002761	LOC6626989|XP_015029270.1|DVIR	LOC115634429|XP_030387995.1|SLEB
OG0002762	LOC6625078|XP_015029019.1|DVIR	LOC115623837|XP_030374243.1|SLEB
OG0002763	LOC6623647|XP_002046793.1|DVIR	LOC115632395|XP_030385385.1|SLEB
OG0002764	LOC6623468|XP_002046817.1|DVIR	LOC115632116|XP_030384974.1|SLEB
OG0002765	LOC6626023|XP_032291572.1|DVIR	LOC115629741|XP_030382139.1|SLEB
OG0002766	LOC6626024|XP_002050439.1|DVIR	LOC115634475|XP_030388067.1|SLEB
OG0002767	LOC6625731|XP_002051052.2|DVIR	LOC115620468|XP_030369600.1|SLEB
OG0002768	LOC6625305|XP_002049969.2|DVIR	LOC115625073|XP_030375825.1|SLEB
OG0002769	LOC6635940|XP_002059292.1|DVIR	LOC115634277|XP_030387770.1|SLEB
OG0002770	LOC6628480|XP_002052561.1|DVIR	LOC115631660|XP_030384335.1|SLEB
OG0002771	LOC6623740|XP_032291359.1|DVIR	LOC115632703|XP_030385800.1|SLEB
OG0002772	LOC6624125|XP_002047112.1|DVIR	LOC115632175|XP_030385067.1|SLEB
OG0002773	LOC6625837|XP_002050496.1|DVIR	LOC115634018|XP_030387404.1|SLEB
