Orthogroup	DVIR.longest_only	CPIP.longest_only
OG0001573	LOC6636548|XP_032291461.1|DVIR	LOC120414196|XP_039431211.1|CPIP
OG0001574	LOC6631446|XP_032295885.1|DVIR	LOC120432655|XP_039453832.1|CPIP, LOC120422639|XP_039442071.1|CPIP
OG0001575	LOC6635056|XP_032295162.1|DVIR, LOC6635055|XP_002058622.1|DVIR	LOC120429956|XP_039450984.1|CPIP
OG0001576	LOC6629579|XP_002054871.1|DVIR	LOC120415204|XP_039432593.1|CPIP
OG0001577	LOC6635038|XP_015024840.1|DVIR	LOC120416488|XP_039434141.1|CPIP
OG0001579	LOC6634558|XP_032296467.1|DVIR	LOC120412384|XP_039428753.1|CPIP
OG0001580	LOC6626554|XP_015029140.1|DVIR	LOC120421525|XP_039440677.1|CPIP
OG0001581	LOC6631895|XP_032295271.1|DVIR	LOC120418536|XP_039436906.1|CPIP
OG0001582	LOC6635942|XP_002059294.2|DVIR	LOC120417638|XP_039435685.1|CPIP
OG0001583	LOC6635884|XP_032292196.1|DVIR	LOC120424971|XP_039445260.1|CPIP
OG0001584	LOC6623401|XP_002047781.1|DVIR	LOC120427114|XP_039447898.1|CPIP
OG0001586	LOC6624641|XP_002046648.1|DVIR	LOC120429820|XP_039450813.1|CPIP
OG0001587	LOC6626124|XP_002050031.1|DVIR	LOC120421380|XP_039440510.1|CPIP
OG0001588	LOC6626346|XP_002050347.1|DVIR	LOC120422162|XP_039441470.1|CPIP
OG0001593	LOC6635669|XP_032294680.1|DVIR	LOC120428086|XP_039449002.1|CPIP
OG0001594	LOC6627370|XP_032294134.1|DVIR	LOC120425843|XP_039446396.1|CPIP
OG0001595	LOC6625393|XP_002050138.2|DVIR	LOC120430195|XP_039451210.1|CPIP, LOC120415674|XP_039433192.1|CPIP
OG0001596	LOC26531871|XP_015025417.1|DVIR, LOC6633940|XP_002057610.1|DVIR	LOC120418288|XP_039436549.1|CPIP, LOC120426792|XP_039447505.1|CPIP
OG0001597	LOC6629005|XP_032293487.1|DVIR	LOC120419202|XP_039437807.1|CPIP
OG0001598	LOC6634131|XP_002057519.1|DVIR	LOC120413529|XP_039430335.1|CPIP
OG0001599	LOC6628073|XP_002051438.1|DVIR	LOC120413554|XP_039430367.1|CPIP, LOC120431163|XP_039452237.1|CPIP, LOC120413567|XP_039430381.1|CPIP
OG0001600	LOC6628579|XP_032293419.1|DVIR	LOC120420138|XP_039439026.1|CPIP
OG0001601	LOC6628167|XP_002051463.1|DVIR	LOC120414106|XP_039431064.1|CPIP
OG0001602	LOC6634071|XP_002057873.1|DVIR	LOC120414103|XP_039431061.1|CPIP
OG0001603	LOC6634034|XP_002057771.3|DVIR	LOC120414749|XP_039432000.1|CPIP, LOC120414764|XP_039432012.1|CPIP
OG0001604	LOC6633240|XP_002057410.1|DVIR, LOC6629656|XP_002053595.1|DVIR	LOC120413129|XP_039429768.1|CPIP
OG0001605	LOC6626807|XP_002050924.1|DVIR	LOC120413091|XP_039429732.1|CPIP
OG0001606	LOC6626144|XP_032292508.1|DVIR	LOC120416330|XP_039433994.1|CPIP
OG0001607	LOC6627701|XP_002051985.1|DVIR	LOC120418969|XP_039437448.1|CPIP
OG0001608	LOC6633945|XP_002057832.1|DVIR	LOC120427864|XP_039448726.1|CPIP
OG0001609	LOC6636380|XP_002059909.1|DVIR	LOC120420820|XP_039439874.1|CPIP
OG0001610	LOC6634354|XP_002057818.2|DVIR	LOC120428576|XP_039449546.1|CPIP
OG0001611	LOC6634650|XP_002058301.3|DVIR, LOC6627980|XP_002052692.2|DVIR	LOC120420604|XP_039439616.1|CPIP
OG0001612	LOC6628384|XP_002052636.1|DVIR	LOC120419183|XP_039437785.1|CPIP
OG0001613	LOC6628091|XP_002051151.1|DVIR	LOC120416790|XP_039434590.1|CPIP, LOC120416799|XP_039434609.1|CPIP
OG0001614	LOC6625998|XP_032292709.1|DVIR	LOC120422521|XP_039441909.1|CPIP
OG0001615	LOC6627742|XP_015028037.1|DVIR	LOC120419796|XP_039438566.1|CPIP
OG0001616	LOC6628926|XP_002052349.1|DVIR	LOC120423118|XP_039442730.1|CPIP
OG0001617	LOC6628393|XP_015028130.1|DVIR	LOC120432444|XP_039453594.1|CPIP
OG0001619	LOC6627417|XP_002051090.1|DVIR	LOC120428738|XP_039449747.1|CPIP, LOC120428155|XP_039449072.1|CPIP, LOC120414547|XP_039431695.1|CPIP
OG0001620	LOC6633678|XP_002057283.2|DVIR, LOC6633679|XP_002057284.1|DVIR	LOC120429789|XP_039450783.1|CPIP
OG0001621	LOC6624982|XP_032292122.1|DVIR	LOC120432437|XP_039453589.1|CPIP
OG0001622	LOC6636031|XP_002059636.1|DVIR	LOC120432427|XP_039453566.1|CPIP, LOC120418668|XP_039437055.1|CPIP
OG0001623	LOC6627777|XP_032294236.1|DVIR	LOC120420521|XP_039439520.1|CPIP
OG0001624	LOC6634215|XP_002057808.1|DVIR	LOC120423390|XP_039443109.1|CPIP
OG0001625	LOC6624951|XP_002049175.2|DVIR, LOC6628782|XP_002051065.1|DVIR	LOC120423393|XP_039443115.1|CPIP, LOC120423414|XP_039443148.1|CPIP
OG0001626	LOC6627793|XP_002052681.2|DVIR	LOC120414851|XP_039432111.1|CPIP
OG0001627	LOC6630269|XP_002053698.1|DVIR	LOC120432366|XP_039453493.1|CPIP, LOC120414733|XP_039431979.1|CPIP
OG0001628	LOC6630020|XP_032292713.1|DVIR	LOC120427953|XP_039448839.1|CPIP, LOC120426132|XP_039446769.1|CPIP
OG0001630	LOC6635057|XP_002058624.1|DVIR	LOC120413746|XP_039430604.1|CPIP
OG0001631	LOC6629460|XP_002054707.1|DVIR	LOC120422096|XP_039441377.1|CPIP
OG0001632	LOC6629097|XP_002052442.1|DVIR	LOC120412941|XP_039429512.1|CPIP
OG0001633	LOC6632294|XP_002056736.1|DVIR	LOC120424393|XP_039444425.1|CPIP
OG0001634	LOC6635246|XP_032296667.1|DVIR	LOC120417868|XP_039436023.1|CPIP
OG0001635	LOC6630863|XP_002053465.1|DVIR	LOC120421493|XP_039440646.1|CPIP, LOC120421517|XP_039440669.1|CPIP
OG0001636	LOC6630794|XP_002054652.1|DVIR	LOC120421751|XP_039440961.1|CPIP, LOC120421508|XP_039440662.1|CPIP
OG0001637	LOC6629588|XP_002052995.1|DVIR	LOC120425675|XP_039446192.1|CPIP, LOC120425682|XP_039446199.1|CPIP
OG0001638	LOC6633428|XP_002057221.2|DVIR	LOC120418263|XP_039436514.1|CPIP, LOC120422746|XP_039442223.1|CPIP
OG0001640	LOC6630700|XP_015027746.1|DVIR	LOC120419431|XP_039438043.1|CPIP
OG0001641	LOC6630119|XP_002053390.1|DVIR	LOC120426911|XP_039447651.1|CPIP, LOC120429731|XP_039450717.1|CPIP, LOC120423165|XP_039442780.1|CPIP
OG0001642	LOC6631893|XP_002055494.1|DVIR	LOC120419434|XP_039438047.1|CPIP
OG0001643	LOC6628428|XP_032294349.1|DVIR	LOC120429849|XP_039450856.1|CPIP, LOC120429588|XP_039450559.1|CPIP, LOC120424595|XP_039444692.1|CPIP
OG0001644	LOC6623223|XP_002047631.2|DVIR	LOC120426488|XP_039447190.1|CPIP
OG0001645	LOC6626701|XP_032292740.1|DVIR	LOC120418465|XP_039436834.1|CPIP
OG0001646	LOC6625117|XP_002049497.1|DVIR	LOC120424451|XP_039444526.1|CPIP
OG0001647	LOC6625419|XP_032292754.1|DVIR	LOC120424726|XP_039444847.1|CPIP
OG0001648	LOC6624082|XP_032294396.1|DVIR, LOC116650710|XP_032291056.1|DVIR	LOC120414035|XP_039430991.1|CPIP
OG0001649	LOC6626679|XP_002050874.1|DVIR	LOC120430247|XP_039451262.1|CPIP
OG0001650	LOC6626085|XP_032293018.1|DVIR	LOC120412727|XP_039429247.1|CPIP
OG0001651	LOC6626016|XP_002050240.2|DVIR	LOC120419314|XP_039437917.1|CPIP, LOC120430523|XP_039451573.1|CPIP
OG0001652	LOC6624475|XP_002048399.1|DVIR	LOC120412353|XP_039428701.1|CPIP
OG0001653	LOC6624244|XP_002048656.1|DVIR	LOC120416809|XP_039434617.1|CPIP
OG0001654	LOC6625050|XP_002049171.1|DVIR	LOC120426496|XP_039447199.1|CPIP
OG0001655	LOC6625107|XP_002049281.2|DVIR	LOC120420338|XP_039439267.1|CPIP
OG0001656	LOC6628735|XP_002051072.2|DVIR	LOC120423728|XP_039443568.1|CPIP
OG0001657	LOC6623640|XP_002048241.1|DVIR	LOC120422234|XP_039441552.1|CPIP
OG0001658	LOC6624681|XP_002047644.1|DVIR	LOC120431660|XP_039452701.1|CPIP, LOC120422225|XP_039441544.1|CPIP
OG0001659	LOC6622043|XP_002047961.1|DVIR	LOC120423689|XP_039443515.1|CPIP
OG0001661	LOC6629172|XP_002051911.1|DVIR, LOC6632467|XP_002055803.1|DVIR	LOC120414638|XP_039431808.1|CPIP
OG0001662	LOC6622471|XP_002046420.2|DVIR	LOC120413243|XP_039429906.1|CPIP
OG0001666	LOC6627997|XP_002051786.1|DVIR	LOC120418637|XP_039437016.1|CPIP
OG0001678	LOC6631416|XP_032295640.1|DVIR	LOC120419284|XP_039437885.1|CPIP
OG0001679	LOC6636177|XP_002059563.1|DVIR	LOC120432273|XP_039453389.1|CPIP, LOC120432259|XP_039453374.1|CPIP
OG0001680	LOC6629747|XP_002053889.1|DVIR, LOC6634612|XP_002058097.3|DVIR	LOC120418132|XP_039436345.1|CPIP
OG0001681	LOC6632197|XP_032295509.1|DVIR	LOC120424011|XP_039443959.1|CPIP, LOC120419710|XP_039438431.1|CPIP
OG0001682	LOC6633484|XP_002056993.1|DVIR	LOC120432300|XP_039453421.1|CPIP
OG0001683	LOC6634310|XP_002057560.1|DVIR	LOC120431556|XP_039452597.1|CPIP
OG0001684	LOC6636231|XP_002059711.1|DVIR	LOC120420164|XP_039439064.1|CPIP
OG0001685	LOC6627830|XP_002051754.1|DVIR	LOC120414662|XP_039431865.1|CPIP, LOC120415701|XP_039433226.1|CPIP
OG0001686	LOC6636719|XP_002060192.1|DVIR	LOC120423038|XP_039442630.1|CPIP
OG0001687	LOC6634595|XP_002058250.1|DVIR	LOC120429378|XP_039450484.1|CPIP, LOC120428917|XP_039450024.1|CPIP
OG0001688	LOC6636043|XP_002059570.1|DVIR	LOC120417713|XP_039435798.1|CPIP
OG0001689	LOC6636165|XP_032295804.1|DVIR	LOC120417698|XP_039435777.1|CPIP
OG0001690	LOC6622427|XP_002047201.1|DVIR	LOC120427975|XP_039448865.1|CPIP
OG0001691	LOC6628425|XP_002051864.1|DVIR	LOC120412506|XP_039428944.1|CPIP
OG0001694	LOC6632586|XP_015025869.2|DVIR	LOC120415614|XP_039433143.1|CPIP, LOC120430709|XP_039451751.1|CPIP
OG0001695	LOC6629748|XP_002053890.1|DVIR, LOC6636636|XP_002060103.1|DVIR	LOC120427808|XP_039448667.1|CPIP, LOC120419865|XP_039438650.1|CPIP, LOC120418082|XP_039436274.1|CPIP
OG0001696	LOC6631252|XP_032288902.1|DVIR	LOC120429492|XP_039450498.1|CPIP
OG0001700	LOC6631235|XP_002054664.2|DVIR	LOC120413748|XP_039430614.1|CPIP, LOC120413786|XP_039430669.1|CPIP
OG0001701	LOC6635179|XP_032294978.1|DVIR	LOC120422133|XP_039441441.1|CPIP
OG0001702	LOC6633956|XP_002057759.1|DVIR	LOC120418959|XP_039437436.1|CPIP
OG0001703	LOC6635096|XP_002058358.2|DVIR	LOC120431818|XP_039452875.1|CPIP
OG0001704	LOC6635095|XP_032289349.1|DVIR	LOC120432144|XP_039453211.1|CPIP
OG0001705	LOC6626145|XP_015030170.1|DVIR	LOC120431584|XP_039452629.1|CPIP
OG0001706	LOC6633908|XP_002057601.1|DVIR	LOC120421783|XP_039440987.1|CPIP
OG0001707	LOC6631175|XP_002054305.2|DVIR	LOC120423819|XP_039443675.1|CPIP
OG0001708	LOC6634839|XP_002058519.1|DVIR	LOC120424254|XP_039444252.1|CPIP
OG0001709	LOC6622167|XP_002047079.1|DVIR	LOC120430071|XP_039451096.1|CPIP, LOC120429522|XP_039450525.1|CPIP, LOC120421807|XP_039441018.1|CPIP
OG0001710	LOC6630410|XP_002054198.1|DVIR	LOC120421118|XP_039440212.1|CPIP, LOC120422581|XP_039442004.1|CPIP
OG0001711	LOC6630563|XP_015027683.1|DVIR	LOC120430053|XP_039451082.1|CPIP, LOC120431438|XP_039452490.1|CPIP, LOC120432002|XP_039453068.1|CPIP, LOC120427890|XP_039448758.1|CPIP
OG0001712	LOC6630773|XP_002054831.1|DVIR	LOC120420722|XP_039439754.1|CPIP
OG0001713	LOC6630414|XP_002053289.1|DVIR, LOC6630597|XP_002053288.1|DVIR	LOC120425504|XP_039445987.1|CPIP
OG0001714	LOC6633102|XP_002056582.1|DVIR	LOC120429283|XP_039450438.1|CPIP, LOC120428367|XP_039449304.1|CPIP
OG0001715	LOC6632005|XP_032295440.1|DVIR	LOC120412901|XP_039429467.1|CPIP
OG0001716	LOC6633711|XP_002057115.2|DVIR, LOC6632032|XP_002055498.1|DVIR	LOC120427410|XP_039448208.1|CPIP
OG0001717	LOC6635214|XP_002058402.3|DVIR	LOC120424680|XP_039444790.1|CPIP, LOC120424622|XP_039444721.1|CPIP
OG0001718	LOC6632386|XP_032289423.1|DVIR	LOC120432527|XP_039453679.1|CPIP
OG0001719	LOC6630924|XP_002054313.2|DVIR	LOC120422589|XP_039442014.1|CPIP
OG0001722	LOC6624468|XP_032290389.1|DVIR	LOC120427608|XP_039448418.1|CPIP
OG0001723	LOC6636375|XP_002059904.3|DVIR	LOC120426984|XP_039447737.1|CPIP, LOC120419737|XP_039438472.1|CPIP
OG0001724	LOC6624772|XP_032291921.1|DVIR	LOC120419483|XP_039438100.1|CPIP
OG0001725	LOC6626499|XP_015030158.2|DVIR	LOC120429768|XP_039450757.1|CPIP
OG0001726	LOC6623914|XP_002046289.1|DVIR	LOC120416559|XP_039434224.1|CPIP, LOC120415184|XP_039432575.1|CPIP
OG0001727	LOC6631214|XP_002053957.1|DVIR	LOC120429045|XP_039450121.1|CPIP, LOC120423654|XP_039443470.1|CPIP, LOC120420428|XP_039439385.1|CPIP
OG0001728	LOC6635967|XP_002059331.1|DVIR	LOC120425582|XP_039446089.1|CPIP
OG0001729	LOC6625208|XP_032292042.1|DVIR	LOC120425590|XP_039446103.1|CPIP
OG0001730	LOC6627881|XP_015028332.1|DVIR	LOC120426311|XP_039447006.1|CPIP, LOC120425981|XP_039446572.1|CPIP
OG0001731	LOC116650166|XP_032289361.1|DVIR, LOC116650167|XP_032289362.1|DVIR	LOC120426266|XP_039446945.1|CPIP
OG0001732	LOC6628972|XP_015028169.1|DVIR	LOC120415971|XP_039433554.1|CPIP, LOC120415998|XP_039433587.1|CPIP, LOC120413260|XP_039429922.1|CPIP, LOC120420563|XP_039439569.1|CPIP
OG0001733	LOC6635985|XP_002059303.2|DVIR	LOC120418891|XP_039437357.1|CPIP
OG0001734	LOC6625613|XP_032291913.1|DVIR	LOC120418881|XP_039437349.1|CPIP
OG0001735	LOC6624372|XP_032290677.1|DVIR	LOC120430048|XP_039451078.1|CPIP
OG0001736	LOC6627203|XP_002050275.1|DVIR	LOC120413202|XP_039429852.1|CPIP
OG0001737	LOC6625580|XP_002048841.2|DVIR	LOC120428758|XP_039449774.1|CPIP
OG0001738	LOC6623250|XP_002046718.2|DVIR	LOC120413222|XP_039429882.1|CPIP
OG0001739	LOC6629241|XP_002052617.1|DVIR	LOC120418492|XP_039436864.1|CPIP
OG0001740	LOC6626639|XP_032292025.1|DVIR	LOC120420119|XP_039439002.1|CPIP
OG0001741	LOC6629328|XP_002053869.3|DVIR	LOC120420067|XP_039438924.1|CPIP
OG0001742	LOC6625338|XP_015029205.1|DVIR	LOC120420062|XP_039438910.1|CPIP
OG0001743	LOC6636853|XP_002060283.1|DVIR	LOC120420083|XP_039438946.1|CPIP
OG0001744	LOC6625773|XP_002050475.2|DVIR	LOC120412391|XP_039428766.1|CPIP
OG0001745	LOC6626749|XP_032291853.1|DVIR	LOC120420149|XP_039439042.1|CPIP
OG0001746	LOC6624110|XP_002047859.1|DVIR	LOC120416574|XP_039434241.1|CPIP
OG0001747	LOC6624956|XP_032291897.1|DVIR	LOC120419966|XP_039438770.1|CPIP
OG0001748	LOC6623520|XP_015030866.1|DVIR	LOC120418537|XP_039436907.1|CPIP
OG0001749	LOC6626419|XP_002050363.2|DVIR	LOC120416049|XP_039433644.1|CPIP, LOC120423609|XP_039443409.1|CPIP
OG0001750	LOC6626420|XP_015029230.1|DVIR	LOC120423614|XP_039443415.1|CPIP, LOC120416056|XP_039433652.1|CPIP
OG0001751	LOC6622950|XP_032290643.1|DVIR	LOC120413418|XP_039430166.1|CPIP
OG0001752	LOC6624699|XP_002047193.1|DVIR	LOC120420029|XP_039438862.1|CPIP
OG0001753	LOC6623717|XP_015030902.1|DVIR	LOC120425129|XP_039445487.1|CPIP
OG0001754	LOC6626216|XP_002050744.1|DVIR	LOC120412624|XP_039429109.1|CPIP
OG0001755	LOC6624298|XP_032290740.1|DVIR, LOC116650008|XP_032289218.1|DVIR	LOC120428835|XP_039449885.1|CPIP, LOC120412567|XP_039429008.1|CPIP
OG0001756	LOC6626720|XP_002050670.1|DVIR, LOC6626322|XP_002050699.2|DVIR	LOC120427031|XP_039447786.1|CPIP
OG0001757	LOC6625449|XP_002050985.1|DVIR, LOC116651117|XP_032292870.1|DVIR	LOC120422704|XP_039442150.1|CPIP
OG0001758	LOC6623466|XP_032290223.1|DVIR	LOC120422695|XP_039442138.1|CPIP
OG0001759	LOC6625894|XP_002050115.3|DVIR	LOC120417487|XP_039435497.1|CPIP
OG0001760	LOC6635975|XP_002059404.1|DVIR	LOC120431187|XP_039452263.1|CPIP
OG0001761	LOC6625683|XP_015029980.1|DVIR	LOC120421909|XP_039441143.1|CPIP
OG0001762	LOC6627905|XP_002051398.2|DVIR	LOC120427012|XP_039447766.1|CPIP
OG0001764	LOC6633144|XP_002056383.1|DVIR	LOC120412610|XP_039429092.1|CPIP
OG0001765	LOC116649770|XP_032290313.1|DVIR, LOC6636456|XP_032291726.1|DVIR	LOC120429891|XP_039450906.1|CPIP
OG0001766	LOC6628144|XP_015028676.1|DVIR	LOC120414689|XP_039431909.1|CPIP
OG0001767	LOC6627511|XP_002051624.2|DVIR	LOC120416612|XP_039434345.1|CPIP
OG0001768	LOC6627599|XP_002052830.1|DVIR	LOC120415684|XP_039433202.1|CPIP
OG0001769	LOC6628975|XP_002051367.1|DVIR	LOC120423676|XP_039443501.1|CPIP
OG0001770	LOC6628766|XP_032294260.1|DVIR	LOC120424085|XP_039444033.1|CPIP, LOC120424104|XP_039444049.1|CPIP, LOC120424087|XP_039444036.1|CPIP
OG0001771	LOC6628684|XP_002051876.1|DVIR, LOC6628685|XP_002051877.1|DVIR	LOC120420598|XP_039439606.1|CPIP
OG0001772	LOC6636907|XP_002060363.1|DVIR	LOC120430583|XP_039451623.1|CPIP, LOC120428020|XP_039448927.1|CPIP
OG0001774	LOC6626333|XP_002048863.3|DVIR	LOC120413132|XP_039429770.1|CPIP
OG0001776	LOC6634350|XP_002057814.1|DVIR	LOC120418945|XP_039437417.1|CPIP
OG0001777	LOC6628479|XP_002052560.1|DVIR	LOC120428102|XP_039449019.1|CPIP, LOC120430713|XP_039451756.1|CPIP
OG0001778	LOC6627731|XP_032294267.1|DVIR	LOC120413896|XP_039430808.1|CPIP, LOC120420538|XP_039439544.1|CPIP
OG0001779	LOC116651589|XP_032294198.1|DVIR, LOC6634228|XP_002057739.3|DVIR	LOC120418404|XP_039436714.1|CPIP
OG0001780	LOC6636377|XP_002059906.1|DVIR	LOC120419389|XP_039437995.1|CPIP
OG0001781	LOC6634353|XP_032293416.1|DVIR	LOC120428163|XP_039449081.1|CPIP
OG0001782	LOC6634140|XP_002057426.2|DVIR	LOC120429265|XP_039450416.1|CPIP, LOC120430898|XP_039451955.1|CPIP
OG0001783	LOC6633985|XP_002057849.1|DVIR	LOC120418978|XP_039437459.1|CPIP, LOC120425191|XP_039445556.1|CPIP
OG0001784	LOC6627837|XP_002051727.2|DVIR	LOC120412843|XP_039429400.1|CPIP, LOC120425334|XP_039445750.1|CPIP
OG0001785	LOC116650870|XP_032291656.1|DVIR, LOC6636435|XP_002059824.3|DVIR	LOC120423126|XP_039442738.1|CPIP
OG0001786	LOC6628627|XP_002052583.1|DVIR	LOC120427328|XP_039448112.1|CPIP
OG0001787	LOC6628625|XP_032294223.1|DVIR, LOC116651664|XP_032294380.1|DVIR	LOC120420887|XP_039439942.1|CPIP
OG0001788	LOC6625143|XP_002049552.1|DVIR	LOC120419886|XP_039438686.1|CPIP
OG0001789	LOC6626595|XP_002049031.1|DVIR	LOC120429675|XP_039450640.1|CPIP
OG0001790	LOC6628698|XP_002052563.1|DVIR	LOC120419462|XP_039438080.1|CPIP
OG0001791	LOC6624934|XP_032292689.1|DVIR	LOC120412953|XP_039429527.1|CPIP, LOC120432422|XP_039453558.1|CPIP
OG0001792	LOC6629252|XP_032294061.1|DVIR	LOC120429790|XP_039450784.1|CPIP, LOC120431590|XP_039452630.1|CPIP
OG0001793	LOC6627236|XP_032292073.1|DVIR	LOC120432464|XP_039453626.1|CPIP
OG0001794	LOC6627730|XP_002051747.1|DVIR	LOC120416622|XP_039434357.1|CPIP, LOC120417688|XP_039435762.1|CPIP, LOC120412468|XP_039428878.1|CPIP
OG0001795	LOC6627568|XP_032294613.1|DVIR	LOC120419069|XP_039437586.1|CPIP
OG0001797	LOC6636265|XP_002059678.2|DVIR	LOC120421442|XP_039440582.1|CPIP, LOC120421439|XP_039440580.1|CPIP
OG0001798	LOC6625853|XP_002050109.1|DVIR	LOC120418692|XP_039437093.1|CPIP
OG0001799	LOC6631590|XP_032295994.1|DVIR	LOC120415295|XP_039432701.1|CPIP
OG0001800	LOC6628473|XP_002052556.1|DVIR	LOC120413669|XP_039430529.1|CPIP
OG0001801	LOC6622930|XP_002047075.2|DVIR	LOC120426324|XP_039447018.1|CPIP
OG0001802	LOC6629278|XP_002054686.1|DVIR	LOC120417646|XP_039435698.1|CPIP
OG0001803	LOC6632864|XP_002056675.1|DVIR	LOC120432192|XP_039453269.1|CPIP
OG0001804	LOC6630762|XP_002054621.2|DVIR	LOC120419224|XP_039437816.1|CPIP
OG0001805	LOC6622190|XP_002046870.1|DVIR	LOC120420953|XP_039440022.1|CPIP
OG0001806	LOC6629630|XP_015027209.1|DVIR, LOC6629528|XP_032289921.1|DVIR	LOC120413925|XP_039430841.1|CPIP
OG0001808	LOC6632288|XP_015025750.1|DVIR	LOC120413020|XP_039429619.1|CPIP
OG0001809	LOC6629377|XP_002053541.2|DVIR	LOC120424387|XP_039444421.1|CPIP
OG0001810	LOC6630960|XP_032295283.1|DVIR	LOC120416840|XP_039434663.1|CPIP, LOC120421221|XP_039440360.1|CPIP
OG0001811	LOC6626827|XP_032292193.1|DVIR	LOC120422717|XP_039442178.1|CPIP
OG0001812	LOC26530639|XP_015025128.1|DVIR	LOC120422747|XP_039442224.1|CPIP, LOC120418264|XP_039436515.1|CPIP
OG0001813	LOC6629515|XP_015026896.1|DVIR	LOC120419408|XP_039438016.1|CPIP
OG0001814	LOC6630279|XP_015026820.1|DVIR	LOC120429061|XP_039450138.1|CPIP
OG0001815	LOC6632402|XP_002056619.1|DVIR	LOC120431023|XP_039452112.1|CPIP
OG0001816	LOC6635334|XP_002058883.2|DVIR, LOC6635416|XP_002058959.1|DVIR	LOC120423156|XP_039442769.1|CPIP
OG0001817	LOC6626118|XP_002049925.1|DVIR, LOC6626119|XP_015029333.2|DVIR	LOC120421367|XP_039440490.1|CPIP
OG0001818	LOC6634571|XP_002058183.3|DVIR	LOC120416654|XP_039434399.1|CPIP, LOC120416656|XP_039434400.1|CPIP
OG0001819	LOC6627260|XP_002049916.1|DVIR	LOC120424753|XP_039444880.1|CPIP, LOC120414223|XP_039431267.1|CPIP
OG0001821	LOC6627093|XP_002048808.2|DVIR	LOC120415251|XP_039432651.1|CPIP
OG0001822	LOC6625121|XP_002050888.1|DVIR	LOC120426052|XP_039446668.1|CPIP
OG0001823	LOC6624514|XP_002048532.1|DVIR	LOC120415280|XP_039432684.1|CPIP, LOC120415308|XP_039432720.1|CPIP
OG0001824	LOC6627439|XP_002052240.1|DVIR	LOC120425104|XP_039445436.1|CPIP, LOC120425222|XP_039445590.1|CPIP
OG0001825	LOC6626396|XP_032293313.1|DVIR	LOC120418446|XP_039436787.1|CPIP
OG0001826	LOC6626408|XP_002050049.1|DVIR	LOC120414889|XP_039432146.1|CPIP
OG0001827	LOC6626493|XP_002049318.1|DVIR	LOC120427761|XP_039448605.1|CPIP, LOC120427760|XP_039448604.1|CPIP
OG0001828	LOC6631536|XP_002055060.1|DVIR, LOC6623058|XP_002047094.1|DVIR	LOC120427284|XP_039448066.1|CPIP, LOC120415447|XP_039432929.1|CPIP
OG0001829	LOC6625646|XP_032292883.1|DVIR	LOC120412766|XP_039429291.1|CPIP
OG0001830	LOC6627140|XP_002049434.1|DVIR	LOC120429987|XP_039451014.1|CPIP
OG0001831	LOC6636801|XP_015023735.1|DVIR	LOC120425250|XP_039445630.1|CPIP, LOC120425252|XP_039445632.1|CPIP
OG0001832	LOC6633660|XP_002056854.2|DVIR, LOC6637031|XP_032289081.1|DVIR, LOC6635054|XP_002058621.1|DVIR	LOC120415194|XP_039432585.1|CPIP
OG0001833	LOC6632988|XP_002056489.1|DVIR, LOC6625230|XP_002049967.1|DVIR	LOC120415845|XP_039433414.1|CPIP
OG0001834	LOC6632915|XP_002056260.1|DVIR	LOC120427429|XP_039448220.1|CPIP, LOC120426063|XP_039446683.1|CPIP
OG0001848	LOC26531103|XP_032289865.1|DVIR	LOC120415033|XP_039432335.1|CPIP
OG0001849	LOC6630912|XP_002053771.2|DVIR	LOC120415057|XP_039432376.1|CPIP
OG0001850	LOC6636235|XP_032290149.1|DVIR	LOC120413283|XP_039429951.1|CPIP
OG0001851	LOC6636228|XP_002059708.2|DVIR	LOC120413275|XP_039429938.1|CPIP
OG0001852	LOC6622731|XP_015030933.1|DVIR	LOC120413287|XP_039429958.1|CPIP, LOC120413313|XP_039430014.1|CPIP
OG0001854	LOC6633855|XP_002057378.2|DVIR	LOC120417681|XP_039435750.1|CPIP, LOC120432279|XP_039453399.1|CPIP
OG0001855	LOC6625553|XP_002049003.1|DVIR	LOC120431217|XP_039452295.1|CPIP, LOC120430280|XP_039451306.1|CPIP
OG0001856	LOC116649727|XP_032295783.1|DVIR	LOC120432215|XP_039453313.1|CPIP
OG0001857	LOC6632127|XP_032295634.1|DVIR	LOC120427567|XP_039448403.1|CPIP, LOC120430610|XP_039451949.1|CPIP
OG0001858	LOC6632170|XP_032295594.1|DVIR	LOC120432212|XP_039453305.1|CPIP
OG0001859	LOC6631306|XP_002055049.1|DVIR	LOC120416215|XP_039433880.1|CPIP
OG0001860	LOC6624578|XP_002047917.1|DVIR	LOC120432252|XP_039453361.1|CPIP, LOC120422822|XP_039442291.1|CPIP
OG0001861	LOC6631111|XP_002054135.2|DVIR	LOC120414178|XP_039431186.1|CPIP
OG0001862	LOC6629574|XP_002054857.1|DVIR	LOC120424282|XP_039444287.1|CPIP, LOC120424297|XP_039444314.1|CPIP
OG0001863	LOC6631747|XP_002055467.1|DVIR	LOC120424288|XP_039444295.1|CPIP
OG0001864	LOC6630472|XP_002054108.2|DVIR	LOC120417696|XP_039435771.1|CPIP
OG0001865	LOC6629316|XP_002053535.1|DVIR, LOC6631982|XP_002055607.1|DVIR	LOC120432161|XP_039453263.1|CPIP
OG0001866	LOC6632536|XP_032289602.1|DVIR	LOC120424588|XP_039444715.1|CPIP
