Orthogroup	AAEG.longest_only	AALB.longest_only	AEAL.longest_only	ASTE.longest_only	BCOP.longest_only	BTRY.longest_only	CCAP.longest_only	CPIP.longest_only	CQUI.longest_only	DALB.longest_only	DANA.longest_only	DBIA.longest_only	DBUS.longest_only	DELE.longest_only	DERE.longest_only	DEUG.longest_only	DFIC.longest_only	DGUA.longest_only	DHYD.longest_only	DKIK.longest_only	DMAU.longest_only	DMEL.longest_only	DMIR.longest_only	DNOV.longest_only	DPER.longest_only	DPSE.longest_only	DSAN.longest_only	DSEC.longest_only	DSER.longest_only	DSIM.longest_only	DSUB.longest_only	DSUP.longest_only	DSUZ.longest_only	DVIR.longest_only	DYAK.longest_only	HILL.longest_only	SLEB.longest_only
OG0026690							CCAP1982_LOCUS272|CAD6991343.1|CCAP																														
OG0026691							CCAP1982_LOCUS277|CAD6991348.1|CCAP																														
OG0026692							CCAP1982_LOCUS279|CAD6991350.1|CCAP																														
OG0026693							CCAP1982_LOCUS283|CAD6991353.1|CCAP																														
OG0026694							CCAP1982_LOCUS287|CAD6991357.1|CCAP																														
OG0026695							CCAP1982_LOCUS288|CAD6991358.1|CCAP																														
OG0026696							CCAP1982_LOCUS292|CAD6991362.1|CCAP																														
OG0026697							CCAP1982_LOCUS294|CAD6991364.1|CCAP																														
OG0026698							CCAP1982_LOCUS295|CAD6991365.1|CCAP																														
OG0026699							CCAP1982_LOCUS296|CAD6991366.1|CCAP																														
OG0026700							CCAP1982_LOCUS297|CAD6991367.1|CCAP																														
OG0026701							CCAP1982_LOCUS299|CAD6991369.1|CCAP																														
OG0026702							CCAP1982_LOCUS300|CAD6991370.1|CCAP																														
OG0026703							CCAP1982_LOCUS301|CAD6991371.1|CCAP																														
OG0026704							CCAP1982_LOCUS306|CAD6991378.1|CCAP																														
OG0026705							CCAP1982_LOCUS311|CAD6991384.1|CCAP																														
OG0026706							CCAP1982_LOCUS312|CAD6991385.1|CCAP																														
OG0026707							CCAP1982_LOCUS316|CAD6991389.1|CCAP																														
OG0026708							CCAP1982_LOCUS317|CAD6991390.1|CCAP																														
OG0026709							CCAP1982_LOCUS321|CAD6991394.1|CCAP																														
OG0026710							CCAP1982_LOCUS322|CAD6991395.1|CCAP																														
OG0026711							CCAP1982_LOCUS325|CAD6991398.1|CCAP																														
OG0026712							CCAP1982_LOCUS328|CAD6991401.1|CCAP																														
OG0026713							CCAP1982_LOCUS330|CAD6991403.1|CCAP																														
OG0026714							CCAP1982_LOCUS331|CAD6991404.1|CCAP																														
OG0026715							CCAP1982_LOCUS337|CAD6991410.1|CCAP																														
OG0026716							CCAP1982_LOCUS339|CAD6991412.1|CCAP																														
OG0026717							CCAP1982_LOCUS340|CAD6991413.1|CCAP																														
OG0026718							CCAP1982_LOCUS342|CAD6991415.1|CCAP																														
OG0026719							CCAP1982_LOCUS343|CAD6991416.1|CCAP																														
OG0026720							CCAP1982_LOCUS345|CAD6991418.1|CCAP																														
OG0026721							CCAP1982_LOCUS348|CAD6991421.1|CCAP																														
OG0026722							CCAP1982_LOCUS349|CAD6991422.1|CCAP																														
OG0026723							CCAP1982_LOCUS352|CAD6991425.1|CCAP																														
OG0026724							CCAP1982_LOCUS353|CAD6991426.1|CCAP																														
OG0026725							CCAP1982_LOCUS355|CAD6991428.1|CCAP																														
OG0026726							CCAP1982_LOCUS368|CAD6991442.1|CCAP																														
OG0026727							CCAP1982_LOCUS369|CAD6991443.1|CCAP																														
OG0026728							CCAP1982_LOCUS370|CAD6991444.1|CCAP																														
OG0026729							CCAP1982_LOCUS371|CAD6991445.1|CCAP																														
OG0026730							CCAP1982_LOCUS374|CAD6991448.1|CCAP																														
OG0026731							CCAP1982_LOCUS394|CAD6991470.1|CCAP																														
OG0026732							CCAP1982_LOCUS395|CAD6991471.1|CCAP																														
OG0026733							CCAP1982_LOCUS401|CAD6991476.1|CCAP																														
OG0026734							CCAP1982_LOCUS415|CAD6991491.1|CCAP																														
OG0026735							CCAP1982_LOCUS417|CAD6991493.1|CCAP																														
OG0026736							CCAP1982_LOCUS419|CAD6991495.1|CCAP																														
OG0026737							CCAP1982_LOCUS420|CAD6991496.1|CCAP																														
OG0026738							CCAP1982_LOCUS421|CAD6991497.1|CCAP																														
OG0026739							CCAP1982_LOCUS422|CAD6991498.1|CCAP																														
OG0026740							CCAP1982_LOCUS423|CAD6991499.1|CCAP																														
OG0026741							CCAP1982_LOCUS424|CAD6991500.1|CCAP																														
OG0026742							CCAP1982_LOCUS425|CAD6991501.1|CCAP																														
OG0026743							CCAP1982_LOCUS428|CAD6991504.1|CCAP																														
OG0026744							CCAP1982_LOCUS438|CAD6991519.1|CCAP																														
OG0026745							CCAP1982_LOCUS456|CAD6991536.1|CCAP																														
OG0026746							CCAP1982_LOCUS459|CAD6991540.1|CCAP																														
OG0026747							CCAP1982_LOCUS462|CAD6991543.1|CCAP																														
OG0026748							CCAP1982_LOCUS468|CAD6991549.1|CCAP																														
OG0026749							CCAP1982_LOCUS469|CAD6991550.1|CCAP																														
OG0026750							CCAP1982_LOCUS470|CAD6991551.1|CCAP																														
OG0026751							CCAP1982_LOCUS471|CAD6991552.1|CCAP																														
OG0026752							CCAP1982_LOCUS472|CAD6991553.1|CCAP																														
OG0026753							CCAP1982_LOCUS473|CAD6991554.1|CCAP																														
OG0026754							CCAP1982_LOCUS474|CAD6991555.1|CCAP																														
OG0026755							CCAP1982_LOCUS475|CAD6991556.1|CCAP																														
OG0026756							CCAP1982_LOCUS476|CAD6991557.1|CCAP																														
OG0026757							CCAP1982_LOCUS477|CAD6991558.1|CCAP																														
OG0026758							CCAP1982_LOCUS480|CAD6991561.1|CCAP																														
OG0026759							CCAP1982_LOCUS482|CAD6991563.1|CCAP																														
OG0026760							CCAP1982_LOCUS483|CAD6991564.1|CCAP																														
OG0026761							CCAP1982_LOCUS484|CAD6991565.1|CCAP																														
OG0026762							CCAP1982_LOCUS492|CAD6991574.1|CCAP																														
OG0026763							CCAP1982_LOCUS493|CAD6991575.1|CCAP																														
OG0026764							CCAP1982_LOCUS494|CAD6991576.1|CCAP																														
OG0026765							CCAP1982_LOCUS495|CAD6991577.1|CCAP																														
OG0026766							CCAP1982_LOCUS497|CAD6991579.1|CCAP																														
OG0026767							CCAP1982_LOCUS502|CAD6991584.1|CCAP																														
OG0026768							CCAP1982_LOCUS510|CAD6991593.1|CCAP																														
OG0026769							CCAP1982_LOCUS511|CAD6991594.1|CCAP																														
OG0026770							CCAP1982_LOCUS512|CAD6991595.1|CCAP																														
OG0026771							CCAP1982_LOCUS514|CAD6991597.1|CCAP																														
OG0026772							CCAP1982_LOCUS516|CAD6991599.1|CCAP																														
OG0026773							CCAP1982_LOCUS527|CAD6991612.1|CCAP																														
OG0026774							CCAP1982_LOCUS529|CAD6991614.1|CCAP																														
OG0026775							CCAP1982_LOCUS530|CAD6991615.1|CCAP																														
OG0026776							CCAP1982_LOCUS531|CAD6991616.1|CCAP																														
OG0026777							CCAP1982_LOCUS537|CAD6991622.1|CCAP																														
OG0026778							CCAP1982_LOCUS538|CAD6991623.1|CCAP																														
OG0026779							CCAP1982_LOCUS539|CAD6991624.1|CCAP																														
OG0026780							CCAP1982_LOCUS540|CAD6991625.1|CCAP																														
OG0026781							CCAP1982_LOCUS542|CAD6991628.1|CCAP																														
OG0026782							CCAP1982_LOCUS543|CAD6991629.1|CCAP																														
OG0026783							CCAP1982_LOCUS544|CAD6991630.1|CCAP																														
OG0026784							CCAP1982_LOCUS546|CAD6991632.1|CCAP																														
OG0026785							CCAP1982_LOCUS547|CAD6991633.1|CCAP																														
OG0026786							CCAP1982_LOCUS548|CAD6991634.1|CCAP																														
OG0026787							CCAP1982_LOCUS549|CAD6991635.1|CCAP																														
OG0026788							CCAP1982_LOCUS550|CAD6991636.1|CCAP																														
OG0026789							CCAP1982_LOCUS553|CAD6991639.1|CCAP																														
OG0026790							CCAP1982_LOCUS556|CAD6991642.1|CCAP																														
OG0026791							CCAP1982_LOCUS557|CAD6991643.1|CCAP																														
OG0026792							CCAP1982_LOCUS562|CAD6991648.1|CCAP																														
OG0026793							CCAP1982_LOCUS565|CAD6991651.1|CCAP																														
OG0026794							CCAP1982_LOCUS566|CAD6991652.1|CCAP																														
OG0026795							CCAP1982_LOCUS567|CAD6991653.1|CCAP																														
OG0026796							CCAP1982_LOCUS568|CAD6991654.1|CCAP																														
OG0026797							CCAP1982_LOCUS574|CAD6991660.1|CCAP																														
OG0026798							CCAP1982_LOCUS576|CAD6991662.1|CCAP																														
OG0026799							CCAP1982_LOCUS577|CAD6991663.1|CCAP																														
OG0026800							CCAP1982_LOCUS579|CAD6991665.1|CCAP																														
OG0026801							CCAP1982_LOCUS582|CAD6991669.1|CCAP																														
OG0026802							CCAP1982_LOCUS583|CAD6991670.1|CCAP																														
OG0026803							CCAP1982_LOCUS585|CAD6991672.1|CCAP																														
OG0026804							CCAP1982_LOCUS593|CAD6991680.1|CCAP																														
OG0026805							CCAP1982_LOCUS598|CAD6991685.1|CCAP																														
OG0026806							CCAP1982_LOCUS609|CAD6991696.1|CCAP																														
OG0026807							CCAP1982_LOCUS610|CAD6991697.1|CCAP																														
OG0026808							CCAP1982_LOCUS611|CAD6991698.1|CCAP																														
OG0026809							CCAP1982_LOCUS613|CAD6991700.1|CCAP																														
OG0026810							CCAP1982_LOCUS614|CAD6991701.1|CCAP																														
OG0026811							CCAP1982_LOCUS615|CAD6991702.1|CCAP																														
OG0026812							CCAP1982_LOCUS616|CAD6991703.1|CCAP																														
OG0026813							CCAP1982_LOCUS617|CAD6991704.1|CCAP																														
OG0026814							CCAP1982_LOCUS619|CAD6991706.1|CCAP																														
OG0026815							CCAP1982_LOCUS620|CAD6991707.1|CCAP																														
OG0026816							CCAP1982_LOCUS623|CAD6991710.1|CCAP																														
OG0026817							CCAP1982_LOCUS624|CAD6991711.1|CCAP																														
OG0026818							CCAP1982_LOCUS625|CAD6991712.1|CCAP																														
OG0026819							CCAP1982_LOCUS628|CAD6991715.1|CCAP																														
OG0026820							CCAP1982_LOCUS632|CAD6991719.1|CCAP																														
OG0026821							CCAP1982_LOCUS634|CAD6991721.1|CCAP																														
OG0026822							CCAP1982_LOCUS635|CAD6991722.1|CCAP																														
OG0026823							CCAP1982_LOCUS636|CAD6991723.1|CCAP																														
OG0026824							CCAP1982_LOCUS646|CAD6991734.1|CCAP																														
OG0026825							CCAP1982_LOCUS648|CAD6991736.1|CCAP																														
OG0026826							CCAP1982_LOCUS676|CAD6991769.1|CCAP																														
OG0026827							CCAP1982_LOCUS691|CAD6991787.1|CCAP																														
OG0026828							CCAP1982_LOCUS692|CAD6991788.1|CCAP																														
OG0026829							CCAP1982_LOCUS693|CAD6991789.1|CCAP																														
OG0026830							CCAP1982_LOCUS694|CAD6991790.1|CCAP																														
OG0026831							CCAP1982_LOCUS695|CAD6991791.1|CCAP																														
OG0026832							CCAP1982_LOCUS697|CAD6991793.1|CCAP																														
OG0026833							CCAP1982_LOCUS702|CAD6991798.1|CCAP																														
OG0026834							CCAP1982_LOCUS711|CAD6991810.1|CCAP																														
OG0026835							CCAP1982_LOCUS712|CAD6991811.1|CCAP																														
OG0026836							CCAP1982_LOCUS713|CAD6991812.1|CCAP																														
OG0026837							CCAP1982_LOCUS714|CAD6991813.1|CCAP																														
OG0026838							CCAP1982_LOCUS715|CAD6991814.1|CCAP																														
OG0026839							CCAP1982_LOCUS729|CAD6991830.1|CCAP																														
OG0026840							CCAP1982_LOCUS730|CAD6991831.1|CCAP																														
OG0026841							CCAP1982_LOCUS732|CAD6991833.1|CCAP																														
OG0026842							CCAP1982_LOCUS733|CAD6991834.1|CCAP																														
OG0026843							CCAP1982_LOCUS734|CAD6991835.1|CCAP																														
OG0026844							CCAP1982_LOCUS737|CAD6991838.1|CCAP																														
OG0026845							CCAP1982_LOCUS759|CAD6991865.1|CCAP																														
OG0026846							CCAP1982_LOCUS763|CAD6991870.1|CCAP																														
OG0026847							CCAP1982_LOCUS772|CAD6991881.1|CCAP																														
OG0026848							CCAP1982_LOCUS784|CAD6991893.1|CCAP																														
OG0026849							CCAP1982_LOCUS789|CAD6991899.1|CCAP																														
OG0026850							CCAP1982_LOCUS793|CAD6991903.1|CCAP																														
OG0026851							CCAP1982_LOCUS794|CAD6991904.1|CCAP																														
OG0026852							CCAP1982_LOCUS795|CAD6991905.1|CCAP																														
OG0026853							CCAP1982_LOCUS796|CAD6991906.1|CCAP																														
OG0026854							CCAP1982_LOCUS798|CAD6991909.1|CCAP																														
OG0026855							CCAP1982_LOCUS801|CAD6991912.1|CCAP																														
OG0026856							CCAP1982_LOCUS808|CAD6991919.1|CCAP																														
OG0026857							CCAP1982_LOCUS809|CAD6991920.1|CCAP																														
OG0026858							CCAP1982_LOCUS811|CAD6991921.1|CCAP																														
OG0026859							CCAP1982_LOCUS812|CAD6991922.1|CCAP																														
OG0026860							CCAP1982_LOCUS813|CAD6991923.1|CCAP																														
OG0026861							CCAP1982_LOCUS814|CAD6991924.1|CCAP																														
OG0026862							CCAP1982_LOCUS815|CAD6991925.1|CCAP																														
OG0026863							CCAP1982_LOCUS817|CAD6991927.1|CCAP																														
OG0026864							CCAP1982_LOCUS818|CAD6991928.1|CCAP																														
OG0026865							CCAP1982_LOCUS819|CAD6991929.1|CCAP																														
OG0026866							CCAP1982_LOCUS820|CAD6991930.1|CCAP																														
OG0026867							CCAP1982_LOCUS821|CAD6991931.1|CCAP																														
OG0026868							CCAP1982_LOCUS824|CAD6991934.1|CCAP																														
OG0026869							CCAP1982_LOCUS825|CAD6991935.1|CCAP																														
OG0026870							CCAP1982_LOCUS833|CAD6991945.1|CCAP																														
OG0026871							CCAP1982_LOCUS844|CAD6991956.1|CCAP																														
OG0026872							CCAP1982_LOCUS848|CAD6991960.1|CCAP																														
OG0026873							CCAP1982_LOCUS853|CAD6991966.1|CCAP																														
OG0026874							CCAP1982_LOCUS857|CAD6991970.1|CCAP																														
OG0026875							CCAP1982_LOCUS860|CAD6991973.1|CCAP																														
OG0026876							CCAP1982_LOCUS866|CAD6991979.1|CCAP																														
OG0026877							CCAP1982_LOCUS868|CAD6991981.1|CCAP																														
OG0026878							CCAP1982_LOCUS869|CAD6991982.1|CCAP																														
OG0026879							CCAP1982_LOCUS870|CAD6991983.1|CCAP																														
OG0026880							CCAP1982_LOCUS872|CAD6991985.1|CCAP																														
OG0026881							CCAP1982_LOCUS873|CAD6991986.1|CCAP																														
OG0026882							CCAP1982_LOCUS878|CAD6991992.1|CCAP																														
OG0026883							CCAP1982_LOCUS880|CAD6991994.1|CCAP																														
OG0026884							CCAP1982_LOCUS881|CAD6991995.1|CCAP																														
OG0026885							CCAP1982_LOCUS882|CAD6991996.1|CCAP																														
OG0026886							CCAP1982_LOCUS888|CAD6992002.1|CCAP																														
OG0026887							CCAP1982_LOCUS889|CAD6992003.1|CCAP																														
OG0026888							CCAP1982_LOCUS890|CAD6992004.1|CCAP																														
OG0026889							CCAP1982_LOCUS891|CAD6992005.1|CCAP																														
OG0026890							CCAP1982_LOCUS892|CAD6992006.1|CCAP																														
OG0026891							CCAP1982_LOCUS893|CAD6992007.1|CCAP																														
OG0026892							CCAP1982_LOCUS897|CAD6992011.1|CCAP																														
OG0026893							CCAP1982_LOCUS915|CAD6992034.1|CCAP																														
OG0026894							CCAP1982_LOCUS916|CAD6992035.1|CCAP																														
OG0026895							CCAP1982_LOCUS917|CAD6992036.1|CCAP																														
OG0026896							CCAP1982_LOCUS918|CAD6992037.1|CCAP																														
OG0026897							CCAP1982_LOCUS919|CAD6992038.1|CCAP																														
OG0026898							CCAP1982_LOCUS920|CAD6992039.1|CCAP																														
OG0026899							CCAP1982_LOCUS925|CAD6992044.1|CCAP																														
OG0026900							CCAP1982_LOCUS930|CAD6992049.1|CCAP																														
OG0026901							CCAP1982_LOCUS934|CAD6992053.1|CCAP																														
OG0026902							CCAP1982_LOCUS935|CAD6992054.1|CCAP																														
OG0026903							CCAP1982_LOCUS936|CAD6992055.1|CCAP																														
OG0026904							CCAP1982_LOCUS938|CAD6992057.1|CCAP																														
OG0026905							CCAP1982_LOCUS939|CAD6992058.1|CCAP																														
OG0026906							CCAP1982_LOCUS940|CAD6992059.1|CCAP																														
OG0026907							CCAP1982_LOCUS941|CAD6992060.1|CCAP																														
OG0026908							CCAP1982_LOCUS943|CAD6992062.1|CCAP																														
OG0026909							CCAP1982_LOCUS944|CAD6992063.1|CCAP																														
OG0026910							CCAP1982_LOCUS958|CAD6992078.1|CCAP																														
OG0026911							CCAP1982_LOCUS968|CAD6992088.1|CCAP																														
OG0026912							CCAP1982_LOCUS969|CAD6992089.1|CCAP																														
OG0026913							CCAP1982_LOCUS971|CAD6992093.1|CCAP																														
OG0026914							CCAP1982_LOCUS974|CAD6992096.1|CCAP																														
OG0026915							CCAP1982_LOCUS979|CAD6992097.1|CCAP																														
OG0026916							CCAP1982_LOCUS984|CAD6992101.1|CCAP																														
OG0026917							CCAP1982_LOCUS986|CAD6992102.1|CCAP																														
OG0026918							CCAP1982_LOCUS987|CAD6992103.1|CCAP																														
OG0026919							CCAP1982_LOCUS988|CAD6992104.1|CCAP																														
OG0026920							CCAP1982_LOCUS989|CAD6992105.1|CCAP																														
OG0026921							CCAP1982_LOCUS990|CAD6992106.1|CCAP																														
OG0026922							CCAP1982_LOCUS992|CAD6992108.1|CCAP																														
OG0026923							CCAP1982_LOCUS993|CAD6992109.1|CCAP																														
OG0026924							CCAP1982_LOCUS1009|CAD6992130.1|CCAP																														
OG0026925							CCAP1982_LOCUS1010|CAD6992131.1|CCAP																														
OG0026926							CCAP1982_LOCUS1011|CAD6992132.1|CCAP																														
OG0026927							CCAP1982_LOCUS1012|CAD6992133.1|CCAP																														
OG0026928							CCAP1982_LOCUS1013|CAD6992134.1|CCAP																														
OG0026929							CCAP1982_LOCUS1033|CAD6992155.1|CCAP																														
OG0026930							CCAP1982_LOCUS1043|CAD6992168.1|CCAP																														
OG0026931							CCAP1982_LOCUS1058|CAD6992186.1|CCAP																														
OG0026932							CCAP1982_LOCUS1060|CAD6992188.1|CCAP																														
OG0026933							CCAP1982_LOCUS1062|CAD6992190.1|CCAP																														
OG0026934							CCAP1982_LOCUS1063|CAD6992191.1|CCAP																														
OG0026935							CCAP1982_LOCUS1064|CAD6992192.1|CCAP																														
OG0026936							CCAP1982_LOCUS1071|CAD6992199.1|CCAP																														
OG0026937							CCAP1982_LOCUS1072|CAD6992200.1|CCAP																														
OG0026938							CCAP1982_LOCUS1090|CAD6992220.1|CCAP																														
OG0026939							CCAP1982_LOCUS1094|CAD6992224.1|CCAP																														
OG0026940							CCAP1982_LOCUS1095|CAD6992225.1|CCAP																														
OG0026941							CCAP1982_LOCUS1099|CAD6992229.1|CCAP																														
OG0026942							CCAP1982_LOCUS1102|CAD6992232.1|CCAP																														
OG0026943							CCAP1982_LOCUS1103|CAD6992233.1|CCAP																														
OG0026944							CCAP1982_LOCUS1105|CAD6992235.1|CCAP																														
OG0026945							CCAP1982_LOCUS1106|CAD6992236.1|CCAP																														
OG0026946							CCAP1982_LOCUS1107|CAD6992237.1|CCAP																														
OG0026947							CCAP1982_LOCUS1108|CAD6992238.1|CCAP																														
OG0026948							CCAP1982_LOCUS1109|CAD6992239.1|CCAP																														
OG0026949							CCAP1982_LOCUS1110|CAD6992240.1|CCAP																														
OG0026950							CCAP1982_LOCUS1111|CAD6992241.1|CCAP																														
OG0026951							CCAP1982_LOCUS1112|CAD6992242.1|CCAP																														
OG0026952							CCAP1982_LOCUS1113|CAD6992243.1|CCAP																														
OG0026953							CCAP1982_LOCUS1114|CAD6992244.1|CCAP																														
OG0026954							CCAP1982_LOCUS1115|CAD6992245.1|CCAP																														
OG0026955							CCAP1982_LOCUS1117|CAD6992247.1|CCAP																														
OG0026956							CCAP1982_LOCUS1120|CAD6992250.1|CCAP																														
OG0026957							CCAP1982_LOCUS1126|CAD6992257.1|CCAP																														
OG0026958							CCAP1982_LOCUS1138|CAD6992270.1|CCAP																														
OG0026959							CCAP1982_LOCUS1151|CAD6992283.1|CCAP																														
OG0026960							CCAP1982_LOCUS1161|CAD6992293.1|CCAP																														
OG0026961							CCAP1982_LOCUS1172|CAD6992304.1|CCAP																														
OG0026962							CCAP1982_LOCUS1176|CAD6992308.1|CCAP																														
OG0026963							CCAP1982_LOCUS1193|CAD6992328.1|CCAP																														
OG0026964							CCAP1982_LOCUS1210|CAD6992346.1|CCAP																														
OG0026965							CCAP1982_LOCUS1211|CAD6992347.1|CCAP																														
OG0026966							CCAP1982_LOCUS1212|CAD6992348.1|CCAP																														
OG0026967							CCAP1982_LOCUS1213|CAD6992349.1|CCAP																														
OG0026968							CCAP1982_LOCUS1215|CAD6992351.1|CCAP																														
OG0026969							CCAP1982_LOCUS1216|CAD6992352.1|CCAP																														
OG0026970							CCAP1982_LOCUS1219|CAD6992355.1|CCAP																														
OG0026971							CCAP1982_LOCUS1220|CAD6992356.1|CCAP																														
OG0026972							CCAP1982_LOCUS1222|CAD6992358.1|CCAP																														
OG0026973							CCAP1982_LOCUS1223|CAD6992359.1|CCAP																														
OG0026974							CCAP1982_LOCUS1224|CAD6992360.1|CCAP																														
OG0026975							CCAP1982_LOCUS1225|CAD6992361.1|CCAP																														
OG0026976							CCAP1982_LOCUS1229|CAD6992365.1|CCAP																														
OG0026977							CCAP1982_LOCUS1230|CAD6992366.1|CCAP																														
OG0026978							CCAP1982_LOCUS1232|CAD6992368.1|CCAP																														
OG0026979							CCAP1982_LOCUS1233|CAD6992369.1|CCAP																														
OG0026980							CCAP1982_LOCUS1239|CAD6992375.1|CCAP																														
OG0026981							CCAP1982_LOCUS1240|CAD6992376.1|CCAP																														
OG0026982							CCAP1982_LOCUS1241|CAD6992377.1|CCAP																														
OG0026983							CCAP1982_LOCUS1242|CAD6992378.1|CCAP																														
OG0026984							CCAP1982_LOCUS1243|CAD6992379.1|CCAP																														
OG0026985							CCAP1982_LOCUS1244|CAD6992380.1|CCAP																														
OG0026986							CCAP1982_LOCUS1245|CAD6992381.1|CCAP																														
OG0026987							CCAP1982_LOCUS1246|CAD6992382.1|CCAP																														
OG0026988							CCAP1982_LOCUS1247|CAD6992383.1|CCAP																														
OG0026989							CCAP1982_LOCUS1248|CAD6992384.1|CCAP																														
OG0026990							CCAP1982_LOCUS1249|CAD6992385.1|CCAP																														
OG0026991							CCAP1982_LOCUS1250|CAD6992386.1|CCAP																														
OG0026992							CCAP1982_LOCUS1251|CAD6992387.1|CCAP																														
OG0026993							CCAP1982_LOCUS1252|CAD6992388.1|CCAP																														
OG0026994							CCAP1982_LOCUS1253|CAD6992389.1|CCAP																														
OG0026995							CCAP1982_LOCUS1254|CAD6992390.1|CCAP																														
OG0026996							CCAP1982_LOCUS1262|CAD6992398.1|CCAP																														
OG0026997							CCAP1982_LOCUS1263|CAD6992399.1|CCAP																														
OG0026998							CCAP1982_LOCUS1264|CAD6992400.1|CCAP																														
OG0026999							CCAP1982_LOCUS1265|CAD6992401.1|CCAP																														
OG0027000							CCAP1982_LOCUS1266|CAD6992402.1|CCAP																														
OG0027001							CCAP1982_LOCUS1267|CAD6992403.1|CCAP																														
OG0027002							CCAP1982_LOCUS1268|CAD6992404.1|CCAP																														
OG0027003							CCAP1982_LOCUS1269|CAD6992405.1|CCAP																														
OG0027004							CCAP1982_LOCUS1270|CAD6992406.1|CCAP																														
OG0027005							CCAP1982_LOCUS1271|CAD6992407.1|CCAP																														
OG0027006							CCAP1982_LOCUS1273|CAD6992408.1|CCAP																														
OG0027007							CCAP1982_LOCUS1274|CAD6992409.1|CCAP																														
OG0027008							CCAP1982_LOCUS1275|CAD6992410.1|CCAP																														
OG0027009							CCAP1982_LOCUS1284|CAD6992422.1|CCAP																														
OG0027010							CCAP1982_LOCUS1287|CAD6992425.1|CCAP																														
OG0027011							CCAP1982_LOCUS1288|CAD6992426.1|CCAP																														
OG0027012							CCAP1982_LOCUS1289|CAD6992427.1|CCAP																														
OG0027013							CCAP1982_LOCUS1290|CAD6992428.1|CCAP																														
OG0027014							CCAP1982_LOCUS1291|CAD6992429.1|CCAP																														
OG0027015							CCAP1982_LOCUS1292|CAD6992430.1|CCAP																														
OG0027016							CCAP1982_LOCUS1306|CAD6992449.1|CCAP																														
OG0027017							CCAP1982_LOCUS1307|CAD6992450.1|CCAP																														
OG0027018							CCAP1982_LOCUS1316|CAD6992460.1|CCAP																														
OG0027019							CCAP1982_LOCUS1317|CAD6992461.1|CCAP																														
OG0027020							CCAP1982_LOCUS1318|CAD6992462.1|CCAP																														
OG0027021							CCAP1982_LOCUS1319|CAD6992463.1|CCAP																														
OG0027022							CCAP1982_LOCUS1320|CAD6992464.1|CCAP																														
OG0027023							CCAP1982_LOCUS1321|CAD6992465.1|CCAP																														
OG0027024							CCAP1982_LOCUS1324|CAD6992469.1|CCAP																														
OG0027025							CCAP1982_LOCUS1333|CAD6992481.1|CCAP																														
OG0027026							CCAP1982_LOCUS1334|CAD6992482.1|CCAP																														
OG0027027							CCAP1982_LOCUS1338|CAD6992486.1|CCAP																														
OG0027028							CCAP1982_LOCUS1339|CAD6992487.1|CCAP																														
OG0027029							CCAP1982_LOCUS1346|CAD6992494.1|CCAP																														
OG0027030							CCAP1982_LOCUS1351|CAD6992501.1|CCAP																														
OG0027031							CCAP1982_LOCUS1362|CAD6992513.1|CCAP																														
OG0027032							CCAP1982_LOCUS1366|CAD6992517.1|CCAP																														
OG0027033							CCAP1982_LOCUS1369|CAD6992520.1|CCAP																														
OG0027034							CCAP1982_LOCUS1370|CAD6992521.1|CCAP																														
OG0027035							CCAP1982_LOCUS1371|CAD6992522.1|CCAP																														
OG0027036							CCAP1982_LOCUS1372|CAD6992523.1|CCAP																														
OG0027037							CCAP1982_LOCUS1373|CAD6992524.1|CCAP																														
OG0027038							CCAP1982_LOCUS1374|CAD6992525.1|CCAP																														
OG0027039							CCAP1982_LOCUS1375|CAD6992526.1|CCAP																														
OG0027040							CCAP1982_LOCUS1376|CAD6992527.1|CCAP																														
OG0027041							CCAP1982_LOCUS1377|CAD6992528.1|CCAP																														
OG0027042							CCAP1982_LOCUS1380|CAD6992531.1|CCAP																														
OG0027043							CCAP1982_LOCUS1387|CAD6992538.1|CCAP																														
OG0027044							CCAP1982_LOCUS1392|CAD6992544.1|CCAP																														
OG0027045							CCAP1982_LOCUS1395|CAD6992549.1|CCAP																														
OG0027046							CCAP1982_LOCUS1396|CAD6992550.1|CCAP																														
OG0027047							CCAP1982_LOCUS1397|CAD6992551.1|CCAP																														
OG0027048							CCAP1982_LOCUS1398|CAD6992552.1|CCAP																														
OG0027049							CCAP1982_LOCUS1399|CAD6992553.1|CCAP																														
OG0027050							CCAP1982_LOCUS1400|CAD6992554.1|CCAP																														
OG0027051							CCAP1982_LOCUS1401|CAD6992555.1|CCAP																														
OG0027052							CCAP1982_LOCUS1402|CAD6992556.1|CCAP																														
OG0027053							CCAP1982_LOCUS1403|CAD6992557.1|CCAP																														
OG0027054							CCAP1982_LOCUS1404|CAD6992558.1|CCAP																														
OG0027055							CCAP1982_LOCUS1405|CAD6992559.1|CCAP																														
OG0027056							CCAP1982_LOCUS1406|CAD6992560.1|CCAP																														
OG0027057							CCAP1982_LOCUS1407|CAD6992561.1|CCAP																														
OG0027058							CCAP1982_LOCUS1408|CAD6992562.1|CCAP																														
OG0027059							CCAP1982_LOCUS1409|CAD6992563.1|CCAP																														
OG0027060							CCAP1982_LOCUS1410|CAD6992564.1|CCAP																														
OG0027061							CCAP1982_LOCUS1444|CAD6992595.1|CCAP																														
OG0027062							CCAP1982_LOCUS1449|CAD6992599.1|CCAP																														
OG0027063							CCAP1982_LOCUS1452|CAD6992603.1|CCAP																														
