Orthogroup	DMAU.longest_only	DALB.longest_only
OG0000926	LOC117144098|XP_033165005.1|DMAU	LOC117574600|XP_034114378.1|DALB
OG0000927	LOC117145278|XP_033166757.1|DMAU	LOC117573509|XP_034112629.1|DALB
OG0000927	LOC117144297|XP_033165294.1|DMAU	LOC117573508|XP_034112628.1|DALB
OG0000928	LOC117145020|XP_033166408.1|DMAU, LOC117145011|XP_033166398.1|DMAU	LOC117563587|XP_034097864.1|DALB, LOC117563589|XP_034097865.1|DALB, LOC117563209|XP_034097289.1|DALB
OG0000929	LOC117139420|XP_033157595.1|DMAU	LOC117563995|XP_034098476.1|DALB
OG0000929	LOC117139423|XP_033157609.1|DMAU	LOC117563996|XP_034098477.1|DALB
OG0000930	LOC117140213|XP_033158893.1|DMAU, LOC117142092|XP_033161866.1|DMAU	LOC117571734|XP_034109944.1|DALB
OG0000931	LOC117136608|XP_033153483.1|DMAU	LOC117571251|XP_034109196.1|DALB
OG0000931	LOC117143979|XP_033164813.1|DMAU	LOC117563946|XP_034098408.1|DALB
OG0000932	LOC117140116|XP_033158771.1|DMAU	LOC117564370|XP_034098978.1|DALB, LOC117564667|XP_034099422.1|DALB
OG0000933	LOC117138538|XP_033156567.1|DMAU	LOC117570383|XP_034107869.1|DALB
OG0000933	LOC117138539|XP_033156568.1|DMAU	LOC117570384|XP_034107872.1|DALB
OG0000934	LOC117136299|XP_033153036.1|DMAU, LOC117136300|XP_033153037.1|DMAU	LOC117569622|XP_034106750.1|DALB, LOC117569623|XP_034106751.1|DALB
OG0000935	LOC117144531|XP_033165653.1|DMAU	LOC117573817|XP_034113134.1|DALB
OG0000936	LOC117144628|XP_033165814.1|DMAU	LOC117575759|XP_034116013.1|DALB
OG0000936	LOC117147763|XP_033170679.1|DMAU	LOC117570689|XP_034108386.1|DALB
OG0000938	LOC117147676|XP_033170543.1|DMAU	LOC117573958|XP_034113392.1|DALB
OG0000939	LOC117151025|XP_033174125.1|DMAU	LOC117564610|XP_034099357.1|DALB
OG0000940	LOC117146969|XP_033169528.1|DMAU	LOC117577954|XP_034118888.1|DALB
OG0000940	LOC117140908|XP_033159971.1|DMAU	LOC117569688|XP_034106829.1|DALB
OG0000941	LOC117146876|XP_033169356.1|DMAU	LOC117577589|XP_034118324.1|DALB
OG0000942	LOC117140515|XP_033159384.1|DMAU	LOC117566829|XP_034102289.1|DALB
OG0000943	LOC117135554|XP_033151743.1|DMAU	LOC117567542|XP_034103480.1|DALB
OG0000943	LOC117135555|XP_033151746.1|DMAU	LOC117568320|XP_034104787.1|DALB
OG0000944	LOC117147668|XP_033170534.1|DMAU	LOC117577556|XP_034118280.1|DALB
OG0000944	LOC117146835|XP_033169713.1|DMAU	LOC117575856|XP_034116167.1|DALB
OG0000945	LOC117139195|XP_033157258.1|DMAU, LOC117139196|XP_033157260.1|DMAU	LOC117567513|XP_034103449.1|DALB
OG0000946	LOC117150285|XP_033172994.1|DMAU	LOC117571608|XP_034109716.1|DALB, LOC117571681|XP_034109813.1|DALB, LOC117564716|XP_034099489.1|DALB
OG0000947	LOC117136239|XP_033152915.1|DMAU	LOC117571451|XP_034109489.1|DALB
OG0000948	LOC117140564|XP_033159452.1|DMAU	LOC117572178|XP_034110721.1|DALB
OG0000949	LOC117146770|XP_033169175.1|DMAU	LOC117565923|XP_034101190.1|DALB, LOC117565933|XP_034101213.1|DALB
OG0000950	LOC117143634|XP_033164301.1|DMAU	LOC117576214|XP_034116710.1|DALB
OG0000951	LOC117142512|XP_033162441.1|DMAU	LOC117576018|XP_034116417.1|DALB
OG0000952	LOC117150067|XP_033172811.1|DMAU, LOC117138330|XP_033156261.1|DMAU	LOC117563833|XP_034098252.1|DALB
OG0000954	LOC117136729|XP_033153651.1|DMAU	LOC117572679|XP_034111603.1|DALB, LOC117568521|XP_034105114.1|DALB, LOC117572680|XP_034111604.1|DALB, LOC117572678|XP_034111602.1|DALB, LOC117568611|XP_034105263.1|DALB, LOC117572681|XP_034111606.1|DALB
OG0000955	LOC117145640|XP_033167251.1|DMAU	LOC117573900|XP_034113299.1|DALB
OG0000955	LOC117145500|XP_033167072.1|DMAU	LOC117574481|XP_034114209.1|DALB
OG0000956	LOC117145638|XP_033167249.1|DMAU	LOC117576792|XP_034117742.1|DALB
OG0000956	LOC117145005|XP_033166384.1|DMAU	LOC117576100|XP_034116549.1|DALB
OG0000957	LOC117136565|XP_033153411.1|DMAU	LOC117566541|XP_034101973.1|DALB
OG0000958	LOC117142630|XP_033162624.1|DMAU, LOC117138694|XP_033156845.1|DMAU	LOC117568423|XP_034104963.1|DALB
OG0000959	LOC117139779|XP_033158281.1|DMAU, LOC117144976|XP_033166334.1|DMAU	LOC117565374|XP_034100334.1|DALB, LOC117574475|XP_034114204.1|DALB
OG0000960	LOC117147497|XP_033170290.1|DMAU	LOC117575827|XP_034116122.1|DALB, LOC117576993|XP_034118070.1|DALB, LOC117575902|XP_034116238.1|DALB, LOC117574508|XP_034114258.1|DALB, LOC117575901|XP_034116235.1|DALB, LOC117569004|XP_034105882.1|DALB, LOC117577091|XP_034118083.1|DALB
OG0000961	LOC117141039|XP_033160212.1|DMAU	LOC117571816|XP_034110078.1|DALB
OG0000961	LOC117141041|XP_033160214.1|DMAU	LOC117571815|XP_034110076.1|DALB
OG0000963	LOC117148452|XP_033171717.1|DMAU	LOC117577968|XP_034118914.1|DALB
OG0000964	LOC117148485|XP_033171756.1|DMAU, LOC117148416|XP_033171675.1|DMAU, LOC117137287|XP_033154552.1|DMAU	LOC117570877|XP_034108661.1|DALB
OG0000965	LOC117148285|XP_033171489.1|DMAU	LOC117576869|XP_034117866.1|DALB
OG0000966	LOC117136072|XP_033152617.1|DMAU, LOC117142670|XP_033162694.1|DMAU	LOC117568065|XP_034104314.1|DALB
OG0000968	LOC117141114|XP_033160328.1|DMAU	LOC117568512|XP_034105105.1|DALB
OG0000969	LOC117138177|XP_033155958.1|DMAU	LOC117567320|XP_034103110.1|DALB
OG0000970	LOC117142955|XP_033163171.1|DMAU	LOC117573597|XP_034112782.1|DALB
OG0000971	LOC117140377|XP_033159137.1|DMAU, LOC117149475|XP_033172674.1|DMAU, LOC117149457|XP_033172669.1|DMAU	LOC117564194|XP_034098759.1|DALB
OG0000972	LOC117142065|XP_033161833.1|DMAU	LOC117567498|XP_034103419.1|DALB
OG0000973	LOC117147419|XP_033170188.1|DMAU	LOC117570199|XP_034107580.1|DALB
OG0000974	LOC117141227|XP_033160476.1|DMAU	LOC117566391|XP_034101790.1|DALB
OG0000975	LOC117142852|XP_033162983.1|DMAU	LOC117573970|XP_034113401.1|DALB
OG0000976	LOC117144847|XP_033166135.1|DMAU	LOC117574839|XP_034114721.1|DALB
OG0000977	LOC117142703|XP_033162750.1|DMAU	LOC117573533|XP_034112674.1|DALB
OG0000978	LOC117136500|XP_033153335.1|DMAU, LOC117136501|XP_033153336.1|DMAU, LOC117145408|XP_033166939.1|DMAU	LOC117573698|XP_034112951.1|DALB
OG0000979	LOC117135991|XP_033152497.1|DMAU	LOC117572496|XP_034111238.1|DALB
OG0000980	LOC117142262|XP_033162016.1|DMAU	LOC117576728|XP_034117640.1|DALB
OG0000981	LOC117144934|XP_033166282.1|DMAU	LOC117565479|XP_034100475.1|DALB
OG0000982	LOC117144078|XP_033164982.1|DMAU, LOC117144892|XP_033166206.1|DMAU, LOC117145474|XP_033167041.1|DMAU	LOC117575424|XP_034115515.1|DALB
OG0000984	LOC117145709|XP_033167345.1|DMAU	LOC117571238|XP_034109183.1|DALB
OG0000984	LOC117150693|XP_033173597.1|DMAU	LOC117563897|XP_034098349.1|DALB
OG0000985	LOC117136287|XP_033153013.1|DMAU	LOC117567459|XP_034103365.1|DALB
OG0000985	LOC117136288|XP_033153014.1|DMAU	LOC117568882|XP_034105673.1|DALB
OG0000986	LOC117141720|XP_033161232.1|DMAU	LOC117565557|XP_034100616.1|DALB
OG0000987	LOC117150068|XP_033172812.1|DMAU	LOC117564830|XP_034099646.1|DALB
OG0000987	LOC117143666|XP_033164338.1|DMAU	LOC117573905|XP_034113303.1|DALB
OG0000990	LOC117142690|XP_033162738.1|DMAU, LOC117147400|XP_033170163.1|DMAU	LOC117578241|XP_034119552.1|DALB
OG0000991	LOC117146545|XP_033168727.1|DMAU	LOC117577906|XP_034118798.1|DALB
OG0000992	LOC117136497|XP_033153331.1|DMAU, LOC117136495|XP_033153330.1|DMAU, LOC117145677|XP_033167303.1|DMAU	LOC117573420|XP_034112517.1|DALB
OG0000993	LOC117145720|XP_033167356.1|DMAU, LOC117142776|XP_033162855.1|DMAU	LOC117575298|XP_034115339.1|DALB
OG0000994	LOC117148155|XP_033171279.1|DMAU	LOC117577746|XP_034118548.1|DALB
OG0000995	LOC117139753|XP_033158209.1|DMAU, LOC117148390|XP_033171643.1|DMAU, LOC117147602|XP_033170443.1|DMAU	LOC117567794|XP_034103912.1|DALB
OG0000996	LOC117136605|XP_033153480.1|DMAU	LOC117569493|XP_034106565.1|DALB
OG0000997	LOC117137479|XP_033154847.1|DMAU	LOC117570903|XP_034108698.1|DALB
OG0000998	LOC117140883|XP_033159924.1|DMAU	LOC117572254|XP_034110833.1|DALB
OG0000999	LOC117137803|XP_033155368.1|DMAU, LOC117146891|XP_033169380.1|DMAU	LOC117565821|XP_034101016.1|DALB
OG0001000	LOC117138000|XP_033155677.1|DMAU	LOC117567199|XP_034102918.1|DALB
OG0001001	LOC117135434|XP_033151487.1|DMAU	LOC117569255|XP_034106219.1|DALB
OG0001002	LOC117150537|XP_033173354.1|DMAU	LOC117565196|XP_034100091.1|DALB
OG0001003	LOC117141381|XP_033160683.1|DMAU, LOC117135700|XP_033152000.1|DMAU	LOC117575955|XP_034116324.1|DALB
OG0001004	LOC117143801|XP_033164536.1|DMAU	LOC117575813|XP_034116097.1|DALB
OG0001005	LOC117145569|XP_033167169.1|DMAU, LOC117146731|XP_033169064.1|DMAU	LOC117570208|XP_034107592.1|DALB
OG0001006	LOC117143775|XP_033164494.1|DMAU, LOC117139132|XP_033157173.1|DMAU	LOC117571697|XP_034109882.1|DALB
OG0001008	LOC117144446|XP_033165491.1|DMAU, LOC117147629|XP_033170485.1|DMAU	LOC117567040|XP_034102641.1|DALB, LOC117576153|XP_034116621.1|DALB
OG0001009	LOC117144589|XP_033165758.1|DMAU, LOC117142760|XP_033162833.1|DMAU	LOC117575770|XP_034116027.1|DALB
OG0001010	LOC117148811|XP_033172348.1|DMAU, LOC117135133|XP_033151078.1|DMAU	LOC117565022|XP_034099858.1|DALB
OG0001011	LOC117145093|XP_033166506.1|DMAU	LOC117564539|XP_034099251.1|DALB
OG0001012	LOC117148386|XP_033171639.1|DMAU, LOC117148364|XP_033171612.1|DMAU	LOC117578170|XP_034119351.1|DALB, LOC117578169|XP_034119349.1|DALB
OG0001013	LOC117139125|XP_033157162.1|DMAU	LOC117572469|XP_034111207.1|DALB
OG0001013	LOC117140206|XP_033158884.1|DMAU	LOC117568614|XP_034105266.1|DALB
OG0001014	LOC117139537|XP_033157801.1|DMAU	LOC117569474|XP_034106533.1|DALB
OG0001014	LOC117139896|XP_033158466.1|DMAU	LOC117568105|XP_034104388.1|DALB
OG0001015	LOC117147174|XP_033169857.1|DMAU	LOC117577743|XP_034118545.1|DALB
OG0001015	LOC117147175|XP_033169861.1|DMAU	LOC117577812|XP_034118633.1|DALB
OG0001016	LOC117144137|XP_033165054.1|DMAU, LOC117147069|XP_033169721.1|DMAU	LOC117564638|XP_034099390.1|DALB, LOC117569705|XP_034106864.1|DALB
OG0001017	LOC117135464|XP_033151551.1|DMAU	LOC117571541|XP_034109625.1|DALB
OG0001020	LOC117148384|XP_033171636.1|DMAU	LOC117567376|XP_034103215.1|DALB
OG0001021	LOC117138340|XP_033156273.1|DMAU	LOC117566208|XP_034101627.1|DALB
OG0001022	LOC117147683|XP_033170554.1|DMAU	LOC117564466|XP_034099149.1|DALB
OG0001025	LOC117141213|XP_033160462.1|DMAU	LOC117570523|XP_034108116.1|DALB, LOC117570992|XP_034108831.1|DALB, LOC117572512|XP_034111257.1|DALB, LOC117572504|XP_034111247.1|DALB
OG0001026	LOC117138590|XP_033156662.1|DMAU	LOC117572187|XP_034110733.1|DALB, LOC117568642|XP_034105325.1|DALB
OG0001027	LOC117139527|XP_033157780.1|DMAU	LOC117572768|XP_034111747.1|DALB
OG0001028	LOC117139617|XP_033157965.1|DMAU	LOC117563841|XP_034098261.1|DALB
OG0001029	LOC117138373|XP_033156333.1|DMAU	LOC117569349|XP_034106373.1|DALB
OG0001031	LOC117135175|XP_033151135.1|DMAU	LOC117565334|XP_034100274.1|DALB
OG0001032	LOC117137815|XP_033155388.1|DMAU, LOC117150749|XP_033173674.1|DMAU, LOC117145543|XP_033167132.1|DMAU	LOC117565668|XP_034100790.1|DALB
OG0001033	LOC117141072|XP_033160260.1|DMAU	LOC117566751|XP_034102186.1|DALB
OG0001034	LOC117139496|XP_033157714.1|DMAU	LOC117567281|XP_034103039.1|DALB
OG0001035	LOC117147291|XP_033170029.1|DMAU	LOC117577999|XP_034118989.1|DALB
OG0001036	LOC117142208|XP_033161936.1|DMAU	LOC117568078|XP_034104347.1|DALB
OG0001036	LOC117142236|XP_033161980.1|DMAU	LOC117574338|XP_034114050.1|DALB
OG0001037	LOC117140028|XP_033158650.1|DMAU	LOC117571195|XP_034109127.1|DALB, LOC117573318|XP_034112316.1|DALB
OG0001038	LOC117143598|XP_033164239.1|DMAU	LOC117574728|XP_034114549.1|DALB
OG0001038	LOC117143597|XP_033164238.1|DMAU	LOC117574731|XP_034114552.1|DALB, LOC117574729|XP_034114550.1|DALB
OG0001042	LOC117145224|XP_033166687.1|DMAU	LOC117575862|XP_034116174.1|DALB
OG0001043	LOC117147867|XP_033170835.1|DMAU	LOC117577741|XP_034118543.1|DALB
OG0001044	LOC117137282|XP_033154544.1|DMAU	LOC117571187|XP_034109115.1|DALB
OG0001045	LOC117137462|XP_033154799.1|DMAU	LOC117569790|XP_034106983.1|DALB
OG0001046	LOC117136290|XP_033153017.1|DMAU, LOC117136289|XP_033153016.1|DMAU	LOC117572650|XP_034111520.1|DALB
OG0001047	LOC117135630|XP_033151896.1|DMAU	LOC117568166|XP_034104488.1|DALB
OG0001048	LOC117137600|XP_033155008.1|DMAU	LOC117570904|XP_034108700.1|DALB
OG0001049	LOC117139765|XP_033158252.1|DMAU	LOC117572710|XP_034111659.1|DALB
OG0001050	LOC117141344|XP_033160638.1|DMAU	LOC117572583|XP_034111358.1|DALB
OG0001051	LOC117151072|XP_033174205.1|DMAU	LOC117565410|XP_034100387.1|DALB
OG0001052	LOC117139580|XP_033157924.1|DMAU	LOC117563456|XP_034097699.1|DALB
OG0001053	LOC117147209|XP_033169913.1|DMAU	LOC117571475|XP_034109529.1|DALB, LOC117564313|XP_034098901.1|DALB
OG0001054	LOC117144668|XP_033165877.1|DMAU	LOC117573519|XP_034112643.1|DALB
OG0001055	LOC117144141|XP_033165058.1|DMAU, LOC117145345|XP_033166852.1|DMAU	LOC117576831|XP_034117796.1|DALB, LOC117574968|XP_034114923.1|DALB
OG0001056	LOC117150848|XP_033173809.1|DMAU, LOC117147691|XP_033170569.1|DMAU	LOC117573846|XP_034113209.1|DALB
OG0001057	LOC117143767|XP_033164484.1|DMAU	LOC117563256|XP_034097369.1|DALB
OG0001058	LOC117147900|XP_033170898.1|DMAU	LOC117575555|XP_034115710.1|DALB
OG0001059	LOC117140672|XP_033159613.1|DMAU	LOC117571789|XP_034110039.1|DALB
OG0001060	LOC117144130|XP_033165045.1|DMAU	LOC117575355|XP_034115412.1|DALB
OG0001061	LOC117145881|XP_033167596.1|DMAU, LOC117146011|XP_033167821.1|DMAU	LOC117574437|XP_034114166.1|DALB
OG0001063	LOC117147439|XP_033170212.1|DMAU	LOC117574569|XP_034114339.1|DALB
OG0001064	LOC117148830|XP_033172371.1|DMAU	LOC117565914|XP_034101177.1|DALB
OG0001064	LOC117148835|XP_033172379.1|DMAU	LOC117566413|XP_034101829.1|DALB
OG0001065	LOC117135782|XP_033152146.1|DMAU	LOC117566770|XP_034102204.1|DALB
OG0001066	LOC117136163|XP_033152796.1|DMAU, LOC117140498|XP_033159356.1|DMAU, LOC117148822|XP_033172360.1|DMAU	LOC117578292|XP_034119623.1|DALB
OG0001067	LOC117150407|XP_033173162.1|DMAU	LOC117564486|XP_034099182.1|DALB
OG0001067	LOC117150409|XP_033173165.1|DMAU	LOC117564488|XP_034099186.1|DALB
OG0001068	LOC117139191|XP_033157251.1|DMAU	LOC117569686|XP_034106826.1|DALB
OG0001068	LOC117139283|XP_033157404.1|DMAU	LOC117571237|XP_034109182.1|DALB
OG0001069	LOC117146804|XP_033169237.1|DMAU, LOC117148393|XP_033171648.1|DMAU, LOC117148356|XP_033171605.1|DMAU, LOC117147551|XP_033170383.1|DMAU, LOC117146802|XP_033169235.1|DMAU, LOC117146803|XP_033169236.1|DMAU, LOC117148357|XP_033171606.1|DMAU, LOC117147564|XP_033170398.1|DMAU, LOC117148394|XP_033171649.1|DMAU, LOC117138069|XP_033155784.1|DMAU	LOC117568490|XP_034105068.1|DALB
OG0001072	LOC117139131|XP_033157172.1|DMAU, LOC117139275|XP_033157392.1|DMAU	LOC117568336|XP_034104811.1|DALB
OG0001074	LOC117137602|XP_033155011.1|DMAU	LOC117567898|XP_034104063.1|DALB
OG0001075	LOC117141868|XP_033161442.1|DMAU	LOC117569508|XP_034106583.1|DALB
OG0001077	LOC117139669|XP_033158037.1|DMAU	LOC117569698|XP_034106852.1|DALB
OG0001078	LOC117147392|XP_033170152.1|DMAU	LOC117571270|XP_034109227.1|DALB
OG0001079	LOC117140380|XP_033159136.1|DMAU	LOC117571612|XP_034109723.1|DALB
OG0001080	LOC117139716|XP_033158122.1|DMAU	LOC117567041|XP_034102643.1|DALB
OG0001081	LOC117145921|XP_033167670.1|DMAU	LOC117571435|XP_034109470.1|DALB, LOC117570687|XP_034108379.1|DALB
OG0001082	LOC117137630|XP_033155053.1|DMAU	LOC117568326|XP_034104798.1|DALB
OG0001083	LOC117147646|XP_033170507.1|DMAU, LOC117140875|XP_033159909.1|DMAU, LOC117148593|XP_033171962.1|DMAU, LOC117147840|XP_033170789.1|DMAU	LOC117571508|XP_034109570.1|DALB, LOC117570504|XP_034108095.1|DALB
OG0001084	LOC117136168|XP_033152800.1|DMAU	LOC117567179|XP_034102892.1|DALB
OG0001085	LOC117138186|XP_033155976.1|DMAU	LOC117571066|XP_034108926.1|DALB
OG0001086	LOC117143507|XP_033164119.1|DMAU, LOC117135450|XP_033151523.1|DMAU	LOC117572129|XP_034110654.1|DALB
OG0001087	LOC117140923|XP_033160009.1|DMAU, LOC117137371|XP_033154668.1|DMAU	LOC117563726|XP_034098081.1|DALB
OG0001088	LOC117139743|XP_033158195.1|DMAU	LOC117572629|XP_034111479.1|DALB
OG0001089	LOC117139009|XP_033156993.1|DMAU	LOC117567599|XP_034103575.1|DALB
OG0001090	LOC117141127|XP_033160341.1|DMAU	LOC117571369|XP_034109375.1|DALB
OG0001092	LOC117149947|XP_033172740.1|DMAU	LOC117565305|XP_034100234.1|DALB
OG0001093	LOC117150686|XP_033173589.1|DMAU	LOC117563550|XP_034097820.1|DALB
OG0001094	LOC117148773|XP_033172264.1|DMAU	LOC117564619|XP_034099364.1|DALB
OG0001095	LOC117136201|XP_033152841.1|DMAU	LOC117567862|XP_034104015.1|DALB
OG0001096	LOC117146591|XP_033168805.1|DMAU	LOC117564722|XP_034099495.1|DALB, LOC117564720|XP_034099494.1|DALB
OG0001097	LOC117138506|XP_033156529.1|DMAU	LOC117564048|XP_034098549.1|DALB
OG0001098	LOC117139252|XP_033157358.1|DMAU	LOC117567592|XP_034103566.1|DALB
OG0001099	LOC117141294|XP_033160564.1|DMAU	LOC117571438|XP_034109472.1|DALB, LOC117570019|XP_034107326.1|DALB
OG0001100	LOC117139977|XP_033158570.1|DMAU	LOC117575479|XP_034115603.1|DALB
OG0001101	LOC117138569|XP_033156630.1|DMAU	LOC117566704|XP_034102141.1|DALB
OG0001102	LOC117138978|XP_033156936.1|DMAU	LOC117567506|XP_034103438.1|DALB
OG0001103	LOC117143515|XP_033164129.1|DMAU	LOC117574165|XP_034113745.1|DALB
OG0001104	LOC117136429|XP_033153234.1|DMAU	LOC117566766|XP_034102199.1|DALB, LOC117570636|XP_034108294.1|DALB
OG0001105	LOC117137695|XP_033155155.1|DMAU	LOC117569145|XP_034106083.1|DALB
OG0001106	LOC117146335|XP_033168337.1|DMAU, LOC117146336|XP_033168344.1|DMAU	LOC117573248|XP_034112198.1|DALB
OG0001108	LOC117145683|XP_033167316.1|DMAU, LOC117145488|XP_033167055.1|DMAU	LOC117573299|XP_034112294.1|DALB
OG0001109	LOC117137932|XP_033155576.1|DMAU	LOC117566578|XP_034102010.1|DALB
OG0001109	LOC117136600|XP_033153474.1|DMAU	LOC117566577|XP_034102009.1|DALB, LOC117570475|XP_034108050.1|DALB
OG0001110	LOC117141708|XP_033161213.1|DMAU	LOC117568852|XP_034105620.1|DALB
OG0001111	LOC117137426|XP_033154747.1|DMAU, LOC117137307|XP_033154578.1|DMAU	LOC117568157|XP_034104467.1|DALB, LOC117569127|XP_034106038.1|DALB
OG0001112	LOC117137917|XP_033155554.1|DMAU	LOC117568780|XP_034105509.1|DALB, LOC117568409|XP_034104940.1|DALB
OG0001113	LOC117150406|XP_033173160.1|DMAU	LOC117563817|XP_034098241.1|DALB
OG0001113	LOC117150408|XP_033173163.1|DMAU	LOC117564487|XP_034099184.1|DALB
OG0001114	LOC117150779|XP_033173714.1|DMAU, LOC117150777|XP_033173713.1|DMAU	LOC117565450|XP_034100438.1|DALB
OG0001115	LOC117150907|XP_033173945.1|DMAU, LOC117150903|XP_033173937.1|DMAU, LOC117150904|XP_033173939.1|DMAU	LOC117565052|XP_034099886.1|DALB
OG0001116	LOC117136109|XP_033152699.1|DMAU	LOC117568735|XP_034105452.1|DALB
OG0001116	LOC117136107|XP_033152695.1|DMAU	LOC117571143|XP_034109036.1|DALB
OG0001117	LOC117141476|XP_033160837.1|DMAU, LOC117139312|XP_033157446.1|DMAU	LOC117568275|XP_034104656.1|DALB, LOC117568975|XP_034105826.1|DALB, LOC117569285|XP_034106281.1|DALB
OG0001118	LOC117146542|XP_033168722.1|DMAU, LOC117147662|XP_033170529.1|DMAU	LOC117577856|XP_034118695.1|DALB
OG0001119	LOC117140618|XP_033159525.1|DMAU	LOC117575118|XP_034115107.1|DALB
OG0001120	LOC117142265|XP_033162022.1|DMAU	LOC117576088|XP_034116528.1|DALB
OG0001122	LOC117139749|XP_033158201.1|DMAU	LOC117570724|XP_034108429.1|DALB
OG0001124	LOC117144496|XP_033165574.1|DMAU, LOC117143886|XP_033164675.1|DMAU	LOC117575044|XP_034115018.1|DALB
OG0001125	LOC117145250|XP_033166722.1|DMAU	LOC117575376|XP_034115439.1|DALB
OG0001126	LOC117140218|XP_033158899.1|DMAU	LOC117568394|XP_034104898.1|DALB
OG0001127	LOC117139129|XP_033157170.1|DMAU	LOC117569771|XP_034106959.1|DALB
OG0001128	LOC117137883|XP_033155504.1|DMAU	LOC117568896|XP_034105688.1|DALB
OG0001129	LOC117137095|XP_033154311.1|DMAU	LOC117563751|XP_034098123.1|DALB
OG0001130	LOC117148663|XP_033172071.1|DMAU	LOC117564994|XP_034099830.1|DALB
OG0001131	LOC117146307|XP_033168237.1|DMAU	LOC117573165|XP_034112021.1|DALB
OG0001133	LOC117146590|XP_033168841.1|DMAU	LOC117563361|XP_034097542.1|DALB
OG0001134	LOC117136270|XP_033152990.1|DMAU	LOC117568847|XP_034105615.1|DALB
OG0001135	LOC117144238|XP_033165198.1|DMAU	LOC117576431|XP_034117071.1|DALB
OG0001136	LOC117146122|XP_033168010.1|DMAU	LOC117573877|XP_034113245.1|DALB
OG0001137	LOC117145541|XP_033167127.1|DMAU	LOC117574951|XP_034114896.1|DALB
OG0001138	LOC117139717|XP_033158123.1|DMAU	LOC117567042|XP_034102644.1|DALB
OG0001139	LOC117142102|XP_033161878.1|DMAU	LOC117571325|XP_034109302.1|DALB
OG0001140	LOC117150058|XP_033172808.1|DMAU, LOC117150055|XP_033172807.1|DMAU	LOC117573378|XP_034112407.1|DALB
OG0001143	LOC117135141|XP_033151090.1|DMAU	LOC117565782|XP_034100950.1|DALB
OG0001144	LOC117143956|XP_033164782.1|DMAU, LOC117136746|XP_033153668.1|DMAU	LOC117567169|XP_034102875.1|DALB
OG0001145	LOC117137572|XP_033154969.1|DMAU, LOC117137573|XP_033154970.1|DMAU	LOC117570046|XP_034107365.1|DALB, LOC117564647|XP_034099399.1|DALB
OG0001146	LOC117150745|XP_033173669.1|DMAU, LOC117148492|XP_033171763.1|DMAU	LOC117577866|XP_034118712.1|DALB
OG0001147	LOC117140324|XP_033159065.1|DMAU	LOC117568696|XP_034105396.1|DALB
OG0001148	LOC117151010|XP_033174108.1|DMAU	LOC117564748|XP_034099529.1|DALB
OG0001149	LOC117139348|XP_033157488.1|DMAU, LOC117141393|XP_033160698.1|DMAU	LOC117571427|XP_034109458.1|DALB
OG0001150	LOC117136018|XP_033152526.1|DMAU	LOC117571957|XP_034110347.1|DALB
OG0001151	LOC117143485|XP_033164089.1|DMAU, LOC117143426|XP_033164023.1|DMAU	LOC117576790|XP_034117736.1|DALB
OG0001152	LOC117143520|XP_033164133.1|DMAU, LOC117137046|XP_033154145.1|DMAU, LOC117148685|XP_033172119.1|DMAU	LOC117574204|XP_034113800.1|DALB
OG0001153	LOC117136781|XP_033153723.1|DMAU	LOC117568314|XP_034104756.1|DALB
OG0001154	LOC117141760|XP_033161279.1|DMAU	LOC117564345|XP_034098948.1|DALB
OG0001155	LOC117147133|XP_033169802.1|DMAU	LOC117571549|XP_034109645.1|DALB
OG0001157	LOC117142764|XP_033162836.1|DMAU	LOC117576483|XP_034117145.1|DALB
OG0001158	LOC117140202|XP_033158882.1|DMAU	LOC117565636|XP_034100736.1|DALB
OG0001159	LOC117145378|XP_033166894.1|DMAU	LOC117574869|XP_034114778.1|DALB
OG0001160	LOC117145793|XP_033167469.1|DMAU	LOC117574142|XP_034113709.1|DALB, LOC117574136|XP_034113692.1|DALB, LOC117574138|XP_034113696.1|DALB, LOC117574140|XP_034113706.1|DALB, LOC117574139|XP_034113705.1|DALB, LOC117574141|XP_034113707.1|DALB
OG0001161	LOC117143257|XP_033163717.1|DMAU	LOC117576430|XP_034117067.1|DALB
OG0001162	LOC117142422|XP_033162273.1|DMAU	LOC117574552|XP_034114314.1|DALB
OG0001163	LOC117142675|XP_033162701.1|DMAU	LOC117575205|XP_034115216.1|DALB
OG0001164	LOC117145632|XP_033167243.1|DMAU	LOC117574790|XP_034114637.1|DALB
OG0001165	LOC117138556|XP_033156607.1|DMAU	LOC117569451|XP_034106506.1|DALB
OG0001166	LOC117141986|XP_033161691.1|DMAU	LOC117570607|XP_034108242.1|DALB
OG0001167	LOC117137870|XP_033155479.1|DMAU	LOC117569731|XP_034106896.1|DALB
OG0001168	LOC117135764|XP_033152120.1|DMAU	LOC117571849|XP_034110131.1|DALB
OG0001169	LOC117148354|XP_033171603.1|DMAU	LOC117572465|XP_034111204.1|DALB
OG0001170	LOC117143475|XP_033164080.1|DMAU	LOC117573424|XP_034112526.1|DALB
OG0001171	LOC117138994|XP_033156955.1|DMAU	LOC117572136|XP_034110662.1|DALB
OG0001172	LOC117136589|XP_033153453.1|DMAU	LOC117570134|XP_034107490.1|DALB
OG0001174	LOC117139876|XP_033158424.1|DMAU	LOC117567918|XP_034104088.1|DALB
OG0001175	LOC117136286|XP_033153012.1|DMAU	LOC117572648|XP_034111518.1|DALB
OG0001176	LOC117135787|XP_033152166.1|DMAU	LOC117568626|XP_034105308.1|DALB
