Orthogroup	DMAU.longest_only	SLEB.longest_only
OG0000626	LOC117136923|XP_033153950.1|DMAU	LOC115634725|XP_030388467.1|SLEB
OG0000627	LOC117139752|XP_033158207.1|DMAU	LOC115633005|XP_030386190.1|SLEB
OG0000627	LOC117146504|XP_033168650.1|DMAU	LOC115628860|XP_030380971.1|SLEB
OG0000628	LOC117143705|XP_033164398.1|DMAU	LOC115630700|XP_030383212.1|SLEB
OG0000628	LOC117135917|XP_033152379.1|DMAU	LOC115626527|XP_030377769.1|SLEB, LOC115630539|XP_030383004.1|SLEB
OG0000629	LOC117145419|XP_033166955.1|DMAU, LOC117150369|XP_033173122.1|DMAU	LOC115628582|XP_030380626.1|SLEB
OG0000630	LOC117144094|XP_033165004.1|DMAU	LOC115626220|XP_030377378.1|SLEB
OG0000630	LOC117138999|XP_033156971.1|DMAU	LOC115625733|XP_030376744.1|SLEB
OG0000631	LOC117144114|XP_033165036.1|DMAU	LOC115631173|XP_030383722.1|SLEB
OG0000631	LOC117150315|XP_033173037.1|DMAU	LOC115626352|XP_030377562.1|SLEB
OG0000632	LOC117150547|XP_033173370.1|DMAU	LOC115630690|XP_030383200.1|SLEB
OG0000632	LOC117135948|XP_033152429.1|DMAU	LOC115630409|XP_030382802.1|SLEB
OG0000633	LOC117139136|XP_033157176.1|DMAU	LOC115623010|XP_030373041.1|SLEB
OG0000633	LOC117139105|XP_033157129.1|DMAU	LOC115623003|XP_030373028.1|SLEB
OG0000635	LOC117136680|XP_033153581.1|DMAU	LOC115620742|XP_030369999.1|SLEB
OG0000635	LOC117146747|XP_033169114.1|DMAU	LOC115629274|XP_030381560.1|SLEB
OG0000636	LOC117141772|XP_033161297.1|DMAU	LOC115626223|XP_030377382.1|SLEB
OG0000636	LOC117143871|XP_033164643.1|DMAU	LOC115626226|XP_030377385.1|SLEB, LOC115626225|XP_030377383.1|SLEB, LOC115626227|XP_030377387.1|SLEB
OG0000637	LOC117148145|XP_033171265.1|DMAU	LOC115627962|XP_030379716.1|SLEB
OG0000637	LOC117148144|XP_033171264.1|DMAU	LOC115627960|XP_030379713.1|SLEB
OG0000638	LOC117148196|XP_033171360.1|DMAU	LOC115627144|XP_030378581.1|SLEB
OG0000639	LOC117140166|XP_033158830.1|DMAU	LOC115633115|XP_030386361.1|SLEB
OG0000641	LOC117150705|XP_033173608.1|DMAU, LOC117143591|XP_033164230.1|DMAU	LOC115623783|XP_030374184.1|SLEB, LOC115623786|XP_030374188.1|SLEB
OG0000642	LOC117137981|XP_033155647.1|DMAU	LOC115626067|XP_030377180.1|SLEB
OG0000642	LOC117150810|XP_033173760.1|DMAU	LOC115626065|XP_030377178.1|SLEB, LOC115626066|XP_030377179.1|SLEB, LOC115625957|XP_030377055.1|SLEB, LOC115625960|XP_030377061.1|SLEB
OG0000643	LOC117145694|XP_033167326.1|DMAU, LOC117142534|XP_033162472.1|DMAU, LOC117144635|XP_033165821.1|DMAU, LOC117145690|XP_033167322.1|DMAU	LOC115620332|XP_030369388.1|SLEB, LOC115620334|XP_030369391.1|SLEB
OG0000644	LOC117141328|XP_033160618.1|DMAU, LOC117141325|XP_033160615.1|DMAU, LOC117141326|XP_033160616.1|DMAU	LOC115631644|XP_030384315.1|SLEB
OG0000645	LOC117142794|XP_033162889.1|DMAU	LOC115630472|XP_030382903.1|SLEB
OG0000645	LOC117137111|XP_033154293.1|DMAU	LOC115630471|XP_030382902.1|SLEB
OG0000646	LOC117142560|XP_033162501.1|DMAU	LOC115620235|XP_030369240.1|SLEB
OG0000646	LOC117142564|XP_033162507.1|DMAU	LOC115621842|XP_030371513.1|SLEB
OG0000647	LOC117144711|XP_033165942.1|DMAU	LOC115621967|XP_030371674.1|SLEB
OG0000647	LOC117148758|XP_033172244.1|DMAU	LOC115629630|XP_030381990.1|SLEB
OG0000648	LOC117147780|XP_033170708.1|DMAU	LOC115627944|XP_030379697.1|SLEB
OG0000648	LOC117148002|XP_033171050.1|DMAU	LOC115627942|XP_030379695.1|SLEB
OG0000649	LOC117148020|XP_033171077.1|DMAU	LOC115627568|XP_030379152.1|SLEB
OG0000649	LOC117147910|XP_033170910.1|DMAU	LOC115627550|XP_030379125.1|SLEB
OG0000650	LOC117142347|XP_033162157.1|DMAU	LOC115620503|XP_030369617.1|SLEB
OG0000650	LOC117146278|XP_033168164.1|DMAU	LOC115627753|XP_030379398.1|SLEB
OG0000651	LOC117140706|XP_033159663.1|DMAU	LOC115632259|XP_030385191.1|SLEB
OG0000651	LOC117138975|XP_033156928.1|DMAU	LOC115622859|XP_030372803.1|SLEB
OG0000652	LOC117137821|XP_033155396.1|DMAU	LOC115628872|XP_030380991.1|SLEB
OG0000652	LOC117147582|XP_033170417.1|DMAU	LOC115629665|XP_030382040.1|SLEB
OG0000653	LOC117145168|XP_033166607.1|DMAU, LOC117143725|XP_033164420.1|DMAU	LOC115620491|XP_030369592.1|SLEB
OG0000654	LOC117139267|XP_033157378.1|DMAU	LOC115628368|XP_030380304.1|SLEB
OG0000654	LOC117139145|XP_033157188.1|DMAU	LOC115632989|XP_030386166.1|SLEB
OG0000655	LOC117137767|XP_033155278.1|DMAU	LOC115621850|XP_030371563.1|SLEB
OG0000655	LOC117138819|XP_033156861.1|DMAU	LOC115630722|XP_030383235.1|SLEB
OG0000656	LOC117143330|XP_033163878.1|DMAU	LOC115623639|XP_030373943.1|SLEB
OG0000656	LOC117143331|XP_033163879.1|DMAU	LOC115627596|XP_030379180.1|SLEB
OG0000657	LOC117139037|XP_033157029.1|DMAU	LOC115624836|XP_030375543.1|SLEB
OG0000657	LOC117135291|XP_033151352.1|DMAU	LOC115631152|XP_030383683.1|SLEB
OG0000658	LOC117147558|XP_033170391.1|DMAU	LOC115627088|XP_030378498.1|SLEB
OG0000658	LOC117143468|XP_033164072.1|DMAU	LOC115626258|XP_030377426.1|SLEB
OG0000659	LOC117136390|XP_033153177.1|DMAU	LOC115625878|XP_030376954.1|SLEB
OG0000659	LOC117150669|XP_033173559.1|DMAU	LOC115626361|XP_030377571.1|SLEB
OG0000660	LOC117135316|XP_033151404.1|DMAU	LOC115631511|XP_030384136.1|SLEB
OG0000661	LOC117141077|XP_033160266.1|DMAU	LOC115622386|XP_030372170.1|SLEB
OG0000661	LOC117150280|XP_033172987.1|DMAU	LOC115630509|XP_030382967.1|SLEB
OG0000662	LOC117140756|XP_033159729.1|DMAU	LOC115632944|XP_030386100.1|SLEB
OG0000662	LOC117142832|XP_033162954.1|DMAU	LOC115627291|XP_030378783.1|SLEB
OG0000663	LOC117137679|XP_033155139.1|DMAU	LOC115627042|XP_030378440.1|SLEB
OG0000664	LOC117145519|XP_033167102.1|DMAU	LOC115626049|XP_030377161.1|SLEB
OG0000664	LOC117148846|XP_033172396.1|DMAU	LOC115629221|XP_030381490.1|SLEB
OG0000665	LOC117145904|XP_033167645.1|DMAU	LOC115623916|XP_030374332.1|SLEB
OG0000666	LOC117135416|XP_033151459.1|DMAU	LOC115624988|XP_030375715.1|SLEB
OG0000666	LOC117146672|XP_033168911.1|DMAU	LOC115627419|XP_030378949.1|SLEB
OG0000667	LOC117147302|XP_033170039.1|DMAU, LOC117144758|XP_033166008.1|DMAU	LOC115623576|XP_030373834.1|SLEB
OG0000668	LOC117141768|XP_033161290.1|DMAU	LOC115620304|XP_030369348.1|SLEB
OG0000668	LOC117144795|XP_033166062.1|DMAU	LOC115622050|XP_030371784.1|SLEB
OG0000669	LOC117146391|XP_033168456.1|DMAU	LOC115626945|XP_030378320.1|SLEB
OG0000669	LOC117146390|XP_033168455.1|DMAU	LOC115626693|XP_030377980.1|SLEB
OG0000670	LOC117143773|XP_033164496.1|DMAU, LOC117147465|XP_033170247.1|DMAU	LOC115626707|XP_030378000.1|SLEB
OG0000671	LOC117145325|XP_033166815.1|DMAU	LOC115620863|XP_030370184.1|SLEB
OG0000671	LOC117145493|XP_033167062.1|DMAU	LOC115621283|XP_030370746.1|SLEB
OG0000672	LOC117147253|XP_033169963.1|DMAU	LOC115627870|XP_030379614.1|SLEB
OG0000672	LOC117148037|XP_033171104.1|DMAU	LOC115624926|XP_030375637.1|SLEB
OG0000673	LOC117146774|XP_033169186.1|DMAU	LOC115627417|XP_030378947.1|SLEB
OG0000673	LOC117140163|XP_033158827.1|DMAU	LOC115626494|XP_030377738.1|SLEB
OG0000675	LOC117150538|XP_033173355.1|DMAU	LOC115631118|XP_030383639.1|SLEB
OG0000677	LOC117147387|XP_033170148.1|DMAU	LOC115627739|XP_030379369.1|SLEB
OG0000678	LOC117143293|XP_033163779.1|DMAU	LOC115621186|XP_030370620.1|SLEB
OG0000678	LOC117150200|XP_033172881.1|DMAU	LOC115631717|XP_030384411.1|SLEB
OG0000679	LOC117148273|XP_033171478.1|DMAU	LOC115633757|XP_030387092.1|SLEB
OG0000680	LOC117147584|XP_033170421.1|DMAU	LOC115627844|XP_030379560.1|SLEB
OG0000681	LOC117143399|XP_033163979.1|DMAU	LOC115621828|XP_030371496.1|SLEB
OG0000681	LOC117148860|XP_033172420.1|DMAU	LOC115627476|XP_030379015.1|SLEB
OG0000683	LOC117142812|XP_033162917.1|DMAU	LOC115620499|XP_030369611.1|SLEB
OG0000684	LOC117145668|XP_033167293.1|DMAU	LOC115624151|XP_030374608.1|SLEB
OG0000684	LOC117145826|XP_033167519.1|DMAU	LOC115620565|XP_030369714.1|SLEB
OG0000685	LOC117148792|XP_033172295.1|DMAU	LOC115629499|XP_030381839.1|SLEB
OG0000685	LOC117142601|XP_033162571.1|DMAU	LOC115623675|XP_030374005.1|SLEB
OG0000686	LOC117137317|XP_033154592.1|DMAU	LOC115625171|XP_030375975.1|SLEB
OG0000686	LOC117148855|XP_033172405.1|DMAU	LOC115633274|XP_030386545.1|SLEB
OG0000687	LOC117137548|XP_033154937.1|DMAU	LOC115630042|XP_030382535.1|SLEB, LOC115630047|XP_030382538.1|SLEB, LOC115630043|XP_030382536.1|SLEB, LOC115630049|XP_030382540.1|SLEB, LOC115630046|XP_030382537.1|SLEB
OG0000687	LOC117141999|XP_033161738.1|DMAU	LOC115633169|XP_030386442.1|SLEB
OG0000688	LOC117138670|XP_033156809.1|DMAU	LOC115634831|XP_030388608.1|SLEB
OG0000689	LOC117137435|XP_033154757.1|DMAU	LOC115628671|XP_030380705.1|SLEB
OG0000689	LOC117137434|XP_033154756.1|DMAU	LOC115628661|XP_030380693.1|SLEB
OG0000690	LOC117147258|XP_033169969.1|DMAU	LOC115629307|XP_030381612.1|SLEB
OG0000691	LOC117135329|XP_033151420.1|DMAU	LOC115626605|XP_030377857.1|SLEB
OG0000691	LOC117139778|XP_033158280.1|DMAU	LOC115634680|XP_030388399.1|SLEB
OG0000692	LOC117141221|XP_033160471.1|DMAU	LOC115632631|XP_030385721.1|SLEB
OG0000692	LOC117141222|XP_033160472.1|DMAU	LOC115632633|XP_030385722.1|SLEB
OG0000693	LOC117147861|XP_033170829.1|DMAU	LOC115627792|XP_030379472.1|SLEB
OG0000693	LOC117143601|XP_033164244.1|DMAU	LOC115623630|XP_030373932.1|SLEB
OG0000694	LOC117140570|XP_033159460.1|DMAU	LOC115622249|XP_030372007.1|SLEB
OG0000695	LOC117138088|XP_033155832.1|DMAU	LOC115626345|XP_030377554.1|SLEB
OG0000695	LOC117141657|XP_033161138.1|DMAU	LOC115626555|XP_030377793.1|SLEB
OG0000696	LOC117150595|XP_033173442.1|DMAU	LOC115631207|XP_030383771.1|SLEB
OG0000697	LOC117147112|XP_033169771.1|DMAU, LOC117147113|XP_033169772.1|DMAU, LOC117147109|XP_033169770.1|DMAU, LOC117135164|XP_033151116.1|DMAU	LOC115626630|XP_030377894.1|SLEB
OG0000698	LOC117150465|XP_033173251.1|DMAU	LOC115631784|XP_030384478.1|SLEB
OG0000698	LOC117150344|XP_033173082.1|DMAU	LOC115631797|XP_030384494.1|SLEB
OG0000699	LOC117141378|XP_033160690.1|DMAU	LOC115631361|XP_030383939.1|SLEB
OG0000699	LOC117143668|XP_033164340.1|DMAU	LOC115621427|XP_030370939.1|SLEB
OG0000700	LOC117150347|XP_033173089.1|DMAU, LOC117150288|XP_033172998.1|DMAU	LOC115630522|XP_030382986.1|SLEB
OG0000701	LOC117136478|XP_033153306.1|DMAU	LOC115633828|XP_030387176.1|SLEB
OG0000701	LOC117147326|XP_033170067.1|DMAU	LOC115627353|XP_030378861.1|SLEB
OG0000702	LOC117145139|XP_033166570.1|DMAU	LOC115623432|XP_030373638.1|SLEB
OG0000702	LOC117145138|XP_033166550.1|DMAU	LOC115623431|XP_030373622.1|SLEB
OG0000703	LOC117150353|XP_033173100.1|DMAU	LOC115626522|XP_030377762.1|SLEB
OG0000703	LOC117137321|XP_033154597.1|DMAU	LOC115632207|XP_030385123.1|SLEB
OG0000704	LOC117148286|XP_033171490.1|DMAU	LOC115629751|XP_030382150.1|SLEB
OG0000704	LOC117144597|XP_033165777.1|DMAU	LOC115620514|XP_030369639.1|SLEB
OG0000705	LOC117139463|XP_033157666.1|DMAU, LOC117139461|XP_033157664.1|DMAU	LOC115632166|XP_030385053.1|SLEB
OG0000706	LOC117150737|XP_033173663.1|DMAU	LOC115631541|XP_030384176.1|SLEB
OG0000706	LOC117148625|XP_033172008.1|DMAU	LOC115633220|XP_030386469.1|SLEB
OG0000707	LOC117136581|XP_033153445.1|DMAU	LOC115634062|XP_030387466.1|SLEB
OG0000707	LOC117146347|XP_033168378.1|DMAU	LOC115628046|XP_030379850.1|SLEB
OG0000708	LOC117146575|XP_033168773.1|DMAU	LOC115627708|XP_030379316.1|SLEB
OG0000708	LOC117146996|XP_033169564.1|DMAU	LOC115627653|XP_030379253.1|SLEB
OG0000709	LOC117145554|XP_033167146.1|DMAU	LOC115621323|XP_030370803.1|SLEB
OG0000709	LOC117147035|XP_033169620.1|DMAU	LOC115626872|XP_030378240.1|SLEB
OG0000710	LOC117144280|XP_033165273.1|DMAU	LOC115623330|XP_030373453.1|SLEB
OG0000710	LOC117135890|XP_033152328.1|DMAU	LOC115634159|XP_030387599.1|SLEB
OG0000711	LOC117141615|XP_033161026.1|DMAU	LOC115622779|XP_030372697.1|SLEB
OG0000711	LOC117147180|XP_033169869.1|DMAU	LOC115629865|XP_030382313.1|SLEB
OG0000712	LOC117142727|XP_033162786.1|DMAU	LOC115623932|XP_030374352.1|SLEB
OG0000712	LOC117143955|XP_033164781.1|DMAU	LOC115623732|XP_030374102.1|SLEB
OG0000713	LOC117143545|XP_033164175.1|DMAU	LOC115621208|XP_030370649.1|SLEB
OG0000713	LOC117138191|XP_033155988.1|DMAU	LOC115628094|XP_030379931.1|SLEB
OG0000714	LOC117148743|XP_033172210.1|DMAU	LOC115633315|XP_030386605.1|SLEB
OG0000714	LOC117139004|XP_033156988.1|DMAU	LOC115623265|XP_030373395.1|SLEB
OG0000715	LOC117140799|XP_033159787.1|DMAU	LOC115623055|XP_030373093.1|SLEB
OG0000716	LOC117147508|XP_033170308.1|DMAU	LOC115633996|XP_030387379.1|SLEB
OG0000716	LOC117139823|XP_033158350.1|DMAU	LOC115624701|XP_030375377.1|SLEB
OG0000717	LOC117140212|XP_033158891.1|DMAU	LOC115632838|XP_030385954.1|SLEB
OG0000718	LOC117146252|XP_033168084.1|DMAU	LOC115627733|XP_030379356.1|SLEB
OG0000718	LOC117146308|XP_033168240.1|DMAU	LOC115627755|XP_030379400.1|SLEB
OG0000719	LOC117138972|XP_033156920.1|DMAU	LOC115622473|XP_030372276.1|SLEB
OG0000719	LOC117140011|XP_033158616.1|DMAU	LOC115622387|XP_030372171.1|SLEB
OG0000720	LOC117144651|XP_033165841.1|DMAU, LOC117145618|XP_033167225.1|DMAU	LOC115620246|XP_030369255.1|SLEB, LOC115621204|XP_030370645.1|SLEB, LOC115621379|XP_030370868.1|SLEB
OG0000721	LOC117141934|XP_033161567.1|DMAU	LOC115626288|XP_030377472.1|SLEB
OG0000722	LOC117138642|XP_033156748.1|DMAU, LOC117138491|XP_033156511.1|DMAU, LOC117138641|XP_033156747.1|DMAU, LOC117137954|XP_033155607.1|DMAU	LOC115629852|XP_030382337.1|SLEB
OG0000723	LOC117136627|XP_033153506.1|DMAU, LOC117136927|XP_033153955.1|DMAU	LOC115634058|XP_030387461.1|SLEB
OG0000724	LOC117147487|XP_033170275.1|DMAU	LOC115633429|XP_030386749.1|SLEB
OG0000724	LOC117144456|XP_033165503.1|DMAU	LOC115626300|XP_030377488.1|SLEB
OG0000726	LOC117143376|XP_033163943.1|DMAU, LOC117143675|XP_033164352.1|DMAU	LOC115624214|XP_030374686.1|SLEB
OG0000727	LOC117145237|XP_033166704.1|DMAU	LOC115624337|XP_030374846.1|SLEB, LOC115624335|XP_030374844.1|SLEB
OG0000728	LOC117147364|XP_033170122.1|DMAU	LOC115630207|XP_030382636.1|SLEB
OG0000728	LOC117144505|XP_033165586.1|DMAU	LOC115625568|XP_030376522.1|SLEB
OG0000729	LOC117143074|XP_033163431.1|DMAU	LOC115620938|XP_030370310.1|SLEB
OG0000729	LOC117144604|XP_033165786.1|DMAU	LOC115620939|XP_030370311.1|SLEB
OG0000730	LOC117147240|XP_033169945.1|DMAU, LOC117136115|XP_033152706.1|DMAU	LOC115632855|XP_030385975.1|SLEB
OG0000731	LOC117140553|XP_033159440.1|DMAU	LOC115622743|XP_030372650.1|SLEB
OG0000731	LOC117138055|XP_033155765.1|DMAU	LOC115633836|XP_030387186.1|SLEB
OG0000732	LOC117140995|XP_033160137.1|DMAU	LOC115632506|XP_030385555.1|SLEB
OG0000732	LOC117140994|XP_033160135.1|DMAU	LOC115632505|XP_030385554.1|SLEB
OG0000733	LOC117144125|XP_033165039.1|DMAU	LOC115621490|XP_030371018.1|SLEB
OG0000733	LOC117139622|XP_033157967.1|DMAU	LOC115622518|XP_030372333.1|SLEB
OG0000734	LOC117148442|XP_033171706.1|DMAU	LOC115629183|XP_030381425.1|SLEB
OG0000734	LOC117138976|XP_033156930.1|DMAU	LOC115622143|XP_030371864.1|SLEB
OG0000735	LOC117148097|XP_033171201.1|DMAU	LOC115627337|XP_030378842.1|SLEB
OG0000735	LOC117139116|XP_033157154.1|DMAU	LOC115633563|XP_030386879.1|SLEB, LOC115625763|XP_030376785.1|SLEB
OG0000736	LOC117135306|XP_033151385.1|DMAU	LOC115630795|XP_030383313.1|SLEB
OG0000736	LOC117135305|XP_033151384.1|DMAU	LOC115630588|XP_030383066.1|SLEB
OG0000737	LOC117138162|XP_033155932.1|DMAU	LOC115628220|XP_030380078.1|SLEB
OG0000738	LOC117148370|XP_033171620.1|DMAU	LOC115630461|XP_030382886.1|SLEB
OG0000738	LOC117147635|XP_033170894.1|DMAU	LOC115626486|XP_030377730.1|SLEB
OG0000739	LOC117143470|XP_033164074.1|DMAU, LOC117143469|XP_033164073.1|DMAU	LOC115623627|XP_030373927.1|SLEB
OG0000740	LOC117144891|XP_033166204.1|DMAU	LOC115628455|XP_030380428.1|SLEB
OG0000741	LOC117146704|XP_033169007.1|DMAU, LOC117144627|XP_033165813.1|DMAU	LOC115628044|XP_030379847.1|SLEB
OG0000742	LOC117148000|XP_033171047.1|DMAU	LOC115627583|XP_030379167.1|SLEB
OG0000742	LOC117148383|XP_033171635.1|DMAU	LOC115627481|XP_030379020.1|SLEB
OG0000743	LOC117141929|XP_033161558.1|DMAU	LOC115633054|XP_030386259.1|SLEB
OG0000743	LOC117137776|XP_033155289.1|DMAU	LOC115634620|XP_030388329.1|SLEB
OG0000744	LOC117136903|XP_033153912.1|DMAU	LOC115629175|XP_030381413.1|SLEB
OG0000745	LOC117137657|XP_033155089.1|DMAU	LOC115634146|XP_030387579.1|SLEB, LOC115627071|XP_030378479.1|SLEB
OG0000745	LOC117136672|XP_033153565.1|DMAU	LOC115634664|XP_030388387.1|SLEB
OG0000746	LOC117137312|XP_033154584.1|DMAU, LOC117136402|XP_033153188.1|DMAU	LOC115620015|XP_030368977.1|SLEB
OG0000747	LOC117140372|XP_033159128.1|DMAU	LOC115632487|XP_030385525.1|SLEB
OG0000747	LOC117140457|XP_033159280.1|DMAU	LOC115632957|XP_030386116.1|SLEB
OG0000748	LOC117146320|XP_033168275.1|DMAU	LOC115630703|XP_030383216.1|SLEB
OG0000748	LOC117147203|XP_033169905.1|DMAU	LOC115626976|XP_030378352.1|SLEB
OG0000750	LOC117137486|XP_033154856.1|DMAU, LOC117144588|XP_033165757.1|DMAU	LOC115625460|XP_030376367.1|SLEB, LOC115625461|XP_030376368.1|SLEB
OG0000751	LOC117138129|XP_033155885.1|DMAU, LOC117136355|XP_033153111.1|DMAU	LOC115633185|XP_030386445.1|SLEB, LOC115630937|XP_030383368.1|SLEB
OG0000752	LOC117143792|XP_033164524.1|DMAU, LOC117146245|XP_033168067.1|DMAU	LOC115624068|XP_030374514.1|SLEB
OG0000753	LOC117145169|XP_033166608.1|DMAU	LOC115621110|XP_030370512.1|SLEB
OG0000754	LOC117147262|XP_033169974.1|DMAU	LOC115627163|XP_030378607.1|SLEB
OG0000754	LOC117147592|XP_033170433.1|DMAU	LOC115627856|XP_030379577.1|SLEB
OG0000755	LOC117144999|XP_033166371.1|DMAU	LOC115620993|XP_030370373.1|SLEB
OG0000755	LOC117143265|XP_033163726.1|DMAU	LOC115620992|XP_030370371.1|SLEB
OG0000756	LOC117145661|XP_033167284.1|DMAU	LOC115629548|XP_030381890.1|SLEB
OG0000757	LOC117141295|XP_033160565.1|DMAU	LOC115628322|XP_030380237.1|SLEB
OG0000758	LOC117140437|XP_033159250.1|DMAU, LOC117140436|XP_033159248.1|DMAU	LOC115624504|XP_030375069.1|SLEB
OG0000759	LOC117141447|XP_033160792.1|DMAU	LOC115632664|XP_030385757.1|SLEB
OG0000759	LOC117141453|XP_033160798.1|DMAU	LOC115632137|XP_030385012.1|SLEB
OG0000760	LOC117137856|XP_033155460.1|DMAU	LOC115634764|XP_030388519.1|SLEB
OG0000761	LOC117145919|XP_033167712.1|DMAU	LOC115631320|XP_030383897.1|SLEB
OG0000761	LOC117146161|XP_033168027.1|DMAU	LOC115632011|XP_030384801.1|SLEB
OG0000762	LOC117149367|XP_033172661.1|DMAU	LOC115625652|XP_030376640.1|SLEB
OG0000762	LOC117150715|XP_033173621.1|DMAU	LOC115631875|XP_030384584.1|SLEB
OG0000763	LOC117147738|XP_033170631.1|DMAU	LOC115630747|XP_030383261.1|SLEB
OG0000763	LOC117142283|XP_033162061.1|DMAU	LOC115630695|XP_030383207.1|SLEB
OG0000764	LOC117145702|XP_033167335.1|DMAU	LOC115621927|XP_030371631.1|SLEB
OG0000764	LOC117146526|XP_033168684.1|DMAU	LOC115633306|XP_030386585.1|SLEB
OG0000765	LOC117140438|XP_033159252.1|DMAU	LOC115628365|XP_030380302.1|SLEB
OG0000765	LOC117148551|XP_033171876.1|DMAU	LOC115627771|XP_030379429.1|SLEB
OG0000766	LOC117147273|XP_033169995.1|DMAU	LOC115629736|XP_030382131.1|SLEB
OG0000767	LOC117144994|XP_033166359.1|DMAU	LOC115625324|XP_030376207.1|SLEB
OG0000767	LOC117141955|XP_033161604.1|DMAU	LOC115628797|XP_030380869.1|SLEB
OG0000768	LOC117141755|XP_033161268.1|DMAU	LOC115629400|XP_030381717.1|SLEB
OG0000769	LOC117145670|XP_033167294.1|DMAU, LOC117147742|XP_033170633.1|DMAU	LOC115627782|XP_030379452.1|SLEB
OG0000771	LOC117140495|XP_033159349.1|DMAU, LOC117140494|XP_033159348.1|DMAU	LOC115632497|XP_030385534.1|SLEB
OG0000772	LOC117137810|XP_033155380.1|DMAU, LOC117137322|XP_033154601.1|DMAU	LOC115634665|XP_030388384.1|SLEB
OG0000774	LOC117135950|XP_033152427.1|DMAU, LOC117135949|XP_033152426.1|DMAU, LOC117135947|XP_033152425.1|DMAU	LOC115634000|XP_030387384.1|SLEB
OG0000775	LOC117135956|XP_033152441.1|DMAU	LOC115624948|XP_030375659.1|SLEB
OG0000775	LOC117136214|XP_033152873.1|DMAU	LOC115634170|XP_030387613.1|SLEB
OG0000778	LOC117139069|XP_033157071.1|DMAU, LOC117142388|XP_033162221.1|DMAU	LOC115620701|XP_030369933.1|SLEB, LOC115628096|XP_030379935.1|SLEB
OG0000779	LOC117147611|XP_033170460.1|DMAU	LOC115626746|XP_030378057.1|SLEB
OG0000780	LOC117135803|XP_033152192.1|DMAU	LOC115623469|XP_030373696.1|SLEB
OG0000781	LOC117146364|XP_033168405.1|DMAU	LOC115626655|XP_030377922.1|SLEB
OG0000781	LOC117141558|XP_033160956.1|DMAU	LOC115632546|XP_030385621.1|SLEB
OG0000782	LOC117139135|XP_033157175.1|DMAU	LOC115623231|XP_030373340.1|SLEB
OG0000782	LOC117147483|XP_033170272.1|DMAU	LOC115629137|XP_030381342.1|SLEB
OG0000783	LOC117139134|XP_033157174.1|DMAU	LOC115620854|XP_030370158.1|SLEB
OG0000783	LOC117148644|XP_033172036.1|DMAU	LOC115633212|XP_030386459.1|SLEB
OG0000784	LOC117140653|XP_033159585.1|DMAU	LOC115632956|XP_030386115.1|SLEB
OG0000784	LOC117146896|XP_033169393.1|DMAU	LOC115628703|XP_030380744.1|SLEB
OG0000785	LOC117146034|XP_033167857.1|DMAU, LOC117143936|XP_033164744.1|DMAU	LOC115621118|XP_030370522.1|SLEB
OG0000786	LOC117144658|XP_033165849.1|DMAU	LOC115626176|XP_030377311.1|SLEB
OG0000786	LOC117144885|XP_033166190.1|DMAU	LOC115620536|XP_030369671.1|SLEB
OG0000787	LOC117141575|XP_033160979.1|DMAU	LOC115632438|XP_030385442.1|SLEB
OG0000787	LOC117146908|XP_033169417.1|DMAU	LOC115629947|XP_030382416.1|SLEB
OG0000788	LOC117150775|XP_033173711.1|DMAU	LOC115631634|XP_030384303.1|SLEB
OG0000788	LOC117140353|XP_033159096.1|DMAU	LOC115628252|XP_030380128.1|SLEB
OG0000789	LOC117135134|XP_033151079.1|DMAU	LOC115629061|XP_030381237.1|SLEB
OG0000789	LOC117135188|XP_033151146.1|DMAU	LOC115629060|XP_030381236.1|SLEB
OG0000790	LOC117135173|XP_033151130.1|DMAU	LOC115628530|XP_030380551.1|SLEB
OG0000791	LOC117142911|XP_033163087.1|DMAU, LOC117149220|XP_033172648.1|DMAU	LOC115629879|XP_030382336.1|SLEB
OG0000791	LOC117146104|XP_033167976.1|DMAU	LOC115621525|XP_030371051.1|SLEB
OG0000792	LOC117150622|XP_033173483.1|DMAU	LOC115631780|XP_030384474.1|SLEB
OG0000793	LOC117145925|XP_033167676.1|DMAU, LOC117148701|XP_033172135.1|DMAU	LOC115623565|XP_030373822.1|SLEB
OG0000794	LOC117150943|XP_033174007.1|DMAU	LOC115629864|XP_030382312.1|SLEB
OG0000796	LOC117145553|XP_033167144.1|DMAU	LOC115620420|XP_030369504.1|SLEB
OG0000796	LOC117147308|XP_033170047.1|DMAU	LOC115626807|XP_030378137.1|SLEB
OG0000797	LOC117144443|XP_033165488.1|DMAU	LOC115623362|XP_030373508.1|SLEB
OG0000798	LOC117135606|XP_033151853.1|DMAU	LOC115626864|XP_030378234.1|SLEB
OG0000798	LOC117135605|XP_033151846.1|DMAU	LOC115628315|XP_030380233.1|SLEB
OG0000799	LOC117145665|XP_033167291.1|DMAU	LOC115622877|XP_030372826.1|SLEB
OG0000799	LOC117147093|XP_033169748.1|DMAU	LOC115629792|XP_030382211.1|SLEB
OG0000800	LOC117141982|XP_033161682.1|DMAU	LOC115624783|XP_030375474.1|SLEB
OG0000801	LOC117137379|XP_033154683.1|DMAU	LOC115626800|XP_030378133.1|SLEB
OG0000802	LOC117147379|XP_033170139.1|DMAU, LOC117148102|XP_033171208.1|DMAU	LOC115628822|XP_030380912.1|SLEB
OG0000803	LOC117144610|XP_033165798.1|DMAU	LOC115630694|XP_030383206.1|SLEB
