Orthogroup	DMAU.longest_only	BCOP.longest_only
OG0000639	LOC117140166|XP_033158830.1|DMAU	LOC119071882|XP_037032869.1|BCOP
OG0000641	LOC117150705|XP_033173608.1|DMAU, LOC117143591|XP_033164230.1|DMAU	LOC119070465|XP_037030715.1|BCOP, LOC119084774|XP_037050733.1|BCOP
OG0000642	LOC117137981|XP_033155647.1|DMAU, LOC117150810|XP_033173760.1|DMAU	LOC119074558|XP_037036652.1|BCOP
OG0000646	LOC117142560|XP_033162501.1|DMAU, LOC117142564|XP_033162507.1|DMAU	LOC119069169|XP_037028974.1|BCOP
OG0000647	LOC117144711|XP_033165942.1|DMAU, LOC117148758|XP_033172244.1|DMAU	LOC119068465|XP_037027953.1|BCOP
OG0000648	LOC117147780|XP_033170708.1|DMAU	LOC119067168|XP_037025865.1|BCOP
OG0000648	LOC117148002|XP_033171050.1|DMAU	LOC119067154|XP_037025842.1|BCOP
OG0000649	LOC117148020|XP_033171077.1|DMAU, LOC117147910|XP_033170910.1|DMAU	LOC119067054|XP_037025695.1|BCOP
OG0000650	LOC117146278|XP_033168164.1|DMAU	LOC119081019|XP_037045596.1|BCOP
OG0000651	LOC117140706|XP_033159663.1|DMAU, LOC117138975|XP_033156928.1|DMAU	LOC119068676|XP_037028252.1|BCOP
OG0000652	LOC117137821|XP_033155396.1|DMAU, LOC117147582|XP_033170417.1|DMAU	LOC119073327|XP_037034614.1|BCOP
OG0000653	LOC117145168|XP_033166607.1|DMAU, LOC117143725|XP_033164420.1|DMAU	LOC119069227|XP_037029156.1|BCOP
OG0000654	LOC117139267|XP_033157378.1|DMAU	LOC119076735|XP_037039548.1|BCOP
OG0000654	LOC117139145|XP_033157188.1|DMAU	LOC119077290|XP_037040337.1|BCOP
OG0000655	LOC117137767|XP_033155278.1|DMAU, LOC117138819|XP_033156861.1|DMAU	LOC119066518|XP_037024930.1|BCOP
OG0000656	LOC117143330|XP_033163878.1|DMAU, LOC117143331|XP_033163879.1|DMAU	LOC119069203|XP_037029067.1|BCOP
OG0000658	LOC117147558|XP_033170391.1|DMAU, LOC117143468|XP_033164072.1|DMAU	LOC119071304|XP_037032078.1|BCOP
OG0000659	LOC117136390|XP_033153177.1|DMAU, LOC117150669|XP_033173559.1|DMAU	LOC119081960|XP_037047158.1|BCOP
OG0000660	LOC117135316|XP_033151404.1|DMAU	LOC119076100|XP_037038651.1|BCOP, LOC119080500|XP_037044794.1|BCOP, LOC119080471|XP_037044744.1|BCOP, LOC119077116|XP_037040180.1|BCOP, LOC119077115|XP_037040178.1|BCOP
OG0000661	LOC117141077|XP_033160266.1|DMAU, LOC117150280|XP_033172987.1|DMAU	LOC119082339|XP_037047743.1|BCOP
OG0000662	LOC117140756|XP_033159729.1|DMAU, LOC117142832|XP_033162954.1|DMAU	LOC119084304|XP_037050118.1|BCOP
OG0000663	LOC117137679|XP_033155139.1|DMAU	LOC119083526|XP_037049138.1|BCOP, LOC119084562|XP_037050476.1|BCOP
OG0000664	LOC117148846|XP_033172396.1|DMAU	LOC119084314|XP_037050128.1|BCOP
OG0000666	LOC117135416|XP_033151459.1|DMAU, LOC117146672|XP_033168911.1|DMAU	LOC119074750|XP_037036911.1|BCOP
OG0000667	LOC117147302|XP_033170039.1|DMAU, LOC117144758|XP_033166008.1|DMAU	LOC119083972|XP_037049670.1|BCOP
OG0000668	LOC117141768|XP_033161290.1|DMAU	LOC119081834|XP_037046967.1|BCOP
OG0000669	LOC117146391|XP_033168456.1|DMAU, LOC117146390|XP_033168455.1|DMAU	LOC119074873|XP_037037104.1|BCOP
OG0000670	LOC117143773|XP_033164496.1|DMAU, LOC117147465|XP_033170247.1|DMAU	LOC119066550|XP_037024984.1|BCOP
OG0000671	LOC117145325|XP_033166815.1|DMAU, LOC117145493|XP_033167062.1|DMAU	LOC119083639|XP_037049271.1|BCOP
OG0000672	LOC117147253|XP_033169963.1|DMAU, LOC117148037|XP_033171104.1|DMAU	LOC119072493|XP_037033628.1|BCOP
OG0000673	LOC117146774|XP_033169186.1|DMAU, LOC117140163|XP_033158827.1|DMAU	LOC119085042|XP_037051146.1|BCOP, LOC119070959|XP_037031418.1|BCOP
OG0000677	LOC117147387|XP_033170148.1|DMAU	LOC119069211|XP_037029077.1|BCOP
OG0000678	LOC117143293|XP_033163779.1|DMAU, LOC117150200|XP_033172881.1|DMAU	LOC119072581|XP_037033726.1|BCOP
OG0000679	LOC117148273|XP_033171478.1|DMAU	LOC119082586|XP_037048025.1|BCOP
OG0000680	LOC117147584|XP_033170421.1|DMAU, LOC117147769|XP_033170695.1|DMAU	LOC119068909|XP_037028663.1|BCOP
OG0000681	LOC117143399|XP_033163979.1|DMAU, LOC117148860|XP_033172420.1|DMAU	LOC119067235|XP_037025986.1|BCOP
OG0000683	LOC117142812|XP_033162917.1|DMAU	LOC119070419|XP_037030650.1|BCOP, LOC119084212|XP_037050002.1|BCOP, LOC119078992|XP_037042650.1|BCOP, LOC119070420|XP_037030652.1|BCOP
OG0000684	LOC117145668|XP_033167293.1|DMAU, LOC117145826|XP_033167519.1|DMAU	LOC119070467|XP_037030717.1|BCOP
OG0000685	LOC117142601|XP_033162571.1|DMAU	LOC119067026|XP_037025653.1|BCOP
OG0000686	LOC117137317|XP_033154592.1|DMAU, LOC117148855|XP_033172405.1|DMAU	LOC119076703|XP_037039511.1|BCOP
OG0000687	LOC117137548|XP_033154937.1|DMAU, LOC117141999|XP_033161738.1|DMAU	LOC119068625|XP_037028186.1|BCOP
OG0000688	LOC117138670|XP_033156809.1|DMAU	LOC119077281|XP_037040326.1|BCOP
OG0000689	LOC117137435|XP_033154757.1|DMAU, LOC117137434|XP_033154756.1|DMAU	LOC119072600|XP_037033753.1|BCOP
OG0000690	LOC117147258|XP_033169969.1|DMAU	LOC119074983|XP_037037281.1|BCOP, LOC119074701|XP_037036884.1|BCOP, LOC119074703|XP_037036886.1|BCOP
OG0000691	LOC117135329|XP_033151420.1|DMAU, LOC117139778|XP_033158280.1|DMAU	LOC119080294|XP_037044461.1|BCOP
OG0000692	LOC117141221|XP_033160471.1|DMAU, LOC117141222|XP_033160472.1|DMAU	LOC119081061|XP_037045671.1|BCOP
OG0000694	LOC117147667|XP_033170532.1|DMAU, LOC117140570|XP_033159460.1|DMAU	LOC119076648|XP_037039417.1|BCOP
OG0000695	LOC117138088|XP_033155832.1|DMAU, LOC117141657|XP_033161138.1|DMAU	LOC119070822|XP_037031215.1|BCOP
OG0000696	LOC117150595|XP_033173442.1|DMAU	LOC119079130|XP_037042854.1|BCOP
OG0000697	LOC117147112|XP_033169771.1|DMAU, LOC117147113|XP_033169772.1|DMAU, LOC117147109|XP_033169770.1|DMAU, LOC117135164|XP_033151116.1|DMAU	LOC119066369|XP_037024688.1|BCOP
OG0000698	LOC117150465|XP_033173251.1|DMAU, LOC117150344|XP_033173082.1|DMAU	LOC119078762|XP_037042365.1|BCOP
OG0000699	LOC117141378|XP_033160690.1|DMAU, LOC117143668|XP_033164340.1|DMAU	LOC119066436|XP_037024823.1|BCOP
OG0000700	LOC117150347|XP_033173089.1|DMAU, LOC117150288|XP_033172998.1|DMAU	LOC119066147|XP_037024337.1|BCOP
OG0000701	LOC117136478|XP_033153306.1|DMAU, LOC117147326|XP_033170067.1|DMAU	LOC119073563|XP_037035015.1|BCOP
OG0000702	LOC117145139|XP_033166570.1|DMAU, LOC117145138|XP_033166550.1|DMAU	LOC119084342|XP_037050169.1|BCOP
OG0000703	LOC117150353|XP_033173100.1|DMAU, LOC117137321|XP_033154597.1|DMAU	LOC119083168|XP_037048717.1|BCOP
OG0000704	LOC117148286|XP_033171490.1|DMAU, LOC117144597|XP_033165777.1|DMAU	LOC119074966|XP_037037253.1|BCOP, LOC119076501|XP_037039177.1|BCOP
OG0000705	LOC117139463|XP_033157666.1|DMAU, LOC117139461|XP_033157664.1|DMAU	LOC119084181|XP_037049937.1|BCOP
OG0000706	LOC117150737|XP_033173663.1|DMAU, LOC117148625|XP_033172008.1|DMAU	LOC119069039|XP_037028806.1|BCOP
OG0000707	LOC117136581|XP_033153445.1|DMAU, LOC117146347|XP_033168378.1|DMAU	LOC119075958|XP_037038430.1|BCOP
OG0000708	LOC117146575|XP_033168773.1|DMAU, LOC117146996|XP_033169564.1|DMAU	LOC119068541|XP_037028054.1|BCOP
OG0000709	LOC117145554|XP_033167146.1|DMAU, LOC117147035|XP_033169620.1|DMAU	LOC119084049|XP_037049780.1|BCOP
OG0000710	LOC117144280|XP_033165273.1|DMAU, LOC117135890|XP_033152328.1|DMAU	LOC119084227|XP_037050021.1|BCOP
OG0000711	LOC117141615|XP_033161026.1|DMAU, LOC117147180|XP_033169869.1|DMAU	LOC119066858|XP_037025427.1|BCOP
OG0000712	LOC117142727|XP_033162786.1|DMAU, LOC117143955|XP_033164781.1|DMAU	LOC119071224|XP_037031933.1|BCOP
OG0000713	LOC117143545|XP_033164175.1|DMAU, LOC117138191|XP_033155988.1|DMAU	LOC119068151|XP_037027518.1|BCOP
OG0000714	LOC117148743|XP_033172210.1|DMAU, LOC117139004|XP_033156988.1|DMAU	LOC119071230|XP_037031942.1|BCOP
OG0000716	LOC117147508|XP_033170308.1|DMAU, LOC117139823|XP_033158350.1|DMAU	LOC119082038|XP_037047261.1|BCOP
OG0000717	LOC117140212|XP_033158891.1|DMAU	LOC119066304|XP_037024582.1|BCOP, LOC119071962|XP_037032988.1|BCOP, LOC119075911|XP_037038390.1|BCOP, LOC119071961|XP_037032987.1|BCOP, LOC119075675|XP_037038088.1|BCOP, LOC119080157|XP_037044276.1|BCOP, LOC119073186|XP_037034388.1|BCOP
OG0000718	LOC117146252|XP_033168084.1|DMAU, LOC117146308|XP_033168240.1|DMAU	LOC119079854|XP_037043819.1|BCOP
OG0000719	LOC117138972|XP_033156920.1|DMAU, LOC117140011|XP_033158616.1|DMAU	LOC119066568|XP_037025011.1|BCOP, LOC119078939|XP_037042584.1|BCOP
OG0000724	LOC117147487|XP_033170275.1|DMAU, LOC117144456|XP_033165503.1|DMAU	LOC119067821|XP_037026879.1|BCOP
OG0000726	LOC117143376|XP_033163943.1|DMAU, LOC117143675|XP_033164352.1|DMAU	LOC119077102|XP_037040156.1|BCOP
OG0000727	LOC117145237|XP_033166704.1|DMAU	LOC119068219|XP_037027607.1|BCOP
OG0000728	LOC117144505|XP_033165586.1|DMAU	LOC119069282|XP_037029239.1|BCOP
OG0000729	LOC117143074|XP_033163431.1|DMAU, LOC117144604|XP_033165786.1|DMAU	LOC119067929|XP_037027138.1|BCOP, LOC119077431|XP_037040541.1|BCOP
OG0000730	LOC117147240|XP_033169945.1|DMAU, LOC117136115|XP_033152706.1|DMAU	LOC119081281|XP_037045937.1|BCOP
OG0000731	LOC117140553|XP_033159440.1|DMAU, LOC117138055|XP_033155765.1|DMAU	LOC119071760|XP_037032699.1|BCOP
OG0000732	LOC117140995|XP_033160137.1|DMAU, LOC117140994|XP_033160135.1|DMAU	LOC119081475|XP_037046368.1|BCOP
OG0000733	LOC117144125|XP_033165039.1|DMAU, LOC117139622|XP_033157967.1|DMAU	LOC119081060|XP_037045670.1|BCOP
OG0000734	LOC117148442|XP_033171706.1|DMAU, LOC117138976|XP_033156930.1|DMAU	LOC119080046|XP_037044143.1|BCOP
OG0000735	LOC117148097|XP_033171201.1|DMAU, LOC117139116|XP_033157154.1|DMAU	LOC119083131|XP_037048665.1|BCOP
OG0000736	LOC117135306|XP_033151385.1|DMAU, LOC117135305|XP_033151384.1|DMAU	LOC119078601|XP_037042085.1|BCOP
OG0000737	LOC117138162|XP_033155932.1|DMAU	LOC119069714|XP_037029733.1|BCOP
OG0000738	LOC117148370|XP_033171620.1|DMAU, LOC117147635|XP_033170894.1|DMAU	LOC119071595|XP_037032445.1|BCOP
OG0000739	LOC117143470|XP_033164074.1|DMAU, LOC117143469|XP_033164073.1|DMAU	LOC119080521|XP_037044826.1|BCOP
OG0000740	LOC117149955|XP_033172745.1|DMAU	LOC119073420|XP_037034760.1|BCOP
OG0000740	LOC117144891|XP_033166204.1|DMAU	LOC119084094|XP_037049828.1|BCOP
OG0000741	LOC117146704|XP_033169007.1|DMAU, LOC117144627|XP_033165813.1|DMAU	LOC119074818|XP_037037001.1|BCOP, LOC119076670|XP_037039459.1|BCOP
OG0000742	LOC117148000|XP_033171047.1|DMAU, LOC117148383|XP_033171635.1|DMAU	LOC119072457|XP_037033579.1|BCOP
OG0000743	LOC117141929|XP_033161558.1|DMAU, LOC117137776|XP_033155289.1|DMAU	LOC119075774|XP_037038222.1|BCOP
OG0000744	LOC117136903|XP_033153912.1|DMAU	LOC119072391|XP_037033495.1|BCOP, LOC119072390|XP_037033494.1|BCOP
OG0000745	LOC117137657|XP_033155089.1|DMAU, LOC117136672|XP_033153565.1|DMAU	LOC119077588|XP_037040691.1|BCOP
OG0000746	LOC117137312|XP_033154584.1|DMAU, LOC117136402|XP_033153188.1|DMAU	LOC119071521|XP_037032289.1|BCOP, LOC119084193|XP_037049965.1|BCOP
OG0000747	LOC117140372|XP_033159128.1|DMAU, LOC117140457|XP_033159280.1|DMAU	LOC119071913|XP_037032930.1|BCOP
OG0000748	LOC117146320|XP_033168275.1|DMAU, LOC117147203|XP_033169905.1|DMAU	LOC119067557|XP_037026516.1|BCOP
OG0000749	LOC117143905|XP_033164704.1|DMAU, LOC117136867|XP_033153858.1|DMAU, LOC117145829|XP_033167522.1|DMAU, LOC117143322|XP_033163858.1|DMAU	LOC119067451|XP_037026330.1|BCOP
OG0000753	LOC117145169|XP_033166608.1|DMAU, LOC117140487|XP_033159337.1|DMAU	LOC119081088|XP_037045727.1|BCOP
OG0000754	LOC117147262|XP_033169974.1|DMAU, LOC117147592|XP_033170433.1|DMAU	LOC119080422|XP_037044658.1|BCOP
OG0000755	LOC117144999|XP_033166371.1|DMAU, LOC117143265|XP_033163726.1|DMAU	LOC119070065|XP_037030253.1|BCOP
OG0000756	LOC117145661|XP_033167284.1|DMAU	LOC119069805|XP_037029857.1|BCOP
OG0000756	LOC117144340|XP_033165344.1|DMAU	LOC119069813|XP_037029868.1|BCOP
OG0000757	LOC117141295|XP_033160565.1|DMAU	LOC119081608|XP_037046545.1|BCOP
OG0000758	LOC117140437|XP_033159250.1|DMAU, LOC117140436|XP_033159248.1|DMAU	LOC119080295|XP_037044462.1|BCOP, LOC119073870|XP_037035636.1|BCOP
OG0000759	LOC117141447|XP_033160792.1|DMAU, LOC117141453|XP_033160798.1|DMAU	LOC119078818|XP_037042423.1|BCOP
OG0000760	LOC117137856|XP_033155460.1|DMAU	LOC119074093|XP_037035947.1|BCOP
OG0000761	LOC117145919|XP_033167712.1|DMAU, LOC117146161|XP_033168027.1|DMAU	LOC119082602|XP_037048054.1|BCOP
OG0000762	LOC117149367|XP_033172661.1|DMAU	LOC119076339|XP_037038927.1|BCOP
OG0000762	LOC117150715|XP_033173621.1|DMAU	LOC119078534|XP_037041996.1|BCOP
OG0000763	LOC117147738|XP_033170631.1|DMAU, LOC117142283|XP_033162061.1|DMAU	LOC119070925|XP_037031362.1|BCOP
OG0000764	LOC117145702|XP_033167335.1|DMAU	LOC119074476|XP_037036512.1|BCOP
OG0000765	LOC117140438|XP_033159252.1|DMAU, LOC117148551|XP_033171876.1|DMAU	LOC119066365|XP_037024682.1|BCOP
OG0000766	LOC117144571|XP_033165719.1|DMAU, LOC117147273|XP_033169995.1|DMAU	LOC119067516|XP_037026432.1|BCOP
OG0000767	LOC117144994|XP_033166359.1|DMAU, LOC117141955|XP_033161604.1|DMAU	LOC119079320|XP_037043010.1|BCOP
OG0000768	LOC117141755|XP_033161268.1|DMAU	LOC119074908|XP_037037150.1|BCOP
OG0000769	LOC117145670|XP_033167294.1|DMAU, LOC117147742|XP_033170633.1|DMAU	LOC119084810|XP_037050774.1|BCOP
OG0000771	LOC117140495|XP_033159349.1|DMAU, LOC117140494|XP_033159348.1|DMAU	LOC119085304|XP_037051547.1|BCOP, LOC119070582|XP_037030885.1|BCOP, LOC119070583|XP_037030886.1|BCOP
OG0000772	LOC117137810|XP_033155380.1|DMAU, LOC117137322|XP_033154601.1|DMAU	LOC119078461|XP_037041893.1|BCOP, LOC119085562|XP_037051890.1|BCOP, LOC119069554|XP_037029530.1|BCOP
OG0000778	LOC117139069|XP_033157071.1|DMAU, LOC117142388|XP_033162221.1|DMAU	LOC119067498|XP_037026398.1|BCOP
OG0000779	LOC117147611|XP_033170460.1|DMAU	LOC119072148|XP_037033186.1|BCOP, LOC119070336|XP_037030511.1|BCOP
OG0000780	LOC117135803|XP_033152192.1|DMAU	LOC119069133|XP_037028934.1|BCOP, LOC119074652|XP_037036825.1|BCOP, LOC119067816|XP_037026870.1|BCOP, LOC119075273|XP_037037562.1|BCOP
OG0000781	LOC117146364|XP_033168405.1|DMAU, LOC117141558|XP_033160956.1|DMAU	LOC119067818|XP_037026875.1|BCOP
OG0000782	LOC117139135|XP_033157175.1|DMAU, LOC117147483|XP_033170272.1|DMAU	LOC119085853|XP_037052258.1|BCOP
OG0000783	LOC117139134|XP_033157174.1|DMAU, LOC117148644|XP_033172036.1|DMAU	LOC119074637|XP_037036808.1|BCOP
OG0000784	LOC117140653|XP_033159585.1|DMAU, LOC117146896|XP_033169393.1|DMAU	LOC119083273|XP_037048859.1|BCOP
OG0000785	LOC117146034|XP_033167857.1|DMAU, LOC117143936|XP_033164744.1|DMAU	LOC119071481|XP_037032226.1|BCOP
OG0000786	LOC117144658|XP_033165849.1|DMAU	LOC119083249|XP_037048807.1|BCOP
OG0000786	LOC117144885|XP_033166190.1|DMAU	LOC119067170|XP_037025869.1|BCOP
OG0000787	LOC117141575|XP_033160979.1|DMAU, LOC117146908|XP_033169417.1|DMAU	LOC119073161|XP_037034357.1|BCOP, LOC119073160|XP_037034356.1|BCOP
OG0000788	LOC117150775|XP_033173711.1|DMAU, LOC117140353|XP_033159096.1|DMAU	LOC119081625|XP_037046569.1|BCOP
OG0000789	LOC117135134|XP_033151079.1|DMAU, LOC117135188|XP_033151146.1|DMAU	LOC119085993|XP_037052459.1|BCOP
OG0000791	LOC117142911|XP_033163087.1|DMAU, LOC117149220|XP_033172648.1|DMAU, LOC117146104|XP_033167976.1|DMAU	LOC119069590|XP_037029575.1|BCOP
OG0000792	LOC117150622|XP_033173483.1|DMAU	LOC119084707|XP_037050684.1|BCOP, LOC119072704|XP_037033871.1|BCOP
OG0000793	LOC117145925|XP_033167676.1|DMAU, LOC117148701|XP_033172135.1|DMAU	LOC119076761|XP_037039614.1|BCOP, LOC119068736|XP_037028329.1|BCOP
OG0000794	LOC117150943|XP_033174007.1|DMAU	LOC119082300|XP_037047679.1|BCOP, LOC119066181|XP_037024381.1|BCOP, LOC119082299|XP_037047678.1|BCOP
OG0000795	LOC117147747|XP_033170644.1|DMAU	LOC119084406|XP_037050268.1|BCOP
OG0000796	LOC117145553|XP_033167144.1|DMAU, LOC117147308|XP_033170047.1|DMAU	LOC119084327|XP_037050152.1|BCOP
OG0000797	LOC117144443|XP_033165488.1|DMAU, LOC117144444|XP_033165489.1|DMAU	LOC119076167|XP_037038747.1|BCOP
OG0000798	LOC117135606|XP_033151853.1|DMAU, LOC117135605|XP_033151846.1|DMAU	LOC119071212|XP_037031903.1|BCOP
OG0000799	LOC117145665|XP_033167291.1|DMAU, LOC117147093|XP_033169748.1|DMAU	LOC119074621|XP_037036780.1|BCOP
OG0000800	LOC117141982|XP_033161682.1|DMAU	LOC119080459|XP_037044724.1|BCOP, LOC119066846|XP_037025409.1|BCOP, LOC119066057|XP_037024177.1|BCOP
OG0000801	LOC117136679|XP_033153578.1|DMAU, LOC117137379|XP_033154683.1|DMAU	LOC119071073|XP_037031606.1|BCOP
OG0000802	LOC117147379|XP_033170139.1|DMAU, LOC117148102|XP_033171208.1|DMAU	LOC119081430|XP_037046246.1|BCOP, LOC119084813|XP_037050780.1|BCOP, LOC119070483|XP_037030768.1|BCOP
OG0000803	LOC117144610|XP_033165798.1|DMAU, LOC117141261|XP_033160522.1|DMAU	LOC119075633|XP_037038009.1|BCOP
OG0000804	LOC117136524|XP_033153360.1|DMAU, LOC117144478|XP_033165549.1|DMAU	LOC119071673|XP_037032547.1|BCOP
OG0000805	LOC117138051|XP_033155758.1|DMAU, LOC117137601|XP_033155009.1|DMAU	LOC119076350|XP_037038942.1|BCOP
OG0000811	LOC117136095|XP_033152668.1|DMAU	LOC119084745|XP_037050710.1|BCOP, LOC119072707|XP_037033872.1|BCOP
OG0000812	LOC117146712|XP_033169020.1|DMAU, LOC117141790|XP_033161320.1|DMAU	LOC119083724|XP_037049416.1|BCOP
OG0000813	LOC117137187|XP_033154401.1|DMAU	LOC119067956|XP_037027175.1|BCOP
OG0000813	LOC117150318|XP_033173044.1|DMAU	LOC119080286|XP_037044451.1|BCOP
OG0000814	LOC117150689|XP_033173590.1|DMAU	LOC119078943|XP_037042585.1|BCOP, LOC119069742|XP_037029776.1|BCOP, LOC119075556|XP_037037919.1|BCOP, LOC119085690|XP_037052031.1|BCOP, LOC119070575|XP_037030881.1|BCOP, LOC119084670|XP_037050642.1|BCOP, LOC119066154|XP_037024353.1|BCOP, LOC119078433|XP_037041841.1|BCOP, LOC119078432|XP_037041840.1|BCOP, LOC119075461|XP_037037800.1|BCOP, LOC119082399|XP_037047825.1|BCOP, LOC119077705|XP_037040876.1|BCOP, LOC119077703|XP_037040874.1|BCOP, LOC119077704|XP_037040875.1|BCOP, LOC119074417|XP_037036441.1|BCOP, LOC119079959|XP_037043966.1|BCOP, LOC119073096|XP_037034309.1|BCOP
OG0000815	LOC117145718|XP_033167358.1|DMAU	LOC119082603|XP_037048059.1|BCOP, LOC119080426|XP_037044671.1|BCOP
OG0000816	LOC117148007|XP_033171058.1|DMAU, LOC117144776|XP_033166034.1|DMAU	LOC119070839|XP_037031244.1|BCOP
OG0000818	LOC117148885|XP_033172478.1|DMAU, LOC117137765|XP_033155279.1|DMAU	LOC119075904|XP_037038375.1|BCOP
OG0000819	LOC117147288|XP_033170024.1|DMAU, LOC117147609|XP_033170457.1|DMAU	LOC119068462|XP_037027949.1|BCOP
OG0000820	LOC117147212|XP_033169917.1|DMAU	LOC119072983|XP_037034198.1|BCOP
OG0000821	LOC117143980|XP_033164809.1|DMAU, LOC117137505|XP_033154876.1|DMAU	LOC119083527|XP_037049139.1|BCOP
OG0000822	LOC117141203|XP_033160446.1|DMAU, LOC117148540|XP_033171863.1|DMAU	LOC119074660|XP_037036836.1|BCOP
OG0000824	LOC117150586|XP_033173432.1|DMAU	LOC119069942|XP_037030062.1|BCOP
OG0000830	LOC117148500|XP_033171793.1|DMAU	LOC119081667|XP_037046645.1|BCOP, LOC119066986|XP_037025607.1|BCOP, LOC119081668|XP_037046646.1|BCOP, LOC119081676|XP_037046656.1|BCOP
OG0000831	LOC117140810|XP_033159803.1|DMAU	LOC119068183|XP_037027573.1|BCOP, LOC119068182|XP_037027572.1|BCOP, LOC119081077|XP_037045715.1|BCOP, LOC119069201|XP_037029057.1|BCOP, LOC119068184|XP_037027574.1|BCOP, LOC119068185|XP_037027575.1|BCOP
OG0000832	LOC117137739|XP_033155213.1|DMAU	LOC119081551|XP_037046469.1|BCOP
OG0000836	LOC117150736|XP_033173661.1|DMAU, LOC117137036|XP_033154136.1|DMAU	LOC119085395|XP_037051689.1|BCOP
OG0000837	LOC117147384|XP_033170147.1|DMAU	LOC119076471|XP_037039142.1|BCOP
OG0000838	LOC117150566|XP_033173408.1|DMAU, LOC117141968|XP_033161660.1|DMAU	LOC119068074|XP_037027375.1|BCOP
OG0000839	LOC117145758|XP_033167414.1|DMAU, LOC117145452|XP_033167011.1|DMAU	LOC119070071|XP_037030263.1|BCOP
OG0000840	LOC117135673|XP_033151959.1|DMAU, LOC117148905|XP_033172504.1|DMAU	LOC119080753|XP_037045206.1|BCOP
OG0000841	LOC117145324|XP_033166812.1|DMAU	LOC119084366|XP_037050211.1|BCOP
OG0000842	LOC117137584|XP_033154981.1|DMAU, LOC117142640|XP_033162635.1|DMAU	LOC119072389|XP_037033493.1|BCOP, LOC119072384|XP_037033480.1|BCOP
OG0000843	LOC117136942|XP_033153980.1|DMAU	LOC119079035|XP_037042717.1|BCOP
OG0000844	LOC117136183|XP_033152819.1|DMAU, LOC117142382|XP_033162212.1|DMAU	LOC119083170|XP_037048724.1|BCOP
OG0000846	LOC117142489|XP_033162405.1|DMAU	LOC119068707|XP_037028291.1|BCOP, LOC119070787|XP_037031160.1|BCOP, LOC119079003|XP_037042665.1|BCOP
OG0000847	LOC117136311|XP_033153050.1|DMAU, LOC117135531|XP_033151691.1|DMAU	LOC119072346|XP_037033430.1|BCOP
OG0000854	LOC117146605|XP_033168822.1|DMAU, LOC117146602|XP_033168818.1|DMAU	LOC119069498|XP_037029463.1|BCOP
OG0000855	LOC117147898|XP_033170896.1|DMAU, LOC117144461|XP_033165512.1|DMAU	LOC119068890|XP_037028652.1|BCOP
OG0000856	LOC117147410|XP_033170177.1|DMAU, LOC117140416|XP_033159180.1|DMAU	LOC119067987|XP_037027238.1|BCOP
OG0000857	LOC117147353|XP_033170108.1|DMAU	LOC119068999|XP_037028771.1|BCOP, LOC119072698|XP_037033864.1|BCOP
OG0000858	LOC117142694|XP_033162741.1|DMAU, LOC117142693|XP_033162740.1|DMAU	LOC119083251|XP_037048820.1|BCOP, LOC119067888|XP_037027065.1|BCOP
OG0000860	LOC117139425|XP_033157607.1|DMAU, LOC117139780|XP_033158282.1|DMAU	LOC119079717|XP_037043668.1|BCOP, LOC119075551|XP_037037913.1|BCOP
OG0000861	LOC117138623|XP_033156725.1|DMAU	LOC119074061|XP_037035907.1|BCOP
OG0000862	LOC117136308|XP_033153046.1|DMAU, LOC117140424|XP_033159220.1|DMAU	LOC119073900|XP_037035684.1|BCOP
OG0000863	LOC117143832|XP_033164574.1|DMAU	LOC119066209|XP_037024425.1|BCOP
OG0000864	LOC117141314|XP_033160595.1|DMAU, LOC117147677|XP_033170544.1|DMAU	LOC119066527|XP_037024946.1|BCOP
OG0000865	LOC117147783|XP_033170717.1|DMAU, LOC117145359|XP_033166872.1|DMAU	LOC119073880|XP_037035655.1|BCOP
OG0000866	LOC117150893|XP_033173926.1|DMAU, LOC117150906|XP_033173947.1|DMAU	LOC119066067|XP_037024188.1|BCOP
OG0000867	LOC117150841|XP_033173801.1|DMAU, LOC117135108|XP_033151061.1|DMAU	LOC119067861|XP_037027007.1|BCOP
OG0000868	LOC117147913|XP_033170917.1|DMAU	LOC119072834|XP_037034037.1|BCOP
OG0000869	LOC117142653|XP_033162668.1|DMAU	LOC119071912|XP_037032926.1|BCOP
OG0000870	LOC117135520|XP_033151671.1|DMAU	LOC119079910|XP_037043895.1|BCOP
OG0000871	LOC117136623|XP_033153503.1|DMAU	LOC119066342|XP_037024650.1|BCOP, LOC119080211|XP_037044344.1|BCOP, LOC119084154|XP_037049900.1|BCOP, LOC119073231|XP_037034438.1|BCOP, LOC119073153|XP_037034349.1|BCOP, LOC119084536|XP_037050440.1|BCOP, LOC119079324|XP_037043015.1|BCOP, LOC119069709|XP_037029728.1|BCOP, LOC119069530|XP_037029500.1|BCOP, LOC119070130|XP_037030348.1|BCOP, LOC119071216|XP_037031920.1|BCOP, LOC119079423|XP_037043223.1|BCOP, LOC119082646|XP_037048121.1|BCOP, LOC119071173|XP_037031831.1|BCOP
OG0000872	LOC117147778|XP_033170705.1|DMAU	LOC119072985|XP_037034201.1|BCOP
OG0000873	LOC117140829|XP_033159827.1|DMAU	LOC119066871|XP_037025438.1|BCOP, LOC119066872|XP_037025441.1|BCOP
OG0000874	LOC117147689|XP_033170566.1|DMAU, LOC117137445|XP_033154774.1|DMAU	LOC119071112|XP_037031653.1|BCOP
