Orthogroup	DMAU.longest_only	DANA.longest_only
OG0000254	LOC117146044|XP_033167875.1|DMAU	LOC6497382|XP_014761675.1|DANA
OG0000254	LOC117138430|XP_033156429.1|DMAU	LOC6502534|XP_032306768.1|DANA
OG0000255	LOC117137688|XP_033155148.1|DMAU	LOC6494938|XP_001959362.1|DANA
OG0000255	LOC117137687|XP_033155147.1|DMAU	LOC6495674|XP_001959361.1|DANA
OG0000256	LOC117135939|XP_033152410.1|DMAU	LOC6496589|XP_001961207.1|DANA
OG0000256	LOC117137885|XP_033155505.1|DMAU	LOC6496587|XP_001961205.1|DANA
OG0000257	LOC117137369|XP_033154663.1|DMAU	LOC6495306|XP_001958659.1|DANA, LOC116655458|XP_032309241.1|DANA
OG0000258	LOC117137512|XP_033154886.1|DMAU	LOC6495094|XP_001959077.1|DANA
OG0000258	LOC117137515|XP_033154889.1|DMAU	LOC6495095|XP_001959076.1|DANA
OG0000258	LOC117137514|XP_033154888.1|DMAU	LOC6495548|XP_001959079.1|DANA
OG0000258	LOC117137516|XP_033154890.1|DMAU	LOC6495547|XP_001959078.1|DANA
OG0000259	LOC117145631|XP_033167241.1|DMAU	LOC6500772|XP_001953888.1|DANA, LOC6501356|XP_001955060.3|DANA
OG0000259	LOC117150710|XP_033173617.1|DMAU, LOC117150709|XP_033173615.1|DMAU	LOC6505327|XP_032310963.1|DANA
OG0000259	LOC117150592|XP_033173439.1|DMAU	LOC6505333|XP_001964835.1|DANA, LOC6505332|XP_001964834.1|DANA
OG0000260	LOC117138230|XP_033156068.1|DMAU	LOC6495441|XP_001958855.2|DANA
OG0000260	LOC117145487|XP_033167054.1|DMAU	LOC6503438|XP_001967479.1|DANA
OG0000260	LOC117138236|XP_033156075.1|DMAU	LOC6495203|XP_001958854.2|DANA
OG0000261	LOC117150196|XP_033172876.1|DMAU, LOC117150193|XP_033172866.1|DMAU	LOC6497210|XP_001962551.1|DANA
OG0000261	LOC117150195|XP_033172875.1|DMAU	LOC6497211|XP_001962550.1|DANA
OG0000262	LOC117141155|XP_033160385.1|DMAU	LOC6493772|XP_032309537.1|DANA
OG0000262	LOC117141321|XP_033160606.1|DMAU	LOC6493773|XP_001958408.1|DANA
OG0000262	LOC117136031|XP_033152539.1|DMAU	LOC6494852|XP_001959551.1|DANA
OG0000263	LOC117137798|XP_033155361.1|DMAU	LOC6495698|XP_001959397.1|DANA
OG0000263	LOC117140366|XP_033159118.1|DMAU	LOC6506169|XP_001958422.1|DANA
OG0000264	LOC117146720|XP_033169049.1|DMAU	LOC6503486|XP_001964285.1|DANA
OG0000264	LOC117147097|XP_033169754.1|DMAU	LOC6503488|XP_001964283.2|DANA
OG0000264	LOC117142318|XP_033162115.1|DMAU	LOC6505583|XP_032305469.1|DANA
OG0000265	LOC117140884|XP_033159925.1|DMAU, LOC117136777|XP_033153715.1|DMAU, LOC117136778|XP_033153717.1|DMAU	LOC6496149|XP_001960335.2|DANA, LOC6507503|XP_014765273.1|DANA
OG0000266	LOC117137909|XP_033155545.1|DMAU, LOC117149078|XP_033172615.1|DMAU	LOC26514777|XP_032306529.1|DANA
OG0000266	LOC117137913|XP_033155548.1|DMAU, LOC117149087|XP_033172626.1|DMAU	LOC26514854|XP_032306528.1|DANA
OG0000266	LOC117137912|XP_033155547.1|DMAU, LOC117149086|XP_033172625.1|DMAU	LOC6495614|XP_001959221.1|DANA
OG0000267	LOC117145281|XP_033166760.1|DMAU	LOC6505552|XP_032305360.1|DANA, LOC116654490|XP_032305361.1|DANA, LOC26514076|XP_014760903.1|DANA, LOC116654565|XP_032305717.1|DANA
OG0000267	LOC117143457|XP_033164060.1|DMAU	LOC6501603|XP_001955571.1|DANA, LOC6501605|XP_001955573.1|DANA
OG0000268	LOC117143294|XP_033163781.1|DMAU	LOC6501406|XP_001955184.1|DANA
OG0000268	LOC117143245|XP_033163697.1|DMAU	LOC6501407|XP_001955185.1|DANA
OG0000269	LOC117143476|XP_033164081.1|DMAU	LOC6499779|XP_001953937.1|DANA
OG0000269	LOC117144341|XP_033165345.1|DMAU	LOC6503419|XP_001967465.3|DANA
OG0000270	LOC117138026|XP_033155725.1|DMAU	LOC6495914|XP_014763533.1|DANA
OG0000271	LOC117135155|XP_033151106.1|DMAU	LOC6498216|XP_001962320.1|DANA
OG0000271	LOC117138108|XP_033155861.1|DMAU	LOC26515253|XP_014764109.1|DANA
OG0000271	LOC117135471|XP_033151575.1|DMAU	LOC6494737|XP_001959757.1|DANA
OG0000272	LOC117140948|XP_033160039.1|DMAU	LOC6506409|XP_032310463.1|DANA
OG0000272	LOC117146248|XP_033168076.1|DMAU	LOC6506034|XP_032311707.1|DANA
OG0000273	LOC117145885|XP_033167610.1|DMAU	LOC6501314|XP_001954973.2|DANA
OG0000273	LOC117141021|XP_033160191.1|DMAU	LOC6496913|XP_001963157.1|DANA
OG0000273	LOC117145795|XP_033167472.1|DMAU	LOC6499664|XP_001954192.1|DANA
OG0000274	LOC117137941|XP_033155593.1|DMAU, LOC117137942|XP_033155594.1|DMAU	LOC6494203|XP_001960756.1|DANA
OG0000274	LOC117137651|XP_033155079.1|DMAU	LOC6496526|XP_001961073.1|DANA
OG0000276	LOC117147638|XP_033170495.1|DMAU, LOC117145489|XP_033167056.1|DMAU	LOC6505097|XP_001965471.1|DANA
OG0000277	LOC117145609|XP_033167215.1|DMAU, LOC117150577|XP_033173420.1|DMAU, LOC117145213|XP_033166672.1|DMAU	LOC6502685|XP_032305684.1|DANA
OG0000277	LOC117145605|XP_033167210.1|DMAU	LOC6499756|XP_032308084.1|DANA
OG0000277	LOC117143786|XP_033164518.1|DMAU	LOC6499755|XP_001953987.1|DANA
OG0000279	LOC117140638|XP_033159568.1|DMAU	LOC6506971|XP_001956898.1|DANA
OG0000279	LOC117139217|XP_033157290.1|DMAU	LOC6506972|XP_001956897.1|DANA
OG0000280	LOC117139360|XP_033157502.1|DMAU	LOC6493622|XP_001958119.1|DANA
OG0000280	LOC117139361|XP_033157503.1|DMAU	LOC6493623|XP_032310371.1|DANA
OG0000280	LOC117139359|XP_033157501.1|DMAU	LOC6493621|XP_001958118.1|DANA
OG0000281	LOC117140279|XP_033158999.1|DMAU	LOC6493762|XP_001958389.2|DANA
OG0000281	LOC117147372|XP_033170132.1|DMAU	LOC6503150|XP_001963526.1|DANA
OG0000281	LOC117148532|XP_033171837.1|DMAU	LOC6498807|XP_001967298.2|DANA
OG0000282	LOC117140344|XP_033159083.1|DMAU	LOC6492965|XP_001956759.1|DANA
OG0000282	LOC117147052|XP_033169693.1|DMAU	LOC6504051|XP_001964085.1|DANA
OG0000282	LOC117139167|XP_033157218.1|DMAU	LOC6492964|XP_001956758.1|DANA
OG0000283	LOC117136969|XP_033154030.1|DMAU	LOC6494668|XP_001959902.1|DANA
OG0000283	LOC117143238|XP_033163679.1|DMAU	LOC6505911|XP_032305485.1|DANA
OG0000284	LOC117144382|XP_033165409.1|DMAU	LOC6497781|XP_001961439.1|DANA
OG0000284	LOC117140394|XP_033159156.1|DMAU	LOC6497751|XP_032307627.1|DANA
OG0000285	LOC117136662|XP_033153554.1|DMAU	LOC6496580|XP_001961193.1|DANA
OG0000285	LOC117136663|XP_033153555.1|DMAU	LOC6496579|XP_001961192.1|DANA, LOC6496578|XP_001961191.1|DANA
OG0000286	LOC117135625|XP_033151886.1|DMAU	LOC6497101|XP_001962755.1|DANA
OG0000286	LOC117135636|XP_033151906.1|DMAU	LOC6497102|XP_001962751.1|DANA
OG0000287	LOC117147719|XP_033170611.1|DMAU	LOC6505317|XP_001965747.1|DANA
OG0000287	LOC117147723|XP_033170613.1|DMAU	LOC6505315|XP_001965745.3|DANA
OG0000287	LOC117147724|XP_033170614.1|DMAU	LOC6505316|XP_001965746.1|DANA
OG0000288	LOC117150937|XP_033173996.1|DMAU	LOC6502445|XP_001961524.3|DANA, LOC6505958|XP_001965057.2|DANA
OG0000288	LOC117150941|XP_033174001.1|DMAU	LOC6502764|XP_001965055.1|DANA
OG0000288	LOC117150942|XP_033174002.1|DMAU	LOC6502763|XP_001965054.1|DANA
OG0000289	LOC117139913|XP_033158486.1|DMAU	LOC6507705|XP_001956174.2|DANA
OG0000289	LOC117139699|XP_033158103.1|DMAU	LOC6507341|XP_032310739.1|DANA
OG0000289	LOC117140089|XP_033158737.1|DMAU	LOC6507704|XP_032310720.1|DANA
OG0000290	LOC117138431|XP_033156430.1|DMAU	LOC6502532|XP_001959283.1|DANA
OG0000290	LOC117136105|XP_033152693.1|DMAU, LOC117136103|XP_033152691.1|DMAU	LOC6502533|XP_001959282.2|DANA
OG0000290	LOC117136104|XP_033152692.1|DMAU	LOC26515011|XP_014764073.1|DANA
OG0000291	LOC117141329|XP_033160621.1|DMAU	LOC6507176|XP_014765092.1|DANA
OG0000291	LOC117140569|XP_033159459.1|DMAU	LOC26514397|XP_014765614.1|DANA, LOC26515134|XP_014765702.1|DANA
OG0000292	LOC117137490|XP_033154860.1|DMAU	LOC6494452|XP_001960298.3|DANA
OG0000292	LOC117141907|XP_033161512.1|DMAU	LOC6493731|XP_001958325.1|DANA
OG0000293	LOC117144821|XP_033166094.1|DMAU	LOC6501519|XP_001955410.2|DANA
OG0000293	LOC117138682|XP_033156832.1|DMAU	LOC6498632|XP_001963195.1|DANA
OG0000293	LOC117144932|XP_033166276.1|DMAU	LOC6501517|XP_001955408.1|DANA
OG0000294	LOC117143280|XP_033163753.1|DMAU	LOC6497754|XP_032307767.1|DANA
OG0000294	LOC117146675|XP_033168914.1|DMAU	LOC6504257|XP_014759219.1|DANA
OG0000295	LOC117137937|XP_033155586.1|DMAU	LOC6496353|XP_001960750.1|DANA
OG0000295	LOC117136569|XP_033153416.1|DMAU	LOC26514191|XP_014763988.1|DANA
OG0000296	LOC117143997|XP_033164839.1|DMAU	LOC6506382|XP_001965161.1|DANA
OG0000296	LOC117141636|XP_033161081.1|DMAU	LOC6507672|XP_001956122.1|DANA
OG0000296	LOC117146827|XP_033169271.1|DMAU	LOC6505143|XP_001965431.1|DANA
OG0000297	LOC117137861|XP_033155467.1|DMAU	LOC6495439|XP_032306633.1|DANA
OG0000297	LOC117137860|XP_033155466.1|DMAU	LOC6495438|XP_001958849.1|DANA
OG0000298	LOC117148766|XP_033172254.1|DMAU	LOC6504460|XP_032308262.1|DANA
OG0000298	LOC117148768|XP_033172257.1|DMAU	LOC6502361|XP_001967530.1|DANA
OG0000298	LOC117148059|XP_033171141.1|DMAU, LOC117140327|XP_033159068.1|DMAU	LOC6502862|XP_001967554.1|DANA
OG0000299	LOC117142890|XP_033163055.1|DMAU	LOC6500377|XP_001953081.1|DANA
OG0000299	LOC117144562|XP_033165698.1|DMAU	LOC116654477|XP_032306951.1|DANA
OG0000299	LOC117144561|XP_033165697.1|DMAU	LOC6500374|XP_032306948.1|DANA
OG0000300	LOC117141229|XP_033160480.1|DMAU	LOC6507859|XP_032310379.1|DANA
OG0000300	LOC117140395|XP_033159153.1|DMAU	LOC6507860|XP_001956483.1|DANA
OG0000301	LOC117146312|XP_033168252.1|DMAU	LOC6495047|XP_001953453.3|DANA
OG0000301	LOC117140862|XP_033159892.1|DMAU	LOC6498131|XP_001962140.2|DANA
OG0000302	LOC117139325|XP_033157461.1|DMAU	LOC6506834|XP_001957147.2|DANA
OG0000302	LOC117139326|XP_033157464.1|DMAU	LOC6493147|XP_001957148.1|DANA
OG0000303	LOC117139138|XP_033157180.1|DMAU	LOC6507146|XP_001956587.1|DANA
OG0000303	LOC117147779|XP_033170707.1|DMAU	LOC26514940|XP_014759706.1|DANA
OG0000303	LOC117145523|XP_033167109.1|DMAU	LOC6504533|XP_001964936.1|DANA
OG0000304	LOC117146079|XP_033167916.1|DMAU	LOC6505620|XP_014760730.1|DANA
OG0000304	LOC117146082|XP_033167921.1|DMAU	LOC6505619|XP_001964587.1|DANA
OG0000305	LOC117140393|XP_033159152.1|DMAU	LOC6507096|XP_001956676.1|DANA
OG0000305	LOC117140575|XP_033159465.1|DMAU	LOC6507101|XP_001956673.1|DANA
OG0000305	LOC117141048|XP_033160220.1|DMAU	LOC6507100|XP_032310447.1|DANA
OG0000306	LOC117138031|XP_033155730.1|DMAU	LOC6496159|XP_001960350.1|DANA
OG0000306	LOC117137996|XP_033155674.1|DMAU	LOC6494425|XP_001960345.1|DANA
OG0000306	LOC117146961|XP_033169515.1|DMAU	LOC6503102|XP_032308994.1|DANA
OG0000307	LOC117144000|XP_033164837.1|DMAU	LOC6499555|XP_032305637.1|DANA
OG0000307	LOC117145978|XP_033167774.1|DMAU	LOC6501476|XP_032310563.1|DANA
OG0000308	LOC117143620|XP_033164276.1|DMAU	LOC6505376|XP_001964867.1|DANA
OG0000308	LOC117144518|XP_033165628.1|DMAU	LOC6500656|XP_001953663.1|DANA
OG0000308	LOC117144519|XP_033165629.1|DMAU	LOC6500655|XP_001953661.1|DANA
OG0000308	LOC117135123|XP_033151035.1|DMAU	LOC6498330|XP_001962558.1|DANA
OG0000309	LOC117145692|XP_033167325.1|DMAU	LOC6503365|XP_001967649.1|DANA
OG0000309	LOC117144607|XP_033165791.1|DMAU, LOC117144608|XP_033165792.1|DMAU	LOC6500229|XP_001952983.1|DANA
OG0000310	LOC117146780|XP_033169195.1|DMAU	LOC6505007|XP_001965643.1|DANA, LOC6493355|XP_001957584.1|DANA
OG0000311	LOC117143608|XP_033164251.1|DMAU	LOC6501067|XP_001954493.1|DANA
OG0000311	LOC117144057|XP_033164955.1|DMAU	LOC6501090|XP_001954534.1|DANA, LOC6501089|XP_001954533.1|DANA
OG0000311	LOC117146440|XP_033168544.1|DMAU	LOC6498785|XP_001967248.1|DANA
OG0000312	LOC117143754|XP_033164462.1|DMAU	LOC6504696|XP_014760458.1|DANA
OG0000312	LOC117150985|XP_033174074.1|DMAU	LOC6498063|XP_032307495.1|DANA
OG0000313	LOC117150963|XP_033174034.1|DMAU	LOC6498342|XP_001962585.1|DANA
OG0000313	LOC117140270|XP_033158991.1|DMAU	LOC6497096|XP_032311431.1|DANA
OG0000314	LOC117136776|XP_033153719.1|DMAU	LOC6498496|XP_001962950.1|DANA, LOC6498495|XP_001962949.1|DANA
OG0000315	LOC117141614|XP_033161069.1|DMAU	LOC26515181|XP_014760670.1|DANA
OG0000315	LOC117135296|XP_033151361.1|DMAU, LOC117137977|XP_033155641.1|DMAU, LOC117141366|XP_033160700.1|DMAU	LOC6503386|XP_014760386.1|DANA
OG0000316	LOC117136701|XP_033153610.1|DMAU	LOC6493990|XP_001961186.1|DANA
OG0000316	LOC117136602|XP_033153476.1|DMAU	LOC6493989|XP_001961187.1|DANA
OG0000317	LOC117144093|XP_033165000.1|DMAU	LOC6499043|XP_001955442.2|DANA
OG0000319	LOC117145405|XP_033166935.1|DMAU, LOC117145406|XP_033166936.1|DMAU, LOC117143138|XP_033163521.1|DMAU, LOC117145407|XP_033166938.1|DMAU, LOC117145409|XP_033166940.1|DMAU	LOC6501031|XP_001954421.3|DANA, LOC6499535|XP_001954420.2|DANA
OG0000320	LOC117146064|XP_033167894.1|DMAU	LOC6499876|XP_001953720.2|DANA
OG0000320	LOC117150816|XP_033173767.1|DMAU	LOC6497699|XP_001961539.1|DANA
OG0000320	LOC117144177|XP_033165113.1|DMAU	LOC6501664|XP_001955711.1|DANA
OG0000321	LOC117150877|XP_033173900.1|DMAU	LOC6504282|XP_032310941.1|DANA
OG0000321	LOC117150876|XP_033173899.1|DMAU	LOC6504281|XP_001965080.1|DANA
OG0000322	LOC117144204|XP_033165143.1|DMAU	LOC116654471|XP_032305651.1|DANA
OG0000322	LOC117148406|XP_033171666.1|DMAU	LOC6503701|XP_032308562.1|DANA
OG0000322	LOC117148239|XP_033171434.1|DMAU	LOC6503657|XP_032308389.1|DANA
OG0000323	LOC117151086|XP_033174225.1|DMAU	LOC6505703|XP_001964988.1|DANA
OG0000323	LOC117144846|XP_033166134.1|DMAU	LOC6501659|XP_001955701.1|DANA
OG0000323	LOC117144845|XP_033166132.1|DMAU	LOC6501658|XP_001955700.1|DANA
OG0000324	LOC117135669|XP_033151954.1|DMAU	LOC6496533|XP_001961090.1|DANA
OG0000325	LOC117141457|XP_033160803.1|DMAU, LOC117141692|XP_033161191.1|DMAU	LOC6506295|XP_001958182.1|DANA
OG0000325	LOC117139323|XP_033157459.1|DMAU, LOC117141458|XP_033160804.1|DMAU	LOC6493662|XP_001958179.1|DANA
OG0000327	LOC117137697|XP_033155157.1|DMAU	LOC6496508|XP_014763857.1|DANA
OG0000327	LOC117137188|XP_033154402.1|DMAU	LOC6500092|XP_001953244.1|DANA, LOC6496509|XP_001961045.1|DANA
OG0000327	LOC117138582|XP_033156652.1|DMAU	LOC6496510|XP_001961046.1|DANA
OG0000328	LOC117138301|XP_033156192.1|DMAU	LOC6502508|XP_001960957.2|DANA
OG0000328	LOC117141952|XP_033161599.1|DMAU	LOC6502780|XP_001957810.1|DANA
OG0000328	LOC117141747|XP_033161261.1|DMAU	LOC6502781|XP_001957809.1|DANA
OG0000329	LOC117135121|XP_033151032.1|DMAU	LOC6498339|XP_001962577.1|DANA
OG0000329	LOC117150516|XP_033173323.1|DMAU	LOC6498252|XP_001962404.1|DANA
OG0000330	LOC117146107|XP_033167980.1|DMAU, LOC117147731|XP_033170621.1|DMAU	LOC6498739|XP_001967296.1|DANA, LOC6498740|XP_001967293.1|DANA
OG0000331	LOC117151031|XP_033174136.1|DMAU	LOC6497579|XP_001961774.2|DANA
OG0000331	LOC117151030|XP_033174135.1|DMAU	LOC6497580|XP_032307456.1|DANA
OG0000332	LOC117151038|XP_033174142.1|DMAU	LOC6499386|XP_001954737.1|DANA
OG0000332	LOC117148194|XP_033171355.1|DMAU	LOC6503157|XP_001963539.1|DANA
OG0000333	LOC117140012|XP_033158617.1|DMAU	LOC6506473|XP_032309901.1|DANA
OG0000333	LOC117139519|XP_033157771.1|DMAU	LOC6493102|XP_001957045.1|DANA
OG0000334	LOC117147693|XP_033170572.1|DMAU	LOC6499840|XP_001953795.1|DANA
OG0000334	LOC117137240|XP_033154492.1|DMAU	LOC6496280|XP_001960596.1|DANA
OG0000335	LOC117148702|XP_033172140.1|DMAU	LOC6497078|XP_001962799.1|DANA
OG0000335	LOC117138063|XP_033155781.1|DMAU	LOC6497079|XP_001962798.1|DANA
OG0000336	LOC117143010|XP_033163266.1|DMAU	LOC6499422|XP_001954674.1|DANA
OG0000336	LOC117144674|XP_033165886.1|DMAU	LOC6500865|XP_001954063.1|DANA
OG0000336	LOC117142847|XP_033162971.1|DMAU	LOC6499722|XP_001954062.2|DANA
OG0000337	LOC117139357|XP_033157500.1|DMAU	LOC6493624|XP_032310368.1|DANA
OG0000337	LOC117147299|XP_033170037.1|DMAU	LOC6504598|XP_001966553.1|DANA
OG0000337	LOC117140239|XP_033158932.1|DMAU	LOC6506952|XP_001956930.1|DANA
OG0000338	LOC117140552|XP_033159439.1|DMAU	LOC6506655|XP_001957468.1|DANA
OG0000338	LOC117136216|XP_033152879.1|DMAU	LOC6494989|XP_032307097.1|DANA
OG0000339	LOC117141059|XP_033160239.1|DMAU	LOC6493180|XP_001957211.1|DANA
OG0000339	LOC117141112|XP_033160326.1|DMAU	LOC6506802|XP_001957210.1|DANA
OG0000340	LOC117138107|XP_033155860.1|DMAU	LOC6494450|XP_001960300.1|DANA
OG0000341	LOC117141610|XP_033161018.1|DMAU, LOC117140659|XP_033159594.1|DMAU	LOC116655922|XP_032310830.1|DANA
OG0000341	LOC117141854|XP_033161421.1|DMAU	LOC6493250|XP_001957357.1|DANA
OG0000341	LOC117141516|XP_033160897.1|DMAU	LOC6493251|XP_001957359.3|DANA
OG0000342	LOC117148123|XP_033171236.1|DMAU	LOC6501793|XP_001967182.1|DANA
OG0000342	LOC117138068|XP_033155783.1|DMAU	LOC6494110|XP_001960950.1|DANA
OG0000343	LOC117142443|XP_033162297.1|DMAU	LOC6499997|XP_001953438.1|DANA
OG0000344	LOC117137354|XP_033154643.1|DMAU	LOC6494535|XP_001960153.1|DANA
OG0000344	LOC117144988|XP_033166350.1|DMAU	LOC6499008|XP_001955524.1|DANA
OG0000345	LOC117138458|XP_033156476.1|DMAU	LOC6494095|XP_001960986.1|DANA
OG0000345	LOC117136576|XP_033153432.1|DMAU	LOC6495811|XP_032306583.1|DANA
OG0000346	LOC117136427|XP_033153231.1|DMAU	LOC6495871|XP_014763525.1|DANA
OG0000347	LOC117140628|XP_033159539.1|DMAU	LOC6493320|XP_001957518.1|DANA
OG0000347	LOC117150959|XP_033174032.1|DMAU	LOC6497988|XP_014761918.1|DANA
OG0000348	LOC117139430|XP_033157620.1|DMAU	LOC6503299|XP_001967569.1|DANA
OG0000348	LOC117150235|XP_033172922.1|DMAU	LOC6506574|XP_032311158.1|DANA
OG0000349	LOC117146571|XP_033168765.1|DMAU	LOC6498268|XP_001962430.1|DANA
OG0000350	LOC117139109|XP_033157137.1|DMAU	LOC6507927|XP_001956619.2|DANA
OG0000350	LOC117139120|XP_033157157.1|DMAU	LOC6507926|XP_001956618.1|DANA
OG0000350	LOC117143227|XP_033163667.1|DMAU	LOC6505909|XP_001964597.1|DANA
OG0000351	LOC117137254|XP_033154508.1|DMAU	LOC6494480|XP_032307052.1|DANA
OG0000351	LOC117137255|XP_033154509.1|DMAU	LOC116654758|XP_032307053.1|DANA
OG0000353	LOC117144195|XP_033165135.1|DMAU	LOC6501117|XP_001954583.1|DANA
OG0000353	LOC117139997|XP_033158603.1|DMAU	LOC6498401|XP_001962722.2|DANA
OG0000354	LOC117151053|XP_033174163.1|DMAU	LOC6497436|XP_001962083.1|DANA
OG0000354	LOC117151054|XP_033174164.1|DMAU	LOC6497440|XP_001962070.2|DANA
OG0000355	LOC117136247|XP_033152942.1|DMAU	LOC6496495|XP_001961018.1|DANA
OG0000355	LOC117137948|XP_033155601.1|DMAU	LOC6493895|XP_001961377.1|DANA, LOC116656194|XP_032311536.1|DANA
OG0000356	LOC117139143|XP_033157191.1|DMAU	LOC6498228|XP_014762036.1|DANA
OG0000358	LOC117144634|XP_033165819.1|DMAU	LOC6505673|XP_001964490.1|DANA
OG0000358	LOC117144445|XP_033165490.1|DMAU	LOC26515058|XP_014760935.1|DANA
OG0000358	LOC117145894|XP_033167635.1|DMAU	LOC6505676|XP_001964480.1|DANA
OG0000359	LOC117141609|XP_033161017.1|DMAU	LOC6506721|XP_001957364.1|DANA
OG0000359	LOC117139298|XP_033157422.1|DMAU	LOC116655904|XP_032310740.1|DANA
OG0000359	LOC117141777|XP_033161300.1|DMAU	LOC6506724|XP_001957358.2|DANA
OG0000359	LOC117141739|XP_033161250.1|DMAU	LOC26513818|XP_014765535.1|DANA
OG0000360	LOC117145156|XP_033166589.1|DMAU	LOC6500346|XP_001953013.1|DANA
OG0000360	LOC117145290|XP_033166772.1|DMAU	LOC6500345|XP_001953012.1|DANA
OG0000361	LOC117145629|XP_033167239.1|DMAU, LOC117144243|XP_033165211.1|DMAU	LOC26514914|XP_014759557.1|DANA
OG0000361	LOC117150643|XP_033173509.1|DMAU	LOC6497047|XP_001962856.2|DANA
OG0000362	LOC117146296|XP_033168204.1|DMAU	LOC6506058|XP_001966647.1|DANA
OG0000362	LOC117140896|XP_033159941.1|DMAU	LOC6506082|XP_032310014.1|DANA
OG0000363	LOC117142309|XP_033162093.1|DMAU	LOC6500480|XP_032305702.1|DANA
OG0000363	LOC117141065|XP_033160245.1|DMAU	LOC6507034|XP_014765041.1|DANA
OG0000364	LOC117140861|XP_033159889.1|DMAU	LOC6507567|XP_032310333.1|DANA
OG0000365	LOC117137420|XP_033154741.1|DMAU	LOC6495053|XP_001959163.2|DANA
OG0000365	LOC117150582|XP_033173427.1|DMAU	LOC6496879|XP_032310923.1|DANA
OG0000366	LOC117148016|XP_033171072.1|DMAU	LOC6505019|XP_001965618.2|DANA
OG0000366	LOC117143296|XP_033163783.1|DMAU	LOC6499571|XP_032312126.1|DANA
OG0000367	LOC117141869|XP_033161445.1|DMAU	LOC6493449|XP_001957774.1|DANA
OG0000367	LOC117135437|XP_033151497.1|DMAU	LOC6495191|XP_032306270.1|DANA
OG0000368	LOC117140727|XP_033159687.1|DMAU	LOC6507163|XP_014765085.1|DANA
OG0000368	LOC117140728|XP_033159690.1|DMAU	LOC6507162|XP_001956562.2|DANA
OG0000370	LOC117140433|XP_033159242.1|DMAU	LOC6493663|XP_001958180.1|DANA
OG0000370	LOC117141693|XP_033161192.1|DMAU, LOC117141459|XP_033160805.1|DMAU	LOC6493664|XP_032309484.1|DANA
OG0000371	LOC117148019|XP_033171075.1|DMAU	LOC6502314|XP_001966221.1|DANA
OG0000371	LOC117136549|XP_033153393.1|DMAU	LOC6495386|XP_001958718.1|DANA
OG0000371	LOC117142665|XP_033162688.1|DMAU	LOC6501350|XP_001955047.1|DANA
OG0000372	LOC117139567|XP_033157858.1|DMAU	LOC6504631|XP_001966499.2|DANA
OG0000373	LOC117136617|XP_033153495.1|DMAU	LOC6502522|XP_001960044.2|DANA
OG0000374	LOC117140705|XP_033159662.1|DMAU	LOC6493625|XP_001958122.1|DANA
OG0000375	LOC117141030|XP_033160202.1|DMAU, LOC117141031|XP_033160203.1|DMAU	LOC6507774|XP_001956325.1|DANA, LOC26514947|XP_014765685.1|DANA, LOC26514843|XP_014765672.2|DANA, LOC6507776|XP_001956327.3|DANA, LOC26514172|XP_014765584.2|DANA
OG0000375	LOC117141032|XP_033160205.1|DMAU	LOC6507773|XP_001956324.1|DANA, LOC6507772|XP_001956323.2|DANA
OG0000376	LOC117148146|XP_033171268.1|DMAU	LOC6503974|XP_001963938.1|DANA
OG0000377	LOC117147519|XP_033170325.1|DMAU	LOC6502136|XP_014759947.2|DANA
OG0000377	LOC117144460|XP_033165511.1|DMAU	LOC26515198|XP_014767402.1|DANA, LOC6500908|XP_032305811.1|DANA, LOC6500907|XP_032305808.1|DANA
OG0000378	LOC117137244|XP_033154496.1|DMAU	LOC6494537|XP_001960150.1|DANA
OG0000378	LOC117147414|XP_033170182.1|DMAU	LOC6504091|XP_001964157.1|DANA
OG0000379	LOC117136805|XP_033153761.1|DMAU	LOC6496041|XP_032307224.1|DANA
OG0000379	LOC117138017|XP_033155712.1|DMAU	LOC6496040|XP_001960101.1|DANA
OG0000379	LOC117136046|XP_033152580.1|DMAU	LOC6496042|XP_032307223.1|DANA
OG0000380	LOC117138133|XP_033155893.1|DMAU	LOC6496541|XP_001961105.1|DANA
OG0000380	LOC117141209|XP_033160454.1|DMAU	LOC6493769|XP_032310018.1|DANA
OG0000381	LOC117136877|XP_033153873.1|DMAU	LOC6497728|XP_001961474.1|DANA
OG0000381	LOC117145847|XP_033167556.1|DMAU	LOC6498499|XP_001962953.1|DANA
OG0000382	LOC117140561|XP_033159449.1|DMAU	LOC6503226|XP_001953458.2|DANA, LOC6493859|XP_001958574.2|DANA
OG0000383	LOC117137604|XP_033155017.1|DMAU	LOC6498091|XP_001962064.1|DANA
OG0000383	LOC117139332|XP_033157508.1|DMAU	LOC6497366|XP_001962237.1|DANA
OG0000384	LOC117137164|XP_033154367.1|DMAU	LOC6495243|XP_001958778.1|DANA
OG0000384	LOC117136525|XP_033153361.1|DMAU	LOC6495409|XP_001958777.3|DANA
OG0000385	LOC117148926|XP_033172536.1|DMAU	LOC6503788|XP_014761080.2|DANA
OG0000385	LOC117148924|XP_033172532.1|DMAU	LOC6503865|XP_014761102.1|DANA
OG0000386	LOC117141579|XP_033160982.1|DMAU	LOC6507350|XP_001956196.1|DANA, LOC6507351|XP_001956195.3|DANA
OG0000386	LOC117141580|XP_033160984.1|DMAU	LOC6507348|XP_032310284.1|DANA
OG0000386	LOC117146106|XP_033167979.1|DMAU	LOC6505996|XP_001964751.1|DANA
