Orthogroup	DMAU.longest_only	DHYD.longest_only
OG0001529	LOC117147946|XP_033170981.1|DMAU, LOC117148282|XP_033171487.1|DMAU, LOC117147959|XP_033170996.1|DMAU, LOC117147958|XP_033170995.1|DMAU, LOC117147960|XP_033170997.1|DMAU, LOC117147957|XP_033170993.1|DMAU	LOC111594511|XP_023163641.2|DHYD
OG0001530	LOC117147370|XP_033170130.1|DMAU	LOC111593154|XP_023161524.1|DHYD
OG0001531	LOC117138155|XP_033155923.1|DMAU	LOC111602349|XP_023175129.2|DHYD
OG0001535	LOC117146600|XP_033168815.1|DMAU	LOC111600195|XP_023171976.1|DHYD
OG0001536	LOC117148108|XP_033171217.1|DMAU	LOC111602401|XP_023175188.1|DHYD
OG0001537	LOC117150461|XP_033173246.1|DMAU	LOC111599173|XP_023170523.1|DHYD
OG0001538	LOC117148951|XP_033172583.1|DMAU	LOC111596884|XP_023167100.1|DHYD
OG0001539	LOC117135750|XP_033152096.1|DMAU	LOC111603797|XP_023177313.2|DHYD
OG0001540	LOC117150337|XP_033173076.1|DMAU	LOC111595018|XP_023164295.2|DHYD
OG0001541	LOC117140752|XP_033159725.1|DMAU	LOC111597549|XP_023168113.2|DHYD
OG0001542	LOC117142454|XP_033162320.1|DMAU	LOC111602601|XP_030081615.1|DHYD
OG0001543	LOC117147990|XP_033171032.1|DMAU	LOC111598350|XP_023169325.2|DHYD
OG0001544	LOC117147793|XP_033170732.1|DMAU	LOC111604980|XP_023179085.2|DHYD
OG0001545	LOC117146705|XP_033169009.1|DMAU, LOC117148355|XP_033171604.1|DMAU	LOC111602407|XP_023175203.1|DHYD
OG0001546	LOC117147241|XP_033169946.1|DMAU	LOC111602420|XP_023175225.1|DHYD
OG0001548	LOC117147159|XP_033169833.1|DMAU	LOC111593080|XP_023161435.1|DHYD
OG0001549	LOC117135128|XP_033151068.1|DMAU	LOC111602527|XP_023175422.1|DHYD
OG0001550	LOC117144687|XP_033165902.1|DMAU	LOC111601752|XP_023174259.2|DHYD
OG0001551	LOC117144746|XP_033165991.1|DMAU	LOC111603483|XP_023176843.2|DHYD
OG0001552	LOC117144314|XP_033165316.1|DMAU	LOC111597840|XP_023168513.1|DHYD
OG0001553	LOC117148350|XP_033171579.1|DMAU	LOC111604728|XP_023178668.1|DHYD
OG0001554	LOC117144605|XP_033165787.1|DMAU	LOC111601771|XP_030081549.1|DHYD
OG0001555	LOC117135262|XP_033151303.1|DMAU	LOC111595791|XP_023165446.1|DHYD
OG0001556	LOC117135766|XP_033152122.1|DMAU	LOC111602227|XP_023174976.1|DHYD
OG0001557	LOC117148228|XP_033171408.1|DMAU	LOC111605114|XP_023179232.2|DHYD
OG0001558	LOC117147287|XP_033170022.1|DMAU	LOC111596962|XP_023167191.1|DHYD
OG0001559	LOC117144645|XP_033165832.1|DMAU	LOC111596999|XP_023167268.2|DHYD
OG0001560	LOC117142779|XP_033162859.1|DMAU	LOC111604908|XP_023178918.2|DHYD
OG0001561	LOC117144186|XP_033165124.1|DMAU	LOC111601395|XP_023173706.1|DHYD
OG0001562	LOC117146461|XP_033168587.1|DMAU	LOC111605034|XP_023179137.1|DHYD
OG0001563	LOC117141678|XP_033161165.1|DMAU	LOC111598591|XP_023169675.1|DHYD
OG0001564	LOC117146012|XP_033167822.1|DMAU	LOC111596355|XP_023166322.1|DHYD
OG0001565	LOC117144825|XP_033166100.1|DMAU	LOC111605440|XP_023179723.1|DHYD
OG0001566	LOC117144763|XP_033166012.1|DMAU	LOC111602693|XP_023175691.1|DHYD
OG0001567	LOC117137470|XP_033154808.1|DMAU	LOC111592148|XP_023159963.1|DHYD
OG0001568	LOC117145575|XP_033167172.1|DMAU	LOC111601530|XP_023173927.2|DHYD
OG0001569	LOC117142749|XP_033162821.1|DMAU	LOC111594468|XP_023163536.2|DHYD
OG0001570	LOC117143537|XP_033164161.1|DMAU	LOC111605502|XP_023179819.2|DHYD
OG0001571	LOC117150331|XP_033173066.1|DMAU	LOC111597441|XP_023167924.1|DHYD
OG0001572	LOC117146644|XP_033168869.1|DMAU	LOC111595357|XP_023164802.2|DHYD
OG0001573	LOC117138952|XP_033156883.1|DMAU	LOC111599571|XP_030081124.1|DHYD
OG0001574	LOC117147709|XP_033170592.1|DMAU	LOC111602830|XP_023175908.1|DHYD
OG0001575	LOC117142946|XP_033163153.1|DMAU	LOC111597176|XP_023167506.2|DHYD, LOC111597177|XP_030080780.1|DHYD
OG0001576	LOC117143450|XP_033164050.1|DMAU	LOC111604201|XP_023177926.2|DHYD
OG0001577	LOC117143344|XP_033163899.1|DMAU	LOC111592681|XP_023160811.1|DHYD
OG0001578	LOC117137458|XP_033154793.1|DMAU	LOC111602367|XP_023175147.2|DHYD
OG0001579	LOC117147572|XP_033170408.1|DMAU	LOC111603085|XP_023176506.1|DHYD
OG0001580	LOC117136051|XP_033152585.1|DMAU	LOC111604128|XP_023177813.2|DHYD
OG0001581	LOC117148699|XP_033172133.1|DMAU	LOC111592348|XP_023160251.2|DHYD
OG0001582	LOC117136937|XP_033153972.1|DMAU, LOC117136938|XP_033153977.1|DMAU	LOC111593190|XP_023161576.1|DHYD
OG0001583	LOC117136342|XP_033153096.1|DMAU	LOC111599958|XP_023171602.2|DHYD
OG0001584	LOC117141130|XP_033160347.1|DMAU	LOC111597473|XP_023167989.2|DHYD
OG0001585	LOC117148861|XP_033172421.1|DMAU	LOC111605115|XP_023179235.2|DHYD
OG0001586	LOC117140350|XP_033159092.1|DMAU	LOC111602892|XP_023175996.1|DHYD
OG0001587	LOC117137487|XP_033154858.1|DMAU	LOC111600136|XP_023171880.2|DHYD
OG0001588	LOC117138208|XP_033156033.1|DMAU	LOC111604121|XP_023177799.1|DHYD
OG0001589	LOC117136090|XP_033152654.1|DMAU	LOC111594727|XP_023163926.2|DHYD
OG0001591	LOC117146523|XP_033168679.1|DMAU, LOC117148736|XP_033172197.1|DMAU, LOC117145380|XP_033166903.1|DMAU	LOC111595234|XP_030080674.1|DHYD
OG0001592	LOC117142934|XP_033163141.1|DMAU	LOC111591966|XP_030079228.1|DHYD
OG0001593	LOC117150632|XP_033173495.1|DMAU	LOC111591959|XP_030079217.1|DHYD
OG0001594	LOC117150272|XP_033172968.1|DMAU	LOC111601174|XP_030080296.1|DHYD
OG0001595	LOC117137055|XP_033154156.1|DMAU	LOC111605407|XP_023179676.2|DHYD
OG0001596	LOC117151034|XP_033174139.1|DMAU	LOC111594086|XP_023163001.2|DHYD
OG0001597	LOC117149328|XP_033172657.1|DMAU	LOC111593145|XP_023161513.1|DHYD
OG0001599	LOC117141141|XP_033160368.1|DMAU	LOC111596279|XP_023166194.2|DHYD
OG0001600	LOC117145130|XP_033166545.1|DMAU	LOC111598954|XP_030079785.1|DHYD, LOC115483304|XP_030080528.1|DHYD
OG0001601	LOC117135165|XP_033151117.1|DMAU	LOC111596363|XP_023166328.2|DHYD
OG0001602	LOC117140893|XP_033159942.1|DMAU	LOC111600360|XP_023172202.2|DHYD, LOC115483400|XP_030081050.1|DHYD
OG0001603	LOC117150475|XP_033173265.1|DMAU	LOC111603981|XP_023177593.2|DHYD
OG0001604	LOC117146888|XP_033169378.1|DMAU	LOC111602048|XP_023174726.1|DHYD
OG0001605	LOC117135893|XP_033152331.1|DMAU	LOC111602228|XP_023174977.1|DHYD
OG0001606	LOC117135420|XP_033151464.1|DMAU	LOC111600107|XP_023171837.1|DHYD
OG0001607	LOC117135203|XP_033151179.1|DMAU	LOC111602518|XP_023175369.1|DHYD
OG0001608	LOC117151028|XP_033174132.1|DMAU	LOC115483014|XP_030079570.1|DHYD, LOC111600351|XP_023172190.2|DHYD
OG0001609	LOC117137214|XP_033154461.1|DMAU	LOC111600895|XP_023173003.1|DHYD
OG0001610	LOC117142175|XP_033161931.1|DMAU	LOC111600391|XP_023172237.1|DHYD
OG0001611	LOC117143255|XP_033163716.1|DMAU	LOC111599485|XP_023170920.2|DHYD, LOC111594947|XP_023164211.1|DHYD
OG0001612	LOC117150833|XP_033173791.1|DMAU	LOC111596219|XP_023166104.1|DHYD
OG0001613	LOC117142352|XP_033162169.1|DMAU	LOC111592562|XP_023160628.1|DHYD
OG0001614	LOC117136293|XP_033153021.1|DMAU	LOC111597661|XP_023168251.2|DHYD
OG0001615	LOC117135714|XP_033152034.1|DMAU	LOC111592068|XP_023159841.2|DHYD
OG0001616	LOC117147230|XP_033169936.1|DMAU	LOC111595408|XP_023164889.2|DHYD
OG0001617	LOC117135206|XP_033151182.1|DMAU	LOC111597200|XP_030079024.1|DHYD
OG0001618	LOC117145308|XP_033166796.1|DMAU	LOC111597859|XP_023168547.1|DHYD
OG0001619	LOC117145000|XP_033166379.1|DMAU	LOC115483087|XP_030080023.1|DHYD
OG0001620	LOC117136487|XP_033153317.1|DMAU	LOC111594421|XP_023163514.1|DHYD
OG0001621	LOC117137744|XP_033155218.1|DMAU	LOC111594039|XP_023162922.2|DHYD
OG0001622	LOC117146684|XP_033168943.1|DMAU	LOC111603223|XP_023176489.1|DHYD
OG0001623	LOC117150459|XP_033173243.1|DMAU	LOC111599075|XP_023170373.2|DHYD
OG0001624	LOC117150860|XP_033173848.1|DMAU	LOC111596283|XP_023166201.1|DHYD
OG0001625	LOC117144752|XP_033166003.1|DMAU	LOC111604342|XP_023178172.2|DHYD, LOC111592498|XP_023160491.1|DHYD
OG0001626	LOC117137081|XP_033154205.1|DMAU	LOC111594956|XP_023164221.1|DHYD
OG0001627	LOC117142706|XP_033162756.1|DMAU	LOC111602979|XP_023176140.2|DHYD
OG0001628	LOC117145682|XP_033167315.1|DMAU	LOC111600279|XP_023172096.2|DHYD
OG0001629	LOC117145926|XP_033167677.1|DMAU	LOC111598505|XP_023169543.2|DHYD
OG0001630	LOC117142944|XP_033163150.1|DMAU	LOC111597165|XP_023167491.2|DHYD
OG0001631	LOC117144870|XP_033166169.1|DMAU	LOC111599574|XP_023171014.2|DHYD
OG0001632	LOC117150228|XP_033172918.1|DMAU	LOC111603580|XP_023177005.1|DHYD
OG0001633	LOC117142853|XP_033162984.1|DMAU	LOC111604559|XP_023178427.1|DHYD
OG0001634	LOC117143157|XP_033163554.1|DMAU	LOC111598529|XP_023169582.2|DHYD
OG0001635	LOC117144305|XP_033165307.1|DMAU	LOC111602957|XP_023176097.1|DHYD
OG0001636	LOC117145025|XP_033166417.1|DMAU	LOC111603635|XP_023177073.1|DHYD
OG0001637	LOC117142418|XP_033162267.1|DMAU	LOC111595693|XP_023165306.2|DHYD
OG0001638	LOC117147529|XP_033170349.1|DMAU, LOC117147214|XP_033169919.1|DMAU	LOC111596783|XP_023166904.2|DHYD
OG0001639	LOC117136386|XP_033153169.1|DMAU	LOC111600886|XP_030080932.1|DHYD
OG0001640	LOC117143213|XP_033163652.1|DMAU	LOC111603569|XP_023176983.1|DHYD
OG0001641	LOC117142797|XP_033162894.1|DMAU	LOC111593317|XP_023161788.1|DHYD
OG0001642	LOC117148328|XP_033171553.1|DMAU	LOC111594990|XP_023164258.1|DHYD
OG0001643	LOC117145502|XP_033167077.1|DMAU	LOC111602458|XP_023175286.2|DHYD
OG0001644	LOC117141151|XP_033160380.1|DMAU	LOC111591856|XP_023159506.1|DHYD
OG0001645	LOC117136667|XP_033153558.1|DMAU	LOC111597101|XP_023167411.1|DHYD
OG0001646	LOC117138578|XP_033156642.1|DMAU	LOC111595404|XP_023164883.1|DHYD
OG0001647	LOC117137085|XP_033154206.1|DMAU	LOC111601264|XP_030081947.1|DHYD
OG0001648	LOC117139547|XP_033157826.1|DMAU	LOC111603320|XP_023176610.2|DHYD
OG0001649	LOC117138168|XP_033155940.1|DMAU	LOC111593741|XP_023162501.1|DHYD
OG0001650	LOC117135852|XP_033152260.1|DMAU	LOC111594609|XP_023163757.1|DHYD
OG0001651	LOC117138197|XP_033156016.1|DMAU	LOC111600615|XP_023172581.2|DHYD
OG0001652	LOC117140684|XP_033159631.1|DMAU	LOC111603313|XP_023176602.1|DHYD
OG0001653	LOC117139867|XP_033158414.1|DMAU	LOC111600997|XP_023173159.2|DHYD
OG0001654	LOC117137179|XP_033154392.1|DMAU	LOC111604364|XP_023178200.2|DHYD
OG0001655	LOC117137566|XP_033154962.1|DMAU	LOC111592168|XP_023159990.2|DHYD
OG0001656	LOC117135559|XP_033151757.1|DMAU	LOC111597211|XP_023167547.2|DHYD
OG0001657	LOC117139956|XP_033158540.1|DMAU	LOC111595069|XP_023164394.1|DHYD
OG0001658	LOC117139118|XP_033157152.1|DMAU	LOC111591858|XP_023159508.1|DHYD
OG0001659	LOC117139666|XP_033158030.1|DMAU	LOC111604328|XP_023178156.1|DHYD
OG0001660	LOC117139272|XP_033157386.1|DMAU	LOC111602918|XP_023176031.2|DHYD
OG0001661	LOC117144762|XP_033166011.1|DMAU	LOC111602175|XP_023174905.2|DHYD, LOC111602562|XP_023175490.1|DHYD
OG0001662	LOC117139086|XP_033157095.1|DMAU	LOC111592825|XP_023161018.1|DHYD
OG0001663	LOC117143336|XP_033163887.1|DMAU	LOC111594557|XP_023163681.2|DHYD
OG0001664	LOC117136768|XP_033153703.1|DMAU	LOC111595091|XP_023164422.1|DHYD
OG0001666	LOC117150975|XP_033174048.1|DMAU	LOC111596133|XP_023165975.2|DHYD, LOC111596134|XP_023165977.2|DHYD, LOC111596135|XP_023165978.2|DHYD
OG0001667	LOC117138667|XP_033156796.1|DMAU	LOC111605367|XP_023179614.2|DHYD
OG0001668	LOC117142067|XP_033161836.1|DMAU	LOC111596948|XP_023167172.2|DHYD
OG0001669	LOC117140853|XP_033159871.1|DMAU, LOC117140933|XP_033160020.1|DMAU	LOC111597476|XP_023167993.2|DHYD
OG0001670	LOC117137305|XP_033154577.1|DMAU	LOC111604338|XP_023178169.1|DHYD
OG0001671	LOC117147797|XP_033170737.1|DMAU	LOC111601949|XP_023174573.1|DHYD, LOC111601662|XP_023174117.1|DHYD
OG0001672	LOC117137902|XP_033155533.1|DMAU, LOC117137900|XP_033155531.1|DMAU, LOC117137901|XP_033155532.1|DMAU	LOC111604406|XP_023178230.2|DHYD
OG0001673	LOC117135620|XP_033151872.1|DMAU, LOC117135619|XP_033151871.1|DMAU	LOC111602569|XP_023175493.2|DHYD
OG0001674	LOC117145858|XP_033167569.1|DMAU, LOC117143410|XP_033163995.1|DMAU	LOC111604799|XP_023178784.1|DHYD
OG0001675	LOC117145544|XP_033167129.1|DMAU, LOC117145542|XP_033167128.1|DMAU	LOC111604999|XP_023179088.1|DHYD
OG0001678	LOC117148148|XP_033171270.1|DMAU	LOC111596592|XP_030079912.1|DHYD
OG0001679	LOC117148122|XP_033171235.1|DMAU	LOC111597238|XP_023167600.2|DHYD
OG0001680	LOC117146942|XP_033169483.1|DMAU	LOC111594508|XP_023163593.2|DHYD, LOC111593990|XP_023162849.2|DHYD
OG0001681	LOC117148489|XP_033171760.1|DMAU	LOC111596548|XP_023166589.2|DHYD
OG0001682	LOC117147193|XP_033169885.1|DMAU	LOC111602400|XP_023175186.2|DHYD
OG0001683	LOC117150821|XP_033173774.1|DMAU	LOC111598945|XP_023170191.1|DHYD
OG0001684	LOC117146242|XP_033168051.1|DMAU	LOC111597773|XP_023168404.2|DHYD
OG0001685	LOC117149967|XP_033172755.1|DMAU	LOC111602495|XP_023175334.2|DHYD
OG0001686	LOC117147431|XP_033170202.1|DMAU, LOC117147429|XP_033170201.1|DMAU	LOC111595961|XP_023165703.2|DHYD
OG0001687	LOC117147250|XP_033169959.1|DMAU	LOC111591990|XP_023159718.1|DHYD
OG0001688	LOC117146919|XP_033169438.1|DMAU, LOC117146917|XP_033169435.1|DMAU	LOC111597304|XP_023167696.2|DHYD
OG0001689	LOC117148136|XP_033171254.1|DMAU	LOC111597266|XP_030078961.1|DHYD
OG0001690	LOC117141882|XP_033161464.1|DMAU	LOC111594835|XP_023164068.1|DHYD
OG0001691	LOC117150377|XP_033173129.1|DMAU	LOC111602506|XP_023175352.1|DHYD
OG0001692	LOC117144643|XP_033165829.1|DMAU	LOC111604229|XP_023177973.2|DHYD
OG0001693	LOC117147884|XP_033170859.1|DMAU	LOC111604955|XP_023179004.1|DHYD
OG0001694	LOC117143088|XP_033163456.1|DMAU	LOC111596682|XP_023166758.2|DHYD
OG0001695	LOC117136802|XP_033153757.1|DMAU	LOC111594618|XP_023163776.2|DHYD, LOC111597791|XP_030080056.1|DHYD
OG0001696	LOC117142225|XP_033161967.1|DMAU	LOC111601770|XP_023174281.2|DHYD
OG0001697	LOC117143205|XP_033163641.1|DMAU	LOC111598559|XP_023169624.1|DHYD
OG0001698	LOC117148498|XP_033171771.1|DMAU	LOC111593415|XP_023161916.1|DHYD
OG0001699	LOC117142581|XP_033162542.1|DMAU	LOC111601805|XP_023174360.1|DHYD
OG0001700	LOC117143129|XP_033163510.1|DMAU	LOC111603629|XP_023177066.2|DHYD
OG0001701	LOC117144739|XP_033165982.1|DMAU	LOC111594514|XP_030080684.1|DHYD
OG0001702	LOC117150609|XP_033173504.1|DMAU	LOC111603883|XP_023177467.2|DHYD
OG0001703	LOC117145659|XP_033167282.1|DMAU	LOC111603478|XP_023176837.2|DHYD
OG0001704	LOC117145652|XP_033167273.1|DMAU	LOC111603487|XP_023176852.1|DHYD
OG0001705	LOC117143342|XP_033163896.1|DMAU	LOC111595246|XP_023164654.2|DHYD, LOC115483437|XP_030081268.1|DHYD
OG0001706	LOC117136263|XP_033152972.1|DMAU	LOC111594101|XP_030079104.1|DHYD
OG0001707	LOC117145673|XP_033167296.1|DMAU	LOC111596596|XP_030080570.1|DHYD
OG0001708	LOC117142755|XP_033162828.1|DMAU	LOC111594471|XP_023163540.1|DHYD
OG0001709	LOC117139411|XP_033157579.1|DMAU	LOC111598683|XP_023169814.2|DHYD
OG0001710	LOC117143161|XP_033163563.1|DMAU	LOC111599432|XP_023170853.1|DHYD
OG0001711	LOC117143117|XP_033163495.1|DMAU	LOC111603584|XP_023177006.2|DHYD
OG0001712	LOC117146121|XP_033168009.1|DMAU	LOC111602701|XP_023175701.1|DHYD
OG0001713	LOC117145402|XP_033166931.1|DMAU	LOC111593603|XP_023162232.1|DHYD
OG0001714	LOC117145842|XP_033167539.1|DMAU	LOC111604906|XP_023178914.2|DHYD
OG0001715	LOC117147805|XP_033170748.1|DMAU	LOC111603362|XP_023176676.2|DHYD
OG0001716	LOC117148334|XP_033171559.1|DMAU	LOC111593511|XP_023162066.2|DHYD, LOC111595001|XP_023164269.2|DHYD
OG0001717	LOC117145190|XP_033166640.1|DMAU	LOC111598234|XP_023169163.2|DHYD
OG0001718	LOC117146000|XP_033167808.1|DMAU	LOC111602668|XP_023175621.2|DHYD
OG0001719	LOC117142255|XP_033162005.1|DMAU	LOC111596599|XP_030080723.1|DHYD
OG0001720	LOC117146061|XP_033167892.1|DMAU	LOC111601320|XP_023173618.2|DHYD
OG0001721	LOC117143303|XP_033163801.1|DMAU	LOC111596260|XP_023166164.2|DHYD
OG0001722	LOC117139475|XP_033157684.1|DMAU	LOC111598680|XP_023169809.1|DHYD
OG0001723	LOC117137199|XP_033154440.1|DMAU	LOC111600877|XP_023172977.1|DHYD, LOC115483411|XP_030081107.1|DHYD
OG0001724	LOC117136752|XP_033153675.1|DMAU	LOC111593560|XP_030081358.1|DHYD
OG0001725	LOC117136464|XP_033153286.1|DMAU	LOC115483439|XP_030081279.1|DHYD, LOC111593725|XP_023162471.2|DHYD
OG0001726	LOC117139808|XP_033158326.1|DMAU	LOC111592966|XP_023161226.1|DHYD
OG0001727	LOC117145265|XP_033166741.1|DMAU	LOC111605434|XP_023179718.1|DHYD
OG0001728	LOC117136259|XP_033152968.1|DMAU	LOC111603275|XP_023176559.1|DHYD
OG0001729	LOC117137805|XP_033155371.1|DMAU	LOC111605391|XP_023179655.2|DHYD
OG0001730	LOC117150672|XP_033173565.1|DMAU	LOC111602498|XP_023175337.2|DHYD
OG0001731	LOC117135757|XP_033152104.1|DMAU	LOC111595326|XP_023164751.2|DHYD
OG0001732	LOC117150700|XP_033173603.1|DMAU	LOC111602219|XP_023174965.1|DHYD
OG0001733	LOC117136477|XP_033153305.1|DMAU	LOC115483068|XP_030079787.1|DHYD, LOC111593181|XP_023161559.1|DHYD
OG0001734	LOC117136828|XP_033153793.1|DMAU	LOC111597733|XP_023168346.1|DHYD
OG0001735	LOC117139498|XP_033157717.1|DMAU	LOC111601564|XP_023173978.2|DHYD
OG0001736	LOC117137538|XP_033154925.1|DMAU	LOC111604074|XP_023177728.1|DHYD
OG0001737	LOC117138405|XP_033156374.1|DMAU	LOC111593789|XP_023162575.2|DHYD
OG0001738	LOC117140852|XP_033159870.1|DMAU	LOC111605171|XP_023179327.2|DHYD
OG0001739	LOC117136292|XP_033153019.1|DMAU	LOC111601629|XP_023174068.1|DHYD
OG0001740	LOC117138551|XP_033156601.1|DMAU	LOC111603835|XP_023177368.2|DHYD
OG0001741	LOC117146027|XP_033167849.1|DMAU	LOC111594473|XP_023163542.1|DHYD
OG0001742	LOC117137874|XP_033155491.1|DMAU	LOC111600646|XP_023172631.1|DHYD
OG0001743	LOC117139096|XP_033157115.1|DMAU	LOC111596967|XP_023167209.2|DHYD
OG0001744	LOC117136242|XP_033152918.1|DMAU	LOC115482847|XP_030078947.1|DHYD, LOC111598211|XP_023169119.2|DHYD
OG0001745	LOC117136869|XP_033153861.1|DMAU	LOC111604336|XP_023178199.2|DHYD
OG0001746	LOC117141171|XP_033160398.1|DMAU	LOC111599795|XP_023171339.2|DHYD
OG0001747	LOC117138668|XP_033156797.1|DMAU	LOC111605346|XP_023179588.2|DHYD
OG0001748	LOC117141425|XP_033160749.1|DMAU	LOC111592732|XP_023160892.2|DHYD
OG0001749	LOC117136334|XP_033153086.1|DMAU	LOC111604096|XP_023177761.1|DHYD
OG0001750	LOC117136331|XP_033153078.1|DMAU	LOC111604111|XP_023177786.2|DHYD
OG0001751	LOC117141443|XP_033160787.1|DMAU	LOC111594875|XP_023164126.2|DHYD
OG0001752	LOC117141504|XP_033160881.1|DMAU	LOC111594853|XP_023164098.2|DHYD
OG0001753	LOC117139565|XP_033157853.1|DMAU	LOC111601566|XP_023173980.2|DHYD
OG0001754	LOC117135776|XP_033152136.1|DMAU	LOC111593546|XP_023162167.1|DHYD
OG0001755	LOC117141477|XP_033160838.1|DMAU	LOC111601591|XP_030081156.1|DHYD
OG0001756	LOC117138595|XP_033156667.1|DMAU	LOC111594019|XP_023162889.1|DHYD
OG0001757	LOC117136958|XP_033154013.1|DMAU	LOC111602252|XP_023175011.1|DHYD
OG0001758	LOC117139762|XP_033158220.1|DMAU	LOC111595052|XP_023164348.1|DHYD
OG0001759	LOC117138369|XP_033156327.1|DMAU	LOC111600579|XP_023172534.1|DHYD
OG0001760	LOC117137922|XP_033155563.1|DMAU	LOC111602108|XP_023174818.2|DHYD
OG0001761	LOC117136476|XP_033153301.1|DMAU	LOC111604148|XP_023177840.2|DHYD
OG0001762	LOC117150520|XP_033173329.1|DMAU	LOC111602244|XP_023175002.1|DHYD
OG0001763	LOC117150788|XP_033173728.1|DMAU	LOC111605023|XP_023179122.2|DHYD, LOC111605029|XP_023179127.2|DHYD
OG0001764	LOC117143711|XP_033164401.1|DMAU	LOC111603464|XP_023176821.1|DHYD
OG0001765	LOC117135514|XP_033151642.1|DMAU	LOC111604618|XP_030081093.1|DHYD
OG0001766	LOC117140041|XP_033158668.1|DMAU	LOC111603920|XP_023177513.2|DHYD
OG0001767	LOC117150681|XP_033173577.1|DMAU	LOC111599494|XP_023170929.2|DHYD
OG0001768	LOC117145961|XP_033167752.1|DMAU	LOC111599092|XP_023170400.1|DHYD
OG0001769	LOC117150157|XP_033172847.1|DMAU	LOC111602300|XP_023175068.2|DHYD
OG0001770	LOC117148851|XP_033172404.1|DMAU	LOC111600845|XP_023172922.2|DHYD
OG0001771	LOC117150590|XP_033173437.1|DMAU	LOC111602499|XP_023175338.2|DHYD, LOC111602482|XP_023175313.1|DHYD
OG0001772	LOC117145476|XP_033167046.1|DMAU	LOC111597781|XP_023168414.1|DHYD
OG0001773	LOC117150201|XP_033172885.1|DMAU	LOC111603868|XP_023177443.2|DHYD
OG0001774	LOC117136505|XP_033153340.1|DMAU	LOC111593833|XP_023162639.2|DHYD
OG0001775	LOC117148940|XP_033172557.1|DMAU	LOC111605338|XP_023179583.1|DHYD
OG0001776	LOC117135184|XP_033151142.1|DMAU	LOC111596281|XP_023166196.1|DHYD
OG0001777	LOC117141801|XP_033161341.1|DMAU	LOC111600698|XP_023172724.2|DHYD
OG0001778	LOC117150503|XP_033173300.1|DMAU	LOC111602536|XP_023175434.1|DHYD
OG0001779	LOC117147518|XP_033170328.1|DMAU	LOC111603983|XP_030079083.1|DHYD
OG0001780	LOC117136367|XP_033153139.1|DMAU	LOC111600899|XP_023173008.1|DHYD
OG0001781	LOC117142149|XP_033161929.1|DMAU	LOC111600369|XP_023172213.2|DHYD
OG0001782	LOC117150657|XP_033173539.1|DMAU	LOC111594776|XP_023163994.2|DHYD
OG0001783	LOC117145902|XP_033167647.1|DMAU	LOC111600384|XP_023172229.1|DHYD
OG0001784	LOC117150947|XP_033174011.1|DMAU	LOC111595795|XP_023165453.2|DHYD
OG0001785	LOC117136455|XP_033153270.1|DMAU	LOC111605246|XP_023179451.2|DHYD
OG0001786	LOC117148092|XP_033171199.1|DMAU	LOC111600724|XP_023172768.2|DHYD
OG0001787	LOC117139124|XP_033157166.1|DMAU	LOC111601053|XP_030080281.1|DHYD
OG0001788	LOC117135493|XP_033151605.1|DMAU	LOC111595569|XP_023165134.2|DHYD
OG0001789	LOC117136950|XP_033153991.1|DMAU	LOC111593927|XP_023162774.1|DHYD, LOC111593133|XP_023161505.2|DHYD
OG0001790	LOC117150832|XP_033173794.1|DMAU	LOC111601111|XP_023173329.2|DHYD
OG0001791	LOC117138336|XP_033156265.1|DMAU	LOC111605415|XP_023179689.2|DHYD
OG0001792	LOC117139729|XP_033158161.1|DMAU	LOC111605541|XP_023179871.2|DHYD
OG0001793	LOC117135411|XP_033151450.1|DMAU	LOC111593288|XP_030081006.1|DHYD
OG0001794	LOC117150504|XP_033173301.1|DMAU	LOC111602535|XP_023175433.2|DHYD
OG0001795	LOC117139585|XP_033157893.1|DMAU	LOC111596272|XP_030079020.1|DHYD, LOC111594186|XP_030080498.1|DHYD
OG0001796	LOC117147680|XP_033170549.1|DMAU	LOC111598302|XP_023169258.1|DHYD
OG0001797	LOC117146303|XP_033168232.1|DMAU	LOC111598115|XP_023168940.1|DHYD
OG0001798	LOC117138242|XP_033156083.1|DMAU	LOC111600584|XP_023172539.1|DHYD
OG0001799	LOC117148428|XP_033171692.1|DMAU	LOC111596867|XP_023167081.1|DHYD
OG0001800	LOC117141187|XP_033160420.1|DMAU	LOC111601898|XP_023174512.2|DHYD
OG0001801	LOC117139480|XP_033157690.1|DMAU	LOC111598745|XP_023169913.2|DHYD
OG0001802	LOC117143564|XP_033164200.1|DMAU	LOC111595302|XP_023164730.1|DHYD
OG0001803	LOC117144035|XP_033164891.1|DMAU	LOC111592379|XP_030078720.1|DHYD
OG0001804	LOC117142991|XP_033163235.1|DMAU	LOC111603589|XP_023177013.1|DHYD
OG0001805	LOC117141181|XP_033160410.1|DMAU	LOC111601024|XP_023173200.1|DHYD
OG0001806	LOC117145880|XP_033167595.1|DMAU	LOC111598897|XP_023170131.2|DHYD, LOC111593361|XP_030078732.1|DHYD
OG0001807	LOC117144675|XP_033165887.1|DMAU	LOC111602986|XP_023176150.1|DHYD
OG0001808	LOC117145339|XP_033166840.1|DMAU	LOC111604587|XP_023178463.1|DHYD
OG0001809	LOC117142647|XP_033162644.1|DMAU	LOC111600859|XP_023172946.2|DHYD
OG0001810	LOC117145083|XP_033166491.1|DMAU	LOC111599593|XP_023171044.2|DHYD
