Orthogroup	DMAU.longest_only	DERE.longest_only
OG0000227	LOC117141144|XP_033160367.1|DMAU	LOC6546050|XP_001971747.1|DERE
OG0000227	LOC117140338|XP_033159078.1|DMAU	LOC6546051|XP_001971748.1|DERE
OG0000227	LOC117140117|XP_033158772.1|DMAU	LOC6545938|XP_001971738.1|DERE
OG0000227	LOC117140316|XP_033159055.1|DMAU	LOC6545937|XP_001971737.1|DERE
OG0000227	LOC117140281|XP_033159000.1|DMAU	LOC6545936|XP_001971736.1|DERE
OG0000227	LOC117139951|XP_033158529.1|DMAU	LOC6545939|XP_001971739.1|DERE
OG0000228	LOC117143249|XP_033163701.1|DMAU	LOC6544247|XP_001973814.1|DERE
OG0000228	LOC117143942|XP_033164764.1|DMAU	LOC6552389|XP_001978907.1|DERE
OG0000228	LOC117147937|XP_033170973.1|DMAU	LOC6549917|XP_001978669.1|DERE
OG0000228	LOC117143421|XP_033164018.1|DMAU	LOC6541233|XP_001968971.1|DERE
OG0000229	LOC117145262|XP_033166737.1|DMAU	LOC6554637|XP_026837444.1|DERE
OG0000229	LOC117142733|XP_033162794.1|DMAU	LOC6553508|XP_001979354.2|DERE
OG0000230	LOC117135935|XP_033152403.1|DMAU	LOC6548853|XP_026837124.1|DERE
OG0000230	LOC117135936|XP_033152407.1|DMAU	LOC113564355|XP_026837129.1|DERE
OG0000231	LOC117150608|XP_033173458.1|DMAU	LOC6542474|XP_001969699.3|DERE
OG0000231	LOC117150743|XP_033173668.1|DMAU	LOC6543320|XP_026834758.1|DERE
OG0000231	LOC117150637|XP_033173501.1|DMAU	LOC6542523|XP_001969701.1|DERE
OG0000231	LOC117150830|XP_033173788.1|DMAU	LOC6541869|XP_001969698.1|DERE
OG0000232	LOC117145154|XP_033166585.1|DMAU	LOC6553321|XP_001980165.1|DERE
OG0000232	LOC117136243|XP_033152939.1|DMAU	LOC6543057|XP_001970735.3|DERE
OG0000232	LOC117137867|XP_033155475.1|DMAU	LOC6543035|XP_001970736.1|DERE
OG0000233	LOC117143948|XP_033164773.1|DMAU	LOC6554467|XP_001981303.1|DERE
OG0000233	LOC117144194|XP_033165134.1|DMAU	LOC6554717|XP_001981079.1|DERE
OG0000233	LOC117146078|XP_033167915.1|DMAU	LOC6554716|XP_026831736.1|DERE
OG0000234	LOC117136594|XP_033153460.1|DMAU	LOC6549556|XP_001975644.2|DERE
OG0000234	LOC117136593|XP_033153457.1|DMAU	LOC6549555|XP_015011668.1|DERE
OG0000234	LOC117138211|XP_033156037.1|DMAU	LOC26526377|XP_015012795.1|DERE
OG0000235	LOC117144736|XP_033165974.1|DMAU	LOC6554425|XP_001981050.1|DERE
OG0000235	LOC117144735|XP_033165973.1|DMAU	LOC6554565|XP_001981051.1|DERE
OG0000235	LOC117146022|XP_033167844.1|DMAU	LOC6554111|XP_001981052.1|DERE
OG0000236	LOC117150606|XP_033173454.1|DMAU	LOC6541842|XP_001968203.1|DERE
OG0000236	LOC117150605|XP_033173453.1|DMAU	LOC6543172|XP_001968832.1|DERE
OG0000236	LOC117148440|XP_033171704.1|DMAU	LOC6551527|XP_015010884.1|DERE
OG0000237	LOC117138096|XP_033155837.1|DMAU	LOC6542364|XP_026834004.1|DERE
OG0000237	LOC117140546|XP_033159431.1|DMAU	LOC26526549|XP_015014297.1|DERE
OG0000237	LOC117141526|XP_033160948.1|DMAU	LOC6542622|XP_026834619.1|DERE
OG0000238	LOC117144055|XP_033164940.1|DMAU	LOC6548748|XP_026835779.1|DERE
OG0000238	LOC117150106|XP_033172829.1|DMAU	LOC6548261|XP_015011984.2|DERE
OG0000238	LOC117150477|XP_033173267.1|DMAU	LOC6548749|XP_001974106.1|DERE
OG0000239	LOC117144888|XP_033166200.1|DMAU	LOC6551925|XP_026831461.1|DERE
OG0000239	LOC117144872|XP_033166172.1|DMAU	LOC6553144|XP_001979128.1|DERE
OG0000240	LOC117144925|XP_033166267.1|DMAU	LOC6553892|XP_026839802.1|DERE
OG0000240	LOC117145389|XP_033166912.1|DMAU	LOC6553890|XP_001980463.1|DERE
OG0000240	LOC117144479|XP_033165550.1|DMAU	LOC6553122|XP_026839625.1|DERE
OG0000241	LOC117142124|XP_033161911.1|DMAU	LOC6544528|XP_001973098.3|DERE
OG0000243	LOC117144250|XP_033165220.1|DMAU	LOC26525982|XP_015010429.1|DERE
OG0000243	LOC117137160|XP_033154365.1|DMAU	LOC6542643|XP_001969245.1|DERE
OG0000244	LOC117145568|XP_033167165.1|DMAU	LOC6552557|XP_001979895.1|DERE
OG0000244	LOC117145292|XP_033166774.1|DMAU	LOC6552614|XP_001979894.1|DERE
OG0000244	LOC117145275|XP_033166753.1|DMAU	LOC6552610|XP_001979890.1|DERE
OG0000246	LOC117138573|XP_033156635.1|DMAU	LOC6548230|XP_026835825.1|DERE
OG0000247	LOC117140007|XP_033158612.1|DMAU	LOC6544591|XP_001972511.1|DERE
OG0000247	LOC117140008|XP_033158614.1|DMAU	LOC6544476|XP_001972510.1|DERE
OG0000248	LOC117139863|XP_033158410.1|DMAU	LOC6546282|XP_026833059.1|DERE
OG0000248	LOC117140268|XP_033158985.1|DMAU	LOC6546283|XP_001972907.1|DERE
OG0000248	LOC117138142|XP_033155909.1|DMAU	LOC6548819|XP_001975604.1|DERE
OG0000249	LOC117150556|XP_033173395.1|DMAU	LOC6541894|XP_001970259.1|DERE
OG0000249	LOC117150559|XP_033173398.1|DMAU	LOC6542688|XP_001970260.1|DERE
OG0000249	LOC117150554|XP_033173393.1|DMAU	LOC6541935|XP_001970261.1|DERE
OG0000250	LOC117139577|XP_033157880.1|DMAU	LOC6541190|XP_001969696.1|DERE
OG0000250	LOC117148916|XP_033172530.1|DMAU	LOC6542152|XP_026834041.1|DERE
OG0000250	LOC117139570|XP_033157868.1|DMAU	LOC6542277|XP_001969695.1|DERE
OG0000251	LOC117146436|XP_033168539.1|DMAU	LOC6550350|XP_015010759.1|DERE
OG0000251	LOC117136584|XP_033153448.1|DMAU	LOC6548093|XP_001976599.3|DERE
OG0000251	LOC117139259|XP_033157368.1|DMAU	LOC26526064|XP_015014213.1|DERE
OG0000252	LOC117136978|XP_033154044.1|DMAU	LOC6548156|XP_001975119.1|DERE
OG0000252	LOC117136930|XP_033153962.1|DMAU	LOC6548154|XP_001975117.1|DERE
OG0000252	LOC117136878|XP_033153874.1|DMAU	LOC6548155|XP_001975118.1|DERE
OG0000253	LOC117136303|XP_033153042.1|DMAU	LOC6546575|XP_001974674.1|DERE
OG0000253	LOC117137053|XP_033154153.1|DMAU	LOC6546573|XP_001974672.1|DERE
OG0000253	LOC117137051|XP_033154151.1|DMAU, LOC117137788|XP_033155335.1|DMAU	LOC6547028|XP_001974670.1|DERE
OG0000253	LOC117136319|XP_033153060.1|DMAU, LOC117137052|XP_033154152.1|DMAU	LOC6547029|XP_026836720.1|DERE
OG0000254	LOC117146045|XP_033167876.1|DMAU	LOC6555301|XP_001982322.2|DERE
OG0000254	LOC117146044|XP_033167875.1|DMAU	LOC6555300|XP_001982321.2|DERE
OG0000254	LOC117138430|XP_033156429.1|DMAU	LOC6542168|XP_001969059.2|DERE
OG0000255	LOC117137688|XP_033155148.1|DMAU	LOC6546886|XP_001975967.1|DERE
OG0000255	LOC117137687|XP_033155147.1|DMAU	LOC6546887|XP_001975968.2|DERE
OG0000256	LOC117135939|XP_033152410.1|DMAU	LOC6547191|XP_001974738.1|DERE
OG0000256	LOC117137885|XP_033155505.1|DMAU	LOC6547193|XP_001974740.2|DERE
OG0000257	LOC117137369|XP_033154663.1|DMAU	LOC6548009|XP_001976472.1|DERE
OG0000258	LOC117137512|XP_033154886.1|DMAU	LOC6542936|XP_001970658.1|DERE
OG0000258	LOC117137515|XP_033154889.1|DMAU	LOC6542887|XP_001970657.1|DERE
OG0000258	LOC117137514|XP_033154888.1|DMAU	LOC6542697|XP_026835074.1|DERE
OG0000258	LOC117137516|XP_033154890.1|DMAU	LOC6542771|XP_001970656.1|DERE
OG0000259	LOC117150710|XP_033173617.1|DMAU	LOC6542218|XP_001969256.2|DERE
OG0000259	LOC117150709|XP_033173615.1|DMAU	LOC6542200|XP_026834283.1|DERE
OG0000259	LOC117150592|XP_033173439.1|DMAU	LOC6541943|XP_001969258.2|DERE, LOC6541887|XP_001969259.2|DERE
OG0000260	LOC117138230|XP_033156068.1|DMAU	LOC6541331|XP_001970473.1|DERE
OG0000260	LOC117145487|XP_033167054.1|DMAU	LOC6554839|XP_001981995.1|DERE
OG0000260	LOC117138236|XP_033156075.1|DMAU	LOC6543140|XP_026834057.1|DERE
OG0000261	LOC117150196|XP_033172876.1|DMAU	LOC6540674|XP_001968786.1|DERE
OG0000261	LOC117150193|XP_033172866.1|DMAU	LOC6540625|XP_001968784.1|DERE
OG0000261	LOC117150195|XP_033172875.1|DMAU	LOC6540676|XP_001968785.2|DERE
OG0000262	LOC117141155|XP_033160385.1|DMAU	LOC6545073|XP_001972107.1|DERE
OG0000262	LOC117141321|XP_033160606.1|DMAU	LOC6545072|XP_001972106.2|DERE
OG0000262	LOC117136031|XP_033152539.1|DMAU	LOC6546615|XP_001975831.1|DERE
OG0000263	LOC117137798|XP_033155361.1|DMAU	LOC6546686|XP_015011602.2|DERE
OG0000263	LOC117140366|XP_033159118.1|DMAU	LOC6544914|XP_001972091.1|DERE
OG0000264	LOC117146720|XP_033169049.1|DMAU	LOC6549668|XP_026837820.1|DERE
OG0000264	LOC117147097|XP_033169754.1|DMAU	LOC6549667|XP_026837591.1|DERE
OG0000264	LOC117142318|XP_033162115.1|DMAU	LOC6554921|XP_001981126.1|DERE
OG0000265	LOC117140884|XP_033159925.1|DMAU	LOC6545428|XP_026832183.1|DERE
OG0000265	LOC117136777|XP_033153715.1|DMAU, LOC117136778|XP_033153717.1|DMAU	LOC6556115|XP_026836587.1|DERE, LOC6556117|XP_026836577.1|DERE, LOC6548146|XP_001975220.3|DERE
OG0000266	LOC117137913|XP_033155548.1|DMAU, LOC117149087|XP_033172626.1|DMAU	LOC6547023|XP_001974665.1|DERE
OG0000266	LOC117137912|XP_033155547.1|DMAU, LOC117149086|XP_033172625.1|DMAU	LOC6547025|XP_001974667.1|DERE
OG0000267	LOC117145281|XP_033166760.1|DMAU	LOC6555286|XP_001981202.1|DERE
OG0000267	LOC117143457|XP_033164060.1|DMAU	LOC6555287|XP_001981203.1|DERE
OG0000268	LOC117143294|XP_033163781.1|DMAU	LOC6552701|XP_001979020.1|DERE
OG0000268	LOC117143245|XP_033163697.1|DMAU	LOC6552700|XP_026839875.1|DERE
OG0000269	LOC117143476|XP_033164081.1|DMAU	LOC6554521|XP_001982158.1|DERE
OG0000269	LOC117144341|XP_033165345.1|DMAU	LOC6554845|XP_001982009.2|DERE
OG0000270	LOC117138026|XP_033155725.1|DMAU	LOC6547864|XP_001976443.3|DERE
OG0000271	LOC117135155|XP_033151106.1|DMAU	LOC6543518|XP_001969499.1|DERE
OG0000271	LOC117138108|XP_033155861.1|DMAU	LOC26526366|XP_026836936.1|DERE
OG0000271	LOC117135471|XP_033151575.1|DMAU	LOC6546770|XP_001975527.1|DERE
OG0000272	LOC117140948|XP_033160039.1|DMAU	LOC6544119|XP_026833800.1|DERE
OG0000272	LOC117146248|XP_033168076.1|DMAU	LOC6555876|XP_026838983.1|DERE
OG0000273	LOC117145885|XP_033167610.1|DMAU	LOC26526099|XP_015010442.1|DERE, LOC6553105|XP_001980100.2|DERE
OG0000273	LOC117141021|XP_033160191.1|DMAU	LOC6541495|XP_001969952.1|DERE
OG0000273	LOC117145795|XP_033167472.1|DMAU	LOC6553579|XP_001979250.1|DERE
OG0000274	LOC117137941|XP_033155593.1|DMAU, LOC117137942|XP_033155594.1|DMAU	LOC6549077|XP_001975596.1|DERE, LOC6549076|XP_001975595.1|DERE
OG0000274	LOC117137651|XP_033155079.1|DMAU	LOC6549463|XP_001975770.2|DERE
OG0000276	LOC117147638|XP_033170495.1|DMAU	LOC6550130|XP_001977659.2|DERE
OG0000276	LOC117145489|XP_033167056.1|DMAU	LOC6552658|XP_001979857.1|DERE
OG0000277	LOC117145213|XP_033166672.1|DMAU	LOC6553996|XP_026839855.1|DERE
OG0000277	LOC117143786|XP_033164518.1|DMAU	LOC6554391|XP_001982363.1|DERE
OG0000279	LOC117140638|XP_033159568.1|DMAU	LOC6545735|XP_001971629.1|DERE
OG0000279	LOC117139217|XP_033157290.1|DMAU	LOC6545734|XP_001971628.1|DERE
OG0000280	LOC117139360|XP_033157502.1|DMAU	LOC6545331|XP_001973339.1|DERE
OG0000280	LOC117139361|XP_033157503.1|DMAU	LOC6545330|XP_001973338.2|DERE
OG0000280	LOC117139359|XP_033157501.1|DMAU	LOC6545500|XP_001973340.1|DERE
OG0000281	LOC117140279|XP_033158999.1|DMAU	LOC6545448|XP_001972131.1|DERE
OG0000281	LOC117147372|XP_033170132.1|DMAU	LOC6550369|XP_001977866.1|DERE
OG0000281	LOC117148532|XP_033171837.1|DMAU	LOC6550410|XP_026838119.1|DERE
OG0000282	LOC117140344|XP_033159083.1|DMAU	LOC6543563|XP_001971823.1|DERE
OG0000282	LOC117147052|XP_033169693.1|DMAU	LOC6550963|XP_001976992.2|DERE
OG0000282	LOC117139167|XP_033157218.1|DMAU	LOC6543562|XP_015013816.1|DERE
OG0000283	LOC117136969|XP_033154030.1|DMAU	LOC6546953|XP_001976022.1|DERE
OG0000283	LOC117143238|XP_033163679.1|DMAU	LOC6555061|XP_001981603.1|DERE
OG0000284	LOC117144382|XP_033165409.1|DMAU	LOC6543100|XP_026834275.1|DERE
OG0000284	LOC117140394|XP_033159156.1|DMAU	LOC6542591|XP_026835148.1|DERE
OG0000285	LOC117136662|XP_033153554.1|DMAU	LOC6547109|XP_001974750.1|DERE
OG0000285	LOC117136663|XP_033153555.1|DMAU	LOC6547110|XP_001974751.1|DERE
OG0000286	LOC117135607|XP_033151862.1|DMAU	LOC6540743|XP_001969546.1|DERE
OG0000286	LOC117135625|XP_033151886.1|DMAU	LOC6540949|XP_001969549.1|DERE
OG0000286	LOC117135636|XP_033151906.1|DMAU	LOC6540770|XP_001969545.2|DERE
OG0000287	LOC117147719|XP_033170611.1|DMAU	LOC6550024|XP_001977490.2|DERE
OG0000287	LOC117147723|XP_033170613.1|DMAU	LOC6550021|XP_001977487.1|DERE
OG0000287	LOC117147724|XP_033170614.1|DMAU	LOC6550022|XP_001977488.1|DERE
OG0000288	LOC117150939|XP_033173998.1|DMAU	LOC6542532|XP_001969605.1|DERE
OG0000288	LOC117150937|XP_033173996.1|DMAU	LOC6542933|XP_001969603.2|DERE
OG0000288	LOC117150941|XP_033174001.1|DMAU	LOC6541580|XP_001969606.1|DERE
OG0000288	LOC117150942|XP_033174002.1|DMAU	LOC6541400|XP_001969607.1|DERE
OG0000289	LOC117139913|XP_033158486.1|DMAU	LOC6543704|XP_026832685.1|DERE
OG0000289	LOC117139699|XP_033158103.1|DMAU	LOC6543739|XP_026833353.1|DERE
OG0000289	LOC117140089|XP_033158737.1|DMAU	LOC6543703|XP_026833505.1|DERE
OG0000290	LOC117138431|XP_033156430.1|DMAU	LOC26526437|XP_015015507.1|DERE
OG0000290	LOC117136105|XP_033152693.1|DMAU	LOC6543281|XP_001969057.1|DERE
OG0000290	LOC117136104|XP_033152692.1|DMAU	LOC6542141|XP_001969056.1|DERE
OG0000292	LOC117137490|XP_033154860.1|DMAU	LOC6546746|XP_001974539.1|DERE
OG0000292	LOC117141907|XP_033161512.1|DMAU	LOC6545379|XP_001972586.1|DERE
OG0000293	LOC117144821|XP_033166094.1|DMAU	LOC6554173|XP_001982115.1|DERE
OG0000293	LOC117138682|XP_033156832.1|DMAU	LOC6543255|XP_001969917.1|DERE
OG0000293	LOC117144932|XP_033166276.1|DMAU	LOC113564847|XP_026839554.1|DERE
OG0000294	LOC117143280|XP_033163753.1|DMAU	LOC6543266|XP_026834080.1|DERE
OG0000294	LOC117146675|XP_033168914.1|DMAU	LOC6551177|XP_026838820.1|DERE
OG0000295	LOC117137937|XP_033155586.1|DMAU	LOC6549134|XP_026836175.1|DERE
OG0000295	LOC117136569|XP_033153416.1|DMAU	LOC26526225|XP_015015474.1|DERE
OG0000296	LOC117143997|XP_033164839.1|DMAU	LOC6548586|XP_026838685.1|DERE
OG0000296	LOC117141636|XP_033161081.1|DMAU	LOC6545137|XP_001971003.2|DERE
OG0000296	LOC117146827|XP_033169271.1|DMAU	LOC6550768|XP_001976750.1|DERE
OG0000297	LOC117137861|XP_033155467.1|DMAU	LOC6543276|XP_001970468.1|DERE
OG0000297	LOC117137860|XP_033155466.1|DMAU	LOC6542357|XP_001970467.1|DERE
OG0000298	LOC117148766|XP_033172254.1|DMAU	LOC6550760|XP_026837834.1|DERE
OG0000298	LOC117148768|XP_033172257.1|DMAU	LOC6550759|XP_001976796.1|DERE
OG0000298	LOC117148059|XP_033171141.1|DMAU, LOC117140327|XP_033159068.1|DMAU	LOC6553083|XP_001979078.1|DERE
OG0000299	LOC117142890|XP_033163055.1|DMAU	LOC6552753|XP_026835061.1|DERE
OG0000299	LOC117144562|XP_033165698.1|DMAU	LOC113563703|XP_026839621.1|DERE
OG0000299	LOC117144561|XP_033165697.1|DMAU	LOC6552755|XP_001980293.1|DERE
OG0000300	LOC117140762|XP_033159734.1|DMAU	LOC26526901|XP_015014358.1|DERE
OG0000300	LOC117141229|XP_033160480.1|DMAU	LOC6546348|XP_015013996.1|DERE
OG0000300	LOC117140395|XP_033159153.1|DMAU	LOC6546349|XP_001972896.2|DERE
OG0000301	LOC117146312|XP_033168252.1|DMAU	LOC6555853|XP_001982716.1|DERE
OG0000301	LOC117140862|XP_033159892.1|DMAU	LOC6541875|XP_001970181.1|DERE
OG0000302	LOC117139325|XP_033157461.1|DMAU	LOC6543602|XP_026833828.1|DERE
OG0000302	LOC117139326|XP_033157464.1|DMAU	LOC6543619|XP_001973605.1|DERE
OG0000303	LOC117139138|XP_033157180.1|DMAU	LOC6544449|XP_001972435.1|DERE
OG0000303	LOC117147779|XP_033170707.1|DMAU	LOC26526676|XP_015011471.1|DERE
OG0000303	LOC117145523|XP_033167109.1|DMAU	LOC26526197|XP_015015466.1|DERE
OG0000304	LOC117146079|XP_033167916.1|DMAU	LOC6554737|XP_001981072.2|DERE
OG0000304	LOC117146082|XP_033167921.1|DMAU	LOC6554739|XP_026831735.1|DERE
OG0000304	LOC117146081|XP_033167919.1|DMAU	LOC6554738|XP_026831734.1|DERE
OG0000305	LOC117140393|XP_033159152.1|DMAU	LOC6544562|XP_001973096.1|DERE
OG0000305	LOC117140575|XP_033159465.1|DMAU	LOC6544560|XP_001973094.1|DERE
OG0000305	LOC117141048|XP_033160220.1|DMAU	LOC6544559|XP_001973093.3|DERE
OG0000306	LOC117138031|XP_033155730.1|DMAU	LOC6547877|XP_001976353.1|DERE
OG0000306	LOC117137996|XP_033155674.1|DMAU	LOC6547932|XP_001976357.1|DERE
OG0000306	LOC117146961|XP_033169515.1|DMAU	LOC6551523|XP_001977166.2|DERE
OG0000307	LOC117144000|XP_033164837.1|DMAU	LOC6551965|XP_015010252.1|DERE
OG0000307	LOC117145978|XP_033167774.1|DMAU	LOC6554356|XP_026832001.1|DERE
OG0000308	LOC117143620|XP_033164276.1|DMAU	LOC6541893|XP_001969291.1|DERE
OG0000308	LOC117144518|XP_033165628.1|DMAU	LOC6553745|XP_001980363.1|DERE
OG0000308	LOC117144519|XP_033165629.1|DMAU	LOC6553743|XP_001980361.1|DERE
OG0000308	LOC117135123|XP_033151035.1|DMAU	LOC26526555|XP_015015529.1|DERE
OG0000309	LOC117145692|XP_033167325.1|DMAU	LOC6551970|XP_001980655.2|DERE
OG0000309	LOC117144607|XP_033165791.1|DMAU	LOC6551975|XP_001980660.1|DERE
OG0000309	LOC117144608|XP_033165792.1|DMAU	LOC6551974|XP_001980659.1|DERE
OG0000310	LOC117146780|XP_033169195.1|DMAU	LOC6550871|XP_026837987.1|DERE
OG0000311	LOC117143608|XP_033164251.1|DMAU	LOC6554796|XP_001982227.2|DERE
OG0000311	LOC117144057|XP_033164955.1|DMAU	LOC6553652|XP_001979386.3|DERE
OG0000311	LOC117146440|XP_033168544.1|DMAU	LOC6549783|XP_026837464.1|DERE
OG0000312	LOC117143754|XP_033164462.1|DMAU	LOC6543375|XP_001969294.2|DERE
OG0000312	LOC117150985|XP_033174074.1|DMAU	LOC6542907|XP_026835001.1|DERE
OG0000313	LOC117150963|XP_033174034.1|DMAU	LOC6541763|XP_001969218.1|DERE
OG0000313	LOC117140270|XP_033158991.1|DMAU	LOC6540890|XP_001969558.1|DERE
OG0000314	LOC117136776|XP_033153719.1|DMAU	LOC6540991|XP_026834226.1|DERE
OG0000315	LOC117141614|XP_033161069.1|DMAU	LOC6541717|XP_001968640.3|DERE
OG0000315	LOC117135296|XP_033151361.1|DMAU	LOC6542055|XP_001968578.1|DERE
OG0000315	LOC117137977|XP_033155641.1|DMAU	LOC6546879|XP_026836861.1|DERE
OG0000315	LOC117141366|XP_033160700.1|DMAU	LOC6542174|XP_026834681.1|DERE
OG0000316	LOC117136701|XP_033153610.1|DMAU	LOC6547237|XP_001974755.1|DERE
OG0000316	LOC117136602|XP_033153476.1|DMAU	LOC6547236|XP_001974754.1|DERE
OG0000317	LOC117144093|XP_033165000.1|DMAU	LOC6554238|XP_001982147.2|DERE
OG0000317	LOC117144095|XP_033165001.1|DMAU	LOC26526820|XP_015009409.1|DERE
OG0000318	LOC117145049|XP_033166447.1|DMAU	LOC6554333|XP_001981297.2|DERE
OG0000318	LOC117144724|XP_033165955.1|DMAU	LOC113563713|XP_026831564.1|DERE
OG0000319	LOC117145405|XP_033166935.1|DMAU	LOC6551810|XP_001980579.1|DERE
OG0000319	LOC117145406|XP_033166936.1|DMAU, LOC117143138|XP_033163521.1|DMAU	LOC6551828|XP_001980589.1|DERE, LOC6551811|XP_001980580.2|DERE
OG0000320	LOC117146064|XP_033167894.1|DMAU	LOC6551773|XP_001980642.2|DERE
OG0000320	LOC117150816|XP_033173767.1|DMAU	LOC6542388|XP_001968653.1|DERE
OG0000320	LOC117144177|XP_033165113.1|DMAU	LOC6553384|XP_001980201.1|DERE
OG0000321	LOC117150877|XP_033173900.1|DMAU	LOC6542704|XP_001969804.1|DERE
OG0000321	LOC117150876|XP_033173899.1|DMAU	LOC6540944|XP_001969805.1|DERE
OG0000322	LOC117144204|XP_033165143.1|DMAU	LOC6553127|XP_001980072.1|DERE
OG0000322	LOC117148406|XP_033171666.1|DMAU	LOC6555729|XP_026838878.1|DERE
OG0000322	LOC117148239|XP_033171434.1|DMAU	LOC6551711|XP_026837676.1|DERE
OG0000323	LOC117151086|XP_033174225.1|DMAU	LOC6543162|XP_001969586.2|DERE
OG0000323	LOC117144846|XP_033166134.1|DMAU	LOC6554972|XP_026839756.1|DERE
OG0000323	LOC117144845|XP_033166132.1|DMAU	LOC6554971|XP_026839682.1|DERE
OG0000324	LOC117135669|XP_033151954.1|DMAU	LOC6549548|XP_001975754.1|DERE
OG0000325	LOC117141457|XP_033160803.1|DMAU, LOC117141692|XP_033161191.1|DMAU	LOC6544993|XP_001973285.1|DERE
OG0000325	LOC117141458|XP_033160804.1|DMAU	LOC6544995|XP_001973287.1|DERE
OG0000327	LOC117137697|XP_033155157.1|DMAU	LOC6541164|XP_001970615.2|DERE
OG0000327	LOC117137188|XP_033154402.1|DMAU	LOC6541825|XP_001970616.1|DERE
OG0000327	LOC117138582|XP_033156652.1|DMAU	LOC6541106|XP_001970617.1|DERE
OG0000328	LOC117138301|XP_033156192.1|DMAU	LOC6548254|XP_001976619.2|DERE
OG0000328	LOC117141952|XP_033161599.1|DMAU	LOC6546183|XP_001972276.1|DERE
OG0000328	LOC117141747|XP_033161261.1|DMAU	LOC6546182|XP_001972275.1|DERE
OG0000329	LOC117135121|XP_033151032.1|DMAU	LOC6542862|XP_001969209.1|DERE
OG0000329	LOC117150516|XP_033173323.1|DMAU	LOC6540844|XP_001970046.1|DERE
OG0000330	LOC117144896|XP_033166212.1|DMAU	LOC6554630|XP_001981352.1|DERE
OG0000330	LOC117147731|XP_033170621.1|DMAU	LOC6550469|XP_001977731.1|DERE
OG0000331	LOC117151031|XP_033174136.1|DMAU	LOC6541107|XP_026834568.1|DERE
OG0000331	LOC117151030|XP_033174135.1|DMAU	LOC6542639|XP_026834567.1|DERE
OG0000332	LOC117151038|XP_033174142.1|DMAU	LOC6543380|XP_001969483.1|DERE
OG0000332	LOC117148194|XP_033171355.1|DMAU	LOC6550374|XP_001977855.1|DERE
OG0000333	LOC117140012|XP_033158617.1|DMAU	LOC6546503|XP_001972269.1|DERE
OG0000333	LOC117139519|XP_033157771.1|DMAU	LOC6546464|XP_001971336.1|DERE
OG0000334	LOC117136979|XP_033154046.1|DMAU	LOC6541852|XP_001970574.1|DERE
OG0000334	LOC117147693|XP_033170572.1|DMAU	LOC6550690|XP_001978015.1|DERE
OG0000334	LOC117137240|XP_033154492.1|DMAU	LOC6548002|XP_001975281.1|DERE
OG0000335	LOC117148702|XP_033172140.1|DMAU	LOC6549308|XP_001974230.1|DERE
OG0000335	LOC117138063|XP_033155781.1|DMAU	LOC6549307|XP_001974229.1|DERE
OG0000336	LOC117143010|XP_033163266.1|DMAU	LOC6554017|XP_026839688.1|DERE
OG0000336	LOC117144674|XP_033165886.1|DMAU	LOC6554824|XP_001981805.1|DERE
OG0000336	LOC117142847|XP_033162971.1|DMAU	LOC6554823|XP_001981804.2|DERE
OG0000337	LOC117139357|XP_033157500.1|DMAU	LOC6545329|XP_001973337.1|DERE
OG0000337	LOC117147299|XP_033170037.1|DMAU	LOC6555516|XP_001982674.1|DERE
OG0000337	LOC117140239|XP_033158932.1|DMAU	LOC6543656|XP_001972956.1|DERE
OG0000338	LOC117140552|XP_033159439.1|DMAU	LOC6545423|XP_026833396.1|DERE
OG0000338	LOC117136216|XP_033152879.1|DMAU	LOC6541880|XP_015015371.1|DERE
OG0000339	LOC117141059|XP_033160239.1|DMAU	LOC6544746|XP_001973208.1|DERE
OG0000339	LOC117141112|XP_033160326.1|DMAU	LOC6544747|XP_001973209.1|DERE
OG0000340	LOC117138107|XP_033155860.1|DMAU	LOC6546748|XP_026836935.1|DERE
OG0000341	LOC117141610|XP_033161018.1|DMAU	LOC6544460|XP_001973114.1|DERE
OG0000341	LOC117140659|XP_033159594.1|DMAU	LOC6544463|XP_001973117.3|DERE
OG0000341	LOC117141854|XP_033161421.1|DMAU	LOC26526769|XP_015014341.2|DERE
OG0000341	LOC117141516|XP_033160897.1|DMAU	LOC6544465|XP_001973119.1|DERE
OG0000342	LOC117148123|XP_033171236.1|DMAU	LOC6550507|XP_001977972.1|DERE
OG0000342	LOC117144060|XP_033164960.1|DMAU	LOC6553440|XP_001979390.1|DERE
OG0000342	LOC117138068|XP_033155783.1|DMAU	LOC6548071|XP_026836299.1|DERE
OG0000343	LOC117142443|XP_033162297.1|DMAU	LOC6552539|XP_001980835.1|DERE, LOC6552308|XP_001980833.2|DERE
OG0000344	LOC117137354|XP_033154643.1|DMAU	LOC6546557|XP_001974571.1|DERE
OG0000344	LOC117144988|XP_033166350.1|DMAU	LOC6554188|XP_026831512.1|DERE
OG0000345	LOC117138458|XP_033156476.1|DMAU	LOC6542450|XP_001970556.1|DERE
OG0000345	LOC117136576|XP_033153432.1|DMAU	LOC6549529|XP_015012480.2|DERE
OG0000346	LOC117136427|XP_033153231.1|DMAU	LOC6548932|XP_001975532.1|DERE
OG0000346	LOC117135470|XP_033151574.1|DMAU	LOC6548931|XP_001975531.1|DERE
OG0000347	LOC117140628|XP_033159539.1|DMAU	LOC6544677|XP_001972013.1|DERE
OG0000347	LOC117150959|XP_033174032.1|DMAU	LOC6543128|XP_026834037.1|DERE
