Orthogroup	DMAU.longest_only	AALB.longest_only
OG0002094	LOC117137217|XP_033154464.1|DMAU	LOC118467612|XP_035794207.1|AALB
OG0002095	LOC117150808|XP_033173757.1|DMAU, LOC117148039|XP_033171106.1|DMAU	LOC118465265|XP_035789186.1|AALB
OG0002096	LOC117135507|XP_033151630.1|DMAU	LOC118465431|XP_035789558.1|AALB
OG0002097	LOC117137562|XP_033154956.1|DMAU	LOC118462715|XP_035784547.1|AALB
OG0002098	LOC117140567|XP_033159455.1|DMAU	LOC118464480|XP_035787789.1|AALB, LOC118464242|XP_035787333.1|AALB
OG0002099	LOC117143878|XP_033164655.1|DMAU	LOC118463902|XP_035786726.1|AALB
OG0002100	LOC117139954|XP_033158533.1|DMAU	LOC118465683|XP_035790006.1|AALB
OG0002101	LOC117138227|XP_033156063.1|DMAU	LOC118463109|XP_035785324.1|AALB
OG0002102	LOC117135858|XP_033152272.1|DMAU	LOC118465981|XP_035790650.1|AALB
OG0002103	LOC117144196|XP_033165136.1|DMAU	LOC118461459|XP_035782689.1|AALB
OG0002117	LOC117137084|XP_033154204.1|DMAU	LOC118461032|XP_035781806.1|AALB
OG0002118	LOC117139879|XP_033158428.1|DMAU	LOC118459676|XP_035779182.1|AALB
OG0002119	LOC117143195|XP_033163626.1|DMAU	LOC118456356|XP_035772923.1|AALB
OG0002120	LOC117146332|XP_033168320.1|DMAU	LOC118462942|XP_035784978.1|AALB
OG0002121	LOC117145818|XP_033167510.1|DMAU	LOC118466477|XP_035791755.1|AALB
OG0002123	LOC117151022|XP_033174119.1|DMAU	LOC118462819|XP_035784733.1|AALB
OG0002124	LOC117148433|XP_033171697.1|DMAU	LOC118460312|XP_035780418.1|AALB
OG0002125	LOC117135952|XP_033152436.1|DMAU	LOC118466010|XP_035790707.1|AALB
OG0002126	LOC117141211|XP_033160456.1|DMAU	LOC118465209|XP_035789092.1|AALB
OG0002127	LOC117147022|XP_033169601.1|DMAU	LOC118466628|XP_035792109.1|AALB, LOC118464457|XP_035787741.1|AALB
OG0002128	LOC117148483|XP_033171753.1|DMAU	LOC118464930|XP_035788599.1|AALB, LOC118469041|XP_035796399.1|AALB
OG0002129	LOC117145980|XP_033167778.1|DMAU	LOC118468698|XP_035795711.1|AALB
OG0002131	LOC117144400|XP_033165427.1|DMAU	LOC118460675|XP_035781045.1|AALB
OG0002132	LOC117135483|XP_033151596.1|DMAU	LOC118460632|XP_035780979.1|AALB
OG0002133	LOC117147788|XP_033170720.1|DMAU	LOC118463640|XP_035786273.1|AALB
OG0002135	LOC117148523|XP_033171827.1|DMAU	LOC118466191|XP_035791107.1|AALB
OG0002136	LOC117143359|XP_033163923.1|DMAU	LOC118465182|XP_035789043.1|AALB
OG0002137	LOC117146119|XP_033168004.1|DMAU	LOC118456285|XP_035772793.1|AALB, LOC118457628|XP_035775240.1|AALB
OG0002138	LOC117147690|XP_033170568.1|DMAU	LOC118465484|XP_035789681.1|AALB, LOC118465810|XP_035790273.1|AALB
OG0002139	LOC117148181|XP_033171342.1|DMAU	LOC118465622|XP_035789916.1|AALB
OG0002140	LOC117147534|XP_033170357.1|DMAU	LOC118457360|XP_035774772.1|AALB
OG0002141	LOC117140339|XP_033159079.1|DMAU	LOC118460121|XP_035780053.1|AALB
OG0002142	LOC117144311|XP_033165314.1|DMAU	LOC118463855|XP_035786659.1|AALB
OG0002143	LOC117145346|XP_033166856.1|DMAU	LOC118462514|XP_035784139.1|AALB
OG0002144	LOC117146334|XP_033168330.1|DMAU	LOC118462711|XP_035784545.1|AALB
OG0002145	LOC117145142|XP_033166573.1|DMAU	LOC118461456|XP_035782684.1|AALB
OG0002146	LOC117142654|XP_033162669.1|DMAU	LOC118462566|XP_035784260.1|AALB
OG0002148	LOC117141143|XP_033160366.1|DMAU	LOC118468438|XP_035795098.1|AALB
OG0002149	LOC117146339|XP_033168354.1|DMAU	LOC118464173|XP_035787210.1|AALB
OG0002150	LOC117147674|XP_033170541.1|DMAU	LOC118462183|XP_035784003.1|AALB
OG0002151	LOC117148417|XP_033171679.1|DMAU	LOC118457299|XP_035774662.1|AALB
OG0002152	LOC117143174|XP_033163579.1|DMAU	LOC118465022|XP_035788779.1|AALB
OG0002153	LOC117142487|XP_033162403.1|DMAU	LOC118460743|XP_035781208.1|AALB
OG0002154	LOC117146518|XP_033168676.1|DMAU	LOC118466594|XP_035792054.1|AALB
OG0002155	LOC117145249|XP_033166721.1|DMAU	LOC118459105|XP_035778065.1|AALB
OG0002156	LOC117140223|XP_033158912.1|DMAU	LOC118466522|XP_035791910.1|AALB
OG0002157	LOC117142521|XP_033162455.1|DMAU	LOC118457151|XP_035774369.1|AALB
OG0002158	LOC117136804|XP_033153760.1|DMAU	LOC118464702|XP_035788123.1|AALB
OG0002159	LOC117138560|XP_033156610.1|DMAU	LOC118466271|XP_035791236.1|AALB, LOC118456853|XP_035773845.1|AALB
OG0002160	LOC117143481|XP_033164084.1|DMAU	LOC118460351|XP_035780487.1|AALB
OG0002161	LOC117143301|XP_033163797.1|DMAU	LOC118461084|XP_035781873.1|AALB
OG0002162	LOC117143721|XP_033164412.1|DMAU	LOC118460197|XP_035780196.1|AALB
OG0002163	LOC117147294|XP_033170033.1|DMAU	LOC118461470|XP_035782709.1|AALB
OG0002164	LOC117142312|XP_033162102.1|DMAU	LOC118461637|XP_035783100.1|AALB
OG0002165	LOC117136887|XP_033153894.1|DMAU	LOC118460366|XP_035780509.1|AALB
OG0002166	LOC117148065|XP_033171150.1|DMAU	LOC118459445|XP_035778716.1|AALB
OG0002167	LOC117137327|XP_033154607.1|DMAU	LOC118459446|XP_035778731.1|AALB
OG0002168	LOC117136437|XP_033153243.1|DMAU	LOC118463178|XP_035785478.1|AALB, LOC118463133|XP_035785389.1|AALB
OG0002169	LOC117139479|XP_033157689.1|DMAU	LOC118462753|XP_035784609.1|AALB
OG0002170	LOC117146283|XP_033168178.1|DMAU	LOC118456418|XP_035773044.1|AALB
OG0002171	LOC117142974|XP_033163215.1|DMAU	LOC118460200|XP_035780201.1|AALB
OG0002172	LOC117143858|XP_033164613.1|DMAU	LOC118457818|XP_035775584.1|AALB
OG0002173	LOC117150496|XP_033173291.1|DMAU	LOC118468576|XP_035795401.1|AALB
OG0002174	LOC117142374|XP_033162195.1|DMAU	LOC118458978|XP_035777866.1|AALB
OG0002175	LOC117142376|XP_033162196.1|DMAU	LOC118458979|XP_035777867.1|AALB
OG0002176	LOC117143104|XP_033163477.1|DMAU	LOC118459501|XP_035778819.1|AALB
OG0002177	LOC117145174|XP_033166614.1|DMAU	LOC118457936|XP_035775841.1|AALB
OG0002178	LOC117142631|XP_033162626.1|DMAU	LOC118460922|XP_035781569.1|AALB
OG0002179	LOC117143717|XP_033164406.1|DMAU	LOC118456513|XP_035773241.1|AALB
OG0002180	LOC117142604|XP_033162574.1|DMAU	LOC118460315|XP_035780417.1|AALB
OG0002181	LOC117146867|XP_033169347.1|DMAU	LOC118457098|XP_035774278.1|AALB
OG0002182	LOC117145789|XP_033167460.1|DMAU	LOC118457816|XP_035775571.1|AALB
OG0002183	LOC117135853|XP_033152263.1|DMAU	LOC118457826|XP_035775593.1|AALB
OG0002184	LOC117142950|XP_033163165.1|DMAU	LOC118458249|XP_035776422.1|AALB
OG0002185	LOC117145552|XP_033167142.1|DMAU, LOC117145549|XP_033167135.1|DMAU	LOC118462036|XP_035783903.1|AALB
OG0002186	LOC117150361|XP_033173112.1|DMAU	LOC118461639|XP_035783102.1|AALB
OG0002187	LOC117144359|XP_033165367.1|DMAU	LOC118461517|XP_035782842.1|AALB
OG0002188	LOC117136238|XP_033152914.1|DMAU	LOC118464488|XP_035787808.1|AALB
OG0002189	LOC117140585|XP_033159482.1|DMAU	LOC118457718|XP_035775401.1|AALB
OG0002190	LOC117142814|XP_033162920.1|DMAU	LOC118468668|XP_035795615.1|AALB
OG0002191	LOC117138961|XP_033156894.1|DMAU	LOC118461342|XP_035782447.1|AALB
OG0002192	LOC117139854|XP_033158394.1|DMAU	LOC118463197|XP_035785524.1|AALB
OG0002193	LOC117143050|XP_033163390.1|DMAU	LOC118461675|XP_035783159.1|AALB
OG0002194	LOC117143447|XP_033164045.1|DMAU	LOC118457721|XP_035775405.1|AALB
OG0002195	LOC117144197|XP_033165137.1|DMAU	LOC118456905|XP_035773923.1|AALB
OG0002196	LOC117145204|XP_033166659.1|DMAU	LOC118458158|XP_035776248.1|AALB
OG0002197	LOC117141192|XP_033160430.1|DMAU	LOC118459491|XP_035778803.1|AALB
OG0002198	LOC117142567|XP_033162510.1|DMAU	LOC118456733|XP_035773672.1|AALB
OG0002199	LOC117142862|XP_033163010.1|DMAU	LOC118459620|XP_035779088.1|AALB
OG0002200	LOC117148560|XP_033171894.1|DMAU	LOC118458709|XP_035777342.1|AALB
OG0002202	LOC117144448|XP_033165492.1|DMAU	LOC118461486|XP_035782755.1|AALB
OG0002203	LOC117142371|XP_033162192.1|DMAU	LOC118468834|XP_035795967.1|AALB
OG0002204	LOC117143196|XP_033163627.1|DMAU	LOC118457345|XP_035774735.1|AALB
OG0002205	LOC117144730|XP_033165965.1|DMAU	LOC118457621|XP_035775230.1|AALB
OG0002206	LOC117142678|XP_033162707.1|DMAU	LOC118459116|XP_035778074.1|AALB
OG0002207	LOC117144525|XP_033165638.1|DMAU	LOC118457570|XP_035775138.1|AALB
OG0002208	LOC117144919|XP_033166257.1|DMAU	LOC118458446|XP_035776821.1|AALB
OG0002209	LOC117147137|XP_033169807.1|DMAU	LOC118459810|XP_035779445.1|AALB
OG0002210	LOC117145123|XP_033166532.1|DMAU	LOC118459808|XP_035779442.1|AALB
OG0002211	LOC117143846|XP_033164593.1|DMAU	LOC118457884|XP_035775706.1|AALB, LOC118457882|XP_035775704.1|AALB
OG0002212	LOC117143106|XP_033163479.1|DMAU	LOC118459829|XP_035779485.1|AALB
OG0002213	LOC117145724|XP_033167364.1|DMAU	LOC118461266|XP_035782292.1|AALB
OG0002214	LOC117143713|XP_033164403.1|DMAU	LOC118456662|XP_035773509.1|AALB
OG0002215	LOC117143000|XP_033163250.1|DMAU	LOC118466705|XP_035792244.1|AALB
OG0002216	LOC117142485|XP_033162400.1|DMAU	LOC118458540|XP_035777015.1|AALB
OG0002217	LOC117143383|XP_033163954.1|DMAU	LOC118459559|XP_035778951.1|AALB
OG0002218	LOC117148606|XP_033171977.1|DMAU, LOC117148607|XP_033171979.1|DMAU	LOC118456590|XP_035773381.1|AALB
OG0002219	LOC117145144|XP_033166575.1|DMAU	LOC118458854|XP_035777668.1|AALB, LOC118456583|XP_035773367.1|AALB
OG0002220	LOC117145441|XP_033166989.1|DMAU	LOC118460354|XP_035780489.1|AALB
OG0002221	LOC117140700|XP_033159654.1|DMAU	LOC118466122|XP_035790961.1|AALB
OG0002222	LOC117136329|XP_033153074.1|DMAU	LOC118465306|XP_035789299.1|AALB
OG0002224	LOC117136078|XP_033152637.1|DMAU	LOC118466447|XP_035791661.1|AALB
OG0002225	LOC117140967|XP_033160083.1|DMAU	LOC118464801|XP_035788354.1|AALB
OG0002226	LOC117136178|XP_033152811.1|DMAU	LOC118464919|XP_035788585.1|AALB
OG0002227	LOC117136100|XP_033152685.1|DMAU	LOC118466510|XP_035791849.1|AALB
OG0002228	LOC117136665|XP_033153556.1|DMAU	LOC118466654|XP_035792134.1|AALB
OG0002229	LOC117135533|XP_033151695.1|DMAU	LOC118466657|XP_035792146.1|AALB
OG0002230	LOC117137764|XP_033155274.1|DMAU	LOC118466664|XP_035792156.1|AALB
OG0002231	LOC117136271|XP_033152991.1|DMAU	LOC118465942|XP_035790558.1|AALB
OG0002233	LOC117139820|XP_033158343.1|DMAU	LOC118464923|XP_035788589.1|AALB, LOC118464291|XP_035787466.1|AALB
OG0002234	LOC117137667|XP_033155117.1|DMAU	LOC118458706|XP_035777340.1|AALB, LOC118463578|XP_035786111.1|AALB, LOC118463534|XP_035786044.1|AALB
OG0002235	LOC117135967|XP_033152460.1|DMAU	LOC118467551|XP_035794042.1|AALB
OG0002236	LOC117138523|XP_033156552.1|DMAU	LOC118467329|XP_035793559.1|AALB
OG0002237	LOC117136231|XP_033152902.1|DMAU	LOC118467325|XP_035793555.1|AALB
OG0002238	LOC117135940|XP_033152411.1|DMAU	LOC118466106|XP_035790918.1|AALB
OG0002239	LOC117135780|XP_033152144.1|DMAU	LOC118466786|XP_035792416.1|AALB
OG0002240	LOC117135866|XP_033152286.1|DMAU	LOC118467051|XP_035792940.1|AALB
OG0002241	LOC117141574|XP_033160978.1|DMAU	LOC118462990|XP_035785096.1|AALB
OG0002243	LOC117144170|XP_033165103.1|DMAU	LOC118466547|XP_035791953.1|AALB
OG0002244	LOC117139964|XP_033158554.1|DMAU	LOC118464377|XP_035787612.1|AALB
OG0002245	LOC117139865|XP_033158413.1|DMAU	LOC118463123|XP_035785367.1|AALB
OG0002246	LOC117137110|XP_033154288.1|DMAU	LOC118467806|XP_035794573.1|AALB
OG0002247	LOC117136438|XP_033153244.1|DMAU	LOC118467478|XP_035793912.1|AALB
OG0002248	LOC117139501|XP_033157723.1|DMAU	LOC118465040|XP_035788799.1|AALB, LOC118464290|XP_035787462.1|AALB
OG0002249	LOC117141202|XP_033160445.1|DMAU	LOC118467855|XP_035794651.1|AALB, LOC118465592|XP_035789851.1|AALB
OG0002250	LOC117137931|XP_033155575.1|DMAU	LOC118465351|XP_035789406.1|AALB
OG0002251	LOC117137656|XP_033155084.1|DMAU	LOC118464478|XP_035787784.1|AALB
OG0002252	LOC117137419|XP_033154739.1|DMAU	LOC118464998|XP_035788732.1|AALB
OG0002253	LOC117138302|XP_033156193.1|DMAU	LOC118467285|XP_035793488.1|AALB
OG0002254	LOC117143114|XP_033163490.1|DMAU	LOC118464907|XP_035788563.1|AALB
OG0002255	LOC117146438|XP_033168542.1|DMAU	LOC118467349|XP_035793625.1|AALB
OG0002256	LOC117135421|XP_033151465.1|DMAU	LOC118464864|XP_035788473.1|AALB
OG0002257	LOC117138324|XP_033156251.1|DMAU	LOC118463114|XP_035785332.1|AALB
OG0002258	LOC117140748|XP_033159720.1|DMAU	LOC118463220|XP_035785558.1|AALB
OG0002259	LOC117148462|XP_033171725.1|DMAU	LOC118464525|XP_035787855.1|AALB, LOC118463221|XP_035785559.1|AALB
OG0002260	LOC117139535|XP_033157799.1|DMAU	LOC118465240|XP_035789152.1|AALB
OG0002261	LOC117139398|XP_033157556.1|DMAU	LOC118464846|XP_035788434.1|AALB
OG0002263	LOC117139338|XP_033157476.1|DMAU	LOC118467095|XP_035793034.1|AALB
OG0002264	LOC117136327|XP_033153073.1|DMAU	LOC118466285|XP_035791263.1|AALB
OG0002265	LOC117139851|XP_033158389.1|DMAU	LOC118467337|XP_035793588.1|AALB
OG0002266	LOC117140229|XP_033158919.1|DMAU	LOC118465839|XP_035790340.1|AALB
OG0002267	LOC117139740|XP_033158188.1|DMAU	LOC118463242|XP_035785602.1|AALB
OG0002268	LOC117139324|XP_033157460.1|DMAU	LOC118463126|XP_035785376.1|AALB
OG0002269	LOC117136099|XP_033152671.1|DMAU	LOC118464520|XP_035787849.1|AALB
OG0002270	LOC117136449|XP_033153257.1|DMAU	LOC118467183|XP_035793264.1|AALB
OG0002271	LOC117141543|XP_033160937.1|DMAU	LOC118464879|XP_035788514.1|AALB
OG0002272	LOC117142116|XP_033161903.1|DMAU	LOC118463255|XP_035785617.1|AALB
OG0002273	LOC117140423|XP_033159199.1|DMAU	LOC118467338|XP_035793589.1|AALB
OG0002274	LOC117140838|XP_033159837.1|DMAU	LOC118467061|XP_035792956.1|AALB
OG0002275	LOC117140282|XP_033159001.1|DMAU	LOC118467896|XP_035794708.1|AALB
OG0002276	LOC117140015|XP_033158626.1|DMAU	LOC118462934|XP_035784938.1|AALB
OG0002277	LOC117140594|XP_033159493.1|DMAU	LOC118463957|XP_035786833.1|AALB
OG0002278	LOC117140077|XP_033158720.1|DMAU	LOC118464557|XP_035787889.1|AALB
OG0002279	LOC117139560|XP_033157846.1|DMAU	LOC118463351|XP_035785757.1|AALB
OG0002280	LOC117140990|XP_033160132.1|DMAU	LOC118466262|XP_035791217.1|AALB
OG0002281	LOC117139189|XP_033157249.1|DMAU	LOC118462558|XP_035784237.1|AALB
OG0002282	LOC117141966|XP_033161654.1|DMAU	LOC118466665|XP_035792161.1|AALB
OG0002283	LOC117138076|XP_033155790.1|DMAU	LOC118464587|XP_035787924.1|AALB
OG0002284	LOC117138421|XP_033156418.1|DMAU	LOC118465383|XP_035789470.1|AALB
OG0002285	LOC117147380|XP_033170141.1|DMAU	LOC118465615|XP_035789889.1|AALB
OG0002286	LOC117136949|XP_033153989.1|DMAU	LOC118466211|XP_035791126.1|AALB
OG0002287	LOC117136310|XP_033153048.1|DMAU	LOC118467184|XP_035793272.1|AALB
OG0002288	LOC117141542|XP_033160932.1|DMAU	LOC118463340|XP_035785748.1|AALB
OG0002289	LOC117141424|XP_033160747.1|DMAU	LOC118463546|XP_035786061.1|AALB
OG0002290	LOC117143128|XP_033163513.1|DMAU	LOC118459786|XP_035779400.1|AALB
OG0002291	LOC117137345|XP_033154630.1|DMAU	LOC118465044|XP_035788809.1|AALB
OG0002292	LOC117137065|XP_033154170.1|DMAU	LOC118467303|XP_035793516.1|AALB
OG0002293	LOC117137532|XP_033154909.1|DMAU	LOC118466943|XP_035792737.1|AALB
OG0002294	LOC117143864|XP_033164621.1|DMAU	LOC118466144|XP_035790989.1|AALB
OG0002295	LOC117149886|XP_033172721.1|DMAU	LOC118457932|XP_035775836.1|AALB
OG0002296	LOC117144011|XP_033164860.1|DMAU	LOC118456875|XP_035773881.1|AALB
OG0002297	LOC117142435|XP_033162287.1|DMAU	LOC118469081|XP_035796478.1|AALB
OG0002298	LOC117138456|XP_033156474.1|DMAU	LOC118457113|XP_035774306.1|AALB
OG0002299	LOC117138375|XP_033156334.1|DMAU	LOC118457111|XP_035774303.1|AALB
OG0002300	LOC117150662|XP_033173542.1|DMAU	LOC118456309|XP_035772839.1|AALB
OG0002301	LOC117147318|XP_033170098.1|DMAU	LOC118457041|XP_035774177.1|AALB
OG0002302	LOC117135264|XP_033151305.1|DMAU	LOC118459785|XP_035779394.1|AALB
OG0002303	LOC117148887|XP_033172482.1|DMAU	LOC118459800|XP_035779430.1|AALB
OG0002304	LOC117148870|XP_033172436.1|DMAU	LOC118460844|XP_035781427.1|AALB
OG0002305	LOC117140177|XP_033158843.1|DMAU	LOC118468932|XP_035796148.1|AALB
OG0002306	LOC117150885|XP_033173913.1|DMAU	LOC118468367|XP_035795019.1|AALB, LOC118457509|XP_035775043.1|AALB
OG0002307	LOC117150512|XP_033173310.1|DMAU	LOC118468763|XP_035795830.1|AALB
OG0002308	LOC117136654|XP_033153548.1|DMAU	LOC118456776|XP_035773744.1|AALB
OG0002309	LOC117150704|XP_033173607.1|DMAU	LOC118468743|XP_035795794.1|AALB
OG0002310	LOC117138580|XP_033156651.1|DMAU	LOC118457960|XP_035775879.1|AALB
OG0002311	LOC117140604|XP_033159509.1|DMAU	LOC118468467|XP_035795154.1|AALB
OG0002312	LOC117150436|XP_033173209.1|DMAU	LOC118468469|XP_035795180.1|AALB
OG0002313	LOC117137603|XP_033155012.1|DMAU	LOC118456223|XP_035772701.1|AALB
OG0002314	LOC117135894|XP_033152332.1|DMAU	LOC118458937|XP_035777809.1|AALB
OG0002315	LOC117136771|XP_033153709.1|DMAU	LOC118459688|XP_035779216.1|AALB
OG0002316	LOC117150773|XP_033173705.1|DMAU	LOC118456915|XP_035773937.1|AALB
OG0002317	LOC117142017|XP_033161770.1|DMAU	LOC118457869|XP_035775675.1|AALB
OG0002318	LOC117146583|XP_033168792.1|DMAU	LOC118457634|XP_035775258.1|AALB
OG0002319	LOC117149997|XP_033172778.1|DMAU	LOC118460721|XP_035781161.1|AALB
OG0002320	LOC117138176|XP_033155956.1|DMAU	LOC118456762|XP_035773720.1|AALB
OG0002321	LOC117137428|XP_033154749.1|DMAU	LOC118457451|XP_035774941.1|AALB
OG0002322	LOC117150522|XP_033173333.1|DMAU	LOC118458228|XP_035776389.1|AALB
OG0002323	LOC117136596|XP_033153473.1|DMAU	LOC118456898|XP_035773915.1|AALB
OG0002324	LOC117140132|XP_033158787.1|DMAU	LOC118468475|XP_035795186.1|AALB
OG0002325	LOC117140965|XP_033160082.1|DMAU	LOC118456146|XP_035772552.1|AALB
OG0002326	LOC117139870|XP_033158418.1|DMAU	LOC118460709|XP_035781129.1|AALB
OG0002327	LOC117145809|XP_033167501.1|DMAU, LOC117145811|XP_033167504.1|DMAU	LOC118460707|XP_035781112.1|AALB
OG0002328	LOC117146661|XP_033168897.1|DMAU	LOC118468753|XP_035795807.1|AALB
OG0002329	LOC117135233|XP_033151246.1|DMAU	LOC118456215|XP_035772688.1|AALB
OG0002330	LOC117135234|XP_033151247.1|DMAU	LOC118460750|XP_035781229.1|AALB
OG0002331	LOC117148617|XP_033171996.1|DMAU	LOC118456462|XP_035773131.1|AALB
OG0002332	LOC117140844|XP_033159859.1|DMAU	LOC118458894|XP_035777742.1|AALB
OG0002333	LOC117138652|XP_033156771.1|DMAU	LOC118458297|XP_035776515.1|AALB
OG0002334	LOC117148490|XP_033171764.1|DMAU	LOC118458560|XP_035777096.1|AALB
OG0002335	LOC117138199|XP_033156018.1|DMAU	LOC118456211|XP_035772674.1|AALB
OG0002336	LOC117141775|XP_033161296.1|DMAU	LOC118460658|XP_035781016.1|AALB
OG0002337	LOC117136453|XP_033153263.1|DMAU	LOC118461048|XP_035781832.1|AALB
OG0002338	LOC117148187|XP_033171351.1|DMAU	LOC118461165|XP_035782056.1|AALB
OG0002339	LOC117139204|XP_033157271.1|DMAU	LOC118461475|XP_035782722.1|AALB
OG0002340	LOC117139907|XP_033158514.1|DMAU	LOC118461474|XP_035782720.1|AALB
OG0002341	LOC117137433|XP_033154755.1|DMAU	LOC118460122|XP_035780054.1|AALB
OG0002342	LOC117137768|XP_033155659.1|DMAU	LOC118459081|XP_035778027.1|AALB
OG0002343	LOC117151013|XP_033174114.1|DMAU	LOC118461707|XP_035783226.1|AALB
OG0002344	LOC117135601|XP_033151839.1|DMAU	LOC118467663|XP_035794309.1|AALB
OG0002345	LOC117138268|XP_033156124.1|DMAU	LOC118460115|XP_035780046.1|AALB
OG0002346	LOC117150598|XP_033173446.1|DMAU	LOC118457666|XP_035775313.1|AALB
OG0002347	LOC117136705|XP_033153615.1|DMAU	LOC118457603|XP_035775202.1|AALB
OG0002348	LOC117136916|XP_033153945.1|DMAU	LOC118468429|XP_035795084.1|AALB
OG0002349	LOC117138275|XP_033156133.1|DMAU	LOC118459299|XP_035778441.1|AALB
OG0002350	LOC117138264|XP_033156119.1|DMAU	LOC118463437|XP_035785904.1|AALB
OG0002351	LOC117137955|XP_033155608.1|DMAU	LOC118459093|XP_035778051.1|AALB
OG0002352	LOC117137886|XP_033155507.1|DMAU	LOC118457750|XP_035775456.1|AALB
OG0002353	LOC117137326|XP_033154604.1|DMAU	LOC118461236|XP_035782228.1|AALB
OG0002354	LOC117145910|XP_033167659.1|DMAU	LOC118460926|XP_035781579.1|AALB
OG0002355	LOC117138171|XP_033155944.1|DMAU	LOC118461968|XP_035783771.1|AALB
OG0002356	LOC117140066|XP_033158706.1|DMAU	LOC118466908|XP_035792668.1|AALB
OG0002357	LOC117142500|XP_033162424.1|DMAU	LOC118466858|XP_035792590.1|AALB
OG0002358	LOC117136165|XP_033152801.1|DMAU	LOC118461531|XP_035782856.1|AALB
OG0002359	LOC117147754|XP_033170656.1|DMAU, LOC117147700|XP_033170579.1|DMAU	LOC118459526|XP_035778876.1|AALB
OG0002360	LOC117143165|XP_033163572.1|DMAU	LOC118458718|XP_035777356.1|AALB
OG0002361	LOC117139541|XP_033157807.1|DMAU	LOC118456206|XP_035772664.1|AALB
OG0002362	LOC117140434|XP_033159247.1|DMAU	LOC118467138|XP_035793152.1|AALB
OG0002363	LOC117148381|XP_033171633.1|DMAU	LOC118458268|XP_035776472.1|AALB
OG0002364	LOC117137822|XP_033155401.1|DMAU	LOC118458266|XP_035776451.1|AALB
OG0002365	LOC117143796|XP_033164534.1|DMAU	LOC118458465|XP_035776877.1|AALB
OG0002366	LOC117139700|XP_033158106.1|DMAU	LOC118459997|XP_035779791.1|AALB
OG0002367	LOC117141606|XP_033161016.1|DMAU	LOC118459833|XP_035779489.1|AALB
OG0002368	LOC117135162|XP_033151114.1|DMAU	LOC118460004|XP_035779816.1|AALB
OG0002369	LOC117147568|XP_033170402.1|DMAU	LOC118468377|XP_035795029.1|AALB, LOC118457076|XP_035774248.1|AALB
OG0002370	LOC117150525|XP_033173339.1|DMAU	LOC118460984|XP_035781699.1|AALB
OG0002371	LOC117146264|XP_033168134.1|DMAU	LOC118460985|XP_035781700.1|AALB
OG0002372	LOC117150697|XP_033173600.1|DMAU	LOC118457711|XP_035775387.1|AALB
OG0002373	LOC117135205|XP_033151181.1|DMAU	LOC118462015|XP_035783854.1|AALB
OG0002374	LOC117142274|XP_033162043.1|DMAU	LOC118456445|XP_035773101.1|AALB
OG0002375	LOC117142777|XP_033162856.1|DMAU	LOC118466314|XP_035791318.1|AALB
OG0002376	LOC117140820|XP_033159821.1|DMAU	LOC118460350|XP_035780481.1|AALB
OG0002377	LOC117144383|XP_033165407.1|DMAU	LOC118456556|XP_035773318.1|AALB
OG0002378	LOC117142104|XP_033161880.1|DMAU	LOC118460962|XP_035781631.1|AALB
OG0002379	LOC117141491|XP_033160871.1|DMAU	LOC118461197|XP_035782135.1|AALB
OG0002380	LOC117147062|XP_033169712.1|DMAU	LOC118459636|XP_035779107.1|AALB
OG0002381	LOC117138445|XP_033156449.1|DMAU	LOC118460788|XP_035781285.1|AALB
OG0002382	LOC117146594|XP_033168807.1|DMAU	LOC118460791|XP_035781289.1|AALB
OG0002383	LOC117140391|XP_033159149.1|DMAU	LOC118460797|XP_035781297.1|AALB
OG0002384	LOC117146766|XP_033169158.1|DMAU	LOC118459894|XP_035779594.1|AALB
OG0002386	LOC117145512|XP_033167092.1|DMAU	LOC118461232|XP_035782219.1|AALB
OG0002387	LOC117144477|XP_033165544.1|DMAU	LOC118456943|XP_035773999.1|AALB
OG0002388	LOC117142705|XP_033162755.1|DMAU	LOC118461033|XP_035781807.1|AALB
OG0002389	LOC117145535|XP_033167120.1|DMAU	LOC118457262|XP_035774544.1|AALB
OG0002390	LOC117150414|XP_033173172.1|DMAU	LOC118456611|XP_035773413.1|AALB
OG0002391	LOC117137438|XP_033154764.1|DMAU	LOC118458861|XP_035777685.1|AALB
OG0002392	LOC117141322|XP_033160607.1|DMAU	LOC118457880|XP_035775702.1|AALB
OG0002393	LOC117139630|XP_033157979.1|DMAU	LOC118458618|XP_035777194.1|AALB
OG0002394	LOC117142308|XP_033162091.1|DMAU	LOC118469031|XP_035796379.1|AALB
OG0002395	LOC117144465|XP_033165518.1|DMAU	LOC118461927|XP_035783692.1|AALB
OG0002396	LOC117138417|XP_033156405.1|DMAU	LOC118457109|XP_035774301.1|AALB
OG0002397	LOC117137696|XP_033155156.1|DMAU	LOC118461824|XP_035783473.1|AALB
OG0002398	LOC117146953|XP_033169505.1|DMAU	LOC118459453|XP_035778752.1|AALB
OG0002399	LOC117137773|XP_033155286.1|DMAU	LOC118458284|XP_035776499.1|AALB
OG0002400	LOC117136047|XP_033152581.1|DMAU	LOC118456280|XP_035772786.1|AALB
OG0002401	LOC117146322|XP_033168276.1|DMAU	LOC118468297|XP_035794919.1|AALB
OG0002402	LOC117144737|XP_033165976.1|DMAU	LOC118460542|XP_035780825.1|AALB
OG0002403	LOC117145260|XP_033166734.1|DMAU	LOC118460543|XP_035780826.1|AALB
