Orthogroup	DMAU.longest_only	HILL.longest_only
OG0000693	LOC117143601|XP_033164244.1|DMAU	LOC119657891|XP_037920962.1|HILL
OG0000694	LOC117147667|XP_033170532.1|DMAU, LOC117140570|XP_033159460.1|DMAU	LOC119653610|XP_037914300.1|HILL
OG0000695	LOC117138088|XP_033155832.1|DMAU, LOC117141657|XP_033161138.1|DMAU	LOC119652336|XP_037912278.1|HILL
OG0000696	LOC117150595|XP_033173442.1|DMAU	LOC119661444|XP_037926717.1|HILL
OG0000697	LOC117147112|XP_033169771.1|DMAU, LOC117147113|XP_033169772.1|DMAU, LOC117147109|XP_033169770.1|DMAU, LOC117135164|XP_033151116.1|DMAU	LOC119650562|XP_037909296.1|HILL
OG0000698	LOC117150465|XP_033173251.1|DMAU	LOC119658246|XP_037921452.1|HILL
OG0000698	LOC117150344|XP_033173082.1|DMAU	LOC119647067|XP_037903752.1|HILL
OG0000699	LOC117141378|XP_033160690.1|DMAU, LOC117143668|XP_033164340.1|DMAU	LOC119651230|XP_037910634.1|HILL
OG0000700	LOC117150347|XP_033173089.1|DMAU, LOC117150288|XP_033172998.1|DMAU	LOC119646407|XP_037902779.1|HILL
OG0000701	LOC117136478|XP_033153306.1|DMAU, LOC117147326|XP_033170067.1|DMAU	LOC119646960|XP_037903587.1|HILL
OG0000702	LOC117145139|XP_033166570.1|DMAU, LOC117145138|XP_033166550.1|DMAU	LOC119660330|XP_037924740.1|HILL
OG0000703	LOC117150353|XP_033173100.1|DMAU, LOC117137321|XP_033154597.1|DMAU	LOC119654345|XP_037915612.1|HILL
OG0000704	LOC117148286|XP_033171490.1|DMAU, LOC117144597|XP_033165777.1|DMAU	LOC119656221|XP_037918548.1|HILL
OG0000705	LOC117139463|XP_033157666.1|DMAU, LOC117139461|XP_033157664.1|DMAU	LOC119647711|XP_037904729.1|HILL
OG0000707	LOC117136581|XP_033153445.1|DMAU, LOC117146347|XP_033168378.1|DMAU	LOC119653490|XP_037914046.1|HILL
OG0000708	LOC117146575|XP_033168773.1|DMAU, LOC117146996|XP_033169564.1|DMAU	LOC119656653|XP_037919046.1|HILL
OG0000709	LOC117145554|XP_033167146.1|DMAU, LOC117147035|XP_033169620.1|DMAU	LOC119653532|XP_037914134.1|HILL
OG0000710	LOC117144280|XP_033165273.1|DMAU, LOC117135890|XP_033152328.1|DMAU	LOC119654565|XP_037915943.1|HILL
OG0000711	LOC117141615|XP_033161026.1|DMAU, LOC117147180|XP_033169869.1|DMAU	LOC119656215|XP_037918541.1|HILL
OG0000713	LOC117143545|XP_033164175.1|DMAU, LOC117138191|XP_033155988.1|DMAU	LOC119655497|XP_037917327.1|HILL
OG0000714	LOC117148743|XP_033172210.1|DMAU, LOC117139004|XP_033156988.1|DMAU	LOC119648844|XP_037906647.1|HILL
OG0000716	LOC117147508|XP_033170308.1|DMAU, LOC117139823|XP_033158350.1|DMAU	LOC119649173|XP_037907129.1|HILL
OG0000717	LOC117140212|XP_033158891.1|DMAU	LOC119646150|XP_037902445.1|HILL, LOC119648535|XP_037906231.1|HILL, LOC119650388|XP_037909075.1|HILL, LOC119648930|XP_037906771.1|HILL
OG0000718	LOC117146308|XP_033168240.1|DMAU	LOC119660961|XP_037925932.1|HILL
OG0000719	LOC117138972|XP_033156920.1|DMAU, LOC117140011|XP_033158616.1|DMAU	LOC119649989|XP_037908372.1|HILL, LOC119649354|XP_037907390.1|HILL
OG0000724	LOC117147487|XP_033170275.1|DMAU, LOC117144456|XP_033165503.1|DMAU	LOC119657926|XP_037921041.1|HILL
OG0000726	LOC117143376|XP_033163943.1|DMAU, LOC117143675|XP_033164352.1|DMAU	LOC119653055|XP_037913462.1|HILL
OG0000727	LOC117145237|XP_033166704.1|DMAU	LOC119658886|XP_037922601.1|HILL
OG0000728	LOC117147364|XP_033170122.1|DMAU	LOC119650595|XP_037909372.1|HILL
OG0000729	LOC117143074|XP_033163431.1|DMAU, LOC117144604|XP_033165786.1|DMAU	LOC119652827|XP_037913083.1|HILL
OG0000730	LOC117147240|XP_033169945.1|DMAU, LOC117136115|XP_033152706.1|DMAU	LOC119647745|XP_037904788.1|HILL
OG0000731	LOC117140553|XP_033159440.1|DMAU, LOC117138055|XP_033155765.1|DMAU	LOC119646681|XP_037903161.1|HILL
OG0000732	LOC117140995|XP_033160137.1|DMAU, LOC117140994|XP_033160135.1|DMAU	LOC119648801|XP_037906578.1|HILL
OG0000733	LOC117144125|XP_033165039.1|DMAU, LOC117139622|XP_033157967.1|DMAU	LOC119648378|XP_037906038.1|HILL
OG0000734	LOC117148442|XP_033171706.1|DMAU, LOC117138976|XP_033156930.1|DMAU	LOC119650154|XP_037908624.1|HILL
OG0000735	LOC117148097|XP_033171201.1|DMAU	LOC119651169|XP_037910516.1|HILL
OG0000736	LOC117135306|XP_033151385.1|DMAU, LOC117135305|XP_033151384.1|DMAU	LOC119651873|XP_037911608.1|HILL
OG0000738	LOC117148370|XP_033171620.1|DMAU, LOC117147635|XP_033170894.1|DMAU	LOC119651288|XP_037910731.1|HILL
OG0000739	LOC117143470|XP_033164074.1|DMAU, LOC117143469|XP_033164073.1|DMAU	LOC119659661|XP_037923798.1|HILL
OG0000740	LOC117149955|XP_033172745.1|DMAU	LOC119646987|XP_037903631.1|HILL
OG0000740	LOC117144891|XP_033166204.1|DMAU	LOC119660242|XP_037924623.1|HILL
OG0000741	LOC117146704|XP_033169007.1|DMAU, LOC117144627|XP_033165813.1|DMAU	LOC119660617|XP_037925245.1|HILL
OG0000742	LOC117148000|XP_033171047.1|DMAU, LOC117148383|XP_033171635.1|DMAU	LOC119655245|XP_037916962.1|HILL
OG0000743	LOC117141929|XP_033161558.1|DMAU, LOC117137776|XP_033155289.1|DMAU	LOC119647882|XP_037905097.1|HILL
OG0000744	LOC117136903|XP_033153912.1|DMAU	LOC119654872|XP_037916395.1|HILL, LOC119655078|XP_037916705.1|HILL, LOC119655079|XP_037916706.1|HILL, LOC119653866|XP_037914852.1|HILL
OG0000745	LOC117137657|XP_033155089.1|DMAU, LOC117136672|XP_033153565.1|DMAU	LOC119659729|XP_037923913.1|HILL, LOC119657154|XP_037919858.1|HILL
OG0000746	LOC117137312|XP_033154584.1|DMAU, LOC117136402|XP_033153188.1|DMAU	LOC119654765|XP_037916233.1|HILL
OG0000747	LOC117140372|XP_033159128.1|DMAU, LOC117140457|XP_033159280.1|DMAU	LOC119653703|XP_037914507.1|HILL
OG0000748	LOC117146320|XP_033168275.1|DMAU, LOC117147203|XP_033169905.1|DMAU	LOC119657475|XP_037920323.1|HILL
OG0000750	LOC117137486|XP_033154856.1|DMAU, LOC117144588|XP_033165757.1|DMAU	LOC119649340|XP_037907375.1|HILL, LOC119649569|XP_037907732.1|HILL, LOC119651028|XP_037910304.1|HILL, LOC119651099|XP_037910421.1|HILL
OG0000753	LOC117145169|XP_033166608.1|DMAU, LOC117140487|XP_033159337.1|DMAU	LOC119651896|XP_037911650.1|HILL
OG0000754	LOC117147262|XP_033169974.1|DMAU, LOC117147592|XP_033170433.1|DMAU	LOC119657544|XP_037920415.1|HILL
OG0000755	LOC117144999|XP_033166371.1|DMAU, LOC117143265|XP_033163726.1|DMAU	LOC119652498|XP_037912609.1|HILL
OG0000756	LOC117145661|XP_033167284.1|DMAU	LOC119651830|XP_037911552.1|HILL
OG0000756	LOC117144340|XP_033165344.1|DMAU	LOC119652905|XP_037913209.1|HILL
OG0000757	LOC117141295|XP_033160565.1|DMAU	LOC119647880|XP_037905096.1|HILL
OG0000758	LOC117140437|XP_033159250.1|DMAU, LOC117140436|XP_033159248.1|DMAU	LOC119648790|XP_037906564.1|HILL
OG0000759	LOC117141447|XP_033160792.1|DMAU, LOC117141453|XP_033160798.1|DMAU	LOC119648906|XP_037906739.1|HILL
OG0000760	LOC117137856|XP_033155460.1|DMAU	LOC119661608|XP_037926952.1|HILL
OG0000761	LOC117145919|XP_033167712.1|DMAU, LOC117146161|XP_033168027.1|DMAU	LOC119650713|XP_037909650.1|HILL
OG0000762	LOC117149367|XP_033172661.1|DMAU	LOC119661373|XP_037926619.1|HILL
OG0000763	LOC117147738|XP_033170631.1|DMAU, LOC117142283|XP_033162061.1|DMAU	LOC119646339|XP_037902693.1|HILL, LOC119647079|XP_037903764.1|HILL
OG0000764	LOC117145702|XP_033167335.1|DMAU	LOC119654962|XP_037916548.1|HILL
OG0000765	LOC117140438|XP_033159252.1|DMAU, LOC117148551|XP_033171876.1|DMAU	LOC119654298|XP_037915532.1|HILL
OG0000766	LOC117144571|XP_033165719.1|DMAU, LOC117147273|XP_033169995.1|DMAU	LOC119654919|XP_037916494.1|HILL
OG0000767	LOC117144994|XP_033166359.1|DMAU, LOC117141955|XP_033161604.1|DMAU	LOC119649895|XP_037908215.1|HILL
OG0000768	LOC117141755|XP_033161268.1|DMAU	LOC119650429|XP_037909174.1|HILL
OG0000769	LOC117145670|XP_033167294.1|DMAU, LOC117147742|XP_033170633.1|DMAU	LOC119657753|XP_037920735.1|HILL
OG0000770	LOC117135829|XP_033152230.1|DMAU	LOC119661185|XP_037926332.1|HILL, LOC119653991|XP_037915091.1|HILL, LOC119661671|XP_037927036.1|HILL, LOC119653978|XP_037915071.1|HILL, LOC119654016|XP_037915109.1|HILL, LOC119653984|XP_037915075.1|HILL, LOC119658450|XP_037921786.1|HILL
OG0000771	LOC117140495|XP_033159349.1|DMAU, LOC117140494|XP_033159348.1|DMAU	LOC119658887|XP_037922605.1|HILL
OG0000772	LOC117137810|XP_033155380.1|DMAU, LOC117137322|XP_033154601.1|DMAU	LOC119647072|XP_037903758.1|HILL, LOC119646422|XP_037902795.1|HILL, LOC119661462|XP_037926751.1|HILL, LOC119646139|XP_037902424.1|HILL
OG0000774	LOC117135950|XP_033152427.1|DMAU, LOC117135949|XP_033152426.1|DMAU, LOC117135947|XP_033152425.1|DMAU	LOC119657784|XP_037920791.1|HILL
OG0000778	LOC117139069|XP_033157071.1|DMAU, LOC117142388|XP_033162221.1|DMAU	LOC119657401|XP_037920220.1|HILL, LOC119657973|XP_037921113.1|HILL
OG0000779	LOC117147611|XP_033170460.1|DMAU	LOC119657107|XP_037919794.1|HILL
OG0000780	LOC117135803|XP_033152192.1|DMAU	LOC119657989|XP_037921134.1|HILL
OG0000781	LOC117146364|XP_033168405.1|DMAU, LOC117141558|XP_033160956.1|DMAU	LOC119658295|XP_037921520.1|HILL
OG0000782	LOC117139135|XP_033157175.1|DMAU, LOC117147483|XP_033170272.1|DMAU	LOC119657096|XP_037919779.1|HILL
OG0000783	LOC117148644|XP_033172036.1|DMAU	LOC119657280|XP_037920052.1|HILL
OG0000784	LOC117140653|XP_033159585.1|DMAU, LOC117146896|XP_033169393.1|DMAU	LOC119646893|XP_037903460.1|HILL
OG0000785	LOC117146034|XP_033167857.1|DMAU, LOC117143936|XP_033164744.1|DMAU	LOC119652372|XP_037912397.1|HILL, LOC119651286|XP_037910728.1|HILL
OG0000786	LOC117144885|XP_033166190.1|DMAU	LOC119650690|XP_037909584.1|HILL
OG0000787	LOC117141575|XP_033160979.1|DMAU, LOC117146908|XP_033169417.1|DMAU	LOC119649883|XP_037908188.1|HILL
OG0000788	LOC117150775|XP_033173711.1|DMAU, LOC117140353|XP_033159096.1|DMAU	LOC119647630|XP_037904613.1|HILL
OG0000789	LOC117135134|XP_033151079.1|DMAU, LOC117135188|XP_033151146.1|DMAU	LOC119651528|XP_037911088.1|HILL
OG0000790	LOC117144447|XP_033165496.1|DMAU, LOC117135173|XP_033151130.1|DMAU	LOC119658287|XP_037921510.1|HILL
OG0000791	LOC117142911|XP_033163087.1|DMAU, LOC117149220|XP_033172648.1|DMAU, LOC117146104|XP_033167976.1|DMAU	LOC119653209|XP_037913704.1|HILL
OG0000793	LOC117145925|XP_033167676.1|DMAU, LOC117148701|XP_033172135.1|DMAU	LOC119659841|XP_037924067.1|HILL
OG0000794	LOC117150943|XP_033174007.1|DMAU	LOC119658328|XP_037921598.1|HILL, LOC119661720|XP_037927102.1|HILL
OG0000795	LOC117147747|XP_033170644.1|DMAU	LOC119654215|XP_037915356.1|HILL
OG0000796	LOC117145553|XP_033167144.1|DMAU, LOC117147308|XP_033170047.1|DMAU	LOC119654527|XP_037915899.1|HILL
OG0000797	LOC117144443|XP_033165488.1|DMAU, LOC117144444|XP_033165489.1|DMAU	LOC119659393|XP_037923383.1|HILL
OG0000798	LOC117135606|XP_033151853.1|DMAU, LOC117135605|XP_033151846.1|DMAU	LOC119653731|XP_037914572.1|HILL
OG0000799	LOC117145665|XP_033167291.1|DMAU, LOC117147093|XP_033169748.1|DMAU	LOC119653680|XP_037914462.1|HILL
OG0000801	LOC117136679|XP_033153578.1|DMAU, LOC117137379|XP_033154683.1|DMAU	LOC119655634|XP_037917534.1|HILL
OG0000802	LOC117147379|XP_033170139.1|DMAU, LOC117148102|XP_033171208.1|DMAU	LOC119655789|XP_037917810.1|HILL
OG0000803	LOC117144610|XP_033165798.1|DMAU, LOC117141261|XP_033160522.1|DMAU	LOC119661390|XP_037926641.1|HILL
OG0000804	LOC117136524|XP_033153360.1|DMAU, LOC117144478|XP_033165549.1|DMAU	LOC119655918|XP_037918011.1|HILL
OG0000805	LOC117138051|XP_033155758.1|DMAU, LOC117137601|XP_033155009.1|DMAU	LOC119658085|XP_037921276.1|HILL
OG0000807	LOC117148164|XP_033171315.1|DMAU	LOC119651447|XP_037910980.1|HILL
OG0000810	LOC117135817|XP_033152214.1|DMAU, LOC117137673|XP_033155123.1|DMAU	LOC119652580|XP_037912724.1|HILL
OG0000811	LOC117136095|XP_033152668.1|DMAU	LOC119659042|XP_037922871.1|HILL
OG0000812	LOC117146712|XP_033169020.1|DMAU, LOC117141790|XP_033161320.1|DMAU	LOC119647943|XP_037905233.1|HILL
OG0000813	LOC117137187|XP_033154401.1|DMAU	LOC119659686|XP_037923852.1|HILL
OG0000813	LOC117150318|XP_033173044.1|DMAU	LOC119649371|XP_037907416.1|HILL
OG0000814	LOC117150689|XP_033173590.1|DMAU	LOC119646163|XP_037902464.1|HILL, LOC119661727|XP_037927120.1|HILL, LOC119646661|XP_037903122.1|HILL, LOC119646655|XP_037903113.1|HILL, LOC119661251|XP_037926427.1|HILL, LOC119660561|XP_037925132.1|HILL
OG0000815	LOC117145718|XP_033167358.1|DMAU	LOC119661476|XP_037926767.1|HILL, LOC119652622|XP_037912797.1|HILL
OG0000816	LOC117148007|XP_033171058.1|DMAU, LOC117144776|XP_033166034.1|DMAU	LOC119652594|XP_037912747.1|HILL, LOC119646619|XP_037903054.1|HILL
OG0000818	LOC117148885|XP_033172478.1|DMAU, LOC117137765|XP_033155279.1|DMAU	LOC119653492|XP_037914048.1|HILL
OG0000819	LOC117147288|XP_033170024.1|DMAU, LOC117147609|XP_033170457.1|DMAU	LOC119655961|XP_037918111.1|HILL
OG0000820	LOC117147212|XP_033169917.1|DMAU, LOC117137622|XP_033155044.1|DMAU	LOC119654911|XP_037916472.1|HILL
OG0000821	LOC117137505|XP_033154876.1|DMAU	LOC119649066|XP_037906982.1|HILL
OG0000824	LOC117150586|XP_033173432.1|DMAU	LOC119661374|XP_037926621.1|HILL
OG0000830	LOC117148500|XP_033171793.1|DMAU	LOC119657934|XP_037921050.1|HILL, LOC119652615|XP_037912781.1|HILL, LOC119651988|XP_037911831.1|HILL
OG0000831	LOC117140810|XP_033159803.1|DMAU	LOC119651526|XP_037911086.1|HILL, LOC119651216|XP_037910598.1|HILL
OG0000832	LOC117137739|XP_033155213.1|DMAU	LOC119646406|XP_037902778.1|HILL
OG0000833	LOC117139322|XP_033157457.1|DMAU	LOC119648899|XP_037906731.1|HILL
OG0000834	LOC117142856|XP_033162993.1|DMAU	LOC119650167|XP_037908642.1|HILL
OG0000836	LOC117150736|XP_033173661.1|DMAU, LOC117137036|XP_033154136.1|DMAU	LOC119651568|XP_037911131.1|HILL
OG0000837	LOC117147384|XP_033170147.1|DMAU	LOC119653598|XP_037914275.1|HILL
OG0000838	LOC117150566|XP_033173408.1|DMAU, LOC117141968|XP_033161660.1|DMAU	LOC119656045|XP_037918241.1|HILL
OG0000839	LOC117145758|XP_033167414.1|DMAU, LOC117145452|XP_033167011.1|DMAU	LOC119659633|XP_037923760.1|HILL
OG0000840	LOC117135673|XP_033151959.1|DMAU, LOC117148905|XP_033172504.1|DMAU	LOC119646376|XP_037902743.1|HILL, LOC119660962|XP_037925935.1|HILL
OG0000841	LOC117145324|XP_033166812.1|DMAU	LOC119660594|XP_037925196.1|HILL
OG0000842	LOC117137584|XP_033154981.1|DMAU, LOC117142640|XP_033162635.1|DMAU	LOC119653816|XP_037914775.1|HILL
OG0000843	LOC117136942|XP_033153980.1|DMAU	LOC119654815|XP_037916301.1|HILL
OG0000844	LOC117136183|XP_033152819.1|DMAU, LOC117142382|XP_033162212.1|DMAU	LOC119653876|XP_037914916.1|HILL
OG0000846	LOC117142489|XP_033162405.1|DMAU	LOC119651372|XP_037910875.1|HILL, LOC119652727|XP_037912953.1|HILL, LOC119654612|XP_037916012.1|HILL
OG0000848	LOC117150540|XP_033173359.1|DMAU, LOC117137699|XP_033155163.1|DMAU	LOC119658671|XP_037922165.1|HILL
OG0000849	LOC117150452|XP_033173230.1|DMAU, LOC117148918|XP_033172567.1|DMAU	LOC119647307|XP_037904149.1|HILL
OG0000850	LOC117137841|XP_033155432.1|DMAU, LOC117137840|XP_033155428.1|DMAU	LOC119653529|XP_037914170.1|HILL, LOC119646372|XP_037902736.1|HILL
OG0000854	LOC117146605|XP_033168822.1|DMAU	LOC119658525|XP_037921931.1|HILL
OG0000854	LOC117146602|XP_033168818.1|DMAU	LOC119658527|XP_037921933.1|HILL
OG0000855	LOC117147898|XP_033170896.1|DMAU, LOC117144461|XP_033165512.1|DMAU	LOC119657117|XP_037919806.1|HILL, LOC119658156|XP_037921351.1|HILL
OG0000856	LOC117147410|XP_033170177.1|DMAU, LOC117140416|XP_033159180.1|DMAU	LOC119661011|XP_037926086.1|HILL
OG0000857	LOC117147353|XP_033170108.1|DMAU	LOC119657417|XP_037920242.1|HILL, LOC119658236|XP_037921441.1|HILL
OG0000858	LOC117142694|XP_033162741.1|DMAU, LOC117142693|XP_033162740.1|DMAU	LOC119651400|XP_037910915.1|HILL
OG0000860	LOC117139425|XP_033157607.1|DMAU, LOC117139780|XP_033158282.1|DMAU	LOC119650458|XP_037909242.1|HILL
OG0000861	LOC117138623|XP_033156725.1|DMAU	LOC119660138|XP_037924469.1|HILL
OG0000862	LOC117136308|XP_033153046.1|DMAU, LOC117140424|XP_033159220.1|DMAU	LOC119647046|XP_037903730.1|HILL
OG0000864	LOC117141314|XP_033160595.1|DMAU, LOC117147677|XP_033170544.1|DMAU	LOC119655864|XP_037917914.1|HILL
OG0000865	LOC117147783|XP_033170717.1|DMAU, LOC117145359|XP_033166872.1|DMAU	LOC119660267|XP_037924654.1|HILL
OG0000866	LOC117150893|XP_033173926.1|DMAU, LOC117150906|XP_033173947.1|DMAU	LOC119651344|XP_037910827.1|HILL
OG0000867	LOC117135108|XP_033151061.1|DMAU	LOC119661534|XP_037926842.1|HILL
OG0000868	LOC117147913|XP_033170917.1|DMAU	LOC119651020|XP_037910251.1|HILL
OG0000869	LOC117142653|XP_033162668.1|DMAU	LOC119659879|XP_037924126.1|HILL
OG0000870	LOC117135520|XP_033151671.1|DMAU	LOC119655994|XP_037918160.1|HILL
OG0000871	LOC117136623|XP_033153503.1|DMAU	LOC119655804|XP_037917831.1|HILL
OG0000872	LOC117147778|XP_033170705.1|DMAU, LOC117135485|XP_033151595.1|DMAU	LOC119653635|XP_037914344.1|HILL
OG0000873	LOC117140829|XP_033159827.1|DMAU	LOC119649384|XP_037907430.1|HILL
OG0000874	LOC117147689|XP_033170566.1|DMAU, LOC117137445|XP_033154774.1|DMAU	LOC119653451|XP_037913986.1|HILL
OG0000875	LOC117140284|XP_033159006.1|DMAU	LOC119648335|XP_037905957.1|HILL
OG0000877	LOC117139467|XP_033157670.1|DMAU, LOC117147712|XP_033170600.1|DMAU	LOC119647632|XP_037904617.1|HILL, LOC119648809|XP_037906587.1|HILL
OG0000878	LOC117137881|XP_033155501.1|DMAU, LOC117150723|XP_033173634.1|DMAU	LOC119654988|XP_037916580.1|HILL
OG0000879	LOC117137366|XP_033154659.1|DMAU	LOC119655355|XP_037917134.1|HILL
OG0000880	LOC117143830|XP_033164566.1|DMAU, LOC117139242|XP_033157343.1|DMAU, LOC117140413|XP_033159178.1|DMAU	LOC119646237|XP_037902555.1|HILL, LOC119661511|XP_037926810.1|HILL, LOC119647788|XP_037904907.1|HILL
OG0000882	LOC117147726|XP_033170617.1|DMAU, LOC117143446|XP_033164049.1|DMAU, LOC117150892|XP_033173920.1|DMAU, LOC117145413|XP_033166949.1|DMAU	LOC119657550|XP_037920431.1|HILL
OG0000883	LOC117146801|XP_033169234.1|DMAU	LOC119658367|XP_037921656.1|HILL
OG0000884	LOC117145448|XP_033167007.1|DMAU, LOC117146543|XP_033168723.1|DMAU	LOC119657713|XP_037920680.1|HILL
OG0000886	LOC117143095|XP_033163463.1|DMAU	LOC119650614|XP_037909425.1|HILL
OG0000887	LOC117147170|XP_033169847.1|DMAU	LOC119654667|XP_037916090.1|HILL, LOC119654834|XP_037916334.1|HILL
OG0000888	LOC117141630|XP_033161056.1|DMAU	LOC119647432|XP_037904268.1|HILL
OG0000889	LOC117141535|XP_033160916.1|DMAU	LOC119649708|XP_037907907.1|HILL
OG0000890	LOC117136586|XP_033153449.1|DMAU	LOC119647425|XP_037904258.1|HILL
OG0000891	LOC117150911|XP_033173954.1|DMAU, LOC117150506|XP_033173307.1|DMAU	LOC119651506|XP_037911062.1|HILL
OG0000892	LOC117140120|XP_033158774.1|DMAU, LOC117138990|XP_033156952.1|DMAU	LOC119650186|XP_037908674.1|HILL
OG0000893	LOC117144433|XP_033165471.1|DMAU	LOC119661300|XP_037926517.1|HILL
OG0000894	LOC117144040|XP_033164899.1|DMAU	LOC119659992|XP_037924292.1|HILL
OG0000895	LOC117136194|XP_033152830.1|DMAU	LOC119655493|XP_037917323.1|HILL
OG0000896	LOC117136098|XP_033152670.1|DMAU, LOC117147473|XP_033170257.1|DMAU	LOC119655524|XP_037917362.1|HILL
OG0000899	LOC117144349|XP_033165353.1|DMAU, LOC117144348|XP_033165351.1|DMAU	LOC119659559|XP_037923636.1|HILL
OG0000907	LOC117136943|XP_033153981.1|DMAU	LOC119657822|XP_037920864.1|HILL
OG0000909	LOC117146488|XP_033168619.1|DMAU, LOC117145347|XP_033166853.1|DMAU	LOC119657311|XP_037920098.1|HILL
OG0000910	LOC117146065|XP_033167895.1|DMAU, LOC117148952|XP_033172587.1|DMAU	LOC119647744|XP_037904787.1|HILL
OG0000911	LOC117135648|XP_033151923.1|DMAU	LOC119659735|XP_037923922.1|HILL
OG0000912	LOC117141364|XP_033160661.1|DMAU, LOC117140832|XP_033159831.1|DMAU	LOC119649903|XP_037908223.1|HILL, LOC119648205|XP_037905735.1|HILL
OG0000913	LOC117139692|XP_033158090.1|DMAU	LOC119648598|XP_037906296.1|HILL
OG0000913	LOC117139694|XP_033158091.1|DMAU	LOC119649914|XP_037908241.1|HILL
OG0000914	LOC117136763|XP_033153689.1|DMAU	LOC119659280|XP_037923220.1|HILL
OG0000915	LOC117137288|XP_033154553.1|DMAU, LOC117147464|XP_033170246.1|DMAU	LOC119661273|XP_037926469.1|HILL
OG0000916	LOC117150551|XP_033173377.1|DMAU	LOC119649969|XP_037908336.1|HILL
OG0000917	LOC117140481|XP_033159846.1|DMAU	LOC119653264|XP_037913804.1|HILL
OG0000918	LOC117137078|XP_033154197.1|DMAU, LOC117135322|XP_033151411.1|DMAU	LOC119661271|XP_037926460.1|HILL
OG0000920	LOC117148873|XP_033172435.1|DMAU	LOC119655503|XP_037917334.1|HILL
OG0000921	LOC117146764|XP_033169156.1|DMAU, LOC117146765|XP_033169157.1|DMAU	LOC119646868|XP_037903420.1|HILL
OG0000922	LOC117139029|XP_033157018.1|DMAU, LOC117139027|XP_033157016.1|DMAU	LOC119648848|XP_037906650.1|HILL, LOC119648849|XP_037906654.1|HILL
OG0000923	LOC117141567|XP_033160969.1|DMAU, LOC117143945|XP_033164770.1|DMAU	LOC119659268|XP_037923196.1|HILL
OG0000924	LOC117146721|XP_033169050.1|DMAU	LOC119653921|XP_037915008.1|HILL
OG0000925	LOC117145095|XP_033166504.1|DMAU, LOC117145094|XP_033166503.1|DMAU	LOC119654032|XP_037915122.1|HILL, LOC119654830|XP_037916325.1|HILL
OG0000926	LOC117145979|XP_033167776.1|DMAU, LOC117144098|XP_033165005.1|DMAU	LOC119659217|XP_037923118.1|HILL
OG0000931	LOC117136608|XP_033153483.1|DMAU, LOC117143979|XP_033164813.1|DMAU	LOC119650289|XP_037908847.1|HILL
OG0000935	LOC117144531|XP_033165653.1|DMAU	LOC119652079|XP_037911945.1|HILL
OG0000936	LOC117144628|XP_033165814.1|DMAU, LOC117147763|XP_033170679.1|DMAU	LOC119658888|XP_037922606.1|HILL
OG0000937	LOC117144664|XP_033165856.1|DMAU	LOC119657145|XP_037919850.1|HILL, LOC119657808|XP_037920833.1|HILL, LOC119658309|XP_037921544.1|HILL, LOC119658006|XP_037921155.1|HILL, LOC119657604|XP_037920530.1|HILL, LOC119649299|XP_037907321.1|HILL, LOC119649212|XP_037907197.1|HILL
OG0000938	LOC117136677|XP_033153575.1|DMAU, LOC117147676|XP_033170543.1|DMAU	LOC119657122|XP_037919814.1|HILL
OG0000939	LOC117151025|XP_033174125.1|DMAU, LOC117137072|XP_033154193.1|DMAU	LOC119661716|XP_037927099.1|HILL
OG0000940	LOC117146969|XP_033169528.1|DMAU, LOC117140908|XP_033159971.1|DMAU	LOC119656570|XP_037918885.1|HILL
OG0000941	LOC117145841|XP_033167538.1|DMAU, LOC117146876|XP_033169356.1|DMAU	LOC119657198|XP_037919932.1|HILL
OG0000942	LOC117140515|XP_033159384.1|DMAU	LOC119648309|XP_037905916.1|HILL
OG0000943	LOC117135554|XP_033151743.1|DMAU	LOC119661204|XP_037926354.1|HILL
OG0000943	LOC117135555|XP_033151746.1|DMAU	LOC119661205|XP_037926357.1|HILL
OG0000944	LOC117147668|XP_033170534.1|DMAU, LOC117146835|XP_033169713.1|DMAU	LOC119660771|XP_037925462.1|HILL
OG0000945	LOC117139195|XP_033157258.1|DMAU, LOC117139196|XP_033157260.1|DMAU	LOC119661753|XP_037927151.1|HILL
OG0000946	LOC117150285|XP_033172994.1|DMAU	LOC119661296|XP_037926510.1|HILL
OG0000947	LOC117136239|XP_033152915.1|DMAU	LOC119659221|XP_037923125.1|HILL
OG0000948	LOC117140564|XP_033159452.1|DMAU	LOC119650053|XP_037908470.1|HILL
OG0000949	LOC117146770|XP_033169175.1|DMAU	LOC119655964|XP_037918123.1|HILL
OG0000950	LOC117143634|XP_033164301.1|DMAU	LOC119656859|XP_037919440.1|HILL
OG0000951	LOC117142512|XP_033162441.1|DMAU	LOC119660211|XP_037924573.1|HILL
OG0000952	LOC117150067|XP_033172811.1|DMAU, LOC117138330|XP_033156261.1|DMAU	LOC119647108|XP_037903814.1|HILL
OG0000957	LOC117136566|XP_033153412.1|DMAU, LOC117136565|XP_033153411.1|DMAU	LOC119649988|XP_037908370.1|HILL
OG0000960	LOC117147497|XP_033170290.1|DMAU	LOC119651998|XP_037911850.1|HILL, LOC119652437|XP_037912507.1|HILL, LOC119652292|XP_037912217.1|HILL, LOC119652421|XP_037912472.1|HILL
OG0000963	LOC117148452|XP_033171717.1|DMAU	LOC119658492|XP_037921883.1|HILL, LOC119657269|XP_037920030.1|HILL
