Orthogroup	DMAU.longest_only	DMEL.longest_only
OG0000174	LOC117150423|XP_033173188.1|DMAU	Or30a|NP_523520.2|DMEL
OG0000174	LOC117136345|XP_033153099.1|DMAU	Or49b|NP_523721.1|DMEL
OG0000175	LOC117142787|XP_033162870.1|DMAU	CG6723|NP_650069.2|DMEL
OG0000175	LOC117144302|XP_033165302.1|DMAU	CG42235|NP_651446.2|DMEL
OG0000176	LOC117139006|XP_033156990.1|DMAU	CG13716|NP_647920.1|DMEL
OG0000176	LOC117139007|XP_033156991.1|DMAU	CG34266|NP_001097507.1|DMEL
OG0000176	LOC117138955|XP_033156887.1|DMAU	CG13711|NP_647928.1|DMEL
OG0000176	LOC117138958|XP_033156889.1|DMAU	CG13713|NP_652709.1|DMEL
OG0000177	LOC117147008|XP_033169581.1|DMAU	Cyp1|NP_523366.2|DMEL
OG0000177	LOC117142664|XP_033162687.1|DMAU	Moca-cyp|NP_733246.1|DMEL
OG0000177	LOC117141625|XP_033161046.1|DMAU	CG7768|NP_648697.1|DMEL
OG0000178	LOC117146490|XP_033168620.1|DMAU	CG42259|NP_001036256.2|DMEL
OG0000179	LOC117137126|XP_033154315.1|DMAU	CG1698|NP_610517.1|DMEL
OG0000179	LOC117137524|XP_033154903.1|DMAU	CG8850|NP_725122.2|DMEL
OG0000179	LOC117150204|XP_033172886.1|DMAU	CG15279|NP_609726.1|DMEL
OG0000180	LOC117137837|XP_033155420.1|DMAU	GstE4|NP_611326.1|DMEL
OG0000180	LOC117136961|XP_033154016.1|DMAU	GstE8|NP_611330.2|DMEL
OG0000180	LOC117136959|XP_033154014.1|DMAU	GstE7|NP_611329.1|DMEL
OG0000180	LOC117136960|XP_033154015.1|DMAU	GstE6|NP_611328.1|DMEL
OG0000180	LOC117137836|XP_033155419.1|DMAU	GstE5|NP_611327.1|DMEL
OG0000181	LOC117143454|XP_033164055.1|DMAU	CG14645|NP_652325.2|DMEL
OG0000181	LOC117143937|XP_033164745.1|DMAU	CG3348|NP_652261.1|DMEL
OG0000181	LOC117143612|XP_033164257.1|DMAU	CG14246|NP_652260.1|DMEL
OG0000182	LOC117144452|XP_033165499.1|DMAU	CG31548|NP_730974.1|DMEL
OG0000182	LOC117144451|XP_033165498.1|DMAU	CG12171|NP_649563.1|DMEL
OG0000182	LOC117144708|XP_033165939.1|DMAU	CG31549|NP_730972.2|DMEL
OG0000183	LOC117146471|XP_033168598.1|DMAU	eIF4E7|NP_726718.1|DMEL
OG0000183	LOC117146037|XP_033167859.1|DMAU	eIF4E6|NP_651654.1|DMEL
OG0000183	LOC117140274|XP_033158992.1|DMAU	eIF4E4|NP_648052.1|DMEL
OG0000183	LOC117139576|XP_033157874.1|DMAU	eIF4E1|NP_524829.1|DMEL
OG0000184	LOC117140490|XP_033159344.1|DMAU	CG18585|NP_609132.1|DMEL
OG0000184	LOC117140485|XP_033159331.1|DMAU	CG7025|NP_609133.2|DMEL
OG0000185	LOC117150992|XP_033174087.1|DMAU	CG31960|NP_722942.1|DMEL
OG0000185	LOC117138280|XP_033156140.1|DMAU	azot|NP_610336.1|DMEL
OG0000185	LOC117145545|XP_033167130.1|DMAU	Acam|NP_476988.1|DMEL
OG0000185	LOC117138279|XP_033156139.1|DMAU	CG30378|NP_724628.1|DMEL
OG0000186	LOC117146913|XP_033169429.1|DMAU	feo|NP_572658.2|DMEL
OG0000186	LOC117147989|XP_033171030.1|DMAU	sofe|NP_572659.2|DMEL
OG0000187	LOC117147447|XP_033170220.1|DMAU	Ir7c|NP_572411.1|DMEL
OG0000188	LOC117145664|XP_033167286.1|DMAU	CG14693|NP_001262467.1|DMEL
OG0000188	LOC117147369|XP_033170125.1|DMAU	CG8958|NP_573105.1|DMEL
OG0000188	LOC117148477|XP_033171743.1|DMAU	CG12698|NP_573100.1|DMEL
OG0000189	LOC117139329|XP_033157470.1|DMAU	Rbp9|NP_001259974.1|DMEL
OG0000189	LOC117148689|XP_033172118.1|DMAU	elav|NP_525033.1|DMEL
OG0000189	LOC117147833|XP_033170783.1|DMAU	fne|NP_001096965.1|DMEL
OG0000190	LOC117136997|XP_033154066.1|DMAU	Pkc53E|NP_725626.1|DMEL
OG0000190	LOC117147745|XP_033170638.1|DMAU	Pkcdelta|NP_572797.3|DMEL
OG0000190	LOC117137771|XP_033155283.1|DMAU	inaC|NP_476863.1|DMEL
OG0000191	LOC117137066|XP_033154173.1|DMAU	Spn42Da|NP_524955.2|DMEL
OG0000191	LOC117137071|XP_033154191.1|DMAU	Spn42Db|NP_610244.2|DMEL
OG0000191	LOC117137537|XP_033154923.1|DMAU	Spn55B|NP_524953.1|DMEL
OG0000192	LOC117146048|XP_033167879.1|DMAU	CG14720|NP_650108.2|DMEL
OG0000192	LOC117141944|XP_033161588.1|DMAU	CG34429|NP_001097598.1|DMEL
OG0000192	LOC117140064|XP_033158701.1|DMAU	CG34428|NP_001097597.2|DMEL
OG0000193	LOC117150527|XP_033173342.1|DMAU	Pgant4|NP_001137779.1|DMEL
OG0000193	LOC117150339|XP_033173078.1|DMAU	CG31776|NP_722909.2|DMEL
OG0000193	LOC117140153|XP_033158817.1|DMAU	Pgant6|NP_647749.2|DMEL
OG0000194	LOC117137077|XP_033154196.1|DMAU	CG33225|NP_001286682.1|DMEL
OG0000194	LOC117148270|XP_033171475.1|DMAU	CG14227|NP_608345.2|DMEL
OG0000194	LOC117138416|XP_033156402.1|DMAU	CG30288|NP_001097398.1|DMEL
OG0000195	LOC117137417|XP_033154737.1|DMAU	SkpF|NP_611796.1|DMEL
OG0000195	LOC117148597|XP_033171966.1|DMAU	SkpA|NP_477390.1|DMEL
OG0000195	LOC117137853|XP_033155454.1|DMAU	SkpB|NP_610729.1|DMEL
OG0000196	LOC117149121|XP_033172638.1|DMAU	beat-IIIa|NP_001188828.1|DMEL
OG0000196	LOC117150441|XP_033173217.1|DMAU	beat-IIIb|NP_788071.3|DMEL
OG0000196	LOC117144032|XP_033164889.1|DMAU	beat-IIIc|NP_724042.1|DMEL
OG0000197	LOC117146387|XP_033168451.1|DMAU	CG9503|NP_572987.1|DMEL
OG0000197	LOC117146393|XP_033168458.1|DMAU	CG45065|NP_001285251.1|DMEL
OG0000197	LOC117146385|XP_033168447.1|DMAU	CG9518|NP_572979.1|DMEL
OG0000198	LOC117136580|XP_033153442.1|DMAU	CG33137|NP_788343.3|DMEL
OG0000198	LOC117138212|XP_033156039.1|DMAU	CG33467|NP_001286440.1|DMEL
OG0000198	LOC117138452|XP_033156466.1|DMAU	CG33919|NP_001027393.1|DMEL
OG0000199	LOC117137951|XP_033155603.1|DMAU	CG30457|NP_611198.1|DMEL
OG0000199	LOC117137949|XP_033155602.1|DMAU	CG10953|NP_611199.1|DMEL
OG0000199	LOC117136896|XP_033153901.1|DMAU	CG17290|NP_611196.2|DMEL
OG0000199	LOC117137952|XP_033155604.1|DMAU	CG30458|NP_725663.1|DMEL
OG0000200	LOC117145820|XP_033167513.1|DMAU	CG31445|NP_651689.1|DMEL
OG0000200	LOC117145819|XP_033167512.1|DMAU	CG11951|NP_001350853.2|DMEL
OG0000200	LOC117145821|XP_033167514.1|DMAU	SP1029|NP_652618.1|DMEL
OG0000201	LOC117143444|XP_033164043.1|DMAU	CG13833|NP_651111.1|DMEL
OG0000201	LOC117144712|XP_033165943.1|DMAU	CG17121|NP_651114.1|DMEL
OG0000202	LOC117144721|XP_033165952.1|DMAU	Mdh2|NP_650696.1|DMEL
OG0000202	LOC117140315|XP_033159054.1|DMAU	CG10749|NP_648616.1|DMEL
OG0000202	LOC117140405|XP_033159168.1|DMAU	CG10748|NP_648615.1|DMEL
OG0000203	LOC117138105|XP_033155855.1|DMAU	CG30103|NP_725682.2|DMEL
OG0000203	LOC117137441|XP_033154768.1|DMAU	veil|NP_611217.1|DMEL
OG0000203	LOC117137427|XP_033154748.1|DMAU	NT5E-2|NP_611218.1|DMEL
OG0000204	LOC117137953|XP_033155605.1|DMAU	Or47b|NP_523690.3|DMEL
OG0000204	LOC117139648|XP_033158001.1|DMAU	Or65b|NP_729162.3|DMEL
OG0000204	LOC117141178|XP_033160406.1|DMAU	Or65a|NP_729161.1|DMEL
OG0000205	LOC117145870|XP_033167583.1|DMAU	Rh6|NP_524368.5|DMEL
OG0000205	LOC117143509|XP_033164122.1|DMAU	Rh2|NP_524398.1|DMEL
OG0000206	LOC117137672|XP_033155122.1|DMAU	gsb|NP_523863.1|DMEL
OG0000206	LOC117150532|XP_033173347.1|DMAU	prd|NP_723721.1|DMEL
OG0000206	LOC117137013|XP_033154094.1|DMAU	gsb-n|NP_523862.1|DMEL
OG0000207	LOC117139988|XP_033158584.1|DMAU	CG12766|NP_647839.1|DMEL
OG0000207	LOC117141358|XP_033160656.1|DMAU	CG10863|NP_647840.1|DMEL
OG0000207	LOC117139821|XP_033158344.1|DMAU	CG10638|NP_729808.1|DMEL
OG0000208	LOC117138534|XP_033156563.1|DMAU, LOC117138529|XP_033156558.1|DMAU	Ir52b|NP_725469.2|DMEL
OG0000208	LOC117137337|XP_033154619.1|DMAU	Ir52a|NP_611041.2|DMEL
OG0000208	LOC117136772|XP_033153711.1|DMAU	Ir52c|NP_725470.1|DMEL
OG0000208	LOC117138611|XP_033156711.1|DMAU	Ir52d|NP_611042.2|DMEL
OG0000209	LOC117141265|XP_033160528.1|DMAU	Spn28Da|NP_001036345.1|DMEL
OG0000209	LOC117150804|XP_033173753.1|DMAU	Spn28F|NP_524957.2|DMEL
OG0000209	LOC117144066|XP_033164969.1|DMAU	Spn38F|NP_524956.2|DMEL
OG0000209	LOC117142389|XP_033162227.1|DMAU	Spn28B|NP_609128.2|DMEL
OG0000209	LOC117137070|XP_033154189.1|DMAU	Spn42Dd|NP_001163067.1|DMEL
OG0000210	LOC117148567|XP_033171915.1|DMAU	l_1_G0193|NP_572427.1|DMEL
OG0000211	LOC117142510|XP_033162437.1|DMAU	Desat2|NP_650201.1|DMEL
OG0000211	LOC117145473|XP_033167038.1|DMAU	Desat1|NP_652731.1|DMEL
OG0000212	LOC117140856|XP_033159879.1|DMAU	Tep3|NP_523507.2|DMEL
OG0000212	LOC117138969|XP_033156909.1|DMAU	Tep2|NP_523506.1|DMEL
OG0000212	LOC117149255|XP_033172652.1|DMAU	Tep1|NP_523578.1|DMEL
OG0000213	LOC117139533|XP_033157797.1|DMAU	Ir76a|NP_001097647.3|DMEL
OG0000213	LOC117136320|XP_033153061.1|DMAU	Ir41a|NP_995744.4|DMEL
OG0000214	LOC117147341|XP_033170091.1|DMAU	Hex-A|NP_524848.1|DMEL
OG0000214	LOC117138656|XP_033156780.1|DMAU	Hex-C|NP_524674.1|DMEL
OG0000214	LOC117143314|XP_033163848.1|DMAU	Hex-t2|NP_733151.2|DMEL
OG0000215	LOC117141365|XP_033160663.1|DMAU	CG7458|NP_649374.1|DMEL
OG0000215	LOC117142079|XP_033161851.1|DMAU	SLC22A|NP_649370.1|DMEL
OG0000216	LOC117141029|XP_033160201.1|DMAU	CG16719|NP_648344.1|DMEL
OG0000216	LOC117147507|XP_033170307.1|DMAU	CG12395|NP_573101.1|DMEL
OG0000217	LOC117147768|XP_033170693.1|DMAU	Pdha|NP_726945.1|DMEL
OG0000217	LOC117148438|XP_033171701.1|DMAU	CG7024|NP_572182.1|DMEL
OG0000218	LOC117141107|XP_033160323.1|DMAU	CG33282|NP_001097067.1|DMEL
OG0000218	LOC117138468|XP_033156491.1|DMAU	CG15408|NP_608767.1|DMEL
OG0000218	LOC117138459|XP_033156479.1|DMAU	CG3285|NP_608766.1|DMEL
OG0000219	LOC117138685|XP_033156831.1|DMAU	Tsp42Ed|NP_523630.1|DMEL
OG0000219	LOC117138686|XP_033156834.1|DMAU	Tsp42Ea|NP_525012.2|DMEL
OG0000219	LOC117138684|XP_033156830.1|DMAU	Tsp42Ee|NP_523631.1|DMEL
OG0000220	LOC117141301|XP_033160572.1|DMAU	Doc3|NP_648280.1|DMEL
OG0000220	LOC117141150|XP_033160379.1|DMAU	Doc1|NP_648283.1|DMEL
OG0000220	LOC117140761|XP_033159733.1|DMAU	Doc2|NP_648282.1|DMEL
OG0000221	LOC117135692|XP_033151986.1|DMAU	Lfg|NP_725236.1|DMEL
OG0000221	LOC117145293|XP_033166775.1|DMAU	CG9722|NP_650341.1|DMEL
OG0000221	LOC117135691|XP_033151984.1|DMAU	Nmda1|NP_523722.1|DMEL
OG0000222	LOC117135655|XP_033151933.1|DMAU	NimB3|NP_001033905.1|DMEL
OG0000222	LOC117135617|XP_033151873.1|DMAU	NimB2|NP_723857.1|DMEL
OG0000223	LOC117141007|XP_033160152.1|DMAU	CG7730|NP_788521.2|DMEL
OG0000223	LOC117140349|XP_033159090.1|DMAU	pst|NP_729246.2|DMEL
OG0000223	LOC117140554|XP_033159441.1|DMAU	CG32243|NP_729014.1|DMEL
OG0000224	LOC117137585|XP_033154982.1|DMAU	GstE11|NP_611339.1|DMEL
OG0000224	LOC117135727|XP_033152061.1|DMAU	GstE12|NP_611964.1|DMEL
OG0000225	LOC117145999|XP_033167807.1|DMAU	CG42812|NP_001097901.2|DMEL
OG0000225	LOC117145844|XP_033167548.1|DMAU	CG42811|NP_001189279.1|DMEL
OG0000225	LOC117145666|XP_033167292.1|DMAU	CG13613|NP_001097900.2|DMEL
OG0000226	LOC117140773|XP_033159750.1|DMAU	Ilp1|NP_648359.1|DMEL
OG0000226	LOC117140777|XP_033159753.1|DMAU	Ilp3|NP_648360.2|DMEL
OG0000226	LOC117140902|XP_033159963.1|DMAU	Ilp5|NP_996037.2|DMEL
OG0000227	LOC117139799|XP_033158311.1|DMAU	Drs|NP_523901.1|DMEL
OG0000227	LOC117141144|XP_033160367.1|DMAU	Drsl1|NP_728872.1|DMEL
OG0000227	LOC117140338|XP_033159078.1|DMAU	Drsl6|NP_728873.1|DMEL
OG0000227	LOC117140117|XP_033158772.1|DMAU	Drsl4|NP_728862.1|DMEL
OG0000227	LOC117140316|XP_033159055.1|DMAU	Drsl3|NP_728861.1|DMEL
OG0000227	LOC117140281|XP_033159000.1|DMAU	Drsl2|NP_728860.2|DMEL
OG0000227	LOC117139951|XP_033158529.1|DMAU	Drsl5|NP_647803.1|DMEL
OG0000228	LOC117143249|XP_033163701.1|DMAU	Tim17b|NP_001015401.1|DMEL
OG0000228	LOC117143942|XP_033164764.1|DMAU	Tim17b1|NP_649526.2|DMEL
OG0000228	LOC117147937|XP_033170973.1|DMAU	CG1724|NP_608439.2|DMEL
OG0000228	LOC117143421|XP_033164018.1|DMAU	Tim17b2|NP_524746.2|DMEL
OG0000229	LOC117145262|XP_033166737.1|DMAU	CG3339|NP_001036762.2|DMEL
OG0000229	LOC117142733|XP_033162794.1|DMAU	Dhc93AB|NP_001262793.1|DMEL
OG0000230	LOC117135935|XP_033152403.1|DMAU	Jhe|NP_523758.3|DMEL
OG0000230	LOC117135936|XP_033152407.1|DMAU	Jhedup|NP_611085.2|DMEL
OG0000231	LOC117150608|XP_033173458.1|DMAU	ACXA|NP_620475.2|DMEL
OG0000231	LOC117150743|XP_033173668.1|DMAU	ACXB|NP_620474.2|DMEL
OG0000231	LOC117150637|XP_033173501.1|DMAU	ACXC|NP_609593.1|DMEL
OG0000231	LOC117150830|XP_033173788.1|DMAU	ACXE|NP_652601.3|DMEL
OG0000232	LOC117145154|XP_033166585.1|DMAU	Zip89B|NP_536747.2|DMEL
OG0000232	LOC117136243|XP_033152939.1|DMAU	Zip42C.2|NP_610231.2|DMEL
OG0000232	LOC117137867|XP_033155475.1|DMAU	Zip42C.1|NP_525107.1|DMEL
OG0000233	LOC117143948|XP_033164773.1|DMAU	neo|NP_651733.1|DMEL
OG0000233	LOC117144194|XP_033165134.1|DMAU	mey|NP_651870.3|DMEL
OG0000233	LOC117146078|XP_033167915.1|DMAU	nyo|NP_651871.2|DMEL
OG0000234	LOC117136594|XP_033153460.1|DMAU	CG34184|NP_001097310.1|DMEL
OG0000234	LOC117136593|XP_033153457.1|DMAU	CG34442|NP_001097311.1|DMEL
OG0000234	LOC117138211|XP_033156037.1|DMAU	CG34443|NP_001097312.1|DMEL
OG0000235	LOC117144736|XP_033165974.1|DMAU	Smvt|NP_651891.2|DMEL
OG0000235	LOC117144735|XP_033165973.1|DMAU	CG2187|NP_651890.1|DMEL
OG0000235	LOC117146022|XP_033167844.1|DMAU	salt|NP_651889.3|DMEL
OG0000236	LOC117150606|XP_033173454.1|DMAU	Hsp60B|NP_524925.1|DMEL
OG0000236	LOC117150605|XP_033173453.1|DMAU	Hsp60C|NP_608948.2|DMEL
OG0000236	LOC117148440|XP_033171704.1|DMAU	Hsp60A|NP_511115.2|DMEL
OG0000237	LOC117138096|XP_033155837.1|DMAU	Eb1|NP_724495.2|DMEL
OG0000237	LOC117140546|XP_033159431.1|DMAU	CG32371|NP_729295.1|DMEL
OG0000237	LOC117141526|XP_033160948.1|DMAU	CG2955|NP_608817.1|DMEL
OG0000238	LOC117144055|XP_033164940.1|DMAU	CG31674|NP_610063.4|DMEL
OG0000238	LOC117150106|XP_033172829.1|DMAU	CG9331|NP_788080.1|DMEL
OG0000238	LOC117150477|XP_033173267.1|DMAU	CG31673|NP_724294.1|DMEL
OG0000239	LOC117144888|XP_033166200.1|DMAU	Sodh-2|NP_524311.1|DMEL
OG0000239	LOC117144872|XP_033166172.1|DMAU	Sodh-1|NP_477348.1|DMEL
OG0000240	LOC117144925|XP_033166267.1|DMAU	dpr17|NP_731670.1|DMEL
OG0000240	LOC117145389|XP_033166912.1|DMAU	dpr15|NP_731672.1|DMEL
OG0000240	LOC117144479|XP_033165550.1|DMAU	dpr11|NP_788586.1|DMEL
OG0000241	LOC117142124|XP_033161911.1|DMAU	AGO2|NP_730054.1|DMEL
OG0000243	LOC117144250|XP_033165220.1|DMAU	CG42537|NP_001163530.1|DMEL
OG0000243	LOC117137160|XP_033154365.1|DMAU	CG42713|NP_001188736.1|DMEL
OG0000243	LOC117141783|XP_033161306.1|DMAU	CG42538|NP_001163451.1|DMEL
OG0000244	LOC117145568|XP_033167165.1|DMAU	CG31327|NP_731888.1|DMEL
OG0000244	LOC117145292|XP_033166774.1|DMAU	CG31533|NP_731887.1|DMEL
OG0000244	LOC117145275|XP_033166753.1|DMAU	CG14355|NP_650340.1|DMEL
OG0000246	LOC117138573|XP_033156635.1|DMAU	CG6967|NP_611185.3|DMEL
OG0000247	LOC117140007|XP_033158612.1|DMAU	Est-P|NP_788501.1|DMEL
OG0000247	LOC117140008|XP_033158614.1|DMAU	Est-6|NP_788500.1|DMEL
OG0000248	LOC117139863|XP_033158410.1|DMAU	Adgf-A|NP_524130.1|DMEL
OG0000248	LOC117140268|XP_033158985.1|DMAU	Adgf-B|NP_649006.2|DMEL
OG0000248	LOC117138142|XP_033155909.1|DMAU	Adgf-E|NP_610977.1|DMEL
OG0000249	LOC117150556|XP_033173395.1|DMAU	CG8360|NP_609195.1|DMEL
OG0000249	LOC117150559|XP_033173398.1|DMAU	CG8353|NP_609196.1|DMEL
OG0000249	LOC117150554|XP_033173393.1|DMAU	CG8349|NP_609197.2|DMEL
OG0000250	LOC117139577|XP_033157880.1|DMAU	Vha68-2|NP_652004.2|DMEL
OG0000250	LOC117148916|XP_033172530.1|DMAU	Vha68-1|NP_523560.2|DMEL
OG0000250	LOC117139570|XP_033157868.1|DMAU	Vha68-3|NP_609595.1|DMEL
OG0000251	LOC117146436|XP_033168539.1|DMAU	Idh3a|NP_001259705.1|DMEL
OG0000251	LOC117136584|XP_033153448.1|DMAU	CG3483|NP_611912.1|DMEL
OG0000251	LOC117139259|XP_033157368.1|DMAU	CG32026|NP_729420.1|DMEL
OG0000252	LOC117136978|XP_033154044.1|DMAU	CG4377|NP_611614.1|DMEL
OG0000252	LOC117136930|XP_033153962.1|DMAU	CG34040|NP_001033963.1|DMEL
OG0000252	LOC117136878|XP_033153874.1|DMAU	CG4363|NP_611613.1|DMEL
OG0000253	LOC117137053|XP_033154153.1|DMAU	GstE2|NP_611324.1|DMEL
OG0000253	LOC117137051|XP_033154151.1|DMAU, LOC117137788|XP_033155335.1|DMAU	GstE1|NP_611323.1|DMEL
OG0000254	LOC117146045|XP_033167876.1|DMAU	Ir94a|NP_732699.1|DMEL
OG0000254	LOC117146043|XP_033167873.1|DMAU	Ir94b|NP_732700.2|DMEL
OG0000254	LOC117146044|XP_033167875.1|DMAU	Ir94c|NP_732701.2|DMEL
OG0000254	LOC117138430|XP_033156429.1|DMAU	Ir47a|NP_610580.1|DMEL
OG0000255	LOC117137688|XP_033155148.1|DMAU	Cyp6g2|NP_610744.1|DMEL
OG0000255	LOC117137687|XP_033155147.1|DMAU	Cyp6g1|NP_610743.2|DMEL
OG0000256	LOC117135939|XP_033152410.1|DMAU	MFS15|NP_611375.2|DMEL
OG0000256	LOC117137885|XP_033155505.1|DMAU	CG15096|NP_611376.1|DMEL
OG0000257	LOC117137369|XP_033154663.1|DMAU	shu|NP_611837.1|DMEL
OG0000258	LOC117137512|XP_033154886.1|DMAU	CG11060|NP_610262.1|DMEL
OG0000258	LOC117137515|XP_033154889.1|DMAU	CG33140|NP_788279.1|DMEL
OG0000258	LOC117137514|XP_033154888.1|DMAU	CG30384|NP_610263.2|DMEL
OG0000258	LOC117137516|XP_033154890.1|DMAU	CG30385|NP_724537.1|DMEL
OG0000259	LOC117145631|XP_033167241.1|DMAU	CG9988|NP_651625.1|DMEL
OG0000259	LOC117150710|XP_033173617.1|DMAU	CG32985|NP_788013.2|DMEL
OG0000259	LOC117150709|XP_033173615.1|DMAU	CG32984|NP_788014.2|DMEL
OG0000259	LOC117150592|XP_033173439.1|DMAU	CG18088|NP_609262.1|DMEL
OG0000260	LOC117138230|XP_033156068.1|DMAU	CG2127|NP_610375.2|DMEL
OG0000260	LOC117145487|XP_033167054.1|DMAU	CG33340|NP_996281.1|DMEL
OG0000260	LOC117138236|XP_033156075.1|DMAU	CG8701|NP_610376.1|DMEL
OG0000261	LOC117150196|XP_033172876.1|DMAU	Cyp4ac3|NP_608918.1|DMEL
OG0000261	LOC117150193|XP_033172866.1|DMAU	Cyp4ac1|NP_608916.1|DMEL
OG0000261	LOC117150195|XP_033172875.1|DMAU	Cyp4ac2|NP_608917.3|DMEL
OG0000262	LOC117141155|XP_033160385.1|DMAU	Mdr65|NP_476831.1|DMEL
OG0000262	LOC117141321|XP_033160606.1|DMAU	CG10226|NP_648040.1|DMEL
OG0000262	LOC117136031|XP_033152539.1|DMAU	Mdr49|NP_523724.2|DMEL
OG0000263	LOC117137798|XP_033155361.1|DMAU	Cpr49Aa|NP_001097285.1|DMEL
OG0000263	LOC117140366|XP_033159118.1|DMAU	Cpr65Az|NP_648031.1|DMEL
OG0000264	LOC117146720|XP_033169049.1|DMAU	CanA-14F|NP_001245717.1|DMEL
OG0000264	LOC117147097|XP_033169754.1|DMAU	Pp2B-14D|NP_523373.2|DMEL
OG0000264	LOC117142318|XP_033162115.1|DMAU	CanA1|NP_524600.3|DMEL
OG0000265	LOC117140884|XP_033159925.1|DMAU	mth|NP_728521.1|DMEL
OG0000265	LOC117136777|XP_033153715.1|DMAU	mthl4|NP_788394.1|DMEL
OG0000265	LOC117136778|XP_033153717.1|DMAU	mthl3|NP_663308.1|DMEL
OG0000266	LOC117137909|XP_033155545.1|DMAU, LOC117149078|XP_033172615.1|DMAU	BomS5|NP_652366.1|DMEL
OG0000266	LOC117137913|XP_033155548.1|DMAU, LOC117149087|XP_033172626.1|DMAU	BomS3|NP_652368.1|DMEL
OG0000266	LOC117137912|XP_033155547.1|DMAU, LOC117149086|XP_033172625.1|DMAU	BomS6|NP_788402.1|DMEL
OG0000267	LOC117145281|XP_033166760.1|DMAU	CG15534|NP_651792.1|DMEL
OG0000267	LOC117143457|XP_033164060.1|DMAU	CG15533|NP_651791.2|DMEL
OG0000268	LOC117143294|XP_033163781.1|DMAU	Obp83b|NP_524242.2|DMEL
OG0000268	LOC117143245|XP_033163697.1|DMAU	Obp83a|NP_001287190.1|DMEL
OG0000269	LOC117143476|XP_033164081.1|DMAU	CG6763|NP_651138.1|DMEL
OG0000269	LOC117144341|XP_033165345.1|DMAU	CG5715|NP_651242.1|DMEL
OG0000270	LOC117138026|XP_033155725.1|DMAU	St1|NP_611815.3|DMEL
OG0000271	LOC117135155|XP_033151106.1|DMAU	ND-51|NP_608987.1|DMEL
OG0000271	LOC117138108|XP_033155861.1|DMAU	ND-51L1|NP_611238.2|DMEL
OG0000271	LOC117135471|XP_033151575.1|DMAU	ND-51L2|NP_725449.1|DMEL
OG0000272	LOC117140948|XP_033160039.1|DMAU	Ank2|NP_001189070.1|DMEL
OG0000272	LOC117146248|XP_033168076.1|DMAU	Ank|NP_001162819.1|DMEL
OG0000273	LOC117145885|XP_033167610.1|DMAU	Acyp2|NP_650491.1|DMEL
OG0000273	LOC117141021|XP_033160191.1|DMAU	CG34161|NP_001097143.1|DMEL
OG0000273	LOC117145795|XP_033167472.1|DMAU	CG11052|NP_652181.1|DMEL
OG0000274	LOC117137941|XP_033155593.1|DMAU	AttB|NP_523746.1|DMEL
OG0000274	LOC117137942|XP_033155594.1|DMAU	AttA|NP_523745.1|DMEL
OG0000276	LOC117147638|XP_033170495.1|DMAU	CG15056|NP_573291.1|DMEL
OG0000276	LOC117145489|XP_033167056.1|DMAU	CG14891|NP_650560.1|DMEL
OG0000277	LOC117145609|XP_033167215.1|DMAU	Gr93d|NP_732666.1|DMEL
OG0000277	LOC117145213|XP_033166672.1|DMAU	Gr92a|NP_732489.2|DMEL
OG0000277	LOC117145605|XP_033167210.1|DMAU	Gr93b|NP_732664.2|DMEL
OG0000277	LOC117143786|XP_033164518.1|DMAU	Gr93c|NP_732665.1|DMEL
OG0000278	LOC117147317|XP_033170058.1|DMAU	CG6788|NP_573254.1|DMEL
OG0000279	LOC117140638|XP_033159568.1|DMAU	S-Lap1|NP_648244.1|DMEL
OG0000279	LOC117139217|XP_033157290.1|DMAU	S-Lap2|NP_729394.1|DMEL
OG0000280	LOC117139360|XP_033157502.1|DMAU	CG9451|NP_649118.1|DMEL
OG0000280	LOC117139361|XP_033157503.1|DMAU	CG9449|NP_001137976.1|DMEL
OG0000280	LOC117139359|XP_033157501.1|DMAU	CG9452|NP_649119.2|DMEL
OG0000281	LOC117140279|XP_033158999.1|DMAU	zpg|NP_648049.1|DMEL
OG0000281	LOC117147372|XP_033170132.1|DMAU	Inx6|NP_572374.1|DMEL
OG0000281	LOC117148532|XP_033171837.1|DMAU	Inx5|NP_573353.2|DMEL
OG0000282	LOC117140344|XP_033159083.1|DMAU	Gr64f|NP_728924.2|DMEL
OG0000282	LOC117147052|XP_033169693.1|DMAU	Gr5a|NP_511050.1|DMEL
OG0000282	LOC117139167|XP_033157218.1|DMAU	Gr64e|NP_001027106.1|DMEL
OG0000283	LOC117136969|XP_033154030.1|DMAU	Twdlbeta|NP_610707.2|DMEL
OG0000283	LOC117143238|XP_033163679.1|DMAU	TwdlT|NP_651999.1|DMEL
OG0000284	LOC117144382|XP_033165409.1|DMAU	beat-Ib|NP_523579.1|DMEL
OG0000284	LOC117140394|XP_033159156.1|DMAU	beat-Ia|NP_001285975.1|DMEL
OG0000285	LOC117136662|XP_033153554.1|DMAU	Jheh1|NP_611385.1|DMEL
OG0000285	LOC117136663|XP_033153555.1|DMAU	Jheh2|NP_611386.2|DMEL
OG0000286	LOC117135607|XP_033151862.1|DMAU	NimB4|NP_788046.1|DMEL
OG0000286	LOC117135625|XP_033151886.1|DMAU	NimB1|NP_001260452.1|DMEL
OG0000286	LOC117135636|XP_033151906.1|DMAU	NimB5|NP_609692.3|DMEL
OG0000287	LOC117147719|XP_033170611.1|DMAU	Twdlalpha|NP_728020.1|DMEL
