Orthogroup	DMAU.longest_only	DPSE.longest_only
OG0000505	LOC117146524|XP_033168681.1|DMAU	LOC6901282|XP_002133983.3|DPSE
OG0000506	LOC117145531|XP_033167117.1|DMAU	LOC4802115|XP_001359096.4|DPSE
OG0000507	LOC117146408|XP_033168496.1|DMAU	LOC4814804|XP_001354869.1|DPSE
OG0000507	LOC117146409|XP_033168497.1|DMAU	LOC4814494|XP_001354870.1|DPSE
OG0000508	LOC117140326|XP_033159067.1|DMAU	LOC4814140|XP_033239943.1|DPSE
OG0000509	LOC117135944|XP_033152417.1|DMAU	LOC6898238|XP_002138304.2|DPSE
OG0000509	LOC117138012|XP_033155704.1|DMAU	LOC4803793|XP_033233214.1|DPSE
OG0000510	LOC117136378|XP_033153160.1|DMAU	LOC4805292|XP_001361714.2|DPSE
OG0000510	LOC117136377|XP_033153159.1|DMAU	LOC4805289|XP_001361711.3|DPSE
OG0000511	LOC117135132|XP_033151076.1|DMAU	LOC4817417|XP_001356535.3|DPSE
OG0000511	LOC117135131|XP_033151075.1|DMAU	LOC6902879|XP_033235822.1|DPSE
OG0000512	LOC117139929|XP_033158509.1|DMAU	LOC4817038|XP_002132750.2|DPSE
OG0000512	LOC117141455|XP_033160800.1|DMAU	LOC4812141|XP_033241147.1|DPSE
OG0000513	LOC117136170|XP_033152803.1|DMAU	LOC4803429|XP_001360144.1|DPSE
OG0000513	LOC117135228|XP_033151238.1|DMAU	LOC4817864|XP_001357241.2|DPSE
OG0000514	LOC117150501|XP_033173297.1|DMAU	LOC4816915|XP_001356561.3|DPSE
OG0000514	LOC117146529|XP_033168693.1|DMAU	LOC4816891|XP_033235890.1|DPSE
OG0000515	LOC117146268|XP_033168152.1|DMAU	LOC4811700|XP_001352282.1|DPSE
OG0000515	LOC117141566|XP_033160968.1|DMAU	LOC4812992|XP_001353265.3|DPSE
OG0000516	LOC117146392|XP_033168457.1|DMAU	LOC4815755|XP_001355513.3|DPSE
OG0000516	LOC117146389|XP_033168454.1|DMAU	LOC4815593|XP_001355512.4|DPSE
OG0000517	LOC117141040|XP_033160213.1|DMAU	LOC4812631|XP_001353025.3|DPSE
OG0000517	LOC117141037|XP_033160211.1|DMAU	LOC6900297|XP_002135619.2|DPSE
OG0000521	LOC117147774|XP_033170701.1|DMAU	LOC6901041|XP_002134520.2|DPSE
OG0000521	LOC117147775|XP_033170702.1|DMAU	LOC6901046|XP_002134525.3|DPSE
OG0000522	LOC117143763|XP_033164472.1|DMAU	LOC4802950|XP_001359763.3|DPSE
OG0000522	LOC117147625|XP_033170480.1|DMAU	LOC4815112|XP_001355111.1|DPSE
OG0000523	LOC117145989|XP_033167794.1|DMAU	LOC6904085|XP_002136435.2|DPSE
OG0000523	LOC117148308|XP_033171523.1|DMAU	LOC6901076|XP_015042262.1|DPSE
OG0000524	LOC117144180|XP_033165116.1|DMAU	LOC4800939|XP_001358125.3|DPSE
OG0000524	LOC117145555|XP_033167148.1|DMAU	LOC4801022|XP_015038701.2|DPSE
OG0000525	LOC117137020|XP_033154108.1|DMAU	LOC4805177|XP_001361624.2|DPSE
OG0000525	LOC117137826|XP_033155404.1|DMAU	LOC5495504|XP_001361623.2|DPSE
OG0000526	LOC117150733|XP_033173657.1|DMAU	LOC4818140|XP_001357255.2|DPSE
OG0000526	LOC117138399|XP_033156366.1|DMAU	LOC4804497|XP_001361053.1|DPSE
OG0000527	LOC117141159|XP_033160426.1|DMAU	LOC4817240|XP_001356485.3|DPSE
OG0000527	LOC117150209|XP_033172896.1|DMAU	LOC4816819|XP_015035861.2|DPSE
OG0000528	LOC117150976|XP_033174049.1|DMAU	LOC6903017|XP_002132739.2|DPSE
OG0000529	LOC117143584|XP_033164226.1|DMAU	LOC6902524|XP_002133066.2|DPSE
OG0000530	LOC117141488|XP_033160858.1|DMAU	LOC4812787|XP_001354024.4|DPSE
OG0000531	LOC117147627|XP_033170486.1|DMAU	LOC4817140|XP_001356655.1|DPSE
OG0000532	LOC117145836|XP_033167527.1|DMAU	LOC4803054|XP_001359855.3|DPSE
OG0000532	LOC117144012|XP_033164857.1|DMAU	LOC4803053|XP_001359854.2|DPSE
OG0000533	LOC117147490|XP_033170277.1|DMAU	LOC6902320|XP_002133847.3|DPSE
OG0000533	LOC117145584|XP_033167182.1|DMAU	LOC4802027|XP_001359027.3|DPSE
OG0000534	LOC117146760|XP_033169147.1|DMAU	LOC6901710|XP_033239959.1|DPSE
OG0000534	LOC117145121|XP_033166535.1|DMAU	LOC4818103|XP_001357365.4|DPSE
OG0000535	LOC117136498|XP_033153332.1|DMAU	LOC6898885|XP_002138856.1|DPSE
OG0000535	LOC117136401|XP_033153187.1|DMAU	LOC6898130|XP_002138209.2|DPSE
OG0000536	LOC117140504|XP_033159362.1|DMAU	LOC4813683|XP_033238862.1|DPSE
OG0000537	LOC117136926|XP_033153954.1|DMAU	LOC6898108|XP_033234955.1|DPSE, LOC6898109|XP_033234956.1|DPSE
OG0000538	LOC117137185|XP_033154399.1|DMAU	LOC6898331|XP_002138386.1|DPSE
OG0000538	LOC117137405|XP_033154719.1|DMAU	LOC4805047|XP_001361512.1|DPSE
OG0000539	LOC117144936|XP_033166279.1|DMAU	LOC4802207|XP_001359174.1|DPSE
OG0000539	LOC117144396|XP_033165423.1|DMAU	LOC4802210|XP_001359178.1|DPSE
OG0000540	LOC117150528|XP_033173343.1|DMAU	LOC4817460|XP_001356846.4|DPSE
OG0000541	LOC117137911|XP_033155546.1|DMAU, LOC117149080|XP_033172618.1|DMAU	LOC4804799|XP_001361304.1|DPSE
OG0000542	LOC117145710|XP_033167346.1|DMAU	LOC4803049|XP_001359850.3|DPSE
OG0000542	LOC117146317|XP_033168267.1|DMAU	LOC6899378|XP_002136151.2|DPSE
OG0000543	LOC117145534|XP_033167119.1|DMAU	LOC6896745|XP_002136952.1|DPSE
OG0000543	LOC117138272|XP_033156131.1|DMAU	LOC4804019|XP_001360649.4|DPSE
OG0000544	LOC117141372|XP_033160669.1|DMAU, LOC117149342|XP_033172659.1|DMAU	LOC4812104|XP_001352839.3|DPSE
OG0000544	LOC117142571|XP_033162529.1|DMAU	LOC4802993|XP_033232452.1|DPSE
OG0000545	LOC117145070|XP_033166476.1|DMAU	LOC4801212|XP_001358338.4|DPSE
OG0000545	LOC117144614|XP_033165799.1|DMAU	LOC6897107|XP_002137291.1|DPSE
OG0000546	LOC117144017|XP_033164864.1|DMAU	LOC4802856|XP_033240635.1|DPSE, LOC6897824|XP_002137929.2|DPSE
OG0000546	LOC117148717|XP_033172157.1|DMAU	LOC4814743|XP_001354896.1|DPSE
OG0000548	LOC117141541|XP_033160931.1|DMAU	LOC4813681|XP_001354072.2|DPSE
OG0000548	LOC117141379|XP_033160679.1|DMAU	LOC6900873|XP_002135230.3|DPSE
OG0000549	LOC117138410|XP_033156377.1|DMAU	LOC4804535|XP_001361083.2|DPSE
OG0000550	LOC117142097|XP_033161873.1|DMAU	LOC4812471|XP_001352502.2|DPSE
OG0000550	LOC117141650|XP_033161114.1|DMAU	LOC26533319|XP_015043637.1|DPSE
OG0000551	LOC117138541|XP_033156575.1|DMAU	LOC6901104|XP_033240465.1|DPSE
OG0000552	LOC117143075|XP_033163432.1|DMAU	LOC4800417|XP_001357696.3|DPSE
OG0000552	LOC117145182|XP_033166628.1|DMAU	LOC4800418|XP_001357697.5|DPSE
OG0000553	LOC117151074|XP_033174209.1|DMAU	LOC4817137|XP_001356356.2|DPSE
OG0000554	LOC117143298|XP_033163794.1|DMAU	LOC4800560|XP_001357815.3|DPSE
OG0000554	LOC117145830|XP_033167523.1|DMAU	LOC5495514|XP_001357816.2|DPSE
OG0000555	LOC117140851|XP_033159869.1|DMAU	LOC6900978|XP_002134675.1|DPSE, LOC6900977|XP_002134674.1|DPSE
OG0000555	LOC117140857|XP_033159877.1|DMAU	LOC4812517|XP_001352676.2|DPSE
OG0000556	LOC117148143|XP_033171261.1|DMAU	LOC6901207|XP_002133908.3|DPSE
OG0000556	LOC117145232|XP_033166697.1|DMAU	LOC6897561|XP_002137706.1|DPSE
OG0000557	LOC117144176|XP_033165112.1|DMAU	LOC4802608|XP_001359497.3|DPSE
OG0000557	LOC117143551|XP_033164182.1|DMAU	LOC4802609|XP_001359498.4|DPSE
OG0000558	LOC117143121|XP_033163499.1|DMAU	LOC4802332|XP_001359270.2|DPSE
OG0000558	LOC117147855|XP_033170821.1|DMAU	LOC6901821|XP_033239197.1|DPSE, LOC6901823|XP_033239198.1|DPSE
OG0000559	LOC117143297|XP_033163786.1|DMAU	LOC4801045|XP_001358209.4|DPSE
OG0000559	LOC117141597|XP_033161001.1|DMAU	LOC4812750|XP_001353161.2|DPSE
OG0000560	LOC117136435|XP_033153239.1|DMAU	LOC4803500|XP_001360215.1|DPSE
OG0000560	LOC117136434|XP_033153238.1|DMAU	LOC4803499|XP_001360214.2|DPSE
OG0000561	LOC117141068|XP_033160254.1|DMAU	LOC4813498|XP_001353394.3|DPSE
OG0000561	LOC117140867|XP_033159896.1|DMAU	LOC6900472|XP_002134862.2|DPSE
OG0000562	LOC117139546|XP_033157825.1|DMAU	LOC4813232|XP_033237684.1|DPSE
OG0000562	LOC117140486|XP_033159336.1|DMAU	LOC4813279|XP_001353925.4|DPSE
OG0000563	LOC117141612|XP_033161023.1|DMAU	LOC4813702|XP_001353495.3|DPSE
OG0000564	LOC117139327|XP_033157465.1|DMAU	LOC4813122|XP_001354077.2|DPSE
OG0000564	LOC117139328|XP_033157466.1|DMAU	LOC4813643|XP_001354078.2|DPSE, LOC6900876|XP_002135233.1|DPSE
OG0000565	LOC117146595|XP_033168809.1|DMAU, LOC117146450|XP_033168568.1|DMAU, LOC117146451|XP_033168570.1|DMAU	LOC26532649|XP_033237374.1|DPSE
OG0000566	LOC117145247|XP_033166720.1|DMAU	LOC6897427|XP_002137578.1|DPSE
OG0000566	LOC117141238|XP_033160492.1|DMAU	LOC6900916|XP_002134708.2|DPSE
OG0000567	LOC117147883|XP_033170858.1|DMAU	LOC5614322|XP_001354847.1|DPSE
OG0000567	LOC117147648|XP_033170511.1|DMAU	LOC4814933|XP_001354848.1|DPSE
OG0000568	LOC117148765|XP_033172252.1|DMAU	LOC6902237|XP_033239367.1|DPSE
OG0000568	LOC117143405|XP_033163989.1|DMAU	LOC4802742|XP_001359605.4|DPSE
OG0000569	LOC117143814|XP_033164551.1|DMAU	LOC4801511|XP_001358590.1|DPSE
OG0000569	LOC117141767|XP_033161289.1|DMAU	LOC13036368|XP_033240924.1|DPSE
OG0000570	LOC117144673|XP_033165885.1|DMAU	LOC4801716|XP_001358761.2|DPSE
OG0000570	LOC117145007|XP_033166391.1|DMAU	LOC4801717|XP_001358762.3|DPSE
OG0000571	LOC117144833|XP_033166109.1|DMAU	LOC13036342|XP_033241136.1|DPSE
OG0000571	LOC117144405|XP_033165431.1|DMAU	LOC6897042|XP_015038775.1|DPSE
OG0000572	LOC117145390|XP_033166917.1|DMAU	LOC6897189|XP_002137369.3|DPSE
OG0000572	LOC117144091|XP_033164997.1|DMAU	LOC4801423|XP_001358519.4|DPSE
OG0000573	LOC117141993|XP_033161728.1|DMAU	LOC4813694|XP_015043436.2|DPSE
OG0000573	LOC117136418|XP_033153219.1|DMAU	LOC4804525|XP_001361074.2|DPSE
OG0000574	LOC117140993|XP_033160134.1|DMAU	LOC6900151|XP_002135490.1|DPSE
OG0000574	LOC117144796|XP_033166063.1|DMAU	LOC4803062|XP_001359863.3|DPSE
OG0000575	LOC117140190|XP_033158859.1|DMAU	LOC4813214|XP_001353412.3|DPSE
OG0000575	LOC117139986|XP_033158582.1|DMAU	LOC4813906|XP_001353411.4|DPSE
OG0000576	LOC117143739|XP_033164440.1|DMAU	LOC4802933|XP_001359748.5|DPSE
OG0000577	LOC117139158|XP_033157211.1|DMAU	LOC6902956|XP_033235893.1|DPSE
OG0000577	LOC117135254|XP_033151291.1|DMAU	LOC4817196|XP_001356666.2|DPSE
OG0000578	LOC117146824|XP_033169272.1|DMAU	LOC4816432|XP_001356044.4|DPSE
OG0000578	LOC117136726|XP_033153643.1|DMAU	LOC6898159|XP_015039207.2|DPSE
OG0000579	LOC117143888|XP_033164680.1|DMAU	LOC4801638|XP_001358693.1|DPSE
OG0000579	LOC117142105|XP_033161882.1|DMAU	LOC4813308|XP_001353500.1|DPSE
OG0000580	LOC117144755|XP_033166005.1|DMAU	LOC4803110|XP_015038295.1|DPSE
OG0000580	LOC117144756|XP_033166006.1|DMAU	LOC4803111|XP_033232517.1|DPSE
OG0000581	LOC117146114|XP_033167993.1|DMAU	LOC4803297|XP_015038440.1|DPSE
OG0000581	LOC117147504|XP_033170299.1|DMAU	LOC4814892|XP_033241443.1|DPSE
OG0000582	LOC117139113|XP_033157144.1|DMAU	LOC4813894|XP_001353277.4|DPSE
OG0000582	LOC117136765|XP_033153700.1|DMAU	LOC4803660|XP_001360343.1|DPSE
OG0000583	LOC117135753|XP_033152100.1|DMAU	LOC26534038|XP_015039506.1|DPSE
OG0000583	LOC117138559|XP_033156609.1|DMAU	LOC4804492|XP_033233386.1|DPSE
OG0000584	LOC117150809|XP_033173759.1|DMAU	LOC4816110|XP_001355835.2|DPSE
OG0000584	LOC117142375|XP_033162199.1|DMAU	LOC6898271|XP_033234614.1|DPSE, LOC6902399|XP_002133334.2|DPSE
OG0000585	LOC117139090|XP_033157102.1|DMAU, LOC117140864|XP_033159893.1|DMAU	LOC4814141|XP_001354201.2|DPSE, LOC26533186|XP_015042409.1|DPSE
OG0000586	LOC117136220|XP_033152886.1|DMAU	LOC4803691|XP_001360368.3|DPSE
OG0000586	LOC117137134|XP_033154324.1|DMAU	LOC6898765|XP_002138743.2|DPSE
OG0000589	LOC117148201|XP_033171372.1|DMAU	LOC4815360|XP_001354625.3|DPSE
OG0000590	LOC117142882|XP_033163046.1|DMAU	LOC4801237|XP_001358360.1|DPSE
OG0000590	LOC117148928|XP_033172541.1|DMAU	LOC4814484|XP_001355168.1|DPSE
OG0000592	LOC117138482|XP_033156504.1|DMAU	LOC4803632|XP_001360320.1|DPSE
OG0000592	LOC117136615|XP_033153491.1|DMAU	LOC4803883|XP_001360531.2|DPSE
OG0000593	LOC117144992|XP_033166356.1|DMAU	LOC4800481|XP_015038591.2|DPSE
OG0000593	LOC117147692|XP_033170570.1|DMAU	LOC4811676|XP_001352261.1|DPSE
OG0000594	LOC117145735|XP_033167386.1|DMAU	LOC4801166|XP_001358300.1|DPSE
OG0000594	LOC117145608|XP_033167214.1|DMAU	LOC4802611|XP_001359500.4|DPSE
OG0000595	LOC117143688|XP_033164365.1|DMAU	LOC6897421|XP_033235936.1|DPSE
OG0000595	LOC117144576|XP_033165721.1|DMAU	LOC6896845|XP_015038810.2|DPSE
OG0000596	LOC117146467|XP_033168594.1|DMAU	LOC6902113|XP_002133644.2|DPSE
OG0000596	LOC117145496|XP_033167067.1|DMAU	LOC4803225|XP_001360001.3|DPSE, LOC117183962|XP_033235598.1|DPSE
OG0000597	LOC117142900|XP_033163072.1|DMAU	LOC4800368|XP_001357547.2|DPSE
OG0000597	LOC117145873|XP_033167588.1|DMAU	LOC6896884|XP_002137074.3|DPSE
OG0000598	LOC117142628|XP_033162622.1|DMAU	LOC6897185|XP_002137365.2|DPSE
OG0000599	LOC117140768|XP_033159741.1|DMAU	LOC4813096|XP_001353665.2|DPSE
OG0000599	LOC117139641|XP_033157992.1|DMAU	LOC4813310|XP_033241091.1|DPSE
OG0000600	LOC117137974|XP_033155638.1|DMAU	LOC6898338|XP_015039563.2|DPSE
OG0000600	LOC117137706|XP_033155169.1|DMAU	LOC26532284|XP_015039562.1|DPSE
OG0000601	LOC117150568|XP_033173410.1|DMAU	LOC4817900|XP_001357390.2|DPSE
OG0000601	LOC117138148|XP_033155920.1|DMAU	LOC6902759|XP_033236894.1|DPSE
OG0000602	LOC117150785|XP_033173722.1|DMAU	LOC4816513|XP_001356129.2|DPSE
OG0000602	LOC117150792|XP_033173729.1|DMAU	LOC4816712|XP_001356131.2|DPSE
OG0000603	LOC117151083|XP_033174222.1|DMAU	LOC4817241|XP_001356615.4|DPSE
OG0000604	LOC117138175|XP_033155957.1|DMAU	LOC6902540|XP_002133081.2|DPSE
OG0000604	LOC117138189|XP_033155983.1|DMAU	LOC4816552|XP_001356001.1|DPSE
OG0000605	LOC117138562|XP_033156656.1|DMAU	LOC4818195|XP_001357506.3|DPSE
OG0000606	LOC117144463|XP_033165516.1|DMAU	LOC117185018|XP_033240344.1|DPSE
OG0000607	LOC117144625|XP_033165811.1|DMAU	LOC4802096|XP_001359081.3|DPSE
OG0000607	LOC117144328|XP_033165332.1|DMAU	LOC4803193|XP_001359976.3|DPSE
OG0000608	LOC117145480|XP_033167048.1|DMAU	LOC4802179|XP_001359148.2|DPSE
OG0000608	LOC117142771|XP_033162848.1|DMAU	LOC4802184|XP_033233462.1|DPSE
OG0000609	LOC117146830|XP_033169275.1|DMAU, LOC117141074|XP_033160267.1|DMAU	LOC6901587|XP_033239096.1|DPSE
OG0000610	LOC117140307|XP_033159043.1|DMAU	LOC4813783|XP_001353483.3|DPSE
OG0000610	LOC117136922|XP_033153949.1|DMAU	LOC4805242|XP_001361675.1|DPSE
OG0000611	LOC117138619|XP_033156719.1|DMAU	LOC6898992|XP_004444534.3|DPSE
OG0000611	LOC117137683|XP_033155142.1|DMAU	LOC6898249|XP_002138315.3|DPSE
OG0000612	LOC117140794|XP_033159779.1|DMAU, LOC117140798|XP_033159786.1|DMAU	LOC6900824|XP_033237968.1|DPSE
OG0000612	LOC117140796|XP_033159783.1|DMAU	LOC6900822|XP_002135181.2|DPSE
OG0000614	LOC117145192|XP_033166644.1|DMAU	LOC4800278|XP_001357617.3|DPSE
OG0000615	LOC117148524|XP_033171829.1|DMAU	LOC4811656|XP_001352247.4|DPSE
OG0000615	LOC117142476|XP_033162383.1|DMAU	LOC4801510|XP_001358589.2|DPSE
OG0000616	LOC117147928|XP_033170955.1|DMAU, LOC117147752|XP_033170651.1|DMAU	LOC4814421|XP_001354361.3|DPSE
OG0000617	LOC117143061|XP_033163409.1|DMAU	LOC4800658|XP_001357891.4|DPSE
OG0000617	LOC117142509|XP_033162436.1|DMAU	LOC4800836|XP_001358040.1|DPSE
OG0000618	LOC117143160|XP_033163562.1|DMAU	LOC4800978|XP_001358159.3|DPSE
OG0000618	LOC117139303|XP_033157433.1|DMAU	LOC4812876|XP_015042925.1|DPSE
OG0000619	LOC117136888|XP_033153889.1|DMAU	LOC6898218|XP_002138284.2|DPSE
OG0000620	LOC117147554|XP_033170387.1|DMAU	LOC6901295|XP_002133996.1|DPSE
OG0000620	LOC117139571|XP_033157864.1|DMAU	LOC6900998|XP_033240629.1|DPSE
OG0000621	LOC117144171|XP_033165104.1|DMAU	LOC4801862|XP_001358892.1|DPSE
OG0000621	LOC117147032|XP_033169617.1|DMAU	LOC4815012|XP_001354963.1|DPSE
OG0000622	LOC117141548|XP_033160943.1|DMAU	LOC4812350|XP_001352849.2|DPSE
OG0000622	LOC117141409|XP_033160723.1|DMAU	LOC6900919|XP_002134715.3|DPSE
OG0000623	LOC117139983|XP_033158578.1|DMAU	LOC4812255|XP_001352457.1|DPSE
OG0000623	LOC117139055|XP_033157056.1|DMAU	LOC6900389|XP_002134782.1|DPSE
OG0000624	LOC117136835|XP_033153807.1|DMAU	LOC4804445|XP_001361006.2|DPSE
OG0000625	LOC117139435|XP_033157623.1|DMAU	LOC6900084|XP_002135442.3|DPSE
OG0000625	LOC117139436|XP_033157628.1|DMAU	LOC4812270|XP_001352696.3|DPSE
OG0000626	LOC117137664|XP_033155114.1|DMAU	LOC117183536|XP_033233519.1|DPSE
OG0000626	LOC117136923|XP_033153950.1|DMAU	LOC4804552|XP_001361095.1|DPSE
OG0000627	LOC117139752|XP_033158207.1|DMAU	LOC6900693|XP_002135057.2|DPSE
OG0000627	LOC117146504|XP_033168650.1|DMAU	LOC4816010|XP_001355645.2|DPSE
OG0000628	LOC117143705|XP_033164398.1|DMAU	LOC4816521|XP_001356133.3|DPSE
OG0000628	LOC117135917|XP_033152379.1|DMAU	LOC26532948|XP_033236571.1|DPSE
OG0000629	LOC117145419|XP_033166955.1|DMAU	LOC4803127|XP_001359921.1|DPSE
OG0000629	LOC117150369|XP_033173122.1|DMAU	LOC4818181|XP_001357493.2|DPSE
OG0000630	LOC117144094|XP_033165004.1|DMAU	LOC4816382|XP_001356278.3|DPSE
OG0000630	LOC117138999|XP_033156971.1|DMAU	LOC4816685|XP_001356281.3|DPSE
OG0000631	LOC117144114|XP_033165036.1|DMAU	LOC4817346|XP_003736148.2|DPSE
OG0000631	LOC117150315|XP_033173037.1|DMAU	LOC4818061|XP_001357345.2|DPSE
OG0000632	LOC117150547|XP_033173370.1|DMAU	LOC4817690|XP_033236034.1|DPSE
OG0000632	LOC117135948|XP_033152429.1|DMAU	LOC6903174|XP_002132874.2|DPSE
OG0000633	LOC117139136|XP_033157176.1|DMAU	LOC26532380|XP_033238178.1|DPSE
OG0000633	LOC117139105|XP_033157129.1|DMAU	LOC117184390|XP_033237378.1|DPSE
OG0000635	LOC117136680|XP_033153581.1|DMAU	LOC4805547|XP_001361933.3|DPSE
OG0000635	LOC117146747|XP_033169114.1|DMAU	LOC4811660|XP_033239499.1|DPSE, LOC6903938|XP_033239641.1|DPSE
OG0000636	LOC117141772|XP_033161297.1|DMAU	LOC4816727|XP_001356280.3|DPSE
OG0000636	LOC117143871|XP_033164643.1|DMAU	LOC4816383|XP_001356279.1|DPSE
OG0000637	LOC117148145|XP_033171265.1|DMAU	LOC4815481|XP_001355693.3|DPSE
OG0000637	LOC117148144|XP_033171264.1|DMAU	LOC6902266|XP_033240055.1|DPSE
OG0000638	LOC117142822|XP_033162932.1|DMAU	LOC4801740|XP_001358783.2|DPSE
OG0000638	LOC117148196|XP_033171360.1|DMAU	LOC4815589|XP_001355506.1|DPSE, LOC6903708|XP_002136766.1|DPSE
OG0000639	LOC117140166|XP_033158830.1|DMAU	LOC6900636|XP_015043044.2|DPSE
OG0000641	LOC117150705|XP_033173608.1|DMAU	LOC26532899|XP_033235172.1|DPSE, LOC117183988|XP_033235670.1|DPSE, LOC6903516|XP_033235486.1|DPSE, LOC6903511|XP_033235682.1|DPSE, LOC6898466|XP_033234868.1|DPSE
OG0000641	LOC117143591|XP_033164230.1|DMAU	LOC6902340|XP_002133286.3|DPSE, LOC6902341|XP_033236752.1|DPSE
OG0000642	LOC117137981|XP_033155647.1|DMAU	LOC26532738|XP_033237250.1|DPSE
OG0000642	LOC117150810|XP_033173760.1|DMAU	LOC6903497|XP_002132376.3|DPSE, LOC6903499|XP_002132378.3|DPSE, LOC6903498|XP_002132377.3|DPSE
OG0000643	LOC117145694|XP_033167326.1|DMAU, LOC117142534|XP_033162472.1|DMAU, LOC117144635|XP_033165821.1|DMAU, LOC117145690|XP_033167322.1|DMAU	LOC4801186|XP_001358318.3|DPSE
OG0000644	LOC117141328|XP_033160618.1|DMAU, LOC117141325|XP_033160615.1|DMAU, LOC117141326|XP_033160616.1|DMAU	LOC6900790|XP_033239123.1|DPSE, LOC6900749|XP_002135108.2|DPSE
OG0000645	LOC117137111|XP_033154293.1|DMAU	LOC26532189|XP_015036349.2|DPSE, LOC6903162|XP_002132863.2|DPSE
OG0000646	LOC117142560|XP_033162501.1|DMAU	LOC4801783|XP_001358820.3|DPSE
OG0000646	LOC117142564|XP_033162507.1|DMAU	LOC4801657|XP_015037346.2|DPSE
OG0000647	LOC117144711|XP_033165942.1|DMAU	LOC4801911|XP_001358930.3|DPSE
OG0000647	LOC117148758|XP_033172244.1|DMAU	LOC6902239|XP_002133766.3|DPSE
OG0000648	LOC117147780|XP_033170708.1|DMAU	LOC6901232|XP_002133933.3|DPSE
OG0000648	LOC117148002|XP_033171050.1|DMAU	LOC6901234|XP_002133935.2|DPSE
OG0000649	LOC117148020|XP_033171077.1|DMAU	LOC6901152|XP_033238861.1|DPSE
OG0000649	LOC117147910|XP_033170910.1|DMAU	LOC4814229|XP_001354341.1|DPSE
OG0000650	LOC117142347|XP_033162157.1|DMAU	LOC4801767|XP_001358808.2|DPSE
OG0000650	LOC117146278|XP_033168164.1|DMAU	LOC4811841|XP_001352382.1|DPSE
OG0000651	LOC117140706|XP_033159663.1|DMAU	LOC4812007|XP_015043563.2|DPSE
OG0000651	LOC117138975|XP_033156928.1|DMAU	LOC4813063|XP_001353653.1|DPSE
OG0000652	LOC117137821|XP_033155396.1|DMAU	LOC26533502|XP_015039224.2|DPSE
OG0000652	LOC117147582|XP_033170417.1|DMAU	LOC4815109|XP_001355134.1|DPSE
OG0000653	LOC117145168|XP_033166607.1|DMAU	LOC26533820|XP_033238158.1|DPSE
OG0000653	LOC117143725|XP_033164420.1|DMAU	LOC4801972|XP_001358985.1|DPSE
OG0000654	LOC117139267|XP_033157378.1|DMAU	LOC4812389|XP_001352761.3|DPSE
OG0000654	LOC117139145|XP_033157188.1|DMAU	LOC4812097|XP_033240237.1|DPSE
OG0000655	LOC117137767|XP_033155278.1|DMAU	LOC4805460|XP_001361855.1|DPSE
OG0000655	LOC117138819|XP_033156861.1|DMAU	LOC4817590|XP_033235187.1|DPSE
OG0000656	LOC117143330|XP_033163878.1|DMAU	LOC4802578|XP_001359473.2|DPSE
OG0000656	LOC117143331|XP_033163879.1|DMAU	LOC6897655|XP_002137794.2|DPSE
OG0000657	LOC117139037|XP_033157029.1|DMAU	LOC117184960|XP_033240121.1|DPSE
OG0000657	LOC117135291|XP_033151352.1|DMAU	LOC4817090|XP_001356700.2|DPSE
OG0000658	LOC117147558|XP_033170391.1|DMAU	LOC6901354|XP_002134054.1|DPSE
OG0000658	LOC117143468|XP_033164072.1|DMAU	LOC4802390|XP_001359318.3|DPSE
OG0000659	LOC117136390|XP_033153177.1|DMAU	LOC4816635|XP_001356148.3|DPSE
OG0000659	LOC117150669|XP_033173559.1|DMAU	LOC4816645|XP_033235703.1|DPSE
OG0000660	LOC117135316|XP_033151404.1|DMAU	LOC4816947|XP_001356832.4|DPSE
OG0000661	LOC117141077|XP_033160266.1|DMAU	LOC4811907|XP_001352685.1|DPSE
OG0000661	LOC117150280|XP_033172987.1|DMAU	LOC4817136|XP_033235368.1|DPSE
OG0000662	LOC117140756|XP_033159729.1|DMAU	LOC6900549|XP_002134933.1|DPSE
OG0000662	LOC117142832|XP_033162954.1|DMAU	LOC6902103|XP_002133634.2|DPSE
OG0000663	LOC117137679|XP_033155139.1|DMAU	LOC6898123|XP_002138203.2|DPSE
OG0000664	LOC117148846|XP_033172396.1|DMAU	LOC4814640|XP_001355171.1|DPSE
OG0000665	LOC117145905|XP_033167646.1|DMAU	LOC4803217|XP_001359993.3|DPSE
OG0000665	LOC117145904|XP_033167645.1|DMAU	LOC4803215|XP_001359991.4|DPSE
OG0000666	LOC117135416|XP_033151459.1|DMAU	LOC6898073|XP_002138158.2|DPSE
OG0000666	LOC117146672|XP_033168911.1|DMAU	LOC4815799|XP_003736159.2|DPSE
OG0000667	LOC117147302|XP_033170039.1|DMAU	LOC6902177|XP_002133708.2|DPSE
OG0000667	LOC117144758|XP_033166008.1|DMAU	LOC4803113|XP_001359910.3|DPSE
OG0000668	LOC117141768|XP_033161290.1|DMAU	LOC6897801|XP_002137906.2|DPSE
OG0000668	LOC117144795|XP_033166062.1|DMAU	LOC4801302|XP_001358420.1|DPSE
OG0000669	LOC117146391|XP_033168456.1|DMAU	LOC4815829|XP_001355515.4|DPSE
OG0000669	LOC117146390|XP_033168455.1|DMAU	LOC4815547|XP_001355516.3|DPSE
OG0000670	LOC117147465|XP_033170247.1|DMAU	LOC4816022|XP_033240399.1|DPSE
OG0000671	LOC117145325|XP_033166815.1|DMAU	LOC6897786|XP_003736824.2|DPSE
