Orthogroup	DMAU.longest_only	DEUG.longest_only
OG0001684	LOC117146242|XP_033168051.1|DMAU	LOC108102367|XP_017062771.1|DEUG
OG0001685	LOC117149967|XP_033172755.1|DMAU	LOC108103138|XP_017064037.1|DEUG
OG0001686	LOC117147431|XP_033170202.1|DMAU, LOC117147429|XP_033170201.1|DMAU	LOC108106055|XP_017068402.1|DEUG
OG0001687	LOC117147250|XP_033169959.1|DMAU	LOC108105415|XP_017067452.1|DEUG
OG0001688	LOC117146919|XP_033169438.1|DMAU, LOC117146917|XP_033169435.1|DMAU	LOC108103235|XP_017064124.1|DEUG
OG0001689	LOC117148136|XP_033171254.1|DMAU	LOC108109987|XP_017074311.1|DEUG
OG0001690	LOC117141882|XP_033161464.1|DMAU	LOC108107750|XP_017070903.1|DEUG
OG0001691	LOC117150377|XP_033173129.1|DMAU	LOC108106855|XP_017069587.1|DEUG
OG0001692	LOC117144643|XP_033165829.1|DMAU	LOC108117179|XP_017084957.1|DEUG
OG0001693	LOC117147884|XP_033170859.1|DMAU	LOC108118390|XP_017086553.1|DEUG
OG0001694	LOC117143088|XP_033163456.1|DMAU	LOC108116806|XP_017084342.1|DEUG
OG0001695	LOC117136802|XP_033153757.1|DMAU	LOC108113365|XP_017079422.1|DEUG
OG0001696	LOC117142225|XP_033161967.1|DMAU	LOC108117489|XP_017085454.1|DEUG
OG0001697	LOC117143205|XP_033163641.1|DMAU	LOC108113703|XP_017079869.1|DEUG
OG0001698	LOC117148498|XP_033171771.1|DMAU	LOC108105052|XP_017066945.1|DEUG
OG0001699	LOC117142581|XP_033162542.1|DMAU	LOC108113722|XP_017079893.1|DEUG
OG0001700	LOC117143129|XP_033163510.1|DMAU	LOC108109722|XP_017073854.1|DEUG
OG0001701	LOC117144739|XP_033165982.1|DMAU	LOC108115352|XP_017082262.1|DEUG
OG0001702	LOC117150609|XP_033173504.1|DMAU	LOC108110774|XP_017075480.1|DEUG
OG0001703	LOC117145659|XP_033167282.1|DMAU	LOC108115577|XP_017082576.1|DEUG
OG0001704	LOC117145652|XP_033167273.1|DMAU	LOC108115579|XP_017082579.1|DEUG
OG0001705	LOC117143342|XP_033163896.1|DMAU	LOC108111407|XP_017076346.1|DEUG
OG0001706	LOC117136263|XP_033152972.1|DMAU	LOC108105566|XP_017067699.1|DEUG
OG0001707	LOC117145673|XP_033167296.1|DMAU	LOC108108845|XP_017072545.1|DEUG
OG0001708	LOC117142755|XP_033162828.1|DMAU	LOC108116994|XP_017084648.1|DEUG
OG0001709	LOC117139411|XP_033157579.1|DMAU	LOC108108071|XP_017071440.1|DEUG
OG0001710	LOC117143161|XP_033163563.1|DMAU	LOC108109550|XP_017073609.1|DEUG
OG0001711	LOC117143117|XP_033163495.1|DMAU	LOC108115646|XP_017082689.1|DEUG
OG0001712	LOC117146121|XP_033168009.1|DMAU	LOC108116601|XP_017084046.1|DEUG
OG0001713	LOC117145402|XP_033166931.1|DMAU	LOC108116329|XP_017083629.1|DEUG
OG0001714	LOC117145842|XP_033167539.1|DMAU	LOC108114971|XP_017081673.1|DEUG
OG0001715	LOC117147805|XP_033170748.1|DMAU	LOC108103470|XP_017064458.1|DEUG
OG0001716	LOC117148334|XP_033171559.1|DMAU	LOC108103442|XP_017064412.1|DEUG
OG0001717	LOC117145190|XP_033166640.1|DMAU	LOC108111396|XP_017076320.1|DEUG
OG0001718	LOC117146000|XP_033167808.1|DMAU	LOC108115650|XP_017082693.1|DEUG, LOC108115567|XP_017082563.1|DEUG
OG0001719	LOC117142255|XP_033162005.1|DMAU	LOC108108834|XP_017072527.1|DEUG
OG0001720	LOC117146061|XP_033167892.1|DMAU	LOC108116244|XP_017083524.1|DEUG
OG0001721	LOC117143303|XP_033163801.1|DMAU	LOC108109440|XP_017073430.1|DEUG
OG0001722	LOC117139475|XP_033157684.1|DMAU	LOC108114430|XP_017080908.1|DEUG
OG0001723	LOC117137199|XP_033154440.1|DMAU	LOC108105563|XP_017067698.1|DEUG
OG0001724	LOC117136752|XP_033153675.1|DMAU	LOC108109048|XP_017072849.1|DEUG
OG0001725	LOC117136464|XP_033153286.1|DMAU	LOC108104788|XP_017066536.1|DEUG
OG0001726	LOC117139808|XP_033158326.1|DMAU	LOC108114348|XP_017080777.1|DEUG
OG0001727	LOC117145265|XP_033166741.1|DMAU	LOC108115697|XP_017082756.1|DEUG
OG0001728	LOC117136259|XP_033152968.1|DMAU	LOC108106722|XP_017069448.1|DEUG
OG0001729	LOC117137805|XP_033155371.1|DMAU	LOC108107270|XP_017070191.1|DEUG
OG0001730	LOC117150672|XP_033173565.1|DMAU	LOC108104094|XP_017065479.1|DEUG
OG0001731	LOC117135757|XP_033152104.1|DMAU	LOC108112557|XP_017077991.1|DEUG
OG0001732	LOC117150700|XP_033173603.1|DMAU	LOC108113480|XP_017079552.1|DEUG
OG0001733	LOC117136477|XP_033153305.1|DMAU	LOC108108896|XP_017072606.1|DEUG
OG0001734	LOC117136828|XP_033153793.1|DMAU	LOC108104443|XP_017065993.1|DEUG
OG0001735	LOC117139498|XP_033157717.1|DMAU	LOC108114514|XP_017081024.1|DEUG
OG0001736	LOC117137538|XP_033154925.1|DMAU	LOC108112031|XP_017077268.1|DEUG
OG0001737	LOC117138405|XP_033156374.1|DMAU	LOC108109137|XP_017073023.1|DEUG
OG0001738	LOC117140852|XP_033159870.1|DMAU	LOC108108658|XP_017072251.1|DEUG, LOC108114705|XP_017081292.1|DEUG
OG0001739	LOC117136292|XP_033153019.1|DMAU	LOC108113003|XP_017078910.1|DEUG
OG0001740	LOC117138551|XP_033156601.1|DMAU	LOC108109039|XP_017072826.1|DEUG
OG0001741	LOC117146027|XP_033167849.1|DMAU	LOC108109391|XP_017073377.1|DEUG
OG0001742	LOC117137874|XP_033155491.1|DMAU	LOC108104791|XP_017066542.1|DEUG
OG0001743	LOC117139096|XP_033157115.1|DMAU	LOC108114135|XP_017080406.1|DEUG
OG0001744	LOC117136242|XP_033152918.1|DMAU	LOC108106536|XP_017069163.1|DEUG
OG0001745	LOC117136869|XP_033153861.1|DMAU	LOC108112484|XP_017077837.1|DEUG
OG0001746	LOC117141171|XP_033160398.1|DMAU	LOC108114349|XP_017080778.1|DEUG
OG0001747	LOC117138668|XP_033156797.1|DMAU	LOC108112523|XP_017077937.1|DEUG
OG0001748	LOC117141425|XP_033160749.1|DMAU	LOC108108282|XP_017071773.1|DEUG
OG0001749	LOC117136334|XP_033153086.1|DMAU	LOC108107419|XP_017070437.1|DEUG
OG0001750	LOC117136331|XP_033153078.1|DMAU	LOC108107417|XP_017070435.1|DEUG
OG0001751	LOC117141443|XP_033160787.1|DMAU	LOC108108519|XP_017072077.1|DEUG
OG0001752	LOC117141504|XP_033160881.1|DMAU	LOC108107524|XP_017070554.1|DEUG
OG0001753	LOC117139565|XP_033157853.1|DMAU	LOC108107938|XP_017071256.1|DEUG
OG0001754	LOC117135776|XP_033152136.1|DMAU	LOC108113156|XP_017079154.1|DEUG
OG0001755	LOC117141477|XP_033160838.1|DMAU	LOC108107716|XP_017070815.1|DEUG
OG0001756	LOC117138595|XP_033156667.1|DMAU	LOC108112814|XP_017078601.1|DEUG
OG0001757	LOC117136958|XP_033154013.1|DMAU	LOC108112650|XP_017078270.1|DEUG
OG0001758	LOC117139762|XP_033158220.1|DMAU	LOC108104005|XP_017065287.1|DEUG
OG0001759	LOC117138369|XP_033156327.1|DMAU	LOC108112535|XP_017077950.1|DEUG
OG0001760	LOC117137922|XP_033155563.1|DMAU	LOC108104559|XP_017066191.1|DEUG
OG0001761	LOC117136476|XP_033153301.1|DMAU	LOC108109262|XP_017073234.1|DEUG
OG0001762	LOC117150520|XP_033173329.1|DMAU	LOC108107007|XP_017069836.1|DEUG
OG0001763	LOC117150788|XP_033173728.1|DMAU	LOC108107016|XP_017069849.1|DEUG
OG0001764	LOC117143711|XP_033164401.1|DMAU	LOC108111512|XP_017076516.1|DEUG
OG0001765	LOC117135514|XP_033151642.1|DMAU	LOC108104475|XP_017066044.1|DEUG
OG0001766	LOC117140041|XP_033158668.1|DMAU	LOC108110838|XP_017075568.1|DEUG
OG0001767	LOC117150681|XP_033173577.1|DMAU	LOC108111201|XP_017076084.1|DEUG
OG0001768	LOC117145961|XP_033167752.1|DMAU	LOC108111173|XP_017076041.1|DEUG
OG0001769	LOC117150157|XP_033172847.1|DMAU	LOC108102474|XP_017062971.1|DEUG
OG0001770	LOC117148851|XP_033172404.1|DMAU	LOC108111067|XP_017075884.1|DEUG
OG0001771	LOC117150590|XP_033173437.1|DMAU	LOC108111233|XP_017076125.1|DEUG
OG0001772	LOC117145476|XP_033167046.1|DMAU	LOC108110829|XP_017075555.1|DEUG
OG0001773	LOC117150201|XP_033172885.1|DMAU	LOC108111013|XP_017075816.1|DEUG
OG0001774	LOC117136505|XP_033153340.1|DMAU	LOC108107289|XP_017070234.1|DEUG
OG0001775	LOC117148940|XP_033172557.1|DMAU	LOC108117274|XP_017085119.1|DEUG
OG0001776	LOC117135184|XP_033151142.1|DMAU	LOC108107042|XP_017069892.1|DEUG
OG0001777	LOC117141801|XP_033161341.1|DMAU	LOC108107098|XP_017069969.1|DEUG
OG0001778	LOC117150503|XP_033173300.1|DMAU	LOC108114301|XP_017081096.1|DEUG
OG0001779	LOC117147518|XP_033170328.1|DMAU	LOC108110756|XP_017075454.1|DEUG
OG0001780	LOC117136367|XP_033153139.1|DMAU	LOC108105584|XP_017067712.1|DEUG
OG0001781	LOC117142149|XP_033161929.1|DMAU	LOC108114860|XP_017081495.1|DEUG
OG0001782	LOC117150657|XP_033173539.1|DMAU	LOC108105790|XP_017068006.1|DEUG
OG0001783	LOC117145902|XP_033167647.1|DMAU	LOC108110979|XP_017075776.1|DEUG
OG0001784	LOC117150947|XP_033174011.1|DMAU	LOC108111021|XP_017075828.1|DEUG
OG0001785	LOC117136455|XP_033153270.1|DMAU	LOC108104795|XP_017066553.1|DEUG
OG0001786	LOC117148092|XP_033171199.1|DMAU	LOC108107157|XP_017070053.1|DEUG
OG0001787	LOC117139124|XP_033157166.1|DMAU	LOC108107028|XP_017069865.1|DEUG
OG0001788	LOC117135493|XP_033151605.1|DMAU	LOC108106784|XP_017069515.1|DEUG
OG0001789	LOC117136950|XP_033153991.1|DMAU	LOC108113195|XP_017079211.1|DEUG
OG0001790	LOC117150832|XP_033173794.1|DMAU	LOC108107171|XP_017070075.1|DEUG
OG0001791	LOC117138336|XP_033156265.1|DMAU	LOC108106546|XP_017069192.1|DEUG
OG0001792	LOC117139729|XP_033158161.1|DMAU	LOC108107041|XP_017069890.1|DEUG
OG0001793	LOC117135411|XP_033151450.1|DMAU	LOC108106526|XP_017069141.1|DEUG
OG0001794	LOC117150504|XP_033173301.1|DMAU	LOC108115125|XP_017082287.1|DEUG
OG0001795	LOC117139585|XP_033157893.1|DMAU	LOC108118424|XP_017086594.1|DEUG
OG0001796	LOC117147680|XP_033170549.1|DMAU	LOC108103505|XP_017064505.1|DEUG
OG0001797	LOC117146303|XP_033168232.1|DMAU	LOC108102337|XP_017062648.1|DEUG
OG0001798	LOC117138242|XP_033156083.1|DMAU	LOC108112803|XP_017078581.1|DEUG
OG0001799	LOC117148429|XP_033171693.1|DMAU	LOC108117676|XP_017085694.1|DEUG
OG0001799	LOC117148428|XP_033171692.1|DMAU	LOC108117675|XP_017085693.1|DEUG
OG0001800	LOC117141187|XP_033160420.1|DMAU	LOC108107158|XP_017070055.1|DEUG
OG0001801	LOC117139480|XP_033157690.1|DMAU	LOC108114662|XP_017081230.1|DEUG
OG0001802	LOC117143564|XP_033164200.1|DMAU	LOC108109536|XP_017073590.1|DEUG
OG0001803	LOC117144035|XP_033164891.1|DMAU	LOC108115175|XP_017081985.1|DEUG
OG0001804	LOC117142991|XP_033163235.1|DMAU	LOC108115327|XP_017082224.1|DEUG
OG0001805	LOC117141181|XP_033160410.1|DMAU	LOC108109863|XP_017074137.1|DEUG
OG0001806	LOC117145880|XP_033167595.1|DMAU	LOC108117512|XP_017085489.1|DEUG
OG0001807	LOC117144675|XP_033165887.1|DMAU	LOC108105612|XP_017067780.1|DEUG
OG0001808	LOC117145339|XP_033166840.1|DMAU	LOC108116365|XP_017083684.1|DEUG
OG0001809	LOC117142647|XP_033162644.1|DMAU	LOC108114989|XP_017081710.1|DEUG
OG0001810	LOC117145083|XP_033166491.1|DMAU	LOC108115639|XP_017082681.1|DEUG
OG0001811	LOC117137064|XP_033154169.1|DMAU	LOC108109298|XP_017073283.1|DEUG
OG0001812	LOC117146439|XP_033168543.1|DMAU	LOC108103761|XP_017064868.1|DEUG
OG0001813	LOC117142830|XP_033162950.1|DMAU	LOC108117087|XP_017084774.1|DEUG
OG0001814	LOC117142566|XP_033162508.1|DMAU	LOC108115162|XP_017081962.1|DEUG
OG0001815	LOC117144789|XP_033166049.1|DMAU	LOC108115399|XP_017082325.1|DEUG
OG0001816	LOC117137212|XP_033154458.1|DMAU	LOC108114922|XP_017081599.1|DEUG
OG0001817	LOC117138259|XP_033156111.1|DMAU	LOC108104806|XP_017066577.1|DEUG
OG0001818	LOC117148233|XP_033171417.1|DMAU	LOC108117589|XP_017085580.1|DEUG
OG0001819	LOC117135453|XP_033151530.1|DMAU	LOC108111955|XP_017077137.1|DEUG
OG0001820	LOC117146967|XP_033169526.1|DMAU	LOC108104926|XP_017066767.1|DEUG
OG0001821	LOC117138006|XP_033155699.1|DMAU	LOC108107202|XP_017070108.1|DEUG
OG0001822	LOC117137747|XP_033155222.1|DMAU	LOC108112244|XP_017077555.1|DEUG
OG0001823	LOC117140245|XP_033158938.1|DMAU	LOC108114307|XP_017080700.1|DEUG
OG0001824	LOC117151071|XP_033174204.1|DMAU	LOC108111054|XP_017075875.1|DEUG
OG0001825	LOC117138084|XP_033155824.1|DMAU	LOC108108904|XP_017072617.1|DEUG
OG0001826	LOC117137620|XP_033155042.1|DMAU	LOC108112772|XP_017078529.1|DEUG
OG0001827	LOC117138144|XP_033155913.1|DMAU	LOC108112478|XP_017077824.1|DEUG
OG0001828	LOC117146567|XP_033168757.1|DMAU	LOC108118378|XP_017086539.1|DEUG
OG0001829	LOC117137383|XP_033154687.1|DMAU	LOC108106764|XP_017069493.1|DEUG
OG0001830	LOC117135880|XP_033152314.1|DMAU	LOC108112226|XP_017077535.1|DEUG
OG0001831	LOC117141475|XP_033160836.1|DMAU	LOC108108610|XP_017072197.1|DEUG
OG0001832	LOC117148545|XP_033171870.1|DMAU	LOC108103256|XP_017064153.1|DEUG
OG0001833	LOC117137509|XP_033154881.1|DMAU	LOC108107258|XP_017070175.1|DEUG
OG0001834	LOC117142523|XP_033162460.1|DMAU	LOC108116162|XP_017083386.1|DEUG
OG0001837	LOC117139928|XP_033158504.1|DMAU	LOC108104629|XP_017066293.1|DEUG
OG0001838	LOC117137650|XP_033155078.1|DMAU	LOC108112051|XP_017077293.1|DEUG
OG0001839	LOC117141914|XP_033161533.1|DMAU	LOC108110585|XP_017075171.1|DEUG
OG0001839	LOC117136295|XP_033153029.1|DMAU	LOC108108971|XP_017072716.1|DEUG
OG0001840	LOC117148925|XP_033172539.1|DMAU	LOC108118421|XP_017086587.1|DEUG
OG0001840	LOC117149176|XP_033172645.1|DMAU	LOC108118484|XP_017086706.1|DEUG
OG0001841	LOC117140525|XP_033159397.1|DMAU	LOC108104674|XP_017066355.1|DEUG
OG0001841	LOC117140526|XP_033159401.1|DMAU	LOC108104673|XP_017066354.1|DEUG
OG0001842	LOC117141991|XP_033161721.1|DMAU	LOC108107688|XP_017070781.1|DEUG
OG0001842	LOC117140784|XP_033159770.1|DMAU	LOC108107166|XP_017070067.1|DEUG
OG0001843	LOC117139363|XP_033157506.1|DMAU	LOC108108734|XP_017072361.1|DEUG, LOC108108733|XP_017072359.1|DEUG
OG0001844	LOC117140374|XP_033159130.1|DMAU	LOC108104259|XP_017065696.1|DEUG, LOC108104260|XP_017065697.1|DEUG
OG0001845	LOC117144705|XP_033165937.1|DMAU	LOC108103512|XP_017064512.1|DEUG
OG0001845	LOC117136646|XP_033153532.1|DMAU	LOC108112311|XP_017077626.1|DEUG
OG0001846	LOC117144178|XP_033165114.1|DMAU	LOC108117024|XP_017084682.1|DEUG
OG0001846	LOC117144229|XP_033165185.1|DMAU	LOC108117023|XP_017084680.1|DEUG
OG0001849	LOC117142817|XP_033162924.1|DMAU	LOC108116628|XP_017084096.1|DEUG, LOC108102449|XP_017062945.1|DEUG
OG0001850	LOC117146243|XP_033168055.1|DMAU	LOC108102376|XP_017062785.1|DEUG
OG0001851	LOC117146341|XP_033168363.1|DMAU	LOC108102308|XP_017062558.1|DEUG
OG0001852	LOC117139610|XP_033157940.1|DMAU	LOC108104724|XP_017066445.1|DEUG
OG0001853	LOC117143309|XP_033163810.1|DMAU	LOC108113576|XP_017079656.1|DEUG
OG0001854	LOC117147202|XP_033169902.1|DMAU	LOC108110074|XP_017074445.1|DEUG
OG0001855	LOC117137835|XP_033155416.1|DMAU	LOC108112430|XP_017077762.1|DEUG
OG0001856	LOC117148110|XP_033171220.1|DMAU	LOC108116505|XP_017083933.1|DEUG
OG0001857	LOC117147274|XP_033169998.1|DMAU	LOC108109714|XP_017073835.1|DEUG
OG0001858	LOC117148801|XP_033172307.1|DMAU	LOC108109961|XP_017074265.1|DEUG
OG0001859	LOC117146707|XP_033169013.1|DMAU, LOC117147084|XP_033169739.1|DMAU	LOC108114590|XP_017081173.1|DEUG
OG0001860	LOC117140057|XP_033158686.1|DMAU	LOC108108640|XP_017072230.1|DEUG
OG0001861	LOC117144970|XP_033166322.1|DMAU	LOC108115812|XP_017082889.1|DEUG
OG0001862	LOC117147352|XP_033170106.1|DMAU	LOC108117688|XP_017085704.1|DEUG
OG0001863	LOC117146761|XP_033169150.1|DMAU	LOC108102997|XP_017063803.1|DEUG
OG0001864	LOC117144458|XP_033165504.1|DMAU	LOC108109136|XP_017073026.1|DEUG
OG0001865	LOC117148095|XP_033171198.1|DMAU	LOC108103491|XP_017064488.1|DEUG
OG0001866	LOC117144886|XP_033166194.1|DMAU	LOC108102444|XP_017062930.1|DEUG, LOC108116968|XP_017084612.1|DEUG
OG0001867	LOC117141083|XP_033160273.1|DMAU	LOC108108496|XP_017072038.1|DEUG
OG0001868	LOC117137783|XP_033155301.1|DMAU	LOC108103404|XP_017064350.1|DEUG
OG0001869	LOC117145210|XP_033166666.1|DMAU	LOC108110161|XP_017074572.1|DEUG
OG0001870	LOC117148788|XP_033172289.1|DMAU	LOC108103239|XP_017064128.1|DEUG
OG0001871	LOC117148942|XP_033172558.1|DMAU	LOC108117284|XP_017085130.1|DEUG
OG0001872	LOC117145282|XP_033166761.1|DMAU	LOC108111453|XP_017076413.1|DEUG
OG0001873	LOC117143067|XP_033163416.1|DMAU	LOC108117629|XP_017085650.1|DEUG
OG0001874	LOC117143203|XP_033163639.1|DMAU	LOC108113735|XP_017079911.1|DEUG
OG0001875	LOC117144951|XP_033166299.1|DMAU	LOC108113500|XP_017079577.1|DEUG
OG0001876	LOC117146430|XP_033168528.1|DMAU	LOC108110060|XP_017074430.1|DEUG
OG0001877	LOC117147395|XP_033170155.1|DMAU	LOC108103328|XP_017064253.1|DEUG
OG0001878	LOC117143973|XP_033164800.1|DMAU	LOC108116934|XP_017084568.1|DEUG
OG0001879	LOC117143194|XP_033163621.1|DMAU	LOC108113777|XP_017079965.1|DEUG
OG0001880	LOC117143107|XP_033163480.1|DMAU	LOC108117122|XP_017084842.1|DEUG
OG0001881	LOC117143780|XP_033164504.1|DMAU	LOC108115085|XP_017081822.1|DEUG
OG0001882	LOC117143895|XP_033164690.1|DMAU	LOC108115811|XP_017082888.1|DEUG
OG0001883	LOC117145908|XP_033167653.1|DMAU	LOC108115629|XP_017082669.1|DEUG
OG0001884	LOC117144102|XP_033165011.1|DMAU	LOC108110234|XP_017074709.1|DEUG
OG0001885	LOC117150674|XP_033173570.1|DMAU	LOC108104097|XP_017065482.1|DEUG
OG0001886	LOC117142439|XP_033162294.1|DMAU	LOC108109797|XP_017073999.1|DEUG
OG0001887	LOC117138376|XP_033156335.1|DMAU	LOC108113334|XP_017079380.1|DEUG
OG0001888	LOC117145098|XP_033166508.1|DMAU	LOC108114982|XP_017081702.1|DEUG
OG0001889	LOC117147800|XP_033170741.1|DMAU	LOC108117630|XP_017085646.1|DEUG
OG0001890	LOC117139848|XP_033158386.1|DMAU	LOC108114456|XP_017080946.1|DEUG
OG0001891	LOC117144169|XP_033165102.1|DMAU	LOC108117034|XP_017084692.1|DEUG
OG0001892	LOC117139156|XP_033157206.1|DMAU	LOC108114678|XP_017081294.1|DEUG
OG0001893	LOC117143031|XP_033163311.1|DMAU	LOC108115760|XP_017082816.1|DEUG
OG0001894	LOC117137008|XP_033154087.1|DMAU	LOC108113285|XP_017079324.1|DEUG
OG0001895	LOC117146235|XP_033168031.1|DMAU	LOC108102317|XP_017062579.1|DEUG
OG0001896	LOC117137794|XP_033155349.1|DMAU	LOC108104198|XP_017065631.1|DEUG
OG0001897	LOC117146040|XP_033167868.1|DMAU	LOC108108388|XP_017071925.1|DEUG
OG0001898	LOC117148600|XP_033171972.1|DMAU, LOC117148601|XP_033171973.1|DMAU	LOC108110063|XP_017074432.1|DEUG
OG0001899	LOC117143115|XP_033163491.1|DMAU	LOC108117222|XP_017085038.1|DEUG
OG0001900	LOC117140396|XP_033159154.1|DMAU	LOC108108784|XP_017072446.1|DEUG
OG0001901	LOC117150513|XP_033173313.1|DMAU	LOC108106977|XP_017069786.1|DEUG
OG0001903	LOC117143453|XP_033164053.1|DMAU	LOC108115008|XP_017081739.1|DEUG
OG0001904	LOC117145527|XP_033167110.1|DMAU	LOC108115993|XP_017083152.1|DEUG
OG0001905	LOC117147360|XP_033170115.1|DMAU	LOC108111840|XP_017076933.1|DEUG
OG0001906	LOC117143289|XP_033163767.1|DMAU	LOC108110200|XP_017074655.1|DEUG
OG0001907	LOC117147626|XP_033170481.1|DMAU	LOC108103019|XP_017063833.1|DEUG
OG0001908	LOC117145943|XP_033167714.1|DMAU	LOC108115848|XP_017082951.1|DEUG
OG0001909	LOC117148752|XP_033172234.1|DMAU	LOC108118077|XP_017086109.1|DEUG
OG0001910	LOC117143974|XP_033164802.1|DMAU	LOC108108382|XP_017071919.1|DEUG
OG0001911	LOC117146088|XP_033167931.1|DMAU	LOC108111492|XP_017076468.1|DEUG
OG0001912	LOC117136466|XP_033153288.1|DMAU	LOC108106278|XP_017068733.1|DEUG
OG0001913	LOC117150413|XP_033173171.1|DMAU	LOC108111098|XP_017075927.1|DEUG
OG0001914	LOC117142681|XP_033162711.1|DMAU	LOC108116584|XP_017084014.1|DEUG
OG0001915	LOC117140447|XP_033159263.1|DMAU	LOC108103590|XP_017064604.1|DEUG
OG0001916	LOC117136515|XP_033153350.1|DMAU	LOC108112007|XP_017077233.1|DEUG
OG0001917	LOC117140951|XP_033160060.1|DMAU	LOC108109833|XP_017074066.1|DEUG
OG0001918	LOC117139412|XP_033157580.1|DMAU	LOC108108072|XP_017071441.1|DEUG
OG0001919	LOC117135662|XP_033151944.1|DMAU	LOC108112862|XP_017078677.1|DEUG
OG0001920	LOC117142126|XP_033161913.1|DMAU	LOC108104660|XP_017066335.1|DEUG
OG0001921	LOC117135628|XP_033151891.1|DMAU	LOC108114907|XP_017081572.1|DEUG
OG0001922	LOC117135431|XP_033151484.1|DMAU	LOC108113061|XP_017078986.1|DEUG
OG0001923	LOC117139504|XP_033157726.1|DMAU	LOC108107865|XP_017071123.1|DEUG
OG0001924	LOC117135844|XP_033152248.1|DMAU	LOC108118164|XP_017086214.1|DEUG
OG0001925	LOC117139245|XP_033157347.1|DMAU	LOC108108007|XP_017071351.1|DEUG
OG0001926	LOC117139146|XP_033157195.1|DMAU	LOC108109873|XP_017074155.1|DEUG
OG0001927	LOC117135791|XP_033152174.1|DMAU	LOC108106665|XP_017069382.1|DEUG
OG0001928	LOC117141730|XP_033161238.1|DMAU	LOC108114354|XP_017080783.1|DEUG
OG0001929	LOC117141641|XP_033161087.1|DMAU	LOC108113975|XP_017080182.1|DEUG
OG0001930	LOC117135510|XP_033151637.1|DMAU	LOC108112707|XP_017078417.1|DEUG
OG0001931	LOC117141390|XP_033160696.1|DMAU	LOC108113909|XP_017080105.1|DEUG
OG0001932	LOC117139963|XP_033158553.1|DMAU	LOC108114341|XP_017080761.1|DEUG
OG0001933	LOC117137475|XP_033154840.1|DMAU	LOC108112682|XP_017078363.1|DEUG
OG0001934	LOC117140427|XP_033159232.1|DMAU	LOC108114703|XP_017081290.1|DEUG
OG0001935	LOC117140603|XP_033159505.1|DMAU	LOC108114438|XP_017080918.1|DEUG
OG0001937	LOC117138654|XP_033156773.1|DMAU	LOC108106593|XP_017069269.1|DEUG
OG0001938	LOC117138328|XP_033156256.1|DMAU	LOC108106426|XP_017068944.1|DEUG
OG0001939	LOC117137232|XP_033154481.1|DMAU	LOC108108923|XP_017072664.1|DEUG
OG0001940	LOC117137818|XP_033155387.1|DMAU	LOC108112508|XP_017077884.1|DEUG
OG0001941	LOC117139746|XP_033158197.1|DMAU	LOC108104687|XP_017066382.1|DEUG
OG0001942	LOC117137073|XP_033154192.1|DMAU	LOC108112289|XP_017077599.1|DEUG
OG0001943	LOC117140426|XP_033159231.1|DMAU	LOC108113950|XP_017080151.1|DEUG
OG0001944	LOC117141194|XP_033160433.1|DMAU	LOC108104699|XP_017066401.1|DEUG
OG0001945	LOC117136038|XP_033152559.1|DMAU	LOC108112804|XP_017078582.1|DEUG
OG0001946	LOC117136659|XP_033153551.1|DMAU	LOC108113033|XP_017078952.1|DEUG
OG0001947	LOC117136488|XP_033153318.1|DMAU	LOC108112314|XP_017077630.1|DEUG
OG0001948	LOC117147188|XP_033169881.1|DMAU	LOC108109950|XP_017074252.1|DEUG
OG0001949	LOC117139563|XP_033157850.1|DMAU	LOC108114169|XP_017080452.1|DEUG
OG0001950	LOC117144259|XP_033165248.1|DMAU	LOC108115291|XP_017082161.1|DEUG
OG0001951	LOC117137839|XP_033155422.1|DMAU	LOC108112482|XP_017077833.1|DEUG
OG0001952	LOC117138225|XP_033156061.1|DMAU	LOC108111700|XP_017076738.1|DEUG
OG0001953	LOC117137857|XP_033155461.1|DMAU	LOC108113258|XP_017079297.1|DEUG
OG0001954	LOC117135569|XP_033151775.1|DMAU	LOC108104802|XP_017066572.1|DEUG
OG0001955	LOC117137756|XP_033155261.1|DMAU	LOC108112170|XP_017077436.1|DEUG
OG0001956	LOC117141197|XP_033160439.1|DMAU	LOC108109799|XP_017073997.1|DEUG
OG0001957	LOC117137963|XP_033155625.1|DMAU	LOC108109076|XP_017072924.1|DEUG
OG0001958	LOC117137177|XP_033154382.1|DMAU	LOC108112877|XP_017078703.1|DEUG
OG0001959	LOC117139984|XP_033158579.1|DMAU	LOC108114023|XP_017080259.1|DEUG
OG0001960	LOC117140017|XP_033158636.1|DMAU	LOC108102790|XP_017063447.1|DEUG
OG0001961	LOC117136055|XP_033152592.1|DMAU	LOC108107433|XP_017070450.1|DEUG
OG0001962	LOC117137007|XP_033154085.1|DMAU	LOC108113284|XP_017079323.1|DEUG
OG0001963	LOC117139437|XP_033157629.1|DMAU	LOC108114604|XP_017081154.1|DEUG
OG0001964	LOC117139888|XP_033158457.1|DMAU	LOC108102748|XP_017063388.1|DEUG
OG0001965	LOC117141983|XP_033161683.1|DMAU	LOC108114146|XP_017080419.1|DEUG
OG0001966	LOC117145559|XP_033167153.1|DMAU	LOC108107557|XP_017070637.1|DEUG
OG0001967	LOC117137536|XP_033154921.1|DMAU	LOC108109271|XP_017073249.1|DEUG
OG0001968	LOC117141284|XP_033160545.1|DMAU	LOC108114737|XP_017081338.1|DEUG
