Orthogroup	DMAU.longest_only	DSIM.longest_only
OG0001296	LOC117136188|XP_033152825.1|DMAU	LOC6733154|XP_016026029.1|DSIM
OG0001297	LOC117143113|XP_033163487.1|DMAU	LOC6729472|XP_016036143.1|DSIM
OG0001298	LOC117145398|XP_033166926.1|DMAU	LOC6727209|XP_039151808.1|DSIM
OG0001299	LOC117140247|XP_033158940.1|DMAU	LOC6736836|XP_039150345.1|DSIM
OG0001300	LOC117145814|XP_033167506.1|DMAU	LOC120285394|XP_039154056.1|DSIM, LOC6739814|XP_016022664.2|DSIM, LOC6728560|XP_039150856.1|DSIM
OG0001301	LOC117150485|XP_033173275.1|DMAU	LOC6731275|XP_002078432.1|DSIM
OG0001302	LOC117137477|XP_033154841.1|DMAU	LOC6735326|XP_016028673.1|DSIM
OG0001303	LOC117144495|XP_033165573.1|DMAU	LOC6727767|XP_002103129.3|DSIM
OG0001303	LOC117143885|XP_033164674.1|DMAU	LOC6727765|XP_002103127.1|DSIM
OG0001304	LOC117135821|XP_033152220.1|DMAU	LOC6734391|XP_016027515.1|DSIM
OG0001305	LOC117145235|XP_033166701.1|DMAU	LOC6726831|XP_016033338.1|DSIM
OG0001306	LOC117144423|XP_033165456.1|DMAU	LOC6727785|XP_016034355.1|DSIM
OG0001307	LOC117139434|XP_033157621.1|DMAU	LOC6736942|XP_016030589.1|DSIM
OG0001308	LOC117148458|XP_033171720.1|DMAU	LOC6726605|XP_002107554.2|DSIM
OG0001309	LOC117146052|XP_033167882.1|DMAU	LOC6727821|XP_016034406.1|DSIM
OG0001310	LOC117148031|XP_033171096.1|DMAU	LOC6726501|XP_039152352.1|DSIM
OG0001311	LOC117148484|XP_033171755.1|DMAU	LOC6726363|XP_039152972.1|DSIM
OG0001312	LOC117140140|XP_033158799.1|DMAU	LOC6737618|XP_039149901.1|DSIM
OG0001312	LOC117140142|XP_033158800.1|DMAU	LOC6737619|XP_002084451.1|DSIM
OG0001313	LOC117136606|XP_033153482.1|DMAU	LOC6734547|XP_002081556.2|DSIM
OG0001314	LOC117139781|XP_033158287.1|DMAU	LOC6732264|XP_002079393.1|DSIM
OG0001315	LOC117146738|XP_033169078.1|DMAU	LOC6739939|XP_002076828.1|DSIM
OG0001316	LOC117137824|XP_033155398.1|DMAU	LOC27206178|XP_016028356.1|DSIM
OG0001317	LOC117141527|XP_033160910.1|DMAU	LOC6732406|XP_016025069.1|DSIM
OG0001318	LOC117136371|XP_033153149.1|DMAU	LOC6730798|XP_016023213.1|DSIM
OG0001319	LOC117148796|XP_033172303.1|DMAU	LOC6732308|XP_002079436.1|DSIM
OG0001319	LOC117148787|XP_033172292.1|DMAU	LOC6732307|XP_002079435.1|DSIM
OG0001320	LOC117137791|XP_033155338.1|DMAU	LOC6734114|XP_016027126.1|DSIM
OG0001321	LOC117137495|XP_033154864.1|DMAU	LOC6735184|XP_002082158.1|DSIM
OG0001322	LOC117143017|XP_033163285.1|DMAU	LOC6728499|XP_016035134.1|DSIM
OG0001322	LOC117145129|XP_033166541.1|DMAU	LOC6726804|XP_002102211.1|DSIM
OG0001323	LOC117150829|XP_033173787.1|DMAU	LOC27209000|XP_016023384.1|DSIM
OG0001323	LOC117150828|XP_033173786.1|DMAU	LOC6730935|XP_002078099.1|DSIM
OG0001324	LOC117143689|XP_033164371.1|DMAU	LOC6732598|XP_002079717.1|DSIM
OG0001325	LOC117144357|XP_033165365.1|DMAU	LOC6728927|XP_002104255.1|DSIM
OG0001325	LOC117144344|XP_033165347.1|DMAU	LOC6728926|XP_002104254.1|DSIM
OG0001326	LOC117143150|XP_033163539.1|DMAU	LOC6730214|XP_016036972.1|DSIM
OG0001328	LOC117147759|XP_033170669.1|DMAU	LOC6726083|XP_016039526.1|DSIM
OG0001329	LOC117147856|XP_033170822.1|DMAU	LOC6726156|XP_002107132.1|DSIM
OG0001330	LOC117146784|XP_033169202.1|DMAU	LOC27208201|XP_016039287.2|DSIM
OG0001331	LOC117148048|XP_033171124.1|DMAU	LOC6739911|XP_016037671.1|DSIM
OG0001332	LOC117147795|XP_033170735.1|DMAU	LOC6726219|XP_002107194.1|DSIM
OG0001333	LOC117150795|XP_033173740.1|DMAU	LOC6730841|XP_016023251.1|DSIM
OG0001334	LOC117144636|XP_033165822.1|DMAU	LOC6730228|XP_016036980.1|DSIM
OG0001335	LOC117144751|XP_033165998.1|DMAU	LOC6728439|XP_016035041.1|DSIM
OG0001337	LOC117146432|XP_033168530.1|DMAU	LOC6726210|XP_016039735.1|DSIM
OG0001338	LOC117138576|XP_033156639.1|DMAU	LOC6734864|XP_016028125.1|DSIM
OG0001339	LOC117138676|XP_033156818.1|DMAU	LOC27206165|XP_016027169.1|DSIM
OG0001340	LOC117141377|XP_033160676.1|DMAU	LOC6739795|XP_016033110.1|DSIM
OG0001341	LOC117146020|XP_033167842.1|DMAU	LOC6729452|XP_016036127.1|DSIM
OG0001342	LOC117145838|XP_033167533.1|DMAU	LOC6730159|XP_016036920.1|DSIM
OG0001343	LOC117144524|XP_033165637.1|DMAU	LOC6726939|XP_016033434.2|DSIM
OG0001344	LOC117142321|XP_033162119.1|DMAU	LOC27206382|XP_016037050.1|DSIM
OG0001345	LOC117143223|XP_033163663.1|DMAU	LOC6728695|XP_002104031.2|DSIM
OG0001346	LOC117144484|XP_033165555.1|DMAU	LOC6728822|XP_002104156.1|DSIM
OG0001347	LOC117147918|XP_033170926.1|DMAU	LOC6726621|XP_002107570.1|DSIM
OG0001348	LOC117146570|XP_033168761.1|DMAU	LOC6726188|XP_002107164.1|DSIM
OG0001349	LOC117140871|XP_033159900.1|DMAU	LOC6737276|XP_016030991.1|DSIM
OG0001350	LOC117140188|XP_033158854.1|DMAU	LOC6737657|XP_002084489.1|DSIM
OG0001351	LOC117135564|XP_033151762.1|DMAU	LOC6733808|XP_002080852.2|DSIM
OG0001352	LOC117138579|XP_033156643.1|DMAU	LOC6733182|XP_016026061.1|DSIM
OG0001353	LOC117140837|XP_033159836.1|DMAU	LOC6738145|XP_002084958.1|DSIM
OG0001354	LOC117135867|XP_033152289.1|DMAU	LOC6735910|XP_016029266.1|DSIM
OG0001355	LOC117136014|XP_033152522.1|DMAU	LOC6735728|XP_016029097.1|DSIM
OG0001356	LOC117144134|XP_033165050.1|DMAU	LOC6728585|XP_016035215.1|DSIM
OG0001357	LOC117140957|XP_033160069.1|DMAU	LOC6737172|XP_002084018.2|DSIM
OG0001358	LOC117139186|XP_033157244.1|DMAU	LOC6738600|XP_016032444.1|DSIM
OG0001359	LOC117146447|XP_033168562.1|DMAU	LOC6731250|XP_002078409.1|DSIM
OG0001360	LOC117136868|XP_033153860.1|DMAU	LOC6733800|XP_002080844.1|DSIM
OG0001361	LOC117141023|XP_033160187.1|DMAU	LOC6737465|XP_002084301.1|DSIM
OG0001362	LOC117140656|XP_033159588.1|DMAU	LOC6737471|XP_002084307.2|DSIM
OG0001363	LOC117145131|XP_033166542.1|DMAU	LOC6727435|XP_002102816.1|DSIM
OG0001364	LOC117138487|XP_033156508.1|DMAU	LOC6733927|XP_016026981.1|DSIM
OG0001365	LOC117141158|XP_033160388.1|DMAU	LOC6737256|XP_002084096.1|DSIM
OG0001366	LOC117140586|XP_033159483.1|DMAU	LOC6737220|XP_016030923.1|DSIM
OG0001367	LOC117135976|XP_033152480.1|DMAU	LOC6735723|XP_039148391.1|DSIM
OG0001368	LOC117137825|XP_033155399.1|DMAU	LOC6733668|XP_002080715.2|DSIM
OG0001369	LOC117146403|XP_033168478.1|DMAU	LOC6740112|XP_002076996.1|DSIM
OG0001370	LOC117138553|XP_033156602.1|DMAU	LOC6735871|XP_016029234.1|DSIM
OG0001371	LOC117137015|XP_033154098.1|DMAU	LOC27207654|XP_039148635.1|DSIM
OG0001372	LOC117136225|XP_033152894.1|DMAU	LOC6734616|XP_016027765.2|DSIM
OG0001373	LOC117150511|XP_033173309.1|DMAU	LOC6731101|XP_016023631.1|DSIM
OG0001374	LOC117138169|XP_033155941.1|DMAU	LOC6734459|XP_016027581.1|DSIM
OG0001375	LOC117145183|XP_033166629.1|DMAU	LOC6726727|XP_016033224.1|DSIM
OG0001376	LOC117137716|XP_033155180.1|DMAU	LOC6734002|XP_016027030.1|DSIM
OG0001377	LOC117150687|XP_033173624.1|DMAU	LOC27206518|XP_016024032.1|DSIM
OG0001378	LOC117150432|XP_033173201.1|DMAU	LOC6731260|XP_016023819.1|DSIM
OG0001379	LOC117142663|XP_033162691.1|DMAU	LOC6730885|XP_016023312.1|DSIM
OG0001380	LOC117138187|XP_033155977.1|DMAU	LOC6733172|XP_016026049.1|DSIM
OG0001381	LOC117138516|XP_033156540.1|DMAU	LOC6734740|XP_016027949.1|DSIM
OG0001382	LOC117135307|XP_033151386.1|DMAU	LOC6730818|XP_039150896.1|DSIM
OG0001383	LOC117135473|XP_033151580.1|DMAU	LOC6733628|XP_002080682.1|DSIM
OG0001384	LOC117150607|XP_033173457.1|DMAU	LOC6732775|XP_002079888.1|DSIM
OG0001385	LOC117150851|XP_033173819.1|DMAU	LOC6731657|XP_016024339.1|DSIM
OG0001387	LOC117141892|XP_033161484.1|DMAU	LOC6731354|XP_016023942.1|DSIM
OG0001388	LOC117138729|XP_033156854.1|DMAU	LOC6731761|XP_016024445.1|DSIM
OG0001389	LOC117145081|XP_033166489.1|DMAU	LOC6729245|XP_016035900.1|DSIM
OG0001390	LOC117142744|XP_033162820.1|DMAU	LOC6730970|XP_016023433.1|DSIM
OG0001391	LOC117142477|XP_033162388.1|DMAU	LOC6732781|XP_002079894.1|DSIM
OG0001392	LOC117148757|XP_033172242.1|DMAU	LOC6725026|XP_016037975.2|DSIM
OG0001393	LOC117139843|XP_033158384.1|DMAU	LOC6732749|XP_016025474.1|DSIM
OG0001394	LOC117137259|XP_033154515.1|DMAU	LOC6731801|XP_016024484.1|DSIM
OG0001395	LOC117143497|XP_033164105.1|DMAU	LOC6728011|XP_002103363.1|DSIM
OG0001396	LOC117147284|XP_033170019.1|DMAU	LOC6725443|XP_002106459.1|DSIM
OG0001397	LOC117145099|XP_033166509.1|DMAU	LOC6728512|XP_016035154.1|DSIM
OG0001398	LOC117147906|XP_033170906.1|DMAU	LOC6725617|XP_016038812.1|DSIM
OG0001399	LOC117137959|XP_033155613.1|DMAU	LOC6736189|XP_016026009.1|DSIM
OG0001400	LOC117143334|XP_033163886.1|DMAU	LOC6728267|XP_002103616.1|DSIM
OG0001401	LOC117140082|XP_033158726.1|DMAU	LOC6738802|XP_002085602.2|DSIM
OG0001402	LOC117141036|XP_033160210.1|DMAU	LOC6739652|XP_016032078.1|DSIM
OG0001403	LOC117141310|XP_033160587.1|DMAU	LOC6738721|XP_016032536.1|DSIM
OG0001404	LOC117135629|XP_033151893.1|DMAU	LOC6734327|XP_016027396.1|DSIM
OG0001405	LOC117137727|XP_033155193.1|DMAU	LOC6735669|XP_002082587.1|DSIM
OG0001406	LOC117148322|XP_033171545.1|DMAU	LOC27206766|XP_016038897.1|DSIM
OG0001407	LOC117141445|XP_033160790.1|DMAU	LOC6738456|XP_002085263.1|DSIM
OG0001408	LOC117135587|XP_033151812.1|DMAU	LOC6734676|XP_002081683.1|DSIM
OG0001411	LOC117144749|XP_033165995.1|DMAU	LOC6728109|XP_002103460.1|DSIM
OG0001412	LOC117141864|XP_033161479.1|DMAU	LOC6732535|XP_016025192.2|DSIM
OG0001412	LOC117151093|XP_033174232.1|DMAU	LOC6732124|XP_002079256.3|DSIM
OG0001413	LOC117136789|XP_033153736.1|DMAU	LOC6735034|XP_002082015.1|DSIM
OG0001413	LOC117136980|XP_033154047.1|DMAU	LOC6735033|XP_002082014.1|DSIM
OG0001414	LOC117137873|XP_033155490.1|DMAU, LOC117137877|XP_033155495.1|DMAU	LOC6733828|XP_016026815.2|DSIM
OG0001415	LOC117137429|XP_033154751.1|DMAU	LOC27206172|XP_016027712.1|DSIM
OG0001415	LOC117135885|XP_033152323.1|DMAU	LOC27207464|XP_016027714.2|DSIM
OG0001416	LOC117150803|XP_033173752.1|DMAU	LOC6731244|XP_002078403.1|DSIM
OG0001416	LOC117140999|XP_033160141.1|DMAU	LOC27209274|XP_016029778.1|DSIM
OG0001417	LOC117148170|XP_033171327.1|DMAU	LOC6725408|XP_002106424.1|DSIM
OG0001418	LOC117140888|XP_033159931.1|DMAU	LOC6737340|XP_002084178.1|DSIM
OG0001418	LOC117140047|XP_033158675.1|DMAU	LOC6737342|XP_002084180.2|DSIM
OG0001419	LOC117148521|XP_033171822.1|DMAU	LOC6731506|XP_002078654.1|DSIM
OG0001419	LOC117147721|XP_033170615.1|DMAU	LOC6731507|XP_002078655.1|DSIM
OG0001420	LOC117143144|XP_033163531.1|DMAU	LOC6729126|XP_002104447.1|DSIM
OG0001421	LOC117145934|XP_033167701.1|DMAU	LOC6728454|XP_002103799.1|DSIM
OG0001421	LOC117136447|XP_033153260.1|DMAU	LOC6730776|XP_002077944.1|DSIM
OG0001422	LOC117140150|XP_033158812.1|DMAU	LOC6736304|XP_002083188.2|DSIM
OG0001422	LOC117141292|XP_033160562.1|DMAU	LOC6736305|XP_016029784.1|DSIM
OG0001423	LOC117145604|XP_033167209.1|DMAU	LOC6727942|XP_016034547.1|DSIM
OG0001423	LOC117143665|XP_033164337.1|DMAU	LOC6727943|XP_002103298.1|DSIM
OG0001424	LOC117143134|XP_033163517.1|DMAU, LOC117144406|XP_033165435.1|DMAU	LOC6728221|XP_002103570.1|DSIM, LOC6728220|XP_002103569.1|DSIM
OG0001425	LOC117136481|XP_033153308.1|DMAU	LOC6735104|XP_002082081.1|DSIM
OG0001425	LOC117137868|XP_033155476.1|DMAU	LOC27208082|XP_016028371.1|DSIM
OG0001426	LOC117141626|XP_033161050.1|DMAU	LOC6730652|XP_002077823.1|DSIM
OG0001426	LOC117147162|XP_033169840.1|DMAU	LOC6726043|XP_039152631.1|DSIM
OG0001427	LOC117138235|XP_033156074.1|DMAU	LOC6739342|XP_002076252.1|DSIM
OG0001427	LOC117150909|XP_033173948.1|DMAU	LOC6732358|XP_002079479.1|DSIM
OG0001428	LOC117140866|XP_033159895.1|DMAU	LOC27208102|XP_016031861.1|DSIM
OG0001428	LOC117138347|XP_033156279.1|DMAU	LOC27208111|XP_016027620.1|DSIM
OG0001429	LOC117144830|XP_033166106.1|DMAU	LOC6728144|XP_002103495.1|DSIM
OG0001430	LOC117142909|XP_033163083.1|DMAU	LOC6728199|XP_016034840.1|DSIM
OG0001431	LOC117148150|XP_033171272.1|DMAU	LOC6725501|XP_002106515.2|DSIM
OG0001432	LOC117146362|XP_033168404.1|DMAU	LOC27207495|XP_016038516.1|DSIM
OG0001433	LOC117143605|XP_033164247.1|DMAU	LOC6729158|XP_002104479.2|DSIM
OG0001434	LOC117147034|XP_033169618.1|DMAU	LOC6725034|XP_016037996.1|DSIM
OG0001435	LOC117137989|XP_033155664.1|DMAU	LOC6733493|XP_002080550.2|DSIM
OG0001436	LOC117142713|XP_033162763.1|DMAU	LOC6729826|XP_002105129.1|DSIM
OG0001437	LOC117139720|XP_033158181.1|DMAU	LOC6731490|XP_002078639.1|DSIM
OG0001438	LOC117142579|XP_033162539.1|DMAU	LOC6729959|XP_002105253.1|DSIM
OG0001439	LOC117143432|XP_033164029.1|DMAU	LOC6727276|XP_016033796.1|DSIM
OG0001440	LOC117146806|XP_033169241.1|DMAU	LOC27207629|XP_016039281.1|DSIM
OG0001441	LOC117148575|XP_033171931.1|DMAU	LOC27208149|XP_016040148.1|DSIM
OG0001442	LOC117150471|XP_033173258.1|DMAU	LOC27206519|XP_016023866.1|DSIM
OG0001443	LOC117142292|XP_033162069.1|DMAU	LOC6730192|XP_002105483.1|DSIM
OG0001444	LOC117145257|XP_033166731.1|DMAU	LOC6728998|XP_016035661.1|DSIM
OG0001445	LOC117142599|XP_033162569.1|DMAU	LOC6726676|XP_016033171.1|DSIM
OG0001446	LOC117142264|XP_033162017.1|DMAU	LOC6729188|XP_016035835.1|DSIM
OG0001447	LOC117144578|XP_033165728.1|DMAU	LOC6728466|XP_016035095.1|DSIM
OG0001448	LOC117143152|XP_033163542.1|DMAU	LOC6730213|XP_016036969.1|DSIM
OG0001449	LOC117137234|XP_033154484.1|DMAU	LOC6734710|XP_002081717.1|DSIM
OG0001450	LOC117137220|XP_033154504.1|DMAU	LOC6731131|XP_002078289.1|DSIM
OG0001451	LOC117137378|XP_033154681.1|DMAU	LOC6733325|XP_016026241.1|DSIM
OG0001452	LOC117136147|XP_033152754.1|DMAU	LOC6735241|XP_039148107.1|DSIM
OG0001453	LOC117140609|XP_033159511.1|DMAU	LOC6738939|XP_002085734.2|DSIM
OG0001454	LOC117143413|XP_033163999.1|DMAU	LOC6727753|XP_002103115.3|DSIM
OG0001455	LOC117138998|XP_033156965.1|DMAU	LOC6738410|XP_016032257.1|DSIM
OG0001456	LOC117137785|XP_033155330.1|DMAU	LOC6733843|XP_039148468.1|DSIM
OG0001457	LOC117135759|XP_033152108.1|DMAU	LOC6734261|XP_002081290.2|DSIM
OG0001458	LOC117136426|XP_033153227.1|DMAU	LOC6734478|XP_016027605.1|DSIM
OG0001459	LOC117140456|XP_033159278.1|DMAU	LOC6736943|XP_016030590.1|DSIM
OG0001460	LOC117136647|XP_033153533.1|DMAU	LOC6733396|XP_016026317.1|DSIM
OG0001461	LOC117148120|XP_033171233.1|DMAU	LOC6726455|XP_016040034.1|DSIM
OG0001462	LOC117139476|XP_033157687.1|DMAU	LOC6736591|XP_016030187.1|DSIM
OG0001463	LOC117143116|XP_033163493.1|DMAU	LOC6729642|XP_016036285.1|DSIM
OG0001464	LOC117146624|XP_033168847.1|DMAU	LOC27209085|XP_016037727.1|DSIM
OG0001465	LOC117137624|XP_033155046.1|DMAU	LOC27206620|XP_016026948.1|DSIM
OG0001466	LOC117135138|XP_033151089.1|DMAU	LOC6732121|XP_002079253.1|DSIM
OG0001467	LOC117141750|XP_033161266.1|DMAU	LOC6731971|XP_002079105.1|DSIM
OG0001468	LOC117139887|XP_033158454.1|DMAU	LOC6737395|XP_016031143.1|DSIM
OG0001469	LOC117138320|XP_033156242.1|DMAU	LOC6734441|XP_002081461.1|DSIM
OG0001469	LOC117144179|XP_033165115.1|DMAU	LOC6729662|XP_002104968.3|DSIM
OG0001470	LOC117139416|XP_033157584.1|DMAU	LOC6738791|XP_016032605.1|DSIM
OG0001471	LOC117141247|XP_033160504.1|DMAU	LOC6736277|XP_016029763.1|DSIM
OG0001472	LOC117141346|XP_033160641.1|DMAU	LOC6738358|XP_002085168.1|DSIM
OG0001473	LOC117145356|XP_033166866.1|DMAU	LOC6726659|XP_002102070.1|DSIM
OG0001474	LOC117147064|XP_033169714.1|DMAU	LOC6725269|XP_002106291.1|DSIM
OG0001475	LOC117135827|XP_033152228.1|DMAU	LOC6733814|XP_016026786.1|DSIM
OG0001476	LOC117148448|XP_033171713.1|DMAU	LOC6726358|XP_039152970.1|DSIM
OG0001477	LOC117142305|XP_033162084.1|DMAU	LOC6730094|XP_016036862.1|DSIM
OG0001478	LOC117150656|XP_033173534.1|DMAU	LOC6730461|XP_016022918.1|DSIM
OG0001479	LOC117136269|XP_033152987.1|DMAU	LOC27208456|XP_016024871.1|DSIM
OG0001479	LOC117148890|XP_033172485.1|DMAU	LOC27206374|XP_016037566.1|DSIM
OG0001480	LOC117145932|XP_033167700.1|DMAU	LOC6730454|XP_002077635.1|DSIM
OG0001481	LOC117150569|XP_033173411.1|DMAU	LOC6732944|XP_039154422.1|DSIM
OG0001482	LOC117136671|XP_033153564.1|DMAU	LOC27206613|XP_016027953.1|DSIM
OG0001483	LOC117135189|XP_033151147.1|DMAU	LOC27206663|XP_016025893.1|DSIM
OG0001484	LOC117136792|XP_033153742.1|DMAU	LOC6739199|XP_039146934.1|DSIM
OG0001485	LOC117139075|XP_033157077.1|DMAU	LOC6738616|XP_016032460.1|DSIM
OG0001486	LOC117150206|XP_033172891.1|DMAU	LOC6731425|XP_002078577.2|DSIM
OG0001487	LOC117135602|XP_033151842.1|DMAU	LOC27209180|XP_016022805.1|DSIM
OG0001488	LOC117136831|XP_033153801.1|DMAU	LOC6734300|XP_016027360.1|DSIM
OG0001489	LOC117147746|XP_033170645.1|DMAU	LOC6732875|XP_016025597.1|DSIM
OG0001490	LOC117144902|XP_033166229.1|DMAU	LOC6730785|XP_016023198.1|DSIM
OG0001491	LOC117151049|XP_033174155.1|DMAU	LOC6730698|XP_016023129.1|DSIM
OG0001492	LOC117136191|XP_033152828.1|DMAU	LOC6734748|XP_016027955.1|DSIM
OG0001493	LOC117148041|XP_033171110.1|DMAU	LOC27209374|XP_016040058.1|DSIM
OG0001494	LOC117146976|XP_033169536.1|DMAU	LOC6725360|XP_002106377.1|DSIM
OG0001495	LOC117137994|XP_033155672.1|DMAU	LOC27206140|XP_016026457.1|DSIM
OG0001496	LOC117147816|XP_033170761.1|DMAU	LOC6725388|XP_002106405.1|DSIM
OG0001497	LOC117137298|XP_033154566.1|DMAU	LOC6733687|XP_016026656.1|DSIM
OG0001498	LOC117143311|XP_033163837.1|DMAU	LOC6727073|XP_016033567.2|DSIM
OG0001500	LOC117138547|XP_033156594.1|DMAU	LOC6735216|XP_016028496.1|DSIM
OG0001501	LOC117143328|XP_033163875.1|DMAU	LOC6728444|XP_002103789.2|DSIM
OG0001502	LOC117135887|XP_033152325.1|DMAU	LOC6734573|XP_016027692.1|DSIM
OG0001503	LOC117138384|XP_033156344.1|DMAU	LOC6733354|XP_016026269.1|DSIM
OG0001504	LOC117148877|XP_033172440.1|DMAU	LOC6725322|XP_039153644.1|DSIM
OG0001505	LOC117138355|XP_033156312.1|DMAU	LOC6734891|XP_016028138.1|DSIM
OG0001506	LOC117136155|XP_033152766.1|DMAU	LOC6734198|XP_016027229.1|DSIM
OG0001507	LOC117136144|XP_033152740.1|DMAU	LOC6735640|XP_016028997.1|DSIM
OG0001508	LOC117138395|XP_033156359.1|DMAU	LOC6735350|XP_016028683.1|DSIM
OG0001509	LOC117137599|XP_033155001.1|DMAU	LOC6735604|XP_016028965.1|DSIM
OG0001510	LOC117147177|XP_033169867.1|DMAU, LOC117139884|XP_033158443.1|DMAU	LOC6731144|XP_002078302.1|DSIM
OG0001511	LOC117138689|XP_033156837.1|DMAU	LOC6736184|XP_002083079.3|DSIM
OG0001512	LOC117139046|XP_033157040.1|DMAU	LOC27208654|XP_016030773.1|DSIM
OG0001513	LOC117139000|XP_033156969.1|DMAU	LOC6739169|XP_016033032.1|DSIM
OG0001515	LOC117146458|XP_033168578.1|DMAU	LOC6740748|XP_016037607.1|DSIM
OG0001516	LOC117144995|XP_033166362.1|DMAU	LOC6730240|XP_002105523.1|DSIM
OG0001516	LOC117144996|XP_033166366.1|DMAU	LOC6730241|XP_002105524.2|DSIM
OG0001517	LOC117144862|XP_033166157.1|DMAU	LOC6727050|XP_002102447.1|DSIM
OG0001517	LOC117143439|XP_033164037.1|DMAU	LOC6729871|XP_002105174.1|DSIM
OG0001518	LOC117147886|XP_033170861.1|DMAU	LOC6725461|XP_039152479.1|DSIM
OG0001519	LOC117144771|XP_033166026.1|DMAU	LOC6727123|XP_016033598.2|DSIM
OG0001520	LOC117144042|XP_033164902.1|DMAU	LOC6726896|XP_002102298.1|DSIM
OG0001520	LOC117142903|XP_033163076.1|DMAU	LOC6726899|XP_002102301.1|DSIM
OG0001521	LOC117151033|XP_033174138.1|DMAU	LOC6732840|XP_016025562.1|DSIM
OG0001522	LOC117150591|XP_033173438.1|DMAU	LOC6732523|XP_039154459.1|DSIM
OG0001522	LOC117140949|XP_033160062.1|DMAU	LOC27208599|XP_016023751.1|DSIM
OG0001523	LOC117136971|XP_033154031.1|DMAU	LOC6735680|XP_016029047.2|DSIM
OG0001523	LOC117138099|XP_033155847.1|DMAU	LOC6735679|XP_002082595.2|DSIM
OG0001524	LOC117138599|XP_033156672.1|DMAU	LOC6734035|XP_002081071.2|DSIM
OG0001525	LOC117146920|XP_033169439.1|DMAU	LOC27208820|XP_016038248.1|DSIM
OG0001525	LOC117146921|XP_033169440.1|DMAU	LOC6725233|XP_002106255.2|DSIM
OG0001526	LOC117146665|XP_033168903.1|DMAU	LOC6725735|XP_002106736.1|DSIM
OG0001526	LOC117146666|XP_033168904.1|DMAU	LOC6725734|XP_002106735.2|DSIM
OG0001527	LOC117147319|XP_033170061.1|DMAU	LOC6740050|XP_016038715.1|DSIM, LOC27206571|XP_016038714.1|DSIM
OG0001528	LOC117143926|XP_033164733.1|DMAU	LOC27208163|XP_039151114.1|DSIM
OG0001528	LOC117144026|XP_033164875.1|DMAU	LOC6728646|XP_016035274.1|DSIM
OG0001529	LOC117148282|XP_033171487.1|DMAU	LOC120285618|XP_039154183.1|DSIM
OG0001529	LOC117147959|XP_033170996.1|DMAU, LOC117147958|XP_033170995.1|DMAU, LOC117147960|XP_033170997.1|DMAU, LOC117147957|XP_033170993.1|DMAU	LOC120285588|XP_039154155.1|DSIM, LOC120285592|XP_039154159.1|DSIM, LOC120285586|XP_039154153.1|DSIM, LOC120285589|XP_039154156.1|DSIM, LOC120285594|XP_039154161.1|DSIM, LOC120285598|XP_039154164.1|DSIM, LOC120285595|XP_039154162.1|DSIM, LOC120285596|XP_039154163.1|DSIM, LOC120285590|XP_039154157.1|DSIM, LOC120285593|XP_039154160.1|DSIM, LOC120285591|XP_039154158.1|DSIM, LOC120285587|XP_039154154.1|DSIM
OG0001530	LOC117147370|XP_033170130.1|DMAU	LOC6731611|XP_002078751.1|DSIM
OG0001531	LOC117138155|XP_033155923.1|DMAU	LOC6735212|XP_016028489.1|DSIM
OG0001534	LOC117147129|XP_033169786.1|DMAU	LOC6725292|XP_039153486.1|DSIM
OG0001535	LOC117146600|XP_033168815.1|DMAU	LOC6726561|XP_002107515.1|DSIM
OG0001536	LOC117148108|XP_033171217.1|DMAU	LOC6726324|XP_016039880.1|DSIM
OG0001537	LOC117150461|XP_033173246.1|DMAU	LOC6730469|XP_016022927.1|DSIM
OG0001538	LOC117148951|XP_033172583.1|DMAU	LOC6725857|XP_039153816.1|DSIM
OG0001539	LOC117135750|XP_033152096.1|DMAU	LOC6735860|XP_039147823.1|DSIM
OG0001540	LOC117150337|XP_033173076.1|DMAU	LOC6740776|XP_016023292.1|DSIM
OG0001541	LOC117140752|XP_033159725.1|DMAU	LOC6739129|XP_002085922.2|DSIM
OG0001542	LOC117142454|XP_033162320.1|DMAU	LOC6728601|XP_016035231.1|DSIM
OG0001543	LOC117147990|XP_033171032.1|DMAU	LOC6740171|XP_016039685.1|DSIM
OG0001544	LOC117147793|XP_033170732.1|DMAU	LOC6725059|XP_039152542.1|DSIM
OG0001545	LOC117146705|XP_033169009.1|DMAU, LOC117148355|XP_033171604.1|DMAU	LOC6726613|XP_039153154.1|DSIM, LOC120285318|XP_039153151.1|DSIM
OG0001546	LOC117147241|XP_033169946.1|DMAU	LOC6740416|XP_016040293.1|DSIM
OG0001547	LOC117148073|XP_033171162.1|DMAU	LOC6725013|XP_039153990.1|DSIM
OG0001548	LOC117147159|XP_033169833.1|DMAU	LOC6726145|XP_039154018.1|DSIM
OG0001549	LOC117135128|XP_033151068.1|DMAU	LOC6732556|XP_039147045.1|DSIM
OG0001550	LOC117144687|XP_033165902.1|DMAU	LOC6728661|XP_016035313.1|DSIM
OG0001551	LOC117144746|XP_033165991.1|DMAU	LOC6729170|XP_016035825.1|DSIM
OG0001552	LOC117144314|XP_033165316.1|DMAU	LOC6728818|XP_002104152.1|DSIM
OG0001553	LOC117148350|XP_033171579.1|DMAU	LOC6725030|XP_016037985.1|DSIM
OG0001554	LOC117144605|XP_033165787.1|DMAU	LOC6728630|XP_016035265.1|DSIM
OG0001555	LOC117135262|XP_033151303.1|DMAU	LOC6732735|XP_016025467.1|DSIM
