Orthogroup	DMAU.longest_only	DVIR.longest_only
OG0000430	LOC117144640|XP_033165827.1|DMAU	LOC6629397|XP_002053577.1|DVIR, LOC6629396|XP_002053576.2|DVIR
OG0000433	LOC117146931|XP_033169466.1|DMAU	LOC6633599|XP_002056995.1|DVIR
OG0000433	LOC117141363|XP_033160660.1|DMAU	LOC6624694|XP_002047192.1|DVIR
OG0000434	LOC117143438|XP_033164036.1|DMAU	LOC6632297|XP_002055986.1|DVIR
OG0000435	LOC117147122|XP_033169779.1|DMAU	LOC6631572|XP_032296112.1|DVIR
OG0000437	LOC117142367|XP_033162187.1|DMAU	LOC6628087|XP_002051147.1|DVIR
OG0000437	LOC117147961|XP_033171000.1|DMAU	LOC6629200|XP_002052619.1|DVIR
OG0000438	LOC117139335|XP_033157473.1|DMAU, LOC117142772|XP_033162850.1|DMAU	LOC6633075|XP_002056147.1|DVIR
OG0000439	LOC117145708|XP_033167347.1|DMAU	LOC6633953|XP_002057840.2|DVIR
OG0000439	LOC117139834|XP_033158367.1|DMAU	LOC6622954|XP_032290936.1|DVIR
OG0000440	LOC117135994|XP_033152500.1|DMAU	LOC6626763|XP_002050917.1|DVIR
OG0000440	LOC117137028|XP_033154125.1|DMAU	LOC6625760|XP_002048726.2|DVIR
OG0000441	LOC117136952|XP_033153992.1|DMAU	LOC6624752|XP_032292151.1|DVIR
OG0000441	LOC117138615|XP_033156714.1|DMAU	LOC6624751|XP_032292299.1|DVIR
OG0000442	LOC117139451|XP_033157650.1|DMAU	LOC6634507|XP_002058277.1|DVIR
OG0000443	LOC117139922|XP_033158496.1|DMAU	LOC6624489|XP_002047100.1|DVIR
OG0000443	LOC117139921|XP_033158494.1|DMAU	LOC6624442|XP_002047101.1|DVIR
OG0000444	LOC117146051|XP_033167885.1|DMAU	LOC6629079|XP_002051602.1|DVIR
OG0000444	LOC117135328|XP_033151419.1|DMAU	LOC6629198|XP_002051600.1|DVIR
OG0000446	LOC117146748|XP_033169115.1|DMAU	LOC6632972|XP_032289825.1|DVIR
OG0000446	LOC117135562|XP_033151759.1|DMAU	LOC26530992|XP_015024379.2|DVIR
OG0000447	LOC117140464|XP_033159299.1|DMAU	LOC6622324|XP_002046392.1|DVIR
OG0000448	LOC117145653|XP_033167274.1|DMAU	LOC6632922|XP_002055925.1|DVIR
OG0000448	LOC117145460|XP_033167022.1|DMAU	LOC6627517|XP_002051626.1|DVIR
OG0000449	LOC117140053|XP_033158682.1|DMAU	LOC6623397|XP_002046815.1|DVIR
OG0000449	LOC117138074|XP_033155792.1|DMAU	LOC6633923|XP_002057615.2|DVIR
OG0000450	LOC117146585|XP_033168789.1|DMAU	LOC6631951|XP_032295430.1|DVIR
OG0000450	LOC117147040|XP_033169659.1|DMAU	LOC6631321|XP_015026456.1|DVIR
OG0000451	LOC117147789|XP_033170721.1|DMAU	LOC6634727|XP_002058326.1|DVIR
OG0000451	LOC117147792|XP_033170724.1|DMAU	LOC6634729|XP_002058328.1|DVIR
OG0000453	LOC117144695|XP_033165911.1|DMAU	LOC6629644|XP_002054849.2|DVIR
OG0000453	LOC117144360|XP_033165368.1|DMAU	LOC6629567|XP_002054850.1|DVIR
OG0000454	LOC117145603|XP_033167208.1|DMAU, LOC117140462|XP_033159296.1|DMAU	LOC6628227|XP_002051175.1|DVIR
OG0000456	LOC117146333|XP_033168326.1|DMAU	LOC6636214|XP_002059715.2|DVIR
OG0000456	LOC117151057|XP_033174171.1|DMAU	LOC6634129|XP_032289015.1|DVIR
OG0000457	LOC117150706|XP_033173609.1|DMAU	LOC6627633|XP_002051099.1|DVIR
OG0000457	LOC117140966|XP_033160087.1|DMAU	LOC6628705|XP_002051323.2|DVIR
OG0000458	LOC117146730|XP_033169208.1|DMAU	LOC6635764|XP_015024523.1|DVIR
OG0000460	LOC117150362|XP_033173113.1|DMAU	LOC6627660|XP_002051724.1|DVIR
OG0000462	LOC117142558|XP_033162499.1|DMAU	LOC26530806|XP_015027827.1|DVIR
OG0000462	LOC117142559|XP_033162500.1|DMAU	LOC26531733|XP_015027930.1|DVIR
OG0000463	LOC117146049|XP_033167880.1|DMAU	LOC6630610|XP_002054485.2|DVIR
OG0000463	LOC117148858|XP_033172412.1|DMAU, LOC117146046|XP_033167877.1|DMAU	LOC6629547|XP_032292309.1|DVIR
OG0000464	LOC117146813|XP_033169251.1|DMAU	LOC6635763|XP_002059229.2|DVIR
OG0000464	LOC117151088|XP_033174227.1|DMAU	LOC6635762|XP_015024407.1|DVIR
OG0000464	LOC117151043|XP_033174148.1|DMAU	LOC6628869|XP_002052335.2|DVIR
OG0000465	LOC117144393|XP_033165419.1|DMAU	LOC6630641|XP_032288927.1|DVIR
OG0000465	LOC117146018|XP_033167834.1|DMAU	LOC6630604|XP_002053023.1|DVIR
OG0000466	LOC117148819|XP_033172356.1|DMAU	LOC6635471|XP_015024613.1|DVIR
OG0000466	LOC117150650|XP_033173527.1|DMAU	LOC6635652|XP_002059120.1|DVIR
OG0000467	LOC117137511|XP_033154883.1|DMAU	LOC6636513|XP_032292686.1|DVIR
OG0000467	LOC117135816|XP_033152213.1|DMAU	LOC6636427|XP_032291673.1|DVIR
OG0000468	LOC117143539|XP_033164166.1|DMAU	LOC6629331|XP_002053872.1|DVIR
OG0000468	LOC117136260|XP_033152969.1|DMAU	LOC6635965|XP_002059330.1|DVIR
OG0000469	LOC117137718|XP_033155185.1|DMAU	LOC26531633|XP_032293899.1|DVIR
OG0000469	LOC117150558|XP_033173400.1|DMAU	LOC6628977|XP_002052729.2|DVIR
OG0000470	LOC117141550|XP_033160946.1|DMAU	LOC6624115|XP_002048640.1|DVIR
OG0000470	LOC117140165|XP_033158829.1|DMAU	LOC6623584|XP_032290408.1|DVIR
OG0000471	LOC117140014|XP_033158625.1|DMAU	LOC6636857|XP_002060287.1|DVIR
OG0000471	LOC117150215|XP_033172903.1|DMAU	LOC6627352|XP_002051963.2|DVIR
OG0000473	LOC117148377|XP_033171625.1|DMAU	LOC6632052|XP_002055249.1|DVIR
OG0000473	LOC117146782|XP_033169199.1|DMAU	LOC6633398|XP_002057208.2|DVIR
OG0000474	LOC117148058|XP_033171138.1|DMAU	LOC6631703|XP_002055351.1|DVIR
OG0000474	LOC117140160|XP_033158824.1|DMAU	LOC6624562|XP_002048563.2|DVIR
OG0000475	LOC117143834|XP_033164576.1|DMAU	LOC6629941|XP_002054369.2|DVIR
OG0000475	LOC117143833|XP_033164575.1|DMAU	LOC26531120|XP_015030288.1|DVIR, LOC26531386|XP_032295277.1|DVIR
OG0000476	LOC117145768|XP_033167434.1|DMAU	LOC6629949|XP_002053007.2|DVIR
OG0000476	LOC117144839|XP_033166123.1|DMAU	LOC6629950|XP_015027269.1|DVIR
OG0000477	LOC117145198|XP_033166651.1|DMAU	LOC6630953|XP_002053943.1|DVIR
OG0000477	LOC117144968|XP_033166320.1|DMAU	LOC6630954|XP_002053944.1|DVIR
OG0000478	LOC117147158|XP_033169832.1|DMAU	LOC6631782|XP_002055709.1|DVIR
OG0000478	LOC117144256|XP_033165230.1|DMAU	LOC6630997|XP_002053499.1|DVIR
OG0000479	LOC117144503|XP_033165583.1|DMAU, LOC117145571|XP_033167167.1|DMAU	LOC6629776|XP_002052990.1|DVIR
OG0000480	LOC117136043|XP_033152578.1|DMAU	LOC6629122|XP_002052114.1|DVIR
OG0000480	LOC117136033|XP_033152544.1|DMAU	LOC6629120|XP_002052112.1|DVIR
OG0000482	LOC117145165|XP_033166604.1|DMAU	LOC6632349|XP_002056711.1|DVIR
OG0000482	LOC117145922|XP_033167671.1|DMAU	LOC6632502|XP_002056520.1|DVIR
OG0000483	LOC117145864|XP_033167575.1|DMAU	LOC6630656|XP_002053312.1|DVIR
OG0000483	LOC117145591|XP_033167188.1|DMAU	LOC6630657|XP_002053313.2|DVIR
OG0000484	LOC117142553|XP_033162493.1|DMAU	LOC6630348|XP_002054597.1|DVIR
OG0000484	LOC117142554|XP_033162494.1|DMAU	LOC6630349|XP_002054598.1|DVIR
OG0000485	LOC117141374|XP_033160672.1|DMAU	LOC6622212|XP_015030467.1|DVIR
OG0000485	LOC117141373|XP_033160671.1|DMAU	LOC6624170|XP_002048365.1|DVIR
OG0000486	LOC117137121|XP_033154305.1|DMAU	LOC116650930|XP_032292028.1|DVIR
OG0000487	LOC117137976|XP_033155640.1|DMAU	LOC26531076|XP_015030278.1|DVIR
OG0000487	LOC117136670|XP_033153563.1|DMAU	LOC26531897|XP_015030376.2|DVIR
OG0000488	LOC117150922|XP_033173973.1|DMAU, LOC117150923|XP_033173974.1|DMAU	LOC6628858|XP_002052077.2|DVIR, LOC6628833|XP_002052074.2|DVIR, LOC6628835|XP_015028350.2|DVIR, LOC6628834|XP_002052075.2|DVIR
OG0000489	LOC117145783|XP_033167453.1|DMAU	LOC6629365|XP_002054443.1|DVIR
OG0000489	LOC117148005|XP_033171055.1|DMAU	LOC6631808|XP_032295745.1|DVIR
OG0000490	LOC117148770|XP_033172259.1|DMAU	LOC6635583|XP_002058996.3|DVIR
OG0000490	LOC117147231|XP_033169933.1|DMAU	LOC6634698|XP_032296379.1|DVIR
OG0000491	LOC117135807|XP_033152200.1|DMAU, LOC117137315|XP_033154591.1|DMAU	LOC6635812|XP_002059321.1|DVIR
OG0000492	LOC117136875|XP_033153869.1|DMAU	LOC6626120|XP_032292939.1|DVIR
OG0000492	LOC117147270|XP_033169996.1|DMAU	LOC6634260|XP_002057542.1|DVIR
OG0000493	LOC117143548|XP_033164179.1|DMAU, LOC117145644|XP_033167257.1|DMAU	LOC6636766|XP_002060230.1|DVIR, LOC6625196|XP_002048749.1|DVIR
OG0000494	LOC117143630|XP_033164296.1|DMAU	LOC6630857|XP_015027275.1|DVIR
OG0000494	LOC117135783|XP_033152154.1|DMAU	LOC6628513|XP_002051499.1|DVIR
OG0000495	LOC117148185|XP_033171346.1|DMAU	LOC6633236|XP_032288949.1|DVIR
OG0000495	LOC117137723|XP_033155187.1|DMAU	LOC6635917|XP_002059286.1|DVIR
OG0000496	LOC117140415|XP_033159184.1|DMAU	LOC6634241|XP_002057792.1|DVIR
OG0000496	LOC117142465|XP_033162352.1|DMAU	LOC6628882|XP_002051662.1|DVIR
OG0000497	LOC117148595|XP_033171967.1|DMAU	LOC6635648|XP_002059194.2|DVIR
OG0000497	LOC117145366|XP_033166884.1|DMAU	LOC6635649|XP_002059195.2|DVIR
OG0000498	LOC117144967|XP_033166319.1|DMAU	LOC6629340|XP_002053317.2|DVIR
OG0000498	LOC117145186|XP_033166634.1|DMAU	LOC6629342|XP_002053319.3|DVIR
OG0000499	LOC117135666|XP_033151949.1|DMAU	LOC6625342|XP_002050424.2|DVIR
OG0000499	LOC117147513|XP_033170319.1|DMAU	LOC6633407|XP_032288799.1|DVIR
OG0000500	LOC117141450|XP_033160794.1|DMAU	LOC6624707|XP_002048373.1|DVIR
OG0000500	LOC117141204|XP_033160447.1|DMAU	LOC6623877|XP_002048370.2|DVIR
OG0000502	LOC117135790|XP_033152173.1|DMAU	LOC6626559|XP_002049809.1|DVIR
OG0000503	LOC117138531|XP_033156559.1|DMAU, LOC117138621|XP_033156722.1|DMAU, LOC117138532|XP_033156560.1|DMAU	LOC6625668|XP_002049368.1|DVIR, LOC6624935|XP_032293300.1|DVIR
OG0000504	LOC117140386|XP_033159143.1|DMAU	LOC6622641|XP_002047019.1|DVIR
OG0000505	LOC117146940|XP_033169481.1|DMAU	LOC6635516|XP_015024619.1|DVIR
OG0000505	LOC117146524|XP_033168681.1|DMAU	LOC6635573|XP_002058928.1|DVIR
OG0000506	LOC117145572|XP_033167168.1|DMAU	LOC6632313|XP_002055790.1|DVIR
OG0000506	LOC117145531|XP_033167117.1|DMAU	LOC6633108|XP_002055791.2|DVIR
OG0000507	LOC117146408|XP_033168496.1|DMAU	LOC6634405|XP_032289263.1|DVIR
OG0000507	LOC117146409|XP_033168497.1|DMAU	LOC6634406|XP_002057927.1|DVIR
OG0000508	LOC117140326|XP_033159067.1|DMAU	LOC6622632|XP_032291372.1|DVIR
OG0000508	LOC117141190|XP_033160419.1|DMAU	LOC6624655|XP_032291375.1|DVIR
OG0000509	LOC117135944|XP_033152417.1|DMAU	LOC6624850|XP_032292418.1|DVIR
OG0000509	LOC117138012|XP_033155704.1|DMAU	LOC6627103|XP_032292417.1|DVIR
OG0000510	LOC117136378|XP_033153160.1|DMAU	LOC6626757|XP_002050708.1|DVIR
OG0000511	LOC117135132|XP_033151076.1|DMAU	LOC6627928|XP_002051994.1|DVIR
OG0000511	LOC117135131|XP_033151075.1|DMAU	LOC6627929|XP_002051995.1|DVIR
OG0000512	LOC117139929|XP_033158509.1|DMAU	LOC6627910|XP_002051760.1|DVIR
OG0000513	LOC117136170|XP_033152803.1|DMAU	LOC6626707|XP_002050469.1|DVIR
OG0000513	LOC117135228|XP_033151238.1|DMAU	LOC6628067|XP_002051536.1|DVIR
OG0000514	LOC117150501|XP_033173297.1|DMAU	LOC6635747|XP_002059218.3|DVIR
OG0000514	LOC117146529|XP_033168693.1|DMAU	LOC6635746|XP_032294678.1|DVIR
OG0000515	LOC117146268|XP_033168152.1|DMAU	LOC6636204|XP_002059694.1|DVIR
OG0000515	LOC117141566|XP_033160968.1|DMAU	LOC6622056|XP_032290853.1|DVIR
OG0000516	LOC117146392|XP_033168457.1|DMAU	LOC6633766|XP_032296526.1|DVIR, LOC6633765|XP_002056951.3|DVIR
OG0000517	LOC117141040|XP_033160213.1|DMAU	LOC6622665|XP_002047694.1|DVIR
OG0000521	LOC117147774|XP_033170701.1|DMAU	LOC6631329|XP_032295927.1|DVIR
OG0000521	LOC117147775|XP_033170702.1|DMAU	LOC6631324|XP_032295977.1|DVIR
OG0000522	LOC117147625|XP_033170480.1|DMAU	LOC6636666|XP_002060144.1|DVIR
OG0000523	LOC117145989|XP_033167794.1|DMAU	LOC6629702|XP_002052960.1|DVIR
OG0000523	LOC117148308|XP_033171523.1|DMAU	LOC6631562|XP_002055439.1|DVIR
OG0000524	LOC117144180|XP_033165116.1|DMAU, LOC117145555|XP_033167148.1|DMAU	LOC6629407|XP_002053064.1|DVIR
OG0000525	LOC117137020|XP_033154108.1|DMAU, LOC117137826|XP_033155404.1|DMAU	LOC116650891|XP_032291760.1|DVIR, LOC6635978|XP_002059407.1|DVIR
OG0000526	LOC117150733|XP_033173657.1|DMAU	LOC6628331|XP_002051203.2|DVIR
OG0000526	LOC117138399|XP_033156366.1|DMAU	LOC6625070|XP_032293348.1|DVIR
OG0000527	LOC117141159|XP_033160426.1|DMAU	LOC6629171|XP_032294634.1|DVIR
OG0000527	LOC117150209|XP_033172896.1|DMAU	LOC6627405|XP_032294080.1|DVIR
OG0000528	LOC117150976|XP_033174049.1|DMAU	LOC6628001|XP_002051790.2|DVIR
OG0000529	LOC117143584|XP_033164226.1|DMAU	LOC6627522|XP_002051969.1|DVIR
OG0000529	LOC117141847|XP_033161416.1|DMAU	LOC6627962|XP_002051615.2|DVIR, LOC6628865|XP_002052084.1|DVIR
OG0000530	LOC117140533|XP_033159410.1|DMAU	LOC26531513|XP_015031752.2|DVIR
OG0000530	LOC117141488|XP_033160858.1|DMAU	LOC6624333|XP_002047446.1|DVIR
OG0000531	LOC117147627|XP_033170486.1|DMAU	LOC6627505|XP_002052788.1|DVIR
OG0000532	LOC117145836|XP_033167527.1|DMAU	LOC6631259|XP_002053247.1|DVIR
OG0000532	LOC117144012|XP_033164857.1|DMAU	LOC6631258|XP_002053246.2|DVIR
OG0000533	LOC117147490|XP_033170277.1|DMAU	LOC6631740|XP_032295653.1|DVIR
OG0000533	LOC117145584|XP_033167182.1|DMAU	LOC6633158|XP_002056607.1|DVIR
OG0000534	LOC117146760|XP_033169147.1|DMAU	LOC6633330|XP_032296545.1|DVIR
OG0000534	LOC117145121|XP_033166535.1|DMAU	LOC6635455|XP_032295852.1|DVIR, LOC6622765|XP_002046472.1|DVIR
OG0000535	LOC117136498|XP_033153332.1|DMAU	LOC6625541|XP_002050543.2|DVIR
OG0000535	LOC117136401|XP_033153187.1|DMAU	LOC6627010|XP_015029414.1|DVIR
OG0000536	LOC117140504|XP_033159362.1|DMAU	LOC6623961|XP_032290753.1|DVIR
OG0000537	LOC117136926|XP_033153954.1|DMAU	LOC6624865|XP_002048884.1|DVIR
OG0000538	LOC117137185|XP_033154399.1|DMAU	LOC6627243|XP_032293171.1|DVIR
OG0000538	LOC117137405|XP_033154719.1|DMAU	LOC6626442|XP_002048910.1|DVIR
OG0000539	LOC117144936|XP_033166279.1|DMAU	LOC6630431|XP_002053472.1|DVIR
OG0000539	LOC117144396|XP_033165423.1|DMAU	LOC6630432|XP_002053473.1|DVIR
OG0000540	LOC117150528|XP_033173343.1|DMAU	LOC6628813|XP_002052063.2|DVIR
OG0000541	LOC117137911|XP_033155546.1|DMAU, LOC117149080|XP_033172618.1|DMAU, LOC117149082|XP_033172620.1|DMAU, LOC117135916|XP_033152375.1|DMAU, LOC117135920|XP_033152378.1|DMAU, LOC117135919|XP_033152377.1|DMAU, LOC117149084|XP_033172622.1|DMAU, LOC117149085|XP_033172623.1|DMAU, LOC117149083|XP_033172621.1|DMAU, LOC117135918|XP_033152376.1|DMAU, LOC117149079|XP_033172617.1|DMAU, LOC117135915|XP_033152374.1|DMAU, LOC117149081|XP_033172619.1|DMAU, LOC117135914|XP_033152373.1|DMAU	LOC116651104|XP_032292843.1|DVIR, LOC6625444|XP_002050994.1|DVIR
OG0000542	LOC117145710|XP_033167346.1|DMAU	LOC6629822|XP_002053190.2|DVIR
OG0000542	LOC117146317|XP_033168267.1|DMAU	LOC6636224|XP_002059704.1|DVIR
OG0000543	LOC117145534|XP_033167119.1|DMAU	LOC116650893|XP_032291762.1|DVIR
OG0000543	LOC117138272|XP_033156131.1|DMAU	LOC6625811|XP_032292234.1|DVIR
OG0000544	LOC117141372|XP_033160669.1|DMAU, LOC117149342|XP_033172659.1|DMAU	LOC6623918|XP_002046849.1|DVIR
OG0000544	LOC117142571|XP_033162529.1|DMAU	LOC6629813|XP_015027787.2|DVIR
OG0000545	LOC117145070|XP_033166476.1|DMAU	LOC6630498|XP_002054392.2|DVIR
OG0000545	LOC117144614|XP_033165799.1|DMAU	LOC6630500|XP_032295041.1|DVIR
OG0000546	LOC117144017|XP_033164864.1|DMAU	LOC6630668|XP_002054626.1|DVIR
OG0000546	LOC117148717|XP_033172157.1|DMAU	LOC6631674|XP_002055000.2|DVIR
OG0000547	LOC117140237|XP_033158930.1|DMAU, LOC117148731|XP_033172192.1|DMAU	LOC6632744|XP_002056459.1|DVIR
OG0000548	LOC117141541|XP_033160931.1|DMAU	LOC6623890|XP_002048282.1|DVIR
OG0000548	LOC117141379|XP_033160679.1|DMAU	LOC6623834|XP_002048281.1|DVIR
OG0000549	LOC117138410|XP_033156377.1|DMAU	LOC6625577|XP_032292703.1|DVIR
OG0000550	LOC117142097|XP_033161873.1|DMAU	LOC6628699|XP_002052564.2|DVIR
OG0000550	LOC117141650|XP_033161114.1|DMAU	LOC6627337|XP_015028733.1|DVIR
OG0000551	LOC117138541|XP_033156575.1|DMAU	LOC6626650|XP_032292310.1|DVIR
OG0000552	LOC117143075|XP_033163432.1|DMAU	LOC26530496|XP_015026246.1|DVIR, LOC6633175|XP_002056157.2|DVIR
OG0000552	LOC117145182|XP_033166628.1|DMAU	LOC6633174|XP_002056156.3|DVIR
OG0000553	LOC117151074|XP_033174209.1|DMAU	LOC6628600|XP_002051215.1|DVIR, LOC6628598|XP_002051213.1|DVIR
OG0000554	LOC117143298|XP_033163794.1|DMAU	LOC6630179|XP_002053848.1|DVIR
OG0000554	LOC117145830|XP_033167523.1|DMAU	LOC6635181|XP_015024948.1|DVIR
OG0000555	LOC117140851|XP_033159869.1|DMAU	LOC6622820|XP_002046479.1|DVIR
OG0000555	LOC117140857|XP_033159877.1|DMAU	LOC6636572|XP_002060075.1|DVIR
OG0000556	LOC117148143|XP_033171261.1|DMAU	LOC6632107|XP_002055630.1|DVIR
OG0000556	LOC117145232|XP_033166697.1|DMAU	LOC116650351|XP_032289692.1|DVIR, LOC6632769|XP_002056374.1|DVIR
OG0000557	LOC117144176|XP_033165112.1|DMAU	LOC6632354|XP_002056716.1|DVIR
OG0000557	LOC117143551|XP_033164182.1|DMAU	LOC6632351|XP_002056713.1|DVIR
OG0000558	LOC117143121|XP_033163499.1|DMAU	LOC6630981|XP_032293824.1|DVIR
OG0000558	LOC117147855|XP_033170821.1|DMAU	LOC6634655|XP_002058108.1|DVIR
OG0000559	LOC117143297|XP_033163786.1|DMAU	LOC6629320|XP_015027363.2|DVIR
OG0000559	LOC117141597|XP_033161001.1|DMAU	LOC6623453|XP_002048228.1|DVIR
OG0000560	LOC117136435|XP_033153239.1|DMAU	LOC6626207|XP_002049793.1|DVIR
OG0000560	LOC117136434|XP_033153238.1|DMAU	LOC6626206|XP_002049792.2|DVIR
OG0000561	LOC117141068|XP_033160254.1|DMAU	LOC6624584|XP_032290574.1|DVIR
OG0000561	LOC117140867|XP_033159896.1|DMAU	LOC6624695|XP_002047138.1|DVIR
OG0000562	LOC117139546|XP_033157825.1|DMAU	LOC6623156|XP_002048554.2|DVIR
OG0000562	LOC117140486|XP_033159336.1|DMAU	LOC6623351|XP_032289947.1|DVIR
OG0000563	LOC117141612|XP_033161023.1|DMAU	LOC6622670|XP_002048450.3|DVIR
OG0000564	LOC117139327|XP_033157465.1|DMAU	LOC6624240|XP_002047163.1|DVIR
OG0000564	LOC117139328|XP_033157466.1|DMAU	LOC6624554|XP_002047164.1|DVIR
OG0000566	LOC117145247|XP_033166720.1|DMAU	LOC6632256|XP_032288773.1|DVIR
OG0000566	LOC117141238|XP_033160492.1|DMAU	LOC6623669|XP_002047352.1|DVIR
OG0000567	LOC117147883|XP_033170858.1|DMAU	LOC6636176|XP_002059562.1|DVIR
OG0000567	LOC117147648|XP_033170511.1|DMAU	LOC6636174|XP_002059560.1|DVIR
OG0000568	LOC117148765|XP_033172252.1|DMAU	LOC6631928|XP_002055476.1|DVIR
OG0000568	LOC117143405|XP_033163989.1|DMAU	LOC6631030|XP_002054121.1|DVIR, LOC116651837|XP_032294829.1|DVIR
OG0000569	LOC117143814|XP_033164551.1|DMAU	LOC6630046|XP_002054565.1|DVIR
OG0000569	LOC117141767|XP_033161289.1|DMAU	LOC6635240|XP_002058768.2|DVIR
OG0000570	LOC117144673|XP_033165885.1|DMAU	LOC6630032|XP_002054023.1|DVIR
OG0000570	LOC117145007|XP_033166391.1|DMAU	LOC6630033|XP_002054024.1|DVIR
OG0000571	LOC117144833|XP_033166109.1|DMAU	LOC6631151|XP_032294888.1|DVIR
OG0000571	LOC117144405|XP_033165431.1|DMAU	LOC6631153|XP_032294980.1|DVIR
OG0000572	LOC117145390|XP_033166917.1|DMAU	LOC6632601|XP_002056213.1|DVIR
OG0000572	LOC117144091|XP_033164997.1|DMAU	LOC6632603|XP_015026062.1|DVIR
OG0000573	LOC117141993|XP_033161728.1|DMAU	LOC6636818|XP_032291501.1|DVIR
OG0000573	LOC117136418|XP_033153219.1|DMAU	LOC6635992|XP_002059310.1|DVIR
OG0000574	LOC117140993|XP_033160134.1|DMAU	LOC6622763|XP_002048466.1|DVIR, LOC116650414|XP_032289942.1|DVIR
OG0000574	LOC117144796|XP_033166063.1|DMAU	LOC6630188|XP_002053257.1|DVIR, LOC6630191|XP_002053260.1|DVIR
OG0000575	LOC117140190|XP_033158859.1|DMAU	LOC6622916|XP_002048160.1|DVIR
OG0000575	LOC117139986|XP_033158582.1|DMAU	LOC6622282|XP_032290785.1|DVIR
OG0000576	LOC117143614|XP_033164258.1|DMAU, LOC117143739|XP_033164440.1|DMAU	LOC6632334|XP_002056402.1|DVIR
OG0000577	LOC117139158|XP_033157211.1|DMAU	LOC6628776|XP_002052767.1|DVIR
OG0000577	LOC117135254|XP_033151291.1|DMAU	LOC6635695|XP_002059268.1|DVIR
OG0000578	LOC117146824|XP_033169272.1|DMAU	LOC6628435|XP_002052043.2|DVIR
OG0000578	LOC117136726|XP_033153643.1|DMAU	LOC6627138|XP_015029764.1|DVIR
OG0000579	LOC117143888|XP_033164680.1|DMAU	LOC6629669|XP_002054763.1|DVIR
OG0000579	LOC117142105|XP_033161882.1|DMAU	LOC116650465|XP_032290021.1|DVIR, LOC6622618|XP_002048443.2|DVIR
OG0000580	LOC117144755|XP_033166005.1|DMAU	LOC6630134|XP_032292974.1|DVIR
OG0000580	LOC117144756|XP_033166006.1|DMAU	LOC6630133|XP_002053685.1|DVIR
OG0000581	LOC117146114|XP_033167993.1|DMAU	LOC6632870|XP_015026169.1|DVIR
OG0000581	LOC117147504|XP_033170299.1|DMAU	LOC6631413|XP_002055422.1|DVIR
OG0000582	LOC117139113|XP_033157144.1|DMAU	LOC6624467|XP_002047912.1|DVIR
OG0000582	LOC117136765|XP_033153700.1|DMAU	LOC6625273|XP_015029744.1|DVIR
OG0000583	LOC117135753|XP_033152100.1|DMAU	LOC6625576|XP_002048837.2|DVIR
OG0000583	LOC117138559|XP_033156609.1|DMAU	LOC6626034|XP_002050801.1|DVIR
OG0000584	LOC117150809|XP_033173759.1|DMAU	LOC6627628|XP_002051094.1|DVIR
OG0000584	LOC117142375|XP_033162199.1|DMAU	LOC6627627|XP_002051093.1|DVIR
OG0000585	LOC117139090|XP_033157102.1|DMAU	LOC116650607|XP_032290606.1|DVIR, LOC116650610|XP_032290624.1|DVIR
OG0000586	LOC117136220|XP_033152886.1|DMAU	LOC26530667|XP_015030233.1|DVIR
OG0000586	LOC117138203|XP_033156024.1|DMAU, LOC117137134|XP_033154324.1|DMAU	LOC6625149|XP_002048923.2|DVIR, LOC116651292|XP_032293337.1|DVIR, LOC6624991|XP_002048922.2|DVIR
OG0000589	LOC117148201|XP_033171372.1|DMAU	LOC6631894|XP_002055034.2|DVIR
OG0000590	LOC117142882|XP_033163046.1|DMAU	LOC6630308|XP_002053725.1|DVIR
OG0000590	LOC117148928|XP_033172541.1|DMAU	LOC6634718|XP_002058317.1|DVIR
OG0000592	LOC117138482|XP_033156504.1|DMAU	LOC6626982|XP_002048799.1|DVIR
OG0000592	LOC117136615|XP_033153491.1|DMAU	LOC6624800|XP_002050194.1|DVIR
OG0000593	LOC117144992|XP_033166356.1|DMAU	LOC6628963|XP_002051568.1|DVIR
OG0000593	LOC117147692|XP_033170570.1|DMAU	LOC6624835|XP_002049543.1|DVIR
OG0000594	LOC117145735|XP_033167386.1|DMAU	LOC6634953|XP_002058587.1|DVIR
OG0000594	LOC117145608|XP_033167214.1|DMAU	LOC6632355|XP_002056717.1|DVIR
OG0000595	LOC117143688|XP_033164365.1|DMAU	LOC6630586|XP_032289864.1|DVIR
OG0000595	LOC117144576|XP_033165721.1|DMAU	LOC6630296|XP_015026982.1|DVIR
OG0000596	LOC117146467|XP_033168594.1|DMAU	LOC6635560|XP_002059034.1|DVIR
OG0000596	LOC117145496|XP_033167067.1|DMAU	LOC6629732|XP_002053608.1|DVIR
OG0000597	LOC117145873|XP_033167588.1|DMAU	LOC6630718|XP_002054211.2|DVIR
OG0000598	LOC117142628|XP_033162622.1|DMAU	LOC116650343|XP_032289640.1|DVIR, LOC116650342|XP_032289639.1|DVIR, LOC6637006|XP_002060432.1|DVIR, LOC116650341|XP_032289638.1|DVIR, LOC6632412|XP_002056208.1|DVIR, LOC116650340|XP_032289637.1|DVIR, LOC116650344|XP_032289641.1|DVIR, LOC6637005|XP_002060433.1|DVIR
OG0000599	LOC117140768|XP_033159741.1|DMAU	LOC6623393|XP_032290822.1|DVIR
OG0000599	LOC117139641|XP_033157992.1|DMAU	LOC6623420|XP_032290825.1|DVIR
OG0000600	LOC117137974|XP_033155638.1|DMAU	LOC6626195|XP_015029588.1|DVIR
