Orthogroup	DMAU.longest_only	DBUS.longest_only
OG0001565	LOC117144825|XP_033166100.1|DMAU	LOC108601975|XP_017845457.1|DBUS
OG0001566	LOC117144763|XP_033166012.1|DMAU	LOC108603322|XP_017847527.1|DBUS
OG0001567	LOC117137470|XP_033154808.1|DMAU	LOC108597624|XP_017839756.1|DBUS
OG0001568	LOC117145575|XP_033167172.1|DMAU	LOC108603213|XP_017847294.1|DBUS
OG0001569	LOC117142749|XP_033162821.1|DMAU	LOC108604661|XP_017849702.1|DBUS
OG0001570	LOC117143537|XP_033164161.1|DMAU	LOC108603209|XP_017847285.1|DBUS
OG0001571	LOC117150331|XP_033173066.1|DMAU	LOC117134991|XP_033150591.1|DBUS
OG0001572	LOC117146644|XP_033168869.1|DMAU	LOC108605519|XP_017850757.1|DBUS
OG0001573	LOC117138952|XP_033156883.1|DMAU	LOC108600374|XP_017843401.1|DBUS
OG0001574	LOC117147709|XP_033170592.1|DMAU	LOC108606973|XP_017853030.1|DBUS
OG0001575	LOC117142946|XP_033163153.1|DMAU	LOC108601867|XP_017845314.1|DBUS
OG0001576	LOC117143450|XP_033164050.1|DMAU	LOC108604658|XP_017849697.1|DBUS
OG0001577	LOC117143344|XP_033163899.1|DMAU	LOC108602988|XP_017846867.1|DBUS
OG0001578	LOC117137458|XP_033154793.1|DMAU	LOC108597751|XP_017839948.1|DBUS
OG0001579	LOC117147572|XP_033170408.1|DMAU	LOC108606802|XP_017852760.1|DBUS
OG0001580	LOC117136051|XP_033152585.1|DMAU	LOC108597463|XP_017839524.1|DBUS
OG0001581	LOC117148699|XP_033172133.1|DMAU	LOC108605040|XP_033150281.1|DBUS
OG0001582	LOC117136937|XP_033153972.1|DMAU, LOC117136938|XP_033153977.1|DMAU	LOC108596584|XP_017837998.1|DBUS
OG0001583	LOC117136342|XP_033153096.1|DMAU	LOC108596789|XP_017838381.1|DBUS
OG0001584	LOC117141130|XP_033160347.1|DMAU	LOC108598370|XP_017840481.1|DBUS
OG0001585	LOC117148861|XP_033172421.1|DMAU	LOC108605203|XP_017850292.1|DBUS
OG0001586	LOC117140350|XP_033159092.1|DMAU	LOC108599942|XP_017842655.1|DBUS
OG0001587	LOC117137487|XP_033154858.1|DMAU	LOC108596516|XP_017837847.1|DBUS
OG0001588	LOC117138208|XP_033156033.1|DMAU	LOC108595400|XP_017836115.1|DBUS
OG0001589	LOC117136090|XP_033152654.1|DMAU	LOC108608342|XP_017855175.1|DBUS
OG0001590	LOC117136764|XP_033153690.1|DMAU	LOC108596609|XP_017838038.1|DBUS
OG0001591	LOC117146523|XP_033168679.1|DMAU, LOC117148736|XP_033172197.1|DMAU, LOC117145380|XP_033166903.1|DMAU	LOC108604407|XP_017849362.1|DBUS
OG0001592	LOC117142934|XP_033163141.1|DMAU	LOC108607582|XP_033149779.1|DBUS
OG0001593	LOC117150632|XP_033173495.1|DMAU	LOC108608052|XP_033149776.1|DBUS
OG0001594	LOC117150272|XP_033172968.1|DMAU	LOC108598529|XP_033149934.1|DBUS
OG0001595	LOC117137055|XP_033154156.1|DMAU	LOC108597084|XP_017838919.1|DBUS
OG0001596	LOC117151034|XP_033174139.1|DMAU	LOC108594341|XP_033150519.1|DBUS
OG0001598	LOC117135169|XP_033151119.1|DMAU	LOC108608123|XP_033150862.1|DBUS
OG0001599	LOC117141141|XP_033160368.1|DMAU	LOC108608452|XP_017855321.1|DBUS
OG0001600	LOC117145130|XP_033166545.1|DMAU	LOC108607930|XP_033150043.1|DBUS
OG0001601	LOC117135165|XP_033151117.1|DMAU	LOC108608443|XP_017855308.1|DBUS
OG0001602	LOC117140893|XP_033159942.1|DMAU	LOC108598647|XP_017840847.2|DBUS
OG0001603	LOC117150475|XP_033173265.1|DMAU	LOC108595529|XP_033150151.1|DBUS
OG0001604	LOC117146888|XP_033169378.1|DMAU	LOC108605171|XP_033150421.1|DBUS
OG0001605	LOC117135893|XP_033152331.1|DMAU	LOC108595155|XP_017835814.1|DBUS
OG0001606	LOC117135420|XP_033151464.1|DMAU	LOC117135005|XP_033150673.1|DBUS
OG0001607	LOC117135203|XP_033151179.1|DMAU	LOC108603457|XP_017847781.2|DBUS, LOC108607841|XP_017854395.2|DBUS
OG0001608	LOC117151028|XP_033174132.1|DMAU	LOC108594459|XP_017835126.1|DBUS
OG0001609	LOC117137214|XP_033154461.1|DMAU	LOC108594756|XP_033149083.1|DBUS
OG0001610	LOC117142175|XP_033161931.1|DMAU	LOC108601882|XP_017845349.2|DBUS
OG0001611	LOC117143255|XP_033163716.1|DMAU	LOC108605343|XP_017850502.1|DBUS, LOC108607884|XP_017854477.1|DBUS
OG0001612	LOC117150833|XP_033173791.1|DMAU	LOC108607975|XP_017854617.1|DBUS
OG0001613	LOC117142352|XP_033162169.1|DMAU	LOC108599269|XP_017841558.1|DBUS
OG0001614	LOC117136293|XP_033153021.1|DMAU	LOC108595403|XP_017836118.1|DBUS
OG0001615	LOC117135714|XP_033152034.1|DMAU	LOC108607651|XP_033150804.1|DBUS
OG0001616	LOC117147230|XP_033169936.1|DMAU	LOC108594444|XP_017835108.1|DBUS
OG0001617	LOC117135206|XP_033151182.1|DMAU	LOC108608231|XP_033150433.1|DBUS
OG0001618	LOC117145308|XP_033166796.1|DMAU	LOC108607318|XP_017853478.1|DBUS
OG0001619	LOC117145000|XP_033166379.1|DMAU	LOC108608075|XP_017854760.1|DBUS
OG0001620	LOC117136487|XP_033153317.1|DMAU	LOC108607217|XP_017853374.1|DBUS, LOC108594373|XP_017835024.1|DBUS, LOC108600646|XP_017843832.1|DBUS
OG0001621	LOC117137744|XP_033155218.1|DMAU	LOC108594737|XP_017835364.1|DBUS
OG0001622	LOC117146684|XP_033168943.1|DMAU	LOC108606468|XP_017852080.1|DBUS
OG0001623	LOC117150459|XP_033173243.1|DMAU	LOC108607926|XP_017854529.1|DBUS
OG0001624	LOC117150860|XP_033173848.1|DMAU	LOC108601953|XP_017845431.2|DBUS
OG0001625	LOC117144752|XP_033166003.1|DMAU	LOC108594705|XP_033150989.1|DBUS, LOC108608224|XP_017854990.1|DBUS
OG0001626	LOC117137081|XP_033154205.1|DMAU	LOC108598881|XP_017841133.1|DBUS
OG0001627	LOC117142706|XP_033162756.1|DMAU	LOC108602377|XP_017845971.1|DBUS
OG0001628	LOC117145682|XP_033167315.1|DMAU	LOC108601297|XP_017844686.1|DBUS, LOC108601298|XP_017844687.1|DBUS
OG0001629	LOC117145926|XP_033167677.1|DMAU	LOC108604795|XP_033150695.1|DBUS
OG0001630	LOC117142944|XP_033163150.1|DMAU	LOC108601721|XP_017845127.1|DBUS
OG0001631	LOC117144870|XP_033166169.1|DMAU	LOC108603976|XP_017848689.1|DBUS
OG0001632	LOC117150228|XP_033172918.1|DMAU	LOC108599423|XP_017841727.1|DBUS
OG0001633	LOC117142853|XP_033162984.1|DMAU	LOC108601663|XP_017845053.1|DBUS
OG0001634	LOC117143157|XP_033163554.1|DMAU	LOC108604042|XP_017848794.1|DBUS
OG0001635	LOC117144305|XP_033165307.1|DMAU	LOC108601833|XP_017845263.1|DBUS
OG0001636	LOC117145025|XP_033166417.1|DMAU	LOC108602479|XP_017846091.1|DBUS
OG0001637	LOC117142418|XP_033162267.1|DMAU	LOC108603171|XP_017847217.1|DBUS
OG0001638	LOC117147529|XP_033170349.1|DMAU, LOC117147214|XP_033169919.1|DMAU	LOC108605427|XP_017850592.1|DBUS
OG0001639	LOC117136386|XP_033153169.1|DMAU	LOC108597589|XP_017839697.1|DBUS
OG0001640	LOC117143213|XP_033163652.1|DMAU	LOC108601889|XP_017845353.1|DBUS
OG0001641	LOC117142797|XP_033162894.1|DMAU	LOC108604603|XP_017849629.1|DBUS
OG0001642	LOC117148328|XP_033171553.1|DMAU	LOC108607280|XP_017853464.1|DBUS
OG0001644	LOC117141151|XP_033160380.1|DMAU	LOC108598986|XP_017841242.1|DBUS
OG0001645	LOC117136667|XP_033153558.1|DMAU	LOC108597279|XP_017839739.2|DBUS
OG0001646	LOC117138578|XP_033156642.1|DMAU	LOC108596763|XP_017838338.1|DBUS
OG0001647	LOC117137085|XP_033154206.1|DMAU	LOC108595225|XP_017835902.2|DBUS
OG0001648	LOC117139547|XP_033157826.1|DMAU	LOC108598225|XP_033149650.1|DBUS
OG0001649	LOC117138168|XP_033155940.1|DMAU	LOC108597011|XP_017838778.1|DBUS
OG0001650	LOC117135852|XP_033152260.1|DMAU	LOC108597465|XP_033149113.1|DBUS
OG0001652	LOC117140684|XP_033159631.1|DMAU	LOC108598856|XP_017841103.1|DBUS
OG0001653	LOC117139867|XP_033158414.1|DMAU	LOC108600712|XP_017843934.2|DBUS
OG0001654	LOC117137179|XP_033154392.1|DMAU	LOC108597043|XP_017838829.1|DBUS
OG0001655	LOC117137566|XP_033154962.1|DMAU	LOC108594607|XP_017835238.1|DBUS, LOC108596531|XP_017837906.1|DBUS
OG0001656	LOC117135559|XP_033151757.1|DMAU	LOC108594268|XP_017834887.1|DBUS
OG0001657	LOC117139956|XP_033158540.1|DMAU	LOC108598776|XP_017841006.1|DBUS
OG0001658	LOC117139118|XP_033157152.1|DMAU	LOC108600377|XP_017843406.1|DBUS
OG0001659	LOC117139666|XP_033158030.1|DMAU	LOC108601095|XP_017844495.1|DBUS
OG0001660	LOC117139272|XP_033157386.1|DMAU	LOC108599525|XP_017841888.1|DBUS
OG0001661	LOC117144762|XP_033166011.1|DMAU	LOC108604548|XP_017849567.1|DBUS, LOC108602519|XP_017846142.1|DBUS
OG0001662	LOC117139086|XP_033157095.1|DMAU	LOC108600452|XP_017843528.2|DBUS
OG0001663	LOC117143336|XP_033163887.1|DMAU	LOC108601669|XP_017845060.1|DBUS
OG0001664	LOC117136768|XP_033153703.1|DMAU	LOC108597237|XP_017839175.1|DBUS
OG0001666	LOC117150975|XP_033174048.1|DMAU	LOC108607616|XP_017854018.1|DBUS
OG0001667	LOC117138667|XP_033156796.1|DMAU	LOC108595170|XP_017835830.1|DBUS
OG0001668	LOC117142067|XP_033161836.1|DMAU	LOC108600255|XP_017843182.1|DBUS
OG0001669	LOC117140853|XP_033159871.1|DMAU, LOC117140933|XP_033160020.1|DMAU	LOC108598366|XP_017840476.1|DBUS
OG0001670	LOC117137305|XP_033154577.1|DMAU	LOC108596238|XP_017837269.1|DBUS
OG0001671	LOC117147797|XP_033170737.1|DMAU	LOC108605443|XP_017850618.1|DBUS
OG0001672	LOC117137902|XP_033155533.1|DMAU, LOC117137900|XP_033155531.1|DMAU, LOC117137901|XP_033155532.1|DMAU	LOC108596307|XP_017837399.1|DBUS
OG0001673	LOC117135620|XP_033151872.1|DMAU, LOC117135619|XP_033151871.1|DMAU	LOC108595861|XP_017836641.1|DBUS, LOC108594724|XP_017835352.1|DBUS, LOC108594725|XP_017835353.1|DBUS
OG0001674	LOC117145858|XP_033167569.1|DMAU, LOC117143410|XP_033163995.1|DMAU	LOC108604259|XP_017849142.1|DBUS
OG0001675	LOC117145544|XP_033167129.1|DMAU, LOC117145542|XP_033167128.1|DMAU	LOC108604265|XP_017849148.1|DBUS
OG0001676	LOC117138609|XP_033156709.1|DMAU, LOC117138605|XP_033156704.1|DMAU, LOC117138586|XP_033156657.1|DMAU	LOC117134719|XP_033149193.1|DBUS
OG0001678	LOC117148148|XP_033171270.1|DMAU	LOC108605382|XP_017850540.2|DBUS
OG0001679	LOC117148122|XP_033171235.1|DMAU	LOC108607235|XP_017853402.1|DBUS
OG0001680	LOC117146942|XP_033169483.1|DMAU	LOC108603549|XP_017847957.2|DBUS
OG0001681	LOC117148489|XP_033171760.1|DMAU	LOC108605564|XP_017850820.1|DBUS
OG0001682	LOC117147193|XP_033169885.1|DMAU	LOC108605792|XP_017851083.1|DBUS
OG0001683	LOC117150821|XP_033173774.1|DMAU	LOC108608492|XP_033150739.1|DBUS
OG0001684	LOC117146242|XP_033168051.1|DMAU	LOC108599069|XP_017841340.2|DBUS, LOC108607402|XP_017853671.1|DBUS
OG0001685	LOC117149967|XP_033172755.1|DMAU	LOC108598394|XP_017840507.1|DBUS
OG0001686	LOC117147431|XP_033170202.1|DMAU, LOC117147429|XP_033170201.1|DMAU	LOC108606446|XP_017852049.1|DBUS
OG0001687	LOC117147250|XP_033169959.1|DMAU	LOC108606192|XP_017851540.1|DBUS
OG0001688	LOC117146919|XP_033169438.1|DMAU, LOC117146917|XP_033169435.1|DMAU	LOC108605961|XP_017851269.1|DBUS
OG0001689	LOC117148136|XP_033171254.1|DMAU	LOC108606882|XP_017852896.1|DBUS
OG0001690	LOC117141882|XP_033161464.1|DMAU	LOC108598701|XP_017840914.1|DBUS
OG0001691	LOC117150377|XP_033173129.1|DMAU	LOC108604832|XP_017849395.1|DBUS
OG0001692	LOC117144643|XP_033165829.1|DMAU	LOC108602339|XP_017845917.1|DBUS
OG0001693	LOC117147884|XP_033170859.1|DMAU	LOC108605236|XP_017850338.1|DBUS
OG0001694	LOC117143088|XP_033163456.1|DMAU	LOC108601403|XP_017844791.1|DBUS
OG0001695	LOC117136802|XP_033153757.1|DMAU	LOC108596366|XP_017837524.1|DBUS
OG0001696	LOC117142225|XP_033161967.1|DMAU	LOC108603568|XP_017847974.1|DBUS
OG0001697	LOC117143205|XP_033163641.1|DMAU	LOC108601702|XP_017845104.1|DBUS
OG0001698	LOC117148498|XP_033171771.1|DMAU	LOC108606782|XP_017852695.1|DBUS
OG0001699	LOC117142581|XP_033162542.1|DMAU	LOC108601587|XP_033149883.1|DBUS
OG0001700	LOC117143129|XP_033163510.1|DMAU	LOC108602583|XP_017846208.1|DBUS
OG0001701	LOC117144739|XP_033165982.1|DMAU	LOC108603787|XP_017848372.1|DBUS
OG0001702	LOC117150609|XP_033173504.1|DMAU	LOC108599142|XP_017841422.1|DBUS
OG0001703	LOC117145659|XP_033167282.1|DMAU	LOC108601834|XP_017845265.1|DBUS
OG0001704	LOC117145652|XP_033167273.1|DMAU	LOC108602492|XP_017846109.1|DBUS
OG0001705	LOC117143342|XP_033163896.1|DMAU	LOC108601706|XP_017845109.1|DBUS
OG0001706	LOC117136263|XP_033152972.1|DMAU	LOC108594344|XP_017834987.1|DBUS
OG0001707	LOC117145673|XP_033167296.1|DMAU	LOC108604223|XP_017849076.1|DBUS
OG0001708	LOC117142755|XP_033162828.1|DMAU	LOC108604664|XP_017849704.1|DBUS
OG0001709	LOC117139411|XP_033157579.1|DMAU	LOC108600543|XP_017843688.1|DBUS
OG0001710	LOC117143161|XP_033163563.1|DMAU	LOC108604447|XP_017849416.1|DBUS
OG0001711	LOC117143117|XP_033163495.1|DMAU	LOC108603056|XP_017846979.1|DBUS
OG0001712	LOC117146121|XP_033168009.1|DMAU	LOC108601636|XP_017845023.1|DBUS
OG0001713	LOC117145402|XP_033166931.1|DMAU	LOC108603453|XP_017847773.1|DBUS
OG0001714	LOC117145842|XP_033167539.1|DMAU	LOC108602696|XP_017846323.1|DBUS
OG0001715	LOC117147805|XP_033170748.1|DMAU	LOC108606271|XP_017851737.1|DBUS
OG0001716	LOC117148334|XP_033171559.1|DMAU	LOC108607220|XP_017853381.1|DBUS
OG0001717	LOC117145190|XP_033166640.1|DMAU	LOC108603506|XP_017847868.1|DBUS
OG0001718	LOC117146000|XP_033167808.1|DMAU	LOC108604320|XP_017849232.1|DBUS
OG0001719	LOC117142255|XP_033162005.1|DMAU	LOC108604181|XP_017849012.1|DBUS
OG0001720	LOC117146061|XP_033167892.1|DMAU	LOC108603970|XP_017848668.1|DBUS
OG0001721	LOC117143303|XP_033163801.1|DMAU	LOC108604470|XP_017849444.1|DBUS
OG0001722	LOC117139475|XP_033157684.1|DMAU	LOC108600510|XP_017843635.1|DBUS
OG0001723	LOC117137199|XP_033154440.1|DMAU	LOC108596370|XP_017837526.1|DBUS
OG0001724	LOC117136752|XP_033153675.1|DMAU	LOC108596442|XP_033149174.1|DBUS
OG0001725	LOC117136464|XP_033153286.1|DMAU	LOC108596936|XP_017838653.1|DBUS
OG0001726	LOC117139808|XP_033158326.1|DMAU	LOC108600169|XP_017843063.1|DBUS
OG0001727	LOC117145265|XP_033166741.1|DMAU	LOC108604621|XP_017849657.1|DBUS
OG0001728	LOC117136259|XP_033152968.1|DMAU	LOC108596065|XP_017836949.1|DBUS
OG0001729	LOC117137805|XP_033155371.1|DMAU	LOC108596502|XP_017837822.2|DBUS
OG0001730	LOC117150672|XP_033173565.1|DMAU	LOC108608476|XP_017855357.2|DBUS
OG0001731	LOC117135757|XP_033152104.1|DMAU	LOC108596083|XP_017836989.1|DBUS
OG0001732	LOC117150700|XP_033173603.1|DMAU	LOC108594426|XP_017835089.1|DBUS
OG0001733	LOC117136477|XP_033153305.1|DMAU	LOC108596102|XP_017837011.1|DBUS
OG0001734	LOC117136828|XP_033153793.1|DMAU	LOC108595096|XP_017835736.1|DBUS
OG0001735	LOC117139498|XP_033157717.1|DMAU	LOC108598802|XP_017841034.1|DBUS
OG0001736	LOC117137538|XP_033154925.1|DMAU	LOC108597215|XP_017839146.1|DBUS
OG0001737	LOC117138405|XP_033156374.1|DMAU	LOC108596962|XP_017838698.1|DBUS
OG0001738	LOC117140852|XP_033159870.1|DMAU	LOC108598792|XP_017841025.1|DBUS
OG0001739	LOC117136292|XP_033153019.1|DMAU	LOC108594238|XP_017834838.1|DBUS
OG0001740	LOC117138551|XP_033156601.1|DMAU	LOC108596149|XP_017837132.1|DBUS
OG0001741	LOC117146027|XP_033167849.1|DMAU	LOC108601693|XP_017845092.2|DBUS
OG0001742	LOC117137874|XP_033155491.1|DMAU	LOC108595326|XP_017836035.1|DBUS
OG0001743	LOC117139096|XP_033157115.1|DMAU	LOC108599854|XP_017842470.2|DBUS
OG0001744	LOC117136242|XP_033152918.1|DMAU	LOC108596411|XP_017837594.1|DBUS
OG0001745	LOC117136869|XP_033153861.1|DMAU	LOC108596303|XP_017837387.1|DBUS
OG0001746	LOC117141171|XP_033160398.1|DMAU	LOC108600750|XP_017843991.1|DBUS
OG0001747	LOC117138668|XP_033156797.1|DMAU	LOC108596693|XP_017838202.1|DBUS
OG0001748	LOC117141425|XP_033160749.1|DMAU	LOC108601106|XP_033149587.1|DBUS
OG0001749	LOC117136334|XP_033153086.1|DMAU	LOC108596282|XP_017837343.2|DBUS
OG0001750	LOC117136331|XP_033153078.1|DMAU	LOC108596274|XP_017837332.1|DBUS
OG0001751	LOC117141443|XP_033160787.1|DMAU	LOC108599586|XP_017842018.2|DBUS
OG0001752	LOC117141504|XP_033160881.1|DMAU	LOC108599601|XP_017842043.1|DBUS
OG0001753	LOC117139565|XP_033157853.1|DMAU	LOC108600769|XP_033149515.1|DBUS
OG0001754	LOC117135776|XP_033152136.1|DMAU	LOC108596900|XP_017838579.1|DBUS
OG0001755	LOC117141477|XP_033160838.1|DMAU	LOC108599926|XP_017842624.1|DBUS
OG0001756	LOC117138595|XP_033156667.1|DMAU	LOC108596914|XP_017838610.1|DBUS
OG0001757	LOC117136958|XP_033154013.1|DMAU	LOC108596659|XP_017838135.1|DBUS
OG0001758	LOC117139762|XP_033158220.1|DMAU	LOC108598627|XP_033149518.1|DBUS
OG0001759	LOC117138369|XP_033156327.1|DMAU	LOC108596301|XP_017837385.1|DBUS
OG0001760	LOC117137922|XP_033155563.1|DMAU	LOC108595483|XP_017836223.2|DBUS
OG0001761	LOC117136476|XP_033153301.1|DMAU	LOC108596989|XP_017838744.1|DBUS
OG0001762	LOC117150520|XP_033173329.1|DMAU	LOC108594257|XP_017834870.1|DBUS
OG0001763	LOC117150788|XP_033173728.1|DMAU	LOC108601021|XP_017844388.1|DBUS, LOC108594471|XP_017835142.1|DBUS
OG0001764	LOC117143711|XP_033164401.1|DMAU	LOC117134658|XP_033148931.1|DBUS, LOC108606832|XP_017852806.1|DBUS
OG0001765	LOC117135514|XP_033151642.1|DMAU	LOC108596070|XP_017836972.1|DBUS
OG0001766	LOC117140041|XP_033158668.1|DMAU	LOC108608318|XP_017855135.1|DBUS
OG0001767	LOC117150681|XP_033173577.1|DMAU	LOC108602236|XP_017845777.2|DBUS
OG0001768	LOC117145961|XP_033167752.1|DMAU	LOC108598724|XP_017840945.1|DBUS
OG0001769	LOC117150157|XP_033172847.1|DMAU	LOC108604602|XP_033150730.1|DBUS
OG0001770	LOC117148851|XP_033172404.1|DMAU	LOC108607585|XP_017853974.1|DBUS
OG0001771	LOC117150590|XP_033173437.1|DMAU	LOC108602688|XP_017846319.1|DBUS, LOC108602711|XP_017846358.1|DBUS
OG0001773	LOC117150201|XP_033172885.1|DMAU	LOC108598823|XP_017841066.2|DBUS
OG0001774	LOC117136505|XP_033153340.1|DMAU	LOC108597601|XP_017839713.1|DBUS
OG0001775	LOC117148940|XP_033172557.1|DMAU	LOC108606572|XP_017852280.1|DBUS
OG0001776	LOC117135184|XP_033151142.1|DMAU	LOC108594285|XP_017834912.1|DBUS
OG0001777	LOC117141801|XP_033161341.1|DMAU	LOC108594473|XP_017835143.1|DBUS
OG0001778	LOC117150503|XP_033173300.1|DMAU	LOC108607808|XP_017854341.2|DBUS
OG0001779	LOC117147518|XP_033170328.1|DMAU	LOC108607780|XP_033150089.1|DBUS
OG0001780	LOC117136367|XP_033153139.1|DMAU	LOC108596371|XP_017837527.1|DBUS
OG0001781	LOC117142149|XP_033161929.1|DMAU	LOC108598441|XP_017840566.2|DBUS
OG0001782	LOC117150657|XP_033173539.1|DMAU	LOC108608514|XP_033150736.1|DBUS
OG0001783	LOC117145902|XP_033167647.1|DMAU	LOC108607570|XP_033150812.1|DBUS
OG0001784	LOC117150947|XP_033174011.1|DMAU	LOC108607640|XP_017854057.1|DBUS
OG0001785	LOC117136455|XP_033153270.1|DMAU	LOC108594763|XP_017835391.1|DBUS, LOC108595232|XP_017835919.1|DBUS
OG0001786	LOC117148092|XP_033171199.1|DMAU	LOC108598072|XP_017840178.2|DBUS
OG0001787	LOC117139124|XP_033157166.1|DMAU	LOC108607436|XP_017853756.1|DBUS
OG0001788	LOC117135493|XP_033151605.1|DMAU	LOC108596425|XP_017837637.1|DBUS
OG0001789	LOC117136950|XP_033153991.1|DMAU	LOC108597607|XP_017839733.1|DBUS
OG0001790	LOC117150832|XP_033173794.1|DMAU	LOC108602039|XP_017845539.1|DBUS
OG0001791	LOC117138336|XP_033156265.1|DMAU	LOC108596745|XP_017838307.1|DBUS
OG0001792	LOC117139729|XP_033158161.1|DMAU	LOC108594422|XP_017835083.2|DBUS
OG0001793	LOC117135411|XP_033151450.1|DMAU	LOC108596217|XP_017837233.1|DBUS
OG0001794	LOC117150504|XP_033173301.1|DMAU	LOC108607806|XP_017854339.1|DBUS
OG0001795	LOC117139585|XP_033157893.1|DMAU	LOC108607486|XP_033150637.1|DBUS
OG0001796	LOC117147680|XP_033170549.1|DMAU	LOC108605080|XP_017850135.1|DBUS
OG0001797	LOC117146303|XP_033168232.1|DMAU	LOC108607428|XP_017853727.1|DBUS
OG0001798	LOC117138242|XP_033156083.1|DMAU	LOC108595820|XP_017836600.1|DBUS
OG0001799	LOC117148428|XP_033171692.1|DMAU	LOC108605000|XP_033150403.1|DBUS
OG0001800	LOC117141187|XP_033160420.1|DMAU	LOC108594476|XP_017835152.1|DBUS
OG0001801	LOC117139480|XP_033157690.1|DMAU	LOC108599382|XP_017841676.1|DBUS
OG0001802	LOC117143564|XP_033164200.1|DMAU	LOC108604568|XP_017849587.1|DBUS
OG0001803	LOC117144035|XP_033164891.1|DMAU	LOC108601514|XP_017844902.1|DBUS
OG0001804	LOC117142991|XP_033163235.1|DMAU	LOC108603445|XP_017847761.1|DBUS
OG0001805	LOC117141181|XP_033160410.1|DMAU	LOC108598969|XP_017841231.1|DBUS
OG0001806	LOC117145880|XP_033167595.1|DMAU	LOC108604040|XP_017848791.2|DBUS, LOC108604167|XP_017848989.2|DBUS
OG0001807	LOC117144675|XP_033165887.1|DMAU	LOC108603786|XP_017848370.1|DBUS
OG0001808	LOC117145339|XP_033166840.1|DMAU	LOC108603239|XP_017847353.1|DBUS
OG0001809	LOC117142647|XP_033162644.1|DMAU	LOC108604697|XP_017849745.1|DBUS
OG0001810	LOC117145083|XP_033166491.1|DMAU	LOC108602392|XP_017845993.1|DBUS
OG0001811	LOC117137064|XP_033154169.1|DMAU	LOC108595251|XP_017835944.1|DBUS
OG0001812	LOC117146439|XP_033168543.1|DMAU	LOC108606311|XP_017851801.1|DBUS
OG0001813	LOC117142830|XP_033162950.1|DMAU	LOC108602772|XP_017846433.1|DBUS
OG0001814	LOC117142566|XP_033162508.1|DMAU	LOC108603620|XP_017848064.1|DBUS
OG0001815	LOC117144789|XP_033166049.1|DMAU	LOC108603931|XP_017848615.1|DBUS
OG0001816	LOC117137212|XP_033154458.1|DMAU	LOC108595524|XP_017836268.1|DBUS
OG0001817	LOC117138259|XP_033156111.1|DMAU	LOC108595975|XP_017836751.2|DBUS
OG0001818	LOC117148233|XP_033171417.1|DMAU	LOC108606955|XP_017853001.1|DBUS
OG0001819	LOC117135453|XP_033151530.1|DMAU	LOC108597727|XP_017839911.2|DBUS
OG0001820	LOC117146967|XP_033169526.1|DMAU	LOC108605710|XP_017850990.1|DBUS
OG0001821	LOC117138006|XP_033155699.1|DMAU	LOC108595349|XP_017836062.1|DBUS
OG0001822	LOC117137747|XP_033155222.1|DMAU	LOC108595507|XP_017836249.1|DBUS
OG0001823	LOC117140245|XP_033158938.1|DMAU	LOC108600286|XP_017843246.1|DBUS
OG0001824	LOC117151071|XP_033174204.1|DMAU	LOC108600863|XP_017844162.1|DBUS
OG0001825	LOC117138084|XP_033155824.1|DMAU	LOC108596109|XP_033149156.1|DBUS
OG0001826	LOC117137620|XP_033155042.1|DMAU	LOC108596156|XP_017837150.1|DBUS
OG0001827	LOC117138144|XP_033155913.1|DMAU	LOC108595377|XP_017836093.1|DBUS
OG0001828	LOC117146567|XP_033168757.1|DMAU	LOC108606296|XP_017851771.1|DBUS
OG0001829	LOC117137383|XP_033154687.1|DMAU	LOC108595316|XP_017836025.1|DBUS
OG0001830	LOC117135880|XP_033152314.1|DMAU	LOC108596767|XP_017838348.1|DBUS
OG0001831	LOC117141475|XP_033160836.1|DMAU	LOC108598360|XP_017840469.2|DBUS
OG0001832	LOC117148545|XP_033171870.1|DMAU	LOC108605033|XP_033150473.1|DBUS, LOC108606662|XP_017852476.1|DBUS
OG0001833	LOC117137509|XP_033154881.1|DMAU	LOC108596424|XP_017837636.1|DBUS
OG0001834	LOC117142523|XP_033162460.1|DMAU	LOC108603104|XP_017847097.1|DBUS
OG0001838	LOC117137650|XP_033155078.1|DMAU	LOC108594683|XP_033149076.1|DBUS
OG0001839	LOC117141914|XP_033161533.1|DMAU, LOC117136295|XP_033153029.1|DMAU	LOC108595839|XP_017836619.1|DBUS
OG0001840	LOC117148925|XP_033172539.1|DMAU, LOC117149176|XP_033172645.1|DMAU	LOC108604620|XP_017849658.1|DBUS
OG0001841	LOC117140525|XP_033159397.1|DMAU, LOC117140526|XP_033159401.1|DMAU	LOC108598368|XP_017840478.1|DBUS
OG0001842	LOC117141991|XP_033161721.1|DMAU, LOC117140784|XP_033159770.1|DMAU	LOC108599431|XP_017841741.1|DBUS
OG0001843	LOC117139363|XP_033157506.1|DMAU	LOC108599615|XP_017842060.2|DBUS
OG0001844	LOC117140409|XP_033159173.1|DMAU, LOC117140374|XP_033159130.1|DMAU	LOC108598085|XP_017840187.1|DBUS
OG0001845	LOC117136646|XP_033153532.1|DMAU	LOC108595576|XP_017836326.1|DBUS
OG0001846	LOC117144178|XP_033165114.1|DMAU, LOC117144229|XP_033165185.1|DMAU	LOC108604828|XP_017849930.2|DBUS
OG0001848	LOC117140198|XP_033158872.1|DMAU	LOC108602743|XP_017846387.1|DBUS
