Orthogroup	DMAU.longest_only	BTRY.longest_only
OG0000901	LOC117138316|XP_033156224.1|DMAU, LOC117138392|XP_033156355.1|DMAU	LOC120770743|XP_039954265.1|BTRY, LOC120770660|XP_039954185.1|BTRY
OG0000902	LOC117148725|XP_033172168.1|DMAU, LOC117147055|XP_033169700.1|DMAU	LOC120773593|XP_039958521.1|BTRY, LOC120777059|XP_039964106.1|BTRY, LOC120776197|XP_039962757.1|BTRY
OG0000903	LOC117140371|XP_033159127.1|DMAU, LOC117141604|XP_033161011.1|DMAU	LOC120778310|XP_039966036.1|BTRY, LOC120777996|XP_039965585.1|BTRY
OG0000904	LOC117139607|XP_033157936.1|DMAU, LOC117139608|XP_033157937.1|DMAU, LOC117141694|XP_033161193.1|DMAU	LOC120778323|XP_039966053.1|BTRY, LOC120777903|XP_039965418.1|BTRY
OG0000907	LOC117136943|XP_033153981.1|DMAU	LOC120772753|XP_039957450.1|BTRY
OG0000909	LOC117145347|XP_033166853.1|DMAU	LOC120766740|XP_039948340.1|BTRY
OG0000910	LOC117146065|XP_033167895.1|DMAU	LOC120773984|XP_039959175.1|BTRY
OG0000911	LOC117135648|XP_033151923.1|DMAU	LOC120772726|XP_039957422.1|BTRY
OG0000912	LOC117141364|XP_033160661.1|DMAU, LOC117140832|XP_033159831.1|DMAU	LOC120776476|XP_039963086.1|BTRY
OG0000913	LOC117139692|XP_033158090.1|DMAU	LOC120777199|XP_039964302.1|BTRY
OG0000913	LOC117139694|XP_033158091.1|DMAU	LOC120777200|XP_039964303.1|BTRY
OG0000914	LOC117136763|XP_033153689.1|DMAU	LOC120772170|XP_039956544.1|BTRY
OG0000915	LOC117137288|XP_033154553.1|DMAU, LOC117147464|XP_033170246.1|DMAU	LOC120772008|XP_039956302.1|BTRY
OG0000916	LOC117150551|XP_033173377.1|DMAU	LOC120767306|XP_039949146.1|BTRY
OG0000917	LOC117140481|XP_033159846.1|DMAU	LOC120767326|XP_039949201.1|BTRY
OG0000918	LOC117137078|XP_033154197.1|DMAU, LOC117135322|XP_033151411.1|DMAU	LOC120769701|XP_039952763.1|BTRY
OG0000920	LOC117148873|XP_033172435.1|DMAU	LOC120774066|XP_039959306.1|BTRY
OG0000921	LOC117146764|XP_033169156.1|DMAU, LOC117146765|XP_033169157.1|DMAU	LOC120775144|XP_039961106.1|BTRY
OG0000922	LOC117139029|XP_033157018.1|DMAU, LOC117139027|XP_033157016.1|DMAU	LOC120776974|XP_039964002.1|BTRY, LOC120778996|XP_039967033.1|BTRY, LOC120778997|XP_039967034.1|BTRY
OG0000923	LOC117141567|XP_033160969.1|DMAU, LOC117143945|XP_033164770.1|DMAU	LOC120782266|XP_039970376.1|BTRY, LOC120772828|XP_039957568.1|BTRY
OG0000924	LOC117146721|XP_033169050.1|DMAU	LOC120774845|XP_039960596.1|BTRY
OG0000925	LOC117145095|XP_033166504.1|DMAU, LOC117145094|XP_033166503.1|DMAU	LOC120781343|XP_039969481.1|BTRY
OG0000926	LOC117145979|XP_033167776.1|DMAU, LOC117144098|XP_033165005.1|DMAU	LOC120767371|XP_039949286.1|BTRY
OG0000927	LOC117145278|XP_033166757.1|DMAU, LOC117144297|XP_033165294.1|DMAU	LOC120780354|XP_039968583.1|BTRY
OG0000928	LOC117145020|XP_033166408.1|DMAU, LOC117145011|XP_033166398.1|DMAU	LOC120769523|XP_039952493.1|BTRY, LOC120769611|XP_039952643.1|BTRY
OG0000929	LOC117139420|XP_033157595.1|DMAU, LOC117139423|XP_033157609.1|DMAU	LOC120775118|XP_039961070.1|BTRY, LOC120775117|XP_039961069.1|BTRY, LOC120773596|XP_039958525.1|BTRY
OG0000930	LOC117140213|XP_033158893.1|DMAU, LOC117142092|XP_033161866.1|DMAU	LOC120778002|XP_039965599.1|BTRY
OG0000931	LOC117136608|XP_033153483.1|DMAU, LOC117143979|XP_033164813.1|DMAU	LOC120777343|XP_039964529.1|BTRY
OG0000932	LOC117140116|XP_033158771.1|DMAU	LOC120776427|XP_039963013.1|BTRY, LOC120778429|XP_039966144.1|BTRY
OG0000936	LOC117144628|XP_033165814.1|DMAU, LOC117147763|XP_033170679.1|DMAU	LOC120780309|XP_039968536.1|BTRY
OG0000937	LOC117144664|XP_033165856.1|DMAU	LOC120777080|XP_039964147.1|BTRY, LOC120773775|XP_039958793.1|BTRY, LOC120773372|XP_039958134.1|BTRY
OG0000938	LOC117147676|XP_033170543.1|DMAU	LOC120773905|XP_039959019.1|BTRY
OG0000939	LOC117151025|XP_033174125.1|DMAU, LOC117137072|XP_033154193.1|DMAU	LOC120768922|XP_039951631.1|BTRY
OG0000940	LOC117140908|XP_033159971.1|DMAU	LOC120773988|XP_039959185.1|BTRY
OG0000941	LOC117145841|XP_033167538.1|DMAU, LOC117146876|XP_033169356.1|DMAU	LOC120774258|XP_039959658.1|BTRY
OG0000943	LOC117135554|XP_033151743.1|DMAU	LOC120772195|XP_039956594.1|BTRY
OG0000943	LOC117135555|XP_033151746.1|DMAU	LOC120781099|XP_039969176.1|BTRY
OG0000944	LOC117147668|XP_033170534.1|DMAU	LOC120774959|XP_039960779.1|BTRY
OG0000945	LOC117139195|XP_033157258.1|DMAU, LOC117139196|XP_033157260.1|DMAU	LOC120771938|XP_039956169.1|BTRY
OG0000946	LOC117150285|XP_033172994.1|DMAU	LOC120776694|XP_039963513.1|BTRY
OG0000947	LOC117136239|XP_033152915.1|DMAU	LOC120771371|XP_039955264.1|BTRY
OG0000948	LOC117140564|XP_033159452.1|DMAU	LOC120777806|XP_039965274.1|BTRY
OG0000949	LOC117146770|XP_033169175.1|DMAU	LOC120775099|XP_039961043.1|BTRY, LOC120775098|XP_039961039.1|BTRY
OG0000950	LOC117143634|XP_033164301.1|DMAU	LOC120774043|XP_039959277.1|BTRY
OG0000951	LOC117142512|XP_033162441.1|DMAU	LOC120766831|XP_039948476.1|BTRY
OG0000952	LOC117150067|XP_033172811.1|DMAU, LOC117138330|XP_033156261.1|DMAU	LOC120767446|XP_039949443.1|BTRY
OG0000953	LOC117150169|XP_033172853.1|DMAU	LOC120770144|XP_039953267.1|BTRY, LOC120780849|XP_039969022.1|BTRY
OG0000953	LOC117136490|XP_033153319.1|DMAU	LOC120781136|XP_039969203.1|BTRY, LOC120770715|XP_039954228.1|BTRY, LOC120768698|XP_039951405.1|BTRY, LOC120768853|XP_039951543.1|BTRY, LOC120781134|XP_039969201.1|BTRY, LOC120781984|XP_039970087.1|BTRY, LOC120779870|XP_039968158.1|BTRY, LOC120780737|XP_039968930.1|BTRY, LOC120779782|XP_039968091.1|BTRY, LOC120780703|XP_039968897.1|BTRY
OG0000954	LOC117136729|XP_033153651.1|DMAU	LOC120769033|XP_039951812.1|BTRY, LOC120772942|XP_039957778.1|BTRY
OG0000955	LOC117145500|XP_033167072.1|DMAU	LOC120782758|XP_039971146.1|BTRY
OG0000956	LOC117145638|XP_033167249.1|DMAU, LOC117145005|XP_033166384.1|DMAU	LOC120766814|XP_039948458.1|BTRY
OG0000957	LOC117136566|XP_033153412.1|DMAU, LOC117136565|XP_033153411.1|DMAU	LOC120782518|XP_039970761.1|BTRY
OG0000958	LOC117142630|XP_033162624.1|DMAU, LOC117138694|XP_033156845.1|DMAU	LOC120766545|XP_039948059.1|BTRY
OG0000959	LOC117139779|XP_033158281.1|DMAU, LOC117144976|XP_033166334.1|DMAU	LOC120771314|XP_039955187.1|BTRY
OG0000960	LOC117147497|XP_033170290.1|DMAU	LOC120773794|XP_039958829.1|BTRY, LOC120774284|XP_039959710.1|BTRY, LOC120774285|XP_039959712.1|BTRY, LOC120775769|XP_039962036.1|BTRY, LOC120776181|XP_039962733.1|BTRY, LOC120775791|XP_039962065.1|BTRY, LOC120773810|XP_039958851.1|BTRY, LOC120774512|XP_039960138.1|BTRY
OG0000961	LOC117141039|XP_033160212.1|DMAU, LOC117141041|XP_033160214.1|DMAU	LOC120777076|XP_039964138.1|BTRY
OG0000963	LOC117148452|XP_033171717.1|DMAU	LOC120775027|XP_039960918.1|BTRY
OG0000964	LOC117148485|XP_033171756.1|DMAU, LOC117148416|XP_033171675.1|DMAU, LOC117137287|XP_033154552.1|DMAU	LOC120772372|XP_039956892.1|BTRY
OG0000965	LOC117148285|XP_033171489.1|DMAU	LOC120774944|XP_039960757.1|BTRY
OG0000966	LOC117136072|XP_033152617.1|DMAU, LOC117142670|XP_033162694.1|DMAU	LOC120780240|XP_039968432.1|BTRY
OG0000968	LOC117141114|XP_033160328.1|DMAU	LOC120777684|XP_039965091.1|BTRY
OG0000969	LOC117138177|XP_033155958.1|DMAU, LOC117143933|XP_033164741.1|DMAU	LOC120772178|XP_039956560.1|BTRY
OG0000970	LOC117142955|XP_033163171.1|DMAU	LOC120782451|XP_039970673.1|BTRY
OG0000971	LOC117140377|XP_033159137.1|DMAU, LOC117149475|XP_033172674.1|DMAU, LOC117149457|XP_033172669.1|DMAU	LOC120767365|XP_039949272.1|BTRY
OG0000972	LOC117142065|XP_033161833.1|DMAU, LOC117147478|XP_033170265.1|DMAU	LOC120778464|XP_039966204.1|BTRY
OG0000974	LOC117141227|XP_033160476.1|DMAU	LOC120778085|XP_039965717.1|BTRY, LOC120777154|XP_039964233.1|BTRY
OG0000975	LOC117142852|XP_033162983.1|DMAU	LOC120766642|XP_039948196.1|BTRY, LOC120780233|XP_039968423.1|BTRY
OG0000976	LOC117144847|XP_033166135.1|DMAU	LOC120766854|XP_039948515.1|BTRY
OG0000977	LOC117142709|XP_033162759.1|DMAU, LOC117142703|XP_033162750.1|DMAU	LOC120766485|XP_039947973.1|BTRY
OG0000978	LOC117136500|XP_033153335.1|DMAU, LOC117136501|XP_033153336.1|DMAU, LOC117145408|XP_033166939.1|DMAU	LOC120782225|XP_039970327.1|BTRY
OG0000979	LOC117135984|XP_033152488.1|DMAU, LOC117135987|XP_033152493.1|DMAU, LOC117135974|XP_033152473.1|DMAU, LOC117135983|XP_033152487.1|DMAU, LOC117135970|XP_033152467.1|DMAU, LOC117136909|XP_033153922.1|DMAU, LOC117142568|XP_033162516.1|DMAU, LOC117141586|XP_033160994.1|DMAU, LOC117135991|XP_033152497.1|DMAU	LOC120774996|XP_039960852.1|BTRY, LOC120770182|XP_039953345.1|BTRY, LOC120770197|XP_039953376.1|BTRY
OG0000980	LOC117144616|XP_033165801.1|DMAU, LOC117142262|XP_033162016.1|DMAU	LOC120775229|XP_039961240.1|BTRY
OG0000982	LOC117144078|XP_033164982.1|DMAU, LOC117144892|XP_033166206.1|DMAU, LOC117145474|XP_033167041.1|DMAU	LOC120782846|XP_039971307.1|BTRY
OG0000983	LOC117137852|XP_033155452.1|DMAU, LOC117150766|XP_033173693.1|DMAU	LOC120768716|XP_039951421.1|BTRY
OG0000984	LOC117145709|XP_033167345.1|DMAU, LOC117150693|XP_033173597.1|DMAU	LOC120769658|XP_039952700.1|BTRY, LOC120768844|XP_039951530.1|BTRY
OG0000985	LOC117136287|XP_033153013.1|DMAU, LOC117136288|XP_033153014.1|DMAU	LOC120775965|XP_039962311.1|BTRY
OG0000986	LOC117139606|XP_033157938.1|DMAU, LOC117141720|XP_033161232.1|DMAU	LOC120775342|XP_039961421.1|BTRY
OG0000988	LOC117140076|XP_033158757.1|DMAU	LOC120774608|XP_039960269.1|BTRY
OG0000990	LOC117142690|XP_033162738.1|DMAU, LOC117147400|XP_033170163.1|DMAU	LOC120775802|XP_039962082.1|BTRY
OG0000991	LOC117146545|XP_033168727.1|DMAU	LOC120773913|XP_039959037.1|BTRY
OG0000992	LOC117136497|XP_033153331.1|DMAU, LOC117136495|XP_033153330.1|DMAU, LOC117145677|XP_033167303.1|DMAU	LOC120766585|XP_039948118.1|BTRY
OG0000993	LOC117145720|XP_033167356.1|DMAU, LOC117142776|XP_033162855.1|DMAU	LOC120766443|XP_039947885.1|BTRY
OG0000994	LOC117148155|XP_033171279.1|DMAU	LOC120774451|XP_039960033.1|BTRY
OG0000995	LOC117139753|XP_033158209.1|DMAU, LOC117148390|XP_033171643.1|DMAU, LOC117147602|XP_033170443.1|DMAU	LOC120770927|XP_039954564.1|BTRY
OG0000996	LOC117136605|XP_033153480.1|DMAU	LOC120772365|XP_039956867.1|BTRY
OG0000997	LOC117137479|XP_033154847.1|DMAU	LOC120772829|XP_039957569.1|BTRY
OG0000998	LOC117140883|XP_033159924.1|DMAU	LOC120776851|XP_039963827.1|BTRY
OG0000999	LOC117137803|XP_033155368.1|DMAU, LOC117146891|XP_033169380.1|DMAU	LOC120775153|XP_039961124.1|BTRY
OG0001000	LOC117138000|XP_033155677.1|DMAU	LOC120771125|XP_039954911.1|BTRY
OG0001001	LOC117135434|XP_033151487.1|DMAU	LOC120770967|XP_039954632.1|BTRY, LOC120772162|XP_039956534.1|BTRY
OG0001002	LOC117150537|XP_033173354.1|DMAU	LOC120767612|XP_039949699.1|BTRY, LOC120767975|XP_039950320.1|BTRY, LOC120767976|XP_039950321.1|BTRY
OG0001003	LOC117141381|XP_033160683.1|DMAU, LOC117135700|XP_033152000.1|DMAU	LOC120780628|XP_039968822.1|BTRY
OG0001004	LOC117144222|XP_033165170.1|DMAU, LOC117143801|XP_033164536.1|DMAU	LOC120768659|XP_039951375.1|BTRY
OG0001005	LOC117145569|XP_033167169.1|DMAU, LOC117146731|XP_033169064.1|DMAU	LOC120775265|XP_039961285.1|BTRY, LOC120777877|XP_039965370.1|BTRY
OG0001006	LOC117143775|XP_033164494.1|DMAU, LOC117139132|XP_033157173.1|DMAU	LOC120778528|XP_039966304.1|BTRY
OG0001007	LOC117135451|XP_033151526.1|DMAU	LOC120770143|XP_039953266.1|BTRY
OG0001008	LOC117144446|XP_033165491.1|DMAU, LOC117147629|XP_033170485.1|DMAU	LOC120773872|XP_039958959.1|BTRY
OG0001009	LOC117144589|XP_033165758.1|DMAU, LOC117142760|XP_033162833.1|DMAU	LOC120769372|XP_039952270.1|BTRY
OG0001010	LOC117148811|XP_033172348.1|DMAU, LOC117135133|XP_033151078.1|DMAU	LOC120775679|XP_039961905.1|BTRY
OG0001011	LOC117146405|XP_033168480.1|DMAU, LOC117145093|XP_033166506.1|DMAU	LOC120773435|XP_039958250.1|BTRY
OG0001012	LOC117148386|XP_033171639.1|DMAU, LOC117148364|XP_033171612.1|DMAU	LOC120774884|XP_039960674.1|BTRY
OG0001013	LOC117139125|XP_033157162.1|DMAU, LOC117140206|XP_033158884.1|DMAU	LOC120778431|XP_039966146.1|BTRY
OG0001019	LOC117143230|XP_033163671.1|DMAU	LOC120768043|XP_039950528.1|BTRY
OG0001020	LOC117148384|XP_033171636.1|DMAU	LOC120774455|XP_039960038.1|BTRY
OG0001022	LOC117144581|XP_033165747.1|DMAU, LOC117147683|XP_033170554.1|DMAU	LOC120773537|XP_039958428.1|BTRY
OG0001024	LOC117143889|XP_033164681.1|DMAU	LOC120777007|XP_039964054.1|BTRY, LOC120772409|XP_039956942.1|BTRY
OG0001025	LOC117141213|XP_033160462.1|DMAU	LOC120777934|XP_039965452.1|BTRY
OG0001026	LOC117138590|XP_033156662.1|DMAU	LOC120772050|XP_039956356.1|BTRY
OG0001027	LOC117139527|XP_033157780.1|DMAU	LOC120776634|XP_039963386.1|BTRY
OG0001028	LOC117139617|XP_033157965.1|DMAU	LOC120768384|XP_039950984.1|BTRY
OG0001029	LOC117138373|XP_033156333.1|DMAU	LOC120770522|XP_039953998.1|BTRY, LOC120778772|XP_039966686.1|BTRY, LOC120780597|XP_039968789.1|BTRY, LOC120779376|XP_039967504.1|BTRY, LOC120779440|XP_039967621.1|BTRY
OG0001031	LOC117135175|XP_033151135.1|DMAU	LOC120767909|XP_039950196.1|BTRY
OG0001032	LOC117137815|XP_033155388.1|DMAU, LOC117150749|XP_033173674.1|DMAU, LOC117145543|XP_033167132.1|DMAU	LOC120769657|XP_039952697.1|BTRY
OG0001033	LOC117141072|XP_033160260.1|DMAU	LOC120776198|XP_039962758.1|BTRY
OG0001034	LOC117139496|XP_033157714.1|DMAU	LOC120776405|XP_039962960.1|BTRY
OG0001042	LOC117145224|XP_033166687.1|DMAU	LOC120766294|XP_039947631.1|BTRY
OG0001043	LOC117147867|XP_033170835.1|DMAU	LOC120773939|XP_039959085.1|BTRY
OG0001044	LOC117137282|XP_033154544.1|DMAU	LOC120772078|XP_039956406.1|BTRY
OG0001045	LOC117137462|XP_033154799.1|DMAU	LOC120771366|XP_039955259.1|BTRY
OG0001046	LOC117136290|XP_033153017.1|DMAU, LOC117136289|XP_033153016.1|DMAU	LOC120772292|XP_039956736.1|BTRY
OG0001047	LOC117135630|XP_033151896.1|DMAU	LOC120775588|XP_039961758.1|BTRY
OG0001048	LOC117137600|XP_033155008.1|DMAU	LOC120771827|XP_039955990.1|BTRY
OG0001049	LOC117139765|XP_033158252.1|DMAU	LOC120778486|XP_039966239.1|BTRY, LOC120776850|XP_039963820.1|BTRY
OG0001050	LOC117141344|XP_033160638.1|DMAU	LOC120779126|XP_039967254.1|BTRY
OG0001051	LOC117151072|XP_033174205.1|DMAU	LOC120768315|XP_039950889.1|BTRY
OG0001052	LOC117139580|XP_033157924.1|DMAU	LOC120769148|XP_039951957.1|BTRY
OG0001053	LOC117147209|XP_033169913.1|DMAU	LOC120775161|XP_039961142.1|BTRY
OG0001054	LOC117144668|XP_033165877.1|DMAU, LOC117144669|XP_033165878.1|DMAU	LOC120766864|XP_039948529.1|BTRY
OG0001056	LOC117150848|XP_033173809.1|DMAU, LOC117147691|XP_033170569.1|DMAU	LOC120774352|XP_039959871.1|BTRY
OG0001057	LOC117143767|XP_033164484.1|DMAU	LOC120771984|XP_039956272.1|BTRY
OG0001058	LOC117147900|XP_033170898.1|DMAU	LOC120775740|XP_039961994.1|BTRY
OG0001059	LOC117140672|XP_033159613.1|DMAU, LOC117140865|XP_033159894.1|DMAU	LOC120776620|XP_039963350.1|BTRY
OG0001060	LOC117144130|XP_033165045.1|DMAU	LOC120779355|XP_039967486.1|BTRY
OG0001061	LOC117145881|XP_033167596.1|DMAU, LOC117146011|XP_033167821.1|DMAU	LOC120770218|XP_039953435.1|BTRY
OG0001062	LOC117145124|XP_033166536.1|DMAU, LOC117144193|XP_033165132.1|DMAU	LOC120782771|XP_039971176.1|BTRY
OG0001063	LOC117147637|XP_033170494.1|DMAU, LOC117147439|XP_033170212.1|DMAU	LOC120772484|XP_039957065.1|BTRY
OG0001064	LOC117148830|XP_033172371.1|DMAU, LOC117148835|XP_033172379.1|DMAU	LOC120773583|XP_039958504.1|BTRY
OG0001065	LOC117135782|XP_033152146.1|DMAU	LOC120778421|XP_039966137.1|BTRY
OG0001072	LOC117139131|XP_033157172.1|DMAU, LOC117139275|XP_033157392.1|DMAU	LOC120774505|XP_039960119.1|BTRY
OG0001073	LOC117145592|XP_033167189.1|DMAU	LOC120778527|XP_039966303.1|BTRY
OG0001074	LOC117137602|XP_033155011.1|DMAU	LOC120772719|XP_039957401.1|BTRY
OG0001075	LOC117141868|XP_033161442.1|DMAU	LOC120777283|XP_039964426.1|BTRY
OG0001077	LOC117139669|XP_033158037.1|DMAU	LOC120780641|XP_039968840.1|BTRY
OG0001078	LOC117147392|XP_033170152.1|DMAU	LOC120775880|XP_039962191.1|BTRY
OG0001079	LOC117140380|XP_033159136.1|DMAU	LOC120778543|XP_039966326.1|BTRY
OG0001080	LOC117139716|XP_033158122.1|DMAU	LOC120777553|XP_039964875.1|BTRY
OG0001081	LOC117145921|XP_033167670.1|DMAU	LOC120782278|XP_039970412.1|BTRY
OG0001082	LOC117137630|XP_033155053.1|DMAU	LOC120770577|XP_039954091.1|BTRY
OG0001083	LOC117147646|XP_033170507.1|DMAU, LOC117140875|XP_033159909.1|DMAU, LOC117148593|XP_033171962.1|DMAU, LOC117147840|XP_033170789.1|DMAU	LOC120778324|XP_039966054.1|BTRY, LOC120776509|XP_039963145.1|BTRY
OG0001084	LOC117136168|XP_033152800.1|DMAU	LOC120770056|XP_039953109.1|BTRY
OG0001085	LOC117138186|XP_033155976.1|DMAU	LOC120771522|XP_039955514.1|BTRY
OG0001086	LOC117143507|XP_033164119.1|DMAU, LOC117135450|XP_033151523.1|DMAU	LOC120772561|XP_039957182.1|BTRY
OG0001088	LOC117139743|XP_033158195.1|DMAU	LOC120776840|XP_039963800.1|BTRY
OG0001089	LOC117139009|XP_033156993.1|DMAU	LOC120777019|XP_039964066.1|BTRY
OG0001090	LOC117141127|XP_033160341.1|DMAU	LOC120777604|XP_039964976.1|BTRY
OG0001092	LOC117147817|XP_033170762.1|DMAU, LOC117149947|XP_033172740.1|DMAU	LOC120769335|XP_039952226.1|BTRY
OG0001093	LOC117150686|XP_033173589.1|DMAU	LOC120769130|XP_039951930.1|BTRY, LOC120768443|XP_039951065.1|BTRY
OG0001094	LOC117148773|XP_033172264.1|DMAU	LOC120769521|XP_039952492.1|BTRY, LOC120767210|XP_039948952.1|BTRY
OG0001095	LOC117136201|XP_033152841.1|DMAU	LOC120781862|XP_039970016.1|BTRY
OG0001096	LOC117146591|XP_033168805.1|DMAU	LOC120768377|XP_039950977.1|BTRY
OG0001097	LOC117138506|XP_033156529.1|DMAU	LOC120780020|XP_039968237.1|BTRY
OG0001098	LOC117139252|XP_033157358.1|DMAU	LOC120777598|XP_039964968.1|BTRY, LOC120782075|XP_039970163.1|BTRY, LOC120770648|XP_039954179.1|BTRY, LOC120766618|XP_039948163.1|BTRY
OG0001099	LOC117141294|XP_033160564.1|DMAU	LOC120778474|XP_039966223.1|BTRY
OG0001100	LOC117139977|XP_033158570.1|DMAU	LOC120771180|XP_039955008.1|BTRY
OG0001101	LOC117138569|XP_033156630.1|DMAU	LOC120770016|XP_039953043.1|BTRY
OG0001102	LOC117138978|XP_033156936.1|DMAU	LOC120778286|XP_039966007.1|BTRY
OG0001103	LOC117143515|XP_033164129.1|DMAU	LOC120766738|XP_039948336.1|BTRY, LOC120766860|XP_039948523.1|BTRY
OG0001105	LOC117147234|XP_033169937.1|DMAU, LOC117137695|XP_033155155.1|DMAU	LOC120774438|XP_039960012.1|BTRY
OG0001106	LOC117146335|XP_033168337.1|DMAU, LOC117146336|XP_033168344.1|DMAU	LOC120779428|XP_039967578.1|BTRY
OG0001108	LOC117145683|XP_033167316.1|DMAU, LOC117145488|XP_033167055.1|DMAU	LOC120766988|XP_039948725.1|BTRY
OG0001111	LOC117137426|XP_033154747.1|DMAU, LOC117137307|XP_033154578.1|DMAU	LOC120772765|XP_039957473.1|BTRY
OG0001112	LOC117137917|XP_033155554.1|DMAU	LOC120774904|XP_039960706.1|BTRY
OG0001118	LOC117146542|XP_033168722.1|DMAU, LOC117147662|XP_033170529.1|DMAU	LOC120774999|XP_039960855.1|BTRY
OG0001119	LOC117140618|XP_033159525.1|DMAU	LOC120780333|XP_039968562.1|BTRY
OG0001120	LOC117142265|XP_033162022.1|DMAU	LOC120775222|XP_039961227.1|BTRY
OG0001122	LOC117139749|XP_033158201.1|DMAU	LOC120777868|XP_039965354.1|BTRY
OG0001124	LOC117144496|XP_033165574.1|DMAU, LOC117143886|XP_033164675.1|DMAU	LOC120780361|XP_039968586.1|BTRY
OG0001125	LOC117145250|XP_033166722.1|DMAU	LOC120777575|XP_039964914.1|BTRY
OG0001126	LOC117140218|XP_033158899.1|DMAU	LOC120777048|XP_039964093.1|BTRY
OG0001127	LOC117139129|XP_033157170.1|DMAU	LOC120778434|XP_039966150.1|BTRY
OG0001128	LOC117137883|XP_033155504.1|DMAU	LOC120771012|XP_039954722.1|BTRY
OG0001129	LOC117137095|XP_033154311.1|DMAU	LOC120767218|XP_039948965.1|BTRY
OG0001130	LOC117148663|XP_033172071.1|DMAU, LOC117150150|XP_033172843.1|DMAU, LOC117150147|XP_033172841.1|DMAU	LOC120767548|XP_039949605.1|BTRY, LOC120769343|XP_039952237.1|BTRY
OG0001131	LOC117146307|XP_033168237.1|DMAU	LOC120779838|XP_039968136.1|BTRY, LOC120779770|XP_039968083.1|BTRY
OG0001133	LOC117146590|XP_033168841.1|DMAU	LOC120768988|XP_039951754.1|BTRY
OG0001134	LOC117136270|XP_033152990.1|DMAU	LOC120770794|XP_039954307.1|BTRY, LOC120770501|XP_039953960.1|BTRY
OG0001135	LOC117144238|XP_033165198.1|DMAU	LOC120766891|XP_039948575.1|BTRY
OG0001136	LOC117146122|XP_033168010.1|DMAU	LOC120782689|XP_039971018.1|BTRY, LOC120771243|XP_039955097.1|BTRY
OG0001137	LOC117145541|XP_033167127.1|DMAU	LOC120766335|XP_039947694.1|BTRY
OG0001138	LOC117139717|XP_033158123.1|DMAU	LOC120777554|XP_039964876.1|BTRY
OG0001139	LOC117142102|XP_033161878.1|DMAU	LOC120778625|XP_039966443.1|BTRY
OG0001140	LOC117142450|XP_033162311.1|DMAU, LOC117149994|XP_033172773.1|DMAU, LOC117150058|XP_033172808.1|DMAU, LOC117150055|XP_033172807.1|DMAU	LOC120771154|XP_039954969.1|BTRY
OG0001141	LOC117144982|XP_033166342.1|DMAU	LOC120767382|XP_039949314.1|BTRY, LOC120770233|XP_039953495.1|BTRY, LOC120770039|XP_039953121.1|BTRY, LOC120766600|XP_039948139.1|BTRY
OG0001142	LOC117142463|XP_033162346.1|DMAU	LOC120782306|XP_039970451.1|BTRY
OG0001142	LOC117142464|XP_033162347.1|DMAU	LOC120782046|XP_039970158.1|BTRY
OG0001143	LOC117135141|XP_033151090.1|DMAU	LOC120769261|XP_039952099.1|BTRY
OG0001144	LOC117143956|XP_033164782.1|DMAU, LOC117136746|XP_033153668.1|DMAU	LOC120772233|XP_039956658.1|BTRY
OG0001145	LOC117137572|XP_033154969.1|DMAU, LOC117137573|XP_033154970.1|DMAU	LOC120771990|XP_039956280.1|BTRY
OG0001146	LOC117150745|XP_033173669.1|DMAU, LOC117148492|XP_033171763.1|DMAU	LOC120778757|XP_039966668.1|BTRY
OG0001153	LOC117136781|XP_033153723.1|DMAU, LOC117140045|XP_033158669.1|DMAU	LOC120771498|XP_039955480.1|BTRY
OG0001154	LOC117141760|XP_033161279.1|DMAU	LOC120767238|XP_039949012.1|BTRY
OG0001157	LOC117142764|XP_033162836.1|DMAU	LOC120771435|XP_039955370.1|BTRY
OG0001158	LOC117140202|XP_033158882.1|DMAU	LOC120769740|XP_039952830.1|BTRY
OG0001159	LOC117145378|XP_033166894.1|DMAU	LOC120766559|XP_039948079.1|BTRY
OG0001160	LOC117145793|XP_033167469.1|DMAU	LOC120767938|XP_039950243.1|BTRY
OG0001161	LOC117143257|XP_033163717.1|DMAU	LOC120766888|XP_039948568.1|BTRY
OG0001162	LOC117142422|XP_033162273.1|DMAU	LOC120766786|XP_039948421.1|BTRY
OG0001163	LOC117142675|XP_033162701.1|DMAU	LOC120770850|XP_039954391.1|BTRY
OG0001164	LOC117145632|XP_033167243.1|DMAU	LOC120778103|XP_039965743.1|BTRY
OG0001165	LOC117138556|XP_033156607.1|DMAU	LOC120774997|XP_039960897.1|BTRY, LOC120766413|XP_039947799.1|BTRY, LOC120774923|XP_039960770.1|BTRY, LOC120782216|XP_039970310.1|BTRY
OG0001166	LOC117141986|XP_033161691.1|DMAU	LOC120776737|XP_039963598.1|BTRY
OG0001167	LOC117137870|XP_033155479.1|DMAU	LOC120770455|XP_039953883.1|BTRY
OG0001168	LOC117135764|XP_033152120.1|DMAU	LOC120771092|XP_039954853.1|BTRY
OG0001169	LOC117148354|XP_033171603.1|DMAU	LOC120773625|XP_039958564.1|BTRY, LOC120775753|XP_039962015.1|BTRY
OG0001170	LOC117143475|XP_033164080.1|DMAU	LOC120772906|XP_039957768.1|BTRY, LOC120769241|XP_039952075.1|BTRY, LOC120782516|XP_039970758.1|BTRY, LOC120782662|XP_039970972.1|BTRY
OG0001171	LOC117138994|XP_033156955.1|DMAU	LOC120778304|XP_039966026.1|BTRY
