Orthogroup	DMAU.longest_only	DSUZ.longest_only
OG0002375	LOC117142777|XP_033162856.1|DMAU	LOC108016095|XP_016938182.2|DSUZ
OG0002376	LOC117140820|XP_033159821.1|DMAU	LOC108011706|XP_016932409.1|DSUZ
OG0002377	LOC117144383|XP_033165407.1|DMAU	LOC108016265|XP_036675171.1|DSUZ
OG0002378	LOC117142104|XP_033161880.1|DMAU	LOC108011266|XP_016931863.1|DSUZ
OG0002379	LOC117141491|XP_033160871.1|DMAU	LOC108021687|XP_016946004.1|DSUZ
OG0002380	LOC117147062|XP_033169712.1|DMAU	LOC108004565|XP_016922990.2|DSUZ
OG0002381	LOC117138445|XP_033156449.1|DMAU	LOC108008470|XP_016927815.1|DSUZ
OG0002382	LOC117146594|XP_033168807.1|DMAU	LOC108015274|XP_016937128.1|DSUZ
OG0002383	LOC117140391|XP_033159149.1|DMAU	LOC108013450|XP_016934815.1|DSUZ
OG0002384	LOC117146766|XP_033169158.1|DMAU	LOC108016748|XP_036676311.1|DSUZ
OG0002385	LOC117146257|XP_033168102.1|DMAU	LOC108020387|XP_016944140.1|DSUZ
OG0002386	LOC117145512|XP_033167092.1|DMAU	LOC108015569|XP_036672606.1|DSUZ
OG0002387	LOC117144477|XP_033165544.1|DMAU	LOC108011028|XP_016931550.2|DSUZ
OG0002388	LOC117142705|XP_033162755.1|DMAU	LOC108004924|XP_016923509.2|DSUZ
OG0002389	LOC117145535|XP_033167120.1|DMAU	LOC108015832|XP_016937889.1|DSUZ
OG0002390	LOC117150414|XP_033173172.1|DMAU	LOC108005986|XP_016924919.1|DSUZ
OG0002391	LOC117137438|XP_033154764.1|DMAU	LOC108009821|XP_016929994.1|DSUZ
OG0002392	LOC117141322|XP_033160607.1|DMAU	LOC108014455|XP_036671678.1|DSUZ
OG0002393	LOC117139630|XP_033157979.1|DMAU	LOC108005643|XP_016924446.2|DSUZ
OG0002394	LOC117142308|XP_033162091.1|DMAU	LOC108012108|XP_016932876.1|DSUZ
OG0002395	LOC117144465|XP_033165518.1|DMAU	LOC108011178|XP_036674378.1|DSUZ
OG0002396	LOC117138417|XP_033156405.1|DMAU	LOC108017980|XP_016940806.1|DSUZ
OG0002397	LOC117137696|XP_033155156.1|DMAU	LOC108011935|XP_016932672.1|DSUZ
OG0002398	LOC117146953|XP_033169505.1|DMAU	LOC108016760|XP_016939001.1|DSUZ
OG0002399	LOC117137773|XP_033155286.1|DMAU	LOC108010973|XP_036669887.1|DSUZ
OG0002400	LOC117136047|XP_033152581.1|DMAU	LOC108010325|XP_016930737.1|DSUZ
OG0002401	LOC117146322|XP_033168276.1|DMAU	LOC108020365|XP_016944074.1|DSUZ
OG0002402	LOC117144737|XP_033165976.1|DMAU	LOC108014840|XP_036673534.1|DSUZ
OG0002403	LOC117145260|XP_033166734.1|DMAU	LOC108014805|XP_036673559.1|DSUZ
OG0002404	LOC117145996|XP_033167801.1|DMAU	LOC108020185|XP_016943781.1|DSUZ, LOC108020184|XP_036678489.1|DSUZ
OG0002405	LOC117144879|XP_033166181.1|DMAU	LOC108011252|XP_036675168.1|DSUZ
OG0002406	LOC117140489|XP_033159339.1|DMAU	LOC108014334|XP_016935900.2|DSUZ
OG0002407	LOC117142537|XP_033162474.1|DMAU	LOC108010829|XP_016931281.2|DSUZ
OG0002408	LOC117143065|XP_033163413.1|DMAU	LOC108016237|XP_036674870.1|DSUZ
OG0002409	LOC117139550|XP_033157832.1|DMAU	LOC108013320|XP_016934601.1|DSUZ
OG0002410	LOC117144167|XP_033165093.1|DMAU	LOC108015573|XP_036672695.1|DSUZ
OG0002411	LOC117143397|XP_033163977.1|DMAU	LOC108011553|XP_016932208.1|DSUZ
OG0002412	LOC117141953|XP_033161600.1|DMAU	LOC108011730|XP_016932440.2|DSUZ, LOC108007414|XP_036677430.1|DSUZ
OG0002413	LOC117146537|XP_033168703.1|DMAU	LOC108015003|XP_016936719.1|DSUZ, LOC108006721|XP_016925753.2|DSUZ
OG0002414	LOC117141932|XP_033161561.1|DMAU	LOC108013318|XP_016934599.1|DSUZ
OG0002415	LOC117143530|XP_033164152.1|DMAU	LOC108019289|XP_036673766.1|DSUZ, LOC108017426|XP_016939944.2|DSUZ
OG0002416	LOC117146247|XP_033168072.1|DMAU	LOC108020424|XP_016944221.1|DSUZ
OG0002417	LOC117135176|XP_033151132.1|DMAU	LOC108013674|XP_016935085.1|DSUZ
OG0002418	LOC117139388|XP_033157541.1|DMAU	LOC108017039|XP_036677581.1|DSUZ, LOC108017041|XP_036677597.1|DSUZ
OG0002419	LOC117147567|XP_033170401.1|DMAU	LOC108016943|XP_016939362.1|DSUZ
OG0002420	LOC117141967|XP_033161655.1|DMAU	LOC118877434|XP_036672127.1|DSUZ
OG0002421	LOC117145765|XP_033167422.1|DMAU	LOC108005707|XP_016924523.2|DSUZ
OG0002422	LOC117143695|XP_033164381.1|DMAU	LOC108015864|XP_036672720.1|DSUZ, LOC108016356|XP_036675059.1|DSUZ
OG0002423	LOC117141946|XP_033161594.1|DMAU	LOC108013934|XP_016935433.2|DSUZ
OG0002424	LOC117146288|XP_033168185.1|DMAU	LOC108020427|XP_016944228.1|DSUZ
OG0002425	LOC117146905|XP_033169406.1|DMAU	LOC108019152|XP_016942391.1|DSUZ
OG0002426	LOC117140523|XP_033159393.1|DMAU	LOC108012878|XP_016933857.1|DSUZ
OG0002427	LOC117146304|XP_033168234.1|DMAU	LOC108020431|XP_016944241.1|DSUZ
OG0002428	LOC117148820|XP_033172358.1|DMAU	LOC108015278|XP_016937135.1|DSUZ
OG0002429	LOC117139709|XP_033158116.1|DMAU	LOC108012968|XP_036672302.1|DSUZ
OG0002430	LOC117138383|XP_033156343.1|DMAU	LOC108018188|XP_016941182.1|DSUZ
OG0002431	LOC117138527|XP_033156556.1|DMAU	LOC108010256|XP_016930602.1|DSUZ
OG0002432	LOC117148848|XP_033172398.1|DMAU	LOC108016612|XP_016938792.1|DSUZ
OG0002433	LOC117146109|XP_033167985.1|DMAU	LOC108014146|XP_036672762.1|DSUZ
OG0002434	LOC117143056|XP_033163395.1|DMAU	LOC108017488|XP_016940024.1|DSUZ
OG0002435	LOC117146372|XP_033168419.1|DMAU	LOC108018860|XP_036675797.1|DSUZ
OG0002436	LOC117135825|XP_033152224.1|DMAU	LOC108018097|XP_016940996.1|DSUZ
OG0002437	LOC117136420|XP_033153222.1|DMAU	LOC108019824|XP_016943330.1|DSUZ
OG0002438	LOC117146990|XP_033169552.1|DMAU	LOC108016855|XP_016939208.1|DSUZ
OG0002439	LOC117135150|XP_033151099.1|DMAU	LOC108018579|XP_036678264.1|DSUZ, LOC108020538|XP_036678261.1|DSUZ
OG0002440	LOC117140022|XP_033158643.1|DMAU	LOC108010485|XP_036670590.1|DSUZ
OG0002441	LOC117137564|XP_033154960.1|DMAU, LOC117137563|XP_033154958.1|DMAU	LOC108009739|XP_016929811.2|DSUZ
OG0002442	LOC117137180|XP_033154393.1|DMAU	LOC108009185|XP_016928826.1|DSUZ
OG0002443	LOC117135552|XP_033151742.1|DMAU	LOC108009451|XP_036668982.1|DSUZ
OG0002444	LOC117135452|XP_033151527.1|DMAU	LOC108009607|XP_016929579.1|DSUZ
OG0002445	LOC117135496|XP_033151609.1|DMAU	LOC108019775|XP_016943240.1|DSUZ
OG0002446	LOC117137944|XP_033155597.1|DMAU	LOC108009531|XP_016929456.1|DSUZ
OG0002447	LOC117139419|XP_033157589.1|DMAU	LOC108020273|XP_016943885.1|DSUZ
OG0002448	LOC117136219|XP_033152885.1|DMAU	LOC108008310|XP_016927617.1|DSUZ
OG0002449	LOC117137906|XP_033155542.1|DMAU	LOC108008519|XP_016927878.1|DSUZ
OG0002450	LOC117144611|XP_033165794.1|DMAU	LOC108018754|XP_016941820.2|DSUZ
OG0002451	LOC117137394|XP_033154705.1|DMAU	LOC108017954|XP_016940711.1|DSUZ
OG0002452	LOC117135980|XP_033152485.1|DMAU	LOC108008537|XP_016927896.1|DSUZ
OG0002453	LOC117135969|XP_033152466.1|DMAU	LOC108010041|XP_016930339.1|DSUZ
OG0002454	LOC117139638|XP_033157989.1|DMAU	LOC108013482|XP_016934854.1|DSUZ
OG0002455	LOC117139637|XP_033157988.1|DMAU	LOC108013481|XP_016934853.1|DSUZ
OG0002456	LOC117136876|XP_033153870.1|DMAU	LOC108008655|XP_016928029.1|DSUZ
OG0002457	LOC117136650|XP_033153536.1|DMAU	LOC108018007|XP_016940849.1|DSUZ
OG0002458	LOC117150446|XP_033173223.1|DMAU	LOC108005945|XP_016924860.1|DSUZ
OG0002459	LOC117135942|XP_033152413.1|DMAU	LOC108019739|XP_016943160.1|DSUZ
OG0002460	LOC117137521|XP_033154896.1|DMAU	LOC108008143|XP_036669438.1|DSUZ
OG0002461	LOC117138571|XP_033156634.1|DMAU	LOC108010235|XP_016930577.1|DSUZ
OG0002462	LOC117136162|XP_033152775.1|DMAU	LOC108017735|XP_036669759.1|DSUZ
OG0002463	LOC117136232|XP_033152905.1|DMAU	LOC108008308|XP_016927614.1|DSUZ
OG0002464	LOC117137182|XP_033154395.1|DMAU	LOC108009188|XP_016928828.1|DSUZ
OG0002465	LOC117137215|XP_033154462.1|DMAU	LOC118878884|XP_036677786.1|DSUZ, LOC108010723|XP_016931138.1|DSUZ
OG0002466	LOC117146344|XP_033168372.1|DMAU	LOC108020398|XP_016944166.1|DSUZ
OG0002467	LOC117141462|XP_033160810.1|DMAU	LOC108016083|XP_036671795.1|DSUZ
OG0002468	LOC117140006|XP_033158611.1|DMAU	LOC108017370|XP_036671733.1|DSUZ
OG0002469	LOC117144065|XP_033164965.1|DMAU	LOC108011628|XP_036673643.1|DSUZ
OG0002470	LOC117138201|XP_033156022.1|DMAU	LOC108017820|XP_016940459.1|DSUZ
OG0002471	LOC117137386|XP_033154691.1|DMAU	LOC108008348|XP_016927666.1|DSUZ
OG0002472	LOC117137522|XP_033154897.1|DMAU	LOC108009800|XP_016929953.1|DSUZ
OG0002473	LOC117137044|XP_033154144.1|DMAU	LOC108010207|XP_016930540.1|DSUZ
OG0002474	LOC117141904|XP_033161501.1|DMAU	LOC108005671|XP_036670413.1|DSUZ
OG0002475	LOC117142295|XP_033162073.1|DMAU	LOC108016485|XP_016938639.1|DSUZ
OG0002476	LOC117136008|XP_033152515.1|DMAU	LOC108008498|XP_016927852.1|DSUZ
OG0002477	LOC117138100|XP_033155848.1|DMAU	LOC108017835|XP_016940477.1|DSUZ
OG0002478	LOC117136687|XP_033153591.1|DMAU	LOC108017849|XP_016940492.1|DSUZ
OG0002479	LOC117136375|XP_033153156.1|DMAU	LOC108010106|XP_016930416.1|DSUZ
OG0002480	LOC117138285|XP_033156147.1|DMAU	LOC108014330|XP_036678295.1|DSUZ
OG0002481	LOC117146626|XP_033168850.1|DMAU	LOC108016780|XP_016939036.1|DSUZ
OG0002482	LOC117137010|XP_033154090.1|DMAU	LOC108019690|XP_016943071.1|DSUZ
OG0002483	LOC117137162|XP_033154364.1|DMAU	LOC108010108|XP_016930418.1|DSUZ
OG0002484	LOC117137474|XP_033154839.1|DMAU	LOC108009080|XP_016928621.1|DSUZ
OG0002485	LOC117135898|XP_033152335.1|DMAU	LOC108019810|XP_016943308.1|DSUZ
OG0002486	LOC117140703|XP_033159659.1|DMAU	LOC108004815|XP_016923374.1|DSUZ
OG0002487	LOC117136694|XP_033153605.1|DMAU	LOC108005649|XP_016924449.1|DSUZ
OG0002488	LOC117135675|XP_033151963.1|DMAU	LOC108010132|XP_016930449.1|DSUZ
OG0002489	LOC117140763|XP_033159735.1|DMAU	LOC108020437|XP_036671133.1|DSUZ, LOC118877513|XP_036672440.1|DSUZ
OG0002490	LOC117136682|XP_033153583.1|DMAU	LOC108018073|XP_016940962.1|DSUZ
OG0002491	LOC117139150|XP_033157199.1|DMAU	LOC108017620|XP_036670546.1|DSUZ
OG0002492	LOC117135667|XP_033151950.1|DMAU	LOC108006181|XP_036669046.1|DSUZ
OG0002493	LOC117138544|XP_033156593.1|DMAU	LOC108019718|XP_016943118.1|DSUZ
OG0002494	LOC117144785|XP_033166044.1|DMAU	LOC118878154|XP_036675702.1|DSUZ, LOC108017453|XP_036674289.1|DSUZ
OG0002495	LOC117137702|XP_033155162.1|DMAU	LOC108010019|XP_016930303.1|DSUZ
OG0002496	LOC117144039|XP_033164898.1|DMAU	LOC108020691|XP_016944548.1|DSUZ
OG0002497	LOC117141109|XP_033160322.1|DMAU	LOC108019369|XP_016942680.2|DSUZ
OG0002498	LOC117141619|XP_033161030.1|DMAU	LOC108012547|XP_016933450.1|DSUZ
OG0002499	LOC117139918|XP_033158491.1|DMAU	LOC108013307|XP_036670269.1|DSUZ
OG0002500	LOC117146655|XP_033168881.1|DMAU, LOC117145530|XP_033167115.1|DMAU	LOC108017467|XP_016939994.2|DSUZ
OG0002501	LOC117150732|XP_033173655.1|DMAU	LOC108010250|XP_016930596.1|DSUZ
OG0002502	LOC117137717|XP_033155181.1|DMAU, LOC117137719|XP_033155182.1|DMAU	LOC108008825|XP_016928222.1|DSUZ
OG0002504	LOC117139973|XP_033158564.1|DMAU	LOC108014514|XP_036671885.1|DSUZ
OG0002505	LOC117137203|XP_033154447.1|DMAU	LOC108009238|XP_016928895.1|DSUZ
OG0002506	LOC117147948|XP_033170983.1|DMAU, LOC117148279|XP_033171484.1|DMAU, LOC117148281|XP_033171486.1|DMAU, LOC117148280|XP_033171485.1|DMAU, LOC117147955|XP_033170989.1|DMAU, LOC117147956|XP_033170991.1|DMAU, LOC117147962|XP_033170998.1|DMAU, LOC117147963|XP_033170999.1|DMAU, LOC117144329|XP_033165333.1|DMAU	LOC108020499|XP_016944318.1|DSUZ
OG0002507	LOC117139121|XP_033157158.1|DMAU	LOC108020981|XP_016945344.1|DSUZ
OG0002508	LOC117148800|XP_033172304.1|DMAU	LOC108004829|XP_036676017.1|DSUZ
OG0002509	LOC117137082|XP_033154201.1|DMAU	LOC108018198|XP_016941203.1|DSUZ
OG0002510	LOC117147785|XP_033170719.1|DMAU	LOC108007881|XP_016927138.1|DSUZ
OG0002511	LOC117142906|XP_033163079.1|DMAU	LOC108017548|XP_036674219.1|DSUZ, LOC118877545|XP_036672520.1|DSUZ
OG0002512	LOC117146258|XP_033168103.1|DMAU	LOC108020357|XP_016944047.1|DSUZ
OG0002513	LOC117143813|XP_033164550.1|DMAU	LOC108006956|XP_036674626.1|DSUZ
OG0002514	LOC117140149|XP_033158809.1|DMAU	LOC108012361|XP_016933201.2|DSUZ
OG0002516	LOC117145119|XP_033166530.1|DMAU	LOC108018846|XP_036674598.1|DSUZ
OG0002517	LOC117148730|XP_033172178.1|DMAU	LOC108013673|XP_036676772.1|DSUZ
OG0002518	LOC117145681|XP_033167314.1|DMAU	LOC108020295|XP_016943911.1|DSUZ, LOC118877726|XP_036673566.1|DSUZ
OG0002519	LOC117138618|XP_033156718.1|DMAU	LOC108009241|XP_016928899.1|DSUZ
OG0002520	LOC117148192|XP_033171353.1|DMAU	LOC108011111|XP_016931672.1|DSUZ
OG0002521	LOC117148320|XP_033171543.1|DMAU	LOC108010457|XP_016930814.1|DSUZ
OG0002522	LOC117143356|XP_033163920.1|DMAU	LOC108017509|XP_016940061.1|DSUZ, LOC108020283|XP_016943900.2|DSUZ
OG0002523	LOC117142923|XP_033163111.1|DMAU	LOC108010765|XP_036675451.1|DSUZ
OG0002524	LOC117146915|XP_033169431.1|DMAU	LOC108015307|XP_016937175.1|DSUZ
OG0002525	LOC117140716|XP_033159673.1|DMAU	LOC108014459|XP_036671659.1|DSUZ
OG0002526	LOC117143274|XP_033163744.1|DMAU	LOC108015730|XP_016937757.2|DSUZ, LOC108006435|XP_036673307.1|DSUZ
OG0002527	LOC117144950|XP_033166296.1|DMAU	LOC108010545|XP_036674309.1|DSUZ
OG0002528	LOC117147925|XP_033170938.1|DMAU	LOC108016844|XP_016939183.1|DSUZ
OG0002529	LOC117143292|XP_033163778.1|DMAU	LOC118878586|XP_036677512.1|DSUZ, LOC108020243|XP_036673757.1|DSUZ
OG0002530	LOC117147264|XP_033169983.1|DMAU	LOC108005636|XP_016924441.1|DSUZ
OG0002531	LOC117135154|XP_033151105.1|DMAU	LOC108019502|XP_016942819.1|DSUZ
OG0002532	LOC117141097|XP_033160304.1|DMAU	LOC108007326|XP_016926461.1|DSUZ
OG0002533	LOC117146493|XP_033168628.1|DMAU	LOC108005085|XP_016923744.1|DSUZ
OG0002534	LOC117138362|XP_033156320.1|DMAU	LOC108008474|XP_016927818.1|DSUZ
OG0002535	LOC117139978|XP_033158572.1|DMAU	LOC108016341|XP_036672125.1|DSUZ, LOC108020722|XP_016944580.2|DSUZ
OG0002536	LOC117144812|XP_033166079.1|DMAU	LOC108014316|XP_016935876.1|DSUZ
OG0002537	LOC117136230|XP_033152901.1|DMAU	LOC108009132|XP_016928725.1|DSUZ
OG0002539	LOC117138058|XP_033155771.1|DMAU	LOC108009729|XP_016929801.1|DSUZ
OG0002540	LOC117143276|XP_033163746.1|DMAU	LOC108006418|XP_016925432.2|DSUZ
OG0002541	LOC117147259|XP_033169971.1|DMAU	LOC108016520|XP_036676492.1|DSUZ
OG0002542	LOC117147399|XP_033170161.1|DMAU	LOC108015386|XP_016937293.1|DSUZ
OG0002543	LOC117148128|XP_033171244.1|DMAU	LOC108005124|XP_036677017.1|DSUZ
OG0002544	LOC117143836|XP_033164578.1|DMAU	LOC108020493|XP_016944313.1|DSUZ
OG0002545	LOC117146517|XP_033168675.1|DMAU	LOC108016622|XP_016938806.1|DSUZ
OG0002547	LOC117148546|XP_033171871.1|DMAU	LOC108021825|XP_016946118.1|DSUZ
OG0002548	LOC117147594|XP_033170434.1|DMAU	LOC108006263|XP_036676529.1|DSUZ
OG0002549	LOC117146650|XP_033168874.1|DMAU	LOC108005393|XP_016924144.1|DSUZ
OG0002550	LOC117146752|XP_033169123.1|DMAU	LOC108013711|XP_016935135.1|DSUZ
OG0002551	LOC117145784|XP_033167454.1|DMAU	LOC108010819|XP_016931255.1|DSUZ
OG0002552	LOC117135706|XP_033152019.1|DMAU	LOC108009605|XP_016929582.1|DSUZ
OG0002553	LOC117146492|XP_033168621.1|DMAU	LOC108005092|XP_016923754.1|DSUZ
OG0002554	LOC117148646|XP_033172038.1|DMAU	LOC108019969|XP_016943541.2|DSUZ, LOC108015237|XP_016937072.1|DSUZ
OG0002555	LOC117148950|XP_033172582.1|DMAU	LOC108011170|XP_016931748.1|DSUZ
OG0002556	LOC117135158|XP_033151109.1|DMAU	LOC108020261|XP_016943873.1|DSUZ, LOC118879697|XP_036678487.1|DSUZ
OG0002557	LOC117147485|XP_033170274.1|DMAU	LOC108005402|XP_016924155.1|DSUZ
OG0002558	LOC117145076|XP_033166484.1|DMAU	LOC108007852|XP_016927104.2|DSUZ
OG0002559	LOC117139092|XP_033157103.1|DMAU	LOC108006921|XP_036678304.1|DSUZ
OG0002560	LOC117145238|XP_033166705.1|DMAU	LOC108020318|XP_016943939.1|DSUZ, LOC118877867|XP_036674085.1|DSUZ
OG0002561	LOC117142391|XP_033162224.1|DMAU	LOC108017562|XP_036672524.1|DSUZ
OG0002562	LOC117148202|XP_033171376.1|DMAU	LOC108016659|XP_016938857.1|DSUZ
OG0002563	LOC117148496|XP_033171769.1|DMAU	LOC108005441|XP_036677222.1|DSUZ
OG0002564	LOC117145641|XP_033167252.1|DMAU	LOC108017226|XP_016939712.2|DSUZ
OG0002565	LOC117143906|XP_033164705.1|DMAU	LOC108005727|XP_036673026.1|DSUZ
OG0002566	LOC117143443|XP_033164042.1|DMAU	LOC108020288|XP_036677886.1|DSUZ, LOC108018599|XP_036673514.1|DSUZ
OG0002567	LOC117148193|XP_033171354.1|DMAU	LOC108011165|XP_016931741.1|DSUZ
OG0002568	LOC117145113|XP_033166524.1|DMAU	LOC108007947|XP_016927206.2|DSUZ
OG0002569	LOC117140318|XP_033159057.1|DMAU	LOC108005796|XP_016924615.1|DSUZ
OG0002570	LOC117143089|XP_033163457.1|DMAU	LOC108015975|XP_036677896.1|DSUZ
OG0002571	LOC117143097|XP_033163467.1|DMAU	LOC108015972|XP_036677899.1|DSUZ
OG0002572	LOC117137131|XP_033154321.1|DMAU	LOC108018769|XP_016941838.1|DSUZ
OG0002573	LOC117143176|XP_033163581.1|DMAU	LOC108017515|XP_016940072.2|DSUZ
OG0002574	LOC117143354|XP_033163918.1|DMAU	LOC108017518|XP_036673568.1|DSUZ, LOC108020286|XP_036677904.1|DSUZ
OG0002575	LOC117143304|XP_033163802.1|DMAU	LOC108007364|XP_016926506.2|DSUZ
OG0002576	LOC117148908|XP_033172509.1|DMAU	LOC108005656|XP_016924460.1|DSUZ
OG0002577	LOC117141446|XP_033160791.1|DMAU	LOC108012579|XP_016933483.1|DSUZ
OG0002578	LOC117142691|XP_033162742.1|DMAU	LOC108021578|XP_016945850.1|DSUZ
OG0002579	LOC117146520|XP_033168680.1|DMAU	LOC108021450|XP_016945665.1|DSUZ
OG0002580	LOC117137559|XP_033154953.1|DMAU	LOC108019607|XP_016942974.1|DSUZ
OG0002581	LOC117142211|XP_033161933.1|DMAU	LOC108011899|XP_036674192.1|DSUZ
OG0002582	LOC117145775|XP_033167442.1|DMAU	LOC108010602|XP_016930981.1|DSUZ
OG0002583	LOC117145928|XP_033167682.1|DMAU	LOC108020545|XP_036673046.1|DSUZ
OG0002584	LOC117139783|XP_033158288.1|DMAU	LOC108020453|XP_016944264.1|DSUZ, LOC118877342|XP_036671616.1|DSUZ
OG0002585	LOC117139785|XP_033158290.1|DMAU	LOC118877343|XP_036671617.1|DSUZ, LOC108020454|XP_016944265.1|DSUZ
OG0002586	LOC117143300|XP_033163796.1|DMAU	LOC108020125|XP_016943715.2|DSUZ
OG0002587	LOC117142868|XP_033163027.1|DMAU	LOC108006108|XP_016925044.2|DSUZ
OG0002588	LOC117142480|XP_033162389.1|DMAU	LOC108010565|XP_016930932.2|DSUZ
OG0002589	LOC117143057|XP_033163397.1|DMAU	LOC108006374|XP_016925385.2|DSUZ
OG0002590	LOC117147015|XP_033169590.1|DMAU	LOC108011149|XP_016931724.1|DSUZ
OG0002591	LOC117142669|XP_033162693.1|DMAU	LOC108012158|XP_016932938.2|DSUZ
OG0002592	LOC117144121|XP_033165034.1|DMAU	LOC108006660|XP_036673403.1|DSUZ
OG0002593	LOC117144704|XP_033165924.1|DMAU	LOC108013863|XP_036673243.1|DSUZ
OG0002594	LOC117143338|XP_033163891.1|DMAU	LOC108015935|XP_036674215.1|DSUZ
OG0002595	LOC117143102|XP_033163473.1|DMAU	LOC108014138|XP_036672787.1|DSUZ
OG0002596	LOC117143494|XP_033164099.1|DMAU	LOC108014904|XP_036674436.1|DSUZ, LOC118877578|XP_036672727.1|DSUZ
OG0002597	LOC117143019|XP_033163288.1|DMAU	LOC108006767|XP_036675695.1|DSUZ, LOC118877974|XP_036674773.1|DSUZ
OG0002598	LOC117144462|XP_033165513.1|DMAU	LOC108005593|XP_036673027.1|DSUZ
OG0002599	LOC117144927|XP_033166270.1|DMAU	LOC108010603|XP_016930983.1|DSUZ
OG0002600	LOC117137375|XP_033154677.1|DMAU	LOC108009515|XP_016929423.1|DSUZ
OG0002601	LOC117143425|XP_033164022.1|DMAU	LOC108013845|XP_036672769.1|DSUZ, LOC118878049|XP_036675114.1|DSUZ
OG0002602	LOC117143623|XP_033164280.1|DMAU	LOC108007633|XP_016926832.1|DSUZ
OG0002603	LOC117143554|XP_033164187.1|DMAU	LOC108016473|XP_036675427.1|DSUZ
OG0002604	LOC117143555|XP_033164188.1|DMAU	LOC108019301|XP_016942610.2|DSUZ
OG0002605	LOC117145288|XP_033166768.1|DMAU	LOC118877583|XP_036672746.1|DSUZ
OG0002606	LOC117142745|XP_033162806.1|DMAU	LOC118877607|XP_036672832.1|DSUZ, LOC108017542|XP_036674701.1|DSUZ
OG0002607	LOC117145794|XP_033167471.1|DMAU	LOC118878083|XP_036675244.1|DSUZ, LOC108014879|XP_036672810.1|DSUZ
OG0002608	LOC117145974|XP_033167770.1|DMAU	LOC108014839|XP_016936534.2|DSUZ
OG0002609	LOC117135768|XP_033152125.1|DMAU	LOC108008420|XP_016927755.1|DSUZ
OG0002610	LOC117145699|XP_033167331.1|DMAU	LOC108014430|XP_036672841.1|DSUZ
OG0002611	LOC117142438|XP_033162292.1|DMAU	LOC108015857|XP_036673038.1|DSUZ
OG0002612	LOC117144722|XP_033165953.1|DMAU	LOC108018299|XP_016941321.2|DSUZ
OG0002613	LOC117142346|XP_033162153.1|DMAU	LOC108015766|XP_036673330.1|DSUZ
OG0002614	LOC117145960|XP_033167747.1|DMAU	LOC108010887|XP_036675697.1|DSUZ
OG0002615	LOC117139161|XP_033157210.1|DMAU	LOC108013211|XP_036670806.1|DSUZ
OG0002616	LOC117142533|XP_033162470.1|DMAU, LOC117142536|XP_033162473.1|DMAU	LOC108017383|XP_036673227.1|DSUZ
OG0002617	LOC117143492|XP_033164096.1|DMAU	LOC108017487|XP_016940023.1|DSUZ
OG0002618	LOC117143042|XP_033163376.1|DMAU	LOC108011634|XP_016932312.1|DSUZ
OG0002619	LOC117145057|XP_033166458.1|DMAU	LOC108005581|XP_036674498.1|DSUZ
OG0002620	LOC117142282|XP_033162056.1|DMAU	LOC108011521|XP_036674022.1|DSUZ
OG0002621	LOC117144431|XP_033165468.1|DMAU	LOC108016081|XP_016938166.2|DSUZ
OG0002622	LOC117140519|XP_033159388.1|DMAU	LOC108007469|XP_016926641.2|DSUZ
OG0002623	LOC117144577|XP_033165727.1|DMAU	LOC108006970|XP_016926065.2|DSUZ
OG0002624	LOC117144265|XP_033165258.1|DMAU	LOC108016197|XP_016938313.1|DSUZ
OG0002625	LOC117142742|XP_033162804.1|DMAU	LOC108013746|XP_036673091.1|DSUZ
OG0002626	LOC117146415|XP_033168506.1|DMAU	LOC108021813|XP_016946104.1|DSUZ
OG0002627	LOC117143254|XP_033163705.1|DMAU	LOC108020507|XP_036673167.1|DSUZ
OG0002628	LOC117143023|XP_033163294.1|DMAU	LOC108014372|XP_036675036.1|DSUZ
OG0002629	LOC117145954|XP_033167730.1|DMAU	LOC108006002|XP_036674360.1|DSUZ
OG0002630	LOC117145226|XP_033166690.1|DMAU	LOC108014576|XP_036673461.1|DSUZ
OG0002631	LOC117143743|XP_033164445.1|DMAU	LOC108014811|XP_036673531.1|DSUZ
OG0002632	LOC117144621|XP_033165806.1|DMAU	LOC108015942|XP_036674521.1|DSUZ
OG0002633	LOC117146074|XP_033167908.1|DMAU	LOC108017513|XP_016940069.1|DSUZ
OG0002634	LOC117143339|XP_033163893.1|DMAU	LOC108007270|XP_036674126.1|DSUZ
OG0002635	LOC117142585|XP_033162546.1|DMAU	LOC108016215|XP_016938334.2|DSUZ
OG0002636	LOC117144064|XP_033164964.1|DMAU	LOC118877826|XP_036673887.1|DSUZ, LOC108011636|XP_016932314.2|DSUZ
OG0002637	LOC117150671|XP_033173562.1|DMAU	LOC108021120|XP_016945159.1|DSUZ
OG0002638	LOC117142543|XP_033162482.1|DMAU	LOC108015505|XP_016937452.2|DSUZ
OG0002639	LOC117142795|XP_033162885.1|DMAU	LOC108019488|XP_016942805.2|DSUZ
OG0002640	LOC117144793|XP_033166060.1|DMAU	LOC118877614|XP_036672897.1|DSUZ, LOC108015649|XP_036674761.1|DSUZ
OG0002641	LOC117145088|XP_033166497.1|DMAU	LOC108015639|XP_016937620.2|DSUZ, LOC108015645|XP_016937631.1|DSUZ
OG0002642	LOC117143731|XP_033164432.1|DMAU	LOC108015641|XP_016937622.2|DSUZ, LOC108015630|XP_016937611.2|DSUZ
OG0002643	LOC117143730|XP_033164429.1|DMAU	LOC108015633|XP_036674312.1|DSUZ, LOC118877563|XP_036672651.1|DSUZ
