Orthogroup	DMAU.longest_only	DYAK.longest_only
OG0001316	LOC117137824|XP_033155398.1|DMAU	LOC6531130|XP_002091964.1|DYAK
OG0001317	LOC117141527|XP_033160910.1|DMAU	LOC6529021|XP_015054150.1|DYAK
OG0001318	LOC117136371|XP_033153149.1|DMAU	LOC6526650|XP_002087758.1|DYAK
OG0001319	LOC117148796|XP_033172303.1|DMAU	LOC6528210|XP_002089272.3|DYAK
OG0001319	LOC117148787|XP_033172292.1|DMAU	LOC6528209|XP_002089271.1|DYAK
OG0001320	LOC117137791|XP_033155338.1|DMAU	LOC6530152|XP_002091094.1|DYAK
OG0001321	LOC117137495|XP_033154864.1|DMAU	LOC6531018|XP_002091855.1|DYAK
OG0001322	LOC117143017|XP_033163285.1|DMAU	LOC6537422|XP_015048342.1|DYAK
OG0001322	LOC117145129|XP_033166541.1|DMAU	LOC6535396|XP_002096046.2|DYAK
OG0001323	LOC117150829|XP_033173787.1|DMAU	LOC6526790|XP_015053459.1|DYAK
OG0001323	LOC117150828|XP_033173786.1|DMAU	LOC26534817|XP_015054554.1|DYAK
OG0001324	LOC117143689|XP_033164371.1|DMAU	LOC6529475|XP_002090477.1|DYAK
OG0001325	LOC117144357|XP_033165365.1|DMAU	LOC6536223|XP_002096814.1|DYAK
OG0001325	LOC117144344|XP_033165347.1|DMAU	LOC6536224|XP_002096815.1|DYAK
OG0001326	LOC117143150|XP_033163539.1|DMAU	LOC6538878|XP_039231311.1|DYAK
OG0001328	LOC117147759|XP_033170669.1|DMAU	LOC6524906|XP_002100746.1|DYAK
OG0001329	LOC117147856|XP_033170822.1|DMAU	LOC6524997|XP_002100837.1|DYAK
OG0001330	LOC117146784|XP_033169202.1|DMAU	LOC6524713|XP_039226121.1|DYAK
OG0001331	LOC117148048|XP_033171124.1|DMAU	LOC6523925|XP_002099798.1|DYAK
OG0001332	LOC117147795|XP_033170735.1|DMAU	LOC6525620|XP_002101455.1|DYAK
OG0001333	LOC117150795|XP_033173740.1|DMAU	LOC6526697|XP_002087800.1|DYAK
OG0001334	LOC117144636|XP_033165822.1|DMAU	LOC6538890|XP_002099394.1|DYAK
OG0001335	LOC117144751|XP_033165998.1|DMAU	LOC6536745|XP_002097317.1|DYAK
OG0001337	LOC117146432|XP_033168530.1|DMAU	LOC6525610|XP_039233642.1|DYAK
OG0001338	LOC117138576|XP_033156639.1|DMAU	LOC6531688|XP_002092479.1|DYAK
OG0001339	LOC117138676|XP_033156818.1|DMAU	LOC6530100|XP_002091046.1|DYAK
OG0001340	LOC117141377|XP_033160676.1|DMAU	LOC6539975|XP_039233305.1|DYAK
OG0001341	LOC117146020|XP_033167842.1|DMAU	LOC6538675|XP_002099194.1|DYAK
OG0001342	LOC117145838|XP_033167533.1|DMAU	LOC6538819|XP_002099332.2|DYAK
OG0001343	LOC117144524|XP_033165637.1|DMAU	LOC6537581|XP_002098127.3|DYAK
OG0001344	LOC117142321|XP_033162119.1|DMAU	LOC6538955|XP_002099458.1|DYAK
OG0001345	LOC117143223|XP_033163663.1|DMAU	LOC6536466|XP_002097047.1|DYAK
OG0001346	LOC117144484|XP_033165555.1|DMAU	LOC6536328|XP_002096912.2|DYAK
OG0001347	LOC117147918|XP_033170926.1|DMAU	LOC6526213|XP_002102022.1|DYAK
OG0001348	LOC117146570|XP_033168761.1|DMAU	LOC6525591|XP_002101426.1|DYAK
OG0001349	LOC117140871|XP_033159900.1|DMAU	LOC6532722|XP_015049571.1|DYAK
OG0001350	LOC117140188|XP_033158854.1|DMAU	LOC6533702|XP_002094407.1|DYAK
OG0001351	LOC117135564|XP_033151762.1|DMAU	LOC6528850|XP_002089882.1|DYAK
OG0001352	LOC117138579|XP_033156643.1|DMAU	LOC6529088|XP_039227734.1|DYAK
OG0001353	LOC117140837|XP_033159836.1|DMAU	LOC6534478|XP_002095155.2|DYAK
OG0001354	LOC117135867|XP_033152289.1|DMAU	LOC6531866|XP_015051586.1|DYAK
OG0001355	LOC117136014|XP_033152522.1|DMAU	LOC6531296|XP_002092100.1|DYAK
OG0001356	LOC117144134|XP_033165050.1|DMAU	LOC6536573|XP_015047840.1|DYAK
OG0001357	LOC117140957|XP_033160069.1|DMAU	LOC6533356|XP_002094081.1|DYAK
OG0001358	LOC117139186|XP_033157244.1|DMAU	LOC6534185|XP_039230298.1|DYAK
OG0001359	LOC117146447|XP_033168562.1|DMAU	LOC6527053|XP_002088146.2|DYAK
OG0001360	LOC117136868|XP_033153860.1|DMAU	LOC6528841|XP_002089873.1|DYAK
OG0001361	LOC117141023|XP_033160187.1|DMAU	LOC6532524|XP_002093270.2|DYAK
OG0001362	LOC117140656|XP_033159588.1|DMAU	LOC6532518|XP_002093264.1|DYAK
OG0001363	LOC117145131|XP_033166542.1|DMAU	LOC6535708|XP_002096335.1|DYAK
OG0001364	LOC117138487|XP_033156508.1|DMAU	LOC6529336|XP_039229217.1|DYAK
OG0001365	LOC117141158|XP_033160388.1|DMAU	LOC6532738|XP_002093480.1|DYAK
OG0001366	LOC117140586|XP_033159483.1|DMAU	LOC6533407|XP_039230181.1|DYAK
OG0001367	LOC117135976|XP_033152480.1|DMAU	LOC6531291|XP_039228984.1|DYAK
OG0001368	LOC117137825|XP_033155399.1|DMAU	LOC6528714|XP_015054042.1|DYAK
OG0001369	LOC117146403|XP_033168478.1|DMAU	LOC6524632|XP_002100489.1|DYAK
OG0001370	LOC117138553|XP_033156602.1|DMAU	LOC6531823|XP_002092610.1|DYAK
OG0001371	LOC117137015|XP_033154098.1|DMAU	LOC120320432|XP_039227206.1|DYAK
OG0001372	LOC117136225|XP_033152894.1|DMAU	LOC6531571|XP_039228892.1|DYAK
OG0001373	LOC117150511|XP_033173309.1|DMAU	LOC6528127|XP_039226472.1|DYAK
OG0001374	LOC117138169|XP_033155941.1|DMAU	LOC6530363|XP_002091289.1|DYAK
OG0001375	LOC117145183|XP_033166629.1|DMAU	LOC6535322|XP_002095978.2|DYAK
OG0001376	LOC117137716|XP_033155180.1|DMAU	LOC6530278|XP_002091210.3|DYAK
OG0001377	LOC117150687|XP_033173624.1|DMAU	LOC6526886|XP_002087986.2|DYAK
OG0001378	LOC117150432|XP_033173201.1|DMAU	LOC6527041|XP_002088134.2|DYAK
OG0001379	LOC117142663|XP_033162691.1|DMAU	LOC6526744|XP_015053452.1|DYAK
OG0001380	LOC117138187|XP_033155977.1|DMAU	LOC6529101|XP_039226380.1|DYAK
OG0001381	LOC117138516|XP_033156540.1|DMAU	LOC6531441|XP_002092244.3|DYAK
OG0001382	LOC117135307|XP_033151386.1|DMAU	LOC6526677|XP_002087783.3|DYAK
OG0001383	LOC117135473|XP_033151580.1|DMAU	LOC6528673|XP_002089715.1|DYAK
OG0001384	LOC117150607|XP_033173457.1|DMAU	LOC6529673|XP_002090666.1|DYAK
OG0001385	LOC117150851|XP_033173819.1|DMAU	LOC6527884|XP_002088956.2|DYAK
OG0001387	LOC117141892|XP_033161484.1|DMAU	LOC6526945|XP_002088043.1|DYAK
OG0001388	LOC117138729|XP_033156854.1|DMAU	LOC6527987|XP_002089054.1|DYAK
OG0001389	LOC117145081|XP_033166489.1|DMAU	LOC6537900|XP_002098441.2|DYAK
OG0001390	LOC117142744|XP_033162820.1|DMAU	LOC6526830|XP_002087931.2|DYAK
OG0001391	LOC117142477|XP_033162388.1|DMAU	LOC6529679|XP_002090672.1|DYAK
OG0001392	LOC117148757|XP_033172242.1|DMAU	LOC6524312|XP_002100171.1|DYAK
OG0001393	LOC117139843|XP_033158384.1|DMAU	LOC6529649|XP_002090643.2|DYAK
OG0001394	LOC117137259|XP_033154515.1|DMAU	LOC6528030|XP_002089097.1|DYAK
OG0001395	LOC117143497|XP_033164105.1|DMAU	LOC6537226|XP_002097784.1|DYAK
OG0001396	LOC117147284|XP_033170019.1|DMAU	LOC6525311|XP_002101147.1|DYAK
OG0001397	LOC117145099|XP_033166509.1|DMAU	LOC6536649|XP_002097221.1|DYAK
OG0001398	LOC117147906|XP_033170906.1|DMAU	LOC6526038|XP_002101855.1|DYAK
OG0001399	LOC117137959|XP_033155613.1|DMAU	LOC6539180|XP_039226995.1|DYAK
OG0001400	LOC117143334|XP_033163886.1|DMAU	LOC6536909|XP_002097478.1|DYAK
OG0001401	LOC117140082|XP_033158726.1|DMAU	LOC6539417|XP_002086308.2|DYAK
OG0001402	LOC117141036|XP_033160210.1|DMAU	LOC6539623|XP_002086508.1|DYAK
OG0001403	LOC117141310|XP_033160587.1|DMAU	LOC6534913|XP_002095584.1|DYAK
OG0001404	LOC117135629|XP_033151893.1|DMAU	LOC6529942|XP_039228166.1|DYAK
OG0001405	LOC117137727|XP_033155193.1|DMAU	LOC6530514|XP_002091429.1|DYAK
OG0001406	LOC117148322|XP_033171545.1|DMAU	LOC6525034|XP_002100873.1|DYAK
OG0001407	LOC117141445|XP_033160790.1|DMAU	LOC6534335|XP_002095015.1|DYAK
OG0001408	LOC117135587|XP_033151812.1|DMAU	LOC6531508|XP_002092307.1|DYAK
OG0001411	LOC117144749|XP_033165995.1|DMAU	LOC6537322|XP_002097879.1|DYAK
OG0001412	LOC117141864|XP_033161479.1|DMAU	LOC6529541|XP_002090539.1|DYAK
OG0001412	LOC117151093|XP_033174232.1|DMAU	LOC6527413|XP_002088505.3|DYAK
OG0001413	LOC117136789|XP_033153736.1|DMAU	LOC6531163|XP_002091992.1|DYAK
OG0001413	LOC117136980|XP_033154047.1|DMAU	LOC6531164|XP_002091993.1|DYAK
OG0001414	LOC117137873|XP_033155490.1|DMAU	LOC120320440|XP_039227570.1|DYAK
OG0001414	LOC117137877|XP_033155495.1|DMAU	LOC6528875|XP_015054099.2|DYAK
OG0001415	LOC117137429|XP_033154751.1|DMAU	LOC6530490|XP_002091405.2|DYAK
OG0001415	LOC117135885|XP_033152323.1|DMAU	LOC6530492|XP_002091407.1|DYAK
OG0001416	LOC117150803|XP_033173752.1|DMAU	LOC6527058|XP_002088151.1|DYAK
OG0001417	LOC117148170|XP_033171327.1|DMAU	LOC6525365|XP_002101201.2|DYAK
OG0001418	LOC117140888|XP_033159931.1|DMAU	LOC6532657|XP_002093401.1|DYAK
OG0001418	LOC117140047|XP_033158675.1|DMAU	LOC6532655|XP_002093399.1|DYAK
OG0001419	LOC117148521|XP_033171822.1|DMAU	LOC6527720|XP_002088803.1|DYAK
OG0001419	LOC117147721|XP_033170615.1|DMAU	LOC6527721|XP_002088804.1|DYAK
OG0001420	LOC117143144|XP_033163531.1|DMAU	LOC6537772|XP_002098313.1|DYAK
OG0001421	LOC117145934|XP_033167701.1|DMAU	LOC6537373|XP_002097929.1|DYAK
OG0001421	LOC117136447|XP_033153260.1|DMAU	LOC6526626|XP_002087734.1|DYAK
OG0001422	LOC117140150|XP_033158812.1|DMAU	LOC6532334|XP_002093094.1|DYAK
OG0001422	LOC117141292|XP_033160562.1|DMAU	LOC6532335|XP_002093095.1|DYAK
OG0001423	LOC117145604|XP_033167209.1|DMAU	LOC26536017|XP_015048174.1|DYAK
OG0001423	LOC117143665|XP_033164337.1|DMAU	LOC6537161|XP_002097722.2|DYAK
OG0001424	LOC117143134|XP_033163517.1|DMAU, LOC117144406|XP_033165435.1|DMAU	LOC6536957|XP_002097526.1|DYAK
OG0001425	LOC117137868|XP_033155476.1|DMAU	LOC6531095|XP_002091929.1|DYAK
OG0001426	LOC117141626|XP_033161050.1|DMAU	LOC6526506|XP_002087617.1|DYAK
OG0001426	LOC117147162|XP_033169840.1|DMAU	LOC6524851|XP_002100691.2|DYAK
OG0001427	LOC117138235|XP_033156074.1|DMAU	LOC6528577|XP_002089620.1|DYAK
OG0001427	LOC117150909|XP_033173948.1|DMAU	LOC6528263|XP_002089316.2|DYAK
OG0001428	LOC117140866|XP_033159895.1|DMAU	LOC26535385|XP_015050443.1|DYAK
OG0001428	LOC117138347|XP_033156279.1|DMAU	LOC26534779|XP_015052841.1|DYAK
OG0001429	LOC117144830|XP_033166106.1|DMAU	LOC6537359|XP_039231543.1|DYAK
OG0001430	LOC117142909|XP_033163083.1|DMAU	LOC6536981|XP_002097550.1|DYAK
OG0001431	LOC117148150|XP_033171272.1|DMAU	LOC6525244|XP_002101081.1|DYAK
OG0001432	LOC117146362|XP_033168404.1|DMAU	LOC6525327|XP_002101163.1|DYAK
OG0001433	LOC117143605|XP_033164247.1|DMAU	LOC6537803|XP_002098344.1|DYAK
OG0001434	LOC117147034|XP_033169618.1|DMAU	LOC6524302|XP_002100161.2|DYAK
OG0001435	LOC117137989|XP_033155664.1|DMAU	LOC6528536|XP_002089582.1|DYAK
OG0001436	LOC117142713|XP_033162763.1|DMAU	LOC6538305|XP_002098832.1|DYAK
OG0001437	LOC117139720|XP_033158181.1|DMAU	LOC6527704|XP_002088788.1|DYAK
OG0001438	LOC117142579|XP_033162539.1|DMAU	LOC6538137|XP_002098672.1|DYAK
OG0001439	LOC117143432|XP_033164029.1|DMAU	LOC6535858|XP_002096477.1|DYAK
OG0001440	LOC117146806|XP_033169241.1|DMAU	LOC6524702|XP_002100546.1|DYAK
OG0001441	LOC117148575|XP_033171931.1|DMAU	LOC6526058|XP_002101875.1|DYAK
OG0001442	LOC117150471|XP_033173258.1|DMAU	LOC6526998|XP_002088094.1|DYAK
OG0001443	LOC117142292|XP_033162069.1|DMAU	LOC6538852|XP_002099365.1|DYAK
OG0001444	LOC117145257|XP_033166731.1|DMAU	LOC6537640|XP_002098185.1|DYAK
OG0001445	LOC117142599|XP_033162569.1|DMAU	LOC6535280|XP_002095936.1|DYAK
OG0001446	LOC117142264|XP_033162017.1|DMAU	LOC6537837|XP_002098378.2|DYAK
OG0001447	LOC117144578|XP_033165728.1|DMAU	LOC6537388|XP_002097944.2|DYAK
OG0001448	LOC117143152|XP_033163542.1|DMAU	LOC6538877|XP_039231310.1|DYAK
OG0001449	LOC117137234|XP_033154484.1|DMAU	LOC6531474|XP_002092273.1|DYAK
OG0001450	LOC117137220|XP_033154504.1|DMAU	LOC6528095|XP_002089162.1|DYAK
OG0001451	LOC117137378|XP_033154681.1|DMAU	LOC6528379|XP_039227599.1|DYAK
OG0001452	LOC117136147|XP_033152754.1|DMAU	LOC6530963|XP_039228007.1|DYAK
OG0001453	LOC117140609|XP_033159511.1|DMAU	LOC6539776|XP_002086662.2|DYAK
OG0001454	LOC117143413|XP_033163999.1|DMAU	LOC6536667|XP_002097239.1|DYAK
OG0001455	LOC117138998|XP_033156965.1|DMAU	LOC6534378|XP_015050598.1|DYAK
OG0001456	LOC117137785|XP_033155330.1|DMAU	LOC6528893|XP_039227216.1|DYAK
OG0001457	LOC117135759|XP_033152108.1|DMAU	LOC6530012|XP_002090958.1|DYAK
OG0001458	LOC117136426|XP_033153227.1|DMAU	LOC6530383|XP_002091309.1|DYAK
OG0001459	LOC117140456|XP_033159278.1|DMAU	LOC6533133|XP_002093859.1|DYAK
OG0001460	LOC117136647|XP_033153533.1|DMAU	LOC6528448|XP_002089494.2|DYAK
OG0001461	LOC117148120|XP_033171233.1|DMAU	LOC6525181|XP_002101019.1|DYAK
OG0001462	LOC117139476|XP_033157687.1|DMAU	LOC6532775|XP_002093517.1|DYAK
OG0001463	LOC117143116|XP_033163493.1|DMAU	LOC6538489|XP_015048884.1|DYAK
OG0001464	LOC117146624|XP_033168847.1|DMAU	LOC6523963|XP_002099835.1|DYAK
OG0001465	LOC117137624|XP_033155046.1|DMAU	LOC6529362|XP_015052304.1|DYAK
OG0001466	LOC117135138|XP_033151089.1|DMAU	LOC6527410|XP_002088502.2|DYAK
OG0001467	LOC117141750|XP_033161266.1|DMAU	LOC6527262|XP_002088356.1|DYAK
OG0001468	LOC117139887|XP_033158454.1|DMAU	LOC6532599|XP_015049453.1|DYAK
OG0001469	LOC117138320|XP_033156242.1|DMAU	LOC6530343|XP_002091270.1|DYAK
OG0001469	LOC117144179|XP_033165115.1|DMAU	LOC6538468|XP_002098992.1|DYAK
OG0001470	LOC117139416|XP_033157584.1|DMAU	LOC6539727|XP_039229987.1|DYAK
OG0001471	LOC117141247|XP_033160504.1|DMAU	LOC6532301|XP_039230757.1|DYAK
OG0001472	LOC117141346|XP_033160641.1|DMAU	LOC6534431|XP_002095108.1|DYAK
OG0001473	LOC117145356|XP_033166866.1|DMAU	LOC6535264|XP_039232194.1|DYAK
OG0001474	LOC117147064|XP_033169714.1|DMAU	LOC6524011|XP_002099883.1|DYAK
OG0001475	LOC117135827|XP_033152228.1|DMAU	LOC6528859|XP_002089891.1|DYAK
OG0001476	LOC117148448|XP_033171713.1|DMAU	LOC6525800|XP_002101621.3|DYAK
OG0001477	LOC117142305|XP_033162084.1|DMAU	LOC6538010|XP_002098545.1|DYAK
OG0001478	LOC117150656|XP_033173534.1|DMAU	LOC6526309|XP_002087431.1|DYAK
OG0001479	LOC117136269|XP_033152987.1|DMAU	LOC6527483|XP_002088573.1|DYAK
OG0001479	LOC117148890|XP_033172485.1|DMAU	LOC6523818|XP_002099693.1|DYAK
OG0001480	LOC117145932|XP_033167700.1|DMAU	LOC6526302|XP_002087424.1|DYAK
OG0001481	LOC117150569|XP_033173411.1|DMAU	LOC6529843|XP_039229184.1|DYAK
OG0001482	LOC117136671|XP_033153564.1|DMAU	LOC6531438|XP_002092241.1|DYAK
OG0001483	LOC117135189|XP_033151147.1|DMAU	LOC6539249|XP_039228148.1|DYAK
OG0001484	LOC117136792|XP_033153742.1|DMAU	LOC6526720|XP_002087823.1|DYAK
OG0001485	LOC117139075|XP_033157077.1|DMAU	LOC6535015|XP_002095683.2|DYAK
OG0001486	LOC117150206|XP_033172891.1|DMAU	LOC6527638|XP_002088726.1|DYAK
OG0001487	LOC117135602|XP_033151842.1|DMAU	LOC26536189|XP_015045210.1|DYAK
OG0001488	LOC117136831|XP_033153801.1|DMAU	LOC6529970|XP_002090916.2|DYAK
OG0001489	LOC117147746|XP_033170645.1|DMAU	LOC6529772|XP_015052419.2|DYAK
OG0001490	LOC117144902|XP_033166229.1|DMAU	LOC6526636|XP_002087744.1|DYAK
OG0001491	LOC117151049|XP_033174155.1|DMAU	LOC6526553|XP_015053307.1|DYAK
OG0001492	LOC117136191|XP_033152828.1|DMAU	LOC6526979|XP_002088075.1|DYAK
OG0001493	LOC117148041|XP_033171110.1|DMAU	LOC6525164|XP_002101002.2|DYAK
OG0001494	LOC117146976|XP_033169536.1|DMAU	LOC6525431|XP_002101266.2|DYAK
OG0001495	LOC117137994|XP_033155672.1|DMAU	LOC6528540|XP_002089586.1|DYAK
OG0001496	LOC117147816|XP_033170761.1|DMAU	LOC6525386|XP_002101222.2|DYAK
OG0001497	LOC117137298|XP_033154566.1|DMAU	LOC6528730|XP_002089765.1|DYAK
OG0001498	LOC117143311|XP_033163837.1|DMAU	LOC6536060|XP_002096670.2|DYAK
OG0001500	LOC117138547|XP_033156594.1|DMAU	LOC6530985|XP_002091823.1|DYAK
OG0001501	LOC117143328|XP_033163875.1|DMAU	LOC6536741|XP_002097313.1|DYAK
OG0001502	LOC117135887|XP_033152325.1|DMAU	LOC6530475|XP_002091390.1|DYAK
OG0001503	LOC117138384|XP_033156344.1|DMAU	LOC6528411|XP_039226209.1|DYAK
OG0001504	LOC117148877|XP_033172440.1|DMAU	LOC6525482|XP_039231765.1|DYAK
OG0001505	LOC117138355|XP_033156312.1|DMAU	LOC6531661|XP_039228435.1|DYAK
OG0001506	LOC117136155|XP_033152766.1|DMAU	LOC6530071|XP_002091017.1|DYAK
OG0001507	LOC117136144|XP_033152740.1|DMAU	LOC6530549|XP_039228062.1|DYAK
OG0001508	LOC117138395|XP_033156359.1|DMAU	LOC6530835|XP_002091718.1|DYAK
OG0001509	LOC117137599|XP_033155001.1|DMAU	LOC6530581|XP_002091494.2|DYAK
OG0001510	LOC117147177|XP_033169867.1|DMAU, LOC117139884|XP_033158443.1|DMAU	LOC6528082|XP_002089149.1|DYAK
OG0001511	LOC117138689|XP_033156837.1|DMAU	LOC6532172|XP_015051737.1|DYAK
OG0001512	LOC117139046|XP_033157040.1|DMAU	LOC6533326|XP_002094052.1|DYAK
OG0001513	LOC117139000|XP_033156969.1|DMAU	LOC6540104|XP_039230043.1|DYAK
OG0001515	LOC117146458|XP_033168578.1|DMAU	LOC6523858|XP_002099731.1|DYAK
OG0001516	LOC117144995|XP_033166362.1|DMAU	LOC6538903|XP_002099407.1|DYAK
OG0001516	LOC117144996|XP_033166366.1|DMAU	LOC6538904|XP_002099408.1|DYAK
OG0001517	LOC117144862|XP_033166157.1|DMAU	LOC6536085|XP_002096695.3|DYAK
OG0001517	LOC117143439|XP_033164037.1|DMAU	LOC6538238|XP_002098765.1|DYAK
OG0001518	LOC117147886|XP_033170861.1|DMAU	LOC6525290|XP_002101126.1|DYAK
OG0001519	LOC117144771|XP_033166026.1|DMAU	LOC6536011|XP_002096626.1|DYAK
OG0001520	LOC117144042|XP_033164902.1|DMAU	LOC6537545|XP_002098091.1|DYAK
OG0001520	LOC117142903|XP_033163076.1|DMAU	LOC26535106|XP_015048408.1|DYAK
OG0001521	LOC117151033|XP_033174138.1|DMAU	LOC6529734|XP_002090727.1|DYAK
OG0001522	LOC117150591|XP_033173438.1|DMAU	LOC6529419|XP_039228066.1|DYAK
OG0001522	LOC117140949|XP_033160062.1|DMAU	LOC6527099|XP_002088192.1|DYAK
OG0001523	LOC117136971|XP_033154031.1|DMAU	LOC6531595|XP_002092392.1|DYAK
OG0001523	LOC117138099|XP_033155847.1|DMAU	LOC6531594|XP_002092391.1|DYAK
OG0001524	LOC117138599|XP_033156672.1|DMAU	LOC6530242|XP_002091179.2|DYAK
OG0001525	LOC117146920|XP_033169439.1|DMAU	LOC6525496|XP_002101331.1|DYAK
OG0001525	LOC117146921|XP_033169440.1|DMAU	LOC6525495|XP_002101330.2|DYAK
OG0001526	LOC117146665|XP_033168903.1|DMAU	LOC6525522|XP_002101357.1|DYAK
OG0001526	LOC117146666|XP_033168904.1|DMAU	LOC6525523|XP_002101358.1|DYAK
OG0001527	LOC117147319|XP_033170061.1|DMAU	LOC6525950|XP_002101770.2|DYAK
OG0001528	LOC117144026|XP_033164875.1|DMAU	LOC6536518|XP_039231500.1|DYAK
OG0001529	LOC117147946|XP_033170981.1|DMAU, LOC117148282|XP_033171487.1|DMAU, LOC117147959|XP_033170996.1|DMAU, LOC117147958|XP_033170995.1|DMAU, LOC117147960|XP_033170997.1|DMAU, LOC117147957|XP_033170993.1|DMAU	LOC6524254|XP_002100117.1|DYAK
OG0001530	LOC117147370|XP_033170130.1|DMAU	LOC6527837|XP_002088909.1|DYAK
OG0001531	LOC117138155|XP_033155923.1|DMAU	LOC6530989|XP_015051766.1|DYAK
OG0001534	LOC117147129|XP_033169786.1|DMAU	LOC6524042|XP_039232157.1|DYAK
OG0001535	LOC117146600|XP_033168815.1|DMAU	LOC6526133|XP_002101950.1|DYAK
OG0001536	LOC117148108|XP_033171217.1|DMAU	LOC6525747|XP_002101569.1|DYAK
OG0001537	LOC117150461|XP_033173246.1|DMAU	LOC6526316|XP_002087438.1|DYAK
OG0001538	LOC117148951|XP_033172583.1|DMAU	LOC6524605|XP_002100462.1|DYAK
OG0001539	LOC117135750|XP_033152096.1|DMAU	LOC6531813|XP_002092600.1|DYAK
OG0001540	LOC117150337|XP_033173076.1|DMAU	LOC6526726|XP_002087829.1|DYAK
OG0001541	LOC117140752|XP_033159725.1|DMAU	LOC6535166|XP_002095828.1|DYAK
OG0001542	LOC117142454|XP_033162320.1|DMAU	LOC6536558|XP_039231511.1|DYAK
OG0001543	LOC117147990|XP_033171032.1|DMAU	LOC6524998|XP_002100838.2|DYAK
OG0001544	LOC117147793|XP_033170732.1|DMAU	LOC6524275|XP_039229197.1|DYAK
OG0001545	LOC117146705|XP_033169009.1|DMAU, LOC117148355|XP_033171604.1|DMAU	LOC6526195|XP_002102004.2|DYAK
OG0001546	LOC117147241|XP_033169946.1|DMAU	LOC6526194|XP_002102003.1|DYAK
OG0001547	LOC117148073|XP_033171162.1|DMAU	LOC6524324|XP_039230735.1|DYAK
OG0001548	LOC117147159|XP_033169833.1|DMAU	LOC6524980|XP_015046020.1|DYAK
OG0001549	LOC117135128|XP_033151068.1|DMAU	LOC6529515|XP_015052133.2|DYAK
OG0001550	LOC117144687|XP_033165902.1|DMAU	LOC6536500|XP_002097078.1|DYAK
OG0001551	LOC117144746|XP_033165991.1|DMAU	LOC6537822|XP_002098363.2|DYAK
OG0001552	LOC117144314|XP_033165316.1|DMAU	LOC6536332|XP_002096916.1|DYAK
OG0001553	LOC117148350|XP_033171579.1|DMAU	LOC6524306|XP_002100165.1|DYAK
OG0001554	LOC117144605|XP_033165787.1|DMAU	LOC6536531|XP_015047805.1|DYAK
OG0001555	LOC117135262|XP_033151303.1|DMAU	LOC6529636|XP_002090630.1|DYAK
OG0001556	LOC117135766|XP_033152122.1|DMAU	LOC6531128|XP_002091962.1|DYAK
OG0001557	LOC117148228|XP_033171408.1|DMAU	LOC6525552|XP_002101387.1|DYAK
OG0001558	LOC117147287|XP_033170022.1|DMAU	LOC6524901|XP_002100741.1|DYAK
OG0001559	LOC117144645|XP_033165832.1|DMAU	LOC6538745|XP_002099260.1|DYAK
OG0001560	LOC117142779|XP_033162859.1|DMAU	LOC6539897|XP_039231953.1|DYAK
OG0001561	LOC117144186|XP_033165124.1|DMAU	LOC6537458|XP_002098014.1|DYAK
OG0001562	LOC117146461|XP_033168587.1|DMAU	LOC6527050|XP_002088143.1|DYAK
OG0001563	LOC117141678|XP_033161165.1|DMAU	LOC6535223|XP_039229482.1|DYAK
OG0001564	LOC117146012|XP_033167822.1|DMAU	LOC6537647|XP_039231850.1|DYAK
OG0001565	LOC117144825|XP_033166100.1|DMAU	LOC6536171|XP_002096762.3|DYAK
OG0001566	LOC117144763|XP_033166012.1|DMAU	LOC6536563|XP_002097139.1|DYAK
OG0001567	LOC117137470|XP_033154808.1|DMAU	LOC6530297|XP_002091224.2|DYAK
OG0001568	LOC117145575|XP_033167172.1|DMAU	LOC6537312|XP_039232413.1|DYAK
OG0001569	LOC117142749|XP_033162821.1|DMAU	LOC6536996|XP_002097565.1|DYAK
OG0001570	LOC117143537|XP_033164161.1|DMAU	LOC6536948|XP_002097517.1|DYAK
OG0001571	LOC117150331|XP_033173066.1|DMAU	LOC6528032|XP_002089099.1|DYAK
OG0001572	LOC117146644|XP_033168869.1|DMAU	LOC6524953|XP_002100793.1|DYAK
OG0001573	LOC117138952|XP_033156883.1|DMAU	LOC6533011|XP_015049767.1|DYAK
OG0001574	LOC117147709|XP_033170592.1|DMAU	LOC6523786|XP_039228411.1|DYAK
OG0001575	LOC117142946|XP_033163153.1|DMAU	LOC6538757|XP_002099271.1|DYAK
OG0001576	LOC117143450|XP_033164050.1|DMAU	LOC6536606|XP_002097182.1|DYAK
OG0001577	LOC117143344|XP_033163899.1|DMAU	LOC6537990|XP_002098525.2|DYAK
OG0001578	LOC117137458|XP_033154793.1|DMAU	LOC6531077|XP_002091911.1|DYAK
OG0001579	LOC117147572|XP_033170408.1|DMAU	LOC6525136|XP_015046115.2|DYAK
OG0001580	LOC117136051|XP_033152585.1|DMAU	LOC6529366|XP_015052305.1|DYAK
OG0001581	LOC117148699|XP_033172133.1|DMAU	LOC6525929|XP_002101749.2|DYAK
OG0001582	LOC117136937|XP_033153972.1|DMAU, LOC117136938|XP_033153977.1|DMAU	LOC6530092|XP_002091038.2|DYAK
OG0001583	LOC117136342|XP_033153096.1|DMAU	LOC6528492|XP_002089538.1|DYAK
OG0001584	LOC117141130|XP_033160347.1|DMAU	LOC6532291|XP_002093051.1|DYAK
OG0001585	LOC117148861|XP_033172421.1|DMAU	LOC6525556|XP_039229292.1|DYAK
OG0001586	LOC117140350|XP_033159092.1|DMAU	LOC6533311|XP_002094037.1|DYAK
