Orthogroup	DMAU.longest_only	DSER.longest_only
OG0000385	LOC117148924|XP_033172532.1|DMAU	LOC110187150|XP_020812222.1|DSER
OG0000386	LOC117146106|XP_033167979.1|DMAU	LOC110186322|XP_020811120.1|DSER
OG0000387	LOC117146017|XP_033167839.1|DMAU, LOC117145833|XP_033167528.1|DMAU, LOC117137919|XP_033155561.1|DMAU	LOC110176065|XP_020797945.1|DSER, LOC110176064|XP_020797944.1|DSER
OG0000387	LOC117142437|XP_033162293.1|DMAU	LOC110182275|XP_020805952.1|DSER
OG0000388	LOC117140645|XP_033159576.1|DMAU	LOC110188860|XP_020814426.1|DSER, LOC110188831|XP_020814380.1|DSER
OG0000388	LOC117140644|XP_033159575.1|DMAU	LOC110188852|XP_020814417.1|DSER, LOC110188830|XP_020814379.1|DSER
OG0000389	LOC117141060|XP_033160240.1|DMAU	LOC110190500|XP_020816675.1|DSER
OG0000390	LOC117150059|XP_033172824.1|DMAU	LOC110183484|XP_020807423.1|DSER
OG0000391	LOC117136906|XP_033153914.1|DMAU	LOC110184084|XP_020808129.1|DSER
OG0000391	LOC117137712|XP_033155176.1|DMAU	LOC110184039|XP_020808073.1|DSER
OG0000392	LOC117148251|XP_033171449.1|DMAU	LOC110187426|XP_020812475.1|DSER
OG0000392	LOC117147849|XP_033170818.1|DMAU	LOC110187386|XP_020812436.1|DSER
OG0000393	LOC117150771|XP_033173698.1|DMAU	LOC110187261|XP_020812308.1|DSER
OG0000393	LOC117150774|XP_033173709.1|DMAU	LOC110180003|XP_020803252.1|DSER, LOC110187262|XP_020812309.1|DSER
OG0000394	LOC117146635|XP_033168858.1|DMAU	LOC110181592|XP_020805044.1|DSER
OG0000394	LOC117146634|XP_033168857.1|DMAU	LOC110181549|XP_020804991.1|DSER
OG0000395	LOC117139284|XP_033157405.1|DMAU	LOC110179001|XP_020801993.1|DSER
OG0000395	LOC117139140|XP_033157182.1|DMAU	LOC110178884|XP_020801817.1|DSER
OG0000395	LOC117139141|XP_033157183.1|DMAU	LOC110179003|XP_020801996.1|DSER
OG0000396	LOC117140878|XP_033159915.1|DMAU, LOC117140870|XP_033159904.1|DMAU, LOC117150695|XP_033173598.1|DMAU	LOC110177020|XP_020799192.1|DSER
OG0000397	LOC117136406|XP_033153194.1|DMAU	LOC110177065|XP_020799242.1|DSER
OG0000398	LOC117136872|XP_033153865.1|DMAU	LOC110184168|XP_020808279.1|DSER
OG0000399	LOC117144592|XP_033165761.1|DMAU	LOC110190647|XP_020816909.1|DSER
OG0000399	LOC117135543|XP_033151726.1|DMAU	LOC110182956|XP_020806809.1|DSER
OG0000400	LOC117148249|XP_033171443.1|DMAU	LOC110175976|XP_020797830.1|DSER
OG0000400	LOC117150802|XP_033173751.1|DMAU	LOC110176062|XP_020797940.1|DSER
OG0000400	LOC117148733|XP_033172189.1|DMAU	LOC110176063|XP_020797941.1|DSER
OG0000401	LOC117139493|XP_033157709.1|DMAU	LOC110182871|XP_020806676.1|DSER
OG0000401	LOC117148197|XP_033171362.1|DMAU	LOC110181833|XP_020805395.1|DSER, LOC110181838|XP_020805402.1|DSER
OG0000402	LOC117147445|XP_033170218.1|DMAU	LOC110182009|XP_020805599.1|DSER
OG0000403	LOC117145752|XP_033167407.1|DMAU	LOC110176449|XP_020798459.1|DSER
OG0000403	LOC117138494|XP_033156515.1|DMAU	LOC110181126|XP_020804457.1|DSER
OG0000404	LOC117144363|XP_033165373.1|DMAU, LOC117144364|XP_033165374.1|DMAU	LOC110186276|XP_020811049.1|DSER
OG0000405	LOC117148044|XP_033171114.1|DMAU	LOC110183048|XP_020806891.1|DSER
OG0000405	LOC117142697|XP_033162745.1|DMAU	LOC110188480|XP_020813869.1|DSER
OG0000406	LOC117142040|XP_033161801.1|DMAU	LOC110189994|XP_020815951.1|DSER
OG0000406	LOC117136298|XP_033153034.1|DMAU	LOC110179321|XP_020802472.1|DSER
OG0000407	LOC117142052|XP_033161818.1|DMAU	LOC110190439|XP_020816584.1|DSER
OG0000407	LOC117142051|XP_033161816.1|DMAU	LOC110190437|XP_020816579.1|DSER
OG0000408	LOC117144214|XP_033165156.1|DMAU	LOC110185489|XP_020810028.1|DSER
OG0000408	LOC117143592|XP_033164270.1|DMAU	LOC110182730|XP_020806490.1|DSER
OG0000409	LOC117138102|XP_033155850.1|DMAU	LOC110178483|XP_020801284.1|DSER
OG0000409	LOC117138151|XP_033155919.1|DMAU	LOC110188995|XP_020814606.1|DSER
OG0000410	LOC117141248|XP_033160510.1|DMAU	LOC110187213|XP_020812271.1|DSER
OG0000411	LOC117142222|XP_033161953.1|DMAU	LOC110188761|XP_020814261.1|DSER
OG0000411	LOC117150490|XP_033173284.1|DMAU	LOC110183779|XP_020807795.1|DSER, LOC110179290|XP_020802434.1|DSER
OG0000412	LOC117138390|XP_033156353.1|DMAU	LOC110182869|XP_020806671.1|DSER
OG0000412	LOC117140663|XP_033159599.1|DMAU	LOC110182789|XP_020806573.1|DSER
OG0000413	LOC117144429|XP_033165465.1|DMAU	LOC110188011|XP_020813194.1|DSER
OG0000413	LOC117144332|XP_033165335.1|DMAU	LOC110177256|XP_020799566.1|DSER
OG0000414	LOC117136469|XP_033153292.1|DMAU	LOC110189433|XP_020815163.1|DSER
OG0000415	LOC117135959|XP_033152444.1|DMAU	LOC110177780|XP_020800307.1|DSER
OG0000415	LOC117135799|XP_033152185.1|DMAU	LOC110177775|XP_020800300.1|DSER
OG0000416	LOC117147248|XP_033169956.1|DMAU	LOC110182834|XP_020806626.1|DSER
OG0000416	LOC117148098|XP_033171204.1|DMAU	LOC110183220|XP_020807093.1|DSER
OG0000417	LOC117144878|XP_033166179.1|DMAU	LOC110187777|XP_020812900.1|DSER
OG0000417	LOC117144455|XP_033165502.1|DMAU	LOC110186618|XP_020811512.1|DSER
OG0000418	LOC117147313|XP_033170051.1|DMAU	LOC110180440|XP_020803769.1|DSER
OG0000418	LOC117148450|XP_033171715.1|DMAU	LOC110182635|XP_020806361.1|DSER
OG0000419	LOC117138447|XP_033156452.1|DMAU	LOC110177822|XP_020800371.1|DSER
OG0000419	LOC117147168|XP_033169844.1|DMAU, LOC117148541|XP_033171864.1|DMAU, LOC117148400|XP_033171655.1|DMAU	LOC110187079|XP_020812137.1|DSER
OG0000421	LOC117147720|XP_033170649.1|DMAU	LOC110185660|XP_020810278.1|DSER
OG0000421	LOC117140425|XP_033159234.1|DMAU	LOC110182698|XP_020806452.1|DSER
OG0000422	LOC117140476|XP_033159316.1|DMAU	LOC110180482|XP_020803826.1|DSER
OG0000423	LOC117136755|XP_033153682.1|DMAU	LOC110189417|XP_020815135.1|DSER
OG0000423	LOC117137006|XP_033154083.1|DMAU	LOC110189506|XP_020815273.1|DSER
OG0000424	LOC117142297|XP_033162075.1|DMAU	LOC110188596|XP_020814021.1|DSER
OG0000424	LOC117136907|XP_033153920.1|DMAU	LOC110184074|XP_020808117.1|DSER
OG0000425	LOC117137834|XP_033155414.1|DMAU	LOC110178776|XP_020801682.1|DSER
OG0000425	LOC117137593|XP_033154995.1|DMAU	LOC110182873|XP_020806674.1|DSER
OG0000426	LOC117136494|XP_033153329.1|DMAU, LOC117136493|XP_033153328.1|DMAU, LOC117137847|XP_033155440.1|DMAU, LOC117136492|XP_033153327.1|DMAU	LOC110191606|XP_020818152.1|DSER, LOC110191605|XP_020818151.1|DSER
OG0000428	LOC117140786|XP_033159771.1|DMAU	LOC110189967|XP_020815915.1|DSER
OG0000428	LOC117140785|XP_033159768.1|DMAU	LOC110190310|XP_020816358.1|DSER
OG0000428	LOC117140783|XP_033159760.1|DMAU	LOC110190300|XP_020816344.1|DSER
OG0000429	LOC117137269|XP_033154523.1|DMAU	LOC110179323|XP_020802474.1|DSER
OG0000430	LOC117143654|XP_033164324.1|DMAU, LOC117143655|XP_033164326.1|DMAU	LOC110186765|XP_020811686.1|DSER
OG0000430	LOC117144640|XP_033165827.1|DMAU	LOC110189780|XP_020815669.1|DSER, LOC110177259|XP_020799569.1|DSER
OG0000431	LOC117147812|XP_033170760.1|DMAU, LOC117147806|XP_033170749.1|DMAU, LOC117145749|XP_033167408.1|DMAU	LOC110188866|XP_020814438.1|DSER, LOC110187997|XP_020813179.1|DSER, LOC110187999|XP_020813181.1|DSER, LOC110187985|XP_020813165.1|DSER, LOC110188858|XP_020814423.1|DSER, LOC110188441|XP_020813826.1|DSER, LOC110188877|XP_020814450.1|DSER
OG0000433	LOC117146931|XP_033169466.1|DMAU	LOC110184324|XP_020808476.1|DSER
OG0000433	LOC117141363|XP_033160660.1|DMAU	LOC110190627|XP_020816880.1|DSER
OG0000435	LOC117147122|XP_033169779.1|DMAU	LOC110179047|XP_020802062.1|DSER
OG0000437	LOC117142367|XP_033162187.1|DMAU	LOC110183318|XP_020807223.1|DSER
OG0000437	LOC117147961|XP_033171000.1|DMAU	LOC110183414|XP_020807350.1|DSER
OG0000438	LOC117142772|XP_033162850.1|DMAU	LOC110186178|XP_020810895.1|DSER
OG0000439	LOC117145708|XP_033167347.1|DMAU	LOC110183899|XP_020807900.1|DSER
OG0000439	LOC117139834|XP_033158367.1|DMAU	LOC110190278|XP_020816311.1|DSER
OG0000440	LOC117135994|XP_033152500.1|DMAU	LOC110176942|XP_020799106.1|DSER
OG0000440	LOC117137028|XP_033154125.1|DMAU	LOC110179341|XP_020802503.1|DSER
OG0000441	LOC117136952|XP_033153992.1|DMAU	LOC110189671|XP_020815486.1|DSER
OG0000441	LOC117138615|XP_033156714.1|DMAU	LOC110189653|XP_020815458.1|DSER
OG0000443	LOC117139922|XP_033158496.1|DMAU	LOC110183676|XP_020807673.1|DSER
OG0000443	LOC117139921|XP_033158494.1|DMAU	LOC110183646|XP_020807627.1|DSER
OG0000444	LOC117146051|XP_033167885.1|DMAU	LOC110183892|XP_020807896.1|DSER, LOC110178072|XP_020800736.1|DSER
OG0000444	LOC117135328|XP_033151419.1|DMAU	LOC110183893|XP_020807897.1|DSER
OG0000446	LOC117148104|XP_033171213.1|DMAU	LOC110184182|XP_020808251.1|DSER
OG0000446	LOC117135562|XP_033151759.1|DMAU	LOC110185138|XP_020809498.1|DSER, LOC110185139|XP_020809499.1|DSER
OG0000447	LOC117140464|XP_033159299.1|DMAU	LOC110177628|XP_020800101.1|DSER
OG0000448	LOC117145653|XP_033167274.1|DMAU	LOC110186701|XP_020811633.1|DSER
OG0000448	LOC117145460|XP_033167022.1|DMAU	LOC110186601|XP_020811491.1|DSER
OG0000449	LOC117140053|XP_033158682.1|DMAU	LOC110185203|XP_020809588.1|DSER
OG0000449	LOC117138074|XP_033155792.1|DMAU	LOC110185970|XP_020810648.1|DSER
OG0000450	LOC117146585|XP_033168789.1|DMAU	LOC110180292|XP_020803608.1|DSER
OG0000450	LOC117147040|XP_033169659.1|DMAU	LOC110175936|XP_020797776.1|DSER
OG0000451	LOC117147789|XP_033170721.1|DMAU	LOC110182461|XP_020806156.1|DSER
OG0000451	LOC117147792|XP_033170724.1|DMAU	LOC110182460|XP_020806155.1|DSER
OG0000453	LOC117144695|XP_033165911.1|DMAU	LOC110186460|XP_020811307.1|DSER
OG0000454	LOC117145603|XP_033167208.1|DMAU	LOC110190971|XP_020817321.1|DSER
OG0000454	LOC117140462|XP_033159296.1|DMAU	LOC110177627|XP_020800100.1|DSER
OG0000456	LOC117146333|XP_033168326.1|DMAU	LOC110185447|XP_020809934.1|DSER
OG0000456	LOC117151057|XP_033174171.1|DMAU	LOC110185733|XP_020810377.1|DSER
OG0000457	LOC117150706|XP_033173609.1|DMAU	LOC110181409|XP_020804804.1|DSER
OG0000457	LOC117140966|XP_033160087.1|DMAU	LOC110185761|XP_020810422.1|DSER
OG0000458	LOC117146730|XP_033169208.1|DMAU	LOC110183917|XP_020807935.1|DSER
OG0000460	LOC117150362|XP_033173113.1|DMAU	LOC110183094|XP_020806946.1|DSER
OG0000462	LOC117142558|XP_033162499.1|DMAU	LOC110188619|XP_020814045.1|DSER
OG0000462	LOC117142557|XP_033162498.1|DMAU	LOC110188618|XP_020814044.1|DSER
OG0000462	LOC117142559|XP_033162500.1|DMAU	LOC110188620|XP_020814046.1|DSER
OG0000463	LOC117146049|XP_033167880.1|DMAU	LOC110185880|XP_020810554.1|DSER, LOC110185891|XP_020810565.1|DSER
OG0000463	LOC117148858|XP_033172412.1|DMAU	LOC110182079|XP_020805720.1|DSER
OG0000463	LOC117146046|XP_033167877.1|DMAU	LOC110185000|XP_020809317.1|DSER
OG0000464	LOC117146813|XP_033169251.1|DMAU	LOC110183922|XP_020807942.1|DSER, LOC110183919|XP_020807939.1|DSER
OG0000464	LOC117151088|XP_033174227.1|DMAU	LOC110183929|XP_020807952.1|DSER
OG0000465	LOC117144393|XP_033165419.1|DMAU	LOC110190848|XP_020817156.1|DSER
OG0000465	LOC117146018|XP_033167834.1|DMAU	LOC110190999|XP_020817371.1|DSER
OG0000466	LOC117148819|XP_033172356.1|DMAU	LOC110176019|XP_020797889.1|DSER
OG0000466	LOC117150650|XP_033173527.1|DMAU	LOC110177034|XP_020799210.1|DSER
OG0000467	LOC117137511|XP_033154883.1|DMAU	LOC110189658|XP_020815461.1|DSER
OG0000467	LOC117135816|XP_033152213.1|DMAU	LOC110189600|XP_020815393.1|DSER
OG0000468	LOC117143539|XP_033164166.1|DMAU	LOC110186259|XP_020811025.1|DSER
OG0000468	LOC117136260|XP_033152969.1|DMAU	LOC110178299|XP_020801046.1|DSER
OG0000469	LOC117137718|XP_033155185.1|DMAU	LOC110184005|XP_020808021.1|DSER
OG0000469	LOC117150558|XP_033173400.1|DMAU	LOC110183003|XP_020806852.1|DSER
OG0000470	LOC117141550|XP_033160946.1|DMAU	LOC110177527|XP_020799945.1|DSER
OG0000470	LOC117140165|XP_033158829.1|DMAU	LOC110179694|XP_020802963.1|DSER
OG0000471	LOC117140014|XP_033158625.1|DMAU	LOC110177592|XP_020800035.1|DSER
OG0000471	LOC117150215|XP_033172903.1|DMAU	LOC110184959|XP_020809266.1|DSER, LOC110180495|XP_020803835.1|DSER
OG0000473	LOC117148377|XP_033171625.1|DMAU	LOC110184193|XP_020808283.1|DSER
OG0000473	LOC117146782|XP_033169199.1|DMAU	LOC110180138|XP_020803443.1|DSER
OG0000474	LOC117148058|XP_033171138.1|DMAU	LOC110177012|XP_020799184.1|DSER, LOC110191202|XP_020817628.1|DSER
OG0000474	LOC117140160|XP_033158824.1|DMAU	LOC110181260|XP_020804626.1|DSER
OG0000475	LOC117143834|XP_033164576.1|DMAU	LOC110187715|XP_020812811.1|DSER
OG0000475	LOC117143833|XP_033164575.1|DMAU	LOC110188027|XP_020813224.1|DSER
OG0000476	LOC117145768|XP_033167434.1|DMAU	LOC110188422|XP_020813805.1|DSER, LOC110191003|XP_020817380.1|DSER
OG0000476	LOC117144839|XP_033166123.1|DMAU	LOC110190847|XP_020817154.1|DSER
OG0000477	LOC117145198|XP_033166651.1|DMAU	LOC110184237|XP_020808356.1|DSER
OG0000477	LOC117144968|XP_033166320.1|DMAU	LOC110184661|XP_020808928.1|DSER
OG0000478	LOC117147158|XP_033169832.1|DMAU	LOC110184166|XP_020808236.1|DSER
OG0000478	LOC117144256|XP_033165230.1|DMAU	LOC110186160|XP_020810870.1|DSER
OG0000479	LOC117145571|XP_033167167.1|DMAU	LOC110191372|XP_020817883.1|DSER
OG0000480	LOC117136043|XP_033152578.1|DMAU	LOC110182342|XP_020806042.1|DSER
OG0000480	LOC117136033|XP_033152544.1|DMAU	LOC110182344|XP_020806043.1|DSER
OG0000482	LOC117145165|XP_033166604.1|DMAU	LOC110176614|XP_020798699.1|DSER
OG0000482	LOC117145922|XP_033167671.1|DMAU	LOC110188404|XP_020813788.1|DSER
OG0000483	LOC117145864|XP_033167575.1|DMAU	LOC110186151|XP_020810861.1|DSER
OG0000483	LOC117145591|XP_033167188.1|DMAU	LOC110186225|XP_020810947.1|DSER
OG0000484	LOC117142553|XP_033162493.1|DMAU	LOC110188615|XP_020814041.1|DSER
OG0000484	LOC117142554|XP_033162494.1|DMAU	LOC110188616|XP_020814042.1|DSER
OG0000485	LOC117141374|XP_033160672.1|DMAU	LOC110178952|XP_020801912.1|DSER
OG0000485	LOC117141373|XP_033160671.1|DMAU	LOC110178935|XP_020801891.1|DSER
OG0000486	LOC117137121|XP_033154305.1|DMAU	LOC110181098|XP_020804426.1|DSER
OG0000486	LOC117137122|XP_033154309.1|DMAU	LOC110181097|XP_020804425.1|DSER
OG0000487	LOC117137976|XP_033155640.1|DMAU	LOC110189204|XP_020814834.1|DSER
OG0000487	LOC117136670|XP_033153563.1|DMAU	LOC110189197|XP_020814827.1|DSER
OG0000488	LOC117150923|XP_033173974.1|DMAU	LOC110187594|XP_020812646.1|DSER
OG0000488	LOC117150898|XP_033173930.1|DMAU	LOC110181376|XP_020804764.1|DSER
OG0000489	LOC117145783|XP_033167453.1|DMAU	LOC110176502|XP_020798535.1|DSER
OG0000489	LOC117148005|XP_033171055.1|DMAU	LOC110176097|XP_020797995.1|DSER
OG0000490	LOC117148770|XP_033172259.1|DMAU	LOC110176103|XP_020798001.1|DSER
OG0000490	LOC117147231|XP_033169933.1|DMAU	LOC110181845|XP_020805411.1|DSER
OG0000491	LOC117137315|XP_033154591.1|DMAU	LOC110178525|XP_020801340.1|DSER
OG0000492	LOC117136875|XP_033153869.1|DMAU	LOC110177090|XP_020799277.1|DSER
OG0000492	LOC117147270|XP_033169996.1|DMAU	LOC110186030|XP_020810725.1|DSER
OG0000493	LOC117145644|XP_033167257.1|DMAU	LOC110176446|XP_020798454.1|DSER
OG0000494	LOC117143630|XP_033164296.1|DMAU	LOC110190506|XP_020816690.1|DSER
OG0000494	LOC117135783|XP_033152154.1|DMAU	LOC110186083|XP_020810779.1|DSER
OG0000495	LOC117148185|XP_033171346.1|DMAU	LOC110182569|XP_020806277.1|DSER
OG0000495	LOC117137723|XP_033155187.1|DMAU	LOC110178319|XP_020801088.1|DSER
OG0000496	LOC117140415|XP_033159184.1|DMAU	LOC110183129|XP_020806976.1|DSER
OG0000496	LOC117142465|XP_033162352.1|DMAU	LOC110183927|XP_020807949.1|DSER
OG0000497	LOC117148595|XP_033171967.1|DMAU	LOC110181200|XP_020804540.1|DSER
OG0000497	LOC117145366|XP_033166884.1|DMAU	LOC110182683|XP_020806434.1|DSER
OG0000498	LOC117144967|XP_033166319.1|DMAU	LOC110186148|XP_020810858.1|DSER
OG0000498	LOC117145186|XP_033166634.1|DMAU	LOC110186146|XP_020810856.1|DSER
OG0000499	LOC117135666|XP_033151949.1|DMAU	LOC110182915|XP_020806776.1|DSER
OG0000499	LOC117147513|XP_033170319.1|DMAU	LOC110179499|XP_020802733.1|DSER
OG0000500	LOC117141450|XP_033160794.1|DMAU	LOC110190890|XP_020817207.1|DSER
OG0000500	LOC117141204|XP_033160447.1|DMAU	LOC110178950|XP_020801910.1|DSER
OG0000501	LOC117137101|XP_033154278.1|DMAU	LOC110176180|XP_020798090.1|DSER
OG0000501	LOC117137100|XP_033154277.1|DMAU	LOC110176189|XP_020798102.1|DSER
OG0000501	LOC117150666|XP_033173554.1|DMAU	LOC110177879|XP_020800503.1|DSER
OG0000502	LOC117135790|XP_033152173.1|DMAU	LOC110179199|XP_020802275.1|DSER
OG0000503	LOC117138531|XP_033156559.1|DMAU	LOC110185501|XP_020810054.1|DSER
OG0000503	LOC117138621|XP_033156722.1|DMAU	LOC110185502|XP_020810056.1|DSER, LOC110177941|XP_020800582.1|DSER, LOC110179744|XP_020803019.1|DSER
OG0000503	LOC117138532|XP_033156560.1|DMAU	LOC110185503|XP_020810057.1|DSER
OG0000504	LOC117140386|XP_033159143.1|DMAU	LOC110183558|XP_020807518.1|DSER
OG0000505	LOC117146940|XP_033169481.1|DMAU	LOC110179747|XP_020803021.1|DSER
OG0000505	LOC117146524|XP_033168681.1|DMAU	LOC110179751|XP_020803026.1|DSER
OG0000506	LOC117145572|XP_033167168.1|DMAU	LOC110189034|XP_020814662.1|DSER
OG0000506	LOC117145531|XP_033167117.1|DMAU	LOC110189038|XP_020814666.1|DSER
OG0000507	LOC117146408|XP_033168496.1|DMAU	LOC110182054|XP_020805669.1|DSER
OG0000507	LOC117146409|XP_033168497.1|DMAU	LOC110182092|XP_020805732.1|DSER
OG0000508	LOC117140326|XP_033159067.1|DMAU	LOC110178795|XP_020801706.1|DSER
OG0000508	LOC117141190|XP_033160419.1|DMAU	LOC110187907|XP_020813071.1|DSER, LOC110190180|XP_020816187.1|DSER
OG0000509	LOC117135944|XP_033152417.1|DMAU	LOC110177555|XP_020799989.1|DSER
OG0000509	LOC117138012|XP_033155704.1|DMAU	LOC110181469|XP_020804882.1|DSER
OG0000510	LOC117136378|XP_033153160.1|DMAU	LOC110179275|XP_020802421.1|DSER
OG0000510	LOC117136377|XP_033153159.1|DMAU	LOC110179276|XP_020802422.1|DSER
OG0000511	LOC117135132|XP_033151076.1|DMAU	LOC110184918|XP_020809222.1|DSER
OG0000511	LOC117135131|XP_033151075.1|DMAU	LOC110184891|XP_020809196.1|DSER
OG0000512	LOC117139929|XP_033158509.1|DMAU	LOC110183165|XP_020807016.1|DSER
OG0000512	LOC117141455|XP_033160800.1|DMAU	LOC110178868|XP_020801801.1|DSER
OG0000513	LOC117136170|XP_033152803.1|DMAU	LOC110189268|XP_020814942.1|DSER
OG0000513	LOC117135228|XP_033151238.1|DMAU	LOC110183775|XP_020807791.1|DSER
OG0000514	LOC117150501|XP_033173297.1|DMAU	LOC110183923|XP_020807944.1|DSER, LOC110177981|XP_020800633.1|DSER
OG0000514	LOC117146529|XP_033168693.1|DMAU	LOC110183911|XP_020807915.1|DSER
OG0000515	LOC117141566|XP_033160968.1|DMAU	LOC110190531|XP_020816736.1|DSER, LOC110190530|XP_020816735.1|DSER
OG0000516	LOC117146392|XP_033168457.1|DMAU	LOC110187129|XP_020812199.1|DSER
OG0000516	LOC117146389|XP_033168454.1|DMAU	LOC110187149|XP_020812221.1|DSER
OG0000517	LOC117141040|XP_033160213.1|DMAU	LOC110189862|XP_020815740.1|DSER
OG0000517	LOC117141037|XP_033160211.1|DMAU	LOC110189860|XP_020815738.1|DSER
OG0000518	LOC117139524|XP_033157777.1|DMAU	LOC110191302|XP_020817772.1|DSER
OG0000519	LOC117140133|XP_033158790.1|DMAU, LOC117140976|XP_033160115.1|DMAU, LOC117140766|XP_033159740.1|DMAU	LOC110187523|XP_020812578.1|DSER
OG0000521	LOC117147774|XP_033170701.1|DMAU	LOC110182031|XP_020805620.1|DSER
OG0000521	LOC117147775|XP_033170702.1|DMAU	LOC110182032|XP_020805621.1|DSER
OG0000522	LOC117143763|XP_033164472.1|DMAU	LOC110188505|XP_020813898.1|DSER
OG0000522	LOC117147625|XP_033170480.1|DMAU	LOC110184251|XP_020808371.1|DSER
OG0000523	LOC117145989|XP_033167794.1|DMAU	LOC110191312|XP_020817790.1|DSER
OG0000523	LOC117148308|XP_033171523.1|DMAU	LOC110176082|XP_020797983.1|DSER
OG0000524	LOC117144180|XP_033165116.1|DMAU	LOC110177426|XP_020799807.1|DSER
OG0000524	LOC117145555|XP_033167148.1|DMAU	LOC110189030|XP_020814659.1|DSER
OG0000525	LOC117137020|XP_033154108.1|DMAU	LOC110188987|XP_020814595.1|DSER
OG0000525	LOC117137826|XP_033155404.1|DMAU	LOC110188986|XP_020814594.1|DSER
OG0000526	LOC117150733|XP_033173657.1|DMAU	LOC110177188|XP_020799442.1|DSER
OG0000526	LOC117138399|XP_033156366.1|DMAU	LOC110177140|XP_020799377.1|DSER
OG0000527	LOC117141159|XP_033160426.1|DMAU	LOC110187498|XP_020812550.1|DSER
OG0000527	LOC117150209|XP_033172896.1|DMAU	LOC110187536|XP_020812589.1|DSER
OG0000528	LOC117150976|XP_033174049.1|DMAU	LOC110183785|XP_020807801.1|DSER
OG0000529	LOC117143584|XP_033164226.1|DMAU	LOC110184964|XP_020809271.1|DSER
OG0000529	LOC117141847|XP_033161416.1|DMAU	LOC110187374|XP_020812423.1|DSER
OG0000530	LOC117140533|XP_033159410.1|DMAU	LOC110178608|XP_020801452.1|DSER
OG0000530	LOC117141488|XP_033160858.1|DMAU	LOC110188887|XP_020814463.1|DSER
OG0000531	LOC117147627|XP_033170486.1|DMAU	LOC110178108|XP_020800782.1|DSER
OG0000532	LOC117145836|XP_033167527.1|DMAU	LOC110188006|XP_020813188.1|DSER
OG0000532	LOC117144012|XP_033164857.1|DMAU	LOC110188005|XP_020813186.1|DSER
OG0000533	LOC117147490|XP_033170277.1|DMAU	LOC110176029|XP_020797898.1|DSER
OG0000533	LOC117145584|XP_033167182.1|DMAU	LOC110187943|XP_020813116.1|DSER
OG0000534	LOC117146760|XP_033169147.1|DMAU	LOC110180325|XP_020803641.1|DSER
OG0000534	LOC117145121|XP_033166535.1|DMAU	LOC110185545|XP_020810118.1|DSER
OG0000535	LOC117136498|XP_033153332.1|DMAU	LOC110180040|XP_020803311.1|DSER
OG0000535	LOC117136401|XP_033153187.1|DMAU	LOC110176886|XP_020799029.1|DSER
OG0000536	LOC117140504|XP_033159362.1|DMAU	LOC110176177|XP_020798079.1|DSER
OG0000537	LOC117136926|XP_033153954.1|DMAU	LOC110189300|XP_020814989.1|DSER
OG0000538	LOC117137185|XP_033154399.1|DMAU	LOC110191630|XP_020818182.1|DSER
OG0000538	LOC117137405|XP_033154719.1|DMAU	LOC110178407|XP_020801207.1|DSER
OG0000539	LOC117144936|XP_033166279.1|DMAU	LOC110186215|XP_020810937.1|DSER
OG0000539	LOC117144396|XP_033165423.1|DMAU	LOC110186190|XP_020810907.1|DSER
OG0000540	LOC117150528|XP_033173343.1|DMAU	LOC110187269|XP_020812315.1|DSER
OG0000542	LOC117145710|XP_033167346.1|DMAU	LOC110186788|XP_020811725.1|DSER
OG0000542	LOC117146317|XP_033168267.1|DMAU	LOC110185410|XP_020809876.1|DSER
OG0000543	LOC117145534|XP_033167119.1|DMAU	LOC110184670|XP_020808940.1|DSER
OG0000543	LOC117138272|XP_033156131.1|DMAU	LOC110182885|XP_020806688.1|DSER
OG0000544	LOC117141372|XP_033160669.1|DMAU, LOC117149342|XP_033172659.1|DMAU	LOC110178724|XP_020801589.1|DSER
OG0000544	LOC117142571|XP_033162529.1|DMAU	LOC110184507|XP_020808731.1|DSER
OG0000545	LOC117145070|XP_033166476.1|DMAU	LOC110187823|XP_020812958.1|DSER
OG0000545	LOC117144614|XP_033165799.1|DMAU	LOC110187739|XP_020812855.1|DSER
OG0000546	LOC117144017|XP_033164864.1|DMAU	LOC110188731|XP_020814204.1|DSER
OG0000546	LOC117148717|XP_033172157.1|DMAU	LOC110179470|XP_020802700.1|DSER
OG0000547	LOC117140237|XP_033158930.1|DMAU, LOC117148731|XP_033172192.1|DMAU	LOC110187897|XP_020813051.1|DSER
OG0000548	LOC117141541|XP_033160931.1|DMAU	LOC110190295|XP_020816338.1|DSER
OG0000548	LOC117141379|XP_033160679.1|DMAU	LOC110190296|XP_020816339.1|DSER
OG0000549	LOC117138410|XP_033156377.1|DMAU	LOC110177056|XP_020799233.1|DSER
OG0000550	LOC117142097|XP_033161873.1|DMAU	LOC110178745|XP_020801635.1|DSER
OG0000550	LOC117141650|XP_033161114.1|DMAU	LOC110178791|XP_020801703.1|DSER
OG0000551	LOC117138541|XP_033156575.1|DMAU	LOC110178527|XP_020801342.1|DSER
OG0000552	LOC117143075|XP_033163432.1|DMAU	LOC110186838|XP_020811787.1|DSER
OG0000552	LOC117145182|XP_033166628.1|DMAU	LOC110186668|XP_020811592.1|DSER
OG0000553	LOC117151074|XP_033174209.1|DMAU	LOC110177872|XP_020800488.1|DSER
OG0000554	LOC117143298|XP_033163794.1|DMAU	LOC110185315|XP_020809743.1|DSER
