Orthogroup	DMAU.longest_only	DSUB.longest_only
OG0000551	LOC117138541|XP_033156575.1|DMAU	LOC117890453|XP_034651181.1|DSUB
OG0000552	LOC117145182|XP_033166628.1|DMAU	LOC117898996|XP_034664630.1|DSUB
OG0000553	LOC117151074|XP_033174209.1|DMAU	LOC117900146|XP_034666269.1|DSUB
OG0000554	LOC117143298|XP_033163794.1|DMAU	LOC117899047|XP_034664698.1|DSUB
OG0000554	LOC117145830|XP_033167523.1|DMAU	LOC117899049|XP_034664700.1|DSUB
OG0000555	LOC117140851|XP_033159869.1|DMAU	LOC117895286|XP_034658716.1|DSUB
OG0000555	LOC117140857|XP_033159877.1|DMAU	LOC117894224|XP_034657031.1|DSUB
OG0000556	LOC117148143|XP_033171261.1|DMAU	LOC117901224|XP_034667789.1|DSUB
OG0000556	LOC117145232|XP_033166697.1|DMAU	LOC117897499|XP_034662280.1|DSUB
OG0000557	LOC117144176|XP_033165112.1|DMAU	LOC117896873|XP_034661293.1|DSUB
OG0000557	LOC117143551|XP_033164182.1|DMAU	LOC117898263|XP_034663407.1|DSUB
OG0000558	LOC117143121|XP_033163499.1|DMAU	LOC117896412|XP_034660619.1|DSUB
OG0000558	LOC117147855|XP_033170821.1|DMAU	LOC117903233|XP_034671024.1|DSUB
OG0000559	LOC117143297|XP_033163786.1|DMAU	LOC117897212|XP_034661807.1|DSUB
OG0000559	LOC117141597|XP_033161001.1|DMAU	LOC117893537|XP_034656076.1|DSUB
OG0000560	LOC117136435|XP_033153239.1|DMAU	LOC117889988|XP_034650462.1|DSUB
OG0000560	LOC117136434|XP_033153238.1|DMAU	LOC117889987|XP_034650461.1|DSUB
OG0000561	LOC117141068|XP_033160254.1|DMAU	LOC117894450|XP_034657439.1|DSUB
OG0000561	LOC117140867|XP_033159896.1|DMAU	LOC117894731|XP_034657816.1|DSUB
OG0000562	LOC117139546|XP_033157825.1|DMAU	LOC117893256|XP_034655712.1|DSUB
OG0000562	LOC117140486|XP_033159336.1|DMAU	LOC117895180|XP_034658534.1|DSUB
OG0000563	LOC117141612|XP_033161023.1|DMAU	LOC117893257|XP_034655716.1|DSUB
OG0000564	LOC117139327|XP_033157465.1|DMAU	LOC117893655|XP_034656237.1|DSUB
OG0000564	LOC117139328|XP_033157466.1|DMAU	LOC117893659|XP_034656242.1|DSUB, LOC117893660|XP_034656243.1|DSUB
OG0000566	LOC117145247|XP_033166720.1|DMAU	LOC117899129|XP_034664813.1|DSUB
OG0000566	LOC117141238|XP_033160492.1|DMAU	LOC117893071|XP_034655377.1|DSUB
OG0000567	LOC117147883|XP_033170858.1|DMAU	LOC117889642|XP_034649997.1|DSUB
OG0000567	LOC117147648|XP_033170511.1|DMAU	LOC117889643|XP_034649998.1|DSUB
OG0000568	LOC117148765|XP_033172252.1|DMAU	LOC117898826|XP_034664387.1|DSUB
OG0000568	LOC117143405|XP_033163989.1|DMAU	LOC117897751|XP_034662683.1|DSUB
OG0000569	LOC117143814|XP_033164551.1|DMAU	LOC117896961|XP_034661397.1|DSUB
OG0000569	LOC117141767|XP_033161289.1|DMAU	LOC117897571|XP_034662405.1|DSUB
OG0000570	LOC117144673|XP_033165885.1|DMAU	LOC117899079|XP_034664739.1|DSUB
OG0000570	LOC117145007|XP_033166391.1|DMAU	LOC117898942|XP_034664553.1|DSUB
OG0000571	LOC117144833|XP_033166109.1|DMAU	LOC117897446|XP_034662179.1|DSUB
OG0000571	LOC117144405|XP_033165431.1|DMAU	LOC117896912|XP_034661339.1|DSUB
OG0000572	LOC117145390|XP_033166917.1|DMAU	LOC117896508|XP_034660751.1|DSUB
OG0000572	LOC117144091|XP_033164997.1|DMAU	LOC117896459|XP_034660680.1|DSUB
OG0000573	LOC117141993|XP_033161728.1|DMAU	LOC117893063|XP_034655358.1|DSUB
OG0000573	LOC117136418|XP_033153219.1|DMAU	LOC117891216|XP_034652449.1|DSUB
OG0000574	LOC117140993|XP_033160134.1|DMAU	LOC117893764|XP_034656395.1|DSUB
OG0000574	LOC117144796|XP_033166063.1|DMAU	LOC117897575|XP_034662418.1|DSUB
OG0000575	LOC117140190|XP_033158859.1|DMAU	LOC117894302|XP_034657158.1|DSUB
OG0000575	LOC117139986|XP_033158582.1|DMAU	LOC117895190|XP_034658559.1|DSUB
OG0000576	LOC117143739|XP_033164440.1|DMAU	LOC117898098|XP_034663169.1|DSUB
OG0000577	LOC117139158|XP_033157211.1|DMAU	LOC117902259|XP_034669408.1|DSUB
OG0000577	LOC117135254|XP_033151291.1|DMAU	LOC117902660|XP_034670079.1|DSUB
OG0000578	LOC117146824|XP_033169272.1|DMAU	LOC117900003|XP_034666068.1|DSUB
OG0000578	LOC117136726|XP_033153643.1|DMAU	LOC117890379|XP_034651068.1|DSUB
OG0000579	LOC117143888|XP_033164680.1|DMAU	LOC117896769|XP_034661137.1|DSUB
OG0000579	LOC117142105|XP_033161882.1|DMAU	LOC117895766|XP_034659531.1|DSUB
OG0000580	LOC117144755|XP_033166005.1|DMAU	LOC117899778|XP_034665941.1|DSUB
OG0000580	LOC117144756|XP_033166006.1|DMAU	LOC117899779|XP_034665942.1|DSUB
OG0000581	LOC117146114|XP_033167993.1|DMAU	LOC117897689|XP_034662599.1|DSUB
OG0000581	LOC117147504|XP_033170299.1|DMAU	LOC117892987|XP_034655268.1|DSUB
OG0000582	LOC117139113|XP_033157144.1|DMAU	LOC117893420|XP_034655926.1|DSUB
OG0000582	LOC117136765|XP_033153700.1|DMAU	LOC117892553|XP_034654754.1|DSUB
OG0000583	LOC117135753|XP_033152100.1|DMAU	LOC117891055|XP_034652118.1|DSUB
OG0000583	LOC117138559|XP_033156609.1|DMAU	LOC117891598|XP_034653020.1|DSUB
OG0000584	LOC117150809|XP_033173759.1|DMAU	LOC117900576|XP_034666877.1|DSUB
OG0000584	LOC117142375|XP_033162199.1|DMAU	LOC117891595|XP_034653018.1|DSUB, LOC117900361|XP_034666601.1|DSUB
OG0000585	LOC117139090|XP_033157102.1|DMAU, LOC117140864|XP_033159893.1|DMAU	LOC117893797|XP_034656433.1|DSUB, LOC117893611|XP_034656179.1|DSUB
OG0000586	LOC117136220|XP_033152886.1|DMAU	LOC117890147|XP_034650727.1|DSUB
OG0000586	LOC117137134|XP_033154324.1|DMAU	LOC117889930|XP_034650349.1|DSUB
OG0000589	LOC117148201|XP_033171372.1|DMAU	LOC117894262|XP_034657111.1|DSUB
OG0000590	LOC117142882|XP_033163046.1|DMAU	LOC117899643|XP_034665710.1|DSUB
OG0000590	LOC117148928|XP_033172541.1|DMAU	LOC117897370|XP_034662063.1|DSUB
OG0000592	LOC117138482|XP_033156504.1|DMAU	LOC117890975|XP_034652004.1|DSUB
OG0000592	LOC117136615|XP_033153491.1|DMAU	LOC117891576|XP_034652991.1|DSUB
OG0000593	LOC117144992|XP_033166356.1|DMAU	LOC117896778|XP_034661145.1|DSUB
OG0000593	LOC117147692|XP_033170570.1|DMAU	LOC117903075|XP_034670764.1|DSUB
OG0000594	LOC117145735|XP_033167386.1|DMAU	LOC117896295|XP_034660407.1|DSUB
OG0000594	LOC117145608|XP_033167214.1|DMAU	LOC117898096|XP_034663166.1|DSUB
OG0000595	LOC117143688|XP_033164365.1|DMAU	LOC117899688|XP_034665772.1|DSUB
OG0000595	LOC117144576|XP_033165721.1|DMAU	LOC117896796|XP_034661183.1|DSUB
OG0000596	LOC117146467|XP_033168594.1|DMAU	LOC117903345|XP_034671185.1|DSUB
OG0000596	LOC117145496|XP_033167067.1|DMAU	LOC117899582|XP_034665589.1|DSUB
OG0000597	LOC117142900|XP_033163072.1|DMAU	LOC117896050|XP_034659950.1|DSUB
OG0000597	LOC117145873|XP_033167588.1|DMAU	LOC117897082|XP_034661611.1|DSUB
OG0000598	LOC117142628|XP_033162622.1|DMAU	LOC117896003|XP_034659890.1|DSUB
OG0000599	LOC117139641|XP_033157992.1|DMAU	LOC117893545|XP_034656087.1|DSUB
OG0000600	LOC117137974|XP_033155638.1|DMAU	LOC117890088|XP_034650637.1|DSUB
OG0000600	LOC117137706|XP_033155169.1|DMAU	LOC117890940|XP_034651965.1|DSUB
OG0000601	LOC117150568|XP_033173410.1|DMAU	LOC117900886|XP_034667306.1|DSUB
OG0000601	LOC117138148|XP_033155920.1|DMAU	LOC117902109|XP_034669108.1|DSUB
OG0000602	LOC117150785|XP_033173722.1|DMAU	LOC117901788|XP_034668589.1|DSUB
OG0000602	LOC117150792|XP_033173729.1|DMAU	LOC117901833|XP_034668657.1|DSUB
OG0000603	LOC117151083|XP_033174222.1|DMAU	LOC117902791|XP_034670297.1|DSUB
OG0000604	LOC117138175|XP_033155957.1|DMAU	LOC117900813|XP_034667195.1|DSUB
OG0000604	LOC117138189|XP_033155983.1|DMAU	LOC117900814|XP_034667198.1|DSUB
OG0000605	LOC117138562|XP_033156656.1|DMAU	LOC117900080|XP_034666175.1|DSUB
OG0000606	LOC117144463|XP_033165516.1|DMAU	LOC117895970|XP_034659820.1|DSUB
OG0000607	LOC117144625|XP_033165811.1|DMAU	LOC117897649|XP_034662515.1|DSUB
OG0000607	LOC117144328|XP_033165332.1|DMAU	LOC117898354|XP_034663578.1|DSUB
OG0000608	LOC117145480|XP_033167048.1|DMAU	LOC117898179|XP_034663278.1|DSUB
OG0000608	LOC117142771|XP_033162848.1|DMAU	LOC117895953|XP_034659794.1|DSUB
OG0000609	LOC117141074|XP_033160267.1|DMAU	LOC117903710|XP_034671947.1|DSUB
OG0000610	LOC117140307|XP_033159043.1|DMAU	LOC117894067|XP_034656810.1|DSUB
OG0000610	LOC117136922|XP_033153949.1|DMAU	LOC117890436|XP_034651157.1|DSUB
OG0000611	LOC117138619|XP_033156719.1|DMAU	LOC117891655|XP_034653098.1|DSUB
OG0000611	LOC117137683|XP_033155142.1|DMAU	LOC117889862|XP_034650255.1|DSUB
OG0000612	LOC117140794|XP_033159779.1|DMAU, LOC117140798|XP_033159786.1|DMAU	LOC117895884|XP_034659778.1|DSUB
OG0000612	LOC117140796|XP_033159783.1|DMAU	LOC117895882|XP_034659773.1|DSUB
OG0000614	LOC117145192|XP_033166644.1|DMAU	LOC117899409|XP_034665287.1|DSUB
OG0000615	LOC117148524|XP_033171829.1|DMAU	LOC117893503|XP_034656032.1|DSUB
OG0000615	LOC117142476|XP_033162383.1|DMAU	LOC117898117|XP_034663196.1|DSUB
OG0000616	LOC117147928|XP_033170955.1|DMAU, LOC117147752|XP_033170651.1|DMAU	LOC117903577|XP_034671686.1|DSUB
OG0000617	LOC117143061|XP_033163409.1|DMAU	LOC117896190|XP_034660171.1|DSUB
OG0000617	LOC117142509|XP_033162436.1|DMAU	LOC117899355|XP_034665218.1|DSUB
OG0000618	LOC117143160|XP_033163562.1|DMAU	LOC117899697|XP_034665791.1|DSUB
OG0000618	LOC117139303|XP_033157433.1|DMAU	LOC117893094|XP_034655415.1|DSUB
OG0000619	LOC117136888|XP_033153889.1|DMAU	LOC117892470|XP_034654614.1|DSUB
OG0000620	LOC117147554|XP_033170387.1|DMAU	LOC117903415|XP_034671321.1|DSUB
OG0000620	LOC117139571|XP_033157864.1|DMAU	LOC117894480|XP_034657473.1|DSUB
OG0000621	LOC117144171|XP_033165104.1|DMAU	LOC117896275|XP_034660368.1|DSUB, LOC117900158|XP_034666293.1|DSUB
OG0000621	LOC117147032|XP_033169617.1|DMAU	LOC117903506|XP_034671478.1|DSUB
OG0000622	LOC117141548|XP_033160943.1|DMAU	LOC117894660|XP_034657725.1|DSUB
OG0000622	LOC117141409|XP_033160723.1|DMAU	LOC117894157|XP_034656945.1|DSUB
OG0000623	LOC117139983|XP_033158578.1|DMAU	LOC117894704|XP_034657778.1|DSUB
OG0000623	LOC117139055|XP_033157056.1|DMAU	LOC117895609|XP_034659248.1|DSUB
OG0000624	LOC117136835|XP_033153807.1|DMAU	LOC117891636|XP_034653073.1|DSUB
OG0000625	LOC117139435|XP_033157623.1|DMAU	LOC117895500|XP_034659087.1|DSUB
OG0000625	LOC117139436|XP_033157628.1|DMAU	LOC117895518|XP_034659113.1|DSUB
OG0000626	LOC117137664|XP_033155114.1|DMAU	LOC117890396|XP_034651091.1|DSUB
OG0000626	LOC117136923|XP_033153950.1|DMAU	LOC117889978|XP_034650450.1|DSUB
OG0000627	LOC117139752|XP_033158207.1|DMAU	LOC117894438|XP_034657395.1|DSUB
OG0000627	LOC117146504|XP_033168650.1|DMAU	LOC117901467|XP_034668124.1|DSUB
OG0000628	LOC117143705|XP_033164398.1|DMAU	LOC117901964|XP_034668835.1|DSUB
OG0000628	LOC117135917|XP_033152379.1|DMAU	LOC117901746|XP_034668524.1|DSUB
OG0000629	LOC117145419|XP_033166955.1|DMAU	LOC117898001|XP_034663020.1|DSUB
OG0000629	LOC117150369|XP_033173122.1|DMAU	LOC117902665|XP_034670086.1|DSUB
OG0000630	LOC117144094|XP_033165004.1|DMAU	LOC117900872|XP_034667287.1|DSUB
OG0000630	LOC117138999|XP_033156971.1|DMAU	LOC117901539|XP_034668220.1|DSUB
OG0000631	LOC117144114|XP_033165036.1|DMAU	LOC117900289|XP_034666492.1|DSUB
OG0000631	LOC117150315|XP_033173037.1|DMAU	LOC117900867|XP_034667283.1|DSUB
OG0000632	LOC117150547|XP_033173370.1|DMAU	LOC117900773|XP_034667145.1|DSUB
OG0000632	LOC117135948|XP_033152429.1|DMAU	LOC117902747|XP_034670224.1|DSUB
OG0000633	LOC117139136|XP_033157176.1|DMAU	LOC117894774|XP_034657890.1|DSUB
OG0000633	LOC117139105|XP_033157129.1|DMAU	LOC117893523|XP_034656054.1|DSUB
OG0000635	LOC117136680|XP_033153581.1|DMAU	LOC117891291|XP_034652575.1|DSUB
OG0000635	LOC117146747|XP_033169114.1|DMAU	LOC117894878|XP_034658036.1|DSUB
OG0000636	LOC117141772|XP_033161297.1|DMAU	LOC117900468|XP_034666739.1|DSUB
OG0000636	LOC117143871|XP_033164643.1|DMAU	LOC117900626|XP_034666946.1|DSUB
OG0000637	LOC117148145|XP_033171265.1|DMAU	LOC117890544|XP_034651363.1|DSUB
OG0000637	LOC117148144|XP_033171264.1|DMAU	LOC117902569|XP_034669910.1|DSUB
OG0000638	LOC117142822|XP_033162932.1|DMAU	LOC117898033|XP_034663063.1|DSUB
OG0000638	LOC117148196|XP_033171360.1|DMAU	LOC117900568|XP_034666870.1|DSUB
OG0000639	LOC117140166|XP_033158830.1|DMAU	LOC117895870|XP_034659736.1|DSUB
OG0000641	LOC117150705|XP_033173608.1|DMAU	LOC117901164|XP_034667706.1|DSUB
OG0000641	LOC117143591|XP_033164230.1|DMAU	LOC117901066|XP_034667569.1|DSUB
OG0000642	LOC117150810|XP_033173760.1|DMAU	LOC117901048|XP_034667550.1|DSUB
OG0000643	LOC117145694|XP_033167326.1|DMAU, LOC117142534|XP_033162472.1|DMAU, LOC117144635|XP_033165821.1|DMAU, LOC117145690|XP_033167322.1|DMAU	LOC117899258|XP_034665036.1|DSUB
OG0000644	LOC117141328|XP_033160618.1|DMAU, LOC117141325|XP_033160615.1|DMAU, LOC117141326|XP_033160616.1|DMAU	LOC117893633|XP_034656210.1|DSUB, LOC117893274|XP_034655731.1|DSUB
OG0000645	LOC117142794|XP_033162889.1|DMAU	LOC117900890|XP_034667312.1|DSUB
OG0000645	LOC117137111|XP_033154293.1|DMAU	LOC117900337|XP_034666567.1|DSUB
OG0000646	LOC117142560|XP_033162501.1|DMAU	LOC117896640|XP_034660977.1|DSUB
OG0000646	LOC117142564|XP_033162507.1|DMAU	LOC117897928|XP_034662904.1|DSUB
OG0000647	LOC117144711|XP_033165942.1|DMAU	LOC117898247|XP_034663383.1|DSUB
OG0000647	LOC117148758|XP_033172244.1|DMAU	LOC117898818|XP_034664375.1|DSUB
OG0000648	LOC117147780|XP_033170708.1|DMAU	LOC117899571|XP_034665575.1|DSUB
OG0000648	LOC117148002|XP_033171050.1|DMAU	LOC117899608|XP_034665632.1|DSUB
OG0000649	LOC117148020|XP_033171077.1|DMAU	LOC117895061|XP_034658335.1|DSUB
OG0000649	LOC117147910|XP_033170910.1|DMAU	LOC117895051|XP_034658324.1|DSUB
OG0000650	LOC117142347|XP_033162157.1|DMAU	LOC117897037|XP_034661509.1|DSUB
OG0000650	LOC117146278|XP_033168164.1|DMAU	LOC117902990|XP_034670595.1|DSUB
OG0000651	LOC117140706|XP_033159663.1|DMAU	LOC117894146|XP_034656931.1|DSUB
OG0000651	LOC117138975|XP_033156928.1|DMAU	LOC117892973|XP_034655204.1|DSUB
OG0000652	LOC117137821|XP_033155396.1|DMAU	LOC117891840|XP_034653481.1|DSUB
OG0000652	LOC117147582|XP_033170417.1|DMAU	LOC117902185|XP_034669254.1|DSUB
OG0000653	LOC117145168|XP_033166607.1|DMAU	LOC117898588|XP_034664023.1|DSUB, LOC117898585|XP_034664020.1|DSUB
OG0000653	LOC117143725|XP_033164420.1|DMAU	LOC117898396|XP_034663645.1|DSUB
OG0000654	LOC117139267|XP_033157378.1|DMAU	LOC117895566|XP_034659173.1|DSUB
OG0000654	LOC117139145|XP_033157188.1|DMAU	LOC117894074|XP_034656821.1|DSUB
OG0000655	LOC117137767|XP_033155278.1|DMAU	LOC117892334|XP_034654377.1|DSUB
OG0000656	LOC117143330|XP_033163878.1|DMAU	LOC117899271|XP_034665060.1|DSUB
OG0000656	LOC117143331|XP_033163879.1|DMAU	LOC117899272|XP_034665061.1|DSUB
OG0000657	LOC117139037|XP_033157029.1|DMAU	LOC117893634|XP_034656211.1|DSUB
OG0000657	LOC117135291|XP_033151352.1|DMAU	LOC117902372|XP_034669579.1|DSUB
OG0000658	LOC117147558|XP_033170391.1|DMAU	LOC117903395|XP_034671272.1|DSUB
OG0000658	LOC117143468|XP_033164072.1|DMAU	LOC117898052|XP_034663104.1|DSUB
OG0000659	LOC117136390|XP_033153177.1|DMAU	LOC117902690|XP_034670123.1|DSUB
OG0000659	LOC117150669|XP_033173559.1|DMAU	LOC117901765|XP_034668546.1|DSUB
OG0000660	LOC117135316|XP_033151404.1|DMAU	LOC117901555|XP_034668243.1|DSUB
OG0000661	LOC117141077|XP_033160266.1|DMAU	LOC117893297|XP_034655763.1|DSUB
OG0000661	LOC117150280|XP_033172987.1|DMAU	LOC117902430|XP_034669689.1|DSUB
OG0000662	LOC117140756|XP_033159729.1|DMAU	LOC117894923|XP_034658118.1|DSUB
OG0000662	LOC117142832|XP_033162954.1|DMAU	LOC117890277|XP_034650932.1|DSUB
OG0000663	LOC117137679|XP_033155139.1|DMAU	LOC117891955|XP_034653705.1|DSUB
OG0000664	LOC117145519|XP_033167102.1|DMAU	LOC117896176|XP_034660150.1|DSUB
OG0000664	LOC117148846|XP_033172396.1|DMAU	LOC117889821|XP_034650195.1|DSUB
OG0000665	LOC117145904|XP_033167645.1|DMAU	LOC117898714|XP_034664222.1|DSUB
OG0000666	LOC117135416|XP_033151459.1|DMAU	LOC117891175|XP_034652390.1|DSUB
OG0000666	LOC117146672|XP_033168911.1|DMAU	LOC117903299|XP_034671122.1|DSUB
OG0000667	LOC117147302|XP_033170039.1|DMAU	LOC117903132|XP_034670855.1|DSUB
OG0000667	LOC117144758|XP_033166008.1|DMAU	LOC117899787|XP_034665953.1|DSUB
OG0000668	LOC117141768|XP_033161290.1|DMAU	LOC117897948|XP_034662939.1|DSUB
OG0000668	LOC117144795|XP_033166062.1|DMAU	LOC117896787|XP_034661175.1|DSUB
OG0000669	LOC117146391|XP_033168456.1|DMAU	LOC117903590|XP_034671706.1|DSUB
OG0000669	LOC117146390|XP_033168455.1|DMAU	LOC117903581|XP_034671695.1|DSUB
OG0000670	LOC117147465|XP_033170247.1|DMAU	LOC117903175|XP_034670911.1|DSUB
OG0000671	LOC117145325|XP_033166815.1|DMAU	LOC117897063|XP_034661550.1|DSUB
OG0000671	LOC117145493|XP_033167062.1|DMAU	LOC117897411|XP_034662129.1|DSUB
OG0000672	LOC117147253|XP_033169963.1|DMAU	LOC117889669|XP_034650023.1|DSUB
OG0000672	LOC117148037|XP_033171104.1|DMAU	LOC117898434|XP_034663721.1|DSUB
OG0000673	LOC117146774|XP_033169186.1|DMAU	LOC117898979|XP_034664614.1|DSUB
OG0000673	LOC117140163|XP_033158827.1|DMAU	LOC117895431|XP_034658972.1|DSUB
OG0000675	LOC117150538|XP_033173355.1|DMAU	LOC117901332|XP_034667931.1|DSUB
OG0000677	LOC117147387|XP_033170148.1|DMAU	LOC117889597|XP_034649899.1|DSUB
OG0000678	LOC117143293|XP_033163779.1|DMAU	LOC117899128|XP_034664811.1|DSUB
OG0000678	LOC117150200|XP_033172881.1|DMAU	LOC117900971|XP_034667446.1|DSUB
OG0000679	LOC117148273|XP_033171478.1|DMAU	LOC117903892|XP_034672285.1|DSUB
OG0000680	LOC117147584|XP_033170421.1|DMAU	LOC117899189|XP_034664946.1|DSUB
OG0000680	LOC117147769|XP_033170695.1|DMAU	LOC117891385|XP_034652721.1|DSUB
OG0000681	LOC117143399|XP_033163979.1|DMAU	LOC117896218|XP_034660243.1|DSUB
OG0000681	LOC117148860|XP_033172420.1|DMAU	LOC117897629|XP_034662530.1|DSUB
OG0000683	LOC117142812|XP_033162917.1|DMAU	LOC117897028|XP_034661496.1|DSUB
OG0000684	LOC117145668|XP_033167293.1|DMAU	LOC117898170|XP_034663270.1|DSUB
OG0000684	LOC117145826|XP_033167519.1|DMAU	LOC117899045|XP_034664695.1|DSUB
OG0000685	LOC117148792|XP_033172295.1|DMAU	LOC117894778|XP_034657898.1|DSUB
OG0000685	LOC117142601|XP_033162571.1|DMAU	LOC117899509|XP_034665451.1|DSUB
OG0000686	LOC117137317|XP_033154592.1|DMAU	LOC117890065|XP_034650595.1|DSUB
OG0000686	LOC117148855|XP_033172405.1|DMAU	LOC117903733|XP_034671978.1|DSUB
OG0000687	LOC117141999|XP_033161738.1|DMAU	LOC117895596|XP_034659237.1|DSUB
OG0000688	LOC117138670|XP_033156809.1|DMAU	LOC117890077|XP_034650622.1|DSUB
OG0000689	LOC117137435|XP_033154757.1|DMAU	LOC117891198|XP_034652425.1|DSUB
OG0000689	LOC117137434|XP_033154756.1|DMAU	LOC117891197|XP_034652423.1|DSUB
OG0000690	LOC117147258|XP_033169969.1|DMAU	LOC117902659|XP_034670082.1|DSUB
OG0000691	LOC117135329|XP_033151420.1|DMAU	LOC117902416|XP_034669658.1|DSUB
OG0000691	LOC117139778|XP_033158280.1|DMAU	LOC117893852|XP_034656511.1|DSUB
OG0000692	LOC117141221|XP_033160471.1|DMAU	LOC117894808|XP_034657933.1|DSUB
OG0000692	LOC117141222|XP_033160472.1|DMAU	LOC117894810|XP_034657936.1|DSUB
OG0000693	LOC117147861|XP_033170829.1|DMAU	LOC117900110|XP_034666228.1|DSUB
OG0000693	LOC117143601|XP_033164244.1|DMAU	LOC117896746|XP_034661103.1|DSUB
OG0000694	LOC117147667|XP_033170532.1|DMAU	LOC117898165|XP_034663269.1|DSUB
OG0000694	LOC117140570|XP_033159460.1|DMAU	LOC117893367|XP_034655851.1|DSUB
OG0000695	LOC117138088|XP_033155832.1|DMAU	LOC117902352|XP_034669554.1|DSUB
OG0000695	LOC117141657|XP_033161138.1|DMAU	LOC117902351|XP_034669553.1|DSUB
OG0000696	LOC117150595|XP_033173442.1|DMAU	LOC117902820|XP_034670337.1|DSUB
OG0000697	LOC117147112|XP_033169771.1|DMAU, LOC117147113|XP_033169772.1|DMAU, LOC117147109|XP_033169770.1|DMAU	LOC117903803|XP_034672129.1|DSUB
OG0000697	LOC117135164|XP_033151116.1|DMAU	LOC117901739|XP_034668516.1|DSUB
OG0000698	LOC117150465|XP_033173251.1|DMAU	LOC117900365|XP_034666604.1|DSUB
OG0000698	LOC117150344|XP_033173082.1|DMAU	LOC117901857|XP_034668702.1|DSUB
OG0000699	LOC117141378|XP_033160690.1|DMAU	LOC117900964|XP_034667430.1|DSUB
OG0000699	LOC117143668|XP_033164340.1|DMAU	LOC117898332|XP_034663546.1|DSUB
OG0000700	LOC117150347|XP_033173089.1|DMAU	LOC117901425|XP_034668053.1|DSUB
OG0000700	LOC117150288|XP_033172998.1|DMAU	LOC117901655|XP_034668384.1|DSUB
OG0000701	LOC117136478|XP_033153306.1|DMAU	LOC117890426|XP_034651137.1|DSUB
OG0000701	LOC117147326|XP_033170067.1|DMAU	LOC117895351|XP_034658827.1|DSUB
OG0000702	LOC117145139|XP_033166570.1|DMAU	LOC117898915|XP_034664514.1|DSUB
OG0000702	LOC117145138|XP_033166550.1|DMAU	LOC117898913|XP_034664493.1|DSUB
OG0000703	LOC117150353|XP_033173100.1|DMAU	LOC117900709|XP_034667058.1|DSUB
OG0000703	LOC117137321|XP_033154597.1|DMAU	LOC117891886|XP_034653574.1|DSUB
OG0000704	LOC117148286|XP_033171490.1|DMAU	LOC117903571|XP_034671673.1|DSUB
OG0000704	LOC117144597|XP_033165777.1|DMAU	LOC117898114|XP_034663192.1|DSUB
OG0000705	LOC117139463|XP_033157666.1|DMAU	LOC117893957|XP_034656642.1|DSUB, LOC117893515|XP_034656046.1|DSUB
OG0000705	LOC117139461|XP_033157664.1|DMAU	LOC117893955|XP_034656638.1|DSUB
OG0000706	LOC117150737|XP_033173663.1|DMAU	LOC117901849|XP_034668688.1|DSUB
OG0000706	LOC117148625|XP_033172008.1|DMAU	LOC117903405|XP_034671292.1|DSUB
OG0000707	LOC117146347|XP_033168378.1|DMAU	LOC117895378|XP_034658892.1|DSUB
OG0000708	LOC117146575|XP_033168773.1|DMAU	LOC117903337|XP_034671178.1|DSUB
OG0000708	LOC117146996|XP_033169564.1|DMAU	LOC117892901|XP_034655096.1|DSUB
OG0000709	LOC117145554|XP_033167146.1|DMAU	LOC117898286|XP_034663433.1|DSUB
OG0000709	LOC117147035|XP_033169620.1|DMAU	LOC117903543|XP_034671624.1|DSUB
OG0000710	LOC117144280|XP_033165273.1|DMAU	LOC117896156|XP_034660126.1|DSUB
OG0000710	LOC117135890|XP_033152328.1|DMAU	LOC117890590|XP_034651417.1|DSUB
OG0000711	LOC117141615|XP_033161026.1|DMAU	LOC117894862|XP_034658009.1|DSUB
OG0000711	LOC117147180|XP_033169869.1|DMAU	LOC117903575|XP_034671682.1|DSUB
OG0000712	LOC117142727|XP_033162786.1|DMAU	LOC117896732|XP_034661087.1|DSUB
OG0000712	LOC117143955|XP_033164781.1|DMAU	LOC117896729|XP_034661085.1|DSUB
OG0000713	LOC117143545|XP_033164175.1|DMAU	LOC117896866|XP_034661287.1|DSUB
OG0000713	LOC117138191|XP_033155988.1|DMAU	LOC117891754|XP_034653257.1|DSUB
OG0000714	LOC117148743|XP_033172210.1|DMAU	LOC117899679|XP_034665762.1|DSUB
OG0000714	LOC117139004|XP_033156988.1|DMAU	LOC117895852|XP_034659709.1|DSUB
OG0000715	LOC117140799|XP_033159787.1|DMAU	LOC117895891|XP_034659786.1|DSUB, LOC117900051|XP_034666141.1|DSUB
OG0000716	LOC117147508|XP_033170308.1|DMAU	LOC117894851|XP_034658001.1|DSUB
OG0000716	LOC117139823|XP_033158350.1|DMAU	LOC117893439|XP_034655949.1|DSUB
OG0000717	LOC117140212|XP_033158891.1|DMAU	LOC117895620|XP_034659265.1|DSUB
OG0000718	LOC117146252|XP_033168084.1|DMAU	LOC117902959|XP_034670487.1|DSUB
OG0000718	LOC117146308|XP_033168240.1|DMAU	LOC117903001|XP_034670624.1|DSUB
OG0000719	LOC117138972|XP_033156920.1|DMAU	LOC117895873|XP_034659759.1|DSUB
OG0000719	LOC117140011|XP_033158616.1|DMAU	LOC117893848|XP_034656506.1|DSUB
OG0000720	LOC117144651|XP_033165841.1|DMAU, LOC117145618|XP_033167225.1|DMAU	LOC117898658|XP_034664124.1|DSUB
