Orthogroup	SLEB.longest_only	DBIA.longest_only
OG0000502	LOC115624882|XP_030375588.1|SLEB	LOC108022744|XP_016947324.1|DBIA
OG0000503	LOC115634628|XP_030388343.1|SLEB	LOC108022437|XP_016946811.1|DBIA, LOC108022136|XP_016946467.1|DBIA, LOC108022137|XP_016946468.1|DBIA
OG0000504	LOC115633045|XP_030386249.1|SLEB	LOC108035366|XP_016966453.1|DBIA
OG0000505	LOC115633292|XP_030386564.1|SLEB	LOC108025854|XP_016952011.1|DBIA
OG0000505	LOC115633257|XP_030386521.1|SLEB	LOC108025820|XP_016951961.1|DBIA
OG0000507	LOC115627058|XP_030378464.1|SLEB	LOC108025742|XP_016951819.1|DBIA
OG0000507	LOC115627426|XP_030378959.1|SLEB	LOC108025791|XP_016951910.1|DBIA
OG0000508	LOC115624934|XP_030375645.1|SLEB	LOC108027817|XP_016954889.1|DBIA
OG0000508	LOC115624935|XP_030375646.1|SLEB	LOC108028312|XP_016955538.1|DBIA
OG0000509	LOC115620075|XP_030369098.1|SLEB	LOC108036551|XP_016968274.1|DBIA
OG0000509	LOC115633699|XP_030387022.1|SLEB	LOC108036488|XP_016968168.1|DBIA
OG0000510	LOC115630820|XP_030383345.1|SLEB, LOC115630586|XP_030383068.1|SLEB, LOC115634284|XP_030387793.1|SLEB	LOC108036921|XP_016968822.1|DBIA
OG0000511	LOC115631969|XP_030384727.1|SLEB	LOC108034001|XP_016964222.1|DBIA
OG0000511	LOC115631594|XP_030384255.1|SLEB	LOC108033719|XP_016963744.1|DBIA
OG0000512	LOC115631331|XP_030383912.1|SLEB	LOC108030649|XP_016959156.1|DBIA
OG0000513	LOC115621232|XP_030370686.1|SLEB	LOC108030070|XP_016958160.1|DBIA
OG0000513	LOC115625905|XP_030376995.1|SLEB	LOC108033645|XP_016963568.1|DBIA
OG0000514	LOC115628526|XP_030380546.1|SLEB	LOC108034050|XP_016964291.1|DBIA
OG0000514	LOC115628516|XP_030380527.1|SLEB	LOC108034047|XP_016964285.1|DBIA
OG0000515	LOC115627805|XP_030379495.1|SLEB	LOC108036019|XP_016967434.1|DBIA
OG0000515	LOC115622643|XP_030372511.1|SLEB	LOC108034523|XP_016964936.1|DBIA
OG0000516	LOC115626944|XP_030378319.1|SLEB	LOC108025879|XP_016952047.1|DBIA
OG0000516	LOC115626938|XP_030378313.1|SLEB	LOC108025846|XP_016952002.1|DBIA
OG0000517	LOC115633963|XP_030387343.1|SLEB	LOC108030560|XP_016958944.1|DBIA
OG0000518	LOC115622453|XP_030372256.1|SLEB	LOC108028827|XP_016956305.1|DBIA
OG0000521	LOC115629576|XP_030381928.1|SLEB	LOC108035754|XP_016966941.1|DBIA
OG0000521	LOC115629574|XP_030381925.1|SLEB	LOC108035746|XP_016966932.1|DBIA
OG0000522	LOC115627854|XP_030379575.1|SLEB	LOC108027089|XP_016953794.1|DBIA, LOC108025799|XP_016951927.1|DBIA
OG0000523	LOC115628128|XP_030379968.1|SLEB	LOC108026230|XP_016952554.1|DBIA
OG0000523	LOC115633249|XP_030386507.1|SLEB	LOC108027553|XP_016954507.1|DBIA
OG0000524	LOC115621872|XP_030371557.1|SLEB	LOC108031975|XP_016961258.1|DBIA, LOC108031034|XP_016959725.1|DBIA, LOC108031033|XP_016959724.1|DBIA
OG0000525	LOC115632582|XP_030385667.1|SLEB	LOC108036418|XP_016968034.1|DBIA, LOC108036417|XP_016968032.1|DBIA
OG0000526	LOC115625930|XP_030377026.1|SLEB	LOC108032399|XP_016961709.1|DBIA
OG0000526	LOC115634755|XP_030388507.1|SLEB	LOC108029592|XP_016957449.1|DBIA
OG0000527	LOC115632044|XP_030384874.1|SLEB	LOC108029071|XP_016956632.1|DBIA
OG0000527	LOC115631125|XP_030383652.1|SLEB	LOC108029207|XP_016956876.1|DBIA
OG0000528	LOC115631996|XP_030384785.1|SLEB	LOC108034361|XP_016964742.1|DBIA
OG0000529	LOC115631155|XP_030383692.1|SLEB	LOC108028959|XP_016956487.1|DBIA
OG0000529	LOC115630789|XP_030383304.1|SLEB	LOC108028923|XP_016956430.1|DBIA
OG0000530	LOC115623076|XP_030373137.1|SLEB	LOC108028796|XP_016956268.1|DBIA
OG0000530	LOC115623065|XP_030373118.1|SLEB	LOC108034629|XP_016965056.1|DBIA
OG0000531	LOC115631103|XP_030383618.1|SLEB	LOC108033755|XP_016963817.1|DBIA
OG0000532	LOC115623782|XP_030374183.1|SLEB	LOC108030968|XP_016959657.1|DBIA
OG0000533	LOC115633432|XP_030386752.1|SLEB	LOC108027619|XP_016954630.1|DBIA
OG0000533	LOC115623569|XP_030373826.1|SLEB	LOC108032166|XP_016961509.1|DBIA
OG0000534	LOC115627157|XP_030378600.1|SLEB	LOC108033102|XP_016962789.1|DBIA
OG0000534	LOC115626532|XP_030377772.1|SLEB	LOC108029146|XP_016956764.1|DBIA
OG0000535	LOC115625013|XP_030375736.1|SLEB	LOC108036271|XP_016967771.1|DBIA
OG0000535	LOC115633870|XP_030387227.1|SLEB	LOC108029744|XP_016957726.1|DBIA
OG0000536	LOC115622558|XP_030372387.1|SLEB	LOC108034479|XP_016964862.1|DBIA
OG0000537	LOC115627460|XP_030378995.1|SLEB	LOC108030371|XP_016958728.1|DBIA
OG0000538	LOC115624785|XP_030375476.1|SLEB	LOC108022695|XP_016947257.1|DBIA
OG0000538	LOC115634404|XP_030387957.1|SLEB	LOC108029551|XP_016957358.1|DBIA
OG0000539	LOC115625371|XP_030376267.1|SLEB	LOC108025110|XP_016950864.1|DBIA
OG0000539	LOC115625298|XP_030376173.1|SLEB	LOC108025056|XP_016950801.1|DBIA
OG0000540	LOC115630655|XP_030383157.1|SLEB	LOC108034336|XP_016964708.1|DBIA
OG0000541	LOC115624177|XP_030374652.1|SLEB, LOC115624166|XP_030374626.1|SLEB	LOC108029961|XP_016957952.1|DBIA, LOC108029973|XP_016957969.1|DBIA
OG0000542	LOC115625535|XP_030376474.1|SLEB	LOC108026118|XP_016952310.1|DBIA
OG0000542	LOC115627777|XP_030379446.1|SLEB	LOC108035835|XP_016967070.1|DBIA
OG0000543	LOC115621143|XP_030370560.1|SLEB	LOC108024677|XP_016950236.1|DBIA
OG0000543	LOC115623333|XP_030373463.1|SLEB	LOC108029342|XP_016957024.1|DBIA
OG0000544	LOC115623316|XP_030373436.1|SLEB, LOC115622707|XP_030372596.1|SLEB	LOC108028625|XP_016956035.1|DBIA
OG0000544	LOC115624019|XP_030374454.1|SLEB	LOC108027197|XP_016953992.1|DBIA
OG0000545	LOC115621211|XP_030370653.1|SLEB	LOC108024857|XP_016950488.1|DBIA
OG0000545	LOC115621286|XP_030370749.1|SLEB	LOC108024321|XP_016949712.1|DBIA
OG0000546	LOC115623697|XP_030374032.1|SLEB	LOC108032070|XP_016961379.1|DBIA
OG0000546	LOC115627177|XP_030378637.1|SLEB	LOC108024041|XP_016949304.1|DBIA
OG0000547	LOC115633068|XP_030386299.1|SLEB	LOC108031211|XP_016959935.1|DBIA
OG0000548	LOC115622433|XP_030372234.1|SLEB	LOC108028754|XP_016956214.1|DBIA
OG0000548	LOC115622434|XP_030372235.1|SLEB	LOC108028755|XP_016956215.1|DBIA
OG0000549	LOC115633990|XP_030387373.1|SLEB	LOC108023001|XP_016947721.1|DBIA
OG0000550	LOC115632900|XP_030386051.1|SLEB	LOC108029960|XP_016957955.1|DBIA
OG0000550	LOC115632608|XP_030385696.1|SLEB	LOC108029649|XP_016957560.1|DBIA
OG0000551	LOC115634798|XP_030388566.1|SLEB	LOC108029867|XP_016957846.1|DBIA
OG0000551	LOC115634206|XP_030387658.1|SLEB	LOC108029940|XP_016957925.1|DBIA
OG0000552	LOC115621198|XP_030370637.1|SLEB	LOC108025541|XP_016951560.1|DBIA
OG0000552	LOC115620920|XP_030370279.1|SLEB	LOC108025454|XP_016951444.1|DBIA
OG0000553	LOC115625738|XP_030376751.1|SLEB	LOC108032740|XP_016962214.1|DBIA
OG0000554	LOC115621598|XP_030371150.1|SLEB	LOC108024390|XP_016949790.1|DBIA
OG0000554	LOC115621473|XP_030370992.1|SLEB, LOC115621559|XP_030371092.1|SLEB	LOC108024400|XP_016949801.1|DBIA
OG0000555	LOC115628310|XP_030380224.1|SLEB	LOC108028415|XP_016955726.1|DBIA
OG0000555	LOC115628303|XP_030380210.1|SLEB	LOC108035617|XP_016966793.1|DBIA
OG0000556	LOC115623458|XP_030373674.1|SLEB	LOC108026411|XP_016952828.1|DBIA
OG0000557	LOC115624100|XP_030374550.1|SLEB	LOC108031056|XP_016959746.1|DBIA
OG0000557	LOC115624200|XP_030374663.1|SLEB, LOC115623910|XP_030374325.1|SLEB, LOC115624180|XP_030374635.1|SLEB, LOC115624158|XP_030374614.1|SLEB	LOC108031197|XP_016959908.1|DBIA
OG0000558	LOC115623799|XP_030374201.1|SLEB	LOC108026036|XP_016952217.1|DBIA
OG0000558	LOC115627610|XP_030379199.1|SLEB	LOC108028862|XP_016956340.1|DBIA
OG0000559	LOC115621713|XP_030371282.1|SLEB	LOC108024742|XP_016950329.1|DBIA
OG0000559	LOC115633935|XP_030387313.1|SLEB	LOC108030518|XP_016958896.1|DBIA
OG0000560	LOC115624641|XP_030375269.1|SLEB	LOC108030393|XP_016958765.1|DBIA
OG0000560	LOC115624640|XP_030375268.1|SLEB	LOC108030392|XP_016958763.1|DBIA
OG0000561	LOC115632645|XP_030385734.1|SLEB	LOC108035665|XP_016966862.1|DBIA
OG0000561	LOC115632520|XP_030385575.1|SLEB	LOC108035628|XP_016966811.1|DBIA
OG0000562	LOC115622396|XP_030372181.1|SLEB	LOC108028391|XP_016955694.1|DBIA
OG0000562	LOC115622789|XP_030372709.1|SLEB	LOC108028602|XP_016956010.1|DBIA
OG0000563	LOC115624876|XP_030375581.1|SLEB	LOC108027984|XP_016955098.1|DBIA
OG0000564	LOC115623105|XP_030373171.1|SLEB	LOC108028186|XP_016955337.1|DBIA
OG0000564	LOC115622510|XP_030372323.1|SLEB	LOC108028318|XP_016955536.1|DBIA
OG0000566	LOC115625079|XP_030375829.1|SLEB	LOC108025554|XP_016951579.1|DBIA
OG0000566	LOC115622614|XP_030372474.1|SLEB	LOC108035295|XP_016966352.1|DBIA
OG0000567	LOC115628870|XP_030380986.1|SLEB	LOC108036524|XP_016968230.1|DBIA
OG0000567	LOC115628899|XP_030381018.1|SLEB	LOC108036341|XP_016967890.1|DBIA
OG0000568	LOC115620709|XP_030369944.1|SLEB	LOC108024992|XP_016950735.1|DBIA
OG0000569	LOC115620436|XP_030369524.1|SLEB	LOC108031533|XP_016960557.1|DBIA
OG0000569	LOC115628654|XP_030380682.1|SLEB	LOC108021925|XP_016946238.1|DBIA, LOC108024068|XP_016949325.1|DBIA
OG0000570	LOC115625135|XP_030375914.1|SLEB	LOC108026433|XP_016952858.1|DBIA
OG0000570	LOC115625181|XP_030376006.1|SLEB	LOC108026381|XP_016952790.1|DBIA
OG0000571	LOC115620833|XP_030370125.1|SLEB	LOC108024706|XP_016950279.1|DBIA
OG0000571	LOC115621121|XP_030370525.1|SLEB	LOC108024646|XP_016950187.1|DBIA
OG0000572	LOC115621322|XP_030370800.1|SLEB	LOC108023503|XP_016948532.1|DBIA
OG0000572	LOC115620609|XP_030369783.1|SLEB	LOC108023378|XP_016948276.1|DBIA
OG0000573	LOC115632462|XP_030385479.1|SLEB	LOC108035398|XP_016966506.1|DBIA
OG0000573	LOC115625591|XP_030376570.1|SLEB	LOC108026763|XP_016953392.1|DBIA
OG0000574	LOC115632504|XP_030385552.1|SLEB	LOC108031939|XP_016961209.1|DBIA
OG0000575	LOC115624630|XP_030375246.1|SLEB	LOC108030670|XP_016959185.1|DBIA
OG0000575	LOC115624639|XP_030375267.1|SLEB	LOC108030700|XP_016959227.1|DBIA
OG0000576	LOC115623717|XP_030374058.1|SLEB, LOC115623855|XP_030374259.1|SLEB	LOC108027096|XP_016953803.1|DBIA, LOC108027050|XP_016953747.1|DBIA
OG0000577	LOC115631048|XP_030383541.1|SLEB	LOC108034166|XP_016964461.1|DBIA
OG0000577	LOC115630934|XP_030383361.1|SLEB	LOC108033812|XP_016963922.1|DBIA
OG0000578	LOC115630624|XP_030383119.1|SLEB	LOC108033910|XP_016964069.1|DBIA
OG0000578	LOC115624580|XP_030375178.1|SLEB	LOC108023048|XP_016947778.1|DBIA
OG0000579	LOC115621378|XP_030370867.1|SLEB	LOC108031224|XP_016959949.1|DBIA
OG0000579	LOC115622675|XP_030372549.1|SLEB	LOC108028826|XP_016956304.1|DBIA
OG0000580	LOC115624313|XP_030374798.1|SLEB	LOC108024580|XP_016950068.1|DBIA
OG0000580	LOC115623669|XP_030373995.1|SLEB	LOC108024584|XP_016950075.1|DBIA
OG0000581	LOC115624401|XP_030374991.1|SLEB	LOC108027287|XP_016954167.1|DBIA
OG0000581	LOC115627719|XP_030379324.1|SLEB	LOC108025852|XP_016952006.1|DBIA
OG0000582	LOC115623225|XP_030373327.1|SLEB	LOC108035086|XP_016965992.1|DBIA
OG0000582	LOC115629425|XP_030381740.1|SLEB	LOC108026803|XP_016953454.1|DBIA
OG0000583	LOC115634436|XP_030388003.1|SLEB	LOC108022480|XP_016946920.1|DBIA
OG0000584	LOC115626476|XP_030377720.1|SLEB	LOC108032441|XP_016961755.1|DBIA
OG0000584	LOC115626504|XP_030377749.1|SLEB, LOC115631930|XP_030384641.1|SLEB	LOC108032427|XP_016961738.1|DBIA
OG0000585	LOC115622461|XP_030372266.1|SLEB	LOC108034752|XP_016965190.1|DBIA, LOC108034693|XP_016965123.1|DBIA
OG0000585	LOC115623138|XP_030373207.1|SLEB	LOC108034755|XP_016965193.1|DBIA
OG0000586	LOC115624710|XP_030375394.1|SLEB	LOC108022142|XP_016946473.1|DBIA, LOC108029616|XP_016957490.1|DBIA, LOC108029511|XP_016957297.1|DBIA
OG0000590	LOC115621604|XP_030371157.1|SLEB	LOC108031246|XP_016959971.1|DBIA
OG0000590	LOC115628967|XP_030381105.1|SLEB	LOC108032984|XP_016962550.1|DBIA
OG0000592	LOC115620051|XP_030369040.1|SLEB	LOC108036646|XP_016968411.1|DBIA
OG0000592	LOC115634746|XP_030388498.1|SLEB	LOC108022310|XP_016946659.1|DBIA
OG0000593	LOC115631798|XP_030384496.1|SLEB, LOC115629128|XP_030381328.1|SLEB	LOC108025781|XP_016951888.1|DBIA
OG0000594	LOC115620678|XP_030369902.1|SLEB	LOC108026344|XP_016952738.1|DBIA
OG0000594	LOC115623706|XP_030374044.1|SLEB	LOC108031145|XP_016959848.1|DBIA
OG0000595	LOC115625556|XP_030376508.1|SLEB	LOC108031940|XP_016961210.1|DBIA
OG0000595	LOC115620820|XP_030370108.1|SLEB	LOC108024707|XP_016950285.1|DBIA
OG0000596	LOC115626832|XP_030378173.1|SLEB	LOC108024131|XP_016949403.1|DBIA
OG0000596	LOC115625220|XP_030376063.1|SLEB	LOC108032215|XP_016961564.1|DBIA
OG0000597	LOC115621662|XP_030371229.1|SLEB	LOC108031330|XP_016960071.1|DBIA
OG0000597	LOC115621009|XP_030370388.1|SLEB	LOC108025194|XP_016950992.1|DBIA
OG0000598	LOC115621982|XP_030371694.1|SLEB	LOC108024902|XP_016950560.1|DBIA
OG0000599	LOC115622412|XP_030372206.1|SLEB	LOC108027766|XP_016954817.1|DBIA, LOC108028483|XP_016955838.1|DBIA
OG0000600	LOC115632442|XP_030385460.1|SLEB	LOC108030425|XP_016958800.1|DBIA
OG0000600	LOC115633704|XP_030387024.1|SLEB	LOC108030348|XP_016958702.1|DBIA
OG0000601	LOC115633839|XP_030387190.1|SLEB	LOC108034107|XP_016964373.1|DBIA
OG0000601	LOC115626624|XP_030377888.1|SLEB	LOC108027879|XP_016954986.1|DBIA
OG0000602	LOC115626085|XP_030377198.1|SLEB	LOC108032799|XP_016962295.1|DBIA
OG0000603	LOC115628477|XP_030380458.1|SLEB	LOC108024357|XP_016949750.1|DBIA, LOC108036054|XP_016967485.1|DBIA, LOC108036059|XP_016967491.1|DBIA, LOC108036085|XP_016967524.1|DBIA
OG0000604	LOC115630657|XP_030383158.1|SLEB	LOC108027882|XP_016954987.1|DBIA
OG0000604	LOC115630582|XP_030383060.1|SLEB, LOC115630688|XP_030383198.1|SLEB	LOC108027932|XP_016955049.1|DBIA
OG0000605	LOC115630512|XP_030382973.1|SLEB	LOC108034341|XP_016964713.1|DBIA
OG0000606	LOC115620195|XP_030369188.1|SLEB	LOC108031699|XP_016960848.1|DBIA
OG0000607	LOC115620885|XP_030370225.1|SLEB	LOC108032112|XP_016961434.1|DBIA
OG0000607	LOC115624393|XP_030374965.1|SLEB	LOC108027400|XP_016954327.1|DBIA
OG0000608	LOC115625074|XP_030375822.1|SLEB	LOC108025099|XP_016950851.1|DBIA
OG0000608	LOC115625574|XP_030376535.1|SLEB	LOC108025288|XP_016951159.1|DBIA
OG0000609	LOC115627917|XP_030379671.1|SLEB	LOC108021951|XP_016946267.1|DBIA
OG0000610	LOC115623312|XP_030373437.1|SLEB	LOC108035965|XP_016967271.1|DBIA, LOC108022370|XP_016946740.1|DBIA
OG0000611	LOC115629627|XP_030381991.1|SLEB	LOC108022583|XP_016947095.1|DBIA
OG0000611	LOC115626533|XP_030377776.1|SLEB	LOC108036672|XP_016968444.1|DBIA
OG0000612	LOC115623041|XP_030373078.1|SLEB, LOC115622314|XP_030372080.1|SLEB	LOC108027979|XP_016955094.1|DBIA, LOC108028070|XP_016955200.1|DBIA, LOC108028069|XP_016955199.1|DBIA
OG0000614	LOC115626391|XP_030377611.1|SLEB	LOC108032692|XP_016962156.1|DBIA, LOC108025014|XP_016950758.1|DBIA
OG0000614	LOC115629316|XP_030381621.1|SLEB	LOC108027558|XP_016954519.1|DBIA
OG0000615	LOC115627692|XP_030379295.1|SLEB	LOC108035760|XP_016966949.1|DBIA
OG0000615	LOC115620406|XP_030369485.1|SLEB	LOC108031530|XP_016960554.1|DBIA
OG0000616	LOC115627474|XP_030379011.1|SLEB	LOC108035810|XP_016967045.1|DBIA, LOC108035821|XP_016967057.1|DBIA
OG0000617	LOC115621815|XP_030371461.1|SLEB	LOC108024664|XP_016950220.1|DBIA
OG0000617	LOC115620342|XP_030369403.1|SLEB	LOC108027449|XP_016954389.1|DBIA
OG0000618	LOC115622043|XP_030371775.1|SLEB	LOC108032025|XP_016961324.1|DBIA
OG0000618	LOC115621508|XP_030371040.1|SLEB	LOC108030900|XP_016959566.1|DBIA
OG0000619	LOC115634836|XP_030388617.1|SLEB	LOC108030276|XP_016958593.1|DBIA
OG0000620	LOC115627320|XP_030378822.1|SLEB	LOC108024426|XP_016949833.1|DBIA
OG0000620	LOC115633030|XP_030386227.1|SLEB	LOC108029863|XP_016957845.1|DBIA
OG0000621	LOC115620478|XP_030369572.1|SLEB	LOC108031644|XP_016960764.1|DBIA
OG0000621	LOC115627100|XP_030378516.1|SLEB	LOC108023539|XP_016948597.1|DBIA
OG0000622	LOC115622549|XP_030372376.1|SLEB	LOC108028739|XP_016956194.1|DBIA
OG0000622	LOC115632202|XP_030385111.1|SLEB	LOC108030669|XP_016959189.1|DBIA
OG0000623	LOC115624552|XP_030375137.1|SLEB	LOC108030969|XP_016959661.1|DBIA
OG0000623	LOC115628260|XP_030380139.1|SLEB	LOC108028449|XP_016955775.1|DBIA
OG0000624	LOC115633640|XP_030386940.1|SLEB	LOC108030303|XP_016958626.1|DBIA
OG0000625	LOC115622157|XP_030371885.1|SLEB	LOC108028381|XP_016955666.1|DBIA
OG0000625	LOC115622847|XP_030372788.1|SLEB	LOC108028382|XP_016955669.1|DBIA
OG0000626	LOC115634382|XP_030387926.1|SLEB	LOC108036279|XP_016967779.1|DBIA
OG0000626	LOC115634725|XP_030388467.1|SLEB	LOC108022973|XP_016947687.1|DBIA
OG0000627	LOC115633005|XP_030386190.1|SLEB	LOC108028799|XP_016956272.1|DBIA
OG0000627	LOC115628860|XP_030380971.1|SLEB	LOC108023234|XP_016947998.1|DBIA
OG0000628	LOC115630700|XP_030383212.1|SLEB	LOC108032434|XP_016961746.1|DBIA
OG0000628	LOC115626527|XP_030377769.1|SLEB, LOC115630539|XP_030383004.1|SLEB	LOC108034271|XP_016964622.1|DBIA
OG0000629	LOC115628582|XP_030380626.1|SLEB	LOC108024370|XP_016949762.1|DBIA, LOC108033776|XP_016963865.1|DBIA
OG0000630	LOC115626220|XP_030377378.1|SLEB	LOC108034202|XP_016964522.1|DBIA
OG0000630	LOC115625733|XP_030376744.1|SLEB	LOC108034015|XP_016964238.1|DBIA
OG0000631	LOC115631173|XP_030383722.1|SLEB	LOC108033947|XP_016964125.1|DBIA
OG0000631	LOC115626352|XP_030377562.1|SLEB	LOC108029263|XP_016956948.1|DBIA
OG0000632	LOC115630690|XP_030383200.1|SLEB	LOC108027909|XP_016955019.1|DBIA
OG0000632	LOC115630409|XP_030382802.1|SLEB	LOC108027781|XP_016954833.1|DBIA
OG0000633	LOC115623010|XP_030373041.1|SLEB, LOC115623003|XP_030373028.1|SLEB	LOC108034438|XP_016964811.1|DBIA
OG0000635	LOC115620742|XP_030369999.1|SLEB	LOC108029714|XP_016957678.1|DBIA
OG0000635	LOC115629274|XP_030381560.1|SLEB	LOC108032978|XP_016962542.1|DBIA
OG0000636	LOC115626223|XP_030377382.1|SLEB	LOC108033332|XP_016963106.1|DBIA
OG0000636	LOC115626226|XP_030377385.1|SLEB, LOC115626225|XP_030377383.1|SLEB, LOC115626227|XP_030377387.1|SLEB	LOC108033333|XP_016963107.1|DBIA
OG0000637	LOC115627962|XP_030379716.1|SLEB	LOC108024111|XP_016949377.1|DBIA
OG0000637	LOC115627960|XP_030379713.1|SLEB	LOC108024265|XP_016949641.1|DBIA
OG0000638	LOC115627144|XP_030378581.1|SLEB	LOC108032999|XP_016962612.1|DBIA
OG0000639	LOC115633115|XP_030386361.1|SLEB	LOC108028266|XP_016955448.1|DBIA
OG0000641	LOC115623783|XP_030374184.1|SLEB, LOC115623786|XP_030374188.1|SLEB	LOC108032364|XP_016961666.1|DBIA, LOC108027011|XP_016953698.1|DBIA
OG0000642	LOC115626067|XP_030377180.1|SLEB	LOC108022088|XP_016946422.1|DBIA, LOC108022211|XP_016946554.1|DBIA
OG0000642	LOC115626065|XP_030377178.1|SLEB, LOC115626066|XP_030377179.1|SLEB, LOC115625957|XP_030377055.1|SLEB, LOC115625960|XP_030377061.1|SLEB	LOC108028933|XP_016956440.1|DBIA
OG0000643	LOC115620332|XP_030369388.1|SLEB, LOC115620334|XP_030369391.1|SLEB	LOC108024296|XP_016949686.1|DBIA, LOC108024297|XP_016949687.1|DBIA, LOC108035870|XP_016967109.1|DBIA
OG0000644	LOC115631644|XP_030384315.1|SLEB	LOC108030666|XP_016959181.1|DBIA, LOC108028697|XP_016956133.1|DBIA, LOC108028698|XP_016956134.1|DBIA
OG0000645	LOC115630472|XP_030382903.1|SLEB	LOC108027809|XP_016954876.1|DBIA
OG0000645	LOC115630471|XP_030382902.1|SLEB	LOC108030325|XP_016958671.1|DBIA
OG0000646	LOC115620235|XP_030369240.1|SLEB	LOC108026341|XP_016952734.1|DBIA
OG0000646	LOC115621842|XP_030371513.1|SLEB	LOC108024636|XP_016950170.1|DBIA
OG0000647	LOC115621967|XP_030371674.1|SLEB	LOC108027448|XP_016954388.1|DBIA
OG0000647	LOC115629630|XP_030381990.1|SLEB	LOC108025929|XP_016952111.1|DBIA
OG0000648	LOC115627944|XP_030379697.1|SLEB	LOC108023775|XP_016948908.1|DBIA
OG0000648	LOC115627942|XP_030379695.1|SLEB	LOC108023772|XP_016948904.1|DBIA
OG0000649	LOC115627568|XP_030379152.1|SLEB	LOC108033154|XP_016962869.1|DBIA
OG0000649	LOC115627550|XP_030379125.1|SLEB	LOC108033148|XP_016962861.1|DBIA
OG0000650	LOC115620503|XP_030369617.1|SLEB	LOC108026179|XP_016952442.1|DBIA
OG0000650	LOC115627753|XP_030379398.1|SLEB	LOC108036023|XP_016967442.1|DBIA
OG0000651	LOC115632259|XP_030385191.1|SLEB	LOC108034888|XP_016965587.1|DBIA
OG0000651	LOC115622859|XP_030372803.1|SLEB	LOC108035363|XP_016966450.1|DBIA
OG0000652	LOC115628872|XP_030380991.1|SLEB	LOC108036625|XP_016968386.1|DBIA
OG0000652	LOC115629665|XP_030382040.1|SLEB	LOC108032672|XP_016962129.1|DBIA
OG0000653	LOC115620491|XP_030369592.1|SLEB	LOC108027436|XP_016954373.1|DBIA, LOC108032925|XP_016962483.1|DBIA
OG0000654	LOC115628368|XP_030380304.1|SLEB	LOC108028616|XP_016956028.1|DBIA
OG0000654	LOC115632989|XP_030386166.1|SLEB	LOC108035010|XP_016965842.1|DBIA
OG0000655	LOC115621850|XP_030371563.1|SLEB	LOC108029636|XP_016957528.1|DBIA
OG0000655	LOC115630722|XP_030383235.1|SLEB	LOC108027756|XP_016954798.1|DBIA
OG0000656	LOC115623639|XP_030373943.1|SLEB	LOC108031829|XP_016961056.1|DBIA
OG0000656	LOC115627596|XP_030379180.1|SLEB	LOC108031830|XP_016961059.1|DBIA
OG0000657	LOC115624836|XP_030375543.1|SLEB	LOC108028063|XP_016955196.1|DBIA
OG0000657	LOC115631152|XP_030383683.1|SLEB	LOC108032751|XP_016962230.1|DBIA
OG0000658	LOC115627088|XP_030378498.1|SLEB	LOC108033182|XP_016962912.1|DBIA
OG0000658	LOC115626258|XP_030377426.1|SLEB	LOC108031067|XP_016959762.1|DBIA
OG0000659	LOC115625878|XP_030376954.1|SLEB	LOC108027925|XP_016955038.1|DBIA
OG0000659	LOC115626361|XP_030377571.1|SLEB	LOC108033384|XP_016963192.1|DBIA
OG0000660	LOC115631511|XP_030384136.1|SLEB	LOC108027908|XP_016955018.1|DBIA
OG0000661	LOC115622386|XP_030372170.1|SLEB	LOC108028534|XP_016955919.1|DBIA
OG0000661	LOC115630509|XP_030382967.1|SLEB	LOC108027800|XP_016954865.1|DBIA
OG0000662	LOC115632944|XP_030386100.1|SLEB	LOC108035530|XP_016966688.1|DBIA
OG0000662	LOC115627291|XP_030378783.1|SLEB	LOC108031364|XP_016960132.1|DBIA
OG0000663	LOC115627042|XP_030378440.1|SLEB	LOC108022450|XP_016946846.1|DBIA
OG0000664	LOC115626049|XP_030377161.1|SLEB	LOC108027049|XP_016953739.1|DBIA
OG0000664	LOC115629221|XP_030381490.1|SLEB	LOC108021960|XP_016946279.1|DBIA
OG0000665	LOC115623916|XP_030374332.1|SLEB	LOC108026348|XP_016952742.1|DBIA
OG0000666	LOC115624988|XP_030375715.1|SLEB	LOC108029729|XP_016957700.1|DBIA
OG0000666	LOC115627419|XP_030378949.1|SLEB	LOC108025749|XP_016951833.1|DBIA
OG0000667	LOC115623576|XP_030373834.1|SLEB	LOC108024249|XP_016949620.1|DBIA, LOC108024585|XP_016950077.1|DBIA
OG0000668	LOC115620304|XP_030369348.1|SLEB	LOC108025566|XP_016951584.1|DBIA
OG0000668	LOC115622050|XP_030371784.1|SLEB	LOC108031439|XP_016960357.1|DBIA
OG0000669	LOC115626945|XP_030378320.1|SLEB	LOC108025870|XP_016952035.1|DBIA
OG0000669	LOC115626693|XP_030377980.1|SLEB	LOC108025889|XP_016952059.1|DBIA
OG0000670	LOC115626707|XP_030378000.1|SLEB	LOC108021976|XP_016946306.1|DBIA
OG0000671	LOC115620863|XP_030370184.1|SLEB	LOC108031729|XP_016960894.1|DBIA
OG0000671	LOC115621283|XP_030370746.1|SLEB	LOC108024768|XP_016950370.1|DBIA
OG0000672	LOC115627870|XP_030379614.1|SLEB	LOC108025630|XP_016951655.1|DBIA
OG0000672	LOC115624926|XP_030375637.1|SLEB	LOC108024241|XP_016949611.1|DBIA
OG0000673	LOC115627417|XP_030378947.1|SLEB	LOC108036345|XP_016967905.1|DBIA
