Orthogroup	SLEB.longest_only	DERE.longest_only
OG0002374	LOC115621914|XP_030371610.1|SLEB	LOC6554269|XP_015008964.1|DERE
OG0002375	LOC115624037|XP_030374475.1|SLEB	LOC6553434|XP_001979240.2|DERE
OG0002376	LOC115625993|XP_030377097.1|SLEB	LOC6542481|XP_026835490.1|DERE
OG0002377	LOC115625060|XP_030375792.1|SLEB	LOC6552404|XP_001978930.1|DERE
OG0002378	LOC115622674|XP_030372548.1|SLEB	LOC6545022|XP_001972612.1|DERE
OG0002379	LOC115631570|XP_030384222.1|SLEB	LOC6547577|XP_001976216.1|DERE
OG0002380	LOC115629361|XP_030381673.1|SLEB	LOC6551334|XP_015011358.1|DERE
OG0002381	LOC115626713|XP_030378016.1|SLEB	LOC6549596|XP_001975664.1|DERE
OG0002382	LOC115627104|XP_030378521.1|SLEB	LOC6549685|XP_026837436.1|DERE
OG0002383	LOC115628329|XP_030380246.1|SLEB	LOC6545853|XP_026833559.1|DERE
OG0002384	LOC115630231|XP_030382644.1|SLEB	LOC6555622|XP_026837410.1|DERE
OG0002385	LOC115627979|XP_030379735.1|SLEB	LOC6555812|XP_026839219.1|DERE
OG0002386	LOC115623844|XP_030374245.1|SLEB	LOC6553937|XP_026839885.1|DERE
OG0002387	LOC115620570|XP_030369724.1|SLEB	LOC6554612|XP_026836547.1|DERE
OG0002388	LOC115625272|XP_030376135.1|SLEB	LOC6553114|XP_015010174.1|DERE
OG0002389	LOC115620296|XP_030369338.1|SLEB	LOC6554240|XP_001982149.1|DERE
OG0002390	LOC115630543|XP_030383013.1|SLEB	LOC6542093|XP_001969934.1|DERE
OG0002391	LOC115632949|XP_030386109.1|SLEB	LOC6548139|XP_001975231.1|DERE
OG0002392	LOC115622399|XP_030372188.1|SLEB	LOC6544267|XP_015013840.1|DERE
OG0002393	LOC115628294|XP_030380200.1|SLEB	LOC6544230|XP_001973046.2|DERE
OG0002394	LOC115625219|XP_030376059.1|SLEB	LOC6554671|XP_015009264.1|DERE
OG0002395	LOC115624348|XP_030374861.1|SLEB	LOC6551900|XP_001980615.1|DERE
OG0002396	LOC115626919|XP_030378291.1|SLEB	LOC6546768|XP_015011690.1|DERE
OG0002397	LOC115626081|XP_030377197.1|SLEB	LOC6541662|XP_001970817.2|DERE
OG0002398	LOC115633420|XP_030386739.1|SLEB	LOC6549892|XP_001977369.1|DERE
OG0002399	LOC115634456|XP_030388040.1|SLEB, LOC115624813|XP_030375519.1|SLEB	LOC6542773|XP_001970784.2|DERE
OG0002400	LOC115621720|XP_030371297.1|SLEB, LOC115630023|XP_030382549.1|SLEB	LOC6548187|XP_001975209.2|DERE
OG0002401	LOC115627918|XP_030379673.1|SLEB	LOC6555874|XP_026838994.1|DERE
OG0002402	LOC115625287|XP_030376158.1|SLEB	LOC6553260|XP_015009841.1|DERE
OG0002403	LOC115621324|XP_030370804.1|SLEB	LOC6553261|XP_001980151.1|DERE
OG0002404	LOC115620509|XP_030369628.1|SLEB	LOC6552015|XP_001978780.1|DERE
OG0002405	LOC115624222|XP_030374696.1|SLEB	LOC6552398|XP_001978924.1|DERE
OG0002406	LOC115622115|XP_030371819.1|SLEB	LOC6545268|XP_001973266.1|DERE
OG0002407	LOC115620394|XP_030369466.1|SLEB	LOC6554296|XP_026833636.1|DERE
OG0002408	LOC115625056|XP_030375778.1|SLEB	LOC6552206|XP_001978936.1|DERE
OG0002409	LOC115633107|XP_030386351.1|SLEB	LOC6545875|XP_026833674.1|DERE
OG0002410	LOC115623956|XP_030374381.1|SLEB	LOC6554101|XP_026839706.1|DERE
OG0002411	LOC115623530|XP_030373772.1|SLEB	LOC6552462|XP_001980880.1|DERE
OG0002412	LOC115628660|XP_030380687.1|SLEB	LOC26526330|XP_015015490.1|DERE
OG0002413	LOC115629846|XP_030382286.1|SLEB	LOC6551529|XP_026837950.1|DERE
OG0002414	LOC115633056|XP_030386261.1|SLEB	LOC6545581|XP_001971115.1|DERE
OG0002415	LOC115623387|XP_030373548.1|SLEB	LOC6553795|XP_015010086.1|DERE
OG0002416	LOC115627861|XP_030379582.1|SLEB	LOC6555817|XP_026839129.1|DERE
OG0002418	LOC115620589|XP_030369758.1|SLEB	LOC26527103|XP_026839306.1|DERE
OG0002419	LOC115629362|XP_030381676.1|SLEB	LOC6551006|XP_001976874.1|DERE
OG0002420	LOC115632828|XP_030385942.1|SLEB, LOC115632827|XP_030385940.1|SLEB	LOC6546047|XP_026833759.1|DERE
OG0002421	LOC115625415|XP_030376314.1|SLEB	LOC6554833|XP_001981989.1|DERE
OG0002422	LOC115623520|XP_030373761.1|SLEB	LOC6553461|XP_001979258.1|DERE
OG0002423	LOC115622335|XP_030372107.1|SLEB	LOC6543853|XP_026832673.1|DERE, LOC6543852|XP_001972353.2|DERE
OG0002424	LOC115628016|XP_030379806.1|SLEB	LOC6555878|XP_001982755.1|DERE
OG0002425	LOC115626778|XP_030378104.1|SLEB	LOC6550662|XP_001978070.1|DERE
OG0002426	LOC115623080|XP_030373139.1|SLEB	LOC6545122|XP_001971068.1|DERE
OG0002427	LOC115627865|XP_030379606.1|SLEB	LOC6555873|XP_001982750.1|DERE
OG0002428	LOC115627112|XP_030378538.1|SLEB	LOC6550421|XP_001977806.2|DERE
OG0002429	LOC115622869|XP_030372816.1|SLEB	LOC6546285|XP_015013471.1|DERE
OG0002430	LOC115629395|XP_030381709.1|SLEB	LOC6543222|XP_001970642.1|DERE
OG0002431	LOC115620073|XP_030369095.1|SLEB	LOC6547652|XP_001974810.1|DERE
OG0002432	LOC115627150|XP_030378588.1|SLEB	LOC6551281|XP_001976900.2|DERE
OG0002433	LOC115622016|XP_030371731.1|SLEB	LOC6553895|XP_001979568.1|DERE
OG0002434	LOC115628085|XP_030379922.1|SLEB	LOC6552125|XP_001980786.1|DERE
OG0002435	LOC115629480|XP_030381811.1|SLEB	LOC6551388|XP_026838540.1|DERE
OG0002436	LOC115620070|XP_030369086.1|SLEB	LOC6549514|XP_001975696.1|DERE
OG0002437	LOC115634559|XP_030388235.1|SLEB	LOC6549509|XP_001975731.3|DERE
OG0002438	LOC115627458|XP_030378988.1|SLEB	LOC6555719|XP_015008744.1|DERE
OG0002439	LOC115626255|XP_030377418.1|SLEB	LOC6543519|XP_026834752.1|DERE
OG0002440	LOC115632228|XP_030385148.1|SLEB	LOC6546357|XP_001972889.1|DERE
OG0002441	LOC115633933|XP_030387309.1|SLEB	LOC6541189|XP_026834348.1|DERE
OG0002442	LOC115624532|XP_030375116.1|SLEB	LOC6546742|XP_001974535.2|DERE
OG0002443	LOC115629147|XP_030381370.1|SLEB	LOC6547211|XP_015012542.1|DERE
OG0002444	LOC115624620|XP_030375230.1|SLEB	LOC6548327|XP_026835849.1|DERE
OG0002445	LOC115625329|XP_030376217.1|SLEB	LOC6549156|XP_001975716.1|DERE
OG0002446	LOC115631021|XP_030383500.1|SLEB	LOC6549074|XP_001975593.1|DERE
OG0002447	LOC115622195|XP_030371946.1|SLEB, LOC115630210|XP_030382638.1|SLEB, LOC115630211|XP_030382639.1|SLEB	LOC6545381|XP_001972588.2|DERE
OG0002448	LOC115621395|XP_030370900.1|SLEB	LOC6548185|XP_001975094.1|DERE
OG0002449	LOC115630118|XP_030382593.1|SLEB	LOC6548340|XP_001975296.1|DERE
OG0002450	LOC115624096|XP_030374545.1|SLEB	LOC6551972|XP_001980657.1|DERE
OG0002451	LOC115634330|XP_030387847.1|SLEB	LOC6542376|XP_001970402.1|DERE
OG0002452	LOC115634006|XP_030387392.1|SLEB	LOC6548473|XP_001975192.1|DERE
OG0002453	LOC115623695|XP_030374033.1|SLEB	LOC6548472|XP_001975191.1|DERE
OG0002454	LOC115622627|XP_030372494.1|SLEB	LOC6545226|XP_015013606.1|DERE
OG0002455	LOC115622475|XP_030372279.1|SLEB	LOC6545200|XP_001971061.1|DERE
OG0002456	LOC115624950|XP_030375661.1|SLEB	LOC113564333|XP_026836793.1|DERE
OG0002457	LOC115619962|XP_030368853.1|SLEB	LOC6541573|XP_015014725.1|DERE
OG0002458	LOC115624895|XP_030375607.1|SLEB	LOC6541727|XP_001969985.1|DERE
OG0002459	LOC115627098|XP_030378518.1|SLEB	LOC6549546|XP_001975752.1|DERE
OG0002460	LOC115624947|XP_030375658.1|SLEB	LOC6547778|XP_001976573.1|DERE
OG0002461	LOC115634616|XP_030388324.1|SLEB	LOC6548231|XP_001975263.1|DERE
OG0002462	LOC115634446|XP_030388029.1|SLEB	LOC6547098|XP_015012166.1|DERE
OG0002463	LOC115626822|XP_030378166.1|SLEB	LOC6548399|XP_001976531.2|DERE
OG0002464	LOC115624736|XP_030375421.1|SLEB	LOC6546739|XP_001974532.1|DERE
OG0002465	LOC115624655|XP_030375296.1|SLEB	LOC6541971|XP_001970787.1|DERE
OG0002466	LOC115627784|XP_030379454.1|SLEB	LOC6555860|XP_026839368.1|DERE, LOC113563688|XP_026839119.1|DERE
OG0002467	LOC115622344|XP_030372116.1|SLEB	LOC6544505|XP_001971993.1|DERE
OG0002468	LOC115634111|XP_030387534.1|SLEB	LOC6545285|XP_001972628.3|DERE
OG0002469	LOC115621804|XP_030371447.1|SLEB	LOC6552069|XP_026836099.1|DERE
OG0002470	LOC115621985|XP_030371702.1|SLEB	LOC6542926|XP_001970395.1|DERE
OG0002471	LOC115634817|XP_030388595.1|SLEB	LOC6541425|XP_015015027.1|DERE
OG0002472	LOC115629441|XP_030381754.1|SLEB, LOC115630093|XP_030382579.1|SLEB	LOC6546849|XP_001975951.1|DERE
OG0002473	LOC115624669|XP_030375322.1|SLEB	LOC6546959|XP_001976028.1|DERE
OG0002474	LOC115622898|XP_030372877.1|SLEB	LOC6544111|XP_015014038.1|DERE
OG0002475	LOC115621671|XP_030371242.1|SLEB	LOC6555466|XP_001981224.1|DERE
OG0002476	LOC115619978|XP_030368875.1|SLEB	LOC6546680|XP_001974507.1|DERE
OG0002477	LOC115632990|XP_030386173.1|SLEB	LOC6547266|XP_001974872.1|DERE
OG0002478	LOC115627076|XP_030378523.1|SLEB	LOC6547200|XP_001974786.3|DERE
OG0002479	LOC115624756|XP_030375448.1|SLEB	LOC6549369|XP_001975679.1|DERE
OG0002480	LOC115634254|XP_030387708.1|SLEB	LOC6541861|XP_026838602.1|DERE
OG0002481	LOC115629104|XP_030381286.1|SLEB	LOC6555710|XP_001982554.1|DERE
OG0002482	LOC115634245|XP_030387699.1|SLEB	LOC6549602|XP_001975735.3|DERE
OG0002483	LOC115624229|XP_030374709.1|SLEB	LOC6548206|XP_001976485.1|DERE
OG0002484	LOC115621714|XP_030371288.1|SLEB	LOC6546705|XP_001974521.1|DERE
OG0002485	LOC115630963|XP_030383401.1|SLEB	LOC6541017|XP_026835341.1|DERE
OG0002486	LOC115624749|XP_030375437.1|SLEB	LOC6545797|XP_001973425.1|DERE
OG0002487	LOC115625836|XP_030376895.1|SLEB	LOC6548515|XP_026838654.1|DERE
OG0002488	LOC115624607|XP_030375217.1|SLEB	LOC6548107|XP_001975148.1|DERE
OG0002489	LOC115621007|XP_030370390.1|SLEB	LOC6545256|XP_015012998.1|DERE
OG0002490	LOC115634007|XP_030387393.1|SLEB	LOC6547269|XP_001974874.1|DERE
OG0002491	LOC115633101|XP_030386341.1|SLEB	LOC6543926|XP_001973661.1|DERE
OG0002492	LOC115620547|XP_030369693.1|SLEB	LOC6546999|XP_001974622.1|DERE
OG0002493	LOC115626982|XP_030378361.1|SLEB	LOC6542561|XP_001970411.3|DERE
OG0002494	LOC115623923|XP_030374340.1|SLEB	LOC6551987|XP_001980795.2|DERE
OG0002495	LOC115622644|XP_030372550.1|SLEB	LOC6548993|XP_001975544.1|DERE
OG0002496	LOC115625351|XP_030376245.1|SLEB	LOC6554456|XP_001981715.1|DERE
OG0002497	LOC115633163|XP_030386434.1|SLEB	LOC6544748|XP_001973210.3|DERE
OG0002498	LOC115622424|XP_030372219.1|SLEB	LOC6543728|XP_026832835.1|DERE
OG0002499	LOC115622805|XP_030372733.1|SLEB	LOC6545069|XP_026833737.1|DERE
OG0002500	LOC115621795|XP_030371429.1|SLEB	LOC6550388|XP_001977770.1|DERE, LOC6554179|XP_001981489.1|DERE
OG0002501	LOC115630701|XP_030383213.1|SLEB	LOC113564100|XP_026834789.1|DERE, LOC6543503|XP_001968724.2|DERE
OG0002502	LOC115633537|XP_030386857.1|SLEB	LOC6546865|XP_001976061.1|DERE
OG0002503	LOC115628194|XP_030380047.1|SLEB	LOC113564613|XP_026838677.1|DERE
OG0002504	LOC115622209|XP_030371965.1|SLEB	LOC6545013|XP_001972603.2|DERE
OG0002505	LOC115627972|XP_030379727.1|SLEB	LOC6547926|XP_001975033.1|DERE, LOC6547927|XP_001975034.1|DERE
OG0002508	LOC115627542|XP_030379110.1|SLEB	LOC6550236|XP_001977687.1|DERE
OG0002509	LOC115634623|XP_030388340.1|SLEB	LOC6542249|XP_001970593.1|DERE
OG0002510	LOC115628855|XP_030380965.1|SLEB	LOC6549965|XP_001978738.1|DERE
OG0002511	LOC115620916|XP_030370273.1|SLEB	LOC6553614|XP_026831574.1|DERE
OG0002512	LOC115627982|XP_030379738.1|SLEB	LOC6555814|XP_026839048.1|DERE
OG0002513	LOC115620419|XP_030369503.1|SLEB	LOC6552278|XP_001980758.1|DERE
OG0002514	LOC115624603|XP_030375208.1|SLEB	LOC6545540|XP_001971105.1|DERE
OG0002516	LOC115624027|XP_030374464.1|SLEB	LOC6554573|XP_026834249.1|DERE
OG0002517	LOC115627606|XP_030379190.1|SLEB	LOC6551126|XP_015010664.2|DERE
OG0002518	LOC115620283|XP_030369317.1|SLEB	LOC6551860|XP_001979657.1|DERE
OG0002519	LOC115629619|XP_030381981.1|SLEB	LOC6547815|XP_001975002.1|DERE
OG0002520	LOC115627509|XP_030379063.1|SLEB	LOC6551193|XP_001977027.1|DERE
OG0002521	LOC115627690|XP_030379293.1|SLEB	LOC6550136|XP_001977665.2|DERE
OG0002522	LOC115621160|XP_030370580.1|SLEB	LOC6551854|XP_001979651.1|DERE
OG0002523	LOC115625099|XP_030375863.1|SLEB	LOC6554855|XP_001981099.1|DERE
OG0002524	LOC115629804|XP_030382226.1|SLEB	LOC6550944|XP_001976964.2|DERE
OG0002525	LOC115622214|XP_030371969.1|SLEB	LOC6544278|XP_001971975.1|DERE
OG0002526	LOC115620424|XP_030369511.1|SLEB	LOC6553034|XP_001980039.1|DERE
OG0002528	LOC115628806|XP_030380879.1|SLEB	LOC6551687|XP_026838068.1|DERE
OG0002529	LOC115621185|XP_030370619.1|SLEB	LOC6552509|XP_001979817.2|DERE
OG0002530	LOC115625808|XP_030376850.1|SLEB	LOC6549087|XP_001974226.1|DERE
OG0002531	LOC115626428|XP_030377661.1|SLEB	LOC6543453|XP_026834912.1|DERE
OG0002532	LOC115628075|XP_030379909.1|SLEB	LOC6544879|XP_026833217.1|DERE
OG0002533	LOC115626735|XP_030378042.1|SLEB	LOC6549694|XP_026837634.1|DERE
OG0002534	LOC115629335|XP_030381645.1|SLEB	LOC6546939|XP_001976048.1|DERE
OG0002535	LOC115633953|XP_030387333.1|SLEB	LOC6545355|XP_001973295.1|DERE
OG0002536	LOC115621066|XP_030370451.1|SLEB	LOC26526242|XP_015009370.1|DERE
OG0002537	LOC115634580|XP_030388273.1|SLEB	LOC6548412|XP_001976523.2|DERE
OG0002539	LOC115634715|XP_030388458.1|SLEB	LOC6548405|XP_001976671.1|DERE
OG0002540	LOC115621578|XP_030371128.1|SLEB	LOC6553038|XP_001980043.1|DERE
OG0002541	LOC115627779|XP_030379448.1|SLEB	LOC6550206|XP_001977562.1|DERE
OG0002542	LOC115626647|XP_030377912.1|SLEB	LOC6550462|XP_001977789.1|DERE
OG0002543	LOC115627179|XP_030378640.1|SLEB	LOC6551037|XP_001978304.1|DERE
OG0002544	LOC115620223|XP_030369224.1|SLEB	LOC6555258|XP_001982299.3|DERE
OG0002545	LOC115626710|XP_030378005.1|SLEB	LOC6555636|XP_001982520.1|DERE
OG0002547	LOC115628877|XP_030380993.1|SLEB	LOC6551329|XP_001978419.1|DERE
OG0002548	LOC115627864|XP_030379601.1|SLEB	LOC6551303|XP_001978402.1|DERE
OG0002549	LOC115627127|XP_030378558.1|SLEB	LOC6550051|XP_001977517.1|DERE
OG0002550	LOC115628695|XP_030380733.1|SLEB	LOC6550863|XP_026837480.1|DERE
OG0002551	LOC115621138|XP_030370551.1|SLEB	LOC6554201|XP_001981037.1|DERE
OG0002552	LOC115625730|XP_030376741.1|SLEB	LOC6548806|XP_001974086.1|DERE
OG0002553	LOC115627499|XP_030379046.1|SLEB	LOC6549695|XP_026837631.1|DERE
OG0002554	LOC115626783|XP_030378108.1|SLEB	LOC6551247|XP_001978435.1|DERE
OG0002555	LOC115627263|XP_030378751.1|SLEB	LOC6550838|XP_001977003.1|DERE
OG0002556	LOC115626336|XP_030377541.1|SLEB	LOC6543472|XP_001969503.1|DERE
OG0002557	LOC115633035|XP_030386239.1|SLEB	LOC6550834|XP_001978276.1|DERE
OG0002558	LOC115620595|XP_030369765.1|SLEB	LOC6554337|XP_001982101.1|DERE
OG0002559	LOC115628077|XP_030379910.1|SLEB	LOC6541859|XP_015014681.1|DERE
OG0002560	LOC115620522|XP_030369648.1|SLEB	LOC6553463|XP_026839578.1|DERE
OG0002561	LOC115620350|XP_030369411.1|SLEB	LOC6553804|XP_001979561.3|DERE
OG0002562	LOC115627250|XP_030378736.1|SLEB	LOC6551366|XP_026838855.1|DERE
OG0002563	LOC115627248|XP_030378733.1|SLEB	LOC6550081|XP_026838371.1|DERE
OG0002564	LOC115620254|XP_030369264.1|SLEB	LOC6555350|XP_001981200.1|DERE
OG0002565	LOC115621236|XP_030370687.1|SLEB	LOC6552416|XP_001980861.1|DERE
OG0002566	LOC115620364|XP_030369429.1|SLEB	LOC6551859|XP_001979656.3|DERE
OG0002567	LOC115629877|XP_030382335.1|SLEB	LOC6551194|XP_026838835.1|DERE
OG0002568	LOC115626895|XP_030378265.1|SLEB	LOC6552676|XP_001980915.1|DERE
OG0002569	LOC115625221|XP_030376064.1|SLEB	LOC6544549|XP_001973471.1|DERE
OG0002570	LOC115621653|XP_030371216.1|SLEB	LOC6551817|XP_001979624.1|DERE
OG0002571	LOC115621675|XP_030371246.1|SLEB	LOC6551819|XP_001979626.2|DERE
OG0002572	LOC115634285|XP_030387798.1|SLEB	LOC6547516|XP_001974853.1|DERE
OG0002573	LOC115621416|XP_030370925.1|SLEB	LOC6551842|XP_001979639.1|DERE
OG0002574	LOC115620657|XP_030369867.1|SLEB	LOC6551856|XP_001979653.1|DERE
OG0002575	LOC115623620|XP_030373902.1|SLEB	LOC6554052|XP_015010083.1|DERE
OG0002576	LOC115627182|XP_030378643.1|SLEB	LOC6549988|XP_026837806.1|DERE
OG0002577	LOC115632339|XP_030385303.1|SLEB	LOC6543616|XP_026832846.1|DERE
OG0002578	LOC115630596|XP_030383075.1|SLEB	LOC6540659|XP_001968676.1|DERE
OG0002579	LOC115631872|XP_030384580.1|SLEB	LOC6542315|XP_001969784.1|DERE
OG0002580	LOC115633807|XP_030387151.1|SLEB	LOC6546672|XP_001975865.1|DERE
OG0002581	LOC115621016|XP_030370396.1|SLEB	LOC6555309|XP_026831460.1|DERE
OG0002582	LOC115628093|XP_030379930.1|SLEB	LOC6552314|XP_001980767.2|DERE
OG0002583	LOC115621615|XP_030371170.1|SLEB	LOC6552041|XP_026831919.1|DERE
OG0002584	LOC115633037|XP_030386245.1|SLEB	LOC6543556|XP_015014079.1|DERE
OG0002585	LOC115634021|XP_030387413.1|SLEB	LOC6543555|XP_001973316.1|DERE
OG0002586	LOC115620328|XP_030369382.1|SLEB	LOC6554072|XP_001979582.2|DERE
OG0002587	LOC115620684|XP_030369913.1|SLEB	LOC6552791|XP_001981002.2|DERE
OG0002588	LOC115620442|XP_030369530.1|SLEB	LOC6552274|XP_026831922.1|DERE
OG0002589	LOC115620623|XP_030369810.1|SLEB	LOC6555239|XP_001981646.2|DERE
OG0002590	LOC115627630|XP_030379226.1|SLEB	LOC6549670|XP_001977456.1|DERE
OG0002591	LOC115620668|XP_030369884.1|SLEB	LOC6555141|XP_001981152.1|DERE
OG0002592	LOC115621610|XP_030371163.1|SLEB	LOC6554446|XP_026839740.1|DERE
OG0002593	LOC115621178|XP_030370602.1|SLEB	LOC6554451|XP_001981519.2|DERE
OG0002594	LOC115620759|XP_030370016.1|SLEB	LOC6552842|XP_026839669.1|DERE
OG0002595	LOC115620212|XP_030369209.1|SLEB	LOC6554070|XP_001979580.1|DERE
OG0002596	LOC115621124|XP_030370530.1|SLEB	LOC6553535|XP_026837670.1|DERE
OG0002597	LOC115620726|XP_030369966.1|SLEB	LOC6552106|XP_001980700.1|DERE
OG0002598	LOC115620194|XP_030369185.1|SLEB	LOC6554896|XP_001982207.2|DERE
OG0002599	LOC115628083|XP_030379920.1|SLEB	LOC6552315|XP_026839822.1|DERE
OG0002600	LOC115620345|XP_030369409.1|SLEB	LOC6541688|XP_001969121.1|DERE
OG0002601	LOC115623876|XP_030374284.1|SLEB	LOC6553626|XP_001979284.1|DERE
OG0002602	LOC115621853|XP_030371525.1|SLEB	LOC6555426|XP_001981441.1|DERE
OG0002603	LOC115621625|XP_030371181.1|SLEB	LOC6554225|XP_026832064.1|DERE
OG0002604	LOC115621781|XP_030371396.1|SLEB	LOC6554226|XP_001981243.1|DERE
OG0002605	LOC115620690|XP_030369919.1|SLEB	LOC6553640|XP_001980371.1|DERE
OG0002606	LOC115621484|XP_030371005.1|SLEB	LOC6553424|XP_026835953.1|DERE
OG0002607	LOC115621488|XP_030371014.1|SLEB	LOC6553575|XP_001979246.1|DERE
OG0002608	LOC115625145|XP_030375926.1|SLEB	LOC6553315|XP_001980159.1|DERE
OG0002609	LOC115632020|XP_030384827.1|SLEB	LOC6546778|XP_001976005.1|DERE
OG0002610	LOC115623660|XP_030373978.1|SLEB	LOC6553422|XP_001979320.1|DERE
OG0002611	LOC115625517|XP_030376441.1|SLEB	LOC6552305|XP_001980830.1|DERE
OG0002612	LOC115620887|XP_030370229.1|SLEB	LOC6553774|XP_001979441.1|DERE
OG0002613	LOC115620505|XP_030369620.1|SLEB	LOC6554350|XP_015009295.1|DERE
OG0002614	LOC115621173|XP_030370597.1|SLEB	LOC6554203|XP_001981668.2|DERE
OG0002615	LOC115633443|XP_030386756.1|SLEB	LOC6546291|XP_001971314.1|DERE
OG0002616	LOC115620844|XP_030370143.1|SLEB	LOC6554358|XP_001981533.1|DERE
OG0002617	LOC115628078|XP_030379912.1|SLEB	LOC6552126|XP_001980787.1|DERE
OG0002618	LOC115621963|XP_030371671.1|SLEB	LOC6552153|XP_001978826.1|DERE
OG0002619	LOC115625432|XP_030376334.1|SLEB	LOC6552233|XP_026831801.1|DERE
OG0002620	LOC115625616|XP_030376613.1|SLEB	LOC6554712|XP_026831503.1|DERE
OG0002621	LOC115620703|XP_030369936.1|SLEB	LOC6554917|XP_001982239.1|DERE
OG0002622	LOC115632182|XP_030385076.1|SLEB	LOC6544836|XP_001973196.1|DERE
OG0002623	LOC115620823|XP_030370113.1|SLEB	LOC6552415|XP_001980860.1|DERE
OG0002624	LOC115621141|XP_030370558.1|SLEB	LOC6555393|XP_001982349.1|DERE
OG0002625	LOC115620732|XP_030369978.1|SLEB	LOC6555421|XP_026839854.1|DERE
OG0002626	LOC115626689|XP_030377977.1|SLEB	LOC6551636|XP_001978584.1|DERE
OG0002627	LOC115620261|XP_030369272.1|SLEB	LOC6555171|XP_015008846.1|DERE
OG0002628	LOC115621433|XP_030370945.1|SLEB	LOC6552707|XP_026839464.1|DERE
OG0002629	LOC115625375|XP_030376273.1|SLEB	LOC6551804|XP_026831800.1|DERE
OG0002630	LOC115623637|XP_030373939.1|SLEB	LOC6553108|XP_001980103.1|DERE
OG0002631	LOC115621075|XP_030370464.1|SLEB	LOC6554145|XP_001981904.1|DERE
OG0002632	LOC115621754|XP_030371348.1|SLEB	LOC6552607|XP_001979887.1|DERE
OG0002633	LOC115620221|XP_030369221.1|SLEB	LOC26526922|XP_015010539.1|DERE
OG0002634	LOC115629457|XP_030381783.1|SLEB	LOC6552652|XP_026832124.1|DERE
OG0002635	LOC115621387|XP_030370881.1|SLEB	LOC6552262|XP_001980743.1|DERE
OG0002636	LOC115620698|XP_030369929.1|SLEB	LOC6552021|XP_001978786.1|DERE
OG0002637	LOC115631430|XP_030384022.1|SLEB	LOC6543010|XP_026835569.1|DERE
OG0002638	LOC115622023|XP_030371742.1|SLEB	LOC6554117|XP_001981272.2|DERE
OG0002639	LOC115623360|XP_030373505.1|SLEB	LOC6553990|XP_026832135.1|DERE
OG0002640	LOC115622008|XP_030371723.1|SLEB	LOC6553394|XP_001980219.1|DERE
OG0002641	LOC115621212|XP_030370654.1|SLEB	LOC6553391|XP_001980216.1|DERE
OG0002642	LOC115621372|XP_030370859.1|SLEB	LOC6553380|XP_001980215.1|DERE
OG0002643	LOC115620654|XP_030369864.1|SLEB	LOC6553379|XP_026839782.1|DERE
OG0002644	LOC115621706|XP_030371273.1|SLEB, LOC115625645|XP_030376632.1|SLEB	LOC6552955|XP_001979043.1|DERE
OG0002645	LOC115620851|XP_030370155.1|SLEB	LOC6552949|XP_015009571.1|DERE
OG0002646	LOC115625255|XP_030376110.1|SLEB	LOC6554648|XP_001981972.2|DERE
OG0002647	LOC115621276|XP_030370739.1|SLEB	LOC6552934|XP_001981011.1|DERE
OG0002648	LOC115625164|XP_030375956.1|SLEB	LOC6553574|XP_026839497.1|DERE
OG0002649	LOC115622809|XP_030372737.1|SLEB	LOC6552957|XP_026832129.1|DERE
OG0002650	LOC115629503|XP_030381842.1|SLEB, LOC115620797|XP_030370076.1|SLEB, LOC115633410|XP_030386714.1|SLEB	LOC6552935|XP_026832051.1|DERE
OG0002651	LOC115623690|XP_030374021.1|SLEB	LOC6553317|XP_026831528.1|DERE
OG0002652	LOC115621707|XP_030371274.1|SLEB	LOC6553511|XP_026836404.1|DERE
OG0002653	LOC115620270|XP_030369292.1|SLEB	LOC6555456|XP_001981456.1|DERE
OG0002654	LOC115622037|XP_030371764.1|SLEB	LOC6555459|XP_026839826.1|DERE
OG0002655	LOC115620640|XP_030369840.1|SLEB	LOC6553776|XP_026831923.1|DERE
OG0002656	LOC115620490|XP_030369590.1|SLEB	LOC6552748|XP_026839385.1|DERE
OG0002657	LOC115621418|XP_030370927.1|SLEB	LOC6552263|XP_001980744.1|DERE
OG0002658	LOC115620761|XP_030370021.1|SLEB	LOC6554863|XP_001981106.1|DERE
OG0002659	LOC115620541|XP_030369684.1|SLEB	LOC6555353|XP_001981432.1|DERE
OG0002660	LOC115627484|XP_030379023.1|SLEB	LOC6550956|XP_001978238.1|DERE
OG0002661	LOC115621606|XP_030371158.1|SLEB	LOC6554271|XP_015009209.1|DERE
OG0002662	LOC115634716|XP_030388459.1|SLEB	LOC6548407|XP_015011507.1|DERE
OG0002663	LOC115625051|XP_030375764.1|SLEB	LOC6554948|XP_001982018.1|DERE
OG0002664	LOC115631578|XP_030384232.1|SLEB	LOC6542930|XP_026835555.1|DERE
OG0002665	LOC115632028|XP_030384839.1|SLEB	LOC6543003|XP_001970502.1|DERE
OG0002666	LOC115634560|XP_030388236.1|SLEB	LOC6541811|XP_026835486.1|DERE
OG0002667	LOC115628039|XP_030379846.1|SLEB	LOC6543263|XP_001969102.1|DERE
OG0002668	LOC115628285|XP_030380182.1|SLEB	LOC6545847|XP_026833556.1|DERE
OG0002669	LOC115628488|XP_030380476.1|SLEB	LOC6542232|XP_001969212.1|DERE
OG0002670	LOC115632128|XP_030384994.1|SLEB	LOC6543832|XP_026833811.1|DERE
OG0002671	LOC115632211|XP_030385126.1|SLEB	LOC6543836|XP_015013719.1|DERE
