Orthogroup	SLEB.longest_only	DSUB.longest_only
OG0000391	LOC115625692|XP_030376696.1|SLEB	LOC117890856|XP_034651833.1|DSUB
OG0000391	LOC115627082|XP_030378494.1|SLEB	LOC117891397|XP_034652731.1|DSUB
OG0000392	LOC115628606|XP_030380650.1|SLEB	LOC117901576|XP_034668266.1|DSUB
OG0000392	LOC115628605|XP_030380649.1|SLEB	LOC117901771|XP_034668559.1|DSUB
OG0000393	LOC115630547|XP_030383016.1|SLEB	LOC117902199|XP_034669291.1|DSUB
OG0000393	LOC115630548|XP_030383018.1|SLEB	LOC117902201|XP_034669305.1|DSUB
OG0000394	LOC115630035|XP_030382527.1|SLEB	LOC117903144|XP_034670874.1|DSUB
OG0000395	LOC115623008|XP_030373039.1|SLEB	LOC117894769|XP_034657878.1|DSUB
OG0000395	LOC115622275|XP_030372036.1|SLEB	LOC117893522|XP_034656053.1|DSUB, LOC117894776|XP_034657893.1|DSUB
OG0000396	LOC115632052|XP_030384886.1|SLEB	LOC117901487|XP_034668145.1|DSUB
OG0000398	LOC115634355|XP_030387875.1|SLEB, LOC115620787|XP_030370067.1|SLEB	LOC117892430|XP_034654558.1|DSUB, LOC117892428|XP_034654557.1|DSUB, LOC117890566|XP_034651391.1|DSUB, LOC117892499|XP_034654707.1|DSUB, LOC117893539|XP_034656082.1|DSUB
OG0000399	LOC115625106|XP_030375869.1|SLEB	LOC117896903|XP_034661330.1|DSUB
OG0000399	LOC115625369|XP_030376265.1|SLEB, LOC115625363|XP_030376260.1|SLEB	LOC117896902|XP_034661328.1|DSUB
OG0000400	LOC115627473|XP_030379009.1|SLEB	LOC117903030|XP_034670652.1|DSUB
OG0000400	LOC115627608|XP_030379197.1|SLEB	LOC117903029|XP_034670651.1|DSUB
OG0000401	LOC115632886|XP_030386025.1|SLEB	LOC117893900|XP_034656569.1|DSUB
OG0000401	LOC115627955|XP_030379709.1|SLEB	LOC117898664|XP_034664134.1|DSUB
OG0000402	LOC115629698|XP_030382077.1|SLEB	LOC117903357|XP_034671202.1|DSUB
OG0000403	LOC115620470|XP_030369561.1|SLEB	LOC117896471|XP_034660696.1|DSUB
OG0000403	LOC115634726|XP_030388468.1|SLEB	LOC117889979|XP_034650451.1|DSUB
OG0000404	LOC115620247|XP_030369256.1|SLEB	LOC117897976|XP_034662979.1|DSUB, LOC117897975|XP_034662978.1|DSUB
OG0000405	LOC115629105|XP_030381287.1|SLEB	LOC117898907|XP_034664490.1|DSUB
OG0000405	LOC115621256|XP_030370712.1|SLEB	LOC117896128|XP_034660076.1|DSUB
OG0000406	LOC115622181|XP_030371929.1|SLEB	LOC117893571|XP_034656133.1|DSUB
OG0000406	LOC115626215|XP_030377374.1|SLEB	LOC117890780|XP_034651742.1|DSUB
OG0000407	LOC115623259|XP_030373389.1|SLEB	LOC117895239|XP_034658639.1|DSUB, LOC117895366|XP_034658844.1|DSUB
OG0000407	LOC115633064|XP_030386285.1|SLEB	LOC117895365|XP_034658840.1|DSUB
OG0000408	LOC115626543|XP_030377781.1|SLEB	LOC117896860|XP_034661280.1|DSUB
OG0000408	LOC115628619|XP_030380663.1|SLEB	LOC117901988|XP_034668889.1|DSUB
OG0000409	LOC115633694|XP_030387011.1|SLEB	LOC117890143|XP_034650722.1|DSUB
OG0000409	LOC115622724|XP_030372628.1|SLEB	LOC117891773|XP_034653327.1|DSUB
OG0000410	LOC115630809|XP_030383337.1|SLEB	LOC117901463|XP_034668111.1|DSUB
OG0000411	LOC115623354|XP_030373497.1|SLEB	LOC117898376|XP_034663608.1|DSUB
OG0000411	LOC115626310|XP_030377505.1|SLEB	LOC117901893|XP_034668745.1|DSUB
OG0000412	LOC115624563|XP_030375152.1|SLEB	LOC117891981|XP_034653747.1|DSUB
OG0000412	LOC115633113|XP_030386358.1|SLEB	LOC117893015|XP_034655262.1|DSUB
OG0000413	LOC115623772|XP_030374168.1|SLEB	LOC117899156|XP_034664896.1|DSUB, LOC117899164|XP_034664913.1|DSUB
OG0000413	LOC115623920|XP_030374337.1|SLEB, LOC115623918|XP_030374334.1|SLEB	LOC117898759|XP_034664274.1|DSUB
OG0000414	LOC115624742|XP_030375429.1|SLEB	LOC117890475|XP_034651229.1|DSUB
OG0000415	LOC115619954|XP_030368843.1|SLEB	LOC117892016|XP_034653799.1|DSUB
OG0000415	LOC115619956|XP_030368844.1|SLEB	LOC117892015|XP_034653798.1|DSUB
OG0000416	LOC115627013|XP_030378394.1|SLEB	LOC117889639|XP_034649988.1|DSUB
OG0000416	LOC115629177|XP_030381411.1|SLEB	LOC117892274|XP_034654328.1|DSUB
OG0000417	LOC115625178|XP_030376002.1|SLEB	LOC117897621|XP_034662478.1|DSUB
OG0000417	LOC115620783|XP_030370052.1|SLEB	LOC117897750|XP_034662680.1|DSUB
OG0000418	LOC115628876|XP_030380992.1|SLEB	LOC117889852|XP_034650246.1|DSUB
OG0000418	LOC115627496|XP_030379044.1|SLEB	LOC117899642|XP_034665704.1|DSUB
OG0000419	LOC115634225|XP_030387677.1|SLEB	LOC117891270|XP_034652535.1|DSUB
OG0000419	LOC115629569|XP_030381921.1|SLEB	LOC117903263|XP_034671057.1|DSUB
OG0000421	LOC115626292|XP_030377476.1|SLEB	LOC117900085|XP_034666181.1|DSUB
OG0000421	LOC115631970|XP_030384729.1|SLEB	LOC117902049|XP_034669006.1|DSUB
OG0000422	LOC115621841|XP_030371512.1|SLEB	LOC117896311|XP_034660427.1|DSUB
OG0000423	LOC115632151|XP_030385032.1|SLEB	LOC117890165|XP_034650752.1|DSUB
OG0000423	LOC115634186|XP_030387633.1|SLEB	LOC117890166|XP_034650753.1|DSUB
OG0000424	LOC115631983|XP_030384753.1|SLEB	LOC117890930|XP_034651955.1|DSUB
OG0000424	LOC115633676|XP_030386989.1|SLEB, LOC115628066|XP_030379897.1|SLEB	LOC117890903|XP_034651889.1|DSUB
OG0000425	LOC115634281|XP_030387775.1|SLEB, LOC115620163|XP_030369151.1|SLEB	LOC117892103|XP_034654002.1|DSUB
OG0000425	LOC115624910|XP_030375619.1|SLEB	LOC117891983|XP_034653750.1|DSUB
OG0000426	LOC115632134|XP_030385010.1|SLEB	LOC117892067|XP_034653945.1|DSUB
OG0000427	LOC115630524|XP_030382988.1|SLEB	LOC117893586|XP_034656149.1|DSUB
OG0000428	LOC115632132|XP_030385001.1|SLEB	LOC117894173|XP_034656968.1|DSUB, LOC117894172|XP_034656967.1|DSUB
OG0000428	LOC115632131|XP_030384999.1|SLEB	LOC117894175|XP_034656971.1|DSUB
OG0000429	LOC115634048|XP_030387452.1|SLEB	LOC117889707|XP_034650019.1|DSUB
OG0000430	LOC115621619|XP_030371174.1|SLEB	LOC117896917|XP_034661347.1|DSUB
OG0000430	LOC115624004|XP_030374435.1|SLEB	LOC117896709|XP_034661056.1|DSUB, LOC117896708|XP_034661055.1|DSUB
OG0000433	LOC115627040|XP_030378432.1|SLEB	LOC117889594|XP_034649895.1|DSUB
OG0000433	LOC115622874|XP_030372824.1|SLEB	LOC117895488|XP_034659069.1|DSUB
OG0000434	LOC115620785|XP_030370059.1|SLEB	LOC117897784|XP_034662724.1|DSUB
OG0000434	LOC115620044|XP_030369023.1|SLEB	LOC117892140|XP_034654069.1|DSUB
OG0000435	LOC115627968|XP_030379722.1|SLEB	LOC117892221|XP_034654216.1|DSUB
OG0000437	LOC115629368|XP_030381686.1|SLEB, LOC115628646|XP_030380674.1|SLEB	LOC117901454|XP_034668094.1|DSUB
OG0000437	LOC115630407|XP_030382798.1|SLEB	LOC117900219|XP_034666394.1|DSUB
OG0000438	LOC115621779|XP_030371394.1|SLEB	LOC117892835|XP_034655082.1|DSUB, LOC117897432|XP_034662161.1|DSUB
OG0000439	LOC115626416|XP_030377644.1|SLEB	LOC117901405|XP_034668030.1|DSUB
OG0000439	LOC115622178|XP_030371926.1|SLEB	LOC117893468|XP_034655982.1|DSUB
OG0000440	LOC115632822|XP_030385936.1|SLEB	LOC117891731|XP_034653215.1|DSUB
OG0000440	LOC115621641|XP_030371204.1|SLEB	LOC117890865|XP_034651843.1|DSUB
OG0000441	LOC115625376|XP_030376310.1|SLEB	LOC117891894|XP_034653588.1|DSUB
OG0000441	LOC115625478|XP_030376426.1|SLEB	LOC117891893|XP_034653587.1|DSUB
OG0000442	LOC115628380|XP_030380321.1|SLEB	LOC117893574|XP_034656136.1|DSUB
OG0000443	LOC115622480|XP_030372285.1|SLEB, LOC115622482|XP_030372286.1|SLEB	LOC117892944|XP_034655158.1|DSUB
OG0000443	LOC115622808|XP_030372736.1|SLEB	LOC117892943|XP_034655157.1|DSUB
OG0000444	LOC115628613|XP_030380657.1|SLEB	LOC117900652|XP_034666976.1|DSUB
OG0000444	LOC115626051|XP_030377163.1|SLEB	LOC117900642|XP_034666964.1|DSUB
OG0000446	LOC115629768|XP_030382180.1|SLEB	LOC117891520|XP_034652911.1|DSUB
OG0000446	LOC115634410|XP_030387966.1|SLEB	LOC117891190|XP_034652415.1|DSUB
OG0000447	LOC115628286|XP_030380183.1|SLEB	LOC117893569|XP_034656131.1|DSUB
OG0000448	LOC115621335|XP_030370816.1|SLEB	LOC117897812|XP_034662752.1|DSUB
OG0000449	LOC115632130|XP_030384997.1|SLEB	LOC117893499|XP_034656026.1|DSUB
OG0000449	LOC115625806|XP_030376848.1|SLEB	LOC117902270|XP_034669421.1|DSUB
OG0000450	LOC115629485|XP_030381816.1|SLEB	LOC117893052|XP_034655327.1|DSUB
OG0000450	LOC115628723|XP_030380780.1|SLEB	LOC117889922|XP_034650342.1|DSUB
OG0000451	LOC115627137|XP_030378572.1|SLEB	LOC117903786|XP_034672102.1|DSUB
OG0000451	LOC115627136|XP_030378568.1|SLEB	LOC117903784|XP_034672101.1|DSUB
OG0000453	LOC115621529|XP_030371055.1|SLEB	LOC117898028|XP_034663057.1|DSUB
OG0000453	LOC115620982|XP_030370362.1|SLEB	LOC117898152|XP_034663241.1|DSUB
OG0000454	LOC115633980|XP_030387361.1|SLEB, LOC115632098|XP_030384944.1|SLEB	LOC117898919|XP_034664518.1|DSUB, LOC117893558|XP_034656111.1|DSUB
OG0000455	LOC115622166|XP_030371933.1|SLEB	LOC117889906|XP_034650323.1|DSUB
OG0000456	LOC115627769|XP_030379427.1|SLEB	LOC117902938|XP_034670433.1|DSUB
OG0000456	LOC115625920|XP_030377014.1|SLEB	LOC117902715|XP_034670168.1|DSUB
OG0000457	LOC115626588|XP_030377830.1|SLEB	LOC117901869|XP_034668716.1|DSUB
OG0000457	LOC115626095|XP_030377207.1|SLEB	LOC117900473|XP_034666743.1|DSUB
OG0000458	LOC115620069|XP_030369087.1|SLEB, LOC115620409|XP_030369493.1|SLEB, LOC115634573|XP_030388257.1|SLEB, LOC115631161|XP_030383698.1|SLEB	LOC117902176|XP_034669210.1|DSUB
OG0000460	LOC115631631|XP_030384300.1|SLEB	LOC117900638|XP_034666959.1|DSUB
OG0000462	LOC115624359|XP_030374879.1|SLEB	LOC117899554|XP_034665534.1|DSUB
OG0000462	LOC115624358|XP_030374877.1|SLEB	LOC117899555|XP_034665535.1|DSUB
OG0000463	LOC115625396|XP_030376295.1|SLEB	LOC117899482|XP_034665405.1|DSUB
OG0000463	LOC115620474|XP_030369565.1|SLEB	LOC117899481|XP_034665404.1|DSUB
OG0000464	LOC115631164|XP_030383708.1|SLEB	LOC117902178|XP_034669226.1|DSUB, LOC117901010|XP_034667499.1|DSUB, LOC117900923|XP_034667377.1|DSUB, LOC117901344|XP_034667945.1|DSUB
OG0000465	LOC115625456|XP_030376364.1|SLEB	LOC117898136|XP_034663221.1|DSUB
OG0000465	LOC115625275|XP_030376137.1|SLEB	LOC117896630|XP_034660962.1|DSUB
OG0000466	LOC115628771|XP_030380846.1|SLEB	LOC117903443|XP_034671366.1|DSUB
OG0000466	LOC115628623|XP_030380671.1|SLEB	LOC117901214|XP_034667772.1|DSUB
OG0000467	LOC115633767|XP_030387102.1|SLEB	LOC117889730|XP_034650042.1|DSUB
OG0000467	LOC115624417|XP_030375028.1|SLEB	LOC117892743|XP_034655058.1|DSUB
OG0000468	LOC115620412|XP_030369494.1|SLEB	LOC117899650|XP_034665720.1|DSUB
OG0000468	LOC115622529|XP_030372750.1|SLEB	LOC117891869|XP_034653526.1|DSUB
OG0000469	LOC115632031|XP_030384837.1|SLEB	LOC117900901|XP_034667343.1|DSUB
OG0000469	LOC115632024|XP_030384829.1|SLEB	LOC117902669|XP_034670090.1|DSUB
OG0000470	LOC115624838|XP_030375544.1|SLEB	LOC117895760|XP_034659523.1|DSUB
OG0000470	LOC115633902|XP_030387266.1|SLEB	LOC117894646|XP_034657709.1|DSUB
OG0000471	LOC115625554|XP_030376545.1|SLEB	LOC117893563|XP_034656123.1|DSUB
OG0000471	LOC115631733|XP_030384432.1|SLEB	LOC117901544|XP_034668226.1|DSUB
OG0000473	LOC115630196|XP_030382623.1|SLEB	LOC117897071|XP_034661581.1|DSUB
OG0000473	LOC115627938|XP_030379690.1|SLEB	LOC117895905|XP_034659789.1|DSUB
OG0000474	LOC115627241|XP_030378724.1|SLEB	LOC117903428|XP_034671342.1|DSUB
OG0000474	LOC115623087|XP_030373152.1|SLEB	LOC117893426|XP_034655934.1|DSUB
OG0000475	LOC115620839|XP_030370131.1|SLEB	LOC117898697|XP_034664203.1|DSUB
OG0000475	LOC115620793|XP_030370073.1|SLEB	LOC117898698|XP_034664206.1|DSUB
OG0000476	LOC115625076|XP_030375824.1|SLEB	LOC117897319|XP_034661978.1|DSUB
OG0000477	LOC115620781|XP_030370050.1|SLEB	LOC117898430|XP_034663713.1|DSUB
OG0000477	LOC115620952|XP_030370328.1|SLEB	LOC117898431|XP_034663714.1|DSUB
OG0000478	LOC115627237|XP_030378720.1|SLEB	LOC117897275|XP_034661895.1|DSUB
OG0000479	LOC115625158|XP_030375946.1|SLEB	LOC117897656|XP_034662529.1|DSUB
OG0000480	LOC115630445|XP_030382867.1|SLEB	LOC117902655|XP_034670074.1|DSUB
OG0000480	LOC115630429|XP_030382845.1|SLEB, LOC115630764|XP_030383280.1|SLEB	LOC117901273|XP_034667858.1|DSUB
OG0000482	LOC115624007|XP_030374439.1|SLEB	LOC117897961|XP_034662955.1|DSUB
OG0000482	LOC115623707|XP_030374046.1|SLEB	LOC117897902|XP_034662872.1|DSUB
OG0000483	LOC115625416|XP_030376316.1|SLEB, LOC115625422|XP_030376322.1|SLEB	LOC117898902|XP_034664475.1|DSUB, LOC117898827|XP_034664384.1|DSUB
OG0000484	LOC115624356|XP_030374874.1|SLEB	LOC117899551|XP_034665530.1|DSUB
OG0000484	LOC115624354|XP_030374872.1|SLEB	LOC117899553|XP_034665533.1|DSUB
OG0000485	LOC115622735|XP_030372635.1|SLEB	LOC117894680|XP_034657748.1|DSUB
OG0000485	LOC115622734|XP_030372634.1|SLEB	LOC117900779|XP_034667151.1|DSUB, LOC117894679|XP_034657747.1|DSUB
OG0000486	LOC115622380|XP_030372201.1|SLEB	LOC117892738|XP_034655054.1|DSUB
OG0000486	LOC115622284|XP_030372084.1|SLEB	LOC117892735|XP_034655051.1|DSUB
OG0000487	LOC115633973|XP_030387353.1|SLEB	LOC117891591|XP_034653009.1|DSUB
OG0000487	LOC115625551|XP_030376502.1|SLEB	LOC117891587|XP_034653006.1|DSUB
OG0000488	LOC115631697|XP_030384385.1|SLEB	LOC117901151|XP_034667692.1|DSUB, LOC117901153|XP_034667693.1|DSUB
OG0000489	LOC115621523|XP_030371049.1|SLEB	LOC117898560|XP_034663936.1|DSUB
OG0000489	LOC115627675|XP_030379277.1|SLEB	LOC117895090|XP_034658381.1|DSUB
OG0000490	LOC115628761|XP_030380837.1|SLEB	LOC117891490|XP_034652865.1|DSUB
OG0000491	LOC115634774|XP_030388530.1|SLEB	LOC117896801|XP_034661191.1|DSUB, LOC117892529|XP_034654724.1|DSUB
OG0000492	LOC115634517|XP_030388144.1|SLEB	LOC117890647|XP_034651491.1|DSUB
OG0000492	LOC115624481|XP_030375044.1|SLEB	LOC117900605|XP_034666910.1|DSUB
OG0000493	LOC115620380|XP_030369447.1|SLEB	LOC117898278|XP_034663424.1|DSUB, LOC117898106|XP_034663181.1|DSUB
OG0000494	LOC115626394|XP_030377615.1|SLEB	LOC117900094|XP_034666204.1|DSUB
OG0000495	LOC115623768|XP_030374167.1|SLEB	LOC117903118|XP_034670836.1|DSUB
OG0000495	LOC115623777|XP_030374179.1|SLEB	LOC117891892|XP_034653586.1|DSUB
OG0000496	LOC115628991|XP_030381133.1|SLEB	LOC117902144|XP_034669171.1|DSUB
OG0000497	LOC115631277|XP_030383851.1|SLEB	LOC117901651|XP_034668379.1|DSUB
OG0000497	LOC115631501|XP_030384121.1|SLEB	LOC117900798|XP_034667171.1|DSUB
OG0000498	LOC115625411|XP_030376311.1|SLEB	LOC117897195|XP_034661787.1|DSUB
OG0000498	LOC115625406|XP_030376305.1|SLEB	LOC117896772|XP_034661140.1|DSUB
OG0000499	LOC115626780|XP_030378109.1|SLEB	LOC117891668|XP_034653124.1|DSUB
OG0000499	LOC115626831|XP_030378172.1|SLEB	LOC117890917|XP_034651940.1|DSUB
OG0000500	LOC115622311|XP_030372077.1|SLEB	LOC117893546|XP_034656088.1|DSUB
OG0000500	LOC115622310|XP_030372075.1|SLEB	LOC117894008|XP_034656723.1|DSUB
OG0000501	LOC115634627|XP_030388342.1|SLEB	LOC117890542|XP_034651358.1|DSUB, LOC117890546|XP_034651361.1|DSUB, LOC117890543|XP_034651359.1|DSUB, LOC117890545|XP_034651360.1|DSUB, LOC117900315|XP_034666535.1|DSUB
OG0000502	LOC115624882|XP_030375588.1|SLEB	LOC117891791|XP_034653353.1|DSUB
OG0000503	LOC115634628|XP_030388343.1|SLEB	LOC117890091|XP_034650642.1|DSUB, LOC117889771|XP_034650124.1|DSUB, LOC117889773|XP_034650125.1|DSUB, LOC117889874|XP_034650274.1|DSUB
OG0000504	LOC115633045|XP_030386249.1|SLEB	LOC117893972|XP_034656667.1|DSUB
OG0000505	LOC115633292|XP_030386564.1|SLEB	LOC117903152|XP_034670879.1|DSUB
OG0000505	LOC115633257|XP_030386521.1|SLEB	LOC117889658|XP_034650004.1|DSUB
OG0000507	LOC115627058|XP_030378464.1|SLEB	LOC117896041|XP_034659944.1|DSUB
OG0000507	LOC115627426|XP_030378959.1|SLEB	LOC117896052|XP_034659955.1|DSUB
OG0000508	LOC115624934|XP_030375645.1|SLEB	LOC117893534|XP_034656068.1|DSUB
OG0000508	LOC115624935|XP_030375646.1|SLEB	LOC117892909|XP_034655111.1|DSUB
OG0000509	LOC115620075|XP_030369098.1|SLEB	LOC117890430|XP_034651149.1|DSUB
OG0000509	LOC115633699|XP_030387022.1|SLEB	LOC117889863|XP_034650259.1|DSUB
OG0000510	LOC115630820|XP_030383345.1|SLEB, LOC115630586|XP_030383068.1|SLEB, LOC115634284|XP_030387793.1|SLEB	LOC117891076|XP_034652145.1|DSUB
OG0000511	LOC115631969|XP_030384727.1|SLEB	LOC117902586|XP_034669975.1|DSUB
OG0000511	LOC115631594|XP_030384255.1|SLEB	LOC117901177|XP_034667720.1|DSUB, LOC117902585|XP_034669974.1|DSUB
OG0000512	LOC115631331|XP_030383912.1|SLEB	LOC117893136|XP_034655479.1|DSUB
OG0000513	LOC115621232|XP_030370686.1|SLEB	LOC117891279|XP_034652556.1|DSUB, LOC117891188|XP_034652413.1|DSUB
OG0000513	LOC115625905|XP_030376995.1|SLEB	LOC117901236|XP_034667800.1|DSUB
OG0000514	LOC115628526|XP_030380546.1|SLEB	LOC117901647|XP_034668374.1|DSUB
OG0000514	LOC115628516|XP_030380527.1|SLEB	LOC117901777|XP_034668569.1|DSUB
OG0000515	LOC115627805|XP_030379495.1|SLEB	LOC117902939|XP_034670437.1|DSUB
OG0000515	LOC115622643|XP_030372511.1|SLEB	LOC117893317|XP_034655795.1|DSUB
OG0000516	LOC115626944|XP_030378319.1|SLEB	LOC117892036|XP_034653855.1|DSUB
OG0000516	LOC115626938|XP_030378313.1|SLEB	LOC117903599|XP_034671735.1|DSUB
OG0000517	LOC115633963|XP_030387343.1|SLEB	LOC117895833|XP_034659662.1|DSUB
OG0000518	LOC115622453|XP_030372256.1|SLEB	LOC117895712|XP_034659455.1|DSUB
OG0000521	LOC115629576|XP_030381928.1|SLEB	LOC117891135|XP_034652237.1|DSUB
OG0000521	LOC115629574|XP_030381925.1|SLEB	LOC117895966|XP_034659816.1|DSUB
OG0000522	LOC115627854|XP_030379575.1|SLEB	LOC117900417|XP_034666670.1|DSUB, LOC117898073|XP_034663139.1|DSUB, LOC117900274|XP_034666479.1|DSUB
OG0000523	LOC115628128|XP_030379968.1|SLEB	LOC117898619|XP_034664065.1|DSUB
OG0000523	LOC115633249|XP_030386507.1|SLEB	LOC117903474|XP_034671421.1|DSUB
OG0000524	LOC115621872|XP_030371557.1|SLEB	LOC117897512|XP_034662317.1|DSUB, LOC117896215|XP_034660239.1|DSUB
OG0000525	LOC115632582|XP_030385667.1|SLEB	LOC117892695|XP_034654996.1|DSUB, LOC117892694|XP_034654995.1|DSUB
OG0000526	LOC115625930|XP_030377026.1|SLEB	LOC117900268|XP_034666470.1|DSUB
OG0000526	LOC115634755|XP_030388507.1|SLEB	LOC117890421|XP_034651132.1|DSUB
OG0000527	LOC115632044|XP_030384874.1|SLEB	LOC117902251|XP_034669398.1|DSUB
OG0000527	LOC115631125|XP_030383652.1|SLEB	LOC117900400|XP_034666647.1|DSUB
OG0000528	LOC115631996|XP_030384785.1|SLEB	LOC117901834|XP_034668658.1|DSUB
OG0000529	LOC115631155|XP_030383692.1|SLEB	LOC117900579|XP_034666879.1|DSUB
OG0000530	LOC115623076|XP_030373137.1|SLEB	LOC117894368|XP_034657261.1|DSUB
OG0000530	LOC115623065|XP_030373118.1|SLEB	LOC117894369|XP_034657262.1|DSUB
OG0000531	LOC115631103|XP_030383618.1|SLEB	LOC117900344|XP_034666577.1|DSUB
OG0000532	LOC115623782|XP_030374183.1|SLEB	LOC117897062|XP_034661549.1|DSUB
OG0000533	LOC115633432|XP_030386752.1|SLEB	LOC117895116|XP_034658417.1|DSUB
OG0000533	LOC115623569|XP_030373826.1|SLEB	LOC117897097|XP_034661632.1|DSUB
OG0000534	LOC115627157|XP_030378600.1|SLEB	LOC117892867|XP_034655085.1|DSUB
OG0000534	LOC115626532|XP_030377772.1|SLEB	LOC117900750|XP_034667121.1|DSUB
OG0000535	LOC115625013|XP_030375736.1|SLEB	LOC117892068|XP_034653947.1|DSUB
OG0000535	LOC115633870|XP_030387227.1|SLEB	LOC117891133|XP_034652232.1|DSUB
OG0000536	LOC115622558|XP_030372387.1|SLEB	LOC117894247|XP_034657078.1|DSUB
OG0000537	LOC115627460|XP_030378995.1|SLEB	LOC117892217|XP_034654208.1|DSUB
OG0000538	LOC115624785|XP_030375476.1|SLEB	LOC117890197|XP_034650793.1|DSUB
OG0000538	LOC115634404|XP_030387957.1|SLEB	LOC117892301|XP_034654337.1|DSUB
OG0000539	LOC115625371|XP_030376267.1|SLEB	LOC117896547|XP_034660823.1|DSUB
OG0000539	LOC115625298|XP_030376173.1|SLEB	LOC117896548|XP_034660824.1|DSUB
OG0000540	LOC115630655|XP_030383157.1|SLEB	LOC117902489|XP_034669802.1|DSUB
OG0000541	LOC115624177|XP_030374652.1|SLEB, LOC115624166|XP_030374626.1|SLEB	LOC117890110|XP_034650670.1|DSUB
OG0000542	LOC115625535|XP_030376474.1|SLEB	LOC117899231|XP_034664995.1|DSUB
OG0000542	LOC115627777|XP_030379446.1|SLEB	LOC117902930|XP_034670418.1|DSUB
OG0000543	LOC115621143|XP_030370560.1|SLEB	LOC117896705|XP_034661053.1|DSUB
OG0000543	LOC115623333|XP_030373463.1|SLEB	LOC117891488|XP_034652860.1|DSUB
OG0000544	LOC115623316|XP_030373436.1|SLEB, LOC115622707|XP_030372596.1|SLEB	LOC117893971|XP_034656666.1|DSUB
OG0000544	LOC115624019|XP_030374454.1|SLEB	LOC117899717|XP_034665827.1|DSUB
OG0000545	LOC115621211|XP_030370653.1|SLEB	LOC117899274|XP_034665066.1|DSUB
OG0000545	LOC115621286|XP_030370749.1|SLEB	LOC117897659|XP_034662534.1|DSUB
OG0000546	LOC115623697|XP_030374032.1|SLEB	LOC117896587|XP_034660900.1|DSUB
OG0000546	LOC115627177|XP_030378637.1|SLEB	LOC117889967|XP_034650424.1|DSUB
OG0000548	LOC115622433|XP_030372234.1|SLEB	LOC117893644|XP_034656221.1|DSUB
OG0000548	LOC115622434|XP_030372235.1|SLEB	LOC117893653|XP_034656234.1|DSUB
OG0000549	LOC115633990|XP_030387373.1|SLEB	LOC117891218|XP_034652453.1|DSUB
OG0000550	LOC115632900|XP_030386051.1|SLEB	LOC117895115|XP_034658412.1|DSUB
OG0000550	LOC115632608|XP_030385696.1|SLEB	LOC117901598|XP_034668305.1|DSUB
OG0000551	LOC115634798|XP_030388566.1|SLEB	LOC117890453|XP_034651181.1|DSUB
OG0000551	LOC115634206|XP_030387658.1|SLEB	LOC117890451|XP_034651180.1|DSUB
OG0000552	LOC115620920|XP_030370279.1|SLEB	LOC117898996|XP_034664630.1|DSUB
OG0000553	LOC115625738|XP_030376751.1|SLEB	LOC117900146|XP_034666269.1|DSUB
OG0000554	LOC115621598|XP_030371150.1|SLEB	LOC117899047|XP_034664698.1|DSUB
OG0000554	LOC115621473|XP_030370992.1|SLEB, LOC115621559|XP_030371092.1|SLEB	LOC117899049|XP_034664700.1|DSUB
OG0000555	LOC115628310|XP_030380224.1|SLEB	LOC117895286|XP_034658716.1|DSUB
OG0000555	LOC115628303|XP_030380210.1|SLEB	LOC117894224|XP_034657031.1|DSUB
OG0000556	LOC115623458|XP_030373674.1|SLEB	LOC117897499|XP_034662280.1|DSUB
OG0000557	LOC115624100|XP_030374550.1|SLEB	LOC117896873|XP_034661293.1|DSUB
OG0000557	LOC115624200|XP_030374663.1|SLEB, LOC115623910|XP_030374325.1|SLEB, LOC115624180|XP_030374635.1|SLEB, LOC115624158|XP_030374614.1|SLEB	LOC117898263|XP_034663407.1|DSUB
OG0000558	LOC115623799|XP_030374201.1|SLEB	LOC117896412|XP_034660619.1|DSUB
OG0000558	LOC115627610|XP_030379199.1|SLEB	LOC117903233|XP_034671024.1|DSUB
OG0000559	LOC115621713|XP_030371282.1|SLEB	LOC117897212|XP_034661807.1|DSUB
OG0000559	LOC115633935|XP_030387313.1|SLEB	LOC117893537|XP_034656076.1|DSUB
OG0000560	LOC115624641|XP_030375269.1|SLEB	LOC117889988|XP_034650462.1|DSUB
OG0000560	LOC115624640|XP_030375268.1|SLEB	LOC117889987|XP_034650461.1|DSUB
OG0000561	LOC115632645|XP_030385734.1|SLEB	LOC117894450|XP_034657439.1|DSUB
OG0000561	LOC115632520|XP_030385575.1|SLEB	LOC117894731|XP_034657816.1|DSUB
OG0000562	LOC115622396|XP_030372181.1|SLEB	LOC117893256|XP_034655712.1|DSUB
OG0000562	LOC115622789|XP_030372709.1|SLEB	LOC117895180|XP_034658534.1|DSUB
OG0000563	LOC115624876|XP_030375581.1|SLEB, LOC115629763|XP_030382174.1|SLEB, LOC115629628|XP_030381989.1|SLEB, LOC115632144|XP_030385022.1|SLEB, LOC115632112|XP_030384965.1|SLEB, LOC115626468|XP_030377711.1|SLEB, LOC115622959|XP_030372960.1|SLEB, LOC115623145|XP_030373214.1|SLEB, LOC115626470|XP_030377713.1|SLEB, LOC115625860|XP_030376928.1|SLEB	LOC117893257|XP_034655716.1|DSUB
OG0000564	LOC115623105|XP_030373171.1|SLEB	LOC117893655|XP_034656237.1|DSUB
OG0000564	LOC115622510|XP_030372323.1|SLEB	LOC117893659|XP_034656242.1|DSUB, LOC117893660|XP_034656243.1|DSUB
