Orthogroup	SLEB.longest_only	DSAN.longest_only
OG0002077	LOC115624933|XP_030375643.1|SLEB	LOC120449715|XP_039488270.1|DSAN
OG0002078	LOC115622810|XP_030372741.1|SLEB	LOC120444535|XP_039480215.1|DSAN
OG0002079	LOC115623009|XP_030373040.1|SLEB	LOC120447487|XP_039484817.1|DSAN
OG0002080	LOC115633907|XP_030387272.1|SLEB	LOC120446913|XP_039484083.1|DSAN
OG0002081	LOC115624699|XP_030375374.1|SLEB	LOC120444338|XP_039479832.1|DSAN
OG0002082	LOC115620006|XP_030368956.1|SLEB	LOC120446748|XP_039483820.1|DSAN
OG0002083	LOC115629905|XP_030382370.1|SLEB	LOC120456839|XP_039499825.1|DSAN
OG0002084	LOC115633999|XP_030387383.1|SLEB	LOC120445465|XP_039481844.1|DSAN
OG0002085	LOC115633911|XP_030387280.1|SLEB	LOC120444658|XP_039480433.1|DSAN
OG0002086	LOC115626810|XP_030378146.1|SLEB	LOC120444276|XP_039479724.1|DSAN
OG0002087	LOC115622580|XP_030372427.1|SLEB	LOC120448785|XP_039486908.1|DSAN
OG0002088	LOC115629448|XP_030381775.1|SLEB	LOC120447947|XP_039485561.1|DSAN
OG0002089	LOC115624440|XP_030375026.1|SLEB	LOC120458520|XP_039502131.1|DSAN
OG0002090	LOC115633667|XP_030386971.1|SLEB	LOC120448498|XP_039486464.1|DSAN
OG0002091	LOC115624859|XP_030375564.1|SLEB	LOC120445645|XP_039482119.1|DSAN
OG0002092	LOC115622120|XP_030371827.1|SLEB	LOC120447914|XP_039485497.1|DSAN
OG0002093	LOC115624531|XP_030375115.1|SLEB	LOC120445344|XP_039481615.1|DSAN
OG0002094	LOC115633832|XP_030387179.1|SLEB	LOC120446085|XP_039482807.1|DSAN
OG0002095	LOC115628909|XP_030381029.1|SLEB	LOC120455090|XP_039496897.1|DSAN
OG0002096	LOC115628190|XP_030380042.1|SLEB	LOC120444638|XP_039480382.1|DSAN
OG0002097	LOC115633710|XP_030387031.1|SLEB	LOC120448200|XP_039486003.1|DSAN
OG0002098	LOC115624927|XP_030375638.1|SLEB	LOC120448377|XP_039486280.1|DSAN
OG0002099	LOC115620410|XP_030369490.1|SLEB	LOC120450999|XP_039490244.1|DSAN
OG0002100	LOC115624637|XP_030375259.1|SLEB	LOC120449009|XP_039487219.1|DSAN
OG0002101	LOC115634535|XP_030388205.1|SLEB	LOC120443970|XP_039479373.1|DSAN
OG0002102	LOC115624985|XP_030375702.1|SLEB	LOC120445884|XP_039482464.1|DSAN
OG0002103	LOC115620416|XP_030369499.1|SLEB	LOC120452546|XP_039492755.1|DSAN
OG0002105	LOC115624853|XP_030375558.1|SLEB, LOC115628155|XP_030379988.1|SLEB	LOC120458231|XP_039501750.1|DSAN
OG0002106	LOC115629477|XP_030381807.1|SLEB, LOC115621093|XP_030370487.1|SLEB	LOC120451851|XP_039491775.1|DSAN
OG0002107	LOC115630515|XP_030382977.1|SLEB	LOC120447727|XP_039485206.1|DSAN
OG0002108	LOC115621476|XP_030370996.1|SLEB	LOC120452760|XP_039493078.1|DSAN
OG0002109	LOC115625424|XP_030376323.1|SLEB	LOC120451070|XP_039490363.1|DSAN, LOC120451072|XP_039490365.1|DSAN
OG0002110	LOC115626542|XP_030377780.1|SLEB, LOC115625429|XP_030376329.1|SLEB, LOC115626540|XP_030377779.1|SLEB	LOC120450154|XP_039488928.1|DSAN, LOC120444035|XP_039479475.1|DSAN
OG0002111	LOC115626514|XP_030377760.1|SLEB	LOC120458215|XP_039501728.1|DSAN, LOC120458217|XP_039501732.1|DSAN
OG0002112	LOC115631891|XP_030384600.1|SLEB	LOC120458453|XP_039502034.1|DSAN
OG0002114	LOC115621819|XP_030371469.1|SLEB	LOC120453596|XP_039494293.1|DSAN, LOC120454413|XP_039495616.1|DSAN
OG0002115	LOC115634023|XP_030387416.1|SLEB	LOC120445923|XP_039482516.1|DSAN, LOC120445922|XP_039482514.1|DSAN
OG0002116	LOC115626587|XP_030377829.1|SLEB, LOC115626465|XP_030377707.1|SLEB	LOC120444987|XP_039480952.1|DSAN, LOC120448435|XP_039486378.1|DSAN
OG0002117	LOC115633265|XP_030386529.1|SLEB	LOC120444281|XP_039479730.1|DSAN
OG0002118	LOC115628087|XP_030379924.1|SLEB	LOC120457522|XP_039501000.1|DSAN
OG0002119	LOC115621113|XP_030370517.1|SLEB	LOC120452304|XP_039492380.1|DSAN
OG0002120	LOC115627826|XP_030379521.1|SLEB	LOC120454895|XP_039496476.1|DSAN
OG0002121	LOC115621258|XP_030370715.1|SLEB	LOC120453511|XP_039494190.1|DSAN
OG0002123	LOC115631094|XP_030383605.1|SLEB	LOC120444097|XP_039479558.1|DSAN
OG0002124	LOC115627689|XP_030379292.1|SLEB	LOC120456721|XP_039499638.1|DSAN
OG0002125	LOC115634444|XP_030388013.1|SLEB	LOC120445278|XP_039481511.1|DSAN
OG0002126	LOC115634377|XP_030387917.1|SLEB	LOC120449334|XP_039487669.1|DSAN
OG0002127	LOC115628717|XP_030380773.1|SLEB, LOC115621757|XP_030371351.1|SLEB	LOC120455844|XP_039498248.1|DSAN
OG0002128	LOC115627455|XP_030378983.1|SLEB	LOC120457265|XP_039500617.1|DSAN
OG0002129	LOC115621730|XP_030371319.1|SLEB	LOC120454508|XP_039495794.1|DSAN
OG0002131	LOC115621353|XP_030370836.1|SLEB	LOC120452536|XP_039492736.1|DSAN
OG0002132	LOC115625780|XP_030376811.1|SLEB	LOC120458332|XP_039501884.1|DSAN
OG0002133	LOC115629924|XP_030382389.1|SLEB	LOC120455645|XP_039497970.1|DSAN
OG0002134	LOC115627168|XP_030378618.1|SLEB	LOC120455717|XP_039498066.1|DSAN
OG0002135	LOC115626712|XP_030378012.1|SLEB	LOC120456177|XP_039498780.1|DSAN
OG0002136	LOC115621955|XP_030371662.1|SLEB	LOC120452252|XP_039492314.1|DSAN
OG0002137	LOC115621392|XP_030370893.1|SLEB	LOC120450770|XP_039489857.1|DSAN
OG0002138	LOC115626773|XP_030378095.1|SLEB	LOC120456267|XP_039498926.1|DSAN
OG0002139	LOC115628962|XP_030381098.1|SLEB	LOC120455571|XP_039497872.1|DSAN
OG0002140	LOC115633405|XP_030386708.1|SLEB	LOC120456264|XP_039498922.1|DSAN
OG0002141	LOC115628074|XP_030379908.1|SLEB	LOC120448527|XP_039486500.1|DSAN
OG0002142	LOC115621132|XP_030370544.1|SLEB	LOC120453471|XP_039494134.1|DSAN
OG0002143	LOC115630615|XP_030383101.1|SLEB	LOC120453624|XP_039494343.1|DSAN
OG0002144	LOC115627724|XP_030379334.1|SLEB	LOC120454834|XP_039496243.1|DSAN
OG0002145	LOC115624035|XP_030374473.1|SLEB	LOC120452902|XP_039493294.1|DSAN
OG0002146	LOC115620575|XP_030369736.1|SLEB	LOC120451156|XP_039490524.1|DSAN
OG0002147	LOC115629482|XP_030381813.1|SLEB	LOC120455116|XP_039496940.1|DSAN
OG0002148	LOC115632865|XP_030385988.1|SLEB	LOC120449749|XP_039488317.1|DSAN
OG0002149	LOC115627831|XP_030379531.1|SLEB	LOC120454866|XP_039496351.1|DSAN
OG0002150	LOC115629871|XP_030382326.1|SLEB	LOC120456516|XP_039499317.1|DSAN
OG0002151	LOC115622316|XP_030372082.1|SLEB, LOC115628387|XP_030380331.1|SLEB	LOC120458852|XP_039502613.1|DSAN
OG0002152	LOC115621415|XP_030370923.1|SLEB	LOC120452971|XP_039493401.1|DSAN
OG0002153	LOC115621584|XP_030371135.1|SLEB	LOC120450888|XP_039490062.1|DSAN
OG0002154	LOC115626760|XP_030378076.1|SLEB	LOC120457356|XP_039500808.1|DSAN
OG0002155	LOC115621539|XP_030371065.1|SLEB	LOC120453837|XP_039494665.1|DSAN
OG0002156	LOC115632371|XP_030385350.1|SLEB	LOC120448729|XP_039486835.1|DSAN
OG0002157	LOC115620998|XP_030370378.1|SLEB	LOC120451191|XP_039490573.1|DSAN
OG0002158	LOC115628903|XP_030381025.1|SLEB	LOC120444481|XP_039480095.1|DSAN
OG0002159	LOC115634010|XP_030387396.1|SLEB	LOC120446736|XP_039483793.1|DSAN
OG0002160	LOC115621570|XP_030371117.1|SLEB	LOC120454138|XP_039495129.1|DSAN
OG0002161	LOC115621407|XP_030370910.1|SLEB	LOC120451837|XP_039491747.1|DSAN
OG0002162	LOC115620919|XP_030370276.1|SLEB	LOC120452664|XP_039492937.1|DSAN
OG0002163	LOC115627293|XP_030378785.1|SLEB	LOC120455778|XP_039498169.1|DSAN
OG0002164	LOC115623724|XP_030374065.1|SLEB	LOC120453004|XP_039493443.1|DSAN
OG0002165	LOC115621187|XP_030370623.1|SLEB	LOC120444433|XP_039480017.1|DSAN
OG0002166	LOC115631635|XP_030384304.1|SLEB	LOC120458177|XP_039501675.1|DSAN
OG0002167	LOC115633048|XP_030386256.1|SLEB	LOC120446552|XP_039483502.1|DSAN
OG0002168	LOC115626523|XP_030377767.1|SLEB	LOC120445214|XP_039481402.1|DSAN
OG0002169	LOC115622527|XP_030372350.1|SLEB	LOC120447726|XP_039485202.1|DSAN
OG0002170	LOC115628020|XP_030379807.1|SLEB	LOC120454889|XP_039496457.1|DSAN
OG0002171	LOC115620219|XP_030369219.1|SLEB	LOC120451782|XP_039491665.1|DSAN
OG0002172	LOC115621399|XP_030370903.1|SLEB	LOC120453544|XP_039494230.1|DSAN
OG0002173	LOC115631462|XP_030384072.1|SLEB	LOC120458759|XP_039502467.1|DSAN
OG0002174	LOC115620241|XP_030369248.1|SLEB	LOC120452145|XP_039492169.1|DSAN
OG0002175	LOC115620242|XP_030369250.1|SLEB	LOC120452146|XP_039492170.1|DSAN
OG0002176	LOC115629527|XP_030381865.1|SLEB	LOC120451829|XP_039491738.1|DSAN
OG0002177	LOC115620809|XP_030370093.1|SLEB	LOC120452708|XP_039493002.1|DSAN
OG0002178	LOC115620788|XP_030370063.1|SLEB	LOC120451379|XP_039490969.1|DSAN
OG0002179	LOC115630554|XP_030383025.1|SLEB	LOC120452124|XP_039492140.1|DSAN
OG0002180	LOC115621505|XP_030371034.1|SLEB	LOC120450993|XP_039490232.1|DSAN
OG0002181	LOC115630083|XP_030382568.1|SLEB	LOC120456299|XP_039498980.1|DSAN
OG0002182	LOC115621485|XP_030371006.1|SLEB	LOC120453875|XP_039494714.1|DSAN
OG0002183	LOC115623509|XP_030373752.1|SLEB	LOC120444608|XP_039480318.1|DSAN
OG0002184	LOC115621752|XP_030371346.1|SLEB, LOC115626045|XP_030377156.1|SLEB	LOC120451724|XP_039491561.1|DSAN
OG0002185	LOC115620372|XP_030369436.1|SLEB	LOC120451256|XP_039490715.1|DSAN
OG0002186	LOC115626433|XP_030377668.1|SLEB	LOC120458547|XP_039502162.1|DSAN
OG0002187	LOC115620645|XP_030369853.1|SLEB	LOC120452793|XP_039493120.1|DSAN
OG0002188	LOC115634041|XP_030387445.1|SLEB	LOC120446314|XP_039483164.1|DSAN
OG0002189	LOC115629970|XP_030382449.1|SLEB	LOC120457525|XP_039501004.1|DSAN
OG0002190	LOC115620341|XP_030369401.1|SLEB	LOC120450893|XP_039490066.1|DSAN
OG0002191	LOC115634376|XP_030387916.1|SLEB	LOC120450451|XP_039489404.1|DSAN
OG0002192	LOC115622715|XP_030372613.1|SLEB	LOC120448422|XP_039486356.1|DSAN
OG0002193	LOC115621536|XP_030371062.1|SLEB	LOC120452103|XP_039492113.1|DSAN
OG0002194	LOC115621452|XP_030370966.1|SLEB	LOC120453941|XP_039494820.1|DSAN
OG0002195	LOC115620502|XP_030369615.1|SLEB	LOC120451330|XP_039490841.1|DSAN
OG0002196	LOC115627300|XP_030378796.1|SLEB	LOC120452914|XP_039493311.1|DSAN
OG0002197	LOC115624554|XP_030375141.1|SLEB	LOC120449241|XP_039487550.1|DSAN
OG0002198	LOC115623510|XP_030373749.1|SLEB	LOC120450757|XP_039489819.1|DSAN
OG0002199	LOC115620633|XP_030369823.1|SLEB	LOC120452949|XP_039493366.1|DSAN
OG0002200	LOC115629549|XP_030381891.1|SLEB, LOC115621724|XP_030371298.1|SLEB, LOC115625638|XP_030376627.1|SLEB	LOC120455445|XP_039497586.1|DSAN
OG0002202	LOC115620495|XP_030369601.1|SLEB	LOC120451144|XP_039490501.1|DSAN
OG0002203	LOC115625105|XP_030375868.1|SLEB	LOC120452422|XP_039492581.1|DSAN
OG0002204	LOC115620636|XP_030369833.1|SLEB	LOC120451820|XP_039491723.1|DSAN
OG0002205	LOC115621680|XP_030371250.1|SLEB, LOC115621691|XP_030371260.1|SLEB	LOC120452884|XP_039493273.1|DSAN
OG0002206	LOC115621603|XP_030371156.1|SLEB	LOC120451941|XP_039491895.1|DSAN
OG0002207	LOC115620325|XP_030369379.1|SLEB	LOC120452271|XP_039492336.1|DSAN
OG0002208	LOC115620911|XP_030370263.1|SLEB	LOC120453108|XP_039493575.1|DSAN
OG0002209	LOC115628848|XP_030380957.1|SLEB	LOC120457410|XP_039500942.1|DSAN
OG0002210	LOC115625302|XP_030376180.1|SLEB	LOC120451058|XP_039490349.1|DSAN
OG0002211	LOC115620489|XP_030369587.1|SLEB	LOC120451557|XP_039491291.1|DSAN
OG0002212	LOC115621569|XP_030371116.1|SLEB	LOC120451832|XP_039491741.1|DSAN
OG0002213	LOC115624038|XP_030374476.1|SLEB, LOC115624034|XP_030374472.1|SLEB	LOC120454461|XP_039495709.1|DSAN
OG0002214	LOC115621549|XP_030371077.1|SLEB	LOC120451931|XP_039491886.1|DSAN, LOC120451442|XP_039491053.1|DSAN
OG0002215	LOC115620281|XP_030369315.1|SLEB	LOC120452674|XP_039492952.1|DSAN
OG0002216	LOC115631264|XP_030383835.1|SLEB	LOC120450886|XP_039490060.1|DSAN
OG0002217	LOC115625291|XP_030376164.1|SLEB	LOC120454397|XP_039495582.1|DSAN
OG0002218	LOC115627664|XP_030379266.1|SLEB	LOC120456047|XP_039498558.1|DSAN
OG0002219	LOC115620459|XP_030369550.1|SLEB	LOC120451981|XP_039491943.1|DSAN
OG0002220	LOC115620458|XP_030369549.1|SLEB	LOC120451139|XP_039490494.1|DSAN
OG0002221	LOC115632759|XP_030385868.1|SLEB	LOC120448822|XP_039486955.1|DSAN
OG0002222	LOC115630656|XP_030383161.1|SLEB	LOC120444495|XP_039480138.1|DSAN
OG0002223	LOC115633709|XP_030387035.1|SLEB	LOC120444324|XP_039479807.1|DSAN
OG0002224	LOC115620838|XP_030370135.1|SLEB	LOC120448548|XP_039486540.1|DSAN
OG0002225	LOC115632265|XP_030385202.1|SLEB	LOC120449355|XP_039487701.1|DSAN
OG0002226	LOC115633854|XP_030387206.1|SLEB	LOC120444931|XP_039480869.1|DSAN
OG0002227	LOC115634121|XP_030387544.1|SLEB	LOC120458731|XP_039502413.1|DSAN
OG0002228	LOC115621375|XP_030370866.1|SLEB	LOC120447000|XP_039484242.1|DSAN
OG0002229	LOC115626474|XP_030377722.1|SLEB	LOC120444285|XP_039479735.1|DSAN
OG0002230	LOC115625458|XP_030376369.1|SLEB	LOC120444468|XP_039480074.1|DSAN
OG0002231	LOC115633893|XP_030387258.1|SLEB	LOC120458173|XP_039501672.1|DSAN
OG0002232	LOC115629443|XP_030381761.1|SLEB	LOC120445032|XP_039481051.1|DSAN
OG0002233	LOC115632421|XP_030385422.1|SLEB	LOC120448302|XP_039486176.1|DSAN
OG0002235	LOC115633399|XP_030386705.1|SLEB	LOC120444777|XP_039480647.1|DSAN
OG0002236	LOC115630431|XP_030382851.1|SLEB	LOC120444644|XP_039480403.1|DSAN
OG0002237	LOC115628574|XP_030380606.1|SLEB	LOC120446307|XP_039483155.1|DSAN
OG0002238	LOC115628347|XP_030380279.1|SLEB	LOC120449108|XP_039487354.1|DSAN
OG0002239	LOC115621487|XP_030371017.1|SLEB	LOC120446636|XP_039483637.1|DSAN
OG0002240	LOC115634354|XP_030387873.1|SLEB	LOC120446286|XP_039483109.1|DSAN
OG0002241	LOC115632775|XP_030385881.1|SLEB	LOC120450224|XP_039489035.1|DSAN
OG0002242	LOC115622977|XP_030372988.1|SLEB	LOC120448189|XP_039485988.1|DSAN
OG0002243	LOC115626469|XP_030377712.1|SLEB, LOC115626389|XP_030377609.1|SLEB, LOC115626432|XP_030377666.1|SLEB	LOC120451269|XP_039490739.1|DSAN
OG0002244	LOC115629850|XP_030382291.1|SLEB	LOC120450364|XP_039489282.1|DSAN
OG0002245	LOC115632735|XP_030385841.1|SLEB	LOC120450631|XP_039489714.1|DSAN
OG0002246	LOC115631968|XP_030384718.1|SLEB	LOC120453247|XP_039493797.1|DSAN
OG0002247	LOC115628972|XP_030381114.1|SLEB	LOC120445215|XP_039481403.1|DSAN
OG0002248	LOC115624989|XP_030375717.1|SLEB	LOC120447556|XP_039484943.1|DSAN
OG0002249	LOC115622515|XP_030372329.1|SLEB	LOC120449576|XP_039488064.1|DSAN
OG0002250	LOC115634673|XP_030388392.1|SLEB	LOC120446790|XP_039483880.1|DSAN
OG0002251	LOC115634674|XP_030388393.1|SLEB	LOC120446354|XP_039483217.1|DSAN
OG0002252	LOC115620012|XP_030368973.1|SLEB	LOC120446105|XP_039482830.1|DSAN
OG0002253	LOC115624581|XP_030375181.1|SLEB	LOC120445836|XP_039482391.1|DSAN
OG0002254	LOC115620972|XP_030370353.1|SLEB	LOC120454408|XP_039495604.1|DSAN
OG0002255	LOC115629150|XP_030381373.1|SLEB	LOC120455361|XP_039497402.1|DSAN
OG0002256	LOC115628490|XP_030380484.1|SLEB	LOC120444626|XP_039480368.1|DSAN
OG0002257	LOC115633350|XP_030386648.1|SLEB	LOC120457728|XP_039501162.1|DSAN
OG0002258	LOC115622305|XP_030372070.1|SLEB	LOC120448024|XP_039485699.1|DSAN
OG0002260	LOC115622216|XP_030371973.1|SLEB	LOC120450553|XP_039489591.1|DSAN
OG0002261	LOC115623553|XP_030373808.1|SLEB	LOC120449670|XP_039488204.1|DSAN
OG0002262	LOC115634791|XP_030388559.1|SLEB	LOC120450021|XP_039488682.1|DSAN
OG0002263	LOC115632436|XP_030385440.1|SLEB	LOC120447541|XP_039484921.1|DSAN
OG0002264	LOC115626809|XP_030378182.1|SLEB	LOC120444494|XP_039480136.1|DSAN
OG0002265	LOC115632858|XP_030385978.1|SLEB	LOC120448341|XP_039486238.1|DSAN
OG0002266	LOC115624816|XP_030375522.1|SLEB	LOC120449628|XP_039488149.1|DSAN
OG0002267	LOC115632152|XP_030385029.1|SLEB	LOC120450314|XP_039489201.1|DSAN, LOC120450312|XP_039489200.1|DSAN
OG0002268	LOC115622653|XP_030372522.1|SLEB	LOC120447524|XP_039484891.1|DSAN
OG0002269	LOC115623638|XP_030373985.1|SLEB	LOC120445295|XP_039481532.1|DSAN
OG0002270	LOC115622630|XP_030372500.1|SLEB	LOC120445828|XP_039482382.1|DSAN
OG0002271	LOC115622444|XP_030372245.1|SLEB	LOC120448772|XP_039486890.1|DSAN
OG0002272	LOC115628439|XP_030380401.1|SLEB	LOC120450424|XP_039489366.1|DSAN
OG0002273	LOC115634139|XP_030387567.1|SLEB	LOC120450361|XP_039489277.1|DSAN
OG0002274	LOC115634574|XP_030388258.1|SLEB	LOC120449495|XP_039487912.1|DSAN
OG0002275	LOC115622664|XP_030372537.1|SLEB	LOC120448570|XP_039486564.1|DSAN
OG0002276	LOC115628348|XP_030380273.1|SLEB	LOC120448593|XP_039486612.1|DSAN
OG0002277	LOC115628281|XP_030380170.1|SLEB	LOC120449739|XP_039488307.1|DSAN
OG0002278	LOC115622351|XP_030372125.1|SLEB	LOC120448389|XP_039486311.1|DSAN
OG0002279	LOC115622725|XP_030372625.1|SLEB	LOC120448237|XP_039486075.1|DSAN
OG0002280	LOC115632369|XP_030385348.1|SLEB	LOC120448606|XP_039486642.1|DSAN
OG0002281	LOC115629760|XP_030382166.1|SLEB, LOC115632446|XP_030385453.1|SLEB	LOC120449921|XP_039488547.1|DSAN
OG0002282	LOC115632826|XP_030385938.1|SLEB	LOC120450192|XP_039488992.1|DSAN
OG0002283	LOC115634640|XP_030388356.1|SLEB	LOC120445682|XP_039482173.1|DSAN
OG0002284	LOC115633750|XP_030387085.1|SLEB	LOC120443905|XP_039479268.1|DSAN
OG0002285	LOC115629673|XP_030382051.1|SLEB	LOC120455898|XP_039498329.1|DSAN
OG0002286	LOC115623804|XP_030374210.1|SLEB	LOC120445669|XP_039482152.1|DSAN
OG0002287	LOC115628409|XP_030380398.1|SLEB	LOC120445347|XP_039481618.1|DSAN
OG0002288	LOC115623246|XP_030373369.1|SLEB	LOC120450470|XP_039489443.1|DSAN
OG0002289	LOC115632534|XP_030385599.1|SLEB	LOC120449389|XP_039487764.1|DSAN
OG0002290	LOC115626452|XP_030377688.1|SLEB	LOC120443700|XP_039478875.1|DSAN
OG0002291	LOC115632965|XP_030386129.1|SLEB	LOC120443962|XP_039479359.1|DSAN
OG0002292	LOC115633720|XP_030387044.1|SLEB	LOC120458825|XP_039502573.1|DSAN
OG0002293	LOC115633735|XP_030387066.1|SLEB	LOC120458101|XP_039501564.1|DSAN
OG0002294	LOC115625315|XP_030376196.1|SLEB	LOC120450788|XP_039489885.1|DSAN
OG0002295	LOC115629022|XP_030381178.1|SLEB	LOC120458389|XP_039501946.1|DSAN
OG0002296	LOC115625789|XP_030376821.1|SLEB	LOC120458340|XP_039501894.1|DSAN
OG0002297	LOC115628956|XP_030381092.1|SLEB	LOC120450754|XP_039489811.1|DSAN
OG0002298	LOC115626224|XP_030377386.1|SLEB	LOC120446320|XP_039483169.1|DSAN
OG0002299	LOC115620374|XP_030369480.1|SLEB	LOC120446648|XP_039483653.1|DSAN
OG0002300	LOC115628567|XP_030380590.1|SLEB	LOC120458724|XP_039502408.1|DSAN
OG0002301	LOC115628970|XP_030381106.1|SLEB	LOC120445637|XP_039482110.1|DSAN
OG0002302	LOC115625861|XP_030376929.1|SLEB	LOC120444938|XP_039480873.1|DSAN
OG0002303	LOC115629702|XP_030382080.1|SLEB	LOC120456250|XP_039498904.1|DSAN
OG0002304	LOC115626371|XP_030377586.1|SLEB	LOC120458142|XP_039501620.1|DSAN
OG0002305	LOC115628170|XP_030380011.1|SLEB	LOC120448128|XP_039485879.1|DSAN
OG0002306	LOC115628522|XP_030380535.1|SLEB	LOC120444011|XP_039479426.1|DSAN
OG0002307	LOC115631633|XP_030384302.1|SLEB	LOC120453586|XP_039494284.1|DSAN
OG0002308	LOC115625673|XP_030376669.1|SLEB	LOC120445171|XP_039481289.1|DSAN
OG0002309	LOC115630618|XP_030383105.1|SLEB	LOC120452932|XP_039493347.1|DSAN
OG0002310	LOC115628525|XP_030380544.1|SLEB	LOC120457702|XP_039501132.1|DSAN
OG0002311	LOC115626183|XP_030377320.1|SLEB	LOC120446767|XP_039483838.1|DSAN
OG0002312	LOC115625923|XP_030377018.1|SLEB	LOC120455558|XP_039497843.1|DSAN
OG0002313	LOC115621950|XP_030371656.1|SLEB, LOC115634761|XP_030388513.1|SLEB	LOC120446047|XP_039482756.1|DSAN
OG0002314	LOC115634610|XP_030388320.1|SLEB	LOC120458774|XP_039502487.1|DSAN
OG0002315	LOC115633643|XP_030386944.1|SLEB	LOC120446332|XP_039483180.1|DSAN
OG0002316	LOC115631649|XP_030384320.1|SLEB	LOC120458758|XP_039502464.1|DSAN
OG0002317	LOC115632585|XP_030385665.1|SLEB	LOC120448091|XP_039485819.1|DSAN
OG0002318	LOC115630417|XP_030382812.1|SLEB	LOC120446579|XP_039483535.1|DSAN
OG0002319	LOC115626161|XP_030377296.1|SLEB	LOC120458285|XP_039501816.1|DSAN
OG0002320	LOC115630504|XP_030382960.1|SLEB	LOC120445040|XP_039481063.1|DSAN
OG0002321	LOC115628164|XP_030380004.1|SLEB	LOC120446873|XP_039484013.1|DSAN
OG0002322	LOC115625778|XP_030376809.1|SLEB	LOC120457797|XP_039501228.1|DSAN
OG0002323	LOC115628510|XP_030380514.1|SLEB	LOC120457735|XP_039501169.1|DSAN
OG0002324	LOC115626669|XP_030377956.1|SLEB	LOC120450521|XP_039489533.1|DSAN
OG0002325	LOC115622713|XP_030372609.1|SLEB	LOC120449542|XP_039488002.1|DSAN
OG0002326	LOC115622125|XP_030371837.1|SLEB	LOC120449543|XP_039488003.1|DSAN
OG0002327	LOC115623373|XP_030373524.1|SLEB	LOC120452541|XP_039492743.1|DSAN
OG0002328	LOC115629084|XP_030381258.1|SLEB, LOC115628980|XP_030381120.1|SLEB	LOC120445573|XP_039481995.1|DSAN
OG0002329	LOC115630644|XP_030383144.1|SLEB	LOC120458233|XP_039501752.1|DSAN
OG0002330	LOC115630490|XP_030382936.1|SLEB	LOC120458235|XP_039501754.1|DSAN
OG0002331	LOC115628729|XP_030380793.1|SLEB	LOC120457197|XP_039500485.1|DSAN
OG0002332	LOC115622572|XP_030372411.1|SLEB	LOC120448977|XP_039487171.1|DSAN
OG0002333	LOC115619945|XP_030368836.1|SLEB	LOC120444953|XP_039480892.1|DSAN
OG0002334	LOC115620836|XP_030370129.1|SLEB, LOC115626565|XP_030377803.1|SLEB, LOC115626316|XP_030377512.1|SLEB	LOC120456308|XP_039498995.1|DSAN
OG0002335	LOC115624626|XP_030375244.1|SLEB	LOC120448385|XP_039486307.1|DSAN
OG0002336	LOC115628438|XP_030380399.1|SLEB	LOC120449439|XP_039487843.1|DSAN
OG0002337	LOC115627141|XP_030378582.1|SLEB	LOC120448179|XP_039485964.1|DSAN
OG0002338	LOC115631260|XP_030383831.1|SLEB	LOC120457789|XP_039501221.1|DSAN
OG0002339	LOC115628456|XP_030380433.1|SLEB	LOC120453485|XP_039494158.1|DSAN
OG0002340	LOC115631476|XP_030384090.1|SLEB	LOC120452681|XP_039493003.1|DSAN
OG0002341	LOC115628652|XP_030380683.1|SLEB	LOC120458553|XP_039502168.1|DSAN
OG0002342	LOC115625493|XP_030376406.1|SLEB, LOC115631009|XP_030383472.1|SLEB	LOC120444364|XP_039479916.1|DSAN
OG0002343	LOC115631017|XP_030383489.1|SLEB	LOC120444755|XP_039480621.1|DSAN
OG0002344	LOC115629841|XP_030382282.1|SLEB	LOC120443880|XP_039479199.1|DSAN
OG0002345	LOC115629649|XP_030382023.1|SLEB	LOC120445862|XP_039482441.1|DSAN
OG0002346	LOC115625888|XP_030376970.1|SLEB	LOC120458418|XP_039501993.1|DSAN
OG0002347	LOC115633688|XP_030387005.1|SLEB	LOC120446934|XP_039484119.1|DSAN
OG0002348	LOC115631387|XP_030383969.1|SLEB	LOC120458613|XP_039502254.1|DSAN
OG0002349	LOC115633919|XP_030387289.1|SLEB	LOC120445901|XP_039482491.1|DSAN
OG0002350	LOC115629611|XP_030381971.1|SLEB	LOC120445847|XP_039482417.1|DSAN
OG0002351	LOC115626994|XP_030378372.1|SLEB	LOC120446260|XP_039483067.1|DSAN
OG0002352	LOC115634054|XP_030387498.1|SLEB	LOC120445368|XP_039481675.1|DSAN
OG0002353	LOC115626187|XP_030377325.1|SLEB	LOC120457610|XP_039501051.1|DSAN
OG0002354	LOC115626368|XP_030377582.1|SLEB	LOC120454861|XP_039496341.1|DSAN
OG0002355	LOC115625684|XP_030376680.1|SLEB	LOC120447167|XP_039484556.1|DSAN
OG0002356	LOC115630397|XP_030382780.1|SLEB	LOC120451444|XP_039491096.1|DSAN, LOC120444458|XP_039480058.1|DSAN
OG0002357	LOC115625253|XP_030376106.1|SLEB	LOC120452419|XP_039492572.1|DSAN
OG0002358	LOC115630494|XP_030382942.1|SLEB	LOC120458875|XP_039502646.1|DSAN
OG0002359	LOC115627066|XP_030378473.1|SLEB	LOC120456295|XP_039498976.1|DSAN
OG0002360	LOC115630585|XP_030383064.1|SLEB	LOC120447126|XP_039484493.1|DSAN
OG0002361	LOC115623164|XP_030373238.1|SLEB	LOC120447970|XP_039485595.1|DSAN
