Orthogroup	SLEB.longest_only	DSEC.longest_only
OG0000766	LOC115629736|XP_030382131.1|SLEB	LOC6615896|XP_002040266.1|DSEC
OG0000767	LOC115625324|XP_030376207.1|SLEB	LOC6613960|XP_032578374.1|DSEC
OG0000767	LOC115628797|XP_030380869.1|SLEB	LOC6619373|XP_002043589.1|DSEC
OG0000768	LOC115629400|XP_030381717.1|SLEB	LOC6616273|XP_002040637.1|DSEC
OG0000769	LOC115627782|XP_030379452.1|SLEB	LOC6616935|XP_002041265.1|DSEC, LOC6615195|XP_032580780.1|DSEC
OG0000771	LOC115632497|XP_030385534.1|SLEB	LOC6610662|XP_002035229.1|DSEC, LOC6610661|XP_002035228.2|DSEC
OG0000772	LOC115634665|XP_030388384.1|SLEB	LOC6618913|XP_032571596.1|DSEC, LOC6609335|XP_002034024.2|DSEC
OG0000774	LOC115634000|XP_030387384.1|SLEB	LOC116800365|XP_032570733.1|DSEC, LOC6613026|XP_032570729.1|DSEC, LOC116800364|XP_032570731.1|DSEC
OG0000775	LOC115624948|XP_030375659.1|SLEB	LOC6608955|XP_002033669.2|DSEC
OG0000775	LOC115634170|XP_030387613.1|SLEB	LOC6608477|XP_002033211.1|DSEC
OG0000778	LOC115620701|XP_030369933.1|SLEB, LOC115628096|XP_030379935.1|SLEB	LOC6610890|XP_002035453.2|DSEC, LOC116801578|XP_032577955.1|DSEC
OG0000779	LOC115626746|XP_030378057.1|SLEB	LOC6618679|XP_002042938.1|DSEC
OG0000780	LOC115623469|XP_030373696.1|SLEB	LOC6608413|XP_002033147.1|DSEC
OG0000781	LOC115626655|XP_030377922.1|SLEB	LOC6620193|XP_032582703.1|DSEC
OG0000781	LOC115632546|XP_030385621.1|SLEB	LOC6616565|XP_002040924.1|DSEC
OG0000782	LOC115623231|XP_030373340.1|SLEB	LOC6605361|XP_002030195.1|DSEC
OG0000782	LOC115629137|XP_030381342.1|SLEB	LOC6618674|XP_002042933.1|DSEC
OG0000783	LOC115620854|XP_030370158.1|SLEB	LOC6605369|XP_002030203.1|DSEC
OG0000783	LOC115633212|XP_030386459.1|SLEB	LOC116802020|XP_032580764.1|DSEC
OG0000784	LOC115632956|XP_030386115.1|SLEB	LOC6606063|XP_002030873.1|DSEC
OG0000784	LOC115628703|XP_030380744.1|SLEB	LOC6618099|XP_002042397.1|DSEC
OG0000785	LOC115621118|XP_030370522.1|SLEB	LOC6612637|XP_032577719.1|DSEC, LOC6617172|XP_032576431.1|DSEC
OG0000786	LOC115626176|XP_030377311.1|SLEB	LOC6613800|XP_002038269.2|DSEC
OG0000786	LOC115620536|XP_030369671.1|SLEB	LOC6620080|XP_032578453.1|DSEC
OG0000787	LOC115632438|XP_030385442.1|SLEB	LOC6605042|XP_002029884.1|DSEC
OG0000787	LOC115629947|XP_030382416.1|SLEB	LOC6620320|XP_002044528.1|DSEC
OG0000788	LOC115631634|XP_030384303.1|SLEB	LOC116803603|XP_032583513.1|DSEC
OG0000788	LOC115628252|XP_030380128.1|SLEB	LOC6611137|XP_032575863.1|DSEC
OG0000789	LOC115629061|XP_030381237.1|SLEB	LOC6613514|XP_002037982.1|DSEC
OG0000789	LOC115629060|XP_030381236.1|SLEB	LOC6613513|XP_032580641.1|DSEC
OG0000790	LOC115628530|XP_030380551.1|SLEB	LOC6617206|XP_002041533.1|DSEC
OG0000791	LOC115629879|XP_030382336.1|SLEB	LOC6617041|XP_032576682.1|DSEC
OG0000791	LOC115621525|XP_030371051.1|SLEB	LOC6621278|XP_032579604.1|DSEC
OG0000792	LOC115631780|XP_030384474.1|SLEB	LOC6617375|XP_002041700.1|DSEC
OG0000793	LOC115623565|XP_030373822.1|SLEB	LOC6619031|XP_002043276.1|DSEC, LOC116802353|XP_032582737.1|DSEC
OG0000794	LOC115629864|XP_030382312.1|SLEB	LOC6617357|XP_002041682.2|DSEC
OG0000796	LOC115620420|XP_030369504.1|SLEB	LOC6607048|XP_032577637.1|DSEC
OG0000796	LOC115626807|XP_030378137.1|SLEB	LOC6617627|XP_032580867.1|DSEC
OG0000797	LOC115623362|XP_030373508.1|SLEB	LOC6607086|XP_002031874.1|DSEC
OG0000798	LOC115626864|XP_030378234.1|SLEB	LOC6609023|XP_032570213.1|DSEC
OG0000798	LOC115628315|XP_030380233.1|SLEB	LOC6609021|XP_002033725.1|DSEC
OG0000799	LOC115622877|XP_030372826.1|SLEB	LOC6606732|XP_002031529.1|DSEC
OG0000799	LOC115629792|XP_030382211.1|SLEB	LOC6612276|XP_032580979.1|DSEC
OG0000800	LOC115624783|XP_030375474.1|SLEB	LOC6611025|XP_002035582.1|DSEC
OG0000801	LOC115626800|XP_030378133.1|SLEB	LOC6615412|XP_002039794.1|DSEC
OG0000802	LOC115628822|XP_030380912.1|SLEB	LOC6612305|XP_002036815.1|DSEC, LOC6612306|XP_032581336.1|DSEC
OG0000803	LOC115630694|XP_030383206.1|SLEB	LOC6612053|XP_002036570.1|DSEC
OG0000803	LOC115622649|XP_030372516.1|SLEB	LOC6610706|XP_002035272.1|DSEC
OG0000804	LOC115623042|XP_030373079.1|SLEB, LOC115622933|XP_030372921.1|SLEB	LOC6608792|XP_002033511.1|DSEC, LOC6614125|XP_002038578.1|DSEC
OG0000805	LOC115633725|XP_030387052.1|SLEB, LOC115633387|XP_030386694.1|SLEB, LOC115633782|XP_030387119.1|SLEB, LOC115631591|XP_030384252.1|SLEB	LOC6608974|XP_032571683.1|DSEC
OG0000806	LOC115631223|XP_030383792.1|SLEB	LOC6617383|XP_032582601.1|DSEC
OG0000810	LOC115633165|XP_030386437.1|SLEB	LOC6607952|XP_002032700.2|DSEC, LOC6607955|XP_002032703.1|DSEC
OG0000811	LOC115627523|XP_030379086.1|SLEB	LOC6609435|XP_032571645.1|DSEC
OG0000812	LOC115628035|XP_030379838.1|SLEB	LOC6619982|XP_032580729.1|DSEC, LOC6605745|XP_002030561.1|DSEC
OG0000813	LOC115621588|XP_030371142.1|SLEB	LOC6608910|XP_002033624.1|DSEC
OG0000813	LOC115631533|XP_030384166.1|SLEB	LOC6617271|XP_002041598.1|DSEC
OG0000814	LOC115631370|XP_030383951.1|SLEB	LOC6613700|XP_002038170.1|DSEC
OG0000815	LOC115628494|XP_030380489.1|SLEB	LOC6613476|XP_002037946.2|DSEC
OG0000816	LOC115626829|XP_030378170.1|SLEB	LOC6617623|XP_002041936.1|DSEC
OG0000816	LOC115623329|XP_030373452.1|SLEB	LOC6614262|XP_002038702.1|DSEC
OG0000817	LOC115625273|XP_030376136.1|SLEB	LOC6617044|XP_002041372.1|DSEC
OG0000817	LOC115625540|XP_030376476.1|SLEB	LOC6617045|XP_002041373.1|DSEC
OG0000818	LOC115627273|XP_030378763.1|SLEB	LOC6615878|XP_002040248.1|DSEC
OG0000818	LOC115627208|XP_030378687.1|SLEB	LOC116800230|XP_032570006.1|DSEC
OG0000819	LOC115629908|XP_030382373.1|SLEB	LOC6615253|XP_032582184.1|DSEC
OG0000819	LOC115629909|XP_030382374.1|SLEB	LOC6618113|XP_032581480.1|DSEC
OG0000820	LOC115629748|XP_030382144.1|SLEB	LOC6615002|XP_002039419.2|DSEC
OG0000820	LOC115633748|XP_030387083.1|SLEB	LOC6608562|XP_002033296.1|DSEC
OG0000821	LOC115621003|XP_030370383.1|SLEB	LOC6606604|XP_002031405.1|DSEC
OG0000821	LOC115634734|XP_030388480.1|SLEB	LOC6615648|XP_002040020.1|DSEC
OG0000822	LOC115626101|XP_030377213.1|SLEB	LOC6606069|XP_002030878.1|DSEC, LOC6611685|XP_002036219.1|DSEC
OG0000823	LOC115621687|XP_030371257.1|SLEB, LOC115621478|XP_030370997.1|SLEB	LOC6606636|XP_032578738.1|DSEC, LOC6606635|XP_032577851.1|DSEC, LOC6606634|XP_002031435.1|DSEC, LOC6606637|XP_002031438.1|DSEC, LOC6606638|XP_002031439.1|DSEC
OG0000824	LOC115631358|XP_030383935.1|SLEB, LOC115631355|XP_030383932.1|SLEB	LOC6617733|XP_032583252.1|DSEC
OG0000825	LOC115631892|XP_030384601.1|SLEB	LOC6606066|XP_002030876.2|DSEC
OG0000825	LOC115631910|XP_030384621.1|SLEB	LOC6611380|XP_002035925.2|DSEC
OG0000826	LOC115625100|XP_030376272.1|SLEB	LOC6609592|XP_032571399.1|DSEC
OG0000827	LOC115632510|XP_030385560.1|SLEB	LOC6621254|XP_002045431.1|DSEC, LOC6610986|XP_032574702.1|DSEC, LOC116801114|XP_032574703.1|DSEC, LOC6610985|XP_002035542.1|DSEC
OG0000828	LOC115621661|XP_030371228.1|SLEB	LOC6616755|XP_032577210.1|DSEC, LOC116801504|XP_032577449.1|DSEC
OG0000830	LOC115627051|XP_030378454.1|SLEB	LOC6615097|XP_032580568.1|DSEC
OG0000831	LOC115620550|XP_030369694.1|SLEB	LOC116801062|XP_032574389.1|DSEC
OG0000832	LOC115630056|XP_030382550.1|SLEB	LOC6609362|XP_032570555.1|DSEC
OG0000833	LOC115633915|XP_030387287.1|SLEB	LOC6618366|XP_032574179.1|DSEC
OG0000834	LOC115622025|XP_030371744.1|SLEB	LOC6612771|XP_002037272.1|DSEC
OG0000835	LOC115633164|XP_030386435.1|SLEB	LOC6611105|XP_032574376.1|DSEC
OG0000836	LOC115631033|XP_030383516.1|SLEB	LOC6619322|XP_032583478.1|DSEC, LOC6611993|XP_002036510.1|DSEC
OG0000837	LOC115633929|XP_030387306.1|SLEB	LOC116800673|XP_032572828.1|DSEC
OG0000837	LOC115629286|XP_030381586.1|SLEB	LOC6612477|XP_032580071.1|DSEC
OG0000838	LOC115631443|XP_030384046.1|SLEB	LOC116803381|XP_032583018.1|DSEC
OG0000838	LOC115631811|XP_030384508.1|SLEB	LOC116803561|XP_032583254.1|DSEC
OG0000839	LOC115623518|XP_030373759.1|SLEB	LOC6613986|XP_002038442.1|DSEC
OG0000839	LOC115623788|XP_030374190.1|SLEB	LOC6619298|XP_032578654.1|DSEC
OG0000840	LOC115627464|XP_030378996.1|SLEB	LOC6619186|XP_002043410.1|DSEC, LOC6619006|XP_002043251.1|DSEC
OG0000841	LOC115621899|XP_030371588.1|SLEB	LOC6614376|XP_032578362.1|DSEC
OG0000842	LOC115634348|XP_030387864.1|SLEB	LOC6608090|XP_002032838.2|DSEC
OG0000842	LOC115620792|XP_030370072.1|SLEB	LOC6619247|XP_002043465.1|DSEC
OG0000843	LOC115623677|XP_030374010.1|SLEB	LOC6615814|XP_002040184.1|DSEC
OG0000844	LOC115620021|XP_030368985.1|SLEB	LOC6613015|XP_032570967.1|DSEC
OG0000844	LOC115623803|XP_030374206.1|SLEB	LOC6614198|XP_032577071.1|DSEC
OG0000845	LOC115629856|XP_030382299.1|SLEB	LOC6619881|XP_002044094.1|DSEC, LOC6619879|XP_002044092.2|DSEC
OG0000846	LOC115621852|XP_030371524.1|SLEB	LOC6612720|XP_002037223.1|DSEC
OG0000847	LOC115634639|XP_030388354.1|SLEB	LOC6608904|XP_002033618.1|DSEC
OG0000847	LOC115626111|XP_030377225.1|SLEB	LOC6618855|XP_002043103.1|DSEC
OG0000848	LOC115632007|XP_030384796.1|SLEB	LOC6613066|XP_032582338.1|DSEC
OG0000848	LOC115626119|XP_030377233.1|SLEB	LOC6619333|XP_002043550.2|DSEC
OG0000849	LOC115630527|XP_030382990.1|SLEB	LOC6612175|XP_002036692.2|DSEC
OG0000849	LOC115623659|XP_030373977.1|SLEB	LOC6617336|XP_002041661.1|DSEC
OG0000850	LOC115634453|XP_030388034.1|SLEB	LOC6615588|XP_002039962.1|DSEC
OG0000850	LOC115633707|XP_030387028.1|SLEB	LOC6615586|XP_032572075.1|DSEC
OG0000852	LOC115625340|XP_030376228.1|SLEB	LOC6609837|XP_002034489.1|DSEC, LOC6609836|XP_032572029.1|DSEC, LOC116800555|XP_032572030.1|DSEC
OG0000854	LOC115627108|XP_030378530.1|SLEB	LOC6612361|XP_032580875.1|DSEC
OG0000855	LOC115626856|XP_030378217.1|SLEB	LOC6616013|XP_002040379.1|DSEC
OG0000855	LOC115620282|XP_030369316.1|SLEB	LOC6607293|XP_002032072.1|DSEC
OG0000856	LOC115624521|XP_030375100.1|SLEB	LOC6619551|XP_002043766.1|DSEC, LOC6616461|XP_002040822.1|DSEC
OG0000857	LOC115633358|XP_030386658.1|SLEB	LOC6615180|XP_032580051.1|DSEC
OG0000858	LOC115620449|XP_030369539.1|SLEB	LOC6606593|XP_002031394.1|DSEC, LOC6606592|XP_002031393.1|DSEC
OG0000860	LOC115632420|XP_030385419.1|SLEB	LOC6610561|XP_032573775.1|DSEC
OG0000861	LOC115634652|XP_030388369.1|SLEB	LOC6615752|XP_002040123.2|DSEC
OG0000862	LOC115634668|XP_030388388.1|SLEB	LOC6615291|XP_002039695.1|DSEC, LOC6613526|XP_002037994.1|DSEC
OG0000863	LOC115625341|XP_030376227.1|SLEB	LOC6607410|XP_002032183.2|DSEC
OG0000864	LOC115626614|XP_030377867.1|SLEB	LOC6617869|XP_002042177.1|DSEC
OG0000864	LOC115629280|XP_030381572.1|SLEB	LOC116801964|XP_032580257.1|DSEC
OG0000865	LOC115623571|XP_030373827.1|SLEB	LOC6607096|XP_002031884.1|DSEC
OG0000866	LOC115632046|XP_030384877.1|SLEB	LOC6617355|XP_002041680.2|DSEC, LOC6617356|XP_002041681.2|DSEC
OG0000867	LOC115629843|XP_030382284.1|SLEB	LOC6611955|XP_002036472.1|DSEC
OG0000868	LOC115626754|XP_030378069.1|SLEB	LOC6617624|XP_032580770.1|DSEC
OG0000869	LOC115624085|XP_030374534.1|SLEB	LOC6614216|XP_002038661.1|DSEC
OG0000870	LOC115631395|XP_030384015.1|SLEB	LOC6615802|XP_032571678.1|DSEC
OG0000871	LOC115623615|XP_030373897.1|SLEB	LOC6608759|XP_002033482.1|DSEC
OG0000872	LOC115629607|XP_030381963.1|SLEB	LOC6614901|XP_002039318.1|DSEC
OG0000872	LOC115633646|XP_030386947.1|SLEB	LOC6613004|XP_002037494.1|DSEC
OG0000873	LOC115634051|XP_030387456.1|SLEB	LOC6616542|XP_032574086.1|DSEC
OG0000874	LOC115633322|XP_030386614.1|SLEB, LOC115628366|XP_030380306.1|SLEB	LOC6609478|XP_032570897.1|DSEC
OG0000875	LOC115624766|XP_030375459.1|SLEB	LOC6619438|XP_002043653.1|DSEC
OG0000877	LOC115633565|XP_030386882.1|SLEB	LOC6619381|XP_032574026.1|DSEC
OG0000877	LOC115629824|XP_030382255.1|SLEB	LOC6615846|XP_002040216.1|DSEC
OG0000878	LOC115627482|XP_030379021.1|SLEB	LOC6615684|XP_002040055.1|DSEC
OG0000878	LOC115632195|XP_030385101.1|SLEB	LOC6611906|XP_002036423.2|DSEC
OG0000879	LOC115634304|XP_030387816.1|SLEB	LOC6610014|XP_002034634.1|DSEC
OG0000880	LOC115626970|XP_030378345.1|SLEB	LOC6619264|XP_002043481.1|DSEC
OG0000880	LOC115622390|XP_030372175.1|SLEB	LOC6605146|XP_002029987.1|DSEC
OG0000881	LOC115632920|XP_030386071.1|SLEB	LOC6616378|XP_002040738.2|DSEC, LOC6616381|XP_002040741.1|DSEC, LOC6616380|XP_002040740.2|DSEC
OG0000882	LOC115629213|XP_030381474.1|SLEB	LOC6617983|XP_032581715.1|DSEC
OG0000883	LOC115629813|XP_030382240.1|SLEB	LOC6618529|XP_002042789.1|DSEC
OG0000884	LOC115629830|XP_030382265.1|SLEB	LOC6613370|XP_032583366.1|DSEC, LOC6619822|XP_032582633.1|DSEC
OG0000885	LOC115621601|XP_030371153.1|SLEB	LOC6620702|XP_032578832.1|DSEC
OG0000886	LOC115621674|XP_030371245.1|SLEB	LOC6613745|XP_032578957.1|DSEC
OG0000887	LOC115626660|XP_030377932.1|SLEB	LOC6617625|XP_032580768.1|DSEC
OG0000888	LOC115632606|XP_030385693.1|SLEB	LOC6610169|XP_032575458.1|DSEC
OG0000889	LOC115632962|XP_030386122.1|SLEB	LOC6616583|XP_032574208.1|DSEC
OG0000890	LOC115620765|XP_030370030.1|SLEB	LOC6615597|XP_002039971.1|DSEC
OG0000891	LOC115631029|XP_030383507.1|SLEB	LOC6617894|XP_002042202.1|DSEC
OG0000891	LOC115631138|XP_030383667.1|SLEB	LOC6617693|XP_032570020.1|DSEC
OG0000892	LOC115623089|XP_030373155.1|SLEB	LOC6605258|XP_032575307.1|DSEC
OG0000892	LOC115630075|XP_030382571.1|SLEB	LOC6616319|XP_002040679.1|DSEC
OG0000893	LOC115623838|XP_030374239.1|SLEB	LOC6614248|XP_002038693.2|DSEC
OG0000894	LOC115625115|XP_030375881.1|SLEB	LOC6614194|XP_002038641.1|DSEC
OG0000895	LOC115633662|XP_030386967.1|SLEB	LOC6609422|XP_002034107.1|DSEC
OG0000896	LOC115629791|XP_030382210.1|SLEB	LOC6612278|XP_002036788.1|DSEC
OG0000897	LOC115625529|XP_030376463.1|SLEB	LOC6617014|XP_002041342.1|DSEC
OG0000897	LOC115625442|XP_030376350.1|SLEB	LOC6617011|XP_002041339.1|DSEC
OG0000898	LOC115626286|XP_030377474.1|SLEB, LOC115629699|XP_030382081.1|SLEB	LOC6609463|XP_002034148.1|DSEC, LOC6615621|XP_002039995.1|DSEC
OG0000899	LOC115620964|XP_030370345.1|SLEB	LOC116801665|XP_032578472.1|DSEC, LOC6607307|XP_002032086.1|DSEC
OG0000900	LOC115634772|XP_030388527.1|SLEB	LOC6615584|XP_002039958.1|DSEC
OG0000900	LOC115634771|XP_030388526.1|SLEB	LOC6615583|XP_002039957.2|DSEC
OG0000901	LOC115624900|XP_030375609.1|SLEB	LOC6615461|XP_002039841.2|DSEC
OG0000902	LOC115627660|XP_030379261.1|SLEB	LOC116802200|XP_032581772.1|DSEC
OG0000902	LOC115627661|XP_030379263.1|SLEB	LOC6620244|XP_032580961.1|DSEC
OG0000903	LOC115632649|XP_030385739.1|SLEB, LOC115632862|XP_030385986.1|SLEB	LOC6611102|XP_002035659.1|DSEC, LOC6611100|XP_002035657.1|DSEC
OG0000906	LOC115634598|XP_030388307.1|SLEB, LOC115634386|XP_030387931.1|SLEB	LOC6608612|XP_002033346.1|DSEC, LOC6608613|XP_002033347.1|DSEC
OG0000907	LOC115623688|XP_030374022.1|SLEB	LOC6615815|XP_002040185.1|DSEC
OG0000909	LOC115629921|XP_030382386.1|SLEB	LOC6615932|XP_002040299.1|DSEC
OG0000909	LOC115629451|XP_030381776.1|SLEB	LOC6607638|XP_002032403.1|DSEC
OG0000910	LOC115629094|XP_030381271.1|SLEB	LOC6618671|XP_032582139.1|DSEC
OG0000911	LOC115628689|XP_030380728.1|SLEB	LOC6609682|XP_002034340.1|DSEC
OG0000912	LOC115633636|XP_030386934.1|SLEB	LOC116801077|XP_032574508.1|DSEC, LOC6605832|XP_032574507.1|DSEC
OG0000913	LOC115624511|XP_030375083.1|SLEB	LOC116801028|XP_032574183.1|DSEC
OG0000913	LOC115624512|XP_030375084.1|SLEB	LOC6605466|XP_032574182.1|DSEC
OG0000914	LOC115634220|XP_030387671.1|SLEB	LOC6608834|XP_002033548.1|DSEC
OG0000915	LOC115634001|XP_030387386.1|SLEB	LOC6609408|XP_002034093.1|DSEC
OG0000916	LOC115631986|XP_030384763.1|SLEB	LOC6611642|XP_032580078.1|DSEC
OG0000917	LOC115632019|XP_030384822.1|SLEB	LOC6611627|XP_032583393.1|DSEC
OG0000918	LOC115625872|XP_030376943.1|SLEB	LOC116800465|XP_032571502.1|DSEC, LOC6613207|XP_002037687.2|DSEC
OG0000920	LOC115633279|XP_030386550.1|SLEB	LOC6619810|XP_032580254.1|DSEC
OG0000921	LOC115630018|XP_030382512.1|SLEB	LOC6616091|XP_032580964.1|DSEC, LOC6616090|XP_032582357.1|DSEC
OG0000922	LOC115628430|XP_030380378.1|SLEB	LOC6610726|XP_002035292.1|DSEC
OG0000923	LOC115623827|XP_030374230.1|SLEB	LOC6618300|XP_002042573.1|DSEC, LOC6607230|XP_032577914.1|DSEC
OG0000924	LOC115629931|XP_030382395.1|SLEB	LOC6618584|XP_002042843.1|DSEC
OG0000925	LOC115621220|XP_030370664.1|SLEB	LOC6612909|XP_032578017.1|DSEC, LOC6612908|XP_002037400.1|DSEC
OG0000926	LOC115623884|XP_030374296.1|SLEB	LOC6614154|XP_032577216.1|DSEC
OG0000926	LOC115624201|XP_030374664.1|SLEB	LOC6606220|XP_032577462.1|DSEC
OG0000927	LOC115621447|XP_030370961.1|SLEB	LOC6617059|XP_002041387.1|DSEC
OG0000927	LOC115620365|XP_030369430.1|SLEB	LOC6617062|XP_002041390.1|DSEC
OG0000928	LOC115626331|XP_030377534.1|SLEB	LOC6611773|XP_002036296.1|DSEC, LOC6611772|XP_032571033.1|DSEC
OG0000929	LOC115631368|XP_030383946.1|SLEB, LOC115631284|XP_030383857.1|SLEB	LOC6613114|XP_002037595.1|DSEC
OG0000929	LOC115631556|XP_030384203.1|SLEB	LOC6613113|XP_002037594.1|DSEC
OG0000930	LOC115622376|XP_030372159.1|SLEB	LOC6605864|XP_002030678.1|DSEC, LOC6605865|XP_002030679.1|DSEC
OG0000931	LOC115624492|XP_030375055.1|SLEB	LOC6615664|XP_032572414.1|DSEC
OG0000931	LOC115634172|XP_030387617.1|SLEB	LOC6613649|XP_032577182.1|DSEC
OG0000932	LOC115622269|XP_030372031.1|SLEB, LOC115629206|XP_030381465.1|SLEB	LOC6616250|XP_002040614.2|DSEC
OG0000932	LOC115622267|XP_030372029.1|SLEB	LOC6616251|XP_002040615.1|DSEC
OG0000933	LOC115634678|XP_030388396.1|SLEB	LOC6615257|XP_002039663.1|DSEC
OG0000933	LOC115634677|XP_030388395.1|SLEB	LOC6615258|XP_002039664.1|DSEC
OG0000934	LOC115634663|XP_030388383.1|SLEB	LOC6608176|XP_002032921.1|DSEC, LOC6608175|XP_002032920.1|DSEC
OG0000935	LOC115620735|XP_030369981.1|SLEB	LOC6612625|XP_032578720.1|DSEC
OG0000936	LOC115630040|XP_030382533.1|SLEB	LOC116801584|XP_032577980.1|DSEC
OG0000937	LOC115621318|XP_030370797.1|SLEB	LOC6617126|XP_032579342.1|DSEC
OG0000938	LOC115629870|XP_030382325.1|SLEB	LOC6619597|XP_002043812.1|DSEC
OG0000939	LOC115631095|XP_030383606.1|SLEB	LOC116802135|XP_032581286.1|DSEC, LOC116802146|XP_032581342.1|DSEC, LOC6611576|XP_002036114.1|DSEC
OG0000940	LOC115629373|XP_030381691.1|SLEB	LOC6618983|XP_002043228.1|DSEC
OG0000940	LOC115628257|XP_030380135.1|SLEB	LOC6610338|XP_002034924.1|DSEC
OG0000941	LOC115630089|XP_030382576.1|SLEB	LOC6617464|XP_002041781.1|DSEC
OG0000942	LOC115623244|XP_030373364.1|SLEB	LOC6616407|XP_032574982.1|DSEC
OG0000943	LOC115620354|XP_030369421.1|SLEB	LOC6608698|XP_002033422.1|DSEC
OG0000944	LOC115627130|XP_030378563.1|SLEB	LOC6618481|XP_032581292.1|DSEC
OG0000945	LOC115624796|XP_030375500.1|SLEB	LOC6610272|XP_002034867.1|DSEC, LOC6610271|XP_002034866.1|DSEC
OG0000946	LOC115630459|XP_030382884.1|SLEB	LOC6611600|XP_002036137.1|DSEC
OG0000947	LOC115634584|XP_030388277.1|SLEB	LOC6612995|XP_002037486.1|DSEC
OG0000948	LOC115632809|XP_030385921.1|SLEB	LOC6610640|XP_002035207.1|DSEC
OG0000949	LOC115629933|XP_030382398.1|SLEB, LOC115629932|XP_030382397.1|SLEB	LOC6618660|XP_032581651.1|DSEC
OG0000950	LOC115624154|XP_030374611.1|SLEB	LOC6615018|XP_032580003.1|DSEC, LOC6614277|XP_002038717.2|DSEC
OG0000951	LOC115620607|XP_030369781.1|SLEB	LOC6606663|XP_002031463.1|DSEC
OG0000952	LOC115631113|XP_030383633.1|SLEB	LOC116803404|XP_032583028.1|DSEC, LOC116803447|XP_032583053.1|DSEC, LOC6617705|XP_002042017.1|DSEC, LOC116803451|XP_032583054.1|DSEC
OG0000954	LOC115624830|XP_030375537.1|SLEB	LOC6619176|XP_002043402.1|DSEC
OG0000955	LOC115620968|XP_030370348.1|SLEB	LOC6607575|XP_032579427.1|DSEC
OG0000956	LOC115623812|XP_030374216.1|SLEB	LOC6619058|XP_002043299.1|DSEC, LOC6619062|XP_002043303.1|DSEC
OG0000957	LOC115632493|XP_030385572.1|SLEB	LOC6609710|XP_032571919.1|DSEC
OG0000957	LOC115632571|XP_030385690.1|SLEB	LOC6609709|XP_002034366.1|DSEC
OG0000958	LOC115621983|XP_030371695.1|SLEB	LOC116801391|XP_032576342.1|DSEC, LOC116800455|XP_032571445.1|DSEC
OG0000959	LOC115622295|XP_030372058.1|SLEB, LOC115622622|XP_030372489.1|SLEB	LOC6618346|XP_002042618.1|DSEC, LOC6617095|XP_002041422.1|DSEC
OG0000960	LOC115626902|XP_030378272.1|SLEB	LOC6616021|XP_032581363.1|DSEC
OG0000961	LOC115633964|XP_030387344.1|SLEB	LOC6605848|XP_002030662.1|DSEC
OG0000961	LOC115633962|XP_030387342.1|SLEB	LOC6605845|XP_002030659.1|DSEC
OG0000963	LOC115627565|XP_030379148.1|SLEB	LOC6614871|XP_002039289.1|DSEC
OG0000964	LOC115629928|XP_030382396.1|SLEB	LOC6614881|XP_002039299.1|DSEC, LOC6609407|XP_032571870.1|DSEC
OG0000965	LOC115633244|XP_030386499.1|SLEB	LOC6620465|XP_002044646.1|DSEC
OG0000966	LOC115633760|XP_030387095.1|SLEB	LOC6609068|XP_002033771.1|DSEC, LOC6612914|XP_002037406.2|DSEC
OG0000968	LOC115628295|XP_030380202.1|SLEB	LOC6605972|XP_032574238.1|DSEC
OG0000969	LOC115629995|XP_030382487.1|SLEB	LOC6615281|XP_002039685.1|DSEC
OG0000969	LOC115633028|XP_030386225.1|SLEB, LOC115621359|XP_030370843.1|SLEB	LOC6612946|XP_002037438.1|DSEC
OG0000970	LOC115620768|XP_030370032.1|SLEB	LOC6618721|XP_002042980.1|DSEC
OG0000971	LOC115631506|XP_030384125.1|SLEB	LOC6614440|XP_002038873.1|DSEC
OG0000972	LOC115632559|XP_030385633.1|SLEB	LOC6610964|XP_002035521.1|DSEC
OG0000972	LOC115633225|XP_030386479.1|SLEB	LOC6616140|XP_002040505.1|DSEC
OG0000973	LOC115633334|XP_030386626.1|SLEB	LOC6616205|XP_032581130.1|DSEC
OG0000974	LOC115622410|XP_030372203.1|SLEB	LOC6610698|XP_002035264.1|DSEC
OG0000975	LOC115621202|XP_030370641.1|SLEB, LOC115623709|XP_030374048.1|SLEB	LOC6606813|XP_032576736.1|DSEC
OG0000976	LOC115625075|XP_030375823.1|SLEB	LOC6607264|XP_032577403.1|DSEC
OG0000977	LOC115625370|XP_030376266.1|SLEB	LOC6606297|XP_002031102.2|DSEC
OG0000978	LOC115623541|XP_030373784.1|SLEB	LOC6608510|XP_032571996.1|DSEC, LOC6606843|XP_002031640.1|DSEC
OG0000979	LOC115628156|XP_030379990.1|SLEB	LOC6615523|XP_002039902.2|DSEC
OG0000980	LOC115621034|XP_030370416.1|SLEB	LOC6617105|XP_002041432.2|DSEC
OG0000980	LOC115621874|XP_030371560.1|SLEB	LOC6607525|XP_002032294.1|DSEC
OG0000981	LOC115632018|XP_030384815.1|SLEB	LOC6611968|XP_002036485.1|DSEC
OG0000982	LOC115624236|XP_030374717.1|SLEB, LOC115624076|XP_030374526.1|SLEB	LOC6606782|XP_002031579.1|DSEC, LOC116801427|XP_032576743.1|DSEC, LOC116801409|XP_032576561.1|DSEC
OG0000984	LOC115623773|XP_030374169.1|SLEB	LOC6619729|XP_032578118.1|DSEC
OG0000984	LOC115626561|XP_030377800.1|SLEB	LOC6613597|XP_002038066.2|DSEC
