Orthogroup	SLEB.longest_only	ASTE.longest_only
OG0001282	LOC115625941|XP_030377036.1|SLEB	LOC118514262|XP_035916871.1|ASTE
OG0001283	LOC115620592|XP_030369803.1|SLEB	LOC118511551|XP_035910663.1|ASTE
OG0001284	LOC115631547|XP_030384182.1|SLEB	LOC118513903|XP_035916119.1|ASTE
OG0001285	LOC115623235|XP_030373344.1|SLEB	LOC118503095|XP_035891886.1|ASTE, LOC118512716|XP_035913448.1|ASTE
OG0001286	LOC115630804|XP_030383327.1|SLEB	LOC118512447|XP_035912804.1|ASTE
OG0001287	LOC115626405|XP_030377630.1|SLEB	LOC118512730|XP_035913483.1|ASTE
OG0001288	LOC115631450|XP_030384055.1|SLEB	LOC118512489|XP_035912886.1|ASTE
OG0001288	LOC115627378|XP_030378891.1|SLEB	LOC118513432|XP_035915053.1|ASTE
OG0001289	LOC115630503|XP_030382955.1|SLEB	LOC118514047|XP_035916431.1|ASTE
OG0001290	LOC115630477|XP_030382917.1|SLEB	LOC118510651|XP_035908659.1|ASTE
OG0001291	LOC115629825|XP_030382256.1|SLEB, LOC115629324|XP_030381632.1|SLEB, LOC115625066|XP_030375812.1|SLEB	LOC118506591|XP_035899841.1|ASTE
OG0001292	LOC115634641|XP_030388357.1|SLEB	LOC118503098|XP_035891890.1|ASTE, LOC118503104|XP_035891929.1|ASTE
OG0001293	LOC115629516|XP_030381857.1|SLEB	LOC118506581|XP_035899830.1|ASTE
OG0001294	LOC115623368|XP_030373514.1|SLEB	LOC118504858|XP_035895786.1|ASTE
OG0001295	LOC115627759|XP_030379405.1|SLEB	LOC118505807|XP_035898040.1|ASTE
OG0001296	LOC115631963|XP_030384691.1|SLEB	LOC118508335|XP_035903896.1|ASTE, LOC118517059|XP_035918802.1|ASTE
OG0001297	LOC115620558|XP_030369705.1|SLEB	LOC118505340|XP_035896889.1|ASTE
OG0001298	LOC115623666|XP_030373993.1|SLEB	LOC118502576|XP_035890795.1|ASTE, LOC118506506|XP_035899615.1|ASTE
OG0001299	LOC115622744|XP_030372652.1|SLEB	LOC118505511|XP_035897300.1|ASTE, LOC118505510|XP_035897296.1|ASTE
OG0001300	LOC115624424|XP_030375023.1|SLEB	LOC118505015|XP_035896097.1|ASTE
OG0001301	LOC115633133|XP_030386400.1|SLEB	LOC118517591|XP_035919764.1|ASTE, LOC118505292|XP_035896780.1|ASTE, LOC118517184|XP_035918995.1|ASTE
OG0001302	LOC115622887|XP_030372851.1|SLEB	LOC118506830|XP_035900433.1|ASTE
OG0001303	LOC115625094|XP_030375853.1|SLEB	LOC118517568|XP_035919706.1|ASTE
OG0001304	LOC115620068|XP_030369079.1|SLEB	LOC118502579|XP_035890806.1|ASTE
OG0001305	LOC115625058|XP_030375783.1|SLEB	LOC118508529|XP_035904296.1|ASTE
OG0001306	LOC115629449|XP_030381773.1|SLEB	LOC118507719|XP_035902560.1|ASTE
OG0001307	LOC115622158|XP_030371886.1|SLEB	LOC118502798|XP_035891298.1|ASTE
OG0001308	LOC115627730|XP_030379350.1|SLEB	LOC118506555|XP_035899757.1|ASTE
OG0001309	LOC115625279|XP_030376143.1|SLEB	LOC118507709|XP_035902497.1|ASTE, LOC118507710|XP_035902498.1|ASTE
OG0001311	LOC115627521|XP_030379081.1|SLEB	LOC118503317|XP_035892341.1|ASTE, LOC118517427|XP_035919433.1|ASTE
OG0001312	LOC115632854|XP_030385974.1|SLEB	LOC118503305|XP_035892318.1|ASTE
OG0001313	LOC115627676|XP_030379278.1|SLEB, LOC115634655|XP_030388372.1|SLEB	LOC118507236|XP_035901379.1|ASTE
OG0001314	LOC115625800|XP_030376837.1|SLEB	LOC118512881|XP_035914293.1|ASTE
OG0001315	LOC115629293|XP_030381593.1|SLEB	LOC118506659|XP_035899970.1|ASTE
OG0001326	LOC115621788|XP_030371417.1|SLEB	LOC118508303|XP_035903851.1|ASTE
OG0001328	LOC115627059|XP_030378465.1|SLEB	LOC118503066|XP_035891829.1|ASTE
OG0001329	LOC115634251|XP_030387705.1|SLEB, LOC115628358|XP_030380293.1|SLEB, LOC115628317|XP_030380232.1|SLEB	LOC118509272|XP_035905520.1|ASTE
OG0001330	LOC115629838|XP_030382274.1|SLEB	LOC118517158|XP_035918929.1|ASTE
OG0001331	LOC115626891|XP_030378261.1|SLEB	LOC118512722|XP_035913464.1|ASTE
OG0001332	LOC115627270|XP_030378759.1|SLEB	LOC118511331|XP_035910159.1|ASTE, LOC118511265|XP_035910034.1|ASTE
OG0001333	LOC115626765|XP_030378082.1|SLEB	LOC118509806|XP_035906845.1|ASTE, LOC118509778|XP_035906813.1|ASTE
OG0001334	LOC115620746|XP_030370000.1|SLEB	LOC118502597|XP_035890857.1|ASTE, LOC118502813|XP_035891349.1|ASTE
OG0001335	LOC115623780|XP_030374180.1|SLEB	LOC118505565|XP_035897415.1|ASTE, LOC118505566|XP_035897416.1|ASTE
OG0001337	LOC115627015|XP_030378397.1|SLEB	LOC118511391|XP_035910312.1|ASTE
OG0001338	LOC115625653|XP_030376645.1|SLEB	LOC118505063|XP_035896234.1|ASTE, LOC118516461|XP_035918252.1|ASTE
OG0001339	LOC115630878|XP_030383350.1|SLEB	LOC118502918|XP_035891545.1|ASTE, LOC118512193|XP_035912188.1|ASTE
OG0001340	LOC115628124|XP_030379960.1|SLEB, LOC115628130|XP_030379970.1|SLEB, LOC115628125|XP_030379962.1|SLEB	LOC118506774|XP_035900262.1|ASTE
OG0001341	LOC115623606|XP_030373883.1|SLEB	LOC118507844|XP_035902868.1|ASTE
OG0001343	LOC115621973|XP_030371683.1|SLEB	LOC118502423|XP_035890543.1|ASTE
OG0001344	LOC115620479|XP_030369574.1|SLEB	LOC118506366|XP_035899279.1|ASTE, LOC118506365|XP_035899272.1|ASTE
OG0001345	LOC115625195|XP_030376021.1|SLEB	LOC118516458|XP_035918249.1|ASTE, LOC118505112|XP_035896307.1|ASTE, LOC118516457|XP_035918247.1|ASTE, LOC118505111|XP_035896305.1|ASTE
OG0001346	LOC115620801|XP_030370084.1|SLEB	LOC118505438|XP_035897125.1|ASTE
OG0001347	LOC115626737|XP_030378046.1|SLEB	LOC118508585|XP_035904383.1|ASTE
OG0001348	LOC115629025|XP_030381182.1|SLEB, LOC115633209|XP_030386452.1|SLEB	LOC118517273|XP_035919140.1|ASTE, LOC118514280|XP_035916915.1|ASTE
OG0001349	LOC115622456|XP_030372258.1|SLEB	LOC118510488|XP_035908267.1|ASTE
OG0001350	LOC115628722|XP_030380778.1|SLEB, LOC115629038|XP_030381199.1|SLEB	LOC118512205|XP_035912208.1|ASTE
OG0001351	LOC115634141|XP_030387576.1|SLEB, LOC115634413|XP_030387971.1|SLEB	LOC118512096|XP_035911955.1|ASTE
OG0001352	LOC115622940|XP_030372934.1|SLEB	LOC118509480|XP_035906015.1|ASTE
OG0001353	LOC115628682|XP_030380715.1|SLEB	LOC118504607|XP_035895177.1|ASTE, LOC118509513|XP_035906095.1|ASTE
OG0001354	LOC115633280|XP_030386552.1|SLEB	LOC118511541|XP_035910637.1|ASTE
OG0001355	LOC115631923|XP_030384637.1|SLEB	LOC118511525|XP_035910607.1|ASTE
OG0001356	LOC115632021|XP_030384824.1|SLEB	LOC118513488|XP_035915204.1|ASTE, LOC118509738|XP_035906760.1|ASTE
OG0001357	LOC115622827|XP_030372765.1|SLEB	LOC118512759|XP_035913542.1|ASTE, LOC118516367|XP_035918113.1|ASTE
OG0001358	LOC115622604|XP_030372466.1|SLEB	LOC118512760|XP_035913544.1|ASTE, LOC118516364|XP_035918093.1|ASTE
OG0001359	LOC115626145|XP_030377269.1|SLEB	LOC118514604|XP_035917493.1|ASTE, LOC118512664|XP_035913309.1|ASTE
OG0001360	LOC115633648|XP_030386949.1|SLEB	LOC118514357|XP_035917072.1|ASTE
OG0001361	LOC115632595|XP_030385680.1|SLEB	LOC118509799|XP_035906828.1|ASTE, LOC118509800|XP_035906829.1|ASTE
OG0001362	LOC115634654|XP_030388371.1|SLEB, LOC115633091|XP_030386330.1|SLEB	LOC118512297|XP_035912420.1|ASTE
OG0001363	LOC115624011|XP_030374444.1|SLEB	LOC118503687|XP_035893121.1|ASTE, LOC118512288|XP_035912404.1|ASTE
OG0001364	LOC115633595|XP_030386901.1|SLEB	LOC118514188|XP_035916767.1|ASTE, LOC118513327|XP_035914827.1|ASTE
OG0001365	LOC115622793|XP_030372717.1|SLEB	LOC118513191|XP_035914572.1|ASTE
OG0001367	LOC115627533|XP_030379108.1|SLEB	LOC118509863|XP_035906966.1|ASTE
OG0001368	LOC115621807|XP_030371455.1|SLEB	LOC118513233|XP_035914671.1|ASTE
OG0001369	LOC115630643|XP_030383143.1|SLEB, LOC115620631|XP_030369821.1|SLEB	LOC118514260|XP_035916869.1|ASTE
OG0001370	LOC115623745|XP_030374124.1|SLEB	LOC118517323|XP_035919196.1|ASTE, LOC118509379|XP_035905813.1|ASTE
OG0001371	LOC115631327|XP_030383907.1|SLEB	LOC118509649|XP_035906463.1|ASTE
OG0001372	LOC115634020|XP_030387406.1|SLEB, LOC115629500|XP_030381869.1|SLEB	LOC118512013|XP_035911681.1|ASTE
OG0001373	LOC115622103|XP_030371805.1|SLEB	LOC118511033|XP_035909507.1|ASTE
OG0001374	LOC115627969|XP_030379724.1|SLEB, LOC115629270|XP_030381557.1|SLEB	LOC118513899|XP_035916109.1|ASTE
OG0001376	LOC115633526|XP_030386848.1|SLEB	LOC118515231|XP_035917809.1|ASTE, LOC118513577|XP_035915418.1|ASTE, LOC118515229|XP_035917808.1|ASTE, LOC118513576|XP_035915417.1|ASTE
OG0001377	LOC115630998|XP_030383451.1|SLEB, LOC115622102|XP_030371804.1|SLEB	LOC118513915|XP_035916158.1|ASTE
OG0001378	LOC115629004|XP_030381150.1|SLEB	LOC118512644|XP_035913253.1|ASTE
OG0001379	LOC115631432|XP_030384027.1|SLEB	LOC118513885|XP_035916092.1|ASTE
OG0001380	LOC115625281|XP_030376154.1|SLEB	LOC118508988|XP_035904879.1|ASTE
OG0001381	LOC115621260|XP_030370721.1|SLEB	LOC118514539|XP_035917415.1|ASTE
OG0001382	LOC115628493|XP_030380486.1|SLEB	LOC118512516|XP_035912927.1|ASTE
OG0001383	LOC115634117|XP_030387541.1|SLEB	LOC118511029|XP_035909502.1|ASTE
OG0001384	LOC115625769|XP_030376796.1|SLEB	LOC118509868|XP_035906984.1|ASTE
OG0001385	LOC115625756|XP_030376773.1|SLEB	LOC118513824|XP_035915953.1|ASTE, LOC118506497|XP_035899585.1|ASTE
OG0001387	LOC115631079|XP_030383586.1|SLEB	LOC118510806|XP_035909014.1|ASTE, LOC118510807|XP_035909016.1|ASTE
OG0001388	LOC115631132|XP_030383659.1|SLEB	LOC118510750|XP_035908882.1|ASTE, LOC118510751|XP_035908887.1|ASTE
OG0001389	LOC115621466|XP_030370986.1|SLEB	LOC118504458|XP_035894846.1|ASTE, LOC118504454|XP_035894839.1|ASTE
OG0001390	LOC115630474|XP_030382907.1|SLEB	LOC118506752|XP_035900235.1|ASTE
OG0001391	LOC115626151|XP_030377276.1|SLEB	LOC118504503|XP_035894922.1|ASTE
OG0001392	LOC115628718|XP_030380775.1|SLEB	LOC118506657|XP_035899968.1|ASTE
OG0001393	LOC115627766|XP_030379421.1|SLEB	LOC118502606|XP_035890863.1|ASTE
OG0001394	LOC115627741|XP_030379376.1|SLEB	LOC118507094|XP_035900977.1|ASTE, LOC118504798|XP_035895669.1|ASTE
OG0001395	LOC115625571|XP_030376528.1|SLEB	LOC118505832|XP_035898080.1|ASTE
OG0001396	LOC115627786|XP_030379465.1|SLEB	LOC118506543|XP_035899727.1|ASTE
OG0001397	LOC115623971|XP_030374400.1|SLEB	LOC118508436|XP_035904108.1|ASTE, LOC118507361|XP_035901666.1|ASTE
OG0001399	LOC115634253|XP_030387707.1|SLEB	LOC118512891|XP_035913888.1|ASTE
OG0001400	LOC115623393|XP_030373560.1|SLEB, LOC115620327|XP_030369381.1|SLEB	LOC118503474|XP_035892665.1|ASTE
OG0001401	LOC115622270|XP_030372032.1|SLEB	LOC118508071|XP_035903427.1|ASTE, LOC118509254|XP_035905482.1|ASTE
OG0001402	LOC115633960|XP_030387340.1|SLEB	LOC118508085|XP_035903453.1|ASTE
OG0001403	LOC115620320|XP_030369377.1|SLEB	LOC118512335|XP_035912510.1|ASTE
OG0001404	LOC115622818|XP_030372754.1|SLEB	LOC118505990|XP_035898449.1|ASTE
OG0001405	LOC115622325|XP_030372094.1|SLEB	LOC118516517|XP_035918344.1|ASTE, LOC118516525|XP_035918353.1|ASTE, LOC118506091|XP_035898664.1|ASTE
OG0001406	LOC115628668|XP_030380697.1|SLEB	LOC118506116|XP_035898717.1|ASTE
OG0001407	LOC115632337|XP_030385302.1|SLEB	LOC118508052|XP_035903398.1|ASTE
OG0001408	LOC115625752|XP_030376771.1|SLEB	LOC118509985|XP_035907259.1|ASTE
OG0001429	LOC115620216|XP_030369214.1|SLEB	LOC118504939|XP_035895931.1|ASTE, LOC118504930|XP_035895920.1|ASTE
OG0001430	LOC115621464|XP_030370983.1|SLEB	LOC118513099|XP_035914393.1|ASTE, LOC118510660|XP_035908704.1|ASTE
OG0001431	LOC115627276|XP_030378766.1|SLEB	LOC118502803|XP_035891317.1|ASTE
OG0001432	LOC115626646|XP_030377911.1|SLEB	LOC118517173|XP_035918974.1|ASTE, LOC118505181|XP_035896528.1|ASTE
OG0001433	LOC115620859|XP_030370178.1|SLEB	LOC118503728|XP_035893234.1|ASTE
OG0001434	LOC115626798|XP_030378125.1|SLEB	LOC118503987|XP_035893827.1|ASTE
OG0001435	LOC115634053|XP_030387458.1|SLEB	LOC118511737|XP_035911080.1|ASTE
OG0001436	LOC115628845|XP_030380950.1|SLEB	LOC118517432|XP_035919444.1|ASTE
OG0001437	LOC115625664|XP_030376657.1|SLEB, LOC115625555|XP_030376507.1|SLEB	LOC118513084|XP_035914345.1|ASTE
OG0001438	LOC115620546|XP_030369689.1|SLEB	LOC118503425|XP_035892562.1|ASTE, LOC118511093|XP_035909688.1|ASTE
OG0001439	LOC115620346|XP_030369406.1|SLEB	LOC118506957|XP_035900670.1|ASTE, LOC118505187|XP_035896539.1|ASTE
OG0001440	LOC115629685|XP_030382067.1|SLEB	LOC118508086|XP_035903459.1|ASTE
OG0001442	LOC115625875|XP_030376950.1|SLEB, LOC115627767|XP_030379423.1|SLEB	LOC118508483|XP_035904197.1|ASTE, LOC118505129|XP_035896339.1|ASTE
OG0001443	LOC115621688|XP_030371258.1|SLEB	LOC118506833|XP_035900438.1|ASTE, LOC118506832|XP_035900437.1|ASTE
OG0001444	LOC115621254|XP_030370710.1|SLEB	LOC118502379|XP_035890493.1|ASTE
OG0001445	LOC115621156|XP_030370572.1|SLEB	LOC118503034|XP_035891758.1|ASTE
OG0001446	LOC115621219|XP_030370662.1|SLEB	LOC118505222|XP_035896639.1|ASTE
OG0001447	LOC115624102|XP_030374553.1|SLEB, LOC115623416|XP_030373587.1|SLEB	LOC118504441|XP_035894794.1|ASTE
OG0001448	LOC115621787|XP_030371413.1|SLEB	LOC118508304|XP_035903852.1|ASTE
OG0001449	LOC115633051|XP_030386257.1|SLEB, LOC115632084|XP_030384906.1|SLEB	LOC118502961|XP_035891617.1|ASTE
OG0001450	LOC115620243|XP_030369252.1|SLEB, LOC115626281|XP_030377464.1|SLEB	LOC118512095|XP_035911953.1|ASTE
OG0001451	LOC115634567|XP_030388250.1|SLEB	LOC118510862|XP_035909101.1|ASTE
OG0001452	LOC115628284|XP_030380179.1|SLEB	LOC118508899|XP_035904631.1|ASTE
OG0001453	LOC115632313|XP_030385274.1|SLEB	LOC118513011|XP_035914178.1|ASTE, LOC118513010|XP_035914177.1|ASTE
OG0001454	LOC115620384|XP_030369452.1|SLEB	LOC118511629|XP_035910833.1|ASTE, LOC118512994|XP_035914143.1|ASTE
OG0001455	LOC115632173|XP_030385064.1|SLEB, LOC115632713|XP_030385815.1|SLEB	LOC118512978|XP_035914115.1|ASTE
OG0001456	LOC115620079|XP_030369119.1|SLEB	LOC118513600|XP_035915513.1|ASTE, LOC118517282|XP_035919146.1|ASTE
OG0001457	LOC115622956|XP_030372995.1|SLEB	LOC118512050|XP_035911786.1|ASTE
OG0001458	LOC115634745|XP_030388497.1|SLEB	LOC118512939|XP_035914013.1|ASTE, LOC118508836|XP_035904476.1|ASTE
OG0001459	LOC115632893|XP_030386044.1|SLEB	LOC118514612|XP_035917501.1|ASTE, LOC118512686|XP_035913362.1|ASTE
OG0001460	LOC115634522|XP_030388188.1|SLEB	LOC118509617|XP_035906336.1|ASTE
OG0001461	LOC115629720|XP_030382101.1|SLEB	LOC118512844|XP_035913798.1|ASTE
OG0001462	LOC115632918|XP_030386069.1|SLEB	LOC118514225|XP_035916816.1|ASTE, LOC118514224|XP_035916815.1|ASTE, LOC118514226|XP_035916817.1|ASTE
OG0001464	LOC115633263|XP_030386527.1|SLEB	LOC118510298|XP_035907815.1|ASTE
OG0001466	LOC115630555|XP_030383027.1|SLEB, LOC115630706|XP_030383219.1|SLEB	LOC118509517|XP_035906111.1|ASTE
OG0001467	LOC115631409|XP_030383992.1|SLEB	LOC118517642|XP_035919855.1|ASTE, LOC118510380|XP_035908019.1|ASTE
OG0001468	LOC115622726|XP_030372626.1|SLEB	LOC118517241|XP_035919108.1|ASTE, LOC118509363|XP_035905779.1|ASTE
OG0001469	LOC115634286|XP_030387797.1|SLEB	LOC118512310|XP_035912446.1|ASTE
OG0001470	LOC115622363|XP_030372138.1|SLEB, LOC115622302|XP_030372066.1|SLEB	LOC118509554|XP_035906198.1|ASTE, LOC118509555|XP_035906200.1|ASTE
OG0001471	LOC115623206|XP_030373290.1|SLEB	LOC118509952|XP_035907180.1|ASTE
OG0001472	LOC115627943|XP_030379696.1|SLEB, LOC115621565|XP_030371106.1|SLEB, LOC115632305|XP_030385267.1|SLEB	LOC118511819|XP_035911252.1|ASTE
OG0001473	LOC115621532|XP_030371057.1|SLEB	LOC118509034|XP_035904965.1|ASTE, LOC118509031|XP_035904961.1|ASTE, LOC118509018|XP_035904929.1|ASTE
OG0001474	LOC115626092|XP_030377208.1|SLEB	LOC118511983|XP_035911615.1|ASTE
OG0001475	LOC115628012|XP_030379799.1|SLEB	LOC118505830|XP_035898077.1|ASTE
OG0001476	LOC115630811|XP_030383347.1|SLEB	LOC118510956|XP_035909305.1|ASTE
OG0001477	LOC115620857|XP_030370163.1|SLEB	LOC118513902|XP_035916117.1|ASTE
OG0001478	LOC115632027|XP_030384834.1|SLEB	LOC118509976|XP_035907249.1|ASTE, LOC118513674|XP_035915670.1|ASTE
OG0001480	LOC115631073|XP_030383579.1|SLEB	LOC118513940|XP_035916216.1|ASTE
OG0001481	LOC115631597|XP_030384257.1|SLEB, LOC115631596|XP_030384256.1|SLEB	LOC118511126|XP_035909752.1|ASTE
OG0001482	LOC115634823|XP_030388602.1|SLEB	LOC118514014|XP_035916376.1|ASTE
OG0001483	LOC115625935|XP_030377032.1|SLEB	LOC118510033|XP_035907314.1|ASTE
OG0001484	LOC115627427|XP_030378991.1|SLEB, LOC115631837|XP_030384539.1|SLEB	LOC118511672|XP_035910923.1|ASTE
OG0001485	LOC115620949|XP_030370327.1|SLEB	LOC118512587|XP_035913119.1|ASTE
OG0001486	LOC115631201|XP_030383754.1|SLEB	LOC118513256|XP_035914712.1|ASTE, LOC118513257|XP_035914713.1|ASTE
OG0001487	LOC115633452|XP_030386767.1|SLEB	LOC118511555|XP_035910677.1|ASTE
OG0001488	LOC115633695|XP_030387012.1|SLEB	LOC118509962|XP_035907234.1|ASTE
OG0001489	LOC115629083|XP_030381257.1|SLEB, LOC115628975|XP_030381113.1|SLEB	LOC118510785|XP_035908963.1|ASTE
OG0001490	LOC115629015|XP_030381171.1|SLEB	LOC118510781|XP_035908959.1|ASTE
OG0001491	LOC115631062|XP_030383561.1|SLEB	LOC118514099|XP_035916532.1|ASTE
OG0001492	LOC115630113|XP_030382586.1|SLEB, LOC115631943|XP_030384656.1|SLEB	LOC118510657|XP_035908675.1|ASTE
OG0001493	LOC115628859|XP_030380970.1|SLEB	LOC118506650|XP_035899947.1|ASTE
OG0001494	LOC115629372|XP_030381690.1|SLEB	LOC118517546|XP_035919678.1|ASTE
OG0001495	LOC115627452|XP_030378981.1|SLEB	LOC118506658|XP_035899969.1|ASTE
OG0001496	LOC115632984|XP_030386159.1|SLEB, LOC115629645|XP_030382016.1|SLEB	LOC118507659|XP_035902329.1|ASTE
OG0001497	LOC115625974|XP_030377081.1|SLEB	LOC118502537|XP_035890702.1|ASTE
OG0001498	LOC115623848|XP_030374251.1|SLEB	LOC118505728|XP_035897806.1|ASTE
OG0001500	LOC115633759|XP_030387094.1|SLEB	LOC118505138|XP_035896380.1|ASTE
OG0001501	LOC115623967|XP_030374395.1|SLEB	LOC118507979|XP_035903221.1|ASTE
OG0001502	LOC115634029|XP_030387425.1|SLEB	LOC118504323|XP_035894545.1|ASTE
OG0001503	LOC115631102|XP_030383617.1|SLEB	LOC118512405|XP_035912684.1|ASTE
OG0001504	LOC115627738|XP_030379368.1|SLEB	LOC118507224|XP_035901272.1|ASTE
OG0001506	LOC115634816|XP_030388593.1|SLEB	LOC118503700|XP_035893156.1|ASTE, LOC118503701|XP_035893157.1|ASTE
OG0001507	LOC115624896|XP_030375603.1|SLEB	LOC118508184|XP_035903636.1|ASTE, LOC118508187|XP_035903638.1|ASTE
OG0001508	LOC115631975|XP_030384739.1|SLEB	LOC118506283|XP_035899092.1|ASTE, LOC118506285|XP_035899099.1|ASTE
OG0001509	LOC115634468|XP_030388056.1|SLEB	LOC118505926|XP_035898319.1|ASTE
OG0001510	LOC115626306|XP_030377496.1|SLEB	LOC118507303|XP_035901570.1|ASTE, LOC118503983|XP_035893820.1|ASTE
OG0001511	LOC115624551|XP_030375136.1|SLEB, LOC115624907|XP_030375615.1|SLEB	LOC118507242|XP_035901387.1|ASTE
OG0001512	LOC115628355|XP_030380290.1|SLEB	LOC118503073|XP_035891843.1|ASTE
OG0001513	LOC115632156|XP_030385036.1|SLEB	LOC118508391|XP_035904027.1|ASTE
OG0001515	LOC115627023|XP_030378409.1|SLEB	LOC118503019|XP_035891735.1|ASTE
OG0001534	LOC115628931|XP_030381053.1|SLEB	LOC118505899|XP_035898676.1|ASTE
OG0001535	LOC115629620|XP_030381979.1|SLEB	LOC118517720|XP_035920066.1|ASTE
OG0001536	LOC115626742|XP_030378053.1|SLEB	LOC118506790|XP_035900302.1|ASTE
OG0001537	LOC115631070|XP_030383576.1|SLEB	LOC118503752|XP_035893296.1|ASTE, LOC118503751|XP_035893295.1|ASTE
OG0001538	LOC115632568|XP_030385648.1|SLEB, LOC115632500|XP_030385538.1|SLEB, LOC115624012|XP_030374445.1|SLEB	LOC118503667|XP_035893096.1|ASTE
OG0001539	LOC115634432|XP_030387999.1|SLEB	LOC118517360|XP_035919269.1|ASTE
OG0001540	LOC115631990|XP_030384779.1|SLEB	LOC118511146|XP_035909770.1|ASTE
OG0001541	LOC115632840|XP_030385957.1|SLEB	LOC118517446|XP_035919481.1|ASTE
OG0001542	LOC115630003|XP_030382490.1|SLEB, LOC115630005|XP_030382491.1|SLEB	LOC118502635|XP_035890979.1|ASTE
OG0001545	LOC115626842|XP_030378189.1|SLEB	LOC118506676|XP_035900013.1|ASTE
OG0001546	LOC115626805|XP_030378135.1|SLEB	LOC118508312|XP_035903877.1|ASTE
OG0001547	LOC115629179|XP_030381420.1|SLEB, LOC115629201|XP_030381461.1|SLEB	LOC118506882|XP_035900543.1|ASTE
OG0001548	LOC115626771|XP_030378090.1|SLEB	LOC118517085|XP_035918834.1|ASTE
OG0001549	LOC115631967|XP_030384714.1|SLEB	LOC118511070|XP_035909580.1|ASTE
OG0001551	LOC115625685|XP_030376681.1|SLEB, LOC115621796|XP_030371430.1|SLEB	LOC118508471|XP_035904171.1|ASTE
OG0001552	LOC115622140|XP_030371860.1|SLEB, LOC115620750|XP_030370005.1|SLEB	LOC118506807|XP_035900358.1|ASTE
OG0001553	LOC115628765|XP_030380841.1|SLEB	LOC118504450|XP_035894835.1|ASTE, LOC118507559|XP_035902043.1|ASTE
OG0001554	LOC115620367|XP_030369432.1|SLEB, LOC115620975|XP_030370356.1|SLEB	LOC118503590|XP_035892934.1|ASTE
OG0001555	LOC115631515|XP_030384145.1|SLEB	LOC118514560|XP_035917444.1|ASTE, LOC118508297|XP_035903840.1|ASTE
OG0001556	LOC115633634|XP_030386932.1|SLEB	LOC118514356|XP_035917071.1|ASTE
OG0001557	LOC115628830|XP_030380926.1|SLEB	LOC118504645|XP_035895294.1|ASTE, LOC118505132|XP_035896359.1|ASTE
OG0001558	LOC115627299|XP_030378792.1|SLEB	LOC118504481|XP_035894891.1|ASTE
OG0001559	LOC115625421|XP_030376321.1|SLEB	LOC118502705|XP_035891142.1|ASTE
OG0001560	LOC115624322|XP_030374811.1|SLEB	LOC118506880|XP_035900522.1|ASTE
OG0001561	LOC115621109|XP_030370511.1|SLEB	LOC118502733|XP_035891187.1|ASTE, LOC118515314|XP_035917895.1|ASTE
OG0001562	LOC115625891|XP_030376979.1|SLEB	LOC118511566|XP_035910698.1|ASTE
OG0001563	LOC115628079|XP_030379913.1|SLEB	LOC118506798|XP_035900314.1|ASTE
OG0001564	LOC115621769|XP_030371368.1|SLEB	LOC118505168|XP_035896467.1|ASTE
OG0001565	LOC115621465|XP_030370985.1|SLEB	LOC118515292|XP_035917863.1|ASTE, LOC118506372|XP_035899287.1|ASTE
OG0001566	LOC115621095|XP_030370490.1|SLEB	LOC118505781|XP_035897970.1|ASTE
OG0001567	LOC115634246|XP_030387703.1|SLEB	LOC118511921|XP_035911452.1|ASTE
OG0001568	LOC115620377|XP_030369443.1|SLEB	LOC118511924|XP_035911466.1|ASTE
OG0001569	LOC115621500|XP_030371027.1|SLEB, LOC115625323|XP_030376204.1|SLEB, LOC115622012|XP_030371727.1|SLEB	LOC118511929|XP_035911502.1|ASTE
OG0001570	LOC115620462|XP_030369553.1|SLEB	LOC118504393|XP_035894692.1|ASTE
OG0001571	LOC115631104|XP_030383619.1|SLEB	LOC118511747|XP_035911102.1|ASTE
OG0001572	LOC115627827|XP_030379522.1|SLEB	LOC118508886|XP_035904608.1|ASTE, LOC118508884|XP_035904598.1|ASTE
OG0001573	LOC115622596|XP_030372453.1|SLEB	LOC118512694|XP_035913394.1|ASTE
OG0001574	LOC115629815|XP_030382243.1|SLEB	LOC118517603|XP_035919784.1|ASTE, LOC118509099|XP_035905148.1|ASTE
OG0001575	LOC115627180|XP_030378641.1|SLEB	LOC118511278|XP_035910063.1|ASTE
OG0001576	LOC115628827|XP_030380921.1|SLEB, LOC115624016|XP_030374448.1|SLEB	LOC118512248|XP_035912283.1|ASTE
OG0001577	LOC115620731|XP_030369976.1|SLEB	LOC118508852|XP_035904498.1|ASTE
OG0001578	LOC115628828|XP_030380963.1|SLEB	LOC118517265|XP_035919131.1|ASTE, LOC118510235|XP_035907693.1|ASTE
OG0001579	LOC115627283|XP_030378774.1|SLEB	LOC118509698|XP_035906659.1|ASTE
OG0001580	LOC115625939|XP_030377038.1|SLEB	LOC118511539|XP_035910626.1|ASTE
OG0001581	LOC115629205|XP_030381464.1|SLEB	LOC118512895|XP_035913900.1|ASTE
OG0001582	LOC115634275|XP_030387763.1|SLEB	LOC118514210|XP_035916796.1|ASTE
OG0001583	LOC115620039|XP_030369014.1|SLEB	LOC118509919|XP_035907122.1|ASTE
OG0001584	LOC115622910|XP_030372893.1|SLEB	LOC118509247|XP_035905474.1|ASTE
OG0001586	LOC115628268|XP_030380148.1|SLEB	LOC118510349|XP_035907937.1|ASTE
