Orthogroup	SLEB.longest_only	DYAK.longest_only
OG0000632	LOC115630409|XP_030382802.1|SLEB	LOC6526382|XP_039227652.1|DYAK
OG0000633	LOC115623010|XP_030373041.1|SLEB	LOC26535410|XP_015050273.1|DYAK
OG0000633	LOC115623003|XP_030373028.1|SLEB	LOC6533823|XP_039230869.1|DYAK
OG0000635	LOC115620742|XP_030369999.1|SLEB	LOC6530838|XP_002091721.1|DYAK
OG0000635	LOC115629274|XP_030381560.1|SLEB	LOC6524882|XP_002100722.1|DYAK
OG0000636	LOC115626223|XP_030377382.1|SLEB	LOC6529691|XP_002090684.1|DYAK
OG0000636	LOC115626226|XP_030377385.1|SLEB, LOC115626225|XP_030377383.1|SLEB, LOC115626227|XP_030377387.1|SLEB	LOC6529692|XP_002090685.1|DYAK
OG0000637	LOC115627962|XP_030379716.1|SLEB	LOC6524137|XP_039229658.1|DYAK
OG0000637	LOC115627960|XP_030379713.1|SLEB	LOC6524136|XP_002100000.1|DYAK
OG0000638	LOC115627144|XP_030378581.1|SLEB	LOC6524992|XP_002100832.1|DYAK
OG0000639	LOC115633115|XP_030386361.1|SLEB	LOC26535012|XP_039229684.1|DYAK
OG0000641	LOC115623783|XP_030374184.1|SLEB, LOC115623786|XP_030374188.1|SLEB	LOC120320753|XP_039227238.1|DYAK, LOC6527370|XP_039227336.1|DYAK, LOC6527771|XP_002088846.2|DYAK, LOC6527830|XP_039227727.1|DYAK, LOC6527828|XP_039227069.1|DYAK
OG0000642	LOC115626067|XP_030377180.1|SLEB	LOC6530120|XP_002091066.2|DYAK
OG0000642	LOC115626065|XP_030377178.1|SLEB, LOC115626066|XP_030377179.1|SLEB, LOC115625957|XP_030377055.1|SLEB, LOC115625960|XP_030377061.1|SLEB	LOC6528258|XP_002089311.2|DYAK
OG0000643	LOC115620332|XP_030369388.1|SLEB, LOC115620334|XP_030369391.1|SLEB	LOC6538257|XP_002098784.1|DYAK, LOC26535019|XP_015048735.1|DYAK, LOC6538256|XP_002098783.1|DYAK, LOC6538258|XP_002098785.1|DYAK
OG0000644	LOC115631644|XP_030384315.1|SLEB	LOC6533734|XP_002094439.1|DYAK, LOC6533730|XP_002094435.1|DYAK, LOC6533729|XP_002094434.3|DYAK
OG0000645	LOC115630472|XP_030382903.1|SLEB	LOC6526822|XP_015053477.1|DYAK
OG0000645	LOC115630471|XP_030382902.1|SLEB	LOC26534623|XP_015054528.1|DYAK
OG0000646	LOC115620235|XP_030369240.1|SLEB	LOC6538765|XP_002099279.1|DYAK
OG0000646	LOC115621842|XP_030371513.1|SLEB	LOC6538134|XP_002098669.1|DYAK
OG0000647	LOC115621967|XP_030371674.1|SLEB	LOC6537567|XP_039232326.1|DYAK
OG0000647	LOC115629630|XP_030381990.1|SLEB	LOC6524316|XP_002100175.1|DYAK
OG0000648	LOC115627944|XP_030379697.1|SLEB	LOC6525669|XP_002101491.1|DYAK
OG0000648	LOC115627942|XP_030379695.1|SLEB	LOC6525676|XP_002101498.1|DYAK
OG0000649	LOC115627568|XP_030379152.1|SLEB	LOC6525755|XP_002101576.1|DYAK
OG0000649	LOC115627550|XP_030379125.1|SLEB	LOC6525758|XP_015046487.1|DYAK
OG0000650	LOC115620503|XP_030369617.1|SLEB	LOC6538784|XP_002099297.3|DYAK
OG0000650	LOC115627753|XP_030379398.1|SLEB	LOC6523718|XP_002099593.1|DYAK
OG0000651	LOC115632259|XP_030385191.1|SLEB	LOC6534371|XP_002095049.1|DYAK
OG0000651	LOC115622859|XP_030372803.1|SLEB	LOC6532905|XP_002093641.1|DYAK
OG0000652	LOC115628872|XP_030380991.1|SLEB	LOC6528477|XP_039226285.1|DYAK
OG0000652	LOC115629665|XP_030382040.1|SLEB	LOC6524156|XP_002100019.1|DYAK
OG0000653	LOC115620491|XP_030369592.1|SLEB	LOC6536813|XP_002097383.1|DYAK, LOC6535371|XP_002096021.2|DYAK
OG0000654	LOC115628368|XP_030380304.1|SLEB	LOC6532399|XP_015049327.1|DYAK
OG0000654	LOC115632989|XP_030386166.1|SLEB	LOC6534380|XP_002095058.2|DYAK
OG0000655	LOC115621850|XP_030371563.1|SLEB	LOC6530051|XP_015052562.1|DYAK
OG0000655	LOC115630722|XP_030383235.1|SLEB	LOC6526375|XP_002087494.1|DYAK
OG0000656	LOC115623639|XP_030373943.1|SLEB	LOC6536737|XP_002097309.1|DYAK
OG0000656	LOC115627596|XP_030379180.1|SLEB	LOC6536738|XP_002097310.2|DYAK
OG0000657	LOC115624836|XP_030375543.1|SLEB	LOC6532177|XP_002092951.1|DYAK
OG0000657	LOC115631152|XP_030383683.1|SLEB	LOC6526738|XP_002087841.1|DYAK
OG0000658	LOC115627088|XP_030378498.1|SLEB	LOC6525625|XP_002101460.1|DYAK
OG0000658	LOC115626258|XP_030377426.1|SLEB	LOC6537254|XP_002097812.1|DYAK
OG0000659	LOC115625878|XP_030376954.1|SLEB	LOC6526649|XP_002087757.1|DYAK
OG0000659	LOC115626361|XP_030377571.1|SLEB	LOC6529685|XP_002090678.1|DYAK
OG0000660	LOC115631511|XP_030384136.1|SLEB	LOC6526661|XP_002087769.1|DYAK
OG0000661	LOC115622386|XP_030372170.1|SLEB	LOC6533296|XP_002094022.1|DYAK
OG0000661	LOC115630509|XP_030382967.1|SLEB	LOC6526868|XP_039226361.1|DYAK
OG0000662	LOC115632944|XP_030386100.1|SLEB	LOC6532851|XP_002093588.1|DYAK
OG0000662	LOC115627291|XP_030378783.1|SLEB	LOC6535694|XP_002096322.1|DYAK
OG0000663	LOC115627042|XP_030378440.1|SLEB	LOC6532139|XP_002092915.1|DYAK
OG0000664	LOC115626049|XP_030377161.1|SLEB	LOC6535946|XP_002096562.2|DYAK
OG0000664	LOC115629221|XP_030381490.1|SLEB	LOC6524215|XP_002100078.1|DYAK
OG0000665	LOC115623916|XP_030374332.1|SLEB	LOC6538560|XP_002099082.1|DYAK
OG0000666	LOC115624988|XP_030375715.1|SLEB	LOC6530828|XP_002091711.1|DYAK
OG0000666	LOC115627419|XP_030378949.1|SLEB	LOC26536383|XP_015046613.1|DYAK
OG0000667	LOC115623576|XP_030373834.1|SLEB	LOC6524387|XP_002100245.1|DYAK, LOC6536568|XP_002097144.3|DYAK
OG0000668	LOC115620304|XP_030369348.1|SLEB	LOC6540492|XP_002087287.1|DYAK, LOC120322355|XP_039233331.1|DYAK
OG0000668	LOC115622050|XP_030371784.1|SLEB	LOC6537000|XP_002097569.1|DYAK
OG0000669	LOC115626945|XP_030378320.1|SLEB	LOC6524757|XP_002100601.2|DYAK
OG0000670	LOC115626707|XP_030378000.1|SLEB	LOC6527850|XP_002088922.1|DYAK, LOC6524227|XP_002100090.1|DYAK
OG0000671	LOC115620863|XP_030370184.1|SLEB	LOC6535247|XP_002095903.1|DYAK
OG0000671	LOC115621283|XP_030370746.1|SLEB	LOC6538180|XP_002098708.2|DYAK
OG0000672	LOC115627870|XP_030379614.1|SLEB	LOC6523991|XP_002099863.1|DYAK
OG0000672	LOC115624926|XP_030375637.1|SLEB	LOC6525165|XP_002101003.1|DYAK
OG0000673	LOC115627417|XP_030378947.1|SLEB	LOC6524596|XP_002100453.1|DYAK
OG0000673	LOC115626494|XP_030377738.1|SLEB	LOC6534464|XP_002095141.1|DYAK
OG0000675	LOC115631118|XP_030383639.1|SLEB	LOC6527750|XP_002088830.1|DYAK
OG0000677	LOC115623186|XP_030373268.1|SLEB	LOC6533795|XP_002094496.1|DYAK
OG0000677	LOC115627739|XP_030379369.1|SLEB	LOC6525062|XP_002100901.1|DYAK
OG0000678	LOC115621186|XP_030370620.1|SLEB	LOC6536679|XP_002097252.1|DYAK
OG0000678	LOC115631717|XP_030384411.1|SLEB	LOC6526344|XP_002087466.1|DYAK
OG0000679	LOC115633757|XP_030387092.1|SLEB	LOC6525527|XP_002101362.1|DYAK
OG0000680	LOC115627844|XP_030379560.1|SLEB	LOC6525214|XP_039228893.1|DYAK
OG0000681	LOC115621828|XP_030371496.1|SLEB	LOC6537015|XP_002097582.1|DYAK
OG0000681	LOC115627476|XP_030379015.1|SLEB	LOC6524587|XP_002100444.1|DYAK
OG0000683	LOC115620499|XP_030369611.1|SLEB	LOC6538769|XP_002099283.1|DYAK
OG0000684	LOC115624151|XP_030374608.1|SLEB	LOC6536765|XP_002097337.1|DYAK
OG0000684	LOC115620565|XP_030369714.1|SLEB	LOC6537910|XP_002098450.1|DYAK
OG0000685	LOC115629499|XP_030381839.1|SLEB	LOC6526024|XP_002101841.1|DYAK
OG0000685	LOC115623675|XP_030374005.1|SLEB	LOC6535915|XP_002096531.1|DYAK
OG0000686	LOC115625171|XP_030375975.1|SLEB	LOC6528327|XP_002089380.1|DYAK
OG0000686	LOC115633274|XP_030386545.1|SLEB	LOC6525863|XP_002101683.1|DYAK
OG0000687	LOC115630042|XP_030382535.1|SLEB, LOC115630047|XP_030382538.1|SLEB, LOC115630043|XP_030382536.1|SLEB, LOC115630049|XP_030382540.1|SLEB, LOC115630046|XP_030382537.1|SLEB	LOC6530892|XP_002091744.1|DYAK
OG0000687	LOC115633169|XP_030386442.1|SLEB	LOC6533513|XP_002094224.1|DYAK
OG0000688	LOC115634831|XP_030388608.1|SLEB	LOC6531182|XP_015051156.1|DYAK
OG0000689	LOC115628671|XP_030380705.1|SLEB	LOC6528854|XP_002089886.1|DYAK
OG0000689	LOC115628661|XP_030380693.1|SLEB	LOC6528855|XP_002089887.1|DYAK
OG0000690	LOC115629307|XP_030381612.1|SLEB	LOC6526083|XP_002101900.1|DYAK
OG0000691	LOC115626605|XP_030377857.1|SLEB	LOC6527778|XP_002088851.1|DYAK
OG0000691	LOC115634680|XP_030388399.1|SLEB	LOC6534182|XP_002094865.1|DYAK
OG0000692	LOC115632631|XP_030385721.1|SLEB	LOC6539471|XP_002086361.2|DYAK
OG0000692	LOC115632633|XP_030385722.1|SLEB	LOC6535043|XP_002095708.1|DYAK
OG0000693	LOC115627792|XP_030379472.1|SLEB	LOC6525680|XP_015046408.1|DYAK
OG0000693	LOC115623630|XP_030373932.1|SLEB	LOC26536336|XP_015047341.1|DYAK
OG0000694	LOC115622249|XP_030372007.1|SLEB	LOC6533769|XP_002094473.2|DYAK
OG0000695	LOC115626345|XP_030377554.1|SLEB	LOC6527119|XP_002088212.3|DYAK
OG0000695	LOC115626555|XP_030377793.1|SLEB	LOC6527114|XP_002088207.2|DYAK
OG0000696	LOC115631207|XP_030383771.1|SLEB	LOC6527642|XP_002088730.1|DYAK
OG0000697	LOC115626630|XP_030377894.1|SLEB	LOC6526118|XP_002101935.1|DYAK, LOC6528062|XP_002089129.1|DYAK
OG0000698	LOC115631784|XP_030384478.1|SLEB	LOC6526778|XP_002087881.2|DYAK
OG0000698	LOC115631797|XP_030384494.1|SLEB	LOC6526779|XP_002087882.1|DYAK
OG0000699	LOC115631361|XP_030383939.1|SLEB	LOC6526974|XP_015053212.1|DYAK
OG0000699	LOC115621427|XP_030370939.1|SLEB	LOC6537815|XP_002098356.2|DYAK
OG0000700	LOC115630522|XP_030382986.1|SLEB	LOC6526372|XP_002087491.1|DYAK, LOC6526603|XP_015053428.1|DYAK
OG0000701	LOC115633828|XP_030387176.1|SLEB	LOC6529966|XP_002090913.1|DYAK
OG0000701	LOC115627353|XP_030378861.1|SLEB	LOC6524737|XP_002100581.1|DYAK
OG0000702	LOC115623432|XP_030373638.1|SLEB	LOC6538475|XP_039231629.1|DYAK
OG0000702	LOC115623431|XP_030373622.1|SLEB	LOC6538476|XP_015048878.1|DYAK
OG0000703	LOC115626522|XP_030377762.1|SLEB	LOC6527538|XP_002088628.2|DYAK
OG0000703	LOC115632207|XP_030385123.1|SLEB	LOC6531518|XP_002092317.1|DYAK
OG0000704	LOC115629751|XP_030382150.1|SLEB	LOC6524383|XP_039233591.1|DYAK
OG0000704	LOC115620514|XP_030369639.1|SLEB	LOC6539002|XP_002099504.1|DYAK
OG0000705	LOC115632166|XP_030385053.1|SLEB	LOC6532388|XP_002093139.1|DYAK, LOC6532387|XP_015049320.1|DYAK
OG0000706	LOC115631541|XP_030384176.1|SLEB	LOC6529568|XP_002090565.1|DYAK
OG0000706	LOC115633220|XP_030386469.1|SLEB	LOC6524048|XP_002099917.1|DYAK
OG0000707	LOC115634062|XP_030387466.1|SLEB	LOC6531787|XP_002092574.1|DYAK
OG0000707	LOC115628046|XP_030379850.1|SLEB	LOC6524960|XP_002100800.1|DYAK
OG0000708	LOC115627708|XP_030379316.1|SLEB	LOC6524184|XP_039226429.1|DYAK
OG0000708	LOC115627653|XP_030379253.1|SLEB	LOC6525558|XP_039229187.1|DYAK
OG0000709	LOC115621323|XP_030370803.1|SLEB	LOC6538928|XP_015049122.1|DYAK
OG0000709	LOC115626872|XP_030378240.1|SLEB	LOC6524976|XP_002100816.1|DYAK
OG0000710	LOC115623330|XP_030373453.1|SLEB	LOC6536033|XP_002096648.1|DYAK
OG0000710	LOC115634159|XP_030387599.1|SLEB	LOC6531189|XP_002092018.1|DYAK
OG0000711	LOC115622779|XP_030372697.1|SLEB	LOC6533586|XP_002094294.1|DYAK
OG0000711	LOC115629865|XP_030382313.1|SLEB	LOC6525754|XP_002101575.1|DYAK
OG0000712	LOC115623932|XP_030374352.1|SLEB	LOC6535760|XP_039232036.1|DYAK
OG0000712	LOC115623732|XP_030374102.1|SLEB	LOC6535764|XP_002096387.1|DYAK
OG0000713	LOC115621208|XP_030370649.1|SLEB	LOC6537566|XP_002098112.1|DYAK
OG0000713	LOC115628094|XP_030379931.1|SLEB	LOC6531542|XP_002092341.1|DYAK
OG0000714	LOC115633315|XP_030386605.1|SLEB	LOC6525643|XP_002101465.1|DYAK
OG0000714	LOC115623265|XP_030373395.1|SLEB	LOC6533002|XP_002093737.1|DYAK
OG0000715	LOC115623127|XP_030373195.1|SLEB	LOC26535147|XP_015050509.1|DYAK
OG0000715	LOC115623055|XP_030373093.1|SLEB	LOC6534207|XP_002094889.1|DYAK
OG0000716	LOC115633996|XP_030387379.1|SLEB	LOC6524095|XP_002099959.1|DYAK
OG0000716	LOC115624701|XP_030375377.1|SLEB	LOC6534153|XP_002094837.1|DYAK
OG0000717	LOC115632838|XP_030385954.1|SLEB	LOC6535167|XP_002095829.1|DYAK
OG0000718	LOC115627733|XP_030379356.1|SLEB	LOC6523767|XP_002099642.2|DYAK
OG0000718	LOC115627755|XP_030379400.1|SLEB	LOC6523738|XP_015046871.1|DYAK
OG0000719	LOC115622473|XP_030372276.1|SLEB	LOC6533531|XP_002094241.2|DYAK
OG0000719	LOC115622387|XP_030372171.1|SLEB	LOC6533577|XP_002094287.1|DYAK
OG0000720	LOC115620246|XP_030369255.1|SLEB, LOC115621204|XP_030370645.1|SLEB, LOC115621379|XP_030370868.1|SLEB	LOC6538199|XP_002098727.1|DYAK, LOC6536401|XP_002096983.1|DYAK
OG0000721	LOC115626288|XP_030377472.1|SLEB	LOC6528089|XP_002089156.1|DYAK
OG0000722	LOC115629852|XP_030382337.1|SLEB	LOC26535065|XP_015051679.1|DYAK, LOC26536324|XP_015051678.1|DYAK, LOC6532061|XP_015051677.1|DYAK
OG0000723	LOC115634058|XP_030387461.1|SLEB	LOC6530019|XP_002090965.1|DYAK, LOC6530020|XP_002090966.1|DYAK
OG0000724	LOC115633429|XP_030386749.1|SLEB	LOC6526166|XP_002101976.1|DYAK
OG0000724	LOC115626300|XP_030377488.1|SLEB	LOC6538910|XP_002099414.1|DYAK
OG0000726	LOC115624214|XP_030374686.1|SLEB	LOC6537030|XP_002097597.1|DYAK, LOC6537031|XP_002097598.1|DYAK
OG0000727	LOC115624337|XP_030374846.1|SLEB, LOC115624335|XP_030374844.1|SLEB	LOC26535257|XP_015047272.2|DYAK
OG0000728	LOC115630207|XP_030382636.1|SLEB	LOC6525893|XP_002101713.1|DYAK
OG0000728	LOC115625568|XP_030376522.1|SLEB	LOC6536343|XP_015047677.1|DYAK
OG0000729	LOC115620938|XP_030370310.1|SLEB	LOC26535746|XP_015048760.1|DYAK
OG0000729	LOC115620939|XP_030370311.1|SLEB	LOC6538293|XP_002098820.2|DYAK
OG0000730	LOC115632855|XP_030385975.1|SLEB	LOC6524975|XP_002100815.1|DYAK, LOC6526477|XP_002087594.2|DYAK
OG0000731	LOC115622743|XP_030372650.1|SLEB	LOC6532987|XP_039229603.1|DYAK
OG0000731	LOC115633836|XP_030387186.1|SLEB	LOC6531558|XP_002092356.1|DYAK
OG0000732	LOC115632506|XP_030385555.1|SLEB	LOC6534397|XP_002095075.1|DYAK
OG0000732	LOC115632505|XP_030385554.1|SLEB	LOC6534396|XP_002095074.1|DYAK
OG0000733	LOC115621490|XP_030371018.1|SLEB	LOC6538076|XP_002098610.1|DYAK
OG0000733	LOC115622518|XP_030372333.1|SLEB	LOC6533054|XP_002093786.1|DYAK
OG0000734	LOC115629183|XP_030381425.1|SLEB	LOC6525095|XP_039233357.1|DYAK
OG0000734	LOC115622143|XP_030371864.1|SLEB	LOC6532904|XP_002093640.1|DYAK
OG0000735	LOC115627337|XP_030378842.1|SLEB	LOC6524165|XP_002100028.1|DYAK
OG0000735	LOC115633563|XP_030386879.1|SLEB, LOC115625763|XP_030376785.1|SLEB	LOC6527878|XP_002088950.1|DYAK
OG0000736	LOC115630795|XP_030383313.1|SLEB	LOC6526672|XP_002087780.1|DYAK
OG0000736	LOC115630588|XP_030383066.1|SLEB	LOC6526675|XP_002087781.2|DYAK
OG0000737	LOC115628220|XP_030380078.1|SLEB	LOC6528299|XP_039226664.1|DYAK
OG0000738	LOC115630461|XP_030382886.1|SLEB	LOC6527632|XP_002088720.1|DYAK
OG0000738	LOC115626486|XP_030377730.1|SLEB	LOC6528233|XP_002089295.1|DYAK
OG0000739	LOC115623627|XP_030373927.1|SLEB	LOC6537255|XP_002097813.1|DYAK, LOC6537253|XP_002097811.1|DYAK
OG0000740	LOC115628455|XP_030380428.1|SLEB	LOC6536400|XP_039232567.1|DYAK
OG0000741	LOC115628044|XP_030379847.1|SLEB	LOC6524962|XP_002100802.1|DYAK, LOC6536705|XP_002097277.1|DYAK
OG0000742	LOC115627583|XP_030379167.1|SLEB	LOC6526092|XP_015046635.2|DYAK
OG0000742	LOC115627481|XP_030379020.1|SLEB	LOC6526094|XP_002101911.3|DYAK
OG0000743	LOC115633054|XP_030386259.1|SLEB	LOC6532345|XP_002093105.3|DYAK
OG0000743	LOC115634620|XP_030388329.1|SLEB	LOC6531783|XP_002092570.1|DYAK
OG0000744	LOC115629175|XP_030381413.1|SLEB	LOC6529347|XP_002090352.1|DYAK
OG0000745	LOC115634146|XP_030387579.1|SLEB, LOC115627071|XP_030378479.1|SLEB	LOC6530733|XP_002091623.2|DYAK
OG0000745	LOC115634664|XP_030388387.1|SLEB	LOC6529372|XP_002090377.1|DYAK
OG0000746	LOC115620015|XP_030368977.1|SLEB	LOC6528520|XP_002089566.1|DYAK, LOC6528519|XP_002089565.1|DYAK
OG0000747	LOC115632487|XP_030385525.1|SLEB	LOC6535206|XP_002095865.3|DYAK
OG0000747	LOC115632957|XP_030386116.1|SLEB	LOC6535204|XP_039230072.1|DYAK
OG0000748	LOC115630703|XP_030383216.1|SLEB	LOC6526593|XP_002087701.1|DYAK
OG0000748	LOC115626976|XP_030378352.1|SLEB	LOC6523927|XP_015045377.1|DYAK
OG0000750	LOC115625460|XP_030376367.1|SLEB, LOC115625461|XP_030376368.1|SLEB	LOC6530121|XP_039228708.1|DYAK, LOC6536348|XP_002096930.1|DYAK
OG0000751	LOC115633185|XP_030386445.1|SLEB, LOC115630937|XP_030383368.1|SLEB	LOC6531601|XP_002092398.3|DYAK, LOC6531599|XP_039228484.1|DYAK
OG0000752	LOC115624068|XP_030374514.1|SLEB	LOC6526565|XP_002087675.3|DYAK
OG0000753	LOC115621110|XP_030370512.1|SLEB	LOC6536814|XP_002097384.1|DYAK
OG0000754	LOC115627163|XP_030378607.1|SLEB	LOC6525594|XP_015046379.1|DYAK
OG0000754	LOC115627856|XP_030379577.1|SLEB	LOC6523988|XP_002099860.1|DYAK
OG0000755	LOC115620993|XP_030370373.1|SLEB	LOC6536943|XP_039231758.1|DYAK
OG0000755	LOC115620992|XP_030370371.1|SLEB	LOC6536944|XP_002097513.1|DYAK
OG0000756	LOC115629548|XP_030381890.1|SLEB	LOC6538593|XP_002099115.1|DYAK
OG0000757	LOC115628322|XP_030380237.1|SLEB	LOC6532791|XP_039230756.1|DYAK
OG0000758	LOC115624504|XP_030375069.1|SLEB	LOC6535041|XP_002095706.2|DYAK, LOC6535040|XP_002095705.1|DYAK
OG0000759	LOC115632664|XP_030385757.1|SLEB	LOC6533516|XP_002094227.3|DYAK
OG0000759	LOC115632137|XP_030385012.1|SLEB	LOC6533519|XP_039229879.1|DYAK
OG0000760	LOC115634764|XP_030388519.1|SLEB	LOC6531335|XP_039228329.1|DYAK
OG0000761	LOC115631320|XP_030383897.1|SLEB	LOC6527138|XP_015053184.1|DYAK
OG0000761	LOC115632011|XP_030384801.1|SLEB	LOC6527137|XP_015053617.1|DYAK
OG0000762	LOC115625652|XP_030376640.1|SLEB	LOC6527708|XP_002088792.1|DYAK
OG0000762	LOC115631875|XP_030384584.1|SLEB	LOC6526582|XP_002087690.1|DYAK
OG0000763	LOC115630747|XP_030383261.1|SLEB	LOC6529257|XP_002090262.2|DYAK
OG0000763	LOC115630695|XP_030383207.1|SLEB	LOC6529256|XP_002090261.1|DYAK
OG0000764	LOC115621927|XP_030371631.1|SLEB	LOC6537705|XP_002098250.1|DYAK
OG0000764	LOC115633306|XP_030386585.1|SLEB	LOC6525520|XP_002101355.3|DYAK
OG0000765	LOC115628365|XP_030380302.1|SLEB	LOC6532375|XP_002093127.1|DYAK
OG0000765	LOC115627771|XP_030379429.1|SLEB	LOC6523904|XP_015045367.1|DYAK
OG0000766	LOC115629736|XP_030382131.1|SLEB	LOC6523832|XP_002099707.1|DYAK
OG0000767	LOC115625324|XP_030376207.1|SLEB	LOC6537469|XP_002098025.3|DYAK
OG0000767	LOC115628797|XP_030380869.1|SLEB	LOC6534924|XP_015050931.1|DYAK
OG0000768	LOC115629400|XP_030381717.1|SLEB	LOC6534818|XP_039229456.1|DYAK
OG0000769	LOC115627782|XP_030379452.1|SLEB	LOC6538501|XP_002099023.1|DYAK, LOC6526147|XP_002101961.2|DYAK
OG0000771	LOC115632497|XP_030385534.1|SLEB	LOC6532849|XP_002093586.3|DYAK, LOC6532848|XP_002093585.3|DYAK
OG0000772	LOC115634665|XP_030388384.1|SLEB	LOC6532149|XP_002092925.2|DYAK, LOC6531519|XP_002092318.1|DYAK
OG0000774	LOC115634000|XP_030387384.1|SLEB	LOC6531991|XP_039228524.1|DYAK, LOC6531990|XP_002092776.2|DYAK, LOC6531992|XP_002092778.3|DYAK
OG0000775	LOC115624948|XP_030375659.1|SLEB	LOC6529999|XP_002090945.2|DYAK
OG0000775	LOC115634170|XP_030387613.1|SLEB	LOC6528885|XP_002089917.1|DYAK
OG0000778	LOC115620701|XP_030369933.1|SLEB, LOC115628096|XP_030379935.1|SLEB	LOC6533076|XP_002093808.1|DYAK, LOC6529128|XP_002090139.2|DYAK
OG0000779	LOC115626746|XP_030378057.1|SLEB	LOC6524612|XP_002100469.1|DYAK
OG0000780	LOC115623469|XP_030373696.1|SLEB	LOC6528815|XP_002089847.1|DYAK
OG0000781	LOC115626655|XP_030377922.1|SLEB	LOC6525328|XP_015046242.1|DYAK
OG0000781	LOC115632546|XP_030385621.1|SLEB	LOC6539820|XP_002086704.1|DYAK
OG0000782	LOC115623231|XP_030373340.1|SLEB	LOC6533805|XP_002094506.1|DYAK
OG0000782	LOC115629137|XP_030381342.1|SLEB	LOC6524609|XP_002100466.2|DYAK
OG0000783	LOC115620854|XP_030370158.1|SLEB	LOC6533813|XP_039230888.1|DYAK
OG0000783	LOC115633212|XP_030386459.1|SLEB	LOC6524017|XP_002099889.1|DYAK
OG0000784	LOC115632956|XP_030386115.1|SLEB	LOC6534353|XP_002095032.1|DYAK
OG0000784	LOC115628703|XP_030380744.1|SLEB	LOC6525695|XP_002101517.1|DYAK
OG0000785	LOC115621118|XP_030370522.1|SLEB	LOC6538111|XP_002098646.1|DYAK, LOC6538274|XP_002098801.1|DYAK
OG0000786	LOC115620536|XP_030369671.1|SLEB	LOC6535874|XP_015047407.2|DYAK
OG0000787	LOC115632438|XP_030385442.1|SLEB	LOC6532554|XP_002093299.1|DYAK
OG0000787	LOC115629947|XP_030382416.1|SLEB	LOC6523979|XP_002099851.1|DYAK
OG0000788	LOC115631634|XP_030384303.1|SLEB	LOC26534473|XP_015052819.1|DYAK
OG0000788	LOC115628252|XP_030380128.1|SLEB	LOC6533310|XP_002094036.1|DYAK
OG0000789	LOC115629060|XP_030381236.1|SLEB	LOC6528123|XP_039226925.1|DYAK
OG0000790	LOC115628530|XP_030380551.1|SLEB	LOC6526259|XP_002087381.3|DYAK
OG0000791	LOC115629879|XP_030382336.1|SLEB	LOC6538400|XP_002098924.2|DYAK
OG0000791	LOC115621525|XP_030371051.1|SLEB	LOC6538042|XP_002098577.1|DYAK
OG0000792	LOC115631780|XP_030384474.1|SLEB	LOC6526421|XP_002087540.3|DYAK
OG0000793	LOC115623565|XP_030373822.1|SLEB	LOC6535734|XP_002096357.1|DYAK, LOC26535498|XP_015046541.1|DYAK
OG0000794	LOC115629864|XP_030382312.1|SLEB	LOC6526401|XP_002087520.1|DYAK, LOC6524072|XP_002099936.1|DYAK
OG0000795	LOC115629651|XP_030382021.1|SLEB, LOC115625331|XP_030376215.1|SLEB	LOC6535476|XP_002096107.1|DYAK
OG0000796	LOC115620420|XP_030369504.1|SLEB	LOC6536423|XP_002097005.2|DYAK
OG0000796	LOC115626807|XP_030378137.1|SLEB	LOC6525071|XP_002100910.1|DYAK
OG0000797	LOC115623362|XP_030373508.1|SLEB	LOC6536385|XP_002096967.1|DYAK
OG0000798	LOC115626864|XP_030378234.1|SLEB	LOC6529930|XP_015052509.1|DYAK
OG0000798	LOC115628315|XP_030380233.1|SLEB	LOC6529931|XP_015052513.1|DYAK
OG0000799	LOC115622877|XP_030372826.1|SLEB	LOC6536756|XP_002097328.1|DYAK
OG0000799	LOC115629792|XP_030382211.1|SLEB	LOC6524027|XP_002099899.2|DYAK
OG0000800	LOC115624783|XP_030375474.1|SLEB	LOC6533206|XP_002093932.1|DYAK
OG0000801	LOC115626800|XP_030378133.1|SLEB	LOC6530588|XP_002091501.1|DYAK
OG0000802	LOC115628822|XP_030380912.1|SLEB	LOC6524001|XP_002099873.2|DYAK, LOC6524000|XP_002099872.2|DYAK
OG0000803	LOC115630694|XP_030383206.1|SLEB	LOC6527176|XP_002088270.1|DYAK
OG0000803	LOC115622649|XP_030372516.1|SLEB	LOC6532894|XP_002093630.1|DYAK
OG0000804	LOC115623042|XP_030373079.1|SLEB, LOC115622933|XP_030372921.1|SLEB	LOC6530158|XP_002091100.1|DYAK, LOC6537625|XP_002098170.1|DYAK
OG0000805	LOC115633725|XP_030387052.1|SLEB, LOC115633387|XP_030386694.1|SLEB, LOC115633782|XP_030387119.1|SLEB, LOC115631591|XP_030384252.1|SLEB	LOC6529979|XP_002090925.1|DYAK
OG0000806	LOC115631223|XP_030383792.1|SLEB	LOC6526428|XP_002087547.1|DYAK
OG0000810	LOC115633165|XP_030386437.1|SLEB	LOC6528386|XP_002089433.3|DYAK
OG0000811	LOC115627523|XP_030379086.1|SLEB	LOC6531417|XP_002092220.1|DYAK
OG0000812	LOC115628035|XP_030379838.1|SLEB	LOC6524886|XP_002100726.1|DYAK, LOC26536196|XP_015050493.1|DYAK
OG0000813	LOC115621588|XP_030371142.1|SLEB	LOC6530041|XP_002090987.1|DYAK
OG0000813	LOC115631533|XP_030384166.1|SLEB	LOC6526322|XP_002087444.1|DYAK
