Orthogroup	SLEB.longest_only	DHYD.longest_only
OG0000789	LOC115629060|XP_030381236.1|SLEB	LOC111602289|XP_023175057.2|DHYD
OG0000790	LOC115628530|XP_030380551.1|SLEB	LOC111595995|XP_023165760.1|DHYD
OG0000791	LOC115621525|XP_030371051.1|SLEB	LOC111604253|XP_023178009.1|DHYD
OG0000792	LOC115631780|XP_030384474.1|SLEB	LOC111595832|XP_023165507.2|DHYD
OG0000793	LOC115623565|XP_030373822.1|SLEB	LOC111596696|XP_023166780.1|DHYD
OG0000794	LOC115629864|XP_030382312.1|SLEB	LOC111593988|XP_023162847.2|DHYD
OG0000795	LOC115625331|XP_030376215.1|SLEB	LOC111598502|XP_023169536.2|DHYD
OG0000796	LOC115620420|XP_030369504.1|SLEB	LOC111602793|XP_023175834.1|DHYD
OG0000796	LOC115626807|XP_030378137.1|SLEB	LOC111598156|XP_023169009.1|DHYD
OG0000797	LOC115623362|XP_030373508.1|SLEB	LOC111603429|XP_023176782.1|DHYD
OG0000798	LOC115626864|XP_030378234.1|SLEB	LOC111599738|XP_023171266.1|DHYD
OG0000798	LOC115628315|XP_030380233.1|SLEB	LOC111599668|XP_023171141.2|DHYD
OG0000799	LOC115629792|XP_030382211.1|SLEB	LOC111602034|XP_023174701.1|DHYD
OG0000800	LOC115624783|XP_030375474.1|SLEB	LOC111592310|XP_023160185.1|DHYD, LOC111592307|XP_023160183.1|DHYD, LOC111592306|XP_023160181.2|DHYD
OG0000801	LOC115626800|XP_030378133.1|SLEB	LOC111593229|XP_023161653.1|DHYD
OG0000802	LOC115628822|XP_030380912.1|SLEB	LOC111605690|XP_030079411.1|DHYD, LOC111602509|XP_023175400.2|DHYD, LOC111603624|XP_023177102.2|DHYD
OG0000803	LOC115630694|XP_030383206.1|SLEB	LOC111601618|XP_023174056.2|DHYD
OG0000803	LOC115622649|XP_030372516.1|SLEB	LOC111597531|XP_023168076.1|DHYD
OG0000804	LOC115623042|XP_030373079.1|SLEB, LOC115622933|XP_030372921.1|SLEB	LOC111597973|XP_023168715.1|DHYD, LOC111592397|XP_023160341.1|DHYD, LOC111592396|XP_023160340.2|DHYD
OG0000805	LOC115633782|XP_030387119.1|SLEB, LOC115631591|XP_030384252.1|SLEB	LOC111599324|XP_023170709.1|DHYD
OG0000806	LOC115631223|XP_030383792.1|SLEB	LOC115482948|XP_030079241.1|DHYD
OG0000807	LOC115626077|XP_030377190.1|SLEB	LOC111596264|XP_023166168.1|DHYD, LOC111601765|XP_023174273.2|DHYD
OG0000810	LOC115633165|XP_030386437.1|SLEB	LOC111593812|XP_023162609.2|DHYD, LOC115483386|XP_030080990.1|DHYD
OG0000811	LOC115634013|XP_030387397.1|SLEB	LOC111598739|XP_023169906.2|DHYD
OG0000811	LOC115627523|XP_030379086.1|SLEB	LOC111605280|XP_023179492.2|DHYD
OG0000812	LOC115628035|XP_030379838.1|SLEB	LOC111600182|XP_023171953.1|DHYD
OG0000813	LOC115621588|XP_030371142.1|SLEB	LOC111605203|XP_023179383.1|DHYD
OG0000813	LOC115631533|XP_030384166.1|SLEB	LOC111599215|XP_030080392.1|DHYD
OG0000814	LOC115631370|XP_030383951.1|SLEB	LOC111594183|XP_023163134.1|DHYD
OG0000815	LOC115628494|XP_030380489.1|SLEB	LOC111599074|XP_023170372.2|DHYD
OG0000816	LOC115623329|XP_030373452.1|SLEB	LOC111602802|XP_023175862.2|DHYD
OG0000817	LOC115625273|XP_030376136.1|SLEB	LOC111600289|XP_023172109.1|DHYD
OG0000817	LOC115625540|XP_030376476.1|SLEB	LOC111600290|XP_023172110.2|DHYD
OG0000818	LOC115627273|XP_030378763.1|SLEB	LOC111593432|XP_023161946.2|DHYD
OG0000818	LOC115627208|XP_030378687.1|SLEB	LOC111594237|XP_023163213.1|DHYD, LOC111594241|XP_030080265.1|DHYD
OG0000819	LOC115629908|XP_030382373.1|SLEB	LOC111602423|XP_030079873.1|DHYD
OG0000819	LOC115629909|XP_030382374.1|SLEB	LOC111602412|XP_023175211.1|DHYD
OG0000820	LOC115629748|XP_030382144.1|SLEB	LOC111601041|XP_023173262.1|DHYD
OG0000820	LOC115633748|XP_030387083.1|SLEB	LOC111600099|XP_023171828.1|DHYD
OG0000821	LOC115621003|XP_030370383.1|SLEB	LOC111596653|XP_023166726.2|DHYD
OG0000821	LOC115634734|XP_030388480.1|SLEB	LOC111595515|XP_023165063.1|DHYD
OG0000822	LOC115626101|XP_030377213.1|SLEB	LOC111599008|XP_023170290.1|DHYD
OG0000824	LOC115634217|XP_030387667.1|SLEB	LOC111603819|XP_023177348.1|DHYD
OG0000824	LOC115631358|XP_030383935.1|SLEB, LOC115631355|XP_030383932.1|SLEB	LOC111599066|XP_023170355.1|DHYD
OG0000825	LOC115631892|XP_030384601.1|SLEB	LOC111605187|XP_023179353.2|DHYD
OG0000825	LOC115631910|XP_030384621.1|SLEB	LOC111601197|XP_023173452.2|DHYD
OG0000826	LOC115625100|XP_030376272.1|SLEB	LOC115482816|XP_030078840.1|DHYD, LOC111600577|XP_030082032.1|DHYD
OG0000828	LOC115621661|XP_030371228.1|SLEB	LOC111601490|XP_023173845.2|DHYD
OG0000829	LOC115634081|XP_030387499.1|SLEB	LOC111604542|XP_023178408.1|DHYD
OG0000830	LOC115627051|XP_030378454.1|SLEB	LOC111593439|XP_023161958.2|DHYD
OG0000831	LOC115620550|XP_030369694.1|SLEB	LOC111594304|XP_023163310.2|DHYD
OG0000832	LOC115630056|XP_030382550.1|SLEB	LOC111594011|XP_023162876.1|DHYD
OG0000832	LOC115626117|XP_030377232.1|SLEB	LOC111603652|XP_023177103.2|DHYD
OG0000833	LOC115633915|XP_030387287.1|SLEB	LOC111592289|XP_023160160.2|DHYD
OG0000834	LOC115622025|XP_030371744.1|SLEB	LOC111597801|XP_023168453.2|DHYD, LOC111597802|XP_023168455.1|DHYD
OG0000835	LOC115630731|XP_030383245.1|SLEB	LOC111594766|XP_023163983.2|DHYD
OG0000835	LOC115633164|XP_030386435.1|SLEB	LOC111597622|XP_030081813.1|DHYD
OG0000836	LOC115631033|XP_030383516.1|SLEB	LOC111603869|XP_023177444.1|DHYD
OG0000837	LOC115629286|XP_030381586.1|SLEB	LOC111604060|XP_023177694.1|DHYD
OG0000838	LOC115631811|XP_030384508.1|SLEB	LOC111605537|XP_023179868.1|DHYD
OG0000839	LOC115623518|XP_030373759.1|SLEB	LOC111604820|XP_023178810.2|DHYD
OG0000839	LOC115623788|XP_030374190.1|SLEB	LOC111601448|XP_023173792.2|DHYD
OG0000840	LOC115629508|XP_030381849.1|SLEB	LOC111592527|XP_023160599.2|DHYD
OG0000840	LOC115627464|XP_030378996.1|SLEB	LOC111593987|XP_023162845.1|DHYD
OG0000841	LOC115621899|XP_030371588.1|SLEB	LOC111598873|XP_023170097.2|DHYD
OG0000841	LOC115620566|XP_030369715.1|SLEB	LOC111598493|XP_023169523.2|DHYD
OG0000842	LOC115620792|XP_030370072.1|SLEB	LOC111600736|XP_023172780.1|DHYD
OG0000843	LOC115623677|XP_030374010.1|SLEB	LOC111600100|XP_030081241.1|DHYD
OG0000844	LOC115623803|XP_030374206.1|SLEB	LOC111603601|XP_023177028.1|DHYD
OG0000845	LOC115629856|XP_030382299.1|SLEB	LOC111602427|XP_023175234.2|DHYD
OG0000846	LOC115621852|XP_030371524.1|SLEB	LOC111599445|XP_023170868.2|DHYD
OG0000847	LOC115634639|XP_030388354.1|SLEB, LOC115626111|XP_030377225.1|SLEB	LOC111605732|XP_030080949.1|DHYD, LOC111593852|XP_023162666.2|DHYD
OG0000848	LOC115632007|XP_030384796.1|SLEB	LOC111595439|XP_023164932.2|DHYD
OG0000848	LOC115626119|XP_030377233.1|SLEB	LOC111603729|XP_023177211.2|DHYD
OG0000849	LOC115630527|XP_030382990.1|SLEB	LOC111599451|XP_023170876.2|DHYD
OG0000849	LOC115623659|XP_030373977.1|SLEB	LOC111599050|XP_023170336.1|DHYD
OG0000850	LOC115634453|XP_030388034.1|SLEB	LOC111604169|XP_023177878.2|DHYD
OG0000850	LOC115633707|XP_030387028.1|SLEB	LOC111600157|XP_030080976.1|DHYD
OG0000851	LOC115622637|XP_030372505.1|SLEB	LOC111601248|XP_023173515.2|DHYD, LOC111601226|XP_023173491.2|DHYD
OG0000851	LOC115634469|XP_030388057.1|SLEB	LOC111601278|XP_023173563.2|DHYD
OG0000852	LOC115625340|XP_030376228.1|SLEB	LOC111604168|XP_023177874.2|DHYD
OG0000852	LOC115633647|XP_030386948.1|SLEB	LOC111604167|XP_023177873.2|DHYD
OG0000854	LOC115627108|XP_030378530.1|SLEB	LOC111596711|XP_023166799.1|DHYD
OG0000855	LOC115626856|XP_030378217.1|SLEB	LOC111596692|XP_023167190.1|DHYD
OG0000856	LOC115624521|XP_030375100.1|SLEB	LOC111605741|XP_030078605.1|DHYD
OG0000857	LOC115633358|XP_030386658.1|SLEB	LOC111600183|XP_023171956.2|DHYD
OG0000858	LOC115620449|XP_030369539.1|SLEB	LOC111594489|XP_023163566.2|DHYD
OG0000860	LOC115632420|XP_030385419.1|SLEB	LOC111591932|XP_023159631.2|DHYD
OG0000861	LOC115634652|XP_030388369.1|SLEB	LOC111593891|XP_023162726.2|DHYD
OG0000862	LOC115634668|XP_030388388.1|SLEB	LOC111597955|XP_023168687.1|DHYD
OG0000863	LOC115625341|XP_030376227.1|SLEB	LOC111603621|XP_023177059.2|DHYD
OG0000863	LOC115623625|XP_030373924.1|SLEB, LOC115623958|XP_030374384.1|SLEB	LOC111593340|XP_023161819.2|DHYD, LOC111594125|XP_023163055.1|DHYD
OG0000864	LOC115629280|XP_030381572.1|SLEB	LOC111593452|XP_023161977.2|DHYD
OG0000865	LOC115623571|XP_030373827.1|SLEB	LOC111603467|XP_023176824.2|DHYD
OG0000866	LOC115632046|XP_030384877.1|SLEB	LOC111595850|XP_023165528.2|DHYD
OG0000867	LOC115629843|XP_030382284.1|SLEB	LOC111594407|XP_023163451.1|DHYD
OG0000868	LOC115626754|XP_030378069.1|SLEB	LOC111604964|XP_023179016.1|DHYD
OG0000869	LOC115624085|XP_030374534.1|SLEB	LOC111603418|XP_023176768.2|DHYD
OG0000871	LOC115623615|XP_030373897.1|SLEB	LOC111595570|XP_023165135.1|DHYD
OG0000872	LOC115629607|XP_030381963.1|SLEB	LOC111595960|XP_023165700.1|DHYD
OG0000872	LOC115633646|XP_030386947.1|SLEB	LOC111600085|XP_023171792.1|DHYD
OG0000873	LOC115634051|XP_030387456.1|SLEB	LOC111600930|XP_030078651.1|DHYD
OG0000874	LOC115633322|XP_030386614.1|SLEB, LOC115628366|XP_030380306.1|SLEB	LOC111593252|XP_023161684.2|DHYD
OG0000875	LOC115624168|XP_030374625.1|SLEB	LOC111601340|XP_023173637.1|DHYD, LOC111598850|XP_023170053.1|DHYD
OG0000875	LOC115624766|XP_030375459.1|SLEB	LOC111592327|XP_023160220.1|DHYD
OG0000877	LOC115633565|XP_030386882.1|SLEB	LOC111605101|XP_023179211.2|DHYD
OG0000877	LOC115629824|XP_030382255.1|SLEB	LOC111602818|XP_023175889.1|DHYD
OG0000878	LOC115627482|XP_030379021.1|SLEB	LOC111595054|XP_023164359.2|DHYD
OG0000878	LOC115632195|XP_030385101.1|SLEB	LOC115483321|XP_030080565.1|DHYD, LOC111598943|XP_023170189.2|DHYD
OG0000879	LOC115634304|XP_030387816.1|SLEB	LOC111592199|XP_023160036.1|DHYD
OG0000880	LOC115626970|XP_030378345.1|SLEB	LOC111594902|XP_023164155.1|DHYD
OG0000880	LOC115622390|XP_030372175.1|SLEB	LOC111597579|XP_023168145.2|DHYD
OG0000881	LOC115632920|XP_030386071.1|SLEB	LOC111592964|XP_023161224.1|DHYD
OG0000882	LOC115629213|XP_030381474.1|SLEB	LOC111596542|XP_023166582.1|DHYD
OG0000884	LOC115629830|XP_030382265.1|SLEB	LOC111597524|XP_023168070.2|DHYD
OG0000885	LOC115621601|XP_030371153.1|SLEB	LOC111601408|XP_023173734.1|DHYD
OG0000886	LOC115621674|XP_030371245.1|SLEB	LOC111596693|XP_023166782.1|DHYD, LOC111596703|XP_023166793.1|DHYD
OG0000887	LOC115626660|XP_030377932.1|SLEB	LOC111593634|XP_023162274.2|DHYD
OG0000888	LOC115633127|XP_030386383.1|SLEB, LOC115632606|XP_030385693.1|SLEB	LOC111596521|XP_030081178.1|DHYD
OG0000889	LOC115632962|XP_030386122.1|SLEB	LOC111597555|XP_023168120.1|DHYD
OG0000890	LOC115620765|XP_030370030.1|SLEB	LOC111604129|XP_023177817.2|DHYD
OG0000891	LOC115631138|XP_030383667.1|SLEB	LOC111601133|XP_023173368.1|DHYD
OG0000892	LOC115630075|XP_030382571.1|SLEB	LOC111605703|XP_023180149.1|DHYD
OG0000893	LOC115623838|XP_030374239.1|SLEB	LOC111603400|XP_030081730.1|DHYD
OG0000894	LOC115625115|XP_030375881.1|SLEB	LOC111592386|XP_023160329.2|DHYD, LOC111603565|XP_023176979.1|DHYD
OG0000895	LOC115633662|XP_030386967.1|SLEB	LOC111600689|XP_023172710.2|DHYD, LOC111600695|XP_023172717.2|DHYD
OG0000896	LOC115629791|XP_030382210.1|SLEB	LOC111602033|XP_030079545.1|DHYD
OG0000897	LOC115625529|XP_030376463.1|SLEB	LOC111595175|XP_023164523.1|DHYD
OG0000897	LOC115625442|XP_030376350.1|SLEB	LOC111595176|XP_023164524.2|DHYD
OG0000898	LOC115626286|XP_030377474.1|SLEB, LOC115629699|XP_030382081.1|SLEB	LOC111595631|XP_023165208.2|DHYD, LOC111593552|XP_023162174.2|DHYD
OG0000899	LOC115620964|XP_030370345.1|SLEB	LOC111605430|XP_023179707.2|DHYD
OG0000900	LOC115634772|XP_030388527.1|SLEB	LOC111599981|XP_023171644.2|DHYD
OG0000900	LOC115634771|XP_030388526.1|SLEB	LOC111599980|XP_023171643.2|DHYD
OG0000901	LOC115624900|XP_030375609.1|SLEB	LOC111597133|XP_023167461.2|DHYD
OG0000902	LOC115627660|XP_030379261.1|SLEB	LOC111605151|XP_023179301.2|DHYD, LOC111605155|XP_023179306.2|DHYD
OG0000902	LOC115627661|XP_030379263.1|SLEB	LOC111605139|XP_023179286.1|DHYD
OG0000903	LOC115623134|XP_030373204.1|SLEB	LOC111592755|XP_023160924.1|DHYD
OG0000903	LOC115632649|XP_030385739.1|SLEB, LOC115632862|XP_030385986.1|SLEB	LOC111603698|XP_023177166.1|DHYD
OG0000906	LOC115634598|XP_030388307.1|SLEB, LOC115634386|XP_030387931.1|SLEB	LOC111605257|XP_023179463.2|DHYD, LOC111605278|XP_023179490.2|DHYD, LOC111605275|XP_023179487.2|DHYD
OG0000907	LOC115623688|XP_030374022.1|SLEB	LOC111600102|XP_023171831.1|DHYD
OG0000909	LOC115629451|XP_030381776.1|SLEB	LOC111602822|XP_023175898.1|DHYD
OG0000910	LOC115629094|XP_030381271.1|SLEB	LOC111601296|XP_023173576.1|DHYD
OG0000911	LOC115628689|XP_030380728.1|SLEB	LOC111595624|XP_023165202.1|DHYD
OG0000912	LOC115633636|XP_030386934.1|SLEB	LOC111593528|XP_023162089.1|DHYD
OG0000913	LOC115624512|XP_030375084.1|SLEB	LOC111595095|XP_023164428.2|DHYD
OG0000914	LOC115634220|XP_030387671.1|SLEB	LOC111593570|XP_023162200.1|DHYD
OG0000915	LOC115634001|XP_030387386.1|SLEB	LOC111600704|XP_023172729.2|DHYD
OG0000916	LOC115631986|XP_030384763.1|SLEB	LOC111596228|XP_030080351.1|DHYD
OG0000917	LOC115632603|XP_030385688.1|SLEB	LOC111598523|XP_030081590.1|DHYD
OG0000917	LOC115632019|XP_030384822.1|SLEB	LOC111599399|XP_030079268.1|DHYD
OG0000918	LOC115625872|XP_030376943.1|SLEB	LOC111594098|XP_023163018.2|DHYD
OG0000920	LOC115633279|XP_030386550.1|SLEB	LOC111600229|XP_023172024.1|DHYD
OG0000921	LOC115630018|XP_030382512.1|SLEB	LOC111593394|XP_030079432.1|DHYD
OG0000922	LOC115628430|XP_030380378.1|SLEB	LOC111596016|XP_023165808.1|DHYD
OG0000923	LOC115623827|XP_030374230.1|SLEB	LOC111604969|XP_023179027.2|DHYD
OG0000924	LOC115629931|XP_030382395.1|SLEB	LOC111598118|XP_023168943.2|DHYD
OG0000925	LOC115621220|XP_030370664.1|SLEB	LOC111602003|XP_023174659.1|DHYD
OG0000926	LOC115623884|XP_030374296.1|SLEB	LOC111596459|XP_023166463.2|DHYD
OG0000926	LOC115624201|XP_030374664.1|SLEB	LOC111604832|XP_023178824.1|DHYD
OG0000927	LOC115621447|XP_030370961.1|SLEB	LOC111595907|XP_023165622.1|DHYD
OG0000927	LOC115620365|XP_030369430.1|SLEB	LOC111596013|XP_023165806.2|DHYD
OG0000928	LOC115626331|XP_030377534.1|SLEB	LOC111593766|XP_030080024.1|DHYD, LOC115483086|XP_030080021.1|DHYD
OG0000929	LOC115631368|XP_030383946.1|SLEB, LOC115631284|XP_030383857.1|SLEB	LOC111599311|XP_030079183.1|DHYD
OG0000929	LOC115631556|XP_030384203.1|SLEB	LOC115482943|XP_030079197.1|DHYD
OG0000930	LOC115622376|XP_030372159.1|SLEB	LOC111595044|XP_023164338.2|DHYD
OG0000931	LOC115624492|XP_030375055.1|SLEB	LOC111594281|XP_023163284.2|DHYD
OG0000931	LOC115634172|XP_030387617.1|SLEB	LOC111596195|XP_023166073.1|DHYD
OG0000932	LOC115622269|XP_030372031.1|SLEB, LOC115629206|XP_030381465.1|SLEB	LOC111595936|XP_023165664.2|DHYD
OG0000933	LOC115634678|XP_030388396.1|SLEB	LOC111602101|XP_023174806.1|DHYD
OG0000933	LOC115634677|XP_030388395.1|SLEB	LOC111602130|XP_023174847.2|DHYD
OG0000934	LOC115634663|XP_030388383.1|SLEB	LOC111596394|XP_023166368.1|DHYD
OG0000935	LOC115620735|XP_030369981.1|SLEB	LOC111603562|XP_023176970.2|DHYD
OG0000936	LOC115630040|XP_030382533.1|SLEB	LOC111600846|XP_023172918.1|DHYD
OG0000937	LOC115621318|XP_030370797.1|SLEB	LOC111603287|XP_023176568.2|DHYD
OG0000938	LOC115629870|XP_030382325.1|SLEB	LOC111598130|XP_023168959.1|DHYD
OG0000939	LOC115631095|XP_030383606.1|SLEB	LOC111592903|XP_023161118.1|DHYD
OG0000940	LOC115629373|XP_030381691.1|SLEB	LOC111598416|XP_023169425.1|DHYD
OG0000940	LOC115628257|XP_030380135.1|SLEB	LOC111592459|XP_023160427.1|DHYD
OG0000941	LOC115630089|XP_030382576.1|SLEB	LOC111594257|XP_023163246.1|DHYD
OG0000942	LOC115623244|XP_030373364.1|SLEB	LOC111594382|XP_023163416.2|DHYD
OG0000943	LOC115620354|XP_030369421.1|SLEB	LOC111600602|XP_023172564.1|DHYD
OG0000944	LOC115627130|XP_030378563.1|SLEB	LOC111605014|XP_023179111.1|DHYD
OG0000945	LOC115624796|XP_030375500.1|SLEB	LOC111596888|XP_023167106.2|DHYD, LOC115482987|XP_030079477.1|DHYD
OG0000946	LOC115630459|XP_030382884.1|SLEB	LOC111599327|XP_023170716.2|DHYD
OG0000947	LOC115634584|XP_030388277.1|SLEB	LOC111600133|XP_023171873.2|DHYD
OG0000948	LOC115632809|XP_030385921.1|SLEB	LOC111601083|XP_023173277.1|DHYD
OG0000949	LOC115629933|XP_030382398.1|SLEB, LOC115629932|XP_030382397.1|SLEB	LOC111602432|XP_023175239.2|DHYD
OG0000950	LOC115624154|XP_030374611.1|SLEB	LOC111591996|XP_023159725.2|DHYD, LOC111602682|XP_023175670.1|DHYD
OG0000951	LOC115620607|XP_030369781.1|SLEB	LOC111601478|XP_023173833.1|DHYD
OG0000951	LOC115631589|XP_030384250.1|SLEB, LOC115629565|XP_030381917.1|SLEB, LOC115629566|XP_030381918.1|SLEB, LOC115630781|XP_030383297.1|SLEB	LOC111598832|XP_023170035.1|DHYD
OG0000952	LOC115631113|XP_030383633.1|SLEB	LOC111602441|XP_023175263.1|DHYD
OG0000954	LOC115624830|XP_030375537.1|SLEB	LOC115483805|XP_030081986.1|DHYD, LOC111604355|XP_023178190.2|DHYD, LOC115483818|XP_030082044.1|DHYD, LOC111604357|XP_023178193.1|DHYD
OG0000955	LOC115620968|XP_030370348.1|SLEB	LOC111594811|XP_023164042.2|DHYD
OG0000956	LOC115623812|XP_030374216.1|SLEB	LOC111604222|XP_023177960.1|DHYD, LOC111604266|XP_023178031.2|DHYD
OG0000957	LOC115632571|XP_030385690.1|SLEB	LOC111597659|XP_023168249.2|DHYD
OG0000958	LOC115621983|XP_030371695.1|SLEB	LOC111594026|XP_023162908.2|DHYD
OG0000959	LOC115622295|XP_030372058.1|SLEB, LOC115622622|XP_030372489.1|SLEB	LOC111600161|XP_023171924.2|DHYD
OG0000961	LOC115633964|XP_030387344.1|SLEB	LOC111598098|XP_023168917.1|DHYD
OG0000961	LOC115633962|XP_030387342.1|SLEB	LOC111598095|XP_023168913.2|DHYD
OG0000963	LOC115627565|XP_030379148.1|SLEB	LOC111603160|XP_023176406.1|DHYD
OG0000964	LOC115629928|XP_030382396.1|SLEB	LOC111595516|XP_030082039.1|DHYD
OG0000965	LOC115633244|XP_030386499.1|SLEB	LOC111603225|XP_023176497.2|DHYD, LOC111603084|XP_023176311.2|DHYD
OG0000966	LOC115633760|XP_030387095.1|SLEB	LOC111592182|XP_023160016.1|DHYD
OG0000969	LOC115629995|XP_030382487.1|SLEB	LOC111592490|XP_023160482.1|DHYD
OG0000970	LOC115620768|XP_030370032.1|SLEB	LOC111594966|XP_023164232.1|DHYD
OG0000971	LOC115631506|XP_030384125.1|SLEB	LOC111601135|XP_023173370.1|DHYD
OG0000972	LOC115632559|XP_030385633.1|SLEB	LOC111596947|XP_023167171.1|DHYD
OG0000973	LOC115633334|XP_030386626.1|SLEB	LOC111601622|XP_023174058.1|DHYD
OG0000974	LOC115622410|XP_030372203.1|SLEB	LOC111597477|XP_023167994.2|DHYD
OG0000975	LOC115623709|XP_030374048.1|SLEB	LOC111604558|XP_023178420.1|DHYD
OG0000976	LOC115625384|XP_030376281.1|SLEB	LOC111597593|XP_023168161.2|DHYD
OG0000976	LOC115625075|XP_030375823.1|SLEB	LOC111597591|XP_023168158.2|DHYD
OG0000977	LOC115625370|XP_030376266.1|SLEB	LOC111602997|XP_030078749.1|DHYD
OG0000978	LOC115623541|XP_030373784.1|SLEB	LOC111593607|XP_023162236.1|DHYD
OG0000979	LOC115628156|XP_030379990.1|SLEB	LOC111595243|XP_023164649.1|DHYD
OG0000980	LOC115621034|XP_030370416.1|SLEB	LOC111597760|XP_023168382.2|DHYD
OG0000980	LOC115621874|XP_030371560.1|SLEB	LOC111603480|XP_023176839.2|DHYD
OG0000981	LOC115632018|XP_030384815.1|SLEB	LOC111603853|XP_023177418.1|DHYD
OG0000984	LOC115626561|XP_030377800.1|SLEB	LOC111595872|XP_030079231.1|DHYD, LOC111602342|XP_030079081.1|DHYD
OG0000985	LOC115633230|XP_030386484.1|SLEB	LOC111597571|XP_030081811.1|DHYD
OG0000986	LOC115631367|XP_030383945.1|SLEB	LOC111594193|XP_023163155.2|DHYD, LOC115482913|XP_030079021.1|DHYD
OG0000986	LOC115632119|XP_030384984.1|SLEB	LOC111603921|XP_023177518.2|DHYD
OG0000987	LOC115621692|XP_030371261.1|SLEB	LOC111594822|XP_023164055.1|DHYD
OG0000988	LOC115631067|XP_030383573.1|SLEB	LOC111594899|XP_023164156.2|DHYD
OG0000988	LOC115631590|XP_030384251.1|SLEB, LOC115629834|XP_030382271.1|SLEB	LOC111597315|XP_023167712.2|DHYD, LOC111593241|XP_023161662.2|DHYD, LOC111603766|XP_023177268.2|DHYD
OG0000990	LOC115626648|XP_030377913.1|SLEB	LOC111591970|XP_023159685.1|DHYD
OG0000991	LOC115629805|XP_030382228.1|SLEB	LOC111597532|XP_023168084.2|DHYD
OG0000992	LOC115621203|XP_030370644.1|SLEB	LOC111596603|XP_023166653.1|DHYD
OG0000993	LOC115621783|XP_030371401.1|SLEB	LOC111594464|XP_023163532.2|DHYD
OG0000994	LOC115628886|XP_030381003.1|SLEB	LOC111596479|XP_023166504.1|DHYD
OG0000995	LOC115625662|XP_030376654.1|SLEB	LOC111601960|XP_023174602.2|DHYD
OG0000996	LOC115631694|XP_030384380.1|SLEB	LOC111603111|XP_023176348.2|DHYD, LOC111603350|XP_023176667.1|DHYD
OG0000997	LOC115626266|XP_030377478.1|SLEB	LOC111598802|XP_030080966.1|DHYD, LOC115483382|XP_030080965.1|DHYD
OG0000998	LOC115624642|XP_030375270.1|SLEB	LOC111601079|XP_023173274.2|DHYD, LOC111601016|XP_030079456.1|DHYD
OG0000999	LOC115626649|XP_030377914.1|SLEB	LOC111604040|XP_023177663.1|DHYD
OG0001000	LOC115620263|XP_030369285.1|SLEB	LOC111599998|XP_023171666.2|DHYD
OG0001001	LOC115632602|XP_030385691.1|SLEB	LOC111600889|XP_023172994.2|DHYD
OG0001002	LOC115631311|XP_030383885.1|SLEB	LOC111595595|XP_023165176.2|DHYD
OG0001003	LOC115621145|XP_030370561.1|SLEB	LOC111598583|XP_023169657.1|DHYD
OG0001004	LOC115623593|XP_030373853.1|SLEB	LOC111593325|XP_023161802.1|DHYD
OG0001005	LOC115633224|XP_030386476.1|SLEB	LOC111596807|XP_023166936.1|DHYD
OG0001006	LOC115632081|XP_030384901.1|SLEB	LOC111605737|XP_023180206.1|DHYD
OG0001007	LOC115628319|XP_030380235.1|SLEB	LOC111601124|XP_023173346.1|DHYD
OG0001008	LOC115627803|XP_030379493.1|SLEB, LOC115622732|XP_030372672.1|SLEB	LOC111598835|XP_023170040.1|DHYD
OG0001009	LOC115625207|XP_030376036.1|SLEB	LOC111595166|XP_023164514.1|DHYD
OG0001010	LOC115633402|XP_030386704.1|SLEB	LOC111596003|XP_023165776.2|DHYD, LOC111603127|XP_023176369.1|DHYD
OG0001011	LOC115633326|XP_030386618.1|SLEB	LOC111593004|XP_023161300.2|DHYD
OG0001011	LOC115630723|XP_030383239.1|SLEB	LOC111594212|XP_023163178.1|DHYD
OG0001012	LOC115629567|XP_030381919.1|SLEB, LOC115629568|XP_030381920.1|SLEB	LOC115482746|XP_030079685.1|DHYD, LOC111604690|XP_023178629.2|DHYD
OG0001013	LOC115622265|XP_030372026.1|SLEB	LOC111600953|XP_023173098.2|DHYD
OG0001014	LOC115622694|XP_030372582.1|SLEB	LOC111604441|XP_023178279.2|DHYD
OG0001014	LOC115622870|XP_030372817.1|SLEB	LOC111604456|XP_023178302.1|DHYD
OG0001015	LOC115627832|XP_030379534.1|SLEB	LOC111603364|XP_023176681.2|DHYD
OG0001015	LOC115627898|XP_030379652.1|SLEB	LOC111603365|XP_023176682.2|DHYD
OG0001018	LOC115628898|XP_030381017.1|SLEB, LOC115628901|XP_030381020.1|SLEB, LOC115621330|XP_030370811.1|SLEB, LOC115628942|XP_030381075.1|SLEB, LOC115628926|XP_030381048.1|SLEB	LOC111598071|XP_023168873.2|DHYD
OG0001019	LOC115621697|XP_030371263.1|SLEB	LOC111603273|XP_023176554.2|DHYD
OG0001020	LOC115627705|XP_030379308.1|SLEB	LOC111593037|XP_023161372.1|DHYD
OG0001021	LOC115628996|XP_030381140.1|SLEB	LOC111602188|XP_023174916.1|DHYD
OG0001022	LOC115629232|XP_030381503.1|SLEB	LOC111595966|XP_023165710.1|DHYD
OG0001024	LOC115621057|XP_030370438.1|SLEB	LOC111597763|XP_023168386.2|DHYD
OG0001025	LOC115632296|XP_030385249.1|SLEB	LOC111605185|XP_023179350.2|DHYD
OG0001026	LOC115634218|XP_030387668.1|SLEB	LOC111604784|XP_023178764.1|DHYD, LOC111595617|XP_023165191.2|DHYD
