Orthogroup	SLEB.longest_only	DSIM.longest_only
OG0001480	LOC115631073|XP_030383579.1|SLEB	LOC6730454|XP_002077635.1|DSIM
OG0001481	LOC115631596|XP_030384256.1|SLEB	LOC6732944|XP_039154422.1|DSIM
OG0001482	LOC115634823|XP_030388602.1|SLEB	LOC27206613|XP_016027953.1|DSIM
OG0001483	LOC115625935|XP_030377032.1|SLEB	LOC27206663|XP_016025893.1|DSIM
OG0001484	LOC115627427|XP_030378991.1|SLEB, LOC115631837|XP_030384539.1|SLEB	LOC6739199|XP_039146934.1|DSIM
OG0001485	LOC115620949|XP_030370327.1|SLEB	LOC6738616|XP_016032460.1|DSIM
OG0001486	LOC115631201|XP_030383754.1|SLEB	LOC6731425|XP_002078577.2|DSIM
OG0001487	LOC115633452|XP_030386767.1|SLEB	LOC27209180|XP_016022805.1|DSIM
OG0001488	LOC115633695|XP_030387012.1|SLEB	LOC6734300|XP_016027360.1|DSIM
OG0001490	LOC115629015|XP_030381171.1|SLEB	LOC6730785|XP_016023198.1|DSIM
OG0001491	LOC115631062|XP_030383561.1|SLEB	LOC6730698|XP_016023129.1|DSIM
OG0001493	LOC115628859|XP_030380970.1|SLEB	LOC27209374|XP_016040058.1|DSIM
OG0001494	LOC115629372|XP_030381690.1|SLEB	LOC6725360|XP_002106377.1|DSIM
OG0001495	LOC115627452|XP_030378981.1|SLEB	LOC27206140|XP_016026457.1|DSIM
OG0001496	LOC115629645|XP_030382016.1|SLEB	LOC6725388|XP_002106405.1|DSIM
OG0001497	LOC115625974|XP_030377081.1|SLEB	LOC6733687|XP_016026656.1|DSIM
OG0001500	LOC115633759|XP_030387094.1|SLEB	LOC6735216|XP_016028496.1|DSIM
OG0001501	LOC115623967|XP_030374395.1|SLEB	LOC6728444|XP_002103789.2|DSIM
OG0001502	LOC115634029|XP_030387425.1|SLEB	LOC6734573|XP_016027692.1|DSIM
OG0001503	LOC115631102|XP_030383617.1|SLEB	LOC6733354|XP_016026269.1|DSIM
OG0001504	LOC115627738|XP_030379368.1|SLEB	LOC6725322|XP_039153644.1|DSIM
OG0001505	LOC115633923|XP_030387293.1|SLEB	LOC6734891|XP_016028138.1|DSIM
OG0001506	LOC115634816|XP_030388593.1|SLEB	LOC6734198|XP_016027229.1|DSIM
OG0001507	LOC115624896|XP_030375603.1|SLEB	LOC6735640|XP_016028997.1|DSIM
OG0001508	LOC115631975|XP_030384739.1|SLEB	LOC6735350|XP_016028683.1|DSIM
OG0001509	LOC115634468|XP_030388056.1|SLEB	LOC6735604|XP_016028965.1|DSIM
OG0001510	LOC115626306|XP_030377496.1|SLEB	LOC6731144|XP_002078302.1|DSIM
OG0001511	LOC115624551|XP_030375136.1|SLEB	LOC6736184|XP_002083079.3|DSIM
OG0001512	LOC115628355|XP_030380290.1|SLEB	LOC27208654|XP_016030773.1|DSIM
OG0001513	LOC115632156|XP_030385036.1|SLEB	LOC6739169|XP_016033032.1|DSIM
OG0001515	LOC115627023|XP_030378409.1|SLEB	LOC6740748|XP_016037607.1|DSIM
OG0001516	LOC115621763|XP_030371355.1|SLEB	LOC6730240|XP_002105523.1|DSIM, LOC6730241|XP_002105524.2|DSIM
OG0001517	LOC115620656|XP_030369866.1|SLEB	LOC6729871|XP_002105174.1|DSIM
OG0001518	LOC115627257|XP_030378744.1|SLEB, LOC115629469|XP_030381800.1|SLEB	LOC6725461|XP_039152479.1|DSIM
OG0001520	LOC115625584|XP_030376548.1|SLEB	LOC6726896|XP_002102298.1|DSIM, LOC6726899|XP_002102301.1|DSIM
OG0001521	LOC115626583|XP_030377824.1|SLEB, LOC115625949|XP_030377045.1|SLEB, LOC115625950|XP_030377048.1|SLEB	LOC6732840|XP_016025562.1|DSIM
OG0001522	LOC115625712|XP_030376717.1|SLEB	LOC6732523|XP_039154459.1|DSIM, LOC27208599|XP_016023751.1|DSIM
OG0001524	LOC115624879|XP_030375585.1|SLEB	LOC6734034|XP_002081070.2|DSIM, LOC6734035|XP_002081071.2|DSIM
OG0001525	LOC115628949|XP_030381084.1|SLEB	LOC27208820|XP_016038248.1|DSIM
OG0001525	LOC115628948|XP_030381083.1|SLEB	LOC6725233|XP_002106255.2|DSIM
OG0001526	LOC115633314|XP_030386603.1|SLEB	LOC6725735|XP_002106736.1|DSIM, LOC6725734|XP_002106735.2|DSIM
OG0001527	LOC115627965|XP_030379719.1|SLEB	LOC27206571|XP_016038714.1|DSIM
OG0001529	LOC115629531|XP_030381867.1|SLEB	LOC27208618|XP_039153236.1|DSIM, LOC120285618|XP_039154183.1|DSIM, LOC120285588|XP_039154155.1|DSIM, LOC120285592|XP_039154159.1|DSIM, LOC120285586|XP_039154153.1|DSIM, LOC120285589|XP_039154156.1|DSIM, LOC120285594|XP_039154161.1|DSIM, LOC120285598|XP_039154164.1|DSIM, LOC120285595|XP_039154162.1|DSIM, LOC120285596|XP_039154163.1|DSIM, LOC120285590|XP_039154157.1|DSIM, LOC120285593|XP_039154160.1|DSIM, LOC120285591|XP_039154158.1|DSIM, LOC120285587|XP_039154154.1|DSIM
OG0001531	LOC115633729|XP_030387057.1|SLEB	LOC6735212|XP_016028489.1|DSIM
OG0001534	LOC115628931|XP_030381053.1|SLEB	LOC6725292|XP_039153486.1|DSIM
OG0001535	LOC115629620|XP_030381979.1|SLEB	LOC6726561|XP_002107515.1|DSIM
OG0001536	LOC115626742|XP_030378053.1|SLEB	LOC6726324|XP_016039880.1|DSIM
OG0001537	LOC115631070|XP_030383576.1|SLEB	LOC6730469|XP_016022927.1|DSIM
OG0001538	LOC115632568|XP_030385648.1|SLEB, LOC115632500|XP_030385538.1|SLEB, LOC115624012|XP_030374445.1|SLEB	LOC6725857|XP_039153816.1|DSIM
OG0001539	LOC115634432|XP_030387999.1|SLEB	LOC6735860|XP_039147823.1|DSIM
OG0001540	LOC115631990|XP_030384779.1|SLEB	LOC6740776|XP_016023292.1|DSIM
OG0001541	LOC115632840|XP_030385957.1|SLEB	LOC6739129|XP_002085922.2|DSIM
OG0001542	LOC115630005|XP_030382491.1|SLEB	LOC6728601|XP_016035231.1|DSIM
OG0001543	LOC115627054|XP_030378457.1|SLEB	LOC6740171|XP_016039685.1|DSIM
OG0001544	LOC115627383|XP_030378896.1|SLEB	LOC6725059|XP_039152542.1|DSIM
OG0001545	LOC115626842|XP_030378189.1|SLEB	LOC6726613|XP_039153154.1|DSIM, LOC120285318|XP_039153151.1|DSIM
OG0001546	LOC115626805|XP_030378135.1|SLEB	LOC6740416|XP_016040293.1|DSIM
OG0001547	LOC115629201|XP_030381461.1|SLEB	LOC6725013|XP_039153990.1|DSIM
OG0001548	LOC115626771|XP_030378090.1|SLEB	LOC6726145|XP_039154018.1|DSIM
OG0001549	LOC115631967|XP_030384714.1|SLEB	LOC6732556|XP_039147045.1|DSIM
OG0001550	LOC115622986|XP_030372999.1|SLEB	LOC6728661|XP_016035313.1|DSIM
OG0001551	LOC115621796|XP_030371430.1|SLEB	LOC6729170|XP_016035825.1|DSIM
OG0001552	LOC115622140|XP_030371860.1|SLEB, LOC115620750|XP_030370005.1|SLEB	LOC6728818|XP_002104152.1|DSIM
OG0001553	LOC115628765|XP_030380841.1|SLEB	LOC6725030|XP_016037985.1|DSIM
OG0001554	LOC115620975|XP_030370356.1|SLEB	LOC6728630|XP_016035265.1|DSIM
OG0001555	LOC115631515|XP_030384145.1|SLEB	LOC6732735|XP_016025467.1|DSIM
OG0001556	LOC115633634|XP_030386932.1|SLEB	LOC6735067|XP_002082044.1|DSIM
OG0001557	LOC115628830|XP_030380926.1|SLEB	LOC6725701|XP_002106704.1|DSIM
OG0001558	LOC115627299|XP_030378792.1|SLEB	LOC6726081|XP_016039499.1|DSIM
OG0001559	LOC115625421|XP_030376321.1|SLEB	LOC6729382|XP_016036023.1|DSIM
OG0001560	LOC115624322|XP_030374811.1|SLEB	LOC6727147|XP_016033629.1|DSIM
OG0001561	LOC115621109|XP_030370511.1|SLEB	LOC6727716|XP_016034291.1|DSIM
OG0001562	LOC115625891|XP_030376979.1|SLEB	LOC27206999|XP_016023789.1|DSIM
OG0001563	LOC115628079|XP_030379913.1|SLEB	LOC27206984|XP_016025855.1|DSIM
OG0001564	LOC115621769|XP_030371368.1|SLEB	LOC6729005|XP_039151349.1|DSIM
OG0001565	LOC115621465|XP_030370985.1|SLEB	LOC6728976|XP_039150804.1|DSIM
OG0001566	LOC115621095|XP_030370490.1|SLEB	LOC6728595|XP_016035226.1|DSIM
OG0001567	LOC115634246|XP_030387703.1|SLEB	LOC6739388|XP_002076290.1|DSIM
OG0001568	LOC115620377|XP_030369443.1|SLEB	LOC6728097|XP_016034710.1|DSIM
OG0001569	LOC115621500|XP_030371027.1|SLEB, LOC115625323|XP_030376204.1|SLEB	LOC6728185|XP_002103534.1|DSIM
OG0001570	LOC115620462|XP_030369553.1|SLEB	LOC6728230|XP_002103579.3|DSIM
OG0001571	LOC115631104|XP_030383619.1|SLEB	LOC6731803|XP_016024487.1|DSIM
OG0001572	LOC115627827|XP_030379522.1|SLEB	LOC6726122|XP_016039623.1|DSIM
OG0001573	LOC115622596|XP_030372453.1|SLEB	LOC6736820|XP_016030472.1|DSIM
OG0001574	LOC115629815|XP_030382243.1|SLEB	LOC6724763|XP_016037512.1|DSIM
OG0001575	LOC115627180|XP_030378641.1|SLEB	LOC6729365|XP_016036001.1|DSIM
OG0001576	LOC115624016|XP_030374448.1|SLEB	LOC6728555|XP_016035191.1|DSIM
OG0001577	LOC115620731|XP_030369976.1|SLEB	LOC6730117|XP_016036878.1|DSIM
OG0001578	LOC115628828|XP_030380963.1|SLEB	LOC6735123|XP_002082100.2|DSIM
OG0001579	LOC115627283|XP_030378774.1|SLEB	LOC27207981|XP_016040090.1|DSIM
OG0001580	LOC115625939|XP_030377038.1|SLEB	LOC6733904|XP_016026946.1|DSIM
OG0001581	LOC115629205|XP_030381464.1|SLEB	LOC6725549|XP_039153936.1|DSIM
OG0001582	LOC115634275|XP_030387763.1|SLEB	LOC6734175|XP_039147274.1|DSIM, LOC27207112|XP_039147277.1|DSIM
OG0001583	LOC115620039|XP_030369014.1|SLEB	LOC6733442|XP_039148744.1|DSIM
OG0001584	LOC115622910|XP_030372893.1|SLEB	LOC6736268|XP_002083152.1|DSIM
OG0001585	LOC115628804|XP_030380877.1|SLEB	LOC6725696|XP_039153357.1|DSIM
OG0001586	LOC115628268|XP_030380148.1|SLEB	LOC6737129|XP_016030762.1|DSIM
OG0001587	LOC115630391|XP_030382778.1|SLEB	LOC6733142|XP_002080219.1|DSIM
OG0001588	LOC115630636|XP_030383138.1|SLEB	LOC6733415|XP_002080472.1|DSIM
OG0001590	LOC115629433|XP_030381751.1|SLEB	LOC6735254|XP_016028585.1|DSIM
OG0001591	LOC115624846|XP_030375550.1|SLEB, LOC115622040|XP_030371768.1|SLEB	LOC6726142|XP_016039669.1|DSIM, LOC6725765|XP_002106764.2|DSIM, LOC6730041|XP_016036813.1|DSIM
OG0001592	LOC115628559|XP_030380580.1|SLEB	LOC6732105|XP_016024769.1|DSIM
OG0001593	LOC115628459|XP_030380437.1|SLEB	LOC6732094|XP_016024767.1|DSIM
OG0001594	LOC115630493|XP_030382939.1|SLEB	LOC6730979|XP_039148785.1|DSIM
OG0001595	LOC115620020|XP_030368984.1|SLEB	LOC6734004|XP_039147438.1|DSIM
OG0001596	LOC115625793|XP_030376829.1|SLEB	LOC6732838|XP_002079951.2|DSIM
OG0001597	LOC115626261|XP_030377430.1|SLEB	LOC27207476|XP_016022815.2|DSIM
OG0001598	LOC115626020|XP_030377128.1|SLEB	LOC6732313|XP_016024974.1|DSIM
OG0001599	LOC115628979|XP_030381119.1|SLEB	LOC6731269|XP_002078427.1|DSIM
OG0001600	LOC115626578|XP_030377819.1|SLEB	LOC6732377|XP_016025029.1|DSIM
OG0001601	LOC115626408|XP_030377633.1|SLEB	LOC6731168|XP_002078326.1|DSIM
OG0001602	LOC115625927|XP_030377024.1|SLEB	LOC6731628|XP_016024312.1|DSIM
OG0001603	LOC115626063|XP_030377176.1|SLEB	LOC6731647|XP_016024331.1|DSIM
OG0001604	LOC115629795|XP_030382214.1|SLEB	LOC27206643|XP_039153757.1|DSIM
OG0001605	LOC115633724|XP_030387051.1|SLEB	LOC6733562|XP_016026509.1|DSIM
OG0001606	LOC115629429|XP_030381747.1|SLEB	LOC27206808|XP_016025960.1|DSIM
OG0001607	LOC115631141|XP_030383671.1|SLEB	LOC6732548|XP_002079667.1|DSIM
OG0001608	LOC115624797|XP_030375501.1|SLEB, LOC115625966|XP_030377068.1|SLEB	LOC27207160|XP_002080157.1|DSIM
OG0001609	LOC115634163|XP_030387604.1|SLEB	LOC6734607|XP_039147895.1|DSIM
OG0001610	LOC115625965|XP_030377067.1|SLEB	LOC27208850|XP_016025614.1|DSIM
OG0001611	LOC115630814|XP_030383343.1|SLEB	LOC6732994|XP_002080073.1|DSIM
OG0001612	LOC115631993|XP_030384782.1|SLEB	LOC6731466|XP_002078617.1|DSIM
OG0001613	LOC115632000|XP_030384789.1|SLEB	LOC27206551|XP_016024509.1|DSIM
OG0001614	LOC115619968|XP_030368864.1|SLEB	LOC6733633|XP_016026593.1|DSIM
OG0001615	LOC115626188|XP_030377326.1|SLEB	LOC27208639|XP_039148991.1|DSIM
OG0001616	LOC115631980|XP_030384744.1|SLEB	LOC6732038|XP_016024727.1|DSIM
OG0001617	LOC115628985|XP_030381124.1|SLEB	LOC6732865|XP_016025590.1|DSIM
OG0001618	LOC115627879|XP_030379623.1|SLEB	LOC6731795|XP_002078930.2|DSIM
OG0001619	LOC115626329|XP_030377533.1|SLEB	LOC6731594|XP_002078735.1|DSIM
OG0001620	LOC115633869|XP_030387225.1|SLEB	LOC6735939|XP_002082849.1|DSIM
OG0001621	LOC115628321|XP_030380278.1|SLEB	LOC6734696|XP_016027896.1|DSIM
OG0001622	LOC115633417|XP_030386735.1|SLEB	LOC6725502|XP_016038644.1|DSIM
OG0001623	LOC115631096|XP_030383608.1|SLEB	LOC6730466|XP_039146931.1|DSIM
OG0001624	LOC115626075|XP_030377188.1|SLEB	LOC6731220|XP_016023763.1|DSIM
OG0001625	LOC115629057|XP_030381232.1|SLEB	LOC6733091|XP_002080168.1|DSIM
OG0001626	LOC115631206|XP_030383770.1|SLEB	LOC27209178|XP_016024053.1|DSIM
OG0001627	LOC115624677|XP_030375335.1|SLEB	LOC6727997|XP_016034597.1|DSIM
OG0001628	LOC115625427|XP_030376327.1|SLEB	LOC6729734|XP_002105040.1|DSIM
OG0001630	LOC115625146|XP_030375928.1|SLEB, LOC115623996|XP_030374425.1|SLEB	LOC6729364|XP_039151831.1|DSIM
OG0001631	LOC115623595|XP_030373857.1|SLEB	LOC6726713|XP_016033191.1|DSIM
OG0001632	LOC115625694|XP_030376694.1|SLEB	LOC6731690|XP_016024372.1|DSIM
OG0001633	LOC115623401|XP_030373570.1|SLEB	LOC6728508|XP_016035148.1|DSIM
OG0001635	LOC115623935|XP_030374356.1|SLEB	LOC6729689|XP_016036356.1|DSIM
OG0001636	LOC115624230|XP_030374706.1|SLEB	LOC27209087|XP_016033535.1|DSIM
OG0001637	LOC115625174|XP_030375996.1|SLEB	LOC6728803|XP_016035493.1|DSIM
OG0001638	LOC115627807|XP_030379496.1|SLEB	LOC6725147|XP_002106173.1|DSIM, LOC6724944|XP_002105981.1|DSIM
OG0001639	LOC115633730|XP_030387060.1|SLEB	LOC6733180|XP_002080256.1|DSIM
OG0001640	LOC115625339|XP_030376224.1|SLEB, LOC115628150|XP_030379984.1|SLEB	LOC27206457|XP_016033523.1|DSIM
OG0001641	LOC115624386|XP_030374957.1|SLEB	LOC6728463|XP_016035085.1|DSIM
OG0001642	LOC115623363|XP_030373509.1|SLEB	LOC6725421|XP_002106437.2|DSIM
OG0001643	LOC115631197|XP_030383748.1|SLEB	LOC6731410|XP_002078562.1|DSIM
OG0001644	LOC115628333|XP_030380256.1|SLEB	LOC6737945|XP_002084764.1|DSIM
OG0001645	LOC115624955|XP_030375667.1|SLEB	LOC6735660|XP_002082578.1|DSIM
OG0001646	LOC115634533|XP_030388202.1|SLEB	LOC6734866|XP_016028127.1|DSIM
OG0001647	LOC115629414|XP_030381730.1|SLEB	LOC6733350|XP_039148143.1|DSIM
OG0001648	LOC115633105|XP_030386348.1|SLEB, LOC115632805|XP_030385916.1|SLEB	LOC6738036|XP_016031855.1|DSIM
OG0001649	LOC115633661|XP_030386966.1|SLEB	LOC6734457|XP_016027579.1|DSIM
OG0001650	LOC115628166|XP_030380009.1|SLEB	LOC6735238|XP_016028560.1|DSIM
OG0001651	LOC115631836|XP_030384542.1|SLEB	LOC6735747|XP_016029114.1|DSIM
OG0001652	LOC115632256|XP_030385189.1|SLEB	LOC6738518|XP_002085324.2|DSIM
OG0001653	LOC115632790|XP_030385901.1|SLEB	LOC6739045|XP_002085839.1|DSIM
OG0001654	LOC115624654|XP_030375294.1|SLEB	LOC6734944|XP_016028252.1|DSIM
OG0001655	LOC115633712|XP_030387033.1|SLEB	LOC6733734|XP_002080780.1|DSIM
OG0001656	LOC115626509|XP_030377757.1|SLEB, LOC115626593|XP_030377836.1|SLEB, LOC115626478|XP_030377723.1|SLEB	LOC6730779|XP_016023194.1|DSIM
OG0001657	LOC115624729|XP_030375415.1|SLEB	LOC6738147|XP_002084960.1|DSIM
OG0001658	LOC115632477|XP_030385511.1|SLEB	LOC6737725|XP_002084554.1|DSIM
OG0001659	LOC115622281|XP_030372043.1|SLEB	LOC6737967|XP_016031712.1|DSIM
OG0001660	LOC115628397|XP_030380346.1|SLEB	LOC6739602|XP_002076492.1|DSIM
OG0001661	LOC115620748|XP_030370003.1|SLEB	LOC6728596|XP_016035227.1|DSIM
OG0001662	LOC115633134|XP_030386396.1|SLEB	LOC6737231|XP_002084071.2|DSIM
OG0001663	LOC115621870|XP_030371552.1|SLEB	LOC6728268|XP_016034901.1|DSIM
OG0001666	LOC115630994|XP_030383445.1|SLEB	LOC6730844|XP_002078008.1|DSIM
OG0001667	LOC115624013|XP_030374449.1|SLEB	LOC6735019|XP_002082000.2|DSIM
OG0001668	LOC115632726|XP_030385832.1|SLEB	LOC6736963|XP_002083810.3|DSIM
OG0001670	LOC115624911|XP_030375620.1|SLEB	LOC6733196|XP_016026087.1|DSIM
OG0001674	LOC115624399|XP_030374989.1|SLEB	LOC6728388|XP_002103736.1|DSIM, LOC27206453|XP_016033265.1|DSIM
OG0001675	LOC115624403|XP_030374994.1|SLEB	LOC6729666|XP_002104972.1|DSIM, LOC6729665|XP_002104971.1|DSIM
OG0001678	LOC115628697|XP_030380737.1|SLEB	LOC6726285|XP_016039786.1|DSIM
OG0001679	LOC115628814|XP_030380899.1|SLEB	LOC6725238|XP_002106260.1|DSIM
OG0001680	LOC115627556|XP_030379134.1|SLEB	LOC27209313|XP_016038432.1|DSIM
OG0001681	LOC115633378|XP_030386681.1|SLEB	LOC6740045|XP_039153259.1|DSIM
OG0001682	LOC115626835|XP_030378176.1|SLEB	LOC6726323|XP_016039879.1|DSIM
OG0001683	LOC115625707|XP_030376709.1|SLEB	LOC6731501|XP_016024177.1|DSIM
OG0001684	LOC115628023|XP_030379816.1|SLEB	LOC6739827|XP_016037276.1|DSIM
OG0001685	LOC115631653|XP_030384325.1|SLEB	LOC6732499|XP_002079619.1|DSIM
OG0001686	LOC115629599|XP_030381950.1|SLEB	LOC27207183|XP_039153699.1|DSIM, LOC6726378|XP_039153698.1|DSIM
OG0001687	LOC115626890|XP_030378260.1|SLEB	LOC27206376|XP_016037527.1|DSIM
OG0001688	LOC115628823|XP_030380914.1|SLEB	LOC6725232|XP_002106254.1|DSIM, LOC6725230|XP_039152811.1|DSIM
OG0001689	LOC115627385|XP_030378898.1|SLEB	LOC6725711|XP_039153549.1|DSIM
OG0001690	LOC115632364|XP_030385342.1|SLEB	LOC6739620|XP_016030577.1|DSIM
OG0001691	LOC115631196|XP_030383747.1|SLEB	LOC6731406|XP_002078559.1|DSIM
OG0001692	LOC115620935|XP_030370305.1|SLEB	LOC6727527|XP_016034103.2|DSIM
OG0001693	LOC115627103|XP_030378520.1|SLEB	LOC6725853|XP_016039179.1|DSIM
OG0001694	LOC115621672|XP_030371243.1|SLEB	LOC6727549|XP_016034123.1|DSIM
OG0001695	LOC115631973|XP_030384735.1|SLEB	LOC6735146|XP_002082123.1|DSIM
OG0001696	LOC115620879|XP_030370216.1|SLEB	LOC6728668|XP_016035326.1|DSIM
OG0001697	LOC115621368|XP_030370851.1|SLEB	LOC6729524|XP_002104832.1|DSIM
OG0001698	LOC115634530|XP_030388200.1|SLEB	LOC6726503|XP_039153526.1|DSIM
OG0001699	LOC115620556|XP_030369703.1|SLEB	LOC6728636|XP_002103977.1|DSIM
OG0001700	LOC115624141|XP_030374597.1|SLEB	LOC6728757|XP_016035430.1|DSIM
OG0001701	LOC115620710|XP_030369945.1|SLEB	LOC6726902|XP_039150462.1|DSIM
OG0001702	LOC115625833|XP_030376888.1|SLEB	LOC6731710|XP_002078845.1|DSIM
OG0001703	LOC115621459|XP_030370976.1|SLEB	LOC6729181|XP_016035827.1|DSIM
OG0001704	LOC115621495|XP_030371023.1|SLEB	LOC6729182|XP_016035829.1|DSIM
OG0001705	LOC115620784|XP_030370053.1|SLEB	LOC6730112|XP_016036871.1|DSIM
OG0001706	LOC115625728|XP_030376737.1|SLEB	LOC6733159|XP_016026032.1|DSIM
OG0001707	LOC115620904|XP_030370253.1|SLEB	LOC6729215|XP_016035868.1|DSIM
OG0001708	LOC115621122|XP_030370527.1|SLEB	LOC6728183|XP_039151564.1|DSIM
OG0001709	LOC115622489|XP_030372295.1|SLEB	LOC6736767|XP_016030391.1|DSIM
OG0001710	LOC115622044|XP_030371776.1|SLEB, LOC115620596|XP_030369766.1|SLEB	LOC6729020|XP_016035682.1|DSIM
OG0001711	LOC115621862|XP_030371541.1|SLEB	LOC6729093|XP_016035745.1|DSIM
OG0001712	LOC115620220|XP_030369220.1|SLEB	LOC6729323|XP_016035959.1|DSIM
OG0001713	LOC115623552|XP_030373803.1|SLEB	LOC6728537|XP_002103882.1|DSIM
OG0001714	LOC115624368|XP_030374888.1|SLEB	LOC6726760|XP_016033245.1|DSIM
OG0001715	LOC115626987|XP_030378363.1|SLEB	LOC6726194|XP_039153193.1|DSIM
OG0001716	LOC115626997|XP_030378371.1|SLEB	LOC6725423|XP_002106439.2|DSIM
OG0001717	LOC115621806|XP_030371449.1|SLEB	LOC6730144|XP_016036910.1|DSIM
OG0001718	LOC115620217|XP_030369216.1|SLEB	LOC6729137|XP_039151090.1|DSIM
OG0001719	LOC115620717|XP_030369954.1|SLEB, LOC115622091|XP_030371793.1|SLEB	LOC6729221|XP_016035872.1|DSIM
OG0001721	LOC115625526|XP_030376455.1|SLEB	LOC6728957|XP_016035637.1|DSIM
OG0001722	LOC115622516|XP_030372330.1|SLEB	LOC6738236|XP_016032085.1|DSIM
OG0001723	LOC115632752|XP_030385863.1|SLEB	LOC6733165|XP_016026040.1|DSIM
OG0001724	LOC115621866|XP_030371550.1|SLEB	LOC6735565|XP_039148415.1|DSIM
OG0001725	LOC115621193|XP_030370650.1|SLEB	LOC6733823|XP_016026803.1|DSIM
OG0001726	LOC115632617|XP_030385705.1|SLEB	LOC6738922|XP_016032750.1|DSIM
OG0001727	LOC115621422|XP_030370934.1|SLEB	LOC6729123|XP_002104444.1|DSIM
OG0001728	LOC115629315|XP_030381626.1|SLEB	LOC6734055|XP_002081091.1|DSIM
OG0001729	LOC115634592|XP_030388285.1|SLEB	LOC6736168|XP_039147471.1|DSIM
OG0001730	LOC115631663|XP_030384337.1|SLEB	LOC6732049|XP_016024732.1|DSIM
OG0001731	LOC115622817|XP_030372790.1|SLEB	LOC6734262|XP_039148430.1|DSIM
OG0001732	LOC115626439|XP_030377674.1|SLEB	LOC6731177|XP_002078336.1|DSIM
OG0001733	LOC115633922|XP_030387292.1|SLEB	LOC6735525|XP_039147347.1|DSIM
OG0001734	LOC115632459|XP_030385480.1|SLEB	LOC6733646|XP_016026610.1|DSIM
OG0001735	LOC115622206|XP_030371962.1|SLEB, LOC115622512|XP_030372325.1|SLEB	LOC27206655|XP_016032825.1|DSIM
OG0001736	LOC115625575|XP_030376536.1|SLEB	LOC6735178|XP_016028461.1|DSIM
OG0001737	LOC115621155|XP_030370576.1|SLEB	LOC6735917|XP_016029272.1|DSIM
OG0001738	LOC115632426|XP_030385426.1|SLEB	LOC6738442|XP_016032279.1|DSIM
OG0001739	LOC115626706|XP_030378003.1|SLEB	LOC27208348|XP_016025988.1|DSIM
OG0001740	LOC115619948|XP_030368837.1|SLEB	LOC6735861|XP_016029226.1|DSIM
OG0001742	LOC115626663|XP_030377943.1|SLEB	LOC6733825|XP_002080869.2|DSIM
OG0001743	LOC115628298|XP_030380206.1|SLEB	LOC6736402|XP_002083274.2|DSIM
OG0001744	LOC115619994|XP_030368926.1|SLEB	LOC6733259|XP_039148793.1|DSIM
OG0001745	LOC115620772|XP_030370043.1|SLEB	LOC6735757|XP_016029126.1|DSIM
OG0001746	LOC115622830|XP_030372768.1|SLEB	LOC6737566|XP_002084399.1|DSIM
OG0001747	LOC115624220|XP_030374698.1|SLEB	LOC6735014|XP_016028287.2|DSIM
OG0001748	LOC115632122|XP_030384985.1|SLEB	LOC6737353|XP_016031087.1|DSIM
OG0001749	LOC115624782|XP_030375477.1|SLEB	LOC6736090|XP_002082991.1|DSIM
OG0001750	LOC115624771|XP_030375466.1|SLEB	LOC6736089|XP_016029485.1|DSIM
OG0001751	LOC115632431|XP_030385433.1|SLEB	LOC6738452|XP_016032286.1|DSIM
OG0001753	LOC115632567|XP_030385646.1|SLEB	LOC6736651|XP_016030245.2|DSIM
OG0001754	LOC115623383|XP_030373545.1|SLEB	LOC6734193|XP_016027225.1|DSIM
OG0001755	LOC115632971|XP_030386132.1|SLEB	LOC6736659|XP_016030272.1|DSIM
OG0001756	LOC115620729|XP_030370009.1|SLEB	LOC6734703|XP_016027903.1|DSIM
OG0001757	LOC115631638|XP_030384310.1|SLEB	LOC6735112|XP_002082089.1|DSIM
OG0001758	LOC115624964|XP_030375679.1|SLEB	LOC6737975|XP_016031748.1|DSIM
OG0001759	LOC115622535|XP_030372362.1|SLEB	LOC6734900|XP_002081897.3|DSIM
OG0001760	LOC115634309|XP_030387826.1|SLEB	LOC6733677|XP_002080724.1|DSIM
OG0001761	LOC115629853|XP_030382300.1|SLEB	LOC6735523|XP_039147344.1|DSIM
OG0001762	LOC115628995|XP_030381136.1|SLEB	LOC6731255|XP_016023807.1|DSIM
OG0001763	LOC115625839|XP_030376901.1|SLEB	LOC6731274|XP_016023843.1|DSIM
OG0001764	LOC115623880|XP_030374290.1|SLEB	LOC6727811|XP_002103172.1|DSIM
OG0001765	LOC115620072|XP_030369094.1|SLEB	LOC6739367|XP_039148519.1|DSIM
OG0001766	LOC115628501|XP_030380500.1|SLEB	LOC6731541|XP_016024216.1|DSIM
OG0001768	LOC115631123|XP_030383649.1|SLEB	LOC6730456|XP_002077637.1|DSIM
OG0001769	LOC115626459|XP_030377699.1|SLEB	LOC6731130|XP_016023682.1|DSIM
OG0001770	LOC115632041|XP_030384868.1|SLEB	LOC6731899|XP_016024567.1|DSIM
OG0001771	LOC115631363|XP_030383942.1|SLEB	LOC6730873|XP_002078037.1|DSIM
OG0001772	LOC115631091|XP_030383599.1|SLEB	LOC6731785|XP_002078920.1|DSIM
OG0001773	LOC115625998|XP_030377104.1|SLEB	LOC6731717|XP_016024392.2|DSIM
OG0001774	LOC115634713|XP_030388456.1|SLEB	LOC6736128|XP_016029521.1|DSIM
OG0001775	LOC115628880|XP_030380997.1|SLEB	LOC6725685|XP_016038945.1|DSIM
