Orthogroup	SLEB.longest_only	AALB.longest_only
OG0002068	LOC115630546|XP_030383015.1|SLEB	LOC118456927|XP_035773950.1|AALB
OG0002069	LOC115625986|XP_030377092.1|SLEB	LOC118466559|XP_035791994.1|AALB
OG0002070	LOC115625296|XP_030376171.1|SLEB	LOC118466564|XP_035792000.1|AALB
OG0002071	LOC115621844|XP_030371516.1|SLEB	LOC118465704|XP_035790025.1|AALB
OG0002072	LOC115630045|XP_030382539.1|SLEB	LOC118467214|XP_035793336.1|AALB
OG0002073	LOC115632904|XP_030386056.1|SLEB	LOC118463045|XP_035785181.1|AALB
OG0002074	LOC115623135|XP_030373208.1|SLEB	LOC118462756|XP_035784613.1|AALB
OG0002075	LOC115631765|XP_030384461.1|SLEB	LOC118465358|XP_035789423.1|AALB
OG0002076	LOC115624601|XP_030375202.1|SLEB	LOC118464639|XP_035787988.1|AALB
OG0002077	LOC115624795|XP_030375498.1|SLEB, LOC115624933|XP_030375643.1|SLEB	LOC118465848|XP_035790353.1|AALB
OG0002078	LOC115622810|XP_030372741.1|SLEB	LOC118466738|XP_035792314.1|AALB
OG0002079	LOC115623009|XP_030373040.1|SLEB	LOC118465889|XP_035790433.1|AALB
OG0002080	LOC115630010|XP_030382497.1|SLEB, LOC115633907|XP_030387272.1|SLEB	LOC118463231|XP_035785576.1|AALB
OG0002081	LOC115624699|XP_030375374.1|SLEB	LOC118465508|XP_035789719.1|AALB
OG0002082	LOC115620006|XP_030368956.1|SLEB	LOC118466054|XP_035790786.1|AALB
OG0002083	LOC115629905|XP_030382370.1|SLEB	LOC118467123|XP_035793087.1|AALB
OG0002084	LOC115633999|XP_030387383.1|SLEB	LOC118467827|XP_035794610.1|AALB
OG0002085	LOC115633911|XP_030387280.1|SLEB	LOC118467889|XP_035794695.1|AALB
OG0002086	LOC115626810|XP_030378146.1|SLEB	LOC118463200|XP_035785527.1|AALB
OG0002087	LOC115622580|XP_030372427.1|SLEB	LOC118465455|XP_035789629.1|AALB
OG0002088	LOC115629448|XP_030381775.1|SLEB	LOC118466797|XP_035792441.1|AALB
OG0002089	LOC115624440|XP_030375026.1|SLEB	LOC118467537|XP_035794023.1|AALB
OG0002090	LOC115633667|XP_030386971.1|SLEB	LOC118464893|XP_035788535.1|AALB, LOC118464894|XP_035788537.1|AALB
OG0002091	LOC115624859|XP_030375564.1|SLEB	LOC118467907|XP_035794728.1|AALB
OG0002092	LOC115622120|XP_030371827.1|SLEB	LOC118462883|XP_035784849.1|AALB
OG0002093	LOC115624531|XP_030375115.1|SLEB	LOC118466773|XP_035792391.1|AALB
OG0002094	LOC115633832|XP_030387179.1|SLEB	LOC118467612|XP_035794207.1|AALB
OG0002095	LOC115628909|XP_030381029.1|SLEB	LOC118465265|XP_035789186.1|AALB
OG0002096	LOC115628190|XP_030380042.1|SLEB	LOC118465431|XP_035789558.1|AALB
OG0002097	LOC115633710|XP_030387031.1|SLEB	LOC118462715|XP_035784547.1|AALB
OG0002098	LOC115624927|XP_030375638.1|SLEB	LOC118464480|XP_035787789.1|AALB, LOC118464242|XP_035787333.1|AALB
OG0002099	LOC115620410|XP_030369490.1|SLEB	LOC118463902|XP_035786726.1|AALB
OG0002100	LOC115624637|XP_030375259.1|SLEB	LOC118465683|XP_035790006.1|AALB
OG0002101	LOC115634535|XP_030388205.1|SLEB	LOC118463109|XP_035785324.1|AALB
OG0002102	LOC115624985|XP_030375702.1|SLEB	LOC118465981|XP_035790650.1|AALB
OG0002103	LOC115620416|XP_030369499.1|SLEB	LOC118461459|XP_035782689.1|AALB
OG0002117	LOC115633265|XP_030386529.1|SLEB	LOC118461032|XP_035781806.1|AALB
OG0002118	LOC115628087|XP_030379924.1|SLEB	LOC118459676|XP_035779182.1|AALB
OG0002119	LOC115621113|XP_030370517.1|SLEB	LOC118456356|XP_035772923.1|AALB
OG0002120	LOC115627826|XP_030379521.1|SLEB	LOC118462942|XP_035784978.1|AALB
OG0002121	LOC115621258|XP_030370715.1|SLEB	LOC118466477|XP_035791755.1|AALB
OG0002122	LOC115625740|XP_030376753.1|SLEB, LOC115626429|XP_030377662.1|SLEB	LOC118458836|XP_035777627.1|AALB
OG0002123	LOC115631094|XP_030383605.1|SLEB	LOC118462819|XP_035784733.1|AALB
OG0002124	LOC115627689|XP_030379292.1|SLEB	LOC118460312|XP_035780418.1|AALB
OG0002125	LOC115634444|XP_030388013.1|SLEB	LOC118466010|XP_035790707.1|AALB
OG0002126	LOC115634377|XP_030387917.1|SLEB	LOC118465209|XP_035789092.1|AALB
OG0002127	LOC115628717|XP_030380773.1|SLEB, LOC115621757|XP_030371351.1|SLEB	LOC118466628|XP_035792109.1|AALB, LOC118464457|XP_035787741.1|AALB
OG0002128	LOC115627455|XP_030378983.1|SLEB	LOC118464930|XP_035788599.1|AALB, LOC118469041|XP_035796399.1|AALB
OG0002129	LOC115621730|XP_030371319.1|SLEB	LOC118468698|XP_035795711.1|AALB
OG0002131	LOC115621353|XP_030370836.1|SLEB	LOC118460675|XP_035781045.1|AALB
OG0002132	LOC115625780|XP_030376811.1|SLEB	LOC118460632|XP_035780979.1|AALB
OG0002133	LOC115629924|XP_030382389.1|SLEB	LOC118463640|XP_035786273.1|AALB
OG0002135	LOC115626712|XP_030378012.1|SLEB	LOC118466191|XP_035791107.1|AALB
OG0002136	LOC115621955|XP_030371662.1|SLEB	LOC118465182|XP_035789043.1|AALB
OG0002137	LOC115621392|XP_030370893.1|SLEB	LOC118456285|XP_035772793.1|AALB, LOC118457628|XP_035775240.1|AALB
OG0002138	LOC115626773|XP_030378095.1|SLEB	LOC118465484|XP_035789681.1|AALB, LOC118465810|XP_035790273.1|AALB
OG0002139	LOC115628962|XP_030381098.1|SLEB	LOC118465622|XP_035789916.1|AALB
OG0002140	LOC115633405|XP_030386708.1|SLEB	LOC118457360|XP_035774772.1|AALB
OG0002141	LOC115628074|XP_030379908.1|SLEB	LOC118460121|XP_035780053.1|AALB
OG0002142	LOC115621132|XP_030370544.1|SLEB	LOC118463855|XP_035786659.1|AALB
OG0002143	LOC115630615|XP_030383101.1|SLEB	LOC118462514|XP_035784139.1|AALB
OG0002144	LOC115627724|XP_030379334.1|SLEB	LOC118462711|XP_035784545.1|AALB
OG0002145	LOC115624035|XP_030374473.1|SLEB	LOC118461456|XP_035782684.1|AALB
OG0002146	LOC115620575|XP_030369736.1|SLEB	LOC118462566|XP_035784260.1|AALB
OG0002148	LOC115632865|XP_030385988.1|SLEB	LOC118468438|XP_035795098.1|AALB
OG0002149	LOC115627831|XP_030379531.1|SLEB	LOC118464173|XP_035787210.1|AALB
OG0002150	LOC115629871|XP_030382326.1|SLEB	LOC118462183|XP_035784003.1|AALB
OG0002151	LOC115622316|XP_030372082.1|SLEB, LOC115628387|XP_030380331.1|SLEB	LOC118457299|XP_035774662.1|AALB
OG0002152	LOC115621415|XP_030370923.1|SLEB	LOC118465022|XP_035788779.1|AALB
OG0002153	LOC115621584|XP_030371135.1|SLEB	LOC118460743|XP_035781208.1|AALB
OG0002154	LOC115626760|XP_030378076.1|SLEB	LOC118466594|XP_035792054.1|AALB
OG0002155	LOC115621539|XP_030371065.1|SLEB	LOC118459105|XP_035778065.1|AALB
OG0002156	LOC115632371|XP_030385350.1|SLEB	LOC118466522|XP_035791910.1|AALB
OG0002157	LOC115620998|XP_030370378.1|SLEB	LOC118457151|XP_035774369.1|AALB
OG0002158	LOC115628903|XP_030381025.1|SLEB	LOC118464702|XP_035788123.1|AALB
OG0002159	LOC115634010|XP_030387396.1|SLEB	LOC118466271|XP_035791236.1|AALB, LOC118456853|XP_035773845.1|AALB
OG0002160	LOC115621570|XP_030371117.1|SLEB	LOC118460351|XP_035780487.1|AALB
OG0002161	LOC115621407|XP_030370910.1|SLEB	LOC118461084|XP_035781873.1|AALB
OG0002162	LOC115620919|XP_030370276.1|SLEB	LOC118460197|XP_035780196.1|AALB
OG0002163	LOC115627293|XP_030378785.1|SLEB	LOC118461470|XP_035782709.1|AALB
OG0002164	LOC115623724|XP_030374065.1|SLEB	LOC118461637|XP_035783100.1|AALB
OG0002165	LOC115621187|XP_030370623.1|SLEB, LOC115622402|XP_030372192.1|SLEB	LOC118460366|XP_035780509.1|AALB
OG0002166	LOC115631635|XP_030384304.1|SLEB	LOC118459445|XP_035778716.1|AALB
OG0002167	LOC115633048|XP_030386256.1|SLEB	LOC118459446|XP_035778731.1|AALB
OG0002168	LOC115626523|XP_030377767.1|SLEB	LOC118463178|XP_035785478.1|AALB, LOC118463133|XP_035785389.1|AALB
OG0002169	LOC115622527|XP_030372350.1|SLEB	LOC118462753|XP_035784609.1|AALB
OG0002170	LOC115628020|XP_030379807.1|SLEB	LOC118456418|XP_035773044.1|AALB
OG0002171	LOC115620219|XP_030369219.1|SLEB	LOC118460200|XP_035780201.1|AALB
OG0002172	LOC115621399|XP_030370903.1|SLEB	LOC118457818|XP_035775584.1|AALB
OG0002173	LOC115631462|XP_030384072.1|SLEB	LOC118468576|XP_035795401.1|AALB
OG0002174	LOC115620241|XP_030369248.1|SLEB	LOC118458978|XP_035777866.1|AALB
OG0002175	LOC115620242|XP_030369250.1|SLEB	LOC118458979|XP_035777867.1|AALB
OG0002176	LOC115629527|XP_030381865.1|SLEB	LOC118459501|XP_035778819.1|AALB
OG0002177	LOC115620809|XP_030370093.1|SLEB	LOC118457936|XP_035775841.1|AALB
OG0002178	LOC115620788|XP_030370063.1|SLEB	LOC118460922|XP_035781569.1|AALB
OG0002179	LOC115630554|XP_030383025.1|SLEB	LOC118456513|XP_035773241.1|AALB
OG0002180	LOC115621505|XP_030371034.1|SLEB	LOC118460315|XP_035780417.1|AALB
OG0002181	LOC115630083|XP_030382568.1|SLEB	LOC118457098|XP_035774278.1|AALB
OG0002182	LOC115621485|XP_030371006.1|SLEB	LOC118457816|XP_035775571.1|AALB
OG0002183	LOC115623509|XP_030373752.1|SLEB	LOC118457826|XP_035775593.1|AALB
OG0002184	LOC115621752|XP_030371346.1|SLEB, LOC115626045|XP_030377156.1|SLEB	LOC118458249|XP_035776422.1|AALB
OG0002185	LOC115620372|XP_030369436.1|SLEB	LOC118462036|XP_035783903.1|AALB
OG0002186	LOC115626433|XP_030377668.1|SLEB	LOC118461639|XP_035783102.1|AALB
OG0002187	LOC115620645|XP_030369853.1|SLEB	LOC118461517|XP_035782842.1|AALB
OG0002188	LOC115634041|XP_030387445.1|SLEB	LOC118464488|XP_035787808.1|AALB
OG0002189	LOC115629970|XP_030382449.1|SLEB	LOC118457718|XP_035775401.1|AALB
OG0002190	LOC115620341|XP_030369401.1|SLEB	LOC118468668|XP_035795615.1|AALB
OG0002191	LOC115634376|XP_030387916.1|SLEB	LOC118461342|XP_035782447.1|AALB
OG0002192	LOC115622715|XP_030372613.1|SLEB	LOC118463197|XP_035785524.1|AALB
OG0002193	LOC115621536|XP_030371062.1|SLEB	LOC118461675|XP_035783159.1|AALB
OG0002194	LOC115621452|XP_030370966.1|SLEB	LOC118457721|XP_035775405.1|AALB
OG0002195	LOC115620502|XP_030369615.1|SLEB	LOC118456905|XP_035773923.1|AALB
OG0002196	LOC115627300|XP_030378796.1|SLEB, LOC115629564|XP_030381916.1|SLEB	LOC118458158|XP_035776248.1|AALB
OG0002197	LOC115624554|XP_030375141.1|SLEB	LOC118459491|XP_035778803.1|AALB
OG0002198	LOC115623510|XP_030373749.1|SLEB	LOC118456733|XP_035773672.1|AALB
OG0002199	LOC115620633|XP_030369823.1|SLEB	LOC118459620|XP_035779088.1|AALB
OG0002200	LOC115629549|XP_030381891.1|SLEB, LOC115621724|XP_030371298.1|SLEB, LOC115625638|XP_030376627.1|SLEB	LOC118458709|XP_035777342.1|AALB
OG0002202	LOC115620495|XP_030369601.1|SLEB	LOC118461486|XP_035782755.1|AALB
OG0002203	LOC115625105|XP_030375868.1|SLEB	LOC118468834|XP_035795967.1|AALB
OG0002204	LOC115620636|XP_030369833.1|SLEB	LOC118457345|XP_035774735.1|AALB
OG0002205	LOC115621680|XP_030371250.1|SLEB, LOC115621691|XP_030371260.1|SLEB	LOC118457621|XP_035775230.1|AALB
OG0002206	LOC115621603|XP_030371156.1|SLEB	LOC118459116|XP_035778074.1|AALB
OG0002207	LOC115620325|XP_030369379.1|SLEB	LOC118457570|XP_035775138.1|AALB
OG0002208	LOC115620911|XP_030370263.1|SLEB	LOC118458446|XP_035776821.1|AALB
OG0002209	LOC115628848|XP_030380957.1|SLEB	LOC118459810|XP_035779445.1|AALB
OG0002210	LOC115625302|XP_030376180.1|SLEB	LOC118459808|XP_035779442.1|AALB
OG0002211	LOC115620489|XP_030369587.1|SLEB	LOC118457884|XP_035775706.1|AALB, LOC118457882|XP_035775704.1|AALB
OG0002212	LOC115621569|XP_030371116.1|SLEB	LOC118459829|XP_035779485.1|AALB
OG0002213	LOC115624038|XP_030374476.1|SLEB, LOC115624034|XP_030374472.1|SLEB	LOC118461266|XP_035782292.1|AALB
OG0002214	LOC115621549|XP_030371077.1|SLEB	LOC118456662|XP_035773509.1|AALB
OG0002215	LOC115620281|XP_030369315.1|SLEB	LOC118466705|XP_035792244.1|AALB
OG0002216	LOC115631264|XP_030383835.1|SLEB	LOC118458540|XP_035777015.1|AALB
OG0002217	LOC115625291|XP_030376164.1|SLEB	LOC118459559|XP_035778951.1|AALB
OG0002218	LOC115627664|XP_030379266.1|SLEB	LOC118456590|XP_035773381.1|AALB
OG0002219	LOC115620459|XP_030369550.1|SLEB	LOC118458854|XP_035777668.1|AALB, LOC118456583|XP_035773367.1|AALB
OG0002220	LOC115620458|XP_030369549.1|SLEB	LOC118460354|XP_035780489.1|AALB
OG0002221	LOC115632759|XP_030385868.1|SLEB	LOC118466122|XP_035790961.1|AALB
OG0002222	LOC115630656|XP_030383161.1|SLEB	LOC118465306|XP_035789299.1|AALB
OG0002224	LOC115620838|XP_030370135.1|SLEB	LOC118466447|XP_035791661.1|AALB
OG0002225	LOC115632265|XP_030385202.1|SLEB	LOC118464801|XP_035788354.1|AALB
OG0002226	LOC115633854|XP_030387206.1|SLEB	LOC118464919|XP_035788585.1|AALB
OG0002227	LOC115634121|XP_030387544.1|SLEB	LOC118466510|XP_035791849.1|AALB
OG0002228	LOC115621375|XP_030370866.1|SLEB	LOC118466654|XP_035792134.1|AALB
OG0002229	LOC115626474|XP_030377722.1|SLEB	LOC118466657|XP_035792146.1|AALB
OG0002230	LOC115625458|XP_030376369.1|SLEB	LOC118466664|XP_035792156.1|AALB
OG0002231	LOC115633893|XP_030387258.1|SLEB	LOC118465942|XP_035790558.1|AALB
OG0002233	LOC115632421|XP_030385422.1|SLEB	LOC118464923|XP_035788589.1|AALB, LOC118464291|XP_035787466.1|AALB
OG0002234	LOC115628565|XP_030380592.1|SLEB	LOC118458706|XP_035777340.1|AALB, LOC118463578|XP_035786111.1|AALB, LOC118463534|XP_035786044.1|AALB
OG0002235	LOC115633399|XP_030386705.1|SLEB	LOC118467551|XP_035794042.1|AALB
OG0002236	LOC115630431|XP_030382851.1|SLEB	LOC118467329|XP_035793559.1|AALB
OG0002237	LOC115628574|XP_030380606.1|SLEB	LOC118467325|XP_035793555.1|AALB
OG0002238	LOC115628347|XP_030380279.1|SLEB	LOC118466106|XP_035790918.1|AALB
OG0002239	LOC115621487|XP_030371017.1|SLEB	LOC118466786|XP_035792416.1|AALB
OG0002240	LOC115634354|XP_030387873.1|SLEB	LOC118467051|XP_035792940.1|AALB
OG0002241	LOC115632775|XP_030385881.1|SLEB	LOC118462990|XP_035785096.1|AALB
OG0002243	LOC115626469|XP_030377712.1|SLEB, LOC115626389|XP_030377609.1|SLEB, LOC115626432|XP_030377666.1|SLEB	LOC118466547|XP_035791953.1|AALB
OG0002244	LOC115629850|XP_030382291.1|SLEB	LOC118464377|XP_035787612.1|AALB
OG0002245	LOC115632735|XP_030385841.1|SLEB	LOC118463123|XP_035785367.1|AALB
OG0002246	LOC115631968|XP_030384718.1|SLEB	LOC118467806|XP_035794573.1|AALB
OG0002247	LOC115628972|XP_030381114.1|SLEB	LOC118467478|XP_035793912.1|AALB
OG0002248	LOC115624989|XP_030375717.1|SLEB	LOC118465040|XP_035788799.1|AALB, LOC118464290|XP_035787462.1|AALB
OG0002249	LOC115622515|XP_030372329.1|SLEB	LOC118467855|XP_035794651.1|AALB, LOC118465592|XP_035789851.1|AALB
OG0002250	LOC115634673|XP_030388392.1|SLEB	LOC118465351|XP_035789406.1|AALB
OG0002251	LOC115634674|XP_030388393.1|SLEB	LOC118464478|XP_035787784.1|AALB
OG0002252	LOC115620012|XP_030368973.1|SLEB	LOC118464998|XP_035788732.1|AALB
OG0002253	LOC115624581|XP_030375181.1|SLEB	LOC118467285|XP_035793488.1|AALB
OG0002254	LOC115620972|XP_030370353.1|SLEB	LOC118464907|XP_035788563.1|AALB
OG0002255	LOC115629150|XP_030381373.1|SLEB	LOC118467349|XP_035793625.1|AALB
OG0002256	LOC115628490|XP_030380484.1|SLEB	LOC118464864|XP_035788473.1|AALB
OG0002257	LOC115633350|XP_030386648.1|SLEB	LOC118463114|XP_035785332.1|AALB
OG0002258	LOC115622305|XP_030372070.1|SLEB	LOC118463220|XP_035785558.1|AALB
OG0002260	LOC115622216|XP_030371973.1|SLEB	LOC118465240|XP_035789152.1|AALB
OG0002261	LOC115623553|XP_030373808.1|SLEB	LOC118464846|XP_035788434.1|AALB
OG0002263	LOC115632436|XP_030385440.1|SLEB	LOC118467095|XP_035793034.1|AALB
OG0002264	LOC115626809|XP_030378182.1|SLEB	LOC118466285|XP_035791263.1|AALB
OG0002265	LOC115632858|XP_030385978.1|SLEB	LOC118467337|XP_035793588.1|AALB
OG0002266	LOC115624816|XP_030375522.1|SLEB	LOC118465839|XP_035790340.1|AALB
OG0002267	LOC115632152|XP_030385029.1|SLEB	LOC118463242|XP_035785602.1|AALB
OG0002268	LOC115622653|XP_030372522.1|SLEB	LOC118463126|XP_035785376.1|AALB
OG0002269	LOC115623638|XP_030373985.1|SLEB	LOC118464520|XP_035787849.1|AALB
OG0002270	LOC115622630|XP_030372500.1|SLEB	LOC118467183|XP_035793264.1|AALB
OG0002271	LOC115622444|XP_030372245.1|SLEB	LOC118464879|XP_035788514.1|AALB
OG0002272	LOC115628439|XP_030380401.1|SLEB	LOC118463255|XP_035785617.1|AALB
OG0002273	LOC115634139|XP_030387567.1|SLEB	LOC118467338|XP_035793589.1|AALB
OG0002274	LOC115634574|XP_030388258.1|SLEB	LOC118467061|XP_035792956.1|AALB
OG0002275	LOC115622664|XP_030372537.1|SLEB	LOC118467896|XP_035794708.1|AALB
OG0002276	LOC115628348|XP_030380273.1|SLEB	LOC118462934|XP_035784938.1|AALB
OG0002277	LOC115628281|XP_030380170.1|SLEB	LOC118463957|XP_035786833.1|AALB
OG0002278	LOC115622351|XP_030372125.1|SLEB	LOC118464557|XP_035787889.1|AALB
OG0002279	LOC115622725|XP_030372625.1|SLEB	LOC118463351|XP_035785757.1|AALB
OG0002280	LOC115632369|XP_030385348.1|SLEB	LOC118466262|XP_035791217.1|AALB
OG0002281	LOC115629760|XP_030382166.1|SLEB, LOC115632446|XP_030385453.1|SLEB	LOC118462558|XP_035784237.1|AALB
OG0002282	LOC115632826|XP_030385938.1|SLEB	LOC118466665|XP_035792161.1|AALB
OG0002283	LOC115634640|XP_030388356.1|SLEB	LOC118464587|XP_035787924.1|AALB
OG0002284	LOC115633750|XP_030387085.1|SLEB	LOC118465383|XP_035789470.1|AALB
OG0002285	LOC115629673|XP_030382051.1|SLEB	LOC118465615|XP_035789889.1|AALB
OG0002286	LOC115623804|XP_030374210.1|SLEB	LOC118466211|XP_035791126.1|AALB
OG0002287	LOC115628409|XP_030380398.1|SLEB	LOC118467184|XP_035793272.1|AALB
OG0002288	LOC115623246|XP_030373369.1|SLEB	LOC118463340|XP_035785748.1|AALB
OG0002289	LOC115632534|XP_030385599.1|SLEB	LOC118463546|XP_035786061.1|AALB
OG0002290	LOC115626452|XP_030377688.1|SLEB	LOC118459786|XP_035779400.1|AALB
OG0002291	LOC115632965|XP_030386129.1|SLEB	LOC118465044|XP_035788809.1|AALB
OG0002292	LOC115633720|XP_030387044.1|SLEB	LOC118467303|XP_035793516.1|AALB
OG0002293	LOC115633735|XP_030387066.1|SLEB	LOC118466943|XP_035792737.1|AALB
OG0002294	LOC115625315|XP_030376196.1|SLEB	LOC118466144|XP_035790989.1|AALB
OG0002295	LOC115629022|XP_030381178.1|SLEB	LOC118457932|XP_035775836.1|AALB
OG0002296	LOC115625789|XP_030376821.1|SLEB	LOC118456875|XP_035773881.1|AALB
OG0002297	LOC115628956|XP_030381092.1|SLEB	LOC118469081|XP_035796478.1|AALB
OG0002298	LOC115626224|XP_030377386.1|SLEB	LOC118457113|XP_035774306.1|AALB
OG0002299	LOC115620374|XP_030369480.1|SLEB	LOC118457111|XP_035774303.1|AALB
OG0002300	LOC115628567|XP_030380590.1|SLEB	LOC118456309|XP_035772839.1|AALB
OG0002301	LOC115628970|XP_030381106.1|SLEB	LOC118457041|XP_035774177.1|AALB
OG0002302	LOC115625861|XP_030376929.1|SLEB	LOC118459785|XP_035779394.1|AALB
OG0002303	LOC115629702|XP_030382080.1|SLEB	LOC118459800|XP_035779430.1|AALB
OG0002304	LOC115626371|XP_030377586.1|SLEB	LOC118460844|XP_035781427.1|AALB
OG0002305	LOC115628170|XP_030380011.1|SLEB	LOC118468932|XP_035796148.1|AALB
OG0002306	LOC115628522|XP_030380535.1|SLEB	LOC118468367|XP_035795019.1|AALB, LOC118457509|XP_035775043.1|AALB
OG0002307	LOC115631633|XP_030384302.1|SLEB	LOC118468763|XP_035795830.1|AALB
OG0002308	LOC115625673|XP_030376669.1|SLEB	LOC118456776|XP_035773744.1|AALB
OG0002309	LOC115630618|XP_030383105.1|SLEB	LOC118468743|XP_035795794.1|AALB
OG0002310	LOC115628525|XP_030380544.1|SLEB	LOC118457960|XP_035775879.1|AALB
OG0002311	LOC115626183|XP_030377320.1|SLEB	LOC118468467|XP_035795154.1|AALB
OG0002312	LOC115625923|XP_030377018.1|SLEB	LOC118468469|XP_035795180.1|AALB
OG0002313	LOC115621950|XP_030371656.1|SLEB, LOC115634761|XP_030388513.1|SLEB	LOC118456223|XP_035772701.1|AALB
OG0002314	LOC115634610|XP_030388320.1|SLEB	LOC118458937|XP_035777809.1|AALB
OG0002315	LOC115633643|XP_030386944.1|SLEB	LOC118459688|XP_035779216.1|AALB
OG0002316	LOC115631649|XP_030384320.1|SLEB	LOC118456915|XP_035773937.1|AALB
OG0002317	LOC115632585|XP_030385665.1|SLEB	LOC118457869|XP_035775675.1|AALB
OG0002318	LOC115630417|XP_030382812.1|SLEB	LOC118457634|XP_035775258.1|AALB
OG0002319	LOC115626161|XP_030377296.1|SLEB	LOC118460721|XP_035781161.1|AALB
OG0002320	LOC115630504|XP_030382960.1|SLEB	LOC118456762|XP_035773720.1|AALB
OG0002321	LOC115628164|XP_030380004.1|SLEB	LOC118457451|XP_035774941.1|AALB
OG0002322	LOC115625778|XP_030376809.1|SLEB	LOC118458228|XP_035776389.1|AALB
OG0002323	LOC115628510|XP_030380514.1|SLEB	LOC118456898|XP_035773915.1|AALB
OG0002324	LOC115626088|XP_030377201.1|SLEB, LOC115626669|XP_030377956.1|SLEB	LOC118468475|XP_035795186.1|AALB
OG0002325	LOC115622713|XP_030372609.1|SLEB	LOC118456146|XP_035772552.1|AALB
OG0002326	LOC115622125|XP_030371837.1|SLEB	LOC118460709|XP_035781129.1|AALB
OG0002327	LOC115623373|XP_030373524.1|SLEB	LOC118460707|XP_035781112.1|AALB
OG0002328	LOC115629084|XP_030381258.1|SLEB, LOC115628980|XP_030381120.1|SLEB	LOC118468753|XP_035795807.1|AALB
OG0002329	LOC115630683|XP_030383190.1|SLEB, LOC115630644|XP_030383144.1|SLEB	LOC118456215|XP_035772688.1|AALB
OG0002330	LOC115630490|XP_030382936.1|SLEB	LOC118460750|XP_035781229.1|AALB
OG0002331	LOC115628729|XP_030380793.1|SLEB	LOC118456462|XP_035773131.1|AALB
OG0002332	LOC115622572|XP_030372411.1|SLEB	LOC118458894|XP_035777742.1|AALB
OG0002333	LOC115619945|XP_030368836.1|SLEB	LOC118458297|XP_035776515.1|AALB
OG0002334	LOC115620836|XP_030370129.1|SLEB, LOC115626565|XP_030377803.1|SLEB, LOC115626316|XP_030377512.1|SLEB	LOC118458560|XP_035777096.1|AALB
OG0002335	LOC115624626|XP_030375244.1|SLEB	LOC118456211|XP_035772674.1|AALB
OG0002336	LOC115628438|XP_030380399.1|SLEB	LOC118460658|XP_035781016.1|AALB
OG0002337	LOC115627141|XP_030378582.1|SLEB	LOC118461048|XP_035781832.1|AALB
OG0002338	LOC115631260|XP_030383831.1|SLEB	LOC118461165|XP_035782056.1|AALB
OG0002339	LOC115628456|XP_030380433.1|SLEB	LOC118461475|XP_035782722.1|AALB
OG0002340	LOC115631476|XP_030384090.1|SLEB	LOC118461474|XP_035782720.1|AALB
OG0002341	LOC115628652|XP_030380683.1|SLEB	LOC118460122|XP_035780054.1|AALB
OG0002342	LOC115625493|XP_030376406.1|SLEB, LOC115631009|XP_030383472.1|SLEB	LOC118459081|XP_035778027.1|AALB
OG0002343	LOC115631017|XP_030383489.1|SLEB	LOC118461707|XP_035783226.1|AALB
OG0002344	LOC115629841|XP_030382282.1|SLEB	LOC118467663|XP_035794309.1|AALB
OG0002345	LOC115629649|XP_030382023.1|SLEB	LOC118460115|XP_035780046.1|AALB
OG0002346	LOC115625888|XP_030376970.1|SLEB	LOC118457666|XP_035775313.1|AALB
OG0002347	LOC115633688|XP_030387005.1|SLEB	LOC118457603|XP_035775202.1|AALB
OG0002348	LOC115631387|XP_030383969.1|SLEB	LOC118468429|XP_035795084.1|AALB
OG0002349	LOC115633919|XP_030387289.1|SLEB	LOC118459299|XP_035778441.1|AALB
OG0002350	LOC115629611|XP_030381971.1|SLEB	LOC118463437|XP_035785904.1|AALB
OG0002351	LOC115626994|XP_030378372.1|SLEB	LOC118459093|XP_035778051.1|AALB
OG0002352	LOC115634054|XP_030387498.1|SLEB	LOC118457750|XP_035775456.1|AALB
OG0002353	LOC115626187|XP_030377325.1|SLEB	LOC118461236|XP_035782228.1|AALB
OG0002354	LOC115626368|XP_030377582.1|SLEB	LOC118460926|XP_035781579.1|AALB
OG0002355	LOC115625684|XP_030376680.1|SLEB	LOC118461968|XP_035783771.1|AALB
OG0002356	LOC115630397|XP_030382780.1|SLEB	LOC118466908|XP_035792668.1|AALB
OG0002357	LOC115625253|XP_030376106.1|SLEB	LOC118466858|XP_035792590.1|AALB
OG0002358	LOC115630494|XP_030382942.1|SLEB	LOC118461531|XP_035782856.1|AALB
OG0002359	LOC115627066|XP_030378473.1|SLEB	LOC118459526|XP_035778876.1|AALB
OG0002360	LOC115630585|XP_030383064.1|SLEB	LOC118458718|XP_035777356.1|AALB
OG0002361	LOC115623164|XP_030373238.1|SLEB	LOC118456206|XP_035772664.1|AALB
OG0002362	LOC115631490|XP_030384108.1|SLEB	LOC118467138|XP_035793152.1|AALB
OG0002363	LOC115631139|XP_030383668.1|SLEB	LOC118458268|XP_035776472.1|AALB
OG0002364	LOC115631982|XP_030384747.1|SLEB	LOC118458266|XP_035776451.1|AALB
OG0002365	LOC115631278|XP_030383852.1|SLEB	LOC118458465|XP_035776877.1|AALB
OG0002366	LOC115630760|XP_030383275.1|SLEB	LOC118459997|XP_035779791.1|AALB
OG0002367	LOC115630992|XP_030383442.1|SLEB	LOC118459833|XP_035779489.1|AALB
OG0002368	LOC115626337|XP_030377542.1|SLEB	LOC118460004|XP_035779816.1|AALB
OG0002369	LOC115629583|XP_030381936.1|SLEB	LOC118468377|XP_035795029.1|AALB, LOC118457076|XP_035774248.1|AALB
