Orthogroup	SLEB.longest_only	DMEL.longest_only
OG0000482	LOC115624007|XP_030374439.1|SLEB	CG4860|NP_650163.2|DMEL
OG0000482	LOC115623707|XP_030374046.1|SLEB	Arc42|NP_650840.1|DMEL
OG0000483	LOC115625416|XP_030376316.1|SLEB, LOC115625422|XP_030376322.1|SLEB	CG33341|NP_996282.1|DMEL, CG13614|NP_651256.2|DMEL
OG0000484	LOC115624356|XP_030374874.1|SLEB	CG18493|NP_650803.1|DMEL
OG0000484	LOC115624354|XP_030374872.1|SLEB	CG3734|NP_650802.1|DMEL
OG0000485	LOC115622735|XP_030372635.1|SLEB	CG32196|NP_730334.2|DMEL
OG0000485	LOC115622734|XP_030372634.1|SLEB	CG4306|NP_649038.1|DMEL
OG0000486	LOC115622380|XP_030372201.1|SLEB	Eglp4|NP_001261154.1|DMEL
OG0000486	LOC115622284|XP_030372084.1|SLEB	Eglp2|NP_788433.2|DMEL
OG0000487	LOC115633973|XP_030387353.1|SLEB	Arc2|NP_610956.1|DMEL
OG0000487	LOC115625551|XP_030376502.1|SLEB	Arc1|NP_610955.1|DMEL
OG0000488	LOC115631697|XP_030384385.1|SLEB	CG31921|NP_722627.1|DMEL, CG43755|NP_001259819.1|DMEL, CG31797|NP_724173.1|DMEL
OG0000489	LOC115621523|XP_030371049.1|SLEB	Ir100a|NP_651898.2|DMEL
OG0000489	LOC115627675|XP_030379277.1|SLEB	Ir10a|NP_001096949.1|DMEL
OG0000490	LOC115628761|XP_030380837.1|SLEB	DIP-alpha|NP_726871.1|DMEL
OG0000491	LOC115634774|XP_030388530.1|SLEB	CG30037|NP_725097.2|DMEL, CG30036|NP_725096.2|DMEL, GalT1|NP_788328.1|DMEL
OG0000492	LOC115634517|XP_030388144.1|SLEB	CG8800|NP_610483.1|DMEL
OG0000492	LOC115624481|XP_030375044.1|SLEB	CG10839|NP_609776.1|DMEL
OG0000493	LOC115620380|XP_030369447.1|SLEB	Mst98Cb|NP_524539.1|DMEL, Mst98Ca|NP_524899.1|DMEL
OG0000494	LOC115626394|XP_030377615.1|SLEB	vig|NP_523572.1|DMEL
OG0000495	LOC115623768|XP_030374167.1|SLEB	CG4607|NP_572380.1|DMEL
OG0000495	LOC115623777|XP_030374179.1|SLEB	CG8249|NP_611060.2|DMEL
OG0000496	LOC115628991|XP_030381133.1|SLEB	CG9171|NP_723117.1|DMEL
OG0000496	LOC115631192|XP_030383742.1|SLEB	CG15483|NP_609592.1|DMEL
OG0000497	LOC115631277|XP_030383851.1|SLEB	Pvf2|NP_523499.2|DMEL
OG0000497	LOC115631501|XP_030384121.1|SLEB	Pvf3|NP_001097107.1|DMEL
OG0000498	LOC115625411|XP_030376311.1|SLEB	CG5768|NP_001369031.1|DMEL
OG0000498	LOC115625406|XP_030376305.1|SLEB	CG13616|NP_651262.1|DMEL
OG0000499	LOC115626780|XP_030378109.1|SLEB	Vha36-1|NP_651987.1|DMEL
OG0000499	LOC115626831|XP_030378172.1|SLEB	Vha36-3|NP_570008.1|DMEL
OG0000500	LOC115622311|XP_030372077.1|SLEB	AstC-R1|NP_649040.2|DMEL
OG0000500	LOC115622310|XP_030372075.1|SLEB	AstC-R2|NP_001303398.1|DMEL
OG0000501	LOC115634627|XP_030388342.1|SLEB	Cyp4e2|NP_477117.2|DMEL, Cyp4e1|NP_524771.1|DMEL, Cyp4e3|NP_523527.1|DMEL
OG0000502	LOC115624882|XP_030375588.1|SLEB	CG15657|NP_611554.1|DMEL
OG0000503	LOC115634628|XP_030388343.1|SLEB	Gr59b|NP_523818.2|DMEL, Gr59a|NP_726287.2|DMEL
OG0000504	LOC115633045|XP_030386249.1|SLEB	CG9701|NP_648918.1|DMEL
OG0000505	LOC115633292|XP_030386564.1|SLEB	kirre|NP_726844.1|DMEL
OG0000505	LOC115633257|XP_030386521.1|SLEB	rst|NP_525058.2|DMEL
OG0000507	LOC115627058|XP_030378464.1|SLEB	Ant2|NP_511110.1|DMEL
OG0000507	LOC115627426|XP_030378959.1|SLEB	sesB|NP_727448.1|DMEL
OG0000508	LOC115624934|XP_030375645.1|SLEB	CG32320|NP_001097472.3|DMEL
OG0000508	LOC115624935|XP_030375646.1|SLEB	CG6845|NP_612000.3|DMEL
OG0000509	LOC115620075|XP_030369098.1|SLEB	Sema2a|NP_477507.1|DMEL
OG0000509	LOC115633699|XP_030387022.1|SLEB	Sema2b|NP_001261024.1|DMEL
OG0000510	LOC115630820|XP_030383345.1|SLEB, LOC115630586|XP_030383068.1|SLEB, LOC115634284|XP_030387793.1|SLEB	CG8323|NP_610933.1|DMEL
OG0000511	LOC115631969|XP_030384727.1|SLEB	Cyt-b5-r|NP_477154.1|DMEL
OG0000511	LOC115631594|XP_030384255.1|SLEB	CG17928|NP_609810.1|DMEL
OG0000512	LOC115631331|XP_030383912.1|SLEB	Gr68a|NP_524027.2|DMEL
OG0000513	LOC115621232|XP_030370686.1|SLEB	CG3270|NP_610228.1|DMEL
OG0000513	LOC115625905|XP_030376995.1|SLEB	l_2_37Bb|NP_536791.1|DMEL
OG0000514	LOC115628526|XP_030380546.1|SLEB	pdm2|NP_723763.1|DMEL
OG0000514	LOC115628516|XP_030380527.1|SLEB	nub|NP_001097153.1|DMEL
OG0000515	LOC115627805|XP_030379495.1|SLEB	ATPsynbeta|NP_001259081.1|DMEL
OG0000515	LOC115622643|XP_030372511.1|SLEB	ATPsynbetaL|NP_648836.2|DMEL
OG0000516	LOC115626944|XP_030378319.1|SLEB	CG9522|NP_644677.1|DMEL
OG0000516	LOC115626938|XP_030378313.1|SLEB	CG12539|NP_572976.1|DMEL
OG0000517	LOC115633963|XP_030387343.1|SLEB	CG17028|NP_648822.1|DMEL
OG0000521	LOC115629576|XP_030381928.1|SLEB	CCKLR-17D3|NP_001097023.1|DMEL
OG0000521	LOC115629574|XP_030381925.1|SLEB	CCKLR-17D1|NP_001097021.1|DMEL
OG0000522	LOC115627854|XP_030379575.1|SLEB	CG10029|NP_649716.1|DMEL, CG9911|NP_573111.1|DMEL
OG0000523	LOC115628128|XP_030379968.1|SLEB	Stt3B|NP_524494.1|DMEL
OG0000523	LOC115633249|XP_030386507.1|SLEB	Stt3A|NP_608425.1|DMEL
OG0000524	LOC115621872|XP_030371557.1|SLEB	Irp-1A|NP_477371.1|DMEL, Irp-1B|NP_524303.2|DMEL
OG0000525	LOC115632582|XP_030385667.1|SLEB	CG30345|NP_724760.2|DMEL, CG30344|NP_724759.1|DMEL
OG0000526	LOC115625930|XP_030377026.1|SLEB	PCNA2|NP_609994.1|DMEL
OG0000526	LOC115634755|XP_030388507.1|SLEB	PCNA|NP_476905.1|DMEL
OG0000527	LOC115632044|XP_030384874.1|SLEB	ed|NP_523469.2|DMEL
OG0000527	LOC115631125|XP_030383652.1|SLEB	fred|NP_608812.3|DMEL
OG0000528	LOC115631996|XP_030384785.1|SLEB	CG33281|NP_995620.1|DMEL
OG0000529	LOC115631155|XP_030383692.1|SLEB	CG34447|NP_001097060.1|DMEL
OG0000529	LOC115630789|XP_030383304.1|SLEB	CG14034|NP_001036339.1|DMEL
OG0000530	LOC115623076|XP_030373137.1|SLEB	CG32079|NP_729645.3|DMEL
OG0000530	LOC115623065|XP_030373118.1|SLEB	CG1139|NP_647686.1|DMEL
OG0000531	LOC115631103|XP_030383618.1|SLEB	CG31802|NP_724103.1|DMEL
OG0000532	LOC115623782|XP_030374183.1|SLEB	CG4367|NP_001287421.2|DMEL
OG0000533	LOC115633432|XP_030386752.1|SLEB	SLIRP1|NP_001027083.1|DMEL
OG0000533	LOC115623569|XP_030373826.1|SLEB	SLIRP2|NP_649808.1|DMEL
OG0000534	LOC115627157|XP_030378600.1|SLEB	sno|NP_001096967.1|DMEL
OG0000534	LOC115626532|XP_030377772.1|SLEB	CG3491|NP_609731.1|DMEL
OG0000535	LOC115625013|XP_030375736.1|SLEB	CG12895|NP_001260868.1|DMEL
OG0000535	LOC115633870|XP_030387227.1|SLEB	CG14757|NP_610363.1|DMEL
OG0000536	LOC115622558|XP_030372387.1|SLEB	frm|NP_001137887.1|DMEL
OG0000537	LOC115627460|XP_030378995.1|SLEB	Incenp|NP_523648.3|DMEL
OG0000538	LOC115624785|XP_030375476.1|SLEB	CG43324|NP_001246399.1|DMEL
OG0000538	LOC115634404|XP_030387957.1|SLEB	Ggamma1|NP_523662.1|DMEL
OG0000539	LOC115625371|XP_030376267.1|SLEB	E_spl_mgamma-HLH|NP_524504.2|DMEL
OG0000539	LOC115625298|XP_030376173.1|SLEB	E_spl_mbeta-HLH|NP_524505.2|DMEL
OG0000540	LOC115630655|XP_030383157.1|SLEB	CG9336|NP_610069.2|DMEL
OG0000541	LOC115624177|XP_030374652.1|SLEB, LOC115624166|XP_030374626.1|SLEB	BomS2|NP_725776.1|DMEL, BomS4|NP_663309.1|DMEL, BomS1|NP_611319.1|DMEL
OG0000542	LOC115625535|XP_030376474.1|SLEB	ND-49L|NP_651392.2|DMEL
OG0000542	LOC115627777|XP_030379446.1|SLEB	ND-49|NP_651926.1|DMEL
OG0000543	LOC115621143|XP_030370560.1|SLEB	CG4408|NP_651141.2|DMEL
OG0000543	LOC115623333|XP_030373463.1|SLEB	CG2915|NP_610338.1|DMEL
OG0000544	LOC115623316|XP_030373436.1|SLEB, LOC115622707|XP_030372596.1|SLEB	Prat2|NP_523949.2|DMEL
OG0000544	LOC115624019|XP_030374454.1|SLEB	Prat|NP_524271.2|DMEL
OG0000545	LOC115621211|XP_030370653.1|SLEB	beat-IIb|NP_650613.2|DMEL
OG0000545	LOC115621286|XP_030370749.1|SLEB	beat-IIa|NP_524384.3|DMEL
OG0000546	LOC115623697|XP_030374032.1|SLEB	Nup93-2|NP_650404.1|DMEL
OG0000546	LOC115627177|XP_030378637.1|SLEB	Nup93-1|NP_572929.1|DMEL
OG0000547	LOC115633068|XP_030386299.1|SLEB	Ran-like|NP_524082.1|DMEL
OG0000548	LOC115622433|XP_030372234.1|SLEB	CG9389|NP_649295.1|DMEL
OG0000548	LOC115622434|XP_030372235.1|SLEB	CG9391|NP_649294.1|DMEL
OG0000549	LOC115633990|XP_030387373.1|SLEB	l_2_efl|NP_523827.1|DMEL
OG0000550	LOC115632900|XP_030386051.1|SLEB	Kaz1-ORFB|NP_001027091.1|DMEL
OG0000550	LOC115632608|XP_030385696.1|SLEB	CG34454|NP_001097457.1|DMEL
OG0000551	LOC115634798|XP_030388566.1|SLEB	Strn-Mlck|NP_001261019.1|DMEL
OG0000552	LOC115621198|XP_030370637.1|SLEB	CG31029|NP_733347.1|DMEL
OG0000552	LOC115620920|XP_030370279.1|SLEB	Ppi1|NP_733345.2|DMEL
OG0000553	LOC115625738|XP_030376751.1|SLEB	CG17633|NP_609310.2|DMEL
OG0000554	LOC115621598|XP_030371150.1|SLEB	GILT3|NP_651165.1|DMEL
OG0000554	LOC115621473|XP_030370992.1|SLEB, LOC115621559|XP_030371092.1|SLEB	GILT2|NP_651166.1|DMEL
OG0000555	LOC115628310|XP_030380224.1|SLEB	Ppm1|NP_612039.1|DMEL
OG0000555	LOC115628303|XP_030380210.1|SLEB	CG17746|NP_647794.1|DMEL
OG0000556	LOC115623458|XP_030373674.1|SLEB	Arpc3A|NP_650498.3|DMEL
OG0000557	LOC115624100|XP_030374550.1|SLEB	CG12256|NP_650166.2|DMEL
OG0000557	LOC115624200|XP_030374663.1|SLEB, LOC115623910|XP_030374325.1|SLEB, LOC115624180|XP_030374635.1|SLEB, LOC115624158|XP_030374614.1|SLEB	CG17404|NP_650165.2|DMEL
OG0000558	LOC115623799|XP_030374201.1|SLEB	blp|NP_524370.2|DMEL
OG0000558	LOC115627610|XP_030379199.1|SLEB	CG1409|NP_572409.2|DMEL
OG0000559	LOC115621713|XP_030371282.1|SLEB	Best1|NP_001247018.1|DMEL
OG0000559	LOC115633935|XP_030387313.1|SLEB	Best3|NP_730039.1|DMEL
OG0000560	LOC115624641|XP_030375269.1|SLEB	CG30503|NP_001137612.1|DMEL
OG0000560	LOC115624640|XP_030375268.1|SLEB	sPLA2|NP_724556.1|DMEL
OG0000561	LOC115632645|XP_030385734.1|SLEB	eyg|NP_524042.2|DMEL
OG0000561	LOC115632520|XP_030385575.1|SLEB	toe|NP_524041.2|DMEL
OG0000562	LOC115622396|XP_030372181.1|SLEB	chrb|NP_648470.2|DMEL
OG0000562	LOC115622789|XP_030372709.1|SLEB	scyl|NP_648456.2|DMEL
OG0000563	LOC115624876|XP_030375581.1|SLEB	CG12520|NP_001097596.1|DMEL
OG0000564	LOC115623105|XP_030373171.1|SLEB	Edg78E|NP_524198.1|DMEL
OG0000564	LOC115622510|XP_030372323.1|SLEB	Cpr78Cc|NP_649300.1|DMEL
OG0000566	LOC115625079|XP_030375829.1|SLEB	AhcyL2|NP_996221.1|DMEL
OG0000566	LOC115622614|XP_030372474.1|SLEB	AhcyL1|NP_647746.1|DMEL
OG0000567	LOC115628870|XP_030380986.1|SLEB	CG4766|NP_572287.1|DMEL
OG0000567	LOC115628899|XP_030381018.1|SLEB	mab-21|NP_651971.2|DMEL
OG0000568	LOC115620709|XP_030369944.1|SLEB	CG9855|NP_649463.2|DMEL
OG0000569	LOC115620436|XP_030369524.1|SLEB	Snap24|NP_524298.1|DMEL
OG0000569	LOC115628654|XP_030380682.1|SLEB	Snap25|NP_001036641.1|DMEL
OG0000570	LOC115625135|XP_030375914.1|SLEB	Orct2|NP_651238.2|DMEL
OG0000570	LOC115625181|XP_030376006.1|SLEB	Orct|NP_524479.1|DMEL
OG0000571	LOC115620833|XP_030370125.1|SLEB	CG34354|NP_001097953.2|DMEL
OG0000571	LOC115621121|XP_030370525.1|SLEB	trv|NP_001163754.3|DMEL
OG0000572	LOC115621322|XP_030370800.1|SLEB	CG10126|NP_788664.2|DMEL
OG0000572	LOC115620609|XP_030369783.1|SLEB	CG31345|NP_731744.1|DMEL
OG0000573	LOC115632462|XP_030385479.1|SLEB	CG16758|NP_001261330.1|DMEL
OG0000573	LOC115625591|XP_030376570.1|SLEB	CG18128|NP_611822.1|DMEL
OG0000574	LOC115632504|XP_030385552.1|SLEB	Rh3|NP_524411.1|DMEL
OG0000575	LOC115624630|XP_030375246.1|SLEB	caup|NP_524046.2|DMEL
OG0000575	LOC115624639|XP_030375267.1|SLEB	ara|NP_524045.2|DMEL
OG0000576	LOC115623717|XP_030374058.1|SLEB, LOC115623855|XP_030374259.1|SLEB	CG14605|NP_731145.1|DMEL, CG14606|NP_001334690.1|DMEL
OG0000577	LOC115631048|XP_030383541.1|SLEB	CG17597|NP_609912.1|DMEL
OG0000577	LOC115630934|XP_030383361.1|SLEB	ScpX|NP_524715.2|DMEL
OG0000578	LOC115630624|XP_030383119.1|SLEB	Fatp1|NP_001162940.3|DMEL
OG0000578	LOC115624580|XP_030375178.1|SLEB	Fatp2|NP_995925.2|DMEL
OG0000579	LOC115621378|XP_030370867.1|SLEB	CG9920|NP_650333.1|DMEL
OG0000579	LOC115622675|XP_030372549.1|SLEB	CG11267|NP_648622.1|DMEL
OG0000580	LOC115624313|XP_030374798.1|SLEB	CG14694|NP_650028.1|DMEL
OG0000580	LOC115623669|XP_030373995.1|SLEB	CG6574|NP_650029.1|DMEL
OG0000581	LOC115624401|XP_030374991.1|SLEB	AnxB9|NP_476603.1|DMEL
OG0000581	LOC115627719|XP_030379324.1|SLEB	AnxB11|NP_727978.1|DMEL
OG0000582	LOC115623225|XP_030373327.1|SLEB	SdhAL|NP_648523.1|DMEL
OG0000582	LOC115629425|XP_030381740.1|SLEB	SdhA|NP_477210.1|DMEL
OG0000583	LOC115634436|XP_030388003.1|SLEB	CG13551|NP_652302.1|DMEL
OG0000584	LOC115626476|XP_030377720.1|SLEB	CG13102|NP_609268.2|DMEL
OG0000584	LOC115626504|XP_030377749.1|SLEB, LOC115631930|XP_030384641.1|SLEB	CG9568|NP_609267.1|DMEL
OG0000585	LOC115622461|XP_030372266.1|SLEB	CG13679|NP_729345.1|DMEL, CG13674|NP_648192.1|DMEL
OG0000585	LOC115623138|XP_030373207.1|SLEB	CG13678|NP_648193.1|DMEL
OG0000586	LOC115624710|XP_030375394.1|SLEB	CG30285|NP_726103.1|DMEL, CG13749|NP_610428.2|DMEL, CG33470|NP_995829.2|DMEL, IMPPP|NP_725288.1|DMEL
OG0000590	LOC115621604|XP_030371157.1|SLEB	VhaAC39-2|NP_651128.1|DMEL
OG0000590	LOC115628967|XP_030381105.1|SLEB	VhaAC39-1|NP_570080.1|DMEL
OG0000592	LOC115620051|XP_030369040.1|SLEB	cathD|NP_001334713.1|DMEL
OG0000592	LOC115634746|XP_030388498.1|SLEB	CG10104|NP_610961.1|DMEL
OG0000593	LOC115631798|XP_030384496.1|SLEB, LOC115629128|XP_030381328.1|SLEB	ND-20|NP_573097.1|DMEL
OG0000594	LOC115620678|XP_030369902.1|SLEB	Pglym78|NP_524546.2|DMEL
OG0000594	LOC115623706|XP_030374044.1|SLEB	Pglym87|NP_652041.2|DMEL
OG0000595	LOC115625556|XP_030376508.1|SLEB	Hrb87F|NP_476807.1|DMEL
OG0000595	LOC115620820|XP_030370108.1|SLEB	Hrb98DE|NP_524543.1|DMEL
OG0000596	LOC115626832|XP_030378173.1|SLEB	CG3690|NP_569876.3|DMEL
OG0000596	LOC115625220|XP_030376063.1|SLEB	CG31272|NP_650013.3|DMEL
OG0000597	LOC115621662|XP_030371229.1|SLEB	ppk22|NP_733051.2|DMEL
OG0000597	LOC115621009|XP_030370388.1|SLEB	ppk24|NP_651860.2|DMEL
OG0000598	LOC115621982|XP_030371694.1|SLEB	Cyp304a1|NP_731751.1|DMEL
OG0000599	LOC115622412|XP_030372206.1|SLEB	Gr61a|NP_523877.1|DMEL
OG0000600	LOC115632442|XP_030385460.1|SLEB	CG13321|NP_610831.1|DMEL
OG0000600	LOC115633704|XP_030387024.1|SLEB	CG44250|NP_001163133.1|DMEL
OG0000601	LOC115633839|XP_030387190.1|SLEB	MME1|NP_609093.1|DMEL
OG0000601	LOC115626624|XP_030377888.1|SLEB	colt|NP_477221.1|DMEL
OG0000602	LOC115626085|XP_030377198.1|SLEB	CG5867|NP_609625.2|DMEL
OG0000603	LOC115628477|XP_030380458.1|SLEB	CG31262|NP_732222.2|DMEL, CG33124|NP_001097056.3|DMEL, CG31668|NP_001097055.2|DMEL, SLC5A11|NP_609192.1|DMEL
OG0000604	LOC115630657|XP_030383158.1|SLEB	Taf10|NP_477463.1|DMEL
OG0000604	LOC115630582|XP_030383060.1|SLEB, LOC115630688|XP_030383198.1|SLEB	Taf10b|NP_477418.1|DMEL
OG0000605	LOC115630512|XP_030382973.1|SLEB	CG9259|NP_610084.1|DMEL
OG0000606	LOC115620195|XP_030369188.1|SLEB	CG6660|NP_651104.1|DMEL
OG0000607	LOC115620885|XP_030370225.1|SLEB	CG5220|NP_650590.1|DMEL
OG0000607	LOC115624393|XP_030374965.1|SLEB	CG7009|NP_650947.1|DMEL
OG0000608	LOC115625074|XP_030375822.1|SLEB	Ald2|NP_651476.1|DMEL
OG0000608	LOC115625574|XP_030376535.1|SLEB	Ald1|NP_733140.2|DMEL
OG0000609	LOC115627917|XP_030379671.1|SLEB	Cdlc2|NP_477408.1|DMEL
OG0000610	LOC115623312|XP_030373437.1|SLEB	Grx1|NP_649065.1|DMEL, Grx1t|NP_611609.1|DMEL
OG0000611	LOC115629627|XP_030381991.1|SLEB	Treh|NP_726025.1|DMEL
OG0000611	LOC115626533|XP_030377776.1|SLEB	CG6262|NP_611123.2|DMEL
OG0000612	LOC115623041|XP_030373078.1|SLEB, LOC115622314|XP_030372080.1|SLEB	CG32201|NP_730346.2|DMEL, CG18231|NP_649045.2|DMEL, CG18233|NP_649044.3|DMEL
OG0000614	LOC115626391|XP_030377611.1|SLEB	alpha-Man-Ic|NP_733331.1|DMEL
OG0000614	LOC115629316|XP_030381621.1|SLEB	alpha-Man-Ia|NP_727408.2|DMEL
OG0000615	LOC115627692|XP_030379295.1|SLEB	CG6470|NP_573304.1|DMEL
OG0000615	LOC115620406|XP_030369485.1|SLEB	CG8478|NP_001163576.1|DMEL
OG0000616	LOC115627474|XP_030379011.1|SLEB	Hayan|NP_001097020.1|DMEL, psh|NP_573297.1|DMEL
OG0000617	LOC115621815|XP_030371461.1|SLEB	CG5611|NP_651574.1|DMEL
OG0000617	LOC115620342|XP_030369403.1|SLEB	Srlp|NP_650199.1|DMEL
OG0000618	LOC115622043|XP_030371775.1|SLEB	P5CDh2|NP_788705.1|DMEL
OG0000618	LOC115621508|XP_030371040.1|SLEB	P5CDh1|NP_730695.1|DMEL
OG0000619	LOC115634836|XP_030388617.1|SLEB	CG33998|NP_001033959.1|DMEL
OG0000620	LOC115627320|XP_030378822.1|SLEB	CG17003|NP_608365.1|DMEL
OG0000620	LOC115633030|XP_030386227.1|SLEB	Tat|NP_648310.1|DMEL
OG0000621	LOC115620478|XP_030369572.1|SLEB	eIF3g2|NP_650887.1|DMEL
OG0000621	LOC115627100|XP_030378516.1|SLEB	eIF3g1|NP_570011.1|DMEL
OG0000622	LOC115622549|XP_030372376.1|SLEB	GluRIA|NP_476855.1|DMEL
OG0000622	LOC115632202|XP_030385111.1|SLEB	GluRIB|NP_001261621.2|DMEL
OG0000623	LOC115624552|XP_030375137.1|SLEB	Rac1|NP_476950.1|DMEL
OG0000623	LOC115628260|XP_030380139.1|SLEB	Rac2|NP_648121.1|DMEL
OG0000624	LOC115633640|XP_030386940.1|SLEB	CG5327|NP_725807.1|DMEL
OG0000625	LOC115622157|XP_030371885.1|SLEB	CG33523|NP_001261457.1|DMEL
OG0000625	LOC115622847|XP_030372788.1|SLEB	CG32407|NP_729113.1|DMEL
OG0000626	LOC115634382|XP_030387926.1|SLEB	CG10459|NP_610513.2|DMEL
OG0000626	LOC115634725|XP_030388467.1|SLEB	wmd|NP_001097436.1|DMEL
OG0000627	LOC115633005|XP_030386190.1|SLEB	SecCl|NP_001261986.1|DMEL
OG0000627	LOC115628860|XP_030380971.1|SLEB	CG6927|NP_572194.1|DMEL
OG0000628	LOC115630700|XP_030383212.1|SLEB	Prosalpha6T|NP_609623.1|DMEL
OG0000628	LOC115626527|XP_030377769.1|SLEB, LOC115630539|XP_030383004.1|SLEB	Prosalpha6|NP_523532.1|DMEL
OG0000629	LOC115628582|XP_030380626.1|SLEB	mAcon2|NP_650042.2|DMEL, mAcon1|NP_524708.1|DMEL
OG0000630	LOC115626220|XP_030377378.1|SLEB	dnt|NP_477341.2|DMEL
OG0000630	LOC115625733|XP_030376744.1|SLEB	drl|NP_001260566.1|DMEL
OG0000631	LOC115631173|XP_030383722.1|SLEB	ZnT33D|NP_723732.2|DMEL
OG0000631	LOC115626352|XP_030377562.1|SLEB	ZnT35C|NP_609741.3|DMEL
OG0000632	LOC115630690|XP_030383200.1|SLEB	CG34351|NP_001260044.1|DMEL
OG0000632	LOC115630409|XP_030382802.1|SLEB	CG14340|NP_608567.2|DMEL
OG0000633	LOC115623010|XP_030373041.1|SLEB	CG42397|NP_001163428.1|DMEL
OG0000633	LOC115623003|XP_030373028.1|SLEB	Muc68E|NP_996064.1|DMEL
OG0000634	LOC115624560|XP_030375149.1|SLEB	Snp|NP_611632.3|DMEL
OG0000635	LOC115620742|XP_030369999.1|SLEB	Efhc1.2|NP_611459.1|DMEL
OG0000635	LOC115629274|XP_030381560.1|SLEB	Efhc1.1|NP_573075.1|DMEL
OG0000636	LOC115626223|XP_030377382.1|SLEB	CG17564|NP_609954.1|DMEL
OG0000636	LOC115626226|XP_030377385.1|SLEB, LOC115626225|XP_030377383.1|SLEB, LOC115626227|XP_030377387.1|SLEB	CG10750|NP_001286084.1|DMEL
OG0000637	LOC115627962|XP_030379716.1|SLEB	Vsx2|NP_001284897.1|DMEL
OG0000637	LOC115627960|XP_030379713.1|SLEB	Vsx1|NP_572232.2|DMEL
OG0000638	LOC115627144|XP_030378581.1|SLEB	RpS19a|NP_523376.1|DMEL
OG0000639	LOC115633115|XP_030386361.1|SLEB	siz|NP_730594.1|DMEL
OG0000641	LOC115623783|XP_030374184.1|SLEB, LOC115623786|XP_030374188.1|SLEB	Toll-4|NP_523519.2|DMEL, MstProx|NP_649719.2|DMEL
OG0000642	LOC115626067|XP_030377180.1|SLEB	CG30048|NP_001014521.2|DMEL
OG0000642	LOC115626065|XP_030377178.1|SLEB, LOC115626066|XP_030377179.1|SLEB, LOC115625957|XP_030377055.1|SLEB, LOC115625960|XP_030377061.1|SLEB	CG42685|NP_609717.5|DMEL
OG0000643	LOC115620332|XP_030369388.1|SLEB, LOC115620334|XP_030369391.1|SLEB	Gr98c|NP_524531.2|DMEL, Gr98d|NP_733214.1|DMEL, Gr98b|NP_733213.1|DMEL
OG0000644	LOC115631644|XP_030384315.1|SLEB	CG32086|NP_729720.1|DMEL, CG33489|NP_001261715.1|DMEL, CG33490|NP_996047.1|DMEL
OG0000645	LOC115630472|XP_030382903.1|SLEB	CG34177|NP_001097081.1|DMEL
OG0000645	LOC115630471|XP_030382902.1|SLEB	CG34215|NP_001097204.1|DMEL
OG0000646	LOC115620235|XP_030369240.1|SLEB	Apc2|NP_001334699.1|DMEL
OG0000646	LOC115621842|XP_030371513.1|SLEB	Apc|NP_477152.1|DMEL
OG0000647	LOC115621967|XP_030371674.1|SLEB	CG31559|NP_731045.1|DMEL
OG0000647	LOC115629630|XP_030381990.1|SLEB	CG12206|NP_570060.1|DMEL
OG0000648	LOC115627944|XP_030379697.1|SLEB	B-H2|NP_523386.1|DMEL
OG0000648	LOC115627942|XP_030379695.1|SLEB	B-H1|NP_523387.1|DMEL
OG0000649	LOC115627568|XP_030379152.1|SLEB	Frq1|NP_573271.1|DMEL
OG0000649	LOC115627550|XP_030379125.1|SLEB	Frq2|NP_525093.1|DMEL
OG0000650	LOC115620503|XP_030369617.1|SLEB	CG10694|NP_651212.1|DMEL
OG0000650	LOC115627753|XP_030379398.1|SLEB	Rad23|NP_651918.2|DMEL
OG0000651	LOC115632259|XP_030385191.1|SLEB	Fit2|NP_648947.1|DMEL
OG0000651	LOC115622859|XP_030372803.1|SLEB	Fit1|NP_728936.1|DMEL
OG0000652	LOC115628872|XP_030380991.1|SLEB	CanB2|NP_524874.2|DMEL
OG0000652	LOC115629665|XP_030382040.1|SLEB	CanB|NP_524741.1|DMEL
OG0000653	LOC115620491|XP_030369592.1|SLEB	Sccpdh2|NP_650190.1|DMEL, Sccpdh1|NP_649517.1|DMEL
OG0000654	LOC115628368|XP_030380304.1|SLEB	CG33791|NP_001027100.1|DMEL
OG0000654	LOC115632989|XP_030386166.1|SLEB	Nc73EF|NP_001097629.1|DMEL
OG0000655	LOC115621850|XP_030371563.1|SLEB	Nacalpha|NP_477216.1|DMEL
OG0000655	LOC115630722|XP_030383235.1|SLEB	CG4415|NP_608561.2|DMEL
OG0000656	LOC115623639|XP_030373943.1|SLEB	GC1|NP_650134.1|DMEL
OG0000656	LOC115627596|XP_030379180.1|SLEB	GC2|NP_731657.2|DMEL
OG0000657	LOC115624836|XP_030375543.1|SLEB	CG13405|NP_611999.1|DMEL
OG0000657	LOC115631152|XP_030383683.1|SLEB	CG3213|NP_608787.1|DMEL
OG0000658	LOC115627088|XP_030378498.1|SLEB	RpS5a|NP_523382.1|DMEL
OG0000658	LOC115626258|XP_030377426.1|SLEB	RpS5b|NP_650407.1|DMEL
OG0000659	LOC115625878|XP_030376954.1|SLEB	gammaTub23C|NP_476804.1|DMEL
OG0000659	LOC115626361|XP_030377571.1|SLEB	gammaTub37C|NP_476922.1|DMEL
OG0000660	LOC115631511|XP_030384136.1|SLEB	alpha4GT1|NP_608737.1|DMEL
OG0000661	LOC115622386|XP_030372170.1|SLEB	mrva|NP_648103.1|DMEL
