Orthogroup	SLEB.longest_only	DNOV.longest_only
OG0000685	LOC115629499|XP_030381839.1|SLEB	LOC115767313|XP_030567413.1|DNOV
OG0000685	LOC115623675|XP_030374005.1|SLEB	LOC115764142|XP_030562875.1|DNOV
OG0000686	LOC115625171|XP_030375975.1|SLEB	LOC115760216|XP_030557331.1|DNOV
OG0000686	LOC115633274|XP_030386545.1|SLEB	LOC115768061|XP_030568363.1|DNOV
OG0000687	LOC115630042|XP_030382535.1|SLEB, LOC115630047|XP_030382538.1|SLEB, LOC115630043|XP_030382536.1|SLEB, LOC115630049|XP_030382540.1|SLEB, LOC115630046|XP_030382537.1|SLEB	LOC115766596|XP_030566443.1|DNOV
OG0000687	LOC115633169|XP_030386442.1|SLEB	LOC115769955|XP_030570860.1|DNOV
OG0000688	LOC115634831|XP_030388608.1|SLEB	LOC115761097|XP_030558580.1|DNOV
OG0000689	LOC115628671|XP_030380705.1|SLEB	LOC115760819|XP_030558197.1|DNOV
OG0000689	LOC115628661|XP_030380693.1|SLEB	LOC115760818|XP_030558195.1|DNOV
OG0000690	LOC115629307|XP_030381612.1|SLEB	LOC115768204|XP_030568576.1|DNOV
OG0000691	LOC115626605|XP_030377857.1|SLEB	LOC115763300|XP_030561651.1|DNOV
OG0000691	LOC115634680|XP_030388399.1|SLEB	LOC115770032|XP_030570954.1|DNOV
OG0000692	LOC115632633|XP_030385722.1|SLEB	LOC115762628|XP_030560790.1|DNOV
OG0000693	LOC115627792|XP_030379472.1|SLEB	LOC115767186|XP_030567237.1|DNOV
OG0000693	LOC115623630|XP_030373932.1|SLEB	LOC115763814|XP_030562426.1|DNOV
OG0000694	LOC115622249|XP_030372007.1|SLEB	LOC115766656|XP_030566480.1|DNOV
OG0000695	LOC115626345|XP_030377554.1|SLEB	LOC115759106|XP_030555805.1|DNOV
OG0000695	LOC115626555|XP_030377793.1|SLEB	LOC115759338|XP_030556117.1|DNOV
OG0000696	LOC115631207|XP_030383771.1|SLEB	LOC115760003|XP_030557021.1|DNOV
OG0000697	LOC115626630|XP_030377894.1|SLEB	LOC115764346|XP_030563164.1|DNOV, LOC115758904|XP_030555561.1|DNOV
OG0000698	LOC115631784|XP_030384478.1|SLEB	LOC115768551|XP_030569021.1|DNOV
OG0000698	LOC115631797|XP_030384494.1|SLEB	LOC115768548|XP_030569018.1|DNOV
OG0000699	LOC115631361|XP_030383939.1|SLEB	LOC115760027|XP_030557049.1|DNOV
OG0000699	LOC115621427|XP_030370939.1|SLEB	LOC115768643|XP_030569175.1|DNOV
OG0000700	LOC115630522|XP_030382986.1|SLEB	LOC115765977|XP_030565595.1|DNOV, LOC115759040|XP_030555722.1|DNOV
OG0000701	LOC115633828|XP_030387176.1|SLEB	LOC115760727|XP_030558061.1|DNOV
OG0000701	LOC115627353|XP_030378861.1|SLEB	LOC115766304|XP_030566041.1|DNOV
OG0000702	LOC115623432|XP_030373638.1|SLEB	LOC115763795|XP_030562386.1|DNOV
OG0000702	LOC115623431|XP_030373622.1|SLEB	LOC115763797|XP_030562393.1|DNOV
OG0000703	LOC115626522|XP_030377762.1|SLEB	LOC115763301|XP_030561652.1|DNOV
OG0000703	LOC115632207|XP_030385123.1|SLEB	LOC115760513|XP_030557734.1|DNOV
OG0000704	LOC115629751|XP_030382150.1|SLEB	LOC115765441|XP_030564867.1|DNOV
OG0000704	LOC115620514|XP_030369639.1|SLEB	LOC115772027|XP_030573817.1|DNOV
OG0000705	LOC115632166|XP_030385053.1|SLEB	LOC115769975|XP_030570893.1|DNOV
OG0000706	LOC115631541|XP_030384176.1|SLEB	LOC115767718|XP_030567883.1|DNOV
OG0000706	LOC115633220|XP_030386469.1|SLEB	LOC115767989|XP_030568250.1|DNOV
OG0000707	LOC115634062|XP_030387466.1|SLEB	LOC115766613|XP_030566464.1|DNOV
OG0000707	LOC115628046|XP_030379850.1|SLEB	LOC115765239|XP_030564556.1|DNOV
OG0000708	LOC115627708|XP_030379316.1|SLEB	LOC115768226|XP_030568613.1|DNOV
OG0000708	LOC115627653|XP_030379253.1|SLEB	LOC115768754|XP_030569301.1|DNOV
OG0000709	LOC115621323|XP_030370803.1|SLEB	LOC115772080|XP_030573893.1|DNOV
OG0000709	LOC115626872|XP_030378240.1|SLEB	LOC115765127|XP_030564382.1|DNOV
OG0000710	LOC115623330|XP_030373453.1|SLEB	LOC115761269|XP_030558842.1|DNOV
OG0000710	LOC115634159|XP_030387599.1|SLEB	LOC115760563|XP_030557829.1|DNOV
OG0000711	LOC115622779|XP_030372697.1|SLEB	LOC115770356|XP_030571454.1|DNOV
OG0000711	LOC115629865|XP_030382313.1|SLEB	LOC115766879|XP_030566804.1|DNOV
OG0000712	LOC115623932|XP_030374352.1|SLEB	LOC115763821|XP_030562431.1|DNOV
OG0000712	LOC115623732|XP_030374102.1|SLEB	LOC115763808|XP_030562412.1|DNOV
OG0000713	LOC115621208|XP_030370649.1|SLEB	LOC115764013|XP_030562700.1|DNOV
OG0000713	LOC115628094|XP_030379931.1|SLEB	LOC115760403|XP_030557562.1|DNOV, LOC115761341|XP_030558940.1|DNOV
OG0000714	LOC115633315|XP_030386605.1|SLEB	LOC115767258|XP_030567334.1|DNOV
OG0000714	LOC115623265|XP_030373395.1|SLEB	LOC115766920|XP_030566864.1|DNOV
OG0000715	LOC115623127|XP_030373195.1|SLEB	LOC115768376|XP_030568811.1|DNOV
OG0000715	LOC115623055|XP_030373093.1|SLEB	LOC115767911|XP_030568145.1|DNOV
OG0000716	LOC115633996|XP_030387379.1|SLEB	LOC115766904|XP_030566842.1|DNOV
OG0000716	LOC115624701|XP_030375377.1|SLEB	LOC115770095|XP_030571064.1|DNOV
OG0000717	LOC115632838|XP_030385954.1|SLEB	LOC115770325|XP_030571422.1|DNOV
OG0000718	LOC115627733|XP_030379356.1|SLEB	LOC115767954|XP_030568199.1|DNOV
OG0000718	LOC115627755|XP_030379400.1|SLEB	LOC115759744|XP_030556642.1|DNOV
OG0000719	LOC115622473|XP_030372276.1|SLEB	LOC115769501|XP_030570181.1|DNOV
OG0000719	LOC115622387|XP_030372171.1|SLEB	LOC115770340|XP_030571437.1|DNOV
OG0000720	LOC115620246|XP_030369255.1|SLEB, LOC115621204|XP_030370645.1|SLEB, LOC115621379|XP_030370868.1|SLEB	LOC115761607|XP_030559269.1|DNOV
OG0000721	LOC115633272|XP_030386540.1|SLEB	LOC115767978|XP_030568237.1|DNOV
OG0000721	LOC115626288|XP_030377472.1|SLEB	LOC115758993|XP_030555655.1|DNOV, LOC115759022|XP_030555694.1|DNOV
OG0000722	LOC115629852|XP_030382337.1|SLEB	LOC115758058|XP_030554432.1|DNOV
OG0000723	LOC115631410|XP_030383997.1|SLEB	LOC115759857|XP_030556861.1|DNOV
OG0000723	LOC115634058|XP_030387461.1|SLEB	LOC115760820|XP_030558199.1|DNOV
OG0000724	LOC115633429|XP_030386749.1|SLEB	LOC115765413|XP_030564817.1|DNOV
OG0000724	LOC115626300|XP_030377488.1|SLEB	LOC115757761|XP_030554032.1|DNOV
OG0000726	LOC115624214|XP_030374686.1|SLEB	LOC115761420|XP_030559040.1|DNOV, LOC115761562|XP_030559207.1|DNOV
OG0000727	LOC115624337|XP_030374846.1|SLEB	LOC115759495|XP_030556294.1|DNOV
OG0000727	LOC115624335|XP_030374844.1|SLEB	LOC115759528|XP_030556337.1|DNOV
OG0000728	LOC115630207|XP_030382636.1|SLEB	LOC115764296|XP_030563089.1|DNOV
OG0000728	LOC115625568|XP_030376522.1|SLEB	LOC115761866|XP_030559724.1|DNOV
OG0000729	LOC115620938|XP_030370310.1|SLEB	LOC115761639|XP_030559332.1|DNOV
OG0000729	LOC115620939|XP_030370311.1|SLEB	LOC115761640|XP_030559334.1|DNOV
OG0000730	LOC115632855|XP_030385975.1|SLEB	LOC115769489|XP_030570171.1|DNOV, LOC115759999|XP_030557016.1|DNOV
OG0000731	LOC115622743|XP_030372650.1|SLEB	LOC115766954|XP_030566901.1|DNOV
OG0000731	LOC115633836|XP_030387186.1|SLEB	LOC115760800|XP_030558156.1|DNOV
OG0000732	LOC115632506|XP_030385555.1|SLEB	LOC115771111|XP_030572531.1|DNOV
OG0000732	LOC115632505|XP_030385554.1|SLEB	LOC115771170|XP_030572613.1|DNOV
OG0000733	LOC115621490|XP_030371018.1|SLEB	LOC115764230|XP_030563007.1|DNOV
OG0000733	LOC115622518|XP_030372333.1|SLEB	LOC115769923|XP_030570808.1|DNOV
OG0000734	LOC115622143|XP_030371864.1|SLEB	LOC115770494|XP_030571643.1|DNOV
OG0000735	LOC115627337|XP_030378842.1|SLEB	LOC115768279|XP_030568676.1|DNOV
OG0000735	LOC115633563|XP_030386879.1|SLEB, LOC115625763|XP_030376785.1|SLEB	LOC115763462|XP_030561898.1|DNOV
OG0000736	LOC115630795|XP_030383313.1|SLEB	LOC115759738|XP_030556630.1|DNOV
OG0000736	LOC115630588|XP_030383066.1|SLEB	LOC115760034|XP_030557061.1|DNOV
OG0000737	LOC115628220|XP_030380078.1|SLEB	LOC115761593|XP_030559253.1|DNOV
OG0000738	LOC115630461|XP_030382886.1|SLEB	LOC115758638|XP_030555234.1|DNOV
OG0000738	LOC115626486|XP_030377730.1|SLEB	LOC115763430|XP_030561851.1|DNOV
OG0000739	LOC115623627|XP_030373927.1|SLEB	LOC115764718|XP_030563777.1|DNOV
OG0000740	LOC115628455|XP_030380428.1|SLEB	LOC115766145|XP_030565840.1|DNOV
OG0000741	LOC115628044|XP_030379847.1|SLEB	LOC115765269|XP_030564618.1|DNOV
OG0000742	LOC115627583|XP_030379167.1|SLEB	LOC115764314|XP_030563112.1|DNOV
OG0000742	LOC115627481|XP_030379020.1|SLEB	LOC115764380|XP_030563201.1|DNOV
OG0000743	LOC115633054|XP_030386259.1|SLEB	LOC115769862|XP_030570720.1|DNOV
OG0000743	LOC115634620|XP_030388329.1|SLEB	LOC115766565|XP_030566405.1|DNOV
OG0000744	LOC115629175|XP_030381413.1|SLEB	LOC115758878|XP_030555536.1|DNOV, LOC115765428|XP_030564837.1|DNOV, LOC115772042|XP_030573842.1|DNOV
OG0000745	LOC115634146|XP_030387579.1|SLEB, LOC115627071|XP_030378479.1|SLEB	LOC115762188|XP_030560171.1|DNOV
OG0000746	LOC115620015|XP_030368977.1|SLEB	LOC115759535|XP_030556350.1|DNOV
OG0000747	LOC115632487|XP_030385525.1|SLEB	LOC115771562|XP_030573172.1|DNOV
OG0000747	LOC115632957|XP_030386116.1|SLEB	LOC115771507|XP_030573096.1|DNOV
OG0000748	LOC115630703|XP_030383216.1|SLEB	LOC115759171|XP_030555903.1|DNOV
OG0000748	LOC115626976|XP_030378352.1|SLEB	LOC115768456|XP_030568879.1|DNOV
OG0000750	LOC115625460|XP_030376367.1|SLEB, LOC115625461|XP_030376368.1|SLEB	LOC115760681|XP_030558007.1|DNOV, LOC115761941|XP_030559835.1|DNOV
OG0000751	LOC115633185|XP_030386445.1|SLEB, LOC115630937|XP_030383368.1|SLEB	LOC115762100|XP_030560061.1|DNOV, LOC115762098|XP_030560058.1|DNOV, LOC115762099|XP_030560060.1|DNOV
OG0000752	LOC115624068|XP_030374514.1|SLEB	LOC115765619|XP_030565129.1|DNOV
OG0000753	LOC115621110|XP_030370512.1|SLEB	LOC115771734|XP_030573420.1|DNOV
OG0000754	LOC115627163|XP_030378607.1|SLEB	LOC115767236|XP_030567297.1|DNOV
OG0000754	LOC115627856|XP_030379577.1|SLEB	LOC115768063|XP_030568366.1|DNOV
OG0000755	LOC115620993|XP_030370373.1|SLEB	LOC115761466|XP_030559092.1|DNOV
OG0000755	LOC115620992|XP_030370371.1|SLEB	LOC115761465|XP_030559091.1|DNOV
OG0000757	LOC115630488|XP_030382932.1|SLEB	LOC115760002|XP_030557020.1|DNOV
OG0000757	LOC115628322|XP_030380237.1|SLEB	LOC115766959|XP_030566907.1|DNOV
OG0000758	LOC115624504|XP_030375069.1|SLEB	LOC115762699|XP_030560883.1|DNOV, LOC115762607|XP_030560763.1|DNOV
OG0000759	LOC115632664|XP_030385757.1|SLEB	LOC115769665|XP_030570438.1|DNOV
OG0000759	LOC115632137|XP_030385012.1|SLEB	LOC115769803|XP_030570631.1|DNOV
OG0000760	LOC115634764|XP_030388519.1|SLEB	LOC115764035|XP_030562748.1|DNOV
OG0000761	LOC115631320|XP_030383897.1|SLEB	LOC115763290|XP_030561638.1|DNOV
OG0000761	LOC115632011|XP_030384801.1|SLEB	LOC115763289|XP_030561634.1|DNOV
OG0000762	LOC115625652|XP_030376640.1|SLEB	LOC115758576|XP_030555153.1|DNOV
OG0000762	LOC115631875|XP_030384584.1|SLEB	LOC115758625|XP_030555219.1|DNOV
OG0000763	LOC115630747|XP_030383261.1|SLEB	LOC115758418|XP_030554926.1|DNOV
OG0000763	LOC115630695|XP_030383207.1|SLEB	LOC115758420|XP_030554929.1|DNOV
OG0000764	LOC115633306|XP_030386585.1|SLEB	LOC115766828|XP_030566724.1|DNOV
OG0000765	LOC115628365|XP_030380302.1|SLEB	LOC115765810|XP_030565392.1|DNOV
OG0000765	LOC115627771|XP_030379429.1|SLEB	LOC115764248|XP_030563026.1|DNOV
OG0000766	LOC115629736|XP_030382131.1|SLEB	LOC115765161|XP_030564431.1|DNOV
OG0000767	LOC115625324|XP_030376207.1|SLEB	LOC115759491|XP_030556289.1|DNOV
OG0000767	LOC115628797|XP_030380869.1|SLEB	LOC115771502|XP_030573088.1|DNOV
OG0000768	LOC115629400|XP_030381717.1|SLEB	LOC115770428|XP_030571556.1|DNOV
OG0000769	LOC115627782|XP_030379452.1|SLEB	LOC115761515|XP_030559144.1|DNOV, LOC115765262|XP_030564601.1|DNOV
OG0000770	LOC115628059|XP_030379884.1|SLEB	LOC115760772|XP_030558120.1|DNOV
OG0000771	LOC115632497|XP_030385534.1|SLEB	LOC115767118|XP_030567133.1|DNOV
OG0000772	LOC115634665|XP_030388384.1|SLEB	LOC115760514|XP_030557737.1|DNOV, LOC115770784|XP_030572064.1|DNOV
OG0000774	LOC115634000|XP_030387384.1|SLEB	LOC115760712|XP_030558043.1|DNOV
OG0000775	LOC115624948|XP_030375659.1|SLEB	LOC115758196|XP_030554600.1|DNOV
OG0000775	LOC115634170|XP_030387613.1|SLEB	LOC115765055|XP_030564300.1|DNOV
OG0000778	LOC115620701|XP_030369933.1|SLEB, LOC115628096|XP_030379935.1|SLEB	LOC115761486|XP_030559113.1|DNOV, LOC115760371|XP_030557524.1|DNOV
OG0000779	LOC115626746|XP_030378057.1|SLEB	LOC115765327|XP_030564688.1|DNOV
OG0000780	LOC115623469|XP_030373696.1|SLEB	LOC115761471|XP_030559101.1|DNOV
OG0000781	LOC115626655|XP_030377922.1|SLEB	LOC115768601|XP_030569112.1|DNOV
OG0000781	LOC115632546|XP_030385621.1|SLEB	LOC115770411|XP_030571532.1|DNOV
OG0000782	LOC115623231|XP_030373340.1|SLEB	LOC115770378|XP_030571487.1|DNOV
OG0000782	LOC115629137|XP_030381342.1|SLEB	LOC115768800|XP_030569356.1|DNOV
OG0000783	LOC115620854|XP_030370158.1|SLEB	LOC115757668|XP_030553846.1|DNOV
OG0000783	LOC115633212|XP_030386459.1|SLEB	LOC115768769|XP_030569319.1|DNOV
OG0000784	LOC115632956|XP_030386115.1|SLEB	LOC115771010|XP_030572376.1|DNOV
OG0000784	LOC115628703|XP_030380744.1|SLEB	LOC115767011|XP_030566993.1|DNOV
OG0000785	LOC115621118|XP_030370522.1|SLEB	LOC115764812|XP_030563918.1|DNOV
OG0000786	LOC115626176|XP_030377311.1|SLEB	LOC115769035|XP_030569602.1|DNOV
OG0000786	LOC115620536|XP_030369671.1|SLEB	LOC115761690|XP_030559416.1|DNOV
OG0000787	LOC115632438|XP_030385442.1|SLEB	LOC115769980|XP_030570901.1|DNOV
OG0000788	LOC115631634|XP_030384303.1|SLEB, LOC115628252|XP_030380128.1|SLEB	LOC115771250|XP_030572710.1|DNOV
OG0000789	LOC115629061|XP_030381237.1|SLEB	LOC115759306|XP_030556071.1|DNOV
OG0000789	LOC115629060|XP_030381236.1|SLEB	LOC115759311|XP_030556081.1|DNOV
OG0000791	LOC115621525|XP_030371051.1|SLEB	LOC115764900|XP_030564051.1|DNOV
OG0000792	LOC115631780|XP_030384474.1|SLEB	LOC115758943|XP_030555602.1|DNOV
OG0000793	LOC115623565|XP_030373822.1|SLEB	LOC115763802|XP_030562406.1|DNOV, LOC115763806|XP_030562409.1|DNOV, LOC115763805|XP_030562408.1|DNOV
OG0000794	LOC115629864|XP_030382312.1|SLEB	LOC115768823|XP_030569380.1|DNOV
OG0000795	LOC115625331|XP_030376215.1|SLEB	LOC115767914|XP_030568144.1|DNOV
OG0000796	LOC115620420|XP_030369504.1|SLEB	LOC115759457|XP_030556249.1|DNOV
OG0000796	LOC115626807|XP_030378137.1|SLEB	LOC115768315|XP_030568724.1|DNOV
OG0000797	LOC115623362|XP_030373508.1|SLEB	LOC115761700|XP_030559433.1|DNOV
OG0000798	LOC115626864|XP_030378234.1|SLEB, LOC115628315|XP_030380233.1|SLEB	LOC115764575|XP_030563573.1|DNOV
OG0000799	LOC115629792|XP_030382211.1|SLEB	LOC115766475|XP_030566280.1|DNOV
OG0000800	LOC115624783|XP_030375474.1|SLEB	LOC115769587|XP_030570323.1|DNOV, LOC115769807|XP_030570635.1|DNOV, LOC115769806|XP_030570634.1|DNOV
OG0000801	LOC115626800|XP_030378133.1|SLEB	LOC115766537|XP_030566365.1|DNOV
OG0000802	LOC115628822|XP_030380912.1|SLEB	LOC115767572|XP_030567718.1|DNOV
OG0000803	LOC115630694|XP_030383206.1|SLEB	LOC115760118|XP_030557173.1|DNOV
OG0000803	LOC115622649|XP_030372516.1|SLEB	LOC115770208|XP_030571262.1|DNOV
OG0000804	LOC115623042|XP_030373079.1|SLEB, LOC115622933|XP_030372921.1|SLEB	LOC115757940|XP_030554271.1|DNOV, LOC115763734|XP_030562293.1|DNOV, LOC115763730|XP_030562285.1|DNOV
OG0000805	LOC115633782|XP_030387119.1|SLEB, LOC115631591|XP_030384252.1|SLEB	LOC115759042|XP_030555725.1|DNOV
OG0000806	LOC115631223|XP_030383792.1|SLEB	LOC115759138|XP_030555846.1|DNOV
OG0000807	LOC115626077|XP_030377190.1|SLEB	LOC115761917|XP_030559795.1|DNOV
OG0000810	LOC115633165|XP_030386437.1|SLEB	LOC115762104|XP_030560066.1|DNOV
OG0000811	LOC115634013|XP_030387397.1|SLEB	LOC115772069|XP_030573880.1|DNOV
OG0000811	LOC115627523|XP_030379086.1|SLEB	LOC115762513|XP_030560618.1|DNOV
OG0000812	LOC115628035|XP_030379838.1|SLEB	LOC115766315|XP_030566058.1|DNOV
OG0000813	LOC115621588|XP_030371142.1|SLEB	LOC115759557|XP_030556384.1|DNOV
OG0000813	LOC115631533|XP_030384166.1|SLEB	LOC115765946|XP_030565552.1|DNOV
OG0000814	LOC115631370|XP_030383951.1|SLEB	LOC115760150|XP_030557221.1|DNOV
OG0000815	LOC115628494|XP_030380489.1|SLEB	LOC115765914|XP_030565520.1|DNOV
OG0000816	LOC115626829|XP_030378170.1|SLEB	LOC115768189|XP_030568559.1|DNOV
OG0000816	LOC115623329|XP_030373452.1|SLEB	LOC115761327|XP_030558920.1|DNOV
OG0000817	LOC115625273|XP_030376136.1|SLEB	LOC115770564|XP_030571736.1|DNOV, LOC115762540|XP_030560674.1|DNOV
OG0000817	LOC115625540|XP_030376476.1|SLEB	LOC115770567|XP_030571740.1|DNOV
OG0000818	LOC115627273|XP_030378763.1|SLEB	LOC115768231|XP_030568617.1|DNOV
OG0000818	LOC115627208|XP_030378687.1|SLEB	LOC115760223|XP_030557336.1|DNOV
OG0000819	LOC115629908|XP_030382373.1|SLEB	LOC115766883|XP_030566813.1|DNOV
OG0000819	LOC115629909|XP_030382374.1|SLEB	LOC115766885|XP_030566816.1|DNOV
OG0000820	LOC115633748|XP_030387083.1|SLEB	LOC115760401|XP_030557564.1|DNOV
OG0000821	LOC115621003|XP_030370383.1|SLEB	LOC115761388|XP_030559000.1|DNOV
OG0000821	LOC115634734|XP_030388480.1|SLEB	LOC115757990|XP_030554343.1|DNOV
OG0000822	LOC115626101|XP_030377213.1|SLEB	LOC115763575|XP_030562053.1|DNOV
OG0000824	LOC115634217|XP_030387667.1|SLEB	LOC115760842|XP_030558246.1|DNOV
OG0000824	LOC115631358|XP_030383935.1|SLEB, LOC115631355|XP_030383932.1|SLEB	LOC115760176|XP_030557260.1|DNOV
OG0000825	LOC115631892|XP_030384601.1|SLEB	LOC115771178|XP_030572623.1|DNOV
OG0000825	LOC115631910|XP_030384621.1|SLEB	LOC115763109|XP_030561413.1|DNOV
OG0000826	LOC115625100|XP_030376272.1|SLEB	LOC115769894|XP_030570811.1|DNOV
OG0000828	LOC115621661|XP_030371228.1|SLEB	LOC115771967|XP_030573739.1|DNOV
OG0000829	LOC115634081|XP_030387499.1|SLEB	LOC115769821|XP_030570652.1|DNOV
OG0000830	LOC115627051|XP_030378454.1|SLEB	LOC115768221|XP_030568606.1|DNOV
OG0000831	LOC115620550|XP_030369694.1|SLEB	LOC115757845|XP_030554139.1|DNOV
OG0000832	LOC115630056|XP_030382550.1|SLEB	LOC115760755|XP_030558093.1|DNOV
OG0000832	LOC115626117|XP_030377232.1|SLEB	LOC115758705|XP_030555313.1|DNOV
OG0000833	LOC115633915|XP_030387287.1|SLEB	LOC115771385|XP_030572930.1|DNOV
OG0000834	LOC115622025|XP_030371744.1|SLEB	LOC115765002|XP_030564208.1|DNOV, LOC115764991|XP_030564187.1|DNOV
OG0000835	LOC115633164|XP_030386435.1|SLEB	LOC115770265|XP_030571343.1|DNOV
OG0000836	LOC115631033|XP_030383516.1|SLEB	LOC115759923|XP_030556919.1|DNOV
OG0000837	LOC115629286|XP_030381586.1|SLEB	LOC115765308|XP_030564663.1|DNOV
OG0000838	LOC115631443|XP_030384046.1|SLEB	LOC115759831|XP_030556783.1|DNOV
OG0000838	LOC115631811|XP_030384508.1|SLEB	LOC115760019|XP_030557041.1|DNOV
OG0000839	LOC115623518|XP_030373759.1|SLEB	LOC115763825|XP_030562438.1|DNOV
OG0000839	LOC115623788|XP_030374190.1|SLEB	LOC115762547|XP_030560680.1|DNOV, LOC115770700|XP_030571954.1|DNOV
OG0000840	LOC115629508|XP_030381849.1|SLEB	LOC115768402|XP_030568839.1|DNOV
OG0000840	LOC115627464|XP_030378996.1|SLEB	LOC115768813|XP_030569370.1|DNOV
OG0000841	LOC115621899|XP_030371588.1|SLEB	LOC115772088|XP_030573907.1|DNOV
OG0000841	LOC115620566|XP_030369715.1|SLEB	LOC115772107|XP_030573932.1|DNOV
OG0000842	LOC115620792|XP_030370072.1|SLEB	LOC115772086|XP_030573904.1|DNOV
OG0000843	LOC115623677|XP_030374010.1|SLEB	LOC115761035|XP_030558512.1|DNOV
OG0000844	LOC115623803|XP_030374206.1|SLEB	LOC115759435|XP_030556210.1|DNOV
OG0000845	LOC115629856|XP_030382299.1|SLEB	LOC115766887|XP_030566818.1|DNOV
OG0000846	LOC115621852|XP_030371524.1|SLEB	LOC115764958|XP_030564140.1|DNOV
OG0000847	LOC115634639|XP_030388354.1|SLEB, LOC115626111|XP_030377225.1|SLEB	LOC115758681|XP_030555282.1|DNOV, LOC115761151|XP_030558681.1|DNOV
OG0000848	LOC115632007|XP_030384796.1|SLEB	LOC115760134|XP_030557194.1|DNOV
OG0000848	LOC115626119|XP_030377233.1|SLEB	LOC115758866|XP_030555515.1|DNOV
OG0000849	LOC115630527|XP_030382990.1|SLEB	LOC115758922|XP_030555581.1|DNOV
OG0000849	LOC115623659|XP_030373977.1|SLEB	LOC115765975|XP_030565591.1|DNOV
OG0000850	LOC115634453|XP_030388034.1|SLEB	LOC115758786|XP_030555421.1|DNOV
OG0000850	LOC115633707|XP_030387028.1|SLEB	LOC115758772|XP_030555401.1|DNOV
OG0000851	LOC115622637|XP_030372505.1|SLEB	LOC115759814|XP_030556769.1|DNOV
OG0000851	LOC115634469|XP_030388057.1|SLEB	LOC115760990|XP_030558461.1|DNOV
OG0000852	LOC115625340|XP_030376228.1|SLEB	LOC115757739|XP_030553987.1|DNOV
OG0000852	LOC115633647|XP_030386948.1|SLEB	LOC115757756|XP_030554028.1|DNOV
OG0000854	LOC115627108|XP_030378530.1|SLEB	LOC115768795|XP_030569351.1|DNOV
OG0000855	LOC115626856|XP_030378217.1|SLEB	LOC115768902|XP_030569479.1|DNOV
OG0000856	LOC115624521|XP_030375100.1|SLEB	LOC115771525|XP_030573120.1|DNOV
OG0000857	LOC115633358|XP_030386658.1|SLEB	LOC115766317|XP_030566066.1|DNOV
OG0000858	LOC115620449|XP_030369539.1|SLEB	LOC115761304|XP_030558891.1|DNOV
OG0000860	LOC115632420|XP_030385419.1|SLEB	LOC115762781|XP_030560992.1|DNOV
OG0000861	LOC115634652|XP_030388369.1|SLEB	LOC115760922|XP_030558357.1|DNOV, LOC115762298|XP_030560324.1|DNOV
OG0000862	LOC115634668|XP_030388388.1|SLEB	LOC115761000|XP_030558470.1|DNOV
OG0000863	LOC115625341|XP_030376227.1|SLEB	LOC115771950|XP_030573713.1|DNOV
OG0000863	LOC115623625|XP_030373924.1|SLEB, LOC115623958|XP_030374384.1|SLEB	LOC115770693|XP_030571945.1|DNOV, LOC115764544|XP_030563518.1|DNOV
OG0000864	LOC115626614|XP_030377867.1|SLEB	LOC115769205|XP_030569772.1|DNOV
OG0000864	LOC115629280|XP_030381572.1|SLEB	LOC115767328|XP_030567431.1|DNOV
OG0000865	LOC115623571|XP_030373827.1|SLEB	LOC115761578|XP_030559226.1|DNOV
OG0000866	LOC115632046|XP_030384877.1|SLEB	LOC115758781|XP_030555412.1|DNOV
OG0000867	LOC115629843|XP_030382284.1|SLEB	LOC115763942|XP_030562595.1|DNOV, LOC115763943|XP_030562596.1|DNOV
OG0000868	LOC115626754|XP_030378069.1|SLEB	LOC115768195|XP_030568566.1|DNOV
OG0000869	LOC115624085|XP_030374534.1|SLEB	LOC115761661|XP_030559362.1|DNOV
OG0000870	LOC115631395|XP_030384015.1|SLEB	LOC115762875|XP_030561113.1|DNOV
OG0000871	LOC115623615|XP_030373897.1|SLEB	LOC115757820|XP_030554104.1|DNOV
OG0000872	LOC115629607|XP_030381963.1|SLEB	LOC115766309|XP_030566052.1|DNOV
OG0000872	LOC115633646|XP_030386947.1|SLEB	LOC115761701|XP_030559437.1|DNOV
OG0000873	LOC115634051|XP_030387456.1|SLEB	LOC115771552|XP_030573157.1|DNOV
OG0000874	LOC115633322|XP_030386614.1|SLEB, LOC115628366|XP_030380306.1|SLEB	LOC115766620|XP_030566470.1|DNOV
OG0000875	LOC115624168|XP_030374625.1|SLEB	LOC115765678|XP_030565197.1|DNOV
OG0000875	LOC115624766|XP_030375459.1|SLEB	LOC115770149|XP_030571162.1|DNOV
OG0000877	LOC115633565|XP_030386882.1|SLEB	LOC115771580|XP_030573197.1|DNOV
OG0000877	LOC115629824|XP_030382255.1|SLEB	LOC115771356|XP_030572888.1|DNOV
OG0000878	LOC115627482|XP_030379021.1|SLEB	LOC115766505|XP_030566318.1|DNOV
OG0000878	LOC115632195|XP_030385101.1|SLEB	LOC115763531|XP_030562006.1|DNOV
OG0000879	LOC115634304|XP_030387816.1|SLEB	LOC115758255|XP_030554671.1|DNOV
OG0000880	LOC115626970|XP_030378345.1|SLEB	LOC115765172|XP_030564452.1|DNOV
OG0000880	LOC115622390|XP_030372175.1|SLEB	LOC115770339|XP_030571436.1|DNOV
OG0000881	LOC115632920|XP_030386071.1|SLEB	LOC115762675|XP_030560850.1|DNOV
OG0000882	LOC115629213|XP_030381474.1|SLEB	LOC115767212|XP_030567266.1|DNOV
