Orthogroup	SLEB.longest_only	DKIK.longest_only
OG0000654	LOC115628368|XP_030380304.1|SLEB	LOC108079125|XP_017028858.1|DKIK
OG0000654	LOC115632989|XP_030386166.1|SLEB	LOC108078754|XP_017028271.1|DKIK
OG0000655	LOC115621850|XP_030371563.1|SLEB	LOC108078258|XP_017027484.1|DKIK
OG0000655	LOC115630722|XP_030383235.1|SLEB	LOC108077401|XP_017026189.1|DKIK
OG0000656	LOC115623639|XP_030373943.1|SLEB	LOC108085637|XP_017037812.1|DKIK
OG0000656	LOC115627596|XP_030379180.1|SLEB	LOC108085638|XP_017037813.1|DKIK
OG0000657	LOC115624836|XP_030375543.1|SLEB	LOC108078517|XP_017027916.1|DKIK
OG0000657	LOC115631152|XP_030383683.1|SLEB	LOC108086102|XP_017038417.1|DKIK
OG0000658	LOC115627088|XP_030378498.1|SLEB	LOC108083861|XP_017035336.1|DKIK
OG0000658	LOC115626258|XP_030377426.1|SLEB	LOC108075610|XP_017023632.1|DKIK
OG0000659	LOC115625878|XP_030376954.1|SLEB	LOC108075870|XP_017023962.1|DKIK
OG0000659	LOC115626361|XP_030377571.1|SLEB	LOC108083490|XP_017034778.1|DKIK
OG0000660	LOC115631511|XP_030384136.1|SLEB	LOC108076373|XP_017024672.1|DKIK
OG0000661	LOC115622386|XP_030372170.1|SLEB	LOC108071541|XP_017017805.1|DKIK
OG0000661	LOC115630509|XP_030382967.1|SLEB	LOC108077120|XP_017025809.1|DKIK
OG0000662	LOC115632944|XP_030386100.1|SLEB	LOC108080704|XP_017031034.1|DKIK
OG0000662	LOC115627291|XP_030378783.1|SLEB	LOC108085545|XP_017037673.1|DKIK
OG0000663	LOC115627042|XP_030378440.1|SLEB	LOC108072370|XP_017018956.1|DKIK
OG0000664	LOC115626049|XP_030377161.1|SLEB	LOC108081758|XP_017032448.1|DKIK
OG0000664	LOC115629221|XP_030381490.1|SLEB	LOC108071230|XP_017017403.1|DKIK
OG0000665	LOC115623916|XP_030374332.1|SLEB	LOC108073369|XP_017020422.1|DKIK
OG0000666	LOC115624988|XP_030375715.1|SLEB	LOC108084127|XP_017035658.1|DKIK
OG0000666	LOC115627419|XP_030378949.1|SLEB	LOC108079237|XP_017029009.1|DKIK
OG0000667	LOC115623576|XP_030373834.1|SLEB	LOC108071691|XP_017017994.1|DKIK, LOC108081509|XP_017032217.1|DKIK
OG0000668	LOC115622050|XP_030371784.1|SLEB	LOC108084170|XP_017035745.1|DKIK
OG0000669	LOC115626945|XP_030378320.1|SLEB	LOC108079134|XP_017028871.1|DKIK
OG0000669	LOC115626693|XP_030377980.1|SLEB	LOC108079183|XP_017028924.1|DKIK
OG0000670	LOC115626707|XP_030378000.1|SLEB	LOC108084682|XP_017036503.1|DKIK
OG0000671	LOC115620863|XP_030370184.1|SLEB	LOC108071215|XP_017017385.1|DKIK
OG0000671	LOC115621283|XP_030370746.1|SLEB	LOC108077687|XP_017026608.1|DKIK
OG0000672	LOC115627870|XP_030379614.1|SLEB	LOC108075092|XP_017022863.1|DKIK
OG0000672	LOC115624926|XP_030375637.1|SLEB	LOC108083372|XP_017034606.1|DKIK
OG0000673	LOC115627417|XP_030378947.1|SLEB	LOC108083475|XP_017034754.1|DKIK
OG0000673	LOC115626494|XP_030377738.1|SLEB	LOC108083097|XP_017034239.1|DKIK
OG0000675	LOC115631118|XP_030383639.1|SLEB	LOC108074866|XP_017022567.1|DKIK
OG0000677	LOC115623186|XP_030373268.1|SLEB	LOC108073822|XP_017021091.1|DKIK
OG0000677	LOC115627739|XP_030379369.1|SLEB	LOC108074131|XP_017021520.1|DKIK
OG0000678	LOC115621186|XP_030370620.1|SLEB	LOC108071447|XP_017017690.1|DKIK
OG0000678	LOC115631717|XP_030384411.1|SLEB	LOC108079157|XP_017028898.1|DKIK
OG0000679	LOC115633757|XP_030387092.1|SLEB	LOC108071699|XP_017018002.1|DKIK
OG0000680	LOC115627844|XP_030379560.1|SLEB	LOC108084638|XP_017036414.1|DKIK
OG0000681	LOC115621828|XP_030371496.1|SLEB	LOC108085641|XP_017037815.1|DKIK
OG0000681	LOC115627476|XP_030379015.1|SLEB	LOC108080288|XP_017030446.1|DKIK
OG0000683	LOC115620499|XP_030369611.1|SLEB	LOC108084603|XP_017036374.1|DKIK, LOC108084534|XP_017036259.1|DKIK
OG0000684	LOC115624151|XP_030374608.1|SLEB	LOC108080442|XP_017030667.1|DKIK
OG0000684	LOC115620565|XP_030369714.1|SLEB	LOC108081086|XP_017031564.1|DKIK
OG0000685	LOC115629499|XP_030381839.1|SLEB	LOC108085236|XP_017037268.1|DKIK
OG0000685	LOC115623675|XP_030374005.1|SLEB	LOC108075614|XP_017023636.1|DKIK
OG0000686	LOC115625171|XP_030375975.1|SLEB	LOC108070538|XP_017016553.1|DKIK
OG0000686	LOC115633274|XP_030386545.1|SLEB	LOC108078985|XP_017028650.1|DKIK
OG0000687	LOC115630042|XP_030382535.1|SLEB, LOC115630047|XP_030382538.1|SLEB, LOC115630043|XP_030382536.1|SLEB, LOC115630049|XP_030382540.1|SLEB, LOC115630046|XP_030382537.1|SLEB	LOC108082131|XP_017032922.1|DKIK
OG0000687	LOC115633169|XP_030386442.1|SLEB	LOC108075059|XP_017022829.1|DKIK
OG0000688	LOC115634831|XP_030388608.1|SLEB	LOC108072914|XP_017019733.1|DKIK
OG0000689	LOC115628671|XP_030380705.1|SLEB	LOC108073146|XP_017020143.1|DKIK
OG0000689	LOC115628661|XP_030380693.1|SLEB	LOC108073145|XP_017020142.1|DKIK
OG0000690	LOC115629307|XP_030381612.1|SLEB	LOC108079228|XP_017029000.1|DKIK
OG0000691	LOC115626605|XP_030377857.1|SLEB	LOC108074812|XP_017022497.1|DKIK
OG0000691	LOC115634680|XP_030388399.1|SLEB	LOC108085522|XP_017037643.1|DKIK
OG0000692	LOC115632631|XP_030385721.1|SLEB	LOC108071478|XP_017017726.1|DKIK
OG0000692	LOC115632633|XP_030385722.1|SLEB	LOC108071479|XP_017017727.1|DKIK
OG0000693	LOC115627792|XP_030379472.1|SLEB	LOC108083567|XP_017034912.1|DKIK
OG0000693	LOC115623630|XP_030373932.1|SLEB	LOC108073438|XP_017020551.1|DKIK
OG0000694	LOC115622249|XP_030372007.1|SLEB	LOC108073998|XP_017021340.1|DKIK
OG0000695	LOC115626345|XP_030377554.1|SLEB	LOC108082751|XP_017033756.1|DKIK
OG0000695	LOC115626555|XP_030377793.1|SLEB	LOC108082750|XP_017033755.1|DKIK
OG0000696	LOC115631699|XP_030384387.1|SLEB	LOC108085253|XP_017037293.1|DKIK
OG0000696	LOC115631207|XP_030383771.1|SLEB	LOC108076939|XP_017025476.1|DKIK
OG0000697	LOC115626630|XP_030377894.1|SLEB	LOC108080046|XP_017030114.1|DKIK, LOC108082242|XP_017033070.1|DKIK
OG0000698	LOC115631784|XP_030384478.1|SLEB	LOC108074270|XP_017021730.1|DKIK
OG0000698	LOC115631797|XP_030384494.1|SLEB	LOC108074264|XP_017021724.1|DKIK
OG0000699	LOC115631361|XP_030383939.1|SLEB	LOC108072863|XP_017019669.1|DKIK
OG0000699	LOC115621427|XP_030370939.1|SLEB	LOC108083649|XP_017035010.1|DKIK
OG0000700	LOC115630522|XP_030382986.1|SLEB	LOC108079104|XP_017028827.1|DKIK, LOC108077455|XP_017026266.1|DKIK
OG0000701	LOC115633828|XP_030387176.1|SLEB	LOC108070795|XP_017016884.1|DKIK
OG0000701	LOC115627353|XP_030378861.1|SLEB	LOC108071853|XP_017018260.1|DKIK
OG0000702	LOC115623432|XP_030373638.1|SLEB	LOC108077600|XP_017026483.1|DKIK
OG0000702	LOC115623431|XP_030373622.1|SLEB	LOC108082899|XP_017034041.1|DKIK
OG0000703	LOC115626522|XP_030377762.1|SLEB	LOC108085303|XP_017037349.1|DKIK
OG0000703	LOC115632207|XP_030385123.1|SLEB	LOC108082552|XP_017033486.1|DKIK
OG0000704	LOC115629751|XP_030382150.1|SLEB	LOC108071686|XP_017017989.1|DKIK
OG0000704	LOC115620514|XP_030369639.1|SLEB	LOC108086018|XP_017038317.1|DKIK
OG0000705	LOC115632166|XP_030385053.1|SLEB	LOC108079057|XP_017028755.1|DKIK, LOC108079056|XP_017028752.1|DKIK
OG0000706	LOC115631541|XP_030384176.1|SLEB	LOC108074272|XP_017021732.1|DKIK
OG0000706	LOC115633220|XP_030386469.1|SLEB	LOC108080504|XP_017030761.1|DKIK
OG0000707	LOC115634062|XP_030387466.1|SLEB	LOC108072249|XP_017018799.1|DKIK
OG0000707	LOC115628046|XP_030379850.1|SLEB	LOC108083906|XP_017035391.1|DKIK
OG0000708	LOC115627708|XP_030379316.1|SLEB	LOC108076059|XP_017024235.1|DKIK
OG0000708	LOC115627653|XP_030379253.1|SLEB	LOC108083464|XP_017034736.1|DKIK
OG0000709	LOC115621323|XP_030370803.1|SLEB	LOC108073680|XP_017020896.1|DKIK
OG0000709	LOC115626872|XP_030378240.1|SLEB	LOC108079956|XP_017030004.1|DKIK
OG0000710	LOC115623330|XP_030373453.1|SLEB	LOC108084057|XP_017035565.1|DKIK
OG0000710	LOC115634159|XP_030387599.1|SLEB	LOC108073036|XP_017019986.1|DKIK
OG0000711	LOC115622779|XP_030372697.1|SLEB	LOC108071897|XP_017018316.1|DKIK, LOC108071884|XP_017018302.1|DKIK
OG0000711	LOC115629865|XP_030382313.1|SLEB	LOC108080141|XP_017030264.1|DKIK
OG0000712	LOC115623932|XP_030374352.1|SLEB	LOC108073287|XP_017020333.1|DKIK
OG0000712	LOC115623732|XP_030374102.1|SLEB	LOC108073388|XP_017020465.1|DKIK
OG0000713	LOC115621208|XP_030370649.1|SLEB	LOC108070668|XP_017016729.1|DKIK
OG0000713	LOC115628094|XP_030379931.1|SLEB	LOC108082348|XP_017033173.1|DKIK
OG0000714	LOC115633315|XP_030386605.1|SLEB	LOC108071238|XP_017017411.1|DKIK
OG0000714	LOC115623265|XP_030373395.1|SLEB	LOC108078824|XP_017028400.1|DKIK
OG0000715	LOC115623127|XP_030373195.1|SLEB	LOC108080630|XP_017030943.1|DKIK
OG0000715	LOC115623055|XP_030373093.1|SLEB	LOC108080586|XP_017030880.1|DKIK
OG0000716	LOC115633996|XP_030387379.1|SLEB	LOC108073683|XP_017020898.1|DKIK
OG0000716	LOC115624701|XP_030375377.1|SLEB	LOC108072801|XP_017019576.1|DKIK
OG0000717	LOC115632838|XP_030385954.1|SLEB	LOC108072735|XP_017019491.1|DKIK
OG0000718	LOC115627733|XP_030379356.1|SLEB	LOC108072215|XP_017018765.1|DKIK
OG0000718	LOC115627755|XP_030379400.1|SLEB	LOC108079305|XP_017029074.1|DKIK
OG0000719	LOC115622473|XP_030372276.1|SLEB	LOC108078741|XP_017028253.1|DKIK
OG0000719	LOC115622387|XP_030372171.1|SLEB	LOC108071564|XP_017017834.1|DKIK
OG0000720	LOC115620246|XP_030369255.1|SLEB, LOC115621204|XP_030370645.1|SLEB, LOC115621379|XP_030370868.1|SLEB	LOC108077834|XP_017026849.1|DKIK, LOC108083625|XP_017034985.1|DKIK, LOC108083647|XP_017035007.1|DKIK
OG0000721	LOC115633272|XP_030386540.1|SLEB	LOC108074242|XP_017021676.1|DKIK
OG0000721	LOC115626288|XP_030377472.1|SLEB	LOC108072516|XP_017019175.1|DKIK
OG0000722	LOC115629852|XP_030382337.1|SLEB	LOC108070749|XP_017016835.1|DKIK, LOC108070750|XP_017016836.1|DKIK
OG0000723	LOC115634058|XP_030387461.1|SLEB	LOC108080868|XP_017031260.1|DKIK, LOC108080952|XP_017031353.1|DKIK
OG0000724	LOC115633429|XP_030386749.1|SLEB	LOC108074177|XP_017021602.1|DKIK
OG0000724	LOC115626300|XP_030377488.1|SLEB	LOC108073732|XP_017020980.1|DKIK
OG0000726	LOC115624214|XP_030374686.1|SLEB	LOC108070648|XP_017016706.1|DKIK, LOC108070665|XP_017016725.1|DKIK
OG0000727	LOC115624337|XP_030374846.1|SLEB, LOC115624335|XP_030374844.1|SLEB	LOC108084380|XP_017036061.1|DKIK
OG0000728	LOC115630207|XP_030382636.1|SLEB	LOC108071694|XP_017017997.1|DKIK
OG0000728	LOC115625568|XP_030376522.1|SLEB	LOC108073376|XP_017020439.1|DKIK
OG0000729	LOC115620938|XP_030370310.1|SLEB	LOC108085022|XP_017036957.1|DKIK
OG0000729	LOC115620939|XP_030370311.1|SLEB	LOC108085023|XP_017036958.1|DKIK
OG0000730	LOC115632855|XP_030385975.1|SLEB	LOC108078718|XP_017028206.1|DKIK, LOC108074512|XP_017022078.1|DKIK
OG0000731	LOC115622743|XP_030372650.1|SLEB	LOC108078970|XP_017028624.1|DKIK
OG0000731	LOC115633836|XP_030387186.1|SLEB	LOC108076237|XP_017024472.1|DKIK
OG0000732	LOC115632506|XP_030385555.1|SLEB	LOC108078694|XP_017028134.1|DKIK
OG0000732	LOC115632505|XP_030385554.1|SLEB	LOC108078695|XP_017028136.1|DKIK
OG0000733	LOC115622518|XP_030372333.1|SLEB	LOC108086012|XP_017038312.1|DKIK
OG0000734	LOC115629183|XP_030381425.1|SLEB	LOC108081454|XP_017032133.1|DKIK
OG0000734	LOC115622143|XP_030371864.1|SLEB	LOC108073498|XP_017020647.1|DKIK
OG0000735	LOC115633563|XP_030386879.1|SLEB, LOC115625763|XP_030376785.1|SLEB	LOC108077286|XP_017026052.1|DKIK
OG0000736	LOC115630795|XP_030383313.1|SLEB	LOC108085357|XP_017037416.1|DKIK
OG0000736	LOC115630588|XP_030383066.1|SLEB	LOC108085350|XP_017037404.1|DKIK
OG0000737	LOC115628220|XP_030380078.1|SLEB	LOC108076476|XP_017024853.1|DKIK
OG0000738	LOC115630461|XP_030382886.1|SLEB	LOC108077040|XP_017025659.1|DKIK
OG0000738	LOC115626486|XP_030377730.1|SLEB	LOC108077367|XP_017026152.1|DKIK
OG0000739	LOC115623627|XP_030373927.1|SLEB	LOC108075611|XP_017023633.1|DKIK, LOC108075657|XP_017023694.1|DKIK
OG0000740	LOC115628455|XP_030380428.1|SLEB	LOC108083172|XP_017034348.1|DKIK
OG0000741	LOC115628044|XP_030379847.1|SLEB	LOC108083876|XP_017035354.1|DKIK
OG0000742	LOC115627583|XP_030379167.1|SLEB	LOC108080040|XP_017030106.1|DKIK
OG0000742	LOC115627481|XP_030379020.1|SLEB	LOC108080178|XP_017030315.1|DKIK
OG0000743	LOC115633054|XP_030386259.1|SLEB	LOC108075241|XP_017023086.1|DKIK
OG0000743	LOC115634620|XP_030388329.1|SLEB	LOC108072242|XP_017018792.1|DKIK
OG0000744	LOC115629175|XP_030381413.1|SLEB	LOC108078531|XP_017027932.1|DKIK
OG0000745	LOC115634146|XP_030387579.1|SLEB, LOC115627071|XP_030378479.1|SLEB	LOC108078033|XP_017027083.1|DKIK
OG0000745	LOC115634664|XP_030388387.1|SLEB	LOC108078546|XP_017027950.1|DKIK
OG0000746	LOC115620015|XP_030368977.1|SLEB	LOC108076599|XP_017025001.1|DKIK
OG0000747	LOC115632487|XP_030385525.1|SLEB	LOC108079115|XP_017028844.1|DKIK
OG0000747	LOC115632957|XP_030386116.1|SLEB	LOC108083325|XP_017034558.1|DKIK
OG0000748	LOC115630703|XP_030383216.1|SLEB	LOC108077369|XP_017026154.1|DKIK
OG0000750	LOC115625460|XP_030376367.1|SLEB, LOC115625461|XP_030376368.1|SLEB	LOC108082316|XP_017033135.1|DKIK, LOC108082584|XP_017033532.1|DKIK, LOC108073345|XP_017020399.1|DKIK
OG0000751	LOC115633185|XP_030386445.1|SLEB, LOC115630937|XP_030383368.1|SLEB	LOC108076570|XP_017024970.1|DKIK, LOC108076569|XP_017024969.1|DKIK, LOC108076571|XP_017024971.1|DKIK
OG0000753	LOC115621110|XP_030370512.1|SLEB	LOC108077811|XP_017026818.1|DKIK
OG0000754	LOC115627163|XP_030378607.1|SLEB	LOC108077035|XP_017025657.1|DKIK
OG0000754	LOC115627856|XP_030379577.1|SLEB	LOC108075221|XP_017023052.1|DKIK
OG0000755	LOC115620993|XP_030370373.1|SLEB	LOC108074038|XP_017021395.1|DKIK
OG0000755	LOC115620992|XP_030370371.1|SLEB	LOC108074041|XP_017021398.1|DKIK
OG0000756	LOC115629548|XP_030381890.1|SLEB	LOC108073593|XP_017020776.1|DKIK
OG0000757	LOC115628322|XP_030380237.1|SLEB	LOC108079838|XP_017029830.1|DKIK
OG0000758	LOC115624504|XP_030375069.1|SLEB	LOC108071503|XP_017017755.1|DKIK, LOC108071501|XP_017017752.1|DKIK
OG0000759	LOC115632664|XP_030385757.1|SLEB	LOC108075098|XP_017022871.1|DKIK
OG0000759	LOC115632137|XP_030385012.1|SLEB	LOC108075327|XP_017023221.1|DKIK
OG0000760	LOC115634764|XP_030388519.1|SLEB	LOC108076192|XP_017024412.1|DKIK
OG0000761	LOC115631320|XP_030383897.1|SLEB	LOC108077102|XP_017025776.1|DKIK
OG0000761	LOC115632011|XP_030384801.1|SLEB	LOC108076899|XP_017025423.1|DKIK
OG0000762	LOC115625652|XP_030376640.1|SLEB	LOC108074861|XP_017022563.1|DKIK
OG0000762	LOC115631875|XP_030384584.1|SLEB	LOC108077358|XP_017026141.1|DKIK
OG0000763	LOC115630747|XP_030383261.1|SLEB	LOC108081373|XP_017032016.1|DKIK
OG0000763	LOC115630695|XP_030383207.1|SLEB	LOC108081376|XP_017032018.1|DKIK
OG0000764	LOC115621927|XP_030371631.1|SLEB	LOC108075393|XP_017023292.1|DKIK
OG0000764	LOC115633306|XP_030386585.1|SLEB	LOC108071766|XP_017018095.1|DKIK
OG0000765	LOC115628365|XP_030380302.1|SLEB	LOC108079037|XP_017028707.1|DKIK
OG0000765	LOC115627771|XP_030379429.1|SLEB	LOC108084679|XP_017036499.1|DKIK
OG0000766	LOC115629736|XP_030382131.1|SLEB	LOC108076048|XP_017024211.1|DKIK
OG0000767	LOC115625324|XP_030376207.1|SLEB	LOC108075363|XP_017023262.1|DKIK
OG0000767	LOC115628797|XP_030380869.1|SLEB	LOC108083293|XP_017034518.1|DKIK
OG0000768	LOC115629400|XP_030381717.1|SLEB	LOC108075006|XP_017022740.1|DKIK
OG0000769	LOC115627782|XP_030379452.1|SLEB	LOC108081048|XP_017031507.1|DKIK, LOC108078219|XP_017027399.1|DKIK
OG0000770	LOC115628059|XP_030379884.1|SLEB	LOC108073099|XP_017020075.1|DKIK
OG0000771	LOC115632497|XP_030385534.1|SLEB	LOC108080572|XP_017030869.1|DKIK, LOC108080560|XP_017030858.1|DKIK
OG0000772	LOC115634665|XP_030388384.1|SLEB	LOC108072236|XP_017018787.1|DKIK, LOC108082553|XP_017033489.1|DKIK
OG0000774	LOC115634000|XP_030387384.1|SLEB	LOC108072193|XP_017018741.1|DKIK, LOC108072192|XP_017018739.1|DKIK
OG0000775	LOC115624948|XP_030375659.1|SLEB	LOC108081803|XP_017032528.1|DKIK
OG0000775	LOC115634170|XP_030387613.1|SLEB	LOC108085130|XP_017037123.1|DKIK
OG0000778	LOC115620701|XP_030369933.1|SLEB, LOC115628096|XP_030379935.1|SLEB	LOC108085994|XP_017038284.1|DKIK, LOC108085897|XP_017038155.1|DKIK
OG0000779	LOC115626746|XP_030378057.1|SLEB	LOC108083785|XP_017035200.1|DKIK
OG0000780	LOC115623469|XP_030373696.1|SLEB	LOC108078537|XP_017027937.1|DKIK
OG0000781	LOC115626655|XP_030377922.1|SLEB	LOC108083493|XP_017034782.1|DKIK
OG0000781	LOC115632546|XP_030385621.1|SLEB	LOC108084759|XP_017036563.1|DKIK
OG0000782	LOC115623231|XP_030373340.1|SLEB	LOC108073826|XP_017021095.1|DKIK
OG0000782	LOC115629137|XP_030381342.1|SLEB	LOC108083360|XP_017034592.1|DKIK
OG0000783	LOC115620854|XP_030370158.1|SLEB	LOC108073809|XP_017021073.1|DKIK
OG0000783	LOC115633212|XP_030386459.1|SLEB	LOC108079152|XP_017028889.1|DKIK
OG0000784	LOC115628703|XP_030380744.1|SLEB	LOC108080095|XP_017030193.1|DKIK
OG0000785	LOC115621118|XP_030370522.1|SLEB	LOC108070644|XP_017016701.1|DKIK, LOC108083987|XP_017035488.1|DKIK
OG0000786	LOC115626176|XP_030377311.1|SLEB	LOC108081722|XP_017032429.1|DKIK, LOC108078479|XP_017027848.1|DKIK
OG0000786	LOC115620536|XP_030369671.1|SLEB	LOC108084831|XP_017036683.1|DKIK
OG0000787	LOC115632438|XP_030385442.1|SLEB	LOC108078803|XP_017028360.1|DKIK
OG0000787	LOC115629947|XP_030382416.1|SLEB	LOC108076020|XP_017024167.1|DKIK
OG0000788	LOC115631634|XP_030384303.1|SLEB	LOC108074772|XP_017022438.1|DKIK
OG0000788	LOC115628252|XP_030380128.1|SLEB	LOC108078215|XP_017027395.1|DKIK
OG0000789	LOC115629061|XP_030381237.1|SLEB	LOC108073602|XP_017020783.1|DKIK
OG0000789	LOC115629060|XP_030381236.1|SLEB	LOC108073629|XP_017020820.1|DKIK
OG0000790	LOC115628530|XP_030380551.1|SLEB	LOC108079681|XP_017029573.1|DKIK
OG0000791	LOC115629879|XP_030382336.1|SLEB	LOC108072165|XP_017018702.1|DKIK
OG0000791	LOC115621525|XP_030371051.1|SLEB	LOC108074374|XP_017021887.1|DKIK
OG0000792	LOC115631780|XP_030384474.1|SLEB	LOC108074397|XP_017021913.1|DKIK
OG0000793	LOC115623565|XP_030373822.1|SLEB	LOC108078025|XP_017027112.1|DKIK
OG0000794	LOC115629864|XP_030382312.1|SLEB	LOC108083402|XP_017034641.1|DKIK
OG0000795	LOC115629651|XP_030382021.1|SLEB, LOC115625331|XP_030376215.1|SLEB	LOC108085397|XP_017037455.1|DKIK
OG0000796	LOC115620420|XP_030369504.1|SLEB	LOC108080930|XP_017031323.1|DKIK
OG0000796	LOC115626807|XP_030378137.1|SLEB	LOC108084489|XP_017036210.1|DKIK
OG0000797	LOC115623362|XP_030373508.1|SLEB	LOC108073207|XP_017020216.1|DKIK
OG0000798	LOC115626864|XP_030378234.1|SLEB	LOC108070898|XP_017017034.1|DKIK
OG0000798	LOC115628315|XP_030380233.1|SLEB	LOC108070873|XP_017016997.1|DKIK
OG0000799	LOC115622877|XP_030372826.1|SLEB	LOC108085597|XP_017037753.1|DKIK
OG0000799	LOC115629792|XP_030382211.1|SLEB	LOC108080536|XP_017030826.1|DKIK
OG0000800	LOC115624783|XP_030375474.1|SLEB	LOC108079032|XP_017028701.1|DKIK
OG0000801	LOC115626800|XP_030378133.1|SLEB	LOC108072316|XP_017018879.1|DKIK
OG0000802	LOC115628822|XP_030380912.1|SLEB	LOC108075372|XP_017023271.1|DKIK, LOC108084301|XP_017035953.1|DKIK, LOC108070872|XP_017017000.1|DKIK
OG0000803	LOC115630694|XP_030383206.1|SLEB	LOC108077240|XP_017025988.1|DKIK
OG0000803	LOC115622649|XP_030372516.1|SLEB	LOC108073584|XP_017020760.1|DKIK
OG0000804	LOC115623042|XP_030373079.1|SLEB, LOC115622933|XP_030372921.1|SLEB	LOC108082359|XP_017033189.1|DKIK, LOC108080482|XP_017030723.1|DKIK
OG0000805	LOC115633725|XP_030387052.1|SLEB, LOC115633387|XP_030386694.1|SLEB, LOC115633782|XP_030387119.1|SLEB, LOC115631591|XP_030384252.1|SLEB	LOC108070765|XP_017016852.1|DKIK
OG0000806	LOC115631223|XP_030383792.1|SLEB	LOC108074590|XP_017022191.1|DKIK
OG0000807	LOC115626077|XP_030377190.1|SLEB	LOC108079529|XP_017029354.1|DKIK
OG0000810	LOC115633165|XP_030386437.1|SLEB	LOC108081338|XP_017031968.1|DKIK, LOC108081339|XP_017031969.1|DKIK, LOC108081295|XP_017031871.1|DKIK
OG0000811	LOC115634013|XP_030387397.1|SLEB	LOC108085745|XP_017037967.1|DKIK
OG0000811	LOC115627523|XP_030379086.1|SLEB	LOC108076422|XP_017024755.1|DKIK
OG0000812	LOC115628035|XP_030379838.1|SLEB	LOC108071815|XP_017018205.1|DKIK
OG0000813	LOC115621588|XP_030371142.1|SLEB	LOC108081819|XP_017032547.1|DKIK
OG0000814	LOC115631370|XP_030383951.1|SLEB	LOC108072487|XP_017019142.1|DKIK
OG0000815	LOC115628494|XP_030380489.1|SLEB	LOC108081417|XP_017032088.1|DKIK
OG0000816	LOC115626829|XP_030378170.1|SLEB	LOC108084446|XP_017036143.1|DKIK
OG0000816	LOC115623329|XP_030373452.1|SLEB	LOC108084216|XP_017035828.1|DKIK
OG0000817	LOC115625273|XP_030376136.1|SLEB	LOC108072025|XP_017018495.1|DKIK
OG0000817	LOC115625540|XP_030376476.1|SLEB	LOC108072044|XP_017018518.1|DKIK
OG0000818	LOC115627273|XP_030378763.1|SLEB	LOC108076097|XP_017024309.1|DKIK
OG0000818	LOC115627208|XP_030378687.1|SLEB	LOC108076058|XP_017024238.1|DKIK
OG0000819	LOC115629908|XP_030382373.1|SLEB	LOC108083334|XP_017034566.1|DKIK
OG0000819	LOC115629909|XP_030382374.1|SLEB	LOC108083605|XP_017034964.1|DKIK
OG0000820	LOC115629748|XP_030382144.1|SLEB	LOC108079173|XP_017028913.1|DKIK
OG0000820	LOC115633748|XP_030387083.1|SLEB	LOC108078558|XP_017027965.1|DKIK
OG0000821	LOC115621003|XP_030370383.1|SLEB	LOC108084536|XP_017036262.1|DKIK
OG0000821	LOC115634734|XP_030388480.1|SLEB	LOC108073060|XP_017020018.1|DKIK
OG0000822	LOC115626101|XP_030377213.1|SLEB	LOC108077471|XP_017026278.1|DKIK, LOC108074828|XP_017022517.1|DKIK
OG0000824	LOC115631358|XP_030383935.1|SLEB, LOC115631355|XP_030383932.1|SLEB	LOC108075832|XP_017023896.1|DKIK
OG0000825	LOC115631892|XP_030384601.1|SLEB	LOC108077499|XP_017026316.1|DKIK
OG0000825	LOC115631910|XP_030384621.1|SLEB	LOC108086201|XP_017038552.1|DKIK
OG0000826	LOC115625100|XP_030376272.1|SLEB	LOC108074722|XP_017022354.1|DKIK
OG0000827	LOC115632510|XP_030385560.1|SLEB	LOC108071616|XP_017017888.1|DKIK, LOC108071615|XP_017017887.1|DKIK
OG0000828	LOC115621661|XP_030371228.1|SLEB	LOC108075448|XP_017023392.1|DKIK, LOC108075447|XP_017023390.1|DKIK
OG0000830	LOC115627051|XP_030378454.1|SLEB	LOC108074168|XP_017021587.1|DKIK
OG0000831	LOC115620550|XP_030369694.1|SLEB	LOC108073965|XP_017021296.1|DKIK
OG0000832	LOC115630056|XP_030382550.1|SLEB	LOC108078439|XP_017027811.1|DKIK
OG0000832	LOC115626117|XP_030377232.1|SLEB	LOC108081842|XP_017032572.1|DKIK
OG0000833	LOC115633915|XP_030387287.1|SLEB	LOC108085488|XP_017037597.1|DKIK
OG0000834	LOC115622025|XP_030371744.1|SLEB	LOC108073364|XP_017020416.1|DKIK
OG0000835	LOC115633164|XP_030386435.1|SLEB	LOC108074001|XP_017021344.1|DKIK
OG0000836	LOC115631033|XP_030383516.1|SLEB	LOC108081845|XP_017032575.1|DKIK, LOC108077157|XP_017025878.1|DKIK
OG0000837	LOC115633929|XP_030387306.1|SLEB	LOC108072114|XP_017018624.1|DKIK
OG0000837	LOC115629286|XP_030381586.1|SLEB	LOC108071240|XP_017017412.1|DKIK
OG0000838	LOC115631443|XP_030384046.1|SLEB	LOC108079554|XP_017029381.1|DKIK
OG0000838	LOC115631811|XP_030384508.1|SLEB	LOC108079555|XP_017029382.1|DKIK
OG0000839	LOC115623788|XP_030374190.1|SLEB	LOC108073265|XP_017020315.1|DKIK
OG0000840	LOC115627464|XP_030378996.1|SLEB	LOC108085114|XP_017037083.1|DKIK, LOC108071845|XP_017018248.1|DKIK
OG0000841	LOC115621899|XP_030371588.1|SLEB	LOC108072127|XP_017018652.1|DKIK, LOC108073985|XP_017021330.1|DKIK
