Orthogroup	SLEB.longest_only	DALB.longest_only
OG0002159	LOC115634010|XP_030387396.1|SLEB	LOC117570298|XP_034107713.1|DALB
OG0002160	LOC115621570|XP_030371117.1|SLEB	LOC117576324|XP_034116883.1|DALB
OG0002161	LOC115621407|XP_030370910.1|SLEB	LOC117576624|XP_034117435.1|DALB
OG0002162	LOC115620919|XP_030370276.1|SLEB	LOC117575167|XP_034115161.1|DALB
OG0002163	LOC115627293|XP_030378785.1|SLEB	LOC117578321|XP_034119672.1|DALB, LOC117568784|XP_034105512.1|DALB
OG0002164	LOC115623724|XP_030374065.1|SLEB	LOC117574074|XP_034113598.1|DALB
OG0002165	LOC115621187|XP_030370623.1|SLEB	LOC117574558|XP_034114321.1|DALB
OG0002166	LOC115631635|XP_030384304.1|SLEB	LOC117565083|XP_034099924.1|DALB
OG0002167	LOC115633048|XP_030386256.1|SLEB	LOC117571036|XP_034108889.1|DALB
OG0002168	LOC115626523|XP_030377767.1|SLEB	LOC117569112|XP_034106022.1|DALB
OG0002169	LOC115622527|XP_030372350.1|SLEB	LOC117567283|XP_034103040.1|DALB
OG0002170	LOC115628020|XP_030379807.1|SLEB	LOC117573167|XP_034112027.1|DALB
OG0002171	LOC115620219|XP_030369219.1|SLEB	LOC117575340|XP_034115389.1|DALB
OG0002172	LOC115621399|XP_030370903.1|SLEB	LOC117576146|XP_034116604.1|DALB
OG0002173	LOC115631462|XP_030384072.1|SLEB	LOC117565449|XP_034100436.1|DALB
OG0002174	LOC115620241|XP_030369248.1|SLEB	LOC117575154|XP_034115149.1|DALB
OG0002175	LOC115620242|XP_030369250.1|SLEB	LOC117575155|XP_034115150.1|DALB
OG0002176	LOC115629527|XP_030381865.1|SLEB	LOC117575821|XP_034116115.1|DALB
OG0002177	LOC115620809|XP_030370093.1|SLEB	LOC117575313|XP_034115358.1|DALB
OG0002179	LOC115630554|XP_030383025.1|SLEB	LOC117575056|XP_034115028.1|DALB
OG0002180	LOC115621505|XP_030371034.1|SLEB	LOC117576832|XP_034117797.1|DALB
OG0002181	LOC115630083|XP_030382568.1|SLEB	LOC117574235|XP_034113841.1|DALB
OG0002182	LOC115621485|XP_030371006.1|SLEB	LOC117574131|XP_034113680.1|DALB
OG0002184	LOC115621752|XP_030371346.1|SLEB, LOC115626045|XP_030377156.1|SLEB	LOC117576672|XP_034117554.1|DALB
OG0002185	LOC115620372|XP_030369436.1|SLEB	LOC117576268|XP_034116802.1|DALB
OG0002186	LOC115626433|XP_030377668.1|SLEB	LOC117565307|XP_034100236.1|DALB
OG0002187	LOC115620645|XP_030369853.1|SLEB	LOC117573772|XP_034113062.1|DALB
OG0002188	LOC115634041|XP_030387445.1|SLEB	LOC117571450|XP_034109488.1|DALB
OG0002189	LOC115629970|XP_030382449.1|SLEB	LOC117573162|XP_034112015.1|DALB
OG0002190	LOC115620341|XP_030369401.1|SLEB	LOC117575502|XP_034115636.1|DALB
OG0002191	LOC115634376|XP_030387916.1|SLEB	LOC117571808|XP_034110070.1|DALB
OG0002192	LOC115622715|XP_030372613.1|SLEB	LOC117572541|XP_034111301.1|DALB
OG0002193	LOC115621536|XP_030371062.1|SLEB	LOC117574971|XP_034114927.1|DALB
OG0002194	LOC115621452|XP_030370966.1|SLEB	LOC117576038|XP_034116451.1|DALB
OG0002195	LOC115620502|XP_030369615.1|SLEB	LOC117576512|XP_034117212.1|DALB
OG0002196	LOC115627300|XP_030378796.1|SLEB	LOC117573273|XP_034112244.1|DALB
OG0002197	LOC115624554|XP_030375141.1|SLEB	LOC117569515|XP_034106597.1|DALB
OG0002198	LOC115623510|XP_030373749.1|SLEB	LOC117573997|XP_034113437.1|DALB
OG0002199	LOC115620633|XP_030369823.1|SLEB	LOC117575253|XP_034115278.1|DALB
OG0002200	LOC115629549|XP_030381891.1|SLEB, LOC115621724|XP_030371298.1|SLEB, LOC115625638|XP_030376627.1|SLEB	LOC117574361|XP_034114085.1|DALB
OG0002202	LOC115620495|XP_030369601.1|SLEB	LOC117574693|XP_034114492.1|DALB
OG0002203	LOC115625105|XP_030375868.1|SLEB	LOC117574012|XP_034113487.1|DALB
OG0002204	LOC115620636|XP_030369833.1|SLEB	LOC117574509|XP_034114259.1|DALB
OG0002205	LOC115621680|XP_030371250.1|SLEB, LOC115621691|XP_030371260.1|SLEB	LOC117575610|XP_034115773.1|DALB
OG0002206	LOC115621603|XP_030371156.1|SLEB	LOC117574996|XP_034114960.1|DALB
OG0002207	LOC115620325|XP_030369379.1|SLEB	LOC117575300|XP_034115341.1|DALB
OG0002208	LOC115620911|XP_030370263.1|SLEB	LOC117575631|XP_034115800.1|DALB
OG0002209	LOC115628848|XP_030380957.1|SLEB	LOC117568859|XP_034105641.1|DALB
OG0002211	LOC115620489|XP_030369587.1|SLEB	LOC117574193|XP_034113782.1|DALB, LOC117574194|XP_034113784.1|DALB
OG0002212	LOC115621569|XP_030371116.1|SLEB	LOC117576354|XP_034116933.1|DALB
OG0002213	LOC115624038|XP_030374476.1|SLEB, LOC115624034|XP_030374472.1|SLEB	LOC117575644|XP_034115815.1|DALB
OG0002214	LOC115621549|XP_030371077.1|SLEB	LOC117576737|XP_034117659.1|DALB
OG0002215	LOC115620281|XP_030369315.1|SLEB	LOC117575628|XP_034115796.1|DALB
OG0002216	LOC115631264|XP_030383835.1|SLEB	LOC117569369|XP_034106391.1|DALB
OG0002218	LOC115627664|XP_030379266.1|SLEB	LOC117567011|XP_034102591.1|DALB
OG0002219	LOC115620459|XP_030369550.1|SLEB	LOC117575470|XP_034115578.1|DALB
OG0002220	LOC115620458|XP_030369549.1|SLEB	LOC117574468|XP_034114196.1|DALB
OG0002221	LOC115632759|XP_030385868.1|SLEB	LOC117571758|XP_034110001.1|DALB
OG0002222	LOC115630656|XP_030383161.1|SLEB	LOC117567742|XP_034103818.1|DALB
OG0002223	LOC115633709|XP_030387035.1|SLEB	LOC117572210|XP_034110774.1|DALB
OG0002224	LOC115620838|XP_030370135.1|SLEB	LOC117570364|XP_034107823.1|DALB
OG0002225	LOC115632265|XP_030385202.1|SLEB	LOC117570861|XP_034108632.1|DALB
OG0002226	LOC115633854|XP_030387206.1|SLEB	LOC117566905|XP_034102414.1|DALB
OG0002227	LOC115634121|XP_030387544.1|SLEB	LOC117568731|XP_034105440.1|DALB
OG0002228	LOC115621375|XP_030370866.1|SLEB	LOC117568725|XP_034105434.1|DALB
OG0002229	LOC115626474|XP_030377722.1|SLEB	LOC117567463|XP_034103368.1|DALB
OG0002230	LOC115625458|XP_030376369.1|SLEB	LOC117571078|XP_034108944.1|DALB
OG0002231	LOC115633893|XP_030387258.1|SLEB	LOC117568454|XP_034105021.1|DALB
OG0002232	LOC115629443|XP_030381761.1|SLEB	LOC117572516|XP_034111262.1|DALB
OG0002233	LOC115632421|XP_030385422.1|SLEB	LOC117569420|XP_034106465.1|DALB
OG0002235	LOC115633399|XP_030386705.1|SLEB	LOC117568616|XP_034105277.1|DALB
OG0002236	LOC115630431|XP_030382851.1|SLEB	LOC117571403|XP_034109428.1|DALB
OG0002237	LOC115628574|XP_030380606.1|SLEB	LOC117571445|XP_034109480.1|DALB
OG0002238	LOC115628347|XP_030380279.1|SLEB	LOC117568311|XP_034104752.1|DALB
OG0002239	LOC115621487|XP_030371017.1|SLEB	LOC117568203|XP_034104562.1|DALB
OG0002240	LOC115634354|XP_030387873.1|SLEB	LOC117566964|XP_034102508.1|DALB
OG0002241	LOC115632775|XP_030385881.1|SLEB	LOC117571493|XP_034109552.1|DALB
OG0002242	LOC115622977|XP_030372988.1|SLEB	LOC117568463|XP_034105031.1|DALB
OG0002243	LOC115626469|XP_030377712.1|SLEB, LOC115626389|XP_030377609.1|SLEB, LOC115626432|XP_030377666.1|SLEB	LOC117576521|XP_034117230.1|DALB
OG0002244	LOC115629850|XP_030382291.1|SLEB	LOC117572699|XP_034111644.1|DALB
OG0002245	LOC115632735|XP_030385841.1|SLEB	LOC117566958|XP_034102495.1|DALB
OG0002246	LOC115631968|XP_030384718.1|SLEB	LOC117569569|XP_034106682.1|DALB
OG0002247	LOC115628972|XP_030381114.1|SLEB	LOC117569114|XP_034106025.1|DALB
OG0002248	LOC115624989|XP_030375717.1|SLEB	LOC117571910|XP_034110279.1|DALB
OG0002249	LOC115622515|XP_030372329.1|SLEB	LOC117568708|XP_034105413.1|DALB
OG0002250	LOC115634673|XP_030388392.1|SLEB	LOC117571676|XP_034109808.1|DALB
OG0002251	LOC115634674|XP_030388393.1|SLEB	LOC117571366|XP_034109368.1|DALB
OG0002252	LOC115620012|XP_030368973.1|SLEB	LOC117571245|XP_034109190.1|DALB
OG0002253	LOC115624581|XP_030375181.1|SLEB	LOC117567632|XP_034103622.1|DALB
OG0002254	LOC115620972|XP_030370353.1|SLEB	LOC117573898|XP_034113297.1|DALB
OG0002255	LOC115629150|XP_030381373.1|SLEB	LOC117578330|XP_034119684.1|DALB
OG0002256	LOC115628490|XP_030380484.1|SLEB	LOC117572229|XP_034110798.1|DALB
OG0002257	LOC115633350|XP_030386648.1|SLEB	LOC117566926|XP_034102437.1|DALB
OG0002258	LOC115622305|XP_030372070.1|SLEB	LOC117571384|XP_034109393.1|DALB, LOC117571385|XP_034109394.1|DALB
OG0002260	LOC115622216|XP_030371973.1|SLEB	LOC117569472|XP_034106531.1|DALB
OG0002261	LOC115623553|XP_030373808.1|SLEB	LOC117572053|XP_034110520.1|DALB
OG0002262	LOC115634791|XP_030388559.1|SLEB	LOC117569196|XP_034106155.1|DALB
OG0002263	LOC115632436|XP_030385440.1|SLEB	LOC117567500|XP_034103422.1|DALB
OG0002264	LOC115626809|XP_030378182.1|SLEB	LOC117567741|XP_034103817.1|DALB
OG0002265	LOC115632858|XP_030385978.1|SLEB	LOC117570064|XP_034107389.1|DALB
OG0002266	LOC115624816|XP_030375522.1|SLEB	LOC117567385|XP_034103225.1|DALB
OG0002267	LOC115632152|XP_030385029.1|SLEB	LOC117572625|XP_034111472.1|DALB
OG0002268	LOC115622653|XP_030372522.1|SLEB	LOC117569164|XP_034106118.1|DALB
OG0002269	LOC115623638|XP_030373985.1|SLEB	LOC117568191|XP_034104540.1|DALB
OG0002270	LOC115622630|XP_030372500.1|SLEB	LOC117568779|XP_034105508.1|DALB
OG0002271	LOC115622444|XP_030372245.1|SLEB	LOC117571935|XP_034110317.1|DALB
OG0002272	LOC115628439|XP_030380401.1|SLEB	LOC117570673|XP_034108361.1|DALB
OG0002273	LOC115634139|XP_030387567.1|SLEB	LOC117567734|XP_034103792.1|DALB
OG0002274	LOC115634574|XP_030388258.1|SLEB	LOC117572344|XP_034110984.1|DALB
OG0002275	LOC115622664|XP_030372537.1|SLEB	LOC117568671|XP_034105366.1|DALB
OG0002276	LOC115628348|XP_030380273.1|SLEB	LOC117568102|XP_034104376.1|DALB
OG0002277	LOC115628281|XP_030380170.1|SLEB	LOC117569903|XP_034107135.1|DALB
OG0002278	LOC115622351|XP_030372125.1|SLEB	LOC117571012|XP_034108861.1|DALB
OG0002279	LOC115622725|XP_030372625.1|SLEB	LOC117568215|XP_034104580.1|DALB
OG0002280	LOC115632369|XP_030385348.1|SLEB	LOC117569559|XP_034106669.1|DALB
OG0002281	LOC115629760|XP_030382166.1|SLEB, LOC115632446|XP_030385453.1|SLEB	LOC117571132|XP_034109025.1|DALB
OG0002282	LOC115632826|XP_030385938.1|SLEB	LOC117570053|XP_034107372.1|DALB
OG0002283	LOC115634640|XP_030388356.1|SLEB	LOC117566623|XP_034102055.1|DALB
OG0002284	LOC115633750|XP_030387085.1|SLEB	LOC117572663|XP_034111551.1|DALB
OG0002285	LOC115629673|XP_030382051.1|SLEB	LOC117565602|XP_034100698.1|DALB
OG0002286	LOC115623804|XP_030374210.1|SLEB	LOC117569292|XP_034106290.1|DALB
OG0002287	LOC115628409|XP_030380398.1|SLEB	LOC117568370|XP_034104861.1|DALB
OG0002288	LOC115623246|XP_030373369.1|SLEB	LOC117571934|XP_034110314.1|DALB
OG0002289	LOC115632534|XP_030385599.1|SLEB	LOC117572018|XP_034110455.1|DALB
OG0002290	LOC115626452|XP_030377688.1|SLEB	LOC117563899|XP_034098351.1|DALB
OG0002291	LOC115632965|XP_030386129.1|SLEB	LOC117568034|XP_034104266.1|DALB
OG0002292	LOC115633720|XP_030387044.1|SLEB	LOC117568426|XP_034104973.1|DALB
OG0002293	LOC115633735|XP_030387066.1|SLEB	LOC117567365|XP_034103199.1|DALB
OG0002294	LOC115625315|XP_030376196.1|SLEB	LOC117576826|XP_034117791.1|DALB
OG0002295	LOC115629022|XP_030381178.1|SLEB	LOC117564065|XP_034098580.1|DALB
OG0002296	LOC115625789|XP_030376821.1|SLEB	LOC117564436|XP_034099063.1|DALB
OG0002297	LOC115628956|XP_030381092.1|SLEB	LOC117576140|XP_034116596.1|DALB
OG0002298	LOC115626224|XP_030377386.1|SLEB	LOC117572736|XP_034111703.1|DALB
OG0002299	LOC115620374|XP_030369480.1|SLEB	LOC117568021|XP_034104240.1|DALB
OG0002300	LOC115628567|XP_030380590.1|SLEB	LOC117565370|XP_034100325.1|DALB
OG0002301	LOC115628970|XP_030381106.1|SLEB	LOC117577409|XP_034118210.1|DALB, LOC117577404|XP_034118209.1|DALB
OG0002302	LOC115625861|XP_030376929.1|SLEB	LOC117565913|XP_034101171.1|DALB
OG0002303	LOC115629702|XP_030382080.1|SLEB	LOC117577625|XP_034118382.1|DALB
OG0002304	LOC115626371|XP_030377586.1|SLEB	LOC117564835|XP_034099650.1|DALB
OG0002305	LOC115628170|XP_030380011.1|SLEB	LOC117568901|XP_034105695.1|DALB
OG0002306	LOC115628522|XP_030380535.1|SLEB	LOC117563439|XP_034097666.1|DALB
OG0002307	LOC115631633|XP_030384302.1|SLEB	LOC117563312|XP_034097458.1|DALB
OG0002308	LOC115625673|XP_030376669.1|SLEB	LOC117563953|XP_034098417.1|DALB
OG0002309	LOC115630618|XP_030383105.1|SLEB	LOC117564367|XP_034098975.1|DALB
OG0002310	LOC115628525|XP_030380544.1|SLEB	LOC117566006|XP_034101315.1|DALB
OG0002311	LOC115626183|XP_030377320.1|SLEB	LOC117564094|XP_034098621.1|DALB
OG0002312	LOC115625923|XP_030377018.1|SLEB	LOC117565106|XP_034099955.1|DALB
OG0002313	LOC115621950|XP_030371656.1|SLEB, LOC115634761|XP_030388513.1|SLEB	LOC117572453|XP_034111175.1|DALB
OG0002314	LOC115634610|XP_030388320.1|SLEB	LOC117571462|XP_034109504.1|DALB
OG0002315	LOC115633643|XP_030386944.1|SLEB	LOC117569779|XP_034106970.1|DALB
OG0002316	LOC115631649|XP_030384320.1|SLEB	LOC117565459|XP_034100452.1|DALB
OG0002317	LOC115632585|XP_030385665.1|SLEB	LOC117568375|XP_034104869.1|DALB
OG0002318	LOC115630417|XP_030382812.1|SLEB	LOC117564717|XP_034099491.1|DALB
OG0002320	LOC115630504|XP_030382960.1|SLEB	LOC117572517|XP_034111263.1|DALB
OG0002321	LOC115628164|XP_030380004.1|SLEB	LOC117566962|XP_034102503.1|DALB
OG0002322	LOC115625778|XP_030376809.1|SLEB	LOC117564691|XP_034099457.1|DALB
OG0002323	LOC115628510|XP_030380514.1|SLEB	LOC117577722|XP_034118517.1|DALB, LOC117564591|XP_034099328.1|DALB
OG0002324	LOC115626669|XP_030377956.1|SLEB	LOC117569300|XP_034106301.1|DALB
OG0002325	LOC115622713|XP_030372609.1|SLEB	LOC117568196|XP_034104552.1|DALB
OG0002326	LOC115622125|XP_030371837.1|SLEB	LOC117567536|XP_034103472.1|DALB
OG0002327	LOC115623373|XP_030373524.1|SLEB	LOC117574888|XP_034114812.1|DALB
OG0002328	LOC115629084|XP_030381258.1|SLEB, LOC115628980|XP_030381120.1|SLEB	LOC117563393|XP_034097615.1|DALB
OG0002329	LOC115630644|XP_030383144.1|SLEB	LOC117565371|XP_034100326.1|DALB
OG0002330	LOC115630490|XP_030382936.1|SLEB	LOC117563504|XP_034097769.1|DALB
OG0002331	LOC115628729|XP_030380793.1|SLEB	LOC117578165|XP_034119334.1|DALB, LOC117568173|XP_034104496.1|DALB
OG0002332	LOC115622572|XP_030372411.1|SLEB	LOC117569910|XP_034107140.1|DALB
OG0002333	LOC115619945|XP_030368836.1|SLEB	LOC117566675|XP_034102113.1|DALB
OG0002334	LOC115620836|XP_030370129.1|SLEB, LOC115626565|XP_030377803.1|SLEB, LOC115626316|XP_030377512.1|SLEB	LOC117564891|XP_034099729.1|DALB
OG0002335	LOC115624626|XP_030375244.1|SLEB	LOC117569937|XP_034107185.1|DALB
OG0002336	LOC115628438|XP_030380399.1|SLEB	LOC117568195|XP_034104547.1|DALB
OG0002337	LOC115627141|XP_030378582.1|SLEB	LOC117571394|XP_034109404.1|DALB
OG0002338	LOC115631260|XP_030383831.1|SLEB	LOC117563788|XP_034098207.1|DALB
OG0002339	LOC115628456|XP_030380433.1|SLEB	LOC117564071|XP_034098587.1|DALB
OG0002340	LOC115631476|XP_030384090.1|SLEB	LOC117565937|XP_034101214.1|DALB
OG0002341	LOC115628652|XP_030380683.1|SLEB	LOC117570129|XP_034107485.1|DALB
OG0002342	LOC115631009|XP_030383472.1|SLEB	LOC117563671|XP_034097985.1|DALB
OG0002343	LOC115631017|XP_030383489.1|SLEB	LOC117563923|XP_034098383.1|DALB
OG0002344	LOC115629841|XP_030382282.1|SLEB	LOC117564050|XP_034098554.1|DALB
OG0002345	LOC115629649|XP_030382023.1|SLEB	LOC117572522|XP_034111273.1|DALB
OG0002346	LOC115625888|XP_030376970.1|SLEB	LOC117563303|XP_034097437.1|DALB
OG0002347	LOC115633688|XP_030387005.1|SLEB	LOC117568528|XP_034105123.1|DALB
OG0002348	LOC115631387|XP_030383969.1|SLEB	LOC117566036|XP_034101376.1|DALB
OG0002349	LOC115633919|XP_030387289.1|SLEB	LOC117572525|XP_034111275.1|DALB
OG0002350	LOC115629611|XP_030381971.1|SLEB	LOC117572521|XP_034111272.1|DALB
OG0002351	LOC115626994|XP_030378372.1|SLEB	LOC117570561|XP_034108182.1|DALB
OG0002352	LOC115634054|XP_030387498.1|SLEB	LOC117570301|XP_034107718.1|DALB
OG0002353	LOC115626187|XP_030377325.1|SLEB	LOC117565696|XP_034100823.1|DALB
OG0002354	LOC115626368|XP_030377582.1|SLEB	LOC117563381|XP_034097579.1|DALB
OG0002355	LOC115625684|XP_030376680.1|SLEB	LOC117565671|XP_034100794.1|DALB
OG0002356	LOC115630397|XP_030382780.1|SLEB	LOC117564149|XP_034098705.1|DALB
OG0002357	LOC115625253|XP_030376106.1|SLEB	LOC117574548|XP_034114310.1|DALB
OG0002358	LOC115630494|XP_030382942.1|SLEB	LOC117564880|XP_034099718.1|DALB
OG0002359	LOC115627066|XP_030378473.1|SLEB	LOC117571924|XP_034110302.1|DALB
OG0002360	LOC115630585|XP_030383064.1|SLEB	LOC117563723|XP_034098076.1|DALB
OG0002361	LOC115623164|XP_030373238.1|SLEB	LOC117572380|XP_034111040.1|DALB
OG0002362	LOC115631490|XP_030384108.1|SLEB	LOC117565565|XP_034100624.1|DALB
OG0002363	LOC115631139|XP_030383668.1|SLEB	LOC117563786|XP_034098204.1|DALB
OG0002364	LOC115631982|XP_030384747.1|SLEB	LOC117563783|XP_034098183.1|DALB
OG0002365	LOC115631278|XP_030383852.1|SLEB	LOC117563498|XP_034097757.1|DALB
OG0002366	LOC115630760|XP_030383275.1|SLEB	LOC117563616|XP_034097908.1|DALB, LOC117563609|XP_034097897.1|DALB
OG0002367	LOC115630992|XP_030383442.1|SLEB	LOC117564962|XP_034099808.1|DALB
OG0002368	LOC115626337|XP_030377542.1|SLEB	LOC117563216|XP_034097296.1|DALB, LOC117563976|XP_034098452.1|DALB
OG0002369	LOC115629583|XP_030381936.1|SLEB	LOC117577664|XP_034118445.1|DALB
OG0002370	LOC115626037|XP_030377147.1|SLEB	LOC117566101|XP_034101461.1|DALB
OG0002371	LOC115625676|XP_030376673.1|SLEB	LOC117566105|XP_034101467.1|DALB
OG0002372	LOC115628600|XP_030380643.1|SLEB	LOC117565496|XP_034100494.1|DALB
OG0002373	LOC115631115|XP_030383635.1|SLEB	LOC117565252|XP_034100156.1|DALB
OG0002374	LOC115621914|XP_030371610.1|SLEB	LOC117575364|XP_034115418.1|DALB
OG0002375	LOC115624037|XP_030374475.1|SLEB	LOC117576535|XP_034117250.1|DALB, LOC117574759|XP_034114594.1|DALB
OG0002376	LOC115625993|XP_030377097.1|SLEB	LOC117564723|XP_034099496.1|DALB
OG0002377	LOC115625060|XP_030375792.1|SLEB	LOC117573671|XP_034112891.1|DALB
OG0002378	LOC115622674|XP_030372548.1|SLEB	LOC117568032|XP_034104263.1|DALB
OG0002379	LOC115631570|XP_030384222.1|SLEB	LOC117564621|XP_034099368.1|DALB
OG0002380	LOC115629361|XP_030381673.1|SLEB	LOC117563625|XP_034097926.1|DALB
OG0002381	LOC115626713|XP_030378016.1|SLEB	LOC117572440|XP_034111162.1|DALB
OG0002382	LOC115627104|XP_030378521.1|SLEB	LOC117564627|XP_034099374.1|DALB, LOC117578028|XP_034119019.1|DALB
OG0002383	LOC115628329|XP_030380246.1|SLEB	LOC117569053|XP_034105948.1|DALB
OG0002384	LOC115630231|XP_030382644.1|SLEB	LOC117564092|XP_034098624.1|DALB
OG0002385	LOC115627979|XP_030379735.1|SLEB	LOC117573067|XP_034111828.1|DALB
OG0002386	LOC115623844|XP_030374245.1|SLEB	LOC117576190|XP_034116671.1|DALB
OG0002387	LOC115620570|XP_030369724.1|SLEB	LOC117573888|XP_034113267.1|DALB
OG0002388	LOC115625272|XP_030376135.1|SLEB	LOC117573540|XP_034112710.1|DALB
OG0002389	LOC115620296|XP_030369338.1|SLEB	LOC117573907|XP_034113306.1|DALB
OG0002390	LOC115630543|XP_030383013.1|SLEB	LOC117565167|XP_034100044.1|DALB
OG0002391	LOC115632949|XP_030386109.1|SLEB	LOC117567556|XP_034103506.1|DALB
OG0002392	LOC115622399|XP_030372188.1|SLEB	LOC117567270|XP_034103024.1|DALB
OG0002393	LOC115628294|XP_030380200.1|SLEB	LOC117568511|XP_034105104.1|DALB
OG0002394	LOC115625219|XP_030376059.1|SLEB	LOC117574073|XP_034113594.1|DALB
OG0002395	LOC115624348|XP_030374861.1|SLEB	LOC117573859|XP_034113223.1|DALB
OG0002396	LOC115626919|XP_030378291.1|SLEB	LOC117567602|XP_034103580.1|DALB
OG0002397	LOC115626081|XP_030377197.1|SLEB	LOC117571826|XP_034110096.1|DALB
OG0002398	LOC115633420|XP_030386739.1|SLEB	LOC117577616|XP_034118358.1|DALB, LOC117563359|XP_034097539.1|DALB
OG0002399	LOC115634456|XP_030388040.1|SLEB, LOC115624813|XP_030375519.1|SLEB	LOC117570510|XP_034108099.1|DALB
OG0002400	LOC115621720|XP_030371297.1|SLEB, LOC115630023|XP_030382549.1|SLEB	LOC117571465|XP_034109508.1|DALB
OG0002401	LOC115627918|XP_030379673.1|SLEB	LOC117573180|XP_034112045.1|DALB
OG0002402	LOC115625287|XP_030376158.1|SLEB	LOC117575084|XP_034115072.1|DALB
OG0002403	LOC115621324|XP_030370804.1|SLEB	LOC117575893|XP_034116227.1|DALB
OG0002404	LOC115620509|XP_030369628.1|SLEB	LOC117575008|XP_034114976.1|DALB
OG0002405	LOC115624222|XP_030374696.1|SLEB	LOC117575433|XP_034115528.1|DALB
OG0002406	LOC115622115|XP_030371819.1|SLEB	LOC117567891|XP_034104054.1|DALB
OG0002408	LOC115625056|XP_030375778.1|SLEB	LOC117575865|XP_034116177.1|DALB
OG0002409	LOC115633107|XP_030386351.1|SLEB	LOC117570792|XP_034108538.1|DALB
OG0002410	LOC115623956|XP_030374381.1|SLEB	LOC117574724|XP_034114543.1|DALB
OG0002411	LOC115623530|XP_030373772.1|SLEB	LOC117576388|XP_034116991.1|DALB
OG0002412	LOC115628660|XP_030380687.1|SLEB	LOC117573452|XP_034112565.1|DALB
OG0002413	LOC115629846|XP_030382286.1|SLEB	LOC117577581|XP_034118352.1|DALB
OG0002414	LOC115633056|XP_030386261.1|SLEB	LOC117569823|XP_034107038.1|DALB
OG0002415	LOC115623387|XP_030373548.1|SLEB	LOC117574320|XP_034114020.1|DALB
OG0002416	LOC115627861|XP_030379582.1|SLEB	LOC117573233|XP_034112175.1|DALB
OG0002418	LOC115620589|XP_030369758.1|SLEB	LOC117575948|XP_034116302.1|DALB
OG0002419	LOC115629362|XP_030381676.1|SLEB	LOC117572654|XP_034111535.1|DALB
OG0002420	LOC115632828|XP_030385942.1|SLEB, LOC115632827|XP_030385940.1|SLEB	LOC117570054|XP_034107373.1|DALB
OG0002421	LOC115625415|XP_030376314.1|SLEB	LOC117573302|XP_034112298.1|DALB, LOC117575080|XP_034115066.1|DALB
OG0002422	LOC115623520|XP_030373761.1|SLEB	LOC117574581|XP_034114356.1|DALB
OG0002423	LOC115622335|XP_030372107.1|SLEB	LOC117572565|XP_034111335.1|DALB
OG0002424	LOC115628016|XP_030379806.1|SLEB	LOC117573093|XP_034111888.1|DALB
OG0002425	LOC115626778|XP_030378104.1|SLEB	LOC117563351|XP_034097532.1|DALB
OG0002426	LOC115623080|XP_030373139.1|SLEB	LOC117566389|XP_034101785.1|DALB
OG0002427	LOC115627865|XP_030379606.1|SLEB	LOC117573111|XP_034111925.1|DALB
OG0002428	LOC115627112|XP_030378538.1|SLEB	LOC117578291|XP_034119622.1|DALB
OG0002429	LOC115622869|XP_030372816.1|SLEB	LOC117572605|XP_034111433.1|DALB
OG0002430	LOC115629395|XP_030381709.1|SLEB	LOC117570263|XP_034107667.1|DALB
OG0002431	LOC115620073|XP_030369095.1|SLEB	LOC117568956|XP_034105806.1|DALB
OG0002432	LOC115627150|XP_030378588.1|SLEB	LOC117577048|XP_034118075.1|DALB
OG0002433	LOC115622016|XP_030371731.1|SLEB	LOC117576724|XP_034117635.1|DALB
OG0002434	LOC115628085|XP_030379922.1|SLEB	LOC117573185|XP_034112060.1|DALB
OG0002435	LOC115629480|XP_030381811.1|SLEB	LOC117567219|XP_034102942.1|DALB
OG0002436	LOC115620070|XP_030369086.1|SLEB	LOC117567268|XP_034103021.1|DALB
OG0002437	LOC115634559|XP_030388235.1|SLEB	LOC117572707|XP_034111656.1|DALB
OG0002438	LOC115627458|XP_030378988.1|SLEB	LOC117567429|XP_034103322.1|DALB
OG0002440	LOC115632228|XP_030385148.1|SLEB	LOC117567784|XP_034103888.1|DALB
OG0002441	LOC115633933|XP_030387309.1|SLEB	LOC117572749|XP_034111716.1|DALB
OG0002442	LOC115624532|XP_030375116.1|SLEB	LOC117572142|XP_034110673.1|DALB
OG0002443	LOC115629147|XP_030381370.1|SLEB	LOC117571279|XP_034109233.1|DALB
OG0002444	LOC115624620|XP_030375230.1|SLEB	LOC117572127|XP_034110646.1|DALB
OG0002445	LOC115625329|XP_030376217.1|SLEB	LOC117566988|XP_034102545.1|DALB, LOC117566989|XP_034102548.1|DALB
OG0002446	LOC115631021|XP_030383500.1|SLEB	LOC117567141|XP_034102846.1|DALB
OG0002447	LOC115622195|XP_030371946.1|SLEB, LOC115630210|XP_030382638.1|SLEB, LOC115630211|XP_030382639.1|SLEB	LOC117570543|XP_034108150.1|DALB
OG0002448	LOC115621395|XP_030370900.1|SLEB	LOC117566991|XP_034102550.1|DALB
OG0002449	LOC115630118|XP_030382593.1|SLEB	LOC117566405|XP_034101809.1|DALB
OG0002450	LOC115624096|XP_030374545.1|SLEB	LOC117576498|XP_034117168.1|DALB
OG0002451	LOC115634330|XP_030387847.1|SLEB	LOC117568797|XP_034105549.1|DALB
OG0002452	LOC115634006|XP_030387392.1|SLEB	LOC117568625|XP_034105305.1|DALB
OG0002453	LOC115623695|XP_030374033.1|SLEB	LOC117568621|XP_034105298.1|DALB
