Orthogroup	SLEB.longest_only	DPSE.longest_only
OG0002066	LOC115625064|XP_030375799.1|SLEB	LOC4802883|XP_015038160.2|DPSE
OG0002067	LOC115624831|XP_030375538.1|SLEB, LOC115629428|XP_030381746.1|SLEB	LOC4803396|XP_001357526.2|DPSE
OG0002068	LOC115630546|XP_030383015.1|SLEB	LOC4804442|XP_001361003.5|DPSE
OG0002069	LOC115625986|XP_030377092.1|SLEB	LOC6899750|XP_002135786.2|DPSE
OG0002070	LOC115625296|XP_030376171.1|SLEB	LOC4803114|XP_001359911.2|DPSE
OG0002071	LOC115621844|XP_030371516.1|SLEB	LOC4801379|XP_001358482.2|DPSE
OG0002072	LOC115630045|XP_030382539.1|SLEB	LOC4805475|XP_001361870.2|DPSE
OG0002073	LOC115632904|XP_030386056.1|SLEB	LOC4812799|XP_033240350.1|DPSE
OG0002074	LOC115623135|XP_030373208.1|SLEB	LOC4804012|XP_001360642.4|DPSE
OG0002075	LOC115631765|XP_030384461.1|SLEB	LOC4817452|XP_003736146.1|DPSE
OG0002076	LOC115624601|XP_030375202.1|SLEB	LOC4805558|XP_015040719.2|DPSE
OG0002077	LOC115624795|XP_030375498.1|SLEB, LOC115624933|XP_030375643.1|SLEB	LOC4812575|XP_015043584.2|DPSE
OG0002078	LOC115622810|XP_030372741.1|SLEB	LOC6898804|XP_002138778.2|DPSE
OG0002079	LOC115623009|XP_030373040.1|SLEB	LOC4813568|XP_001353299.1|DPSE, LOC117184480|XP_033238179.1|DPSE
OG0002080	LOC115633907|XP_030387272.1|SLEB	LOC4805389|XP_001361798.4|DPSE
OG0002081	LOC115624699|XP_030375374.1|SLEB	LOC4805629|XP_001362001.1|DPSE
OG0002082	LOC115620006|XP_030368956.1|SLEB	LOC4805677|XP_015040786.1|DPSE
OG0002083	LOC115629905|XP_030382370.1|SLEB	LOC6902156|XP_033238476.1|DPSE
OG0002084	LOC115633999|XP_030387383.1|SLEB	LOC4803706|XP_001360381.2|DPSE
OG0002085	LOC115633911|XP_030387280.1|SLEB	LOC4805208|XP_001361649.1|DPSE
OG0002086	LOC115626810|XP_030378146.1|SLEB	LOC4803700|XP_001360376.1|DPSE
OG0002087	LOC115622580|XP_030372427.1|SLEB	LOC6900845|XP_015043409.2|DPSE
OG0002088	LOC115629448|XP_030381775.1|SLEB	LOC4812474|XP_015044069.2|DPSE
OG0002089	LOC115624440|XP_030375026.1|SLEB	LOC4805069|XP_001361531.2|DPSE
OG0002090	LOC115633667|XP_030386971.1|SLEB	LOC4813071|XP_015042931.1|DPSE
OG0002091	LOC115624859|XP_030375564.1|SLEB	LOC4805623|XP_033233718.1|DPSE
OG0002092	LOC115622120|XP_030371827.1|SLEB	LOC4812347|XP_015043700.1|DPSE
OG0002093	LOC115624531|XP_030375115.1|SLEB	LOC4805706|XP_004444583.1|DPSE
OG0002094	LOC115633832|XP_030387179.1|SLEB	LOC4803512|XP_001360225.1|DPSE
OG0002095	LOC115628909|XP_030381029.1|SLEB	LOC4815478|XP_001355498.1|DPSE
OG0002096	LOC115628190|XP_030380042.1|SLEB	LOC6898308|XP_015039510.2|DPSE
OG0002097	LOC115633710|XP_030387031.1|SLEB	LOC6898788|XP_002138764.3|DPSE
OG0002098	LOC115624927|XP_030375638.1|SLEB	LOC4812329|XP_033241232.1|DPSE
OG0002099	LOC115620410|XP_030369490.1|SLEB	LOC4801818|XP_001358851.2|DPSE
OG0002100	LOC115624637|XP_030375259.1|SLEB	LOC4812849|XP_015042566.2|DPSE
OG0002101	LOC115634535|XP_030388205.1|SLEB	LOC6898145|XP_033233209.1|DPSE
OG0002102	LOC115624985|XP_030375702.1|SLEB	LOC6898570|XP_033235001.1|DPSE
OG0002103	LOC115620416|XP_030369499.1|SLEB	LOC4801812|XP_015037401.2|DPSE
OG0002105	LOC115624853|XP_030375558.1|SLEB, LOC115628155|XP_030379988.1|SLEB	LOC4817600|XP_001357002.4|DPSE
OG0002106	LOC115629477|XP_030381807.1|SLEB, LOC115621093|XP_030370487.1|SLEB	LOC4801699|XP_001358746.3|DPSE
OG0002107	LOC115630515|XP_030382977.1|SLEB	LOC6902582|XP_002133110.2|DPSE
OG0002108	LOC115621476|XP_030370996.1|SLEB	LOC6897102|XP_002137286.2|DPSE, LOC13036328|XP_003736436.3|DPSE, LOC6897101|XP_033232307.1|DPSE, LOC6897103|XP_033232638.1|DPSE
OG0002109	LOC115625424|XP_030376323.1|SLEB	LOC6896882|XP_002137072.3|DPSE
OG0002110	LOC115626542|XP_030377780.1|SLEB, LOC115625429|XP_030376329.1|SLEB, LOC115626540|XP_030377779.1|SLEB	LOC6903429|XP_002132308.3|DPSE
OG0002111	LOC115626514|XP_030377760.1|SLEB	LOC4816116|XP_001355806.2|DPSE
OG0002114	LOC115621819|XP_030371469.1|SLEB	LOC4800255|XP_003736220.2|DPSE
OG0002115	LOC115634023|XP_030387416.1|SLEB	LOC26533367|XP_033233223.1|DPSE
OG0002116	LOC115626587|XP_030377829.1|SLEB, LOC115626465|XP_030377707.1|SLEB	LOC4816273|XP_001356109.4|DPSE, LOC6900970|XP_002134670.3|DPSE
OG0002117	LOC115633265|XP_030386529.1|SLEB	LOC6901600|XP_033237843.1|DPSE
OG0002118	LOC115628087|XP_030379924.1|SLEB	LOC26533291|XP_033232988.1|DPSE
OG0002119	LOC115621113|XP_030370517.1|SLEB	LOC4801842|XP_001358875.2|DPSE
OG0002120	LOC115627826|XP_030379521.1|SLEB	LOC6899859|XP_033237161.1|DPSE
OG0002121	LOC115621258|XP_030370715.1|SLEB	LOC4800465|XP_015038559.2|DPSE
OG0002122	LOC115625740|XP_030376753.1|SLEB, LOC115626429|XP_030377662.1|SLEB	LOC6903329|XP_002132210.2|DPSE
OG0002123	LOC115631094|XP_030383605.1|SLEB	LOC4817482|XP_001356478.4|DPSE
OG0002124	LOC115627689|XP_030379292.1|SLEB	LOC6901022|XP_002134506.2|DPSE
OG0002125	LOC115634444|XP_030388013.1|SLEB	LOC4804992|XP_001361464.3|DPSE
OG0002126	LOC115634377|XP_030387917.1|SLEB	LOC4811892|XP_015044084.2|DPSE
OG0002127	LOC115628717|XP_030380773.1|SLEB, LOC115621757|XP_030371351.1|SLEB	LOC4815635|XP_001355727.4|DPSE
OG0002128	LOC115627455|XP_030378983.1|SLEB	LOC4814333|XP_015042207.1|DPSE
OG0002129	LOC115621730|XP_030371319.1|SLEB	LOC4801975|XP_001358988.3|DPSE
OG0002131	LOC115621353|XP_030370836.1|SLEB	LOC6897032|XP_002137217.2|DPSE
OG0002132	LOC115625780|XP_030376811.1|SLEB	LOC4817486|XP_001356299.1|DPSE
OG0002133	LOC115629924|XP_030382389.1|SLEB	LOC4814561|XP_001354907.2|DPSE
OG0002134	LOC115627168|XP_030378618.1|SLEB	LOC6902552|XP_002133094.2|DPSE, LOC6901913|XP_002133447.1|DPSE
OG0002135	LOC115626712|XP_030378012.1|SLEB	LOC6902161|XP_033239930.1|DPSE
OG0002136	LOC115621955|XP_030371662.1|SLEB	LOC4800281|XP_001357613.3|DPSE
OG0002137	LOC115621392|XP_030370893.1|SLEB	LOC4801749|XP_001358791.1|DPSE
OG0002138	LOC115626773|XP_030378095.1|SLEB	LOC4815083|XP_001354826.1|DPSE
OG0002139	LOC115628962|XP_030381098.1|SLEB	LOC4814738|XP_015042117.1|DPSE, LOC6902465|XP_033235713.1|DPSE
OG0002140	LOC115633405|XP_030386708.1|SLEB	LOC4815343|XP_001354929.3|DPSE
OG0002141	LOC115628074|XP_030379908.1|SLEB	LOC4811789|XP_001352357.2|DPSE
OG0002142	LOC115621132|XP_030370544.1|SLEB	LOC4802741|XP_033240251.1|DPSE
OG0002143	LOC115630615|XP_030383101.1|SLEB	LOC4817608|XP_001357010.4|DPSE
OG0002144	LOC115627724|XP_030379334.1|SLEB	LOC6899834|XP_002135701.2|DPSE
OG0002145	LOC115624035|XP_030374473.1|SLEB	LOC4803061|XP_001359862.2|DPSE
OG0002146	LOC115620575|XP_030369736.1|SLEB	LOC4802739|XP_001359602.1|DPSE
OG0002147	LOC115629482|XP_030381813.1|SLEB	LOC117184412|XP_033237509.1|DPSE, LOC6901487|XP_033237508.1|DPSE
OG0002148	LOC115632865|XP_030385988.1|SLEB	LOC4812425|XP_001352856.4|DPSE
OG0002149	LOC115627831|XP_030379531.1|SLEB	LOC6899879|XP_033237088.1|DPSE
OG0002150	LOC115629871|XP_030382326.1|SLEB	LOC4815585|XP_033238603.1|DPSE
OG0002151	LOC115622316|XP_030372082.1|SLEB, LOC115628387|XP_030380331.1|SLEB	LOC4818094|XP_001357397.3|DPSE
OG0002152	LOC115621415|XP_030370923.1|SLEB	LOC4801445|XP_033232376.1|DPSE
OG0002153	LOC115621584|XP_030371135.1|SLEB	LOC4800500|XP_001357766.3|DPSE
OG0002154	LOC115626760|XP_030378076.1|SLEB	LOC4816033|XP_033238438.1|DPSE
OG0002155	LOC115621539|XP_030371065.1|SLEB	LOC4800316|XP_001357592.2|DPSE
OG0002156	LOC115632371|XP_030385350.1|SLEB	LOC6900452|XP_015042780.1|DPSE
OG0002157	LOC115620998|XP_030370378.1|SLEB	LOC4801392|XP_033235075.1|DPSE
OG0002158	LOC115628903|XP_030381025.1|SLEB	LOC4804443|XP_001361004.1|DPSE
OG0002159	LOC115634010|XP_030387396.1|SLEB	LOC4804489|XP_001361045.1|DPSE
OG0002160	LOC115621570|XP_030371117.1|SLEB	LOC4800645|XP_001357880.4|DPSE
OG0002161	LOC115621407|XP_030370910.1|SLEB	LOC4801839|XP_001358872.1|DPSE
OG0002162	LOC115620919|XP_030370276.1|SLEB	LOC4801044|XP_033241706.1|DPSE
OG0002163	LOC115627293|XP_030378785.1|SLEB	LOC4814236|XP_033239157.1|DPSE
OG0002164	LOC115623724|XP_030374065.1|SLEB	LOC4802423|XP_001359345.2|DPSE
OG0002165	LOC115621187|XP_030370623.1|SLEB	LOC6897406|XP_002137558.2|DPSE
OG0002166	LOC115631635|XP_030384304.1|SLEB	LOC4816674|XP_001355901.2|DPSE
OG0002167	LOC115633048|XP_030386256.1|SLEB	LOC4804608|XP_033234241.1|DPSE
OG0002168	LOC115626523|XP_030377767.1|SLEB	LOC4803504|XP_001360218.3|DPSE
OG0002169	LOC115622527|XP_030372350.1|SLEB	LOC6897298|XP_002137457.2|DPSE, LOC6900740|XP_002135100.2|DPSE
OG0002170	LOC115628020|XP_030379807.1|SLEB	LOC4811779|XP_033237304.1|DPSE
OG0002171	LOC115620219|XP_030369219.1|SLEB	LOC26533134|XP_015035107.2|DPSE, LOC13036518|XP_033232481.1|DPSE
OG0002172	LOC115621399|XP_030370903.1|SLEB	LOC4801169|XP_001358303.2|DPSE
OG0002173	LOC115631462|XP_030384072.1|SLEB	LOC4817918|XP_001357234.1|DPSE
OG0002174	LOC115620241|XP_030369248.1|SLEB	LOC4801078|XP_001358237.4|DPSE
OG0002175	LOC115620242|XP_030369250.1|SLEB	LOC4801077|XP_001358236.1|DPSE
OG0002176	LOC115629527|XP_030381865.1|SLEB	LOC4800512|XP_001357777.1|DPSE
OG0002177	LOC115620809|XP_030370093.1|SLEB	LOC4800799|XP_001358010.1|DPSE
OG0002178	LOC115620788|XP_030370063.1|SLEB	LOC4801147|XP_001358285.4|DPSE
OG0002179	LOC115630554|XP_030383025.1|SLEB	LOC4811816|XP_001352379.4|DPSE
OG0002180	LOC115621505|XP_030371034.1|SLEB	LOC6896726|XP_003736237.2|DPSE
OG0002181	LOC115630083|XP_030382568.1|SLEB	LOC4815591|XP_001355661.1|DPSE
OG0002182	LOC115621485|XP_030371006.1|SLEB	LOC4801292|XP_015037133.2|DPSE
OG0002183	LOC115623509|XP_030373752.1|SLEB	LOC4804612|XP_001361145.5|DPSE
OG0002184	LOC115621752|XP_030371346.1|SLEB, LOC115626045|XP_030377156.1|SLEB	LOC4801630|XP_001358686.2|DPSE
OG0002185	LOC115620372|XP_030369436.1|SLEB	LOC4800694|XP_015038652.1|DPSE
OG0002186	LOC115626433|XP_030377668.1|SLEB	LOC4818010|XP_001357198.2|DPSE
OG0002187	LOC115620645|XP_030369853.1|SLEB	LOC4801658|XP_001358710.1|DPSE
OG0002188	LOC115634041|XP_030387445.1|SLEB	LOC4804306|XP_001360886.2|DPSE
OG0002189	LOC115629970|XP_030382449.1|SLEB	LOC26533533|XP_015044546.2|DPSE
OG0002190	LOC115620341|XP_030369401.1|SLEB	LOC4801742|XP_033241804.1|DPSE
OG0002191	LOC115634376|XP_030387916.1|SLEB	LOC4812387|XP_001353010.2|DPSE
OG0002192	LOC115622715|XP_030372613.1|SLEB	LOC4813628|XP_001353989.3|DPSE
OG0002193	LOC115621536|XP_030371062.1|SLEB	LOC6899343|XP_033233400.1|DPSE, LOC4801028|XP_015038643.2|DPSE
OG0002194	LOC115621452|XP_030370966.1|SLEB	LOC4801190|XP_001358320.3|DPSE
OG0002195	LOC115620502|XP_030369615.1|SLEB	LOC4801769|XP_001358810.4|DPSE
OG0002196	LOC115627300|XP_030378796.1|SLEB	LOC117183968|XP_033235612.1|DPSE, LOC4803224|XP_001360000.1|DPSE
OG0002197	LOC115624554|XP_030375141.1|SLEB	LOC6899959|XP_002135327.2|DPSE
OG0002198	LOC115623510|XP_030373749.1|SLEB	LOC6897882|XP_015038215.2|DPSE
OG0002199	LOC115620633|XP_030369823.1|SLEB	LOC4801711|XP_001358758.3|DPSE
OG0002200	LOC115629549|XP_030381891.1|SLEB, LOC115621724|XP_030371298.1|SLEB, LOC115625638|XP_030376627.1|SLEB	LOC4816067|XP_001355617.2|DPSE
OG0002202	LOC115620495|XP_030369601.1|SLEB	LOC4801308|XP_015037148.2|DPSE
OG0002203	LOC115625105|XP_030375868.1|SLEB	LOC4801723|XP_033240169.1|DPSE
OG0002204	LOC115620636|XP_030369833.1|SLEB	LOC4801369|XP_001358476.2|DPSE
OG0002205	LOC115621680|XP_030371250.1|SLEB, LOC115621691|XP_030371260.1|SLEB	LOC4801281|XP_001358401.3|DPSE
OG0002206	LOC115621603|XP_030371156.1|SLEB	LOC4801534|XP_003736536.3|DPSE
OG0002207	LOC115620325|XP_030369379.1|SLEB	LOC4801871|XP_033238940.1|DPSE
OG0002208	LOC115620911|XP_030370263.1|SLEB	LOC6897140|XP_002137320.2|DPSE
OG0002209	LOC115628848|XP_030380957.1|SLEB	LOC4815563|XP_001355390.1|DPSE
OG0002210	LOC115625302|XP_030376180.1|SLEB	LOC6897389|XP_003736628.2|DPSE
OG0002211	LOC115620489|XP_030369587.1|SLEB	LOC4801272|XP_001358392.2|DPSE
OG0002212	LOC115621569|XP_030371116.1|SLEB	LOC4800516|XP_001357781.1|DPSE
OG0002213	LOC115624038|XP_030374476.1|SLEB, LOC115624034|XP_030374472.1|SLEB	LOC4802274|XP_001359226.1|DPSE
OG0002214	LOC115621549|XP_030371077.1|SLEB	LOC6896974|XP_033232526.1|DPSE
OG0002215	LOC115620281|XP_030369315.1|SLEB	LOC6897024|XP_002137209.4|DPSE
OG0002216	LOC115631264|XP_030383835.1|SLEB	LOC117184028|XP_033235892.1|DPSE, LOC6902957|XP_002132683.2|DPSE
OG0002217	LOC115625291|XP_030376164.1|SLEB	LOC4801361|XP_001358468.2|DPSE
OG0002218	LOC115627664|XP_030379266.1|SLEB	LOC4816021|XP_001355279.2|DPSE
OG0002219	LOC115620459|XP_030369550.1|SLEB	LOC4801991|XP_001359002.3|DPSE
OG0002220	LOC115620458|XP_030369549.1|SLEB	LOC4801992|XP_033233457.1|DPSE
OG0002221	LOC115632759|XP_030385868.1|SLEB	LOC4812746|XP_001353124.4|DPSE
OG0002222	LOC115630656|XP_030383161.1|SLEB	LOC4805451|XP_001361850.5|DPSE
OG0002223	LOC115633709|XP_030387035.1|SLEB	LOC4803802|XP_033234347.1|DPSE
OG0002224	LOC115620838|XP_030370135.1|SLEB	LOC4804900|XP_033234157.1|DPSE
OG0002225	LOC115632265|XP_030385202.1|SLEB	LOC6899990|XP_002135356.3|DPSE
OG0002226	LOC115633854|XP_030387206.1|SLEB	LOC4803424|XP_001360139.1|DPSE
OG0002227	LOC115634121|XP_030387544.1|SLEB	LOC4804232|XP_033234573.1|DPSE
OG0002228	LOC115621375|XP_030370866.1|SLEB	LOC4803580|XP_001360284.2|DPSE
OG0002229	LOC115626474|XP_030377722.1|SLEB	LOC6898965|XP_002138925.3|DPSE
OG0002230	LOC115625458|XP_030376369.1|SLEB	LOC4804755|XP_004444285.2|DPSE
OG0002231	LOC115633893|XP_030387258.1|SLEB	LOC4803485|XP_001360203.4|DPSE
OG0002232	LOC115629443|XP_030381761.1|SLEB	LOC4805512|XP_001361903.2|DPSE
OG0002233	LOC115632421|XP_030385422.1|SLEB	LOC6900478|XP_002134868.3|DPSE
OG0002235	LOC115633399|XP_030386705.1|SLEB	LOC4805212|XP_033234659.1|DPSE
OG0002236	LOC115630431|XP_030382851.1|SLEB	LOC4804289|XP_001360870.3|DPSE
OG0002237	LOC115628574|XP_030380606.1|SLEB	LOC4804305|XP_015039799.2|DPSE
OG0002238	LOC115628347|XP_030380279.1|SLEB	LOC4803415|XP_015039068.2|DPSE
OG0002239	LOC115621487|XP_030371017.1|SLEB	LOC4803538|XP_001360248.1|DPSE
OG0002240	LOC115634354|XP_030387873.1|SLEB	LOC4805227|XP_001361665.2|DPSE
OG0002241	LOC115632775|XP_030385881.1|SLEB	LOC4812220|XP_001352612.3|DPSE
OG0002242	LOC115622977|XP_030372988.1|SLEB	LOC4813950|XP_001354110.3|DPSE
OG0002243	LOC115626469|XP_030377712.1|SLEB, LOC115626389|XP_030377609.1|SLEB, LOC115626432|XP_030377666.1|SLEB	LOC4801861|XP_033241811.1|DPSE
OG0002244	LOC115629850|XP_030382291.1|SLEB	LOC4812636|XP_001353026.3|DPSE
OG0002245	LOC115632735|XP_030385841.1|SLEB	LOC4811920|XP_001352523.4|DPSE
OG0002246	LOC115631968|XP_030384718.1|SLEB	LOC4803416|XP_033234070.1|DPSE
OG0002247	LOC115628972|XP_030381114.1|SLEB	LOC26533982|XP_015039134.1|DPSE
OG0002248	LOC115624989|XP_030375717.1|SLEB	LOC4812023|XP_001352600.2|DPSE
OG0002249	LOC115622515|XP_030372329.1|SLEB	LOC6900883|XP_002135240.1|DPSE
OG0002250	LOC115634673|XP_030388392.1|SLEB	LOC4804402|XP_001360971.3|DPSE
OG0002251	LOC115634674|XP_030388393.1|SLEB	LOC4804400|XP_001360970.3|DPSE
OG0002252	LOC115620012|XP_030368973.1|SLEB	LOC4804414|XP_001360982.4|DPSE
OG0002253	LOC115624581|XP_030375181.1|SLEB	LOC4805586|XP_001361967.3|DPSE
OG0002254	LOC115620972|XP_030370353.1|SLEB	LOC4800424|XP_033241599.1|DPSE
OG0002255	LOC115629150|XP_030381373.1|SLEB	LOC6896700|XP_002136914.2|DPSE, LOC4815712|XP_001355484.1|DPSE
OG0002256	LOC115628490|XP_030380484.1|SLEB	LOC4805321|XP_001361740.3|DPSE
OG0002257	LOC115633350|XP_030386648.1|SLEB	LOC4804745|XP_001361257.2|DPSE
OG0002258	LOC115622305|XP_030372070.1|SLEB	LOC4814040|XP_001354185.2|DPSE
OG0002260	LOC115622216|XP_030371973.1|SLEB	LOC6897488|XP_033232401.1|DPSE, LOC6897487|XP_002137636.2|DPSE
OG0002261	LOC115623553|XP_030373808.1|SLEB	LOC6896818|XP_002137021.2|DPSE, LOC4811999|XP_001352964.1|DPSE
OG0002262	LOC115634791|XP_030388559.1|SLEB	LOC6898797|XP_033233521.1|DPSE
OG0002263	LOC115632436|XP_030385440.1|SLEB	LOC117184953|XP_033240097.1|DPSE, LOC117184954|XP_033240098.1|DPSE, LOC4812098|XP_001352532.1|DPSE
OG0002264	LOC115626809|XP_030378182.1|SLEB	LOC4805450|XP_001361849.2|DPSE
OG0002265	LOC115632858|XP_030385978.1|SLEB	LOC4812932|XP_001353784.2|DPSE
OG0002266	LOC115624816|XP_030375522.1|SLEB	LOC6901984|XP_033239645.1|DPSE
OG0002267	LOC115632152|XP_030385029.1|SLEB	LOC4812185|XP_001352768.3|DPSE
OG0002268	LOC115622653|XP_030372522.1|SLEB	LOC4813219|XP_001354081.1|DPSE
OG0002269	LOC115623638|XP_030373985.1|SLEB	LOC6899116|XP_002139033.2|DPSE
OG0002270	LOC115622630|XP_030372500.1|SLEB	LOC4805354|XP_015040595.2|DPSE
OG0002271	LOC115622444|XP_030372245.1|SLEB	LOC4814003|XP_001354157.2|DPSE
OG0002272	LOC115628439|XP_030380401.1|SLEB	LOC4813762|XP_001353728.1|DPSE
OG0002273	LOC115634139|XP_030387567.1|SLEB	LOC6900496|XP_015042837.2|DPSE
OG0002274	LOC115634574|XP_030388258.1|SLEB	LOC4813190|XP_033240151.1|DPSE
OG0002275	LOC115622664|XP_030372537.1|SLEB	LOC4813952|XP_015043487.1|DPSE, LOC117184715|XP_033239300.1|DPSE
OG0002276	LOC115628348|XP_030380273.1|SLEB	LOC4814086|XP_015042453.2|DPSE
OG0002277	LOC115628281|XP_030380170.1|SLEB	LOC4814148|XP_001354236.2|DPSE
OG0002278	LOC115622351|XP_030372125.1|SLEB	LOC4812879|XP_001353753.3|DPSE
OG0002279	LOC115622725|XP_030372625.1|SLEB	LOC4814189|XP_001354315.1|DPSE
OG0002280	LOC115632369|XP_030385348.1|SLEB	LOC6900150|XP_033237540.1|DPSE
OG0002281	LOC115629760|XP_030382166.1|SLEB, LOC115632446|XP_030385453.1|SLEB	LOC4812172|XP_001352825.3|DPSE
OG0002282	LOC115632826|XP_030385938.1|SLEB	LOC4812505|XP_001352483.2|DPSE
OG0002283	LOC115634640|XP_030388356.1|SLEB	LOC4804467|XP_001361026.3|DPSE
OG0002284	LOC115633750|XP_030387085.1|SLEB	LOC4804037|XP_001360665.2|DPSE
OG0002285	LOC115629673|XP_030382051.1|SLEB	LOC4814837|XP_001355139.1|DPSE
OG0002286	LOC115623804|XP_030374210.1|SLEB	LOC6898207|XP_002138277.3|DPSE
OG0002287	LOC115628409|XP_030380398.1|SLEB	LOC4805355|XP_015040597.2|DPSE
OG0002288	LOC115623246|XP_030373369.1|SLEB	LOC4813986|XP_033240801.1|DPSE
OG0002289	LOC115632534|XP_030385599.1|SLEB	LOC4812738|XP_001353116.2|DPSE
OG0002290	LOC115626452|XP_030377688.1|SLEB	LOC4818177|XP_004444598.3|DPSE
OG0002291	LOC115632965|XP_030386129.1|SLEB	LOC4804924|XP_001361408.4|DPSE
OG0002292	LOC115633720|XP_030387044.1|SLEB	LOC13036500|XP_003736517.3|DPSE, LOC4803417|XP_015039071.1|DPSE
OG0002293	LOC115633735|XP_030387066.1|SLEB	LOC4803332|XP_001357513.3|DPSE
OG0002294	LOC115625315|XP_030376196.1|SLEB	LOC4801805|XP_001358840.1|DPSE, LOC6897347|XP_002137500.1|DPSE
OG0002295	LOC115629022|XP_030381178.1|SLEB	LOC4818003|XP_033235189.1|DPSE
OG0002296	LOC115625789|XP_030376821.1|SLEB	LOC4817016|XP_033236783.1|DPSE
OG0002297	LOC115628956|XP_030381092.1|SLEB	LOC4803093|XP_033233877.1|DPSE
OG0002298	LOC115626224|XP_030377386.1|SLEB	LOC4804311|XP_001360891.1|DPSE
OG0002299	LOC115620374|XP_030369480.1|SLEB	LOC6898394|XP_002138441.1|DPSE, LOC6902289|XP_002133816.3|DPSE, LOC6902259|XP_002133786.1|DPSE
OG0002300	LOC115628567|XP_030380590.1|SLEB	LOC6902591|XP_015036696.2|DPSE
OG0002301	LOC115628970|XP_030381106.1|SLEB	LOC4817935|XP_001357416.4|DPSE
OG0002302	LOC115625861|XP_030376929.1|SLEB	LOC4818001|XP_033236505.1|DPSE
OG0002303	LOC115629702|XP_030382080.1|SLEB	LOC4814716|XP_001355137.1|DPSE, LOC6899448|XP_002136085.1|DPSE
OG0002304	LOC115626371|XP_030377586.1|SLEB	LOC6903466|XP_015035425.2|DPSE
OG0002305	LOC115628170|XP_030380011.1|SLEB	LOC4813969|XP_001354127.3|DPSE
OG0002306	LOC115628522|XP_030380535.1|SLEB	LOC6902343|XP_002133289.3|DPSE
OG0002307	LOC115631633|XP_030384302.1|SLEB	LOC4817520|XP_001356935.3|DPSE
OG0002308	LOC115625673|XP_030376669.1|SLEB	LOC4816964|XP_001356376.3|DPSE
OG0002309	LOC115630618|XP_030383105.1|SLEB	LOC4817161|XP_001356818.1|DPSE
OG0002310	LOC115628525|XP_030380544.1|SLEB	LOC4817996|XP_015035580.2|DPSE
OG0002311	LOC115626183|XP_030377320.1|SLEB	LOC6902405|XP_015036986.1|DPSE
OG0002312	LOC115625923|XP_030377018.1|SLEB	LOC4817953|XP_001357342.4|DPSE
OG0002313	LOC115621950|XP_030371656.1|SLEB, LOC115634761|XP_030388513.1|SLEB	LOC4803967|XP_015039514.1|DPSE
OG0002314	LOC115634610|XP_030388320.1|SLEB	LOC6898050|XP_002138136.1|DPSE
OG0002315	LOC115633643|XP_030386944.1|SLEB	LOC4804144|XP_033233884.1|DPSE
OG0002316	LOC115631649|XP_030384320.1|SLEB	LOC4817270|XP_001356777.3|DPSE
OG0002317	LOC115632585|XP_030385665.1|SLEB	LOC6900355|XP_015042586.1|DPSE
OG0002318	LOC115630417|XP_030382812.1|SLEB	LOC4817648|XP_001357040.2|DPSE
OG0002319	LOC115626161|XP_030377296.1|SLEB	LOC4816342|XP_001356136.2|DPSE
OG0002320	LOC115630504|XP_030382960.1|SLEB	LOC4805511|XP_001361902.2|DPSE
OG0002321	LOC115628164|XP_030380004.1|SLEB	LOC4803680|XP_033234103.1|DPSE
OG0002322	LOC115625778|XP_030376809.1|SLEB	LOC4816583|XP_001356097.4|DPSE
OG0002323	LOC115628510|XP_030380514.1|SLEB	LOC4818190|XP_001357501.2|DPSE
OG0002324	LOC115626669|XP_030377956.1|SLEB	LOC6903667|XP_033239097.1|DPSE, LOC6900270|XP_015044041.2|DPSE
OG0002325	LOC115622713|XP_030372609.1|SLEB	LOC4813316|XP_015042984.1|DPSE
OG0002326	LOC115622125|XP_030371837.1|SLEB	LOC4813019|XP_015042986.2|DPSE
OG0002327	LOC115623373|XP_030373524.1|SLEB	LOC4803139|XP_003736916.2|DPSE
OG0002328	LOC115629084|XP_030381258.1|SLEB, LOC115628980|XP_030381120.1|SLEB	LOC4816611|XP_015036723.1|DPSE
OG0002329	LOC115630644|XP_030383144.1|SLEB	LOC4817602|XP_001357004.1|DPSE
OG0002330	LOC115630490|XP_030382936.1|SLEB	LOC4817604|XP_001357006.3|DPSE
OG0002331	LOC115628729|XP_030380793.1|SLEB	LOC4814533|XP_001355103.2|DPSE
OG0002332	LOC115622572|XP_030372411.1|SLEB	LOC4812068|XP_001352719.3|DPSE
OG0002333	LOC115619945|XP_030368836.1|SLEB	LOC6898614|XP_002138619.3|DPSE
OG0002334	LOC115620836|XP_030370129.1|SLEB, LOC115626565|XP_030377803.1|SLEB, LOC115626316|XP_030377512.1|SLEB	LOC4818020|XP_001357220.3|DPSE
OG0002335	LOC115624626|XP_030375244.1|SLEB	LOC6898566|XP_002138586.3|DPSE
OG0002336	LOC115628438|XP_030380399.1|SLEB	LOC4812124|XP_033240410.1|DPSE
OG0002337	LOC115627141|XP_030378582.1|SLEB	LOC6898867|XP_033234569.1|DPSE
OG0002338	LOC115631260|XP_030383831.1|SLEB	LOC4817780|XP_001357144.3|DPSE
OG0002339	LOC115628456|XP_030380433.1|SLEB	LOC6902511|XP_002133053.3|DPSE
OG0002340	LOC115631476|XP_030384090.1|SLEB	LOC4817014|XP_001356841.3|DPSE
OG0002341	LOC115628652|XP_030380683.1|SLEB	LOC4804085|XP_001360702.1|DPSE
OG0002342	LOC115625493|XP_030376406.1|SLEB, LOC115631009|XP_030383472.1|SLEB	LOC4817341|XP_015035889.1|DPSE
