Orthogroup	SLEB.longest_only	DELE.longest_only
OG0000677	LOC115623186|XP_030373268.1|SLEB	LOC108142837|XP_017122392.1|DELE
OG0000677	LOC115627739|XP_030379369.1|SLEB	LOC108142774|XP_017122304.1|DELE
OG0000678	LOC115621186|XP_030370620.1|SLEB	LOC108135284|XP_017111458.1|DELE
OG0000678	LOC115631717|XP_030384411.1|SLEB	LOC108149456|XP_017132540.1|DELE
OG0000679	LOC115633757|XP_030387092.1|SLEB	LOC108135445|XP_017111677.1|DELE
OG0000680	LOC115627844|XP_030379560.1|SLEB	LOC108134900|XP_017110894.1|DELE
OG0000681	LOC115621828|XP_030371496.1|SLEB	LOC108139320|XP_017117516.1|DELE
OG0000681	LOC115627476|XP_030379015.1|SLEB	LOC108136323|XP_017112912.1|DELE
OG0000683	LOC115620499|XP_030369611.1|SLEB	LOC108136835|XP_017113744.1|DELE
OG0000684	LOC115624151|XP_030374608.1|SLEB	LOC108135044|XP_017111070.1|DELE
OG0000684	LOC115620565|XP_030369714.1|SLEB	LOC108147270|XP_017129163.1|DELE
OG0000685	LOC115629499|XP_030381839.1|SLEB	LOC108140855|XP_017119329.1|DELE
OG0000685	LOC115623675|XP_030374005.1|SLEB	LOC108141095|XP_017119786.1|DELE
OG0000686	LOC115625171|XP_030375975.1|SLEB	LOC108145126|XP_017125830.1|DELE
OG0000686	LOC115633274|XP_030386545.1|SLEB	LOC108134945|XP_017110957.1|DELE
OG0000687	LOC115630042|XP_030382535.1|SLEB, LOC115630047|XP_030382538.1|SLEB, LOC115630043|XP_030382536.1|SLEB, LOC115630049|XP_030382540.1|SLEB, LOC115630046|XP_030382537.1|SLEB	LOC108143345|XP_017123154.1|DELE
OG0000687	LOC115633169|XP_030386442.1|SLEB	LOC108145659|XP_017126700.1|DELE
OG0000688	LOC115634831|XP_030388608.1|SLEB	LOC108144385|XP_017124649.1|DELE
OG0000689	LOC115628671|XP_030380705.1|SLEB	LOC108141533|XP_017120459.1|DELE
OG0000689	LOC115628661|XP_030380693.1|SLEB	LOC108141532|XP_017120455.1|DELE
OG0000690	LOC115629307|XP_030381612.1|SLEB	LOC108147624|XP_017129769.1|DELE
OG0000691	LOC115626605|XP_030377857.1|SLEB	LOC108141855|XP_017120937.1|DELE
OG0000691	LOC115634680|XP_030388399.1|SLEB	LOC108135583|XP_017111866.1|DELE
OG0000692	LOC115632631|XP_030385721.1|SLEB	LOC108145808|XP_017126887.1|DELE
OG0000692	LOC115632633|XP_030385722.1|SLEB	LOC108145631|XP_017126656.1|DELE
OG0000693	LOC115627792|XP_030379472.1|SLEB	LOC108136335|XP_017112928.1|DELE
OG0000693	LOC115623630|XP_030373932.1|SLEB	LOC108136978|XP_017113959.1|DELE
OG0000694	LOC115622249|XP_030372007.1|SLEB	LOC108135610|XP_017111914.1|DELE
OG0000695	LOC115626345|XP_030377554.1|SLEB	LOC108134578|XP_017110421.1|DELE
OG0000696	LOC115631699|XP_030384387.1|SLEB	LOC108142338|XP_017121581.1|DELE
OG0000696	LOC115631207|XP_030383771.1|SLEB	LOC108138678|XP_017116514.1|DELE
OG0000697	LOC115626630|XP_030377894.1|SLEB	LOC108144087|XP_017124232.1|DELE, LOC108148263|XP_017130704.1|DELE
OG0000698	LOC115631784|XP_030384478.1|SLEB	LOC108134688|XP_017110574.1|DELE
OG0000698	LOC115631797|XP_030384494.1|SLEB	LOC108134682|XP_017110569.1|DELE
OG0000699	LOC115631361|XP_030383939.1|SLEB	LOC108139006|XP_017117090.1|DELE
OG0000699	LOC115621427|XP_030370939.1|SLEB	LOC108137360|XP_017114486.1|DELE
OG0000700	LOC115630522|XP_030382986.1|SLEB	LOC108149327|XP_017132285.1|DELE, LOC108148008|XP_017130327.1|DELE
OG0000701	LOC115633828|XP_030387176.1|SLEB	LOC108149052|XP_017131887.1|DELE
OG0000701	LOC115627353|XP_030378861.1|SLEB	LOC108135455|XP_017111689.1|DELE
OG0000702	LOC115623432|XP_030373638.1|SLEB	LOC108147153|XP_017128954.1|DELE
OG0000702	LOC115623431|XP_030373622.1|SLEB	LOC108147151|XP_017128943.1|DELE
OG0000703	LOC115626522|XP_030377762.1|SLEB	LOC108149460|XP_017132547.1|DELE
OG0000703	LOC115632207|XP_030385123.1|SLEB	LOC108141265|XP_017120018.1|DELE
OG0000704	LOC115629751|XP_030382150.1|SLEB	LOC108136205|XP_017112695.1|DELE
OG0000704	LOC115620514|XP_030369639.1|SLEB	LOC108142898|XP_017122474.1|DELE
OG0000705	LOC115632166|XP_030385053.1|SLEB	LOC108146018|XP_017127283.1|DELE, LOC108146017|XP_017127281.1|DELE
OG0000706	LOC115631541|XP_030384176.1|SLEB	LOC108149240|XP_017132164.1|DELE
OG0000706	LOC115633220|XP_030386469.1|SLEB	LOC108138493|XP_017116189.1|DELE
OG0000707	LOC115634062|XP_030387466.1|SLEB	LOC108135367|XP_017111547.1|DELE
OG0000707	LOC115628046|XP_030379850.1|SLEB	LOC108141626|XP_017120584.1|DELE
OG0000708	LOC115627708|XP_030379316.1|SLEB	LOC108147672|XP_017129852.1|DELE
OG0000708	LOC115627653|XP_030379253.1|SLEB	LOC108148145|XP_017130490.1|DELE
OG0000709	LOC115621323|XP_030370803.1|SLEB	LOC108148504|XP_017131030.1|DELE
OG0000709	LOC115626872|XP_030378240.1|SLEB	LOC108137730|XP_017115117.1|DELE
OG0000710	LOC115623330|XP_030373453.1|SLEB	LOC108141008|XP_017119570.1|DELE
OG0000710	LOC115634159|XP_030387599.1|SLEB	LOC108144759|XP_017125353.1|DELE
OG0000711	LOC115622779|XP_030372697.1|SLEB	LOC108150128|XP_017133583.1|DELE
OG0000711	LOC115629865|XP_030382313.1|SLEB	LOC108142689|XP_017122186.1|DELE
OG0000712	LOC115623932|XP_030374352.1|SLEB	LOC108136968|XP_017113948.1|DELE
OG0000712	LOC115623732|XP_030374102.1|SLEB	LOC108136959|XP_017113933.1|DELE
OG0000713	LOC115621208|XP_030370649.1|SLEB	LOC108148222|XP_017130625.1|DELE
OG0000713	LOC115628094|XP_030379931.1|SLEB	LOC108141504|XP_017120420.1|DELE
OG0000714	LOC115633315|XP_030386605.1|SLEB	LOC108136255|XP_017112792.1|DELE
OG0000714	LOC115623265|XP_030373395.1|SLEB	LOC108146048|XP_017127341.1|DELE
OG0000715	LOC115623127|XP_030373195.1|SLEB	LOC108135552|XP_017111788.1|DELE
OG0000715	LOC115623055|XP_030373093.1|SLEB	LOC108135534|XP_017111769.1|DELE
OG0000716	LOC115633996|XP_030387379.1|SLEB	LOC108149862|XP_017133231.1|DELE
OG0000716	LOC115624701|XP_030375377.1|SLEB	LOC108136093|XP_017112553.1|DELE
OG0000717	LOC115632838|XP_030385954.1|SLEB	LOC108143195|XP_017122936.1|DELE
OG0000718	LOC115627733|XP_030379356.1|SLEB	LOC108148371|XP_017130883.1|DELE
OG0000718	LOC115627755|XP_030379400.1|SLEB	LOC108145308|XP_017126140.1|DELE
OG0000719	LOC115622473|XP_030372276.1|SLEB	LOC108150215|XP_017133736.1|DELE
OG0000719	LOC115622387|XP_030372171.1|SLEB	LOC108150334|XP_017133945.1|DELE
OG0000720	LOC115620246|XP_030369255.1|SLEB, LOC115621204|XP_030370645.1|SLEB, LOC115621379|XP_030370868.1|SLEB	LOC108148876|XP_017131666.1|DELE, LOC108139352|XP_017117565.1|DELE, LOC108148501|XP_017131027.1|DELE
OG0000721	LOC115626288|XP_030377472.1|SLEB	LOC108137784|XP_017115179.1|DELE
OG0000722	LOC115629852|XP_030382337.1|SLEB	LOC108144143|XP_017124276.1|DELE, LOC108144142|XP_017124275.1|DELE, LOC108144145|XP_017124277.1|DELE, LOC108144146|XP_017124278.1|DELE
OG0000723	LOC115634058|XP_030387461.1|SLEB	LOC108144953|XP_017125588.1|DELE
OG0000724	LOC115633429|XP_030386749.1|SLEB	LOC108145035|XP_017125710.1|DELE
OG0000724	LOC115626300|XP_030377488.1|SLEB	LOC108148629|XP_017131227.1|DELE
OG0000726	LOC115624214|XP_030374686.1|SLEB	LOC108135153|XP_017111262.1|DELE, LOC108135039|XP_017111066.1|DELE
OG0000727	LOC115624337|XP_030374846.1|SLEB, LOC115624335|XP_030374844.1|SLEB	LOC108135837|XP_017112210.1|DELE
OG0000728	LOC115630207|XP_030382636.1|SLEB	LOC108137411|XP_017114559.1|DELE
OG0000728	LOC115625568|XP_030376522.1|SLEB	LOC108142959|XP_017122590.1|DELE
OG0000729	LOC115620938|XP_030370310.1|SLEB	LOC108148434|XP_017130958.1|DELE
OG0000729	LOC115620939|XP_030370311.1|SLEB	LOC108148854|XP_017131632.1|DELE
OG0000730	LOC115632855|XP_030385975.1|SLEB	LOC108137613|XP_017114877.1|DELE, LOC108147844|XP_017130091.1|DELE
OG0000731	LOC115622743|XP_030372650.1|SLEB	LOC108146348|XP_017127809.1|DELE
OG0000731	LOC115633836|XP_030387186.1|SLEB	LOC108144210|XP_017124372.1|DELE
OG0000732	LOC115632506|XP_030385555.1|SLEB	LOC108146734|XP_017128327.1|DELE
OG0000732	LOC115632505|XP_030385554.1|SLEB	LOC108146733|XP_017128326.1|DELE
OG0000733	LOC115621490|XP_030371018.1|SLEB	LOC108148952|XP_017131773.1|DELE
OG0000733	LOC115622518|XP_030372333.1|SLEB	LOC108147547|XP_017129620.1|DELE
OG0000734	LOC115629183|XP_030381425.1|SLEB	LOC108143850|XP_017123900.1|DELE, LOC108143940|XP_017124025.1|DELE, LOC108149599|XP_017132783.1|DELE
OG0000734	LOC115622143|XP_030371864.1|SLEB	LOC108145955|XP_017127160.1|DELE
OG0000735	LOC115627337|XP_030378842.1|SLEB	LOC108147751|XP_017129970.1|DELE
OG0000735	LOC115633563|XP_030386879.1|SLEB, LOC115625763|XP_030376785.1|SLEB	LOC108141900|XP_017121003.1|DELE
OG0000736	LOC115630795|XP_030383313.1|SLEB	LOC108138800|XP_017116772.1|DELE
OG0000736	LOC115630588|XP_030383066.1|SLEB	LOC108138795|XP_017116763.1|DELE
OG0000737	LOC115628220|XP_030380078.1|SLEB	LOC108145077|XP_017125748.1|DELE
OG0000738	LOC115630461|XP_030382886.1|SLEB	LOC108139029|XP_017117127.1|DELE
OG0000738	LOC115626486|XP_030377730.1|SLEB	LOC108138700|XP_017116535.1|DELE
OG0000739	LOC115623627|XP_030373927.1|SLEB	LOC108136024|XP_017112447.1|DELE, LOC108135406|XP_017111596.1|DELE
OG0000740	LOC115628455|XP_030380428.1|SLEB	LOC108139276|XP_017117458.1|DELE
OG0000741	LOC115628044|XP_030379847.1|SLEB	LOC108145590|XP_017126609.1|DELE, LOC108135439|XP_017111672.1|DELE
OG0000742	LOC115627583|XP_030379167.1|SLEB	LOC108144402|XP_017124685.1|DELE
OG0000742	LOC115627481|XP_030379020.1|SLEB	LOC108144872|XP_017125517.1|DELE
OG0000743	LOC115633054|XP_030386259.1|SLEB	LOC108146011|XP_017127275.1|DELE
OG0000743	LOC115634620|XP_030388329.1|SLEB	LOC108135361|XP_017111541.1|DELE
OG0000745	LOC115634146|XP_030387579.1|SLEB, LOC115627071|XP_030378479.1|SLEB	LOC108145394|XP_017126281.1|DELE
OG0000745	LOC115634664|XP_030388387.1|SLEB	LOC108149756|XP_017133058.1|DELE
OG0000746	LOC115620015|XP_030368977.1|SLEB	LOC108147058|XP_017128833.1|DELE, LOC108147057|XP_017128832.1|DELE, LOC108147023|XP_017128768.1|DELE, LOC108147064|XP_017128844.1|DELE, LOC108147026|XP_017128772.1|DELE
OG0000747	LOC115632487|XP_030385525.1|SLEB	LOC108137670|XP_017115018.1|DELE
OG0000747	LOC115632957|XP_030386116.1|SLEB	LOC108150569|XP_017134306.1|DELE
OG0000748	LOC115630703|XP_030383216.1|SLEB	LOC108147888|XP_017130136.1|DELE
OG0000748	LOC115626976|XP_030378352.1|SLEB	LOC108138427|XP_017116115.1|DELE
OG0000750	LOC115625460|XP_030376367.1|SLEB, LOC115625461|XP_030376368.1|SLEB	LOC108142897|XP_017122473.1|DELE
OG0000751	LOC115633185|XP_030386445.1|SLEB, LOC115630937|XP_030383368.1|SLEB	LOC108149137|XP_017132032.1|DELE, LOC108149141|XP_017132035.1|DELE
OG0000752	LOC115624068|XP_030374514.1|SLEB	LOC108136941|XP_017113907.1|DELE
OG0000753	LOC115621110|XP_030370512.1|SLEB	LOC108134792|XP_017110730.1|DELE
OG0000754	LOC115627163|XP_030378607.1|SLEB	LOC108150017|XP_017133460.1|DELE
OG0000754	LOC115627856|XP_030379577.1|SLEB	LOC108145569|XP_017126568.1|DELE
OG0000755	LOC115620993|XP_030370373.1|SLEB	LOC108135732|XP_017112058.1|DELE
OG0000755	LOC115620992|XP_030370371.1|SLEB	LOC108135697|XP_017112031.1|DELE
OG0000756	LOC115629548|XP_030381890.1|SLEB	LOC108143782|XP_017123798.1|DELE
OG0000757	LOC115628322|XP_030380237.1|SLEB	LOC108146532|XP_017128061.1|DELE
OG0000758	LOC115624504|XP_030375069.1|SLEB	LOC108146501|XP_017128026.1|DELE, LOC108146468|XP_017127971.1|DELE
OG0000759	LOC115632664|XP_030385757.1|SLEB	LOC108146482|XP_017127997.1|DELE
OG0000759	LOC115632137|XP_030385012.1|SLEB	LOC108146451|XP_017127951.1|DELE
OG0000760	LOC115634764|XP_030388519.1|SLEB	LOC108149194|XP_017132107.1|DELE
OG0000761	LOC115631320|XP_030383897.1|SLEB	LOC108141979|XP_017121122.1|DELE
OG0000761	LOC115632011|XP_030384801.1|SLEB	LOC108141661|XP_017120619.1|DELE
OG0000762	LOC115625652|XP_030376640.1|SLEB	LOC108149367|XP_017132358.1|DELE
OG0000762	LOC115631875|XP_030384584.1|SLEB	LOC108147869|XP_017130116.1|DELE
OG0000763	LOC115630747|XP_030383261.1|SLEB	LOC108141722|XP_017120704.1|DELE
OG0000763	LOC115630695|XP_030383207.1|SLEB	LOC108141731|XP_017120713.1|DELE
OG0000764	LOC115621927|XP_030371631.1|SLEB	LOC108143825|XP_017123851.1|DELE
OG0000764	LOC115633306|XP_030386585.1|SLEB	LOC108148171|XP_017130559.1|DELE
OG0000765	LOC115628365|XP_030380302.1|SLEB	LOC108146428|XP_017127921.1|DELE
OG0000765	LOC115627771|XP_030379429.1|SLEB	LOC108135924|XP_017112356.1|DELE
OG0000766	LOC115629736|XP_030382131.1|SLEB	LOC108137114|XP_017114129.1|DELE
OG0000767	LOC115625324|XP_030376207.1|SLEB	LOC108137442|XP_017114595.1|DELE
OG0000767	LOC115628797|XP_030380869.1|SLEB	LOC108146476|XP_017127983.1|DELE
OG0000768	LOC115629400|XP_030381717.1|SLEB	LOC108142771|XP_017122301.1|DELE
OG0000769	LOC115627782|XP_030379452.1|SLEB	LOC108149006|XP_017131839.1|DELE, LOC108144856|XP_017125496.1|DELE
OG0000771	LOC115632497|XP_030385534.1|SLEB	LOC108146444|XP_017127941.1|DELE, LOC108146410|XP_017127901.1|DELE
OG0000772	LOC115634665|XP_030388384.1|SLEB	LOC108149891|XP_017133277.1|DELE, LOC108137301|XP_017114414.1|DELE, LOC108141266|XP_017120023.1|DELE
OG0000774	LOC115634000|XP_030387384.1|SLEB	LOC108144155|XP_017124288.1|DELE, LOC108144676|XP_017125225.1|DELE
OG0000775	LOC115624948|XP_030375659.1|SLEB	LOC108149092|XP_017131977.1|DELE
OG0000775	LOC115634170|XP_030387613.1|SLEB	LOC108134609|XP_017110472.1|DELE
OG0000778	LOC115620701|XP_030369933.1|SLEB, LOC115628096|XP_030379935.1|SLEB	LOC108147507|XP_017129564.1|DELE, LOC108148155|XP_017130579.1|DELE
OG0000779	LOC115626746|XP_030378057.1|SLEB	LOC108136561|XP_017113359.1|DELE
OG0000780	LOC115623469|XP_030373696.1|SLEB	LOC108141525|XP_017120448.1|DELE, LOC108141279|XP_017120035.1|DELE
OG0000781	LOC115626655|XP_030377922.1|SLEB	LOC108136493|XP_017113200.1|DELE
OG0000781	LOC115632546|XP_030385621.1|SLEB	LOC108143140|XP_017122876.1|DELE
OG0000782	LOC115623231|XP_030373340.1|SLEB	LOC108142521|XP_017121929.1|DELE
OG0000782	LOC115629137|XP_030381342.1|SLEB	LOC108147742|XP_017129961.1|DELE
OG0000783	LOC115620854|XP_030370158.1|SLEB	LOC108142661|XP_017122151.1|DELE
OG0000783	LOC115633212|XP_030386459.1|SLEB	LOC108141338|XP_017120135.1|DELE
OG0000784	LOC115632956|XP_030386115.1|SLEB	LOC108135548|XP_017111785.1|DELE
OG0000784	LOC115628703|XP_030380744.1|SLEB	LOC108135893|XP_017112299.1|DELE
OG0000785	LOC115621118|XP_030370522.1|SLEB	LOC108147198|XP_017129041.1|DELE
OG0000786	LOC115620536|XP_030369671.1|SLEB	LOC108140511|XP_017118791.1|DELE
OG0000787	LOC115632438|XP_030385442.1|SLEB	LOC108150197|XP_017133697.1|DELE
OG0000788	LOC115631634|XP_030384303.1|SLEB	LOC108149370|XP_017132363.1|DELE
OG0000788	LOC115628252|XP_030380128.1|SLEB	LOC108142780|XP_017122313.1|DELE
OG0000789	LOC115629061|XP_030381237.1|SLEB	LOC108137773|XP_017115164.1|DELE
OG0000789	LOC115629060|XP_030381236.1|SLEB	LOC108137795|XP_017115188.1|DELE
OG0000790	LOC115628530|XP_030380551.1|SLEB	LOC108145501|XP_017126455.1|DELE
OG0000791	LOC115629879|XP_030382336.1|SLEB	LOC108147210|XP_017129057.1|DELE
OG0000791	LOC115621525|XP_030371051.1|SLEB	LOC108148633|XP_017131234.1|DELE
OG0000792	LOC115631780|XP_030384474.1|SLEB	LOC108147858|XP_017130105.1|DELE, LOC108147825|XP_017130068.1|DELE
OG0000793	LOC115623565|XP_030373822.1|SLEB	LOC108136816|XP_017113709.1|DELE, LOC108137272|XP_017114356.1|DELE
OG0000794	LOC115629864|XP_030382312.1|SLEB	LOC108138500|XP_017116210.1|DELE
OG0000795	LOC115629651|XP_030382021.1|SLEB, LOC115625331|XP_030376215.1|SLEB	LOC108140429|XP_017118643.1|DELE
OG0000796	LOC115620420|XP_030369504.1|SLEB	LOC108139119|XP_017117221.1|DELE
OG0000796	LOC115626807|XP_030378137.1|SLEB	LOC108145098|XP_017125782.1|DELE
OG0000797	LOC115623362|XP_030373508.1|SLEB	LOC108139263|XP_017117439.1|DELE
OG0000798	LOC115626864|XP_030378234.1|SLEB, LOC115628315|XP_030380233.1|SLEB	LOC108149084|XP_017131952.1|DELE
OG0000799	LOC115622877|XP_030372826.1|SLEB	LOC108135045|XP_017111073.1|DELE
OG0000799	LOC115629792|XP_030382211.1|SLEB	LOC108140928|XP_017119485.1|DELE
OG0000800	LOC115624783|XP_030375474.1|SLEB	LOC108142437|XP_017121789.1|DELE
OG0000801	LOC115626800|XP_030378133.1|SLEB	LOC108141802|XP_017120852.1|DELE
OG0000802	LOC115628822|XP_030380912.1|SLEB	LOC108141480|XP_017120384.1|DELE, LOC108141667|XP_017120633.1|DELE
OG0000803	LOC115630694|XP_030383206.1|SLEB	LOC108135343|XP_017111524.1|DELE
OG0000803	LOC115622649|XP_030372516.1|SLEB	LOC108146301|XP_017127738.1|DELE
OG0000804	LOC115623042|XP_030373079.1|SLEB, LOC115622933|XP_030372921.1|SLEB	LOC108137898|XP_017115328.1|DELE, LOC108148298|XP_017130768.1|DELE
OG0000805	LOC115633725|XP_030387052.1|SLEB, LOC115633387|XP_030386694.1|SLEB, LOC115633782|XP_030387119.1|SLEB, LOC115631591|XP_030384252.1|SLEB	LOC108149103|XP_017131989.1|DELE
OG0000806	LOC115631223|XP_030383792.1|SLEB	LOC108147776|XP_017129994.1|DELE
OG0000807	LOC115626077|XP_030377190.1|SLEB	LOC108149408|XP_017132453.1|DELE
OG0000810	LOC115633165|XP_030386437.1|SLEB	LOC108147357|XP_017129276.1|DELE
OG0000811	LOC115634013|XP_030387397.1|SLEB	LOC108135855|XP_017112237.1|DELE
OG0000811	LOC115627523|XP_030379086.1|SLEB	LOC108137926|XP_017115360.1|DELE
OG0000812	LOC115628035|XP_030379838.1|SLEB	LOC108134938|XP_017110951.1|DELE, LOC108136097|XP_017112558.1|DELE
OG0000813	LOC115621588|XP_030371142.1|SLEB	LOC108145032|XP_017125704.1|DELE
OG0000813	LOC115631533|XP_030384166.1|SLEB	LOC108137826|XP_017115239.1|DELE
OG0000814	LOC115631370|XP_030383951.1|SLEB	LOC108150422|XP_017134068.1|DELE
OG0000815	LOC115628494|XP_030380489.1|SLEB	LOC108149331|XP_017132287.1|DELE
OG0000816	LOC115626829|XP_030378170.1|SLEB	LOC108145025|XP_017125699.1|DELE
OG0000816	LOC115623329|XP_030373452.1|SLEB	LOC108141056|XP_017119695.1|DELE
OG0000817	LOC115625273|XP_030376136.1|SLEB	LOC108147314|XP_017129227.1|DELE
OG0000817	LOC115625540|XP_030376476.1|SLEB	LOC108147315|XP_017129229.1|DELE
OG0000818	LOC115627273|XP_030378763.1|SLEB	LOC108137710|XP_017115082.1|DELE
OG0000818	LOC115627208|XP_030378687.1|SLEB	LOC108138131|XP_017115664.1|DELE
OG0000819	LOC115629908|XP_030382373.1|SLEB	LOC108135407|XP_017111593.1|DELE
OG0000819	LOC115629909|XP_030382374.1|SLEB	LOC108135454|XP_017111687.1|DELE
OG0000820	LOC115629748|XP_030382144.1|SLEB	LOC108134839|XP_017110790.1|DELE
OG0000820	LOC115633748|XP_030387083.1|SLEB	LOC108143611|XP_017123624.1|DELE
OG0000821	LOC115621003|XP_030370383.1|SLEB	LOC108136740|XP_017113572.1|DELE
OG0000821	LOC115634734|XP_030388480.1|SLEB	LOC108135387|XP_017111573.1|DELE
OG0000822	LOC115626101|XP_030377213.1|SLEB	LOC108135550|XP_017111787.1|DELE, LOC108149263|XP_017132194.1|DELE
OG0000823	LOC115621687|XP_030371257.1|SLEB, LOC115621478|XP_030370997.1|SLEB	LOC108135808|XP_017112173.1|DELE, LOC108135810|XP_017112175.1|DELE
OG0000824	LOC115631358|XP_030383935.1|SLEB, LOC115631355|XP_030383932.1|SLEB	LOC108138354|XP_017116014.1|DELE
OG0000825	LOC115631892|XP_030384601.1|SLEB	LOC108135472|XP_017111702.1|DELE
OG0000825	LOC115631910|XP_030384621.1|SLEB	LOC108138064|XP_017115529.1|DELE
OG0000826	LOC115625100|XP_030376272.1|SLEB	LOC108144454|XP_017124834.1|DELE
OG0000827	LOC115632510|XP_030385560.1|SLEB	LOC108142173|XP_017121347.1|DELE, LOC108142482|XP_017121856.1|DELE, LOC108142174|XP_017121348.1|DELE, LOC108142175|XP_017121349.1|DELE
OG0000828	LOC115621661|XP_030371228.1|SLEB	LOC108140815|XP_017119310.1|DELE
OG0000830	LOC115627051|XP_030378454.1|SLEB	LOC108147734|XP_017129952.1|DELE
OG0000831	LOC115620550|XP_030369694.1|SLEB	LOC108142195|XP_017121369.1|DELE
OG0000832	LOC115630056|XP_030382550.1|SLEB	LOC108141544|XP_017120474.1|DELE
OG0000833	LOC115633915|XP_030387287.1|SLEB	LOC108145626|XP_017126651.1|DELE
OG0000834	LOC115622025|XP_030371744.1|SLEB	LOC108148531|XP_017131060.1|DELE
OG0000835	LOC115633164|XP_030386435.1|SLEB	LOC108146782|XP_017128419.1|DELE
OG0000836	LOC115631033|XP_030383516.1|SLEB	LOC108135194|XP_017111305.1|DELE, LOC108141914|XP_017121022.1|DELE
OG0000837	LOC115633929|XP_030387306.1|SLEB	LOC108144746|XP_017125337.1|DELE
OG0000837	LOC115629286|XP_030381586.1|SLEB	LOC108137187|XP_017114259.1|DELE
OG0000838	LOC115631443|XP_030384046.1|SLEB	LOC108139072|XP_017117184.1|DELE
OG0000838	LOC115631811|XP_030384508.1|SLEB	LOC108138661|XP_017116490.1|DELE
OG0000839	LOC115623518|XP_030373759.1|SLEB	LOC108148385|XP_017130900.1|DELE
OG0000839	LOC115623788|XP_030374190.1|SLEB	LOC108136676|XP_017113488.1|DELE
OG0000840	LOC115627464|XP_030378996.1|SLEB	LOC108149896|XP_017133284.1|DELE, LOC108138584|XP_017116361.1|DELE
OG0000841	LOC115621899|XP_030371588.1|SLEB	LOC108137602|XP_017114847.1|DELE
OG0000842	LOC115634348|XP_030387864.1|SLEB	LOC108147066|XP_017128847.1|DELE
OG0000842	LOC115620792|XP_030370072.1|SLEB	LOC108137008|XP_017113995.1|DELE
OG0000843	LOC115623677|XP_030374010.1|SLEB	LOC108144818|XP_017125438.1|DELE
OG0000844	LOC115620021|XP_030368985.1|SLEB	LOC108144642|XP_017125174.1|DELE
OG0000844	LOC115623803|XP_030374206.1|SLEB	LOC108141033|XP_017119622.1|DELE
OG0000845	LOC115629856|XP_030382299.1|SLEB	LOC108142861|XP_017122420.1|DELE, LOC108142787|XP_017122322.1|DELE
OG0000846	LOC115621852|XP_030371524.1|SLEB	LOC108148741|XP_017131418.1|DELE
OG0000847	LOC115634639|XP_030388354.1|SLEB	LOC108145036|XP_017125709.1|DELE
OG0000847	LOC115626111|XP_030377225.1|SLEB	LOC108144417|XP_017124755.1|DELE
OG0000848	LOC115632007|XP_030384796.1|SLEB	LOC108148054|XP_017130395.1|DELE
OG0000848	LOC115626119|XP_030377233.1|SLEB	LOC108135192|XP_017111302.1|DELE
OG0000849	LOC115630527|XP_030382990.1|SLEB	LOC108138135|XP_017115672.1|DELE
OG0000849	LOC115623659|XP_030373977.1|SLEB	LOC108147859|XP_017130106.1|DELE
OG0000850	LOC115634453|XP_030388034.1|SLEB	LOC108137526|XP_017114731.1|DELE
OG0000850	LOC115633707|XP_030387028.1|SLEB	LOC108137527|XP_017114733.1|DELE
OG0000852	LOC115625340|XP_030376228.1|SLEB	LOC108145137|XP_017125841.1|DELE, LOC108145199|XP_017125931.1|DELE, LOC108145198|XP_017125930.1|DELE
OG0000854	LOC115627108|XP_030378530.1|SLEB	LOC108149866|XP_017133235.1|DELE
OG0000855	LOC115626856|XP_030378217.1|SLEB	LOC108150402|XP_017134049.1|DELE
OG0000855	LOC115620282|XP_030369316.1|SLEB	LOC108143793|XP_017123805.1|DELE
OG0000856	LOC115624521|XP_030375100.1|SLEB	LOC108135410|XP_017111597.1|DELE, LOC108146886|XP_017128609.1|DELE
OG0000857	LOC115633358|XP_030386658.1|SLEB	LOC108144663|XP_017125202.1|DELE
OG0000858	LOC115620449|XP_030369539.1|SLEB	LOC108134976|XP_017110997.1|DELE, LOC108134967|XP_017110987.1|DELE
OG0000860	LOC115632420|XP_030385419.1|SLEB	LOC108146155|XP_017127511.1|DELE
OG0000861	LOC115634652|XP_030388369.1|SLEB	LOC108143295|XP_017123098.1|DELE, LOC108143316|XP_017123123.1|DELE
OG0000862	LOC115634668|XP_030388388.1|SLEB	LOC108145488|XP_017126434.1|DELE, LOC108137806|XP_017115202.1|DELE
OG0000863	LOC115625341|XP_030376227.1|SLEB	LOC108148980|XP_017131810.1|DELE
OG0000863	LOC115623625|XP_030373924.1|SLEB, LOC115623958|XP_030374384.1|SLEB	LOC108143934|XP_017124009.1|DELE
OG0000864	LOC115626614|XP_030377867.1|SLEB	LOC108149274|XP_017132206.1|DELE
OG0000864	LOC115629280|XP_030381572.1|SLEB	LOC108149980|XP_017133390.1|DELE
OG0000865	LOC115623571|XP_030373827.1|SLEB	LOC108139221|XP_017117368.1|DELE
OG0000866	LOC115632046|XP_030384877.1|SLEB	LOC108148016|XP_017130339.1|DELE, LOC108148011|XP_017130331.1|DELE
OG0000867	LOC115629843|XP_030382284.1|SLEB	LOC108142132|XP_017121316.1|DELE
OG0000868	LOC115626754|XP_030378069.1|SLEB	LOC108145019|XP_017125685.1|DELE
OG0000869	LOC115624085|XP_030374534.1|SLEB	LOC108141089|XP_017119777.1|DELE
OG0000870	LOC115631395|XP_030384015.1|SLEB	LOC108144479|XP_017124893.1|DELE
