Orthogroup	SLEB.longest_only	DSER.longest_only
OG0000456	LOC115625920|XP_030377014.1|SLEB	LOC110185733|XP_020810377.1|DSER
OG0000457	LOC115626588|XP_030377830.1|SLEB	LOC110181409|XP_020804804.1|DSER
OG0000457	LOC115626095|XP_030377207.1|SLEB	LOC110185761|XP_020810422.1|DSER
OG0000458	LOC115620069|XP_030369087.1|SLEB, LOC115620409|XP_030369493.1|SLEB, LOC115634573|XP_030388257.1|SLEB, LOC115631161|XP_030383698.1|SLEB	LOC110183917|XP_020807935.1|DSER
OG0000460	LOC115631631|XP_030384300.1|SLEB	LOC110183094|XP_020806946.1|DSER
OG0000462	LOC115624359|XP_030374879.1|SLEB	LOC110188619|XP_020814045.1|DSER
OG0000462	LOC115624358|XP_030374877.1|SLEB	LOC110188620|XP_020814046.1|DSER
OG0000463	LOC115625396|XP_030376295.1|SLEB	LOC110185880|XP_020810554.1|DSER, LOC110185891|XP_020810565.1|DSER
OG0000463	LOC115620474|XP_030369565.1|SLEB	LOC110182079|XP_020805720.1|DSER, LOC110185000|XP_020809317.1|DSER
OG0000464	LOC115631164|XP_030383708.1|SLEB	LOC110183922|XP_020807942.1|DSER, LOC110183919|XP_020807939.1|DSER, LOC110183929|XP_020807952.1|DSER
OG0000465	LOC115625456|XP_030376364.1|SLEB	LOC110190848|XP_020817156.1|DSER
OG0000465	LOC115625275|XP_030376137.1|SLEB	LOC110190999|XP_020817371.1|DSER
OG0000466	LOC115628771|XP_030380846.1|SLEB	LOC110176019|XP_020797889.1|DSER
OG0000466	LOC115628623|XP_030380671.1|SLEB	LOC110177034|XP_020799210.1|DSER
OG0000467	LOC115633767|XP_030387102.1|SLEB	LOC110189658|XP_020815461.1|DSER
OG0000467	LOC115624417|XP_030375028.1|SLEB	LOC110189600|XP_020815393.1|DSER
OG0000468	LOC115620412|XP_030369494.1|SLEB	LOC110186259|XP_020811025.1|DSER
OG0000468	LOC115622529|XP_030372750.1|SLEB	LOC110178299|XP_020801046.1|DSER
OG0000469	LOC115632031|XP_030384837.1|SLEB	LOC110184005|XP_020808021.1|DSER
OG0000469	LOC115632024|XP_030384829.1|SLEB	LOC110183003|XP_020806852.1|DSER
OG0000470	LOC115624838|XP_030375544.1|SLEB	LOC110177527|XP_020799945.1|DSER
OG0000470	LOC115633902|XP_030387266.1|SLEB	LOC110179694|XP_020802963.1|DSER
OG0000471	LOC115625554|XP_030376545.1|SLEB	LOC110177592|XP_020800035.1|DSER
OG0000471	LOC115631733|XP_030384432.1|SLEB	LOC110184959|XP_020809266.1|DSER, LOC110180495|XP_020803835.1|DSER
OG0000473	LOC115630196|XP_030382623.1|SLEB	LOC110184193|XP_020808283.1|DSER
OG0000473	LOC115627938|XP_030379690.1|SLEB	LOC110180139|XP_020803444.1|DSER
OG0000473	LOC115627821|XP_030379515.1|SLEB	LOC110180138|XP_020803443.1|DSER
OG0000474	LOC115627241|XP_030378724.1|SLEB	LOC110177012|XP_020799184.1|DSER, LOC110191202|XP_020817628.1|DSER
OG0000474	LOC115623087|XP_030373152.1|SLEB	LOC110181260|XP_020804626.1|DSER
OG0000475	LOC115620839|XP_030370131.1|SLEB	LOC110187715|XP_020812811.1|DSER
OG0000475	LOC115620793|XP_030370073.1|SLEB	LOC110188027|XP_020813224.1|DSER
OG0000476	LOC115625076|XP_030375824.1|SLEB	LOC110190847|XP_020817154.1|DSER
OG0000477	LOC115620781|XP_030370050.1|SLEB	LOC110184237|XP_020808356.1|DSER
OG0000477	LOC115620952|XP_030370328.1|SLEB	LOC110184661|XP_020808928.1|DSER
OG0000478	LOC115627237|XP_030378720.1|SLEB	LOC110184166|XP_020808236.1|DSER, LOC110186160|XP_020810870.1|DSER
OG0000479	LOC115625158|XP_030375946.1|SLEB	LOC110191129|XP_020817541.1|DSER, LOC110191372|XP_020817883.1|DSER, LOC110190998|XP_020817370.1|DSER
OG0000480	LOC115630445|XP_030382867.1|SLEB	LOC110182342|XP_020806042.1|DSER
OG0000480	LOC115630429|XP_030382845.1|SLEB, LOC115630764|XP_030383280.1|SLEB	LOC110182344|XP_020806043.1|DSER
OG0000482	LOC115624007|XP_030374439.1|SLEB	LOC110176614|XP_020798699.1|DSER
OG0000482	LOC115623707|XP_030374046.1|SLEB	LOC110188404|XP_020813788.1|DSER
OG0000483	LOC115625416|XP_030376316.1|SLEB, LOC115625422|XP_030376322.1|SLEB	LOC110186151|XP_020810861.1|DSER, LOC110186225|XP_020810947.1|DSER
OG0000484	LOC115624356|XP_030374874.1|SLEB	LOC110188615|XP_020814041.1|DSER
OG0000484	LOC115624354|XP_030374872.1|SLEB	LOC110188616|XP_020814042.1|DSER
OG0000485	LOC115622735|XP_030372635.1|SLEB	LOC110178952|XP_020801912.1|DSER
OG0000485	LOC115622734|XP_030372634.1|SLEB	LOC110178935|XP_020801891.1|DSER
OG0000486	LOC115622380|XP_030372201.1|SLEB	LOC110181098|XP_020804426.1|DSER
OG0000486	LOC115622284|XP_030372084.1|SLEB	LOC110181097|XP_020804425.1|DSER
OG0000487	LOC115633973|XP_030387353.1|SLEB	LOC110189204|XP_020814834.1|DSER
OG0000487	LOC115625551|XP_030376502.1|SLEB	LOC110189197|XP_020814827.1|DSER
OG0000488	LOC115631697|XP_030384385.1|SLEB	LOC110187594|XP_020812646.1|DSER, LOC110181376|XP_020804764.1|DSER
OG0000489	LOC115621523|XP_030371049.1|SLEB	LOC110176502|XP_020798535.1|DSER
OG0000489	LOC115627675|XP_030379277.1|SLEB	LOC110176097|XP_020797995.1|DSER
OG0000490	LOC115628761|XP_030380837.1|SLEB	LOC110176103|XP_020798001.1|DSER
OG0000491	LOC115634774|XP_030388530.1|SLEB	LOC110185453|XP_020809953.1|DSER, LOC110178525|XP_020801340.1|DSER
OG0000492	LOC115634517|XP_030388144.1|SLEB	LOC110177090|XP_020799277.1|DSER
OG0000492	LOC115624481|XP_030375044.1|SLEB	LOC110186030|XP_020810725.1|DSER
OG0000493	LOC115620380|XP_030369447.1|SLEB	LOC110176446|XP_020798454.1|DSER, LOC110176465|XP_020798483.1|DSER
OG0000494	LOC115626394|XP_030377615.1|SLEB	LOC110186083|XP_020810779.1|DSER
OG0000495	LOC115623768|XP_030374167.1|SLEB	LOC110182569|XP_020806277.1|DSER
OG0000495	LOC115623777|XP_030374179.1|SLEB	LOC110178319|XP_020801088.1|DSER
OG0000496	LOC115628991|XP_030381133.1|SLEB	LOC110183129|XP_020806976.1|DSER
OG0000496	LOC115631192|XP_030383742.1|SLEB	LOC110183927|XP_020807949.1|DSER
OG0000497	LOC115631277|XP_030383851.1|SLEB	LOC110181200|XP_020804540.1|DSER
OG0000497	LOC115631501|XP_030384121.1|SLEB	LOC110179068|XP_020802094.1|DSER, LOC110181213|XP_020804554.1|DSER, LOC110182683|XP_020806434.1|DSER
OG0000498	LOC115625411|XP_030376311.1|SLEB	LOC110186148|XP_020810858.1|DSER
OG0000498	LOC115625406|XP_030376305.1|SLEB	LOC110186146|XP_020810856.1|DSER
OG0000499	LOC115626780|XP_030378109.1|SLEB	LOC110182915|XP_020806776.1|DSER
OG0000499	LOC115626831|XP_030378172.1|SLEB	LOC110179499|XP_020802733.1|DSER
OG0000500	LOC115622311|XP_030372077.1|SLEB	LOC110190890|XP_020817207.1|DSER
OG0000500	LOC115622310|XP_030372075.1|SLEB	LOC110178950|XP_020801910.1|DSER
OG0000501	LOC115634627|XP_030388342.1|SLEB	LOC110176180|XP_020798090.1|DSER, LOC110176189|XP_020798102.1|DSER, LOC110177879|XP_020800503.1|DSER
OG0000502	LOC115624882|XP_030375588.1|SLEB	LOC110179199|XP_020802275.1|DSER
OG0000503	LOC115634628|XP_030388343.1|SLEB	LOC110185501|XP_020810054.1|DSER, LOC110185502|XP_020810056.1|DSER, LOC110177941|XP_020800582.1|DSER, LOC110179744|XP_020803019.1|DSER, LOC110185505|XP_020810059.1|DSER, LOC110185504|XP_020810058.1|DSER, LOC110185503|XP_020810057.1|DSER
OG0000504	LOC115633045|XP_030386249.1|SLEB	LOC110183558|XP_020807518.1|DSER
OG0000505	LOC115633292|XP_030386564.1|SLEB	LOC110179747|XP_020803021.1|DSER
OG0000505	LOC115633257|XP_030386521.1|SLEB	LOC110179751|XP_020803026.1|DSER
OG0000507	LOC115627058|XP_030378464.1|SLEB	LOC110182054|XP_020805669.1|DSER
OG0000507	LOC115627426|XP_030378959.1|SLEB	LOC110182092|XP_020805732.1|DSER
OG0000508	LOC115624934|XP_030375645.1|SLEB	LOC110178795|XP_020801706.1|DSER
OG0000508	LOC115624935|XP_030375646.1|SLEB	LOC110187907|XP_020813071.1|DSER, LOC110190180|XP_020816187.1|DSER
OG0000509	LOC115620075|XP_030369098.1|SLEB	LOC110177555|XP_020799989.1|DSER
OG0000509	LOC115633699|XP_030387022.1|SLEB	LOC110181469|XP_020804882.1|DSER
OG0000510	LOC115630820|XP_030383345.1|SLEB, LOC115630586|XP_030383068.1|SLEB, LOC115634284|XP_030387793.1|SLEB	LOC110179275|XP_020802421.1|DSER
OG0000511	LOC115631969|XP_030384727.1|SLEB	LOC110184918|XP_020809222.1|DSER
OG0000511	LOC115631594|XP_030384255.1|SLEB	LOC110184891|XP_020809196.1|DSER
OG0000512	LOC115631331|XP_030383912.1|SLEB	LOC110178868|XP_020801801.1|DSER
OG0000513	LOC115621232|XP_030370686.1|SLEB	LOC110189268|XP_020814942.1|DSER
OG0000513	LOC115625905|XP_030376995.1|SLEB	LOC110183775|XP_020807791.1|DSER
OG0000514	LOC115628526|XP_030380546.1|SLEB	LOC110183926|XP_020807947.1|DSER, LOC110183923|XP_020807944.1|DSER, LOC110177981|XP_020800633.1|DSER
OG0000514	LOC115628516|XP_030380527.1|SLEB	LOC110183911|XP_020807915.1|DSER
OG0000515	LOC115622643|XP_030372511.1|SLEB	LOC110190531|XP_020816736.1|DSER, LOC110190530|XP_020816735.1|DSER
OG0000516	LOC115626944|XP_030378319.1|SLEB	LOC110187129|XP_020812199.1|DSER
OG0000516	LOC115626938|XP_030378313.1|SLEB	LOC110187149|XP_020812221.1|DSER
OG0000517	LOC115633963|XP_030387343.1|SLEB	LOC110189860|XP_020815738.1|DSER
OG0000518	LOC115622453|XP_030372256.1|SLEB	LOC110176722|XP_020798822.1|DSER
OG0000518	LOC115622443|XP_030372244.1|SLEB, LOC115626535|XP_030377774.1|SLEB	LOC110183709|XP_020807716.1|DSER
OG0000521	LOC115629576|XP_030381928.1|SLEB	LOC110182031|XP_020805620.1|DSER
OG0000521	LOC115629574|XP_030381925.1|SLEB	LOC110182032|XP_020805621.1|DSER
OG0000522	LOC115627854|XP_030379575.1|SLEB	LOC110188505|XP_020813898.1|DSER, LOC110184251|XP_020808371.1|DSER
OG0000523	LOC115628128|XP_030379968.1|SLEB	LOC110191312|XP_020817790.1|DSER
OG0000523	LOC115633249|XP_030386507.1|SLEB	LOC110176082|XP_020797983.1|DSER
OG0000524	LOC115621872|XP_030371557.1|SLEB	LOC110177426|XP_020799807.1|DSER, LOC110191360|XP_020817867.1|DSER, LOC110189030|XP_020814659.1|DSER
OG0000525	LOC115632582|XP_030385667.1|SLEB	LOC110188987|XP_020814595.1|DSER, LOC110188986|XP_020814594.1|DSER
OG0000526	LOC115625930|XP_030377026.1|SLEB	LOC110177188|XP_020799442.1|DSER
OG0000526	LOC115634755|XP_030388507.1|SLEB	LOC110177140|XP_020799377.1|DSER
OG0000527	LOC115632044|XP_030384874.1|SLEB	LOC110187498|XP_020812550.1|DSER
OG0000527	LOC115631125|XP_030383652.1|SLEB	LOC110187536|XP_020812589.1|DSER
OG0000528	LOC115631996|XP_030384785.1|SLEB	LOC110183785|XP_020807801.1|DSER
OG0000529	LOC115631155|XP_030383692.1|SLEB	LOC110184964|XP_020809271.1|DSER
OG0000529	LOC115630789|XP_030383304.1|SLEB	LOC110187374|XP_020812423.1|DSER
OG0000530	LOC115623076|XP_030373137.1|SLEB	LOC110178608|XP_020801452.1|DSER
OG0000530	LOC115623065|XP_030373118.1|SLEB	LOC110188887|XP_020814463.1|DSER
OG0000531	LOC115631103|XP_030383618.1|SLEB	LOC110178108|XP_020800782.1|DSER
OG0000532	LOC115623782|XP_030374183.1|SLEB	LOC110188006|XP_020813188.1|DSER
OG0000533	LOC115633432|XP_030386752.1|SLEB	LOC110176029|XP_020797898.1|DSER
OG0000533	LOC115623569|XP_030373826.1|SLEB	LOC110187943|XP_020813116.1|DSER
OG0000534	LOC115627157|XP_030378600.1|SLEB	LOC110180345|XP_020803666.1|DSER, LOC110180325|XP_020803641.1|DSER
OG0000534	LOC115626532|XP_030377772.1|SLEB	LOC110185545|XP_020810118.1|DSER
OG0000535	LOC115625013|XP_030375736.1|SLEB	LOC110180040|XP_020803311.1|DSER
OG0000535	LOC115633870|XP_030387227.1|SLEB	LOC110176886|XP_020799029.1|DSER
OG0000536	LOC115622558|XP_030372387.1|SLEB	LOC110176177|XP_020798079.1|DSER
OG0000537	LOC115627460|XP_030378995.1|SLEB	LOC110189300|XP_020814989.1|DSER
OG0000538	LOC115624785|XP_030375476.1|SLEB	LOC110191630|XP_020818182.1|DSER
OG0000538	LOC115634404|XP_030387957.1|SLEB	LOC110178407|XP_020801207.1|DSER
OG0000539	LOC115625371|XP_030376267.1|SLEB	LOC110186215|XP_020810937.1|DSER
OG0000539	LOC115625298|XP_030376173.1|SLEB	LOC110186190|XP_020810907.1|DSER
OG0000540	LOC115630655|XP_030383157.1|SLEB	LOC110187269|XP_020812315.1|DSER
OG0000542	LOC115625535|XP_030376474.1|SLEB	LOC110186788|XP_020811725.1|DSER
OG0000542	LOC115627777|XP_030379446.1|SLEB	LOC110185410|XP_020809876.1|DSER
OG0000543	LOC115621143|XP_030370560.1|SLEB	LOC110184670|XP_020808940.1|DSER
OG0000543	LOC115623333|XP_030373463.1|SLEB	LOC110182885|XP_020806688.1|DSER
OG0000544	LOC115623316|XP_030373436.1|SLEB, LOC115622707|XP_030372596.1|SLEB	LOC110178724|XP_020801589.1|DSER
OG0000544	LOC115624019|XP_030374454.1|SLEB	LOC110184507|XP_020808731.1|DSER
OG0000545	LOC115621211|XP_030370653.1|SLEB	LOC110187823|XP_020812958.1|DSER
OG0000545	LOC115621286|XP_030370749.1|SLEB	LOC110187739|XP_020812855.1|DSER
OG0000546	LOC115623697|XP_030374032.1|SLEB	LOC110188731|XP_020814204.1|DSER
OG0000546	LOC115627177|XP_030378637.1|SLEB	LOC110179470|XP_020802700.1|DSER
OG0000547	LOC115633068|XP_030386299.1|SLEB	LOC110187897|XP_020813051.1|DSER
OG0000548	LOC115622433|XP_030372234.1|SLEB	LOC110190295|XP_020816338.1|DSER
OG0000548	LOC115622434|XP_030372235.1|SLEB	LOC110190296|XP_020816339.1|DSER
OG0000549	LOC115633990|XP_030387373.1|SLEB	LOC110177056|XP_020799233.1|DSER
OG0000550	LOC115632900|XP_030386051.1|SLEB	LOC110178745|XP_020801635.1|DSER
OG0000550	LOC115632608|XP_030385696.1|SLEB	LOC110178791|XP_020801703.1|DSER
OG0000551	LOC115634798|XP_030388566.1|SLEB	LOC110178527|XP_020801342.1|DSER
OG0000552	LOC115621198|XP_030370637.1|SLEB	LOC110186838|XP_020811787.1|DSER
OG0000552	LOC115620920|XP_030370279.1|SLEB	LOC110186668|XP_020811592.1|DSER
OG0000553	LOC115625738|XP_030376751.1|SLEB	LOC110177872|XP_020800488.1|DSER
OG0000554	LOC115621598|XP_030371150.1|SLEB	LOC110185315|XP_020809743.1|DSER
OG0000554	LOC115621473|XP_030370992.1|SLEB, LOC115621559|XP_030371092.1|SLEB	LOC110185264|XP_020809666.1|DSER
OG0000555	LOC115628310|XP_030380224.1|SLEB	LOC110179417|XP_020802605.1|DSER
OG0000555	LOC115628303|XP_030380210.1|SLEB	LOC110181233|XP_020804594.1|DSER, LOC110180473|XP_020803815.1|DSER
OG0000556	LOC115623458|XP_030373674.1|SLEB	LOC110191833|XP_020818457.1|DSER
OG0000557	LOC115624100|XP_030374550.1|SLEB	LOC110176580|XP_020798653.1|DSER
OG0000557	LOC115624200|XP_030374663.1|SLEB, LOC115623910|XP_030374325.1|SLEB, LOC115624180|XP_030374635.1|SLEB, LOC115624158|XP_030374614.1|SLEB	LOC110176610|XP_020798692.1|DSER
OG0000558	LOC115623799|XP_030374201.1|SLEB	LOC110191842|XP_020818469.1|DSER
OG0000558	LOC115627610|XP_030379199.1|SLEB	LOC110184573|XP_020808806.1|DSER
OG0000559	LOC115621713|XP_030371282.1|SLEB	LOC110186176|XP_020810888.1|DSER
OG0000559	LOC115633935|XP_030387313.1|SLEB	LOC110176282|XP_020798260.1|DSER
OG0000560	LOC115624641|XP_030375269.1|SLEB	LOC110189432|XP_020815161.1|DSER
OG0000560	LOC115624640|XP_030375268.1|SLEB	LOC110189431|XP_020815160.1|DSER
OG0000561	LOC115632645|XP_030385734.1|SLEB	LOC110190641|XP_020816898.1|DSER
OG0000561	LOC115632520|XP_030385575.1|SLEB	LOC110190559|XP_020816778.1|DSER
OG0000562	LOC115622396|XP_030372181.1|SLEB	LOC110181239|XP_020804603.1|DSER
OG0000562	LOC115622789|XP_030372709.1|SLEB	LOC110181232|XP_020804593.1|DSER
OG0000563	LOC115624876|XP_030375581.1|SLEB	LOC110177481|XP_020799887.1|DSER
OG0000564	LOC115623105|XP_030373171.1|SLEB	LOC110190320|XP_020816374.1|DSER
OG0000564	LOC115622510|XP_030372323.1|SLEB	LOC110190071|XP_020816035.1|DSER
OG0000566	LOC115625079|XP_030375829.1|SLEB	LOC110190849|XP_020817157.1|DSER
OG0000566	LOC115622614|XP_030372474.1|SLEB	LOC110185332|XP_020809767.1|DSER
OG0000567	LOC115628870|XP_030380986.1|SLEB	LOC110181567|XP_020805016.1|DSER
OG0000567	LOC115628899|XP_030381018.1|SLEB	LOC110181566|XP_020805015.1|DSER
OG0000568	LOC115620709|XP_030369944.1|SLEB	LOC110180560|XP_020803913.1|DSER, LOC110176469|XP_020798487.1|DSER
OG0000569	LOC115620436|XP_030369524.1|SLEB	LOC110191824|XP_020818448.1|DSER
OG0000569	LOC115628654|XP_030380682.1|SLEB	LOC110180710|XP_020804050.1|DSER
OG0000570	LOC115625135|XP_030375914.1|SLEB	LOC110176422|XP_020798426.1|DSER
OG0000570	LOC115625181|XP_030376006.1|SLEB	LOC110176424|XP_020798429.1|DSER
OG0000571	LOC115620833|XP_030370125.1|SLEB	LOC110176399|XP_020798393.1|DSER
OG0000571	LOC115621121|XP_030370525.1|SLEB	LOC110176397|XP_020798388.1|DSER
OG0000572	LOC115621322|XP_030370800.1|SLEB	LOC110187812|XP_020812947.1|DSER
OG0000572	LOC115620609|XP_030369783.1|SLEB	LOC110187757|XP_020812877.1|DSER
OG0000573	LOC115632462|XP_030385479.1|SLEB	LOC110188824|XP_020814373.1|DSER
OG0000573	LOC115625591|XP_030376570.1|SLEB	LOC110176936|XP_020799095.1|DSER
OG0000574	LOC115632504|XP_030385552.1|SLEB	LOC110188049|XP_020813257.1|DSER
OG0000575	LOC115624630|XP_030375246.1|SLEB	LOC110190569|XP_020816803.1|DSER
OG0000575	LOC115624639|XP_030375267.1|SLEB	LOC110190593|XP_020816844.1|DSER
OG0000576	LOC115623717|XP_030374058.1|SLEB, LOC115623855|XP_030374259.1|SLEB	LOC110188526|XP_020813928.1|DSER, LOC110188412|XP_020813795.1|DSER
OG0000577	LOC115631048|XP_030383541.1|SLEB	LOC110176941|XP_020799102.1|DSER
OG0000577	LOC115630934|XP_030383361.1|SLEB	LOC110176873|XP_020799007.1|DSER
OG0000578	LOC115630624|XP_030383119.1|SLEB	LOC110183305|XP_020807203.1|DSER
OG0000578	LOC115624580|XP_030375178.1|SLEB	LOC110179138|XP_020802190.1|DSER
OG0000579	LOC115621378|XP_030370867.1|SLEB	LOC110191052|XP_020817437.1|DSER
OG0000579	LOC115622675|XP_030372549.1|SLEB	LOC110177486|XP_020799897.1|DSER
OG0000580	LOC115624313|XP_030374798.1|SLEB	LOC110187872|XP_020813015.1|DSER
OG0000580	LOC115623669|XP_030373995.1|SLEB	LOC110188083|XP_020813295.1|DSER
OG0000581	LOC115624401|XP_030374991.1|SLEB	LOC110190173|XP_020816182.1|DSER
OG0000581	LOC115627719|XP_030379324.1|SLEB	LOC110181771|XP_020805302.1|DSER
OG0000582	LOC115629425|XP_030381740.1|SLEB	LOC110176253|XP_020798223.1|DSER
OG0000583	LOC115634436|XP_030388003.1|SLEB	LOC110178511|XP_020801321.1|DSER
OG0000584	LOC115626476|XP_030377720.1|SLEB	LOC110181441|XP_020804844.1|DSER, LOC110179871|XP_020803130.1|DSER
OG0000584	LOC115626504|XP_030377749.1|SLEB, LOC115631930|XP_030384641.1|SLEB	LOC110181436|XP_020804837.1|DSER, LOC110179870|XP_020803129.1|DSER
OG0000585	LOC115622461|XP_030372266.1|SLEB	LOC110183669|XP_020807662.1|DSER
OG0000585	LOC115623138|XP_030373207.1|SLEB	LOC110183712|XP_020807719.1|DSER
OG0000586	LOC115624710|XP_030375394.1|SLEB	LOC110177776|XP_020800302.1|DSER, LOC110178265|XP_020800989.1|DSER, LOC110191327|XP_020817823.1|DSER
OG0000590	LOC115621604|XP_030371157.1|SLEB	LOC110188594|XP_020814016.1|DSER
OG0000590	LOC115628967|XP_030381105.1|SLEB	LOC110183551|XP_020807510.1|DSER
OG0000592	LOC115620051|XP_030369040.1|SLEB	LOC110191585|XP_020818129.1|DSER
OG0000592	LOC115634746|XP_030388498.1|SLEB	LOC110189203|XP_020814832.1|DSER
OG0000593	LOC115631798|XP_030384496.1|SLEB, LOC115629128|XP_030381328.1|SLEB	LOC110181831|XP_020805393.1|DSER
OG0000594	LOC115620678|XP_030369902.1|SLEB	LOC110186598|XP_020811485.1|DSER
OG0000594	LOC115623706|XP_030374044.1|SLEB	LOC110176626|XP_020798710.1|DSER
OG0000595	LOC115625556|XP_030376508.1|SLEB	LOC110184071|XP_020808114.1|DSER
OG0000595	LOC115620820|XP_030370108.1|SLEB	LOC110188373|XP_020813746.1|DSER
OG0000596	LOC115626832|XP_030378173.1|SLEB	LOC110179486|XP_020802719.1|DSER
OG0000596	LOC115625220|XP_030376063.1|SLEB	LOC110176451|XP_020798462.1|DSER
OG0000597	LOC115621662|XP_030371229.1|SLEB	LOC110187848|XP_020812991.1|DSER
OG0000597	LOC115621009|XP_030370388.1|SLEB	LOC110191370|XP_020817881.1|DSER
OG0000598	LOC115621982|XP_030371694.1|SLEB	LOC110188127|XP_020813374.1|DSER
OG0000599	LOC115622412|XP_030372206.1|SLEB	LOC110178633|XP_020801479.1|DSER
OG0000600	LOC115632442|XP_030385460.1|SLEB	LOC110189482|XP_020815228.1|DSER
OG0000600	LOC115633704|XP_030387024.1|SLEB	LOC110189256|XP_020814925.1|DSER
OG0000601	LOC115633839|XP_030387190.1|SLEB	LOC110185680|XP_020810306.1|DSER
OG0000601	LOC115626624|XP_030377888.1|SLEB	LOC110177565|XP_020800001.1|DSER, LOC110188792|XP_020814306.1|DSER
OG0000602	LOC115626085|XP_030377198.1|SLEB	LOC110185847|XP_020810513.1|DSER
OG0000603	LOC115628477|XP_030380458.1|SLEB	LOC110176878|XP_020799013.1|DSER
OG0000604	LOC115630657|XP_030383158.1|SLEB	LOC110182327|XP_020806018.1|DSER
OG0000604	LOC115630582|XP_030383060.1|SLEB, LOC115630688|XP_030383198.1|SLEB	LOC110182326|XP_020806017.1|DSER
OG0000605	LOC115630512|XP_030382973.1|SLEB	LOC110179891|XP_020803150.1|DSER, LOC110187456|XP_020812503.1|DSER
OG0000606	LOC115620195|XP_030369188.1|SLEB	LOC110177352|XP_020799703.1|DSER
OG0000607	LOC115620885|XP_030370225.1|SLEB	LOC110190852|XP_020817160.1|DSER
OG0000607	LOC115624393|XP_030374965.1|SLEB	LOC110187682|XP_020812772.1|DSER
OG0000608	LOC115625074|XP_030375822.1|SLEB	LOC110186172|XP_020810885.1|DSER
OG0000608	LOC115625574|XP_030376535.1|SLEB	LOC110186241|XP_020810966.1|DSER
OG0000609	LOC115627917|XP_030379671.1|SLEB	LOC110176930|XP_020799085.1|DSER, LOC110180528|XP_020803855.1|DSER
OG0000610	LOC115623312|XP_030373437.1|SLEB	LOC110185216|XP_020809604.1|DSER, LOC110177774|XP_020800299.1|DSER
OG0000611	LOC115629627|XP_030381991.1|SLEB	LOC110179244|XP_020802359.1|DSER
OG0000611	LOC115626533|XP_030377776.1|SLEB	LOC110181452|XP_020804861.1|DSER
OG0000612	LOC115623041|XP_030373078.1|SLEB, LOC115622314|XP_030372080.1|SLEB	LOC110190893|XP_020817211.1|DSER, LOC110191352|XP_020817859.1|DSER, LOC110191351|XP_020817858.1|DSER, LOC110190888|XP_020817206.1|DSER
OG0000614	LOC115626391|XP_030377611.1|SLEB	LOC110191140|XP_020817553.1|DSER
OG0000615	LOC115627692|XP_030379295.1|SLEB	LOC110182641|XP_020806369.1|DSER
OG0000615	LOC115620406|XP_030369485.1|SLEB	LOC110188748|XP_020814248.1|DSER
OG0000616	LOC115627474|XP_030379011.1|SLEB	LOC110182634|XP_020806359.1|DSER, LOC110182633|XP_020806356.1|DSER, LOC110182632|XP_020806353.1|DSER
OG0000617	LOC115621815|XP_030371461.1|SLEB	LOC110177319|XP_020799652.1|DSER
OG0000617	LOC115620342|XP_030369403.1|SLEB	LOC110190963|XP_020817312.1|DSER
OG0000618	LOC115622043|XP_030371775.1|SLEB	LOC110191113|XP_020817517.1|DSER
OG0000618	LOC115621508|XP_030371040.1|SLEB	LOC110191053|XP_020817438.1|DSER
OG0000619	LOC115634836|XP_030388617.1|SLEB	LOC110178445|XP_020801238.1|DSER
OG0000620	LOC115627320|XP_030378822.1|SLEB	LOC110184175|XP_020808245.1|DSER
OG0000620	LOC115633030|XP_030386227.1|SLEB	LOC110190629|XP_020816881.1|DSER
OG0000621	LOC115620478|XP_030369572.1|SLEB	LOC110188201|XP_020813457.1|DSER
OG0000621	LOC115627100|XP_030378516.1|SLEB	LOC110179492|XP_020802725.1|DSER
OG0000622	LOC115622549|XP_030372376.1|SLEB	LOC110178749|XP_020801640.1|DSER
OG0000622	LOC115632202|XP_030385111.1|SLEB	LOC110190510|XP_020816691.1|DSER
OG0000623	LOC115624552|XP_030375137.1|SLEB	LOC110186983|XP_020812001.1|DSER
OG0000623	LOC115628260|XP_030380139.1|SLEB	LOC110176698|XP_020798792.1|DSER
OG0000624	LOC115633640|XP_030386940.1|SLEB	LOC110189664|XP_020815468.1|DSER
OG0000625	LOC115622157|XP_030371885.1|SLEB	LOC110190464|XP_020816632.1|DSER
OG0000625	LOC115622847|XP_030372788.1|SLEB	LOC110190571|XP_020816805.1|DSER
OG0000626	LOC115634382|XP_030387926.1|SLEB	LOC110178151|XP_020800842.1|DSER
OG0000626	LOC115634725|XP_030388467.1|SLEB	LOC110181093|XP_020804421.1|DSER
OG0000627	LOC115633005|XP_030386190.1|SLEB	LOC110185256|XP_020809651.1|DSER
OG0000627	LOC115628860|XP_030380971.1|SLEB	LOC110180617|XP_020803960.1|DSER
OG0000628	LOC115630700|XP_030383212.1|SLEB	LOC110182378|XP_020806079.1|DSER
OG0000628	LOC115626527|XP_030377769.1|SLEB, LOC115630539|XP_030383004.1|SLEB	LOC110183345|XP_020807258.1|DSER
OG0000629	LOC115628582|XP_030380626.1|SLEB	LOC110187758|XP_020812881.1|DSER, LOC110187447|XP_020812494.1|DSER
OG0000630	LOC115626220|XP_030377378.1|SLEB	LOC110181379|XP_020804767.1|DSER
OG0000630	LOC115625733|XP_030376744.1|SLEB	LOC110181363|XP_020804746.1|DSER
OG0000631	LOC115631173|XP_030383722.1|SLEB	LOC110187312|XP_020812360.1|DSER, LOC110177653|XP_020800123.1|DSER, LOC110182406|XP_020806104.1|DSER
