Orthogroup	SLEB.longest_only	DBUS.longest_only
OG0001114	LOC115631463|XP_030384073.1|SLEB	LOC108598353|XP_017840463.1|DBUS
OG0001116	LOC115620151|XP_030369140.1|SLEB	LOC108596496|XP_017837811.1|DBUS
OG0001116	LOC115620150|XP_030369139.1|SLEB	LOC117134708|XP_033149118.1|DBUS
OG0001117	LOC115622899|XP_030372879.1|SLEB	LOC108598019|XP_017840122.2|DBUS
OG0001118	LOC115627305|XP_030378807.1|SLEB	LOC108606121|XP_017851463.1|DBUS
OG0001119	LOC115630078|XP_030382561.1|SLEB	LOC117134713|XP_033149138.1|DBUS
OG0001120	LOC115623083|XP_030373145.1|SLEB, LOC115621079|XP_030370469.1|SLEB	LOC108602369|XP_017845960.1|DBUS
OG0001121	LOC115620501|XP_030369616.1|SLEB	LOC108596153|XP_017837137.1|DBUS
OG0001122	LOC115632561|XP_030385637.1|SLEB	LOC108598440|XP_017840562.2|DBUS
OG0001124	LOC115625095|XP_030375854.1|SLEB	LOC108603667|XP_017848151.1|DBUS
OG0001125	LOC115621080|XP_030370470.1|SLEB	LOC108601789|XP_017845212.1|DBUS
OG0001126	LOC115623071|XP_030373125.1|SLEB	LOC108599515|XP_033149288.1|DBUS
OG0001127	LOC115622276|XP_030372037.1|SLEB	LOC108598165|XP_017840271.2|DBUS
OG0001128	LOC115632412|XP_030385447.1|SLEB	LOC108597779|XP_017839983.1|DBUS
OG0001129	LOC115626279|XP_030377461.1|SLEB	LOC108608259|XP_033150727.1|DBUS
OG0001130	LOC115625688|XP_030376687.1|SLEB	LOC108602684|XP_017846354.2|DBUS
OG0001131	LOC115628051|XP_030379856.1|SLEB	LOC108607382|XP_033150543.1|DBUS
OG0001133	LOC115630971|XP_030383411.1|SLEB	LOC108596929|XP_033150025.1|DBUS
OG0001134	LOC115633664|XP_030386969.1|SLEB	LOC108597562|XP_017839660.1|DBUS
OG0001135	LOC115620845|XP_030370146.1|SLEB	LOC108602839|XP_017846579.1|DBUS
OG0001136	LOC115624234|XP_030374711.1|SLEB	LOC108601248|XP_033149955.1|DBUS
OG0001136	LOC115623765|XP_030374161.1|SLEB	LOC108601257|XP_033149797.1|DBUS
OG0001137	LOC115621022|XP_030370402.1|SLEB	LOC108601265|XP_017844654.1|DBUS
OG0001138	LOC115624755|XP_030375446.1|SLEB	LOC108600147|XP_017843029.1|DBUS
OG0001139	LOC115620983|XP_030370363.1|SLEB, LOC115622700|XP_030372586.1|SLEB	LOC117134797|XP_033149599.1|DBUS, LOC108598162|XP_017840268.2|DBUS
OG0001140	LOC115621164|XP_030370585.1|SLEB, LOC115621645|XP_030371206.1|SLEB	LOC108603554|XP_017847962.1|DBUS
OG0001141	LOC115626528|XP_030377770.1|SLEB, LOC115621445|XP_030370959.1|SLEB, LOC115629071|XP_030381247.1|SLEB, LOC115628976|XP_030381115.1|SLEB, LOC115621412|XP_030370919.1|SLEB, LOC115620896|XP_030370244.1|SLEB	LOC108601445|XP_017844831.2|DBUS
OG0001142	LOC115621901|XP_030371590.1|SLEB	LOC108602194|XP_017845732.1|DBUS
OG0001143	LOC115626326|XP_030377531.1|SLEB	LOC108607857|XP_017854430.1|DBUS
OG0001144	LOC115634087|XP_030387502.1|SLEB, LOC115634232|XP_030387684.1|SLEB, LOC115634244|XP_030387698.1|SLEB	LOC108594995|XP_017835617.1|DBUS
OG0001145	LOC115626511|XP_030377759.1|SLEB	LOC108597580|XP_017835624.1|DBUS
OG0001146	LOC115627913|XP_030379668.1|SLEB, LOC115626679|XP_030377966.1|SLEB	LOC108606585|XP_033150301.1|DBUS
OG0001147	LOC115622104|XP_030371806.1|SLEB, LOC115622105|XP_030371807.1|SLEB, LOC115629609|XP_030381965.1|SLEB, LOC115634252|XP_030387706.1|SLEB	LOC108595810|XP_017836590.1|DBUS
OG0001148	LOC115631936|XP_030384647.1|SLEB	LOC108605277|XP_017850415.1|DBUS
OG0001149	LOC115628312|XP_030380226.1|SLEB	LOC108598985|XP_017841249.1|DBUS
OG0001150	LOC115634766|XP_030388521.1|SLEB, LOC115634339|XP_030387855.1|SLEB	LOC108595859|XP_017836638.1|DBUS
OG0001151	LOC115623557|XP_030373815.1|SLEB, LOC115623556|XP_030373814.1|SLEB	LOC108602335|XP_017845913.1|DBUS
OG0001152	LOC115620961|XP_030370342.1|SLEB	LOC108604592|XP_017849614.2|DBUS
OG0001153	LOC115620648|XP_030369860.1|SLEB	LOC108597662|XP_017839816.1|DBUS
OG0001154	LOC115625958|XP_030377056.1|SLEB	LOC108607513|XP_017853868.1|DBUS
OG0001155	LOC115628850|XP_030380959.1|SLEB	LOC108606509|XP_017852168.1|DBUS
OG0001157	LOC115621126|XP_030370534.1|SLEB	LOC108603075|XP_033149778.1|DBUS
OG0001158	LOC115628463|XP_030380443.1|SLEB	LOC108607471|XP_017853798.1|DBUS
OG0001159	LOC115621479|XP_030370998.1|SLEB	LOC108602985|XP_017846860.1|DBUS
OG0001160	LOC115621486|XP_030371013.1|SLEB	LOC108600008|XP_017842800.1|DBUS, LOC108603258|XP_017847395.1|DBUS
OG0001161	LOC115621649|XP_030371210.1|SLEB	LOC108602836|XP_017846574.1|DBUS
OG0001162	LOC115623523|XP_030373766.1|SLEB	LOC108604725|XP_017849793.1|DBUS
OG0001163	LOC115625557|XP_030376509.1|SLEB	LOC108604245|XP_017849109.1|DBUS
OG0001164	LOC115621626|XP_030371183.1|SLEB	LOC108602513|XP_017846132.1|DBUS
OG0001165	LOC115634433|XP_030388000.1|SLEB, LOC115628474|XP_030380459.1|SLEB	LOC108596973|XP_017838715.1|DBUS, LOC108594929|XP_017835554.1|DBUS, LOC108594928|XP_017835553.1|DBUS
OG0001166	LOC115632873|XP_030386007.1|SLEB, LOC115632871|XP_030385995.1|SLEB	LOC108599428|XP_017841728.1|DBUS
OG0001167	LOC115634688|XP_030388414.1|SLEB	LOC108594649|XP_033149226.1|DBUS
OG0001168	LOC115621605|XP_030371160.1|SLEB, LOC115633613|XP_030386910.1|SLEB, LOC115630383|XP_030382772.1|SLEB, LOC115630381|XP_030382771.1|SLEB, LOC115630388|XP_030382775.1|SLEB, LOC115630389|XP_030382776.1|SLEB, LOC115630387|XP_030382774.1|SLEB, LOC115630390|XP_030382777.1|SLEB, LOC115630379|XP_030382770.1|SLEB, LOC115633618|XP_030386915.1|SLEB, LOC115633616|XP_030386912.1|SLEB, LOC115633617|XP_030386914.1|SLEB, LOC115633615|XP_030386911.1|SLEB	LOC108597682|XP_017839845.1|DBUS
OG0001169	LOC115633396|XP_030386699.1|SLEB, LOC115633425|XP_030386745.1|SLEB	LOC108606895|XP_017852911.1|DBUS
OG0001170	LOC115622090|XP_030371791.1|SLEB, LOC115620718|XP_030369956.1|SLEB	LOC108604581|XP_017849601.1|DBUS
OG0001171	LOC115623131|XP_030373201.1|SLEB	LOC108599800|XP_017842362.2|DBUS
OG0001171	LOC115622487|XP_030372293.1|SLEB	LOC117134805|XP_033149666.1|DBUS
OG0001172	LOC115620637|XP_030369838.1|SLEB, LOC115624420|XP_030375020.1|SLEB, LOC115622544|XP_030372374.1|SLEB, LOC115619993|XP_030368925.1|SLEB	LOC108594993|XP_017835615.1|DBUS
OG0001173	LOC115620421|XP_030369505.1|SLEB	LOC108604048|XP_017848799.1|DBUS
OG0001174	LOC115632297|XP_030385251.1|SLEB	LOC108599682|XP_017842163.1|DBUS
OG0001175	LOC115633003|XP_030386192.1|SLEB	LOC108597518|XP_017839601.1|DBUS
OG0001175	LOC115627389|XP_030378903.1|SLEB	LOC108605081|XP_017850136.1|DBUS
OG0001176	LOC115634624|XP_030388337.1|SLEB	LOC108594810|XP_017835437.1|DBUS
OG0001177	LOC115630806|XP_030383328.1|SLEB	LOC108607904|XP_017854500.2|DBUS
OG0001178	LOC115634255|XP_030387710.1|SLEB	LOC108595785|XP_017836566.1|DBUS
OG0001179	LOC115623641|XP_030373950.1|SLEB	LOC108596995|XP_017838754.1|DBUS
OG0001180	LOC115627847|XP_030379566.1|SLEB	LOC108607350|XP_017853525.1|DBUS
OG0001181	LOC115624665|XP_030375313.1|SLEB	LOC108598483|XP_017840627.2|DBUS
OG0001182	LOC115620292|XP_030369329.1|SLEB	LOC108604519|XP_017849513.1|DBUS
OG0001183	LOC115625280|XP_030376144.1|SLEB	LOC108607166|XP_017853306.1|DBUS, LOC108599378|XP_017841673.1|DBUS
OG0001184	LOC115623460|XP_030373677.1|SLEB	LOC108603657|XP_017848123.1|DBUS
OG0001185	LOC115625170|XP_030375972.1|SLEB	LOC108602843|XP_017846588.1|DBUS
OG0001186	LOC115624020|XP_030374455.1|SLEB	LOC117134948|XP_033150415.1|DBUS
OG0001187	LOC115625850|XP_030376919.1|SLEB	LOC108596885|XP_017838555.1|DBUS
OG0001188	LOC115628992|XP_030381137.1|SLEB	LOC108597720|XP_017839900.1|DBUS
OG0001189	LOC115624680|XP_030375339.1|SLEB	LOC108595252|XP_017835945.1|DBUS
OG0001190	LOC115627544|XP_030379119.1|SLEB	LOC108605723|XP_017851005.1|DBUS
OG0001191	LOC115626435|XP_030377670.1|SLEB, LOC115626400|XP_030377623.1|SLEB	LOC108607785|XP_017854312.2|DBUS
OG0001192	LOC115629969|XP_030382448.1|SLEB	LOC108594290|XP_017834921.1|DBUS
OG0001193	LOC115620774|XP_030370042.1|SLEB	LOC108603201|XP_017847272.1|DBUS
OG0001194	LOC115629875|XP_030382333.1|SLEB	LOC108605290|XP_017850428.1|DBUS
OG0001195	LOC115620677|XP_030369905.1|SLEB	LOC108595419|XP_017836136.1|DBUS
OG0001196	LOC115632939|XP_030386094.1|SLEB, LOC115627202|XP_030378680.1|SLEB	LOC108605039|XP_017850096.1|DBUS
OG0001197	LOC115623562|XP_030373818.1|SLEB	LOC108603676|XP_017848169.1|DBUS
OG0001198	LOC115621321|XP_030370799.1|SLEB, LOC115620347|XP_030369407.1|SLEB, LOC115626023|XP_030377132.1|SLEB	LOC108601552|XP_017844940.1|DBUS
OG0001200	LOC115628081|XP_030379914.1|SLEB	LOC108600284|XP_017843244.1|DBUS
OG0001201	LOC115625457|XP_030376365.1|SLEB	LOC108601769|XP_017845183.2|DBUS
OG0001202	LOC115628939|XP_030381072.1|SLEB	LOC108606385|XP_017851939.1|DBUS
OG0001203	LOC115628065|XP_030379892.1|SLEB	LOC108607376|XP_017853587.2|DBUS
OG0001204	LOC115625799|XP_030376836.1|SLEB	LOC108608408|XP_017855255.1|DBUS
OG0001205	LOC115625122|XP_030375894.1|SLEB	LOC108603447|XP_017847766.1|DBUS
OG0001206	LOC115621766|XP_030371360.1|SLEB	LOC108603740|XP_017848286.1|DBUS
OG0001207	LOC115633296|XP_030386568.1|SLEB	LOC108607697|XP_017854173.1|DBUS, LOC108606110|XP_017851446.1|DBUS
OG0001208	LOC115629632|XP_030381993.1|SLEB	LOC108605036|XP_033150283.1|DBUS
OG0001209	LOC115621004|XP_030370384.1|SLEB	LOC108602178|XP_017845705.1|DBUS
OG0001210	LOC115627231|XP_030378714.1|SLEB	LOC108605558|XP_017850811.1|DBUS
OG0001211	LOC115623875|XP_030374283.1|SLEB	LOC108603218|XP_017847304.1|DBUS
OG0001212	LOC115633364|XP_030386669.1|SLEB	LOC108606983|XP_017853046.1|DBUS
OG0001213	LOC115625124|XP_030375898.1|SLEB	LOC108601439|XP_017844826.1|DBUS
OG0001214	LOC115620611|XP_030369788.1|SLEB	LOC108604087|XP_017848853.1|DBUS
OG0001215	LOC115625612|XP_030376606.1|SLEB	LOC108604517|XP_017849510.1|DBUS
OG0001216	LOC115625218|XP_030376058.1|SLEB	LOC108603459|XP_017847780.2|DBUS
OG0001217	LOC115626098|XP_030377210.1|SLEB	LOC108606647|XP_017852489.1|DBUS
OG0001218	LOC115622093|XP_030371795.1|SLEB, LOC115620719|XP_030369958.1|SLEB	LOC117134634|XP_017849602.2|DBUS, LOC108604582|XP_033149880.1|DBUS
OG0001220	LOC115633059|XP_030386267.1|SLEB	LOC108595516|XP_017836259.1|DBUS
OG0001221	LOC115620005|XP_030368954.1|SLEB	LOC108597106|XP_017838967.1|DBUS
OG0001222	LOC115627834|XP_030379538.1|SLEB	LOC108607317|XP_017853477.1|DBUS
OG0001222	LOC115621148|XP_030370565.1|SLEB	LOC108601681|XP_017845079.1|DBUS
OG0001223	LOC115626691|XP_030377982.1|SLEB	LOC108597162|XP_017839061.1|DBUS, LOC108608549|XP_017835136.2|DBUS
OG0001224	LOC115634553|XP_030388229.1|SLEB, LOC115620166|XP_030369155.1|SLEB	LOC108596317|XP_017837416.1|DBUS
OG0001225	LOC115619995|XP_030368939.1|SLEB	LOC108596829|XP_017838436.1|DBUS
OG0001226	LOC115634826|XP_030388605.1|SLEB	LOC108596552|XP_017837938.1|DBUS
OG0001227	LOC115631782|XP_030384477.1|SLEB, LOC115631286|XP_030383860.1|SLEB	LOC108598083|XP_017840189.1|DBUS
OG0001228	LOC115629115|XP_030381304.1|SLEB	LOC108605308|XP_017850467.1|DBUS
OG0001229	LOC115620116|XP_030369134.1|SLEB	LOC117135021|XP_033150711.1|DBUS
OG0001230	LOC115626053|XP_030377168.1|SLEB	LOC108597056|XP_017838866.1|DBUS
OG0001231	LOC115629199|XP_030381459.1|SLEB, LOC115629198|XP_030381458.1|SLEB, LOC115626276|XP_030377459.1|SLEB	LOC108594362|XP_017835011.2|DBUS
OG0001232	LOC115630678|XP_030383181.1|SLEB	LOC108608432|XP_017855290.1|DBUS, LOC108607818|XP_017854354.1|DBUS
OG0001233	LOC115632053|XP_030384887.1|SLEB	LOC108596776|XP_017838368.1|DBUS
OG0001234	LOC115623461|XP_030373678.1|SLEB, LOC115631366|XP_030383948.1|SLEB	LOC108606797|XP_017852746.1|DBUS, LOC108597414|XP_017839453.1|DBUS, LOC108596837|XP_017838451.1|DBUS
OG0001235	LOC115631068|XP_030383574.1|SLEB	LOC108608161|XP_017854904.1|DBUS
OG0001236	LOC115628162|XP_030380002.1|SLEB	LOC108599669|XP_017842139.1|DBUS
OG0001237	LOC115623846|XP_030374248.1|SLEB	LOC108603451|XP_017847771.1|DBUS
OG0001238	LOC115625038|XP_030375738.1|SLEB	LOC108604437|XP_017849401.1|DBUS
OG0001240	LOC115625437|XP_030376343.1|SLEB	LOC108601712|XP_017845116.1|DBUS
OG0001242	LOC115629261|XP_030381542.1|SLEB	LOC108606915|XP_017852945.1|DBUS
OG0001243	LOC115621365|XP_030370892.1|SLEB	LOC108599721|XP_017842207.1|DBUS
OG0001244	LOC115625112|XP_030375878.1|SLEB	LOC108603406|XP_017847685.1|DBUS
OG0001245	LOC115621922|XP_030371626.1|SLEB	LOC108601562|XP_017844950.1|DBUS
OG0001246	LOC115625182|XP_030376010.1|SLEB	LOC108595054|XP_017835686.1|DBUS
OG0001247	LOC115622491|XP_030372298.1|SLEB	LOC108597512|XP_033150674.1|DBUS
OG0001248	LOC115634393|XP_030387945.1|SLEB, LOC115623579|XP_030373842.1|SLEB	LOC108597921|XP_017840027.2|DBUS, LOC108599794|XP_033149588.1|DBUS
OG0001249	LOC115623054|XP_030373092.1|SLEB, LOC115629582|XP_030381935.1|SLEB, LOC115629581|XP_030381934.1|SLEB	LOC108606444|XP_017852047.1|DBUS
OG0001251	LOC115632688|XP_030385784.1|SLEB	LOC108601244|XP_033150914.1|DBUS, LOC108596527|XP_033150937.1|DBUS, LOC117135096|XP_033150936.1|DBUS
OG0001252	LOC115621429|XP_030370940.1|SLEB	LOC108603389|XP_017847649.2|DBUS, LOC117134870|XP_033150112.1|DBUS
OG0001253	LOC115628182|XP_030380031.1|SLEB	LOC108596953|XP_017838681.1|DBUS
OG0001255	LOC115628401|XP_030380353.1|SLEB	LOC108596458|XP_017837696.1|DBUS
OG0001256	LOC115632592|XP_030385676.1|SLEB	LOC117134808|XP_033149773.1|DBUS
OG0001256	LOC115623989|XP_030374458.1|SLEB	LOC108594850|XP_017835477.1|DBUS
OG0001257	LOC115627839|XP_030379546.1|SLEB	LOC108607362|XP_017853558.1|DBUS
OG0001258	LOC115634493|XP_030388109.1|SLEB, LOC115620444|XP_030369533.1|SLEB, LOC115620443|XP_030369532.1|SLEB	LOC108604510|XP_017849502.1|DBUS
OG0001259	LOC115628921|XP_030381042.1|SLEB	LOC108605403|XP_017850562.1|DBUS
OG0001260	LOC115625257|XP_030376112.1|SLEB	LOC108602021|XP_017845513.1|DBUS
OG0001261	LOC115629592|XP_030381942.1|SLEB	LOC108606683|XP_017852521.1|DBUS
OG0001262	LOC115622334|XP_030372105.1|SLEB	LOC108600788|XP_017844051.1|DBUS
OG0001263	LOC115620551|XP_030369695.1|SLEB	LOC108601766|XP_017845178.1|DBUS
OG0001264	LOC115631300|XP_030383874.1|SLEB	LOC108597055|XP_033149101.1|DBUS
OG0001265	LOC115629802|XP_030382224.1|SLEB	LOC108604975|XP_033150396.1|DBUS
OG0001266	LOC115632811|XP_030385926.1|SLEB	LOC108596175|XP_017837172.1|DBUS
OG0001267	LOC115620683|XP_030369910.1|SLEB	LOC108601765|XP_017845177.1|DBUS
OG0001268	LOC115621597|XP_030371148.1|SLEB	LOC108602532|XP_017846154.1|DBUS
OG0001269	LOC115624727|XP_030375411.1|SLEB	LOC108595406|XP_017836120.1|DBUS
OG0001270	LOC115625553|XP_030376505.1|SLEB	LOC108601438|XP_017844825.1|DBUS
OG0001271	LOC115628049|XP_030379858.1|SLEB	LOC108594795|XP_017835423.1|DBUS
OG0001272	LOC115632133|XP_030385003.1|SLEB	LOC108600930|XP_017844256.1|DBUS
OG0001273	LOC115620376|XP_030369442.1|SLEB	LOC108602463|XP_017846075.1|DBUS
OG0001274	LOC115622173|XP_030371911.1|SLEB	LOC108600386|XP_017843421.1|DBUS
OG0001275	LOC115627217|XP_030378696.1|SLEB	LOC108606693|XP_017852545.1|DBUS
OG0001276	LOC115633240|XP_030386496.1|SLEB, LOC115632191|XP_030385095.1|SLEB	LOC108600634|XP_017843810.2|DBUS
OG0001277	LOC115622939|XP_030372930.1|SLEB	LOC108597937|XP_017840041.1|DBUS
OG0001278	LOC115633089|XP_030386327.1|SLEB	LOC108599917|XP_017842605.1|DBUS
OG0001278	LOC115631816|XP_030384513.1|SLEB	LOC108604416|XP_017849412.1|DBUS
OG0001279	LOC115632448|XP_030385458.1|SLEB	LOC108598816|XP_017841051.1|DBUS
OG0001280	LOC115632311|XP_030385272.1|SLEB	LOC108599487|XP_017841823.1|DBUS
OG0001281	LOC115622134|XP_030371852.1|SLEB	LOC108598658|XP_017840858.2|DBUS
OG0001283	LOC115620592|XP_030369803.1|SLEB	LOC108596913|XP_017838609.1|DBUS
OG0001284	LOC115631547|XP_030384182.1|SLEB	LOC108598471|XP_017840611.1|DBUS
OG0001285	LOC115623235|XP_030373344.1|SLEB	LOC108600524|XP_017843657.1|DBUS
OG0001286	LOC115630804|XP_030383327.1|SLEB	LOC108606511|XP_017852173.1|DBUS
OG0001287	LOC115626405|XP_030377630.1|SLEB	LOC108604119|XP_017848894.1|DBUS
OG0001288	LOC115631450|XP_030384055.1|SLEB	LOC108594254|XP_033149443.1|DBUS
OG0001289	LOC115630503|XP_030382955.1|SLEB	LOC108608164|XP_017854908.2|DBUS, LOC108602456|XP_017846071.2|DBUS
OG0001290	LOC115630477|XP_030382917.1|SLEB	LOC108596112|XP_033149204.1|DBUS
OG0001291	LOC115625066|XP_030375812.1|SLEB	LOC108595003|XP_017835627.1|DBUS
OG0001292	LOC115634641|XP_030388357.1|SLEB	LOC108596770|XP_017838355.1|DBUS
OG0001293	LOC115629516|XP_030381857.1|SLEB	LOC108606164|XP_017851505.1|DBUS, LOC108607182|XP_017853328.1|DBUS
OG0001294	LOC115623368|XP_030373514.1|SLEB	LOC108603876|XP_017848536.1|DBUS, LOC108605674|XP_033150258.1|DBUS
OG0001295	LOC115627759|XP_030379405.1|SLEB	LOC108605580|XP_017850839.1|DBUS
OG0001296	LOC115631963|XP_030384691.1|SLEB	LOC108598546|XP_017840719.1|DBUS
OG0001297	LOC115620558|XP_030369705.1|SLEB	LOC108601954|XP_033149942.1|DBUS
OG0001298	LOC115623666|XP_030373993.1|SLEB	LOC108601613|XP_033149866.1|DBUS
OG0001299	LOC115622744|XP_030372652.1|SLEB	LOC108600786|XP_017844047.1|DBUS
OG0001300	LOC115624424|XP_030375023.1|SLEB	LOC108602803|XP_017846514.1|DBUS
OG0001301	LOC115633133|XP_030386400.1|SLEB	LOC108601913|XP_017845383.1|DBUS
OG0001302	LOC115622887|XP_030372851.1|SLEB	LOC108596526|XP_017837902.1|DBUS
OG0001303	LOC115625094|XP_030375853.1|SLEB	LOC108603668|XP_017848153.1|DBUS
OG0001304	LOC115620068|XP_030369079.1|SLEB	LOC108597256|XP_017839200.1|DBUS
OG0001305	LOC115625058|XP_030375783.1|SLEB	LOC108597482|XP_017839546.1|DBUS, LOC108597481|XP_017839545.1|DBUS, LOC108603599|XP_017848032.1|DBUS
OG0001306	LOC115629449|XP_030381773.1|SLEB	LOC108602831|XP_017846561.1|DBUS
OG0001307	LOC115622158|XP_030371886.1|SLEB	LOC108599599|XP_017842040.1|DBUS
OG0001308	LOC115627730|XP_030379350.1|SLEB	LOC108605431|XP_017850596.1|DBUS
OG0001309	LOC115625279|XP_030376143.1|SLEB	LOC108603532|XP_017847918.1|DBUS
OG0001310	LOC115627096|XP_030378509.1|SLEB	LOC108607187|XP_017853333.1|DBUS
OG0001311	LOC115627521|XP_030379081.1|SLEB	LOC108606279|XP_017851749.1|DBUS
OG0001312	LOC115632854|XP_030385974.1|SLEB	LOC108597919|XP_017840025.2|DBUS
OG0001313	LOC115627676|XP_030379278.1|SLEB, LOC115634655|XP_030388372.1|SLEB	LOC108596779|XP_017838367.1|DBUS
OG0001314	LOC115625800|XP_030376837.1|SLEB	LOC108608411|XP_017855259.1|DBUS
OG0001315	LOC115629293|XP_030381593.1|SLEB	LOC108605012|XP_017850068.1|DBUS, LOC108606132|XP_017851474.1|DBUS
OG0001316	LOC115633666|XP_030386970.1|SLEB	LOC108595061|XP_017835695.1|DBUS
OG0001317	LOC115631011|XP_030383476.1|SLEB	LOC108596866|XP_033149230.1|DBUS
OG0001318	LOC115633904|XP_030387268.1|SLEB, LOC115623209|XP_030373297.1|SLEB, LOC115625777|XP_030376806.1|SLEB	LOC117135004|XP_033150672.1|DBUS, LOC117135091|XP_033150928.1|DBUS, LOC117134983|XP_033150558.1|DBUS, LOC108594719|XP_033150932.1|DBUS, LOC117135094|XP_033150934.1|DBUS, LOC117134863|XP_033150026.1|DBUS, LOC117134990|XP_033150590.1|DBUS, LOC117134996|XP_033150601.1|DBUS
OG0001319	LOC115625701|XP_030376702.1|SLEB	LOC108598462|XP_017840599.1|DBUS
OG0001320	LOC115630016|XP_030382502.1|SLEB	LOC108595218|XP_017835895.1|DBUS
OG0001322	LOC115624292|XP_030374777.1|SLEB	LOC108602442|XP_017846053.1|DBUS
OG0001323	LOC115631866|XP_030384574.1|SLEB	LOC108596010|XP_017836848.1|DBUS
OG0001324	LOC115630681|XP_030383187.1|SLEB, LOC115630698|XP_030383211.1|SLEB, LOC115630715|XP_030383227.1|SLEB	LOC108608551|XP_017855459.1|DBUS
OG0001325	LOC115625388|XP_030376286.1|SLEB, LOC115625364|XP_030376261.1|SLEB	LOC108602303|XP_017845874.1|DBUS
OG0001326	LOC115621788|XP_030371417.1|SLEB	LOC108602768|XP_017846430.1|DBUS
OG0001328	LOC115627059|XP_030378465.1|SLEB	LOC108605706|XP_017850987.1|DBUS
OG0001329	LOC115634251|XP_030387705.1|SLEB, LOC115628358|XP_030380293.1|SLEB, LOC115628317|XP_030380232.1|SLEB	LOC108598123|XP_017840229.1|DBUS, LOC108606875|XP_017852887.1|DBUS
OG0001330	LOC115629838|XP_030382274.1|SLEB	LOC108606755|XP_017852647.2|DBUS
OG0001331	LOC115626891|XP_030378261.1|SLEB	LOC108606035|XP_017851351.1|DBUS
OG0001332	LOC115627270|XP_030378759.1|SLEB	LOC108606355|XP_017851893.1|DBUS
OG0001333	LOC115626765|XP_030378082.1|SLEB	LOC108605555|XP_017850804.1|DBUS
OG0001334	LOC115620746|XP_030370000.1|SLEB	LOC108604723|XP_017849790.1|DBUS
OG0001335	LOC115623780|XP_030374180.1|SLEB	LOC108603850|XP_017848492.1|DBUS
OG0001337	LOC115627015|XP_030378397.1|SLEB	LOC108606596|XP_017852332.1|DBUS
OG0001338	LOC115625653|XP_030376645.1|SLEB	LOC108595193|XP_017835866.1|DBUS
OG0001339	LOC115630878|XP_030383350.1|SLEB	LOC108596553|XP_017837939.1|DBUS
OG0001340	LOC115628124|XP_030379960.1|SLEB	LOC108598625|XP_017840813.1|DBUS
OG0001341	LOC115623606|XP_030373883.1|SLEB	LOC108601888|XP_017845352.1|DBUS
OG0001342	LOC115620559|XP_030369707.1|SLEB	LOC108603694|XP_017848208.1|DBUS
OG0001343	LOC115621973|XP_030371683.1|SLEB	LOC108601461|XP_017844848.1|DBUS
OG0001344	LOC115620479|XP_030369574.1|SLEB	LOC108604331|XP_017849246.1|DBUS
OG0001345	LOC115625195|XP_030376021.1|SLEB	LOC108604561|XP_017849579.1|DBUS
OG0001346	LOC115620801|XP_030370084.1|SLEB	LOC108603922|XP_017848603.1|DBUS
OG0001347	LOC115626737|XP_030378046.1|SLEB	LOC108605756|XP_017851047.1|DBUS
OG0001348	LOC115629025|XP_030381182.1|SLEB, LOC115633209|XP_030386452.1|SLEB	LOC108606593|XP_017852328.1|DBUS
OG0001349	LOC115622456|XP_030372258.1|SLEB	LOC108598595|XP_017840778.1|DBUS, LOC108599963|XP_033149408.1|DBUS
OG0001350	LOC115628722|XP_030380778.1|SLEB, LOC115629038|XP_030381199.1|SLEB	LOC108598568|XP_017840741.1|DBUS
OG0001351	LOC115634141|XP_030387576.1|SLEB, LOC115634413|XP_030387971.1|SLEB	LOC108596489|XP_017837765.1|DBUS
OG0001352	LOC115622940|XP_030372934.1|SLEB	LOC108596956|XP_017838686.1|DBUS
OG0001353	LOC115628682|XP_030380715.1|SLEB	LOC108598863|XP_017841109.1|DBUS
OG0001354	LOC115633280|XP_030386552.1|SLEB	LOC108597548|XP_017839645.1|DBUS
OG0001355	LOC115631923|XP_030384637.1|SLEB	LOC108608201|XP_017854964.1|DBUS
OG0001356	LOC115632021|XP_030384824.1|SLEB	LOC108603481|XP_017847818.1|DBUS
OG0001357	LOC115622827|XP_030372765.1|SLEB	LOC108599937|XP_017842647.1|DBUS
OG0001358	LOC115622604|XP_030372466.1|SLEB	LOC108601013|XP_033149737.1|DBUS
OG0001359	LOC115626145|XP_030377269.1|SLEB	LOC108607831|XP_017854379.1|DBUS
OG0001360	LOC115633648|XP_030386949.1|SLEB	LOC108597645|XP_017839783.1|DBUS
OG0001361	LOC115632595|XP_030385680.1|SLEB	LOC108598068|XP_017840171.2|DBUS
OG0001362	LOC115633091|XP_030386330.1|SLEB	LOC108598904|XP_017841156.1|DBUS
OG0001363	LOC115624011|XP_030374444.1|SLEB	LOC108603230|XP_017847334.1|DBUS
OG0001364	LOC115633595|XP_030386901.1|SLEB	LOC108594659|XP_033150978.1|DBUS
OG0001365	LOC115622793|XP_030372717.1|SLEB	LOC108598726|XP_017840944.1|DBUS
OG0001366	LOC115622894|XP_030372869.1|SLEB	LOC108598007|XP_017840111.1|DBUS
OG0001367	LOC115627533|XP_030379108.1|SLEB	LOC108597360|XP_017839366.1|DBUS
OG0001368	LOC115621807|XP_030371455.1|SLEB	LOC108596324|XP_017837435.1|DBUS
OG0001369	LOC115620631|XP_030369821.1|SLEB	LOC117134643|XP_017851599.2|DBUS, LOC108605787|XP_017851079.2|DBUS, LOC108606218|XP_033150278.1|DBUS
