Orthogroup	SLEB.longest_only	DANA.longest_only
OG0001301	LOC115633133|XP_030386400.1|SLEB	LOC6498237|XP_001962364.1|DANA
OG0001302	LOC115622887|XP_030372851.1|SLEB	LOC6494604|XP_032306614.1|DANA
OG0001303	LOC115625094|XP_030375853.1|SLEB	LOC6500698|XP_001953750.1|DANA
OG0001304	LOC115620068|XP_030369079.1|SLEB	LOC6505436|XP_032308649.1|DANA, LOC6494011|XP_001961150.1|DANA
OG0001305	LOC115625058|XP_030375783.1|SLEB	LOC6503390|XP_001967520.2|DANA
OG0001306	LOC115629449|XP_030381773.1|SLEB	LOC6500706|XP_001953762.1|DANA
OG0001307	LOC115622158|XP_030371886.1|SLEB	LOC6493303|XP_001957486.1|DANA
OG0001308	LOC115627730|XP_030379350.1|SLEB	LOC6504634|XP_032309303.1|DANA
OG0001309	LOC115625279|XP_030376143.1|SLEB	LOC6501270|XP_001954892.1|DANA
OG0001310	LOC115627096|XP_030378509.1|SLEB	LOC6502947|XP_001963541.2|DANA
OG0001311	LOC115627521|XP_030379081.1|SLEB	LOC6505194|XP_001965524.2|DANA
OG0001312	LOC115632854|XP_030385974.1|SLEB	LOC6493418|XP_001957711.1|DANA
OG0001313	LOC115627676|XP_030379278.1|SLEB, LOC115634655|XP_030388372.1|SLEB	LOC6494637|XP_001959971.3|DANA
OG0001314	LOC115625800|XP_030376837.1|SLEB	LOC6502469|XP_001962779.1|DANA
OG0001315	LOC115629293|XP_030381593.1|SLEB	LOC6504655|XP_001966464.1|DANA
OG0001316	LOC115633666|XP_030386970.1|SLEB	LOC6494999|XP_001959245.1|DANA
OG0001317	LOC115631011|XP_030383476.1|SLEB	LOC6497355|XP_001962258.2|DANA
OG0001319	LOC115625701|XP_030376702.1|SLEB	LOC6498408|XP_001962738.1|DANA
OG0001320	LOC115630016|XP_030382502.1|SLEB	LOC6494931|XP_001959378.2|DANA
OG0001321	LOC115629047|XP_030381209.1|SLEB, LOC115633816|XP_030387162.1|SLEB	LOC6496584|XP_001961199.1|DANA
OG0001322	LOC115624292|XP_030374777.1|SLEB	LOC6502624|XP_001954660.2|DANA, LOC6500034|XP_001953350.1|DANA
OG0001323	LOC115631866|XP_030384574.1|SLEB	LOC26513821|XP_014760628.1|DANA, LOC26515059|XP_014760667.1|DANA
OG0001324	LOC115630681|XP_030383187.1|SLEB, LOC115630698|XP_030383211.1|SLEB, LOC115630715|XP_030383227.1|SLEB	LOC6497923|XP_001961718.1|DANA
OG0001325	LOC115625388|XP_030376286.1|SLEB, LOC115625364|XP_030376261.1|SLEB	LOC6500030|XP_001953358.1|DANA
OG0001326	LOC115621788|XP_030371417.1|SLEB	LOC6501601|XP_001955566.1|DANA
OG0001328	LOC115627059|XP_030378465.1|SLEB	LOC26515035|XP_032311989.1|DANA
OG0001329	LOC115634251|XP_030387705.1|SLEB, LOC115628358|XP_030380293.1|SLEB, LOC115628317|XP_030380232.1|SLEB	LOC6505307|XP_001965728.2|DANA
OG0001330	LOC115629838|XP_030382274.1|SLEB	LOC6505211|XP_032307795.1|DANA
OG0001331	LOC115626891|XP_030378261.1|SLEB	LOC6502047|XP_032311934.1|DANA
OG0001332	LOC115627270|XP_030378759.1|SLEB	LOC6504416|XP_032308163.1|DANA
OG0001333	LOC115626765|XP_030378082.1|SLEB	LOC6505113|XP_001964793.2|DANA
OG0001334	LOC115620746|XP_030370000.1|SLEB	LOC6505553|XP_001964713.1|DANA
OG0001335	LOC115623780|XP_030374180.1|SLEB	LOC6500011|XP_001953409.1|DANA
OG0001337	LOC115627015|XP_030378397.1|SLEB	LOC6504487|XP_032308308.1|DANA
OG0001338	LOC115625653|XP_030376645.1|SLEB	LOC6496265|XP_014763712.1|DANA
OG0001339	LOC115630878|XP_030383350.1|SLEB	LOC6495364|XP_001958670.1|DANA
OG0001340	LOC115628124|XP_030379960.1|SLEB	LOC6503257|XP_032309758.1|DANA
OG0001341	LOC115623606|XP_030373883.1|SLEB	LOC6500539|XP_032310342.1|DANA
OG0001342	LOC115620559|XP_030369707.1|SLEB	LOC6499005|XP_032311648.1|DANA
OG0001343	LOC115621973|XP_030371683.1|SLEB	LOC6499178|XP_001955160.2|DANA
OG0001344	LOC115620479|XP_030369574.1|SLEB	LOC6505942|XP_032305468.1|DANA
OG0001345	LOC115625195|XP_030376021.1|SLEB	LOC6499926|XP_001953617.1|DANA
OG0001346	LOC115620801|XP_030370084.1|SLEB	LOC6499381|XP_001954747.1|DANA
OG0001347	LOC115626737|XP_030378046.1|SLEB	LOC6503956|XP_001963915.1|DANA
OG0001348	LOC115629025|XP_030381182.1|SLEB, LOC115633209|XP_030386452.1|SLEB	LOC6505354|XP_001967828.2|DANA, LOC6504497|XP_001967015.1|DANA
OG0001349	LOC115622456|XP_030372258.1|SLEB	LOC6507029|XP_014765038.1|DANA
OG0001350	LOC115628722|XP_030380778.1|SLEB, LOC115629038|XP_030381199.1|SLEB	LOC6507885|XP_001956525.3|DANA
OG0001351	LOC115634141|XP_030387576.1|SLEB, LOC115634413|XP_030387971.1|SLEB	LOC6494868|XP_001959521.1|DANA
OG0001352	LOC115622940|XP_030372934.1|SLEB	LOC6493905|XP_032311477.1|DANA
OG0001353	LOC115628682|XP_030380715.1|SLEB	LOC6506341|XP_001958072.1|DANA
OG0001354	LOC115633280|XP_030386552.1|SLEB	LOC6495912|XP_014763532.1|DANA
OG0001355	LOC115631923|XP_030384637.1|SLEB	LOC6495849|XP_001959707.1|DANA
OG0001356	LOC115632021|XP_030384824.1|SLEB	LOC6498969|XP_032312081.1|DANA
OG0001357	LOC115622827|XP_030372765.1|SLEB	LOC6493524|XP_001957929.1|DANA
OG0001358	LOC115622604|XP_030372466.1|SLEB	LOC6493673|XP_001958205.1|DANA
OG0001359	LOC115626145|XP_030377269.1|SLEB	LOC6497282|XP_001962395.1|DANA
OG0001360	LOC115633648|XP_030386949.1|SLEB	LOC6496405|XP_001960845.1|DANA
OG0001361	LOC115632595|XP_030385680.1|SLEB	LOC6507777|XP_001956328.2|DANA
OG0001362	LOC115633091|XP_030386330.1|SLEB	LOC6507781|XP_001956333.1|DANA
OG0001363	LOC115624011|XP_030374444.1|SLEB	LOC6500148|XP_001953128.1|DANA
OG0001364	LOC115633595|XP_030386901.1|SLEB	LOC6495293|XP_032307170.1|DANA
OG0001365	LOC115622793|XP_030372717.1|SLEB	LOC6506203|XP_001958350.1|DANA
OG0001366	LOC115622894|XP_030372869.1|SLEB	LOC6493350|XP_014764343.1|DANA
OG0001367	LOC115627533|XP_030379108.1|SLEB	LOC6494766|XP_032306575.1|DANA
OG0001368	LOC115621807|XP_030371455.1|SLEB	LOC6494818|XP_001959603.1|DANA
OG0001369	LOC115630643|XP_030383143.1|SLEB, LOC115620631|XP_030369821.1|SLEB	LOC6505035|XP_001965594.1|DANA
OG0001370	LOC115623745|XP_030374124.1|SLEB	LOC6494714|XP_001959806.1|DANA
OG0001371	LOC115631327|XP_030383907.1|SLEB	LOC26515113|XP_032311474.1|DANA
OG0001372	LOC115634020|XP_030387406.1|SLEB, LOC115629500|XP_030381869.1|SLEB	LOC6495881|XP_032306846.1|DANA
OG0001373	LOC115622103|XP_030371805.1|SLEB	LOC6497138|XP_001962680.1|DANA
OG0001374	LOC115629270|XP_030381557.1|SLEB	LOC6494222|XP_001960712.1|DANA
OG0001375	LOC115623511|XP_030373750.1|SLEB	LOC6498889|XP_014765800.1|DANA
OG0001376	LOC115633526|XP_030386848.1|SLEB	LOC6495404|XP_001958769.1|DANA
OG0001377	LOC115630998|XP_030383451.1|SLEB, LOC115622102|XP_030371804.1|SLEB	LOC6505475|XP_001964934.2|DANA
OG0001378	LOC115629004|XP_030381150.1|SLEB	LOC6498231|XP_032307509.1|DANA
OG0001379	LOC115631432|XP_030384027.1|SLEB	LOC6498057|XP_014761951.1|DANA
OG0001380	LOC115625281|XP_030376154.1|SLEB	LOC6496671|XP_001961371.2|DANA
OG0001381	LOC115621260|XP_030370721.1|SLEB	LOC6496421|XP_032307210.1|DANA
OG0001382	LOC115628493|XP_030380486.1|SLEB	LOC6503284|XP_014759110.1|DANA
OG0001383	LOC115634117|XP_030387541.1|SLEB	LOC6495075|XP_001959121.1|DANA
OG0001384	LOC115625769|XP_030376796.1|SLEB	LOC6497523|XP_014761719.1|DANA
OG0001385	LOC115625756|XP_030376773.1|SLEB	LOC6504562|XP_001964906.2|DANA
OG0001387	LOC115631079|XP_030383586.1|SLEB	LOC6496853|XP_001963272.1|DANA
OG0001388	LOC115631132|XP_030383659.1|SLEB	LOC6496954|XP_001963064.2|DANA
OG0001389	LOC115621466|XP_030370986.1|SLEB	LOC6499044|XP_032311132.1|DANA
OG0001390	LOC115630474|XP_030382907.1|SLEB	LOC6506658|XP_032310901.1|DANA
OG0001391	LOC115626151|XP_030377276.1|SLEB	LOC6498019|XP_001961904.1|DANA
OG0001392	LOC115628718|XP_030380775.1|SLEB	LOC6505294|XP_001965704.2|DANA
OG0001393	LOC115627766|XP_030379421.1|SLEB	LOC6505212|XP_001965556.1|DANA
OG0001394	LOC115627741|XP_030379376.1|SLEB	LOC6496933|XP_014761435.1|DANA
OG0001395	LOC115625571|XP_030376528.1|SLEB	LOC6494219|XP_001965954.1|DANA
OG0001396	LOC115627786|XP_030379465.1|SLEB	LOC6505242|XP_001965608.1|DANA
OG0001397	LOC115623971|XP_030374400.1|SLEB	LOC6499434|XP_032312182.1|DANA
OG0001398	LOC115629486|XP_030381817.1|SLEB	LOC6504119|XP_001964223.1|DANA
OG0001399	LOC115634253|XP_030387707.1|SLEB	LOC26514407|XP_032311528.1|DANA
OG0001400	LOC115623393|XP_030373560.1|SLEB, LOC115620327|XP_030369381.1|SLEB	LOC6500191|XP_032308694.1|DANA, LOC116655264|XP_032308724.1|DANA, LOC116655263|XP_032308717.1|DANA, LOC116654516|XP_032305557.1|DANA, LOC6500193|XP_032305854.1|DANA, LOC6500192|XP_001953047.1|DANA
OG0001401	LOC115622270|XP_030372032.1|SLEB	LOC6507115|XP_001956641.1|DANA
OG0001402	LOC115633960|XP_030387340.1|SLEB	LOC6506735|XP_001957332.1|DANA
OG0001403	LOC115620320|XP_030369377.1|SLEB	LOC6507950|XP_001958044.1|DANA
OG0001404	LOC115622818|XP_030372754.1|SLEB	LOC6494045|XP_001961088.2|DANA
OG0001405	LOC115622325|XP_030372094.1|SLEB	LOC6496132|XP_001960296.1|DANA
OG0001406	LOC115628668|XP_030380697.1|SLEB	LOC6501839|XP_001966824.1|DANA, LOC116655255|XP_032308687.1|DANA
OG0001407	LOC115632337|XP_030385302.1|SLEB	LOC6506944|XP_001956940.1|DANA
OG0001408	LOC115625752|XP_030376771.1|SLEB	LOC6496177|XP_001960379.1|DANA
OG0001411	LOC115623718|XP_030374059.1|SLEB	LOC6498961|XP_001955602.1|DANA
OG0001412	LOC115631486|XP_030384102.1|SLEB	LOC6496832|XP_001963314.1|DANA
OG0001413	LOC115632243|XP_030385207.1|SLEB	LOC6496054|XP_001960122.1|DANA
OG0001414	LOC115634692|XP_030388428.1|SLEB, LOC115634694|XP_030388429.1|SLEB	LOC6495628|XP_014763384.1|DANA
OG0001415	LOC115627376|XP_030378889.1|SLEB	LOC6495166|XP_001958926.1|DANA, LOC6495167|XP_001958925.1|DANA
OG0001416	LOC115625987|XP_030377093.1|SLEB	LOC6498250|XP_032307467.1|DANA
OG0001416	LOC115624834|XP_030375540.1|SLEB	LOC6507072|XP_001956714.1|DANA
OG0001417	LOC115629935|XP_030382401.1|SLEB	LOC26515579|XP_014761237.1|DANA
OG0001418	LOC115622488|XP_030372294.1|SLEB, LOC115622492|XP_030372297.1|SLEB	LOC6493020|XP_001956872.2|DANA, LOC6502832|XP_001956870.2|DANA
OG0001419	LOC115626115|XP_030377230.1|SLEB	LOC6497501|XP_001961951.1|DANA
OG0001420	LOC115622823|XP_030372758.1|SLEB	LOC6498941|XP_001955634.1|DANA
OG0001421	LOC115631332|XP_030383913.1|SLEB	LOC6505818|XP_001964429.1|DANA, LOC6497325|XP_014761646.1|DANA
OG0001422	LOC115624683|XP_030375345.1|SLEB	LOC6507076|XP_001956708.1|DANA
OG0001423	LOC115623524|XP_030373767.1|SLEB	LOC6499286|XP_001954950.2|DANA
OG0001425	LOC115621289|XP_030370755.1|SLEB, LOC115620957|XP_030370340.1|SLEB, LOC115631157|XP_030383697.1|SLEB	LOC6495023|XP_001959211.1|DANA, LOC6495020|XP_001959214.1|DANA, LOC6495022|XP_001959212.1|DANA, LOC6495021|XP_001959213.1|DANA, LOC6495019|XP_001959215.1|DANA
OG0001426	LOC115631562|XP_030384213.1|SLEB	LOC6498119|XP_001962115.2|DANA
OG0001426	LOC115630719|XP_030383231.1|SLEB	LOC26514665|XP_032308784.1|DANA
OG0001427	LOC115634539|XP_030388209.1|SLEB	LOC6497709|XP_001961513.1|DANA
OG0001429	LOC115620216|XP_030369214.1|SLEB	LOC6501562|XP_001955476.1|DANA
OG0001430	LOC115621464|XP_030370983.1|SLEB	LOC6500154|XP_001953119.1|DANA
OG0001431	LOC115627276|XP_030378766.1|SLEB	LOC6501953|XP_001966755.1|DANA
OG0001432	LOC115626646|XP_030377911.1|SLEB	LOC6502276|XP_001966147.1|DANA
OG0001433	LOC115620859|XP_030370178.1|SLEB	LOC6501065|XP_032305802.1|DANA
OG0001434	LOC115626798|XP_030378125.1|SLEB	LOC6504967|XP_032307871.1|DANA
OG0001435	LOC115634053|XP_030387458.1|SLEB	LOC6496501|XP_032306196.1|DANA
OG0001436	LOC115628845|XP_030380950.1|SLEB	LOC6504662|XP_001966450.2|DANA
OG0001437	LOC115625555|XP_030376507.1|SLEB	LOC6497507|XP_001961938.1|DANA
OG0001438	LOC115620546|XP_030369689.1|SLEB	LOC6499222|XP_001955075.1|DANA
OG0001439	LOC115620346|XP_030369406.1|SLEB	LOC6500774|XP_001953890.1|DANA
OG0001440	LOC115629685|XP_030382067.1|SLEB	LOC6498756|XP_001967266.1|DANA
OG0001441	LOC115627199|XP_030378677.1|SLEB	LOC6502950|XP_001963533.2|DANA
OG0001442	LOC115625875|XP_030376950.1|SLEB	LOC6497285|XP_001962391.1|DANA
OG0001443	LOC115621688|XP_030371258.1|SLEB	LOC6498991|XP_001955550.1|DANA
OG0001444	LOC115621254|XP_030370710.1|SLEB	LOC6500821|XP_032305751.1|DANA, LOC6500819|XP_032305750.1|DANA
OG0001445	LOC115621156|XP_030370572.1|SLEB	LOC6500986|XP_032305977.1|DANA
OG0001446	LOC115621219|XP_030370662.1|SLEB	LOC6501047|XP_014766871.1|DANA
OG0001447	LOC115623416|XP_030373587.1|SLEB	LOC6499409|XP_001954697.2|DANA
OG0001448	LOC115621787|XP_030371413.1|SLEB	LOC6498982|XP_014765863.1|DANA
OG0001449	LOC115633051|XP_030386257.1|SLEB	LOC6494632|XP_001959979.1|DANA
OG0001450	LOC115620243|XP_030369252.1|SLEB	LOC6501216|XP_014766947.2|DANA
OG0001450	LOC115626281|XP_030377464.1|SLEB	LOC6507945|XP_001962710.1|DANA
OG0001451	LOC115634567|XP_030388250.1|SLEB	LOC6495540|XP_032306700.1|DANA
OG0001452	LOC115628284|XP_030380179.1|SLEB	LOC6495464|XP_014763321.2|DANA
OG0001453	LOC115632313|XP_030385274.1|SLEB	LOC6506925|XP_001956979.1|DANA
OG0001454	LOC115620384|XP_030369452.1|SLEB	LOC6499869|XP_032306127.1|DANA
OG0001455	LOC115632173|XP_030385064.1|SLEB, LOC115632713|XP_030385815.1|SLEB	LOC6506584|XP_032310836.1|DANA
OG0001456	LOC115620079|XP_030369119.1|SLEB	LOC6495636|XP_032306274.1|DANA
OG0001457	LOC115622956|XP_030372995.1|SLEB	LOC6495781|XP_001959565.1|DANA
OG0001458	LOC115634745|XP_030388497.1|SLEB	LOC6496342|XP_001960730.1|DANA
OG0001459	LOC115632893|XP_030386044.1|SLEB	LOC6506394|XP_001957948.1|DANA
OG0001460	LOC115634522|XP_030388188.1|SLEB	LOC6496028|XP_014763603.1|DANA
OG0001461	LOC115629720|XP_030382101.1|SLEB	LOC6503189|XP_032311859.1|DANA
OG0001462	LOC115632918|XP_030386069.1|SLEB	LOC6502831|XP_032310793.1|DANA
OG0001463	LOC115623701|XP_030374037.1|SLEB	LOC6500482|XP_032310615.1|DANA
OG0001464	LOC115633263|XP_030386527.1|SLEB	LOC6504893|XP_001966544.1|DANA
OG0001465	LOC115630699|XP_030383215.1|SLEB	LOC6493951|XP_001961260.1|DANA
OG0001466	LOC115630555|XP_030383027.1|SLEB, LOC115630706|XP_030383219.1|SLEB	LOC6498464|XP_001962879.1|DANA
OG0001467	LOC115631409|XP_030383992.1|SLEB	LOC6497937|XP_001961752.1|DANA
OG0001468	LOC115622726|XP_030372626.1|SLEB	LOC6493547|XP_001957977.2|DANA
OG0001469	LOC115634286|XP_030387797.1|SLEB	LOC6494890|XP_001959484.1|DANA
OG0001470	LOC115622302|XP_030372066.1|SLEB	LOC6507835|XP_001956445.1|DANA
OG0001472	LOC115621565|XP_030371106.1|SLEB, LOC115632305|XP_030385267.1|SLEB	LOC6493385|XP_001957648.1|DANA
OG0001473	LOC115621532|XP_030371057.1|SLEB	LOC6500976|XP_001954286.2|DANA
OG0001474	LOC115626092|XP_030377208.1|SLEB	LOC6503094|XP_001963412.1|DANA, LOC26515239|XP_014764107.1|DANA
OG0001475	LOC115628012|XP_030379799.1|SLEB	LOC6495758|XP_001959513.1|DANA
OG0001476	LOC115630811|XP_030383347.1|SLEB	LOC6496791|XP_001965771.3|DANA
OG0001477	LOC115620857|XP_030370163.1|SLEB	LOC6505518|XP_001964778.1|DANA
OG0001478	LOC115632027|XP_030384834.1|SLEB	LOC6507403|XP_001965367.1|DANA
OG0001479	LOC115627207|XP_030378685.1|SLEB	LOC6504730|XP_001966317.1|DANA
OG0001480	LOC115631073|XP_030383579.1|SLEB	LOC6503347|XP_001965375.1|DANA
OG0001481	LOC115631596|XP_030384256.1|SLEB	LOC6497932|XP_001961745.2|DANA
OG0001482	LOC115634823|XP_030388602.1|SLEB	LOC6494139|XP_001960885.1|DANA
OG0001483	LOC115625935|XP_030377032.1|SLEB	LOC6505388|XP_001966911.1|DANA
OG0001484	LOC115627427|XP_030378991.1|SLEB, LOC115631837|XP_030384539.1|SLEB	LOC6497014|XP_001962926.2|DANA
OG0001485	LOC115620949|XP_030370327.1|SLEB	LOC6506289|XP_001958192.1|DANA
OG0001486	LOC115631201|XP_030383754.1|SLEB	LOC6497394|XP_001962171.1|DANA
OG0001487	LOC115633452|XP_030386767.1|SLEB	LOC26514765|XP_014760157.1|DANA
OG0001488	LOC115633695|XP_030387012.1|SLEB	LOC6494058|XP_001961068.1|DANA
OG0001490	LOC115629015|XP_030381171.1|SLEB	LOC6497801|XP_001961476.1|DANA
OG0001491	LOC115631062|XP_030383561.1|SLEB	LOC26513957|XP_014762279.1|DANA, LOC6498093|XP_001962067.1|DANA
OG0001492	LOC115630113|XP_030382586.1|SLEB	LOC116655209|XP_032308648.1|DANA
OG0001493	LOC115628859|XP_030380970.1|SLEB	LOC6502988|XP_001963461.1|DANA
OG0001494	LOC115629372|XP_030381690.1|SLEB	LOC6503829|XP_001963680.1|DANA
OG0001495	LOC115627452|XP_030378981.1|SLEB	LOC26515105|XP_032306199.1|DANA
OG0001496	LOC115632984|XP_030386159.1|SLEB	LOC6493289|XP_001957454.1|DANA
OG0001496	LOC115629645|XP_030382016.1|SLEB	LOC6503782|XP_001963755.1|DANA
OG0001497	LOC115625974|XP_030377081.1|SLEB	LOC6494676|XP_001959883.2|DANA
OG0001500	LOC115633759|XP_030387094.1|SLEB	LOC6494354|XP_032307202.1|DANA
OG0001501	LOC115623967|XP_030374395.1|SLEB	LOC6505831|XP_001964451.1|DANA
OG0001502	LOC115634029|XP_030387425.1|SLEB	LOC6495479|XP_001958937.1|DANA
OG0001503	LOC115631102|XP_030383617.1|SLEB	LOC6495087|XP_032306663.1|DANA
OG0001504	LOC115627738|XP_030379368.1|SLEB	LOC6503555|XP_032308777.1|DANA
OG0001505	LOC115633923|XP_030387293.1|SLEB	LOC6494313|XP_032306316.1|DANA
OG0001506	LOC115634816|XP_030388593.1|SLEB	LOC6496242|XP_014763708.1|DANA
OG0001507	LOC115624896|XP_030375603.1|SLEB	LOC6496117|XP_014763634.1|DANA
OG0001508	LOC115631975|XP_030384739.1|SLEB	LOC6495999|XP_001960011.1|DANA
OG0001509	LOC115634468|XP_030388056.1|SLEB	LOC6496102|XP_032307197.1|DANA
OG0001510	LOC115626306|XP_030377496.1|SLEB	LOC6498402|XP_001962723.1|DANA
OG0001511	LOC115624551|XP_030375136.1|SLEB	LOC6494368|XP_001960447.1|DANA
OG0001512	LOC115628355|XP_030380290.1|SLEB	LOC6493515|XP_001957902.1|DANA
OG0001515	LOC115627023|XP_030378409.1|SLEB	LOC6504782|XP_001966335.1|DANA
OG0001516	LOC115621763|XP_030371355.1|SLEB	LOC6505968|XP_032305383.1|DANA, LOC116654492|XP_032305385.1|DANA
OG0001517	LOC115620656|XP_030369866.1|SLEB	LOC6499094|XP_001955314.2|DANA
OG0001518	LOC115627257|XP_030378744.1|SLEB, LOC115629469|XP_030381800.1|SLEB	LOC6504405|XP_032308232.1|DANA, LOC6504403|XP_001967036.1|DANA
OG0001519	LOC115623820|XP_030374224.1|SLEB, LOC115623818|XP_030374222.1|SLEB	LOC6500468|XP_001953282.2|DANA
OG0001520	LOC115625584|XP_030376548.1|SLEB	LOC6499159|XP_001955196.1|DANA, LOC26514285|XP_014767261.1|DANA, LOC6499162|XP_001955193.1|DANA
OG0001521	LOC115626583|XP_030377824.1|SLEB, LOC115625949|XP_030377045.1|SLEB, LOC115625950|XP_030377048.1|SLEB	LOC6497077|XP_001962800.1|DANA
OG0001522	LOC115625712|XP_030376717.1|SLEB	LOC6498201|XP_001962284.1|DANA
OG0001524	LOC115624879|XP_030375585.1|SLEB	LOC26514939|XP_014764063.1|DANA, LOC6496249|XP_032306920.1|DANA
OG0001525	LOC115628949|XP_030381084.1|SLEB	LOC6504753|XP_001966292.1|DANA
OG0001525	LOC115628948|XP_030381083.1|SLEB	LOC6504752|XP_001966291.1|DANA
OG0001526	LOC115633314|XP_030386603.1|SLEB	LOC6504252|XP_001967373.1|DANA, LOC6504251|XP_001967374.1|DANA
OG0001527	LOC115627965|XP_030379719.1|SLEB	LOC116655116|XP_032308204.1|DANA
OG0001529	LOC115629531|XP_030381867.1|SLEB	LOC6503481|XP_001964301.1|DANA
OG0001531	LOC115633729|XP_030387057.1|SLEB	LOC6493996|XP_001961172.2|DANA
OG0001534	LOC115628931|XP_030381053.1|SLEB	LOC6504927|XP_032309274.1|DANA
OG0001535	LOC115629620|XP_030381979.1|SLEB	LOC6504528|XP_001967078.1|DANA
OG0001536	LOC115626742|XP_030378053.1|SLEB	LOC6502128|XP_001966156.1|DANA
OG0001537	LOC115631070|XP_030383576.1|SLEB	LOC6507360|XP_001965359.1|DANA
OG0001538	LOC115632568|XP_030385648.1|SLEB, LOC115632500|XP_030385538.1|SLEB, LOC115624012|XP_030374445.1|SLEB	LOC6502165|XP_032309366.1|DANA
OG0001539	LOC115634432|XP_030387999.1|SLEB	LOC6494633|XP_001959978.1|DANA, LOC116655204|XP_032308629.1|DANA, LOC26514550|XP_014759355.1|DANA, LOC116655096|XP_032308064.1|DANA, LOC6506047|XP_032311702.1|DANA, LOC116655095|XP_032308061.1|DANA, LOC116656370|XP_032311721.1|DANA
OG0001540	LOC115631990|XP_030384779.1|SLEB	LOC6506052|XP_014760535.1|DANA
OG0001541	LOC115632840|XP_030385957.1|SLEB	LOC6493853|XP_032310728.1|DANA
OG0001542	LOC115630003|XP_030382490.1|SLEB, LOC115630005|XP_030382491.1|SLEB	LOC6500687|XP_032309612.1|DANA
OG0001543	LOC115627054|XP_030378457.1|SLEB	LOC6504506|XP_032308299.1|DANA
OG0001544	LOC115627383|XP_030378896.1|SLEB	LOC6503465|XP_032308789.1|DANA
OG0001545	LOC115626842|XP_030378189.1|SLEB	LOC6503624|XP_001964042.2|DANA
OG0001546	LOC115626805|XP_030378135.1|SLEB	LOC6504030|XP_032308437.1|DANA
OG0001547	LOC115629201|XP_030381461.1|SLEB	LOC6502358|XP_032307952.1|DANA
OG0001548	LOC115626771|XP_030378090.1|SLEB	LOC6503489|XP_014760952.1|DANA
OG0001549	LOC115631967|XP_030384714.1|SLEB	LOC6498172|XP_014761998.1|DANA
OG0001550	LOC115622986|XP_030372999.1|SLEB	LOC6500242|XP_001952956.1|DANA
OG0001551	LOC115621796|XP_030371430.1|SLEB	LOC6501054|XP_001954468.1|DANA
OG0001552	LOC115622140|XP_030371860.1|SLEB, LOC115620750|XP_030370005.1|SLEB	LOC6499383|XP_001954743.1|DANA
OG0001553	LOC115628765|XP_030380841.1|SLEB	LOC6505298|XP_001965712.1|DANA
OG0001554	LOC115620367|XP_030369432.1|SLEB, LOC115620975|XP_030370356.1|SLEB	LOC6500255|XP_014766456.1|DANA
OG0001555	LOC115631515|XP_030384145.1|SLEB	LOC6497469|XP_001962018.1|DANA
OG0001556	LOC115633634|XP_030386932.1|SLEB	LOC6495001|XP_001959242.1|DANA
OG0001557	LOC115628830|XP_030380926.1|SLEB	LOC6504120|XP_032308761.1|DANA
OG0001558	LOC115627299|XP_030378792.1|SLEB	LOC116654478|XP_032311955.1|DANA, LOC6502484|XP_032311890.1|DANA, LOC116656448|XP_032311956.1|DANA, LOC116656426|XP_032311895.1|DANA, LOC26515605|XP_032311894.1|DANA
OG0001559	LOC115625421|XP_030376321.1|SLEB	LOC6498919|XP_001955677.1|DANA
OG0001560	LOC115624322|XP_030374811.1|SLEB	LOC6499358|XP_032305635.1|DANA
OG0001561	LOC115621109|XP_030370511.1|SLEB	LOC6499677|XP_001954169.1|DANA
OG0001562	LOC115625891|XP_030376979.1|SLEB	LOC6497280|XP_001962397.1|DANA
OG0001563	LOC115628079|XP_030379913.1|SLEB	LOC6503273|XP_001965858.1|DANA
OG0001564	LOC115621769|XP_030371368.1|SLEB	LOC6499757|XP_032305569.1|DANA
OG0001565	LOC115621465|XP_030370985.1|SLEB	LOC6498967|XP_001955593.3|DANA
OG0001566	LOC115621095|XP_030370490.1|SLEB	LOC6505667|XP_001964497.1|DANA
OG0001567	LOC115634246|XP_030387703.1|SLEB	LOC6495251|XP_001958756.1|DANA
OG0001568	LOC115620377|XP_030369443.1|SLEB	LOC6500267|XP_032305661.1|DANA
OG0001569	LOC115621500|XP_030371027.1|SLEB, LOC115625323|XP_030376204.1|SLEB	LOC6499670|XP_001954182.1|DANA, LOC6499669|XP_001954183.1|DANA
OG0001569	LOC115622012|XP_030371727.1|SLEB	LOC26515512|XP_032309777.1|DANA
OG0001570	LOC115620462|XP_030369553.1|SLEB	LOC6500380|XP_001953090.1|DANA
OG0001571	LOC115631104|XP_030383619.1|SLEB	LOC6498580|XP_032310916.1|DANA
OG0001572	LOC115627827|XP_030379522.1|SLEB	LOC6501846|XP_001967168.2|DANA
OG0001573	LOC115622596|XP_030372453.1|SLEB	LOC6507717|XP_014765424.1|DANA
OG0001574	LOC115629815|XP_030382243.1|SLEB	LOC6503509|XP_001964237.1|DANA
OG0001575	LOC115627180|XP_030378641.1|SLEB	LOC6498912|XP_032312167.1|DANA
OG0001576	LOC115624016|XP_030374448.1|SLEB	LOC6501032|XP_001954423.2|DANA
OG0001577	LOC115620731|XP_030369976.1|SLEB	LOC6499118|XP_014765909.1|DANA
OG0001578	LOC115628828|XP_030380963.1|SLEB	LOC6494826|XP_001959590.1|DANA
OG0001579	LOC115627283|XP_030378774.1|SLEB	LOC6503171|XP_032311862.1|DANA
OG0001580	LOC115625939|XP_030377038.1|SLEB	LOC6493954|XP_001961256.1|DANA
