Orthogroup	SLEB.longest_only	DEUG.longest_only
OG0001019	LOC115621697|XP_030371263.1|SLEB	LOC108115818|XP_017082898.1|DEUG
OG0001020	LOC115627705|XP_030379308.1|SLEB	LOC108109676|XP_017073754.1|DEUG
OG0001021	LOC115628996|XP_030381140.1|SLEB	LOC108107061|XP_017069914.1|DEUG
OG0001022	LOC115629232|XP_030381503.1|SLEB	LOC108115220|XP_017082064.1|DEUG
OG0001024	LOC115621057|XP_030370438.1|SLEB	LOC108106694|XP_017069419.1|DEUG, LOC108115866|XP_017082982.1|DEUG
OG0001025	LOC115632296|XP_030385249.1|SLEB	LOC108108176|XP_017071607.1|DEUG
OG0001026	LOC115634218|XP_030387668.1|SLEB	LOC108109135|XP_017073022.1|DEUG
OG0001027	LOC115634679|XP_030388398.1|SLEB	LOC108108548|XP_017072111.1|DEUG
OG0001028	LOC115631799|XP_030384497.1|SLEB	LOC108105133|XP_017067055.1|DEUG
OG0001031	LOC115626140|XP_030377262.1|SLEB	LOC108111545|XP_017076553.1|DEUG, LOC108112715|XP_017078440.1|DEUG
OG0001032	LOC115626259|XP_030377427.1|SLEB	LOC108105862|XP_017068128.1|DEUG, LOC108103277|XP_017064177.1|DEUG
OG0001034	LOC115624857|XP_030375562.1|SLEB	LOC108110539|XP_017075109.1|DEUG, LOC108106000|XP_017068327.1|DEUG
OG0001035	LOC115628902|XP_030381021.1|SLEB	LOC108102394|XP_017062824.1|DEUG
OG0001035	LOC115628904|XP_030381022.1|SLEB	LOC108102392|XP_017062823.1|DEUG
OG0001036	LOC115628688|XP_030380723.1|SLEB	LOC108103814|XP_017065402.1|DEUG
OG0001036	LOC115624002|XP_030374434.1|SLEB	LOC108105259|XP_017067228.1|DEUG, LOC108105248|XP_017067211.1|DEUG
OG0001037	LOC115622928|XP_030372913.1|SLEB, LOC115622927|XP_030372912.1|SLEB, LOC115622432|XP_030372233.1|SLEB	LOC108114156|XP_017080436.1|DEUG, LOC108114153|XP_017080432.1|DEUG
OG0001038	LOC115623628|XP_030373929.1|SLEB, LOC115623629|XP_030373931.1|SLEB	LOC108117017|XP_017084674.1|DEUG
OG0001038	LOC115631328|XP_030383908.1|SLEB	LOC108117268|XP_017085112.1|DEUG
OG0001042	LOC115620583|XP_030369748.1|SLEB	LOC108113504|XP_017079581.1|DEUG
OG0001043	LOC115628817|XP_030380904.1|SLEB	LOC108110105|XP_017074489.1|DEUG
OG0001044	LOC115626205|XP_030377352.1|SLEB, LOC115631350|XP_030383926.1|SLEB	LOC108113331|XP_017079376.1|DEUG
OG0001045	LOC115623369|XP_030373520.1|SLEB	LOC108106737|XP_017069462.1|DEUG
OG0001046	LOC115634073|XP_030387480.1|SLEB	LOC108112582|XP_017078091.1|DEUG, LOC108112581|XP_017078090.1|DEUG
OG0001047	LOC115634088|XP_030387503.1|SLEB	LOC108116097|XP_017083303.1|DEUG, LOC108105121|XP_017067076.1|DEUG, LOC108114908|XP_017081574.1|DEUG
OG0001048	LOC115624518|XP_030375094.1|SLEB	LOC108113062|XP_017078987.1|DEUG
OG0001049	LOC115622282|XP_030372044.1|SLEB	LOC108108086|XP_017071462.1|DEUG
OG0001050	LOC115633103|XP_030386344.1|SLEB	LOC108114373|XP_017080814.1|DEUG
OG0001051	LOC115626170|XP_030377305.1|SLEB	LOC108110937|XP_017075719.1|DEUG
OG0001052	LOC115625856|XP_030376924.1|SLEB	LOC108106203|XP_017068620.1|DEUG
OG0001053	LOC115629515|XP_030381856.1|SLEB	LOC108103547|XP_017064564.1|DEUG
OG0001054	LOC115621268|XP_030370728.1|SLEB	LOC108115683|XP_017082741.1|DEUG
OG0001054	LOC115621267|XP_030370726.1|SLEB	LOC108115684|XP_017082742.1|DEUG
OG0001055	LOC115623459|XP_030373676.1|SLEB	LOC108116478|XP_017083897.1|DEUG, LOC108116513|XP_017083938.1|DEUG
OG0001056	LOC115629116|XP_030381305.1|SLEB	LOC108105648|XP_017067824.1|DEUG, LOC108104939|XP_017066790.1|DEUG
OG0001057	LOC115626571|XP_030377810.1|SLEB	LOC108108334|XP_017071856.1|DEUG
OG0001058	LOC115626762|XP_030378079.1|SLEB	LOC108103904|XP_017065141.1|DEUG
OG0001059	LOC115622578|XP_030372421.1|SLEB	LOC108107554|XP_017070597.1|DEUG
OG0001060	LOC115623379|XP_030373534.1|SLEB	LOC108111503|XP_017076504.1|DEUG
OG0001061	LOC115625474|XP_030376384.1|SLEB	LOC108108374|XP_017071911.1|DEUG, LOC108108360|XP_017071891.1|DEUG
OG0001062	LOC115634278|XP_030387771.1|SLEB	LOC108115237|XP_017082083.1|DEUG, LOC108104803|XP_017066608.1|DEUG
OG0001062	LOC115625502|XP_030376423.1|SLEB	LOC108116128|XP_017083342.1|DEUG
OG0001063	LOC115629311|XP_030381617.1|SLEB	LOC108103849|XP_017065038.1|DEUG
OG0001063	LOC115629300|XP_030381607.1|SLEB	LOC108103822|XP_017064997.1|DEUG
OG0001064	LOC115629334|XP_030381642.1|SLEB	LOC108103784|XP_017064904.1|DEUG
OG0001064	LOC115627654|XP_030379254.1|SLEB	LOC108104966|XP_017066822.1|DEUG
OG0001065	LOC115630545|XP_030383014.1|SLEB, LOC115630679|XP_030383182.1|SLEB, LOC115630771|XP_030383285.1|SLEB, LOC115629745|XP_030382140.1|SLEB	LOC108115217|XP_017082055.1|DEUG
OG0001066	LOC115627362|XP_030378872.1|SLEB	LOC108111960|XP_017077149.1|DEUG, LOC108107896|XP_017071191.1|DEUG, LOC108105006|XP_017066872.1|DEUG
OG0001067	LOC115624484|XP_030375047.1|SLEB	LOC108105189|XP_017067129.1|DEUG, LOC108105191|XP_017067131.1|DEUG
OG0001068	LOC115622349|XP_030372123.1|SLEB	LOC108107626|XP_017070684.1|DEUG, LOC108107947|XP_017071268.1|DEUG
OG0001071	LOC115630740|XP_030383254.1|SLEB, LOC115630742|XP_030383255.1|SLEB, LOC115630697|XP_030383210.1|SLEB, LOC115630727|XP_030383242.1|SLEB, LOC115631854|XP_030384560.1|SLEB, LOC115631909|XP_030384620.1|SLEB, LOC115631900|XP_030384609.1|SLEB, LOC115631321|XP_030383900.1|SLEB	LOC108111857|XP_017076961.1|DEUG, LOC108107684|XP_017070762.1|DEUG
OG0001072	LOC115623188|XP_030373271.1|SLEB	LOC108113961|XP_017080164.1|DEUG
OG0001073	LOC115620613|XP_030369790.1|SLEB	LOC108115790|XP_017082851.1|DEUG
OG0001074	LOC115629282|XP_030381580.1|SLEB	LOC108112027|XP_017077260.1|DEUG
OG0001075	LOC115622509|XP_030372321.1|SLEB	LOC108109808|XP_017074018.1|DEUG
OG0001077	LOC115628105|XP_030379946.1|SLEB	LOC108105568|XP_017067702.1|DEUG
OG0001077	LOC115622189|XP_030371940.1|SLEB	LOC108118197|XP_017086247.1|DEUG
OG0001078	LOC115629550|XP_030381894.1|SLEB	LOC108109954|XP_017074257.1|DEUG
OG0001079	LOC115628277|XP_030380166.1|SLEB, LOC115625668|XP_030376663.1|SLEB	LOC108108190|XP_017071631.1|DEUG
OG0001080	LOC115624602|XP_030375207.1|SLEB	LOC108102848|XP_017063532.1|DEUG
OG0001081	LOC115623563|XP_030373819.1|SLEB	LOC108117283|XP_017085126.1|DEUG
OG0001082	LOC115633819|XP_030387165.1|SLEB	LOC108109149|XP_017073045.1|DEUG
OG0001083	LOC115622457|XP_030372260.1|SLEB	LOC108109881|XP_017074170.1|DEUG
OG0001084	LOC115634450|XP_030388021.1|SLEB	LOC108106391|XP_017068888.1|DEUG
OG0001084	LOC115626481|XP_030377728.1|SLEB	LOC108109272|XP_017073255.1|DEUG
OG0001085	LOC115620042|XP_030369021.1|SLEB	LOC108118121|XP_017086157.1|DEUG, LOC108118122|XP_017086158.1|DEUG
OG0001086	LOC115633783|XP_030387120.1|SLEB	LOC108108369|XP_017071905.1|DEUG, LOC108107212|XP_017070117.1|DEUG
OG0001087	LOC115631479|XP_030384095.1|SLEB	LOC108111859|XP_017076975.1|DEUG, LOC108112193|XP_017077497.1|DEUG
OG0001088	LOC115632153|XP_030385030.1|SLEB	LOC108108325|XP_017071841.1|DEUG
OG0001089	LOC115624666|XP_030375317.1|SLEB	LOC108108186|XP_017071621.1|DEUG
OG0001090	LOC115632913|XP_030386063.1|SLEB	LOC108108088|XP_017071466.1|DEUG
OG0001092	LOC115626353|XP_030377564.1|SLEB	LOC108105828|XP_017068061.1|DEUG
OG0001093	LOC115625952|XP_030377051.1|SLEB	LOC108105734|XP_017067938.1|DEUG
OG0001094	LOC115626021|XP_030377129.1|SLEB	LOC108105740|XP_017067943.1|DEUG
OG0001095	LOC115631077|XP_030383583.1|SLEB	LOC108111962|XP_017077154.1|DEUG
OG0001096	LOC115630418|XP_030382814.1|SLEB	LOC108105692|XP_017067891.1|DEUG
OG0001097	LOC115631632|XP_030384301.1|SLEB	LOC108118342|XP_017086472.1|DEUG, LOC108118113|XP_017086152.1|DEUG
OG0001098	LOC115623029|XP_030373068.1|SLEB	LOC108114568|XP_017081108.1|DEUG
OG0001099	LOC115622780|XP_030372698.1|SLEB, LOC115622709|XP_030372600.1|SLEB	LOC108114695|XP_017081281.1|DEUG
OG0001100	LOC115620897|XP_030370246.1|SLEB	LOC108104202|XP_017065632.1|DEUG
OG0001101	LOC115620481|XP_030369577.1|SLEB	LOC108112470|XP_017077810.1|DEUG
OG0001102	LOC115632575|XP_030385656.1|SLEB	LOC108105972|XP_017068264.1|DEUG
OG0001103	LOC115621774|XP_030371386.1|SLEB	LOC108111469|XP_017076429.1|DEUG
OG0001104	LOC115624069|XP_030374515.1|SLEB	LOC108106372|XP_017068851.1|DEUG
OG0001105	LOC115628911|XP_030381032.1|SLEB	LOC108106761|XP_017069490.1|DEUG
OG0001106	LOC115627975|XP_030379731.1|SLEB	LOC108108824|XP_017072513.1|DEUG
OG0001108	LOC115625420|XP_030376320.1|SLEB, LOC115625426|XP_030376325.1|SLEB	LOC108116527|XP_017083954.1|DEUG, LOC108116554|XP_017083980.1|DEUG
OG0001109	LOC115634740|XP_030388488.1|SLEB	LOC108106359|XP_017068829.1|DEUG, LOC108106303|XP_017068763.1|DEUG
OG0001110	LOC115633968|XP_030387349.1|SLEB	LOC108108719|XP_017072341.1|DEUG
OG0001111	LOC115634763|XP_030388518.1|SLEB	LOC108112304|XP_017077619.1|DEUG, LOC108112139|XP_017077376.1|DEUG
OG0001112	LOC115634184|XP_030387630.1|SLEB	LOC108112362|XP_017077681.1|DEUG
OG0001113	LOC115624483|XP_030375046.1|SLEB	LOC108105188|XP_017067128.1|DEUG, LOC108105190|XP_017067130.1|DEUG
OG0001114	LOC115631463|XP_030384073.1|SLEB	LOC108110859|XP_017075594.1|DEUG, LOC108110860|XP_017075595.1|DEUG
OG0001116	LOC115620151|XP_030369140.1|SLEB	LOC108106482|XP_017069049.1|DEUG
OG0001116	LOC115620150|XP_030369139.1|SLEB	LOC108106480|XP_017069047.1|DEUG
OG0001117	LOC115622899|XP_030372879.1|SLEB	LOC108108419|XP_017071959.1|DEUG
OG0001118	LOC115627305|XP_030378807.1|SLEB	LOC108103960|XP_017065218.1|DEUG
OG0001119	LOC115630078|XP_030382561.1|SLEB	LOC108113663|XP_017079828.1|DEUG
OG0001120	LOC115623083|XP_030373145.1|SLEB, LOC115621079|XP_030370469.1|SLEB	LOC108115718|XP_017082780.1|DEUG
OG0001121	LOC115620501|XP_030369616.1|SLEB	LOC108114755|XP_017081356.1|DEUG
OG0001122	LOC115632561|XP_030385637.1|SLEB	LOC108102869|XP_017063564.1|DEUG
OG0001124	LOC115625095|XP_030375854.1|SLEB	LOC108117295|XP_017085139.1|DEUG
OG0001125	LOC115621080|XP_030370470.1|SLEB	LOC108117323|XP_017085183.1|DEUG
OG0001126	LOC115623071|XP_030373125.1|SLEB	LOC108107634|XP_017070693.1|DEUG
OG0001127	LOC115622276|XP_030372037.1|SLEB	LOC108107948|XP_017071269.1|DEUG
OG0001128	LOC115632412|XP_030385447.1|SLEB	LOC108113115|XP_017079102.1|DEUG
OG0001129	LOC115626279|XP_030377461.1|SLEB	LOC108102497|XP_017063009.1|DEUG
OG0001130	LOC115625688|XP_030376687.1|SLEB	LOC108110947|XP_017075729.1|DEUG
OG0001131	LOC115628051|XP_030379856.1|SLEB	LOC108102344|XP_017062674.1|DEUG
OG0001133	LOC115630971|XP_030383411.1|SLEB	LOC108115470|XP_017082413.1|DEUG
OG0001134	LOC115633664|XP_030386969.1|SLEB	LOC108109218|XP_017073171.1|DEUG
OG0001135	LOC115620845|XP_030370146.1|SLEB	LOC108116970|XP_017084618.1|DEUG
OG0001136	LOC115624234|XP_030374711.1|SLEB	LOC108108268|XP_017071714.1|DEUG
OG0001136	LOC115623765|XP_030374161.1|SLEB	LOC108112745|XP_017078476.1|DEUG
OG0001137	LOC115621022|XP_030370402.1|SLEB	LOC108109408|XP_017073395.1|DEUG
OG0001138	LOC115624755|XP_030375446.1|SLEB	LOC108102849|XP_017063535.1|DEUG
OG0001140	LOC115621164|XP_030370585.1|SLEB, LOC115621645|XP_030371206.1|SLEB	LOC108115621|XP_017082658.1|DEUG
OG0001141	LOC115626528|XP_030377770.1|SLEB, LOC115621445|XP_030370959.1|SLEB, LOC115629071|XP_030381247.1|SLEB, LOC115628976|XP_030381115.1|SLEB, LOC115621412|XP_030370919.1|SLEB, LOC115620896|XP_030370244.1|SLEB	LOC108110262|XP_017074739.1|DEUG
OG0001142	LOC115621901|XP_030371590.1|SLEB	LOC108117150|XP_017084899.1|DEUG
OG0001143	LOC115626326|XP_030377531.1|SLEB	LOC108105779|XP_017067993.1|DEUG
OG0001144	LOC115634087|XP_030387502.1|SLEB, LOC115634232|XP_030387684.1|SLEB, LOC115634244|XP_030387698.1|SLEB	LOC108115092|XP_017081829.1|DEUG, LOC108112884|XP_017078720.1|DEUG
OG0001145	LOC115626511|XP_030377759.1|SLEB	LOC108104766|XP_017066491.1|DEUG, LOC108104869|XP_017066684.1|DEUG
OG0001146	LOC115626679|XP_030377966.1|SLEB	LOC108103451|XP_017064428.1|DEUG
OG0001147	LOC115622104|XP_030371806.1|SLEB, LOC115622105|XP_030371807.1|SLEB, LOC115629609|XP_030381965.1|SLEB, LOC115634252|XP_030387706.1|SLEB	LOC108108420|XP_017071960.1|DEUG, LOC108108421|XP_017071961.1|DEUG
OG0001148	LOC115631936|XP_030384647.1|SLEB	LOC108110992|XP_017075789.1|DEUG
OG0001149	LOC115628312|XP_030380226.1|SLEB	LOC108104894|XP_017066714.1|DEUG, LOC108104899|XP_017066719.1|DEUG
OG0001150	LOC115634766|XP_030388521.1|SLEB, LOC115634339|XP_030387855.1|SLEB	LOC108112248|XP_017077559.1|DEUG
OG0001151	LOC115623557|XP_030373815.1|SLEB, LOC115623556|XP_030373814.1|SLEB	LOC108117042|XP_017084703.1|DEUG, LOC108115411|XP_017082337.1|DEUG, LOC108108972|XP_017072720.1|DEUG, LOC108117312|XP_017085170.1|DEUG, LOC108117311|XP_017085169.1|DEUG
OG0001152	LOC115620961|XP_030370342.1|SLEB	LOC108115247|XP_017082092.1|DEUG, LOC108108957|XP_017072701.1|DEUG, LOC108115257|XP_017082102.1|DEUG
OG0001153	LOC115620648|XP_030369860.1|SLEB	LOC108107279|XP_017070209.1|DEUG
OG0001153	LOC115622749|XP_030372660.1|SLEB	LOC108107282|XP_017070220.1|DEUG, LOC108107281|XP_017070213.1|DEUG
OG0001154	LOC115625958|XP_030377056.1|SLEB	LOC108111042|XP_017075859.1|DEUG
OG0001155	LOC115628850|XP_030380959.1|SLEB	LOC108109723|XP_017073857.1|DEUG
OG0001157	LOC115621126|XP_030370534.1|SLEB	LOC108116892|XP_017084483.1|DEUG
OG0001158	LOC115628463|XP_030380443.1|SLEB	LOC108115526|XP_017082517.1|DEUG
OG0001159	LOC115621479|XP_030370998.1|SLEB	LOC108115970|XP_017083096.1|DEUG
OG0001160	LOC115621486|XP_030371013.1|SLEB	LOC108115152|XP_017081951.1|DEUG
OG0001161	LOC115621649|XP_030371210.1|SLEB	LOC108116861|XP_017084412.1|DEUG
OG0001162	LOC115623523|XP_030373766.1|SLEB	LOC108110300|XP_017074801.1|DEUG
OG0001163	LOC115622437|XP_030372239.1|SLEB, LOC115625557|XP_030376509.1|SLEB	LOC108116914|XP_017084534.1|DEUG
OG0001164	LOC115621626|XP_030371183.1|SLEB	LOC108115670|XP_017082724.1|DEUG
OG0001165	LOC115634433|XP_030388000.1|SLEB, LOC115628474|XP_030380459.1|SLEB	LOC108109040|XP_017072827.1|DEUG
OG0001166	LOC115632871|XP_030385995.1|SLEB	LOC108107685|XP_017070763.1|DEUG
OG0001167	LOC115634688|XP_030388414.1|SLEB	LOC108104883|XP_017066699.1|DEUG
OG0001168	LOC115621605|XP_030371160.1|SLEB, LOC115633613|XP_030386910.1|SLEB, LOC115630383|XP_030382772.1|SLEB, LOC115630381|XP_030382771.1|SLEB, LOC115630388|XP_030382775.1|SLEB, LOC115630389|XP_030382776.1|SLEB, LOC115630387|XP_030382774.1|SLEB, LOC115630390|XP_030382777.1|SLEB, LOC115630379|XP_030382770.1|SLEB, LOC115633618|XP_030386915.1|SLEB, LOC115633616|XP_030386912.1|SLEB, LOC115633617|XP_030386914.1|SLEB, LOC115633615|XP_030386911.1|SLEB	LOC108112979|XP_017078876.1|DEUG
OG0001169	LOC115633396|XP_030386699.1|SLEB, LOC115633425|XP_030386745.1|SLEB	LOC108105389|XP_017067422.1|DEUG
OG0001170	LOC115622090|XP_030371791.1|SLEB, LOC115620718|XP_030369956.1|SLEB	LOC108108835|XP_017072530.1|DEUG
OG0001172	LOC115620637|XP_030369838.1|SLEB, LOC115624420|XP_030375020.1|SLEB, LOC115622544|XP_030372374.1|SLEB, LOC115619993|XP_030368925.1|SLEB	LOC108109224|XP_017073183.1|DEUG
OG0001173	LOC115620421|XP_030369505.1|SLEB	LOC108109351|XP_017073300.1|DEUG
OG0001174	LOC115632297|XP_030385251.1|SLEB	LOC108107532|XP_017070562.1|DEUG, LOC108107533|XP_017070563.1|DEUG
OG0001175	LOC115633003|XP_030386192.1|SLEB	LOC108112577|XP_017078087.1|DEUG
OG0001176	LOC115634624|XP_030388337.1|SLEB	LOC108106448|XP_017068983.1|DEUG
OG0001177	LOC115630806|XP_030383328.1|SLEB	LOC108103071|XP_017063904.1|DEUG
OG0001178	LOC115634255|XP_030387710.1|SLEB	LOC108108976|XP_017072721.1|DEUG
OG0001179	LOC115623641|XP_030373950.1|SLEB	LOC108106560|XP_017069213.1|DEUG
OG0001180	LOC115627847|XP_030379566.1|SLEB	LOC108108898|XP_017072613.1|DEUG
OG0001181	LOC115624665|XP_030375313.1|SLEB	LOC108104295|XP_017065756.1|DEUG
OG0001182	LOC115620292|XP_030369329.1|SLEB	LOC108116651|XP_017084129.1|DEUG
OG0001183	LOC115625280|XP_030376144.1|SLEB	LOC108116403|XP_017083763.1|DEUG
OG0001184	LOC115623460|XP_030373677.1|SLEB	LOC108105261|XP_017067230.1|DEUG, LOC108105260|XP_017067229.1|DEUG
OG0001185	LOC115625170|XP_030375972.1|SLEB	LOC108105589|XP_017067724.1|DEUG
OG0001186	LOC115624020|XP_030374455.1|SLEB	LOC108115168|XP_017081976.1|DEUG
OG0001187	LOC115625850|XP_030376919.1|SLEB	LOC108106671|XP_017069391.1|DEUG
OG0001188	LOC115628992|XP_030381137.1|SLEB	LOC108112844|XP_017078645.1|DEUG
OG0001189	LOC115624680|XP_030375339.1|SLEB	LOC108113326|XP_017079372.1|DEUG
OG0001190	LOC115627544|XP_030379119.1|SLEB	LOC108102416|XP_017062872.1|DEUG
OG0001191	LOC115627325|XP_030378829.1|SLEB, LOC115626435|XP_030377670.1|SLEB, LOC115626400|XP_030377623.1|SLEB	LOC108108517|XP_017072080.1|DEUG
OG0001192	LOC115629969|XP_030382448.1|SLEB	LOC108106860|XP_017069593.1|DEUG, LOC108106858|XP_017069591.1|DEUG
OG0001193	LOC115620774|XP_030370042.1|SLEB	LOC108110258|XP_017074735.1|DEUG
OG0001194	LOC115629875|XP_030382333.1|SLEB	LOC108105500|XP_017067609.1|DEUG
OG0001195	LOC115620677|XP_030369905.1|SLEB	LOC108105403|XP_017067436.1|DEUG
OG0001196	LOC115632939|XP_030386094.1|SLEB, LOC115627202|XP_030378680.1|SLEB	LOC108103363|XP_017064297.1|DEUG
OG0001197	LOC115623562|XP_030373818.1|SLEB	LOC108115769|XP_017082827.1|DEUG, LOC108115665|XP_017082717.1|DEUG
OG0001198	LOC115621321|XP_030370799.1|SLEB, LOC115620347|XP_030369407.1|SLEB, LOC115626023|XP_030377132.1|SLEB	LOC108109416|XP_017073402.1|DEUG, LOC108109417|XP_017073403.1|DEUG, LOC108109418|XP_017073404.1|DEUG, LOC108109424|XP_017073412.1|DEUG
OG0001200	LOC115628081|XP_030379914.1|SLEB	LOC108118452|XP_017086659.1|DEUG
OG0001201	LOC115625457|XP_030376365.1|SLEB	LOC108113717|XP_017079887.1|DEUG
OG0001202	LOC115628939|XP_030381072.1|SLEB	LOC108102421|XP_017062887.1|DEUG
OG0001203	LOC115628065|XP_030379892.1|SLEB	LOC108102342|XP_017062667.1|DEUG
OG0001204	LOC115625799|XP_030376836.1|SLEB	LOC108105878|XP_017068143.1|DEUG
OG0001205	LOC115625122|XP_030375894.1|SLEB	LOC108115325|XP_017082222.1|DEUG
OG0001206	LOC115621766|XP_030371360.1|SLEB	LOC108117134|XP_017084871.1|DEUG
OG0001207	LOC115633296|XP_030386568.1|SLEB	LOC108103973|XP_017065239.1|DEUG
OG0001208	LOC115629632|XP_030381993.1|SLEB	LOC108109684|XP_017073771.1|DEUG
OG0001209	LOC115621004|XP_030370384.1|SLEB	LOC108116950|XP_017084591.1|DEUG
OG0001210	LOC115627231|XP_030378714.1|SLEB	LOC108102996|XP_017063800.1|DEUG
OG0001211	LOC115623875|XP_030374283.1|SLEB	LOC108110255|XP_017074731.1|DEUG
OG0001212	LOC115633364|XP_030386669.1|SLEB	LOC108102904|XP_017063615.1|DEUG
OG0001213	LOC115625124|XP_030375898.1|SLEB	LOC108111568|XP_017076579.1|DEUG
OG0001214	LOC115620611|XP_030369788.1|SLEB	LOC108115699|XP_017082758.1|DEUG
OG0001215	LOC115625612|XP_030376606.1|SLEB	LOC108115319|XP_017082212.1|DEUG
OG0001216	LOC115625218|XP_030376058.1|SLEB	LOC108105231|XP_017067188.1|DEUG
OG0001217	LOC115626098|XP_030377210.1|SLEB	LOC108118120|XP_017086156.1|DEUG, LOC108113253|XP_017079294.1|DEUG
OG0001218	LOC115622093|XP_030371795.1|SLEB, LOC115620719|XP_030369958.1|SLEB	LOC108108836|XP_017072532.1|DEUG
OG0001220	LOC115633059|XP_030386267.1|SLEB	LOC108112213|XP_017077519.1|DEUG
OG0001221	LOC115620005|XP_030368954.1|SLEB	LOC108109208|XP_017073139.1|DEUG
OG0001222	LOC115621148|XP_030370565.1|SLEB	LOC108116068|XP_017083272.1|DEUG
OG0001223	LOC115626691|XP_030377982.1|SLEB	LOC108113659|XP_017079820.1|DEUG, LOC108118064|XP_017086096.1|DEUG
OG0001224	LOC115634553|XP_030388229.1|SLEB, LOC115620166|XP_030369155.1|SLEB	LOC108112183|XP_017077481.1|DEUG
OG0001225	LOC115619995|XP_030368939.1|SLEB	LOC108112620|XP_017078202.1|DEUG
OG0001226	LOC115634826|XP_030388605.1|SLEB	LOC108106425|XP_017068943.1|DEUG
OG0001228	LOC115629115|XP_030381304.1|SLEB	LOC108110090|XP_017074471.1|DEUG
OG0001229	LOC115620116|XP_030369134.1|SLEB	LOC108117581|XP_017085572.1|DEUG, LOC108118111|XP_017086150.1|DEUG
OG0001230	LOC115626053|XP_030377168.1|SLEB	LOC108113038|XP_017078959.1|DEUG
OG0001231	LOC115629199|XP_030381459.1|SLEB, LOC115629198|XP_030381458.1|SLEB, LOC115626276|XP_030377459.1|SLEB	LOC108117464|XP_017085375.1|DEUG
OG0001232	LOC115630678|XP_030383181.1|SLEB	LOC108118322|XP_017086429.1|DEUG, LOC108106085|XP_017068433.1|DEUG, LOC108118323|XP_017086430.1|DEUG
OG0001233	LOC115632053|XP_030384887.1|SLEB	LOC108107159|XP_017070058.1|DEUG
OG0001234	LOC115623461|XP_030373678.1|SLEB, LOC115631366|XP_030383948.1|SLEB	LOC108112788|XP_017078558.1|DEUG
OG0001235	LOC115631068|XP_030383574.1|SLEB	LOC108110729|XP_017075409.1|DEUG
OG0001236	LOC115628162|XP_030380002.1|SLEB	LOC108113933|XP_017080129.1|DEUG
OG0001237	LOC115623846|XP_030374248.1|SLEB	LOC108105987|XP_017068307.1|DEUG, LOC108117102|XP_017084807.1|DEUG
OG0001238	LOC115625038|XP_030375738.1|SLEB	LOC108113593|XP_017079727.1|DEUG
OG0001240	LOC115625437|XP_030376343.1|SLEB	LOC108113540|XP_017079624.1|DEUG, LOC108109093|XP_017072966.1|DEUG
OG0001242	LOC115629261|XP_030381542.1|SLEB	LOC108105099|XP_017067023.1|DEUG
OG0001243	LOC115621365|XP_030370892.1|SLEB	LOC108108761|XP_017072415.1|DEUG
OG0001244	LOC115625112|XP_030375878.1|SLEB	LOC108105226|XP_017067183.1|DEUG
OG0001245	LOC115621922|XP_030371626.1|SLEB	LOC108117094|XP_017084782.1|DEUG
OG0001246	LOC115625182|XP_030376010.1|SLEB	LOC108107415|XP_017070433.1|DEUG
OG0001247	LOC115622491|XP_030372298.1|SLEB	LOC108105576|XP_017067705.1|DEUG, LOC108111891|XP_017077014.1|DEUG
OG0001248	LOC115634393|XP_030387945.1|SLEB, LOC115623579|XP_030373842.1|SLEB	LOC108108323|XP_017071840.1|DEUG
OG0001249	LOC115623054|XP_030373092.1|SLEB, LOC115629582|XP_030381935.1|SLEB, LOC115629581|XP_030381934.1|SLEB	LOC108115924|XP_017083048.1|DEUG, LOC108103271|XP_017064172.1|DEUG
OG0001251	LOC115632688|XP_030385784.1|SLEB	LOC108115115|XP_017081856.1|DEUG, LOC108115113|XP_017081854.1|DEUG
OG0001252	LOC115621429|XP_030370940.1|SLEB	LOC108116001|XP_017083167.1|DEUG, LOC108116002|XP_017083168.1|DEUG
OG0001253	LOC115628182|XP_030380031.1|SLEB	LOC108106373|XP_017068853.1|DEUG
OG0001255	LOC115628401|XP_030380353.1|SLEB	LOC108113256|XP_017079293.1|DEUG
OG0001256	LOC115623989|XP_030374458.1|SLEB	LOC108107247|XP_017070154.1|DEUG
OG0001257	LOC115627839|XP_030379546.1|SLEB	LOC108102318|XP_017062581.1|DEUG, LOC108102319|XP_017062583.1|DEUG
OG0001258	LOC115634493|XP_030388109.1|SLEB, LOC115620444|XP_030369533.1|SLEB, LOC115620443|XP_030369532.1|SLEB	LOC108109560|XP_017073621.1|DEUG
OG0001259	LOC115628921|XP_030381042.1|SLEB	LOC108105520|XP_017067635.1|DEUG
OG0001260	LOC115625257|XP_030376112.1|SLEB	LOC108108394|XP_017071937.1|DEUG
OG0001261	LOC115629592|XP_030381942.1|SLEB	LOC108115596|XP_017082650.1|DEUG
OG0001262	LOC115622334|XP_030372105.1|SLEB	LOC108114300|XP_017080694.1|DEUG
OG0001263	LOC115620551|XP_030369695.1|SLEB	LOC108117538|XP_017085530.1|DEUG
OG0001264	LOC115631300|XP_030383874.1|SLEB	LOC108111149|XP_017076006.1|DEUG
OG0001265	LOC115629802|XP_030382224.1|SLEB	LOC108104412|XP_017065951.1|DEUG
OG0001266	LOC115632811|XP_030385926.1|SLEB	LOC108113209|XP_017079232.1|DEUG
OG0001267	LOC115620683|XP_030369910.1|SLEB	LOC108115712|XP_017082772.1|DEUG
OG0001268	LOC115621597|XP_030371148.1|SLEB	LOC108116851|XP_017084394.1|DEUG
