Orthogroup	SLEB.longest_only	DSUZ.longest_only
OG0000892	LOC115630075|XP_030382571.1|SLEB	LOC108015222|XP_016937053.2|DSUZ, LOC108013072|XP_016934182.2|DSUZ
OG0000893	LOC115623838|XP_030374239.1|SLEB	LOC108017812|XP_036675144.1|DSUZ
OG0000894	LOC115625115|XP_030375881.1|SLEB	LOC108015978|XP_036675129.1|DSUZ, LOC108017139|XP_016939607.2|DSUZ
OG0000895	LOC115633662|XP_030386967.1|SLEB	LOC108010285|XP_016930643.1|DSUZ
OG0000896	LOC115629791|XP_030382210.1|SLEB	LOC108014988|XP_016936699.1|DSUZ
OG0000897	LOC115625529|XP_030376463.1|SLEB	LOC108014067|XP_016935575.2|DSUZ
OG0000897	LOC115625442|XP_030376350.1|SLEB	LOC108014068|XP_016935576.2|DSUZ
OG0000898	LOC115626286|XP_030377474.1|SLEB, LOC115629699|XP_030382081.1|SLEB	LOC108017961|XP_016940720.1|DSUZ, LOC108008556|XP_016927915.1|DSUZ
OG0000899	LOC115620964|XP_030370345.1|SLEB	LOC108006083|XP_016925018.2|DSUZ
OG0000900	LOC115634772|XP_030388527.1|SLEB	LOC108010234|XP_016930576.1|DSUZ
OG0000900	LOC115634771|XP_030388526.1|SLEB	LOC108008940|XP_016928340.1|DSUZ
OG0000901	LOC115624900|XP_030375609.1|SLEB	LOC108008273|XP_016927551.1|DSUZ
OG0000902	LOC115627660|XP_030379261.1|SLEB	LOC108021807|XP_016946099.1|DSUZ
OG0000902	LOC115627661|XP_030379263.1|SLEB	LOC108021808|XP_016946100.1|DSUZ
OG0000903	LOC115632649|XP_030385739.1|SLEB, LOC115632862|XP_030385986.1|SLEB	LOC108005915|XP_016924814.1|DSUZ, LOC108005810|XP_016924628.1|DSUZ
OG0000906	LOC115634598|XP_030388307.1|SLEB, LOC115634386|XP_030387931.1|SLEB	LOC118876979|XP_036669612.1|DSUZ, LOC118876978|XP_036669611.1|DSUZ, LOC108008897|XP_016928291.1|DSUZ
OG0000907	LOC115623688|XP_030374022.1|SLEB	LOC108010212|XP_016930545.1|DSUZ
OG0000909	LOC115629921|XP_030382386.1|SLEB	LOC108007299|XP_016926433.1|DSUZ
OG0000909	LOC115629451|XP_030381776.1|SLEB	LOC108011893|XP_016932629.1|DSUZ
OG0000911	LOC115628689|XP_030380728.1|SLEB	LOC108008428|XP_016927766.1|DSUZ
OG0000912	LOC115633636|XP_030386934.1|SLEB	LOC108017677|XP_016940274.1|DSUZ, LOC108017676|XP_016940272.1|DSUZ
OG0000913	LOC115624512|XP_030375084.1|SLEB	LOC108011731|XP_036670716.1|DSUZ
OG0000914	LOC115634220|XP_030387671.1|SLEB	LOC108008891|XP_016928284.1|DSUZ
OG0000915	LOC115634001|XP_030387386.1|SLEB	LOC108008813|XP_016928205.1|DSUZ
OG0000916	LOC115631986|XP_030384763.1|SLEB	LOC108019753|XP_016943191.1|DSUZ
OG0000917	LOC115632019|XP_030384822.1|SLEB	LOC108016593|XP_036676442.1|DSUZ
OG0000918	LOC115625872|XP_030376943.1|SLEB	LOC108019295|XP_036677308.1|DSUZ, LOC108015932|XP_016938004.1|DSUZ
OG0000920	LOC115633279|XP_030386550.1|SLEB	LOC108004558|XP_016922981.1|DSUZ
OG0000921	LOC115630018|XP_030382512.1|SLEB	LOC108016746|XP_016938977.2|DSUZ, LOC108016747|XP_016938978.2|DSUZ
OG0000922	LOC115628430|XP_030380378.1|SLEB	LOC108020049|XP_036672171.1|DSUZ, LOC108020016|XP_036672173.1|DSUZ
OG0000923	LOC115623827|XP_030374230.1|SLEB	LOC108019541|XP_036672273.1|DSUZ, LOC108007980|XP_016927249.2|DSUZ
OG0000924	LOC115629931|XP_030382395.1|SLEB	LOC108005463|XP_016924248.1|DSUZ
OG0000925	LOC115621220|XP_030370664.1|SLEB	LOC108008034|XP_016927306.2|DSUZ, LOC108008036|XP_016927308.1|DSUZ
OG0000926	LOC115623884|XP_030374296.1|SLEB	LOC108014248|XP_016935774.2|DSUZ
OG0000926	LOC115624201|XP_030374664.1|SLEB	LOC108007017|XP_016926112.1|DSUZ
OG0000927	LOC115621447|XP_030370961.1|SLEB	LOC108004996|XP_016923605.2|DSUZ
OG0000927	LOC115620365|XP_030369430.1|SLEB	LOC118878122|XP_036675478.1|DSUZ
OG0000928	LOC115626331|XP_030377534.1|SLEB	LOC108021158|XP_016945225.1|DSUZ, LOC108021160|XP_016945228.1|DSUZ
OG0000929	LOC115631368|XP_030383946.1|SLEB, LOC115631284|XP_030383857.1|SLEB	LOC108021548|XP_016945805.1|DSUZ
OG0000929	LOC115631556|XP_030384203.1|SLEB	LOC108021549|XP_016945806.1|DSUZ
OG0000930	LOC115622376|XP_030372159.1|SLEB	LOC108018658|XP_016941719.2|DSUZ, LOC108018655|XP_016941716.2|DSUZ
OG0000931	LOC115624492|XP_030375055.1|SLEB	LOC108008714|XP_016928101.1|DSUZ
OG0000931	LOC115634172|XP_030387617.1|SLEB	LOC108010798|XP_016931221.1|DSUZ
OG0000932	LOC115622269|XP_030372031.1|SLEB, LOC115629206|XP_030381465.1|SLEB	LOC108011438|XP_016932058.1|DSUZ
OG0000932	LOC115622267|XP_030372029.1|SLEB	LOC108006195|XP_036672056.1|DSUZ
OG0000933	LOC115634678|XP_030388396.1|SLEB	LOC108010263|XP_016930609.1|DSUZ
OG0000933	LOC115634677|XP_030388395.1|SLEB	LOC108010264|XP_016930610.1|DSUZ
OG0000934	LOC115634663|XP_030388383.1|SLEB	LOC108019676|XP_016943056.1|DSUZ, LOC108019678|XP_016943057.1|DSUZ
OG0000935	LOC115620735|XP_030369981.1|SLEB	LOC108007309|XP_036673509.1|DSUZ
OG0000936	LOC115630040|XP_030382533.1|SLEB	LOC108011918|XP_016932655.1|DSUZ
OG0000937	LOC115621318|XP_030370797.1|SLEB	LOC108016137|XP_036675609.1|DSUZ
OG0000938	LOC115629870|XP_030382325.1|SLEB	LOC108005404|XP_016924157.1|DSUZ
OG0000939	LOC115631095|XP_030383606.1|SLEB	LOC108015247|XP_016937092.1|DSUZ
OG0000940	LOC115629373|XP_030381691.1|SLEB	LOC108004600|XP_016923029.1|DSUZ
OG0000940	LOC115628257|XP_030380135.1|SLEB	LOC108012370|XP_016933214.1|DSUZ
OG0000941	LOC115630089|XP_030382576.1|SLEB	LOC108015009|XP_016936726.1|DSUZ
OG0000942	LOC115623244|XP_030373364.1|SLEB	LOC108013179|XP_016934367.1|DSUZ
OG0000943	LOC115620354|XP_030369421.1|SLEB	LOC108009222|XP_016928870.1|DSUZ
OG0000944	LOC115627130|XP_030378563.1|SLEB	LOC108006569|XP_016925593.1|DSUZ
OG0000945	LOC115624796|XP_030375500.1|SLEB	LOC108013017|XP_016934097.1|DSUZ, LOC108013016|XP_016934096.2|DSUZ
OG0000946	LOC115630459|XP_030382884.1|SLEB	LOC108018902|XP_036678608.1|DSUZ, LOC108019162|XP_016942403.1|DSUZ
OG0000947	LOC115634584|XP_030388277.1|SLEB	LOC108009139|XP_016928731.1|DSUZ
OG0000948	LOC115632809|XP_030385921.1|SLEB	LOC108011795|XP_036671205.1|DSUZ
OG0000949	LOC115629933|XP_030382398.1|SLEB, LOC115629932|XP_030382397.1|SLEB	LOC108005293|XP_016923981.1|DSUZ
OG0000950	LOC115624154|XP_030374611.1|SLEB	LOC108015404|XP_036676764.1|DSUZ, LOC108019334|XP_016942644.2|DSUZ
OG0000951	LOC115620607|XP_030369781.1|SLEB	LOC108018673|XP_016941732.2|DSUZ
OG0000952	LOC115631113|XP_030383633.1|SLEB	LOC108006609|XP_016925622.1|DSUZ
OG0000954	LOC115624830|XP_030375537.1|SLEB	LOC108019662|XP_016943042.1|DSUZ
OG0000955	LOC115620968|XP_030370348.1|SLEB	LOC108007783|XP_016927029.2|DSUZ
OG0000956	LOC115623812|XP_030374216.1|SLEB	LOC108014179|XP_016935703.2|DSUZ, LOC108014198|XP_016935724.1|DSUZ
OG0000957	LOC115632493|XP_030385572.1|SLEB	LOC108008224|XP_016927504.2|DSUZ
OG0000957	LOC115632571|XP_030385690.1|SLEB	LOC108008223|XP_016927503.1|DSUZ
OG0000958	LOC115621983|XP_030371695.1|SLEB	LOC108014118|XP_036673913.1|DSUZ, LOC108008824|XP_016928220.1|DSUZ
OG0000959	LOC115622295|XP_030372058.1|SLEB, LOC115622622|XP_030372489.1|SLEB	LOC108015925|XP_016937994.2|DSUZ, LOC108006370|XP_036675371.1|DSUZ
OG0000960	LOC115626902|XP_030378272.1|SLEB	LOC108016678|XP_016938885.1|DSUZ
OG0000961	LOC115633964|XP_030387344.1|SLEB	LOC108014011|XP_036671110.1|DSUZ
OG0000961	LOC115633962|XP_030387342.1|SLEB	LOC108013773|XP_016935223.2|DSUZ
OG0000963	LOC115627565|XP_030379148.1|SLEB	LOC108010435|XP_016930784.1|DSUZ
OG0000964	LOC115629928|XP_030382396.1|SLEB	LOC108010465|XP_016930823.1|DSUZ, LOC108010278|XP_016930634.1|DSUZ
OG0000965	LOC115633244|XP_030386499.1|SLEB	LOC108015397|XP_016937305.1|DSUZ
OG0000966	LOC115633760|XP_030387095.1|SLEB	LOC108019750|XP_016943184.1|DSUZ, LOC108018267|XP_016941277.2|DSUZ
OG0000968	LOC115628295|XP_030380202.1|SLEB	LOC108019463|XP_036671203.1|DSUZ
OG0000969	LOC115629995|XP_030382487.1|SLEB	LOC108008552|XP_016927912.1|DSUZ
OG0000969	LOC115633028|XP_030386225.1|SLEB, LOC115621359|XP_030370843.1|SLEB	LOC108017086|XP_016939535.1|DSUZ
OG0000970	LOC115620768|XP_030370032.1|SLEB	LOC108012022|XP_016932789.1|DSUZ
OG0000971	LOC115631506|XP_030384125.1|SLEB	LOC108007879|XP_036676004.1|DSUZ, LOC108006004|XP_016924940.1|DSUZ
OG0000972	LOC115632559|XP_030385633.1|SLEB	LOC108013313|XP_016934594.2|DSUZ
OG0000972	LOC115633225|XP_030386479.1|SLEB	LOC108017009|XP_016939453.1|DSUZ
OG0000973	LOC115633334|XP_030386626.1|SLEB	LOC108018876|XP_016941953.1|DSUZ
OG0000974	LOC115622410|XP_030372203.1|SLEB	LOC108011825|XP_036671173.1|DSUZ
OG0000975	LOC115621202|XP_030370641.1|SLEB, LOC115623709|XP_030374048.1|SLEB	LOC108010632|XP_036674727.1|DSUZ
OG0000976	LOC115625384|XP_030376281.1|SLEB	LOC118877704|XP_036673463.1|DSUZ, LOC118876762|XP_036673464.1|DSUZ
OG0000976	LOC115625075|XP_030375823.1|SLEB	LOC108006493|XP_036673132.1|DSUZ
OG0000977	LOC115625370|XP_030376266.1|SLEB	LOC108004923|XP_016923507.2|DSUZ
OG0000978	LOC115623541|XP_030373784.1|SLEB	LOC108009870|XP_016930062.1|DSUZ, LOC108006049|XP_036674322.1|DSUZ
OG0000979	LOC115628156|XP_030379990.1|SLEB	LOC108008320|XP_016927626.1|DSUZ
OG0000980	LOC115621034|XP_030370416.1|SLEB	LOC108016151|XP_016938255.1|DSUZ
OG0000980	LOC115621874|XP_030371560.1|SLEB	LOC108011040|XP_016931581.2|DSUZ
OG0000981	LOC115632018|XP_030384815.1|SLEB	LOC108021057|XP_016945053.1|DSUZ
OG0000982	LOC115624236|XP_030374717.1|SLEB, LOC115624076|XP_030374526.1|SLEB	LOC108014715|XP_016936371.2|DSUZ, LOC108010607|XP_016930988.2|DSUZ, LOC108018681|XP_016941742.2|DSUZ
OG0000984	LOC115623773|XP_030374169.1|SLEB	LOC108012102|XP_016932870.2|DSUZ
OG0000985	LOC115633230|XP_030386484.1|SLEB	LOC108009494|XP_016929376.1|DSUZ, LOC108009495|XP_016929377.1|DSUZ, LOC108009505|XP_016929395.1|DSUZ
OG0000986	LOC115631939|XP_030384651.1|SLEB	LOC108015628|XP_016937613.1|DSUZ
OG0000986	LOC115632119|XP_030384984.1|SLEB	LOC108008839|XP_016928237.1|DSUZ
OG0000987	LOC115621692|XP_030371261.1|SLEB	LOC108013113|XP_016934256.1|DSUZ, LOC108007794|XP_016927039.2|DSUZ
OG0000988	LOC115631590|XP_030384251.1|SLEB, LOC115629834|XP_030382271.1|SLEB	LOC108021368|XP_016945548.1|DSUZ
OG0000990	LOC115626648|XP_030377913.1|SLEB	LOC108014935|XP_036676765.1|DSUZ
OG0000991	LOC115620234|XP_030369238.1|SLEB	LOC108017578|XP_016940155.1|DSUZ
OG0000991	LOC115629805|XP_030382228.1|SLEB	LOC108004688|XP_016923181.1|DSUZ
OG0000992	LOC115621203|XP_030370644.1|SLEB	LOC108009869|XP_016930060.1|DSUZ, LOC108014864|XP_016936569.2|DSUZ
OG0000993	LOC115621783|XP_030371401.1|SLEB	LOC108019302|XP_016942611.2|DSUZ, LOC118878107|XP_036675389.1|DSUZ
OG0000994	LOC115628886|XP_030381003.1|SLEB	LOC108004569|XP_016922995.1|DSUZ
OG0000995	LOC115625662|XP_030376654.1|SLEB	LOC108018994|XP_016942092.1|DSUZ, LOC108011944|XP_016932687.1|DSUZ
OG0000996	LOC115631694|XP_030384380.1|SLEB	LOC108010038|XP_016930333.1|DSUZ
OG0000997	LOC115626266|XP_030377478.1|SLEB	LOC108010246|XP_016930589.1|DSUZ
OG0000998	LOC115624642|XP_030375270.1|SLEB	LOC108013291|XP_016934553.1|DSUZ
OG0000999	LOC115634097|XP_030387514.1|SLEB	LOC108008691|XP_016928074.2|DSUZ
OG0000999	LOC115626649|XP_030377914.1|SLEB	LOC108016554|XP_036676171.1|DSUZ
OG0001000	LOC115620263|XP_030369285.1|SLEB	LOC108007407|XP_036678333.1|DSUZ
OG0001001	LOC115632602|XP_030385691.1|SLEB	LOC108018098|XP_016940998.1|DSUZ
OG0001002	LOC115631311|XP_030383885.1|SLEB	LOC108004904|XP_016923481.1|DSUZ
OG0001003	LOC115621145|XP_030370561.1|SLEB	LOC108017659|XP_016940254.1|DSUZ, LOC108019802|XP_016943295.1|DSUZ
OG0001004	LOC115623593|XP_030373853.1|SLEB	LOC108004819|XP_016923378.2|DSUZ, LOC108017195|XP_016939679.1|DSUZ
OG0001005	LOC115633224|XP_030386476.1|SLEB	LOC108013806|XP_016935309.1|DSUZ, LOC108016750|XP_036676489.1|DSUZ
OG0001006	LOC115632081|XP_030384901.1|SLEB	LOC108014161|XP_016935684.1|DSUZ, LOC108018650|XP_016941711.1|DSUZ
OG0001007	LOC115628319|XP_030380235.1|SLEB	LOC108012898|XP_016933893.1|DSUZ
OG0001008	LOC115627803|XP_030379493.1|SLEB	LOC108006278|XP_016925223.1|DSUZ
OG0001009	LOC115625207|XP_030376036.1|SLEB	LOC108015851|XP_016937908.1|DSUZ, LOC108014059|XP_016935566.2|DSUZ
OG0001010	LOC115633402|XP_030386704.1|SLEB	LOC108015113|XP_036676631.1|DSUZ, LOC108013685|XP_016935096.1|DSUZ
OG0001011	LOC115633326|XP_030386618.1|SLEB	LOC108013736|XP_016935174.1|DSUZ
OG0001011	LOC115630723|XP_030383239.1|SLEB	LOC108012574|XP_016933481.1|DSUZ
OG0001012	LOC115629567|XP_030381919.1|SLEB, LOC115629568|XP_030381920.1|SLEB	LOC108019028|XP_016942131.1|DSUZ, LOC108019035|XP_016942138.2|DSUZ
OG0001013	LOC115622265|XP_030372026.1|SLEB	LOC108006210|XP_016925136.1|DSUZ
OG0001014	LOC115622694|XP_030372582.1|SLEB	LOC108005859|XP_016924724.1|DSUZ
OG0001014	LOC115622870|XP_030372817.1|SLEB	LOC108012577|XP_016933480.1|DSUZ
OG0001015	LOC115627832|XP_030379534.1|SLEB	LOC108015422|XP_016937340.1|DSUZ
OG0001015	LOC115627898|XP_030379652.1|SLEB	LOC108015012|XP_016936730.1|DSUZ
OG0001017	LOC115625904|XP_030376994.1|SLEB	LOC108009298|XP_016929027.1|DSUZ
OG0001017	LOC115634369|XP_030387893.1|SLEB	LOC108018455|XP_016941501.1|DSUZ
OG0001018	LOC115628898|XP_030381017.1|SLEB, LOC115628901|XP_030381020.1|SLEB, LOC115621330|XP_030370811.1|SLEB, LOC115628942|XP_030381075.1|SLEB, LOC115628926|XP_030381048.1|SLEB	LOC108011894|XP_016932630.2|DSUZ
OG0001019	LOC115621697|XP_030371263.1|SLEB	LOC108016124|XP_036675607.1|DSUZ
OG0001020	LOC115627705|XP_030379308.1|SLEB	LOC108015220|XP_016937050.1|DSUZ
OG0001021	LOC115628996|XP_030381140.1|SLEB	LOC108021378|XP_036675876.1|DSUZ
OG0001022	LOC115629232|XP_030381503.1|SLEB	LOC108019202|XP_016942483.1|DSUZ
OG0001024	LOC115621057|XP_030370438.1|SLEB	LOC108016112|XP_036675595.1|DSUZ
OG0001025	LOC115632296|XP_030385249.1|SLEB	LOC108012416|XP_016933266.1|DSUZ, LOC108012286|XP_036671585.1|DSUZ
OG0001026	LOC115634218|XP_030387668.1|SLEB	LOC108019784|XP_016943265.1|DSUZ
OG0001027	LOC115634679|XP_030388398.1|SLEB	LOC108015810|XP_016937862.1|DSUZ
OG0001028	LOC115631799|XP_030384497.1|SLEB	LOC108009872|XP_016930067.1|DSUZ
OG0001031	LOC115626140|XP_030377262.1|SLEB	LOC108005668|XP_036677536.1|DSUZ, LOC118878792|XP_036677707.1|DSUZ, LOC108014264|XP_036677680.1|DSUZ
OG0001032	LOC115626259|XP_030377427.1|SLEB	LOC108014232|XP_036677818.1|DSUZ, LOC108019450|XP_036677821.1|DSUZ
OG0001033	LOC115626759|XP_030378075.1|SLEB	LOC108006354|XP_016925364.2|DSUZ, LOC108016785|XP_016939042.1|DSUZ
OG0001034	LOC115624857|XP_030375562.1|SLEB	LOC108013129|XP_036670527.1|DSUZ
OG0001035	LOC115628902|XP_030381021.1|SLEB	LOC108020480|XP_016944299.1|DSUZ
OG0001035	LOC115628904|XP_030381022.1|SLEB	LOC108020479|XP_016944298.1|DSUZ
OG0001036	LOC115628688|XP_030380723.1|SLEB	LOC108009490|XP_016929374.1|DSUZ
OG0001036	LOC115624002|XP_030374434.1|SLEB	LOC108018607|XP_016941657.2|DSUZ
OG0001037	LOC115622928|XP_030372913.1|SLEB, LOC115622927|XP_030372912.1|SLEB, LOC115622432|XP_030372233.1|SLEB	LOC108018742|XP_016941806.2|DSUZ, LOC108018738|XP_016941802.2|DSUZ, LOC108011689|XP_036671492.1|DSUZ
OG0001038	LOC115623628|XP_030373929.1|SLEB, LOC115623629|XP_030373931.1|SLEB	LOC118876763|XP_036673251.1|DSUZ, LOC108005060|XP_036672797.1|DSUZ
OG0001038	LOC115631328|XP_030383908.1|SLEB	LOC118877597|XP_036672795.1|DSUZ, LOC118877674|XP_036673250.1|DSUZ
OG0001042	LOC115620583|XP_030369748.1|SLEB	LOC108012166|XP_016932948.2|DSUZ
OG0001043	LOC115628817|XP_030380904.1|SLEB	LOC108005436|XP_016924211.1|DSUZ
OG0001044	LOC115626205|XP_030377352.1|SLEB, LOC115631350|XP_030383926.1|SLEB	LOC108008431|XP_016927770.1|DSUZ
OG0001045	LOC115623369|XP_030373520.1|SLEB	LOC108008324|XP_016927632.1|DSUZ
OG0001046	LOC115634073|XP_030387480.1|SLEB	LOC108008518|XP_016927877.1|DSUZ, LOC108008517|XP_016927875.1|DSUZ
OG0001047	LOC115634088|XP_030387503.1|SLEB	LOC108019847|XP_016943372.1|DSUZ
OG0001048	LOC115624518|XP_030375094.1|SLEB	LOC108009650|XP_016929653.2|DSUZ
OG0001049	LOC115622282|XP_030372044.1|SLEB	LOC108005897|XP_036671321.1|DSUZ
OG0001050	LOC115633103|XP_030386344.1|SLEB	LOC108005619|XP_036672051.1|DSUZ
OG0001051	LOC115626170|XP_030377305.1|SLEB	LOC108013411|XP_016934761.1|DSUZ
OG0001052	LOC115625856|XP_030376924.1|SLEB	LOC108005803|XP_016924625.1|DSUZ
OG0001053	LOC115629515|XP_030381856.1|SLEB	LOC108017002|XP_016939443.1|DSUZ
OG0001054	LOC115621268|XP_030370728.1|SLEB	LOC108005966|XP_016924888.2|DSUZ
OG0001054	LOC115621267|XP_030370726.1|SLEB	LOC108005967|XP_016924890.2|DSUZ
OG0001055	LOC115623459|XP_030373676.1|SLEB	LOC108014726|XP_036675265.1|DSUZ
OG0001056	LOC115629116|XP_030381305.1|SLEB	LOC108009782|XP_016929913.1|DSUZ, LOC108019191|XP_016942453.1|DSUZ
OG0001057	LOC115626571|XP_030377810.1|SLEB	LOC108019318|XP_016942631.1|DSUZ
OG0001058	LOC115626762|XP_030378079.1|SLEB	LOC108005502|XP_016924297.2|DSUZ
OG0001059	LOC115622578|XP_030372421.1|SLEB	LOC108005787|XP_036670882.1|DSUZ
OG0001060	LOC115623379|XP_030373534.1|SLEB	LOC108015677|XP_016937679.2|DSUZ
OG0001061	LOC115625474|XP_030376384.1|SLEB	LOC118877874|XP_036674107.1|DSUZ, LOC108006662|XP_036674102.1|DSUZ
OG0001062	LOC115634278|XP_030387771.1|SLEB	LOC108013802|XP_036675039.1|DSUZ
OG0001062	LOC115625502|XP_030376423.1|SLEB	LOC108015979|XP_036675063.1|DSUZ
OG0001063	LOC115629311|XP_030381617.1|SLEB	LOC108005215|XP_016923893.2|DSUZ
OG0001063	LOC115629300|XP_030381607.1|SLEB	LOC108005237|XP_016923918.1|DSUZ
OG0001064	LOC115629334|XP_030381642.1|SLEB	LOC108005146|XP_016923809.1|DSUZ
OG0001064	LOC115627654|XP_030379254.1|SLEB	LOC108004648|XP_016923088.1|DSUZ
OG0001065	LOC115630545|XP_030383014.1|SLEB, LOC115630679|XP_030383182.1|SLEB, LOC115630771|XP_030383285.1|SLEB, LOC115629745|XP_030382140.1|SLEB	LOC108006000|XP_036674334.1|DSUZ
OG0001066	LOC115627362|XP_030378872.1|SLEB	LOC108017736|XP_016940333.2|DSUZ, LOC118877050|XP_036669766.1|DSUZ, LOC118877251|XP_036670804.1|DSUZ, LOC108015143|XP_016936902.2|DSUZ
OG0001067	LOC115624484|XP_030375047.1|SLEB	LOC108021238|XP_016945336.1|DSUZ, LOC108021240|XP_016945339.1|DSUZ
OG0001068	LOC115622349|XP_030372123.1|SLEB	LOC108012233|XP_016933019.1|DSUZ, LOC108014647|XP_036670404.1|DSUZ
OG0001071	LOC115630740|XP_030383254.1|SLEB, LOC115630742|XP_030383255.1|SLEB, LOC115630697|XP_030383210.1|SLEB, LOC115630727|XP_030383242.1|SLEB, LOC115631854|XP_030384560.1|SLEB, LOC115631909|XP_030384620.1|SLEB, LOC115631900|XP_030384609.1|SLEB, LOC115631321|XP_030383900.1|SLEB	LOC108012512|XP_016933413.1|DSUZ, LOC108011845|XP_016932573.2|DSUZ, LOC108018409|XP_016941490.2|DSUZ
OG0001072	LOC115623188|XP_030373271.1|SLEB	LOC108007490|XP_036671994.1|DSUZ
OG0001073	LOC115620613|XP_030369790.1|SLEB	LOC108018759|XP_036675481.1|DSUZ
OG0001074	LOC115629282|XP_030381580.1|SLEB	LOC108019628|XP_016942999.1|DSUZ
OG0001075	LOC115622509|XP_030372321.1|SLEB	LOC108012964|XP_016934007.1|DSUZ
OG0001076	LOC115634059|XP_030387463.1|SLEB	LOC118877228|XP_036670560.1|DSUZ
OG0001077	LOC115628105|XP_030379946.1|SLEB	LOC108007329|XP_016926468.1|DSUZ
OG0001078	LOC115629550|XP_030381894.1|SLEB	LOC108004830|XP_016923395.2|DSUZ
OG0001079	LOC115628277|XP_030380166.1|SLEB, LOC115625668|XP_030376663.1|SLEB	LOC108020070|XP_036670532.1|DSUZ
OG0001080	LOC115624602|XP_030375207.1|SLEB	LOC108013271|XP_016934527.1|DSUZ
OG0001081	LOC115623563|XP_030373819.1|SLEB	LOC108015956|XP_016937579.2|DSUZ
OG0001082	LOC115633819|XP_030387165.1|SLEB	LOC108009852|XP_016930038.1|DSUZ
OG0001083	LOC115622457|XP_030372260.1|SLEB	LOC108005225|XP_016923904.1|DSUZ, LOC108012351|XP_016933192.1|DSUZ
OG0001084	LOC115634450|XP_030388021.1|SLEB	LOC108017996|XP_016940833.1|DSUZ
OG0001086	LOC115633783|XP_030387120.1|SLEB	LOC118877872|XP_036674093.1|DSUZ, LOC108008586|XP_016927953.1|DSUZ
OG0001087	LOC115631479|XP_030384095.1|SLEB	LOC108021162|XP_016945230.1|DSUZ, LOC108019019|XP_036669631.1|DSUZ
OG0001088	LOC115632153|XP_030385030.1|SLEB	LOC108012600|XP_016933508.1|DSUZ
OG0001089	LOC115624666|XP_030375317.1|SLEB	LOC118877389|XP_036671889.1|DSUZ, LOC118877393|XP_036671897.1|DSUZ, LOC118877392|XP_036671896.1|DSUZ, LOC108020041|XP_036671891.1|DSUZ, LOC118877391|XP_036671895.1|DSUZ, LOC108020038|XP_036671893.1|DSUZ, LOC118877390|XP_036671894.1|DSUZ, LOC108020010|XP_036671888.1|DSUZ, LOC108020039|XP_016943621.2|DSUZ
OG0001090	LOC115632913|XP_030386063.1|SLEB	LOC108011840|XP_036672006.1|DSUZ
OG0001092	LOC115626353|XP_030377564.1|SLEB	LOC108005781|XP_016924603.1|DSUZ
OG0001093	LOC115625952|XP_030377051.1|SLEB	LOC108007974|XP_016927239.1|DSUZ
OG0001094	LOC115626021|XP_030377129.1|SLEB	LOC108011254|XP_036674113.1|DSUZ
OG0001095	LOC115631077|XP_030383583.1|SLEB	LOC108009866|XP_016930057.1|DSUZ
OG0001096	LOC115630418|XP_030382814.1|SLEB	LOC108005228|XP_036677097.1|DSUZ, LOC108021505|XP_016945747.1|DSUZ
OG0001097	LOC115631632|XP_030384301.1|SLEB	LOC108011919|XP_036678282.1|DSUZ, LOC108018437|XP_016941485.1|DSUZ
OG0001098	LOC115623029|XP_030373068.1|SLEB	LOC108010709|XP_016931112.2|DSUZ
OG0001099	LOC115622780|XP_030372698.1|SLEB, LOC115622709|XP_030372600.1|SLEB	LOC108012413|XP_016933263.1|DSUZ
OG0001100	LOC115620897|XP_030370246.1|SLEB	LOC108013974|XP_016935477.2|DSUZ
OG0001101	LOC115620481|XP_030369577.1|SLEB	LOC108009337|XP_016929104.1|DSUZ
OG0001102	LOC115632575|XP_030385656.1|SLEB	LOC108013488|XP_016934859.1|DSUZ
OG0001103	LOC115621774|XP_030371386.1|SLEB	LOC108004957|XP_016923550.2|DSUZ
OG0001104	LOC115624069|XP_030374515.1|SLEB	LOC108008464|XP_016927806.1|DSUZ
OG0001105	LOC115628911|XP_030381032.1|SLEB	LOC108008764|XP_016928151.1|DSUZ
OG0001106	LOC115627975|XP_030379731.1|SLEB	LOC108020361|XP_036676389.1|DSUZ
OG0001108	LOC115625420|XP_030376320.1|SLEB, LOC115625426|XP_030376325.1|SLEB	LOC108005705|XP_016924521.2|DSUZ, LOC108020642|XP_036673321.1|DSUZ
OG0001109	LOC115634740|XP_030388488.1|SLEB	LOC108008161|XP_016927439.1|DSUZ, LOC108008602|XP_016927970.1|DSUZ
OG0001110	LOC115633968|XP_030387349.1|SLEB	LOC108005455|XP_016924236.1|DSUZ, LOC108007434|XP_016926580.1|DSUZ, LOC118878967|XP_036677829.1|DSUZ
OG0001111	LOC115634763|XP_030388518.1|SLEB	LOC108008123|XP_016927402.1|DSUZ, LOC108008122|XP_016927400.1|DSUZ
OG0001112	LOC115634184|XP_030387630.1|SLEB	LOC108008667|XP_016928048.1|DSUZ
OG0001113	LOC115624483|XP_030375046.1|SLEB	LOC108021237|XP_016945335.1|DSUZ, LOC108021239|XP_016945338.1|DSUZ
OG0001114	LOC115631463|XP_030384073.1|SLEB	LOC108011155|XP_016931732.1|DSUZ, LOC108010740|XP_016931159.1|DSUZ
OG0001116	LOC115620151|XP_030369140.1|SLEB	LOC108009214|XP_016928863.1|DSUZ
OG0001116	LOC115620150|XP_030369139.1|SLEB	LOC108008097|XP_016927375.2|DSUZ
