Orthogroup	SLEB.longest_only	DFIC.longest_only
OG0000202	LOC115623618|XP_030373898.1|SLEB	LOC108087368|XP_017040198.1|DFIC
OG0000203	LOC115621744|XP_030371337.1|SLEB	LOC108093651|XP_017049302.1|DFIC
OG0000203	LOC115628246|XP_030380125.1|SLEB	LOC108094049|XP_017049972.1|DFIC
OG0000203	LOC115629770|XP_030382188.1|SLEB	LOC108094059|XP_017049987.1|DFIC
OG0000204	LOC115634830|XP_030388607.1|SLEB	LOC108086398|XP_017038789.1|DFIC
OG0000204	LOC115632786|XP_030385898.1|SLEB	LOC108093118|XP_017048550.1|DFIC, LOC108093057|XP_017048454.1|DFIC
OG0000205	LOC115621790|XP_030371421.1|SLEB	LOC108096401|XP_017053464.1|DFIC
OG0000205	LOC115620493|XP_030369596.1|SLEB	LOC108087942|XP_017041019.1|DFIC
OG0000206	LOC115624762|XP_030375454.1|SLEB	LOC108090661|XP_017044932.1|DFIC
OG0000206	LOC115631505|XP_030384124.1|SLEB	LOC108093510|XP_017049090.1|DFIC
OG0000206	LOC115624748|XP_030375436.1|SLEB	LOC108090906|XP_017045316.1|DFIC
OG0000207	LOC115628249|XP_030380124.1|SLEB	LOC108099153|XP_017057990.1|DFIC, LOC108099129|XP_017057959.1|DFIC
OG0000207	LOC115632410|XP_030385407.1|SLEB	LOC108089611|XP_017043461.1|DFIC
OG0000208	LOC115629680|XP_030382095.1|SLEB	LOC108101794|XP_017061760.1|DFIC, LOC108101791|XP_017061757.1|DFIC, LOC108101793|XP_017061759.1|DFIC, LOC108101795|XP_017061761.1|DFIC, LOC108101792|XP_017061758.1|DFIC
OG0000209	LOC115624966|XP_030375719.1|SLEB	LOC108101387|XP_017061194.1|DFIC, LOC108101386|XP_017061193.1|DFIC, LOC108101388|XP_017061195.1|DFIC, LOC108101776|XP_017061743.1|DFIC, LOC108092612|XP_017047740.1|DFIC, LOC108100134|XP_017059416.1|DFIC, LOC108100829|XP_017060387.1|DFIC, LOC108094320|XP_017050348.1|DFIC
OG0000210	LOC115626861|XP_030378226.1|SLEB	LOC108096906|XP_017054343.1|DFIC, LOC108094100|XP_017050011.1|DFIC, LOC108097935|XP_017056016.1|DFIC
OG0000211	LOC115621054|XP_030370434.1|SLEB	LOC108087950|XP_017041025.1|DFIC
OG0000212	LOC115630977|XP_030383416.1|SLEB	LOC108100795|XP_017060328.1|DFIC
OG0000212	LOC115631971|XP_030384730.1|SLEB	LOC108088649|XP_017042105.1|DFIC
OG0000213	LOC115622217|XP_030371974.1|SLEB	LOC108100135|XP_017059376.1|DFIC
OG0000213	LOC115634384|XP_030387929.1|SLEB	LOC108101352|XP_017061148.1|DFIC, LOC108089075|XP_017042670.1|DFIC
OG0000214	LOC115629106|XP_030381291.1|SLEB	LOC108097703|XP_017055677.1|DFIC
OG0000214	LOC115620078|XP_030369104.1|SLEB	LOC108101864|XP_017061885.1|DFIC
OG0000214	LOC115625142|XP_030375921.1|SLEB, LOC115625213|XP_030376043.1|SLEB, LOC115625354|XP_030376247.1|SLEB	LOC108095949|XP_017052776.1|DFIC
OG0000215	LOC115630910|XP_030383352.1|SLEB	LOC108093581|XP_017049194.1|DFIC, LOC108093582|XP_017049195.1|DFIC, LOC108093598|XP_017049212.1|DFIC
OG0000215	LOC115623163|XP_030373242.1|SLEB	LOC108093590|XP_017049205.1|DFIC
OG0000216	LOC115629299|XP_030381606.1|SLEB	LOC108091040|XP_017045481.1|DFIC
OG0000217	LOC115628067|XP_030379893.1|SLEB	LOC108086508|XP_017038925.1|DFIC
OG0000217	LOC115627930|XP_030379683.1|SLEB	LOC108086507|XP_017038924.1|DFIC
OG0000218	LOC115631345|XP_030383922.1|SLEB	LOC108092310|XP_017047334.1|DFIC
OG0000218	LOC115631360|XP_030383938.1|SLEB	LOC108092447|XP_017047521.1|DFIC
OG0000218	LOC115631995|XP_030384783.1|SLEB, LOC115631347|XP_030383924.1|SLEB, LOC115634040|XP_030387444.1|SLEB	LOC108092446|XP_017047519.1|DFIC
OG0000219	LOC115634032|XP_030387433.1|SLEB, LOC115624770|XP_030375503.1|SLEB	LOC108094216|XP_017050162.1|DFIC
OG0000219	LOC115624369|XP_030374897.1|SLEB	LOC108094218|XP_017050165.1|DFIC
OG0000219	LOC115625433|XP_030376339.1|SLEB	LOC108094215|XP_017050161.1|DFIC
OG0000220	LOC115622406|XP_030372198.1|SLEB	LOC108093679|XP_017049348.1|DFIC
OG0000220	LOC115622913|XP_030372897.1|SLEB	LOC108093667|XP_017049338.1|DFIC
OG0000220	LOC115622405|XP_030372196.1|SLEB	LOC108094033|XP_017049957.1|DFIC
OG0000221	LOC115632003|XP_030384795.1|SLEB	LOC108096675|XP_017053946.1|DFIC
OG0000221	LOC115634142|XP_030387615.1|SLEB	LOC108096674|XP_017053943.1|DFIC
OG0000222	LOC115626033|XP_030377144.1|SLEB	LOC108098355|XP_017056689.1|DFIC
OG0000223	LOC115632825|XP_030385937.1|SLEB	LOC108099823|XP_017058940.1|DFIC
OG0000223	LOC115632232|XP_030385151.1|SLEB	LOC108088240|XP_017041440.1|DFIC
OG0000224	LOC115629803|XP_030382229.1|SLEB	LOC108096965|XP_017054431.1|DFIC
OG0000224	LOC115626757|XP_030378077.1|SLEB	LOC108090783|XP_017045118.1|DFIC
OG0000225	LOC115625417|XP_030376317.1|SLEB	LOC108091933|XP_017046808.1|DFIC
OG0000225	LOC115625425|XP_030376324.1|SLEB, LOC115625419|XP_030376319.1|SLEB, LOC115625418|XP_030376318.1|SLEB	LOC108091926|XP_017046800.1|DFIC, LOC108091946|XP_017046824.1|DFIC
OG0000226	LOC115622367|XP_030372144.1|SLEB	LOC108087551|XP_017040461.1|DFIC
OG0000226	LOC115623114|XP_030373183.1|SLEB, LOC115623113|XP_030373182.1|SLEB	LOC108087472|XP_017040337.1|DFIC, LOC108087471|XP_017040336.1|DFIC
OG0000228	LOC115628655|XP_030380684.1|SLEB	LOC108094872|XP_017051189.1|DFIC
OG0000228	LOC115623731|XP_030374101.1|SLEB	LOC108090107|XP_017044110.1|DFIC
OG0000228	LOC115631739|XP_030384438.1|SLEB	LOC108098426|XP_017056806.1|DFIC
OG0000229	LOC115620323|XP_030369376.1|SLEB	LOC108088375|XP_017041611.1|DFIC
OG0000229	LOC115624302|XP_030374784.1|SLEB	LOC108098622|XP_017057180.1|DFIC
OG0000230	LOC115620034|XP_030369003.1|SLEB	LOC108093964|XP_017049857.1|DFIC
OG0000230	LOC115628487|XP_030380518.1|SLEB	LOC108093965|XP_017049859.1|DFIC
OG0000231	LOC115622754|XP_030372668.1|SLEB	LOC108095870|XP_017052667.1|DFIC, LOC108095565|XP_017052206.1|DFIC, LOC108101382|XP_017061188.1|DFIC, LOC108101383|XP_017061190.1|DFIC, LOC108101782|XP_017061748.1|DFIC, LOC108101384|XP_017061191.1|DFIC, LOC108101381|XP_017061187.1|DFIC
OG0000232	LOC115622840|XP_030372779.1|SLEB	LOC108102246|XP_017062474.1|DFIC
OG0000232	LOC115633034|XP_030386277.1|SLEB	LOC108094243|XP_017050191.1|DFIC
OG0000232	LOC115632955|XP_030386155.1|SLEB	LOC108094238|XP_017050186.1|DFIC
OG0000233	LOC115620298|XP_030369340.1|SLEB	LOC108088395|XP_017041634.1|DFIC
OG0000233	LOC115621547|XP_030371075.1|SLEB	LOC108100781|XP_017060310.1|DFIC
OG0000233	LOC115621471|XP_030370990.1|SLEB	LOC108100778|XP_017060306.1|DFIC
OG0000234	LOC115620229|XP_030369230.1|SLEB, LOC115634729|XP_030388473.1|SLEB	LOC108101598|XP_017061499.1|DFIC, LOC108101462|XP_017061294.1|DFIC
OG0000234	LOC115634736|XP_030388484.1|SLEB	LOC108101463|XP_017061297.1|DFIC
OG0000235	LOC115620737|XP_030369982.1|SLEB	LOC108098687|XP_017057285.1|DFIC, LOC108093531|XP_017049112.1|DFIC
OG0000235	LOC115628006|XP_030379828.1|SLEB, LOC115628076|XP_030379943.1|SLEB, LOC115620405|XP_030369484.1|SLEB	LOC108100780|XP_017060309.1|DFIC, LOC108100750|XP_017060271.1|DFIC
OG0000236	LOC115631143|XP_030383673.1|SLEB	LOC108091564|XP_017046326.1|DFIC
OG0000236	LOC115622109|XP_030371810.1|SLEB	LOC108093444|XP_017048999.1|DFIC
OG0000236	LOC115626745|XP_030378056.1|SLEB	LOC108091166|XP_017045694.1|DFIC
OG0000237	LOC115620066|XP_030369068.1|SLEB	LOC108094291|XP_017050278.1|DFIC
OG0000238	LOC115631222|XP_030383788.1|SLEB	LOC108089929|XP_017043904.1|DFIC, LOC108089928|XP_017043902.1|DFIC
OG0000238	LOC115630687|XP_030383194.1|SLEB, LOC115630659|XP_030383160.1|SLEB	LOC108089930|XP_017043906.1|DFIC
OG0000239	LOC115625266|XP_030376126.1|SLEB	LOC108092117|XP_017047106.1|DFIC, LOC108089095|XP_017042699.1|DFIC
OG0000240	LOC115623585|XP_030373845.1|SLEB	LOC108088058|XP_017041186.1|DFIC
OG0000240	LOC115623904|XP_030374320.1|SLEB	LOC108088082|XP_017041223.1|DFIC
OG0000240	LOC115623901|XP_030374315.1|SLEB	LOC108091800|XP_017046657.1|DFIC
OG0000241	LOC115624179|XP_030374634.1|SLEB	LOC108096259|XP_017053202.1|DFIC
OG0000243	LOC115623194|XP_030373276.1|SLEB, LOC115623137|XP_030373206.1|SLEB	LOC108089289|XP_017042956.1|DFIC
OG0000244	LOC115620842|XP_030370141.1|SLEB, LOC115621139|XP_030370556.1|SLEB	LOC108092204|XP_017047221.1|DFIC, LOC108092194|XP_017047210.1|DFIC, LOC108092137|XP_017047135.1|DFIC, LOC108092139|XP_017047136.1|DFIC
OG0000246	LOC115629487|XP_030381821.1|SLEB	LOC108093709|XP_017049396.1|DFIC
OG0000247	LOC115632325|XP_030385289.1|SLEB	LOC108089340|XP_017043010.1|DFIC, LOC108089634|XP_017043488.1|DFIC, LOC108089600|XP_017043446.1|DFIC
OG0000248	LOC115632342|XP_030385308.1|SLEB	LOC108099881|XP_017059023.1|DFIC
OG0000248	LOC115632240|XP_030385162.1|SLEB	LOC108099863|XP_017059000.1|DFIC
OG0000248	LOC115633718|XP_030387043.1|SLEB	LOC108086773|XP_017039308.1|DFIC
OG0000249	LOC115631616|XP_030384281.1|SLEB	LOC108092721|XP_017047939.1|DFIC
OG0000249	LOC115631615|XP_030384280.1|SLEB	LOC108092719|XP_017047938.1|DFIC
OG0000249	LOC115631840|XP_030384543.1|SLEB	LOC108092717|XP_017047934.1|DFIC
OG0000250	LOC115630965|XP_030383404.1|SLEB	LOC108101380|XP_017061186.1|DFIC
OG0000250	LOC115631061|XP_030383560.1|SLEB	LOC108101389|XP_017061196.1|DFIC
OG0000250	LOC115630961|XP_030383396.1|SLEB	LOC108101379|XP_017061185.1|DFIC
OG0000251	LOC115629102|XP_030381282.1|SLEB	LOC108097414|XP_017055167.1|DFIC
OG0000251	LOC115634025|XP_030387420.1|SLEB	LOC108101805|XP_017061771.1|DFIC
OG0000251	LOC115632180|XP_030385074.1|SLEB	LOC108096082|XP_017052939.1|DFIC
OG0000252	LOC115624779|XP_030375471.1|SLEB	LOC108090666|XP_017044936.1|DFIC
OG0000252	LOC115624892|XP_030375600.1|SLEB	LOC108090669|XP_017044940.1|DFIC
OG0000252	LOC115624819|XP_030375527.1|SLEB	LOC108090662|XP_017044933.1|DFIC
OG0000253	LOC115628483|XP_030380472.1|SLEB	LOC108086302|XP_017038682.1|DFIC, LOC108086301|XP_017038681.1|DFIC
OG0000253	LOC115634093|XP_030387508.1|SLEB, LOC115630450|XP_030382874.1|SLEB	LOC108086295|XP_017038676.1|DFIC, LOC108086314|XP_017038704.1|DFIC
OG0000254	LOC115629075|XP_030381251.1|SLEB, LOC115628615|XP_030380659.1|SLEB	LOC108092771|XP_017047995.1|DFIC, LOC108092772|XP_017047996.1|DFIC, LOC108099240|XP_017058100.1|DFIC, LOC108099237|XP_017058099.1|DFIC, LOC108096492|XP_017053591.1|DFIC
OG0000255	LOC115628151|XP_030379985.1|SLEB	LOC108086673|XP_017039151.1|DFIC, LOC108086672|XP_017039147.1|DFIC, LOC108086678|XP_017039160.1|DFIC
OG0000255	LOC115626265|XP_030377437.1|SLEB, LOC115626264|XP_030377434.1|SLEB	LOC108086620|XP_017039085.1|DFIC, LOC108086622|XP_017039087.1|DFIC
OG0000256	LOC115625928|XP_030377028.1|SLEB	LOC108087835|XP_017040898.1|DFIC
OG0000256	LOC115626545|XP_030377786.1|SLEB	LOC108087853|XP_017040923.1|DFIC
OG0000257	LOC115628176|XP_030380023.1|SLEB	LOC108101447|XP_017061273.1|DFIC, LOC108090975|XP_017045419.1|DFIC
OG0000258	LOC115633768|XP_030387103.1|SLEB	LOC108094267|XP_017050227.1|DFIC
OG0000258	LOC115633769|XP_030387104.1|SLEB	LOC108094268|XP_017050228.1|DFIC
OG0000259	LOC115626357|XP_030377568.1|SLEB	LOC108086293|XP_017038674.1|DFIC
OG0000259	LOC115626479|XP_030377726.1|SLEB	LOC108098752|XP_017057377.1|DFIC, LOC108098711|XP_017057315.1|DFIC, LOC108090800|XP_017045177.1|DFIC, LOC108098753|XP_017057378.1|DFIC
OG0000260	LOC115634537|XP_030388207.1|SLEB	LOC108090367|XP_017044486.1|DFIC
OG0000260	LOC115625322|XP_030376203.1|SLEB	LOC108092216|XP_017047239.1|DFIC
OG0000260	LOC115634540|XP_030388210.1|SLEB	LOC108090373|XP_017044492.1|DFIC
OG0000261	LOC115630786|XP_030383302.1|SLEB	LOC108089819|XP_017043710.1|DFIC, LOC108089814|XP_017043704.1|DFIC, LOC108089812|XP_017043700.1|DFIC
OG0000262	LOC115632269|XP_030385209.1|SLEB	LOC108093242|XP_017048706.1|DFIC
OG0000262	LOC115632169|XP_030385057.1|SLEB	LOC108093206|XP_017048658.1|DFIC
OG0000262	LOC115634802|XP_030388570.1|SLEB	LOC108096740|XP_017054076.1|DFIC
OG0000263	LOC115634810|XP_030388582.1|SLEB	LOC108086757|XP_017039285.1|DFIC
OG0000263	LOC115632680|XP_030385773.1|SLEB	LOC108093031|XP_017048424.1|DFIC
OG0000264	LOC115626719|XP_030378023.1|SLEB	LOC108097882|XP_017055907.1|DFIC, LOC108097881|XP_017055906.1|DFIC
OG0000264	LOC115620694|XP_030369924.1|SLEB	LOC108086862|XP_017039407.1|DFIC
OG0000265	LOC115624940|XP_030375651.1|SLEB, LOC115628273|XP_030380157.1|SLEB	LOC108098991|XP_017057709.1|DFIC, LOC108089683|XP_017043520.1|DFIC, LOC108089682|XP_017043519.1|DFIC
OG0000266	LOC115624198|XP_030374665.1|SLEB	LOC108090512|XP_017044721.1|DFIC, LOC108100945|XP_017060580.1|DFIC, LOC108090513|XP_017044722.1|DFIC, LOC108090511|XP_017044720.1|DFIC
OG0000267	LOC115621311|XP_030370785.1|SLEB, LOC115620877|XP_030370214.1|SLEB	LOC108099604|XP_017058712.1|DFIC
OG0000267	LOC115620876|XP_030370213.1|SLEB	LOC108099654|XP_017058776.1|DFIC
OG0000268	LOC115621611|XP_030371164.1|SLEB	LOC108091725|XP_017046556.1|DFIC
OG0000268	LOC115621817|XP_030371465.1|SLEB	LOC108091724|XP_017046555.1|DFIC
OG0000269	LOC115622094|XP_030371796.1|SLEB, LOC115622036|XP_030371763.1|SLEB	LOC108091693|XP_017046515.1|DFIC
OG0000269	LOC115625144|XP_030375925.1|SLEB	LOC108092101|XP_017047084.1|DFIC, LOC108092103|XP_017047086.1|DFIC
OG0000270	LOC115633989|XP_030387372.1|SLEB	LOC108087652|XP_017040619.1|DFIC
OG0000271	LOC115626627|XP_030377890.1|SLEB	LOC108093405|XP_017048925.1|DFIC
OG0000271	LOC115626251|XP_030377404.1|SLEB	LOC108093859|XP_017049688.1|DFIC
OG0000271	LOC115631517|XP_030384150.1|SLEB	LOC108101828|XP_017061824.1|DFIC
OG0000272	LOC115622375|XP_030372157.1|SLEB	LOC108096302|XP_017053272.1|DFIC, LOC108086977|XP_017039581.1|DFIC
OG0000272	LOC115628054|XP_030379870.1|SLEB	LOC108098403|XP_017056773.1|DFIC
OG0000273	LOC115625162|XP_030375954.1|SLEB	LOC108097205|XP_017054843.1|DFIC
OG0000273	LOC115630640|XP_030383140.1|SLEB	LOC108089137|XP_017042743.1|DFIC
OG0000273	LOC115623182|XP_030373262.1|SLEB, LOC115624315|XP_030374804.1|SLEB	LOC108098492|XP_017056896.1|DFIC
OG0000274	LOC115628757|XP_030380836.1|SLEB	LOC108086707|XP_017039201.1|DFIC, LOC108094948|XP_017051299.1|DFIC
OG0000276	LOC115634709|XP_030388453.1|SLEB, LOC115627351|XP_030378859.1|SLEB	LOC108090917|XP_017045330.1|DFIC
OG0000277	LOC115620466|XP_030369557.1|SLEB	LOC108101017|XP_017060671.1|DFIC, LOC108091583|XP_017046348.1|DFIC, LOC108099235|XP_017058097.1|DFIC, LOC108099285|XP_017058166.1|DFIC
OG0000279	LOC115632514|XP_030385565.1|SLEB	LOC108089065|XP_017042663.1|DFIC
OG0000279	LOC115632545|XP_030385620.1|SLEB	LOC108089052|XP_017042649.1|DFIC
OG0000280	LOC115634463|XP_030388049.1|SLEB	LOC108088848|XP_017042311.1|DFIC
OG0000280	LOC115634464|XP_030388050.1|SLEB	LOC108088849|XP_017042312.1|DFIC
OG0000280	LOC115634462|XP_030388048.1|SLEB	LOC108088847|XP_017042310.1|DFIC
OG0000281	LOC115622662|XP_030372535.1|SLEB	LOC108093184|XP_017048629.1|DFIC
OG0000281	LOC115627309|XP_030378812.1|SLEB	LOC108094276|XP_017050243.1|DFIC
OG0000281	LOC115633344|XP_030386638.1|SLEB	LOC108094682|XP_017050895.1|DFIC
OG0000282	LOC115623288|XP_030373432.1|SLEB	LOC108100651|XP_017060148.1|DFIC
OG0000282	LOC115626968|XP_030378343.1|SLEB	LOC108096999|XP_017054476.1|DFIC
OG0000282	LOC115622407|XP_030372199.1|SLEB	LOC108100652|XP_017060149.1|DFIC
OG0000283	LOC115621703|XP_030371271.1|SLEB	LOC108086545|XP_017038972.1|DFIC
OG0000284	LOC115624494|XP_030375057.1|SLEB	LOC108101364|XP_017061164.1|DFIC
OG0000284	LOC115626017|XP_030377125.1|SLEB	LOC108098165|XP_017056386.1|DFIC
OG0000285	LOC115634699|XP_030388437.1|SLEB	LOC108095222|XP_017051727.1|DFIC
OG0000285	LOC115634700|XP_030388438.1|SLEB	LOC108095223|XP_017051728.1|DFIC, LOC108095246|XP_017051762.1|DFIC
OG0000286	LOC115626034|XP_030377145.1|SLEB	LOC108098298|XP_017056597.1|DFIC, LOC108096839|XP_017054280.1|DFIC
OG0000286	LOC115626031|XP_030377142.1|SLEB	LOC108098303|XP_017056602.1|DFIC
OG0000287	LOC115629191|XP_030381451.1|SLEB	LOC108098029|XP_017056172.1|DFIC
OG0000287	LOC115629189|XP_030381449.1|SLEB	LOC108098031|XP_017056174.1|DFIC
OG0000287	LOC115629190|XP_030381450.1|SLEB	LOC108098032|XP_017056175.1|DFIC
OG0000289	LOC115622555|XP_030372384.1|SLEB	LOC108096190|XP_017053061.1|DFIC
OG0000289	LOC115622538|XP_030372361.1|SLEB	LOC108096185|XP_017053057.1|DFIC
OG0000291	LOC115622945|XP_030372936.1|SLEB	LOC108100293|XP_017059579.1|DFIC
OG0000291	LOC115623139|XP_030373209.1|SLEB	LOC108099829|XP_017058950.1|DFIC, LOC108100693|XP_017060201.1|DFIC, LOC108100692|XP_017060200.1|DFIC, LOC108100699|XP_017060212.1|DFIC, LOC108100177|XP_017059434.1|DFIC
OG0000292	LOC115629203|XP_030381466.1|SLEB	LOC108094064|XP_017049994.1|DFIC
OG0000292	LOC115622507|XP_030372316.1|SLEB	LOC108089534|XP_017043358.1|DFIC
OG0000293	LOC115621446|XP_030370960.1|SLEB	LOC108087093|XP_017039763.1|DFIC
OG0000293	LOC115629462|XP_030381790.1|SLEB	LOC108100067|XP_017059291.1|DFIC, LOC108087107|XP_017039778.1|DFIC
OG0000294	LOC115626156|XP_030377280.1|SLEB	LOC108098238|XP_017056519.1|DFIC, LOC108097430|XP_017055226.1|DFIC
OG0000294	LOC115628011|XP_030379794.1|SLEB	LOC108097478|XP_017055266.1|DFIC
OG0000295	LOC115634207|XP_030387660.1|SLEB	LOC108086623|XP_017039088.1|DFIC
OG0000295	LOC115621438|XP_030370951.1|SLEB	LOC108088548|XP_017041883.1|DFIC
OG0000295	LOC115631150|XP_030383684.1|SLEB	LOC108101890|XP_017061939.1|DFIC
OG0000295	LOC115620577|XP_030369741.1|SLEB	LOC108091242|XP_017045844.1|DFIC, LOC108091246|XP_017045847.1|DFIC
OG0000296	LOC115626003|XP_030377110.1|SLEB	LOC108094356|XP_017050386.1|DFIC
OG0000296	LOC115632655|XP_030385746.1|SLEB	LOC108099159|XP_017057993.1|DFIC
OG0000296	LOC115633248|XP_030386505.1|SLEB	LOC108097194|XP_017054829.1|DFIC
OG0000297	LOC115634662|XP_030388382.1|SLEB, LOC115634515|XP_030388141.1|SLEB	LOC108090256|XP_017044341.1|DFIC, LOC108090301|XP_017044400.1|DFIC
OG0000298	LOC115629689|XP_030382069.1|SLEB	LOC108092937|XP_017048293.1|DFIC
OG0000298	LOC115632266|XP_030385205.1|SLEB	LOC108101650|XP_017061554.1|DFIC
OG0000298	LOC115626581|XP_030377822.1|SLEB, LOC115626498|XP_030377744.1|SLEB	LOC108095509|XP_017052108.1|DFIC
OG0000299	LOC115621106|XP_030370505.1|SLEB	LOC108087246|XP_017040032.1|DFIC
OG0000299	LOC115620994|XP_030370374.1|SLEB	LOC108087067|XP_017039730.1|DFIC
OG0000300	LOC115622251|XP_030372010.1|SLEB	LOC108099807|XP_017058920.1|DFIC, LOC108099809|XP_017058923.1|DFIC, LOC108099716|XP_017058827.1|DFIC
OG0000301	LOC115627835|XP_030379540.1|SLEB	LOC108095034|XP_017051405.1|DFIC
OG0000301	LOC115631508|XP_030384133.1|SLEB	LOC108100804|XP_017060357.1|DFIC
OG0000302	LOC115622720|XP_030372621.1|SLEB	LOC108093178|XP_017048623.1|DFIC
OG0000302	LOC115622723|XP_030372624.1|SLEB	LOC108093179|XP_017048624.1|DFIC
OG0000303	LOC115623204|XP_030373289.1|SLEB	LOC108100174|XP_017059430.1|DFIC
OG0000303	LOC115627907|XP_030379662.1|SLEB	LOC108088734|XP_017042173.1|DFIC
OG0000303	LOC115627884|XP_030379630.1|SLEB	LOC108100896|XP_017060494.1|DFIC
OG0000304	LOC115620846|XP_030370149.1|SLEB	LOC108100772|XP_017060300.1|DFIC
OG0000304	LOC115620932|XP_030370299.1|SLEB	LOC108100773|XP_017060301.1|DFIC
OG0000305	LOC115624850|XP_030375555.1|SLEB	LOC108096211|XP_017053088.1|DFIC
OG0000305	LOC115624852|XP_030375557.1|SLEB	LOC108096217|XP_017053092.1|DFIC
OG0000306	LOC115630964|XP_030383407.1|SLEB	LOC108096966|XP_017054432.1|DFIC
OG0000306	LOC115627989|XP_030379748.1|SLEB	LOC108096947|XP_017054401.1|DFIC
OG0000307	LOC115623546|XP_030373791.1|SLEB	LOC108087153|XP_017039857.1|DFIC
OG0000307	LOC115620661|XP_030369872.1|SLEB	LOC108088426|XP_017041678.1|DFIC
OG0000308	LOC115628472|XP_030380454.1|SLEB	LOC108097834|XP_017055847.1|DFIC, LOC108088050|XP_017041176.1|DFIC, LOC108088052|XP_017041177.1|DFIC, LOC108100973|XP_017060616.1|DFIC
OG0000309	LOC115623228|XP_030373336.1|SLEB	LOC108098977|XP_017057682.1|DFIC, LOC108098843|XP_017057493.1|DFIC
OG0000310	LOC115627310|XP_030378813.1|SLEB	LOC108097708|XP_017055685.1|DFIC, LOC108100229|XP_017059496.1|DFIC
OG0000311	LOC115627454|XP_030378982.1|SLEB	LOC108095795|XP_017052545.1|DFIC, LOC108093310|XP_017048782.1|DFIC, LOC108094415|XP_017050475.1|DFIC
OG0000312	LOC115626574|XP_030377813.1|SLEB	LOC108095488|XP_017052087.1|DFIC, LOC108097843|XP_017055862.1|DFIC
OG0000312	LOC115631394|XP_030383976.1|SLEB	LOC108092536|XP_017047650.1|DFIC
OG0000313	LOC115629415|XP_030381760.1|SLEB, LOC115628461|XP_030380441.1|SLEB	LOC108100956|XP_017060594.1|DFIC
OG0000313	LOC115625678|XP_030376674.1|SLEB	LOC108098367|XP_017056706.1|DFIC
OG0000314	LOC115631544|XP_030384179.1|SLEB	LOC108092558|XP_017047684.1|DFIC
OG0000314	LOC115630940|XP_030383367.1|SLEB	LOC108092516|XP_017047627.1|DFIC
OG0000315	LOC115631181|XP_030383731.1|SLEB	LOC108091568|XP_017046331.1|DFIC
OG0000316	LOC115633897|XP_030387261.1|SLEB	LOC108095120|XP_017051549.1|DFIC
OG0000316	LOC115634085|XP_030387500.1|SLEB	LOC108095127|XP_017051556.1|DFIC
OG0000317	LOC115621721|XP_030371294.1|SLEB	LOC108091602|XP_017046370.1|DFIC
OG0000319	LOC115623567|XP_030373824.1|SLEB, LOC115623784|XP_030374185.1|SLEB, LOC115624000|XP_030374432.1|SLEB, LOC115623540|XP_030373783.1|SLEB	LOC108092189|XP_017047205.1|DFIC, LOC108087089|XP_017039760.1|DFIC, LOC108092158|XP_017047167.1|DFIC
OG0000320	LOC115629981|XP_030382463.1|SLEB	LOC108098869|XP_017057544.1|DFIC
OG0000320	LOC115624240|XP_030374718.1|SLEB, LOC115621638|XP_030371199.1|SLEB	LOC108091423|XP_017046103.1|DFIC, LOC108091914|XP_017046787.1|DFIC
OG0000321	LOC115630950|XP_030383380.1|SLEB	LOC108102113|XP_017062266.1|DFIC, LOC108094558|XP_017050657.1|DFIC
OG0000321	LOC115630952|XP_030383384.1|SLEB	LOC108102112|XP_017062265.1|DFIC
OG0000322	LOC115623960|XP_030374387.1|SLEB	LOC108096250|XP_017053191.1|DFIC
OG0000322	LOC115629237|XP_030381511.1|SLEB	LOC108097229|XP_017054879.1|DFIC
OG0000322	LOC115628052|XP_030379861.1|SLEB	LOC108092891|XP_017048226.1|DFIC
OG0000323	LOC115625779|XP_030376810.1|SLEB	LOC108092683|XP_017047860.1|DFIC
OG0000324	LOC115623632|XP_030373937.1|SLEB	LOC108094874|XP_017051193.1|DFIC
OG0000325	LOC115628210|XP_030380066.1|SLEB	LOC108088335|XP_017041566.1|DFIC
OG0000327	LOC115619958|XP_030368849.1|SLEB	LOC108094042|XP_017049965.1|DFIC
OG0000327	LOC115619959|XP_030368850.1|SLEB	LOC108094041|XP_017049963.1|DFIC, LOC108094066|XP_017049996.1|DFIC
OG0000328	LOC115622401|XP_030372191.1|SLEB	LOC108089686|XP_017043521.1|DFIC
OG0000328	LOC115622400|XP_030372190.1|SLEB	LOC108089687|XP_017043522.1|DFIC
OG0000329	LOC115628551|XP_030380573.1|SLEB	LOC108100971|XP_017060612.1|DFIC
OG0000329	LOC115625691|XP_030376692.1|SLEB	LOC108088169|XP_017041331.1|DFIC, LOC108088228|XP_017041426.1|DFIC
OG0000330	LOC115634109|XP_030387528.1|SLEB	LOC108086519|XP_017038937.1|DFIC, LOC108086517|XP_017038935.1|DFIC, LOC108086518|XP_017038936.1|DFIC, LOC108086516|XP_017038934.1|DFIC, LOC108086520|XP_017038938.1|DFIC, LOC108086515|XP_017038932.1|DFIC, LOC108088364|XP_017041600.1|DFIC, LOC108101629|XP_017061531.1|DFIC
OG0000331	LOC115631121|XP_030383644.1|SLEB	LOC108100889|XP_017060487.1|DFIC
OG0000332	LOC115627530|XP_030379091.1|SLEB	LOC108089153|XP_017042766.1|DFIC
OG0000332	LOC115627528|XP_030379088.1|SLEB	LOC108088621|XP_017042018.1|DFIC
OG0000333	LOC115622149|XP_030371875.1|SLEB	LOC108089758|XP_017043636.1|DFIC
