Orthogroup	SLEB.longest_only	AAEG.longest_only
OG0001076	LOC115634059|XP_030387463.1|SLEB	LOC110676868|XP_021702024.1|AAEG, LOC110675167|XP_021695246.1|AAEG, LOC110675148|XP_021695222.1|AAEG, LOC110676784|XP_021701631.1|AAEG, LOC5575444|XP_021700366.1|AAEG, LOC110674309|XP_021694287.1|AAEG, LOC110679183|XP_021708974.1|AAEG
OG0001077	LOC115628105|XP_030379946.1|SLEB, LOC115622189|XP_030371940.1|SLEB	LOC5578932|XP_021693197.1|AAEG, LOC110680824|XP_021712296.1|AAEG
OG0001078	LOC115629550|XP_030381894.1|SLEB	LOC5565588|XP_001649970.1|AAEG, LOC5573424|XP_021697821.1|AAEG
OG0001079	LOC115628277|XP_030380166.1|SLEB, LOC115625668|XP_030376663.1|SLEB	LOC5575758|XP_001662179.2|AAEG
OG0001080	LOC115624602|XP_030375207.1|SLEB	LOC5563731|XP_001648022.2|AAEG
OG0001081	LOC115623563|XP_030373819.1|SLEB	LOC5571775|XP_001659906.2|AAEG, LOC5568116|XP_001652055.1|AAEG
OG0001082	LOC115633819|XP_030387165.1|SLEB	LOC5572898|XP_001654240.1|AAEG
OG0001083	LOC115622457|XP_030372260.1|SLEB	LOC5566297|XP_001650674.2|AAEG
OG0001084	LOC115634450|XP_030388021.1|SLEB, LOC115626481|XP_030377728.1|SLEB	LOC5567273|XP_021707529.1|AAEG, LOC5565651|XP_021696900.1|AAEG
OG0001085	LOC115620042|XP_030369021.1|SLEB	LOC5574897|XP_021697029.1|AAEG
OG0001086	LOC115633783|XP_030387120.1|SLEB	LOC5573548|XP_001654683.1|AAEG
OG0001087	LOC115631479|XP_030384095.1|SLEB	LOC110681082|XP_021712548.1|AAEG, LOC110681081|XP_021712547.1|AAEG, LOC5578606|XP_021697940.1|AAEG, LOC5565122|XP_021712549.1|AAEG
OG0001088	LOC115632153|XP_030385030.1|SLEB	LOC5574153|XP_001655060.1|AAEG, LOC5574154|XP_021698437.1|AAEG, LOC110676121|XP_021698436.1|AAEG, LOC5566830|XP_001651230.2|AAEG
OG0001089	LOC115624666|XP_030375317.1|SLEB	LOC5573682|XP_001661004.2|AAEG
OG0001090	LOC115632913|XP_030386063.1|SLEB	LOC5577314|XP_021699017.1|AAEG, LOC5578577|XP_021699015.1|AAEG, LOC5574562|XP_021699013.1|AAEG
OG0001091	LOC115626977|XP_030378353.1|SLEB, LOC115622836|XP_030372776.1|SLEB	LOC5576970|XP_001663065.1|AAEG, LOC5576973|XP_021711761.1|AAEG, LOC110676363|XP_021699606.1|AAEG, LOC5576972|XP_001663067.1|AAEG, LOC110676364|XP_021699607.1|AAEG, LOC5576971|XP_001663066.1|AAEG
OG0001092	LOC115626353|XP_030377564.1|SLEB	LOC5570895|XP_021700677.1|AAEG
OG0001093	LOC115625952|XP_030377051.1|SLEB	LOC110680777|XP_021712253.1|AAEG, LOC110676568|XP_021700678.1|AAEG, LOC5572918|XP_001654252.1|AAEG
OG0001094	LOC115626021|XP_030377129.1|SLEB	LOC5565811|XP_021695262.1|AAEG
OG0001095	LOC115631077|XP_030383583.1|SLEB	LOC23687873|XP_021701025.1|AAEG, LOC5565367|XP_001649745.1|AAEG, LOC5565366|XP_021701024.1|AAEG
OG0001096	LOC115630418|XP_030382814.1|SLEB	LOC5571654|XP_021701198.1|AAEG
OG0001097	LOC115631632|XP_030384301.1|SLEB	LOC5570690|XP_001659280.2|AAEG
OG0001098	LOC115625607|XP_030376601.1|SLEB, LOC115634115|XP_030387539.1|SLEB, LOC115623029|XP_030373068.1|SLEB	LOC5567389|XP_001651791.1|AAEG
OG0001099	LOC115622780|XP_030372698.1|SLEB, LOC115622709|XP_030372600.1|SLEB	LOC5579278|XP_001647586.2|AAEG
OG0001100	LOC115620897|XP_030370246.1|SLEB	LOC5575334|XP_001655711.1|AAEG
OG0001101	LOC115620481|XP_030369577.1|SLEB	LOC5578976|XP_021704495.1|AAEG
OG0001102	LOC115632575|XP_030385656.1|SLEB	LOC5572716|XP_021705283.1|AAEG, LOC5577310|XP_021711284.1|AAEG
OG0001103	LOC115621774|XP_030371386.1|SLEB	LOC5578111|XP_001656809.1|AAEG, LOC5578112|XP_001656810.1|AAEG
OG0001104	LOC115627926|XP_030379680.1|SLEB, LOC115627925|XP_030379679.1|SLEB, LOC115624069|XP_030374515.1|SLEB	LOC5566543|XP_001650938.1|AAEG, LOC110680201|XP_021711712.1|AAEG
OG0001105	LOC115628911|XP_030381032.1|SLEB, LOC115633755|XP_030387089.1|SLEB	LOC5566551|XP_001650928.1|AAEG
OG0001106	LOC115627975|XP_030379731.1|SLEB, LOC115627822|XP_030379516.1|SLEB	LOC5565423|XP_001649806.1|AAEG, LOC5565437|XP_021710521.1|AAEG
OG0001118	LOC115627305|XP_030378807.1|SLEB	LOC5576587|XP_001656164.1|AAEG
OG0001119	LOC115630078|XP_030382561.1|SLEB	LOC5578575|XP_001663964.2|AAEG, LOC5578993|XP_001664172.2|AAEG
OG0001120	LOC115623083|XP_030373145.1|SLEB, LOC115621079|XP_030370469.1|SLEB	LOC5579964|XP_021694051.1|AAEG, LOC5579967|XP_021694034.1|AAEG
OG0001122	LOC115632561|XP_030385637.1|SLEB	LOC5580002|XP_021696287.1|AAEG
OG0001124	LOC115625095|XP_030375854.1|SLEB	LOC5566358|XP_011493024.2|AAEG
OG0001125	LOC115621080|XP_030370470.1|SLEB	LOC5564459|XP_001648807.1|AAEG, LOC5564448|XP_021697773.1|AAEG
OG0001127	LOC115622276|XP_030372037.1|SLEB	LOC110676270|XP_021699174.1|AAEG, LOC5577767|XP_001663540.2|AAEG
OG0001128	LOC115632412|XP_030385447.1|SLEB	LOC5569022|XP_021699805.1|AAEG, LOC5568978|XP_001658266.2|AAEG, LOC110680432|XP_021711921.1|AAEG
OG0001129	LOC115626279|XP_030377461.1|SLEB	LOC5580253|XP_021700216.1|AAEG
OG0001130	LOC115625688|XP_030376687.1|SLEB	LOC5565380|XP_001649719.1|AAEG
OG0001131	LOC115628051|XP_030379856.1|SLEB	LOC5569186|XP_021701055.1|AAEG, LOC5569188|XP_021701062.1|AAEG, LOC5569187|XP_021701057.1|AAEG
OG0001133	LOC115630972|XP_030383412.1|SLEB, LOC115630971|XP_030383411.1|SLEB	LOC5567743|XP_021702162.1|AAEG
OG0001134	LOC115633664|XP_030386969.1|SLEB	LOC5566394|XP_001650777.2|AAEG
OG0001135	LOC115620845|XP_030370146.1|SLEB	LOC110681483|XP_021712937.1|AAEG, LOC5577456|XP_001663382.1|AAEG, LOC5578027|XP_001656767.1|AAEG
OG0001136	LOC115624234|XP_030374711.1|SLEB, LOC115623765|XP_030374161.1|SLEB	LOC5576263|XP_021705682.1|AAEG
OG0001137	LOC115621022|XP_030370402.1|SLEB	LOC110680734|XP_021712217.1|AAEG, LOC5578514|XP_001663904.1|AAEG
OG0001138	LOC115624755|XP_030375446.1|SLEB	LOC5572135|XP_021705094.1|AAEG
OG0001139	LOC115620983|XP_030370363.1|SLEB, LOC115622700|XP_030372586.1|SLEB	LOC5574958|XP_021709947.1|AAEG
OG0001153	LOC115620648|XP_030369860.1|SLEB, LOC115622749|XP_030372660.1|SLEB	LOC110679098|XP_021708772.1|AAEG
OG0001154	LOC115625958|XP_030377056.1|SLEB	LOC5568239|XP_021701587.1|AAEG, LOC5570838|XP_021694225.1|AAEG, LOC110679193|XP_021708992.1|AAEG, LOC23687831|XP_021702807.1|AAEG, LOC110676973|XP_021702808.1|AAEG, LOC5576517|XP_001662707.2|AAEG, LOC5571238|XP_021704526.1|AAEG, LOC5573547|XP_001654682.2|AAEG, LOC5568242|XP_021712402.1|AAEG, LOC110675196|XP_021695299.1|AAEG, LOC110675139|XP_021695212.1|AAEG
OG0001155	LOC115628850|XP_030380959.1|SLEB	LOC5572551|XP_021698157.1|AAEG
OG0001157	LOC115621126|XP_030370534.1|SLEB	LOC5575867|XP_021704769.1|AAEG
OG0001158	LOC115628463|XP_030380443.1|SLEB	LOC5579227|XP_001664307.1|AAEG
OG0001159	LOC115621479|XP_030370998.1|SLEB	LOC5577246|XP_021710377.1|AAEG
OG0001160	LOC115621486|XP_030371013.1|SLEB	LOC5577411|XP_001656491.2|AAEG
OG0001161	LOC115621649|XP_030371210.1|SLEB	LOC5566642|XP_021711748.1|AAEG
OG0001162	LOC115623523|XP_030373766.1|SLEB, LOC115621897|XP_030371587.1|SLEB	LOC5576344|XP_021693313.1|AAEG
OG0001164	LOC115621626|XP_030371183.1|SLEB	LOC5575602|XP_001662091.2|AAEG
OG0001165	LOC115634433|XP_030388000.1|SLEB, LOC115628474|XP_030380459.1|SLEB	LOC5565600|XP_021693794.1|AAEG
OG0001167	LOC115634688|XP_030388414.1|SLEB	LOC5577554|XP_021696671.1|AAEG
OG0001168	LOC115621605|XP_030371160.1|SLEB, LOC115633613|XP_030386910.1|SLEB, LOC115630383|XP_030382772.1|SLEB, LOC115630381|XP_030382771.1|SLEB, LOC115630388|XP_030382775.1|SLEB, LOC115630389|XP_030382776.1|SLEB, LOC115630387|XP_030382774.1|SLEB, LOC115630390|XP_030382777.1|SLEB, LOC115630379|XP_030382770.1|SLEB, LOC115633618|XP_030386915.1|SLEB, LOC115633616|XP_030386912.1|SLEB, LOC115633617|XP_030386914.1|SLEB, LOC115633615|XP_030386911.1|SLEB	LOC5572693|XP_001660512.1|AAEG
OG0001169	LOC115633396|XP_030386699.1|SLEB, LOC115633425|XP_030386745.1|SLEB	LOC5567092|XP_021697463.1|AAEG, LOC5566849|XP_001651270.2|AAEG
OG0001170	LOC115622090|XP_030371791.1|SLEB, LOC115620718|XP_030369956.1|SLEB	LOC5568877|XP_001652599.2|AAEG
OG0001171	LOC115623131|XP_030373201.1|SLEB, LOC115622487|XP_030372293.1|SLEB	LOC5572977|XP_021698415.1|AAEG
OG0001172	LOC115620637|XP_030369838.1|SLEB, LOC115624420|XP_030375020.1|SLEB, LOC115622544|XP_030372374.1|SLEB, LOC115619993|XP_030368925.1|SLEB	LOC5566033|XP_021698883.1|AAEG
OG0001173	LOC115620421|XP_030369505.1|SLEB	LOC5576977|XP_001663072.2|AAEG
OG0001174	LOC115632297|XP_030385251.1|SLEB	LOC5569279|XP_001652811.1|AAEG
OG0001175	LOC115633003|XP_030386192.1|SLEB, LOC115627389|XP_030378903.1|SLEB	LOC5574385|XP_001661410.2|AAEG
OG0001176	LOC115634624|XP_030388337.1|SLEB	LOC5571149|XP_021700283.1|AAEG
OG0001177	LOC115630806|XP_030383328.1|SLEB	LOC5569526|XP_021704024.1|AAEG
OG0001178	LOC115634255|XP_030387710.1|SLEB	LOC110676927|XP_021702495.1|AAEG
OG0001179	LOC115623641|XP_030373950.1|SLEB	LOC5577540|XP_001656556.3|AAEG
OG0001180	LOC115627847|XP_030379566.1|SLEB	LOC5568068|XP_001652002.1|AAEG
OG0001181	LOC115624665|XP_030375313.1|SLEB	LOC5575371|XP_001661902.2|AAEG
OG0001182	LOC115620292|XP_030369329.1|SLEB	LOC5571228|XP_001653528.1|AAEG, LOC5571227|XP_021707004.1|AAEG
OG0001183	LOC115625280|XP_030376144.1|SLEB	LOC5564518|XP_021705619.1|AAEG
OG0001184	LOC115623460|XP_030373677.1|SLEB	LOC5569282|XP_021709988.1|AAEG
OG0001185	LOC115625170|XP_030375972.1|SLEB	LOC5575995|XP_021707351.1|AAEG
OG0001186	LOC115624020|XP_030374455.1|SLEB	LOC5568008|XP_021708299.1|AAEG
OG0001187	LOC115625850|XP_030376919.1|SLEB	LOC5578526|XP_001663917.1|AAEG, LOC5578524|XP_001663915.2|AAEG
OG0001188	LOC115628992|XP_030381137.1|SLEB	LOC5579654|XP_001648128.2|AAEG
OG0001189	LOC115624680|XP_030375339.1|SLEB	LOC5565498|XP_021705339.1|AAEG, LOC5568971|XP_001652631.2|AAEG
OG0001190	LOC115627544|XP_030379119.1|SLEB	LOC5565484|XP_021707036.1|AAEG, LOC110680425|XP_021711915.1|AAEG, LOC5565483|XP_021706750.1|AAEG
OG0001191	LOC115627325|XP_030378829.1|SLEB, LOC115626435|XP_030377670.1|SLEB, LOC115626400|XP_030377623.1|SLEB	LOC5574691|XP_021708304.1|AAEG, LOC5574688|XP_021707897.1|AAEG
OG0001192	LOC115629969|XP_030382448.1|SLEB	LOC5563930|XP_021705115.1|AAEG
OG0001193	LOC115620774|XP_030370042.1|SLEB	LOC5572088|XP_001660168.1|AAEG, LOC110680475|XP_021711974.1|AAEG
OG0001194	LOC115629875|XP_030382333.1|SLEB	LOC5578080|XP_001656773.1|AAEG
OG0001195	LOC115620677|XP_030369905.1|SLEB	LOC5568267|XP_001657964.2|AAEG
OG0001201	LOC115625457|XP_030376365.1|SLEB	LOC5564649|XP_001648985.2|AAEG, LOC5572031|XP_001660136.1|AAEG, LOC110678423|XP_021706974.1|AAEG, LOC5564633|XP_001648987.2|AAEG
OG0001202	LOC115628939|XP_030381072.1|SLEB	LOC5572017|XP_001660128.1|AAEG
OG0001203	LOC115628065|XP_030379892.1|SLEB	LOC5574322|XP_021694574.1|AAEG, LOC110681443|XP_021712896.1|AAEG, LOC110674735|XP_021694562.1|AAEG
OG0001204	LOC115625799|XP_030376836.1|SLEB	LOC5574716|XP_001655300.2|AAEG
OG0001205	LOC115625122|XP_030375894.1|SLEB	LOC5575088|XP_001661798.1|AAEG
OG0001206	LOC115621766|XP_030371360.1|SLEB	LOC5572256|XP_021695027.1|AAEG
OG0001207	LOC115633296|XP_030386568.1|SLEB	LOC5578378|XP_021695131.1|AAEG
OG0001208	LOC115629632|XP_030381993.1|SLEB	LOC5576373|XP_021695474.1|AAEG
OG0001209	LOC115621004|XP_030370384.1|SLEB	LOC5579262|XP_021696013.1|AAEG, LOC5571213|XP_021696002.1|AAEG
OG0001210	LOC115627231|XP_030378714.1|SLEB	LOC5576886|XP_021703422.1|AAEG, LOC5576881|XP_021703451.1|AAEG
OG0001211	LOC115623875|XP_030374283.1|SLEB	LOC5567066|XP_021712826.1|AAEG
OG0001212	LOC115633364|XP_030386669.1|SLEB	LOC5580010|XP_001653890.2|AAEG
OG0001213	LOC115625124|XP_030375898.1|SLEB	LOC5564694|XP_021692994.1|AAEG, LOC5564683|XP_001649031.3|AAEG, LOC5564679|XP_001649029.3|AAEG, LOC5564684|XP_001649030.2|AAEG
OG0001214	LOC115620611|XP_030369788.1|SLEB	LOC5576401|XP_001662611.1|AAEG
OG0001215	LOC115625612|XP_030376606.1|SLEB	LOC5573442|XP_021693624.1|AAEG, LOC5573437|XP_021693618.1|AAEG
OG0001216	LOC115625218|XP_030376058.1|SLEB	LOC5564193|XP_001648534.2|AAEG, LOC5576567|XP_021693630.1|AAEG
OG0001217	LOC115626098|XP_030377210.1|SLEB	LOC5564004|XP_021693760.1|AAEG
OG0001218	LOC115622093|XP_030371795.1|SLEB, LOC115620719|XP_030369958.1|SLEB	LOC5578916|XP_001657200.2|AAEG, LOC110674344|XP_021694332.1|AAEG
OG0001220	LOC115633059|XP_030386267.1|SLEB	LOC5568477|XP_001652310.1|AAEG, LOC5568476|XP_021695984.1|AAEG
OG0001221	LOC115620005|XP_030368954.1|SLEB	LOC23687552|XP_021696190.1|AAEG, LOC5579458|XP_021696193.1|AAEG, LOC110676294|XP_021699295.1|AAEG, LOC110676293|XP_021699294.1|AAEG
OG0001222	LOC115627834|XP_030379538.1|SLEB	LOC5568385|XP_001658050.1|AAEG
OG0001223	LOC115626691|XP_030377982.1|SLEB	LOC5576043|XP_001662373.2|AAEG
OG0001224	LOC115634553|XP_030388229.1|SLEB, LOC115620166|XP_030369155.1|SLEB	LOC110681315|XP_021712765.1|AAEG, LOC5565487|XP_001649850.1|AAEG
OG0001225	LOC115619995|XP_030368939.1|SLEB	LOC5575931|XP_021699426.1|AAEG, LOC5575933|XP_001655925.2|AAEG
OG0001226	LOC115634826|XP_030388605.1|SLEB	LOC5578269|XP_001663796.1|AAEG
OG0001227	LOC115631782|XP_030384477.1|SLEB, LOC115631286|XP_030383860.1|SLEB	LOC5574306|XP_001655087.1|AAEG
OG0001228	LOC115629115|XP_030381304.1|SLEB	LOC5572246|XP_001653940.1|AAEG
OG0001229	LOC115620116|XP_030369134.1|SLEB	LOC5572327|XP_021701837.1|AAEG
OG0001230	LOC115626053|XP_030377168.1|SLEB	LOC5564611|XP_021701962.1|AAEG
OG0001231	LOC115629199|XP_030381459.1|SLEB, LOC115629198|XP_030381458.1|SLEB, LOC115626276|XP_030377459.1|SLEB	LOC5576034|XP_001655975.1|AAEG
OG0001232	LOC115630678|XP_030383181.1|SLEB	LOC5573898|XP_001654934.2|AAEG
OG0001233	LOC115632053|XP_030384887.1|SLEB	LOC5573900|XP_021703334.1|AAEG
OG0001234	LOC115623461|XP_030373678.1|SLEB, LOC115631366|XP_030383948.1|SLEB	LOC5567996|XP_001657823.1|AAEG
OG0001235	LOC115631068|XP_030383574.1|SLEB	LOC5568075|XP_001652011.2|AAEG, LOC5568073|XP_011493035.2|AAEG
OG0001236	LOC115628162|XP_030380002.1|SLEB	LOC5575375|XP_021706184.1|AAEG, LOC110681257|XP_021712720.1|AAEG
OG0001237	LOC115623846|XP_030374248.1|SLEB	LOC5579027|XP_021708950.1|AAEG
OG0001238	LOC115625038|XP_030375738.1|SLEB	LOC5573338|XP_021705177.1|AAEG
OG0001240	LOC115625437|XP_030376343.1|SLEB	LOC5575403|XP_001661923.2|AAEG, LOC5575404|XP_021707219.1|AAEG, LOC5575406|XP_021707233.1|AAEG
OG0001241	LOC115620841|XP_030370140.1|SLEB	LOC5573887|XP_021709538.1|AAEG
OG0001242	LOC115629261|XP_030381542.1|SLEB	LOC5563955|XP_001648308.1|AAEG
OG0001244	LOC115625112|XP_030375878.1|SLEB	LOC110677631|XP_021704120.1|AAEG
OG0001245	LOC115621922|XP_030371626.1|SLEB	LOC5574238|XP_001661286.2|AAEG
OG0001246	LOC115625182|XP_030376010.1|SLEB	LOC5566857|XP_021710437.1|AAEG, LOC5566854|XP_001651279.2|AAEG, LOC5566856|XP_001651282.2|AAEG
OG0001247	LOC115622491|XP_030372298.1|SLEB	LOC5566538|XP_021708940.1|AAEG
OG0001248	LOC115634393|XP_030387945.1|SLEB, LOC115623579|XP_030373842.1|SLEB	LOC5565422|XP_021710530.1|AAEG
OG0001249	LOC115623054|XP_030373092.1|SLEB, LOC115629582|XP_030381935.1|SLEB, LOC115629581|XP_030381934.1|SLEB	LOC5569493|XP_021711683.1|AAEG
OG0001257	LOC115627839|XP_030379546.1|SLEB	LOC5574316|XP_021694563.1|AAEG
OG0001258	LOC115634493|XP_030388109.1|SLEB, LOC115620444|XP_030369533.1|SLEB, LOC115620443|XP_030369532.1|SLEB	LOC5577550|XP_001663426.1|AAEG
OG0001259	LOC115628921|XP_030381042.1|SLEB	LOC5573522|XP_021703730.1|AAEG, LOC110678884|XP_021708156.1|AAEG
OG0001260	LOC115625257|XP_030376112.1|SLEB	LOC5571803|XP_001659934.2|AAEG, LOC5571799|XP_021709524.1|AAEG
OG0001261	LOC115629592|XP_030381942.1|SLEB	LOC5572383|XP_001654039.1|AAEG
OG0001263	LOC115620551|XP_030369695.1|SLEB	LOC5572162|XP_021701521.1|AAEG
OG0001264	LOC115631300|XP_030383874.1|SLEB	LOC5575506|XP_021702723.1|AAEG, LOC5576313|XP_021702589.1|AAEG
OG0001265	LOC115629802|XP_030382224.1|SLEB	LOC110677665|XP_021704331.1|AAEG
OG0001266	LOC115632811|XP_030385926.1|SLEB	LOC110681386|XP_021712818.1|AAEG, LOC5575369|XP_001661899.2|AAEG, LOC5565134|XP_021710211.1|AAEG, LOC110680911|XP_021712391.1|AAEG, LOC5566192|XP_021712276.1|AAEG
OG0001267	LOC115620683|XP_030369910.1|SLEB	LOC5577500|XP_021711550.1|AAEG, LOC5577506|XP_021711759.1|AAEG
OG0001269	LOC115624727|XP_030375411.1|SLEB	LOC5578532|XP_001663924.1|AAEG
OG0001270	LOC115625553|XP_030376505.1|SLEB	LOC5579659|XP_021706346.1|AAEG, LOC5576400|XP_001662612.2|AAEG
OG0001271	LOC115628049|XP_030379858.1|SLEB	LOC110675398|XP_021696016.1|AAEG, LOC5573476|XP_021696019.1|AAEG
OG0001272	LOC115632133|XP_030385003.1|SLEB, LOC115628891|XP_030381009.1|SLEB, LOC115626925|XP_030378292.1|SLEB, LOC115626770|XP_030378088.1|SLEB	LOC5576415|XP_001656118.2|AAEG
OG0001273	LOC115620376|XP_030369442.1|SLEB	LOC5568324|XP_001652203.1|AAEG, LOC5574558|XP_001661508.2|AAEG, LOC5579347|XP_001647653.1|AAEG
OG0001274	LOC115622173|XP_030371911.1|SLEB	LOC5573423|XP_021697822.1|AAEG, LOC5573422|XP_001654598.1|AAEG
OG0001276	LOC115633240|XP_030386496.1|SLEB, LOC115632191|XP_030385095.1|SLEB	LOC5574001|XP_021698011.1|AAEG
OG0001277	LOC115622939|XP_030372930.1|SLEB	LOC5573676|XP_021698208.1|AAEG
OG0001278	LOC115633089|XP_030386327.1|SLEB, LOC115631816|XP_030384513.1|SLEB	LOC5564225|XP_021698341.1|AAEG
OG0001279	LOC115632448|XP_030385458.1|SLEB	LOC110680939|XP_021712413.1|AAEG, LOC5564226|XP_001648567.1|AAEG
OG0001280	LOC115632311|XP_030385272.1|SLEB	LOC5570785|XP_001653294.1|AAEG
OG0001281	LOC115622134|XP_030371852.1|SLEB	LOC5574271|XP_021698956.1|AAEG, LOC5574268|XP_021698957.1|AAEG
OG0001282	LOC115625941|XP_030377036.1|SLEB	LOC5563618|XP_001647854.2|AAEG
OG0001283	LOC115620592|XP_030369803.1|SLEB	LOC5577288|XP_021699171.1|AAEG
OG0001284	LOC115631547|XP_030384182.1|SLEB	LOC5571151|XP_001653462.1|AAEG
OG0001285	LOC115623235|XP_030373344.1|SLEB	LOC5569141|XP_001652750.1|AAEG, LOC5568649|XP_021700323.1|AAEG
OG0001286	LOC115630804|XP_030383327.1|SLEB	LOC5564989|XP_001649339.1|AAEG
OG0001287	LOC115626405|XP_030377630.1|SLEB	LOC110676842|XP_021701923.1|AAEG, LOC5577104|XP_021701924.1|AAEG, LOC5568562|XP_021710811.1|AAEG
OG0001288	LOC115631450|XP_030384055.1|SLEB	LOC5567008|XP_021703513.1|AAEG
OG0001289	LOC115630503|XP_030382955.1|SLEB	LOC5568175|XP_001652111.2|AAEG
OG0001290	LOC115630477|XP_030382917.1|SLEB	LOC110675257|XP_021695397.1|AAEG, LOC5569762|XP_021704073.1|AAEG
OG0001291	LOC115629825|XP_030382256.1|SLEB, LOC115629324|XP_030381632.1|SLEB, LOC115625066|XP_030375812.1|SLEB	LOC5566684|XP_001651086.1|AAEG
OG0001292	LOC115634641|XP_030388357.1|SLEB	LOC5568574|XP_021711516.1|AAEG, LOC5568577|XP_021711532.1|AAEG, LOC5570321|XP_001653147.2|AAEG
OG0001293	LOC115629516|XP_030381857.1|SLEB	LOC5571889|XP_001653807.1|AAEG
OG0001294	LOC115623368|XP_030373514.1|SLEB	LOC5575103|XP_001661825.1|AAEG
OG0001295	LOC115627759|XP_030379405.1|SLEB	LOC5568526|XP_001652354.1|AAEG
OG0001296	LOC115631963|XP_030384691.1|SLEB	LOC5566412|XP_021706306.1|AAEG
OG0001297	LOC115620558|XP_030369705.1|SLEB	LOC110680522|XP_021712011.1|AAEG, LOC5570070|XP_001653056.1|AAEG
OG0001298	LOC115623666|XP_030373993.1|SLEB	LOC5567321|XP_021706418.1|AAEG, LOC5572310|XP_021710720.1|AAEG, LOC5578735|XP_021707558.1|AAEG
OG0001299	LOC115622744|XP_030372652.1|SLEB	LOC5574559|XP_021704813.1|AAEG, LOC5567394|XP_021706377.1|AAEG
OG0001300	LOC115624424|XP_030375023.1|SLEB	LOC5579186|XP_001664282.1|AAEG
OG0001301	LOC115633133|XP_030386400.1|SLEB	LOC5569995|XP_001658885.2|AAEG, LOC5569998|XP_021707205.1|AAEG
OG0001302	LOC115622887|XP_030372851.1|SLEB	LOC5564892|XP_021705408.1|AAEG
OG0001303	LOC115625094|XP_030375853.1|SLEB	LOC5575416|XP_001661937.2|AAEG
OG0001304	LOC115620068|XP_030369079.1|SLEB	LOC5572317|XP_021709111.1|AAEG
OG0001305	LOC115625058|XP_030375783.1|SLEB	LOC5569430|XP_021710293.1|AAEG
OG0001306	LOC115629449|XP_030381773.1|SLEB	LOC5575994|XP_021707386.1|AAEG
OG0001307	LOC115622158|XP_030371886.1|SLEB	LOC5569652|XP_001652914.1|AAEG, LOC110673996|XP_021712917.1|AAEG
OG0001308	LOC115627730|XP_030379350.1|SLEB	LOC5564183|XP_021710068.1|AAEG
OG0001309	LOC115625279|XP_030376143.1|SLEB	LOC5578478|XP_001657001.1|AAEG, LOC110678731|XP_021707688.1|AAEG, LOC5578477|XP_001657000.2|AAEG, LOC110678628|XP_021707438.1|AAEG
OG0001311	LOC115627521|XP_030379081.1|SLEB	LOC5569532|XP_021706093.1|AAEG
OG0001312	LOC115632854|XP_030385974.1|SLEB	LOC110680920|XP_021712398.1|AAEG, LOC5579662|XP_001648136.1|AAEG
OG0001313	LOC115627676|XP_030379278.1|SLEB, LOC115634655|XP_030388372.1|SLEB	LOC5578093|XP_001656789.2|AAEG
OG0001326	LOC115621788|XP_030371417.1|SLEB	LOC5573308|XP_021709312.1|AAEG, LOC5569122|XP_021693345.1|AAEG, LOC5580073|XP_001654814.1|AAEG, LOC5564577|XP_001648938.1|AAEG
OG0001328	LOC115627059|XP_030378465.1|SLEB	LOC5575093|XP_001661817.1|AAEG, LOC5573724|XP_021694929.1|AAEG
OG0001329	LOC115634251|XP_030387705.1|SLEB, LOC115628358|XP_030380293.1|SLEB, LOC115628317|XP_030380232.1|SLEB	LOC5579474|XP_001647772.2|AAEG
OG0001330	LOC115629838|XP_030382274.1|SLEB	LOC5565026|XP_021712659.1|AAEG, LOC5579479|XP_021697265.1|AAEG
OG0001331	LOC115626891|XP_030378261.1|SLEB	LOC5578307|XP_021693230.1|AAEG, LOC5578306|XP_001656898.2|AAEG, LOC5570111|XP_001653091.2|AAEG
OG0001332	LOC115627270|XP_030378759.1|SLEB	LOC5571993|XP_021699097.1|AAEG, LOC110676249|XP_021699084.1|AAEG
OG0001333	LOC115626765|XP_030378082.1|SLEB	LOC5565276|XP_021701702.1|AAEG, LOC5565260|XP_021701714.1|AAEG
OG0001334	LOC115620746|XP_030370000.1|SLEB	LOC5568678|XP_001658093.2|AAEG, LOC5568674|XP_021703072.1|AAEG
OG0001335	LOC115623780|XP_030374180.1|SLEB	LOC5565031|XP_001649402.2|AAEG, LOC5565073|XP_021705369.1|AAEG
OG0001336	LOC115623070|XP_030373124.1|SLEB	LOC110677887|XP_021705362.1|AAEG, LOC110681438|XP_021712885.1|AAEG, LOC5568789|XP_001658154.1|AAEG, LOC110676104|XP_021698337.1|AAEG, LOC110678581|XP_021707305.1|AAEG, LOC110676463|XP_021700129.1|AAEG, LOC110679150|XP_021708911.1|AAEG, LOC110676391|XP_021699797.1|AAEG
OG0001337	LOC115627015|XP_030378397.1|SLEB	LOC5571583|XP_021707527.1|AAEG
OG0001338	LOC115625653|XP_030376645.1|SLEB	LOC5577517|XP_021711315.1|AAEG, LOC110673984|XP_001656538.2|AAEG
OG0001339	LOC115630878|XP_030383350.1|SLEB	LOC5577497|XP_021711599.1|AAEG, LOC5571779|XP_001659911.2|AAEG
OG0001340	LOC115628124|XP_030379960.1|SLEB, LOC115628130|XP_030379970.1|SLEB, LOC115628125|XP_030379962.1|SLEB	LOC5575707|XP_001662155.1|AAEG, LOC5572595|XP_021713033.1|AAEG
OG0001341	LOC115623606|XP_030373883.1|SLEB	LOC5578941|XP_001657229.1|AAEG
OG0001343	LOC115621973|XP_030371683.1|SLEB	LOC5564494|XP_021694318.1|AAEG
