Orthogroup	SLEB.longest_only	DMAU.longest_only
OG0001080	LOC115624602|XP_030375207.1|SLEB	LOC117139716|XP_033158122.1|DMAU
OG0001081	LOC115623563|XP_030373819.1|SLEB	LOC117145921|XP_033167670.1|DMAU
OG0001082	LOC115633819|XP_030387165.1|SLEB	LOC117137630|XP_033155053.1|DMAU
OG0001083	LOC115622457|XP_030372260.1|SLEB	LOC117147646|XP_033170507.1|DMAU, LOC117140875|XP_033159909.1|DMAU, LOC117148593|XP_033171962.1|DMAU, LOC117147840|XP_033170789.1|DMAU
OG0001084	LOC115634450|XP_030388021.1|SLEB	LOC117136168|XP_033152800.1|DMAU
OG0001085	LOC115620042|XP_030369021.1|SLEB	LOC117138186|XP_033155976.1|DMAU
OG0001086	LOC115633783|XP_030387120.1|SLEB	LOC117143507|XP_033164119.1|DMAU, LOC117135450|XP_033151523.1|DMAU
OG0001087	LOC115631479|XP_030384095.1|SLEB	LOC117140923|XP_033160009.1|DMAU, LOC117137371|XP_033154668.1|DMAU
OG0001088	LOC115632153|XP_030385030.1|SLEB	LOC117139743|XP_033158195.1|DMAU
OG0001089	LOC115624666|XP_030375317.1|SLEB	LOC117139009|XP_033156993.1|DMAU
OG0001090	LOC115632913|XP_030386063.1|SLEB	LOC117141127|XP_033160341.1|DMAU
OG0001092	LOC115626353|XP_030377564.1|SLEB	LOC117149947|XP_033172740.1|DMAU
OG0001093	LOC115625952|XP_030377051.1|SLEB	LOC117150686|XP_033173589.1|DMAU
OG0001094	LOC115626021|XP_030377129.1|SLEB	LOC117148773|XP_033172264.1|DMAU
OG0001095	LOC115631077|XP_030383583.1|SLEB	LOC117136201|XP_033152841.1|DMAU
OG0001096	LOC115630418|XP_030382814.1|SLEB	LOC117146591|XP_033168805.1|DMAU
OG0001097	LOC115631632|XP_030384301.1|SLEB	LOC117138506|XP_033156529.1|DMAU
OG0001098	LOC115623029|XP_030373068.1|SLEB	LOC117139252|XP_033157358.1|DMAU
OG0001099	LOC115622780|XP_030372698.1|SLEB, LOC115622709|XP_030372600.1|SLEB	LOC117141294|XP_033160564.1|DMAU
OG0001100	LOC115620897|XP_030370246.1|SLEB	LOC117139977|XP_033158570.1|DMAU
OG0001101	LOC115620481|XP_030369577.1|SLEB	LOC117138569|XP_033156630.1|DMAU
OG0001102	LOC115632575|XP_030385656.1|SLEB	LOC117138978|XP_033156936.1|DMAU
OG0001103	LOC115621774|XP_030371386.1|SLEB	LOC117143515|XP_033164129.1|DMAU
OG0001104	LOC115624069|XP_030374515.1|SLEB	LOC117136429|XP_033153234.1|DMAU
OG0001105	LOC115628911|XP_030381032.1|SLEB	LOC117137695|XP_033155155.1|DMAU
OG0001106	LOC115627975|XP_030379731.1|SLEB	LOC117146335|XP_033168337.1|DMAU, LOC117146336|XP_033168344.1|DMAU
OG0001108	LOC115625420|XP_030376320.1|SLEB, LOC115625426|XP_030376325.1|SLEB	LOC117145683|XP_033167316.1|DMAU, LOC117145488|XP_033167055.1|DMAU
OG0001109	LOC115634740|XP_030388488.1|SLEB	LOC117137932|XP_033155576.1|DMAU, LOC117136600|XP_033153474.1|DMAU
OG0001110	LOC115633968|XP_030387349.1|SLEB	LOC117148132|XP_033171248.1|DMAU, LOC117141708|XP_033161213.1|DMAU
OG0001111	LOC115634763|XP_030388518.1|SLEB	LOC117137426|XP_033154747.1|DMAU, LOC117137307|XP_033154578.1|DMAU
OG0001112	LOC115634184|XP_030387630.1|SLEB	LOC117137917|XP_033155554.1|DMAU
OG0001113	LOC115624483|XP_030375046.1|SLEB	LOC117150406|XP_033173160.1|DMAU, LOC117150408|XP_033173163.1|DMAU
OG0001114	LOC115631463|XP_030384073.1|SLEB	LOC117150779|XP_033173714.1|DMAU, LOC117150777|XP_033173713.1|DMAU
OG0001116	LOC115620151|XP_030369140.1|SLEB	LOC117136109|XP_033152699.1|DMAU
OG0001116	LOC115620150|XP_030369139.1|SLEB	LOC117136107|XP_033152695.1|DMAU
OG0001117	LOC115622899|XP_030372879.1|SLEB	LOC117141476|XP_033160837.1|DMAU, LOC117139312|XP_033157446.1|DMAU
OG0001118	LOC115627305|XP_030378807.1|SLEB	LOC117146542|XP_033168722.1|DMAU, LOC117147662|XP_033170529.1|DMAU
OG0001119	LOC115630078|XP_030382561.1|SLEB	LOC117140618|XP_033159525.1|DMAU
OG0001120	LOC115623083|XP_030373145.1|SLEB, LOC115621079|XP_030370469.1|SLEB	LOC117142265|XP_033162022.1|DMAU
OG0001122	LOC115632561|XP_030385637.1|SLEB	LOC117139749|XP_033158201.1|DMAU
OG0001124	LOC115625095|XP_030375854.1|SLEB	LOC117144496|XP_033165574.1|DMAU, LOC117143886|XP_033164675.1|DMAU
OG0001125	LOC115621080|XP_030370470.1|SLEB	LOC117145250|XP_033166722.1|DMAU
OG0001126	LOC115623071|XP_030373125.1|SLEB	LOC117140218|XP_033158899.1|DMAU
OG0001127	LOC115622276|XP_030372037.1|SLEB	LOC117139129|XP_033157170.1|DMAU
OG0001128	LOC115632412|XP_030385447.1|SLEB	LOC117137883|XP_033155504.1|DMAU
OG0001129	LOC115626279|XP_030377461.1|SLEB	LOC117137095|XP_033154311.1|DMAU
OG0001130	LOC115625688|XP_030376687.1|SLEB	LOC117148663|XP_033172071.1|DMAU, LOC117150150|XP_033172843.1|DMAU, LOC117150147|XP_033172841.1|DMAU
OG0001131	LOC115628051|XP_030379856.1|SLEB	LOC117146307|XP_033168237.1|DMAU
OG0001133	LOC115630971|XP_030383411.1|SLEB	LOC117146590|XP_033168841.1|DMAU
OG0001134	LOC115633664|XP_030386969.1|SLEB	LOC117136270|XP_033152990.1|DMAU
OG0001135	LOC115620845|XP_030370146.1|SLEB	LOC117144238|XP_033165198.1|DMAU
OG0001136	LOC115623765|XP_030374161.1|SLEB	LOC117146122|XP_033168010.1|DMAU
OG0001137	LOC115621022|XP_030370402.1|SLEB	LOC117145541|XP_033167127.1|DMAU
OG0001138	LOC115624755|XP_030375446.1|SLEB	LOC117139717|XP_033158123.1|DMAU
OG0001139	LOC115620983|XP_030370363.1|SLEB, LOC115622700|XP_030372586.1|SLEB	LOC117142102|XP_033161878.1|DMAU
OG0001140	LOC115621164|XP_030370585.1|SLEB, LOC115621645|XP_030371206.1|SLEB	LOC117142450|XP_033162311.1|DMAU, LOC117149994|XP_033172773.1|DMAU, LOC117150058|XP_033172808.1|DMAU, LOC117150055|XP_033172807.1|DMAU
OG0001141	LOC115626528|XP_030377770.1|SLEB, LOC115621445|XP_030370959.1|SLEB, LOC115629071|XP_030381247.1|SLEB, LOC115628976|XP_030381115.1|SLEB, LOC115621412|XP_030370919.1|SLEB, LOC115620896|XP_030370244.1|SLEB	LOC117144982|XP_033166342.1|DMAU
OG0001142	LOC115621901|XP_030371590.1|SLEB	LOC117142463|XP_033162346.1|DMAU
OG0001143	LOC115626326|XP_030377531.1|SLEB	LOC117135141|XP_033151090.1|DMAU
OG0001144	LOC115634087|XP_030387502.1|SLEB, LOC115634232|XP_030387684.1|SLEB, LOC115634244|XP_030387698.1|SLEB	LOC117143956|XP_033164782.1|DMAU, LOC117136746|XP_033153668.1|DMAU
OG0001145	LOC115626511|XP_030377759.1|SLEB	LOC117137572|XP_033154969.1|DMAU, LOC117137573|XP_033154970.1|DMAU
OG0001146	LOC115627913|XP_030379668.1|SLEB	LOC117150745|XP_033173669.1|DMAU
OG0001146	LOC115626679|XP_030377966.1|SLEB	LOC117148492|XP_033171763.1|DMAU
OG0001147	LOC115622104|XP_030371806.1|SLEB, LOC115622105|XP_030371807.1|SLEB, LOC115629609|XP_030381965.1|SLEB, LOC115634252|XP_030387706.1|SLEB	LOC117140324|XP_033159065.1|DMAU
OG0001148	LOC115631936|XP_030384647.1|SLEB	LOC117151010|XP_033174108.1|DMAU
OG0001149	LOC115628312|XP_030380226.1|SLEB	LOC117139348|XP_033157488.1|DMAU, LOC117141393|XP_033160698.1|DMAU
OG0001150	LOC115634766|XP_030388521.1|SLEB, LOC115634339|XP_030387855.1|SLEB	LOC117136018|XP_033152526.1|DMAU
OG0001151	LOC115623557|XP_030373815.1|SLEB, LOC115623556|XP_030373814.1|SLEB	LOC117143485|XP_033164089.1|DMAU, LOC117143426|XP_033164023.1|DMAU
OG0001152	LOC115620961|XP_030370342.1|SLEB	LOC117143520|XP_033164133.1|DMAU, LOC117137046|XP_033154145.1|DMAU, LOC117148685|XP_033172119.1|DMAU
OG0001153	LOC115620648|XP_030369860.1|SLEB	LOC117136781|XP_033153723.1|DMAU
OG0001153	LOC115622749|XP_030372660.1|SLEB	LOC117140045|XP_033158669.1|DMAU
OG0001154	LOC115625958|XP_030377056.1|SLEB	LOC117141760|XP_033161279.1|DMAU
OG0001155	LOC115628850|XP_030380959.1|SLEB	LOC117147133|XP_033169802.1|DMAU
OG0001157	LOC115621126|XP_030370534.1|SLEB	LOC117142764|XP_033162836.1|DMAU
OG0001158	LOC115628463|XP_030380443.1|SLEB	LOC117140202|XP_033158882.1|DMAU
OG0001159	LOC115621479|XP_030370998.1|SLEB	LOC117145378|XP_033166894.1|DMAU
OG0001160	LOC115621486|XP_030371013.1|SLEB	LOC117145793|XP_033167469.1|DMAU
OG0001161	LOC115621649|XP_030371210.1|SLEB	LOC117143257|XP_033163717.1|DMAU
OG0001162	LOC115623523|XP_030373766.1|SLEB	LOC117142422|XP_033162273.1|DMAU
OG0001163	LOC115622437|XP_030372239.1|SLEB, LOC115625557|XP_030376509.1|SLEB	LOC117142675|XP_033162701.1|DMAU
OG0001164	LOC115621626|XP_030371183.1|SLEB	LOC117145632|XP_033167243.1|DMAU
OG0001165	LOC115634433|XP_030388000.1|SLEB, LOC115628474|XP_030380459.1|SLEB	LOC117138556|XP_033156607.1|DMAU
OG0001166	LOC115632871|XP_030385995.1|SLEB	LOC117141986|XP_033161691.1|DMAU
OG0001167	LOC115634688|XP_030388414.1|SLEB	LOC117137870|XP_033155479.1|DMAU
OG0001168	LOC115621605|XP_030371160.1|SLEB, LOC115633613|XP_030386910.1|SLEB, LOC115630383|XP_030382772.1|SLEB, LOC115630381|XP_030382771.1|SLEB, LOC115630388|XP_030382775.1|SLEB, LOC115630389|XP_030382776.1|SLEB, LOC115630387|XP_030382774.1|SLEB, LOC115630390|XP_030382777.1|SLEB, LOC115630379|XP_030382770.1|SLEB, LOC115633618|XP_030386915.1|SLEB, LOC115633616|XP_030386912.1|SLEB, LOC115633617|XP_030386914.1|SLEB, LOC115633615|XP_030386911.1|SLEB	LOC117135764|XP_033152120.1|DMAU
OG0001169	LOC115633396|XP_030386699.1|SLEB, LOC115633425|XP_030386745.1|SLEB	LOC117148354|XP_033171603.1|DMAU
OG0001170	LOC115622090|XP_030371791.1|SLEB, LOC115620718|XP_030369956.1|SLEB	LOC117143475|XP_033164080.1|DMAU
OG0001171	LOC115623131|XP_030373201.1|SLEB, LOC115622487|XP_030372293.1|SLEB	LOC117138994|XP_033156955.1|DMAU
OG0001172	LOC115620637|XP_030369838.1|SLEB, LOC115624420|XP_030375020.1|SLEB, LOC115622544|XP_030372374.1|SLEB, LOC115619993|XP_030368925.1|SLEB	LOC117136589|XP_033153453.1|DMAU
OG0001173	LOC115620421|XP_030369505.1|SLEB	LOC117142538|XP_033162477.1|DMAU
OG0001174	LOC115632297|XP_030385251.1|SLEB	LOC117139876|XP_033158424.1|DMAU
OG0001175	LOC115633003|XP_030386192.1|SLEB	LOC117136286|XP_033153012.1|DMAU
OG0001176	LOC115634624|XP_030388337.1|SLEB	LOC117135787|XP_033152166.1|DMAU
OG0001177	LOC115630806|XP_030383328.1|SLEB	LOC117138273|XP_033156135.1|DMAU
OG0001178	LOC115634255|XP_030387710.1|SLEB	LOC117136036|XP_033152550.1|DMAU
OG0001179	LOC115623641|XP_030373950.1|SLEB	LOC117137140|XP_033154331.1|DMAU
OG0001180	LOC115627847|XP_030379566.1|SLEB	LOC117146295|XP_033168200.1|DMAU
OG0001181	LOC115624665|XP_030375313.1|SLEB	LOC117139857|XP_033158398.1|DMAU
OG0001182	LOC115620292|XP_030369329.1|SLEB	LOC117145299|XP_033166782.1|DMAU
OG0001183	LOC115625280|XP_030376144.1|SLEB	LOC117143015|XP_033163273.1|DMAU
OG0001184	LOC115623460|XP_030373677.1|SLEB	LOC117142230|XP_033161972.1|DMAU
OG0001185	LOC115625170|XP_030375972.1|SLEB	LOC117144512|XP_033165601.1|DMAU
OG0001186	LOC115624020|XP_030374455.1|SLEB	LOC117142573|XP_033162532.1|DMAU
OG0001187	LOC115625850|XP_030376919.1|SLEB	LOC117137936|XP_033155583.1|DMAU
OG0001188	LOC115628992|XP_030381137.1|SLEB	LOC117136156|XP_033152768.1|DMAU
OG0001189	LOC115624680|XP_030375339.1|SLEB	LOC117137352|XP_033154641.1|DMAU
OG0001190	LOC115627544|XP_030379119.1|SLEB	LOC117148909|XP_033172510.1|DMAU
OG0001191	LOC115627325|XP_030378829.1|SLEB, LOC115626435|XP_030377670.1|SLEB, LOC115626400|XP_030377623.1|SLEB	LOC117147354|XP_033170111.1|DMAU
OG0001192	LOC115629969|XP_030382448.1|SLEB	LOC117150487|XP_033173281.1|DMAU
OG0001193	LOC115620774|XP_030370042.1|SLEB	LOC117143581|XP_033164220.1|DMAU
OG0001194	LOC115629875|XP_030382333.1|SLEB	LOC117148665|XP_033172069.1|DMAU, LOC117148662|XP_033172067.1|DMAU
OG0001195	LOC115620677|XP_030369905.1|SLEB	LOC117136540|XP_033153382.1|DMAU
OG0001196	LOC115632939|XP_030386094.1|SLEB, LOC115627202|XP_030378680.1|SLEB	LOC117148512|XP_033171807.1|DMAU, LOC117144565|XP_033165706.1|DMAU
OG0001197	LOC115623562|XP_030373818.1|SLEB	LOC117145494|XP_033167063.1|DMAU, LOC117145468|XP_033167032.1|DMAU
OG0001198	LOC115621321|XP_030370799.1|SLEB, LOC115620347|XP_030369407.1|SLEB, LOC115626023|XP_030377132.1|SLEB	LOC117145671|XP_033167295.1|DMAU, LOC117145014|XP_033166401.1|DMAU
OG0001200	LOC115628081|XP_030379914.1|SLEB	LOC117136880|XP_033153879.1|DMAU
OG0001201	LOC115625457|XP_030376365.1|SLEB	LOC117142848|XP_033162973.1|DMAU
OG0001202	LOC115628939|XP_030381072.1|SLEB	LOC117147733|XP_033170622.1|DMAU, LOC117147728|XP_033170619.1|DMAU
OG0001203	LOC115628065|XP_030379892.1|SLEB	LOC117146265|XP_033168130.1|DMAU
OG0001204	LOC115625799|XP_030376836.1|SLEB	LOC117139772|XP_033158274.1|DMAU
OG0001205	LOC115625122|XP_030375894.1|SLEB	LOC117142990|XP_033163233.1|DMAU
OG0001206	LOC115621766|XP_030371360.1|SLEB	LOC117145892|XP_033167624.1|DMAU
OG0001207	LOC115633296|XP_030386568.1|SLEB	LOC117147117|XP_033169776.1|DMAU
OG0001208	LOC115629632|XP_030381993.1|SLEB	LOC117146812|XP_033169253.1|DMAU
OG0001209	LOC115621004|XP_030370384.1|SLEB	LOC117143553|XP_033164185.1|DMAU
OG0001210	LOC115627231|XP_030378714.1|SLEB	LOC117148006|XP_033171056.1|DMAU
OG0001212	LOC115633364|XP_030386669.1|SLEB	LOC117146758|XP_033169145.1|DMAU
OG0001213	LOC115625124|XP_030375898.1|SLEB	LOC117144782|XP_033166042.1|DMAU
OG0001214	LOC115620611|XP_030369788.1|SLEB	LOC117142676|XP_033162706.1|DMAU
OG0001215	LOC115625612|XP_030376606.1|SLEB	LOC117145244|XP_033166716.1|DMAU
OG0001216	LOC115625218|XP_030376058.1|SLEB	LOC117142586|XP_033162547.1|DMAU
OG0001217	LOC115626098|XP_030377210.1|SLEB	LOC117138113|XP_033155907.1|DMAU
OG0001218	LOC115622093|XP_030371795.1|SLEB, LOC115620719|XP_030369958.1|SLEB	LOC117142256|XP_033162009.1|DMAU
OG0001220	LOC115633059|XP_030386267.1|SLEB	LOC117137745|XP_033155220.1|DMAU
OG0001221	LOC115620005|XP_030368954.1|SLEB	LOC117137636|XP_033155058.1|DMAU
OG0001222	LOC115621148|XP_030370565.1|SLEB	LOC117146033|XP_033167855.1|DMAU
OG0001223	LOC115626691|XP_030377982.1|SLEB	LOC117138446|XP_033156450.1|DMAU
OG0001224	LOC115634553|XP_030388229.1|SLEB, LOC115620166|XP_030369155.1|SLEB	LOC117137597|XP_033154999.1|DMAU
OG0001225	LOC115619995|XP_030368939.1|SLEB	LOC117135503|XP_033151618.1|DMAU
OG0001226	LOC115634826|XP_030388605.1|SLEB	LOC117135732|XP_033152067.1|DMAU
OG0001228	LOC115629115|XP_030381304.1|SLEB	LOC117147312|XP_033170050.1|DMAU
OG0001229	LOC115620116|XP_030369134.1|SLEB	LOC117136207|XP_033152853.1|DMAU
OG0001230	LOC115626053|XP_030377168.1|SLEB	LOC117135745|XP_033152086.1|DMAU
OG0001231	LOC115629199|XP_030381459.1|SLEB, LOC115629198|XP_030381458.1|SLEB, LOC115626276|XP_030377459.1|SLEB	LOC117145595|XP_033167204.1|DMAU
OG0001232	LOC115630678|XP_030383181.1|SLEB	LOC117150641|XP_033173507.1|DMAU
OG0001233	LOC115632053|XP_030384887.1|SLEB	LOC117150670|XP_033173561.1|DMAU
OG0001234	LOC115623461|XP_030373678.1|SLEB, LOC115631366|XP_030383948.1|SLEB	LOC117137741|XP_033155215.1|DMAU
OG0001235	LOC115631068|XP_030383574.1|SLEB	LOC117150322|XP_033173051.1|DMAU
OG0001236	LOC115628162|XP_030380002.1|SLEB	LOC117140025|XP_033158647.1|DMAU
OG0001237	LOC115623846|XP_030374248.1|SLEB	LOC117140868|XP_033159898.1|DMAU, LOC117145515|XP_033167095.1|DMAU
OG0001238	LOC115625038|XP_030375738.1|SLEB	LOC117142360|XP_033162175.1|DMAU
OG0001240	LOC115625437|XP_030376343.1|SLEB	LOC117145127|XP_033166538.1|DMAU
OG0001242	LOC115629261|XP_030381542.1|SLEB	LOC117146832|XP_033169277.1|DMAU
OG0001243	LOC115621365|XP_030370892.1|SLEB	LOC117139852|XP_033158390.1|DMAU
OG0001244	LOC115625112|XP_030375878.1|SLEB	LOC117142718|XP_033162771.1|DMAU
OG0001245	LOC115621922|XP_030371626.1|SLEB	LOC117145201|XP_033166654.1|DMAU
OG0001246	LOC115625182|XP_030376010.1|SLEB	LOC117138120|XP_033155872.1|DMAU
OG0001247	LOC115622491|XP_030372298.1|SLEB	LOC117138439|XP_033156440.1|DMAU
OG0001248	LOC115634393|XP_030387945.1|SLEB, LOC115623579|XP_030373842.1|SLEB	LOC117141138|XP_033160360.1|DMAU
OG0001249	LOC115623054|XP_030373092.1|SLEB, LOC115629582|XP_030381935.1|SLEB, LOC115629581|XP_030381934.1|SLEB	LOC117148190|XP_033171350.1|DMAU
OG0001251	LOC115632688|XP_030385784.1|SLEB	LOC117144286|XP_033165281.1|DMAU, LOC117144285|XP_033165279.1|DMAU
OG0001252	LOC115621429|XP_030370940.1|SLEB	LOC117144536|XP_033165658.1|DMAU, LOC117144532|XP_033165654.1|DMAU
OG0001253	LOC115628182|XP_030380031.1|SLEB	LOC117147936|XP_033170972.1|DMAU, LOC117147836|XP_033170788.1|DMAU, LOC117147835|XP_033170787.1|DMAU, LOC117147830|XP_033170779.1|DMAU, LOC117137859|XP_033155464.1|DMAU
OG0001255	LOC115628401|XP_030380353.1|SLEB	LOC117137333|XP_033154615.1|DMAU
OG0001256	LOC115632592|XP_030385676.1|SLEB	LOC117141277|XP_033160537.1|DMAU
OG0001256	LOC115623989|XP_030374458.1|SLEB	LOC117138334|XP_033156262.1|DMAU
OG0001257	LOC115627839|XP_030379546.1|SLEB	LOC117146323|XP_033168280.1|DMAU
OG0001258	LOC115634493|XP_030388109.1|SLEB, LOC115620444|XP_030369533.1|SLEB, LOC115620443|XP_030369532.1|SLEB	LOC117144508|XP_033165589.1|DMAU
OG0001259	LOC115628921|XP_030381042.1|SLEB	LOC117147027|XP_033169611.1|DMAU
OG0001260	LOC115625257|XP_030376112.1|SLEB	LOC117144726|XP_033165960.1|DMAU
OG0001261	LOC115629592|XP_030381942.1|SLEB	LOC117146601|XP_033168816.1|DMAU
OG0001262	LOC115622334|XP_030372105.1|SLEB	LOC117141945|XP_033161589.1|DMAU
OG0001263	LOC115620551|XP_030369695.1|SLEB	LOC117142271|XP_033162038.1|DMAU
OG0001264	LOC115631300|XP_030383874.1|SLEB	LOC117151015|XP_033174112.1|DMAU
OG0001265	LOC115629802|XP_030382224.1|SLEB	LOC117146840|XP_033169286.1|DMAU
OG0001266	LOC115632811|XP_030385926.1|SLEB	LOC117135964|XP_033152457.1|DMAU
OG0001267	LOC115620683|XP_030369910.1|SLEB	LOC117145054|XP_033166454.1|DMAU
OG0001268	LOC115621597|XP_030371148.1|SLEB	LOC117144425|XP_033165459.1|DMAU
OG0001269	LOC115624727|XP_030375411.1|SLEB	LOC117136556|XP_033153400.1|DMAU
OG0001270	LOC115625553|XP_030376505.1|SLEB	LOC117145234|XP_033166699.1|DMAU
OG0001271	LOC115628049|XP_030379858.1|SLEB	LOC117136325|XP_033153070.1|DMAU
OG0001272	LOC115632133|XP_030385003.1|SLEB	LOC117139445|XP_033157641.1|DMAU
OG0001273	LOC115620376|XP_030369442.1|SLEB	LOC117144074|XP_033164975.1|DMAU
OG0001274	LOC115622173|XP_030371911.1|SLEB	LOC117139532|XP_033157793.1|DMAU
OG0001275	LOC115627217|XP_030378696.1|SLEB	LOC117147685|XP_033170556.1|DMAU
OG0001276	LOC115633240|XP_030386496.1|SLEB, LOC115632191|XP_030385095.1|SLEB	LOC117140779|XP_033159755.1|DMAU
OG0001277	LOC115622939|XP_030372930.1|SLEB	LOC117140824|XP_033159822.1|DMAU
OG0001278	LOC115633089|XP_030386327.1|SLEB	LOC117141025|XP_033160192.1|DMAU
OG0001279	LOC115632448|XP_030385458.1|SLEB	LOC117139579|XP_033157879.1|DMAU
OG0001280	LOC115632311|XP_030385272.1|SLEB	LOC117141774|XP_033161295.1|DMAU
OG0001281	LOC115622134|XP_030371852.1|SLEB	LOC117141245|XP_033160502.1|DMAU
OG0001282	LOC115625941|XP_030377036.1|SLEB	LOC117136399|XP_033153189.1|DMAU
OG0001283	LOC115620592|XP_030369803.1|SLEB	LOC117138593|XP_033156665.1|DMAU
OG0001284	LOC115631547|XP_030384182.1|SLEB	LOC117137290|XP_033154555.1|DMAU
OG0001285	LOC115623235|XP_030373344.1|SLEB	LOC117139924|XP_033158499.1|DMAU
OG0001286	LOC115630804|XP_030383327.1|SLEB	LOC117144084|XP_033164993.1|DMAU
OG0001287	LOC115626405|XP_030377630.1|SLEB	LOC117146100|XP_033167971.1|DMAU
OG0001288	LOC115631450|XP_030384055.1|SLEB	LOC117150199|XP_033172880.1|DMAU
OG0001289	LOC115630503|XP_030382955.1|SLEB	LOC117150534|XP_033173349.1|DMAU
OG0001290	LOC115630477|XP_030382917.1|SLEB	LOC117150514|XP_033173321.1|DMAU
OG0001291	LOC115625066|XP_030375812.1|SLEB	LOC117135519|XP_033151670.1|DMAU
OG0001292	LOC115634641|XP_030388357.1|SLEB	LOC117138561|XP_033156611.1|DMAU
OG0001294	LOC115623368|XP_030373514.1|SLEB	LOC117144437|XP_033165475.1|DMAU
OG0001295	LOC115627759|XP_030379405.1|SLEB	LOC117148713|XP_033172153.1|DMAU
OG0001296	LOC115631963|XP_030384691.1|SLEB	LOC117136188|XP_033152825.1|DMAU
OG0001297	LOC115620558|XP_030369705.1|SLEB	LOC117143113|XP_033163487.1|DMAU
OG0001298	LOC115623666|XP_030373993.1|SLEB	LOC117145398|XP_033166926.1|DMAU
OG0001299	LOC115622744|XP_030372652.1|SLEB	LOC117140247|XP_033158940.1|DMAU
OG0001300	LOC115624424|XP_030375023.1|SLEB	LOC117145814|XP_033167506.1|DMAU
OG0001301	LOC115633133|XP_030386400.1|SLEB	LOC117150485|XP_033173275.1|DMAU
OG0001302	LOC115622887|XP_030372851.1|SLEB	LOC117137477|XP_033154841.1|DMAU
OG0001303	LOC115625094|XP_030375853.1|SLEB	LOC117144495|XP_033165573.1|DMAU, LOC117143885|XP_033164674.1|DMAU
OG0001304	LOC115620068|XP_030369079.1|SLEB	LOC117135821|XP_033152220.1|DMAU
OG0001305	LOC115625058|XP_030375783.1|SLEB	LOC117145235|XP_033166701.1|DMAU
OG0001306	LOC115629449|XP_030381773.1|SLEB	LOC117144423|XP_033165456.1|DMAU
OG0001307	LOC115622158|XP_030371886.1|SLEB	LOC117139434|XP_033157621.1|DMAU
OG0001308	LOC115627730|XP_030379350.1|SLEB	LOC117147216|XP_033169921.1|DMAU, LOC117148458|XP_033171720.1|DMAU
OG0001309	LOC115625279|XP_030376143.1|SLEB	LOC117146052|XP_033167882.1|DMAU
OG0001310	LOC115627096|XP_030378509.1|SLEB	LOC117148031|XP_033171096.1|DMAU
OG0001311	LOC115627521|XP_030379081.1|SLEB	LOC117148484|XP_033171755.1|DMAU
OG0001312	LOC115632854|XP_030385974.1|SLEB	LOC117140140|XP_033158799.1|DMAU, LOC117140142|XP_033158800.1|DMAU
OG0001313	LOC115627676|XP_030379278.1|SLEB, LOC115634655|XP_030388372.1|SLEB	LOC117136606|XP_033153482.1|DMAU
OG0001314	LOC115625800|XP_030376837.1|SLEB	LOC117139781|XP_033158287.1|DMAU
OG0001315	LOC115629293|XP_030381593.1|SLEB	LOC117146738|XP_033169078.1|DMAU
OG0001316	LOC115633666|XP_030386970.1|SLEB	LOC117137824|XP_033155398.1|DMAU
OG0001317	LOC115631011|XP_030383476.1|SLEB	LOC117141527|XP_033160910.1|DMAU
OG0001318	LOC115633904|XP_030387268.1|SLEB, LOC115623209|XP_030373297.1|SLEB, LOC115625777|XP_030376806.1|SLEB	LOC117136371|XP_033153149.1|DMAU
OG0001319	LOC115625701|XP_030376702.1|SLEB	LOC117148796|XP_033172303.1|DMAU, LOC117148787|XP_033172292.1|DMAU
OG0001320	LOC115630016|XP_030382502.1|SLEB	LOC117137791|XP_033155338.1|DMAU
OG0001321	LOC115629047|XP_030381209.1|SLEB, LOC115633816|XP_030387162.1|SLEB	LOC117137495|XP_033154864.1|DMAU
OG0001322	LOC115624292|XP_030374777.1|SLEB	LOC117143017|XP_033163285.1|DMAU, LOC117145129|XP_033166541.1|DMAU
OG0001323	LOC115631866|XP_030384574.1|SLEB	LOC117150829|XP_033173787.1|DMAU, LOC117150828|XP_033173786.1|DMAU
OG0001324	LOC115630681|XP_030383187.1|SLEB, LOC115630698|XP_030383211.1|SLEB, LOC115630715|XP_030383227.1|SLEB	LOC117143689|XP_033164371.1|DMAU
OG0001325	LOC115625388|XP_030376286.1|SLEB, LOC115625364|XP_030376261.1|SLEB	LOC117144357|XP_033165365.1|DMAU, LOC117144344|XP_033165347.1|DMAU
OG0001326	LOC115621788|XP_030371417.1|SLEB	LOC117143150|XP_033163539.1|DMAU
OG0001328	LOC115627059|XP_030378465.1|SLEB	LOC117147759|XP_033170669.1|DMAU
OG0001329	LOC115634251|XP_030387705.1|SLEB, LOC115628358|XP_030380293.1|SLEB, LOC115628317|XP_030380232.1|SLEB	LOC117147856|XP_033170822.1|DMAU
OG0001330	LOC115629838|XP_030382274.1|SLEB	LOC117146784|XP_033169202.1|DMAU
OG0001331	LOC115626891|XP_030378261.1|SLEB	LOC117148048|XP_033171124.1|DMAU
OG0001332	LOC115627270|XP_030378759.1|SLEB	LOC117147795|XP_033170735.1|DMAU
OG0001333	LOC115626765|XP_030378082.1|SLEB	LOC117150795|XP_033173740.1|DMAU
OG0001334	LOC115620746|XP_030370000.1|SLEB	LOC117144636|XP_033165822.1|DMAU
OG0001335	LOC115623780|XP_030374180.1|SLEB	LOC117144751|XP_033165998.1|DMAU
OG0001337	LOC115627015|XP_030378397.1|SLEB	LOC117146432|XP_033168530.1|DMAU
