Orthogroup	SLEB.longest_only	DPER.longest_only
OG0000913	LOC115624512|XP_030375084.1|SLEB	LOC6595962|XP_026845486.1|DPER
OG0000914	LOC115634220|XP_030387671.1|SLEB	LOC6590248|XP_002016540.2|DPER
OG0000915	LOC115634001|XP_030387386.1|SLEB	LOC6590742|XP_002016005.1|DPER
OG0000916	LOC115631986|XP_030384763.1|SLEB	LOC6589575|XP_026843929.1|DPER
OG0000917	LOC115632603|XP_030385688.1|SLEB	LOC113567376|XP_026850823.1|DPER
OG0000917	LOC115632019|XP_030384822.1|SLEB	LOC6596519|XP_026842953.1|DPER
OG0000918	LOC115625872|XP_030376943.1|SLEB	LOC6597991|XP_026843116.1|DPER
OG0000920	LOC115633279|XP_030386550.1|SLEB	LOC6598219|XP_002023344.1|DPER
OG0000921	LOC115630018|XP_030382512.1|SLEB	LOC6603207|XP_026845946.1|DPER, LOC113566098|XP_026845947.1|DPER
OG0000922	LOC115628430|XP_030380378.1|SLEB	LOC6601884|XP_002026933.1|DPER
OG0000923	LOC115623827|XP_030374230.1|SLEB	LOC6588607|XP_002013143.1|DPER
OG0000924	LOC115629931|XP_030382395.1|SLEB	LOC6603232|XP_026845217.1|DPER
OG0000925	LOC115621220|XP_030370664.1|SLEB	LOC6595306|XP_002020433.1|DPER
OG0000926	LOC115623884|XP_030374296.1|SLEB	LOC6591443|XP_002016966.1|DPER
OG0000926	LOC115624201|XP_030374664.1|SLEB	LOC6594239|XP_002019973.1|DPER
OG0000927	LOC115621447|XP_030370961.1|SLEB	LOC6587478|XP_026851109.1|DPER
OG0000927	LOC115620365|XP_030369430.1|SLEB	LOC6588632|XP_002013985.1|DPER
OG0000928	LOC115626331|XP_030377534.1|SLEB	LOC6593515|XP_002019206.1|DPER, LOC6593514|XP_002019205.1|DPER
OG0000929	LOC115631368|XP_030383946.1|SLEB, LOC115631284|XP_030383857.1|SLEB	LOC6596383|XP_002021536.2|DPER
OG0000929	LOC115631556|XP_030384203.1|SLEB	LOC6596382|XP_002021535.1|DPER
OG0000930	LOC115622376|XP_030372159.1|SLEB	LOC6596037|XP_026845721.1|DPER, LOC6596024|XP_002020974.1|DPER
OG0000931	LOC115624492|XP_030375055.1|SLEB	LOC6589927|XP_026841117.1|DPER
OG0000931	LOC115634172|XP_030387617.1|SLEB	LOC6602442|XP_002027477.2|DPER
OG0000932	LOC115622269|XP_030372031.1|SLEB, LOC115629206|XP_030381465.1|SLEB	LOC6596002|XP_026845375.1|DPER
OG0000932	LOC115622267|XP_030372029.1|SLEB	LOC6596025|XP_002021024.2|DPER
OG0000933	LOC115634678|XP_030388396.1|SLEB	LOC6593185|XP_002017900.1|DPER
OG0000933	LOC115634677|XP_030388395.1|SLEB	LOC6593184|XP_002017899.1|DPER
OG0000934	LOC115634663|XP_030388383.1|SLEB	LOC6604259|XP_002029176.1|DPER, LOC6590432|XP_002015728.1|DPER
OG0000935	LOC115620735|XP_030369981.1|SLEB	LOC6587608|XP_026850512.1|DPER
OG0000936	LOC115630040|XP_030382533.1|SLEB	LOC6592150|XP_026848428.1|DPER
OG0000937	LOC115621318|XP_030370797.1|SLEB	LOC6587331|XP_026850563.1|DPER
OG0000938	LOC115629870|XP_030382325.1|SLEB	LOC113566537|XP_026848371.1|DPER
OG0000939	LOC115631095|XP_030383606.1|SLEB	LOC113565908|XP_026845080.1|DPER, LOC6589789|XP_002014636.1|DPER
OG0000940	LOC115628257|XP_030380135.1|SLEB	LOC6599599|XP_002024689.2|DPER
OG0000941	LOC115630089|XP_030382576.1|SLEB	LOC113566184|XP_026846421.1|DPER
OG0000942	LOC115623244|XP_030373364.1|SLEB	LOC113566490|XP_026848093.1|DPER
OG0000943	LOC115620354|XP_030369421.1|SLEB	LOC6590176|XP_026842496.1|DPER
OG0000944	LOC115627130|XP_030378563.1|SLEB	LOC6599123|XP_026848288.1|DPER
OG0000945	LOC115624796|XP_030375500.1|SLEB	LOC6601058|XP_026849742.1|DPER
OG0000946	LOC115630459|XP_030382884.1|SLEB	LOC6589560|XP_002015269.1|DPER
OG0000947	LOC115634584|XP_030388277.1|SLEB	LOC6591001|XP_002016565.1|DPER
OG0000948	LOC115632809|XP_030385921.1|SLEB	LOC6601703|XP_026849928.1|DPER, LOC113566910|XP_026849921.1|DPER, LOC113566912|XP_026849923.1|DPER, LOC113566916|XP_026849929.1|DPER, LOC113566909|XP_026849920.1|DPER, LOC113566915|XP_026849927.1|DPER, LOC113566911|XP_026849922.1|DPER, LOC113566913|XP_026849925.1|DPER
OG0000949	LOC115629933|XP_030382398.1|SLEB, LOC115629932|XP_030382397.1|SLEB	LOC6600062|XP_026845102.1|DPER
OG0000950	LOC115624154|XP_030374611.1|SLEB	LOC6602904|XP_026849671.1|DPER, LOC6594120|XP_002019542.2|DPER
OG0000951	LOC115620607|XP_030369781.1|SLEB	LOC6598701|XP_002023880.1|DPER
OG0000951	LOC115631589|XP_030384250.1|SLEB, LOC115629565|XP_030381917.1|SLEB, LOC115629566|XP_030381918.1|SLEB, LOC115630781|XP_030383297.1|SLEB	LOC6603038|XP_002028060.1|DPER
OG0000952	LOC115631113|XP_030383633.1|SLEB	LOC6595403|XP_002020876.2|DPER
OG0000954	LOC115624830|XP_030375537.1|SLEB	LOC6603167|XP_002028163.1|DPER, LOC6603169|XP_002028165.1|DPER
OG0000955	LOC115620968|XP_030370348.1|SLEB	LOC6595113|XP_002020187.1|DPER
OG0000956	LOC115623812|XP_030374216.1|SLEB	LOC6594446|XP_002019911.1|DPER, LOC6594329|XP_026850339.1|DPER
OG0000957	LOC115632493|XP_030385572.1|SLEB	LOC6590178|XP_026842773.1|DPER
OG0000957	LOC115632571|XP_030385690.1|SLEB	LOC6589982|XP_002016330.1|DPER
OG0000958	LOC115621983|XP_030371695.1|SLEB	LOC6588630|XP_002013874.2|DPER, LOC113564895|XP_026839941.1|DPER, LOC6587250|XP_002013872.2|DPER, LOC6592506|XP_002018322.1|DPER
OG0000959	LOC115622295|XP_030372058.1|SLEB, LOC115622622|XP_030372489.1|SLEB	LOC6595823|XP_002021300.1|DPER, LOC6599608|XP_002024698.2|DPER
OG0000960	LOC115626902|XP_030378272.1|SLEB	LOC6596763|XP_002021916.2|DPER
OG0000961	LOC115633964|XP_030387344.1|SLEB	LOC6601868|XP_002026917.2|DPER
OG0000961	LOC115633962|XP_030387342.1|SLEB	LOC6601871|XP_002026920.1|DPER
OG0000963	LOC115627565|XP_030379148.1|SLEB	LOC6601775|XP_002026810.1|DPER
OG0000964	LOC115629928|XP_030382396.1|SLEB	LOC6590064|XP_026841347.1|DPER, LOC113566696|XP_026849250.1|DPER
OG0000965	LOC115633244|XP_030386499.1|SLEB	LOC6600658|XP_026848620.1|DPER
OG0000966	LOC115633760|XP_030387095.1|SLEB	LOC6595173|XP_002020428.1|DPER
OG0000968	LOC115628295|XP_030380202.1|SLEB	LOC6599768|XP_002024888.1|DPER
OG0000969	LOC115629995|XP_030382487.1|SLEB	LOC6600916|XP_002025925.1|DPER
OG0000970	LOC115620768|XP_030370032.1|SLEB	LOC6597419|XP_002022427.2|DPER, LOC6597420|XP_002022428.2|DPER, LOC6594924|XP_026850452.1|DPER
OG0000971	LOC115631506|XP_030384125.1|SLEB	LOC6589751|XP_026844021.1|DPER
OG0000972	LOC115632559|XP_030385633.1|SLEB	LOC6601465|XP_026847757.1|DPER
OG0000973	LOC115633334|XP_030386626.1|SLEB	LOC6598417|XP_002023661.1|DPER, LOC6598475|XP_002023666.1|DPER, LOC6598483|XP_002023674.1|DPER
OG0000974	LOC115622410|XP_030372203.1|SLEB	LOC6603288|XP_002028269.1|DPER
OG0000975	LOC115621202|XP_030370641.1|SLEB	LOC6588475|XP_002012986.1|DPER
OG0000975	LOC115623709|XP_030374048.1|SLEB	LOC6594595|XP_002019385.1|DPER
OG0000976	LOC115625384|XP_030376281.1|SLEB, LOC115625075|XP_030375823.1|SLEB	LOC6591570|XP_026847216.1|DPER
OG0000977	LOC115625370|XP_030376266.1|SLEB	LOC6594498|XP_026850315.1|DPER, LOC6594499|XP_026850299.1|DPER
OG0000978	LOC115623541|XP_030373784.1|SLEB	LOC6594613|XP_002019836.1|DPER
OG0000979	LOC115628156|XP_030379990.1|SLEB	LOC6592635|XP_026841348.1|DPER
OG0000980	LOC115621034|XP_030370416.1|SLEB	LOC6588455|XP_002012991.1|DPER
OG0000980	LOC115621874|XP_030371560.1|SLEB	LOC6598805|XP_026851187.1|DPER
OG0000981	LOC115632018|XP_030384815.1|SLEB	LOC6589390|XP_002014351.1|DPER
OG0000982	LOC115624236|XP_030374717.1|SLEB, LOC115624076|XP_030374526.1|SLEB	LOC113567341|XP_026850659.1|DPER
OG0000984	LOC115623773|XP_030374169.1|SLEB	LOC113565425|XP_026843167.1|DPER
OG0000984	LOC115626561|XP_030377800.1|SLEB	LOC113565659|XP_026844128.1|DPER
OG0000985	LOC115633230|XP_030386484.1|SLEB	LOC6592664|XP_026840975.1|DPER, LOC113565049|XP_026840976.1|DPER
OG0000986	LOC115631939|XP_030384651.1|SLEB	LOC6588878|XP_002015331.1|DPER
OG0000986	LOC115632119|XP_030384984.1|SLEB	LOC6593743|XP_026843669.1|DPER
OG0000987	LOC115621692|XP_030371261.1|SLEB	LOC6597222|XP_002022599.2|DPER, LOC6595116|XP_002020190.2|DPER
OG0000988	LOC115631590|XP_030384251.1|SLEB, LOC115629834|XP_030382271.1|SLEB	LOC6589693|XP_002015206.1|DPER
OG0000990	LOC115626648|XP_030377913.1|SLEB	LOC113566097|XP_026845939.1|DPER, LOC113566096|XP_026845938.1|DPER, LOC6602908|XP_026849661.1|DPER
OG0000991	LOC115620234|XP_030369238.1|SLEB	LOC6588541|XP_002013581.1|DPER
OG0000991	LOC115629805|XP_030382228.1|SLEB	LOC6598182|XP_026846152.1|DPER
OG0000992	LOC115621203|XP_030370644.1|SLEB	LOC6587813|XP_002014097.1|DPER
OG0000993	LOC115621783|XP_030371401.1|SLEB	LOC6594901|XP_002020501.1|DPER, LOC6594900|XP_002020500.1|DPER
OG0000994	LOC115628886|XP_030381003.1|SLEB	LOC6599276|XP_002024271.2|DPER
OG0000995	LOC115625662|XP_030376654.1|SLEB	LOC6593313|XP_002018652.1|DPER
OG0000996	LOC115631694|XP_030384380.1|SLEB	LOC6600948|XP_002026019.1|DPER
OG0000997	LOC115626266|XP_030377478.1|SLEB	LOC6591105|XP_026841646.1|DPER, LOC6590895|XP_026840602.1|DPER
OG0000998	LOC115624642|XP_030375270.1|SLEB	LOC113566327|XP_026847309.1|DPER
OG0000999	LOC115626649|XP_030377914.1|SLEB	LOC6597395|XP_002022489.1|DPER
OG0001000	LOC115620263|XP_030369285.1|SLEB	LOC6603247|XP_026841996.1|DPER
OG0001001	LOC115632602|XP_030385691.1|SLEB	LOC6593132|XP_026842467.1|DPER
OG0001002	LOC115631311|XP_030383885.1|SLEB	LOC113565648|XP_026844089.1|DPER
OG0001003	LOC115621145|XP_030370561.1|SLEB	LOC6594369|XP_002019337.2|DPER
OG0001004	LOC115623593|XP_030373853.1|SLEB	LOC6594320|XP_002019363.1|DPER
OG0001005	LOC115633224|XP_030386476.1|SLEB	LOC6600156|XP_002025239.2|DPER
OG0001006	LOC115632081|XP_030384901.1|SLEB	LOC6600640|XP_002025651.2|DPER
OG0001008	LOC115627803|XP_030379493.1|SLEB	LOC6603108|XP_002028093.1|DPER
OG0001009	LOC115625207|XP_030376036.1|SLEB	LOC6591673|XP_002016888.1|DPER, LOC6594917|XP_002020125.1|DPER
OG0001010	LOC115633402|XP_030386704.1|SLEB	LOC6595599|XP_002020947.2|DPER, LOC6597290|XP_026846418.1|DPER
OG0001011	LOC115633326|XP_030386618.1|SLEB	LOC6602662|XP_026845926.1|DPER
OG0001011	LOC115630723|XP_030383239.1|SLEB	LOC113565632|XP_026843970.1|DPER
OG0001012	LOC115629567|XP_030381919.1|SLEB, LOC115629568|XP_030381920.1|SLEB	LOC6597765|XP_002022896.2|DPER, LOC6597767|XP_026846571.1|DPER
OG0001013	LOC115622265|XP_030372026.1|SLEB	LOC6596028|XP_002021027.1|DPER
OG0001014	LOC115622694|XP_030372582.1|SLEB	LOC6602288|XP_002027347.2|DPER
OG0001014	LOC115622870|XP_030372817.1|SLEB	LOC6602325|XP_002027339.1|DPER
OG0001015	LOC115627832|XP_030379534.1|SLEB	LOC6597881|XP_026846934.1|DPER
OG0001015	LOC115627898|XP_030379652.1|SLEB	LOC6597882|XP_026846977.1|DPER
OG0001017	LOC115625904|XP_030376994.1|SLEB	LOC6601589|XP_002026610.2|DPER
OG0001017	LOC115634369|XP_030387893.1|SLEB	LOC6601601|XP_002026622.2|DPER
OG0001018	LOC115628898|XP_030381017.1|SLEB, LOC115628901|XP_030381020.1|SLEB, LOC115621330|XP_030370811.1|SLEB, LOC115628942|XP_030381075.1|SLEB, LOC115628926|XP_030381048.1|SLEB	LOC6597520|XP_002022702.2|DPER, LOC6587452|XP_026840389.1|DPER
OG0001019	LOC115621697|XP_030371263.1|SLEB	LOC6587304|XP_002013005.1|DPER
OG0001020	LOC115627705|XP_030379308.1|SLEB	LOC6599375|XP_002024549.1|DPER
OG0001021	LOC115628996|XP_030381140.1|SLEB	LOC6593528|XP_026842964.1|DPER, LOC113565421|XP_026843158.1|DPER
OG0001022	LOC115629232|XP_030381503.1|SLEB	LOC6602844|XP_002027870.1|DPER
OG0001024	LOC115621057|XP_030370438.1|SLEB	LOC6588193|XP_002012994.1|DPER
OG0001025	LOC115632296|XP_030385249.1|SLEB	LOC6596133|XP_002021097.1|DPER
OG0001026	LOC115634218|XP_030387668.1|SLEB	LOC6590551|XP_002016231.1|DPER
OG0001027	LOC115634679|XP_030388398.1|SLEB	LOC6595821|XP_026845283.1|DPER
OG0001028	LOC115631799|XP_030384497.1|SLEB	LOC6596609|XP_002021605.1|DPER
OG0001031	LOC115626140|XP_030377262.1|SLEB	LOC6593548|XP_026843852.1|DPER, LOC6593647|XP_026844596.1|DPER
OG0001032	LOC115626259|XP_030377427.1|SLEB	LOC6597923|XP_026843427.1|DPER
OG0001033	LOC115626759|XP_030378075.1|SLEB	LOC6589258|XP_026844114.1|DPER, LOC6599988|XP_026849155.1|DPER
OG0001034	LOC115624857|XP_030375562.1|SLEB	LOC6589513|XP_026844027.1|DPER, LOC6602157|XP_026847975.1|DPER
OG0001035	LOC115628902|XP_030381021.1|SLEB	LOC6597788|XP_002022920.1|DPER
OG0001035	LOC115628904|XP_030381022.1|SLEB	LOC6597841|XP_002022919.2|DPER
OG0001036	LOC115628688|XP_030380723.1|SLEB	LOC6597431|XP_026846564.1|DPER
OG0001036	LOC115624002|XP_030374434.1|SLEB	LOC6594089|XP_002019795.1|DPER
OG0001037	LOC115622928|XP_030372913.1|SLEB, LOC115622927|XP_030372912.1|SLEB, LOC115622432|XP_030372233.1|SLEB	LOC113566563|XP_026848491.1|DPER, LOC6589938|XP_002015966.1|DPER
OG0001038	LOC115623628|XP_030373929.1|SLEB, LOC115623629|XP_030373931.1|SLEB	LOC6594210|XP_002019669.1|DPER
OG0001038	LOC115631328|XP_030383908.1|SLEB	LOC6594211|XP_002019670.1|DPER
OG0001042	LOC115620583|XP_030369748.1|SLEB	LOC6595062|XP_002020416.1|DPER
OG0001043	LOC115628817|XP_030380904.1|SLEB	LOC6597811|XP_002022943.1|DPER
OG0001044	LOC115626205|XP_030377352.1|SLEB, LOC115631350|XP_030383926.1|SLEB	LOC6590851|XP_002016364.1|DPER
OG0001045	LOC115623369|XP_030373520.1|SLEB	LOC6590815|XP_026841175.1|DPER
OG0001046	LOC115634073|XP_030387480.1|SLEB	LOC6592667|XP_002018391.1|DPER
OG0001047	LOC115634088|XP_030387503.1|SLEB	LOC6592751|XP_002017868.1|DPER
OG0001048	LOC115624518|XP_030375094.1|SLEB	LOC6592711|XP_002018078.1|DPER
OG0001049	LOC115622282|XP_030372044.1|SLEB	LOC6599675|XP_002024807.2|DPER
OG0001050	LOC115633103|XP_030386344.1|SLEB	LOC6587782|XP_002012768.2|DPER, LOC6599758|XP_002024878.1|DPER, LOC6588958|XP_002014341.1|DPER
OG0001051	LOC115626170|XP_030377305.1|SLEB	LOC6589449|XP_002014476.1|DPER
OG0001052	LOC115625856|XP_030376924.1|SLEB	LOC6589073|XP_002014522.1|DPER
OG0001053	LOC115629515|XP_030381856.1|SLEB	LOC113566194|XP_026846524.1|DPER, LOC6597402|XP_002022494.2|DPER
OG0001054	LOC115621268|XP_030370728.1|SLEB	LOC6587843|XP_002012745.1|DPER
OG0001054	LOC115621267|XP_030370726.1|SLEB	LOC6587777|XP_002012746.1|DPER
OG0001055	LOC115623459|XP_030373676.1|SLEB	LOC6594157|XP_026840245.1|DPER
OG0001056	LOC115629116|XP_030381305.1|SLEB	LOC6603665|XP_026845775.1|DPER
OG0001057	LOC115626571|XP_030377810.1|SLEB	LOC6593374|XP_002019040.1|DPER
OG0001058	LOC115626762|XP_030378079.1|SLEB	LOC6596934|XP_026845640.1|DPER
OG0001059	LOC115622578|XP_030372421.1|SLEB	LOC6599082|XP_026849010.1|DPER
OG0001060	LOC115623379|XP_030373534.1|SLEB	LOC6598408|XP_002023652.1|DPER, LOC6598414|XP_002023658.1|DPER, LOC113566155|XP_026846306.1|DPER, LOC6598406|XP_002023650.2|DPER, LOC6588407|XP_002014155.1|DPER
OG0001061	LOC115625474|XP_030376384.1|SLEB	LOC6598636|XP_002023817.1|DPER, LOC6598635|XP_002023816.2|DPER
OG0001062	LOC115634278|XP_030387771.1|SLEB	LOC6588645|XP_002013255.1|DPER
OG0001062	LOC115625502|XP_030376423.1|SLEB	LOC6587409|XP_002013254.2|DPER
OG0001063	LOC115629311|XP_030381617.1|SLEB	LOC6602588|XP_002027612.1|DPER
OG0001063	LOC115629300|XP_030381607.1|SLEB	LOC6602591|XP_002027615.2|DPER
OG0001064	LOC115629334|XP_030381642.1|SLEB	LOC6596975|XP_002022139.2|DPER
OG0001064	LOC115627654|XP_030379254.1|SLEB	LOC6597627|XP_002022730.2|DPER
OG0001065	LOC115630545|XP_030383014.1|SLEB, LOC115630679|XP_030383182.1|SLEB, LOC115630771|XP_030383285.1|SLEB, LOC115629745|XP_030382140.1|SLEB	LOC113565195|XP_026842411.1|DPER, LOC6601092|XP_026847341.1|DPER
OG0001066	LOC115627362|XP_030378872.1|SLEB	LOC6600740|XP_002025778.2|DPER
OG0001067	LOC115624484|XP_030375047.1|SLEB	LOC6602450|XP_026843674.1|DPER, LOC113565559|XP_026843675.1|DPER
OG0001068	LOC115622349|XP_030372123.1|SLEB	LOC113566663|XP_026849043.1|DPER, LOC6596011|XP_002021000.1|DPER
OG0001070	LOC115623894|XP_030374306.1|SLEB, LOC115623403|XP_030373573.1|SLEB, LOC115623896|XP_030374310.1|SLEB, LOC115623406|XP_030373575.1|SLEB, LOC115624299|XP_030374783.1|SLEB, LOC115623900|XP_030374314.1|SLEB	LOC6587941|XP_002012812.2|DPER, LOC6591662|XP_002016991.2|DPER
OG0001071	LOC115630740|XP_030383254.1|SLEB, LOC115630742|XP_030383255.1|SLEB, LOC115630697|XP_030383210.1|SLEB, LOC115630727|XP_030383242.1|SLEB, LOC115631854|XP_030384560.1|SLEB, LOC115631909|XP_030384620.1|SLEB, LOC115631900|XP_030384609.1|SLEB, LOC115631321|XP_030383900.1|SLEB	LOC6596647|XP_002021655.1|DPER
OG0001072	LOC115623188|XP_030373271.1|SLEB	LOC6600589|XP_002025644.2|DPER
OG0001073	LOC115620613|XP_030369790.1|SLEB	LOC6598750|XP_002023784.2|DPER
OG0001074	LOC115629282|XP_030381580.1|SLEB	LOC6590379|XP_002015481.1|DPER
OG0001075	LOC115622509|XP_030372321.1|SLEB	LOC6601212|XP_026848096.1|DPER
OG0001077	LOC115628105|XP_030379946.1|SLEB	LOC6592151|XP_002016807.1|DPER
OG0001078	LOC115629550|XP_030381894.1|SLEB	LOC6601724|XP_026847007.1|DPER
OG0001079	LOC115625668|XP_030376663.1|SLEB	LOC6601903|XP_002026952.2|DPER, LOC6604053|XP_026850184.1|DPER, LOC113566780|XP_026849676.1|DPER, LOC6604111|XP_026849643.1|DPER, LOC6603727|XP_026849521.1|DPER, LOC113566740|XP_026849520.1|DPER, LOC113566774|XP_026849642.1|DPER, LOC113566775|XP_026849644.1|DPER, LOC113566781|XP_026849677.1|DPER, LOC113566836|XP_026849807.1|DPER, LOC113567166|XP_026850140.1|DPER, LOC113566954|XP_026849997.1|DPER
OG0001080	LOC115624602|XP_030375207.1|SLEB	LOC6601038|XP_026849752.1|DPER
OG0001081	LOC115623563|XP_030373819.1|SLEB	LOC113565172|XP_026842217.1|DPER
OG0001082	LOC115633819|XP_030387165.1|SLEB	LOC6598435|XP_026846128.1|DPER, LOC6598437|XP_026846126.1|DPER, LOC6593268|XP_002017919.1|DPER
OG0001083	LOC115622457|XP_030372260.1|SLEB	LOC113567101|XP_026850079.1|DPER, LOC6601217|XP_002026313.1|DPER
OG0001084	LOC115634450|XP_030388021.1|SLEB	LOC6590304|XP_026840668.1|DPER
OG0001085	LOC115620042|XP_030369021.1|SLEB	LOC6602130|XP_002027102.1|DPER
OG0001086	LOC115633783|XP_030387120.1|SLEB	LOC6590020|XP_002016574.1|DPER
OG0001087	LOC115631479|XP_030384095.1|SLEB	LOC6589737|XP_002015141.1|DPER
OG0001088	LOC115632153|XP_030385030.1|SLEB	LOC6600581|XP_026847597.1|DPER
OG0001089	LOC115624666|XP_030375317.1|SLEB	LOC6599787|XP_026847285.1|DPER
OG0001090	LOC115632913|XP_030386063.1|SLEB	LOC6595874|XP_026845576.1|DPER
OG0001092	LOC115626353|XP_030377564.1|SLEB	LOC6593748|XP_002018852.1|DPER
OG0001093	LOC115625952|XP_030377051.1|SLEB	LOC6598113|XP_002023269.1|DPER
OG0001094	LOC115626021|XP_030377129.1|SLEB	LOC6598086|XP_026843510.1|DPER
OG0001095	LOC115631077|XP_030383583.1|SLEB	LOC6602657|XP_002027676.2|DPER
OG0001096	LOC115630418|XP_030382814.1|SLEB	LOC6595704|XP_026844660.1|DPER
OG0001097	LOC115631632|XP_030384301.1|SLEB	LOC113565686|XP_026844277.1|DPER
OG0001098	LOC115634115|XP_030387539.1|SLEB	LOC6590007|XP_002015460.1|DPER
OG0001098	LOC115623029|XP_030373068.1|SLEB	LOC6602802|XP_026847858.1|DPER
OG0001099	LOC115622780|XP_030372698.1|SLEB, LOC115622709|XP_030372600.1|SLEB	LOC6602991|XP_002028018.1|DPER
OG0001100	LOC115620897|XP_030370246.1|SLEB	LOC6594666|XP_026841605.1|DPER
OG0001101	LOC115620481|XP_030369577.1|SLEB	LOC6589976|XP_026840594.1|DPER
OG0001102	LOC115632575|XP_030385656.1|SLEB	LOC6601953|XP_026849623.1|DPER
OG0001103	LOC115621774|XP_030371386.1|SLEB	LOC6598605|XP_002023850.1|DPER
OG0001104	LOC115624069|XP_030374515.1|SLEB	LOC6591285|XP_026841023.1|DPER
OG0001105	LOC115628911|XP_030381032.1|SLEB	LOC6602893|XP_002027916.1|DPER
OG0001106	LOC115627975|XP_030379731.1|SLEB	LOC6602541|XP_026846779.1|DPER
OG0001108	LOC115625420|XP_030376320.1|SLEB, LOC115625426|XP_030376325.1|SLEB	LOC6592125|XP_002016832.1|DPER, LOC6592113|XP_002016839.1|DPER
OG0001109	LOC115634740|XP_030388488.1|SLEB	LOC6590226|XP_002016075.2|DPER, LOC6590227|XP_026842893.1|DPER
OG0001110	LOC115633968|XP_030387349.1|SLEB	LOC113565887|XP_026845052.1|DPER, LOC6589625|XP_002014229.1|DPER
OG0001111	LOC115634763|XP_030388518.1|SLEB	LOC6589997|XP_002016047.1|DPER
OG0001112	LOC115634184|XP_030387630.1|SLEB	LOC6590441|XP_002015868.1|DPER
OG0001113	LOC115624483|XP_030375046.1|SLEB	LOC6602451|XP_002027464.1|DPER, LOC6602449|XP_002027462.1|DPER
OG0001114	LOC115631463|XP_030384073.1|SLEB	LOC6596588|XP_002021675.1|DPER
OG0001116	LOC115620151|XP_030369140.1|SLEB	LOC6591127|XP_026842706.1|DPER
OG0001116	LOC115620150|XP_030369139.1|SLEB	LOC6591128|XP_002016488.1|DPER
OG0001117	LOC115622899|XP_030372879.1|SLEB	LOC6598915|XP_002024102.2|DPER, LOC6598896|XP_026847934.1|DPER
OG0001118	LOC115627305|XP_030378807.1|SLEB	LOC113566759|XP_026849595.1|DPER, LOC113566178|XP_026846367.1|DPER, LOC113566757|XP_026849593.1|DPER, LOC113566758|XP_026849594.1|DPER, LOC113566174|XP_026846363.1|DPER, LOC113566761|XP_026849597.1|DPER, LOC113566762|XP_026849598.1|DPER, LOC113566176|XP_026846365.1|DPER, LOC113566177|XP_026846366.1|DPER, LOC113566760|XP_026849596.1|DPER, LOC113566175|XP_026846364.1|DPER
OG0001119	LOC115630078|XP_030382561.1|SLEB	LOC6594399|XP_002019345.1|DPER
OG0001120	LOC115623083|XP_030373145.1|SLEB, LOC115621079|XP_030370469.1|SLEB	LOC6598804|XP_026851183.1|DPER
OG0001121	LOC115620501|XP_030369616.1|SLEB	LOC6590764|XP_026840653.1|DPER
OG0001122	LOC115632561|XP_030385637.1|SLEB	LOC6604104|XP_026850106.1|DPER, LOC6603658|XP_026849785.1|DPER, LOC113566828|XP_026849787.1|DPER, LOC113567157|XP_026850131.1|DPER, LOC6604114|XP_026849782.1|DPER, LOC113566827|XP_026849783.1|DPER, LOC6603657|XP_026849786.1|DPER, LOC6604125|XP_026850093.1|DPER, LOC6604087|XP_026849784.1|DPER, LOC113567119|XP_026850092.1|DPER, LOC113567161|XP_026850138.1|DPER, LOC6604210|XP_026848005.1|DPER
OG0001124	LOC115625095|XP_030375854.1|SLEB	LOC6588595|XP_026850803.1|DPER
OG0001125	LOC115621080|XP_030370470.1|SLEB	LOC6587936|XP_002013333.1|DPER
OG0001126	LOC115623071|XP_030373125.1|SLEB	LOC6600320|XP_026849097.1|DPER
OG0001127	LOC115622276|XP_030372037.1|SLEB	LOC6596010|XP_002020999.1|DPER
OG0001128	LOC115632412|XP_030385447.1|SLEB	LOC6590181|XP_002016334.2|DPER
OG0001129	LOC115626279|XP_030377461.1|SLEB	LOC6588784|XP_026843915.1|DPER
OG0001130	LOC115625688|XP_030376687.1|SLEB	LOC6589276|XP_002014454.1|DPER, LOC6602924|XP_002027947.2|DPER
OG0001131	LOC115628051|XP_030379856.1|SLEB	LOC6601989|XP_026846838.1|DPER
OG0001133	LOC115630971|XP_030383411.1|SLEB	LOC6596614|XP_026843742.1|DPER
OG0001134	LOC115633664|XP_030386969.1|SLEB	LOC6590624|XP_026841099.1|DPER
OG0001135	LOC115620845|XP_030370146.1|SLEB	LOC6588013|XP_002013605.1|DPER
OG0001136	LOC115624234|XP_030374711.1|SLEB	LOC6592084|XP_026840360.1|DPER
OG0001136	LOC115623765|XP_030374161.1|SLEB	LOC6592073|XP_002017522.1|DPER
OG0001137	LOC115621022|XP_030370402.1|SLEB	LOC6588247|XP_002013400.1|DPER
OG0001138	LOC115624755|XP_030375446.1|SLEB	LOC6601036|XP_026849753.1|DPER
OG0001139	LOC115620983|XP_030370363.1|SLEB, LOC115622700|XP_030372586.1|SLEB	LOC6602846|XP_002027875.1|DPER
OG0001140	LOC115621164|XP_030370585.1|SLEB, LOC115621645|XP_030371206.1|SLEB	LOC6594883|XP_026843503.1|DPER
OG0001141	LOC115626528|XP_030377770.1|SLEB, LOC115621445|XP_030370959.1|SLEB, LOC115629071|XP_030381247.1|SLEB, LOC115628976|XP_030381115.1|SLEB, LOC115621412|XP_030370919.1|SLEB, LOC115620896|XP_030370244.1|SLEB	LOC6587811|XP_002013703.2|DPER, LOC6587979|XP_002013704.2|DPER
