Orthogroup	AAEG.longest_only	CCAP.longest_only
OG0000334	LOC23687404|XP_011493026.1|AAEG	CCAP1982_LOCUS20995|CAD7012896.1|CCAP, CCAP1982_LOCUS19902|CAD7011792.1|CCAP
OG0000335	LOC5574493|XP_001655155.1|AAEG, LOC5572424|XP_001660370.1|AAEG	CCAP1982_LOCUS6101|CAD6997457.1|CCAP, CCAP1982_LOCUS6098|CAD6997452.1|CCAP, CCAP1982_LOCUS6099|CAD6997453.1|CCAP, CCAP1982_LOCUS6100|CAD6997454.1|CCAP
OG0000338	LOC110675820|XP_021697366.1|AAEG	CCAP1982_LOCUS10874|CAD7002380.1|CCAP
OG0000338	LOC5578234|XP_021696668.1|AAEG	CCAP1982_LOCUS23221|CAD7015274.1|CCAP
OG0000339	LOC110675727|XP_021697128.1|AAEG, LOC110675726|XP_021697127.1|AAEG	CCAP1982_LOCUS14878|CAD7006564.1|CCAP
OG0000340	LOC5578444|XP_001656965.1|AAEG	CCAP1982_LOCUS19733|CAD7011646.1|CCAP
OG0000343	LOC5567772|XP_001657673.2|AAEG	CCAP1982_LOCUS1051|CAD6992177.1|CCAP
OG0000344	LOC5575730|XP_001662165.1|AAEG, LOC5575728|XP_021713110.1|AAEG, LOC5575729|XP_021713111.1|AAEG	CCAP1982_LOCUS22694|CAD7014712.1|CCAP, CCAP1982_LOCUS2029|CAD6993210.1|CCAP
OG0000345	LOC5573483|XP_021696026.1|AAEG	CCAP1982_LOCUS22702|CAD7014723.1|CCAP
OG0000345	LOC5570369|XP_021712626.1|AAEG, LOC5570368|XP_001659085.2|AAEG, LOC110681148|XP_021712608.1|AAEG	CCAP1982_LOCUS20161|CAD7012059.1|CCAP, CCAP1982_LOCUS20163|CAD7012061.1|CCAP
OG0000346	LOC5574270|XP_021698952.1|AAEG	CCAP1982_LOCUS21350|CAD7013279.1|CCAP
OG0000347	LOC5568488|XP_021701773.1|AAEG	CCAP1982_LOCUS8872|CAD7000397.1|CCAP
OG0000348	LOC5572802|XP_021702685.1|AAEG	CCAP1982_LOCUS23271|CAD7015326.1|CCAP, CCAP1982_LOCUS23272|CAD7015327.1|CCAP, CCAP1982_LOCUS8503|CAD6999997.1|CCAP, CCAP1982_LOCUS8502|CAD6999996.1|CCAP, CCAP1982_LOCUS8504|CAD6999998.1|CCAP
OG0000349	LOC5567301|XP_001651734.2|AAEG	CCAP1982_LOCUS5504|CAD6996831.1|CCAP, CCAP1982_LOCUS5503|CAD6996830.1|CCAP
OG0000351	LOC5569262|XP_001658407.1|AAEG, LOC5568831|XP_001658197.2|AAEG, LOC5569260|XP_021712585.1|AAEG, LOC5564699|XP_001649042.2|AAEG	CCAP1982_LOCUS19932|CAD7011822.1|CCAP
OG0000353	LOC5564379|XP_001648723.1|AAEG	CCAP1982_LOCUS1631|CAD6992792.1|CCAP, CCAP1982_LOCUS1641|CAD6992802.1|CCAP, CCAP1982_LOCUS1649|CAD6992810.1|CCAP
OG0000353	LOC5577723|XP_001656676.1|AAEG	CCAP1982_LOCUS5604|CAD6996934.1|CCAP
OG0000354	LOC5570679|XP_001659273.2|AAEG, LOC5570680|XP_001659274.2|AAEG, LOC5570678|XP_001659272.1|AAEG	CCAP1982_LOCUS8238|CAD6999712.1|CCAP
OG0000355	LOC5567698|XP_021699785.1|AAEG, LOC5567699|XP_021699787.1|AAEG	CCAP1982_LOCUS21870|CAD7013851.1|CCAP, CCAP1982_LOCUS21864|CAD7013844.1|CCAP
OG0000356	LOC5565896|XP_001650274.2|AAEG, LOC5575669|XP_001662128.2|AAEG	CCAP1982_LOCUS21448|CAD7013383.1|CCAP, CCAP1982_LOCUS21447|CAD7013382.1|CCAP
OG0000361	LOC5574713|XP_021694717.1|AAEG	CCAP1982_LOCUS5571|CAD6996898.1|CCAP
OG0000362	LOC5565060|XP_021705306.1|AAEG	CCAP1982_LOCUS13419|CAD7005048.1|CCAP
OG0000362	LOC5568690|XP_021707623.1|AAEG	CCAP1982_LOCUS14636|CAD7006314.1|CCAP
OG0000363	LOC5567380|XP_021708774.1|AAEG	CCAP1982_LOCUS4780|CAD6996073.1|CCAP
OG0000363	LOC5566288|XP_021696532.1|AAEG	CCAP1982_LOCUS11893|CAD7003437.1|CCAP, CCAP1982_LOCUS11894|CAD7003438.1|CCAP
OG0000364	LOC5566330|XP_021696724.1|AAEG	CCAP1982_LOCUS11310|CAD7002841.1|CCAP, CCAP1982_LOCUS11307|CAD7002837.1|CCAP, CCAP1982_LOCUS11309|CAD7002840.1|CCAP
OG0000364	LOC5566333|XP_021712565.1|AAEG, LOC5566332|XP_021696722.1|AAEG	CCAP1982_LOCUS11303|CAD7002833.1|CCAP
OG0000364	LOC5566335|XP_021696726.1|AAEG	CCAP1982_LOCUS11297|CAD7002827.1|CCAP
OG0000365	LOC5571839|XP_021697172.1|AAEG	CCAP1982_LOCUS22064|CAD7014056.1|CCAP
OG0000365	LOC5568775|XP_021700717.1|AAEG	CCAP1982_LOCUS7434|CAD6998887.1|CCAP
OG0000366	LOC5567388|XP_021707665.1|AAEG	CCAP1982_LOCUS89|CAD6991147.1|CCAP
OG0000367	LOC5579666|XP_001648122.2|AAEG, LOC5579650|XP_021705459.1|AAEG, LOC5579651|XP_021708583.1|AAEG	CCAP1982_LOCUS7492|CAD6998946.1|CCAP, CCAP1982_LOCUS20529|CAD7012448.1|CCAP
OG0000368	LOC5564133|XP_001648461.1|AAEG, LOC5564130|XP_001648458.1|AAEG	CCAP1982_LOCUS14032|CAD7005679.1|CCAP
OG0000379	LOC5571189|XP_001653515.1|AAEG	CCAP1982_LOCUS21660|CAD7013606.1|CCAP
OG0000380	LOC5575706|XP_001662150.1|AAEG	CCAP1982_LOCUS12650|CAD7004231.1|CCAP, CCAP1982_LOCUS12649|CAD7004230.1|CCAP
OG0000381	LOC5569374|XP_021700452.1|AAEG	CCAP1982_LOCUS571|CAD6991657.1|CCAP, CCAP1982_LOCUS5374|CAD6996690.1|CCAP
OG0000383	LOC5572674|XP_001660494.2|AAEG, LOC5575161|XP_001655538.2|AAEG	CCAP1982_LOCUS8613|CAD7000118.1|CCAP, CCAP1982_LOCUS8611|CAD7000116.1|CCAP
OG0000384	LOC5564813|XP_001649162.2|AAEG	CCAP1982_LOCUS21415|CAD7013347.1|CCAP
OG0000384	LOC110677033|XP_021703202.1|AAEG	CCAP1982_LOCUS21411|CAD7013343.1|CCAP, CCAP1982_LOCUS21405|CAD7013337.1|CCAP
OG0000386	LOC23687815|XP_021704948.1|AAEG	CCAP1982_LOCUS2499|CAD6993693.1|CCAP
OG0000389	LOC5575835|XP_021694446.1|AAEG	CCAP1982_LOCUS4106|CAD6995388.1|CCAP, CCAP1982_LOCUS4103|CAD6995385.1|CCAP
OG0000389	LOC5578678|XP_021708389.1|AAEG	CCAP1982_LOCUS19656|CAD7011568.1|CCAP
OG0000390	LOC5577491|XP_021707307.1|AAEG, LOC5577490|XP_021707306.1|AAEG, LOC110680865|XP_021712346.1|AAEG, LOC5567714|XP_001657626.2|AAEG, LOC5578405|XP_001663870.2|AAEG, LOC5570107|XP_001653082.1|AAEG, LOC5569521|XP_001652831.1|AAEG	CCAP1982_LOCUS21890|CAD7013874.1|CCAP
OG0000391	LOC5570464|XP_021701402.1|AAEG	CCAP1982_LOCUS21905|CAD7013892.1|CCAP
OG0000391	LOC23687692|XP_021704615.1|AAEG	CCAP1982_LOCUS21907|CAD7013893.1|CCAP
OG0000392	LOC5570445|XP_021701887.1|AAEG, LOC5564419|XP_021701877.1|AAEG	CCAP1982_LOCUS6845|CAD6998235.1|CCAP
OG0000393	LOC110675223|XP_021695341.1|AAEG	CCAP1982_LOCUS7644|CAD6999099.1|CCAP
OG0000393	LOC5569062|XP_021703018.1|AAEG	CCAP1982_LOCUS7637|CAD6999091.1|CCAP
OG0000393	LOC5564848|XP_021703014.1|AAEG	CCAP1982_LOCUS7646|CAD6999101.1|CCAP
OG0000399	LOC5567097|XP_001651486.2|AAEG	CCAP1982_LOCUS1621|CAD6992781.1|CCAP, CCAP1982_LOCUS3083|CAD6994327.1|CCAP
OG0000404	LOC5578688|XP_001657086.2|AAEG, LOC5578691|XP_001657089.2|AAEG, LOC5579410|XP_021711070.1|AAEG, LOC5578692|XP_021711033.1|AAEG, LOC5578689|XP_001657087.2|AAEG	CCAP1982_LOCUS1096|CAD6992226.1|CCAP, CCAP1982_LOCUS1097|CAD6992227.1|CCAP
OG0000406	LOC5568131|XP_021698131.1|AAEG, LOC5566267|XP_001650660.1|AAEG	CCAP1982_LOCUS11897|CAD7003443.1|CCAP, CCAP1982_LOCUS21278|CAD7013207.1|CCAP
OG0000407	LOC5567374|XP_001657389.1|AAEG	CCAP1982_LOCUS12843|CAD7004436.1|CCAP
OG0000407	LOC5571596|XP_021697332.1|AAEG	CCAP1982_LOCUS12844|CAD7004437.1|CCAP
OG0000408	LOC5570724|XP_001659317.1|AAEG	CCAP1982_LOCUS7779|CAD6999248.1|CCAP
OG0000409	LOC5570907|XP_021700630.1|AAEG	CCAP1982_LOCUS21376|CAD7013305.1|CCAP, CCAP1982_LOCUS21379|CAD7013308.1|CCAP
OG0000411	LOC5566158|XP_001650539.1|AAEG	CCAP1982_LOCUS957|CAD6992077.1|CCAP
OG0000411	LOC5564918|XP_001649286.1|AAEG	CCAP1982_LOCUS6392|CAD6997762.1|CCAP
OG0000412	LOC5574516|XP_021708166.1|AAEG, LOC5574515|XP_021708169.1|AAEG	CCAP1982_LOCUS13595|CAD7005237.1|CCAP, CCAP1982_LOCUS4714|CAD6996008.1|CCAP
OG0000413	LOC5567054|XP_001651429.2|AAEG	CCAP1982_LOCUS275|CAD6991346.1|CCAP, CCAP1982_LOCUS5039|CAD6996361.1|CCAP, CCAP1982_LOCUS5038|CAD6996360.1|CCAP, CCAP1982_LOCUS5040|CAD6996362.1|CCAP, CCAP1982_LOCUS5042|CAD6996364.1|CCAP, CCAP1982_LOCUS5041|CAD6996363.1|CCAP
OG0000414	LOC23687918|XP_021709829.1|AAEG, LOC5567300|XP_021709833.1|AAEG, LOC5567305|XP_021709831.1|AAEG	CCAP1982_LOCUS19440|CAD7011335.1|CCAP
OG0000415	LOC5574783|XP_001655340.1|AAEG	CCAP1982_LOCUS19715|CAD7011626.1|CCAP, CCAP1982_LOCUS19713|CAD7011624.1|CCAP
OG0000417	LOC5566091|XP_021708981.1|AAEG	CCAP1982_LOCUS1624|CAD6992785.1|CCAP
OG0000417	LOC5567927|XP_021699404.1|AAEG	CCAP1982_LOCUS1860|CAD6993024.1|CCAP, CCAP1982_LOCUS1861|CAD6993025.1|CCAP
OG0000419	LOC5570733|XP_021697362.1|AAEG	CCAP1982_LOCUS21861|CAD7013841.1|CCAP
OG0000421	LOC5569086|XP_021703057.1|AAEG	CCAP1982_LOCUS8404|CAD6999894.1|CCAP
OG0000421	LOC5570822|XP_021702186.1|AAEG	CCAP1982_LOCUS8319|CAD6999803.1|CCAP
OG0000422	LOC5573930|XP_021703369.1|AAEG, LOC110681118|XP_021712577.1|AAEG, LOC110675236|XP_021695377.1|AAEG, LOC5573929|XP_021703368.1|AAEG, LOC5573927|XP_001654963.2|AAEG, LOC5573931|XP_001654967.2|AAEG, LOC5570229|XP_001659008.2|AAEG	CCAP1982_LOCUS4203|CAD6995488.1|CCAP, CCAP1982_LOCUS4204|CAD6995489.1|CCAP, CCAP1982_LOCUS4201|CAD6995486.1|CCAP, CCAP1982_LOCUS4202|CAD6995487.1|CCAP
OG0000423	LOC5563591|XP_001647935.2|AAEG, LOC5563575|XP_001647937.2|AAEG, LOC5563586|XP_001647936.2|AAEG	CCAP1982_LOCUS19616|CAD7011527.1|CCAP, CCAP1982_LOCUS19615|CAD7011526.1|CCAP
OG0000424	LOC23687932|XP_021710750.1|AAEG	CCAP1982_LOCUS19630|CAD7011542.1|CCAP
OG0000425	LOC5571033|XP_001659462.2|AAEG	CCAP1982_LOCUS20315|CAD7012217.1|CCAP
OG0000425	LOC5571023|XP_021708459.1|AAEG	CCAP1982_LOCUS20895|CAD7012794.1|CCAP
OG0000426	LOC5574193|XP_001661250.1|AAEG	CCAP1982_LOCUS4810|CAD6996114.1|CCAP, CCAP1982_LOCUS6894|CAD6998285.1|CCAP
OG0000433	LOC5564077|XP_001648404.2|AAEG	CCAP1982_LOCUS10907|CAD7002416.1|CCAP
OG0000434	LOC5574590|XP_011493595.2|AAEG	CCAP1982_LOCUS20167|CAD7012067.1|CCAP
OG0000434	LOC5570528|XP_001659208.2|AAEG	CCAP1982_LOCUS22714|CAD7014736.1|CCAP
OG0000437	LOC5577304|XP_001663334.1|AAEG	CCAP1982_LOCUS5654|CAD6996993.1|CCAP
OG0000437	LOC5573669|XP_001660991.1|AAEG	CCAP1982_LOCUS7931|CAD6999405.1|CCAP
OG0000438	LOC5578150|XP_001663721.2|AAEG	CCAP1982_LOCUS1066|CAD6992194.1|CCAP, CCAP1982_LOCUS1067|CAD6992195.1|CCAP
OG0000439	LOC5564327|XP_001648654.2|AAEG	CCAP1982_LOCUS6443|CAD6997819.1|CCAP
OG0000439	LOC5567214|XP_001651644.2|AAEG	CCAP1982_LOCUS12270|CAD7003837.1|CCAP
OG0000440	LOC110676860|XP_021701990.1|AAEG	CCAP1982_LOCUS22496|CAD7014494.1|CCAP, CCAP1982_LOCUS22497|CAD7014495.1|CCAP
OG0000441	LOC5573074|XP_001660703.2|AAEG	CCAP1982_LOCUS21648|CAD7013593.1|CCAP, CCAP1982_LOCUS21647|CAD7013592.1|CCAP, CCAP1982_LOCUS21646|CAD7013591.1|CCAP
OG0000443	LOC5568713|XP_021709748.1|AAEG, LOC5569780|XP_001658722.1|AAEG	CCAP1982_LOCUS7793|CAD6999263.1|CCAP
OG0000444	LOC5567217|XP_001651646.3|AAEG, LOC5567436|XP_021706495.1|AAEG	CCAP1982_LOCUS11680|CAD7003219.1|CCAP, CCAP1982_LOCUS11679|CAD7003218.1|CCAP
OG0000448	LOC23687587|XP_021694447.1|AAEG	CCAP1982_LOCUS3324|CAD6994585.1|CCAP, CCAP1982_LOCUS3323|CAD6994584.1|CCAP
OG0000449	LOC5572858|XP_001660618.2|AAEG	CCAP1982_LOCUS11067|CAD7002580.1|CCAP
OG0000449	LOC5574532|XP_021694481.1|AAEG	CCAP1982_LOCUS6102|CAD6997459.1|CCAP
OG0000453	LOC5578274|XP_001663802.2|AAEG, LOC5578275|XP_001663803.2|AAEG	CCAP1982_LOCUS3229|CAD6994484.1|CCAP, CCAP1982_LOCUS3228|CAD6994483.1|CCAP
OG0000454	LOC5569151|XP_021700040.1|AAEG	CCAP1982_LOCUS23327|CAD7015383.1|CCAP, CCAP1982_LOCUS23322|CAD7015378.1|CCAP, CCAP1982_LOCUS23324|CAD7015380.1|CCAP, CCAP1982_LOCUS23323|CAD7015379.1|CCAP, CCAP1982_LOCUS23320|CAD7015376.1|CCAP, CCAP1982_LOCUS23326|CAD7015382.1|CCAP, CCAP1982_LOCUS23321|CAD7015377.1|CCAP, CCAP1982_LOCUS23325|CAD7015381.1|CCAP
OG0000456	LOC5572063|XP_021703567.1|AAEG	CCAP1982_LOCUS10154|CAD7001662.1|CCAP
OG0000456	LOC5570893|XP_021700660.1|AAEG	CCAP1982_LOCUS6580|CAD6997962.1|CCAP
OG0000457	LOC5565766|XP_001650147.2|AAEG	CCAP1982_LOCUS5601|CAD6996931.1|CCAP
OG0000457	LOC5564329|XP_021700919.1|AAEG	CCAP1982_LOCUS6131|CAD6997489.1|CCAP
OG0000458	LOC5565843|XP_021703626.1|AAEG, LOC23687629|XP_021706599.1|AAEG, LOC5565841|XP_021703625.1|AAEG, LOC5565842|XP_001650218.2|AAEG, LOC5565387|XP_021700996.1|AAEG	CCAP1982_LOCUS8276|CAD6999754.1|CCAP
OG0000459	LOC5570634|XP_001659241.3|AAEG, LOC5570635|XP_001659240.2|AAEG, LOC5570545|XP_001653206.1|AAEG, LOC5569825|XP_021703699.1|AAEG, LOC23687984|XP_011493408.2|AAEG	CCAP1982_LOCUS1981|CAD6993155.1|CCAP, CCAP1982_LOCUS5034|CAD6996356.1|CCAP
OG0000460	LOC5577624|XP_001656618.2|AAEG	CCAP1982_LOCUS8651|CAD7000158.1|CCAP
OG0000465	LOC5571253|XP_001653551.1|AAEG, LOC5577529|XP_021712948.1|AAEG	CCAP1982_LOCUS3256|CAD6994512.1|CCAP, CCAP1982_LOCUS3257|CAD6994513.1|CCAP, CCAP1982_LOCUS3258|CAD6994514.1|CCAP
OG0000466	LOC5572786|XP_001654185.1|AAEG	CCAP1982_LOCUS7016|CAD6998416.1|CCAP
OG0000467	LOC5568475|XP_021695985.1|AAEG	CCAP1982_LOCUS21515|CAD7013450.1|CCAP, CCAP1982_LOCUS21512|CAD7013447.1|CCAP, CCAP1982_LOCUS21490|CAD7013426.1|CCAP, CCAP1982_LOCUS21482|CAD7013418.1|CCAP
OG0000468	LOC23687721|XP_021709274.1|AAEG	CCAP1982_LOCUS150|CAD6991212.1|CCAP
OG0000468	LOC23687516|XP_011493435.1|AAEG	CCAP1982_LOCUS22943|CAD7014985.1|CCAP
OG0000469	LOC5565883|XP_021703807.1|AAEG	CCAP1982_LOCUS7316|CAD6998762.1|CCAP, CCAP1982_LOCUS7328|CAD6998774.1|CCAP, CCAP1982_LOCUS7334|CAD6998780.1|CCAP, CCAP1982_LOCUS7318|CAD6998764.1|CCAP
OG0000471	LOC110674399|XP_021694347.1|AAEG, LOC110678109|XP_021706404.1|AAEG, LOC5567989|XP_001657815.1|AAEG	CCAP1982_LOCUS8931|CAD7000454.1|CCAP
OG0000473	LOC5569934|XP_001658830.2|AAEG	CCAP1982_LOCUS9253|CAD7000778.1|CCAP, CCAP1982_LOCUS9254|CAD7000779.1|CCAP
OG0000475	LOC5565629|XP_001649983.1|AAEG	CCAP1982_LOCUS2720|CAD6993933.1|CCAP
OG0000476	LOC5575604|XP_001662086.2|AAEG	CCAP1982_LOCUS3783|CAD6995057.1|CCAP, CCAP1982_LOCUS3784|CAD6995059.1|CCAP
OG0000477	LOC5564209|XP_001648552.1|AAEG	CCAP1982_LOCUS3910|CAD6995190.1|CCAP, CCAP1982_LOCUS5900|CAD6997267.1|CCAP, CCAP1982_LOCUS3911|CAD6995191.1|CCAP, CCAP1982_LOCUS3912|CAD6995192.1|CCAP
OG0000478	LOC5566225|XP_021696850.1|AAEG, LOC5566220|XP_001650605.1|AAEG	CCAP1982_LOCUS23105|CAD7015155.1|CCAP
OG0000479	LOC5571039|XP_001659472.1|AAEG, LOC5571038|XP_001659473.2|AAEG, LOC5571037|XP_001659474.1|AAEG	CCAP1982_LOCUS1329|CAD6992477.1|CCAP, CCAP1982_LOCUS1331|CAD6992479.1|CCAP, CCAP1982_LOCUS1330|CAD6992478.1|CCAP
OG0000480	LOC5565774|XP_001650133.1|AAEG	CCAP1982_LOCUS7806|CAD6999277.1|CCAP
OG0000483	LOC5563950|XP_001648275.2|AAEG, LOC5563953|XP_001648304.2|AAEG	CCAP1982_LOCUS408|CAD6991483.1|CCAP
OG0000484	LOC5576159|XP_001662504.2|AAEG	CCAP1982_LOCUS4492|CAD6995788.1|CCAP, CCAP1982_LOCUS4488|CAD6995784.1|CCAP, CCAP1982_LOCUS4489|CAD6995785.1|CCAP
OG0000485	LOC5570054|XP_001658946.1|AAEG	CCAP1982_LOCUS14116|CAD7005768.1|CCAP, CCAP1982_LOCUS14117|CAD7005769.1|CCAP
OG0000486	LOC5565804|XP_001650170.2|AAEG	CCAP1982_LOCUS21710|CAD7013667.1|CCAP, CCAP1982_LOCUS22884|CAD7014920.1|CCAP
OG0000489	LOC5566180|XP_021693011.1|AAEG, LOC5566818|XP_001651225.2|AAEG, LOC5566819|XP_001651227.2|AAEG, LOC5566178|XP_001650550.2|AAEG	CCAP1982_LOCUS1170|CAD6992302.1|CCAP, CCAP1982_LOCUS1171|CAD6992303.1|CCAP
OG0000491	LOC5568339|XP_021710734.1|AAEG	CCAP1982_LOCUS12181|CAD7003745.1|CCAP, CCAP1982_LOCUS12180|CAD7003744.1|CCAP
OG0000492	LOC5576114|XP_001662460.1|AAEG	CCAP1982_LOCUS22810|CAD7014843.1|CCAP
OG0000494	LOC5569984|XP_001658869.1|AAEG	CCAP1982_LOCUS6227|CAD6997588.1|CCAP
OG0000495	LOC5576051|XP_021701656.1|AAEG, LOC5576056|XP_021701652.1|AAEG	CCAP1982_LOCUS22934|CAD7014974.1|CCAP, CCAP1982_LOCUS22857|CAD7014893.1|CCAP, CCAP1982_LOCUS22933|CAD7014973.1|CCAP
OG0000496	LOC5575526|XP_021703709.1|AAEG	CCAP1982_LOCUS7748|CAD6999214.1|CCAP
OG0000497	LOC5569758|XP_021704072.1|AAEG	CCAP1982_LOCUS7339|CAD6998785.1|CCAP, CCAP1982_LOCUS7343|CAD6998789.1|CCAP, CCAP1982_LOCUS7347|CAD6998793.1|CCAP
OG0000498	LOC5563949|XP_001648276.2|AAEG, LOC5563976|XP_001648277.2|AAEG	CCAP1982_LOCUS412|CAD6991488.1|CCAP, CCAP1982_LOCUS414|CAD6991490.1|CCAP
OG0000500	LOC5576162|XP_001662510.3|AAEG, LOC5577003|XP_021705393.1|AAEG	CCAP1982_LOCUS14122|CAD7005774.1|CCAP, CCAP1982_LOCUS14118|CAD7005770.1|CCAP
OG0000504	LOC5571710|XP_021698830.1|AAEG, LOC5565972|XP_001650340.2|AAEG, LOC110674831|XP_021694990.1|AAEG, LOC110676201|XP_021698831.1|AAEG, LOC5565973|XP_021698828.1|AAEG	CCAP1982_LOCUS11753|CAD7003291.1|CCAP
OG0000506	LOC5575876|XP_021709863.1|AAEG, LOC5575877|XP_021709869.1|AAEG, LOC5568369|XP_021693930.1|AAEG	CCAP1982_LOCUS3861|CAD6995138.1|CCAP, CCAP1982_LOCUS3860|CAD6995137.1|CCAP
OG0000508	LOC5568311|XP_021695181.1|AAEG, LOC110677246|XP_021704041.1|AAEG	CCAP1982_LOCUS11138|CAD7002655.1|CCAP, CCAP1982_LOCUS11139|CAD7002656.1|CCAP
OG0000509	LOC5567324|XP_021698227.1|AAEG	CCAP1982_LOCUS22430|CAD7014434.1|CCAP
OG0000510	LOC5567701|XP_021699791.1|AAEG	CCAP1982_LOCUS6574|CAD6997957.1|CCAP, CCAP1982_LOCUS22882|CAD7014918.1|CCAP, CCAP1982_LOCUS22883|CAD7014919.1|CCAP, CCAP1982_LOCUS22881|CAD7014917.1|CCAP
OG0000511	LOC5566989|XP_001651389.2|AAEG, LOC5564510|XP_001648852.1|AAEG	CCAP1982_LOCUS7895|CAD6999368.1|CCAP, CCAP1982_LOCUS7894|CAD6999367.1|CCAP
OG0000512	LOC23687743|XP_021701399.1|AAEG, LOC23687655|XP_011493370.2|AAEG	CCAP1982_LOCUS7057|CAD6998460.1|CCAP, CCAP1982_LOCUS6664|CAD6998048.1|CCAP, CCAP1982_LOCUS6663|CAD6998047.1|CCAP, CCAP1982_LOCUS6662|CAD6998046.1|CCAP, CCAP1982_LOCUS6660|CAD6998044.1|CCAP, CCAP1982_LOCUS6661|CAD6998045.1|CCAP
OG0000513	LOC5575852|XP_001662263.2|AAEG	CCAP1982_LOCUS7011|CAD6998411.1|CCAP
OG0000514	LOC23687865|XP_021704006.1|AAEG	CCAP1982_LOCUS6954|CAD6998353.1|CCAP, CCAP1982_LOCUS6964|CAD6998363.1|CCAP
OG0000515	LOC5577999|XP_001656737.2|AAEG, LOC5576214|XP_001655991.1|AAEG	CCAP1982_LOCUS9878|CAD7001381.1|CCAP, CCAP1982_LOCUS5206|CAD6996538.1|CCAP, CCAP1982_LOCUS1034|CAD6992156.1|CCAP
OG0000517	LOC5565741|XP_001650092.2|AAEG	CCAP1982_LOCUS14093|CAD7005742.1|CCAP, CCAP1982_LOCUS14091|CAD7005740.1|CCAP, CCAP1982_LOCUS14092|CAD7005741.1|CCAP
OG0000523	LOC5576121|XP_001662467.1|AAEG	CCAP1982_LOCUS4144|CAD6995427.1|CCAP
OG0000524	LOC5570276|XP_001659032.1|AAEG	CCAP1982_LOCUS2835|CAD6994063.1|CCAP
OG0000525	LOC5571821|XP_001659953.1|AAEG, LOC5571822|XP_001659954.2|AAEG	CCAP1982_LOCUS22367|CAD7014370.1|CCAP, CCAP1982_LOCUS22369|CAD7014372.1|CCAP, CCAP1982_LOCUS22368|CAD7014371.1|CCAP, CCAP1982_LOCUS22373|CAD7014378.1|CCAP
OG0000526	LOC5580247|XP_001662644.1|AAEG	CCAP1982_LOCUS5509|CAD6996836.1|CCAP
OG0000527	LOC5577413|XP_021700511.1|AAEG, LOC5564164|XP_021700512.1|AAEG	CCAP1982_LOCUS7266|CAD6998709.1|CCAP, CCAP1982_LOCUS9186|CAD7000713.1|CCAP
OG0000528	LOC5568778|XP_021700715.1|AAEG, LOC5568779|XP_001658144.1|AAEG, LOC5568783|XP_001658148.2|AAEG, LOC5568782|XP_001658147.1|AAEG, LOC5574730|XP_021700710.1|AAEG	CCAP1982_LOCUS6932|CAD6998327.1|CCAP
OG0000529	LOC5572655|XP_021700824.1|AAEG	CCAP1982_LOCUS8941|CAD7000464.1|CCAP
OG0000530	LOC5570472|XP_021701466.1|AAEG	CCAP1982_LOCUS11031|CAD7002542.1|CCAP, CCAP1982_LOCUS11032|CAD7002543.1|CCAP, CCAP1982_LOCUS11386|CAD7002920.1|CCAP
OG0000531	LOC5566804|XP_001651213.1|AAEG	CCAP1982_LOCUS6164|CAD6997524.1|CCAP
OG0000532	LOC5577450|XP_001663376.2|AAEG	CCAP1982_LOCUS606|CAD6991693.1|CCAP
OG0000535	LOC110679157|XP_021708917.1|AAEG, LOC5579833|XP_001651508.2|AAEG	CCAP1982_LOCUS21016|CAD7012917.1|CCAP
OG0000536	LOC5570239|XP_001659019.2|AAEG, LOC5574261|XP_001655077.2|AAEG, LOC5574259|XP_001655076.1|AAEG, LOC5574263|XP_021707712.1|AAEG	CCAP1982_LOCUS14724|CAD7006404.1|CCAP
OG0000537	LOC5572401|XP_001660343.2|AAEG	CCAP1982_LOCUS21949|CAD7013938.1|CCAP
OG0000538	LOC5574674|XP_021709504.1|AAEG	CCAP1982_LOCUS19765|CAD7011681.1|CCAP, CCAP1982_LOCUS19763|CAD7011678.1|CCAP
OG0000539	LOC5564126|XP_001648447.1|AAEG	CCAP1982_LOCUS338|CAD6991411.1|CCAP, CCAP1982_LOCUS341|CAD6991414.1|CCAP
OG0000542	LOC5574746|XP_001655316.1|AAEG	CCAP1982_LOCUS700|CAD6991796.1|CCAP, CCAP1982_LOCUS5512|CAD6996839.1|CCAP
OG0000543	LOC5577559|XP_021694639.1|AAEG, LOC5579016|XP_001664196.2|AAEG	CCAP1982_LOCUS22601|CAD7014610.1|CCAP
OG0000544	LOC5578623|XP_001657045.2|AAEG	CCAP1982_LOCUS11870|CAD7003414.1|CCAP, CCAP1982_LOCUS4262|CAD6995551.1|CCAP
OG0000545	LOC5564746|XP_021693658.1|AAEG, LOC5566409|XP_021693084.1|AAEG	CCAP1982_LOCUS2546|CAD6993748.1|CCAP
OG0000548	LOC5575141|XP_021697915.1|AAEG	CCAP1982_LOCUS13084|CAD7004690.1|CCAP
OG0000549	LOC5577716|XP_001663497.1|AAEG, LOC5577704|XP_021698193.1|AAEG, LOC5577714|XP_001663495.1|AAEG, LOC5573687|XP_001661010.2|AAEG, LOC5573688|XP_001661011.1|AAEG, LOC5577711|XP_001663492.1|AAEG, LOC5577713|XP_001663494.1|AAEG, LOC5577709|XP_001663490.2|AAEG, LOC5577717|XP_001663499.2|AAEG	CCAP1982_LOCUS23354|CAD7015411.1|CCAP
OG0000550	LOC5578287|XP_001663815.1|AAEG	CCAP1982_LOCUS12168|CAD7003731.1|CCAP, CCAP1982_LOCUS12162|CAD7003725.1|CCAP
