Orthogroup	AAEG.longest_only	DMAU.longest_only
OG0000457	LOC5565766|XP_001650147.2|AAEG	LOC117150706|XP_033173609.1|DMAU
OG0000457	LOC5564329|XP_021700919.1|AAEG	LOC117140966|XP_033160087.1|DMAU
OG0000458	LOC5565843|XP_021703626.1|AAEG, LOC23687629|XP_021706599.1|AAEG, LOC5565841|XP_021703625.1|AAEG, LOC5565842|XP_001650218.2|AAEG, LOC5565387|XP_021700996.1|AAEG	LOC117146730|XP_033169208.1|DMAU
OG0000460	LOC5577624|XP_001656618.2|AAEG	LOC117150362|XP_033173113.1|DMAU
OG0000465	LOC5571253|XP_001653551.1|AAEG, LOC5577529|XP_021712948.1|AAEG	LOC117144393|XP_033165419.1|DMAU, LOC117146018|XP_033167834.1|DMAU
OG0000466	LOC5577984|XP_021713022.1|AAEG	LOC117148819|XP_033172356.1|DMAU
OG0000466	LOC5572786|XP_001654185.1|AAEG	LOC117150650|XP_033173527.1|DMAU
OG0000467	LOC5568475|XP_021695985.1|AAEG	LOC117137511|XP_033154883.1|DMAU, LOC117135816|XP_033152213.1|DMAU
OG0000468	LOC23687721|XP_021709274.1|AAEG	LOC117143539|XP_033164166.1|DMAU
OG0000468	LOC23687516|XP_011493435.1|AAEG	LOC117136260|XP_033152969.1|DMAU
OG0000469	LOC5565883|XP_021703807.1|AAEG	LOC117137718|XP_033155185.1|DMAU, LOC117150558|XP_033173400.1|DMAU
OG0000470	LOC5578138|XP_021707709.1|AAEG	LOC117141550|XP_033160946.1|DMAU
OG0000470	LOC5574556|XP_001661506.1|AAEG	LOC117140165|XP_033158829.1|DMAU
OG0000471	LOC110674399|XP_021694347.1|AAEG, LOC110678109|XP_021706404.1|AAEG, LOC5567989|XP_001657815.1|AAEG	LOC117140014|XP_033158625.1|DMAU, LOC117150215|XP_033172903.1|DMAU
OG0000473	LOC5569934|XP_001658830.2|AAEG	LOC117148377|XP_033171625.1|DMAU, LOC117146782|XP_033169199.1|DMAU
OG0000474	LOC5569558|XP_001658624.2|AAEG	LOC117148058|XP_033171138.1|DMAU, LOC117140160|XP_033158824.1|DMAU
OG0000475	LOC5565629|XP_001649983.1|AAEG	LOC117143834|XP_033164576.1|DMAU, LOC117143833|XP_033164575.1|DMAU
OG0000476	LOC5575604|XP_001662086.2|AAEG	LOC117145768|XP_033167434.1|DMAU, LOC117144839|XP_033166123.1|DMAU
OG0000477	LOC5564209|XP_001648552.1|AAEG	LOC117145198|XP_033166651.1|DMAU, LOC117144968|XP_033166320.1|DMAU
OG0000478	LOC5566225|XP_021696850.1|AAEG, LOC5566220|XP_001650605.1|AAEG	LOC117147158|XP_033169832.1|DMAU, LOC117144256|XP_033165230.1|DMAU
OG0000479	LOC5571039|XP_001659472.1|AAEG, LOC5571038|XP_001659473.2|AAEG, LOC5571037|XP_001659474.1|AAEG	LOC117144503|XP_033165583.1|DMAU, LOC117145571|XP_033167167.1|DMAU
OG0000480	LOC5565774|XP_001650133.1|AAEG	LOC117136043|XP_033152578.1|DMAU, LOC117136033|XP_033152544.1|DMAU
OG0000482	LOC5564156|XP_001648504.1|AAEG, LOC5564158|XP_001648505.2|AAEG, LOC110680419|XP_021711910.1|AAEG	LOC117145922|XP_033167671.1|DMAU
OG0000483	LOC5563950|XP_001648275.2|AAEG, LOC5563953|XP_001648304.2|AAEG	LOC117145864|XP_033167575.1|DMAU, LOC117145591|XP_033167188.1|DMAU
OG0000484	LOC5576159|XP_001662504.2|AAEG	LOC117142553|XP_033162493.1|DMAU, LOC117142554|XP_033162494.1|DMAU
OG0000485	LOC5570054|XP_001658946.1|AAEG	LOC117141374|XP_033160672.1|DMAU, LOC117141373|XP_033160671.1|DMAU
OG0000486	LOC5565804|XP_001650170.2|AAEG	LOC117137121|XP_033154305.1|DMAU, LOC117137122|XP_033154309.1|DMAU
OG0000489	LOC5566180|XP_021693011.1|AAEG, LOC5566818|XP_001651225.2|AAEG, LOC5566819|XP_001651227.2|AAEG, LOC5566178|XP_001650550.2|AAEG	LOC117145783|XP_033167453.1|DMAU, LOC117148005|XP_033171055.1|DMAU
OG0000490	LOC5564407|XP_021699908.1|AAEG	LOC117148770|XP_033172259.1|DMAU
OG0000490	LOC5564043|XP_021703783.1|AAEG	LOC117147231|XP_033169933.1|DMAU
OG0000491	LOC5568339|XP_021710734.1|AAEG	LOC117135807|XP_033152200.1|DMAU, LOC117137315|XP_033154591.1|DMAU
OG0000492	LOC5576114|XP_001662460.1|AAEG	LOC117136875|XP_033153869.1|DMAU
OG0000492	LOC5577628|XP_021702254.1|AAEG	LOC117147270|XP_033169996.1|DMAU
OG0000493	LOC5571043|XP_021696304.1|AAEG	LOC117143548|XP_033164179.1|DMAU, LOC117145644|XP_033167257.1|DMAU
OG0000494	LOC5569984|XP_001658869.1|AAEG	LOC117135783|XP_033152154.1|DMAU
OG0000495	LOC5576051|XP_021701656.1|AAEG, LOC5576056|XP_021701652.1|AAEG	LOC117148185|XP_033171346.1|DMAU, LOC117137723|XP_033155187.1|DMAU
OG0000496	LOC5575526|XP_021703709.1|AAEG	LOC117140415|XP_033159184.1|DMAU
OG0000496	LOC5575525|XP_021703714.1|AAEG	LOC117142465|XP_033162352.1|DMAU
OG0000497	LOC5569758|XP_021704072.1|AAEG	LOC117148595|XP_033171967.1|DMAU, LOC117145366|XP_033166884.1|DMAU
OG0000498	LOC5563949|XP_001648276.2|AAEG, LOC5563976|XP_001648277.2|AAEG	LOC117144967|XP_033166319.1|DMAU, LOC117145186|XP_033166634.1|DMAU
OG0000499	LOC5572478|XP_001660426.1|AAEG	LOC117135666|XP_033151949.1|DMAU
OG0000500	LOC5576162|XP_001662510.3|AAEG, LOC5577003|XP_021705393.1|AAEG	LOC117141450|XP_033160794.1|DMAU, LOC117141204|XP_033160447.1|DMAU
OG0000504	LOC5571710|XP_021698830.1|AAEG, LOC5565972|XP_001650340.2|AAEG, LOC110674831|XP_021694990.1|AAEG, LOC110676201|XP_021698831.1|AAEG, LOC5565973|XP_021698828.1|AAEG	LOC117140386|XP_033159143.1|DMAU
OG0000505	LOC5575878|XP_021703710.1|AAEG, LOC5575881|XP_021703689.1|AAEG	LOC117146940|XP_033169481.1|DMAU, LOC117146524|XP_033168681.1|DMAU
OG0000506	LOC5575876|XP_021709863.1|AAEG, LOC5575877|XP_021709869.1|AAEG, LOC5568369|XP_021693930.1|AAEG	LOC117145572|XP_033167168.1|DMAU, LOC117145531|XP_033167117.1|DMAU
OG0000507	LOC5565544|XP_001649911.1|AAEG	LOC117146408|XP_033168496.1|DMAU
OG0000507	LOC5574054|XP_021713281.1|AAEG	LOC117146409|XP_033168497.1|DMAU
OG0000508	LOC5568311|XP_021695181.1|AAEG, LOC110677246|XP_021704041.1|AAEG	LOC117140326|XP_033159067.1|DMAU, LOC117141190|XP_033160419.1|DMAU
OG0000509	LOC5567324|XP_021698227.1|AAEG	LOC117135944|XP_033152417.1|DMAU
OG0000510	LOC5567701|XP_021699791.1|AAEG	LOC117136378|XP_033153160.1|DMAU, LOC117136377|XP_033153159.1|DMAU
OG0000511	LOC5566989|XP_001651389.2|AAEG, LOC5564510|XP_001648852.1|AAEG	LOC117135132|XP_033151076.1|DMAU, LOC117135131|XP_033151075.1|DMAU
OG0000512	LOC23687743|XP_021701399.1|AAEG, LOC23687655|XP_011493370.2|AAEG	LOC117139929|XP_033158509.1|DMAU, LOC117141455|XP_033160800.1|DMAU
OG0000513	LOC5575852|XP_001662263.2|AAEG	LOC117136170|XP_033152803.1|DMAU, LOC117135228|XP_033151238.1|DMAU
OG0000514	LOC23687865|XP_021704006.1|AAEG	LOC117150501|XP_033173297.1|DMAU, LOC117146529|XP_033168693.1|DMAU
OG0000515	LOC5577999|XP_001656737.2|AAEG, LOC5576214|XP_001655991.1|AAEG	LOC117146268|XP_033168152.1|DMAU, LOC117141566|XP_033160968.1|DMAU
OG0000516	LOC5563973|XP_001648306.2|AAEG, LOC5563958|XP_001648307.2|AAEG, LOC5563956|XP_001648305.2|AAEG	LOC117146392|XP_033168457.1|DMAU, LOC117146389|XP_033168454.1|DMAU
OG0000517	LOC5565741|XP_001650092.2|AAEG	LOC117141040|XP_033160213.1|DMAU, LOC117141037|XP_033160211.1|DMAU
OG0000521	LOC23687658|XP_021694216.1|AAEG	LOC117147774|XP_033170701.1|DMAU, LOC117147775|XP_033170702.1|DMAU
OG0000522	LOC5578806|XP_021699844.1|AAEG	LOC117143763|XP_033164472.1|DMAU, LOC117147625|XP_033170480.1|DMAU
OG0000523	LOC5576121|XP_001662467.1|AAEG	LOC117145989|XP_033167794.1|DMAU
OG0000523	LOC5564391|XP_001648748.1|AAEG	LOC117148308|XP_033171523.1|DMAU
OG0000524	LOC5570276|XP_001659032.1|AAEG	LOC117144180|XP_033165116.1|DMAU, LOC117145555|XP_033167148.1|DMAU
OG0000525	LOC5571821|XP_001659953.1|AAEG, LOC5571822|XP_001659954.2|AAEG	LOC117137020|XP_033154108.1|DMAU, LOC117137826|XP_033155404.1|DMAU
OG0000526	LOC5580247|XP_001662644.1|AAEG	LOC117150733|XP_033173657.1|DMAU, LOC117138399|XP_033156366.1|DMAU
OG0000527	LOC5577413|XP_021700511.1|AAEG, LOC5564164|XP_021700512.1|AAEG	LOC117141159|XP_033160426.1|DMAU, LOC117150209|XP_033172896.1|DMAU
OG0000528	LOC5568778|XP_021700715.1|AAEG, LOC5568779|XP_001658144.1|AAEG, LOC5568783|XP_001658148.2|AAEG, LOC5568782|XP_001658147.1|AAEG, LOC5574730|XP_021700710.1|AAEG	LOC117150976|XP_033174049.1|DMAU
OG0000529	LOC5572655|XP_021700824.1|AAEG	LOC117143584|XP_033164226.1|DMAU, LOC117141847|XP_033161416.1|DMAU
OG0000530	LOC5570472|XP_021701466.1|AAEG	LOC117140533|XP_033159410.1|DMAU, LOC117141488|XP_033160858.1|DMAU
OG0000531	LOC5566804|XP_001651213.1|AAEG	LOC117141913|XP_033161928.1|DMAU, LOC117147627|XP_033170486.1|DMAU
OG0000532	LOC5577450|XP_001663376.2|AAEG	LOC117145836|XP_033167527.1|DMAU, LOC117144012|XP_033164857.1|DMAU
OG0000533	LOC5568210|XP_021707094.1|AAEG	LOC117145584|XP_033167182.1|DMAU
OG0000535	LOC110679157|XP_021708917.1|AAEG, LOC5579833|XP_001651508.2|AAEG	LOC117136498|XP_033153332.1|DMAU, LOC117136401|XP_033153187.1|DMAU
OG0000536	LOC5570239|XP_001659019.2|AAEG, LOC5574261|XP_001655077.2|AAEG, LOC5574259|XP_001655076.1|AAEG, LOC5574263|XP_021707712.1|AAEG	LOC117140504|XP_033159362.1|DMAU
OG0000537	LOC5572401|XP_001660343.2|AAEG	LOC117136926|XP_033153954.1|DMAU
OG0000538	LOC5574674|XP_021709504.1|AAEG	LOC117137185|XP_033154399.1|DMAU, LOC117137405|XP_033154719.1|DMAU
OG0000539	LOC5564126|XP_001648447.1|AAEG	LOC117144936|XP_033166279.1|DMAU, LOC117144396|XP_033165423.1|DMAU
OG0000542	LOC5574746|XP_001655316.1|AAEG	LOC117145710|XP_033167346.1|DMAU, LOC117146317|XP_033168267.1|DMAU
OG0000543	LOC5577559|XP_021694639.1|AAEG, LOC5579016|XP_001664196.2|AAEG	LOC117145534|XP_033167119.1|DMAU, LOC117138272|XP_033156131.1|DMAU
OG0000544	LOC5578623|XP_001657045.2|AAEG	LOC117141372|XP_033160669.1|DMAU, LOC117149342|XP_033172659.1|DMAU, LOC117142571|XP_033162529.1|DMAU
OG0000545	LOC5564746|XP_021693658.1|AAEG, LOC5566409|XP_021693084.1|AAEG	LOC117145070|XP_033166476.1|DMAU, LOC117144614|XP_033165799.1|DMAU
OG0000546	LOC5575232|XP_021694125.1|AAEG	LOC117144017|XP_033164864.1|DMAU, LOC117148717|XP_033172157.1|DMAU
OG0000547	LOC5571763|XP_021695756.1|AAEG	LOC117146633|XP_033168856.1|DMAU, LOC117140237|XP_033158930.1|DMAU, LOC117148731|XP_033172192.1|DMAU
OG0000548	LOC5575141|XP_021697915.1|AAEG	LOC117141541|XP_033160931.1|DMAU, LOC117141379|XP_033160679.1|DMAU
OG0000549	LOC5577716|XP_001663497.1|AAEG, LOC5577704|XP_021698193.1|AAEG, LOC5577714|XP_001663495.1|AAEG, LOC5573687|XP_001661010.2|AAEG, LOC5573688|XP_001661011.1|AAEG, LOC5577711|XP_001663492.1|AAEG, LOC5577713|XP_001663494.1|AAEG, LOC5577709|XP_001663490.2|AAEG, LOC5577717|XP_001663499.2|AAEG	LOC117138410|XP_033156377.1|DMAU
OG0000550	LOC5578287|XP_001663815.1|AAEG	LOC117142097|XP_033161873.1|DMAU, LOC117141650|XP_033161114.1|DMAU
OG0000552	LOC110676642|XP_021701014.1|AAEG	LOC117143075|XP_033163432.1|DMAU, LOC117145182|XP_033166628.1|DMAU
OG0000553	LOC5573859|XP_001654890.1|AAEG, LOC5573858|XP_001654889.1|AAEG, LOC5573855|XP_001654886.2|AAEG	LOC117151074|XP_033174209.1|DMAU
OG0000554	LOC5573301|XP_021708251.1|AAEG	LOC117143298|XP_033163794.1|DMAU, LOC117145830|XP_033167523.1|DMAU
OG0000555	LOC5575012|XP_021710949.1|AAEG	LOC117140851|XP_033159869.1|DMAU, LOC117140857|XP_033159877.1|DMAU
OG0000556	LOC110681197|XP_021712666.1|AAEG, LOC5564890|XP_001649215.1|AAEG	LOC117148143|XP_033171261.1|DMAU, LOC117145232|XP_033166697.1|DMAU
OG0000557	LOC5568513|XP_001652336.1|AAEG	LOC117144176|XP_033165112.1|DMAU, LOC117143551|XP_033164182.1|DMAU
OG0000558	LOC5575971|XP_001662322.1|AAEG	LOC117143121|XP_033163499.1|DMAU, LOC117147855|XP_033170821.1|DMAU
OG0000559	LOC110681168|XP_021712631.1|AAEG, LOC5577241|XP_021709285.1|AAEG	LOC117143297|XP_033163786.1|DMAU, LOC117141597|XP_033161001.1|DMAU
OG0000560	LOC5563762|XP_021707462.1|AAEG	LOC117136435|XP_033153239.1|DMAU, LOC117136434|XP_033153238.1|DMAU
OG0000561	LOC110678585|XP_021707316.1|AAEG	LOC117141068|XP_033160254.1|DMAU, LOC117140867|XP_033159896.1|DMAU
OG0000562	LOC5569968|XP_021710058.1|AAEG	LOC117139546|XP_033157825.1|DMAU, LOC117140486|XP_033159336.1|DMAU
OG0000566	LOC5579820|XP_001651051.1|AAEG	LOC117145247|XP_033166720.1|DMAU, LOC117141238|XP_033160492.1|DMAU
OG0000567	LOC5570128|XP_001653107.2|AAEG	LOC117147883|XP_033170858.1|DMAU
OG0000567	LOC5570126|XP_001653106.2|AAEG	LOC117147648|XP_033170511.1|DMAU
OG0000568	LOC5577017|XP_001656302.2|AAEG	LOC117148765|XP_033172252.1|DMAU, LOC117143405|XP_033163989.1|DMAU
OG0000569	LOC5565055|XP_021705510.1|AAEG	LOC117143814|XP_033164551.1|DMAU, LOC117141767|XP_033161289.1|DMAU
OG0000570	LOC5576289|XP_001662579.2|AAEG	LOC117144673|XP_033165885.1|DMAU, LOC117145007|XP_033166391.1|DMAU
OG0000571	LOC5571436|XP_021693888.1|AAEG	LOC117144833|XP_033166109.1|DMAU, LOC117144405|XP_033165431.1|DMAU
OG0000572	LOC5570663|XP_021695778.1|AAEG	LOC117145390|XP_033166917.1|DMAU, LOC117144091|XP_033164997.1|DMAU
OG0000573	LOC5574096|XP_021696111.1|AAEG	LOC117141993|XP_033161728.1|DMAU, LOC117136418|XP_033153219.1|DMAU
OG0000574	LOC5572198|XP_021698798.1|AAEG	LOC117140993|XP_033160134.1|DMAU, LOC117144796|XP_033166063.1|DMAU
OG0000575	LOC5569243|XP_021699828.1|AAEG	LOC117140190|XP_033158859.1|DMAU, LOC117139986|XP_033158582.1|DMAU
OG0000576	LOC5568781|XP_021700712.1|AAEG	LOC117143614|XP_033164258.1|DMAU, LOC117143739|XP_033164440.1|DMAU
OG0000577	LOC5575668|XP_001662127.2|AAEG	LOC117135254|XP_033151291.1|DMAU
OG0000578	LOC5564323|XP_021710053.1|AAEG	LOC117146824|XP_033169272.1|DMAU, LOC117136726|XP_033153643.1|DMAU
OG0000579	LOC5577308|XP_021707576.1|AAEG, LOC5579901|XP_001657881.1|AAEG	LOC117143888|XP_033164680.1|DMAU, LOC117142105|XP_033161882.1|DMAU
OG0000580	LOC23687878|XP_011493518.1|AAEG	LOC117144755|XP_033166005.1|DMAU, LOC117144756|XP_033166006.1|DMAU
OG0000581	LOC5574667|XP_021708899.1|AAEG	LOC117146114|XP_033167993.1|DMAU
OG0000582	LOC5575223|XP_021710179.1|AAEG	LOC117139113|XP_033157144.1|DMAU, LOC117136765|XP_033153700.1|DMAU
OG0000583	LOC5578117|XP_001656815.1|AAEG	LOC117135753|XP_033152100.1|DMAU, LOC117138559|XP_033156609.1|DMAU
OG0000589	LOC5563768|XP_021695117.1|AAEG	LOC117148201|XP_033171372.1|DMAU
OG0000590	LOC110675318|XP_021695560.1|AAEG, LOC5574244|XP_001661299.1|AAEG	LOC117148928|XP_033172541.1|DMAU
OG0000592	LOC5567565|XP_001657556.2|AAEG	LOC117138482|XP_033156504.1|DMAU, LOC117136615|XP_033153491.1|DMAU
OG0000593	LOC5569992|XP_001658881.1|AAEG, LOC110678504|XP_021707160.1|AAEG	LOC117144992|XP_033166356.1|DMAU, LOC117147692|XP_033170570.1|DMAU
OG0000594	LOC5567423|XP_001657403.1|AAEG	LOC117145735|XP_033167386.1|DMAU, LOC117145608|XP_033167214.1|DMAU
OG0000595	LOC5573372|XP_021712996.1|AAEG	LOC117143688|XP_033164365.1|DMAU, LOC117144576|XP_033165721.1|DMAU
OG0000596	LOC5569242|XP_021713275.1|AAEG	LOC117146467|XP_033168594.1|DMAU, LOC117145496|XP_033167067.1|DMAU
OG0000597	LOC5580165|XP_021692926.1|AAEG	LOC117142900|XP_033163072.1|DMAU, LOC117145873|XP_033167588.1|DMAU
OG0000598	LOC5564380|XP_001648725.1|AAEG, LOC5564382|XP_001648727.1|AAEG, LOC5564381|XP_001648726.1|AAEG	LOC117142628|XP_033162622.1|DMAU
OG0000599	LOC5574457|XP_001661473.2|AAEG, LOC5563655|XP_021709330.1|AAEG	LOC117140768|XP_033159741.1|DMAU, LOC117139641|XP_033157992.1|DMAU
OG0000600	LOC5574458|XP_001661472.1|AAEG	LOC117137974|XP_033155638.1|DMAU, LOC117137706|XP_033155169.1|DMAU
OG0000601	LOC110676327|XP_021699471.1|AAEG	LOC117150568|XP_033173410.1|DMAU, LOC117138148|XP_033155920.1|DMAU
OG0000602	LOC5565773|XP_001650121.1|AAEG	LOC117150785|XP_033173722.1|DMAU, LOC117150792|XP_033173729.1|DMAU
OG0000603	LOC5569072|XP_021703041.1|AAEG	LOC117145329|XP_033166824.1|DMAU, LOC117150385|XP_033173142.1|DMAU, LOC117151083|XP_033174222.1|DMAU
OG0000604	LOC5566987|XP_001651390.1|AAEG	LOC117138175|XP_033155957.1|DMAU, LOC117138189|XP_033155983.1|DMAU
OG0000605	LOC5568178|XP_021703896.1|AAEG, LOC5568172|XP_001652108.2|AAEG, LOC5568173|XP_001652109.1|AAEG, LOC5568169|XP_021703894.1|AAEG, LOC5568164|XP_001652105.2|AAEG	LOC117138562|XP_033156656.1|DMAU
OG0000606	LOC5570005|XP_001658888.1|AAEG	LOC117144463|XP_033165516.1|DMAU
OG0000607	LOC5570154|XP_001658956.1|AAEG	LOC117144625|XP_033165811.1|DMAU, LOC117144328|XP_033165332.1|DMAU
OG0000608	LOC5567031|XP_001651423.1|AAEG	LOC117145480|XP_033167048.1|DMAU, LOC117142771|XP_033162848.1|DMAU
OG0000609	LOC5574870|XP_021709064.1|AAEG	LOC117146830|XP_033169275.1|DMAU, LOC117141074|XP_033160267.1|DMAU
OG0000610	LOC5579045|XP_011493105.1|AAEG	LOC117140307|XP_033159043.1|DMAU, LOC117136922|XP_033153949.1|DMAU
OG0000611	LOC5572224|XP_021705793.1|AAEG	LOC117138619|XP_033156719.1|DMAU, LOC117137683|XP_033155142.1|DMAU
OG0000614	LOC5578387|XP_021694851.1|AAEG	LOC117148557|XP_033171886.1|DMAU
OG0000615	LOC5569196|XP_021699444.1|AAEG	LOC117148524|XP_033171829.1|DMAU, LOC117142476|XP_033162383.1|DMAU
OG0000616	LOC5564988|XP_001649322.2|AAEG	LOC117147928|XP_033170955.1|DMAU, LOC117147752|XP_033170651.1|DMAU
OG0000617	LOC5577523|XP_001656544.2|AAEG, LOC110674002|XP_021711205.1|AAEG	LOC117143061|XP_033163409.1|DMAU, LOC117142509|XP_033162436.1|DMAU
OG0000618	LOC5566485|XP_001650875.1|AAEG	LOC117139303|XP_033157433.1|DMAU
OG0000619	LOC5566457|XP_001650838.1|AAEG	LOC117136888|XP_033153889.1|DMAU
OG0000620	LOC5570947|XP_001653412.2|AAEG	LOC117147554|XP_033170387.1|DMAU, LOC117139571|XP_033157864.1|DMAU
OG0000621	LOC5568436|XP_001652269.1|AAEG	LOC117144171|XP_033165104.1|DMAU, LOC117147032|XP_033169617.1|DMAU
OG0000622	LOC5569846|XP_021696307.1|AAEG	LOC117141548|XP_033160943.1|DMAU, LOC117141409|XP_033160723.1|DMAU
OG0000623	LOC5572347|XP_001660306.2|AAEG	LOC117139983|XP_033158578.1|DMAU, LOC117139055|XP_033157056.1|DMAU
OG0000624	LOC5569174|XP_001658351.2|AAEG	LOC117136836|XP_033153808.1|DMAU, LOC117136835|XP_033153807.1|DMAU
OG0000625	LOC5564078|XP_021698835.1|AAEG	LOC117139435|XP_033157623.1|DMAU, LOC117139436|XP_033157628.1|DMAU
OG0000626	LOC5569119|XP_001652722.1|AAEG	LOC117137664|XP_033155114.1|DMAU, LOC117136923|XP_033153950.1|DMAU
OG0000627	LOC5564979|XP_001649333.2|AAEG	LOC117139752|XP_033158207.1|DMAU, LOC117146504|XP_033168650.1|DMAU
OG0000628	LOC5565869|XP_001650228.1|AAEG	LOC117143705|XP_033164398.1|DMAU, LOC117135917|XP_033152379.1|DMAU
OG0000629	LOC5580315|XP_001663037.1|AAEG	LOC117145419|XP_033166955.1|DMAU, LOC117150369|XP_033173122.1|DMAU
OG0000630	LOC5575168|XP_021702281.1|AAEG	LOC117144094|XP_033165004.1|DMAU, LOC117138999|XP_033156971.1|DMAU
OG0000631	LOC5569442|XP_021702401.1|AAEG	LOC117144114|XP_033165036.1|DMAU, LOC117150315|XP_033173037.1|DMAU
OG0000632	LOC5573892|XP_021703330.1|AAEG	LOC117150547|XP_033173370.1|DMAU, LOC117135948|XP_033152429.1|DMAU
OG0000635	LOC5572315|XP_001654005.2|AAEG	LOC117136680|XP_033153581.1|DMAU, LOC117146747|XP_033169114.1|DMAU
OG0000636	LOC5578295|XP_001656875.1|AAEG	LOC117141772|XP_033161297.1|DMAU, LOC117143871|XP_033164643.1|DMAU
OG0000637	LOC5564774|XP_021704609.1|AAEG	LOC117148145|XP_033171265.1|DMAU, LOC117148144|XP_033171264.1|DMAU
OG0000638	LOC5573827|XP_021706608.1|AAEG	LOC117142822|XP_033162932.1|DMAU, LOC117148196|XP_033171360.1|DMAU
OG0000639	LOC5567245|XP_021710885.1|AAEG	LOC117140166|XP_033158830.1|DMAU
OG0000646	LOC110674862|XP_021695067.1|AAEG	LOC117142560|XP_033162501.1|DMAU, LOC117142564|XP_033162507.1|DMAU
OG0000647	LOC5579005|XP_021694209.1|AAEG	LOC117144711|XP_033165942.1|DMAU, LOC117148758|XP_033172244.1|DMAU
OG0000648	LOC5570655|XP_021706985.1|AAEG	LOC117148002|XP_033171050.1|DMAU
OG0000649	LOC5571800|XP_001659930.2|AAEG	LOC117148020|XP_033171077.1|DMAU, LOC117147910|XP_033170910.1|DMAU
OG0000650	LOC5573407|XP_001654581.2|AAEG	LOC117142347|XP_033162157.1|DMAU
OG0000651	LOC5565048|XP_001649404.1|AAEG	LOC117140706|XP_033159663.1|DMAU, LOC117138975|XP_033156928.1|DMAU
OG0000652	LOC5573370|XP_001660865.1|AAEG	LOC117137821|XP_033155396.1|DMAU, LOC117147582|XP_033170417.1|DMAU
OG0000653	LOC5576350|XP_021693310.1|AAEG, LOC5576348|XP_001656086.1|AAEG, LOC5576346|XP_001656087.2|AAEG	LOC117145168|XP_033166607.1|DMAU, LOC117143725|XP_033164420.1|DMAU
OG0000654	LOC5568292|XP_021697103.1|AAEG	LOC117139145|XP_033157188.1|DMAU
OG0000655	LOC5575242|XP_001655652.1|AAEG	LOC117137767|XP_033155278.1|DMAU, LOC117138819|XP_033156861.1|DMAU
OG0000656	LOC5574633|XP_001661549.2|AAEG	LOC117143330|XP_033163878.1|DMAU, LOC117143331|XP_033163879.1|DMAU
OG0000657	LOC5580250|XP_001662649.1|AAEG	LOC117139037|XP_033157029.1|DMAU, LOC117135291|XP_033151352.1|DMAU
OG0000658	LOC5578313|XP_001656889.1|AAEG	LOC117147558|XP_033170391.1|DMAU, LOC117143468|XP_033164072.1|DMAU
OG0000659	LOC5576865|XP_001662960.1|AAEG	LOC117136390|XP_033153177.1|DMAU, LOC117150669|XP_033173559.1|DMAU
OG0000660	LOC5565850|XP_001650194.1|AAEG	LOC117135316|XP_033151404.1|DMAU
OG0000661	LOC5567335|XP_001651759.1|AAEG	LOC117141077|XP_033160266.1|DMAU, LOC117150280|XP_033172987.1|DMAU
OG0000662	LOC5568430|XP_001652258.1|AAEG	LOC117140756|XP_033159729.1|DMAU, LOC117142832|XP_033162954.1|DMAU
OG0000663	LOC5568431|XP_001652261.2|AAEG	LOC117137679|XP_033155139.1|DMAU
OG0000664	LOC5572517|XP_001660456.1|AAEG	LOC117148846|XP_033172396.1|DMAU
OG0000665	LOC5575634|XP_001655779.1|AAEG, LOC110681162|XP_021712622.1|AAEG	LOC117145905|XP_033167646.1|DMAU, LOC117145904|XP_033167645.1|DMAU
OG0000666	LOC5567515|XP_021710706.1|AAEG	LOC117135416|XP_033151459.1|DMAU, LOC117146672|XP_033168911.1|DMAU
OG0000667	LOC5564165|XP_021705035.1|AAEG	LOC117147302|XP_033170039.1|DMAU, LOC117144758|XP_033166008.1|DMAU
OG0000668	LOC5573885|XP_001654923.1|AAEG	LOC117141768|XP_033161290.1|DMAU, LOC117144795|XP_033166062.1|DMAU
OG0000669	LOC5563963|XP_021710654.1|AAEG	LOC117146391|XP_033168456.1|DMAU, LOC117146390|XP_033168455.1|DMAU
OG0000670	LOC110680765|XP_021712244.1|AAEG, LOC5572992|XP_001654319.1|AAEG	LOC117143773|XP_033164496.1|DMAU, LOC117147465|XP_033170247.1|DMAU
OG0000671	LOC5572082|XP_001660161.1|AAEG	LOC117145325|XP_033166815.1|DMAU, LOC117145493|XP_033167062.1|DMAU
OG0000672	LOC5568965|XP_001652618.1|AAEG	LOC117147253|XP_033169963.1|DMAU, LOC117148037|XP_033171104.1|DMAU
OG0000673	LOC5564117|XP_001648452.3|AAEG	LOC117146774|XP_033169186.1|DMAU, LOC117140163|XP_033158827.1|DMAU
OG0000677	LOC110674775|XP_021694756.1|AAEG	LOC117147387|XP_033170148.1|DMAU
OG0000678	LOC5573033|XP_001654349.2|AAEG	LOC117143293|XP_033163779.1|DMAU, LOC117150200|XP_033172881.1|DMAU
OG0000679	LOC5572891|XP_001654245.2|AAEG, LOC5572888|XP_001654244.1|AAEG, LOC5576067|XP_021713213.1|AAEG, LOC5568749|XP_001658126.1|AAEG, LOC5568745|XP_001658124.1|AAEG, LOC5568746|XP_021698051.1|AAEG, LOC5568744|XP_021698049.1|AAEG	LOC117148273|XP_033171478.1|DMAU
OG0000680	LOC5570450|XP_021696861.1|AAEG	LOC117147584|XP_033170421.1|DMAU, LOC117147769|XP_033170695.1|DMAU
