Orthogroup	AAEG.longest_only	DALB.longest_only
OG0002125	LOC5569483|XP_001658568.1|AAEG	LOC117571548|XP_034109641.1|DALB
OG0002126	LOC5571983|XP_021711962.1|AAEG	LOC117571805|XP_034110062.1|DALB
OG0002127	LOC5576059|XP_021712546.1|AAEG	LOC117578196|XP_034119409.1|DALB
OG0002128	LOC5573411|XP_021712952.1|AAEG	LOC117578063|XP_034119092.1|DALB
OG0002129	LOC5580025|XP_021713390.1|AAEG	LOC117573358|XP_034112376.1|DALB
OG0002130	LOC5578404|XP_001663868.2|AAEG, LOC5570103|XP_001653085.2|AAEG, LOC110676630|XP_021700974.1|AAEG, LOC110681474|XP_021712931.1|AAEG, LOC5566253|XP_001650633.2|AAEG	LOC117572250|XP_034110832.1|DALB
OG0002131	LOC110674739|XP_021694575.1|AAEG	LOC117575274|XP_034115304.1|DALB
OG0002133	LOC5578622|XP_001657043.1|AAEG	LOC117574504|XP_034114250.1|DALB
OG0002134	LOC5565115|XP_021694229.1|AAEG	LOC117577475|XP_034118251.1|DALB
OG0002135	LOC5576370|XP_021695425.1|AAEG	LOC117577802|XP_034118622.1|DALB
OG0002136	LOC110681253|XP_021712714.1|AAEG, LOC5566497|XP_021696174.1|AAEG	LOC117574812|XP_034114670.1|DALB
OG0002137	LOC5571302|XP_021696658.1|AAEG, LOC110681111|XP_021712569.1|AAEG	LOC117574105|XP_034113644.1|DALB
OG0002138	LOC23687988|XP_021712870.1|AAEG, LOC110675821|XP_021697370.1|AAEG, LOC5576605|XP_001656170.2|AAEG, LOC110673991|XP_021697350.1|AAEG	LOC117566886|XP_034102394.1|DALB
OG0002139	LOC110675833|XP_021697398.1|AAEG, LOC5576591|XP_021712869.1|AAEG, LOC110675839|XP_021697403.1|AAEG	LOC117569399|XP_034106429.1|DALB
OG0002140	LOC110680918|XP_021712396.1|AAEG, LOC5576578|XP_021697469.1|AAEG	LOC117573192|XP_034112078.1|DALB
OG0002141	LOC5574993|XP_001655466.1|AAEG, LOC110676831|XP_021701850.1|AAEG	LOC117573177|XP_034112038.1|DALB
OG0002142	LOC5577016|XP_001656303.1|AAEG	LOC117575223|XP_034115241.1|DALB
OG0002143	LOC5580031|XP_001653915.2|AAEG	LOC117564347|XP_034098953.1|DALB
OG0002144	LOC5570082|XP_021698481.1|AAEG	LOC117573240|XP_034112180.1|DALB
OG0002145	LOC5570416|XP_001659123.1|AAEG	LOC117575449|XP_034115552.1|DALB
OG0002146	LOC5580074|XP_021699647.1|AAEG, LOC5575806|XP_001662232.2|AAEG	LOC117575237|XP_034115259.1|DALB
OG0002147	LOC5576462|XP_021700291.1|AAEG	LOC117567338|XP_034103153.1|DALB
OG0002148	LOC5576488|XP_001662681.2|AAEG	LOC117568116|XP_034104411.1|DALB
OG0002149	LOC5570710|XP_021700856.1|AAEG	LOC117573116|XP_034111932.1|DALB
OG0002150	LOC5570704|XP_021700978.1|AAEG	LOC117573954|XP_034113379.1|DALB
OG0002152	LOC5567724|XP_021702264.1|AAEG	LOC117576273|XP_034116810.1|DALB
OG0002153	LOC5567044|XP_021702532.1|AAEG	LOC117574006|XP_034113472.1|DALB
OG0002154	LOC5576299|XP_021702619.1|AAEG	LOC117566000|XP_034101316.1|DALB
OG0002155	LOC5576875|XP_001662973.2|AAEG	LOC117574886|XP_034114809.1|DALB
OG0002156	LOC5571483|XP_021704276.1|AAEG	LOC117568890|XP_034105681.1|DALB
OG0002157	LOC5572105|XP_021704743.1|AAEG	LOC117573681|XP_034112917.1|DALB
OG0002158	LOC5575865|XP_021704847.1|AAEG	LOC117570529|XP_034108124.1|DALB
OG0002159	LOC5579199|XP_021705121.1|AAEG	LOC117570298|XP_034107713.1|DALB
OG0002160	LOC5577891|XP_001663597.2|AAEG	LOC117576324|XP_034116883.1|DALB
OG0002161	LOC5578146|XP_001663717.1|AAEG	LOC117576624|XP_034117435.1|DALB
OG0002162	LOC5578143|XP_001663713.2|AAEG	LOC117575167|XP_034115161.1|DALB
OG0002163	LOC5565033|XP_001649405.1|AAEG	LOC117578321|XP_034119672.1|DALB, LOC117568784|XP_034105512.1|DALB
OG0002164	LOC5565255|XP_001649617.2|AAEG	LOC117574074|XP_034113598.1|DALB
OG0002165	LOC5576560|XP_001662743.2|AAEG	LOC117574558|XP_034114321.1|DALB
OG0002166	LOC5575292|XP_001655670.2|AAEG, LOC110680524|XP_021712013.1|AAEG	LOC117565083|XP_034099924.1|DALB
OG0002167	LOC110673987|XP_021706322.1|AAEG, LOC5579217|XP_021712812.1|AAEG	LOC117571036|XP_034108889.1|DALB
OG0002168	LOC5578905|XP_021708397.1|AAEG, LOC5571580|XP_001659788.1|AAEG	LOC117569112|XP_034106022.1|DALB
OG0002169	LOC5568544|XP_021707598.1|AAEG	LOC117567283|XP_034103040.1|DALB
OG0002170	LOC5572782|XP_001654181.2|AAEG	LOC117573167|XP_034112027.1|DALB
OG0002171	LOC5579419|XP_021708592.1|AAEG	LOC117575340|XP_034115389.1|DALB
OG0002172	LOC5568282|XP_001657979.2|AAEG, LOC110680636|XP_021712124.1|AAEG	LOC117576146|XP_034116604.1|DALB
OG0002173	LOC5568277|XP_001657974.1|AAEG	LOC117565449|XP_034100436.1|DALB
OG0002174	LOC110679174|XP_021708963.1|AAEG	LOC117575154|XP_034115149.1|DALB
OG0002175	LOC5566081|XP_021708971.1|AAEG	LOC117575155|XP_034115150.1|DALB
OG0002176	LOC110680241|XP_021711747.1|AAEG, LOC5570609|XP_001653273.1|AAEG, LOC110679314|XP_021709372.1|AAEG, LOC110681060|XP_021712517.1|AAEG	LOC117575821|XP_034116115.1|DALB
OG0002177	LOC5573875|XP_021709949.1|AAEG, LOC5573874|XP_001654907.2|AAEG	LOC117575313|XP_034115358.1|DALB
OG0002179	LOC5569456|XP_021710812.1|AAEG	LOC117575056|XP_034115028.1|DALB
OG0002180	LOC110674011|XP_021710984.1|AAEG, LOC5574069|XP_021694277.1|AAEG	LOC117576832|XP_034117797.1|DALB
OG0002181	LOC110681123|XP_021712582.1|AAEG, LOC110680479|XP_021711976.1|AAEG, LOC23687808|XP_021711326.1|AAEG	LOC117574235|XP_034113841.1|DALB
OG0002182	LOC5577702|XP_021711690.1|AAEG	LOC117574131|XP_034113680.1|DALB
OG0002184	LOC23687633|XP_011493096.1|AAEG	LOC117576672|XP_034117554.1|DALB
OG0002185	LOC5572727|XP_001660555.2|AAEG, LOC110680500|XP_021711993.1|AAEG	LOC117576268|XP_034116802.1|DALB
OG0002186	LOC5567783|XP_001657684.2|AAEG	LOC117565307|XP_034100236.1|DALB
OG0002187	LOC5571783|XP_001659922.2|AAEG	LOC117573772|XP_034113062.1|DALB
OG0002188	LOC5571794|XP_001659928.1|AAEG, LOC110681308|XP_021712759.1|AAEG	LOC117571450|XP_034109488.1|DALB
OG0002189	LOC5578994|XP_001664173.2|AAEG	LOC117573162|XP_034112015.1|DALB
OG0002190	LOC5573374|XP_021712991.1|AAEG	LOC117575502|XP_034115636.1|DALB
OG0002191	LOC110680462|XP_021711958.1|AAEG, LOC5573373|XP_021712993.1|AAEG	LOC117571808|XP_034110070.1|DALB
OG0002192	LOC5577009|XP_021694395.1|AAEG, LOC5568710|XP_001652535.1|AAEG	LOC117572541|XP_034111301.1|DALB
OG0002193	LOC5572572|XP_021713041.1|AAEG	LOC117574971|XP_034114927.1|DALB
OG0002194	LOC5580291|XP_001662917.2|AAEG	LOC117576038|XP_034116451.1|DALB
OG0002195	LOC5572335|XP_001654025.2|AAEG	LOC117576512|XP_034117212.1|DALB
OG0002196	LOC5567840|XP_001657749.1|AAEG	LOC117573273|XP_034112244.1|DALB
OG0002197	LOC5569227|XP_021713253.1|AAEG	LOC117569515|XP_034106597.1|DALB
OG0002198	LOC110681200|XP_021712673.1|AAEG, LOC5564690|XP_021693000.1|AAEG	LOC117573997|XP_034113437.1|DALB
OG0002199	LOC5576838|XP_001662954.2|AAEG	LOC117575253|XP_034115278.1|DALB
OG0002200	LOC5580084|XP_001654840.2|AAEG	LOC117574361|XP_034114085.1|DALB
OG0002202	LOC5576722|XP_021693362.1|AAEG	LOC117574693|XP_034114492.1|DALB
OG0002203	LOC23687451|XP_021693393.1|AAEG	LOC117574012|XP_034113487.1|DALB
OG0002204	LOC5568910|XP_001658235.3|AAEG	LOC117574509|XP_034114259.1|DALB
OG0002205	LOC5568906|XP_001658227.1|AAEG	LOC117575610|XP_034115773.1|DALB
OG0002206	LOC5575607|XP_001662097.2|AAEG	LOC117574996|XP_034114960.1|DALB
OG0002207	LOC5577394|XP_021693559.1|AAEG, LOC5577396|XP_021693560.1|AAEG	LOC117575300|XP_034115341.1|DALB
OG0002208	LOC5577397|XP_001656471.2|AAEG	LOC117575631|XP_034115800.1|DALB
OG0002209	LOC5573438|XP_001660875.1|AAEG	LOC117568859|XP_034105641.1|DALB
OG0002211	LOC23687928|XP_021693634.1|AAEG	LOC117574193|XP_034113782.1|DALB, LOC117574194|XP_034113784.1|DALB
OG0002212	LOC5576199|XP_001662538.1|AAEG	LOC117576354|XP_034116933.1|DALB
OG0002213	LOC110674166|XP_021693781.1|AAEG	LOC117575644|XP_034115815.1|DALB
OG0002214	LOC5569692|XP_021693813.1|AAEG	LOC117576737|XP_034117659.1|DALB
OG0002215	LOC5577633|XP_021693875.1|AAEG	LOC117575628|XP_034115796.1|DALB
OG0002216	LOC5565144|XP_001649509.2|AAEG	LOC117569369|XP_034106391.1|DALB
OG0002218	LOC5576138|XP_001662485.2|AAEG	LOC117567011|XP_034102591.1|DALB
OG0002219	LOC5575228|XP_021694130.1|AAEG	LOC117575470|XP_034115578.1|DALB
OG0002220	LOC5575226|XP_001655632.2|AAEG, LOC5575225|XP_001655631.2|AAEG	LOC117574468|XP_034114196.1|DALB
OG0002221	LOC5566135|XP_021699107.1|AAEG	LOC117571758|XP_034110001.1|DALB
OG0002222	LOC5566138|XP_001650497.2|AAEG	LOC117567742|XP_034103818.1|DALB
OG0002223	LOC110680342|XP_021711853.1|AAEG	LOC117572210|XP_034110774.1|DALB
OG0002224	LOC5566116|XP_021695406.1|AAEG	LOC117570364|XP_034107823.1|DALB
OG0002225	LOC5579245|XP_021699518.1|AAEG, LOC5579873|XP_021695535.1|AAEG	LOC117570861|XP_034108632.1|DALB
OG0002226	LOC5578206|XP_001656850.1|AAEG	LOC117566905|XP_034102414.1|DALB
OG0002227	LOC5571223|XP_021695800.1|AAEG	LOC117568731|XP_034105440.1|DALB
OG0002228	LOC5571289|XP_021695851.1|AAEG	LOC117568725|XP_034105434.1|DALB
OG0002229	LOC5571291|XP_001653593.1|AAEG	LOC117567463|XP_034103368.1|DALB
OG0002230	LOC5571286|XP_021695868.1|AAEG	LOC117571078|XP_034108944.1|DALB
OG0002231	LOC5571266|XP_021695918.1|AAEG	LOC117568454|XP_034105021.1|DALB
OG0002232	LOC5578169|XP_001663739.2|AAEG, LOC5578177|XP_021696079.1|AAEG	LOC117572516|XP_034111262.1|DALB
OG0002233	LOC5569904|XP_001658802.1|AAEG	LOC117569420|XP_034106465.1|DALB
OG0002235	LOC5579251|XP_021696334.1|AAEG	LOC117568616|XP_034105277.1|DALB
OG0002236	LOC5570501|XP_001659177.2|AAEG	LOC117571403|XP_034109428.1|DALB
OG0002237	LOC5570540|XP_021696462.1|AAEG	LOC117571445|XP_034109480.1|DALB
OG0002238	LOC5569218|XP_021696600.1|AAEG	LOC117568311|XP_034104752.1|DALB
OG0002239	LOC5568112|XP_001652051.1|AAEG	LOC117568203|XP_034104562.1|DALB
OG0002240	LOC5569443|XP_021696660.1|AAEG	LOC117566964|XP_034102508.1|DALB
OG0002241	LOC5566343|XP_001650739.2|AAEG	LOC117571493|XP_034109552.1|DALB
OG0002243	LOC5572349|XP_001660308.1|AAEG	LOC117576521|XP_034117230.1|DALB
OG0002244	LOC5572345|XP_021702613.1|AAEG	LOC117572699|XP_034111644.1|DALB
OG0002245	LOC5566222|XP_021696874.1|AAEG	LOC117566958|XP_034102495.1|DALB
OG0002246	LOC110675641|XP_021696886.1|AAEG	LOC117569569|XP_034106682.1|DALB
OG0002247	LOC5576411|XP_001656113.1|AAEG	LOC117569114|XP_034106025.1|DALB
OG0002248	LOC5565215|XP_001649548.1|AAEG	LOC117571910|XP_034110279.1|DALB
OG0002249	LOC5574899|XP_001655400.1|AAEG	LOC117568708|XP_034105413.1|DALB
OG0002250	LOC5571831|XP_021697154.1|AAEG	LOC117571676|XP_034109808.1|DALB
OG0002251	LOC5571834|XP_021697158.1|AAEG	LOC117571366|XP_034109368.1|DALB
OG0002252	LOC110677272|XP_021704095.1|AAEG	LOC117571245|XP_034109190.1|DALB
OG0002253	LOC5571489|XP_001659733.2|AAEG	LOC117567632|XP_034103622.1|DALB
OG0002254	LOC5572700|XP_001660519.2|AAEG	LOC117573898|XP_034113297.1|DALB
OG0002255	LOC5578538|XP_001663929.2|AAEG	LOC117578330|XP_034119684.1|DALB
OG0002256	LOC110675816|XP_021697355.1|AAEG, LOC5576646|XP_021697346.1|AAEG	LOC117572229|XP_034110798.1|DALB
OG0002257	LOC5578231|XP_021697380.1|AAEG	LOC117566926|XP_034102437.1|DALB
OG0002258	LOC5571390|XP_021697410.1|AAEG	LOC117571384|XP_034109393.1|DALB, LOC117571385|XP_034109394.1|DALB
OG0002259	LOC5579062|XP_021697431.1|AAEG, LOC5579061|XP_021697430.1|AAEG, LOC5579878|XP_021697411.1|AAEG	LOC117571042|XP_034108904.1|DALB
OG0002260	LOC5579059|XP_001657255.2|AAEG	LOC117569472|XP_034106531.1|DALB
OG0002261	LOC5575236|XP_001656285.1|AAEG	LOC117572053|XP_034110520.1|DALB
OG0002263	LOC5572748|XP_001660576.1|AAEG	LOC117567500|XP_034103422.1|DALB
OG0002264	LOC5566364|XP_021697650.1|AAEG	LOC117567741|XP_034103817.1|DALB
OG0002265	LOC5565540|XP_001649899.1|AAEG	LOC117570064|XP_034107389.1|DALB
OG0002266	LOC5564443|XP_001648786.1|AAEG	LOC117567385|XP_034103225.1|DALB
OG0002267	LOC5563744|XP_001648027.2|AAEG	LOC117572625|XP_034111472.1|DALB
OG0002268	LOC5563742|XP_001648030.2|AAEG	LOC117569164|XP_034106118.1|DALB
OG0002269	LOC110676024|XP_021698067.1|AAEG	LOC117568191|XP_034104540.1|DALB
OG0002270	LOC5578284|XP_021698247.1|AAEG	LOC117568779|XP_034105508.1|DALB
OG0002271	LOC5565466|XP_001649826.2|AAEG	LOC117571935|XP_034110317.1|DALB
OG0002272	LOC110680930|XP_021712403.1|AAEG, LOC5574155|XP_001655062.1|AAEG	LOC117570673|XP_034108361.1|DALB
OG0002273	LOC5579421|XP_021698495.1|AAEG	LOC117567734|XP_034103792.1|DALB
OG0002274	LOC5569595|XP_021698523.1|AAEG	LOC117572344|XP_034110984.1|DALB
OG0002275	LOC5570786|XP_021698601.1|AAEG	LOC117568671|XP_034105366.1|DALB
OG0002276	LOC5576958|XP_021698655.1|AAEG	LOC117568102|XP_034104376.1|DALB
OG0002277	LOC5572280|XP_021698730.1|AAEG	LOC117569903|XP_034107135.1|DALB
OG0002278	LOC5574038|XP_021698765.1|AAEG	LOC117571012|XP_034108861.1|DALB
OG0002279	LOC5572209|XP_001653877.1|AAEG	LOC117568215|XP_034104580.1|DALB
OG0002280	LOC5572197|XP_021698799.1|AAEG	LOC117569559|XP_034106669.1|DALB
OG0002281	LOC5571720|XP_001659858.1|AAEG	LOC117571132|XP_034109025.1|DALB
OG0002282	LOC5566009|XP_021698864.1|AAEG	LOC117570053|XP_034107372.1|DALB
OG0002283	LOC5577387|XP_021698901.1|AAEG	LOC117566623|XP_034102055.1|DALB
OG0002284	LOC5574345|XP_001661380.1|AAEG	LOC117572663|XP_034111551.1|DALB
OG0002285	LOC5573278|XP_001654490.2|AAEG	LOC117565602|XP_034100698.1|DALB
OG0002286	LOC5575498|XP_001662010.2|AAEG, LOC5571748|XP_021710757.1|AAEG	LOC117569292|XP_034106290.1|DALB
OG0002287	LOC5578128|XP_021699192.1|AAEG	LOC117568370|XP_034104861.1|DALB
OG0002288	LOC5578126|XP_021699193.1|AAEG	LOC117571934|XP_034110314.1|DALB
OG0002289	LOC5577139|XP_001663227.2|AAEG	LOC117572018|XP_034110455.1|DALB
OG0002290	LOC5579143|XP_021699403.1|AAEG	LOC117563899|XP_034098351.1|DALB
OG0002291	LOC110681084|XP_021712551.1|AAEG, LOC5575930|XP_021699441.1|AAEG	LOC117568034|XP_034104266.1|DALB
OG0002292	LOC5570333|XP_021699483.1|AAEG	LOC117568426|XP_034104973.1|DALB
OG0002293	LOC5563932|XP_001648253.1|AAEG	LOC117567365|XP_034103199.1|DALB
OG0002294	LOC5566074|XP_001650442.1|AAEG	LOC117576826|XP_034117791.1|DALB
OG0002295	LOC5569978|XP_021700031.1|AAEG	LOC117564065|XP_034098580.1|DALB
OG0002296	LOC5574375|XP_021700085.1|AAEG	LOC117564436|XP_034099063.1|DALB
OG0002297	LOC5569115|XP_021700161.1|AAEG	LOC117576140|XP_034116596.1|DALB
OG0002298	LOC5579525|XP_001647834.1|AAEG	LOC117572736|XP_034111703.1|DALB
OG0002299	LOC5574369|XP_001661404.1|AAEG	LOC117568021|XP_034104240.1|DALB
OG0002300	LOC5568034|XP_021700205.1|AAEG	LOC117565370|XP_034100325.1|DALB
OG0002301	LOC5571143|XP_021700266.1|AAEG	LOC117577409|XP_034118210.1|DALB, LOC117577404|XP_034118209.1|DALB
OG0002302	LOC5575446|XP_021700365.1|AAEG	LOC117565913|XP_034101171.1|DALB
OG0002303	LOC5563592|XP_001647928.1|AAEG, LOC5575450|XP_001661966.1|AAEG	LOC117577625|XP_034118382.1|DALB
OG0002304	LOC5569376|XP_021700462.1|AAEG	LOC117564835|XP_034099650.1|DALB
OG0002305	LOC5569504|XP_001658589.2|AAEG	LOC117568901|XP_034105695.1|DALB
OG0002306	LOC5576949|XP_021700496.1|AAEG	LOC117563439|XP_034097666.1|DALB
OG0002307	LOC5564174|XP_021700568.1|AAEG	LOC117563312|XP_034097458.1|DALB
OG0002308	LOC5572923|XP_001654258.2|AAEG	LOC117563953|XP_034098417.1|DALB
OG0002309	LOC5571735|XP_001659877.1|AAEG	LOC117564367|XP_034098975.1|DALB
OG0002310	LOC110680434|XP_021711924.1|AAEG, LOC110675178|XP_021695265.1|AAEG, LOC5568762|XP_021695264.1|AAEG	LOC117566006|XP_034101315.1|DALB
OG0002311	LOC5566252|XP_021700959.1|AAEG	LOC117564094|XP_034098621.1|DALB
OG0002312	LOC5566254|XP_001650631.2|AAEG, LOC110680445|XP_021711931.1|AAEG	LOC117565106|XP_034099955.1|DALB
OG0002313	LOC5564484|XP_001648831.2|AAEG	LOC117572453|XP_034111175.1|DALB
OG0002314	LOC5564514|XP_001648842.1|AAEG	LOC117571462|XP_034109504.1|DALB
OG0002315	LOC5571665|XP_001653751.2|AAEG, LOC5564483|XP_001648851.1|AAEG	LOC117569779|XP_034106970.1|DALB
OG0002316	LOC5576571|XP_001662757.1|AAEG	LOC117565459|XP_034100452.1|DALB
OG0002317	LOC5566525|XP_021701161.1|AAEG	LOC117568375|XP_034104869.1|DALB
OG0002318	LOC5571653|XP_001653740.1|AAEG	LOC117564717|XP_034099491.1|DALB
OG0002320	LOC110681281|XP_021712740.1|AAEG, LOC5574482|XP_001655142.1|AAEG	LOC117572517|XP_034111263.1|DALB
OG0002321	LOC5574485|XP_001655146.1|AAEG	LOC117566962|XP_034102503.1|DALB
OG0002322	LOC110680564|XP_021712042.1|AAEG, LOC5573861|XP_001654892.1|AAEG	LOC117564691|XP_034099457.1|DALB
OG0002323	LOC5578966|XP_001664143.2|AAEG	LOC117577722|XP_034118517.1|DALB, LOC117564591|XP_034099328.1|DALB
OG0002324	LOC5578757|XP_001657125.1|AAEG	LOC117569300|XP_034106301.1|DALB
OG0002325	LOC5568890|XP_021701464.1|AAEG	LOC117568196|XP_034104552.1|DALB
OG0002326	LOC5571215|XP_021701465.1|AAEG	LOC117567536|XP_034103472.1|DALB
OG0002327	LOC5570471|XP_021701473.1|AAEG	LOC117574888|XP_034114812.1|DALB
OG0002328	LOC5566092|XP_021701509.1|AAEG	LOC117563393|XP_034097615.1|DALB
OG0002329	LOC5566511|XP_021701514.1|AAEG	LOC117565371|XP_034100326.1|DALB
OG0002330	LOC5576426|XP_001662634.2|AAEG	LOC117563504|XP_034097769.1|DALB
OG0002331	LOC5565281|XP_021701536.1|AAEG	LOC117578165|XP_034119334.1|DALB, LOC117568173|XP_034104496.1|DALB
OG0002332	LOC5569339|XP_021701616.1|AAEG	LOC117569910|XP_034107140.1|DALB
OG0002333	LOC5564477|XP_021701636.1|AAEG	LOC117566675|XP_034102113.1|DALB
OG0002334	LOC5566251|XP_021701697.1|AAEG	LOC117564891|XP_034099729.1|DALB
OG0002335	LOC5566660|XP_021701733.1|AAEG	LOC117569937|XP_034107185.1|DALB
OG0002336	LOC5579210|XP_021701833.1|AAEG	LOC117568195|XP_034104547.1|DALB
OG0002337	LOC5569047|XP_021701849.1|AAEG	LOC117571394|XP_034109404.1|DALB
OG0002338	LOC5569036|XP_021701860.1|AAEG	LOC117563788|XP_034098207.1|DALB
OG0002339	LOC5566648|XP_021701909.1|AAEG	LOC117564071|XP_034098587.1|DALB
OG0002340	LOC5576505|XP_021701921.1|AAEG	LOC117565937|XP_034101214.1|DALB
OG0002341	LOC5577105|XP_001663197.2|AAEG	LOC117570129|XP_034107485.1|DALB
OG0002342	LOC5577563|XP_021701939.1|AAEG	LOC117563671|XP_034097985.1|DALB
OG0002343	LOC110676862|XP_021701997.1|AAEG	LOC117563923|XP_034098383.1|DALB
OG0002344	LOC5578960|XP_021702009.1|AAEG	LOC117564050|XP_034098554.1|DALB
OG0002345	LOC110680430|XP_021711920.1|AAEG, LOC5573395|XP_001654562.1|AAEG	LOC117572522|XP_034111273.1|DALB
OG0002346	LOC5573393|XP_001654564.2|AAEG	LOC117563303|XP_034097437.1|DALB
OG0002347	LOC5572179|XP_001660269.1|AAEG	LOC117568528|XP_034105123.1|DALB
OG0002348	LOC5573070|XP_001660705.2|AAEG	LOC117566036|XP_034101376.1|DALB
OG0002349	LOC23687521|XP_011493451.1|AAEG	LOC117572525|XP_034111275.1|DALB
OG0002350	LOC5570831|XP_001653338.1|AAEG	LOC117572521|XP_034111272.1|DALB
OG0002351	LOC5577606|XP_001656600.1|AAEG	LOC117570561|XP_034108182.1|DALB
OG0002352	LOC5573506|XP_021702245.1|AAEG	LOC117570301|XP_034107718.1|DALB
OG0002353	LOC110676915|XP_021702417.1|AAEG, LOC5572432|XP_001660373.2|AAEG	LOC117565696|XP_034100823.1|DALB
OG0002354	LOC5572464|XP_001660411.1|AAEG	LOC117563381|XP_034097579.1|DALB
OG0002355	LOC5577427|XP_021702663.1|AAEG	LOC117565671|XP_034100794.1|DALB
OG0002356	LOC5572791|XP_001654193.2|AAEG	LOC117564149|XP_034098705.1|DALB
OG0002357	LOC5572792|XP_001654191.2|AAEG	LOC117574548|XP_034114310.1|DALB
OG0002358	LOC5570686|XP_021702711.1|AAEG	LOC117564880|XP_034099718.1|DALB
OG0002359	LOC5575512|XP_001655769.1|AAEG	LOC117571924|XP_034110302.1|DALB
OG0002360	LOC5577547|XP_001656563.1|AAEG	LOC117563723|XP_034098076.1|DALB
OG0002361	LOC5577919|XP_001656704.1|AAEG	LOC117572380|XP_034111040.1|DALB
OG0002362	LOC5575842|XP_021702943.1|AAEG	LOC117565565|XP_034100624.1|DALB
OG0002363	LOC110680404|XP_021711898.1|AAEG, LOC5573819|XP_001661064.2|AAEG	LOC117563786|XP_034098204.1|DALB
OG0002364	LOC5573818|XP_021702978.1|AAEG	LOC117563783|XP_034098183.1|DALB
OG0002365	LOC5573817|XP_021702998.1|AAEG	LOC117563498|XP_034097757.1|DALB
OG0002366	LOC5568933|XP_001658255.2|AAEG	LOC117563616|XP_034097908.1|DALB, LOC117563609|XP_034097897.1|DALB
OG0002367	LOC5573178|XP_021703282.1|AAEG	LOC117564962|XP_034099808.1|DALB
OG0002368	LOC5578839|XP_021703324.1|AAEG	LOC117563216|XP_034097296.1|DALB, LOC117563976|XP_034098452.1|DALB
OG0002369	LOC5573932|XP_021703372.1|AAEG	LOC117577664|XP_034118445.1|DALB
OG0002370	LOC5569882|XP_021703464.1|AAEG	LOC117566101|XP_034101461.1|DALB
OG0002371	LOC110677096|XP_021703473.1|AAEG	LOC117566105|XP_034101467.1|DALB
OG0002372	LOC110675253|XP_021695392.1|AAEG, LOC110681274|XP_021712734.1|AAEG, LOC5568083|XP_021695393.1|AAEG	LOC117565496|XP_034100494.1|DALB
OG0002373	LOC110677914|XP_021705594.1|AAEG, LOC5564878|XP_001649236.1|AAEG	LOC117565252|XP_034100156.1|DALB
OG0002374	LOC5569774|XP_021704068.1|AAEG	LOC117575364|XP_034115418.1|DALB
OG0002375	LOC5567894|XP_021710638.1|AAEG	LOC117576535|XP_034117250.1|DALB, LOC117574759|XP_034114594.1|DALB
OG0002376	LOC5570318|XP_001653144.1|AAEG	LOC117564723|XP_034099496.1|DALB
OG0002377	LOC5570225|XP_001659004.1|AAEG, LOC110680233|XP_021711740.1|AAEG	LOC117573671|XP_034112891.1|DALB
OG0002378	LOC5579024|XP_001664205.1|AAEG	LOC117568032|XP_034104263.1|DALB
OG0002379	LOC5572836|XP_021710372.1|AAEG	LOC117564621|XP_034099368.1|DALB
OG0002380	LOC5578643|XP_001663981.1|AAEG	LOC117563625|XP_034097926.1|DALB
OG0002381	LOC5576653|XP_001656190.1|AAEG	LOC117572440|XP_034111162.1|DALB
OG0002382	LOC5576668|XP_021708017.1|AAEG	LOC117564627|XP_034099374.1|DALB, LOC117578028|XP_034119019.1|DALB
OG0002383	LOC5567639|XP_001651832.2|AAEG	LOC117569053|XP_034105948.1|DALB
OG0002386	LOC110680574|XP_021712048.1|AAEG, LOC5577684|XP_021705431.1|AAEG	LOC117576190|XP_034116671.1|DALB
OG0002387	LOC5571231|XP_021707001.1|AAEG	LOC117573888|XP_034113267.1|DALB
OG0002388	LOC5573963|XP_021709631.1|AAEG	LOC117573540|XP_034112710.1|DALB
OG0002389	LOC5570243|XP_001659022.1|AAEG	LOC117573907|XP_034113306.1|DALB
OG0002390	LOC5573084|XP_001660716.2|AAEG	LOC117565167|XP_034100044.1|DALB
OG0002391	LOC5567679|XP_021710468.1|AAEG	LOC117567556|XP_034103506.1|DALB
OG0002392	LOC5569951|XP_021705381.1|AAEG, LOC110679141|XP_021708886.1|AAEG	LOC117567270|XP_034103024.1|DALB
OG0002393	LOC5567391|XP_001651793.1|AAEG	LOC117568511|XP_034105104.1|DALB
OG0002394	LOC5567399|XP_021704785.1|AAEG	LOC117574073|XP_034113594.1|DALB
OG0002395	LOC5569257|XP_021710071.1|AAEG	LOC117573859|XP_034113223.1|DALB
OG0002396	LOC5579179|XP_001664274.1|AAEG	LOC117567602|XP_034103580.1|DALB
OG0002397	LOC5566175|XP_001650523.1|AAEG	LOC117571826|XP_034110096.1|DALB
OG0002398	LOC5570976|XP_021710337.1|AAEG	LOC117577616|XP_034118358.1|DALB, LOC117563359|XP_034097539.1|DALB
OG0002399	LOC5576189|XP_021708650.1|AAEG	LOC117570510|XP_034108099.1|DALB
OG0002400	LOC5574224|XP_001661274.3|AAEG	LOC117571465|XP_034109508.1|DALB
OG0002401	LOC5579277|XP_021707204.1|AAEG	LOC117573180|XP_034112045.1|DALB
OG0002402	LOC5564866|XP_021711005.1|AAEG	LOC117575084|XP_034115072.1|DALB
OG0002403	LOC5564863|XP_021704848.1|AAEG	LOC117575893|XP_034116227.1|DALB
OG0002404	LOC5575190|XP_001655573.2|AAEG	LOC117575008|XP_034114976.1|DALB
