Orthogroup	AAEG.longest_only	DBUS.longest_only
OG0002151	LOC5570703|XP_001659296.2|AAEG	LOC108599958|XP_017842701.1|DBUS
OG0002152	LOC5567724|XP_021702264.1|AAEG	LOC108604266|XP_017849149.1|DBUS
OG0002153	LOC5567044|XP_021702532.1|AAEG	LOC108601505|XP_017844894.1|DBUS
OG0002154	LOC5576299|XP_021702619.1|AAEG	LOC108606482|XP_017852107.1|DBUS
OG0002155	LOC5576875|XP_001662973.2|AAEG	LOC108602644|XP_017846278.1|DBUS
OG0002156	LOC5571483|XP_021704276.1|AAEG	LOC108600549|XP_017843697.1|DBUS
OG0002157	LOC5572105|XP_021704743.1|AAEG	LOC108601565|XP_033149795.1|DBUS, LOC108601566|XP_017844954.1|DBUS
OG0002158	LOC5575865|XP_021704847.1|AAEG	LOC108597294|XP_017839261.1|DBUS
OG0002159	LOC5579199|XP_021705121.1|AAEG	LOC108596147|XP_017837129.1|DBUS
OG0002160	LOC5577891|XP_001663597.2|AAEG	LOC108604843|XP_017849952.1|DBUS
OG0002161	LOC5578146|XP_001663717.1|AAEG	LOC108602549|XP_017846173.1|DBUS
OG0002162	LOC5578143|XP_001663713.2|AAEG	LOC108604471|XP_017849445.1|DBUS
OG0002163	LOC5565033|XP_001649405.1|AAEG	LOC108606813|XP_017852775.1|DBUS, LOC108600919|XP_017844241.2|DBUS
OG0002164	LOC5565255|XP_001649617.2|AAEG	LOC108603770|XP_017848346.1|DBUS
OG0002165	LOC5576560|XP_001662743.2|AAEG	LOC108601843|XP_017845279.1|DBUS
OG0002166	LOC5575292|XP_001655670.2|AAEG, LOC110680524|XP_021712013.1|AAEG	LOC108599577|XP_017843683.1|DBUS
OG0002167	LOC110673987|XP_021706322.1|AAEG, LOC5579217|XP_021712812.1|AAEG	LOC108595581|XP_017836332.1|DBUS
OG0002168	LOC5578905|XP_021708397.1|AAEG, LOC5571580|XP_001659788.1|AAEG	LOC108596917|XP_017838617.1|DBUS
OG0002169	LOC5568544|XP_021707598.1|AAEG	LOC108599395|XP_017841693.1|DBUS
OG0002170	LOC5572782|XP_001654181.2|AAEG	LOC108607387|XP_017853625.1|DBUS
OG0002171	LOC5579419|XP_021708592.1|AAEG	LOC108603157|XP_017847202.1|DBUS
OG0002172	LOC5568282|XP_001657979.2|AAEG, LOC110680636|XP_021712124.1|AAEG	LOC108602192|XP_017845729.1|DBUS
OG0002173	LOC5568277|XP_001657974.1|AAEG	LOC108598362|XP_017840475.1|DBUS
OG0002174	LOC110679174|XP_021708963.1|AAEG	LOC108602155|XP_017845677.1|DBUS
OG0002175	LOC5566081|XP_021708971.1|AAEG	LOC108602157|XP_017845678.1|DBUS
OG0002176	LOC110680241|XP_021711747.1|AAEG, LOC5570609|XP_001653273.1|AAEG, LOC110679314|XP_021709372.1|AAEG, LOC110681060|XP_021712517.1|AAEG	LOC108604046|XP_017848797.1|DBUS
OG0002177	LOC5573875|XP_021709949.1|AAEG, LOC5573874|XP_001654907.2|AAEG	LOC108604741|XP_017849813.1|DBUS
OG0002178	LOC110680388|XP_021711889.1|AAEG, LOC5566202|XP_021710220.1|AAEG, LOC110680809|XP_021712277.1|AAEG	LOC108602970|XP_017846841.1|DBUS
OG0002179	LOC5569456|XP_021710812.1|AAEG	LOC108601898|XP_017845364.2|DBUS
OG0002180	LOC110674011|XP_021710984.1|AAEG, LOC5574069|XP_021694277.1|AAEG	LOC108603618|XP_017848056.1|DBUS
OG0002181	LOC110681123|XP_021712582.1|AAEG, LOC110680479|XP_021711976.1|AAEG, LOC23687808|XP_021711326.1|AAEG	LOC108606947|XP_017852993.1|DBUS
OG0002182	LOC5577702|XP_021711690.1|AAEG	LOC108603256|XP_017847384.1|DBUS
OG0002183	LOC5564014|XP_001648337.2|AAEG, LOC5568461|XP_001652295.2|AAEG	LOC108595213|XP_017835889.1|DBUS
OG0002184	LOC23687633|XP_011493096.1|AAEG	LOC108604061|XP_017848813.1|DBUS
OG0002185	LOC5572727|XP_001660555.2|AAEG, LOC110680500|XP_021711993.1|AAEG	LOC108603726|XP_017848257.1|DBUS
OG0002186	LOC5567783|XP_001657684.2|AAEG	LOC108602769|XP_017846434.1|DBUS
OG0002187	LOC5571783|XP_001659922.2|AAEG	LOC108604227|XP_017849081.1|DBUS
OG0002188	LOC5571794|XP_001659928.1|AAEG, LOC110681308|XP_021712759.1|AAEG	LOC108596080|XP_017836986.1|DBUS
OG0002189	LOC5578994|XP_001664173.2|AAEG	LOC117135100|XP_033150991.1|DBUS
OG0002190	LOC5573374|XP_021712991.1|AAEG	LOC108602627|XP_017846255.1|DBUS
OG0002191	LOC110680462|XP_021711958.1|AAEG, LOC5573373|XP_021712993.1|AAEG	LOC108599950|XP_017842687.2|DBUS
OG0002192	LOC5577009|XP_021694395.1|AAEG, LOC5568710|XP_001652535.1|AAEG	LOC108598672|XP_017840878.2|DBUS
OG0002193	LOC5572572|XP_021713041.1|AAEG	LOC108602179|XP_017845708.1|DBUS
OG0002194	LOC5580291|XP_001662917.2|AAEG	LOC108603981|XP_017848696.1|DBUS
OG0002195	LOC5572335|XP_001654025.2|AAEG	LOC108604800|XP_017849889.1|DBUS
OG0002196	LOC5567840|XP_001657749.1|AAEG	LOC108602494|XP_017846110.1|DBUS
OG0002197	LOC5569227|XP_021713253.1|AAEG	LOC108598704|XP_017840918.1|DBUS
OG0002198	LOC110681200|XP_021712673.1|AAEG, LOC5564690|XP_021693000.1|AAEG	LOC108603576|XP_033150123.1|DBUS
OG0002199	LOC5576838|XP_001662954.2|AAEG	LOC108601919|XP_017845386.1|DBUS
OG0002200	LOC5580084|XP_001654840.2|AAEG	LOC108604390|XP_017849337.1|DBUS
OG0002202	LOC5576722|XP_021693362.1|AAEG	LOC108602750|XP_017846406.1|DBUS
OG0002203	LOC23687451|XP_021693393.1|AAEG	LOC108603839|XP_017848474.1|DBUS
OG0002204	LOC5568910|XP_001658235.3|AAEG	LOC108603017|XP_017846902.1|DBUS
OG0002205	LOC5568906|XP_001658227.1|AAEG	LOC108602737|XP_017846378.1|DBUS
OG0002206	LOC5575607|XP_001662097.2|AAEG	LOC108602176|XP_017845702.1|DBUS
OG0002207	LOC5577394|XP_021693559.1|AAEG, LOC5577396|XP_021693560.1|AAEG	LOC108604660|XP_017849701.2|DBUS
OG0002208	LOC5577397|XP_001656471.2|AAEG	LOC108603306|XP_017847476.1|DBUS
OG0002209	LOC5573438|XP_001660875.1|AAEG	LOC108605670|XP_017850951.1|DBUS
OG0002210	LOC5573431|XP_021693614.1|AAEG	LOC108603040|XP_017846947.1|DBUS
OG0002211	LOC23687928|XP_021693634.1|AAEG	LOC108603206|XP_017847280.1|DBUS
OG0002212	LOC5576199|XP_001662538.1|AAEG	LOC108602997|XP_017846881.1|DBUS
OG0002213	LOC110674166|XP_021693781.1|AAEG	LOC108606120|XP_033150360.1|DBUS, LOC108603368|XP_017847620.1|DBUS
OG0002214	LOC5569692|XP_021693813.1|AAEG	LOC108602664|XP_017846300.1|DBUS
OG0002215	LOC5577633|XP_021693875.1|AAEG	LOC108603279|XP_033150047.1|DBUS
OG0002216	LOC5565144|XP_001649509.2|AAEG	LOC108596455|XP_017837691.1|DBUS
OG0002217	LOC5577581|XP_021694029.1|AAEG	LOC108603461|XP_017847783.1|DBUS
OG0002218	LOC5576138|XP_001662485.2|AAEG	LOC108606960|XP_017853009.1|DBUS
OG0002219	LOC5575228|XP_021694130.1|AAEG	LOC108604765|XP_017849848.1|DBUS
OG0002220	LOC5575226|XP_001655632.2|AAEG, LOC5575225|XP_001655631.2|AAEG	LOC108601387|XP_017844776.1|DBUS
OG0002221	LOC5566135|XP_021699107.1|AAEG	LOC108598063|XP_033149585.1|DBUS
OG0002222	LOC5566138|XP_001650497.2|AAEG	LOC108595387|XP_017836102.1|DBUS
OG0002223	LOC110680342|XP_021711853.1|AAEG	LOC108596239|XP_017837276.1|DBUS
OG0002224	LOC5566116|XP_021695406.1|AAEG	LOC108596318|XP_017837424.1|DBUS
OG0002225	LOC5579245|XP_021699518.1|AAEG, LOC5579873|XP_021695535.1|AAEG	LOC108600897|XP_017844210.1|DBUS
OG0002226	LOC5578206|XP_001656850.1|AAEG	LOC108596252|XP_017837294.1|DBUS
OG0002227	LOC5571223|XP_021695800.1|AAEG	LOC108596494|XP_033149116.1|DBUS
OG0002228	LOC5571289|XP_021695851.1|AAEG	LOC108597535|XP_017839624.1|DBUS, LOC108605881|XP_017851186.2|DBUS
OG0002229	LOC5571291|XP_001653593.1|AAEG	LOC108597171|XP_017839074.1|DBUS
OG0002230	LOC5571286|XP_021695868.1|AAEG	LOC108597390|XP_017839413.1|DBUS
OG0002231	LOC5571266|XP_021695918.1|AAEG	LOC108597713|XP_017839891.1|DBUS
OG0002232	LOC5578169|XP_001663739.2|AAEG, LOC5578177|XP_021696079.1|AAEG	LOC108597132|XP_017839006.1|DBUS
OG0002233	LOC5569904|XP_001658802.1|AAEG	LOC108600814|XP_017844089.1|DBUS
OG0002235	LOC5579251|XP_021696334.1|AAEG	LOC108596646|XP_017838110.1|DBUS
OG0002236	LOC5570501|XP_001659177.2|AAEG	LOC108596047|XP_017836922.1|DBUS
OG0002237	LOC5570540|XP_021696462.1|AAEG	LOC108596076|XP_017836978.1|DBUS
OG0002238	LOC5569218|XP_021696600.1|AAEG	LOC108596892|XP_017838566.1|DBUS
OG0002239	LOC5568112|XP_001652051.1|AAEG	LOC108596947|XP_017838675.1|DBUS
OG0002240	LOC5569443|XP_021696660.1|AAEG	LOC108596447|XP_017837680.1|DBUS
OG0002241	LOC5566343|XP_001650739.2|AAEG	LOC108600708|XP_017843927.1|DBUS
OG0002243	LOC5572349|XP_001660308.1|AAEG	LOC108603300|XP_017847466.1|DBUS
OG0002244	LOC5572345|XP_021702613.1|AAEG	LOC108600572|XP_017843730.2|DBUS
OG0002245	LOC5566222|XP_021696874.1|AAEG	LOC108599828|XP_017842424.1|DBUS
OG0002246	LOC110675641|XP_021696886.1|AAEG	LOC108597526|XP_017839612.1|DBUS
OG0002247	LOC5576411|XP_001656113.1|AAEG	LOC108597335|XP_017839321.1|DBUS
OG0002248	LOC5565215|XP_001649548.1|AAEG	LOC108600577|XP_017843735.2|DBUS
OG0002249	LOC5574899|XP_001655400.1|AAEG	LOC108598563|XP_017840736.1|DBUS
OG0002250	LOC5571831|XP_021697154.1|AAEG	LOC108594857|XP_017835485.1|DBUS
OG0002251	LOC5571834|XP_021697158.1|AAEG	LOC108594793|XP_033148901.1|DBUS
OG0002252	LOC110677272|XP_021704095.1|AAEG	LOC108597349|XP_017839345.1|DBUS
OG0002253	LOC5571489|XP_001659733.2|AAEG	LOC108597637|XP_017839770.1|DBUS
OG0002254	LOC5572700|XP_001660519.2|AAEG	LOC108602655|XP_017846290.1|DBUS
OG0002255	LOC5578538|XP_001663929.2|AAEG	LOC108606742|XP_017852629.1|DBUS
OG0002256	LOC110675816|XP_021697355.1|AAEG, LOC5576646|XP_021697346.1|AAEG	LOC108596980|XP_017838725.1|DBUS
OG0002257	LOC5578231|XP_021697380.1|AAEG	LOC108597752|XP_017839950.1|DBUS
OG0002258	LOC5571390|XP_021697410.1|AAEG	LOC108600398|XP_017843435.1|DBUS
OG0002259	LOC5579062|XP_021697431.1|AAEG, LOC5579061|XP_021697430.1|AAEG, LOC5579878|XP_021697411.1|AAEG	LOC108606369|XP_017851906.1|DBUS
OG0002260	LOC5579059|XP_001657255.2|AAEG	LOC108600387|XP_017843422.1|DBUS
OG0002261	LOC5575236|XP_001656285.1|AAEG	LOC108598994|XP_017841258.1|DBUS
OG0002263	LOC5572748|XP_001660576.1|AAEG	LOC108600256|XP_017843183.1|DBUS
OG0002264	LOC5566364|XP_021697650.1|AAEG	LOC108595084|XP_017835724.1|DBUS
OG0002265	LOC5565540|XP_001649899.1|AAEG	LOC108598928|XP_017843961.1|DBUS
OG0002266	LOC5564443|XP_001648786.1|AAEG	LOC117134994|XP_033150599.1|DBUS, LOC117134995|XP_033150600.1|DBUS
OG0002267	LOC5563744|XP_001648027.2|AAEG	LOC108601089|XP_033149589.1|DBUS
OG0002268	LOC5563742|XP_001648030.2|AAEG	LOC108598844|XP_017841087.1|DBUS
OG0002269	LOC110676024|XP_021698067.1|AAEG	LOC108597393|XP_017839418.1|DBUS
OG0002270	LOC5578284|XP_021698247.1|AAEG	LOC108597202|XP_017839129.1|DBUS
OG0002271	LOC5565466|XP_001649826.2|AAEG	LOC108599179|XP_017841456.1|DBUS
OG0002272	LOC110680930|XP_021712403.1|AAEG, LOC5574155|XP_001655062.1|AAEG	LOC108598172|XP_033149555.1|DBUS
OG0002273	LOC5579421|XP_021698495.1|AAEG	LOC108599877|XP_017842522.1|DBUS
OG0002274	LOC5569595|XP_021698523.1|AAEG	LOC108598341|XP_033149723.1|DBUS
OG0002275	LOC5570786|XP_021698601.1|AAEG	LOC108601019|XP_017844382.1|DBUS
OG0002276	LOC5576958|XP_021698655.1|AAEG	LOC108599841|XP_017842450.2|DBUS
OG0002277	LOC5572280|XP_021698730.1|AAEG	LOC108598739|XP_033150626.1|DBUS
OG0002278	LOC5574038|XP_021698765.1|AAEG	LOC108597888|XP_017839995.1|DBUS
OG0002279	LOC5572209|XP_001653877.1|AAEG	LOC108600073|XP_017842918.1|DBUS
OG0002280	LOC5572197|XP_021698799.1|AAEG	LOC108600141|XP_017843023.2|DBUS
OG0002281	LOC5571720|XP_001659858.1|AAEG	LOC108600021|XP_017842828.1|DBUS
OG0002282	LOC5566009|XP_021698864.1|AAEG	LOC108599639|XP_017842100.1|DBUS
OG0002283	LOC5577387|XP_021698901.1|AAEG	LOC117134718|XP_033149189.1|DBUS
OG0002284	LOC5574345|XP_001661380.1|AAEG	LOC108595577|XP_017836327.1|DBUS
OG0002285	LOC5573278|XP_001654490.2|AAEG	LOC108605938|XP_017851248.1|DBUS
OG0002286	LOC5575498|XP_001662010.2|AAEG, LOC5571748|XP_021710757.1|AAEG	LOC108597606|XP_017839732.1|DBUS
OG0002287	LOC5578128|XP_021699192.1|AAEG	LOC108597429|XP_017839473.1|DBUS
OG0002288	LOC5578126|XP_021699193.1|AAEG	LOC108599178|XP_017841454.1|DBUS
OG0002289	LOC5577139|XP_001663227.2|AAEG	LOC108598865|XP_017841112.1|DBUS
OG0002290	LOC5579143|XP_021699403.1|AAEG	LOC108594425|XP_017835088.2|DBUS, LOC117135025|XP_033150725.1|DBUS
OG0002291	LOC110681084|XP_021712551.1|AAEG, LOC5575930|XP_021699441.1|AAEG	LOC108595545|XP_033149021.1|DBUS
OG0002292	LOC5570333|XP_021699483.1|AAEG	LOC108597312|XP_017839287.1|DBUS
OG0002293	LOC5563932|XP_001648253.1|AAEG	LOC108596515|XP_017837846.1|DBUS
OG0002294	LOC5566074|XP_001650442.1|AAEG	LOC108604456|XP_017849425.1|DBUS
OG0002295	LOC5569978|XP_021700031.1|AAEG	LOC108607702|XP_017854182.1|DBUS
OG0002296	LOC5574375|XP_021700085.1|AAEG	LOC108607595|XP_017851272.2|DBUS
OG0002297	LOC5569115|XP_021700161.1|AAEG	LOC108603180|XP_017847227.1|DBUS
OG0002298	LOC5579525|XP_001647834.1|AAEG	LOC108596773|XP_017838361.1|DBUS
OG0002299	LOC5574369|XP_001661404.1|AAEG	LOC108595725|XP_017836496.1|DBUS
OG0002300	LOC5568034|XP_021700205.1|AAEG	LOC108600064|XP_017842909.1|DBUS
OG0002301	LOC5571143|XP_021700266.1|AAEG	LOC108607442|XP_017853762.2|DBUS
OG0002302	LOC5575446|XP_021700365.1|AAEG	LOC108608099|XP_017854794.1|DBUS
OG0002303	LOC5563592|XP_001647928.1|AAEG, LOC5575450|XP_001661966.1|AAEG	LOC108605492|XP_017850726.1|DBUS
OG0002304	LOC5569376|XP_021700462.1|AAEG	LOC108594417|XP_017835075.2|DBUS
OG0002305	LOC5569504|XP_001658589.2|AAEG	LOC108601003|XP_017844357.1|DBUS
OG0002306	LOC5576949|XP_021700496.1|AAEG	LOC108594502|XP_017835190.2|DBUS
OG0002307	LOC5564174|XP_021700568.1|AAEG	LOC108604272|XP_033149867.1|DBUS
OG0002308	LOC5572923|XP_001654258.2|AAEG	LOC108608092|XP_033149028.1|DBUS
OG0002309	LOC5571735|XP_001659877.1|AAEG	LOC108603479|XP_017847820.1|DBUS
OG0002310	LOC110680434|XP_021711924.1|AAEG, LOC110675178|XP_021695265.1|AAEG, LOC5568762|XP_021695264.1|AAEG	LOC108594511|XP_033150958.1|DBUS
OG0002311	LOC5566252|XP_021700959.1|AAEG	LOC108607860|XP_017854432.1|DBUS
OG0002312	LOC5566254|XP_001650631.2|AAEG, LOC110680445|XP_021711931.1|AAEG	LOC108594527|XP_017835219.2|DBUS
OG0002313	LOC5564484|XP_001648831.2|AAEG	LOC108596616|XP_017838048.1|DBUS
OG0002314	LOC5564514|XP_001648842.1|AAEG	LOC108595384|XP_017836098.1|DBUS
OG0002315	LOC5571665|XP_001653751.2|AAEG, LOC5564483|XP_001648851.1|AAEG	LOC108596794|XP_033150903.1|DBUS
OG0002316	LOC5576571|XP_001662757.1|AAEG	LOC108602477|XP_017846093.1|DBUS
OG0002317	LOC5566525|XP_021701161.1|AAEG	LOC108600900|XP_017844214.1|DBUS
OG0002318	LOC5571653|XP_001653740.1|AAEG	LOC108607814|XP_017854351.1|DBUS
OG0002319	LOC5571644|XP_001653735.2|AAEG	LOC108607599|XP_017853991.1|DBUS
OG0002320	LOC110681281|XP_021712740.1|AAEG, LOC5574482|XP_001655142.1|AAEG	LOC108597643|XP_017839781.1|DBUS
OG0002321	LOC5574485|XP_001655146.1|AAEG	LOC108595228|XP_017835912.1|DBUS, LOC108597895|XP_033150610.1|DBUS
OG0002322	LOC110680564|XP_021712042.1|AAEG, LOC5573861|XP_001654892.1|AAEG	LOC108608478|XP_017855359.1|DBUS
OG0002323	LOC5578966|XP_001664143.2|AAEG	LOC108607505|XP_017853857.1|DBUS
OG0002324	LOC5578757|XP_001657125.1|AAEG	LOC108601005|XP_017844360.1|DBUS
OG0002325	LOC5568890|XP_021701464.1|AAEG	LOC108600301|XP_017843275.1|DBUS
OG0002326	LOC5571215|XP_021701465.1|AAEG	LOC108600663|XP_017843848.1|DBUS
OG0002327	LOC5570471|XP_021701473.1|AAEG	LOC108603572|XP_017847979.1|DBUS
OG0002328	LOC5566092|XP_021701509.1|AAEG	LOC108596495|XP_017837810.1|DBUS
OG0002329	LOC5566511|XP_021701514.1|AAEG	LOC108607634|XP_017854047.1|DBUS, LOC108607632|XP_017854045.1|DBUS
OG0002330	LOC5576426|XP_001662634.2|AAEG	LOC108607637|XP_017854049.1|DBUS
OG0002331	LOC5565281|XP_021701536.1|AAEG	LOC108606419|XP_017852004.1|DBUS
OG0002332	LOC5569339|XP_021701616.1|AAEG	LOC108600051|XP_017842887.1|DBUS
OG0002333	LOC5564477|XP_021701636.1|AAEG	LOC108595684|XP_017836454.1|DBUS
OG0002334	LOC5566251|XP_021701697.1|AAEG	LOC108596792|XP_017838388.1|DBUS
OG0002335	LOC5566660|XP_021701733.1|AAEG	LOC108595361|XP_017836074.1|DBUS
OG0002336	LOC5579210|XP_021701833.1|AAEG	LOC108600317|XP_017843304.1|DBUS
OG0002337	LOC5569047|XP_021701849.1|AAEG	LOC108596348|XP_017837492.1|DBUS
OG0002338	LOC5569036|XP_021701860.1|AAEG	LOC108594452|XP_017835116.1|DBUS
OG0002339	LOC5566648|XP_021701909.1|AAEG	LOC108608445|XP_017855310.1|DBUS
OG0002340	LOC5576505|XP_021701921.1|AAEG	LOC108598668|XP_033150831.1|DBUS
OG0002341	LOC5577105|XP_001663197.2|AAEG	LOC108595340|XP_017836050.1|DBUS
OG0002342	LOC5577563|XP_021701939.1|AAEG	LOC108608147|XP_017854881.2|DBUS
OG0002343	LOC110676862|XP_021701997.1|AAEG	LOC108607937|XP_017854543.2|DBUS
OG0002344	LOC5578960|XP_021702009.1|AAEG	LOC108599497|XP_017841849.1|DBUS
OG0002345	LOC110680430|XP_021711920.1|AAEG, LOC5573395|XP_001654562.1|AAEG	LOC108596352|XP_017837499.1|DBUS
OG0002346	LOC5573393|XP_001654564.2|AAEG	LOC108594219|XP_017834817.2|DBUS
OG0002347	LOC5572179|XP_001660269.1|AAEG	LOC108597495|XP_017839568.1|DBUS
OG0002348	LOC5573070|XP_001660705.2|AAEG	LOC108607888|XP_017854481.1|DBUS
OG0002349	LOC23687521|XP_011493451.1|AAEG	LOC108596354|XP_017837505.1|DBUS
OG0002350	LOC5570831|XP_001653338.1|AAEG	LOC108596351|XP_017837497.1|DBUS
OG0002351	LOC5577606|XP_001656600.1|AAEG	LOC108595185|XP_017835853.1|DBUS
OG0002352	LOC5573506|XP_021702245.1|AAEG	LOC108597611|XP_017839737.1|DBUS
OG0002353	LOC110676915|XP_021702417.1|AAEG, LOC5572432|XP_001660373.2|AAEG	LOC108594262|XP_033150353.1|DBUS
OG0002354	LOC5572464|XP_001660411.1|AAEG	LOC108608242|XP_017855018.2|DBUS
OG0002355	LOC5577427|XP_021702663.1|AAEG	LOC108594342|XP_033150584.1|DBUS
OG0002356	LOC5572791|XP_001654193.2|AAEG	LOC108608288|XP_017855096.1|DBUS
OG0002357	LOC5572792|XP_001654191.2|AAEG	LOC108604314|XP_017849225.1|DBUS
OG0002358	LOC5570686|XP_021702711.1|AAEG	LOC108603176|XP_017847225.2|DBUS, LOC108598806|XP_017841041.2|DBUS
OG0002359	LOC5575512|XP_001655769.1|AAEG	LOC108606824|XP_017852796.1|DBUS
OG0002360	LOC5577547|XP_001656563.1|AAEG	LOC108607431|XP_017853736.2|DBUS
OG0002361	LOC5577919|XP_001656704.1|AAEG	LOC108600877|XP_017844180.1|DBUS
OG0002362	LOC5575842|XP_021702943.1|AAEG	LOC108607704|XP_017854187.2|DBUS
OG0002363	LOC110680404|XP_021711898.1|AAEG, LOC5573819|XP_001661064.2|AAEG	LOC108607434|XP_017853754.1|DBUS
OG0002364	LOC5573818|XP_021702978.1|AAEG	LOC108607432|XP_017853737.1|DBUS
OG0002365	LOC5573817|XP_021702998.1|AAEG	LOC108601622|XP_017845013.1|DBUS
OG0002366	LOC5568933|XP_001658255.2|AAEG	LOC108607789|XP_017854317.1|DBUS
OG0002367	LOC5573178|XP_021703282.1|AAEG	LOC108607572|XP_017853952.1|DBUS
OG0002368	LOC5578839|XP_021703324.1|AAEG	LOC108594432|XP_017835095.1|DBUS
OG0002370	LOC5569882|XP_021703464.1|AAEG	LOC108600274|XP_033150066.1|DBUS
OG0002371	LOC110677096|XP_021703473.1|AAEG	LOC108596123|XP_017837503.2|DBUS
OG0002372	LOC110675253|XP_021695392.1|AAEG, LOC110681274|XP_021712734.1|AAEG, LOC5568083|XP_021695393.1|AAEG	LOC108607604|XP_017853997.2|DBUS
OG0002373	LOC110677914|XP_021705594.1|AAEG, LOC5564878|XP_001649236.1|AAEG	LOC108596741|XP_017838300.1|DBUS
OG0002374	LOC5569774|XP_021704068.1|AAEG	LOC108602165|XP_017845687.1|DBUS
OG0002375	LOC5567894|XP_021710638.1|AAEG	LOC108604776|XP_017849862.2|DBUS
OG0002376	LOC5570318|XP_001653144.1|AAEG	LOC108608413|XP_017855261.1|DBUS
OG0002377	LOC5570225|XP_001659004.1|AAEG, LOC110680233|XP_021711740.1|AAEG	LOC108603645|XP_017848098.1|DBUS
OG0002378	LOC5579024|XP_001664205.1|AAEG	LOC108600914|XP_017844235.1|DBUS
OG0002379	LOC5572836|XP_021710372.1|AAEG	LOC108598136|XP_017840246.1|DBUS
OG0002380	LOC5578643|XP_001663981.1|AAEG	LOC108606412|XP_017851985.1|DBUS
OG0002381	LOC5576653|XP_001656190.1|AAEG	LOC108595360|XP_017836073.1|DBUS
OG0002382	LOC5576668|XP_021708017.1|AAEG	LOC108607484|XP_033149935.1|DBUS, LOC108606275|XP_017851742.1|DBUS
OG0002383	LOC5567639|XP_001651832.2|AAEG	LOC108601084|XP_017844475.1|DBUS
OG0002386	LOC110680574|XP_021712048.1|AAEG, LOC5577684|XP_021705431.1|AAEG	LOC108601538|XP_033149927.1|DBUS
OG0002387	LOC5571231|XP_021707001.1|AAEG	LOC108603651|XP_017848108.1|DBUS
OG0002388	LOC5573963|XP_021709631.1|AAEG	LOC108604343|XP_017849259.1|DBUS
OG0002389	LOC5570243|XP_001659022.1|AAEG	LOC108601760|XP_017845173.1|DBUS
OG0002390	LOC5573084|XP_001660716.2|AAEG	LOC108600370|XP_017843399.2|DBUS
OG0002391	LOC5567679|XP_021710468.1|AAEG	LOC108597024|XP_017838794.1|DBUS
OG0002392	LOC5569951|XP_021705381.1|AAEG, LOC110679141|XP_021708886.1|AAEG	LOC108598459|XP_017840593.1|DBUS
OG0002393	LOC5567391|XP_001651793.1|AAEG	LOC108599990|XP_017842738.2|DBUS
OG0002394	LOC5567399|XP_021704785.1|AAEG	LOC108602882|XP_017846672.1|DBUS
OG0002395	LOC5569257|XP_021710071.1|AAEG	LOC108604408|XP_017849364.1|DBUS
OG0002396	LOC5579179|XP_001664274.1|AAEG	LOC108596697|XP_017838209.1|DBUS
OG0002397	LOC5566175|XP_001650523.1|AAEG	LOC108595260|XP_017835960.1|DBUS
OG0002398	LOC5570976|XP_021710337.1|AAEG	LOC108607031|XP_017853110.1|DBUS
OG0002399	LOC5576189|XP_021708650.1|AAEG	LOC108597039|XP_017838823.1|DBUS
OG0002400	LOC5574224|XP_001661274.3|AAEG	LOC108595196|XP_017835869.1|DBUS
OG0002401	LOC5579277|XP_021707204.1|AAEG	LOC108607354|XP_017853536.1|DBUS
OG0002402	LOC5564866|XP_021711005.1|AAEG	LOC108604374|XP_017849313.1|DBUS
OG0002403	LOC5564863|XP_021704848.1|AAEG	LOC108601700|XP_017845103.1|DBUS
OG0002404	LOC5575190|XP_001655573.2|AAEG	LOC108603950|XP_017848632.1|DBUS
OG0002405	LOC5567058|XP_021706909.1|AAEG	LOC108603679|XP_017848171.1|DBUS, LOC117134778|XP_033149379.1|DBUS
OG0002406	LOC5566937|XP_001651352.1|AAEG	LOC108600211|XP_017843116.1|DBUS
OG0002407	LOC5572556|XP_021708614.1|AAEG	LOC108601341|XP_017844729.1|DBUS
OG0002408	LOC5572568|XP_021704559.1|AAEG, LOC5572566|XP_001654082.2|AAEG	LOC108603680|XP_017848172.1|DBUS
OG0002409	LOC5580151|XP_001655292.1|AAEG	LOC108598694|XP_033149496.1|DBUS
OG0002410	LOC110678703|XP_021707609.1|AAEG, LOC110678702|XP_021707608.1|AAEG	LOC108604019|XP_017848754.1|DBUS
OG0002411	LOC5567581|XP_001651824.1|AAEG	LOC108602851|XP_017846609.1|DBUS, LOC108601732|XP_017845142.1|DBUS
OG0002412	LOC5567583|XP_001651826.2|AAEG	LOC117134712|XP_033149137.1|DBUS
OG0002414	LOC5568498|XP_001652320.1|AAEG	LOC108605165|XP_017850238.1|DBUS
OG0002415	LOC5576000|XP_021704716.1|AAEG	LOC108603682|XP_017848178.2|DBUS
OG0002416	LOC110679713|XP_021711071.1|AAEG	LOC117134790|XP_033149538.1|DBUS
OG0002417	LOC110678397|XP_021706925.1|AAEG, LOC110680763|XP_021712243.1|AAEG	LOC108594348|XP_017834991.1|DBUS
OG0002418	LOC5573880|XP_021710256.1|AAEG	LOC108603977|XP_017848692.1|DBUS
OG0002419	LOC5575798|XP_021711316.1|AAEG, LOC5572132|XP_021704323.1|AAEG	LOC108607191|XP_017853339.1|DBUS
OG0002420	LOC5575813|XP_021705457.1|AAEG	LOC108599641|XP_017842103.1|DBUS
OG0002421	LOC5563968|XP_001648274.2|AAEG	LOC108601524|XP_017844912.2|DBUS
