Orthogroup	AAEG.longest_only	DYAK.longest_only
OG0002159	LOC5579199|XP_021705121.1|AAEG	LOC6531820|XP_002092607.1|DYAK
OG0002160	LOC5577891|XP_001663597.2|AAEG	LOC6535958|XP_002096574.3|DYAK
OG0002161	LOC5578146|XP_001663717.1|AAEG	LOC6535632|XP_002096260.1|DYAK
OG0002162	LOC5578143|XP_001663713.2|AAEG	LOC6536491|XP_002097069.2|DYAK
OG0002163	LOC5565033|XP_001649405.1|AAEG	LOC6524107|XP_002099971.1|DYAK
OG0002164	LOC5565255|XP_001649617.2|AAEG	LOC6538491|XP_002099013.1|DYAK
OG0002165	LOC5576560|XP_001662743.2|AAEG	LOC6529491|XP_002090493.1|DYAK
OG0002166	LOC5575292|XP_001655670.2|AAEG, LOC110680524|XP_021712013.1|AAEG	LOC6527431|XP_002088523.1|DYAK
OG0002167	LOC110673987|XP_021706322.1|AAEG, LOC5579217|XP_021712812.1|AAEG	LOC6530977|XP_039228567.1|DYAK
OG0002168	LOC5578905|XP_021708397.1|AAEG, LOC5571580|XP_001659788.1|AAEG	LOC6531907|XP_039228915.1|DYAK
OG0002169	LOC5568544|XP_021707598.1|AAEG	LOC6532510|XP_002093256.1|DYAK
OG0002170	LOC5572782|XP_001654181.2|AAEG	LOC6523705|XP_002099582.1|DYAK
OG0002171	LOC5579419|XP_021708592.1|AAEG	LOC6538796|XP_039232717.1|DYAK
OG0002172	LOC5568282|XP_001657979.2|AAEG, LOC110680636|XP_021712124.1|AAEG	LOC6537851|XP_002098392.1|DYAK
OG0002173	LOC5568277|XP_001657974.1|AAEG	LOC6527201|XP_002088295.1|DYAK
OG0002174	LOC110679174|XP_021708963.1|AAEG	LOC6537304|XP_002097862.1|DYAK
OG0002175	LOC5566081|XP_021708971.1|AAEG	LOC6537305|XP_002097863.1|DYAK
OG0002176	LOC110680241|XP_021711747.1|AAEG, LOC5570609|XP_001653273.1|AAEG, LOC110679314|XP_021709372.1|AAEG, LOC110681060|XP_021712517.1|AAEG	LOC6535640|XP_002096268.1|DYAK
OG0002177	LOC5573875|XP_021709949.1|AAEG, LOC5573874|XP_001654907.2|AAEG	LOC6536718|XP_002097290.1|DYAK
OG0002178	LOC110680388|XP_021711889.1|AAEG, LOC5566202|XP_021710220.1|AAEG, LOC110680809|XP_021712277.1|AAEG	LOC6538300|XP_002098827.1|DYAK
OG0002179	LOC5569456|XP_021710812.1|AAEG	LOC6538575|XP_002099097.2|DYAK
OG0002180	LOC110674011|XP_021710984.1|AAEG, LOC5574069|XP_021694277.1|AAEG	LOC6538875|XP_002099379.3|DYAK
OG0002181	LOC110681123|XP_021712582.1|AAEG, LOC110680479|XP_021711976.1|AAEG, LOC23687808|XP_021711326.1|AAEG	LOC6525926|XP_002101746.1|DYAK
OG0002182	LOC5577702|XP_021711690.1|AAEG	LOC6535980|XP_039231818.1|DYAK
OG0002183	LOC5564014|XP_001648337.2|AAEG, LOC5568461|XP_001652295.2|AAEG	LOC6530967|XP_002091805.1|DYAK
OG0002184	LOC23687633|XP_011493096.1|AAEG	LOC6537350|XP_002097907.1|DYAK
OG0002185	LOC5572727|XP_001660555.2|AAEG, LOC110680500|XP_021711993.1|AAEG	LOC6537189|XP_039231668.1|DYAK
OG0002186	LOC5567783|XP_001657684.2|AAEG	LOC6528074|XP_002089141.1|DYAK
OG0002187	LOC5571783|XP_001659922.2|AAEG	LOC6537759|XP_002098300.1|DYAK
OG0002188	LOC5571794|XP_001659928.1|AAEG, LOC110681308|XP_021712759.1|AAEG	LOC6531965|XP_002092751.1|DYAK
OG0002189	LOC5578994|XP_001664173.2|AAEG	LOC120322354|XP_039233329.1|DYAK, LOC120322241|XP_039233226.1|DYAK, LOC26535209|XP_015044760.1|DYAK
OG0002190	LOC5573374|XP_021712991.1|AAEG	LOC6538808|XP_002099321.1|DYAK
OG0002191	LOC110680462|XP_021711958.1|AAEG, LOC5573373|XP_021712993.1|AAEG	LOC6534746|XP_002095421.1|DYAK
OG0002192	LOC5577009|XP_021694395.1|AAEG, LOC5568710|XP_001652535.1|AAEG	LOC6534204|XP_002094887.1|DYAK
OG0002193	LOC5572572|XP_021713041.1|AAEG	LOC6536514|XP_002097091.1|DYAK
OG0002194	LOC5580291|XP_001662917.2|AAEG	LOC6538254|XP_002098781.1|DYAK
OG0002195	LOC5572335|XP_001654025.2|AAEG	LOC6538781|XP_002099294.2|DYAK
OG0002196	LOC5567840|XP_001657749.1|AAEG	LOC6536545|XP_002097121.1|DYAK
OG0002197	LOC5569227|XP_021713253.1|AAEG	LOC6532186|XP_002092959.1|DYAK
OG0002198	LOC110681200|XP_021712673.1|AAEG, LOC5564690|XP_021693000.1|AAEG	LOC6536001|XP_015047508.2|DYAK
OG0002199	LOC5576838|XP_001662954.2|AAEG	LOC6536184|XP_002096775.1|DYAK
OG0002200	LOC5580084|XP_001654840.2|AAEG	LOC6526003|XP_002101821.1|DYAK
OG0002202	LOC5576722|XP_021693362.1|AAEG	LOC6537006|XP_015048063.1|DYAK
OG0002203	LOC23687451|XP_021693393.1|AAEG	LOC6537301|XP_002097859.1|DYAK
OG0002204	LOC5568910|XP_001658235.3|AAEG	LOC6538612|XP_002099134.1|DYAK
OG0002205	LOC5568906|XP_001658227.1|AAEG	LOC6536934|XP_002097503.1|DYAK
OG0002206	LOC5575607|XP_001662097.2|AAEG	LOC6537789|XP_002098330.1|DYAK
OG0002207	LOC5577394|XP_021693559.1|AAEG, LOC5577396|XP_021693560.1|AAEG	LOC6538168|XP_002098696.2|DYAK
OG0002208	LOC5577397|XP_001656471.2|AAEG	LOC6538172|XP_002098700.1|DYAK
OG0002209	LOC5573438|XP_001660875.1|AAEG	LOC6524038|XP_002099908.1|DYAK
OG0002210	LOC5573431|XP_021693614.1|AAEG	LOC6537543|XP_015048405.1|DYAK
OG0002211	LOC23687928|XP_021693634.1|AAEG	LOC6536947|XP_002097516.1|DYAK
OG0002212	LOC5576199|XP_001662538.1|AAEG	LOC6535636|XP_002096264.1|DYAK
OG0002213	LOC110674166|XP_021693781.1|AAEG	LOC6536148|XP_002096749.1|DYAK
OG0002214	LOC5569692|XP_021693813.1|AAEG	LOC6537636|XP_015048450.1|DYAK
OG0002215	LOC5577633|XP_021693875.1|AAEG	LOC6537269|XP_015048241.2|DYAK
OG0002216	LOC5565144|XP_001649509.2|AAEG	LOC6538030|XP_002098565.1|DYAK
OG0002217	LOC5577581|XP_021694029.1|AAEG	LOC6537282|XP_015048256.1|DYAK
OG0002218	LOC5576138|XP_001662485.2|AAEG	LOC6524831|XP_002100673.1|DYAK
OG0002219	LOC5575228|XP_021694130.1|AAEG	LOC6536963|XP_015048031.1|DYAK
OG0002220	LOC5575226|XP_001655632.2|AAEG, LOC5575225|XP_001655631.2|AAEG	LOC6536964|XP_002097533.3|DYAK
OG0002221	LOC5566135|XP_021699107.1|AAEG	LOC6532532|XP_039230906.1|DYAK
OG0002222	LOC5566138|XP_001650497.2|AAEG	LOC6532070|XP_002092847.2|DYAK
OG0002223	LOC110680342|XP_021711853.1|AAEG	LOC6531420|XP_039228865.1|DYAK
OG0002224	LOC5566116|XP_021695406.1|AAEG	LOC6528453|XP_039227177.1|DYAK
OG0002225	LOC5579245|XP_021699518.1|AAEG, LOC5579873|XP_021695535.1|AAEG	LOC6533343|XP_002094069.2|DYAK
OG0002226	LOC5578206|XP_001656850.1|AAEG	LOC6528304|XP_002089357.1|DYAK
OG0002227	LOC5571223|XP_021695800.1|AAEG	LOC6528898|XP_039227299.1|DYAK
OG0002228	LOC5571289|XP_021695851.1|AAEG	LOC6528558|XP_002089602.1|DYAK
OG0002229	LOC5571291|XP_001653593.1|AAEG	LOC6532086|XP_015051691.1|DYAK
OG0002230	LOC5571286|XP_021695868.1|AAEG	LOC6530055|XP_002091001.1|DYAK
OG0002231	LOC5571266|XP_021695918.1|AAEG	LOC6528402|XP_002089449.1|DYAK
OG0002232	LOC5578169|XP_001663739.2|AAEG, LOC5578177|XP_021696079.1|AAEG	LOC6530715|XP_002091606.1|DYAK
OG0002233	LOC5569904|XP_001658802.1|AAEG	LOC6533892|XP_002094592.2|DYAK
OG0002235	LOC5579251|XP_021696334.1|AAEG	LOC6531612|XP_039228980.1|DYAK
OG0002236	LOC5570501|XP_001659177.2|AAEG	LOC6531949|XP_002092735.1|DYAK
OG0002237	LOC5570540|XP_021696462.1|AAEG	LOC6531964|XP_015051638.1|DYAK
OG0002238	LOC5569218|XP_021696600.1|AAEG	LOC6528330|XP_015053921.1|DYAK
OG0002239	LOC5568112|XP_001652051.1|AAEG	LOC6530074|XP_002091020.1|DYAK
OG0002240	LOC5569443|XP_021696660.1|AAEG	LOC6531591|XP_002092389.1|DYAK
OG0002241	LOC5566343|XP_001650739.2|AAEG	LOC6532559|XP_002093304.2|DYAK
OG0002243	LOC5572349|XP_001660308.1|AAEG	LOC6535793|XP_002096416.1|DYAK
OG0002244	LOC5572345|XP_021702613.1|AAEG	LOC6533657|XP_002094363.1|DYAK
OG0002245	LOC5566222|XP_021696874.1|AAEG	LOC6533366|XP_002094091.1|DYAK
OG0002246	LOC110675641|XP_021696886.1|AAEG	LOC6528332|XP_039226443.1|DYAK
OG0002247	LOC5576411|XP_001656113.1|AAEG	LOC26536030|XP_015051600.1|DYAK
OG0002248	LOC5565215|XP_001649548.1|AAEG	LOC6532950|XP_039230898.1|DYAK
OG0002249	LOC5574899|XP_001655400.1|AAEG	LOC26534760|XP_015049582.1|DYAK
OG0002250	LOC5571831|XP_021697154.1|AAEG	LOC6530732|XP_002091622.1|DYAK
OG0002251	LOC5571834|XP_021697158.1|AAEG	LOC6530734|XP_039228092.1|DYAK
OG0002252	LOC110677272|XP_021704095.1|AAEG	LOC6530751|XP_015052744.2|DYAK
OG0002253	LOC5571489|XP_001659733.2|AAEG	LOC26535160|XP_015051683.1|DYAK
OG0002254	LOC5572700|XP_001660519.2|AAEG	LOC6538655|XP_002099175.1|DYAK
OG0002255	LOC5578538|XP_001663929.2|AAEG	LOC6525190|XP_002101028.1|DYAK
OG0002256	LOC110675816|XP_021697355.1|AAEG, LOC5576646|XP_021697346.1|AAEG	LOC6529368|XP_002090373.1|DYAK
OG0002257	LOC5578231|XP_021697380.1|AAEG	LOC6529294|XP_002090299.1|DYAK
OG0002258	LOC5571390|XP_021697410.1|AAEG	LOC6533249|XP_002093975.1|DYAK
OG0002259	LOC5579062|XP_021697431.1|AAEG, LOC5579061|XP_021697430.1|AAEG, LOC5579878|XP_021697411.1|AAEG	LOC6524899|XP_002100739.1|DYAK
OG0002260	LOC5579059|XP_001657255.2|AAEG	LOC6534896|XP_002095568.2|DYAK
OG0002261	LOC5575236|XP_001656285.1|AAEG	LOC6534917|XP_002095588.1|DYAK
OG0002263	LOC5572748|XP_001660576.1|AAEG	LOC6535106|XP_002095769.1|DYAK
OG0002264	LOC5566364|XP_021697650.1|AAEG	LOC6532071|XP_002092848.1|DYAK
OG0002265	LOC5565540|XP_001649899.1|AAEG	LOC6533611|XP_002094319.1|DYAK
OG0002266	LOC5564443|XP_001648786.1|AAEG	LOC6534861|XP_015050878.1|DYAK
OG0002267	LOC5563744|XP_001648027.2|AAEG	LOC6532638|XP_002093382.1|DYAK
OG0002268	LOC5563742|XP_001648030.2|AAEG	LOC6539382|XP_002086275.1|DYAK
OG0002269	LOC110676024|XP_021698067.1|AAEG	LOC6531527|XP_002092326.1|DYAK
OG0002270	LOC5578284|XP_021698247.1|AAEG	LOC6531486|XP_039228131.1|DYAK
OG0002271	LOC5565466|XP_001649826.2|AAEG	LOC6532626|XP_015049496.1|DYAK
OG0002272	LOC110680930|XP_021712403.1|AAEG, LOC5574155|XP_001655062.1|AAEG	LOC6532418|XP_002093169.1|DYAK
OG0002273	LOC5579421|XP_021698495.1|AAEG	LOC6534555|XP_039230841.1|DYAK
OG0002274	LOC5569595|XP_021698523.1|AAEG	LOC6535120|XP_039230790.1|DYAK
OG0002275	LOC5570786|XP_021698601.1|AAEG	LOC6534360|XP_002095038.1|DYAK
OG0002276	LOC5576958|XP_021698655.1|AAEG	LOC6532383|XP_002093134.2|DYAK
OG0002277	LOC5572280|XP_021698730.1|AAEG	LOC6532376|XP_015049297.2|DYAK
OG0002278	LOC5574038|XP_021698765.1|AAEG	LOC6533058|XP_039230266.1|DYAK
OG0002279	LOC5572209|XP_001653877.1|AAEG	LOC6532591|XP_002093335.3|DYAK
OG0002280	LOC5572197|XP_021698799.1|AAEG	LOC6534398|XP_002095076.2|DYAK
OG0002281	LOC5571720|XP_001659858.1|AAEG	LOC6534409|XP_002095087.1|DYAK
OG0002282	LOC5566009|XP_021698864.1|AAEG	LOC6532811|XP_039230773.1|DYAK
OG0002283	LOC5577387|XP_021698901.1|AAEG	LOC6531844|XP_002092631.1|DYAK
OG0002284	LOC5574345|XP_001661380.1|AAEG	LOC6528525|XP_002089571.1|DYAK
OG0002285	LOC5573278|XP_001654490.2|AAEG	LOC6525457|XP_039233409.1|DYAK
OG0002286	LOC5575498|XP_001662010.2|AAEG, LOC5571748|XP_021710757.1|AAEG	LOC6531766|XP_002092553.2|DYAK
OG0002287	LOC5578128|XP_021699192.1|AAEG	LOC6531485|XP_002092284.1|DYAK
OG0002288	LOC5578126|XP_021699193.1|AAEG	LOC6532627|XP_015049497.1|DYAK
OG0002289	LOC5577139|XP_001663227.2|AAEG	LOC6532696|XP_002093438.1|DYAK
OG0002290	LOC5579143|XP_021699403.1|AAEG	LOC6527124|XP_002088217.1|DYAK
OG0002291	LOC110681084|XP_021712551.1|AAEG, LOC5575930|XP_021699441.1|AAEG	LOC6528429|XP_002089475.2|DYAK
OG0002292	LOC5570333|XP_021699483.1|AAEG	LOC6528334|XP_015054423.1|DYAK
OG0002293	LOC5563932|XP_001648253.1|AAEG	LOC6539197|XP_002086098.3|DYAK
OG0002294	LOC5566074|XP_001650442.1|AAEG	LOC6536195|XP_002096786.1|DYAK
OG0002295	LOC5569978|XP_021700031.1|AAEG	LOC6526995|XP_039226177.1|DYAK
OG0002296	LOC5574375|XP_021700085.1|AAEG	LOC6527870|XP_015052994.1|DYAK
OG0002297	LOC5569115|XP_021700161.1|AAEG	LOC6537220|XP_002097778.2|DYAK
OG0002298	LOC5579525|XP_001647834.1|AAEG	LOC6531973|XP_002092759.1|DYAK
OG0002299	LOC5574369|XP_001661404.1|AAEG	LOC6529341|XP_002090346.1|DYAK
OG0002300	LOC5568034|XP_021700205.1|AAEG	LOC6528129|XP_015053883.1|DYAK
OG0002301	LOC5571143|XP_021700266.1|AAEG	LOC6529207|XP_015052250.1|DYAK
OG0002302	LOC5575446|XP_021700365.1|AAEG	LOC6529200|XP_039229243.1|DYAK
OG0002303	LOC5563592|XP_001647928.1|AAEG, LOC5575450|XP_001661966.1|AAEG	LOC6523820|XP_002099695.1|DYAK
OG0002304	LOC5569376|XP_021700462.1|AAEG	LOC6528277|XP_002089330.1|DYAK
OG0002305	LOC5569504|XP_001658589.2|AAEG	LOC6534792|XP_002095464.1|DYAK
OG0002306	LOC5576949|XP_021700496.1|AAEG	LOC6527736|XP_002088819.1|DYAK
OG0002307	LOC5564174|XP_021700568.1|AAEG	LOC6526464|XP_039227768.1|DYAK
OG0002308	LOC5572923|XP_001654258.2|AAEG	LOC6527872|XP_002088944.1|DYAK
OG0002309	LOC5571735|XP_001659877.1|AAEG	LOC6528161|XP_015054450.1|DYAK
OG0002310	LOC110680434|XP_021711924.1|AAEG, LOC110675178|XP_021695265.1|AAEG, LOC5568762|XP_021695264.1|AAEG	LOC6529232|XP_002090238.1|DYAK
OG0002311	LOC5566252|XP_021700959.1|AAEG	LOC6529747|XP_039229294.1|DYAK
OG0002312	LOC5566254|XP_001650631.2|AAEG, LOC110680445|XP_021711931.1|AAEG	LOC6527489|XP_039226509.1|DYAK
OG0002313	LOC5564484|XP_001648831.2|AAEG	LOC6530404|XP_015051950.1|DYAK
OG0002314	LOC5564514|XP_001648842.1|AAEG	LOC6528614|XP_002089657.1|DYAK
OG0002315	LOC5571665|XP_001653751.2|AAEG, LOC5564483|XP_001648851.1|AAEG	LOC6530204|XP_002091142.1|DYAK
OG0002316	LOC5576571|XP_001662757.1|AAEG	LOC6527226|XP_002088320.1|DYAK
OG0002317	LOC5566525|XP_021701161.1|AAEG	LOC6534172|XP_015050490.1|DYAK
OG0002318	LOC5571653|XP_001653740.1|AAEG	LOC6529609|XP_002090603.1|DYAK
OG0002319	LOC5571644|XP_001653735.2|AAEG	LOC6527464|XP_002088555.1|DYAK
OG0002320	LOC110681281|XP_021712740.1|AAEG, LOC5574482|XP_001655142.1|AAEG	LOC6530716|XP_002091607.1|DYAK
OG0002321	LOC5574485|XP_001655146.1|AAEG	LOC6530164|XP_002091106.2|DYAK
OG0002322	LOC110680564|XP_021712042.1|AAEG, LOC5573861|XP_001654892.1|AAEG	LOC6529217|XP_002090224.1|DYAK
OG0002323	LOC5578966|XP_001664143.2|AAEG	LOC6529246|XP_002090252.1|DYAK
OG0002324	LOC5578757|XP_001657125.1|AAEG	LOC6534914|XP_015050925.1|DYAK
OG0002325	LOC5568890|XP_021701464.1|AAEG	LOC6533644|XP_015050198.1|DYAK
OG0002326	LOC5571215|XP_021701465.1|AAEG	LOC6533645|XP_015050200.1|DYAK
OG0002327	LOC5570471|XP_021701473.1|AAEG	LOC26534581|XP_015047853.1|DYAK
OG0002328	LOC5566092|XP_021701509.1|AAEG	LOC6529777|XP_002090761.1|DYAK
OG0002329	LOC5566511|XP_021701514.1|AAEG	LOC6526387|XP_002087506.1|DYAK
OG0002330	LOC5576426|XP_001662634.2|AAEG	LOC6526389|XP_002087508.1|DYAK
OG0002331	LOC5565281|XP_021701536.1|AAEG	LOC6525854|XP_002101674.1|DYAK
OG0002332	LOC5569339|XP_021701616.1|AAEG	LOC6533454|XP_002094165.1|DYAK
OG0002333	LOC5564477|XP_021701636.1|AAEG	LOC6532131|XP_002092907.2|DYAK
OG0002334	LOC5566251|XP_021701697.1|AAEG	LOC6528109|XP_002089176.1|DYAK
OG0002335	LOC5566660|XP_021701733.1|AAEG	LOC6528669|XP_002089711.2|DYAK
OG0002336	LOC5579210|XP_021701833.1|AAEG	LOC6534992|XP_002095662.2|DYAK
OG0002337	LOC5569047|XP_021701849.1|AAEG	LOC6528772|XP_002089806.2|DYAK
OG0002338	LOC5569036|XP_021701860.1|AAEG	LOC6526970|XP_002088066.1|DYAK
OG0002339	LOC5566648|XP_021701909.1|AAEG	LOC6526683|XP_015053293.1|DYAK
OG0002340	LOC5576505|XP_021701921.1|AAEG	LOC6527323|XP_015053657.1|DYAK
OG0002341	LOC5577105|XP_001663197.2|AAEG	LOC6528856|XP_002089888.1|DYAK
OG0002342	LOC5577563|XP_021701939.1|AAEG	LOC6527582|XP_039226729.1|DYAK
OG0002343	LOC110676862|XP_021701997.1|AAEG	LOC6527598|XP_002088686.2|DYAK
OG0002344	LOC5578960|XP_021702009.1|AAEG	LOC6539147|XP_039227262.1|DYAK
OG0002345	LOC110680430|XP_021711920.1|AAEG, LOC5573395|XP_001654562.1|AAEG	LOC6528500|XP_002089546.1|DYAK
OG0002346	LOC5573393|XP_001654564.2|AAEG	LOC6527000|XP_015053563.1|DYAK
OG0002347	LOC5572179|XP_001660269.1|AAEG	LOC6530177|XP_039229348.1|DYAK
OG0002348	LOC5573070|XP_001660705.2|AAEG	LOC6527695|XP_002088779.1|DYAK
OG0002349	LOC23687521|XP_011493451.1|AAEG	LOC26536309|XP_015054727.1|DYAK
OG0002350	LOC5570831|XP_001653338.1|AAEG	LOC6528499|XP_002089545.1|DYAK
OG0002351	LOC5577606|XP_001656600.1|AAEG	LOC6530119|XP_002091065.1|DYAK
OG0002352	LOC5573506|XP_021702245.1|AAEG	LOC6530036|XP_002090982.1|DYAK
OG0002353	LOC110676915|XP_021702417.1|AAEG, LOC5572432|XP_001660373.2|AAEG	LOC6540552|XP_002087342.2|DYAK
OG0002354	LOC5572464|XP_001660411.1|AAEG	LOC26535576|XP_015054641.1|DYAK, LOC6527802|XP_039227119.1|DYAK
OG0002355	LOC5577427|XP_021702663.1|AAEG	LOC6539240|XP_002086139.2|DYAK
OG0002356	LOC5572791|XP_001654193.2|AAEG	LOC6529553|XP_002090550.1|DYAK
OG0002357	LOC5572792|XP_001654191.2|AAEG	LOC6537292|XP_002097850.1|DYAK
OG0002358	LOC5570686|XP_021702711.1|AAEG	LOC6527985|XP_002089052.1|DYAK
OG0002359	LOC5575512|XP_001655769.1|AAEG	LOC6524299|XP_002100158.2|DYAK
OG0002360	LOC5577547|XP_001656563.1|AAEG	LOC6530319|XP_002091246.1|DYAK
OG0002361	LOC5577919|XP_001656704.1|AAEG	LOC6534872|XP_002095544.1|DYAK
OG0002362	LOC5575842|XP_021702943.1|AAEG	LOC6526927|XP_015053515.1|DYAK
OG0002363	LOC110680404|XP_021711898.1|AAEG, LOC5573819|XP_001661064.2|AAEG	LOC6526968|XP_002088064.1|DYAK
OG0002364	LOC5573818|XP_021702978.1|AAEG	LOC6526966|XP_039226223.1|DYAK
OG0002365	LOC5573817|XP_021702998.1|AAEG	LOC6526964|XP_002088060.1|DYAK
OG0002366	LOC5568933|XP_001658255.2|AAEG	LOC6527628|XP_002088716.2|DYAK
OG0002367	LOC5573178|XP_021703282.1|AAEG	LOC6526508|XP_002087619.1|DYAK
OG0002368	LOC5578839|XP_021703324.1|AAEG	LOC6528068|XP_002089135.1|DYAK
OG0002369	LOC5573932|XP_021703372.1|AAEG	LOC6530134|XP_002091080.1|DYAK
OG0002370	LOC5569882|XP_021703464.1|AAEG	LOC6528185|XP_002089248.2|DYAK
OG0002371	LOC110677096|XP_021703473.1|AAEG	LOC6528183|XP_002089246.1|DYAK
OG0002372	LOC110675253|XP_021695392.1|AAEG, LOC110681274|XP_021712734.1|AAEG, LOC5568083|XP_021695393.1|AAEG	LOC6526801|XP_039226537.1|DYAK
OG0002373	LOC110677914|XP_021705594.1|AAEG, LOC5564878|XP_001649236.1|AAEG	LOC6529529|XP_002090531.1|DYAK
OG0002374	LOC5569774|XP_021704068.1|AAEG	LOC6538623|XP_015048928.1|DYAK
OG0002375	LOC5567894|XP_021710638.1|AAEG	LOC6535989|XP_002096604.1|DYAK
OG0002376	LOC5570318|XP_001653144.1|AAEG	LOC6527011|XP_002088106.1|DYAK
OG0002377	LOC5570225|XP_001659004.1|AAEG, LOC110680233|XP_021711740.1|AAEG	LOC6535411|XP_002096060.1|DYAK
OG0002378	LOC5579024|XP_001664205.1|AAEG	LOC6533960|XP_002094660.1|DYAK
OG0002379	LOC5572836|XP_021710372.1|AAEG	LOC6529409|XP_002090414.1|DYAK
OG0002380	LOC5578643|XP_001663981.1|AAEG	LOC6524009|XP_015045430.1|DYAK
OG0002381	LOC5576653|XP_001656190.1|AAEG	LOC6530350|XP_002091277.1|DYAK
OG0002382	LOC5576668|XP_021708017.1|AAEG	LOC6525292|XP_002101128.1|DYAK
OG0002383	LOC5567639|XP_001651832.2|AAEG	LOC6532438|XP_002093185.1|DYAK
OG0002384	LOC5570773|XP_001659363.2|AAEG	LOC6524451|XP_015045707.1|DYAK
OG0002386	LOC110680574|XP_021712048.1|AAEG, LOC5577684|XP_021705431.1|AAEG	LOC6535740|XP_002096363.1|DYAK
OG0002387	LOC5571231|XP_021707001.1|AAEG	LOC6537856|XP_015048547.1|DYAK
OG0002388	LOC5573963|XP_021709631.1|AAEG	LOC6537217|XP_002097775.2|DYAK
OG0002389	LOC5570243|XP_001659022.1|AAEG	LOC6537877|XP_002098418.1|DYAK
OG0002390	LOC5573084|XP_001660716.2|AAEG	LOC6527171|XP_002088265.1|DYAK
OG0002391	LOC5567679|XP_021710468.1|AAEG	LOC6531657|XP_002092454.1|DYAK
OG0002392	LOC5569951|XP_021705381.1|AAEG, LOC110679141|XP_021708886.1|AAEG	LOC6533023|XP_015049779.1|DYAK
OG0002393	LOC5567391|XP_001651793.1|AAEG	LOC6534442|XP_002095119.1|DYAK
OG0002394	LOC5567399|XP_021704785.1|AAEG	LOC6538492|XP_015048887.1|DYAK
OG0002395	LOC5569257|XP_021710071.1|AAEG	LOC6536579|XP_039231214.1|DYAK
OG0002396	LOC5579179|XP_001664274.1|AAEG	LOC6530507|XP_015052692.1|DYAK
OG0002397	LOC5566175|XP_001650523.1|AAEG	LOC6529110|XP_002090123.1|DYAK
OG0002398	LOC5570976|XP_021710337.1|AAEG	LOC6525234|XP_002101072.2|DYAK
OG0002399	LOC5576189|XP_021708650.1|AAEG	LOC6529080|XP_002090093.1|DYAK
OG0002400	LOC5574224|XP_001661274.3|AAEG	LOC6531632|XP_002092429.2|DYAK
OG0002401	LOC5579277|XP_021707204.1|AAEG	LOC6523699|XP_002099576.1|DYAK
OG0002402	LOC5564866|XP_021711005.1|AAEG	LOC6537081|XP_002097642.2|DYAK
OG0002403	LOC5564863|XP_021704848.1|AAEG	LOC6537080|XP_002097641.1|DYAK
OG0002404	LOC5575190|XP_001655573.2|AAEG	LOC6535249|XP_002095905.1|DYAK
OG0002405	LOC5567058|XP_021706909.1|AAEG	LOC6535404|XP_002096053.1|DYAK
OG0002406	LOC5566937|XP_001651352.1|AAEG	LOC6539324|XP_002086216.1|DYAK
OG0002407	LOC5572556|XP_021708614.1|AAEG	LOC6539029|XP_002099531.1|DYAK
OG0002408	LOC5572568|XP_021704559.1|AAEG, LOC5572566|XP_001654082.2|AAEG	LOC6535417|XP_002096066.1|DYAK
OG0002409	LOC5580151|XP_001655292.1|AAEG	LOC6534097|XP_039230478.1|DYAK
OG0002410	LOC110678703|XP_021707609.1|AAEG, LOC110678702|XP_021707608.1|AAEG	LOC6535726|XP_039231406.1|DYAK
OG0002411	LOC5567581|XP_001651824.1|AAEG	LOC6536303|XP_002096887.1|DYAK
OG0002412	LOC5567583|XP_001651826.2|AAEG	LOC26534951|XP_015044780.2|DYAK
OG0002413	LOC5574866|XP_021709482.1|AAEG	LOC6524064|XP_002099933.1|DYAK
OG0002414	LOC5568498|XP_001652320.1|AAEG	LOC6532343|XP_002093103.1|DYAK
OG0002415	LOC5576000|XP_021704716.1|AAEG	LOC6536783|XP_015047950.1|DYAK
OG0002416	LOC110679713|XP_021711071.1|AAEG	LOC6523720|XP_039233076.1|DYAK
OG0002417	LOC110678397|XP_021706925.1|AAEG, LOC110680763|XP_021712243.1|AAEG	LOC6526260|XP_002087382.1|DYAK
OG0002418	LOC5573880|XP_021710256.1|AAEG	LOC26536186|XP_039232837.1|DYAK
OG0002419	LOC5575798|XP_021711316.1|AAEG, LOC5572132|XP_021704323.1|AAEG	LOC6524244|XP_002100107.1|DYAK
OG0002420	LOC5575813|XP_021705457.1|AAEG	LOC6532813|XP_002093550.2|DYAK
OG0002421	LOC5563968|XP_001648274.2|AAEG	LOC6538721|XP_002099236.1|DYAK
OG0002422	LOC110681313|XP_021712763.1|AAEG, LOC5571585|XP_021704754.1|AAEG	LOC6535969|XP_015047482.2|DYAK
OG0002423	LOC5568659|XP_021704951.1|AAEG	LOC6533673|XP_002094379.1|DYAK
OG0002424	LOC5577309|XP_001663344.1|AAEG, LOC5567163|XP_021710111.1|AAEG	LOC6523694|XP_002099572.1|DYAK
OG0002425	LOC5567157|XP_001651586.1|AAEG	LOC6524846|XP_002100686.2|DYAK
OG0002426	LOC5577356|XP_021705993.1|AAEG	LOC6532295|XP_002093055.1|DYAK
OG0002427	LOC110678808|XP_021707902.1|AAEG, LOC5577360|XP_001656438.1|AAEG	LOC6523700|XP_002099577.1|DYAK
OG0002428	LOC5574165|XP_021709047.1|AAEG	LOC6525155|XP_002100993.2|DYAK
OG0002429	LOC5578296|XP_021706738.1|AAEG	LOC6533478|XP_039230863.1|DYAK
OG0002430	LOC5564781|XP_001649136.1|AAEG	LOC6528410|XP_002089456.1|DYAK
