Orthogroup	AAEG.longest_only	AEAL.longest_only
OG0001506	LOC5579656|XP_001648130.1|AAEG	LOC109422324|XP_019552558.1|AEAL
OG0001507	LOC5577138|XP_001663226.2|AAEG	LOC109418584|XP_029712914.1|AEAL, LOC109417164|XP_029713533.1|AEAL
OG0001507	LOC5577136|XP_021711247.1|AAEG	LOC115253576|XP_029713071.1|AEAL, LOC109410103|XP_029731353.1|AEAL
OG0001508	LOC5572364|XP_021707113.1|AAEG	LOC109431051|XP_029721515.1|AEAL
OG0001508	LOC5572361|XP_021706133.1|AAEG	LOC109411570|XP_029721518.1|AEAL
OG0001509	LOC5577412|XP_021707793.1|AAEG	LOC115262720|XP_029721269.1|AEAL, LOC109413623|XP_029721350.1|AEAL, LOC109401297|XP_029721354.1|AEAL, LOC115262821|XP_029721574.1|AEAL
OG0001510	LOC5577178|XP_001663266.1|AAEG	LOC109424709|XP_019555409.1|AEAL
OG0001511	LOC5574953|XP_001655423.2|AAEG	LOC115258394|XP_029714347.1|AEAL, LOC109412053|XP_019541243.2|AEAL
OG0001512	LOC5564136|XP_021711114.1|AAEG	LOC109407671|XP_019536370.2|AEAL, LOC109425940|XP_019556891.1|AEAL
OG0001513	LOC5564135|XP_021711115.1|AAEG	LOC109425937|XP_029731885.1|AEAL, LOC109407616|XP_029731957.1|AEAL
OG0001514	LOC110680440|XP_021711929.1|AAEG	LOC115260867|XP_029718059.1|AEAL, LOC109410328|XP_029713210.1|AEAL, LOC115264076|XP_029723242.1|AEAL, LOC109423641|XP_029723960.1|AEAL, LOC115269101|XP_029733346.1|AEAL, LOC115259814|XP_029716483.1|AEAL, LOC115261627|XP_029719393.1|AEAL, LOC115260244|XP_029717034.1|AEAL, LOC115258489|XP_029714464.1|AEAL, LOC115264293|XP_029723823.1|AEAL, LOC115254425|XP_029707775.1|AEAL, LOC115264305|XP_029723834.1|AEAL, LOC115258477|XP_029714452.1|AEAL, LOC115257004|XP_029712095.1|AEAL, LOC115269633|XP_029734323.1|AEAL, LOC115263670|XP_029722735.1|AEAL, LOC115257002|XP_029712094.1|AEAL, LOC115269093|XP_029733306.1|AEAL, LOC115258037|XP_029713893.1|AEAL, LOC109401447|XP_019529549.2|AEAL, LOC115264960|XP_029725011.1|AEAL, LOC109402638|XP_019530891.2|AEAL, LOC115263647|XP_029722710.1|AEAL, LOC115261992|XP_029719786.1|AEAL, LOC115259749|XP_029716397.1|AEAL, LOC115260551|XP_029717326.1|AEAL
OG0001533	LOC110678890|XP_021708164.1|AAEG, LOC110680692|XP_021712178.1|AAEG	LOC115266943|XP_029729518.1|AEAL, LOC115270431|XP_029736013.1|AEAL, LOC109422945|XP_029736014.1|AEAL, LOC115270433|XP_029736016.1|AEAL
OG0001533	LOC110678001|XP_021705992.1|AAEG, LOC110680324|XP_021711842.1|AAEG, LOC110677126|XP_021703565.1|AAEG	LOC115264504|XP_029724108.1|AEAL, LOC115254334|XP_029707619.1|AEAL, LOC109401868|XP_029731995.1|AEAL
OG0001533	LOC110678464|XP_021707114.1|AAEG	LOC115258515|XP_029714499.1|AEAL, LOC115268843|XP_029732878.1|AEAL, LOC115258151|XP_029714067.1|AEAL, LOC109428733|XP_029714068.1|AEAL
OG0001533	LOC110679584|XP_021710376.1|AAEG, LOC110678719|XP_021707649.1|AAEG, LOC110676870|XP_021702044.1|AAEG, LOC110680306|XP_021711833.1|AAEG, LOC110677232|XP_021703992.1|AAEG, LOC110679886|XP_021711652.1|AAEG, LOC110679620|XP_021710615.1|AAEG	LOC115265764|XP_029727572.1|AEAL, LOC109429887|XP_029713598.1|AEAL, LOC115256169|XP_029710290.1|AEAL
OG0001534	LOC5576274|XP_021698681.1|AAEG	LOC109406973|XP_029711461.1|AEAL, LOC109397845|XP_029708045.1|AEAL
OG0001535	LOC5573532|XP_001660923.1|AAEG	LOC109424608|XP_029710637.1|AEAL
OG0001535	LOC5573526|XP_001660924.2|AAEG	LOC115262319|XP_029720579.1|AEAL
OG0001536	LOC5571801|XP_001659936.2|AAEG	LOC109427471|XP_029711546.1|AEAL, LOC115269370|XP_029733898.1|AEAL, LOC109427473|XP_029711002.1|AEAL
OG0001536	LOC5571804|XP_001659938.2|AAEG	LOC115253659|XP_029710748.1|AEAL, LOC115253538|XP_029733910.1|AEAL, LOC109427541|XP_029711444.1|AEAL
OG0001537	LOC5569210|XP_021712922.1|AAEG, LOC5572386|XP_001654033.1|AAEG	LOC109422124|XP_019552302.1|AEAL
OG0001538	LOC5572541|XP_001660472.2|AAEG	LOC109409457|XP_029713919.1|AEAL
OG0001538	LOC5572547|XP_001660470.2|AAEG	LOC109415318|XP_029713921.1|AEAL, LOC115256851|XP_029711751.1|AEAL
OG0001539	LOC5572544|XP_001660468.2|AAEG	LOC115256829|XP_029711671.1|AEAL, LOC109409459|XP_019538447.2|AEAL
OG0001541	LOC5570420|XP_021698756.1|AAEG	LOC109432987|XP_029714335.1|AEAL
OG0001542	LOC5570412|XP_021698827.1|AAEG	LOC109432944|XP_029714329.1|AEAL, LOC115269571|XP_029734248.1|AEAL, LOC109397712|XP_029716564.1|AEAL
OG0001543	LOC5572005|XP_021698953.1|AAEG	LOC109432961|XP_019564857.2|AEAL, LOC109397692|XP_029734238.1|AEAL
OG0001544	LOC5569250|XP_021701420.1|AAEG	LOC109422996|XP_029717474.1|AEAL, LOC115260601|XP_029717475.1|AEAL
OG0001545	LOC110677176|XP_021703744.1|AAEG	LOC109427791|XP_029729833.1|AEAL, LOC109406902|XP_019535453.2|AEAL
OG0001546	LOC110677186|XP_021703764.1|AAEG	LOC115260715|XP_029717799.1|AEAL, LOC109427786|XP_029729830.1|AEAL
OG0001546	LOC5573557|XP_021703756.1|AAEG	LOC115267137|XP_029729838.1|AEAL, LOC115267133|XP_029729831.1|AEAL
OG0001547	LOC5571510|XP_021704100.1|AAEG	LOC109427728|XP_029716999.1|AEAL, LOC109431385|XP_029717824.1|AEAL
OG0001548	LOC5575287|XP_021706174.1|AAEG	LOC109431598|XP_019563381.1|AEAL
OG0001549	LOC5566809|XP_021702575.1|AAEG	LOC109402113|XP_019530282.2|AEAL
OG0001549	LOC110678344|XP_021706791.1|AAEG	LOC109430926|XP_019562584.2|AEAL, LOC109412105|XP_029733708.1|AEAL
OG0001549	LOC5566990|XP_021701099.1|AAEG	LOC109429391|XP_029729535.1|AEAL
OG0001550	LOC5564415|XP_001648761.2|AAEG	LOC109623011|XP_019933027.1|AEAL, LOC109419637|XP_029712316.1|AEAL
OG0001551	LOC5567762|XP_021709084.1|AAEG	LOC115263679|XP_029722750.1|AEAL, LOC109397268|XP_029722745.1|AEAL, LOC115263681|XP_029722757.1|AEAL, LOC109423221|XP_029712009.1|AEAL
OG0001552	LOC5574592|XP_001655215.2|AAEG	LOC109432145|XP_019563994.2|AEAL
OG0001553	LOC5568864|XP_001652590.1|AAEG	LOC109404451|XP_029719047.1|AEAL, LOC109406334|XP_029719131.1|AEAL
OG0001554	LOC5567768|XP_001657668.2|AAEG	LOC109430398|XP_029722982.1|AEAL, LOC115254802|XP_029708343.1|AEAL
OG0001555	LOC5565322|XP_021702534.1|AAEG	LOC109419749|XP_029708619.1|AEAL
OG0001555	LOC5571781|XP_021712616.1|AAEG, LOC110681298|XP_021712752.1|AAEG	LOC109410077|XP_029712726.1|AEAL, LOC109430219|XP_029712739.1|AEAL
OG0001556	LOC5578988|XP_021712982.1|AAEG, LOC5565133|XP_001649476.1|AAEG	LOC109405167|XP_019533732.2|AEAL
OG0001557	LOC5568719|XP_021713154.1|AAEG	LOC109402353|XP_019530567.2|AEAL, LOC109416919|XP_029715829.1|AEAL
OG0001557	LOC5567579|XP_021707137.1|AAEG	LOC109424039|XP_029733671.1|AEAL, LOC115253440|XP_029727687.1|AEAL, LOC115266033|XP_029727695.1|AEAL
OG0001558	LOC110680582|XP_021712070.1|AAEG, LOC5568723|XP_021713166.1|AAEG, LOC110680882|XP_021712364.1|AAEG	LOC109402361|XP_019530572.2|AEAL, LOC109416954|XP_029716316.1|AEAL
OG0001559	LOC5576290|XP_021713171.1|AAEG	LOC115254037|XP_029715998.1|AEAL, LOC115260406|XP_029717220.1|AEAL, LOC109425509|XP_029716263.1|AEAL, LOC115259442|XP_029715876.1|AEAL, LOC115259446|XP_029715880.1|AEAL
OG0001560	LOC5571521|XP_021692958.1|AAEG	LOC109425486|XP_029715755.1|AEAL, LOC109398989|XP_029732546.1|AEAL
OG0001561	LOC5566484|XP_001650872.2|AAEG	LOC109429292|XP_029716173.1|AEAL, LOC115259577|XP_029716152.1|AEAL, LOC109398222|XP_029716249.1|AEAL
OG0001562	LOC5575241|XP_001655653.2|AAEG	LOC115270143|XP_029735109.1|AEAL, LOC109408085|XP_019536849.2|AEAL
OG0001564	LOC5563715|XP_021693227.1|AAEG	LOC109414942|XP_029715984.1|AEAL
OG0001564	LOC5563709|XP_021693231.1|AAEG	LOC109414936|XP_029721699.1|AEAL, LOC109623069|XP_029716157.1|AEAL
OG0001565	LOC5568915|XP_021693421.1|AAEG	LOC115267371|XP_029730218.1|AEAL, LOC115267361|XP_029730191.1|AEAL
OG0001566	LOC5573433|XP_021693607.1|AAEG	LOC115264136|XP_029723361.1|AEAL, LOC109398578|XP_019526511.1|AEAL
OG0001567	LOC110674687|XP_021694425.1|AAEG	LOC109402927|XP_019531211.2|AEAL, LOC109416104|XP_019545619.2|AEAL, LOC115264346|XP_029723871.1|AEAL
OG0001568	LOC5577645|XP_021693829.1|AAEG	LOC109415708|XP_029723856.1|AEAL, LOC109402915|XP_029722660.1|AEAL, LOC109416065|XP_029722659.1|AEAL
OG0001569	LOC5577638|XP_001656636.2|AAEG	LOC109416056|XP_019545562.2|AEAL
OG0001571	LOC5567816|XP_021695569.1|AAEG	LOC109404744|XP_029726152.1|AEAL
OG0001571	LOC5567760|XP_021701214.1|AAEG, LOC110681398|XP_021712833.1|AAEG	LOC109419083|XP_029729401.1|AEAL
OG0001572	LOC5570664|XP_001659257.1|AAEG	LOC109622523|XP_019932450.2|AEAL, LOC109409029|XP_019537990.2|AEAL
OG0001572	LOC5570661|XP_001659256.2|AAEG	LOC109622524|XP_029716654.1|AEAL, LOC109409041|XP_019538007.1|AEAL
OG0001573	LOC5565109|XP_021696153.1|AAEG	LOC115264451|XP_029724005.1|AEAL, LOC109399288|XP_019527271.2|AEAL
OG0001574	LOC5572893|XP_001654247.1|AAEG	LOC109429069|XP_029726546.1|AEAL
OG0001575	LOC5566212|XP_021696849.1|AAEG	LOC109409967|XP_029725816.1|AEAL, LOC109420227|XP_029717036.1|AEAL
OG0001576	LOC5578812|XP_001657176.1|AAEG	LOC115254213|XP_029732527.1|AEAL, LOC109426722|XP_019557810.2|AEAL, LOC109417979|XP_019547668.2|AEAL
OG0001576	LOC5572040|XP_001660148.2|AAEG	LOC109398203|XP_029719587.1|AEAL
OG0001577	LOC5565563|XP_021697730.1|AAEG	LOC115253479|XP_029735167.1|AEAL, LOC109413467|XP_019542687.2|AEAL
OG0001578	LOC5574933|XP_001661731.2|AAEG	LOC109400664|XP_019528693.2|AEAL, LOC109399403|XP_019527386.2|AEAL
OG0001579	LOC5571186|XP_001653502.2|AAEG	LOC109400727|XP_019528768.2|AEAL, LOC115270004|XP_029734781.1|AEAL, LOC109402729|XP_029710412.1|AEAL
OG0001580	LOC5569161|XP_021698161.1|AAEG	LOC115253588|XP_029718179.1|AEAL, LOC109422538|XP_029734653.1|AEAL
OG0001581	LOC5564093|XP_021698438.1|AAEG	LOC109416404|XP_029722240.1|AEAL, LOC109407423|XP_029722334.1|AEAL
OG0001582	LOC5571407|XP_001653659.2|AAEG	LOC109430913|XP_019562562.2|AEAL, LOC115253853|XP_029721974.1|AEAL
OG0001583	LOC5566023|XP_021698931.1|AAEG	LOC115270462|XP_029736054.1|AEAL, LOC115254265|XP_029736053.1|AEAL, LOC109404342|XP_019532732.2|AEAL, LOC109399486|XP_029736051.1|AEAL
OG0001584	LOC5578855|XP_001664062.1|AAEG	LOC109424272|XP_019554908.2|AEAL, LOC109428708|XP_029735275.1|AEAL, LOC115270166|XP_029735261.1|AEAL
OG0001585	LOC110676299|XP_021699356.1|AAEG, LOC5578022|XP_021704564.1|AAEG	LOC115253738|XP_029723021.1|AEAL, LOC109399713|XP_029722989.1|AEAL
OG0001586	LOC5570327|XP_021699512.1|AAEG	LOC115270291|XP_029735498.1|AEAL, LOC109430628|XP_029735523.1|AEAL, LOC109423770|XP_019554322.2|AEAL
OG0001587	LOC23687759|XP_021699543.1|AAEG	LOC109414257|XP_029735555.1|AEAL, LOC109423750|XP_029735576.1|AEAL
OG0001588	LOC5572049|XP_001660155.1|AAEG	LOC109398173|XP_029728531.1|AEAL
OG0001589	LOC5569987|XP_021700011.1|AAEG	LOC109621778|XP_029732849.1|AEAL, LOC115268824|XP_029732851.1|AEAL
OG0001591	LOC5579514|XP_021700145.1|AAEG	LOC109621324|XP_029728256.1|AEAL
OG0001592	LOC5569496|XP_021700469.1|AAEG	LOC115258222|XP_029714157.1|AEAL, LOC109622886|XP_029714152.1|AEAL
OG0001593	LOC5569501|XP_021700473.1|AAEG	LOC109622884|XP_019932896.2|AEAL, LOC115258143|XP_029714051.1|AEAL
OG0001594	LOC5576948|XP_021700494.1|AAEG	LOC109622862|XP_029713874.1|AEAL
OG0001595	LOC5578360|XP_021700530.1|AAEG	LOC109412019|XP_029713367.1|AEAL, LOC115253600|XP_029720691.1|AEAL
OG0001596	LOC5570924|XP_021700598.1|AAEG	LOC109401373|XP_019529448.2|AEAL
OG0001597	LOC110676562|XP_021700652.1|AAEG	LOC109432887|XP_019564798.1|AEAL, LOC115257139|XP_029712384.1|AEAL, LOC109401424|XP_019529521.1|AEAL
OG0001598	LOC5570897|XP_021700673.1|AAEG	LOC109432877|XP_029712246.1|AEAL
OG0001599	LOC5572929|XP_001654264.1|AAEG	LOC115256862|XP_029711787.1|AEAL, LOC109401377|XP_029712007.1|AEAL
OG0001599	LOC5572930|XP_001654265.1|AAEG	LOC115256865|XP_029711804.1|AEAL, LOC109432892|XP_029709597.1|AEAL
OG0001600	LOC5573643|XP_021700871.1|AAEG	LOC109420894|XP_029724977.1|AEAL
OG0001601	LOC5572640|XP_001654136.1|AAEG	LOC109433084|XP_019565020.1|AEAL
OG0001602	LOC5572642|XP_001654141.2|AAEG	LOC109420147|XP_019550010.2|AEAL, LOC115261802|XP_029719550.1|AEAL
OG0001603	LOC5564850|XP_021695270.1|AAEG	LOC109414044|XP_019543328.2|AEAL
OG0001603	LOC5564834|XP_001649171.2|AAEG	LOC109414021|XP_019543299.2|AEAL
OG0001604	LOC5564487|XP_001648846.1|AAEG	LOC109425135|XP_019555911.1|AEAL
OG0001605	LOC5564503|XP_021701082.1|AAEG	LOC109425134|XP_019555908.2|AEAL
OG0001606	LOC5566522|XP_001650915.1|AAEG	LOC109429377|XP_019560821.1|AEAL
OG0001607	LOC5574484|XP_001655145.1|AAEG	LOC109419105|XP_019548872.1|AEAL, LOC109409321|XP_029714954.1|AEAL, LOC115258719|XP_029714931.1|AEAL
OG0001608	LOC5573863|XP_001654894.1|AAEG	LOC109419520|XP_019549278.2|AEAL, LOC109409303|XP_029718146.1|AEAL, LOC115258927|XP_029715300.1|AEAL
OG0001609	LOC5568884|XP_021701480.1|AAEG	LOC109398729|XP_029714920.1|AEAL, LOC109398673|XP_029714929.1|AEAL, LOC109404922|XP_029725170.1|AEAL
OG0001610	LOC5569343|XP_001658432.1|AAEG	LOC115258726|XP_029714948.1|AEAL, LOC109407249|XP_019535801.2|AEAL, LOC109414319|XP_029714568.1|AEAL
OG0001611	LOC110680619|XP_021712109.1|AAEG, LOC5564671|XP_001649019.1|AAEG	LOC115258142|XP_029714046.1|AEAL, LOC109420908|XP_019550933.1|AEAL, LOC115257979|XP_029713809.1|AEAL, LOC109412694|XP_029714041.1|AEAL
OG0001612	LOC5563775|XP_001648054.1|AAEG	LOC109428206|XP_019559821.2|AEAL
OG0001612	LOC5563773|XP_001648053.1|AAEG	LOC109417730|XP_029709162.1|AEAL
OG0001613	LOC5570616|XP_021702082.1|AAEG	LOC109417765|XP_019547453.1|AEAL, LOC109420005|XP_019549839.2|AEAL
OG0001614	LOC5572013|XP_001660121.2|AAEG	LOC115255480|XP_029709465.1|AEAL, LOC115255482|XP_029709468.1|AEAL, LOC109419396|XP_029709464.1|AEAL
OG0001614	LOC5576817|XP_021702116.1|AAEG	LOC115255255|XP_029709061.1|AEAL, LOC109419402|XP_029709066.1|AEAL, LOC115255253|XP_029709059.1|AEAL
OG0001615	LOC5572431|XP_021702419.1|AAEG	LOC109420624|XP_019550528.2|AEAL
OG0001616	LOC5573821|XP_021702976.1|AAEG	LOC109423882|XP_029727241.1|AEAL, LOC109404803|XP_029727277.1|AEAL
OG0001617	LOC5568922|XP_021703195.1|AAEG	LOC109421516|XP_019551572.2|AEAL
OG0001618	LOC5573901|XP_021703341.1|AAEG	LOC109421337|XP_029726923.1|AEAL, LOC109432435|XP_029727064.1|AEAL
OG0001618	LOC5571476|XP_021706414.1|AAEG	LOC115261817|XP_029719569.1|AEAL, LOC109405709|XP_029719580.1|AEAL
OG0001619	LOC5566978|XP_001651398.1|AAEG	LOC109621384|XP_029732568.1|AEAL, LOC115268607|XP_029732592.1|AEAL
OG0001620	LOC5572053|XP_001653822.1|AAEG	LOC109402269|XP_019530468.1|AEAL
OG0001621	LOC5572062|XP_001653826.2|AAEG	LOC109415860|XP_019545354.2|AEAL
OG0001622	LOC5572078|XP_021703583.1|AAEG	LOC109416800|XP_029720044.1|AEAL
OG0001622	LOC5566371|XP_021709853.1|AAEG	LOC109419134|XP_029722942.1|AEAL, LOC115263283|XP_029722278.1|AEAL
OG0001623	LOC5565851|XP_021703618.1|AAEG	LOC109429702|XP_029720029.1|AEAL, LOC109407011|XP_019535571.2|AEAL
OG0001624	LOC5564939|XP_001649275.2|AAEG	LOC109408550|XP_019537419.2|AEAL, LOC109429595|XP_019561130.2|AEAL
OG0001625	LOC5564921|XP_001649284.1|AAEG	LOC109408551|XP_019537420.2|AEAL, LOC109429586|XP_019561119.2|AEAL
OG0001626	LOC5563786|XP_001648064.1|AAEG	LOC109428105|XP_019559338.1|AEAL, LOC109418325|XP_029720111.1|AEAL
OG0001627	LOC110680893|XP_021712375.1|AAEG, LOC5566572|XP_001650950.2|AAEG	LOC109411342|XP_019540417.2|AEAL, LOC109415390|XP_019544798.2|AEAL
OG0001627	LOC5578569|XP_021705473.1|AAEG	LOC109418337|XP_019548070.2|AEAL, LOC109427307|XP_029721198.1|AEAL
OG0001628	LOC5567669|XP_001657611.1|AAEG	LOC109427034|XP_019558124.2|AEAL, LOC109411383|XP_029726981.1|AEAL
OG0001629	LOC5575412|XP_001661932.1|AAEG	LOC109405749|XP_019534361.2|AEAL
OG0001630	LOC5575302|XP_021709547.1|AAEG	LOC109405034|XP_029734032.1|AEAL, LOC109405037|XP_029734327.1|AEAL, LOC109622043|XP_029712020.1|AEAL
OG0001631	LOC23687582|XP_021705609.1|AAEG	LOC109416443|XP_029734365.1|AEAL, LOC109621281|XP_029734362.1|AEAL
OG0001632	LOC5572968|XP_001654299.1|AAEG	LOC109422711|XP_019553122.1|AEAL, LOC109412318|XP_029727895.1|AEAL
OG0001633	LOC5567329|XP_001657349.1|AAEG, LOC110681114|XP_021712573.1|AAEG	LOC115271096|XP_029736444.1|AEAL, LOC109422628|XP_029725209.1|AEAL, LOC109402823|XP_019531094.1|AEAL
OG0001634	LOC5573889|XP_001654921.2|AAEG	LOC109402812|XP_029712271.1|AEAL, LOC109422595|XP_029712226.1|AEAL
OG0001635	LOC5570884|XP_021711607.1|AAEG	LOC109429217|XP_029716819.1|AEAL, LOC115261363|XP_029718747.1|AEAL
OG0001635	LOC5570885|XP_021706429.1|AAEG	LOC109429221|XP_029719377.1|AEAL
OG0001636	LOC5570879|XP_001659394.1|AAEG	LOC109398901|XP_019526899.2|AEAL, LOC109429212|XP_029718656.1|AEAL
OG0001637	LOC5578555|XP_021707594.1|AAEG	LOC115258189|XP_029714117.1|AEAL, LOC109426630|XP_019557707.2|AEAL
OG0001637	LOC5578556|XP_001663948.2|AAEG	LOC115258187|XP_029714113.1|AEAL, LOC109426656|XP_029718993.1|AEAL
OG0001638	LOC5577363|XP_001656443.1|AAEG	LOC109411634|XP_019540740.2|AEAL
OG0001639	LOC5575051|XP_021708404.1|AAEG	LOC109404490|XP_029719136.1|AEAL, LOC109406321|XP_029719042.1|AEAL
OG0001640	LOC5571752|XP_001653779.1|AAEG	LOC109419435|XP_019549229.1|AEAL, LOC109403478|XP_019531851.1|AEAL
OG0001641	LOC5574761|XP_001661645.1|AAEG	LOC109426306|XP_019557308.2|AEAL
OG0001641	LOC5565701|XP_001650058.1|AAEG	LOC109411963|XP_019541167.1|AEAL
OG0001642	LOC5577033|XP_021711258.1|AAEG	LOC109424536|XP_029733403.1|AEAL, LOC115269399|XP_029733935.1|AEAL, LOC115255853|XP_029709901.1|AEAL, LOC115255851|XP_029709900.1|AEAL
OG0001643	LOC5574553|XP_021707189.1|AAEG	LOC109418776|XP_029715744.1|AEAL, LOC115259341|XP_029715733.1|AEAL, LOC109415836|XP_029713232.1|AEAL, LOC115259353|XP_029715752.1|AEAL
OG0001644	LOC5577243|XP_021706769.1|AAEG	LOC109418709|XP_019548494.2|AEAL
OG0001645	LOC5571017|XP_021706817.1|AAEG	LOC115257624|XP_029713305.1|AEAL, LOC109413080|XP_029713148.1|AEAL
OG0001646	LOC5575278|XP_021711349.1|AAEG	LOC109413573|XP_029720859.1|AEAL, LOC109401280|XP_029721578.1|AEAL
OG0001647	LOC5573626|XP_021705548.1|AAEG	LOC109401223|XP_029721390.1|AEAL, LOC115262726|XP_029721280.1|AEAL, LOC109413596|XP_029720595.1|AEAL
OG0001648	LOC110681024|XP_021712484.1|AAEG, LOC5572713|XP_021706136.1|AAEG, LOC110677878|XP_021705310.1|AAEG	LOC115262670|XP_029721133.1|AEAL, LOC109427045|XP_029717126.1|AEAL, LOC115262680|XP_029721145.1|AEAL, LOC109623356|XP_029721134.1|AEAL
OG0001649	LOC5575690|XP_021707280.1|AAEG	LOC109397413|XP_019525279.2|AEAL, LOC109412767|XP_029721046.1|AEAL
OG0001650	LOC110678810|XP_021707903.1|AAEG	LOC109432676|XP_029730723.1|AEAL, LOC109408777|XP_029730726.1|AEAL
OG0001651	LOC5565802|XP_021709626.1|AAEG	LOC109408787|XP_029730840.1|AEAL, LOC109428969|XP_029730823.1|AEAL
OG0001651	LOC5565810|XP_021710986.1|AAEG	LOC109428971|XP_029731974.1|AEAL, LOC109408718|XP_029730821.1|AEAL
OG0001652	LOC5572084|XP_001660159.2|AAEG, LOC110678816|XP_021707935.1|AAEG	LOC109399621|XP_029731140.1|AEAL
OG0001653	LOC5578118|XP_001656816.2|AAEG	LOC109399660|XP_029708106.1|AEAL, LOC115255827|XP_029709875.1|AEAL, LOC109400976|XP_029731220.1|AEAL
OG0001654	LOC5579924|XP_021705915.1|AAEG	LOC109403945|NP_001339903.1|AEAL
OG0001655	LOC5571922|XP_021708628.1|AAEG	LOC109410731|XP_029731604.1|AEAL, LOC115269255|XP_029733667.1|AEAL
OG0001656	LOC5571621|XP_001659816.2|AAEG	LOC109621465|XP_019931052.2|AEAL
OG0001657	LOC5565452|XP_001649800.1|AAEG	LOC109426045|XP_019557030.2|AEAL
OG0001658	LOC5565458|XP_001649769.1|AAEG	LOC109426019|XP_019556991.2|AEAL, LOC115268031|XP_029731791.1|AEAL
OG0001659	LOC5568591|XP_021711611.1|AAEG	LOC109407562|XP_019536180.2|AEAL
OG0001678	LOC5576541|XP_021694779.1|AAEG	LOC109408922|XP_029711596.1|AEAL, LOC115260205|XP_029716994.1|AEAL, LOC109433615|XP_029711083.1|AEAL, LOC115260185|XP_029716963.1|AEAL, LOC115260194|XP_029716969.1|AEAL
OG0001679	LOC5574426|XP_001661441.2|AAEG	LOC109415212|XP_019544646.2|AEAL
OG0001679	LOC5564668|XP_021694874.1|AAEG	LOC109415214|XP_019544647.2|AEAL, LOC109428378|XP_019559646.2|AEAL
OG0001679	LOC5564669|XP_021694873.1|AAEG	LOC109428377|XP_029710925.1|AEAL
OG0001680	LOC5565192|XP_021695113.1|AAEG, LOC110681481|XP_021712935.1|AAEG	LOC115260966|XP_029718195.1|AEAL, LOC109428517|XP_019559858.1|AEAL, LOC109430094|XP_019561673.2|AEAL
OG0001681	LOC110681219|XP_021712681.1|AAEG, LOC5576756|XP_001656258.2|AAEG	LOC109416811|XP_019546423.2|AEAL
OG0001681	LOC5566677|XP_021707319.1|AAEG	LOC109415352|XP_029729162.1|AEAL, LOC109423618|XP_019554140.2|AEAL
OG0001682	LOC5569201|XP_021694213.1|AAEG	LOC115256469|XP_029710974.1|AEAL
OG0001683	LOC5569198|XP_001658368.2|AAEG	LOC109416114|XP_019545626.2|AEAL
OG0001683	LOC5573947|XP_001654984.1|AAEG	LOC109621808|XP_019931510.1|AEAL
OG0001684	LOC5574020|XP_021708632.1|AAEG	LOC115256343|XP_029710528.1|AEAL, LOC109427539|XP_019558649.2|AEAL
OG0001685	LOC5571142|XP_021700260.1|AAEG	LOC109428224|XP_019559478.2|AEAL
OG0001685	LOC5570684|XP_001659281.2|AAEG	LOC109430130|XP_019561706.2|AEAL
OG0001686	LOC5571315|XP_001653630.1|AAEG	LOC109427429|XP_019558530.2|AEAL
OG0001687	LOC5568417|XP_021712495.1|AAEG, LOC5570453|XP_001659150.2|AAEG	LOC109427351|XP_019558428.2|AEAL, LOC109402090|XP_029710935.1|AEAL
OG0001687	LOC5570447|XP_001659152.1|AAEG	LOC109427352|XP_029711143.1|AEAL, LOC109402065|XP_019530209.2|AEAL
OG0001688	LOC5576585|XP_021697492.1|AAEG	LOC109404901|XP_019533400.2|AEAL, LOC115256592|XP_029711257.1|AEAL
OG0001689	LOC5578880|XP_021697511.1|AAEG	LOC115256509|XP_029711047.1|AEAL, LOC109398406|XP_029711250.1|AEAL, LOC109404898|XP_029711253.1|AEAL
OG0001690	LOC5570415|XP_021698783.1|AAEG	LOC109433013|XP_019564943.1|AEAL, LOC109397732|XP_019525596.2|AEAL, LOC115258376|XP_029714318.1|AEAL
OG0001691	LOC5571995|XP_001660101.2|AAEG	LOC109397684|XP_029734176.1|AEAL, LOC115269517|XP_029734165.1|AEAL, LOC109432956|XP_029734174.1|AEAL
OG0001692	LOC23687848|XP_021694245.1|AAEG	LOC115267234|XP_029730007.1|AEAL, LOC109397612|XP_029730006.1|AEAL
OG0001692	LOC5564406|XP_021694244.1|AAEG	LOC109402179|XP_029732781.1|AEAL
OG0001693	LOC5571564|XP_001653696.1|AAEG	LOC115260570|XP_029717366.1|AEAL, LOC109403561|XP_029717337.1|AEAL, LOC109422977|XP_019553423.1|AEAL
OG0001694	LOC5565017|XP_021702011.1|AAEG	LOC109432366|XP_029715793.1|AEAL, LOC109423030|XP_029708364.1|AEAL, LOC109423073|XP_029717735.1|AEAL
OG0001695	LOC5564056|XP_001648394.2|AAEG	LOC109427735|XP_019558869.2|AEAL, LOC109431389|XP_019563152.2|AEAL
OG0001696	LOC5565053|XP_021705226.1|AAEG	LOC115266521|XP_029728639.1|AEAL, LOC109405943|XP_029729111.1|AEAL
OG0001697	LOC5565067|XP_001649393.1|AAEG	LOC115269276|XP_029733709.1|AEAL, LOC109430914|XP_019562567.1|AEAL
OG0001698	LOC5576012|XP_021706064.1|AAEG	LOC109431484|XP_019563244.1|AEAL
OG0001699	LOC5575091|XP_021694263.1|AAEG, LOC5575090|XP_001661813.2|AAEG	LOC109405285|XP_029714225.1|AEAL
