Orthogroup	AAEG.longest_only	DSEC.longest_only
OG0001659	LOC5568591|XP_021711611.1|AAEG	LOC6605591|XP_002030410.1|DSEC
OG0001678	LOC5576541|XP_021694779.1|AAEG	LOC6618088|XP_032580068.1|DSEC
OG0001679	LOC5574426|XP_001661441.2|AAEG, LOC5564668|XP_021694874.1|AAEG, LOC5564669|XP_021694873.1|AAEG	LOC6612326|XP_002036836.1|DSEC
OG0001680	LOC5565192|XP_021695113.1|AAEG, LOC110681481|XP_021712935.1|AAEG	LOC6619002|XP_002043247.2|DSEC
OG0001681	LOC110681219|XP_021712681.1|AAEG, LOC5576756|XP_001656258.2|AAEG, LOC5566677|XP_021707319.1|AAEG	LOC6617477|XP_032581702.1|DSEC
OG0001682	LOC5569201|XP_021694213.1|AAEG	LOC6614819|XP_002039238.1|DSEC
OG0001683	LOC5569198|XP_001658368.2|AAEG, LOC5573947|XP_001654984.1|AAEG	LOC6611677|XP_032579879.1|DSEC
OG0001684	LOC5574020|XP_021708632.1|AAEG	LOC6619460|XP_032579780.1|DSEC
OG0001685	LOC5571142|XP_021700260.1|AAEG, LOC110674271|XP_021694235.1|AAEG, LOC110674435|XP_021694357.1|AAEG, LOC5570684|XP_001659281.2|AAEG	LOC6613681|XP_002038151.1|DSEC
OG0001686	LOC5571315|XP_001653630.1|AAEG	LOC116802218|XP_032581873.1|DSEC, LOC6614906|XP_032581874.1|DSEC
OG0001687	LOC5568417|XP_021712495.1|AAEG, LOC5570453|XP_001659150.2|AAEG, LOC5570447|XP_001659152.1|AAEG	LOC6615855|XP_032581108.1|DSEC
OG0001688	LOC5576585|XP_021697492.1|AAEG	LOC6612333|XP_002036843.1|DSEC, LOC6612334|XP_032581990.1|DSEC
OG0001689	LOC5578880|XP_021697511.1|AAEG	LOC6619907|XP_002044119.2|DSEC
OG0001690	LOC5570415|XP_021698783.1|AAEG	LOC6610924|XP_002035481.1|DSEC
OG0001691	LOC5571995|XP_001660101.2|AAEG	LOC6611585|XP_002036123.2|DSEC
OG0001692	LOC23687848|XP_021694245.1|AAEG	LOC6613717|XP_032576629.1|DSEC
OG0001694	LOC5565017|XP_021702011.1|AAEG	LOC6613741|XP_002038211.2|DSEC
OG0001695	LOC5564056|XP_001648394.2|AAEG	LOC6609825|XP_002034479.1|DSEC
OG0001696	LOC5565053|XP_021705226.1|AAEG	LOC6606977|XP_002031769.2|DSEC
OG0001697	LOC5565067|XP_001649393.1|AAEG	LOC6619639|XP_002043854.1|DSEC
OG0001698	LOC5576012|XP_021706064.1|AAEG	LOC6615098|XP_032580674.1|DSEC
OG0001699	LOC5575091|XP_021694263.1|AAEG	LOC6606944|XP_002031738.1|DSEC
OG0001700	LOC110678498|XP_021707151.1|AAEG, LOC110678596|XP_021707345.1|AAEG, LOC110678598|XP_021707352.1|AAEG	LOC6607078|XP_002031866.1|DSEC
OG0001701	LOC110681093|XP_021712554.1|AAEG, LOC5569913|XP_021708647.1|AAEG	LOC6614047|XP_032577458.1|DSEC
OG0001702	LOC110679165|XP_021708953.1|AAEG, LOC5567455|XP_001657455.1|AAEG, LOC110681250|XP_021712711.1|AAEG	LOC6611893|XP_002036410.1|DSEC
OG0001703	LOC5570645|XP_001653277.2|AAEG	LOC6607517|XP_002032286.2|DSEC
OG0001704	LOC5570641|XP_021709166.1|AAEG	LOC6607518|XP_002032287.2|DSEC
OG0001705	LOC5569385|XP_021709272.1|AAEG	LOC6612754|XP_032577008.1|DSEC
OG0001706	LOC5574607|XP_001655208.2|AAEG	LOC6619116|XP_002043356.1|DSEC
OG0001707	LOC5574593|XP_021709672.1|AAEG	LOC6607557|XP_032577104.1|DSEC
OG0001708	LOC110681130|XP_021712595.1|AAEG, LOC5577403|XP_001656483.2|AAEG	LOC6606489|XP_002031290.1|DSEC
OG0001709	LOC110680896|XP_021712376.1|AAEG, LOC5567785|XP_001657688.2|AAEG, LOC110680897|XP_021712377.1|AAEG	LOC6610768|XP_002035334.1|DSEC
OG0001710	LOC5577564|XP_001663437.2|AAEG, LOC5566404|XP_021713013.1|AAEG	LOC6607348|XP_002032121.1|DSEC
OG0001711	LOC5578517|XP_021713311.1|AAEG	LOC6607424|XP_032578696.1|DSEC
OG0001712	LOC5578276|XP_001663804.1|AAEG	LOC6607663|XP_032576830.1|DSEC
OG0001713	LOC5575986|XP_011493660.2|AAEG	LOC6606842|XP_002031639.2|DSEC
OG0001714	LOC5564681|XP_021692980.1|AAEG	LOC6613905|XP_032579215.1|DSEC
OG0001715	LOC5573668|XP_021698214.1|AAEG, LOC110681428|XP_021712862.1|AAEG, LOC5566465|XP_001650847.2|AAEG	LOC6618003|XP_002042311.2|DSEC
OG0001716	LOC110681112|XP_021712571.1|AAEG, LOC23687829|XP_011493203.2|AAEG, LOC5576349|XP_001656084.1|AAEG, LOC110678113|XP_021706410.1|AAEG	LOC6620173|XP_002044384.1|DSEC
OG0001717	LOC110680473|XP_021711973.1|AAEG, LOC5573435|XP_021693609.1|AAEG	LOC6612783|XP_032579054.1|DSEC
OG0001718	LOC110674147|XP_021693644.1|AAEG, LOC5576566|XP_021693645.1|AAEG	LOC6607470|XP_032578573.1|DSEC
OG0001719	LOC5579075|XP_021694078.1|AAEG	LOC6607563|XP_032576632.1|DSEC
OG0001720	LOC5576117|XP_001662463.2|AAEG	LOC6606915|XP_032578893.1|DSEC
OG0001721	LOC5565136|XP_001649519.2|AAEG, LOC5565189|XP_001649518.2|AAEG, LOC5565137|XP_001649517.2|AAEG	LOC6607294|XP_002032073.1|DSEC
OG0001722	LOC5571453|XP_021695480.1|AAEG	LOC6605862|XP_032573859.1|DSEC
OG0001723	LOC5571265|XP_001653563.1|AAEG	LOC6619122|XP_002043362.1|DSEC
OG0001724	LOC5579032|XP_021695970.1|AAEG	LOC6615381|XP_032572247.1|DSEC
OG0001725	LOC5568472|XP_021696007.1|AAEG	LOC6608464|XP_032572309.1|DSEC
OG0001726	LOC110680966|XP_021712431.1|AAEG, LOC5574101|XP_021696096.1|AAEG	LOC6616370|XP_002040730.1|DSEC
OG0001727	LOC5577067|XP_021696347.1|AAEG, LOC5576405|XP_021709876.1|AAEG	LOC6607454|XP_002032223.1|DSEC
OG0001728	LOC5570509|XP_001659196.2|AAEG	LOC6608724|XP_002033448.1|DSEC
OG0001729	LOC5570505|XP_001659192.2|AAEG	LOC6618921|XP_032571585.1|DSEC
OG0001730	LOC5569450|XP_021696659.1|AAEG	LOC6617702|XP_002042014.2|DSEC
OG0001732	LOC110675629|XP_021696818.1|AAEG	LOC6613594|XP_002038063.1|DSEC
OG0001733	LOC5565207|XP_001649550.1|AAEG, LOC5565221|XP_001649551.1|AAEG	LOC6615345|XP_002039743.1|DSEC
OG0001734	LOC5565228|XP_021696985.1|AAEG	LOC6608281|XP_032571568.1|DSEC
OG0001735	LOC5579981|XP_001658609.2|AAEG	LOC116801097|XP_032574602.1|DSEC
OG0001736	LOC5578900|XP_001664110.1|AAEG	LOC6609855|XP_032570861.1|DSEC
OG0001737	LOC110675836|XP_021697399.1|AAEG, LOC110675119|XP_021695189.1|AAEG	LOC6615756|XP_002040127.2|DSEC
OG0001738	LOC5576851|XP_021697531.1|AAEG	LOC6606067|XP_002030877.1|DSEC
OG0001739	LOC5575248|XP_001655655.1|AAEG	LOC116801613|XP_032578125.1|DSEC
OG0001740	LOC110675914|XP_021697629.1|AAEG, LOC5572758|XP_021712795.1|AAEG	LOC6615698|XP_002040069.2|DSEC
OG0001742	LOC5576166|XP_001662518.1|AAEG	LOC6608466|XP_002033200.2|DSEC
OG0001743	LOC5576175|XP_021697664.1|AAEG	LOC6610394|XP_032575531.1|DSEC
OG0001744	LOC5573987|XP_021697960.1|AAEG	LOC6607885|XP_032570103.1|DSEC
OG0001745	LOC5573042|XP_021695213.1|AAEG	LOC6615591|XP_032572070.1|DSEC
OG0001746	LOC5564250|XP_001648596.1|AAEG	LOC6605173|XP_002030012.1|DSEC
OG0001747	LOC5564305|XP_021698368.1|AAEG	LOC6609700|XP_032571896.1|DSEC
OG0001748	LOC110676122|XP_021698446.1|AAEG	LOC6604950|XP_032575291.1|DSEC
OG0001749	LOC5572527|XP_001654051.1|AAEG	LOC6618838|XP_002043087.1|DSEC
OG0001750	LOC5572528|XP_021698705.1|AAEG	LOC6618836|XP_032571987.1|DSEC
OG0001751	LOC5574043|XP_021698767.1|AAEG	LOC6606077|XP_032575183.1|DSEC
OG0001752	LOC110676202|XP_021698832.1|AAEG	LOC6610938|XP_002035495.1|DSEC
OG0001753	LOC5566011|XP_021698869.1|AAEG	LOC6610644|XP_032573611.1|DSEC
OG0001754	LOC5575704|XP_021699108.1|AAEG	LOC6608875|XP_002033589.1|DSEC
OG0001755	LOC5565278|XP_021699140.1|AAEG	LOC6610654|XP_032575320.1|DSEC
OG0001756	LOC5577289|XP_021699173.1|AAEG	LOC6609372|XP_032573040.1|DSEC
OG0001757	LOC5572865|XP_001660624.1|AAEG	LOC6609792|XP_002034446.1|DSEC
OG0001758	LOC5579195|XP_021699414.1|AAEG	LOC6605599|XP_032573278.1|DSEC
OG0001759	LOC5575922|XP_021699452.1|AAEG	LOC6609590|XP_002034267.1|DSEC
OG0001760	LOC5566072|XP_001650438.2|AAEG	LOC6608315|XP_002033052.1|DSEC
OG0001761	LOC5576993|XP_021699573.1|AAEG	LOC6615343|XP_032570221.1|DSEC
OG0001762	LOC5572235|XP_001653920.3|AAEG, LOC5574685|XP_021700044.1|AAEG	LOC6611428|XP_002035972.2|DSEC
OG0001763	LOC5574378|XP_021700079.1|AAEG	LOC6611454|XP_032578141.1|DSEC
OG0001764	LOC5569117|XP_001652716.2|AAEG	LOC6616871|XP_002041207.1|DSEC
OG0001765	LOC5570381|XP_021700177.1|AAEG	LOC6608363|XP_032572939.1|DSEC
OG0001766	LOC5567651|XP_021700353.1|AAEG	LOC6611719|XP_002036252.1|DSEC
OG0001767	LOC5569370|XP_021700467.1|AAEG	LOC6613220|XP_002037698.2|DSEC
OG0001768	LOC5565839|XP_001650193.1|AAEG, LOC5578368|XP_001656939.1|AAEG	LOC6617251|XP_002041578.1|DSEC
OG0001769	LOC5566448|XP_021700544.1|AAEG, LOC110680496|XP_021711988.1|AAEG	LOC6613541|XP_002038009.2|DSEC
OG0001770	LOC5572645|XP_001654144.2|AAEG	LOC6612075|XP_002036592.1|DSEC
OG0001771	LOC5572651|XP_001654151.1|AAEG	LOC6621141|XP_002045320.1|DSEC
OG0001772	LOC110680439|XP_021711928.1|AAEG, LOC5573651|XP_001660977.2|AAEG	LOC6611964|XP_002036481.1|DSEC
OG0001774	LOC5564490|XP_021701074.1|AAEG, LOC5564489|XP_021695283.1|AAEG	LOC6618876|XP_002043124.2|DSEC
OG0001776	LOC5575680|XP_021701220.1|AAEG	LOC6611398|XP_032569881.1|DSEC
OG0001777	LOC5573805|XP_021701314.1|AAEG	LOC6611527|XP_002036068.1|DSEC
OG0001778	LOC110675190|XP_021695289.1|AAEG, LOC110677148|XP_021703649.1|AAEG	LOC6613687|XP_002038157.1|DSEC
OG0001779	LOC110681009|XP_021712466.1|AAEG, LOC5563749|XP_021701405.1|AAEG	LOC6611912|XP_032569873.1|DSEC
OG0001780	LOC5565277|XP_021701490.1|AAEG	LOC6619124|XP_032570511.1|DSEC
OG0001781	LOC5569344|XP_021701612.1|AAEG	LOC6614767|XP_032582941.1|DSEC
OG0001782	LOC5564192|XP_021701622.1|AAEG	LOC6617880|XP_002042188.2|DSEC
OG0001783	LOC5576440|XP_021701742.1|AAEG	LOC6611759|XP_002036282.1|DSEC
OG0001784	LOC5568160|XP_021701820.1|AAEG, LOC5573090|XP_021701819.1|AAEG	LOC6617389|XP_002041714.1|DSEC
OG0001785	LOC5569041|XP_021701853.1|AAEG	LOC6608371|XP_002033107.1|DSEC
OG0001786	LOC5569034|XP_001652680.1|AAEG	LOC6611504|XP_002036045.1|DSEC
OG0001787	LOC5569031|XP_021701868.1|AAEG	LOC6611506|XP_032575646.1|DSEC
OG0001788	LOC5573248|XP_001654457.1|AAEG	LOC6609060|XP_002033763.1|DSEC
OG0001789	LOC5567954|XP_001657769.1|AAEG	LOC6615650|XP_002040021.1|DSEC
OG0001790	LOC5573696|XP_001661021.2|AAEG	LOC6611523|XP_032570130.1|DSEC
OG0001791	LOC5575748|XP_021703199.1|AAEG	LOC6608679|XP_002033408.1|DSEC
OG0001792	LOC23687649|XP_021703560.1|AAEG	LOC6614589|XP_032580535.1|DSEC
OG0001793	LOC5572054|XP_021703576.1|AAEG, LOC110680890|XP_021712373.1|AAEG	LOC6609124|XP_032570503.1|DSEC
OG0001794	LOC5565922|XP_001650267.3|AAEG	LOC6613688|XP_032583463.1|DSEC
OG0001795	LOC5567339|XP_021704045.1|AAEG	LOC6614395|XP_032583523.1|DSEC
OG0001797	LOC5572508|XP_021711425.1|AAEG, LOC5566756|XP_021706948.1|AAEG	LOC6619447|XP_002043661.2|DSEC
OG0001798	LOC5566370|XP_001650782.1|AAEG	LOC6620933|XP_002045128.2|DSEC
OG0001799	LOC5580274|XP_001662901.1|AAEG	LOC6615191|XP_002039604.1|DSEC, LOC116802026|XP_032580782.1|DSEC
OG0001800	LOC5570552|XP_021709728.1|AAEG	LOC6611533|XP_002036072.2|DSEC
OG0001801	LOC110680785|XP_021712265.1|AAEG, LOC5564279|XP_021712264.1|AAEG, LOC110679411|XP_021709622.1|AAEG	LOC6605091|XP_032573929.1|DSEC
OG0001802	LOC5564547|XP_001648902.1|AAEG	LOC6607229|XP_002032013.2|DSEC
OG0001803	LOC5577692|XP_001663474.2|AAEG	LOC6614330|XP_002038770.1|DSEC
OG0001804	LOC5564652|XP_001649004.2|AAEG, LOC110680554|XP_021712038.1|AAEG	LOC6613962|XP_032576862.1|DSEC
OG0001805	LOC5575007|XP_001661741.3|AAEG	LOC6604853|XP_032575508.1|DSEC
OG0001806	LOC5567255|XP_021706781.1|AAEG	LOC6607764|XP_002032527.1|DSEC
OG0001808	LOC5572949|XP_021709443.1|AAEG	LOC6606820|XP_032576925.1|DSEC
OG0001809	LOC5564168|XP_021707416.1|AAEG	LOC6613849|XP_002038318.2|DSEC
OG0001810	LOC110678349|XP_021706798.1|AAEG, LOC5570367|XP_021710434.1|AAEG, LOC110677948|XP_021705715.1|AAEG	LOC6607539|XP_002032308.1|DSEC
OG0001811	LOC5577351|XP_001656427.1|AAEG, LOC110680308|XP_021711836.1|AAEG, LOC110678676|XP_021707574.1|AAEG	LOC6608103|XP_002032851.1|DSEC
OG0001812	LOC5577364|XP_001656444.1|AAEG	LOC6614995|XP_032581492.1|DSEC
OG0001813	LOC5568213|XP_021706440.1|AAEG	LOC6619064|XP_032576515.1|DSEC
OG0001814	LOC110679259|XP_021709176.1|AAEG, LOC110679258|XP_021709173.1|AAEG	LOC6614299|XP_002038739.1|DSEC
OG0001815	LOC5572470|XP_001660415.1|AAEG, LOC110677764|XP_021704810.1|AAEG	LOC6613989|XP_002038445.1|DSEC
OG0001816	LOC5564769|XP_001649137.1|AAEG	LOC6609026|XP_002033730.1|DSEC
OG0001817	LOC5572254|XP_021707503.1|AAEG	LOC6621152|XP_032571407.1|DSEC
OG0001818	LOC5570038|XP_021705809.1|AAEG, LOC5570034|XP_021704393.1|AAEG	LOC6617615|XP_032581450.1|DSEC
OG0001819	LOC5565232|XP_001649570.2|AAEG	LOC6615490|XP_002039870.1|DSEC
OG0001820	LOC5578522|XP_021711359.1|AAEG	LOC6618977|XP_002043222.2|DSEC
OG0001821	LOC5575338|XP_021712568.1|AAEG, LOC110678161|XP_021706474.1|AAEG	LOC6618857|XP_002043105.1|DSEC
OG0001822	LOC5571100|XP_021710962.1|AAEG	LOC6615614|XP_002039988.1|DSEC
OG0001823	LOC5573745|XP_021705990.1|AAEG, LOC5573744|XP_001654772.1|AAEG	LOC6605231|XP_002030069.1|DSEC
OG0001824	LOC5579661|XP_001648135.2|AAEG, LOC5579660|XP_001648134.2|AAEG	LOC6617401|XP_002041726.2|DSEC
OG0001825	LOC5572228|XP_021707395.1|AAEG	LOC6609964|XP_032572454.1|DSEC
OG0001826	LOC5577483|XP_001663403.2|AAEG	LOC6608564|XP_002033298.1|DSEC
OG0001827	LOC5572357|XP_001660316.1|AAEG, LOC5572356|XP_001660315.1|AAEG	LOC6609541|XP_002034224.2|DSEC
OG0001828	LOC5567362|XP_021706896.1|AAEG	LOC6618681|XP_002042940.2|DSEC
OG0001829	LOC5576206|XP_021708780.1|AAEG, LOC110680523|XP_021712012.1|AAEG	LOC6608753|XP_032571787.1|DSEC
OG0001830	LOC5571911|XP_001660008.2|AAEG, LOC110679573|XP_021710291.1|AAEG	LOC6615644|XP_002040018.1|DSEC
OG0001831	LOC110680266|XP_021711773.1|AAEG, LOC5566067|XP_021705399.1|AAEG, LOC23687723|XP_021711781.1|AAEG, LOC23687612|XP_021707469.1|AAEG	LOC6606148|XP_032574319.1|DSEC
OG0001832	LOC5568452|XP_021706577.1|AAEG	LOC6612303|XP_002036813.2|DSEC
OG0001833	LOC5571930|XP_001660027.1|AAEG	LOC6615809|XP_002040179.2|DSEC
OG0001848	LOC5575825|XP_001655856.2|AAEG	LOC116800890|XP_032573143.1|DSEC
OG0001849	LOC5575828|XP_001655853.1|AAEG	LOC6607648|XP_002032413.1|DSEC
OG0001850	LOC110681442|XP_021712895.1|AAEG, LOC5579827|XP_001651058.2|AAEG	LOC6619486|XP_002043701.2|DSEC
OG0001851	LOC5578495|XP_021694587.1|AAEG	LOC6619463|XP_032579706.1|DSEC
OG0001852	LOC5565125|XP_021694596.1|AAEG	LOC6610183|XP_032573665.1|DSEC
OG0001853	LOC5574328|XP_021694599.1|AAEG	LOC6617056|XP_032577505.1|DSEC
OG0001854	LOC5569472|XP_001658557.1|AAEG	LOC6620366|XP_002044574.1|DSEC
OG0001855	LOC5574649|XP_001661572.1|AAEG	LOC6609493|XP_002034178.1|DSEC
OG0001856	LOC110674760|XP_021694723.1|AAEG	LOC6619738|XP_032581209.1|DSEC
OG0001857	LOC5575262|XP_001661863.2|AAEG, LOC5575265|XP_021694857.1|AAEG	LOC6615133|XP_032580225.1|DSEC
OG0001858	LOC5567841|XP_021694869.1|AAEG	LOC6614891|XP_002039308.1|DSEC
OG0001859	LOC5580066|XP_001654807.1|AAEG	LOC6621332|XP_032582111.1|DSEC, LOC6620715|XP_002044916.1|DSEC
OG0001860	LOC5564571|XP_021694963.1|AAEG, LOC5568118|XP_021696651.1|AAEG	LOC6618285|XP_032574317.1|DSEC
OG0001861	LOC5579466|XP_021693350.1|AAEG	LOC6618493|XP_002042754.1|DSEC, LOC6617091|XP_002041418.1|DSEC
OG0001862	LOC5570649|XP_021706525.1|AAEG, LOC5570648|XP_001659242.1|AAEG	LOC6615182|XP_002039598.1|DSEC
OG0001863	LOC5570651|XP_001659247.1|AAEG	LOC6618450|XP_002042720.1|DSEC
OG0001864	LOC110674837|XP_021695016.1|AAEG, LOC5578628|XP_021694917.1|AAEG	LOC6606356|XP_032577957.1|DSEC
OG0001865	LOC110675288|XP_021695482.1|AAEG	LOC6618008|XP_002042316.1|DSEC
OG0001866	LOC5574246|XP_021695568.1|AAEG	LOC6606574|XP_032578345.1|DSEC
OG0001867	LOC5575004|XP_021697527.1|AAEG, LOC5570553|XP_021706976.1|AAEG	LOC6606100|XP_032574151.1|DSEC
OG0001868	LOC5574992|XP_001655465.2|AAEG, LOC5574991|XP_001655464.2|AAEG	LOC6618260|XP_032574030.1|DSEC
OG0001869	LOC5574987|XP_021697648.1|AAEG	LOC6620083|XP_032578234.1|DSEC
OG0001870	LOC110681030|XP_021712488.1|AAEG, LOC110674273|XP_021694239.1|AAEG, LOC110681059|XP_021712516.1|AAEG, LOC5575006|XP_021697806.1|AAEG	LOC6612338|XP_002036848.1|DSEC
OG0001871	LOC5571998|XP_001660103.3|AAEG	LOC6619873|XP_002044086.2|DSEC
OG0001872	LOC5574573|XP_021699531.1|AAEG	LOC6612865|XP_032578150.1|DSEC
OG0001873	LOC5578825|XP_021701935.1|AAEG	LOC6613782|XP_002038251.1|DSEC
OG0001874	LOC5567722|XP_021702328.1|AAEG	LOC6619635|XP_032578689.1|DSEC
OG0001875	LOC110677055|XP_021703299.1|AAEG	LOC6612920|XP_032579444.1|DSEC
OG0001876	LOC5564040|XP_001648384.2|AAEG	LOC6619970|XP_002044182.2|DSEC
OG0001877	LOC5571508|XP_001659759.2|AAEG	LOC6616180|XP_002040545.1|DSEC
OG0001878	LOC5566087|XP_021704628.1|AAEG	LOC6606536|XP_032576617.1|DSEC
OG0001879	LOC5565257|XP_021705692.1|AAEG	LOC6619641|XP_032578679.1|DSEC
OG0001880	LOC5570606|XP_001653270.2|AAEG	LOC6620510|XP_002044715.1|DSEC
OG0001881	LOC5566189|XP_001650563.2|AAEG	LOC6614343|XP_002038782.1|DSEC
OG0001882	LOC110680416|XP_021711907.1|AAEG, LOC110679567|XP_021710262.1|AAEG, LOC5566197|XP_021711888.1|AAEG, LOC110679570|XP_021710271.1|AAEG, LOC110674299|XP_021694273.1|AAEG	LOC6617140|XP_032578912.1|DSEC
OG0001883	LOC5577698|XP_021711630.1|AAEG	LOC6607530|XP_032578869.1|DSEC
OG0001884	LOC5577407|XP_001656488.1|AAEG	LOC6619207|XP_002043428.1|DSEC
OG0001885	LOC5577423|XP_021711870.1|AAEG	LOC6617699|XP_032569693.1|DSEC
OG0001886	LOC5572728|XP_001660554.2|AAEG	LOC6621249|XP_032578787.1|DSEC, LOC116801727|XP_032578788.1|DSEC, LOC6620890|XP_032577769.1|DSEC
OG0001887	LOC5567793|XP_021712137.1|AAEG	LOC6608581|XP_002033315.1|DSEC
OG0001888	LOC110681150|XP_021712610.1|AAEG, LOC5567790|XP_001657693.2|AAEG	LOC6613917|XP_002038382.1|DSEC
OG0001889	LOC5567788|XP_001657691.1|AAEG	LOC6619758|XP_002043972.1|DSEC
OG0001890	LOC5567782|XP_001657683.2|AAEG	LOC6616301|XP_032573993.1|DSEC
OG0001891	LOC5567775|XP_021712347.1|AAEG, LOC5567776|XP_021712762.1|AAEG	LOC6619273|XP_032576483.1|DSEC
OG0001892	LOC23687555|XP_021712394.1|AAEG, LOC110681196|XP_021712670.1|AAEG	LOC116800942|XP_032573580.1|DSEC
OG0001893	LOC5572443|XP_021695330.1|AAEG, LOC110675186|XP_021695285.1|AAEG, LOC5572571|XP_021713040.1|AAEG, LOC5569499|XP_021695253.1|AAEG	LOC6617156|XP_002041483.1|DSEC
OG0001894	LOC5572582|XP_001654091.1|AAEG	LOC6608067|XP_002032815.1|DSEC
OG0001895	LOC23687627|XP_021713176.1|AAEG	LOC6619488|XP_002043703.2|DSEC
OG0001896	LOC110680784|XP_021712262.1|AAEG, LOC5569234|XP_021713263.1|AAEG	LOC116801412|XP_032576580.1|DSEC, LOC116801816|XP_032579527.1|DSEC
OG0001897	LOC5579206|XP_021713312.1|AAEG	LOC6606984|XP_002031776.1|DSEC
OG0001898	LOC5580016|XP_001653897.2|AAEG	LOC6620489|XP_032580023.1|DSEC, LOC116802306|XP_032582298.1|DSEC
OG0001899	LOC5580177|XP_001655592.2|AAEG, LOC5580175|XP_021713419.1|AAEG	LOC6613719|XP_032576625.1|DSEC
OG0001900	LOC5568029|XP_001657830.1|AAEG, LOC5563727|XP_001648015.1|AAEG	LOC6619375|XP_002043591.1|DSEC
OG0001901	LOC5563615|XP_021693058.1|AAEG	LOC6611414|XP_032578802.1|DSEC
OG0001902	LOC5576356|XP_021693302.1|AAEG	LOC116800951|XP_032573702.1|DSEC
OG0001903	LOC5573314|XP_021693438.1|AAEG	LOC6613813|XP_032577168.1|DSEC
OG0001904	LOC5573316|XP_021693443.1|AAEG	LOC6618732|XP_002042990.1|DSEC
OG0001905	LOC5569643|XP_001658667.1|AAEG	LOC6617651|XP_002041964.1|DSEC
OG0001906	LOC5576390|XP_021693504.1|AAEG	LOC6620078|XP_032576111.1|DSEC
OG0001907	LOC110674160|XP_021693697.1|AAEG, LOC5566429|XP_021695258.1|AAEG	LOC6617908|XP_002042215.2|DSEC
OG0001908	LOC5564006|XP_001648330.1|AAEG	LOC6618704|XP_032578769.1|DSEC
OG0001909	LOC5569687|XP_021693811.1|AAEG	LOC6619847|XP_002044060.1|DSEC
OG0001910	LOC5565945|XP_001650321.1|AAEG, LOC5565940|XP_001650319.2|AAEG	LOC6607004|XP_002031793.1|DSEC
OG0001911	LOC110674205|XP_021693943.1|AAEG	LOC6616864|XP_032579488.1|DSEC
OG0001912	LOC110674342|XP_021694330.1|AAEG, LOC5576146|XP_021694069.1|AAEG	LOC6609257|XP_002033947.1|DSEC
OG0001913	LOC110674222|XP_021694070.1|AAEG, LOC5576149|XP_001662497.2|AAEG	LOC6612047|XP_002036564.1|DSEC
OG0001914	LOC5565160|XP_021694133.1|AAEG	LOC6607710|XP_032577279.1|DSEC
OG0001915	LOC5566122|XP_021695354.1|AAEG	LOC6610457|XP_032574784.1|DSEC
OG0001916	LOC5570941|XP_001653408.1|AAEG	LOC116800457|XP_032571449.1|DSEC
OG0001917	LOC5579868|XP_021695539.1|AAEG	LOC6604768|XP_032573423.1|DSEC
OG0001918	LOC5575750|XP_001662178.1|AAEG	LOC6610770|XP_002035336.2|DSEC
OG0001919	LOC5579460|XP_001647758.2|AAEG	LOC6609296|XP_002033986.1|DSEC
OG0001920	LOC5571764|XP_021695753.1|AAEG	LOC6610170|XP_002034778.2|DSEC
OG0001921	LOC5571757|XP_001659890.2|AAEG	LOC6609009|XP_002033714.1|DSEC
OG0001922	LOC5571267|XP_001653565.1|AAEG	LOC6615618|XP_032571754.1|DSEC
OG0001924	LOC23687479|XP_021696447.1|AAEG	LOC6620766|XP_002044966.1|DSEC
OG0001925	LOC5567637|XP_001657588.2|AAEG	LOC6610857|XP_002035423.1|DSEC
OG0001926	LOC5566295|XP_021696526.1|AAEG	LOC6604869|XP_032574430.1|DSEC
OG0001927	LOC5568108|XP_021696643.1|AAEG	LOC6608845|XP_032570705.1|DSEC
OG0001928	LOC5568114|XP_001652053.1|AAEG	LOC6605168|XP_032573801.1|DSEC
OG0001929	LOC5568122|XP_021696657.1|AAEG	LOC6605161|XP_032575415.1|DSEC
OG0001930	LOC5569448|XP_021696661.1|AAEG	LOC6609813|XP_032570710.1|DSEC
OG0001932	LOC5574425|XP_021696832.1|AAEG	LOC6605221|XP_002030059.1|DSEC
OG0001933	LOC5566235|XP_001650598.2|AAEG	LOC6609617|XP_002034294.1|DSEC
OG0001934	LOC5565654|XP_001650004.2|AAEG	LOC6605156|XP_032574695.1|DSEC
OG0001935	LOC5573776|XP_001654802.2|AAEG	LOC6605895|XP_002030708.2|DSEC
OG0001937	LOC5574901|XP_021697034.1|AAEG	LOC6609262|XP_032570091.1|DSEC
OG0001938	LOC5567330|XP_021697068.1|AAEG	LOC6608631|XP_002033365.1|DSEC
OG0001939	LOC5571823|XP_001659955.1|AAEG, LOC5571824|XP_001659956.1|AAEG	LOC6615276|XP_002039680.2|DSEC
OG0001940	LOC5578975|XP_021697211.1|AAEG	LOC6608052|XP_032571530.1|DSEC
OG0001941	LOC5577574|XP_001663445.2|AAEG	LOC6610173|XP_032574149.1|DSEC
OG0001942	LOC5565244|XP_021697467.1|AAEG, LOC5574904|XP_001661710.2|AAEG	LOC6607902|XP_032572166.1|DSEC, LOC116800569|XP_032572173.1|DSEC
OG0001943	LOC110675827|XP_021697395.1|AAEG	LOC6605897|XP_002030710.1|DSEC
OG0001944	LOC5565994|XP_001650362.2|AAEG	LOC6610139|XP_032575088.1|DSEC
OG0001945	LOC5575250|XP_021697553.1|AAEG	LOC6608070|XP_032570806.1|DSEC
OG0001946	LOC5572759|XP_001660580.2|AAEG	LOC6608015|XP_002032763.1|DSEC
