Orthogroup	AAEG.longest_only	CPIP.longest_only
OG0002671	LOC5579869|XP_021695540.1|AAEG	LOC120423009|XP_039442573.1|CPIP
OG0002672	LOC5565513|XP_021695674.1|AAEG	LOC120425495|XP_039445980.1|CPIP
OG0002673	LOC5576745|XP_001662844.1|AAEG	LOC120417387|XP_039435340.1|CPIP
OG0002674	LOC5575737|XP_021695718.1|AAEG	LOC120424178|XP_039444166.1|CPIP
OG0002675	LOC5570677|XP_001659271.2|AAEG	LOC120417803|XP_039435935.1|CPIP, LOC120417838|XP_039435991.1|CPIP
OG0002676	LOC5571284|XP_001653586.2|AAEG	LOC120422832|XP_039442303.1|CPIP
OG0002677	LOC5571268|XP_021695914.1|AAEG	LOC120427562|XP_039448375.1|CPIP, LOC120419770|XP_039438531.1|CPIP
OG0002678	LOC5575911|XP_021696042.1|AAEG	LOC120419487|XP_039438106.1|CPIP
OG0002679	LOC5578167|XP_021696069.1|AAEG	LOC120417396|XP_039435356.1|CPIP
OG0002680	LOC5563619|XP_021705403.1|AAEG	LOC120417129|XP_039435042.1|CPIP
OG0002681	LOC5574112|XP_021696088.1|AAEG	LOC120423185|XP_039442817.1|CPIP
OG0002682	LOC5565108|XP_021696170.1|AAEG	LOC120414203|XP_039431222.1|CPIP
OG0002683	LOC5575413|XP_021706088.1|AAEG	LOC120425859|XP_039446416.1|CPIP
OG0002684	LOC5569895|XP_001658792.2|AAEG	LOC120422649|XP_039442088.1|CPIP, LOC120431521|XP_039452552.1|CPIP
OG0002685	LOC5579992|XP_021696283.1|AAEG	LOC120425581|XP_039446088.1|CPIP
OG0002686	LOC5571868|XP_001659977.2|AAEG, LOC110681372|XP_021712807.1|AAEG	LOC120413463|XP_039430234.1|CPIP
OG0002687	LOC110675519|XP_021696488.1|AAEG, LOC5567620|XP_021696490.1|AAEG	LOC120426804|XP_039447526.1|CPIP
OG0002688	LOC5566270|XP_001650664.1|AAEG	LOC120432614|XP_039453795.1|CPIP
OG0002689	LOC5569216|XP_001658389.1|AAEG	LOC120427160|XP_039447956.1|CPIP
OG0002690	LOC5569211|XP_001658384.1|AAEG	LOC120426733|XP_039447445.1|CPIP
OG0002691	LOC5579145|XP_001664240.1|AAEG	LOC120426727|XP_039447435.1|CPIP
OG0002692	LOC5579146|XP_001664241.2|AAEG	LOC120427524|XP_039448328.1|CPIP
OG0002693	LOC5568103|XP_021696628.1|AAEG	LOC120427021|XP_039447779.1|CPIP
OG0002694	LOC5577555|XP_001663428.2|AAEG	LOC120426190|XP_039446833.1|CPIP
OG0002695	LOC5570396|XP_001659108.1|AAEG	LOC120422347|XP_039441678.1|CPIP
OG0002696	LOC5566236|XP_001650609.2|AAEG	LOC120430366|XP_039451404.1|CPIP
OG0002697	LOC5566239|XP_021696854.1|AAEG	LOC120429648|XP_039450608.1|CPIP, LOC120422430|XP_039441780.1|CPIP
OG0002698	LOC5573766|XP_021696919.1|AAEG	LOC120427232|XP_039448029.1|CPIP
OG0002699	LOC5573767|XP_021696920.1|AAEG	LOC120427234|XP_039448032.1|CPIP
OG0002700	LOC5576767|XP_021696931.1|AAEG	LOC120424884|XP_039445082.1|CPIP
OG0002701	LOC5576412|XP_021696949.1|AAEG	LOC120424878|XP_039445072.1|CPIP
OG0002702	LOC5574790|XP_021697003.1|AAEG, LOC110680948|XP_021712420.1|AAEG	LOC120418858|XP_039437319.1|CPIP
OG0002704	LOC5574900|XP_021697032.1|AAEG	LOC120430332|XP_039451369.1|CPIP
OG0002705	LOC5576444|XP_021697038.1|AAEG	LOC120430033|XP_039451065.1|CPIP
OG0002706	LOC5568320|XP_001652198.1|AAEG	LOC120430090|XP_039451115.1|CPIP
OG0002707	LOC5568309|XP_021697075.1|AAEG	LOC120426683|XP_039447395.1|CPIP
OG0002708	LOC23687817|XP_011492964.1|AAEG	LOC120428338|XP_039449271.1|CPIP
OG0002709	LOC5571825|XP_021697144.1|AAEG	LOC120429259|XP_039450408.1|CPIP
OG0002710	LOC23687581|XP_011492962.1|AAEG	LOC120429255|XP_039450405.1|CPIP
OG0002711	LOC5571826|XP_021697147.1|AAEG	LOC120429258|XP_039450407.1|CPIP
OG0002712	LOC5571484|XP_021697183.1|AAEG	LOC120417403|XP_039435376.1|CPIP
OG0002713	LOC5573460|XP_021697184.1|AAEG	LOC120423173|XP_039442790.1|CPIP
OG0002714	LOC5578974|XP_021697224.1|AAEG	LOC120421337|XP_039440444.1|CPIP
OG0002715	LOC5574712|XP_001661613.2|AAEG	LOC120420682|XP_039439712.1|CPIP
OG0002716	LOC110680638|XP_021712125.1|AAEG, LOC5575962|XP_021697258.1|AAEG	LOC120412388|XP_039428760.1|CPIP
OG0002717	LOC5565876|XP_021697267.1|AAEG	LOC120426807|XP_039447525.1|CPIP
OG0002719	LOC110681269|XP_021712732.1|AAEG, LOC5579054|XP_001657254.1|AAEG	LOC120413248|XP_039429911.1|CPIP
OG0002720	LOC5579053|XP_001657253.1|AAEG, LOC110681270|XP_021712733.1|AAEG	LOC120413252|XP_039429914.1|CPIP
OG0002721	LOC5578256|XP_001663785.1|AAEG	LOC120413194|XP_039429843.1|CPIP
OG0002722	LOC5576844|XP_021697494.1|AAEG	LOC120413255|XP_039429918.1|CPIP
OG0002723	LOC5564962|XP_021697512.1|AAEG	LOC120413234|XP_039429897.1|CPIP
OG0002724	LOC5565406|XP_001649753.1|AAEG, LOC5575239|XP_021697515.1|AAEG	LOC120413217|XP_039429872.1|CPIP
OG0002725	LOC5574509|XP_021697526.1|AAEG	LOC120413229|XP_039429889.1|CPIP
OG0002726	LOC5576849|XP_021697532.1|AAEG, LOC5576850|XP_021712865.1|AAEG	LOC120413230|XP_039429891.1|CPIP
OG0002727	LOC5575247|XP_001655646.2|AAEG	LOC120413188|XP_039429836.1|CPIP
OG0002728	LOC5564738|XP_021695193.1|AAEG	LOC120418485|XP_039436857.1|CPIP
OG0002729	LOC5567757|XP_021697606.1|AAEG	LOC120418479|XP_039436851.1|CPIP
OG0002730	LOC5567755|XP_021697608.1|AAEG	LOC120424828|XP_039444983.1|CPIP
OG0002731	LOC5565411|XP_021697618.1|AAEG	LOC120424829|XP_039444990.1|CPIP, LOC120432514|XP_039453669.1|CPIP
OG0002732	LOC5572757|XP_021697630.1|AAEG	LOC120420120|XP_039439003.1|CPIP
OG0002733	LOC5565677|XP_001650030.2|AAEG, LOC5572760|XP_021697632.1|AAEG	LOC120420098|XP_039438978.1|CPIP
OG0002734	LOC5576163|XP_021697652.1|AAEG	LOC120420064|XP_039438913.1|CPIP
OG0002735	LOC5573543|XP_021697678.1|AAEG	LOC120420072|XP_039438928.1|CPIP
OG0002736	LOC5579480|XP_021697681.1|AAEG	LOC120429148|XP_039450285.1|CPIP, LOC120432046|XP_039453112.1|CPIP
OG0002737	LOC5571700|XP_001659844.2|AAEG	LOC120429149|XP_039450288.1|CPIP
OG0002738	LOC110680879|XP_021712362.1|AAEG, LOC5566146|XP_021695202.1|AAEG	LOC120416518|XP_039434168.1|CPIP
OG0002739	LOC5564460|XP_021697798.1|AAEG	LOC120418038|XP_039436217.1|CPIP
OG0002740	LOC5564467|XP_001648788.1|AAEG	LOC120418039|XP_039436219.1|CPIP
OG0002743	LOC110675983|XP_021697895.1|AAEG	LOC120420645|XP_039439659.1|CPIP, LOC120420668|XP_039439700.1|CPIP
OG0002744	LOC5575133|XP_021697897.1|AAEG	LOC120420664|XP_039439692.1|CPIP
OG0002745	LOC23687980|XP_011493753.2|AAEG	LOC120412399|XP_039428789.1|CPIP
OG0002746	LOC5578608|XP_021697938.1|AAEG	LOC120412396|XP_039428780.1|CPIP
OG0002747	LOC5574000|XP_001661087.1|AAEG	LOC120413449|XP_039430217.1|CPIP
OG0002748	LOC5568747|XP_021698054.1|AAEG	LOC120430122|XP_039451139.1|CPIP
OG0002749	LOC110676026|XP_021698077.1|AAEG	LOC120414614|XP_039431771.1|CPIP
OG0002750	LOC5568139|XP_021698123.1|AAEG	LOC120412588|XP_039429037.1|CPIP
OG0002751	LOC5567280|XP_021698125.1|AAEG	LOC120412603|XP_039429085.1|CPIP
OG0002752	LOC5564411|XP_001648755.2|AAEG	LOC120412893|XP_039429457.1|CPIP
OG0002753	LOC5575821|XP_021698239.1|AAEG	LOC120430653|XP_039451693.1|CPIP, LOC120412904|XP_039429470.1|CPIP
OG0002754	LOC23687995|XP_021698273.1|AAEG	LOC120420352|XP_039439282.1|CPIP
OG0002755	LOC5576045|XP_001662370.2|AAEG	LOC120416568|XP_039434235.1|CPIP
OG0002756	LOC5564247|XP_001648588.2|AAEG	LOC120416582|XP_039434251.1|CPIP
OG0002757	LOC5564260|XP_021698330.1|AAEG	LOC120419991|XP_039438807.1|CPIP
OG0002758	LOC5568840|XP_021698373.1|AAEG	LOC120414125|XP_039431088.1|CPIP
OG0002759	LOC5568837|XP_021698377.1|AAEG	LOC120414139|XP_039431107.1|CPIP
OG0002760	LOC5568876|XP_021698384.1|AAEG	LOC120414116|XP_039431077.1|CPIP
OG0002761	LOC110676114|XP_021698397.1|AAEG	LOC120414127|XP_039431090.1|CPIP
OG0002762	LOC5568881|XP_021698403.1|AAEG	LOC120414135|XP_039431099.1|CPIP
OG0002763	LOC5564094|XP_021698440.1|AAEG	LOC120418523|XP_039436893.1|CPIP
OG0002764	LOC5571937|XP_021698458.1|AAEG	LOC120418567|XP_039436944.1|CPIP
OG0002765	LOC5571943|XP_021698462.1|AAEG	LOC120432140|XP_039453206.1|CPIP, LOC120418524|XP_039436895.1|CPIP
OG0002766	LOC5569622|XP_001652904.2|AAEG	LOC120418535|XP_039436905.1|CPIP
OG0002767	LOC110676126|XP_021698471.1|AAEG	LOC120418550|XP_039436916.1|CPIP
OG0002768	LOC5566042|XP_021698564.1|AAEG	LOC120414500|XP_039431633.1|CPIP
OG0002769	LOC5564898|XP_001649248.2|AAEG	LOC120414445|XP_039431567.1|CPIP
OG0002770	LOC5564900|XP_001649250.2|AAEG	LOC120414444|XP_039431566.1|CPIP
OG0002771	LOC5576177|XP_021698622.1|AAEG	LOC120414454|XP_039431576.1|CPIP
OG0002772	LOC5579149|XP_001664244.2|AAEG	LOC120429025|XP_039450097.1|CPIP, LOC120426133|XP_039446770.1|CPIP
OG0002773	LOC5572914|XP_021698676.1|AAEG	LOC120417620|XP_039435668.1|CPIP
OG0002774	LOC5568752|XP_001658134.1|AAEG	LOC120416043|XP_039433633.1|CPIP
OG0002775	LOC5572212|XP_001653880.2|AAEG	LOC120413411|XP_039430150.1|CPIP
OG0002776	LOC5572208|XP_021698780.1|AAEG	LOC120413390|XP_039430120.1|CPIP
OG0002777	LOC5571718|XP_021698826.1|AAEG	LOC120420041|XP_039438877.1|CPIP
OG0002778	LOC5571711|XP_001659857.1|AAEG	LOC120420026|XP_039438859.1|CPIP
OG0002779	LOC5565820|XP_021698840.1|AAEG	LOC120420044|XP_039438884.1|CPIP
OG0002780	LOC5566793|XP_001651200.1|AAEG	LOC120422288|XP_039441613.1|CPIP
OG0002781	LOC5574354|XP_001661389.1|AAEG	LOC120423766|XP_039443614.1|CPIP
OG0002782	LOC5568156|XP_021698906.1|AAEG	LOC120423764|XP_039443612.1|CPIP
OG0002783	LOC5573710|XP_021698921.1|AAEG	LOC120424972|XP_039445261.1|CPIP
OG0002784	LOC5573715|XP_001654754.1|AAEG	LOC120424981|XP_039445279.1|CPIP
OG0002785	LOC23687495|XP_021698974.1|AAEG	LOC120424480|XP_039444552.1|CPIP
OG0002786	LOC5577268|XP_021698977.1|AAEG	LOC120424487|XP_039444563.1|CPIP
OG0002787	LOC5574566|XP_001661518.1|AAEG	LOC120424483|XP_039444559.1|CPIP
OG0002788	LOC5574565|XP_021699004.1|AAEG	LOC120424486|XP_039444562.1|CPIP
OG0002789	LOC5574564|XP_021699005.1|AAEG	LOC120424502|XP_039444586.1|CPIP
OG0002790	LOC5577315|XP_001663348.2|AAEG	LOC120423506|XP_039443281.1|CPIP
OG0002791	LOC5573279|XP_001654491.2|AAEG	LOC120431800|XP_039452853.1|CPIP, LOC120430108|XP_039451127.1|CPIP
OG0002792	LOC5573285|XP_021699042.1|AAEG	LOC120430128|XP_039451147.1|CPIP, LOC120430096|XP_039451118.1|CPIP
OG0002793	LOC5577467|XP_001663390.2|AAEG	LOC120412585|XP_039429032.1|CPIP
OG0002794	LOC5577461|XP_001663387.2|AAEG	LOC120412569|XP_039429014.1|CPIP
OG0002795	LOC5576856|XP_021699105.1|AAEG	LOC120412592|XP_039429056.1|CPIP
OG0002796	LOC5575941|XP_001662293.1|AAEG	LOC120420874|XP_039439928.1|CPIP, LOC120421792|XP_039440998.1|CPIP, LOC120428836|XP_039449887.1|CPIP
OG0002797	LOC5572980|XP_001654311.1|AAEG	LOC120418683|XP_039437080.1|CPIP
OG0002798	LOC5572982|XP_001654308.1|AAEG	LOC120419004|XP_039437509.1|CPIP
OG0002799	LOC5578851|XP_021699337.1|AAEG	LOC120418990|XP_039437470.1|CPIP
OG0002800	LOC5571049|XP_021699366.1|AAEG	LOC120419542|XP_039438186.1|CPIP
OG0002801	LOC5568462|XP_021699376.1|AAEG	LOC120413399|XP_039430132.1|CPIP
OG0002802	LOC5577472|XP_021699383.1|AAEG	LOC120413376|XP_039430101.1|CPIP
OG0002803	LOC110676307|XP_021699388.1|AAEG	LOC120413413|XP_039430152.1|CPIP
OG0002804	LOC5572871|XP_001660631.2|AAEG	LOC120422684|XP_039442128.1|CPIP
OG0002805	LOC5572870|XP_001660630.2|AAEG	LOC120422685|XP_039442129.1|CPIP
OG0002806	LOC5575201|XP_021699402.1|AAEG	LOC120422691|XP_039442134.1|CPIP
OG0002807	LOC5575927|XP_001655918.2|AAEG	LOC120417454|XP_039435445.1|CPIP
OG0002808	LOC5575919|XP_011493090.2|AAEG	LOC120417484|XP_039435493.1|CPIP
OG0002809	LOC5570353|XP_001653182.1|AAEG	LOC120417451|XP_039435436.1|CPIP
OG0002810	LOC5570339|XP_021699473.1|AAEG	LOC120417452|XP_039435437.1|CPIP, LOC120430760|XP_039451806.1|CPIP
OG0002811	LOC5570335|XP_021699476.1|AAEG	LOC120429710|XP_039450678.1|CPIP
OG0002812	LOC5570358|XP_001653163.2|AAEG	LOC120429713|XP_039450686.1|CPIP
OG0002813	LOC5570723|XP_021699544.1|AAEG	LOC120421410|XP_039440551.1|CPIP
OG0002814	LOC5570719|XP_021699555.1|AAEG	LOC120421382|XP_039440512.1|CPIP
OG0002815	LOC5576989|XP_001663091.2|AAEG	LOC120431118|XP_039452205.1|CPIP, LOC120421935|XP_039441175.1|CPIP
OG0002816	LOC5578265|XP_001663795.2|AAEG	LOC120418828|XP_039437279.1|CPIP
OG0002817	LOC5578267|XP_001663793.1|AAEG	LOC120418844|XP_039437301.1|CPIP
OG0002818	LOC5578266|XP_021699672.1|AAEG	LOC120418815|XP_039437260.1|CPIP
OG0002819	LOC5578262|XP_021699674.1|AAEG	LOC120418805|XP_039437223.1|CPIP
OG0002820	LOC5569277|XP_001652810.1|AAEG	LOC120418841|XP_039437296.1|CPIP
OG0002821	LOC110675162|XP_021695244.1|AAEG, LOC5566652|XP_021699726.1|AAEG	LOC120417699|XP_039435779.1|CPIP
OG0002824	LOC5569026|XP_001658284.1|AAEG	LOC120426026|XP_039446639.1|CPIP
OG0002825	LOC5574830|XP_001661656.2|AAEG	LOC120423029|XP_039442604.1|CPIP
OG0002826	LOC5574833|XP_001661653.2|AAEG	LOC120431831|XP_039452889.1|CPIP
OG0002827	LOC5564742|XP_021699845.1|AAEG	LOC120430532|XP_039451580.1|CPIP
OG0002828	LOC5574638|XP_021699878.1|AAEG	LOC120431481|XP_039452529.1|CPIP
OG0002829	LOC5574643|XP_001661560.2|AAEG	LOC120415849|XP_039433419.1|CPIP
OG0002830	LOC23687660|XP_021699961.1|AAEG	LOC120423289|XP_039442985.1|CPIP, LOC120430797|XP_039451851.1|CPIP
OG0002838	LOC5570382|XP_021700178.1|AAEG	LOC120429684|XP_039450650.1|CPIP, LOC120429894|XP_039450922.1|CPIP
OG0002839	LOC5574368|XP_001661400.1|AAEG	LOC120425442|XP_039445906.1|CPIP
OG0002840	LOC5574363|XP_001661397.1|AAEG	LOC120425445|XP_039445912.1|CPIP
OG0002841	LOC5564195|XP_001648535.1|AAEG	LOC120414702|XP_039431935.1|CPIP
OG0002842	LOC5564194|XP_021712523.1|AAEG, LOC110674005|XP_021700220.1|AAEG	LOC120414703|XP_039431936.1|CPIP
OG0002843	LOC5570939|XP_021700237.1|AAEG	LOC120414725|XP_039431962.1|CPIP
OG0002844	LOC110680586|XP_021712077.1|AAEG, LOC5571156|XP_021700287.1|AAEG	LOC120414677|XP_039431896.1|CPIP
OG0002845	LOC110676515|XP_021700390.1|AAEG	LOC120431191|XP_039452267.1|CPIP
OG0002846	LOC5578149|XP_021700392.1|AAEG	LOC120431194|XP_039452269.1|CPIP
OG0002847	LOC5569369|XP_001658447.1|AAEG	LOC120422791|XP_039442263.1|CPIP
OG0002848	LOC5569371|XP_021700466.1|AAEG	LOC120413526|XP_039430332.1|CPIP
OG0002849	LOC5569500|XP_021700476.1|AAEG	LOC120428087|XP_039449003.1|CPIP
OG0002850	LOC5569511|XP_001658596.1|AAEG, LOC110680757|XP_021712236.1|AAEG	LOC120425844|XP_039446397.1|CPIP
OG0002851	LOC5578365|XP_001656936.1|AAEG	LOC120415688|XP_039433217.1|CPIP
OG0002852	LOC5578361|XP_021700528.1|AAEG, LOC110680390|XP_021711890.1|AAEG	LOC120415673|XP_039433190.1|CPIP
OG0002853	LOC5574272|XP_021700557.1|AAEG	LOC120423661|XP_039443477.1|CPIP
OG0002854	LOC5570926|XP_021700595.1|AAEG	LOC120429160|XP_039450301.1|CPIP
OG0002855	LOC23687502|XP_011493455.1|AAEG	LOC120419184|XP_039437786.1|CPIP
OG0002856	LOC5572927|XP_021700680.1|AAEG	LOC120413519|XP_039430318.1|CPIP
OG0002857	LOC110681355|XP_021712796.1|AAEG, LOC110681356|XP_021712797.1|AAEG, LOC5572932|XP_021700693.1|AAEG	LOC120425208|XP_039445573.1|CPIP
OG0002858	LOC5571731|XP_021700734.1|AAEG	LOC120413650|XP_039430499.1|CPIP
OG0002859	LOC5566357|XP_001650711.1|AAEG	LOC120422834|XP_039442310.1|CPIP
OG0002860	LOC5570431|XP_001659138.1|AAEG	LOC120414091|XP_039431048.1|CPIP
OG0002861	LOC5572644|XP_021712519.1|AAEG, LOC110676601|XP_021700806.1|AAEG	LOC120424097|XP_039444043.1|CPIP
OG0002862	LOC5572647|XP_001654146.2|AAEG	LOC120424099|XP_039444046.1|CPIP
OG0002863	LOC23687606|XP_011493071.1|AAEG, LOC110678090|XP_021706378.1|AAEG	LOC120420611|XP_039439622.1|CPIP
OG0002864	LOC5572650|XP_001654150.1|AAEG	LOC120420614|XP_039439624.1|CPIP
OG0002865	LOC5572668|XP_001654167.1|AAEG	LOC120429867|XP_039450877.1|CPIP, LOC120413638|XP_039430489.1|CPIP
OG0002866	LOC5573644|XP_021700868.1|AAEG	LOC120428017|XP_039448922.1|CPIP, LOC120430584|XP_039451624.1|CPIP
OG0002867	LOC5565772|XP_001650120.1|AAEG	LOC120422978|XP_039442524.1|CPIP
OG0002868	LOC5565782|XP_001650130.2|AAEG	LOC120422599|XP_039442027.1|CPIP
OG0002869	LOC5565765|XP_001650135.1|AAEG	LOC120422945|XP_039442465.1|CPIP
OG0002870	LOC5565361|XP_021697027.1|AAEG	LOC120424912|XP_039445139.1|CPIP
OG0002870	LOC110675689|XP_021697026.1|AAEG	LOC120424915|XP_039445142.1|CPIP, LOC120424916|XP_039445143.1|CPIP, LOC120424917|XP_039445145.1|CPIP, LOC120424920|XP_039445147.1|CPIP
OG0002871	LOC5565372|XP_001649724.2|AAEG	LOC120424902|XP_039445126.1|CPIP, LOC120424896|XP_039445119.1|CPIP
OG0002872	LOC5565354|XP_021700990.1|AAEG, LOC110680253|XP_021711758.1|AAEG	LOC120422897|XP_039442389.1|CPIP
OG0002873	LOC5565352|XP_001649734.1|AAEG	LOC120422901|XP_039442399.1|CPIP
OG0002874	LOC5565368|XP_021701015.1|AAEG	LOC120430492|XP_039451520.1|CPIP, LOC120417373|XP_039435323.1|CPIP
OG0002875	LOC5564502|XP_001648840.1|AAEG	LOC120413137|XP_039429777.1|CPIP
OG0002876	LOC23687393|XP_011493091.2|AAEG	LOC120416312|XP_039433967.1|CPIP
OG0002877	LOC5571673|XP_021701175.1|AAEG	LOC120413098|XP_039429737.1|CPIP
OG0002878	LOC110680338|XP_021711851.1|AAEG, LOC110680339|XP_021711852.1|AAEG, LOC110680336|XP_021711850.1|AAEG, LOC5571655|XP_021701194.1|AAEG	LOC120413102|XP_039429742.1|CPIP
OG0002879	LOC5575676|XP_001655817.1|AAEG	LOC120418954|XP_039437428.1|CPIP
OG0002880	LOC5575682|XP_001655814.2|AAEG	LOC120418952|XP_039437424.1|CPIP
OG0002881	LOC5575683|XP_001655809.1|AAEG	LOC120418948|XP_039437419.1|CPIP
OG0002882	LOC5575684|XP_001655808.1|AAEG	LOC120418963|XP_039437442.1|CPIP
OG0002883	LOC5575681|XP_021701226.1|AAEG	LOC120418961|XP_039437439.1|CPIP
OG0002884	LOC110676695|XP_021701244.1|AAEG, LOC5574479|XP_001655139.1|AAEG	LOC120418951|XP_039437423.1|CPIP
OG0002885	LOC5574480|XP_001655140.1|AAEG, LOC110676693|XP_021701240.1|AAEG	LOC120418958|XP_039437435.1|CPIP
OG0002886	LOC5574495|XP_001655157.2|AAEG	LOC120428223|XP_039449140.1|CPIP
OG0002887	LOC5574496|XP_001655159.1|AAEG	LOC120428234|XP_039449150.1|CPIP
OG0002888	LOC5573862|XP_021701274.1|AAEG	LOC120428183|XP_039449100.1|CPIP
OG0002889	LOC5568802|XP_001658165.2|AAEG	LOC120425906|XP_039446459.1|CPIP
OG0002890	LOC5568803|XP_001658172.2|AAEG	LOC120414074|XP_039431027.1|CPIP
OG0002891	LOC5577048|XP_001663145.1|AAEG	LOC120418407|XP_039436718.1|CPIP
OG0002892	LOC5573499|XP_001660904.2|AAEG	LOC120418411|XP_039436721.1|CPIP
OG0002893	LOC5578717|XP_021701430.1|AAEG	LOC120421711|XP_039440891.1|CPIP
OG0002894	LOC5578766|XP_001657137.1|AAEG	LOC120420818|XP_039439872.1|CPIP
OG0002895	LOC5568888|XP_001658212.1|AAEG	LOC120420825|XP_039439881.1|CPIP
OG0002896	LOC5570958|XP_021701497.1|AAEG	LOC120419384|XP_039437990.1|CPIP
OG0002897	LOC5577110|XP_021701507.1|AAEG	LOC120426841|XP_039447563.1|CPIP
OG0002898	LOC5564474|XP_021712414.1|AAEG, LOC5578614|XP_021701511.1|AAEG	LOC120426840|XP_039447561.1|CPIP
OG0002899	LOC5565693|XP_021701525.1|AAEG	LOC120420599|XP_039439610.1|CPIP
OG0002900	LOC5577732|XP_021701527.1|AAEG	LOC120419809|XP_039438581.1|CPIP
OG0002901	LOC5565118|XP_001649464.1|AAEG	LOC120420617|XP_039439628.1|CPIP
OG0002902	LOC5565121|XP_001649465.2|AAEG	LOC120420627|XP_039439638.1|CPIP
OG0002903	LOC110680429|XP_021711919.1|AAEG, LOC5573654|XP_001660978.1|AAEG	LOC120427835|XP_039448693.1|CPIP
OG0002904	LOC5569342|XP_021701614.1|AAEG	LOC120428128|XP_039449047.1|CPIP
OG0002905	LOC5569338|XP_001658440.2|AAEG	LOC120428392|XP_039449333.1|CPIP
OG0002906	LOC5576637|XP_021695300.1|AAEG	LOC120428558|XP_039449524.1|CPIP
OG0002907	LOC5576642|XP_021701619.1|AAEG	LOC120427768|XP_039448624.1|CPIP
OG0002908	LOC5574680|XP_021701637.1|AAEG	LOC120431107|XP_039452195.1|CPIP
OG0002909	LOC5576054|XP_021701660.1|AAEG	LOC120431290|XP_039452363.1|CPIP
OG0002910	LOC5578308|XP_001656892.1|AAEG	LOC120421957|XP_039441205.1|CPIP
OG0002911	LOC5575980|XP_021701696.1|AAEG	LOC120428328|XP_039449259.1|CPIP
OG0002912	LOC5566662|XP_001651070.1|AAEG, LOC5566909|XP_001651318.1|AAEG	LOC120425201|XP_039445566.1|CPIP, LOC120418979|XP_039437461.1|CPIP
OG0002913	LOC5578243|XP_001663765.1|AAEG	LOC120416092|XP_039433710.1|CPIP
OG0002914	LOC5577210|XP_001663304.1|AAEG	LOC120416267|XP_039433905.1|CPIP
OG0002915	LOC5572425|XP_021711966.1|AAEG, LOC5573098|XP_021701795.1|AAEG	LOC120425337|XP_039445762.1|CPIP
OG0002916	LOC5579463|XP_021701822.1|AAEG	LOC120412801|XP_039429325.1|CPIP
OG0002917	LOC5569391|XP_001658467.1|AAEG	LOC120430018|XP_039451046.1|CPIP
OG0002918	LOC110676827|XP_021701842.1|AAEG, LOC5569387|XP_001658464.2|AAEG	LOC120430381|XP_039451412.1|CPIP
OG0002919	LOC5578583|XP_001663973.1|AAEG	LOC120423130|XP_039442744.1|CPIP
OG0002920	LOC5569042|XP_001652686.1|AAEG	LOC120423128|XP_039442740.1|CPIP
OG0002921	LOC5577566|XP_001663436.1|AAEG	LOC120421114|XP_039440207.1|CPIP
OG0002922	LOC23687624|XP_011493097.1|AAEG	LOC120422576|XP_039442001.1|CPIP
OG0002923	LOC5577561|XP_001663435.1|AAEG	LOC120422550|XP_039441957.1|CPIP
OG0002924	LOC5577560|XP_021701957.1|AAEG	LOC120422769|XP_039442247.1|CPIP
OG0002925	LOC5569861|XP_021701985.1|AAEG	LOC120415494|XP_039432997.1|CPIP
OG0002926	LOC5565334|XP_021701999.1|AAEG	LOC120415488|XP_039432989.1|CPIP
OG0002927	LOC5569864|XP_001658760.1|AAEG	LOC120415490|XP_039432992.1|CPIP
OG0002928	LOC5580160|XP_001661637.1|AAEG	LOC120419192|XP_039437799.1|CPIP
OG0002929	LOC5565010|XP_021702021.1|AAEG	LOC120419197|XP_039437802.1|CPIP
OG0002930	LOC5573384|XP_001654561.1|AAEG	LOC120415978|XP_039433565.1|CPIP
OG0002931	LOC5573391|XP_021702057.1|AAEG	LOC120416762|XP_039434538.1|CPIP
OG0002932	LOC5564807|XP_021702102.1|AAEG	LOC120424415|XP_039444459.1|CPIP
OG0002933	LOC5566250|XP_021702107.1|AAEG	LOC120431106|XP_039452194.1|CPIP
OG0002934	LOC5573079|XP_021702123.1|AAEG	LOC120422500|XP_039441888.1|CPIP
OG0002935	LOC5568867|XP_021702148.1|AAEG	LOC120416070|XP_039433672.1|CPIP
OG0002936	LOC5567311|XP_001651746.1|AAEG	LOC120416264|XP_039433902.1|CPIP
OG0002937	LOC5564903|XP_021702172.1|AAEG	LOC120426122|XP_039446758.1|CPIP
OG0002938	LOC5565198|XP_001649539.2|AAEG	LOC120430519|XP_039451566.1|CPIP
OG0002939	LOC5564386|XP_021702230.1|AAEG	LOC120419841|XP_039438610.1|CPIP
OG0002940	LOC5577620|XP_001656614.2|AAEG	LOC120430182|XP_039451196.1|CPIP
OG0002941	LOC5577621|XP_001656615.2|AAEG	LOC120430184|XP_039451198.1|CPIP
OG0002942	LOC5577625|XP_001656619.1|AAEG	LOC120412835|XP_039429378.1|CPIP
OG0002943	LOC5575181|XP_021702272.1|AAEG	LOC120412810|XP_039429345.1|CPIP
OG0002944	LOC5575179|XP_021702276.1|AAEG	LOC120412839|XP_039429383.1|CPIP
OG0002945	LOC5566385|XP_021702309.1|AAEG	LOC120416594|XP_039434265.1|CPIP
OG0002946	LOC5566381|XP_021702391.1|AAEG	LOC120416599|XP_039434321.1|CPIP
OG0002947	LOC5569440|XP_001658528.3|AAEG	LOC120416879|XP_039434707.1|CPIP
OG0002948	LOC5572448|XP_001660393.2|AAEG	LOC120420516|XP_039439515.1|CPIP
