Orthogroup	AAEG.longest_only	DSUZ.longest_only
OG0001533	LOC110678890|XP_021708164.1|AAEG, LOC110680692|XP_021712178.1|AAEG, LOC110678001|XP_021705992.1|AAEG, LOC110680324|XP_021711842.1|AAEG, LOC110677126|XP_021703565.1|AAEG, LOC110678464|XP_021707114.1|AAEG, LOC110679584|XP_021710376.1|AAEG, LOC110678719|XP_021707649.1|AAEG, LOC110676870|XP_021702044.1|AAEG, LOC110680306|XP_021711833.1|AAEG, LOC110677232|XP_021703992.1|AAEG, LOC110679886|XP_021711652.1|AAEG, LOC110679620|XP_021710615.1|AAEG	LOC108011581|XP_016932242.1|DSUZ
OG0001534	LOC5576274|XP_021698681.1|AAEG	LOC108014978|XP_036676878.1|DSUZ
OG0001535	LOC5573526|XP_001660924.2|AAEG	LOC108015333|XP_016937224.2|DSUZ
OG0001536	LOC5571801|XP_001659936.2|AAEG, LOC5571804|XP_001659938.2|AAEG	LOC108016802|XP_016939067.1|DSUZ
OG0001537	LOC5569210|XP_021712922.1|AAEG, LOC5572386|XP_001654033.1|AAEG	LOC108005851|XP_016924712.1|DSUZ
OG0001538	LOC5572541|XP_001660472.2|AAEG, LOC5572547|XP_001660470.2|AAEG	LOC108005350|XP_016924078.1|DSUZ
OG0001539	LOC5572544|XP_001660468.2|AAEG	LOC108009678|XP_016929703.1|DSUZ
OG0001540	LOC23687674|XP_021698454.1|AAEG	LOC108021496|XP_016945728.1|DSUZ
OG0001541	LOC5570420|XP_021698756.1|AAEG	LOC108007684|XP_016926896.1|DSUZ
OG0001542	LOC5570412|XP_021698827.1|AAEG	LOC108018279|XP_036674293.1|DSUZ
OG0001545	LOC110677176|XP_021703744.1|AAEG	LOC108011212|XP_016931794.2|DSUZ
OG0001546	LOC110677186|XP_021703764.1|AAEG, LOC5573557|XP_021703756.1|AAEG	LOC108011227|XP_016931815.1|DSUZ
OG0001547	LOC5571510|XP_021704100.1|AAEG	LOC108018889|XP_036675711.1|DSUZ
OG0001548	LOC5575287|XP_021706174.1|AAEG	LOC108011159|XP_016931735.1|DSUZ
OG0001549	LOC5566809|XP_021702575.1|AAEG, LOC110678344|XP_021706791.1|AAEG, LOC5566990|XP_021701099.1|AAEG	LOC108014236|XP_036668807.1|DSUZ
OG0001551	LOC5567762|XP_021709084.1|AAEG	LOC108005602|XP_036673034.1|DSUZ
OG0001552	LOC5574592|XP_001655215.2|AAEG	LOC108006964|XP_036672958.1|DSUZ
OG0001553	LOC5567406|XP_001657401.2|AAEG, LOC5568864|XP_001652590.1|AAEG	LOC108018988|XP_016942083.1|DSUZ
OG0001554	LOC5567768|XP_001657668.2|AAEG	LOC108018744|XP_036674381.1|DSUZ
OG0001555	LOC5565322|XP_021702534.1|AAEG, LOC5571781|XP_021712616.1|AAEG, LOC110681298|XP_021712752.1|AAEG	LOC108005161|XP_016923827.1|DSUZ
OG0001556	LOC5578988|XP_021712982.1|AAEG, LOC5565133|XP_001649476.1|AAEG	LOC108018220|XP_016941228.1|DSUZ
OG0001557	LOC5568719|XP_021713154.1|AAEG, LOC5567579|XP_021707137.1|AAEG	LOC108005434|XP_016924207.1|DSUZ
OG0001558	LOC110680582|XP_021712070.1|AAEG, LOC5568723|XP_021713166.1|AAEG, LOC110680882|XP_021712364.1|AAEG	LOC108019154|XP_016942392.1|DSUZ
OG0001559	LOC5576290|XP_021713171.1|AAEG	LOC108020667|XP_036673347.1|DSUZ
OG0001560	LOC5571521|XP_021692958.1|AAEG	LOC108011781|XP_036672758.1|DSUZ, LOC118876773|XP_036675224.1|DSUZ
OG0001561	LOC5566484|XP_001650872.2|AAEG	LOC108020826|XP_016944698.1|DSUZ
OG0001562	LOC5575241|XP_001655653.2|AAEG, LOC5578936|XP_001657224.1|AAEG	LOC108009762|XP_016929879.1|DSUZ
OG0001563	LOC110680825|XP_021712300.1|AAEG, LOC5578929|XP_021693198.1|AAEG	LOC118879349|XP_036678094.1|DSUZ, LOC118879419|XP_036678185.1|DSUZ, LOC108004836|XP_036678024.1|DSUZ
OG0001564	LOC5563715|XP_021693227.1|AAEG	LOC108016188|XP_036673148.1|DSUZ
OG0001564	LOC5563709|XP_021693231.1|AAEG	LOC108014388|XP_036673176.1|DSUZ
OG0001565	LOC5568915|XP_021693421.1|AAEG, LOC5567502|XP_021693419.1|AAEG	LOC108018471|XP_036673194.1|DSUZ
OG0001566	LOC5573433|XP_021693607.1|AAEG	LOC108020101|XP_016943690.2|DSUZ
OG0001567	LOC110674687|XP_021694425.1|AAEG	LOC118876905|XP_036668954.1|DSUZ, LOC108008177|XP_016927457.2|DSUZ, LOC118876896|XP_036668889.1|DSUZ
OG0001568	LOC5577645|XP_021693829.1|AAEG	LOC108010878|XP_036675480.1|DSUZ, LOC108017459|XP_036674133.1|DSUZ
OG0001569	LOC5577638|XP_001656636.2|AAEG	LOC118877608|XP_036672835.1|DSUZ, LOC108015631|XP_036674698.1|DSUZ
OG0001570	LOC110674220|XP_021694063.1|AAEG	LOC108018306|XP_016941333.2|DSUZ, LOC108018309|XP_016941336.2|DSUZ
OG0001571	LOC5567760|XP_021701214.1|AAEG, LOC110681398|XP_021712833.1|AAEG	LOC108021264|XP_016945378.1|DSUZ
OG0001572	LOC5570664|XP_001659257.1|AAEG, LOC5570661|XP_001659256.2|AAEG	LOC108006270|XP_016925208.1|DSUZ
OG0001573	LOC5565109|XP_021696153.1|AAEG	LOC108010949|XP_036671242.1|DSUZ
OG0001574	LOC5577758|XP_021704696.1|AAEG, LOC5572893|XP_001654247.1|AAEG	LOC108016986|XP_016939422.1|DSUZ
OG0001575	LOC5566212|XP_021696849.1|AAEG	LOC108004858|XP_036673398.1|DSUZ
OG0001576	LOC5578812|XP_001657176.1|AAEG, LOC5572040|XP_001660148.2|AAEG	LOC108006041|XP_016924974.2|DSUZ
OG0001577	LOC5565563|XP_021697730.1|AAEG	LOC108015502|XP_016937447.2|DSUZ
OG0001578	LOC5574933|XP_001661731.2|AAEG	LOC108018246|XP_016941262.1|DSUZ
OG0001579	LOC5571186|XP_001653502.2|AAEG	LOC108013717|XP_036676727.1|DSUZ
OG0001580	LOC5569161|XP_021698161.1|AAEG	LOC108009676|XP_016929700.1|DSUZ
OG0001581	LOC5564093|XP_021698438.1|AAEG	LOC108015286|XP_016937148.1|DSUZ, LOC118876782|XP_036678628.1|DSUZ
OG0001582	LOC5571407|XP_001653659.2|AAEG	LOC108008358|XP_016927680.1|DSUZ
OG0001583	LOC5566023|XP_021698931.1|AAEG	LOC108009929|XP_016930159.1|DSUZ
OG0001584	LOC5578855|XP_001664062.1|AAEG	LOC108012532|XP_016933434.1|DSUZ
OG0001586	LOC5570327|XP_021699512.1|AAEG	LOC108005756|XP_036672068.1|DSUZ
OG0001587	LOC23687759|XP_021699543.1|AAEG	LOC108005663|XP_016924473.1|DSUZ
OG0001588	LOC5572049|XP_001660155.1|AAEG	LOC108018211|XP_016941218.1|DSUZ
OG0001589	LOC5569987|XP_021700011.1|AAEG	LOC108017186|XP_016939668.2|DSUZ, LOC108019293|XP_036677307.1|DSUZ, LOC108019294|XP_016942599.1|DSUZ
OG0001590	LOC110681105|XP_021712562.1|AAEG, LOC5574388|XP_001661416.2|AAEG	LOC108009301|XP_016929037.1|DSUZ
OG0001591	LOC5579514|XP_021700145.1|AAEG	LOC108007242|XP_016926368.1|DSUZ
OG0001593	LOC5569501|XP_021700473.1|AAEG	LOC108014304|XP_016935862.1|DSUZ
OG0001594	LOC5576948|XP_021700494.1|AAEG	LOC108004729|XP_016923416.2|DSUZ
OG0001595	LOC5578360|XP_021700530.1|AAEG	LOC108010101|XP_016930412.1|DSUZ
OG0001596	LOC5570924|XP_021700598.1|AAEG	LOC108021128|XP_016945174.1|DSUZ
OG0001597	LOC110676562|XP_021700652.1|AAEG	LOC108020597|XP_036677861.1|DSUZ, LOC108020596|XP_036677870.1|DSUZ
OG0001598	LOC5570897|XP_021700673.1|AAEG	LOC108021153|XP_016945214.1|DSUZ
OG0001599	LOC5572929|XP_001654264.1|AAEG, LOC5572930|XP_001654265.1|AAEG	LOC108020696|XP_016944556.1|DSUZ
OG0001600	LOC110680217|XP_021711724.1|AAEG, LOC5571423|XP_021700753.1|AAEG	LOC108020781|XP_016944652.1|DSUZ
OG0001601	LOC5572640|XP_001654136.1|AAEG	LOC118878449|XP_036677333.1|DSUZ, LOC118878442|XP_036677322.1|DSUZ, LOC108011905|XP_016932645.1|DSUZ, LOC118878455|XP_036677341.1|DSUZ, LOC118878458|XP_036677347.1|DSUZ, LOC118878453|XP_036677336.1|DSUZ, LOC108015711|XP_036677344.1|DSUZ, LOC118878450|XP_036677334.1|DSUZ
OG0001602	LOC5572642|XP_001654141.2|AAEG	LOC108006411|XP_016925425.1|DSUZ
OG0001603	LOC5564850|XP_021695270.1|AAEG, LOC5564834|XP_001649171.2|AAEG	LOC108007834|XP_016927090.1|DSUZ
OG0001604	LOC5564487|XP_001648846.1|AAEG	LOC108015153|XP_036676507.1|DSUZ
OG0001605	LOC5564503|XP_021701082.1|AAEG	LOC108019616|XP_016942985.1|DSUZ
OG0001606	LOC5566522|XP_001650915.1|AAEG	LOC108011185|XP_016931764.1|DSUZ
OG0001607	LOC5574484|XP_001655145.1|AAEG	LOC108014699|XP_016936363.1|DSUZ
OG0001608	LOC5573863|XP_001654894.1|AAEG	LOC108021228|XP_016945318.1|DSUZ
OG0001609	LOC5568884|XP_021701480.1|AAEG	LOC108017686|XP_036670118.1|DSUZ
OG0001610	LOC5569343|XP_001658432.1|AAEG	LOC108021336|XP_016945503.1|DSUZ
OG0001611	LOC110680619|XP_021712109.1|AAEG, LOC5564671|XP_001649019.1|AAEG	LOC108021298|XP_016945437.1|DSUZ
OG0001612	LOC5563775|XP_001648054.1|AAEG, LOC5563773|XP_001648053.1|AAEG	LOC108009894|XP_016930106.1|DSUZ
OG0001613	LOC5570616|XP_021702082.1|AAEG, LOC5567253|XP_001651695.1|AAEG	LOC108021832|XP_016946129.1|DSUZ
OG0001614	LOC5572013|XP_001660121.2|AAEG, LOC5576817|XP_021702116.1|AAEG	LOC108010281|XP_016930640.1|DSUZ
OG0001615	LOC5572431|XP_021702419.1|AAEG	LOC108015917|XP_016937978.1|DSUZ
OG0001616	LOC5573821|XP_021702976.1|AAEG	LOC108021246|XP_016945348.1|DSUZ
OG0001617	LOC5568922|XP_021703195.1|AAEG	LOC108019495|XP_016942821.1|DSUZ
OG0001618	LOC5573901|XP_021703341.1|AAEG, LOC5571476|XP_021706414.1|AAEG	LOC108009790|XP_016929942.1|DSUZ
OG0001619	LOC5566978|XP_001651398.1|AAEG	LOC108021157|XP_016945224.1|DSUZ
OG0001620	LOC5572053|XP_001653822.1|AAEG	LOC108008313|XP_016927620.1|DSUZ
OG0001621	LOC5572062|XP_001653826.2|AAEG	LOC108008774|XP_016928161.1|DSUZ
OG0001622	LOC5572078|XP_021703583.1|AAEG, LOC5566371|XP_021709853.1|AAEG	LOC108016877|XP_016939253.1|DSUZ
OG0001623	LOC5565851|XP_021703618.1|AAEG	LOC108020749|XP_016944618.1|DSUZ
OG0001624	LOC5564939|XP_001649275.2|AAEG	LOC108019112|XP_016942328.1|DSUZ
OG0001625	LOC5564921|XP_001649284.1|AAEG	LOC108015497|XP_016937444.1|DSUZ
OG0001626	LOC5563786|XP_001648064.1|AAEG	LOC108011934|XP_016932671.1|DSUZ
OG0001627	LOC110680893|XP_021712375.1|AAEG, LOC5566572|XP_001650950.2|AAEG, LOC5578569|XP_021705473.1|AAEG	LOC108011517|XP_036674032.1|DSUZ
OG0001628	LOC5567669|XP_001657611.1|AAEG	LOC108018416|XP_036675507.1|DSUZ
OG0001630	LOC5575302|XP_021709547.1|AAEG	LOC108004859|XP_036673351.1|DSUZ
OG0001631	LOC23687582|XP_021705609.1|AAEG	LOC108020130|XP_036673691.1|DSUZ, LOC118878012|XP_036674952.1|DSUZ, LOC118878561|XP_036677475.1|DSUZ, LOC118878616|XP_036677555.1|DSUZ, LOC118877738|XP_036673633.1|DSUZ, LOC108007595|XP_036674919.1|DSUZ, LOC108020131|XP_036674841.1|DSUZ
OG0001632	LOC5572968|XP_001654299.1|AAEG	LOC108021355|XP_016945532.1|DSUZ
OG0001633	LOC5567329|XP_001657349.1|AAEG, LOC110681114|XP_021712573.1|AAEG	LOC108010633|XP_016931015.1|DSUZ
OG0001635	LOC5570884|XP_021711607.1|AAEG, LOC5570885|XP_021706429.1|AAEG	LOC108016307|XP_016938430.1|DSUZ
OG0001636	LOC5570879|XP_001659394.1|AAEG	LOC108017109|XP_036674967.1|DSUZ
OG0001637	LOC5578555|XP_021707594.1|AAEG, LOC5578556|XP_001663948.2|AAEG	LOC108006982|XP_036672928.1|DSUZ
OG0001638	LOC5577363|XP_001656443.1|AAEG	LOC108016601|XP_016938779.1|DSUZ
OG0001639	LOC5575051|XP_021708404.1|AAEG	LOC108010974|XP_036669920.1|DSUZ, LOC118878895|XP_036677793.1|DSUZ
OG0001640	LOC5571752|XP_001653779.1|AAEG	LOC108013744|XP_016935186.1|DSUZ, LOC118878001|XP_036674899.1|DSUZ
OG0001641	LOC5574761|XP_001661645.1|AAEG, LOC5565701|XP_001650058.1|AAEG	LOC108019500|XP_016942818.1|DSUZ
OG0001642	LOC5577033|XP_021711258.1|AAEG	LOC108018931|XP_016942013.1|DSUZ
OG0001643	LOC5574553|XP_021707189.1|AAEG	LOC108018937|XP_036678572.1|DSUZ
OG0001644	LOC5577243|XP_021706769.1|AAEG	LOC108005538|XP_016924322.2|DSUZ
OG0001645	LOC5571017|XP_021706817.1|AAEG	LOC108008747|XP_016928132.1|DSUZ
OG0001646	LOC5575278|XP_021711349.1|AAEG	LOC108008276|XP_036669239.1|DSUZ
OG0001647	LOC5573626|XP_021705548.1|AAEG	LOC108017950|XP_036670145.1|DSUZ
OG0001648	LOC110681024|XP_021712484.1|AAEG, LOC5572713|XP_021706136.1|AAEG, LOC110677878|XP_021705310.1|AAEG	LOC108013137|XP_016934306.1|DSUZ
OG0001649	LOC5575690|XP_021707280.1|AAEG	LOC108009419|XP_016929235.1|DSUZ
OG0001650	LOC110678810|XP_021707903.1|AAEG	LOC108009817|XP_016929988.1|DSUZ
OG0001651	LOC5565802|XP_021709626.1|AAEG, LOC5565810|XP_021710986.1|AAEG	LOC108009814|XP_016929984.1|DSUZ
OG0001652	LOC5572084|XP_001660159.2|AAEG, LOC110678816|XP_021707935.1|AAEG	LOC108010517|XP_016930881.2|DSUZ
OG0001653	LOC5578118|XP_001656816.2|AAEG	LOC108017622|XP_016940209.2|DSUZ
OG0001654	LOC5579924|XP_021705915.1|AAEG	LOC108009639|XP_016929625.1|DSUZ
OG0001655	LOC5571922|XP_021708628.1|AAEG	LOC108009144|XP_016928737.1|DSUZ
OG0001656	LOC5571621|XP_001659816.2|AAEG	LOC108010135|XP_016930457.1|DSUZ
OG0001657	LOC5565452|XP_001649800.1|AAEG	LOC108019354|XP_036671739.1|DSUZ
OG0001658	LOC5565458|XP_001649769.1|AAEG	LOC118878617|XP_036677556.1|DSUZ, LOC108018722|XP_016941783.2|DSUZ, LOC108007485|XP_036671379.1|DSUZ, LOC108019540|XP_016942867.2|DSUZ, LOC118879108|XP_036677982.1|DSUZ
OG0001659	LOC5568591|XP_021711611.1|AAEG	LOC108013260|XP_016934501.1|DSUZ
OG0001678	LOC5576541|XP_021694779.1|AAEG	LOC108016849|XP_036676087.1|DSUZ
OG0001679	LOC5574426|XP_001661441.2|AAEG, LOC5564668|XP_021694874.1|AAEG, LOC5564669|XP_021694873.1|AAEG	LOC108011169|XP_016931747.1|DSUZ
OG0001680	LOC5565192|XP_021695113.1|AAEG, LOC110681481|XP_021712935.1|AAEG	LOC108004711|XP_016923215.1|DSUZ
OG0001681	LOC110681219|XP_021712681.1|AAEG, LOC5576756|XP_001656258.2|AAEG, LOC5566677|XP_021707319.1|AAEG	LOC108015035|XP_016936755.1|DSUZ
OG0001682	LOC5569201|XP_021694213.1|AAEG	LOC108016800|XP_016939065.1|DSUZ
OG0001683	LOC5569198|XP_001658368.2|AAEG, LOC5573947|XP_001654984.1|AAEG	LOC108021427|XP_016945629.1|DSUZ
OG0001684	LOC5574020|XP_021708632.1|AAEG	LOC108020401|XP_016944176.1|DSUZ
OG0001685	LOC5571142|XP_021700260.1|AAEG, LOC110674271|XP_021694235.1|AAEG, LOC110674435|XP_021694357.1|AAEG, LOC5570684|XP_001659281.2|AAEG	LOC108004918|XP_016923502.1|DSUZ
OG0001686	LOC5571315|XP_001653630.1|AAEG	LOC108004848|XP_016923419.1|DSUZ
OG0001687	LOC5568417|XP_021712495.1|AAEG, LOC5570453|XP_001659150.2|AAEG, LOC5570447|XP_001659152.1|AAEG	LOC108016723|XP_016938941.1|DSUZ
OG0001688	LOC5576585|XP_021697492.1|AAEG	LOC108011115|XP_016931675.1|DSUZ
OG0001689	LOC5578880|XP_021697511.1|AAEG	LOC108005419|XP_016924186.1|DSUZ
OG0001690	LOC5570415|XP_021698783.1|AAEG	LOC108011427|XP_016932045.1|DSUZ
OG0001691	LOC5571995|XP_001660101.2|AAEG	LOC108018983|XP_016942078.1|DSUZ
OG0001692	LOC23687848|XP_021694245.1|AAEG, LOC5564406|XP_021694244.1|AAEG	LOC108014886|XP_036672901.1|DSUZ
OG0001694	LOC5565017|XP_021702011.1|AAEG	LOC108015976|XP_036677895.1|DSUZ
OG0001695	LOC5564056|XP_001648394.2|AAEG	LOC108018046|XP_016940924.1|DSUZ
OG0001696	LOC5565053|XP_021705226.1|AAEG	LOC108006770|XP_036674181.1|DSUZ, LOC108006787|XP_036675419.1|DSUZ
OG0001697	LOC5565067|XP_001649393.1|AAEG	LOC108006614|XP_036673278.1|DSUZ
OG0001698	LOC5576012|XP_021706064.1|AAEG	LOC108019102|XP_036675818.1|DSUZ
OG0001699	LOC5575091|XP_021694263.1|AAEG	LOC108006389|XP_036673061.1|DSUZ
OG0001700	LOC110678498|XP_021707151.1|AAEG, LOC110678596|XP_021707345.1|AAEG, LOC110678598|XP_021707352.1|AAEG	LOC108017466|XP_016939992.2|DSUZ
OG0001701	LOC110681093|XP_021712554.1|AAEG, LOC5569913|XP_021708647.1|AAEG	LOC108014348|XP_036674937.1|DSUZ
OG0001702	LOC110679165|XP_021708953.1|AAEG, LOC5567455|XP_001657455.1|AAEG, LOC110681250|XP_021712711.1|AAEG	LOC108021414|XP_016945615.1|DSUZ
OG0001703	LOC5570645|XP_001653277.2|AAEG	LOC118877833|XP_036673900.1|DSUZ, LOC118879476|XP_036678242.1|DSUZ, LOC108005592|XP_036673166.1|DSUZ
OG0001704	LOC5570641|XP_021709166.1|AAEG	LOC118879475|XP_036678241.1|DSUZ, LOC118879230|XP_036678018.1|DSUZ, LOC118877654|XP_036673161.1|DSUZ, LOC108014856|XP_016936560.2|DSUZ
OG0001705	LOC5569385|XP_021709272.1|AAEG	LOC108015511|XP_036675337.1|DSUZ
OG0001706	LOC5574607|XP_001655208.2|AAEG	LOC108014696|XP_016936360.2|DSUZ, LOC108017051|XP_036678276.1|DSUZ
OG0001707	LOC5574593|XP_021709672.1|AAEG	LOC118879455|XP_036678226.1|DSUZ, LOC118879453|XP_036678224.1|DSUZ, LOC118879457|XP_036678228.1|DSUZ, LOC118879454|XP_036678225.1|DSUZ, LOC118879456|XP_036678227.1|DSUZ, LOC108014865|XP_036674122.1|DSUZ
OG0001708	LOC110681130|XP_021712595.1|AAEG, LOC5577403|XP_001656483.2|AAEG	LOC118877961|XP_036674633.1|DSUZ, LOC108010997|XP_016931508.2|DSUZ
OG0001709	LOC110680896|XP_021712376.1|AAEG, LOC5567785|XP_001657688.2|AAEG, LOC110680897|XP_021712377.1|AAEG	LOC108020210|XP_016943820.2|DSUZ
OG0001710	LOC5577564|XP_001663437.2|AAEG, LOC5566404|XP_021713013.1|AAEG	LOC108016191|XP_016938304.2|DSUZ
OG0001711	LOC5578517|XP_021713311.1|AAEG	LOC108020508|XP_016944328.2|DSUZ
OG0001712	LOC5578276|XP_001663804.1|AAEG	LOC108015767|XP_036673445.1|DSUZ
OG0001713	LOC5575986|XP_011493660.2|AAEG	LOC108006003|XP_036674420.1|DSUZ, LOC118879248|XP_036678026.1|DSUZ
OG0001714	LOC5564681|XP_021692980.1|AAEG	LOC108019446|XP_036675178.1|DSUZ
OG0001715	LOC5573668|XP_021698214.1|AAEG, LOC110681428|XP_021712862.1|AAEG, LOC5566465|XP_001650847.2|AAEG	LOC108005126|XP_036677227.1|DSUZ
OG0001716	LOC110681112|XP_021712571.1|AAEG, LOC23687829|XP_011493203.2|AAEG, LOC5576349|XP_001656084.1|AAEG, LOC110678113|XP_021706410.1|AAEG	LOC108018928|XP_016942010.1|DSUZ
OG0001717	LOC110680473|XP_021711973.1|AAEG, LOC5573435|XP_021693609.1|AAEG	LOC108015482|XP_036675294.1|DSUZ
OG0001718	LOC110674147|XP_021693644.1|AAEG, LOC5576566|XP_021693645.1|AAEG	LOC108016079|XP_036672924.1|DSUZ
OG0001719	LOC5579075|XP_021694078.1|AAEG	LOC108011911|XP_036674267.1|DSUZ
OG0001720	LOC5576117|XP_001662463.2|AAEG	LOC108018275|XP_036674353.1|DSUZ
OG0001721	LOC5565136|XP_001649519.2|AAEG, LOC5565189|XP_001649518.2|AAEG, LOC5565137|XP_001649517.2|AAEG	LOC108006099|XP_016925034.2|DSUZ
OG0001722	LOC5571453|XP_021695480.1|AAEG	LOC108014025|XP_016935530.1|DSUZ
OG0001723	LOC5571265|XP_001653563.1|AAEG	LOC108018664|XP_036677363.1|DSUZ
OG0001724	LOC5579032|XP_021695970.1|AAEG	LOC108009989|XP_016930253.1|DSUZ
OG0001725	LOC5568472|XP_021696007.1|AAEG	LOC108009662|XP_016929675.1|DSUZ
OG0001726	LOC110680966|XP_021712431.1|AAEG, LOC5574101|XP_021696096.1|AAEG	LOC108013111|XP_016934250.1|DSUZ
OG0001727	LOC5577067|XP_021696347.1|AAEG, LOC5576405|XP_021709876.1|AAEG	LOC108012193|XP_016932978.2|DSUZ
OG0001728	LOC5570509|XP_001659196.2|AAEG	LOC108009990|XP_016930259.1|DSUZ
OG0001729	LOC5570505|XP_001659192.2|AAEG	LOC108008297|XP_016927598.2|DSUZ
OG0001730	LOC5569450|XP_021696659.1|AAEG	LOC108021121|XP_016945160.1|DSUZ
OG0001732	LOC110675629|XP_021696818.1|AAEG	LOC108007717|XP_016926955.2|DSUZ
OG0001733	LOC5565207|XP_001649550.1|AAEG, LOC5565221|XP_001649551.1|AAEG	LOC108009239|XP_016928896.1|DSUZ
OG0001734	LOC5565228|XP_021696985.1|AAEG	LOC108008459|XP_016927802.1|DSUZ
OG0001735	LOC5579981|XP_001658609.2|AAEG	LOC108013249|XP_016934485.1|DSUZ
OG0001736	LOC5578900|XP_001664110.1|AAEG	LOC108017808|XP_016940444.1|DSUZ
OG0001737	LOC110675836|XP_021697399.1|AAEG, LOC110675119|XP_021695189.1|AAEG	LOC108009452|XP_016929309.1|DSUZ
OG0001738	LOC5576851|XP_021697531.1|AAEG	LOC108012390|XP_016933237.1|DSUZ
OG0001739	LOC5575248|XP_001655655.1|AAEG	LOC118879721|XP_036678521.1|DSUZ, LOC118879722|XP_036678522.1|DSUZ, LOC118879723|XP_036678523.1|DSUZ, LOC108007033|XP_016926128.2|DSUZ
OG0001740	LOC110675914|XP_021697629.1|AAEG, LOC5572758|XP_021712795.1|AAEG	LOC108009032|XP_016928494.1|DSUZ
OG0001742	LOC5576166|XP_001662518.1|AAEG	LOC108010023|XP_016930311.1|DSUZ
OG0001743	LOC5576175|XP_021697664.1|AAEG	LOC108013539|XP_016934926.1|DSUZ, LOC108015084|XP_016936813.1|DSUZ
OG0001744	LOC5573987|XP_021697960.1|AAEG	LOC108017976|XP_036670026.1|DSUZ
OG0001745	LOC5573042|XP_021695213.1|AAEG	LOC108009425|XP_036669293.1|DSUZ
OG0001746	LOC5564250|XP_001648596.1|AAEG	LOC108012488|XP_016933386.1|DSUZ
OG0001747	LOC5564305|XP_021698368.1|AAEG	LOC108009648|XP_016929652.1|DSUZ
OG0001748	LOC110676122|XP_021698446.1|AAEG	LOC108013546|XP_016934940.1|DSUZ
OG0001749	LOC5572527|XP_001654051.1|AAEG	LOC108010127|XP_016930443.1|DSUZ
OG0001750	LOC5572528|XP_021698705.1|AAEG	LOC108010124|XP_016930441.1|DSUZ
OG0001751	LOC5574043|XP_021698767.1|AAEG	LOC108013130|XP_016934296.1|DSUZ
OG0001752	LOC110676202|XP_021698832.1|AAEG	LOC108011434|XP_036672107.1|DSUZ
OG0001753	LOC5566011|XP_021698869.1|AAEG	LOC108011862|XP_036670926.1|DSUZ
OG0001754	LOC5575704|XP_021699108.1|AAEG	LOC108019915|XP_016943508.1|DSUZ
OG0001755	LOC5565278|XP_021699140.1|AAEG	LOC108011801|XP_036671856.1|DSUZ
OG0001756	LOC5577289|XP_021699173.1|AAEG	LOC108009598|XP_016929562.1|DSUZ
OG0001757	LOC5572865|XP_001660624.1|AAEG	LOC108018221|XP_016941229.1|DSUZ
OG0001758	LOC5579195|XP_021699414.1|AAEG	LOC108012270|XP_036670351.1|DSUZ
OG0001759	LOC5575922|XP_021699452.1|AAEG	LOC108009256|XP_016928928.1|DSUZ
OG0001760	LOC5566072|XP_001650438.2|AAEG	LOC108008644|XP_016928018.1|DSUZ
OG0001761	LOC5576993|XP_021699573.1|AAEG	LOC108009234|XP_016928888.1|DSUZ
OG0001762	LOC5572235|XP_001653920.3|AAEG, LOC5574685|XP_021700044.1|AAEG	LOC108021586|XP_016945861.1|DSUZ
OG0001763	LOC5574378|XP_021700079.1|AAEG	LOC108021648|XP_016945949.1|DSUZ
OG0001764	LOC5569117|XP_001652716.2|AAEG	LOC118877781|XP_036673738.1|DSUZ
OG0001765	LOC5570381|XP_021700177.1|AAEG	LOC108009122|XP_016928699.1|DSUZ
OG0001766	LOC5567651|XP_021700353.1|AAEG	LOC108016344|XP_016938469.1|DSUZ
OG0001767	LOC5569370|XP_021700467.1|AAEG	LOC108021684|XP_016945995.1|DSUZ
OG0001768	LOC5565839|XP_001650193.1|AAEG, LOC5578368|XP_001656939.1|AAEG	LOC108021011|XP_016944983.1|DSUZ
OG0001769	LOC5566448|XP_021700544.1|AAEG, LOC110680496|XP_021711988.1|AAEG	LOC108013993|XP_036678661.1|DSUZ
OG0001770	LOC5572645|XP_001654144.2|AAEG	LOC108021310|XP_016945453.1|DSUZ
OG0001771	LOC5572651|XP_001654151.1|AAEG	LOC108006627|XP_016925648.1|DSUZ
OG0001772	LOC110680439|XP_021711928.1|AAEG, LOC5573651|XP_001660977.2|AAEG	LOC108021425|XP_016945626.1|DSUZ
OG0001774	LOC5564490|XP_021701074.1|AAEG, LOC5564489|XP_021695283.1|AAEG	LOC108010061|XP_016930363.1|DSUZ
OG0001776	LOC5575680|XP_021701220.1|AAEG	LOC108021103|XP_016945121.1|DSUZ
OG0001777	LOC5573805|XP_021701314.1|AAEG	LOC108021606|XP_016945891.1|DSUZ
OG0001778	LOC110675190|XP_021695289.1|AAEG, LOC110677148|XP_021703649.1|AAEG	LOC108019864|XP_036669390.1|DSUZ
OG0001779	LOC110681009|XP_021712466.1|AAEG, LOC5563749|XP_021701405.1|AAEG	LOC108017914|XP_036670472.1|DSUZ
OG0001780	LOC5565277|XP_021701490.1|AAEG	LOC108005093|XP_016923757.1|DSUZ
OG0001781	LOC5569344|XP_021701612.1|AAEG	LOC108021335|XP_036675125.1|DSUZ
OG0001782	LOC5564192|XP_021701622.1|AAEG	LOC108007252|XP_036677252.1|DSUZ
OG0001783	LOC5576440|XP_021701742.1|AAEG	LOC108019145|XP_016942382.1|DSUZ
