Orthogroup	AAEG.longest_only	DERE.longest_only
OG0001587	LOC23687759|XP_021699543.1|AAEG	LOC6542066|XP_001970845.1|DERE
OG0001588	LOC5572049|XP_001660155.1|AAEG	LOC6542666|XP_026834902.1|DERE
OG0001589	LOC5569987|XP_021700011.1|AAEG	LOC6543033|XP_001970884.1|DERE
OG0001590	LOC110681105|XP_021712562.1|AAEG, LOC5574388|XP_001661416.2|AAEG	LOC6547424|XP_026835999.1|DERE
OG0001591	LOC5579514|XP_021700145.1|AAEG	LOC6554774|XP_015009196.1|DERE
OG0001593	LOC5569501|XP_021700473.1|AAEG	LOC6542752|XP_001969735.1|DERE
OG0001594	LOC5576948|XP_021700494.1|AAEG	LOC6543522|XP_026835252.1|DERE
OG0001595	LOC5578360|XP_021700530.1|AAEG	LOC6546864|XP_001976060.1|DERE
OG0001596	LOC5570924|XP_021700598.1|AAEG	LOC6549312|XP_001974234.1|DERE
OG0001597	LOC110676562|XP_021700652.1|AAEG	LOC26526449|XP_015012804.1|DERE
OG0001598	LOC5570897|XP_021700673.1|AAEG	LOC6543430|XP_026833997.1|DERE
OG0001599	LOC5572929|XP_001654264.1|AAEG, LOC5572930|XP_001654265.1|AAEG	LOC6542962|XP_001970072.1|DERE
OG0001600	LOC110680217|XP_021711724.1|AAEG, LOC5571423|XP_021700753.1|AAEG	LOC6541124|XP_001968921.2|DERE
OG0001601	LOC5572640|XP_001654136.1|AAEG	LOC6543528|XP_001969494.1|DERE
OG0001602	LOC5572642|XP_001654141.2|AAEG	LOC6541349|XP_001969299.2|DERE
OG0001603	LOC5564850|XP_021695270.1|AAEG, LOC5564834|XP_001649171.2|AAEG	LOC6541741|XP_001969320.2|DERE
OG0001604	LOC5564487|XP_001648846.1|AAEG	LOC6551380|XP_026838202.1|DERE
OG0001605	LOC5564503|XP_021701082.1|AAEG	LOC6541962|XP_001970442.1|DERE
OG0001606	LOC5566522|XP_001650915.1|AAEG	LOC26526125|XP_015015454.1|DERE
OG0001607	LOC5574484|XP_001655145.1|AAEG	LOC6547612|XP_001976249.1|DERE
OG0001608	LOC5573863|XP_001654894.1|AAEG	LOC6548733|XP_001973984.1|DERE
OG0001609	LOC5568884|XP_021701480.1|AAEG	LOC6548348|XP_001975519.2|DERE
OG0001610	LOC5569343|XP_001658432.1|AAEG	LOC6549115|XP_001974187.1|DERE
OG0001611	LOC110680619|XP_021712109.1|AAEG, LOC5564671|XP_001649019.1|AAEG	LOC6548268|XP_001974114.1|DERE
OG0001612	LOC5563775|XP_001648054.1|AAEG, LOC5563773|XP_001648053.1|AAEG	LOC6543536|XP_001970266.1|DERE
OG0001613	LOC5570616|XP_021702082.1|AAEG, LOC5567253|XP_001651695.1|AAEG	LOC6543298|XP_001969486.1|DERE
OG0001614	LOC5572013|XP_001660121.2|AAEG, LOC5576817|XP_021702116.1|AAEG	LOC6543169|XP_026835190.1|DERE
OG0001615	LOC5572431|XP_021702419.1|AAEG	LOC26526341|XP_015012785.1|DERE, LOC113564623|XP_026838710.1|DERE
OG0001616	LOC5573821|XP_021702976.1|AAEG	LOC6541538|XP_001969786.1|DERE
OG0001617	LOC5568922|XP_021703195.1|AAEG	LOC6549098|XP_001974210.1|DERE
OG0001618	LOC5573901|XP_021703341.1|AAEG, LOC5571476|XP_021706414.1|AAEG	LOC6542940|XP_001969459.2|DERE
OG0001619	LOC5566978|XP_001651398.1|AAEG	LOC6541411|XP_001969266.1|DERE
OG0001620	LOC5572053|XP_001653822.1|AAEG	LOC6548386|XP_001976467.1|DERE
OG0001621	LOC5572062|XP_001653826.2|AAEG	LOC6548774|XP_001975429.1|DERE
OG0001622	LOC5572078|XP_021703583.1|AAEG, LOC5566371|XP_021709853.1|AAEG	LOC6549894|XP_001977371.1|DERE
OG0001623	LOC5565851|XP_021703618.1|AAEG	LOC6540782|XP_001968178.1|DERE
OG0001624	LOC5564939|XP_001649275.2|AAEG	LOC6540930|XP_026835251.1|DERE
OG0001625	LOC5564921|XP_001649284.1|AAEG	LOC6548879|XP_001973975.1|DERE
OG0001626	LOC5563786|XP_001648064.1|AAEG	LOC6542166|XP_001970232.1|DERE
OG0001627	LOC110680893|XP_021712375.1|AAEG, LOC5566572|XP_001650950.2|AAEG, LOC5578569|XP_021705473.1|AAEG	LOC6553164|XP_026831472.1|DERE
OG0001628	LOC5567669|XP_001657611.1|AAEG	LOC6554261|XP_001981682.2|DERE
OG0001630	LOC5575302|XP_021709547.1|AAEG	LOC6555109|XP_026832741.1|DERE
OG0001631	LOC23687582|XP_021705609.1|AAEG	LOC6552286|XP_001978841.3|DERE
OG0001632	LOC5572968|XP_001654299.1|AAEG	LOC6542621|XP_001969358.1|DERE
OG0001633	LOC5567329|XP_001657349.1|AAEG, LOC110681114|XP_021712573.1|AAEG	LOC6554061|XP_001980550.1|DERE
OG0001635	LOC5570884|XP_021711607.1|AAEG, LOC5570885|XP_021706429.1|AAEG	LOC6554529|XP_026835736.1|DERE
OG0001636	LOC5570879|XP_001659394.1|AAEG	LOC6553006|XP_001979149.1|DERE
OG0001637	LOC5578555|XP_021707594.1|AAEG, LOC5578556|XP_001663948.2|AAEG	LOC6552544|XP_001980840.1|DERE
OG0001638	LOC5577363|XP_001656443.1|AAEG	LOC6555527|XP_001982636.1|DERE
OG0001639	LOC5575051|XP_021708404.1|AAEG	LOC6541774|XP_001970795.2|DERE
OG0001640	LOC5571752|XP_001653779.1|AAEG	LOC6553193|XP_001979137.1|DERE
OG0001641	LOC5574761|XP_001661645.1|AAEG, LOC5565701|XP_001650058.1|AAEG	LOC6553989|XP_026832136.1|DERE
OG0001642	LOC5577033|XP_021711258.1|AAEG	LOC6550308|XP_001977896.1|DERE
OG0001643	LOC5574553|XP_021707189.1|AAEG	LOC6543075|XP_026834815.1|DERE
OG0001644	LOC5577243|XP_021706769.1|AAEG	LOC6544930|XP_001972644.1|DERE
OG0001645	LOC5571017|XP_021706817.1|AAEG	LOC6548108|XP_001975149.1|DERE
OG0001646	LOC5575278|XP_021711349.1|AAEG	LOC6548275|XP_001975257.1|DERE
OG0001647	LOC5573626|XP_021705548.1|AAEG	LOC6543211|XP_026835356.1|DERE
OG0001648	LOC110681024|XP_021712484.1|AAEG, LOC5572713|XP_021706136.1|AAEG, LOC110677878|XP_021705310.1|AAEG	LOC6545876|XP_026833666.1|DERE
OG0001649	LOC5575690|XP_021707280.1|AAEG	LOC6549618|XP_001975655.1|DERE
OG0001650	LOC110678810|XP_021707903.1|AAEG	LOC6547204|XP_015012183.1|DERE
OG0001651	LOC5565802|XP_021709626.1|AAEG, LOC5565810|XP_021710986.1|AAEG	LOC6547480|XP_026836888.1|DERE
OG0001652	LOC5572084|XP_001660159.2|AAEG, LOC110678816|XP_021707935.1|AAEG	LOC6546360|XP_001972892.2|DERE
OG0001653	LOC5578118|XP_001656816.2|AAEG	LOC6543990|XP_001973669.1|DERE
OG0001654	LOC5579924|XP_021705915.1|AAEG	LOC6546745|XP_001974538.1|DERE
OG0001655	LOC5571922|XP_021708628.1|AAEG	LOC6541640|XP_001969177.1|DERE
OG0001656	LOC5571621|XP_001659816.2|AAEG	LOC6541227|XP_001968477.1|DERE
OG0001657	LOC5565452|XP_001649800.1|AAEG	LOC6544341|XP_001973084.1|DERE
OG0001658	LOC5565458|XP_001649769.1|AAEG	LOC6544613|XP_001972447.1|DERE
OG0001659	LOC5568591|XP_021711611.1|AAEG	LOC6545441|XP_026832461.1|DERE
OG0001678	LOC5576541|XP_021694779.1|AAEG	LOC6550071|XP_001977568.2|DERE
OG0001679	LOC5574426|XP_001661441.2|AAEG, LOC5564668|XP_021694874.1|AAEG, LOC5564669|XP_021694873.1|AAEG	LOC6550428|XP_001977042.1|DERE
OG0001680	LOC5565192|XP_021695113.1|AAEG, LOC110681481|XP_021712935.1|AAEG	LOC6551629|XP_001978559.2|DERE
OG0001681	LOC110681219|XP_021712681.1|AAEG, LOC5576756|XP_001656258.2|AAEG, LOC5566677|XP_021707319.1|AAEG	LOC6551726|XP_001977305.1|DERE
OG0001682	LOC5569201|XP_021694213.1|AAEG	LOC6550268|XP_001977627.3|DERE
OG0001683	LOC5569198|XP_001658368.2|AAEG, LOC5573947|XP_001654984.1|AAEG	LOC6540992|XP_026835224.1|DERE
OG0001684	LOC5574020|XP_021708632.1|AAEG	LOC6555810|XP_026839034.1|DERE
OG0001685	LOC5571142|XP_021700260.1|AAEG, LOC110674271|XP_021694235.1|AAEG, LOC110674435|XP_021694357.1|AAEG, LOC5570684|XP_001659281.2|AAEG	LOC6541297|XP_001969035.1|DERE
OG0001686	LOC5571315|XP_001653630.1|AAEG	LOC6550125|XP_001977706.1|DERE
OG0001687	LOC5568417|XP_021712495.1|AAEG, LOC5570453|XP_001659150.2|AAEG, LOC5570447|XP_001659152.1|AAEG	LOC6555646|XP_001982387.1|DERE
OG0001688	LOC5576585|XP_021697492.1|AAEG	LOC113564629|XP_026838767.1|DERE
OG0001689	LOC5578880|XP_021697511.1|AAEG	LOC6551347|XP_001977081.2|DERE
OG0001690	LOC5570415|XP_021698783.1|AAEG	LOC6544400|XP_001972030.1|DERE
OG0001691	LOC5571995|XP_001660101.2|AAEG	LOC6542969|XP_001970209.1|DERE
OG0001692	LOC23687848|XP_021694245.1|AAEG	LOC6554088|XP_001979600.3|DERE
OG0001694	LOC5565017|XP_021702011.1|AAEG	LOC6551818|XP_001979625.2|DERE
OG0001695	LOC5564056|XP_001648394.2|AAEG	LOC6546638|XP_001974710.1|DERE
OG0001696	LOC5565053|XP_021705226.1|AAEG	LOC6552102|XP_015010043.1|DERE
OG0001697	LOC5565067|XP_001649393.1|AAEG	LOC6555323|XP_001981884.1|DERE
OG0001698	LOC5576012|XP_021706064.1|AAEG	LOC6550363|XP_026837355.1|DERE
OG0001699	LOC5575091|XP_021694263.1|AAEG	LOC6552022|XP_001980668.1|DERE
OG0001700	LOC110678498|XP_021707151.1|AAEG, LOC110678596|XP_021707345.1|AAEG, LOC110678598|XP_021707352.1|AAEG	LOC6552128|XP_015009992.1|DERE
OG0001701	LOC110681093|XP_021712554.1|AAEG, LOC5569913|XP_021708647.1|AAEG	LOC6552572|XP_026831962.1|DERE
OG0001702	LOC110679165|XP_021708953.1|AAEG, LOC5567455|XP_001657455.1|AAEG, LOC110681250|XP_021712711.1|AAEG	LOC6541812|XP_001969378.1|DERE
OG0001703	LOC5570645|XP_001653277.2|AAEG	LOC6554764|XP_026831652.1|DERE
OG0001704	LOC5570641|XP_021709166.1|AAEG	LOC6554763|XP_001982199.1|DERE
OG0001705	LOC5569385|XP_021709272.1|AAEG	LOC6554466|XP_015009189.1|DERE
OG0001706	LOC5574607|XP_001655208.2|AAEG	LOC6542047|XP_001970822.1|DERE
OG0001707	LOC5574593|XP_021709672.1|AAEG	LOC6554523|XP_026835453.1|DERE
OG0001708	LOC110681130|XP_021712595.1|AAEG, LOC5577403|XP_001656483.2|AAEG	LOC6553500|XP_001980227.1|DERE
OG0001709	LOC110680896|XP_021712376.1|AAEG, LOC5567785|XP_001657688.2|AAEG, LOC110680897|XP_021712377.1|AAEG	LOC6543891|XP_001971886.1|DERE
OG0001710	LOC5577564|XP_001663437.2|AAEG, LOC5566404|XP_021713013.1|AAEG	LOC6554372|XP_001982355.1|DERE
OG0001711	LOC5578517|XP_021713311.1|AAEG	LOC6555211|XP_026831902.1|DERE
OG0001712	LOC5578276|XP_001663804.1|AAEG	LOC6555071|XP_026831786.1|DERE
OG0001713	LOC5575986|XP_011493660.2|AAEG	LOC6551808|XP_001980577.1|DERE
OG0001714	LOC5564681|XP_021692980.1|AAEG	LOC6552377|XP_001978888.2|DERE
OG0001715	LOC5573668|XP_021698214.1|AAEG, LOC110681428|XP_021712862.1|AAEG, LOC5566465|XP_001650847.2|AAEG	LOC6550038|XP_001977504.2|DERE
OG0001716	LOC110681112|XP_021712571.1|AAEG, LOC23687829|XP_011493203.2|AAEG, LOC5576349|XP_001656084.1|AAEG, LOC110678113|XP_021706410.1|AAEG	LOC6550312|XP_001977900.1|DERE
OG0001717	LOC110680473|XP_021711973.1|AAEG, LOC5573435|XP_021693609.1|AAEG	LOC6554120|XP_026831726.1|DERE
OG0001718	LOC110674147|XP_021693644.1|AAEG, LOC5576566|XP_021693645.1|AAEG	LOC6554887|XP_001982242.2|DERE
OG0001719	LOC5579075|XP_021694078.1|AAEG	LOC6554517|XP_015009322.1|DERE
OG0001720	LOC5576117|XP_001662463.2|AAEG	LOC6551770|XP_026839523.1|DERE
OG0001721	LOC5565136|XP_001649519.2|AAEG, LOC5565189|XP_001649518.2|AAEG, LOC5565137|XP_001649517.2|AAEG	LOC6552921|XP_001980994.1|DERE
OG0001722	LOC5571453|XP_021695480.1|AAEG	LOC6544871|XP_026833874.1|DERE
OG0001723	LOC5571265|XP_001653563.1|AAEG	LOC6541545|XP_001970814.1|DERE, LOC6542112|XP_001970815.1|DERE
OG0001724	LOC5579032|XP_021695970.1|AAEG	LOC6547973|XP_015011808.1|DERE
OG0001725	LOC5568472|XP_021696007.1|AAEG	LOC6543331|XP_015015049.1|DERE
OG0001726	LOC110680966|XP_021712431.1|AAEG, LOC5574101|XP_021696096.1|AAEG	LOC6546157|XP_026832555.1|DERE
OG0001727	LOC5577067|XP_021696347.1|AAEG, LOC5576405|XP_021709876.1|AAEG	LOC6555115|XP_001982257.1|DERE
OG0001728	LOC5570509|XP_001659196.2|AAEG	LOC6547058|XP_001976016.1|DERE
OG0001729	LOC5570505|XP_001659192.2|AAEG	LOC6548454|XP_026836239.1|DERE
OG0001730	LOC5569450|XP_021696659.1|AAEG	LOC6543159|XP_001969775.1|DERE
OG0001732	LOC110675629|XP_021696818.1|AAEG	LOC26526926|XP_015015576.1|DERE
OG0001733	LOC5565207|XP_001649550.1|AAEG, LOC5565221|XP_001649551.1|AAEG	LOC6547856|XP_001975039.1|DERE
OG0001734	LOC5565228|XP_021696985.1|AAEG	LOC6541069|XP_001970371.1|DERE
OG0001735	LOC5579981|XP_001658609.2|AAEG	LOC6543540|XP_001973624.3|DERE
OG0001736	LOC5578900|XP_001664110.1|AAEG	LOC6547189|XP_026836842.1|DERE
OG0001737	LOC110675836|XP_021697399.1|AAEG, LOC110675119|XP_021695189.1|AAEG	LOC6547889|XP_001976448.1|DERE
OG0001738	LOC5576851|XP_021697531.1|AAEG	LOC6543659|XP_001972958.1|DERE
OG0001739	LOC5575248|XP_001655655.1|AAEG	LOC26526943|XP_015012884.1|DERE
OG0001740	LOC110675914|XP_021697629.1|AAEG, LOC5572758|XP_021712795.1|AAEG	LOC6547768|XP_026835815.1|DERE
OG0001742	LOC5576166|XP_001662518.1|AAEG	LOC6543026|XP_001969090.2|DERE
OG0001743	LOC5576175|XP_021697664.1|AAEG	LOC6543767|XP_015013635.1|DERE
OG0001744	LOC5573987|XP_021697960.1|AAEG	LOC113563695|XP_026834339.1|DERE
OG0001745	LOC5573042|XP_021695213.1|AAEG	LOC6547364|XP_026836567.1|DERE
OG0001746	LOC5564250|XP_001648596.1|AAEG	LOC6543583|XP_001972296.1|DERE
OG0001747	LOC5564305|XP_021698368.1|AAEG	LOC6546829|XP_026837149.1|DERE
OG0001748	LOC110676122|XP_021698446.1|AAEG	LOC6545480|XP_015013763.1|DERE
OG0001749	LOC5572527|XP_001654051.1|AAEG	LOC6548642|XP_001976630.1|DERE
OG0001750	LOC5572528|XP_021698705.1|AAEG	LOC6548641|XP_001976629.1|DERE
OG0001751	LOC5574043|XP_021698767.1|AAEG	LOC6543618|XP_026832342.1|DERE
OG0001752	LOC110676202|XP_021698832.1|AAEG	LOC6545196|XP_001972042.1|DERE
OG0001753	LOC5566011|XP_021698869.1|AAEG	LOC6546254|XP_015013806.2|DERE
OG0001754	LOC5575704|XP_021699108.1|AAEG	LOC6546728|XP_026836558.1|DERE
OG0001755	LOC5565278|XP_021699140.1|AAEG	LOC6546210|XP_015013342.1|DERE
OG0001756	LOC5577289|XP_021699173.1|AAEG	LOC6548768|XP_001975423.1|DERE
OG0001757	LOC5572865|XP_001660624.1|AAEG	LOC6546582|XP_001974681.1|DERE
OG0001758	LOC5579195|XP_021699414.1|AAEG	LOC6545567|XP_026833748.1|DERE
OG0001759	LOC5575922|XP_021699452.1|AAEG	LOC6548151|XP_001975225.3|DERE
OG0001760	LOC5566072|XP_001650438.2|AAEG	LOC6541584|XP_001970345.1|DERE
OG0001761	LOC5576993|XP_021699573.1|AAEG	LOC6547930|XP_026835843.1|DERE
OG0001762	LOC5572235|XP_001653920.3|AAEG, LOC5574685|XP_021700044.1|AAEG	LOC6543015|XP_026835149.1|DERE
OG0001763	LOC5574378|XP_021700079.1|AAEG	LOC6542692|XP_001970082.2|DERE
OG0001764	LOC5569117|XP_001652716.2|AAEG	LOC6553240|XP_001980195.2|DERE
OG0001765	LOC5570381|XP_021700177.1|AAEG	LOC6542673|XP_026835300.1|DERE
OG0001766	LOC5567651|XP_021700353.1|AAEG	LOC6542157|XP_001969221.1|DERE
OG0001767	LOC5569370|XP_021700467.1|AAEG	LOC6542220|XP_001968535.2|DERE
OG0001768	LOC5565839|XP_001650193.1|AAEG, LOC5578368|XP_001656939.1|AAEG	LOC6540814|XP_001968169.1|DERE
OG0001769	LOC5566448|XP_021700544.1|AAEG, LOC110680496|XP_021711988.1|AAEG	LOC6542916|XP_001968860.1|DERE
OG0001770	LOC5572645|XP_001654144.2|AAEG	LOC6543132|XP_001969906.1|DERE
OG0001771	LOC5572651|XP_001654151.1|AAEG	LOC6541155|XP_001968570.1|DERE
OG0001772	LOC110680439|XP_021711928.1|AAEG, LOC5573651|XP_001660977.2|AAEG	LOC6541743|XP_001969450.1|DERE
OG0001774	LOC5564490|XP_021701074.1|AAEG, LOC5564489|XP_021695283.1|AAEG	LOC6548401|XP_001976667.2|DERE
OG0001776	LOC5575680|XP_021701220.1|AAEG	LOC6540894|XP_001970029.1|DERE
OG0001777	LOC5573805|XP_021701314.1|AAEG	LOC6541371|XP_001970155.1|DERE
OG0001778	LOC110675190|XP_021695289.1|AAEG, LOC110677148|XP_021703649.1|AAEG	LOC6542552|XP_001969041.1|DERE
OG0001779	LOC110681009|XP_021712466.1|AAEG, LOC5563749|XP_021701405.1|AAEG	LOC6542676|XP_001969396.2|DERE
OG0001780	LOC5565277|XP_021701490.1|AAEG	LOC6542071|XP_001970812.1|DERE
OG0001781	LOC5569344|XP_021701612.1|AAEG	LOC6549116|XP_015011973.1|DERE
OG0001782	LOC5564192|XP_021701622.1|AAEG	LOC6542033|XP_015014952.1|DERE
OG0001783	LOC5576440|XP_021701742.1|AAEG	LOC6542058|XP_026834983.1|DERE
OG0001784	LOC5568160|XP_021701820.1|AAEG, LOC5573090|XP_021701819.1|AAEG	LOC6541877|XP_001968301.1|DERE
OG0001785	LOC5569041|XP_021701853.1|AAEG	LOC6541287|XP_001969182.1|DERE
OG0001786	LOC5569034|XP_001652680.1|AAEG	LOC6542807|XP_026839340.1|DERE, LOC6543340|XP_001970129.1|DERE
OG0001787	LOC5569031|XP_021701868.1|AAEG	LOC6542003|XP_001970132.2|DERE
OG0001788	LOC5573248|XP_001654457.1|AAEG	LOC6549272|XP_001975714.1|DERE
OG0001789	LOC5567954|XP_001657769.1|AAEG	LOC6547318|XP_001976342.1|DERE
OG0001790	LOC5573696|XP_001661021.2|AAEG	LOC6543267|XP_026834061.1|DERE
OG0001791	LOC5575748|XP_021703199.1|AAEG	LOC6546860|XP_001976056.1|DERE
OG0001792	LOC23687649|XP_021703560.1|AAEG	LOC6549240|XP_026836485.1|DERE
OG0001793	LOC5572054|XP_021703576.1|AAEG, LOC110680890|XP_021712373.1|AAEG	LOC6549416|XP_026835784.1|DERE
OG0001794	LOC5565922|XP_001650267.3|AAEG	LOC6541508|XP_001969042.1|DERE
OG0001795	LOC5567339|XP_021704045.1|AAEG	LOC6547499|XP_026836864.1|DERE
OG0001797	LOC5572508|XP_021711425.1|AAEG, LOC5566756|XP_021706948.1|AAEG	LOC6555824|XP_026839263.1|DERE
OG0001798	LOC5566370|XP_001650782.1|AAEG	LOC6548144|XP_001975218.2|DERE
OG0001799	LOC5580274|XP_001662901.1|AAEG	LOC6549882|XP_026837798.1|DERE, LOC26526250|XP_015011445.1|DERE
OG0001800	LOC5570552|XP_021709728.1|AAEG	LOC6541412|XP_026834716.1|DERE
OG0001801	LOC110680785|XP_021712265.1|AAEG, LOC5564279|XP_021712264.1|AAEG, LOC110679411|XP_021709622.1|AAEG	LOC6543969|XP_001972219.2|DERE
OG0001802	LOC5564547|XP_001648902.1|AAEG	LOC6552446|XP_001980935.1|DERE
OG0001803	LOC5577692|XP_001663474.2|AAEG	LOC6553409|XP_026839543.1|DERE
OG0001804	LOC5564652|XP_001649004.2|AAEG, LOC110680554|XP_021712038.1|AAEG	LOC6552681|XP_015009470.1|DERE
OG0001805	LOC5575007|XP_001661741.3|AAEG	LOC6544772|XP_001971678.1|DERE
OG0001806	LOC5567255|XP_021706781.1|AAEG	LOC6554680|XP_026831948.1|DERE
OG0001808	LOC5572949|XP_021709443.1|AAEG	LOC6553855|XP_001980559.2|DERE
OG0001809	LOC5564168|XP_021707416.1|AAEG	LOC6552290|XP_001978845.2|DERE
OG0001810	LOC110678349|XP_021706798.1|AAEG, LOC5570367|XP_021710434.1|AAEG, LOC110677948|XP_021705715.1|AAEG	LOC6554620|XP_001982178.1|DERE
OG0001811	LOC5577351|XP_001656427.1|AAEG, LOC110680308|XP_021711836.1|AAEG, LOC110678676|XP_021707574.1|AAEG	LOC6541200|XP_001970528.1|DERE
OG0001812	LOC5577364|XP_001656444.1|AAEG	LOC6550394|XP_001977776.2|DERE
OG0001813	LOC5568213|XP_021706440.1|AAEG	LOC6553906|XP_026834532.1|DERE
OG0001814	LOC110679259|XP_021709176.1|AAEG, LOC110679258|XP_021709173.1|AAEG	LOC6553608|XP_026839004.1|DERE
OG0001815	LOC5572470|XP_001660415.1|AAEG, LOC110677764|XP_021704810.1|AAEG	LOC6552551|XP_001978961.1|DERE
OG0001816	LOC5564769|XP_001649137.1|AAEG	LOC6549183|XP_001975743.1|DERE
OG0001817	LOC5572254|XP_021707503.1|AAEG	LOC6541305|XP_026834271.1|DERE
OG0001818	LOC5570038|XP_021705809.1|AAEG, LOC5570034|XP_021704393.1|AAEG	LOC6551515|XP_001977183.2|DERE
OG0001819	LOC5565232|XP_001649570.2|AAEG	LOC6548328|XP_001975163.1|DERE
OG0001820	LOC5578522|XP_021711359.1|AAEG	LOC6551437|XP_001978535.1|DERE
OG0001821	LOC5575338|XP_021712568.1|AAEG, LOC110678161|XP_021706474.1|AAEG	LOC6548373|XP_001976648.1|DERE
OG0001822	LOC5571100|XP_021710962.1|AAEG	LOC6547403|XP_001976311.1|DERE
OG0001823	LOC5573745|XP_021705990.1|AAEG, LOC5573744|XP_001654772.1|AAEG	LOC6543848|XP_001972349.1|DERE
OG0001824	LOC5579661|XP_001648135.2|AAEG, LOC5579660|XP_001648134.2|AAEG	LOC6541589|XP_001968314.1|DERE
OG0001825	LOC5572228|XP_021707395.1|AAEG	LOC6547488|XP_026836490.1|DERE
OG0001826	LOC5577483|XP_001663403.2|AAEG	LOC6547165|XP_001976166.1|DERE
OG0001827	LOC5572357|XP_001660316.1|AAEG, LOC5572356|XP_001660315.1|AAEG	LOC6548235|XP_001975267.1|DERE
OG0001828	LOC5567362|XP_021706896.1|AAEG	LOC6551019|XP_026837511.1|DERE
OG0001829	LOC5576206|XP_021708780.1|AAEG, LOC110680523|XP_021712012.1|AAEG	LOC6546911|XP_001975990.1|DERE
OG0001830	LOC5571911|XP_001660008.2|AAEG, LOC110679573|XP_021710291.1|AAEG	LOC6547311|XP_001976338.1|DERE
OG0001831	LOC110680266|XP_021711773.1|AAEG, LOC5566067|XP_021705399.1|AAEG, LOC23687723|XP_021711781.1|AAEG, LOC23687612|XP_021707469.1|AAEG	LOC6546392|XP_001972882.1|DERE
OG0001832	LOC5568452|XP_021706577.1|AAEG	LOC6551342|XP_026837782.1|DERE
OG0001833	LOC5571930|XP_001660027.1|AAEG	LOC6548005|XP_001976500.2|DERE
OG0001848	LOC5575825|XP_001655856.2|AAEG	LOC26526554|XP_026832531.1|DERE
OG0001849	LOC5575828|XP_001655853.1|AAEG	LOC6555207|XP_001982075.1|DERE
OG0001850	LOC110681442|XP_021712895.1|AAEG, LOC5579827|XP_001651058.2|AAEG	LOC6555841|XP_001982707.1|DERE
OG0001851	LOC5578495|XP_021694587.1|AAEG	LOC6555808|XP_026839214.1|DERE
OG0001852	LOC5565125|XP_021694596.1|AAEG	LOC6545159|XP_026833894.1|DERE
OG0001853	LOC5574328|XP_021694599.1|AAEG	LOC6554202|XP_026833795.1|DERE
OG0001854	LOC5569472|XP_001658557.1|AAEG	LOC6550716|XP_001978098.1|DERE
OG0001855	LOC5574649|XP_001661572.1|AAEG	LOC6548496|XP_001975309.1|DERE
OG0001856	LOC110674760|XP_021694723.1|AAEG	LOC6549866|XP_001977396.1|DERE
OG0001857	LOC5575262|XP_001661863.2|AAEG, LOC5575265|XP_021694857.1|AAEG	LOC6549751|XP_001978613.1|DERE
OG0001858	LOC5567841|XP_021694869.1|AAEG	LOC6550239|XP_001977690.1|DERE
OG0001859	LOC5580066|XP_001654807.1|AAEG	LOC6549660|XP_001978709.1|DERE
OG0001860	LOC5564571|XP_021694963.1|AAEG, LOC5568118|XP_021696651.1|AAEG	LOC6546168|XP_001972865.1|DERE
OG0001861	LOC5579466|XP_021693350.1|AAEG	LOC6555253|XP_001981634.1|DERE
OG0001862	LOC5570649|XP_021706525.1|AAEG, LOC5570648|XP_001659242.1|AAEG	LOC6549875|XP_001978656.1|DERE
OG0001863	LOC5570651|XP_001659247.1|AAEG	LOC6550951|XP_026837666.1|DERE
OG0001864	LOC110674837|XP_021695016.1|AAEG, LOC5578628|XP_021694917.1|AAEG	LOC6552814|XP_015009776.1|DERE
OG0001865	LOC110675288|XP_021695482.1|AAEG	LOC6550044|XP_001977510.1|DERE
OG0001866	LOC5574246|XP_021695568.1|AAEG	LOC6553633|XP_015010111.1|DERE
OG0001867	LOC5575004|XP_021697527.1|AAEG, LOC5570553|XP_021706976.1|AAEG	LOC6546442|XP_001972928.1|DERE
OG0001868	LOC5574992|XP_001655465.2|AAEG, LOC5574991|XP_001655464.2|AAEG	LOC6548794|XP_001974051.2|DERE
OG0001869	LOC5574987|XP_021697648.1|AAEG	LOC6553487|XP_015010366.1|DERE
OG0001870	LOC110681030|XP_021712488.1|AAEG, LOC110674273|XP_021694239.1|AAEG, LOC110681059|XP_021712516.1|AAEG, LOC5575006|XP_021697806.1|AAEG	LOC6551196|XP_001977030.1|DERE
OG0001871	LOC5571998|XP_001660103.3|AAEG	LOC6551365|XP_001977110.3|DERE
OG0001872	LOC5574573|XP_021699531.1|AAEG	LOC6555285|XP_026835075.1|DERE
OG0001873	LOC5578825|XP_021701935.1|AAEG	LOC6552018|XP_001978783.1|DERE
OG0001874	LOC5567722|XP_021702328.1|AAEG	LOC6555444|XP_001981888.1|DERE
OG0001875	LOC110677055|XP_021703299.1|AAEG	LOC6555123|XP_026839514.1|DERE
OG0001876	LOC5564040|XP_001648384.2|AAEG	LOC6550652|XP_001978042.1|DERE
OG0001877	LOC5571508|XP_001659759.2|AAEG	LOC6551236|XP_001976738.1|DERE
OG0001878	LOC5566087|XP_021704628.1|AAEG	LOC6553582|XP_001980278.1|DERE
OG0001879	LOC5565257|XP_021705692.1|AAEG	LOC6555321|XP_001981882.2|DERE
OG0001880	LOC5570606|XP_001653270.2|AAEG	LOC6553901|XP_026834374.1|DERE
OG0001881	LOC5566189|XP_001650563.2|AAEG	LOC6553618|XP_001979276.1|DERE
