Orthogroup	AAEG.longest_only	DSUP.longest_only
OG0002152	LOC5567724|XP_021702264.1|AAEG	LOC119549402|XP_037713388.1|DSUP
OG0002153	LOC5567044|XP_021702532.1|AAEG	LOC119558160|XP_037727344.1|DSUP
OG0002154	LOC5576299|XP_021702619.1|AAEG	LOC119557244|XP_037725857.1|DSUP
OG0002155	LOC5576875|XP_001662973.2|AAEG	LOC119562885|XP_037731929.1|DSUP
OG0002156	LOC5571483|XP_021704276.1|AAEG	LOC119555675|XP_037723222.1|DSUP
OG0002157	LOC5572105|XP_021704743.1|AAEG	LOC119547514|XP_037710339.1|DSUP
OG0002158	LOC5575865|XP_021704847.1|AAEG	LOC119551106|XP_037716212.1|DSUP
OG0002159	LOC5579199|XP_021705121.1|AAEG	LOC119549039|XP_037712654.1|DSUP
OG0002160	LOC5577891|XP_001663597.2|AAEG	LOC119560210|XP_037729496.1|DSUP
OG0002161	LOC5578146|XP_001663717.1|AAEG	LOC119560242|XP_037729533.1|DSUP
OG0002162	LOC5578143|XP_001663713.2|AAEG	LOC119555741|XP_037723349.1|DSUP
OG0002163	LOC5565033|XP_001649405.1|AAEG	LOC119558166|XP_037727357.1|DSUP
OG0002164	LOC5565255|XP_001649617.2|AAEG	LOC119563148|XP_037732334.1|DSUP
OG0002165	LOC5576560|XP_001662743.2|AAEG	LOC119546345|XP_037708483.1|DSUP
OG0002166	LOC5575292|XP_001655670.2|AAEG, LOC110680524|XP_021712013.1|AAEG	LOC119548341|XP_037711476.1|DSUP
OG0002167	LOC110673987|XP_021706322.1|AAEG, LOC5579217|XP_021712812.1|AAEG	LOC119551886|XP_037717411.1|DSUP
OG0002168	LOC5578905|XP_021708397.1|AAEG, LOC5571580|XP_001659788.1|AAEG	LOC119551564|XP_037716890.1|DSUP
OG0002169	LOC5568544|XP_021707598.1|AAEG	LOC119553094|XP_037719177.1|DSUP
OG0002170	LOC5572782|XP_001654181.2|AAEG	LOC119551583|XP_037716952.1|DSUP
OG0002171	LOC5579419|XP_021708592.1|AAEG	LOC119547352|XP_037710098.1|DSUP
OG0002172	LOC5568282|XP_001657979.2|AAEG, LOC110680636|XP_021712124.1|AAEG	LOC119552307|XP_037717997.1|DSUP
OG0002173	LOC5568277|XP_001657974.1|AAEG	LOC119546866|XP_037709398.1|DSUP
OG0002174	LOC110679174|XP_021708963.1|AAEG	LOC119546164|XP_037708215.1|DSUP
OG0002175	LOC5566081|XP_021708971.1|AAEG	LOC119546173|XP_037708227.1|DSUP
OG0002176	LOC110680241|XP_021711747.1|AAEG, LOC5570609|XP_001653273.1|AAEG, LOC110679314|XP_021709372.1|AAEG, LOC110681060|XP_021712517.1|AAEG	LOC119560742|XP_037730284.1|DSUP
OG0002177	LOC5573875|XP_021709949.1|AAEG, LOC5573874|XP_001654907.2|AAEG	LOC119555202|XP_037722389.1|DSUP
OG0002178	LOC110680388|XP_021711889.1|AAEG, LOC5566202|XP_021710220.1|AAEG, LOC110680809|XP_021712277.1|AAEG	LOC119549004|XP_037712547.1|DSUP
OG0002179	LOC5569456|XP_021710812.1|AAEG	LOC119551949|XP_037717570.1|DSUP
OG0002180	LOC110674011|XP_021710984.1|AAEG, LOC5574069|XP_021694277.1|AAEG	LOC119545838|XP_037707724.1|DSUP
OG0002181	LOC110681123|XP_021712582.1|AAEG, LOC110680479|XP_021711976.1|AAEG, LOC23687808|XP_021711326.1|AAEG	LOC119557452|XP_037726145.1|DSUP
OG0002182	LOC5577702|XP_021711690.1|AAEG	LOC119559965|XP_037729126.1|DSUP
OG0002183	LOC5564014|XP_001648337.2|AAEG, LOC5568461|XP_001652295.2|AAEG	LOC119550127|XP_037714551.1|DSUP
OG0002184	LOC23687633|XP_011493096.1|AAEG	LOC119560062|XP_037729296.1|DSUP
OG0002185	LOC5572727|XP_001660555.2|AAEG, LOC110680500|XP_021711993.1|AAEG	LOC119556680|XP_037724982.1|DSUP
OG0002186	LOC5567783|XP_001657684.2|AAEG	LOC119561831|XP_037731236.1|DSUP, LOC119561832|XP_037731240.1|DSUP
OG0002187	LOC5571783|XP_001659922.2|AAEG	LOC119563104|XP_037732273.1|DSUP
OG0002188	LOC5571794|XP_001659928.1|AAEG, LOC110681308|XP_021712759.1|AAEG	LOC119551051|XP_037716097.1|DSUP
OG0002189	LOC5578994|XP_001664173.2|AAEG	LOC119561793|XP_037731206.1|DSUP
OG0002190	LOC5573374|XP_021712991.1|AAEG	LOC119545847|XP_037707743.1|DSUP
OG0002191	LOC110680462|XP_021711958.1|AAEG, LOC5573373|XP_021712993.1|AAEG	LOC119554057|XP_037720727.1|DSUP
OG0002192	LOC5577009|XP_021694395.1|AAEG, LOC5568710|XP_001652535.1|AAEG	LOC119555022|XP_037722094.1|DSUP
OG0002193	LOC5572572|XP_021713041.1|AAEG	LOC119562384|XP_037731498.1|DSUP
OG0002194	LOC5580291|XP_001662917.2|AAEG	LOC119552527|XP_037718077.1|DSUP
OG0002195	LOC5572335|XP_001654025.2|AAEG	LOC119562614|XP_037731770.1|DSUP
OG0002196	LOC5567840|XP_001657749.1|AAEG	LOC119563034|XP_037732163.1|DSUP
OG0002197	LOC5569227|XP_021713253.1|AAEG	LOC119554917|XP_037721948.1|DSUP, LOC119555551|XP_037722924.1|DSUP
OG0002198	LOC110681200|XP_021712673.1|AAEG, LOC5564690|XP_021693000.1|AAEG	LOC119560100|XP_037729360.1|DSUP
OG0002199	LOC5576838|XP_001662954.2|AAEG	LOC119560787|XP_037730344.1|DSUP
OG0002200	LOC5580084|XP_001654840.2|AAEG	LOC119557000|XP_037725459.1|DSUP
OG0002202	LOC5576722|XP_021693362.1|AAEG	LOC119559846|XP_037728873.1|DSUP
OG0002203	LOC23687451|XP_021693393.1|AAEG	LOC119546153|XP_037708193.1|DSUP
OG0002204	LOC5568910|XP_001658235.3|AAEG	LOC119561426|XP_037731012.1|DSUP
OG0002205	LOC5568906|XP_001658227.1|AAEG	LOC119562958|XP_037732061.1|DSUP
OG0002206	LOC5575607|XP_001662097.2|AAEG	LOC119551430|XP_037716704.1|DSUP
OG0002207	LOC5577394|XP_021693559.1|AAEG, LOC5577396|XP_021693560.1|AAEG	LOC119559970|XP_037729138.1|DSUP
OG0002208	LOC5577397|XP_001656471.2|AAEG	LOC119563422|XP_037732723.1|DSUP
OG0002209	LOC5573438|XP_001660875.1|AAEG	LOC119557722|XP_037726531.1|DSUP
OG0002210	LOC5573431|XP_021693614.1|AAEG	LOC119560436|XP_037729805.1|DSUP
OG0002211	LOC23687928|XP_021693634.1|AAEG	LOC119551469|XP_037716757.1|DSUP
OG0002212	LOC5576199|XP_001662538.1|AAEG	LOC119560553|XP_037729993.1|DSUP
OG0002213	LOC110674166|XP_021693781.1|AAEG	LOC119560911|XP_037730540.1|DSUP
OG0002214	LOC5569692|XP_021693813.1|AAEG	LOC119559262|XP_037728261.1|DSUP, LOC119560388|XP_037729741.1|DSUP
OG0002215	LOC5577633|XP_021693875.1|AAEG	LOC119559976|XP_037729142.1|DSUP
OG0002216	LOC5565144|XP_001649509.2|AAEG	LOC119562382|XP_037731483.1|DSUP
OG0002217	LOC5577581|XP_021694029.1|AAEG	LOC119563007|XP_037732124.1|DSUP
OG0002218	LOC5576138|XP_001662485.2|AAEG	LOC119557455|XP_037726148.1|DSUP
OG0002219	LOC5575228|XP_021694130.1|AAEG	LOC119560645|XP_037730127.1|DSUP
OG0002220	LOC5575226|XP_001655632.2|AAEG, LOC5575225|XP_001655631.2|AAEG	LOC119560251|XP_037729544.1|DSUP
OG0002221	LOC5566135|XP_021699107.1|AAEG	LOC119554527|XP_037721401.1|DSUP
OG0002222	LOC5566138|XP_001650497.2|AAEG	LOC119548985|XP_037712512.1|DSUP
OG0002223	LOC5566119|XP_021695402.1|AAEG	LOC119550596|XP_037715332.1|DSUP
OG0002224	LOC5566116|XP_021695406.1|AAEG	LOC119549282|XP_037713143.1|DSUP
OG0002225	LOC5579245|XP_021699518.1|AAEG, LOC5579873|XP_021695535.1|AAEG	LOC119553717|XP_037720226.1|DSUP
OG0002226	LOC5578206|XP_001656850.1|AAEG	LOC119551637|XP_037716995.1|DSUP
OG0002227	LOC5571223|XP_021695800.1|AAEG	LOC119549658|XP_037713771.1|DSUP
OG0002228	LOC5571289|XP_021695851.1|AAEG	LOC119550709|XP_037715516.1|DSUP
OG0002229	LOC5571291|XP_001653593.1|AAEG	LOC119552012|XP_037717670.1|DSUP
OG0002230	LOC5571286|XP_021695868.1|AAEG	LOC119551290|XP_037716492.1|DSUP
OG0002231	LOC5571266|XP_021695918.1|AAEG	LOC119550253|XP_037714758.1|DSUP
OG0002232	LOC5578169|XP_001663739.2|AAEG, LOC5578177|XP_021696079.1|AAEG	LOC119549508|XP_037713548.1|DSUP
OG0002233	LOC5569904|XP_001658802.1|AAEG	LOC119554892|XP_037721922.1|DSUP
OG0002234	LOC5579984|XP_001660250.1|AAEG, LOC5571160|XP_021707557.1|AAEG, LOC5571167|XP_001653496.1|AAEG, LOC5571165|XP_001653497.1|AAEG, LOC5571161|XP_001653495.2|AAEG, LOC5579985|XP_021701506.1|AAEG	LOC119551386|XP_037716636.1|DSUP
OG0002235	LOC5579251|XP_021696334.1|AAEG	LOC119549040|XP_037712655.1|DSUP
OG0002236	LOC5570501|XP_001659177.2|AAEG	LOC119549046|XP_037712669.1|DSUP, LOC119549045|XP_037712668.1|DSUP
OG0002237	LOC5570540|XP_021696462.1|AAEG	LOC119551050|XP_037716094.1|DSUP
OG0002238	LOC5569218|XP_021696600.1|AAEG	LOC119550232|XP_037714727.1|DSUP
OG0002239	LOC5568112|XP_001652051.1|AAEG	LOC119550222|XP_037714714.1|DSUP
OG0002240	LOC5569443|XP_021696660.1|AAEG	LOC119549140|XP_037712842.1|DSUP
OG0002241	LOC5566343|XP_001650739.2|AAEG	LOC119552510|XP_037718056.1|DSUP
OG0002243	LOC5572349|XP_001660308.1|AAEG	LOC119545749|XP_037707511.1|DSUP
OG0002244	LOC5572345|XP_021702613.1|AAEG	LOC119555483|XP_037722817.1|DSUP
OG0002245	LOC5566222|XP_021696874.1|AAEG	LOC119552652|XP_037718277.1|DSUP
OG0002246	LOC110675641|XP_021696886.1|AAEG	LOC119550763|XP_037715615.1|DSUP
OG0002247	LOC5576411|XP_001656113.1|AAEG	LOC119551496|XP_037716790.1|DSUP
OG0002248	LOC5565215|XP_001649548.1|AAEG	LOC119552988|XP_037718933.1|DSUP
OG0002249	LOC5574899|XP_001655400.1|AAEG	LOC119553779|XP_037720314.1|DSUP
OG0002250	LOC5571831|XP_021697154.1|AAEG	LOC119550249|XP_037714752.1|DSUP
OG0002251	LOC5571834|XP_021697158.1|AAEG	LOC119550032|XP_037714387.1|DSUP
OG0002252	LOC110677272|XP_021704095.1|AAEG	LOC119550912|XP_037715832.1|DSUP
OG0002253	LOC5571489|XP_001659733.2|AAEG	LOC119550716|XP_037715539.1|DSUP
OG0002254	LOC5572700|XP_001660519.2|AAEG	LOC119550701|XP_037715508.1|DSUP
OG0002255	LOC5578538|XP_001663929.2|AAEG	LOC119557713|XP_037726523.1|DSUP
OG0002256	LOC110675816|XP_021697355.1|AAEG, LOC5576646|XP_021697346.1|AAEG	LOC119549308|XP_037713193.1|DSUP
OG0002257	LOC5578231|XP_021697380.1|AAEG	LOC119551525|XP_037716840.1|DSUP
OG0002258	LOC5571390|XP_021697410.1|AAEG	LOC119553098|XP_037719183.1|DSUP
OG0002259	LOC5579062|XP_021697431.1|AAEG, LOC5579061|XP_021697430.1|AAEG, LOC5579878|XP_021697411.1|AAEG	LOC119557987|XP_037727006.1|DSUP
OG0002260	LOC5579059|XP_001657255.2|AAEG	LOC119552602|XP_037718193.1|DSUP
OG0002261	LOC5575236|XP_001656285.1|AAEG	LOC119555080|XP_037722221.1|DSUP
OG0002263	LOC5572748|XP_001660576.1|AAEG	LOC119554849|XP_037721857.1|DSUP
OG0002264	LOC5566364|XP_021697650.1|AAEG	LOC119548984|XP_037712510.1|DSUP
OG0002265	LOC5565540|XP_001649899.1|AAEG	LOC119553712|XP_037720220.1|DSUP
OG0002266	LOC5564443|XP_001648786.1|AAEG	LOC119553230|XP_037719427.1|DSUP
OG0002267	LOC5563744|XP_001648027.2|AAEG	LOC119553069|XP_037719122.1|DSUP
OG0002268	LOC5563742|XP_001648030.2|AAEG	LOC119553034|XP_037719024.1|DSUP
OG0002269	LOC110676024|XP_021698067.1|AAEG	LOC119549006|XP_037712567.1|DSUP
OG0002270	LOC5578284|XP_021698247.1|AAEG	LOC119550384|XP_037714961.1|DSUP
OG0002271	LOC5565466|XP_001649826.2|AAEG	LOC119553932|XP_037720549.1|DSUP
OG0002272	LOC110680930|XP_021712403.1|AAEG, LOC5574155|XP_001655062.1|AAEG	LOC119554170|XP_037720888.1|DSUP
OG0002273	LOC5579421|XP_021698495.1|AAEG	LOC119555452|XP_037722756.1|DSUP
OG0002274	LOC5569595|XP_021698523.1|AAEG	LOC119553705|XP_037720194.1|DSUP
OG0002275	LOC5570786|XP_021698601.1|AAEG	LOC119553822|XP_037720380.1|DSUP
OG0002276	LOC5576958|XP_021698655.1|AAEG	LOC119553500|XP_037719839.1|DSUP
OG0002277	LOC5572280|XP_021698730.1|AAEG	LOC119554127|XP_037720827.1|DSUP
OG0002278	LOC5574038|XP_021698765.1|AAEG	LOC119552548|XP_037718095.1|DSUP
OG0002279	LOC5572209|XP_001653877.1|AAEG	LOC119554980|XP_037722040.1|DSUP
OG0002280	LOC5572197|XP_021698799.1|AAEG	LOC119552928|XP_037718799.1|DSUP
OG0002281	LOC5571720|XP_001659858.1|AAEG	LOC119552841|XP_037718631.1|DSUP
OG0002282	LOC5566009|XP_021698864.1|AAEG	LOC119555319|XP_037722572.1|DSUP
OG0002283	LOC5577387|XP_021698901.1|AAEG	LOC119549836|XP_037714043.1|DSUP
OG0002284	LOC5574345|XP_001661380.1|AAEG	LOC119549996|XP_037714337.1|DSUP
OG0002285	LOC5573278|XP_001654490.2|AAEG	LOC119557878|XP_037726807.1|DSUP
OG0002286	LOC5575498|XP_001662010.2|AAEG, LOC5571748|XP_021710757.1|AAEG	LOC119550868|XP_037715775.1|DSUP
OG0002287	LOC5578128|XP_021699192.1|AAEG	LOC119550610|XP_037715362.1|DSUP
OG0002288	LOC5578126|XP_021699193.1|AAEG	LOC119555533|XP_037722890.1|DSUP
OG0002289	LOC5577139|XP_001663227.2|AAEG	LOC119554401|XP_037721216.1|DSUP
OG0002291	LOC110681084|XP_021712551.1|AAEG, LOC5575930|XP_021699441.1|AAEG	LOC119549253|XP_037713086.1|DSUP
OG0002292	LOC5570333|XP_021699483.1|AAEG	LOC119549926|XP_037714191.1|DSUP
OG0002293	LOC5563932|XP_001648253.1|AAEG	LOC119562741|XP_037731873.1|DSUP, LOC119562735|XP_037731863.1|DSUP, LOC119562742|XP_037731875.1|DSUP
OG0002294	LOC5566074|XP_001650442.1|AAEG	LOC119560076|XP_037729312.1|DSUP
OG0002295	LOC5569978|XP_021700031.1|AAEG	LOC119548655|XP_037711995.1|DSUP
OG0002296	LOC5574375|XP_021700085.1|AAEG	LOC119548826|XP_037712368.1|DSUP
OG0002297	LOC5569115|XP_021700161.1|AAEG	LOC119563542|XP_037732954.1|DSUP
OG0002298	LOC5579525|XP_001647834.1|AAEG	LOC119550012|XP_037714364.1|DSUP
OG0002299	LOC5574369|XP_001661404.1|AAEG	LOC119550266|XP_037714772.1|DSUP
OG0002300	LOC5568034|XP_021700205.1|AAEG	LOC119548459|XP_037711654.1|DSUP
OG0002301	LOC5571143|XP_021700266.1|AAEG	LOC119547149|XP_037709793.1|DSUP
OG0002302	LOC5575446|XP_021700365.1|AAEG	LOC119546438|XP_037708636.1|DSUP
OG0002303	LOC5563592|XP_001647928.1|AAEG, LOC5575450|XP_001661966.1|AAEG	LOC119556556|XP_037724775.1|DSUP
OG0002304	LOC5569376|XP_021700462.1|AAEG	LOC119547827|XP_037710778.1|DSUP
OG0002305	LOC5569504|XP_001658589.2|AAEG	LOC119553889|XP_037720482.1|DSUP
OG0002306	LOC5576949|XP_021700496.1|AAEG	LOC119548477|XP_037711674.1|DSUP
OG0002307	LOC5564174|XP_021700568.1|AAEG	LOC119548853|XP_037712402.1|DSUP
OG0002308	LOC5572923|XP_001654258.2|AAEG	LOC119546462|XP_037708671.1|DSUP
OG0002309	LOC5571735|XP_001659877.1|AAEG	LOC119547165|XP_037709819.1|DSUP
OG0002310	LOC110680434|XP_021711924.1|AAEG, LOC110675178|XP_021695265.1|AAEG, LOC5568762|XP_021695264.1|AAEG	LOC119547373|XP_037710122.1|DSUP
OG0002311	LOC5566252|XP_021700959.1|AAEG	LOC119548636|XP_037711954.1|DSUP
OG0002312	LOC5566254|XP_001650631.2|AAEG, LOC110680445|XP_021711931.1|AAEG	LOC119548057|XP_037711068.1|DSUP
OG0002313	LOC5564484|XP_001648831.2|AAEG	LOC119552191|XP_037717969.1|DSUP
OG0002314	LOC5564514|XP_001648842.1|AAEG	LOC119550883|XP_037715798.1|DSUP
OG0002315	LOC5571665|XP_001653751.2|AAEG, LOC5564483|XP_001648851.1|AAEG	LOC119549925|XP_037714189.1|DSUP
OG0002316	LOC5576571|XP_001662757.1|AAEG	LOC119548619|XP_037711916.1|DSUP
OG0002317	LOC5566525|XP_021701161.1|AAEG	LOC119553290|XP_037719531.1|DSUP
OG0002318	LOC5571653|XP_001653740.1|AAEG	LOC119546002|XP_037707931.1|DSUP
OG0002319	LOC5571644|XP_001653735.2|AAEG	LOC119546192|XP_037708246.1|DSUP
OG0002320	LOC110681281|XP_021712740.1|AAEG, LOC5574482|XP_001655142.1|AAEG	LOC119549011|XP_037712580.1|DSUP
OG0002321	LOC5574485|XP_001655146.1|AAEG	LOC119551778|XP_037717235.1|DSUP
OG0002322	LOC110680564|XP_021712042.1|AAEG, LOC5573861|XP_001654892.1|AAEG	LOC119548507|XP_037711715.1|DSUP
OG0002323	LOC5578966|XP_001664143.2|AAEG	LOC119548354|XP_037711497.1|DSUP
OG0002324	LOC5578757|XP_001657125.1|AAEG	LOC119553743|XP_037720268.1|DSUP
OG0002325	LOC5568890|XP_021701464.1|AAEG	LOC119552951|XP_037718862.1|DSUP
OG0002326	LOC5571215|XP_021701465.1|AAEG	LOC119552981|XP_037718927.1|DSUP
OG0002327	LOC5570471|XP_021701473.1|AAEG	LOC119554515|XP_037721429.1|DSUP
OG0002328	LOC5566092|XP_021701509.1|AAEG	LOC119548200|XP_037711257.1|DSUP
OG0002329	LOC5566511|XP_021701514.1|AAEG	LOC119548488|XP_037711690.1|DSUP
OG0002330	LOC5576426|XP_001662634.2|AAEG	LOC119548208|XP_037711270.1|DSUP
OG0002331	LOC5565281|XP_021701536.1|AAEG	LOC119557832|XP_037726722.1|DSUP
OG0002332	LOC5569339|XP_021701616.1|AAEG	LOC119554432|XP_037721254.1|DSUP
OG0002333	LOC5564477|XP_021701636.1|AAEG	LOC119549317|XP_037713219.1|DSUP
OG0002334	LOC5566251|XP_021701697.1|AAEG	LOC119548252|XP_037711323.1|DSUP
OG0002335	LOC5566660|XP_021701733.1|AAEG	LOC119551638|XP_037716996.1|DSUP
OG0002336	LOC5579210|XP_021701833.1|AAEG	LOC119554028|XP_037720674.1|DSUP
OG0002337	LOC5569047|XP_021701849.1|AAEG	LOC119549765|XP_037713946.1|DSUP
OG0002338	LOC5569036|XP_021701860.1|AAEG	LOC119546512|XP_037708764.1|DSUP
OG0002339	LOC5566648|XP_021701909.1|AAEG	LOC119546428|XP_037708624.1|DSUP
OG0002340	LOC5576505|XP_021701921.1|AAEG	LOC119547014|XP_037709611.1|DSUP
OG0002341	LOC5577105|XP_001663197.2|AAEG	LOC119551609|XP_037716948.1|DSUP
OG0002342	LOC5577563|XP_021701939.1|AAEG	LOC119546395|XP_037708567.1|DSUP
OG0002343	LOC110676862|XP_021701997.1|AAEG	LOC119548769|XP_037712240.1|DSUP
OG0002344	LOC5578960|XP_021702009.1|AAEG	LOC119546713|XP_037709128.1|DSUP, LOC119562471|XP_037731590.1|DSUP
OG0002345	LOC110680430|XP_021711920.1|AAEG, LOC5573395|XP_001654562.1|AAEG	LOC119552121|XP_037717835.1|DSUP
OG0002346	LOC5573393|XP_001654564.2|AAEG	LOC119547798|XP_037710742.1|DSUP
OG0002347	LOC5572179|XP_001660269.1|AAEG	LOC119550733|XP_037715574.1|DSUP
OG0002348	LOC5573070|XP_001660705.2|AAEG	LOC119546603|XP_037708964.1|DSUP
OG0002349	LOC23687521|XP_011493451.1|AAEG	LOC119552123|XP_037717838.1|DSUP
OG0002350	LOC5570831|XP_001653338.1|AAEG	LOC119552120|XP_037717834.1|DSUP
OG0002351	LOC5577606|XP_001656600.1|AAEG	LOC119549833|XP_037714040.1|DSUP
OG0002352	LOC5573506|XP_021702245.1|AAEG	LOC119551594|XP_037716923.1|DSUP
OG0002353	LOC110676915|XP_021702417.1|AAEG, LOC5572432|XP_001660373.2|AAEG	LOC119561815|XP_037731219.1|DSUP
OG0002354	LOC5572464|XP_001660411.1|AAEG	LOC119547596|XP_037710444.1|DSUP
OG0002355	LOC5577427|XP_021702663.1|AAEG	LOC119562527|XP_037731648.1|DSUP, LOC119562528|XP_037731650.1|DSUP
OG0002356	LOC5572791|XP_001654193.2|AAEG	LOC119545939|XP_037707810.1|DSUP
OG0002357	LOC5572792|XP_001654191.2|AAEG	LOC119548122|XP_037711149.1|DSUP
OG0002358	LOC5570686|XP_021702711.1|AAEG	LOC119548679|XP_037712051.1|DSUP
OG0002359	LOC5575512|XP_001655769.1|AAEG	LOC119556681|XP_037724980.1|DSUP
OG0002360	LOC5577547|XP_001656563.1|AAEG	LOC119547933|XP_037710908.1|DSUP
OG0002361	LOC5577919|XP_001656704.1|AAEG	LOC119553690|XP_037720171.1|DSUP
OG0002362	LOC5575842|XP_021702943.1|AAEG	LOC119548326|XP_037711438.1|DSUP
OG0002363	LOC110680404|XP_021711898.1|AAEG, LOC5573819|XP_001661064.2|AAEG	LOC119547801|XP_037710746.1|DSUP
OG0002364	LOC5573818|XP_021702978.1|AAEG	LOC119562775|XP_037731888.1|DSUP, LOC119548589|XP_037711850.1|DSUP
OG0002365	LOC5573817|XP_021702998.1|AAEG	LOC119548505|XP_037711713.1|DSUP
OG0002366	LOC5568933|XP_001658255.2|AAEG	LOC119546797|XP_037709299.1|DSUP
OG0002367	LOC5573178|XP_021703282.1|AAEG	LOC119547653|XP_037710523.1|DSUP
OG0002368	LOC5578839|XP_021703324.1|AAEG	LOC119558499|XP_037727932.1|DSUP
OG0002369	LOC5573932|XP_021703372.1|AAEG	LOC119556502|XP_037724691.1|DSUP
OG0002370	LOC5569882|XP_021703464.1|AAEG	LOC119547083|XP_037709708.1|DSUP
OG0002371	LOC110677096|XP_021703473.1|AAEG	LOC119548643|XP_037711975.1|DSUP
OG0002372	LOC110675253|XP_021695392.1|AAEG, LOC110681274|XP_021712734.1|AAEG, LOC5568083|XP_021695393.1|AAEG	LOC119546399|XP_037708580.1|DSUP
OG0002373	LOC110677914|XP_021705594.1|AAEG, LOC5564878|XP_001649236.1|AAEG	LOC119546056|XP_037708050.1|DSUP
OG0002374	LOC5569774|XP_021704068.1|AAEG	LOC119563313|XP_037732575.1|DSUP
OG0002375	LOC5567894|XP_021710638.1|AAEG	LOC119560310|XP_037729612.1|DSUP
OG0002376	LOC5570318|XP_001653144.1|AAEG	LOC119545935|XP_037707802.1|DSUP
OG0002377	LOC5570225|XP_001659004.1|AAEG, LOC110680233|XP_021711740.1|AAEG	LOC119561012|XP_037730760.1|DSUP
OG0002378	LOC5579024|XP_001664205.1|AAEG	LOC119553667|XP_037720107.1|DSUP
OG0002379	LOC5572836|XP_021710372.1|AAEG	LOC119548102|XP_037711119.1|DSUP
OG0002380	LOC5578643|XP_001663981.1|AAEG	LOC119557922|XP_037726857.1|DSUP
OG0002381	LOC5576653|XP_001656190.1|AAEG	LOC119551752|XP_037717205.1|DSUP
OG0002382	LOC5576668|XP_021708017.1|AAEG	LOC119556090|XP_037723871.1|DSUP
OG0002383	LOC5567639|XP_001651832.2|AAEG	LOC119554042|XP_037720700.1|DSUP
OG0002384	LOC5570773|XP_001659363.2|AAEG	LOC119556150|XP_037723975.1|DSUP
OG0002386	LOC110680574|XP_021712048.1|AAEG, LOC5577684|XP_021705431.1|AAEG	LOC119561032|XP_037730787.1|DSUP
OG0002387	LOC5571231|XP_021707001.1|AAEG	LOC119550824|XP_037715700.1|DSUP
OG0002388	LOC5573963|XP_021709631.1|AAEG	LOC119551672|XP_037717057.1|DSUP
OG0002389	LOC5570243|XP_001659022.1|AAEG	LOC119549659|XP_037713790.1|DSUP
OG0002390	LOC5573084|XP_001660716.2|AAEG	LOC119546411|XP_037708598.1|DSUP
OG0002391	LOC5567679|XP_021710468.1|AAEG	LOC119549823|XP_037714029.1|DSUP
OG0002392	LOC5569951|XP_021705381.1|AAEG, LOC110679141|XP_021708886.1|AAEG	LOC119554070|XP_037720742.1|DSUP
OG0002393	LOC5567391|XP_001651793.1|AAEG	LOC119553836|XP_037720398.1|DSUP
OG0002394	LOC5567399|XP_021704785.1|AAEG	LOC119547170|XP_037709832.1|DSUP
OG0002395	LOC5569257|XP_021710071.1|AAEG	LOC119561216|XP_037730975.1|DSUP
OG0002396	LOC5579179|XP_001664274.1|AAEG	LOC119552017|XP_037717681.1|DSUP
OG0002397	LOC5566175|XP_001650523.1|AAEG	LOC119546715|XP_037709130.1|DSUP
OG0002398	LOC5570976|XP_021710337.1|AAEG	LOC119556128|XP_037723943.1|DSUP
OG0002399	LOC5576189|XP_021708650.1|AAEG	LOC119559417|XP_037728440.1|DSUP
OG0002400	LOC5574224|XP_001661274.3|AAEG	LOC119550312|XP_037714841.1|DSUP
OG0002401	LOC5579277|XP_021707204.1|AAEG	LOC119555650|XP_037723195.1|DSUP
OG0002402	LOC5564866|XP_021711005.1|AAEG	LOC119560596|XP_037730053.1|DSUP
OG0002403	LOC5564863|XP_021704848.1|AAEG	LOC119563290|XP_037732546.1|DSUP
OG0002404	LOC5575190|XP_001655573.2|AAEG	LOC119560020|XP_037729236.1|DSUP
OG0002405	LOC5567058|XP_021706909.1|AAEG	LOC119560095|XP_037729344.1|DSUP
OG0002406	LOC5566937|XP_001651352.1|AAEG	LOC119554461|XP_037721300.1|DSUP
OG0002407	LOC5572556|XP_021708614.1|AAEG	LOC119547631|XP_037710494.1|DSUP
OG0002408	LOC5572568|XP_021704559.1|AAEG, LOC5572566|XP_001654082.2|AAEG	LOC119559808|XP_037728821.1|DSUP
OG0002409	LOC5580151|XP_001655292.1|AAEG	LOC119554761|XP_037721723.1|DSUP
OG0002410	LOC110678703|XP_021707609.1|AAEG, LOC110678702|XP_021707608.1|AAEG	LOC119560666|XP_037730163.1|DSUP
OG0002411	LOC5567581|XP_001651824.1|AAEG	LOC119545826|XP_037707652.1|DSUP
OG0002412	LOC5567583|XP_001651826.2|AAEG	LOC119558645|XP_037727970.1|DSUP
OG0002413	LOC5574866|XP_021709482.1|AAEG	LOC119562311|XP_037731395.1|DSUP, LOC119558092|XP_037727231.1|DSUP
OG0002414	LOC5568498|XP_001652320.1|AAEG	LOC119554685|XP_037721615.1|DSUP
OG0002415	LOC5576000|XP_021704716.1|AAEG	LOC119549240|XP_037713070.1|DSUP
OG0002416	LOC110679713|XP_021711071.1|AAEG	LOC119555340|XP_037722643.1|DSUP
OG0002417	LOC110678397|XP_021706925.1|AAEG, LOC110680763|XP_021712243.1|AAEG	LOC119548749|XP_037712194.1|DSUP
OG0002418	LOC5573880|XP_021710256.1|AAEG	LOC119559027|XP_037728081.1|DSUP
OG0002419	LOC5575798|XP_021711316.1|AAEG, LOC5572132|XP_021704323.1|AAEG	LOC119556916|XP_037725330.1|DSUP
