Orthogroup	AAEG.longest_only	DPER.longest_only
OG0002014	LOC5568940|XP_021703175.1|AAEG	LOC6600869|XP_026840987.1|DPER
OG0002015	LOC5573896|XP_001654930.1|AAEG	LOC113565904|XP_026845073.1|DPER, LOC6589893|XP_002014630.1|DPER
OG0002016	LOC5572070|XP_021711903.1|AAEG, LOC5572069|XP_021703577.1|AAEG	LOC113565034|XP_026840758.1|DPER, LOC6592605|XP_026840890.1|DPER
OG0002017	LOC5572370|XP_021703595.1|AAEG	LOC6596585|XP_002021672.2|DPER
OG0002018	LOC5564935|XP_001649274.2|AAEG	LOC6593557|XP_002018972.1|DPER
OG0002019	LOC5565904|XP_021703806.1|AAEG	LOC6589381|XP_002015053.1|DPER
OG0002020	LOC5569705|XP_001658696.2|AAEG	LOC6597965|XP_002023168.1|DPER
OG0002021	LOC5569712|XP_021703870.1|AAEG	LOC6591133|XP_026841742.1|DPER
OG0002022	LOC5568180|XP_021703905.1|AAEG, LOC5578480|XP_021708702.1|AAEG	LOC6593460|XP_026843711.1|DPER
OG0002023	LOC5564528|XP_001648863.2|AAEG, LOC5575671|XP_001662131.2|AAEG	LOC6587207|XP_002013888.1|DPER
OG0002024	LOC5569515|XP_021704011.1|AAEG	LOC6603554|XP_002028533.1|DPER
OG0002025	LOC110677254|XP_021704066.1|AAEG	LOC6589849|XP_026844766.1|DPER
OG0002026	LOC5568423|XP_021710375.1|AAEG	LOC6602182|XP_002027222.2|DPER, LOC113566941|XP_026849973.1|DPER
OG0002027	LOC5564326|XP_021708868.1|AAEG, LOC110681294|XP_021712747.1|AAEG	LOC6590772|XP_002016460.2|DPER
OG0002028	LOC5564319|XP_001648667.1|AAEG	LOC6590916|XP_026841035.1|DPER
OG0002029	LOC5570130|XP_021706330.1|AAEG	LOC6600318|XP_026849106.1|DPER
OG0002030	LOC5573830|XP_021707251.1|AAEG, LOC5576485|XP_001662678.2|AAEG	LOC6600857|XP_002025994.1|DPER
OG0002031	LOC5578200|XP_021707480.1|AAEG, LOC5577974|XP_021704605.1|AAEG	LOC6592640|XP_026841327.1|DPER
OG0002032	LOC5566411|XP_021707212.1|AAEG	LOC6594539|XP_002019369.1|DPER
OG0002033	LOC5577434|XP_021710157.1|AAEG	LOC6598382|XP_002023407.2|DPER
OG0002034	LOC110680774|XP_021712249.1|AAEG, LOC5578948|XP_021708225.1|AAEG	LOC6596696|XP_026845813.1|DPER
OG0002035	LOC5567371|XP_001657386.1|AAEG	LOC6587944|XP_002014112.2|DPER
OG0002036	LOC5580311|XP_021709149.1|AAEG	LOC6598622|XP_026840047.1|DPER
OG0002037	LOC5573964|XP_011493566.1|AAEG	LOC113566713|XP_026849344.1|DPER
OG0002038	LOC5579885|XP_001657864.1|AAEG	LOC6594207|XP_002019666.1|DPER
OG0002039	LOC5579021|XP_001664201.1|AAEG	LOC113567321|XP_026850479.1|DPER
OG0002040	LOC5567539|XP_001657534.2|AAEG	LOC6594366|XP_026850470.1|DPER
OG0002041	LOC5574220|XP_021705038.1|AAEG	LOC6592464|XP_002017798.1|DPER
OG0002042	LOC110678184|XP_021706499.1|AAEG, LOC5567149|XP_001651571.2|AAEG	LOC6594195|XP_002019503.2|DPER
OG0002043	LOC5566845|XP_021707045.1|AAEG	LOC6588225|XP_026850778.1|DPER
OG0002044	LOC5569098|XP_021704479.1|AAEG	LOC6594887|XP_002020006.2|DPER
OG0002045	LOC5575783|XP_021711581.1|AAEG	LOC6588121|XP_026850439.1|DPER
OG0002046	LOC5567251|XP_011493309.1|AAEG, LOC110678538|XP_021707230.1|AAEG	LOC6602638|XP_002027659.1|DPER
OG0002047	LOC5574875|XP_021705084.1|AAEG	LOC6597682|XP_002022836.2|DPER
OG0002048	LOC5568508|XP_021706823.1|AAEG	LOC6591484|XP_002017378.2|DPER
OG0002049	LOC110680394|XP_021711894.1|AAEG, LOC5572950|XP_021709439.1|AAEG	LOC6594587|XP_026850844.1|DPER
OG0002050	LOC5567603|XP_001657581.2|AAEG	LOC6592111|XP_026851251.1|DPER, LOC113567464|XP_026851253.1|DPER
OG0002051	LOC5572308|XP_001654008.2|AAEG	LOC6591053|XP_026841486.1|DPER, LOC6591054|XP_026842697.1|DPER
OG0002052	LOC5578479|XP_001657002.1|AAEG	LOC6599869|XP_002024923.1|DPER
OG0002053	LOC5567154|XP_021710816.1|AAEG	LOC6594338|XP_002019596.2|DPER
OG0002054	LOC5573603|XP_001654737.1|AAEG	LOC6587533|XP_026850621.1|DPER
OG0002055	LOC110678950|XP_021708364.1|AAEG, LOC5577331|XP_001656408.1|AAEG	LOC6591870|XP_002017332.1|DPER
OG0002056	LOC5577348|XP_001656424.1|AAEG	LOC6596231|XP_026845620.1|DPER
OG0002057	LOC5577352|XP_001656428.1|AAEG	LOC6589507|XP_002015103.1|DPER
OG0002058	LOC5577353|XP_001656429.1|AAEG	LOC6601131|XP_002026058.1|DPER
OG0002059	LOC5577389|XP_021704715.1|AAEG	LOC6594015|XP_002019637.1|DPER
OG0002060	LOC5577358|XP_021705543.1|AAEG	LOC6590993|XP_026841992.1|DPER
OG0002061	LOC5577359|XP_021712229.1|AAEG, LOC110679163|XP_021708938.1|AAEG	LOC6590161|XP_002016583.1|DPER
OG0002062	LOC5574435|XP_001661442.2|AAEG	LOC6603795|XP_026846626.1|DPER
OG0002063	LOC5574436|XP_001661450.1|AAEG	LOC6600152|XP_002025235.1|DPER
OG0002064	LOC5569005|XP_021710263.1|AAEG	LOC6603546|XP_026845769.1|DPER
OG0002065	LOC5568999|XP_021710982.1|AAEG	LOC6602725|XP_026849462.1|DPER
OG0002066	LOC5572998|XP_021708630.1|AAEG	LOC6594178|XP_026850472.1|DPER
OG0002067	LOC5571751|XP_021711866.1|AAEG, LOC110678326|XP_021706748.1|AAEG	LOC6590917|XP_002015408.1|DPER
OG0002068	LOC5572482|XP_001660430.2|AAEG	LOC6592901|XP_002017943.1|DPER
OG0002069	LOC5568009|XP_021708297.1|AAEG	LOC6597916|XP_026843611.1|DPER
OG0002070	LOC5568018|XP_021706447.1|AAEG, LOC5568028|XP_021706998.1|AAEG, LOC5568019|XP_021705167.1|AAEG	LOC6594021|XP_002019719.1|DPER
OG0002071	LOC5579855|XP_021708220.1|AAEG	LOC6588494|XP_002013921.1|DPER
OG0002072	LOC5579835|XP_001651510.2|AAEG	LOC6600899|XP_002025963.1|DPER
OG0002073	LOC5567941|XP_021706835.1|AAEG, LOC110681079|XP_021712543.1|AAEG	LOC6596988|XP_026845642.1|DPER
OG0002074	LOC5576240|XP_001656018.1|AAEG	LOC6590540|XP_026841601.1|DPER
OG0002075	LOC5574555|XP_001661504.1|AAEG	LOC113565670|XP_026844199.1|DPER
OG0002076	LOC5568197|XP_021710717.1|AAEG	LOC6603163|XP_026841364.1|DPER, LOC6603164|XP_026841359.1|DPER
OG0002077	LOC110680880|XP_021712363.1|AAEG, LOC5570371|XP_021707292.1|AAEG	LOC6601033|XP_026849741.1|DPER
OG0002078	LOC5563914|XP_001648220.1|AAEG	LOC6592773|XP_002018015.1|DPER
OG0002079	LOC5575305|XP_021704437.1|AAEG	LOC6595998|XP_002021019.1|DPER
OG0002080	LOC5571113|XP_001659554.2|AAEG	LOC6592394|XP_002017579.2|DPER
OG0002081	LOC5573774|XP_001654766.1|AAEG	LOC6601330|XP_002026381.1|DPER
OG0002082	LOC5565492|XP_021709770.1|AAEG	LOC6601587|XP_026842735.1|DPER
OG0002083	LOC5565485|XP_001649858.2|AAEG, LOC5565486|XP_001649859.2|AAEG	LOC6600086|XP_026845110.1|DPER
OG0002084	LOC5569429|XP_021708673.1|AAEG	LOC6590460|XP_002015851.1|DPER
OG0002085	LOC5564333|XP_021708440.1|AAEG	LOC6592631|XP_026841336.1|DPER
OG0002086	LOC5568708|XP_001652532.1|AAEG	LOC6590455|XP_026842510.1|DPER
OG0002087	LOC5567364|XP_021707763.1|AAEG	LOC113566652|XP_026849013.1|DPER
OG0002088	LOC5576762|XP_021704245.1|AAEG	LOC6601813|XP_026848589.1|DPER, LOC6601810|XP_026848460.1|DPER
OG0002089	LOC5567176|XP_021711063.1|AAEG	LOC6592440|XP_026841197.1|DPER
OG0002090	LOC5571906|XP_001659999.1|AAEG	LOC6595903|XP_002021442.1|DPER
OG0002091	LOC5578087|XP_001656781.3|AAEG, LOC110678930|XP_021708290.1|AAEG	LOC6601323|XP_002026374.1|DPER
OG0002092	LOC5578091|XP_021708505.1|AAEG	LOC6599720|XP_026847347.1|DPER
OG0002093	LOC5566861|XP_021704283.1|AAEG	LOC6601611|XP_002026647.1|DPER
OG0002094	LOC110678270|XP_021706584.1|AAEG	LOC6591296|XP_002015625.1|DPER
OG0002095	LOC5568456|XP_021706643.1|AAEG	LOC6602894|XP_026849664.1|DPER
OG0002096	LOC5573267|XP_021706586.1|AAEG	LOC6590298|XP_002016159.2|DPER
OG0002097	LOC5569726|XP_001652950.2|AAEG, LOC5567452|XP_021708553.1|AAEG	LOC6592694|XP_026841297.1|DPER
OG0002098	LOC5563684|XP_021709374.1|AAEG, LOC110679354|XP_021709458.1|AAEG	LOC6603788|XP_026848075.1|DPER
OG0002099	LOC5563694|XP_021709597.1|AAEG	LOC6587719|XP_002013392.1|DPER
OG0002100	LOC5565443|XP_001649798.1|AAEG, LOC5565445|XP_001649797.1|AAEG	LOC6597072|XP_002022197.1|DPER
OG0002101	LOC5564119|XP_021711134.1|AAEG	LOC6589922|XP_026840609.1|DPER
OG0002102	LOC5573221|XP_001654423.1|AAEG	LOC6593161|XP_002018335.2|DPER
OG0002103	LOC110681058|XP_021712515.1|AAEG	LOC6587994|XP_026850772.1|DPER
OG0002117	LOC5566213|XP_001650619.1|AAEG	LOC6597298|XP_026846439.1|DPER
OG0002118	LOC5574523|XP_021694485.1|AAEG	LOC113565812|XP_026844831.1|DPER
OG0002119	LOC5579825|XP_021694556.1|AAEG, LOC5579826|XP_021712890.1|AAEG, LOC110680914|XP_021712393.1|AAEG	LOC6588089|XP_002013365.1|DPER
OG0002120	LOC5574324|XP_021694589.1|AAEG	LOC6602558|XP_002027579.1|DPER
OG0002121	LOC5574653|XP_001661569.2|AAEG	LOC6595231|XP_026840461.1|DPER
OG0002122	LOC110674755|XP_021694710.1|AAEG, LOC110675515|XP_021696466.1|AAEG, LOC110681454|XP_021712905.1|AAEG, LOC110680203|XP_021711713.1|AAEG, LOC110678556|XP_021707262.1|AAEG, LOC110677160|XP_021703681.1|AAEG	LOC113565876|XP_026845039.1|DPER, LOC6589701|XP_002014224.1|DPER
OG0002123	LOC5564728|XP_021694777.1|AAEG	LOC113565905|XP_026845074.1|DPER, LOC6589790|XP_002014637.1|DPER
OG0002124	LOC110674789|XP_021694816.1|AAEG	LOC6601782|XP_026846965.1|DPER
OG0002125	LOC5569483|XP_001658568.1|AAEG	LOC6590480|XP_002016666.1|DPER
OG0002126	LOC5571983|XP_021711962.1|AAEG	LOC6601858|XP_026849329.1|DPER
OG0002127	LOC5576059|XP_021712546.1|AAEG	LOC6597719|XP_026847044.1|DPER
OG0002128	LOC5573411|XP_021712952.1|AAEG	LOC6601772|XP_026847065.1|DPER
OG0002129	LOC5580025|XP_021713390.1|AAEG	LOC6588580|XP_002013197.1|DPER
OG0002130	LOC5578404|XP_001663868.2|AAEG, LOC5570103|XP_001653085.2|AAEG, LOC110676630|XP_021700974.1|AAEG, LOC110681474|XP_021712931.1|AAEG, LOC5566253|XP_001650633.2|AAEG	LOC6596745|XP_002021928.1|DPER
OG0002131	LOC110674739|XP_021694575.1|AAEG	LOC6588390|XP_002012932.1|DPER
OG0002132	LOC5580259|XP_001656140.1|AAEG, LOC110674791|XP_021694823.1|AAEG	LOC6588821|XP_026844008.1|DPER
OG0002133	LOC5578622|XP_001657043.1|AAEG	LOC6599097|XP_002024422.2|DPER
OG0002134	LOC5565115|XP_021694229.1|AAEG	LOC6596434|XP_002021615.1|DPER, LOC6602612|XP_002027639.1|DPER
OG0002135	LOC5576370|XP_021695425.1|AAEG	LOC6599981|XP_026845128.1|DPER
OG0002136	LOC110681253|XP_021712714.1|AAEG, LOC5566497|XP_021696174.1|AAEG	LOC6595004|XP_002020461.1|DPER
OG0002137	LOC5571302|XP_021696658.1|AAEG, LOC110681111|XP_021712569.1|AAEG	LOC6587292|XP_026841232.1|DPER
OG0002138	LOC23687988|XP_021712870.1|AAEG, LOC110675821|XP_021697370.1|AAEG, LOC5576605|XP_001656170.2|AAEG, LOC110673991|XP_021697350.1|AAEG	LOC113566509|XP_026848250.1|DPER
OG0002139	LOC110675833|XP_021697398.1|AAEG, LOC5576591|XP_021712869.1|AAEG, LOC110675839|XP_021697403.1|AAEG	LOC6597594|XP_026848881.1|DPER, LOC6602221|XP_002027298.2|DPER
OG0002140	LOC110680918|XP_021712396.1|AAEG, LOC5576578|XP_021697469.1|AAEG	LOC6597344|XP_002022546.1|DPER
OG0002141	LOC5574993|XP_001655466.1|AAEG, LOC110676831|XP_021701850.1|AAEG	LOC6591324|XP_002016797.1|DPER
OG0002142	LOC5577016|XP_001656303.1|AAEG	LOC6591597|XP_002017543.1|DPER
OG0002143	LOC5580031|XP_001653915.2|AAEG	LOC6595534|XP_026844258.1|DPER
OG0002144	LOC5570082|XP_021698481.1|AAEG	LOC6602565|XP_026846895.1|DPER
OG0002145	LOC5570416|XP_001659123.1|AAEG	LOC6594203|XP_026850281.1|DPER
OG0002146	LOC5580074|XP_021699647.1|AAEG, LOC5575806|XP_001662232.2|AAEG	LOC6591595|XP_002017541.1|DPER
OG0002147	LOC5576462|XP_021700291.1|AAEG	LOC6599202|XP_026848331.1|DPER, LOC6604100|XP_026848354.1|DPER, LOC6603975|XP_026848352.1|DPER, LOC113566520|XP_026848357.1|DPER, LOC113566519|XP_026848356.1|DPER
OG0002148	LOC5576488|XP_001662681.2|AAEG	LOC6601681|XP_002026715.1|DPER
OG0002149	LOC5570710|XP_021700856.1|AAEG	LOC6603492|XP_002028470.1|DPER
OG0002150	LOC5570704|XP_021700978.1|AAEG	LOC6600394|XP_002025449.2|DPER
OG0002151	LOC5570703|XP_001659296.2|AAEG	LOC6589012|XP_026844120.1|DPER
OG0002152	LOC5567724|XP_021702264.1|AAEG	LOC6588199|XP_026847480.1|DPER
OG0002153	LOC5567044|XP_021702532.1|AAEG	LOC6595127|XP_026850966.1|DPER
OG0002154	LOC5576299|XP_021702619.1|AAEG	LOC6596744|XP_002021927.2|DPER
OG0002155	LOC5576875|XP_001662973.2|AAEG	LOC6595169|XP_002020424.1|DPER
OG0002156	LOC5571483|XP_021704276.1|AAEG	LOC6596194|XP_002021123.1|DPER
OG0002157	LOC5572105|XP_021704743.1|AAEG	LOC6587622|XP_026845744.1|DPER
OG0002158	LOC5575865|XP_021704847.1|AAEG	LOC6592902|XP_002017944.1|DPER
OG0002159	LOC5579199|XP_021705121.1|AAEG	LOC6593140|XP_002018172.1|DPER
OG0002160	LOC5577891|XP_001663597.2|AAEG	LOC6594856|XP_026850761.1|DPER
OG0002161	LOC5578146|XP_001663717.1|AAEG	LOC6588110|XP_002013368.1|DPER
OG0002162	LOC5578143|XP_001663713.2|AAEG	LOC6588221|XP_026850058.1|DPER
OG0002163	LOC5565033|XP_001649405.1|AAEG	LOC6596885|XP_002022100.1|DPER
OG0002164	LOC5565255|XP_001649617.2|AAEG	LOC6591855|XP_026840446.1|DPER
OG0002165	LOC5576560|XP_001662743.2|AAEG	LOC6588018|XP_002013205.1|DPER
OG0002166	LOC5575292|XP_001655670.2|AAEG, LOC110680524|XP_021712013.1|AAEG	LOC6602216|XP_002027293.1|DPER
OG0002167	LOC110673987|XP_021706322.1|AAEG, LOC5579217|XP_021712812.1|AAEG	LOC6592457|XP_002018307.1|DPER
OG0002168	LOC5578905|XP_021708397.1|AAEG, LOC5571580|XP_001659788.1|AAEG	LOC113565133|XP_026841819.1|DPER
OG0002169	LOC5568544|XP_021707598.1|AAEG	LOC6587408|XP_026845548.1|DPER, LOC6602779|XP_026847821.1|DPER
OG0002170	LOC5572782|XP_001654181.2|AAEG	LOC6602020|XP_002027034.1|DPER
OG0002171	LOC5579419|XP_021708592.1|AAEG	LOC6587191|XP_026841209.1|DPER, LOC6588517|XP_002013466.1|DPER
OG0002172	LOC5568282|XP_001657979.2|AAEG, LOC110680636|XP_021712124.1|AAEG	LOC6587458|XP_002013047.1|DPER
OG0002173	LOC5568277|XP_001657974.1|AAEG	LOC6589583|XP_026844375.1|DPER
OG0002174	LOC110679174|XP_021708963.1|AAEG	LOC6587963|XP_002012937.2|DPER
OG0002175	LOC5566081|XP_021708971.1|AAEG	LOC6587821|XP_002012936.1|DPER
OG0002176	LOC110680241|XP_021711747.1|AAEG, LOC5570609|XP_001653273.1|AAEG, LOC110679314|XP_021709372.1|AAEG, LOC110681060|XP_021712517.1|AAEG	LOC6594940|XP_002020309.1|DPER
OG0002177	LOC5573875|XP_021709949.1|AAEG, LOC5573874|XP_001654907.2|AAEG	LOC6598602|XP_026850791.1|DPER
OG0002178	LOC110680388|XP_021711889.1|AAEG, LOC5566202|XP_021710220.1|AAEG, LOC110680809|XP_021712277.1|AAEG	LOC6587359|XP_026850629.1|DPER
OG0002179	LOC5569456|XP_021710812.1|AAEG	LOC6591325|XP_026840117.1|DPER
OG0002180	LOC110674011|XP_021710984.1|AAEG, LOC5574069|XP_021694277.1|AAEG	LOC6595338|XP_026851020.1|DPER
OG0002181	LOC110681123|XP_021712582.1|AAEG, LOC110680479|XP_021711976.1|AAEG, LOC23687808|XP_021711326.1|AAEG	LOC6597206|XP_002022614.1|DPER
OG0002182	LOC5577702|XP_021711690.1|AAEG	LOC6587183|XP_026850935.1|DPER
OG0002183	LOC5564014|XP_001648337.2|AAEG, LOC5568461|XP_001652295.2|AAEG	LOC6592536|XP_002018311.1|DPER
OG0002184	LOC23687633|XP_011493096.1|AAEG	LOC6588534|XP_002013620.1|DPER
OG0002185	LOC5572727|XP_001660555.2|AAEG, LOC110680500|XP_021711993.1|AAEG	LOC6594815|XP_026843656.1|DPER
OG0002186	LOC5567783|XP_001657684.2|AAEG	LOC6589631|XP_026845016.1|DPER
OG0002187	LOC5571783|XP_001659922.2|AAEG	LOC6588538|XP_002013580.1|DPER
OG0002188	LOC5571794|XP_001659928.1|AAEG, LOC110681308|XP_021712759.1|AAEG	LOC6590017|XP_002016571.1|DPER
OG0002189	LOC5578994|XP_001664173.2|AAEG	LOC113565688|XP_026844284.1|DPER
OG0002190	LOC5573374|XP_021712991.1|AAEG	LOC6587354|XP_002013483.1|DPER
OG0002191	LOC110680462|XP_021711958.1|AAEG, LOC5573373|XP_021712993.1|AAEG	LOC6601833|XP_002026899.1|DPER
OG0002192	LOC5577009|XP_021694395.1|AAEG, LOC5568710|XP_001652535.1|AAEG	LOC6599050|XP_026849016.1|DPER
OG0002193	LOC5572572|XP_021713041.1|AAEG	LOC113565246|XP_026842792.1|DPER, LOC6588219|XP_026851239.1|DPER
OG0002194	LOC5580291|XP_001662917.2|AAEG	LOC6587515|XP_002013071.1|DPER
OG0002195	LOC5572335|XP_001654025.2|AAEG	LOC6588179|XP_026850817.1|DPER
OG0002196	LOC5567840|XP_001657749.1|AAEG	LOC6594677|XP_002019855.1|DPER
OG0002197	LOC5569227|XP_021713253.1|AAEG	LOC6601052|XP_002026107.2|DPER
OG0002198	LOC110681200|XP_021712673.1|AAEG, LOC5564690|XP_021693000.1|AAEG	LOC6594710|XP_026850918.1|DPER
OG0002199	LOC5576838|XP_001662954.2|AAEG	LOC6587200|XP_002013522.1|DPER
OG0002200	LOC5580084|XP_001654840.2|AAEG	LOC6599928|XP_002025056.1|DPER
OG0002202	LOC5576722|XP_021693362.1|AAEG	LOC6587553|XP_026840474.1|DPER
OG0002203	LOC23687451|XP_021693393.1|AAEG	LOC6587461|XP_026849297.1|DPER
OG0002204	LOC5568910|XP_001658235.3|AAEG	LOC6587680|XP_026841875.1|DPER, LOC6588085|XP_002013932.2|DPER
OG0002205	LOC5568906|XP_001658227.1|AAEG	LOC6587556|XP_002014033.1|DPER
OG0002206	LOC5575607|XP_001662097.2|AAEG	LOC6587956|XP_002013721.1|DPER
OG0002207	LOC5577394|XP_021693559.1|AAEG, LOC5577396|XP_021693560.1|AAEG	LOC6587915|XP_026851117.1|DPER
OG0002208	LOC5577397|XP_001656471.2|AAEG	LOC6587542|XP_002013999.1|DPER
OG0002209	LOC5573438|XP_001660875.1|AAEG	LOC6596914|XP_002021844.1|DPER
OG0002210	LOC5573431|XP_021693614.1|AAEG	LOC6587314|XP_026850986.1|DPER
OG0002211	LOC23687928|XP_021693634.1|AAEG	LOC6587275|XP_026844959.1|DPER
OG0002212	LOC5576199|XP_001662538.1|AAEG	LOC6594944|XP_002020313.1|DPER
OG0002213	LOC110674166|XP_021693781.1|AAEG	LOC6591743|XP_002016981.1|DPER
OG0002214	LOC5569692|XP_021693813.1|AAEG	LOC6587721|XP_026848759.1|DPER
OG0002215	LOC5577633|XP_021693875.1|AAEG	LOC6588325|XP_026849696.1|DPER
OG0002216	LOC5565144|XP_001649509.2|AAEG	LOC6588701|XP_002014942.1|DPER
OG0002217	LOC5577581|XP_021694029.1|AAEG	LOC6588662|XP_002013942.1|DPER
OG0002218	LOC5576138|XP_001662485.2|AAEG	LOC6600208|XP_002025308.1|DPER
OG0002219	LOC5575228|XP_021694130.1|AAEG	LOC6588596|XP_002013176.1|DPER
OG0002220	LOC5575226|XP_001655632.2|AAEG, LOC5575225|XP_001655631.2|AAEG	LOC6587728|XP_026840282.1|DPER
OG0002221	LOC5566135|XP_021699107.1|AAEG	LOC6602455|XP_026848810.1|DPER
OG0002222	LOC5566138|XP_001650497.2|AAEG	LOC6600849|XP_026841479.1|DPER
OG0002223	LOC110680342|XP_021711853.1|AAEG	LOC6590097|XP_026841067.1|DPER
OG0002224	LOC5566116|XP_021695406.1|AAEG	LOC6602087|XP_026841697.1|DPER
OG0002225	LOC5579245|XP_021699518.1|AAEG, LOC5579873|XP_021695535.1|AAEG	LOC113566335|XP_026847377.1|DPER, LOC6599861|XP_026847296.1|DPER
OG0002226	LOC5578206|XP_001656850.1|AAEG	LOC6588137|XP_002012943.1|DPER, LOC6591117|XP_002015498.1|DPER
OG0002227	LOC5571223|XP_021695800.1|AAEG	LOC6591129|XP_026842707.1|DPER
OG0002228	LOC5571289|XP_021695851.1|AAEG	LOC6591085|XP_002015705.1|DPER
OG0002229	LOC5571291|XP_001653593.1|AAEG	LOC6600962|XP_002026000.2|DPER
OG0002230	LOC5571286|XP_021695868.1|AAEG	LOC6593222|XP_026842436.1|DPER
OG0002231	LOC5571266|XP_021695918.1|AAEG	LOC6591215|XP_026841926.1|DPER
OG0002232	LOC5578169|XP_001663739.2|AAEG, LOC5578177|XP_021696079.1|AAEG	LOC6600911|XP_002025920.2|DPER
OG0002233	LOC5569904|XP_001658802.1|AAEG	LOC6596223|XP_026845508.1|DPER
OG0002235	LOC5579251|XP_021696334.1|AAEG	LOC6593202|XP_026840927.1|DPER
OG0002236	LOC5570501|XP_001659177.2|AAEG	LOC6591044|XP_002016555.1|DPER
OG0002237	LOC5570540|XP_021696462.1|AAEG	LOC6590016|XP_026842044.1|DPER
OG0002238	LOC5569218|XP_021696600.1|AAEG	LOC6590056|XP_026841412.1|DPER
OG0002239	LOC5568112|XP_001652051.1|AAEG	LOC6590391|XP_002015657.1|DPER
OG0002240	LOC5569443|XP_021696660.1|AAEG	LOC6593173|XP_026842325.1|DPER
OG0002241	LOC5566343|XP_001650739.2|AAEG	LOC6599773|XP_026847339.1|DPER
OG0002243	LOC5572349|XP_001660308.1|AAEG	LOC6587962|XP_002013339.2|DPER
OG0002244	LOC5572345|XP_021702613.1|AAEG	LOC6601876|XP_026849339.1|DPER
OG0002245	LOC5566222|XP_021696874.1|AAEG	LOC6599864|XP_026847376.1|DPER
OG0002246	LOC110675641|XP_021696886.1|AAEG	LOC6590787|XP_026842432.1|DPER
OG0002247	LOC5576411|XP_001656113.1|AAEG	LOC113565134|XP_026841820.1|DPER
OG0002248	LOC5565215|XP_001649548.1|AAEG	LOC6599785|XP_026847279.1|DPER
OG0002249	LOC5574899|XP_001655400.1|AAEG	LOC6601240|XP_002026298.1|DPER
OG0002250	LOC5571831|XP_021697154.1|AAEG	LOC6593078|XP_002017891.2|DPER
OG0002251	LOC5571834|XP_021697158.1|AAEG	LOC6593080|XP_026841871.1|DPER
OG0002252	LOC110677272|XP_021704095.1|AAEG	LOC6593263|XP_026842481.1|DPER
OG0002253	LOC5571489|XP_001659733.2|AAEG	LOC113565115|XP_026841668.1|DPER
OG0002254	LOC5572700|XP_001660519.2|AAEG	LOC6595228|XP_026851275.1|DPER
OG0002255	LOC5578538|XP_001663929.2|AAEG	LOC6595322|XP_002020449.1|DPER, LOC6597662|XP_002022839.1|DPER
OG0002256	LOC110675816|XP_021697355.1|AAEG, LOC5576646|XP_021697346.1|AAEG	LOC6592513|XP_026842691.1|DPER
OG0002257	LOC5578231|XP_021697380.1|AAEG	LOC6593061|XP_002018473.1|DPER
OG0002258	LOC5571390|XP_021697410.1|AAEG	LOC6603028|XP_002028010.1|DPER
OG0002259	LOC5579062|XP_021697431.1|AAEG, LOC5579061|XP_021697430.1|AAEG, LOC5579878|XP_021697411.1|AAEG	LOC6603559|XP_026845768.1|DPER
OG0002260	LOC5579059|XP_001657255.2|AAEG	LOC6602287|XP_026848557.1|DPER, LOC6591657|XP_002016852.1|DPER
OG0002261	LOC5575236|XP_001656285.1|AAEG	LOC6594993|XP_002020159.1|DPER, LOC6602361|XP_002027440.1|DPER
OG0002263	LOC5572748|XP_001660576.1|AAEG	LOC6599802|XP_002024972.1|DPER, LOC113566325|XP_026847289.1|DPER
OG0002264	LOC5566364|XP_021697650.1|AAEG	LOC6600851|XP_026841478.1|DPER
OG0002265	LOC5565540|XP_001649899.1|AAEG	LOC6604026|XP_026847851.1|DPER
OG0002266	LOC5564443|XP_001648786.1|AAEG	LOC6596960|XP_002022158.1|DPER
OG0002267	LOC5563744|XP_001648027.2|AAEG	LOC6600580|XP_002025635.1|DPER
OG0002268	LOC5563742|XP_001648030.2|AAEG	LOC6601150|XP_002026282.1|DPER
OG0002269	LOC110676024|XP_021698067.1|AAEG	LOC6601553|XP_002026673.1|DPER
OG0002270	LOC5578284|XP_021698247.1|AAEG	LOC6592294|XP_026842464.1|DPER
OG0002271	LOC5565466|XP_001649826.2|AAEG	LOC6603023|XP_002028044.1|DPER
OG0002272	LOC110680930|XP_021712403.1|AAEG, LOC5574155|XP_001655062.1|AAEG	LOC6600273|XP_002025386.1|DPER
OG0002273	LOC5579421|XP_021698495.1|AAEG	LOC6596041|XP_026845315.1|DPER
OG0002274	LOC5569595|XP_021698523.1|AAEG	LOC6595841|XP_026845577.1|DPER
OG0002275	LOC5570786|XP_021698601.1|AAEG	LOC6601224|XP_026848057.1|DPER, LOC6601225|XP_026848046.1|DPER
OG0002276	LOC5576958|XP_021698655.1|AAEG	LOC6599596|XP_026849547.1|DPER
OG0002277	LOC5572280|XP_021698730.1|AAEG	LOC6599522|XP_026849434.1|DPER
OG0002278	LOC5574038|XP_021698765.1|AAEG	LOC6600295|XP_026849044.1|DPER
OG0002279	LOC5572209|XP_001653877.1|AAEG	LOC113566754|XP_026849588.1|DPER
OG0002280	LOC5572197|XP_021698799.1|AAEG	LOC6600552|XP_026847650.1|DPER
OG0002281	LOC5571720|XP_001659858.1|AAEG	LOC6600621|XP_002025732.2|DPER
OG0002282	LOC5566009|XP_021698864.1|AAEG	LOC6601066|XP_026847283.1|DPER
OG0002283	LOC5577387|XP_021698901.1|AAEG	LOC6592404|XP_002018149.2|DPER
OG0002284	LOC5574345|XP_001661380.1|AAEG	LOC6590713|XP_002016245.1|DPER
