Orthogroup	AAEG.longest_only	DHYD.longest_only
OG0001127	LOC110676270|XP_021699174.1|AAEG, LOC5577767|XP_001663540.2|AAEG	LOC111599226|XP_023170592.2|DHYD
OG0001128	LOC5569022|XP_021699805.1|AAEG, LOC5568978|XP_001658266.2|AAEG, LOC110680432|XP_021711921.1|AAEG	LOC111600760|XP_030080931.1|DHYD
OG0001129	LOC5580253|XP_021700216.1|AAEG	LOC111602234|XP_023174984.2|DHYD
OG0001130	LOC5565380|XP_001649719.1|AAEG	LOC111599968|XP_030080421.1|DHYD
OG0001131	LOC5569186|XP_021701055.1|AAEG, LOC5569188|XP_021701062.1|AAEG, LOC5569187|XP_021701057.1|AAEG	LOC111597653|XP_023168245.1|DHYD
OG0001133	LOC5567743|XP_021702162.1|AAEG	LOC111601132|XP_023173360.2|DHYD
OG0001134	LOC5566394|XP_001650777.2|AAEG	LOC111592837|XP_023161033.2|DHYD
OG0001135	LOC110681483|XP_021712937.1|AAEG, LOC5577456|XP_001663382.1|AAEG, LOC5578027|XP_001656767.1|AAEG	LOC111600096|XP_023171827.1|DHYD
OG0001136	LOC5576263|XP_021705682.1|AAEG	LOC111593611|XP_023162246.2|DHYD, LOC115482750|XP_030078626.1|DHYD
OG0001137	LOC110680734|XP_021712217.1|AAEG, LOC5578514|XP_001663904.1|AAEG	LOC111597404|XP_023167851.2|DHYD
OG0001138	LOC5572135|XP_021705094.1|AAEG	LOC111598792|XP_023169976.2|DHYD
OG0001139	LOC5574958|XP_021709947.1|AAEG	LOC111597241|XP_023167604.2|DHYD
OG0001153	LOC110679098|XP_021708772.1|AAEG	LOC111600009|XP_030081198.1|DHYD
OG0001154	LOC5568239|XP_021701587.1|AAEG, LOC5570838|XP_021694225.1|AAEG, LOC110679193|XP_021708992.1|AAEG, LOC23687831|XP_021702807.1|AAEG, LOC110676973|XP_021702808.1|AAEG, LOC5576517|XP_001662707.2|AAEG, LOC5571238|XP_021704526.1|AAEG, LOC5573547|XP_001654682.2|AAEG, LOC5568242|XP_021712402.1|AAEG, LOC110675196|XP_021695299.1|AAEG, LOC110675139|XP_021695212.1|AAEG	LOC111603962|XP_030079111.1|DHYD
OG0001155	LOC5572551|XP_021698157.1|AAEG	LOC111596463|XP_023166482.2|DHYD
OG0001157	LOC5575867|XP_021704769.1|AAEG	LOC111594548|XP_023163669.1|DHYD
OG0001158	LOC5579227|XP_001664307.1|AAEG	LOC111599206|XP_023170570.1|DHYD
OG0001159	LOC5577246|XP_021710377.1|AAEG	LOC111592693|XP_030080752.1|DHYD
OG0001160	LOC5577411|XP_001656491.2|AAEG	LOC111594614|XP_023163768.2|DHYD
OG0001161	LOC5566642|XP_021711748.1|AAEG	LOC111600083|XP_023171794.2|DHYD
OG0001162	LOC5576344|XP_021693313.1|AAEG	LOC111593339|XP_023161817.2|DHYD
OG0001164	LOC5575602|XP_001662091.2|AAEG	LOC111597817|XP_030080658.1|DHYD, LOC111597868|XP_023168561.2|DHYD
OG0001165	LOC5565600|XP_021693794.1|AAEG	LOC111603804|XP_030081287.1|DHYD
OG0001166	LOC5577073|XP_021696372.1|AAEG	LOC111597740|XP_030081127.1|DHYD
OG0001167	LOC5577554|XP_021696671.1|AAEG	LOC115483375|XP_030080950.1|DHYD, LOC111605713|XP_023180171.2|DHYD
OG0001168	LOC5572693|XP_001660512.1|AAEG	LOC111593970|XP_023162829.2|DHYD
OG0001169	LOC5567092|XP_021697463.1|AAEG, LOC5566849|XP_001651270.2|AAEG	LOC111603108|XP_023176342.2|DHYD
OG0001170	LOC5568877|XP_001652599.2|AAEG	LOC111596600|XP_023166649.1|DHYD
OG0001171	LOC5572977|XP_021698415.1|AAEG	LOC111592753|XP_023160917.2|DHYD
OG0001172	LOC5566033|XP_021698883.1|AAEG	LOC111593825|XP_023162626.2|DHYD, LOC111593826|XP_023162627.2|DHYD
OG0001173	LOC5576977|XP_001663072.2|AAEG	LOC111594539|XP_023163648.1|DHYD
OG0001174	LOC5569279|XP_001652811.1|AAEG	LOC111595663|XP_030081816.1|DHYD
OG0001175	LOC5574385|XP_001661410.2|AAEG	LOC111597118|XP_023167446.1|DHYD, LOC111598242|XP_023169174.1|DHYD
OG0001176	LOC5571149|XP_021700283.1|AAEG	LOC111593754|XP_023162524.2|DHYD
OG0001177	LOC5569526|XP_021704024.1|AAEG	LOC111595205|XP_023164572.2|DHYD
OG0001178	LOC110676927|XP_021702495.1|AAEG	LOC111602086|XP_030079710.1|DHYD
OG0001179	LOC5577540|XP_001656556.3|AAEG	LOC115483094|XP_030080062.1|DHYD, LOC115483093|XP_030080060.1|DHYD, LOC115483165|XP_030080185.1|DHYD, LOC115483167|XP_030080187.1|DHYD, LOC115483168|XP_030080188.1|DHYD, LOC115483166|XP_030080186.1|DHYD, LOC115482756|XP_030078542.1|DHYD, LOC115482762|XP_030078551.1|DHYD, LOC115483702|XP_030081630.1|DHYD, LOC115483701|XP_030081629.1|DHYD, LOC111605419|XP_023179699.2|DHYD
OG0001180	LOC5568068|XP_001652002.1|AAEG	LOC111598393|XP_023169381.1|DHYD
OG0001181	LOC5575371|XP_001661902.2|AAEG	LOC111595062|XP_023164384.2|DHYD
OG0001182	LOC5571228|XP_001653528.1|AAEG, LOC5571227|XP_021707004.1|AAEG	LOC111605533|XP_023179860.2|DHYD
OG0001183	LOC5564518|XP_021705619.1|AAEG	LOC111593443|XP_023161963.1|DHYD, LOC111591867|XP_023159517.1|DHYD, LOC111602417|XP_023175223.1|DHYD
OG0001185	LOC5575995|XP_021707351.1|AAEG	LOC111602952|XP_023176084.2|DHYD
OG0001186	LOC5568008|XP_021708299.1|AAEG	LOC111598852|XP_023170055.1|DHYD, LOC111600673|XP_023172691.2|DHYD
OG0001187	LOC5578526|XP_001663917.1|AAEG, LOC5578524|XP_001663915.2|AAEG	LOC111601199|XP_023173455.2|DHYD
OG0001188	LOC5579654|XP_001648128.2|AAEG	LOC111593081|XP_023161440.2|DHYD
OG0001189	LOC5565498|XP_021705339.1|AAEG, LOC5568971|XP_001652631.2|AAEG	LOC111599728|XP_023171241.1|DHYD
OG0001190	LOC5565484|XP_021707036.1|AAEG, LOC110680425|XP_021711915.1|AAEG, LOC5565483|XP_021706750.1|AAEG	LOC111593646|XP_023162294.1|DHYD
OG0001191	LOC5574691|XP_021708304.1|AAEG, LOC5574688|XP_021707897.1|AAEG	LOC111593152|XP_023161523.2|DHYD
OG0001192	LOC5563930|XP_021705115.1|AAEG	LOC111599528|XP_023170950.2|DHYD, LOC111599526|XP_023170948.1|DHYD
OG0001193	LOC5572088|XP_001660168.1|AAEG, LOC110680475|XP_021711974.1|AAEG	LOC111600699|XP_023172721.1|DHYD, LOC115483343|XP_030080692.1|DHYD
OG0001195	LOC5568267|XP_001657964.2|AAEG	LOC111594151|XP_023163097.2|DHYD
OG0001201	LOC5564649|XP_001648985.2|AAEG, LOC5572031|XP_001660136.1|AAEG, LOC110678423|XP_021706974.1|AAEG, LOC5564633|XP_001648987.2|AAEG	LOC111604872|XP_023178875.1|DHYD
OG0001202	LOC5572017|XP_001660128.1|AAEG	LOC111598412|XP_023169418.2|DHYD
OG0001203	LOC5574322|XP_021694574.1|AAEG, LOC110681443|XP_021712896.1|AAEG, LOC110674735|XP_021694562.1|AAEG	LOC111597683|XP_023168285.1|DHYD
OG0001204	LOC5574716|XP_001655300.2|AAEG	LOC111600370|XP_023172215.2|DHYD
OG0001205	LOC5575088|XP_001661798.1|AAEG	LOC111603587|XP_023177011.2|DHYD
OG0001206	LOC5572256|XP_021695027.1|AAEG	LOC115483329|XP_030080604.1|DHYD, LOC111595033|XP_023164326.1|DHYD
OG0001207	LOC5578378|XP_021695131.1|AAEG	LOC111601895|XP_023174506.2|DHYD, LOC111598403|XP_030081769.1|DHYD
OG0001208	LOC5576373|XP_021695474.1|AAEG	LOC111603380|XP_023176699.2|DHYD
OG0001209	LOC5579262|XP_021696013.1|AAEG, LOC5571213|XP_021696002.1|AAEG	LOC111596661|XP_023166738.1|DHYD
OG0001210	LOC5576886|XP_021703422.1|AAEG, LOC5576881|XP_021703451.1|AAEG	LOC111600204|XP_030079386.1|DHYD
OG0001211	LOC5567066|XP_021712826.1|AAEG	LOC111602636|XP_023175566.1|DHYD
OG0001212	LOC5580010|XP_001653890.2|AAEG	LOC111603094|XP_023176322.2|DHYD
OG0001213	LOC5564694|XP_021692994.1|AAEG, LOC5564683|XP_001649031.3|AAEG, LOC5564679|XP_001649029.3|AAEG, LOC5564684|XP_001649030.2|AAEG	LOC111598501|XP_023169535.2|DHYD
OG0001214	LOC5576401|XP_001662611.1|AAEG	LOC111603474|XP_023176831.2|DHYD
OG0001215	LOC5573442|XP_021693624.1|AAEG, LOC5573437|XP_021693618.1|AAEG	LOC115483345|XP_030080707.1|DHYD
OG0001216	LOC5564193|XP_001648534.2|AAEG, LOC5576567|XP_021693630.1|AAEG	LOC111595681|XP_023165287.2|DHYD
OG0001217	LOC5564004|XP_021693760.1|AAEG	LOC111592086|XP_023159877.2|DHYD
OG0001218	LOC5578916|XP_001657200.2|AAEG, LOC110674344|XP_021694332.1|AAEG	LOC111596601|XP_023166651.1|DHYD, LOC111596602|XP_023166652.1|DHYD
OG0001220	LOC5568477|XP_001652310.1|AAEG, LOC5568476|XP_021695984.1|AAEG	LOC111593870|XP_023162699.2|DHYD
OG0001221	LOC23687552|XP_021696190.1|AAEG, LOC5579458|XP_021696193.1|AAEG, LOC110676294|XP_021699295.1|AAEG, LOC110676293|XP_021699294.1|AAEG	LOC111602120|XP_023174837.1|DHYD
OG0001222	LOC5568385|XP_001658050.1|AAEG	LOC111592328|XP_023160221.1|DHYD
OG0001223	LOC5576043|XP_001662373.2|AAEG	LOC111600062|XP_023171760.1|DHYD, LOC111600121|XP_023171854.1|DHYD
OG0001224	LOC110681315|XP_021712765.1|AAEG, LOC5565487|XP_001649850.1|AAEG	LOC111592548|XP_023160608.1|DHYD
OG0001225	LOC5575931|XP_021699426.1|AAEG, LOC5575933|XP_001655925.2|AAEG	LOC111599921|XP_023171525.2|DHYD
OG0001226	LOC5578269|XP_001663796.1|AAEG	LOC111604439|XP_023178278.1|DHYD
OG0001227	LOC5574306|XP_001655087.1|AAEG	LOC111602155|XP_023174881.2|DHYD, LOC111602147|XP_023174868.2|DHYD, LOC111602136|XP_023174856.1|DHYD
OG0001228	LOC5572246|XP_001653940.1|AAEG	LOC111598175|XP_023169039.1|DHYD
OG0001229	LOC5572327|XP_021701837.1|AAEG	LOC111600119|XP_030081242.1|DHYD
OG0001230	LOC5564611|XP_021701962.1|AAEG	LOC111604577|XP_030081069.1|DHYD
OG0001231	LOC5576034|XP_001655975.1|AAEG	LOC111592054|XP_023159822.1|DHYD
OG0001232	LOC5573898|XP_001654934.2|AAEG	LOC111599363|XP_023170763.2|DHYD
OG0001233	LOC5573900|XP_021703334.1|AAEG	LOC111595816|XP_023165489.1|DHYD
OG0001234	LOC5567996|XP_001657823.1|AAEG	LOC111592110|XP_023159912.1|DHYD, LOC111594012|XP_023162878.1|DHYD
OG0001235	LOC5568075|XP_001652011.2|AAEG, LOC5568073|XP_011493035.2|AAEG	LOC111599105|XP_023170424.2|DHYD
OG0001236	LOC5575375|XP_021706184.1|AAEG, LOC110681257|XP_021712720.1|AAEG	LOC111605688|XP_023180127.2|DHYD
OG0001237	LOC5579027|XP_021708950.1|AAEG	LOC111596687|XP_023166761.1|DHYD
OG0001238	LOC5573338|XP_021705177.1|AAEG	LOC111595167|XP_023164515.1|DHYD
OG0001239	LOC5570022|XP_021709007.1|AAEG, LOC5565203|XP_021706967.1|AAEG, LOC5577994|XP_021707759.1|AAEG	LOC111598313|XP_023169277.1|DHYD
OG0001240	LOC5575403|XP_001661923.2|AAEG, LOC5575404|XP_021707219.1|AAEG, LOC5575406|XP_021707233.1|AAEG	LOC111595162|XP_030078658.1|DHYD
OG0001241	LOC5573887|XP_021709538.1|AAEG	LOC111598531|XP_023169583.2|DHYD
OG0001242	LOC5563955|XP_001648308.1|AAEG	LOC111593632|XP_023162272.1|DHYD
OG0001244	LOC110677631|XP_021704120.1|AAEG	LOC111595689|XP_023165299.2|DHYD
OG0001245	LOC5574238|XP_001661286.2|AAEG	LOC111595974|XP_023165720.2|DHYD
OG0001246	LOC5566857|XP_021710437.1|AAEG, LOC5566854|XP_001651279.2|AAEG, LOC5566856|XP_001651282.2|AAEG	LOC111600084|XP_023171791.2|DHYD
OG0001247	LOC5566538|XP_021708940.1|AAEG	LOC111600130|XP_023171863.1|DHYD
OG0001248	LOC5565422|XP_021710530.1|AAEG	LOC111592739|XP_023160904.2|DHYD
OG0001249	LOC5569493|XP_021711683.1|AAEG	LOC111605291|XP_023179509.1|DHYD
OG0001257	LOC5574316|XP_021694563.1|AAEG	LOC111593704|XP_023162420.2|DHYD
OG0001258	LOC5577550|XP_001663426.1|AAEG	LOC111602741|XP_023175762.1|DHYD
OG0001260	LOC5571803|XP_001659934.2|AAEG, LOC5571799|XP_021709524.1|AAEG	LOC111594477|XP_023163546.1|DHYD
OG0001261	LOC5572383|XP_001654039.1|AAEG	LOC111600196|XP_023171977.1|DHYD
OG0001263	LOC5572162|XP_021701521.1|AAEG	LOC111596397|XP_023166371.1|DHYD
OG0001264	LOC5575506|XP_021702723.1|AAEG, LOC5576313|XP_021702589.1|AAEG	LOC111601567|XP_030080310.1|DHYD
OG0001265	LOC110677665|XP_021704331.1|AAEG	LOC111595946|XP_023165680.2|DHYD
OG0001266	LOC110681386|XP_021712818.1|AAEG, LOC5575369|XP_001661899.2|AAEG, LOC5565134|XP_021710211.1|AAEG, LOC110680911|XP_021712391.1|AAEG, LOC5566192|XP_021712276.1|AAEG	LOC111605272|XP_023179483.2|DHYD
OG0001267	LOC5577500|XP_021711550.1|AAEG, LOC5577506|XP_021711759.1|AAEG	LOC111597805|XP_023168458.1|DHYD
OG0001269	LOC5578532|XP_001663924.1|AAEG	LOC111592203|XP_023160038.1|DHYD
OG0001270	LOC5579659|XP_021706346.1|AAEG, LOC5576400|XP_001662612.2|AAEG	LOC111598646|XP_023169761.2|DHYD
OG0001271	LOC110675398|XP_021696016.1|AAEG, LOC5573476|XP_021696019.1|AAEG	LOC111600731|XP_023172771.2|DHYD
OG0001272	LOC5576415|XP_001656118.2|AAEG	LOC111601736|XP_023174228.2|DHYD
OG0001273	LOC5568324|XP_001652203.1|AAEG, LOC5574558|XP_001661508.2|AAEG, LOC5579347|XP_001647653.1|AAEG	LOC111601442|XP_023173786.1|DHYD
OG0001274	LOC5573423|XP_021697822.1|AAEG, LOC5573422|XP_001654598.1|AAEG	LOC111604427|XP_023178256.1|DHYD
OG0001276	LOC5574001|XP_021698011.1|AAEG	LOC111596616|XP_023166671.1|DHYD
OG0001277	LOC5573676|XP_021698208.1|AAEG	LOC111597564|XP_023168131.2|DHYD
OG0001278	LOC5564225|XP_021698341.1|AAEG	LOC111603732|XP_023177212.1|DHYD
OG0001279	LOC110680939|XP_021712413.1|AAEG, LOC5564226|XP_001648567.1|AAEG	LOC111603742|XP_023177228.1|DHYD
OG0001280	LOC5570785|XP_001653294.1|AAEG	LOC111600514|XP_023172411.1|DHYD
OG0001281	LOC5574271|XP_021698956.1|AAEG, LOC5574268|XP_021698957.1|AAEG	LOC111591857|XP_023159507.1|DHYD
OG0001282	LOC5563618|XP_001647854.2|AAEG	LOC111603965|XP_023177571.2|DHYD
OG0001283	LOC5577288|XP_021699171.1|AAEG	LOC111594018|XP_023162888.2|DHYD
OG0001284	LOC5571151|XP_001653462.1|AAEG	LOC115483177|XP_030080195.1|DHYD, LOC111599984|XP_030079074.1|DHYD
OG0001285	LOC5569141|XP_001652750.1|AAEG, LOC5568649|XP_021700323.1|AAEG	LOC111598758|XP_023169934.1|DHYD
OG0001286	LOC5564989|XP_001649339.1|AAEG	LOC111596084|XP_023165913.1|DHYD
OG0001287	LOC110676842|XP_021701923.1|AAEG, LOC5577104|XP_021701924.1|AAEG, LOC5568562|XP_021710811.1|AAEG	LOC111600268|XP_023172084.2|DHYD
OG0001288	LOC5567008|XP_021703513.1|AAEG	LOC111599114|XP_023170442.2|DHYD
OG0001289	LOC5568175|XP_001652111.2|AAEG	LOC111601651|XP_023174105.2|DHYD
OG0001290	LOC110675257|XP_021695397.1|AAEG, LOC5569762|XP_021704073.1|AAEG	LOC115483773|XP_030081876.1|DHYD, LOC115483774|XP_030081877.1|DHYD, LOC111599449|XP_030080202.1|DHYD
OG0001291	LOC5566684|XP_001651086.1|AAEG	LOC111600014|XP_023171687.1|DHYD
OG0001292	LOC5568574|XP_021711516.1|AAEG, LOC5568577|XP_021711532.1|AAEG, LOC5570321|XP_001653147.2|AAEG	LOC111594729|XP_023163932.2|DHYD
OG0001293	LOC5571889|XP_001653807.1|AAEG	LOC111605594|XP_023179971.1|DHYD
OG0001294	LOC5575103|XP_001661825.1|AAEG	LOC111603471|XP_023176829.1|DHYD
OG0001295	LOC5568526|XP_001652354.1|AAEG	LOC111602855|XP_023175938.1|DHYD
OG0001296	LOC5566412|XP_021706306.1|AAEG	LOC111605641|XP_023180070.2|DHYD, LOC111593242|XP_030081695.1|DHYD
OG0001297	LOC110680522|XP_021712011.1|AAEG, LOC5570070|XP_001653056.1|AAEG	LOC111601790|XP_023174327.1|DHYD
OG0001298	LOC5567321|XP_021706418.1|AAEG, LOC5572310|XP_021710720.1|AAEG, LOC5578735|XP_021707558.1|AAEG	LOC111602638|XP_023175567.1|DHYD
OG0001299	LOC5574559|XP_021704813.1|AAEG, LOC5567394|XP_021706377.1|AAEG	LOC111604503|XP_023178363.2|DHYD
OG0001300	LOC5579186|XP_001664282.1|AAEG	LOC111598513|XP_023169555.1|DHYD, LOC111605417|XP_023179693.2|DHYD
OG0001301	LOC5569995|XP_001658885.2|AAEG, LOC5569998|XP_021707205.1|AAEG	LOC111597755|XP_023168378.2|DHYD
OG0001302	LOC5564892|XP_021705408.1|AAEG	LOC111594327|XP_023163342.1|DHYD
OG0001303	LOC5575416|XP_001661937.2|AAEG	LOC111602449|XP_023175280.2|DHYD
OG0001304	LOC5572317|XP_021709111.1|AAEG	LOC111592217|XP_023160058.1|DHYD
OG0001305	LOC5569430|XP_021710293.1|AAEG	LOC111594314|XP_023163324.2|DHYD, LOC111598519|XP_023169563.1|DHYD
OG0001306	LOC5575994|XP_021707386.1|AAEG	LOC111595196|XP_023164559.1|DHYD
OG0001307	LOC5569652|XP_001652914.1|AAEG, LOC110673996|XP_021712917.1|AAEG	LOC111594841|XP_023164075.2|DHYD
OG0001308	LOC5564183|XP_021710068.1|AAEG	LOC111596830|XP_023166969.1|DHYD
OG0001309	LOC5578478|XP_001657001.1|AAEG, LOC110678731|XP_021707688.1|AAEG, LOC5578477|XP_001657000.2|AAEG, LOC110678628|XP_021707438.1|AAEG	LOC111604956|XP_023179001.1|DHYD
OG0001311	LOC5569532|XP_021706093.1|AAEG	LOC111603228|XP_030079291.1|DHYD
OG0001312	LOC110680920|XP_021712398.1|AAEG, LOC5579662|XP_001648136.1|AAEG	LOC111592737|XP_023160899.1|DHYD
OG0001313	LOC5578093|XP_001656789.2|AAEG	LOC111600546|XP_023172459.2|DHYD
OG0001326	LOC5573308|XP_021709312.1|AAEG, LOC5569122|XP_021693345.1|AAEG, LOC5580073|XP_001654814.1|AAEG, LOC5564577|XP_001648938.1|AAEG	LOC111603295|XP_023176585.1|DHYD
OG0001328	LOC5575093|XP_001661817.1|AAEG, LOC5573724|XP_021694929.1|AAEG	LOC111596963|XP_030079613.1|DHYD
OG0001329	LOC5579474|XP_001647772.2|AAEG	LOC111594997|XP_023164264.1|DHYD
OG0001330	LOC5565026|XP_021712659.1|AAEG, LOC5579479|XP_021697265.1|AAEG	LOC111592999|XP_023161285.2|DHYD
OG0001331	LOC5578307|XP_021693230.1|AAEG, LOC5578306|XP_001656898.2|AAEG, LOC5570111|XP_001653091.2|AAEG	LOC111598637|XP_023169785.2|DHYD
OG0001332	LOC5571993|XP_021699097.1|AAEG, LOC110676249|XP_021699084.1|AAEG	LOC111598290|XP_023169241.1|DHYD
OG0001333	LOC5565276|XP_021701702.1|AAEG, LOC5565260|XP_021701714.1|AAEG	LOC111591909|XP_023159609.1|DHYD
OG0001334	LOC5568678|XP_001658093.2|AAEG, LOC5568674|XP_021703072.1|AAEG	LOC111592492|XP_023160479.2|DHYD
OG0001335	LOC5565031|XP_001649402.2|AAEG, LOC5565073|XP_021705369.1|AAEG	LOC111592028|XP_023159791.2|DHYD
OG0001337	LOC5571583|XP_021707527.1|AAEG	LOC111603386|XP_023176713.1|DHYD
OG0001338	LOC5577517|XP_021711315.1|AAEG, LOC110673984|XP_001656538.2|AAEG	LOC111595542|XP_023165095.1|DHYD
OG0001339	LOC5577497|XP_021711599.1|AAEG, LOC5571779|XP_001659911.2|AAEG	LOC111604516|XP_023178383.1|DHYD
OG0001340	LOC5575707|XP_001662155.1|AAEG, LOC5572595|XP_021713033.1|AAEG	LOC111600939|XP_023173078.2|DHYD
OG0001341	LOC5578941|XP_001657229.1|AAEG	LOC111593681|XP_023162341.1|DHYD
OG0001342	LOC5567292|XP_021693315.1|AAEG, LOC110680498|XP_021711990.1|AAEG	LOC111599480|XP_023170916.2|DHYD
OG0001343	LOC5564494|XP_021694318.1|AAEG	LOC111594441|XP_023163497.2|DHYD
OG0001344	LOC5572158|XP_021693679.1|AAEG, LOC5575465|XP_021693677.1|AAEG	LOC111597828|XP_023168492.1|DHYD
OG0001345	LOC5565630|XP_001649986.2|AAEG, LOC5576523|XP_001662716.2|AAEG	LOC111594624|XP_023163782.2|DHYD
OG0001346	LOC5564378|XP_021693779.1|AAEG	LOC111599551|XP_023170985.2|DHYD
OG0001347	LOC5575230|XP_001655636.2|AAEG	LOC111593051|XP_023161392.1|DHYD
OG0001349	LOC5564096|XP_021696524.1|AAEG	LOC111595298|XP_023164721.2|DHYD, LOC111601590|XP_023174013.2|DHYD, LOC111601557|XP_023173967.2|DHYD
OG0001350	LOC5569213|XP_021696606.1|AAEG	LOC111593115|XP_030080248.1|DHYD, LOC115483195|XP_030080249.1|DHYD, LOC111601129|XP_023173353.2|DHYD
OG0001351	LOC5574289|XP_001661326.1|AAEG	LOC111593942|XP_023162798.2|DHYD
OG0001352	LOC5574802|XP_021697012.1|AAEG	LOC111603185|XP_023176440.1|DHYD
OG0001353	LOC5566373|XP_001650785.1|AAEG, LOC5568325|XP_001652204.1|AAEG	LOC111595065|XP_023164389.1|DHYD
OG0001354	LOC5573660|XP_021697339.1|AAEG	LOC111603814|XP_023177337.2|DHYD
OG0001355	LOC5565624|XP_001649979.1|AAEG	LOC111593924|XP_023162766.1|DHYD
OG0001356	LOC5571699|XP_001659842.2|AAEG, LOC5571704|XP_021695196.1|AAEG, LOC5572766|XP_021697637.1|AAEG	LOC111600282|XP_023172100.1|DHYD
OG0001357	LOC5564469|XP_001648811.1|AAEG	LOC111595087|XP_023164411.2|DHYD
OG0001358	LOC5573425|XP_021697813.1|AAEG, LOC110681441|XP_021712887.1|AAEG	LOC111592324|XP_023160214.2|DHYD
OG0001359	LOC5563725|XP_021698111.1|AAEG, LOC5563726|XP_001648011.1|AAEG	LOC111605041|XP_023179145.1|DHYD
OG0001360	LOC5576042|XP_001662374.1|AAEG	LOC111593857|XP_023162672.1|DHYD
OG0001361	LOC5564239|XP_021698328.1|AAEG, LOC110676099|XP_021698327.1|AAEG	LOC111603699|XP_023177167.2|DHYD
OG0001362	LOC5564232|XP_001648569.1|AAEG	LOC111603733|XP_023177217.1|DHYD
OG0001363	LOC5576835|XP_001662942.1|AAEG, LOC5568880|XP_001652605.1|AAEG	LOC111604218|XP_023177955.1|DHYD
OG0001364	LOC5572908|XP_021698679.1|AAEG, LOC5568166|XP_021703889.1|AAEG	LOC111593177|XP_023161552.1|DHYD
OG0001365	LOC5572285|XP_001653970.1|AAEG	LOC111601058|XP_023173244.1|DHYD
OG0001367	LOC5569059|XP_021698895.1|AAEG	LOC111593872|XP_023162701.1|DHYD
OG0001368	LOC5579484|XP_021698925.1|AAEG	LOC111603475|XP_023176836.1|DHYD
OG0001369	LOC5574546|XP_021699090.1|AAEG	LOC111597472|XP_023167992.1|DHYD
OG0001370	LOC5577000|XP_001663103.2|AAEG	LOC111603836|XP_023177369.2|DHYD
OG0001371	LOC5569579|XP_021699731.1|AAEG	LOC111594747|XP_023163961.1|DHYD
OG0001372	LOC5567708|XP_021699760.1|AAEG	LOC111597681|XP_023168279.2|DHYD
OG0001373	LOC5567451|XP_021700199.1|AAEG	LOC111602382|XP_023175171.1|DHYD
OG0001374	LOC5571153|XP_001653469.1|AAEG	LOC111593743|XP_023162504.1|DHYD
OG0001375	LOC5567653|XP_021700355.1|AAEG, LOC5565021|XP_001649362.2|AAEG, LOC5577084|XP_001663173.2|AAEG	LOC111604830|XP_023178822.2|DHYD
OG0001376	LOC5578359|XP_001656930.2|AAEG, LOC5578358|XP_001656929.2|AAEG	LOC111605395|XP_023179662.2|DHYD
OG0001377	LOC5572648|XP_021700811.1|AAEG, LOC110674014|XP_021695263.1|AAEG	LOC111602512|XP_023175361.2|DHYD
OG0001378	LOC5564328|XP_001648655.2|AAEG	LOC111596339|XP_023166288.1|DHYD
OG0001379	LOC5564506|XP_021701067.1|AAEG	LOC111600796|XP_023172858.1|DHYD, LOC115482908|XP_030079014.1|DHYD
OG0001380	LOC5574619|XP_021701493.1|AAEG	LOC111600910|XP_030081111.1|DHYD
OG0001381	LOC5569383|XP_001658462.1|AAEG, LOC110680820|XP_021712291.1|AAEG	LOC111600717|XP_023172742.2|DHYD
OG0001382	LOC5575208|XP_021701904.1|AAEG	LOC111599073|XP_023170369.2|DHYD, LOC111599125|XP_030080390.1|DHYD
OG0001383	LOC5572173|XP_001660268.1|AAEG	LOC111597690|XP_023168291.1|DHYD
OG0001384	LOC5573809|XP_001661057.2|AAEG	LOC111600249|XP_023172061.1|DHYD
OG0001385	LOC5573184|XP_001660801.2|AAEG, LOC5569015|XP_001652671.1|AAEG	LOC111602262|XP_023175025.1|DHYD, LOC115483017|XP_030079576.1|DHYD
OG0001386	LOC5573450|XP_021703651.1|AAEG	LOC111594767|XP_023163984.2|DHYD
OG0001387	LOC5569816|XP_001653035.1|AAEG, LOC5569815|XP_021703690.1|AAEG	LOC111600902|XP_023173025.2|DHYD
OG0001388	LOC5570857|XP_021703776.1|AAEG, LOC5570856|XP_001653366.2|AAEG	LOC111603998|XP_023177615.1|DHYD
OG0001389	LOC5573307|XP_021707322.1|AAEG, LOC5564316|XP_021706875.1|AAEG	LOC111605506|XP_023179824.1|DHYD
OG0001390	LOC5580280|XP_021709147.1|AAEG	LOC111599163|XP_023170506.1|DHYD
OG0001391	LOC5568150|XP_001652096.1|AAEG	LOC111600368|XP_023172217.2|DHYD
OG0001392	LOC5578018|XP_001656757.2|AAEG	LOC111601853|XP_030079346.1|DHYD
OG0001393	LOC5565962|XP_021706834.1|AAEG	LOC111592710|XP_023160864.1|DHYD
OG0001394	LOC5566906|XP_021705325.1|AAEG, LOC5565212|XP_021706728.1|AAEG	LOC111597405|XP_023167852.1|DHYD
OG0001395	LOC5572564|XP_001654079.1|AAEG	LOC111602982|XP_023176145.1|DHYD
OG0001396	LOC5569944|XP_021708097.1|AAEG	LOC111598790|XP_023169974.2|DHYD, LOC111600228|XP_023172022.2|DHYD
OG0001397	LOC5566745|XP_021706420.1|AAEG, LOC5566742|XP_021706887.1|AAEG	LOC111604566|XP_023178435.1|DHYD
OG0001399	LOC5577036|XP_021711031.1|AAEG	LOC111599996|XP_023171663.2|DHYD
OG0001400	LOC5572994|XP_001654322.2|AAEG	LOC111594555|XP_023163678.2|DHYD
OG0001401	LOC5575307|XP_001655681.2|AAEG	LOC111600941|XP_023173080.2|DHYD
